Orthogroup	Aethionema_saxatile	Brassica_napus
OG0014990	As002G055170	XP_013715230.2, XP_013743194.2
OG0014991	As002G055260	XP_013740112.1, XP_013701634.1
OG0014992	As002G055340	XP_048603106.1, XP_048602669.1
OG0014993	As002G055420	XP_013743209.1, XP_013715480.2
OG0014994	As003G055600	XP_013671336.1, XP_013733816.1
OG0014995	As003G055730	XP_048594658.1, XP_048622120.1
OG0014996	As003G055750	XP_048622157.1, XP_048600284.1
OG0014997	As003G056110	XP_013741327.1, XP_048618877.1
OG0014998	As003G056130	XP_022543233.2, XP_013737285.2
OG0014999	As003G056770	XP_048607223.1, XP_013654789.2, XP_013654763.1
OG0015000	As003G056950	XP_048638331.1, XP_013671011.1
OG0015001	As003G057060	XP_013668897.1, XP_013671020.1
OG0015002	As003G057080	XP_048601445.1, XP_048638374.1
OG0015003	As003G057130	XP_013728065.1, XP_013668332.1
OG0015004	As003G057250	XP_048618909.1, XP_013710540.1, XP_048632819.1
OG0015005	As003G057270	XP_013726572.1, XP_022550312.1
OG0015006	As003G057520	XP_048618921.1, XP_022561213.2, XP_013737410.2
OG0015007	As003G057590	XP_013728932.1, XP_013719506.1
OG0015008	As003G057740	XP_013730702.1, XP_048601472.1
OG0015009	As003G057950	XP_013660885.1, XP_013734092.1
OG0015010	As003G057960	XP_013734114.1, XP_013660886.1
OG0015011	As003G058020	XP_013734006.1, XP_013660889.1
OG0015012	As003G058260	XP_013733637.1, XP_048601491.1
OG0015013	As003G058670, As003G058710	XP_048596065.1, XP_022568589.2
OG0015014	As003G058780	XP_048596087.1, XP_013671123.2
OG0015015	As003G058830	XP_013671117.1, XP_013735170.2
OG0015016	As003G058880	XP_013657289.1, XP_048622397.1
OG0015017	As003G059070	XP_013671126.2, XP_013737429.2
OG0015018	As003G059140	XP_048596293.1
OG0015019	As003G059260, As009G200120	XP_013714410.1
OG0015020	As003G059280	XP_013643847.2, XP_013734868.1
OG0015021	As003G059490	XP_048596337.1, XP_022550349.1
OG0015022	As003G059550	XP_013671171.2, XP_013737118.2
OG0015023	As003G059580	XP_013671162.2, XP_013737072.2
OG0015024	As003G059700	XP_013672549.2, XP_013717245.1
OG0015025	As003G059820	XP_048596465.1, XP_013660272.1
OG0015026	As003G059870	XP_013664731.1, XP_013642963.2
OG0015027	As003G059990	XP_048596541.1, XP_013731861.1
OG0015028	As003G060500	XP_013733988.1, XP_013672073.2
OG0015029	As003G060660	XP_013733972.2, XP_013738186.2
OG0015030	As003G060860	XP_013671186.1, XP_013738020.2
OG0015031	As003G060910	XP_022572567.2, XP_013737606.2
OG0015032	As003G061040	XP_048596994.1, XP_013650671.2
OG0015033	As003G062040	XP_013711289.2, XP_013738851.2
OG0015034	As003G062250	XP_048600082.1, XP_022572181.1
OG0015035	As003G062320	XP_013691928.2, XP_022545580.2
OG0015036	As003G062360	XP_048635145.1, XP_048635507.1, XP_022568273.1
OG0015037	As003G062390	XP_013662263.1, XP_013671832.1
OG0015038	As003G062440	XP_013715162.1, XP_013741881.1
OG0015039	As003G062460	XP_048635141.1, XP_022568275.1, XP_022570288.1
OG0015040	As003G062610	XP_013712001.1, XP_013717494.2
OG0015041	As003G062630	XP_013708154.1, XP_013717345.1
OG0015042	As003G062670	XP_022546602.2, XP_013709464.2
OG0015043	As003G062730	XP_013717505.3
OG0015044	As003G063280	XP_048616344.1, XP_013662192.1
OG0015045	As003G063310	XP_013723427.1, XP_013671216.1
OG0015046	As003G063350	XP_013662185.2, XP_048616175.1
OG0015047	As003G063460	XP_013715099.2, XP_013710353.1
OG0015048	As003G063800	XP_013677917.1, XP_013721012.1
OG0015049	As003G063840	XP_013725538.1, XP_013680087.1
OG0015050	As003G063850	XP_013721014.1, XP_013714833.1
OG0015051	As003G063960	XP_013712218.1, XP_013715150.2
OG0015052	As003G064090	XP_013705897.1, XP_013746354.1
OG0015053	As003G064180	XP_013715124.2, XP_013711703.2
OG0015054	As003G064190	XP_013709941.1, XP_013670344.2, XP_022575166.2, XP_048626470.1, XP_048634938.1, XP_048629525.1
OG0015055	As003G064200	XP_013715158.2, XP_013712553.1
OG0015056	As003G064230	XP_013643665.1, XP_013652982.1
OG0015057	As003G064580	XP_013712588.1, XP_013662278.2
OG0015058	As003G064600	XP_048612586.1, XP_013703134.2, XP_048635401.1
OG0015059	As003G064650	XP_013712358.2, XP_013707392.1
OG0015060	As003G064830	XP_013706750.1, XP_013720992.3
OG0015061	As003G064890	XP_013740454.2, XP_048622148.1
OG0015062	As003G064970	XP_013676463.2, XP_013688506.2
OG0015063	As003G065040	XP_048625492.1, XP_048595132.1
OG0015064	As003G065110	XP_048593612.1, XP_048622140.1
OG0015065	As003G065220	XP_022560821.1, XP_013669832.1
OG0015066	As003G065290	XP_013655750.2, XP_013711309.2
OG0015067	As003G065400	XP_013660670.2, XP_013746855.2
OG0015068	As003G065470	XP_013701046.1, XP_013659052.2
OG0015069	As003G065560	XP_013749319.2
OG0015070	As003G065820	XP_022548965.2, XP_013695841.2
OG0015071	As003G066010	XP_048593650.1, XP_048621679.1
OG0015072	As003G066280	XP_013688326.1, XP_013731834.3, XP_048599501.1
OG0015073	As003G066290	XP_022549351.2, XP_013718813.2
OG0015074	As003G066300	XP_022549352.2, XP_048616895.1
OG0015075	As003G066550	XP_013667128.1, XP_013712479.1
OG0015076	As003G066600	XP_013725567.2
OG0015077	As003G067310	XP_013685318.2, XP_022545893.1
OG0015078	As003G067480	XP_013736563.2, XP_013719803.2
OG0015079	As003G068120	XP_013727928.1, XP_013662504.1
OG0015080	As003G068230	XP_022575194.1, XP_013685323.2
OG0015081	As003G068390, As009G218090	XP_022572405.2, XP_048617997.1
OG0015082	As003G068640	XP_013685383.1, XP_013656954.2
OG0015083	As003G068970	XP_013732926.2, XP_013718355.1
OG0015084	As003G069850	NP_001303146.1, XP_013655099.2
OG0015085	As003G070140	XP_022558821.1, XP_013659666.1
OG0015086	As003G070300	XP_013662600.1, XP_048614907.1
OG0015087	As003G070450	XP_013662588.1, XP_022569568.1
OG0015088	As003G070490	XP_013721186.1, XP_013662585.1
OG0015089	As003G070650	XP_013693087.1, XP_013662583.1
OG0015090	As003G070670	XP_013662582.1, XP_022566944.1
OG0015091	As003G071110	XP_013703285.1, XP_013662454.2
OG0015092	As003G071230	XP_048595047.1, XP_013707127.1
OG0015093	As003G071250	XP_048613016.1, XP_013662431.1
OG0015094	As003G071660	XP_013670575.2, XP_013752324.2
OG0015095	As003G071880	XP_013665877.1, XP_013641009.2
OG0015096	As003G072160	XP_013677965.2, XP_013656478.2
OG0015097	As003G072230	XP_022561178.1, XP_013748925.3
OG0015098	As003G072270	XP_048601040.1, XP_013743425.1, XP_013643234.1
OG0015099	As003G072330	XP_022575264.1, XP_013748979.3
OG0015100	As003G072350	XP_013643839.1, XP_013743596.1
OG0015101	As003G072450	XP_013645065.2, XP_013745389.1
OG0015102	As003G072590	XP_013749416.1, XP_013703299.1
OG0015103	As003G072990	XP_013719568.1, XP_022575084.2
OG0015104	As003G073030	XP_013705396.1, XP_013746540.1
OG0015105	As003G073040	XP_048634158.1, XP_013726377.2
OG0015106	As003G073050	XP_048600998.1, XP_048634147.1
OG0015107	As003G073080	XP_048600997.1, XP_013728163.2
OG0015108	As003G073370	XP_048623163.1, XP_048619377.1
OG0015109	As003G073430	XP_048626405.1, XP_013742524.1, XP_013703616.1
OG0015110	As003G073480	XP_013736482.2, XP_013722972.2
OG0015111	As003G073510	XP_013722997.2, XP_022573737.2
OG0015112	As003G073660	XP_013737135.2, XP_013722970.2, XP_048633961.1, XP_048600969.1
OG0015113	As003G073820	XP_013686775.1, XP_013680628.2
OG0015114	As003G073910	XP_013728980.1, XP_013706580.1
OG0015115	As003G074100	XP_013707319.2, XP_013692766.2
OG0015116	As003G074270	XP_048633848.1, XP_013723022.1
OG0015117	As003G074340	XP_013736543.1, XP_013669015.2
OG0015118	As003G074420	XP_013736503.1, XP_048633799.1
OG0015119	As003G074450	XP_048607478.1, XP_022555721.2
OG0015120	As003G074470	XP_013719513.1, XP_013724179.1
OG0015121	As003G074680	XP_022575662.2, XP_013736260.2
OG0015122	As003G075000	XP_013659372.2, XP_013736026.2
OG0015123	As003G075030	XP_048606303.1, XP_013686340.2
OG0015124	As003G075110	XP_013654991.2, XP_013686333.2
OG0015125	As003G075470	XP_048593822.1, XP_048606287.1
OG0015126	As003G075540	XP_013706951.1, XP_013644950.2
OG0015127	As003G075720	XP_048633496.1, XP_013669324.1
OG0015128	As003G075830	XP_013735570.1
OG0015129	As003G076000	XP_048600931.1, XP_013733370.2
OG0015130	As003G076040	XP_013703389.1, XP_048590817.1
OG0015131	As003G076110	XP_013656736.1, XP_013652829.1, XP_048630624.1
OG0015132	As003G076140	XP_048606275.1, XP_013652827.2, XP_013656739.1
OG0015133	As003G076160	XP_048633341.1, XP_048633373.1
OG0015134	As003G076420	XP_013731890.1, XP_013729561.1
OG0015135	As003G076440	XP_048590819.1, XP_013731904.2
OG0015136	As003G076480	XP_022555829.1, XP_048593850.1
OG0015137	As003G076490	XP_022543782.1, XP_022562922.2
OG0015138	As003G076550	XP_013658388.2, XP_013735362.2
OG0015139	As003G076570	XP_013656759.2, XP_013685727.2
OG0015140	As003G076640	XP_048602133.1, XP_048602203.1
OG0015141	As004G076680	XP_022544319.1, XP_013647232.2
OG0015142	As004G076750	XP_013741959.1, XP_013731846.2
OG0015143	As004G076850	XP_013748938.2, XP_048627292.1, XP_048616514.1
OG0015144	As004G076880	XP_048631169.1, XP_013680242.2, XP_013676590.2
OG0015145	As004G076960	XP_048610701.1, XP_048633305.1, XP_048626448.1
OG0015146	As004G076970	XP_013702467.2, XP_013707569.1
OG0015147	As004G077210	XP_048633336.1, XP_013707788.1
OG0015148	As004G077240	XP_013741953.2, XP_013706104.2
OG0015149	As004G077440	XP_048616545.1, XP_048592851.1
OG0015150	As004G077470	XP_013746676.2, XP_013741698.1
OG0015151	As004G077510	XP_013651828.1
OG0015152	As004G077810	XP_013732795.1, XP_048592862.1
OG0015153	As004G077850	XP_013651835.2, XP_013675262.1
OG0015154	As004G077910	XP_013743042.2, XP_013703941.1
OG0015155	As004G078220	XP_013722717.1, XP_013746714.1
OG0015156	As004G078420	XP_013728600.1, XP_048633392.1
OG0015157	As004G078560	XP_013642880.1, XP_048633397.1
OG0015158	As004G078570	XP_048633396.1, XP_013647019.1
OG0015159	As004G078640	XP_022548496.1, XP_048624855.1
OG0015160	As004G078700	XP_013733788.2, XP_048594563.1
OG0015161	As004G078840	XP_013685501.2, XP_048629140.1, XP_048612460.1
OG0015162	As004G078870	XP_048629161.1, XP_048612459.1, XP_013685499.2
OG0015163	As004G078890	XP_048629154.1, XP_013738456.2, XP_013685497.1
OG0015164	As004G079220	XP_013642530.2, XP_013702140.1
OG0015165	As004G079260	XP_013642536.1, XP_013702318.2
OG0015166	As004G079310	XP_013749230.2, XP_013660503.2
OG0015167	As004G079440	XP_013662103.2, XP_013744665.1, XP_048629634.1, XP_022546229.1
OG0015168	As004G079470	XP_013662105.2, XP_013744664.1
OG0015169	As004G079500	XP_048629644.1, XP_022545497.1, XP_022556122.1
OG0015170	As004G079550	XP_013662107.2, XP_013744662.2
OG0015171	As004G079610	XP_022556129.1, XP_048629142.1, XP_048636575.1
OG0015172	As004G080130	XP_013662181.1, XP_013640283.1
OG0015173	As004G080240	XP_013735108.2, XP_022554986.1
OG0015174	As004G080520	XP_013735079.2, XP_013711395.1
OG0015175	As004G080540	XP_013726746.1, XP_013718423.1
OG0015176	As004G080560	XP_013684072.1, XP_013735080.2
OG0015177	As004G080610	XP_022553850.1, XP_048631939.1
OG0015178	As004G080620	XP_048625403.1, XP_013726749.1
OG0015179	As004G080630	XP_013715139.1, XP_013712178.2
OG0015180	As004G080830	XP_013687669.1, XP_013676409.1
OG0015181	As004G081070	XP_013740500.1, XP_013701466.1
OG0015182	As004G081120	XP_013748553.1, XP_048636657.1
OG0015183	As004G081180	XP_022574972.2, XP_013748547.1
OG0015184	As004G081380	XP_013748524.1, XP_013642156.2
OG0015185	As004G081430	XP_013744523.2, XP_013719170.1
OG0015186	As004G081550	XP_013748510.1, XP_013642151.2
OG0015187	As004G081560	XP_013642152.2, XP_013748512.1
OG0015188	As004G081670	XP_013671297.1, XP_013662419.2
OG0015189	As004G081800	XP_013748479.1, NP_001303076.1, XP_048610944.1, XP_013744513.2
OG0015190	As004G081950	XP_013647571.1, XP_048618488.1
OG0015191	As004G081980	XP_013644996.1, XP_048618487.1, XP_048615367.1
OG0015192	As004G081990	XP_013647566.1, XP_013653657.1
OG0015193	As004G082160	XP_013692220.2, XP_013644986.1
OG0015194	As004G082170	XP_013701290.2, XP_013744365.2
OG0015195	As004G082230	XP_013692849.2, XP_013644979.1
OG0015196	As004G082360	XP_013690429.2, XP_013644974.1
OG0015197	As004G082380	XP_013743547.2, XP_013726646.2
OG0015198	As004G082590	XP_048615243.1
OG0015199	As004G082680	XP_048623462.1, XP_022548321.2
OG0015200	As004G082690	XP_048599081.1, XP_013667341.2
OG0015201	As004G082720	XP_013703469.2, XP_013723707.1
OG0015202	As004G082780	XP_013740233.1, XP_013682034.2
OG0015203	As004G082810	XP_048610063.1, XP_013738550.2
OG0015204	As004G083350	XP_013732868.1, XP_013719681.1
OG0015205	As004G083420	XP_048604437.1, XP_022559505.2
OG0015206	As004G083460	XP_013719664.1, XP_013732869.2
OG0015207	As004G083540	XP_013719794.1, XP_013732870.2
OG0015208	As004G083550	XP_048596810.1, XP_022547442.1
OG0015209	As004G083630	XP_013719719.1, XP_013737571.1
OG0015210	As004G083730	XP_013691676.2, XP_013675463.1
OG0015211	As004G083890	XP_048631981.1, XP_013680934.2
OG0015212	As004G083930	XP_048604421.1, XP_048614417.1
OG0015213	As004G083980	XP_013718544.3
OG0015214	As004G084080	XP_013735542.1, XP_013684085.2
OG0015215	As004G084100	XP_013735543.1, XP_048606908.1
OG0015216	As004G084120	XP_013718542.2, XP_013736843.1
OG0015217	As004G084220	XP_013718642.2, XP_013736679.1
OG0015218	As004G084340	XP_013718644.1, XP_013736601.1
OG0015219	As004G084390	XP_048612845.1, XP_013691277.2
OG0015220	As004G084420	XP_013742147.1
OG0015221	As004G084620	XP_048596787.1, XP_048624303.1
OG0015222	As004G084630	XP_048631153.1, XP_013693088.2, XP_013692895.1
OG0015223	As004G084780	XP_048596770.1, XP_013652201.1
OG0015224	As004G084880	XP_022557078.1, XP_013662159.2
OG0015225	As004G084990	XP_013690772.1, XP_013687033.2
OG0015226	As004G085050	XP_013725221.1, XP_013698396.2
OG0015227	As004G085210	XP_013640041.2, XP_013672076.2, XP_048601584.1
OG0015228	As004G085490	XP_013732692.1, XP_013740827.2
OG0015229	As004G085520	XP_013661141.2, XP_048631626.1, XP_013662043.1
OG0015230	As004G085590	XP_048596744.1, XP_048624268.1, XP_013662053.2
OG0015231	As004G085610	XP_048632023.1, XP_048606962.1
OG0015232	As004G085660	XP_048624262.1, XP_048596743.1
OG0015233	As004G085700	XP_013714465.1, XP_013662027.2
OG0015234	As004G085810	XP_013662011.2, XP_013712472.1
OG0015235	As004G086060	XP_013659489.2, XP_048624234.1
OG0015236	As004G086250	XP_048596710.1, XP_013661973.2
OG0015237	As004G086640	XP_013712919.1, XP_022563282.2
OG0015238	As004G087020	XP_013686942.2, XP_013733193.2
OG0015239	As004G087030	XP_013733203.1, XP_048618278.1
OG0015240	As004G087140	XP_013681659.1, XP_013687142.1
OG0015241	As004G087800	XP_013721726.3, XP_022552438.2
OG0015242	As004G088080	XP_013681742.2, XP_013670716.1
OG0015243	As004G088220	XP_022566122.2, XP_013707796.3
OG0015244	As004G088270	XP_022563874.1, XP_022543748.2
OG0015245	As004G088320	XP_013674983.2, XP_013675018.1
OG0015246	As004G088390, As010G240070	XP_048615997.1, XP_048591757.1
OG0015247	As004G088450	XP_013677067.1, XP_048603840.1
OG0015248	As004G088460	XP_013677069.1, XP_013677172.1
OG0015249	As012G268470, As004G088490	XP_013702578.1, XP_048636886.1
OG0015250	As004G088770	XP_013696149.2, XP_013705419.1
OG0015251	As004G088800	XP_048623543.1, XP_013662892.2
OG0015252	As004G088890	XP_013707598.2, XP_022543737.2
OG0015253	As004G088920	XP_013706476.1, XP_013696890.1
OG0015254	As004G089280	XP_048610538.1, XP_013728591.1, XP_013663446.2
OG0015255	As004G089630	XP_048637343.1, XP_013706246.2
OG0015256	As004G090730	XP_048628130.1, XP_013680235.2, XP_013676595.1
OG0015257	As004G090770	XP_048610686.1, XP_013682688.1
OG0015258	As004G091080	XP_013714718.2, XP_013728350.2
OG0015259	As004G091110	XP_013693689.2, XP_048617814.1
OG0015260	As004G092140	XP_022545588.2, XP_013730991.1
OG0015261	As004G092160	XP_022566836.1, XP_013657089.2
OG0015262	As004G092270	XP_013686790.2, XP_048633292.1
OG0015263	As004G092440	XP_013703112.1, XP_048593171.1
OG0015264	As004G092490	XP_013691278.2, XP_013721150.2
OG0015265	As004G093010	XP_013719617.1, XP_048633273.1, XP_013696817.1
OG0015266	As004G093170	XP_013701866.1, XP_013701863.2
OG0015267	As004G093410	XP_013739008.2, XP_013671516.2
OG0015268	As004G093450	XP_013719852.2, XP_048621667.1
OG0015269	As004G093670	XP_013731690.1, XP_013731134.1
OG0015270	As004G093680	XP_013655142.1, XP_022555390.1
OG0015271	As004G093890	XP_013719809.1, XP_013686770.2
OG0015272	As004G094480	XP_013729444.2, XP_048622167.1
OG0015273	As004G094560	XP_022571847.2, XP_013723182.2
OG0015274	As004G094940	XP_013742862.2, XP_013686304.2
OG0015275	As004G095070	XP_013712508.1, XP_013690438.1
OG0015276	As004G095320	XP_013656785.2, XP_013736674.1
OG0015277	As004G095580	XP_013690460.1, XP_013708534.1
OG0015278	As004G095590	XP_048610195.1, XP_048634001.1
OG0015279	As004G095600, As011G255090	XP_048592928.1, XP_013743395.2
OG0015280	As004G096000	XP_013665571.2, XP_013664775.1
OG0015281	As004G096480	XP_013655705.1, XP_013668166.2
OG0015282	As004G096580	XP_013647624.2, XP_013675885.2
OG0015283	As004G096760	XP_013719144.1, XP_013647759.1
OG0015284	As004G096860	XP_048610763.1, XP_048633408.1
OG0015285	As004G097120	XP_013743284.2, XP_013698624.1
OG0015286	As004G097140	XP_013700757.1, XP_013746799.2
OG0015287	As004G097280	XP_013647774.2, XP_013700665.2
OG0015288	As004G097670	XP_022571492.2, XP_013708583.2
OG0015289	As004G097940	XP_048633474.1, XP_013729214.2
OG0015290	As004G098470	XP_048633340.1, XP_022567261.2
OG0015291	As005G098640	XP_013731155.2, XP_022574695.2
OG0015292	As005G098710	XP_013722573.2, XP_013723898.2
OG0015293	As005G098740	XP_013690398.1, XP_013747502.2
OG0015294	As005G098780	XP_013747504.2, XP_013690402.1
OG0015295	As005G099030	XP_022544165.1, XP_013688586.1
OG0015296	As005G099050	XP_013732546.3, XP_013688587.1
OG0015297	As005G099060	XP_013686323.2, XP_013747514.2
OG0015298	As005G099270	XP_048610539.1, XP_013747551.2
OG0015299	As005G099280	XP_048610541.1, XP_013747552.2
OG0015300	As005G099340	XP_013751987.1, XP_013691538.2
OG0015301	As005G099370	XP_048635403.1
OG0015302	As005G099410	XP_013747539.2, XP_022571010.2
OG0015303	As005G099890	XP_013700681.1, XP_013693169.1
OG0015304	As005G099920	XP_013747561.2, XP_048635410.1
OG0015305	As005G100120	XP_013747582.2, XP_013711908.2
OG0015306	As005G100140	XP_048635418.1, XP_048610342.1
OG0015307	As005G100310	XP_013750958.1, XP_013688194.1
OG0015308	As005G100370	XP_013707994.1, XP_013747609.1
OG0015309	As005G100490	XP_013710486.2, XP_013747619.2
OG0015310	As005G100660	XP_013734846.2, XP_013734869.1
OG0015311	As005G100760	XP_013708860.2, XP_013752003.2
OG0015312	As005G101050	XP_013748090.1, XP_013748191.1
OG0015313	As005G101200	XP_013748222.2, XP_013748118.1
OG0015314	As005G101470	XP_022550668.2, XP_013749653.1
OG0015315	As005G101480	XP_048609356.1, XP_022575962.1
OG0015316	As005G101500	XP_022550670.1, XP_048634776.1
OG0015317	As005G101760	XP_013748148.1, XP_048609353.1
OG0015318	As005G101890	XP_048609349.1, XP_048636400.1
OG0015319	As005G101920	XP_013740647.1, XP_013725837.1
OG0015320	As005G101950	XP_013734798.2, XP_013683710.1
OG0015321	As005G101980	XP_048608654.1, XP_048631799.1
OG0015322	As005G102090	XP_022574782.1, XP_022556202.1
OG0015323	As005G102110	XP_022570165.1, XP_013692100.1
OG0015324	As005G102240	XP_013686169.1, XP_013747976.1
OG0015325	As005G102290	XP_048634760.1, XP_013666716.2
OG0015326	As005G102460	XP_013691628.2, XP_013747984.1
OG0015327	As005G102870	XP_022574270.1, XP_013725486.1
OG0015328	As005G103100	XP_022574627.1, XP_013725456.2
OG0015329	As005G103210	XP_013691902.1, XP_022557913.1
OG0015330	As005G103600	XP_048631774.1, XP_013683835.1
OG0015331	As005G103760	XP_013720284.2, XP_048611221.1
OG0015332	As005G103880	XP_013686755.1, XP_048636367.1
OG0015333	As005G103910	XP_013686840.2, XP_022574757.1
