Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_NCBI
OG0016768	As002G041330	XP_002864034.1, XP_002862542.2
OG0016769	As002G041370	XP_002864036.2
OG0016770	As002G042210	XP_002865791.1
OG0016771	As002G042270	XP_020884082.1, XP_002865807.2
OG0016772	As002G042760	XP_002864089.1
OG0016773	As002G042830	XP_002864093.1
OG0016774	As002G043650	XP_002864127.2
OG0016775	As002G043660	XP_020871155.1
OG0016776	As002G043750	XP_020866013.1
OG0016777	As002G043780	XP_002864137.1
OG0016778	As002G044000	XP_020871109.1
OG0016779	As002G044060	XP_020880591.1
OG0016780	As002G044450	XP_002865928.2
OG0016781	As002G044480	XP_020867000.1
OG0016782	As002G044930	XP_020883035.1
OG0016783	As002G045250	XP_020871676.1
OG0016784	As002G047030	XP_020886477.1
OG0016785	As002G047600	XP_020871295.1
OG0016786	As002G048070, As007G157400	XP_002864446.1
OG0016787	As002G048290	XP_020871931.1
OG0016788	As002G048520	XP_002866168.1
OG0016789	As002G048790	XP_020877523.1
OG0016790	As002G049120	XP_020871733.1
OG0016791	As002G049170	XP_020871181.1
OG0016792	As002G049630	XP_020881277.1
OG0016793	As002G050900	XP_020878388.1
OG0016794	As002G051670	XP_020878313.1
OG0016795	As002G051830	XP_020878522.1
OG0016796	As002G051940	XP_002871469.1
OG0016797	As002G052090	XP_020875894.1
OG0016798	As002G052240	XP_002871446.1
OG0016799	As002G052320	XP_002873484.2
OG0016800	As002G052380	XP_002873479.1
OG0016801	As002G052530	XP_020876743.1
OG0016802	As002G052810	XP_002871422.1
OG0016803	As002G052980	XP_020879118.1
OG0016804	As002G052990	XP_002873449.1
OG0016805	As002G053240	XP_020879336.1
OG0016806	As002G053390	XP_002871395.1
OG0016807	As002G053840	XP_020878488.1
OG0016808	As002G053950	XP_020877308.1
OG0016809	As002G054030	XP_020877303.1
OG0016810	As002G054060	XP_002871359.1
OG0016811	As002G054070	XP_002873382.1
OG0016812	As002G054590	XP_020877925.1
OG0016813	As002G054790	XP_002871306.2
OG0016814	As002G054850	XP_020878898.1
OG0016815	As002G054870	XP_020878236.1
OG0016816	As002G055360	XP_020876117.1
OG0016817	As003G056490	XP_002868009.1
OG0016818	As003G056540	XP_020872369.1
OG0016819	As003G056680	XP_002870053.1
OG0016820	As003G057100	XP_002870032.1
OG0016821	As003G057460	XP_002867963.1
OG0016822	As003G057650	XP_020874434.1
OG0016823	As003G057750	XP_002867941.1
OG0016824	As003G057940	XP_020872409.1
OG0016825	As004G087100, As003G058350	XP_002869946.1
OG0016826	As003G058380	XP_020872050.1
OG0016827	As003G058540	XP_002869936.1
OG0016828	As003G058620	XP_002867881.1
OG0016829	As003G058980	XP_020874074.1
OG0016830	As003G059110	XP_002869899.1
OG0016831	As003G059510	XP_002867843.2
OG0016832	As003G059730	XP_020873439.1
OG0016833	As003G059950	XP_020873370.1
OG0016834	As003G060410	XP_020873474.1
OG0016835	As003G062820	XP_002893772.1
OG0016836	As003G063200	XP_002893808.2
OG0016837	As003G063260	XP_020868489.1
OG0016838	As003G063490	XP_002891110.1
OG0016839	As003G063520	XP_020868813.1
OG0016840	As003G064010	XP_020870292.1
OG0016841	As003G064360	XP_002870428.1
OG0016842	As003G064420	XP_002891298.1
OG0016843	As003G065050	XP_002893943.1
OG0016844	As003G065100	XP_020869128.1
OG0016845	As003G065210	XP_002866241.1
OG0016846	As003G065490	XP_020870936.1
OG0016847	As003G065600	XP_002891361.1
OG0016848	As003G065610	XP_020868435.1
OG0016849	As003G065640	XP_002894037.1
OG0016850	As003G065890	XP_002893484.1
OG0016851	As003G065920	XP_020870503.1
OG0016852	As003G066400	XP_020870160.1
OG0016853	As003G066840	XP_020870196.1
OG0016854	As003G067950	XP_020869939.1
OG0016855	As003G068940	XP_020868995.1
OG0016856	As003G068960	XP_020869960.1
OG0016858	As003G069240	XP_002890786.1
OG0016859	As003G070080	XP_020867240.1
OG0016860	As003G070160	XP_020867535.1
OG0016861	As003G070180	XP_020883596.1
OG0016862	As003G070190	XP_002878863.1
OG0016863	As003G070260	XP_002890830.1
OG0016864	As003G070310	XP_002893582.1
OG0016865	As003G070780	XP_002893609.1
OG0016866	As003G071090	XP_020867053.1
OG0016867	As003G071180	XP_020869494.1
OG0016868	As003G071310	XP_002890893.1
OG0016869	As003G071830	XP_020872814.1
OG0016870	As003G072070	XP_002869062.1
OG0016871	As003G072140	XP_002869056.1
OG0016872	As003G072500	XP_020875620.1
OG0016873	As003G072970	XP_002866993.1
OG0016874	As003G073180	XP_002869013.1
OG0016875	As003G073390	XP_020874415.1
OG0016876	As007G180030, As003G074210	XP_002878628.1
OG0016877	As003G074360	XP_020874588.1
OG0016878	As003G074670	XP_002868939.1
OG0016879	As003G074920	XP_002868929.1
OG0016880	As003G075010	XP_002866879.1
OG0016881	As003G075100	XP_020874439.1
OG0016882	As003G075130	XP_020874126.1
OG0016883	As003G075680	XP_002866832.1
OG0016884	As003G075860	XP_002868878.1
OG0016885	As003G076050	XP_020872800.1
OG0016886	As003G076130	XP_002868856.1
OG0016887	As003G076300	XP_002866805.1
OG0016888	As003G076360	XP_020873871.1
OG0016889	As003G076450	XP_020875711.1
OG0016890	As003G076580	XP_020872529.1
OG0016891	As003G076600	XP_020872201.1
OG0016892	As004G076760	XP_002868396.1
OG0016893	As004G076810	XP_020873943.1
OG0016894	As004G077030	XP_002870493.2, XP_002870495.1
OG0016895	As004G077310	XP_020875716.1
OG0016896	As004G077340	XP_020872371.1
OG0016897	As004G078250	XP_002870791.1
OG0016898	As004G078270	XP_020872972.1
OG0016899	As004G078330	XP_020872948.1
OG0016900	As004G078580	XP_002868697.1
OG0016901	As004G078620	XP_002868691.1
OG0016902	As004G078630	XP_002879525.1
OG0016903	As004G078930	XP_020868762.1
OG0016904	As004G079110	XP_020886666.1
OG0016905	As004G079240	XP_020880659.1
OG0016906	As004G079290	XP_020867081.1
OG0016907	As004G080760	XP_002874524.1
OG0016908	As004G080880	XP_020877521.1
OG0016909	As004G080930	XP_002877551.1
OG0016910	As004G081060	XP_020885700.1
OG0016911	As004G081530	XP_002879469.2
OG0016912	As004G081630	XP_002881292.1
OG0016913	As004G081840	XP_002865435.2
OG0016914	As004G081940	XP_002863684.1
OG0016915	As004G082290	XP_020869244.1
OG0016916	As004G082880	XP_020876968.1
OG0016917	As004G082900	XP_002865567.1, XP_002865566.1
OG0016918	As004G083250	XP_002872481.1
OG0016919	As004G083320	XP_002872483.1
OG0016920	As004G084090	XP_002874655.1
OG0016921	As004G084540	XP_002872587.1
OG0016922	As004G085150	XP_020877657.1
OG0016923	As004G085430	XP_002874791.1
OG0016924	As004G085510	XP_020878596.1, XP_002874793.1
OG0016925	As004G086040	XP_020876496.1
OG0016926	As004G086190	XP_002874835.2
OG0016927	As004G086340	XP_020876423.1
OG0016928	As004G086540	XP_002892454.1
OG0016929	As004G086730	XP_020869320.1
OG0016930	As004G088100	XP_002863465.1
OG0016931	As004G089800	XP_020886596.1
OG0016932	As004G090060	XP_002870422.1
OG0016933	As004G090220	XP_002863334.1
OG0016934	As004G090310	XP_002865111.2
OG0016935	As004G090330	XP_002865130.1
OG0016936	As004G090560	XP_020871866.1
OG0016937	As004G090790	XP_020874473.1
OG0016938	As004G091010	XP_002863342.1
OG0016939	As004G091450	XP_020874807.1
OG0016940	As004G091660	XP_002870426.2
OG0016941	As004G091720	XP_020886463.1
OG0016942	As004G091820	XP_002885750.2
OG0016943	As004G091880	XP_002868421.1
OG0016944	As004G092110	XP_020886282.1
OG0016945	As004G092170	XP_020874830.1
OG0016946	As004G092800	XP_020874290.1
OG0016947	As004G093420	XP_020875762.1
OG0016948	As004G093610	XP_020876178.1
OG0016949	As004G094450	XP_020872699.1
OG0016950	As004G094570	XP_002870359.1
OG0016951	As004G095120	XP_002870337.2
OG0016952	As004G095190	XP_002870332.2
OG0016953	As004G095990	XP_020874242.1
OG0016954	As004G096010	XP_002870275.1
OG0016955	As004G096030	XP_020874251.1
OG0016956	As004G096060	XP_020874809.1
OG0016957	As004G096180	XP_020874555.1
OG0016958	As004G096530	XP_002870237.1
OG0016959	As004G096750	XP_002870743.1
OG0016960	As004G096770	XP_020872951.1
OG0016961	As004G097130	XP_020871738.1
OG0016962	As004G097300	XP_020874713.1
OG0016963	As004G097520	XP_020874308.1
OG0016964	As004G098020	XP_020874952.1
OG0016965	As004G098050	XP_002868586.1
OG0016966	As004G098090	XP_002868583.1
OG0016967	As004G098190	XP_020874693.1
OG0016968	As004G098240	XP_020874354.1
OG0016969	As004G098250	XP_020874355.1
OG0016970	As004G098460	XP_002872893.1
OG0016971	As005G098600, As005G103060	XP_020883656.1
OG0016972	As005G098630	XP_020885098.1
OG0016973	As005G098950	XP_020882915.1
OG0016974	As005G099350	XP_020884110.1
OG0016975	As005G099500	XP_020884422.1
OG0016976	As005G100110	XP_002882093.1
OG0016977	As005G100180	XP_020883296.1
OG0016978	As005G100450	XP_020882699.1
OG0016979	As005G100850	XP_020883019.1
OG0016980	As005G101660	XP_002880181.1
OG0016981	As005G102130	XP_002880149.2
OG0016983	As005G103120	XP_020883433.1
OG0016984	As005G103220	XP_020882651.1
OG0016985	As005G103290	XP_020885148.1
OG0016986	As012G285470, As005G103980	XP_020881016.1
OG0016987	As005G104030	XP_020883362.1
OG0016988	As005G104130	XP_002881890.1
OG0016989	As005G104480	XP_002880007.1
OG0016990	As005G105390	XP_002881807.1
OG0016991	As005G105990	XP_020884164.1
OG0016992	As005G106160	XP_020883865.1
OG0016993	As005G106290	XP_020877369.1
OG0016994	As005G106300	XP_020878666.1
OG0016995	As005G106370	XP_020876632.1
OG0016996	As005G106560	XP_002873011.2
OG0016997	As005G106600	XP_002870921.1
OG0016998	As005G106630	XP_020878692.1
OG0016999	As005G106660	XP_002873014.1
OG0017000	As005G106900	XP_002873022.1
OG0017001	As005G106940	XP_020878113.1
OG0017002	As005G107150	XP_020879312.1
OG0017003	As005G107290	XP_002870960.1
OG0017004	As005G107300	XP_020878999.1
OG0017005	As005G107450	XP_002870970.1
OG0017006	As005G107940	XP_020877320.1
OG0017007	As005G108320	XP_020879485.1
OG0017008	As005G109050	XP_020878423.1
OG0017009	As005G110420	XP_002871897.1
OG0017010	As005G110920	XP_002871929.1
OG0017011	As005G111080	XP_002873993.1
OG0017012	As005G111590	XP_020879152.1
OG0017013	As005G112430	XP_020877552.1
OG0017014	As005G112590	XP_020876822.1
OG0017015	As005G113310	XP_020877316.1
OG0017016	As005G113580	XP_020879278.1
OG0017017	As005G113680	XP_002872020.2
OG0017018	As005G114710	XP_002866357.1
OG0017019	As005G115540	XP_002866334.2
OG0017020	As005G115990	XP_002866534.1
OG0017021	As010G225570, As005G116530	XP_002866564.1
OG0017022	As005G116680	XP_020869712.1
OG0017023	As005G116960	XP_020881892.1
OG0017024	As005G117050	XP_020869254.1
OG0017025	As005G117840	XP_002864925.1
OG0017026	As005G117980	XP_002864932.1
OG0017027	As005G118130	XP_002866647.1
OG0017028	As005G118240	XP_020879780.1
OG0017029	As005G118250	XP_020871936.1
OG0017030	As005G118590	XP_020882360.1
OG0017031	As005G118640	XP_002864963.2
OG0017032	As005G118780	XP_002864975.1
OG0017033	As005G118880	XP_002866691.1
OG0017034	As005G118950	XP_020884736.1
OG0017035	As005G119050	XP_002866697.2
OG0017036	As005G119080	XP_002864995.2
OG0017037	As005G119460	XP_020890136.1
OG0017038	As005G119680	XP_002865039.1
OG0017039	As005G119930	XP_002864968.1
OG0017040	As005G120160	XP_020867755.1
OG0017041	As005G120460	XP_002887679.1
OG0017042	As005G120750	XP_020871822.1
OG0017043	As005G120810	XP_020889867.1, XP_020871743.1
OG0017044	As006G121000	XP_020878527.1
OG0017045	As006G121600	XP_002875033.1
OG0017046	As006G121950	XP_020878288.1
OG0017047	As006G122170	XP_002872919.1
OG0017048	As006G122190	XP_020879360.1
OG0017049	As006G122270, As008G198440	XP_002875013.1
OG0017050	As006G122360	XP_002874983.1
OG0017051	As006G122510	XP_020870153.1
OG0017052	As006G122910	XP_020878972.1
OG0017053	As006G123320	XP_002872832.1
OG0017054	As006G124300	XP_020882661.1
OG0017055	As006G124810	XP_020871033.1
OG0017056	As006G124870	XP_020871031.1
OG0017057	As006G124880	XP_020871044.1
OG0017058	As006G125020	XP_002865418.1
OG0017059	As006G125850	XP_002879414.2
OG0017060	As006G126890	XP_002881202.1
OG0017061	As006G126910	XP_002881198.1
OG0017062	As006G127170	XP_020883431.1
OG0017063	As006G127560	XP_002879306.1
OG0017064	As006G127800	XP_002879283.1
OG0017065	As006G128000	XP_002879267.1
OG0017066	As006G128410	XP_020874440.1, XP_020885229.1
OG0017067	As006G128920	XP_002879213.1
OG0017068	As006G129230	XP_020885249.1
OG0017069	As006G129540	XP_002881005.1
OG0017070	As006G129580	XP_002881000.1
OG0017071	As006G129860	XP_002879098.1
OG0017072	As006G130050	XP_020883811.1
OG0017073	As006G130090	XP_002880952.1
OG0017074	As006G130330	XP_020885561.1
OG0017075	As006G130620	XP_020883133.1
OG0017076	As006G130960	XP_020883665.1
OG0017077	As006G131280	XP_002880816.1
OG0017078	As006G131290	XP_002878995.1
OG0017079	As006G131300	XP_020885257.1
OG0017080	As006G131530	XP_020884780.1
OG0017081	As006G131570	XP_002878969.1
OG0017082	As006G131660	XP_002880781.1
OG0017083	As006G131760	XP_020884531.1
OG0017084	As006G131830	XP_002880762.1
OG0017085	As006G131880	XP_020885231.1
OG0017086	As006G132150	XP_020874706.1
OG0017087	As006G132170	XP_002880709.1
OG0017088	As006G132240	XP_020872611.1
OG0017089	As006G132270	XP_020875635.1
OG0017090	As006G132300	XP_002869562.1
OG0017091	As006G132390	XP_002867506.1
OG0017092	As006G132400	XP_002869566.1
OG0017093	As006G132430	XP_002867510.1
OG0017094	As006G132940	XP_002884268.1
OG0017095	As006G132960	XP_020886667.1
OG0017096	As006G133190	XP_020888081.1
OG0017097	As006G133260	XP_020886461.1
OG0017098	As006G133440	XP_020886564.1
OG0017099	As006G133580	XP_020886381.1
OG0017100	As006G134120	XP_020873660.1
OG0017101	As006G134220	XP_002869608.1
OG0017102	As006G134340	XP_020873483.1
OG0017103	As006G134470	XP_002867537.1
OG0017104	As006G134650	XP_002869597.1
OG0017105	As006G135110	XP_020886123.1
OG0017106	As006G135210	XP_020886902.1
OG0017107	As006G135790	XP_020889333.1
OG0017108	As006G135870	XP_020886252.1
OG0017109	As006G135900	XP_020886847.1
OG0017110	As006G136210	XP_020887190.1
OG0017111	As006G136350	XP_020887898.1
OG0017112	As006G136490	XP_020888663.1
OG0017113	As006G136710	XP_002882300.1
OG0017114	As006G137280	XP_002884423.1
OG0017115	As006G137840	XP_020888475.1
OG0017116	As006G137980	XP_002884468.1
OG0017117	As006G138060	XP_020886522.1
OG0017118	As006G138690	XP_020886782.1
OG0017119	As006G138820	XP_002882417.1
OG0017120	As006G139210	XP_002884536.1
OG0017121	As006G139220	XP_020887893.1
OG0017122	As006G139430	XP_020887157.1, XP_002862402.2
OG0017123	As006G139530	XP_020886925.1
OG0017124	As006G139550	XP_020886926.1
OG0017125	As006G140100	XP_020887523.1
OG0017126	As006G140150	XP_002882475.1
OG0017127	As006G140210	XP_020887451.1
OG0017128	As006G140480	XP_002884612.1
OG0017129	As006G140590	XP_002882501.2
OG0017130	As006G141020	XP_002884639.1
OG0017131	As006G141140	XP_002884647.1
OG0017132	As006G141270	XP_020889567.1
OG0017133	As006G141430	XP_002882544.1
OG0017134	As006G141730	XP_002882565.1
OG0017135	As006G141780	XP_002884676.1
OG0017136	As006G142130	XP_002884702.1
OG0017137	As006G142600	XP_002879864.1
OG0017138	As006G143060	XP_020884180.1
OG0017139	As006G143460	XP_002881665.1
OG0017140	As006G143480	XP_020884598.1
OG0017141	As006G143530	XP_002881659.1, XP_002879803.1
OG0017142	As006G143650	XP_002881633.1
OG0017143	As006G143960	XP_002862909.1, XP_002879785.1
OG0017144	As006G144180	XP_002881623.1
OG0017145	As006G144200	XP_020885531.1
OG0017146	As006G144670	XP_020883730.1
OG0017147	As006G145290	XP_002881465.1
OG0017148	As006G145620	XP_020883838.1
OG0017149	As006G146250	XP_002881512.1
OG0017150	As006G146750	XP_020882976.1
OG0017151	As006G146790	XP_002881548.1
OG0017152	As006G148310	XP_020882844.1
OG0017153	As007G151960	XP_002890098.1
OG0017154	As007G152150	XP_002892871.1
OG0017155	As007G152450	XP_020867561.1
OG0017156	As007G152990	XP_002892913.2
OG0017157	As007G153060	XP_020870429.1
OG0017159	As007G153540	XP_020866550.1
OG0017160	As007G153660	XP_002890213.1
OG0017161	As007G154060	XP_020867666.1
OG0017162	As007G154440	XP_002892999.1
OG0017163	As007G154650	XP_002892984.1
OG0017164	As007G154900	XP_020866418.1
OG0017165	As007G154960	XP_002893004.1
OG0017166	As007G155020	XP_020867222.1
OG0017167	As007G155150	XP_020868934.1
OG0017168	As007G155520	XP_020867020.1
OG0017169	As007G155810	XP_020870087.1
OG0017170	As007G155880	XP_020870295.1
OG0017171	As007G156220	XP_002891592.1
OG0017172	As007G156980	XP_002890416.2
OG0017173	As007G157450	XP_020869214.1
OG0017174	As007G157650	XP_020867400.1
OG0017175	As007G157690	XP_020866891.1
OG0017176	As007G157730	XP_002890455.1
OG0017177	As007G157830	XP_002890465.1
OG0017178	As007G158320	XP_020867413.1
OG0017179	As007G158570	XP_020866447.1
OG0017180	As007G158640	XP_020867352.1
OG0017181	As007G158790	XP_020866587.1
OG0017182	As007G158810	XP_002890528.1
OG0017183	As007G158970	XP_020868531.1
OG0017184	As007G159180	XP_002890549.1
OG0017185	As007G159240	XP_020866282.1
OG0017186	As007G159860	XP_020868788.1
OG0017187	As007G159910	XP_020868087.1
OG0017188	As007G160220	XP_020868236.1
OG0017189	As007G160540	XP_020868965.1
OG0017190	As007G161050	XP_020867042.1
OG0017191	As007G161370	XP_020866581.1
OG0017192	As007G161690	XP_002893435.1
OG0017193	As007G162600	XP_002893472.1
OG0017194	As007G162610	XP_020869066.1
OG0017195	As007G162620	XP_002890730.1
OG0017196	As007G162930	XP_020873233.1
OG0017197	As007G164370	XP_002879907.2
OG0017198	As007G164650	XP_020873420.1
OG0017199	As007G165210	XP_020873388.1
OG0017200	As007G166030	XP_020872158.1
OG0017202	As007G177070	XP_002878810.1
OG0017203	As007G177680	XP_002880653.1
OG0017204	As007G178110	XP_020883248.1
OG0017205	As007G178390	XP_020884063.1
OG0017206	As007G179560	XP_020884086.1
OG0017207	As007G179810	XP_020883069.1, XP_020882977.1
OG0017208	As007G180050	XP_020885776.1
OG0017209	As007G180170	XP_020884786.1
OG0017210	As007G180550	XP_020885783.1
OG0017211	As007G180620	XP_020883043.1
OG0017212	As007G180890	XP_020884490.1
OG0017213	As007G180940	XP_002880385.1
OG0017214	As007G181050	XP_020883934.1
OG0017215	As007G181870	XP_020883929.1
OG0017216	As007G181890	XP_002880362.1
OG0017217	As008G182750	XP_002892821.1
OG0017218	As008G183290	XP_002892791.1
OG0017219	As008G183810	XP_002892762.1
OG0017220	As008G184090	XP_020870946.1
OG0017221	As008G184430	XP_002889976.1
OG0017222	As008G184450	XP_020870521.1
OG0017223	As008G184650	XP_002892696.1
OG0017224	As008G185990	XP_002892647.1
OG0017225	As008G186100	XP_020866055.1
OG0017226	As008G186700	XP_020869794.1
OG0017227	As008G186760	XP_002889837.1
OG0017228	As008G186800	XP_002892596.1
OG0017229	As008G187320	XP_020870493.1
OG0017230	As008G187530	XP_020868176.1
OG0017231	As008G187610	XP_002892533.1
OG0017232	As008G188360	XP_020867577.1
OG0017233	As008G188680	XP_002892494.1
OG0017234	As008G188690	XP_020868305.1
OG0017235	As008G188720	XP_020867891.1
OG0017237	As008G188910	XP_020866926.1
OG0017238	As008G189080	XP_002871250.1
OG0017239	As008G190440	XP_020868668.1
OG0017240	As008G192960	XP_020869242.1
OG0017241	As008G193710	XP_002892339.1
OG0017242	As008G193920	XP_020867246.1
OG0017243	As008G194300	XP_002889574.1
OG0017244	As008G194670	XP_020867981.1
OG0017245	As008G194900	XP_002892286.1
OG0017246	As008G195450	XP_002892259.2
OG0017247	As008G195490	XP_002892257.1
OG0017248	As008G195960	XP_002892229.1
OG0017249	As008G196200	XP_020867545.1
OG0017250	As008G196510	XP_020867266.1
OG0017251	As008G196570	XP_002889489.1
OG0017252	As008G196860	XP_002892172.2
OG0017253	As008G196880	XP_020870437.1
OG0017254	As008G196890	XP_020870438.1
OG0017255	As008G196930	XP_002889473.1
