Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0013128	CARHR228430	XP_018471383.1
OG0013129	CARHR228550	XP_018469536.1
OG0013130	CARHR226490	XP_018478584.1, XP_018471630.1
OG0013131	CARHR260880	XP_018458878.1
OG0013132	CARHR260100	XP_018456163.1, XP_018452638.1
OG0013133	CARHR260140	XP_018462307.1, XP_018472731.1
OG0013134	CARHR260220	XP_018476820.1
OG0013135	CARHR184490	XP_018457198.1
OG0013136	CARHR284930	XP_018452503.1
OG0013137	CARHR284970	XP_018458008.1
OG0013138	CARHR285120	XP_018440168.1
OG0013139	CARHR285130	XP_018457979.1
OG0013140	CARHR181890, CARHR181880	XP_018484013.1
OG0013141	CARHR181870	XP_018465461.1, XP_018435788.1
OG0013142	CARHR181540	XP_018449685.1
OG0013143	CARHR181570	XP_018475842.1
OG0013144	CARHR181590	XP_018454847.1
OG0013145	CARHR222720	XP_018470347.1
OG0013146	CARHR222760	XP_018472057.1
OG0013147	CARHR222780	XP_018477666.1
OG0013148	CARHR222910	XP_018460243.1
OG0013149	CARHR223040	XP_018467096.1, XP_018454839.1
OG0013150	CARHR223050	XP_018468314.1
OG0013151	CARHR223310	XP_018468838.1, XP_018482078.1, XP_018481902.1
OG0013152	CARHR223550, CARHR290510	XP_018453189.1
OG0013153	CARHR223570	XP_018465422.1, XP_018456486.1
OG0013154	CARHR223670	XP_018449415.1, XP_018463586.1
OG0013155	CARHR074850	XP_018435253.1, XP_018439202.1
OG0013157	CARHR074900	XP_018466368.1
OG0013158	CARHR074970	XP_018489944.1
OG0013159	CARHR075020	XP_018471093.1, XP_018471088.1
OG0013160	CARHR075130	XP_018491627.1, XP_018474390.1
OG0013161	CARHR075150	XP_018467434.1, XP_018464131.1
OG0013162	CARHR075320	XP_018490993.1
OG0013163	CARHR075450	XP_018492216.1, XP_018434103.1
OG0013164	CARHR281180	XP_018436247.1, XP_018440217.1
OG0013165	CARHR281200	XP_018472200.1
OG0013166	CARHR281240	XP_018433022.1, XP_018441874.1
OG0013167	CARHR281270	XP_018456344.1
OG0013168	CARHR281330	XP_018454986.1, XP_018433603.1
OG0013169	CARHR281360	XP_018439228.1
OG0013170	CARHR195940	XP_018468189.1
OG0013171	CARHR281540	XP_018456208.1, XP_018438939.1
OG0013172	CARHR111060	XP_018473366.1
OG0013173	CARHR281680	XP_018490321.1, XP_018456592.1
OG0013175	CARHR281820	XP_018450466.1
OG0013176	CARHR053030	XP_018438931.1, XP_018456558.1
OG0013177	CARHR291410	XP_018459557.1, XP_018493359.1
OG0013178	CARHR291460	XP_018454242.1
OG0013179	CARHR291470	XP_018445039.1
OG0013180	CARHR291540	XP_018487127.1
OG0013181	CARHR291580	XP_018488084.1, XP_018488083.1
OG0013182	CARHR291630	XP_018459639.1
OG0013183	CARHR291660	XP_018459653.1
OG0013184	CARHR291670	XP_018459651.1
OG0013185	CARHR173470	XP_018483464.1, XP_018478053.1
OG0013186	CARHR173460	XP_018483465.1
OG0013187	CARHR173310	XP_018488080.1, XP_018480552.1
OG0013188	CARHR173080	XP_018480507.1, XP_018465892.1
OG0013189	CARHR172990	XP_018484827.1
OG0013190	CARHR172980	XP_018466591.1, XP_018481482.1
OG0013191	CARHR172470	XP_018462788.1, XP_018445443.1
OG0013192	CARHR172410	XP_018466243.1, XP_018488944.1
OG0013193	CARHR172130	XP_018444912.1
OG0013194	CARHR172120	XP_018459363.1, XP_018444921.1
OG0013195	CARHR171990	XP_018480282.1, XP_018462764.1
OG0013196	CARHR171860	XP_018442424.1, XP_018442428.1
OG0013197	CARHR264320	XP_018474565.1
OG0013198	CARHR171390	XP_018445192.1, XP_018445191.1
OG0013199	CARHR170870	XP_018444562.1, XP_018488803.1
OG0013200	CARHR170710	XP_018489946.1, XP_018488640.1
OG0013202	CARHR114390	XP_018466783.1, XP_018434607.1
OG0013203	CARHR170490	XP_018460725.1, XP_018490045.1
OG0013204	CARHR170390	XP_018466640.1, XP_018493077.1
OG0013205	CARHR170190	XP_018491575.1
OG0013206	CARHR170100	XP_018459594.1
OG0013207	CARHR170060	XP_018485525.1
OG0013208	CARHR186610, CARHR186570	XP_018482553.1
OG0013209	CARHR169840	XP_018442929.1, XP_018489165.1
OG0013210	CARHR287540	XP_018458162.1
OG0013211	CARHR169460	XP_018460415.1
OG0013212	CARHR058040	XP_018458720.1
OG0013213	CARHR234090	XP_018472261.1
OG0013214	CARHR168980, CARHR184080	XP_018478233.1, XP_018477603.1
OG0013216	CARHR156030	XP_018433411.1
OG0013217	CARHR168540	XP_018487044.1, XP_018446271.1
OG0013218	CARHR168520	XP_018481940.1
OG0013219	CARHR168440	XP_018480142.1, XP_018480144.1, XP_018465175.1
OG0013220	CARHR168220	XP_018446184.1, XP_018445714.1
OG0013221	CARHR168210	XP_018446185.1, XP_018445716.1
OG0013222	CARHR168100	XP_018482754.1, XP_018462610.1
OG0013223	CARHR167700	XP_018442767.1
OG0013224	CARHR167630	XP_018488023.1, XP_018490548.1
OG0013225	CARHR167500	XP_018492193.1, XP_018492184.1
OG0013226	CARHR167220	XP_018491160.1
OG0013227	CARHR167040	XP_018490361.1
OG0013228	CARHR166970	XP_018488386.1, XP_018488385.1
OG0013229	CARHR159450, CARHR166930	XP_018458584.1
OG0013230	CARHR166810	XP_018492130.1, XP_018488361.1
OG0013231	CARHR166680	XP_018488013.1, XP_018490827.1
OG0013232	CARHR166640, CARHR166620	XP_018460411.1, XP_018458573.1
OG0013233	CARHR166430	XP_018489386.1, XP_018461221.1, XP_018467350.1
OG0013234	CARHR166420	XP_018461222.1
OG0013235	CARHR166360	XP_018462999.1, XP_018461231.1
OG0013236	CARHR183130	XP_018477445.1
OG0013237	CARHR166140	XP_018486134.1
OG0013238	CARHR166030	XP_018488010.1, XP_018488011.1
OG0013239	CARHR165590	XP_018458429.1, XP_018490743.1
OG0013240	CARHR165580	XP_018458432.1, XP_018489007.1
OG0013241	CARHR284680, CARHR165410	XP_018493401.1
OG0013242	CARHR165350	XP_018432556.1
OG0013243	CARHR164990	XP_018491037.1
OG0013244	CARHR164840	XP_018452362.1, XP_018452372.1
OG0013245	CARHR164830	XP_018491940.1, XP_018491941.1
OG0013246	CARHR164720	XP_018464132.1, XP_018489947.1
OG0013247	CARHR164630	XP_018465312.1, XP_018467073.1
OG0013248	CARHR164410	XP_018490242.1, XP_018489707.1
OG0013249	CARHR164180	XP_018477442.1
OG0013250	CARHR164150	XP_018492432.1
OG0013251	CARHR292170	XP_018476254.1, XP_018444758.1
OG0013252	CARHR163980	XP_018490643.1
OG0013253	CARHR222790	XP_018471104.1
OG0013254	CARHR163710	XP_018488428.1
OG0013256	CARHR163340	XP_018486068.1
OG0013257	CARHR163310	XP_018484261.1, XP_018460322.1
OG0013258	CARHR163210	XP_018487969.1
OG0013259	CARHR163220	XP_018486436.1
OG0013260	CARHR162930	XP_018482075.1
OG0013261	CARHR162770	XP_018483996.1
OG0013262	CARHR162750	XP_018493438.1
OG0013263	CARHR162720	XP_018492774.1
OG0013264	CARHR162320	XP_018438125.1, XP_018462455.1
OG0013265	CARHR267080	XP_018449300.1
OG0013266	CARHR267070	XP_018472215.1
OG0013267	CARHR267060	XP_018472216.1
OG0013268	CARHR267020	XP_018447304.1, XP_018447725.1
OG0013269	CARHR266610	XP_018456635.1
OG0013270	CARHR266490	XP_018444849.1, XP_018456554.1
OG0013271	CARHR266260	XP_018468923.1, XP_018452005.1
OG0013272	CARHR222450	XP_018470028.1
OG0013273	CARHR222420	XP_018472370.1
OG0013274	CARHR218950, CARHR231870	XP_018469918.1
OG0013275	CARHR290680	XP_018483688.1
OG0013276	CARHR100960	XP_018465653.1, XP_018465652.1
OG0013277	CARHR101120	XP_018486728.1, XP_018486720.1
OG0013278	CARHR101590	XP_018493151.1
OG0013279	CARHR101700	XP_018492344.1
OG0013280	CARHR101710	XP_018492342.1
OG0013281	CARHR101810	XP_018491531.1
OG0013282	CARHR102430	XP_018485860.1
OG0013283	CARHR102860	XP_018485507.1
OG0013284	CARHR102840	XP_018487146.1
OG0013285	CARHR102900	XP_018491223.1
OG0013286	CARHR103270	XP_018485526.1, XP_018432938.1
OG0013287	CARHR103580	XP_018432576.1
OG0013288	CARHR103710	XP_018462221.1, XP_018432985.1
OG0013291	CARHR100430	XP_018493532.1
OG0013292	CARHR100520	XP_018478146.1
OG0013293	CARHR100530	XP_018432650.1
OG0013295	CARHR058850	XP_018446575.1, XP_018445031.1
OG0013296	CARHR059040	XP_018444306.1, XP_018444125.1
OG0013298	CARHR059480	XP_018455335.1, XP_018455343.1
OG0013299	CARHR059530	XP_018467865.1
OG0013300	CARHR059630	XP_018468050.1
OG0013301	CARHR059640	XP_018446921.1
OG0013302	CARHR059760	XP_018446970.1
OG0013303	CARHR060120	XP_018456157.1, XP_018472013.1
OG0013304	CARHR060160	XP_018445682.1, XP_018461897.1
OG0013305	CARHR058070, CARHR060210	XP_018446194.1
OG0013306	CARHR058060, CARHR060420	XP_018445072.1
OG0013307	CARHR060600	XP_018447009.1, XP_018446232.1
OG0013308	CARHR060770	XP_018446526.1
OG0013309	CARHR061060	XP_018444812.1, XP_018461396.1
OG0013310	CARHR061260	XP_018469525.1, XP_018455259.1
OG0013311	CARHR216570	XP_018442719.1, XP_018443146.1
OG0013312	CARHR108460	XP_018442066.1
OG0013313	CARHR108870	XP_018433552.1, XP_018466325.1
OG0013314	CARHR108910	XP_018436937.1, XP_018436934.1
OG0013315	CARHR213470, CARHR253380	XP_018478143.1
OG0013316	CARHR109080	XP_018454851.1, XP_018453963.1
OG0013317	CARHR109240	XP_018437285.1
OG0013318	CARHR109290	XP_018456847.1
OG0013319	CARHR109300	XP_018433359.1
OG0013320	CARHR109480	XP_018432522.1
OG0013321	CARHR109490	XP_018435002.1
OG0013322	CARHR215810	XP_018486990.1, XP_018457307.1
OG0013323	CARHR109730	XP_018441743.1, XP_018441488.1
OG0013324	CARHR109850	XP_018439134.1, XP_018455310.1
OG0013325	CARHR109990	XP_018460546.1, XP_018434989.1
OG0013326	CARHR110060	XP_018441764.1, XP_018441797.1
OG0013327	CARHR110160	XP_018440414.1
OG0013328	CARHR136260	XP_018439604.1, XP_018439605.1
OG0013329	CARHR136250	XP_018439609.1, XP_018439608.1
OG0013330	CARHR136150	XP_018478395.1
OG0013331	CARHR136140	XP_018477605.1
OG0013332	CARHR136120	XP_018484917.1
OG0013333	CARHR136090	XP_018441836.1, XP_018476958.1
OG0013334	CARHR135980	XP_018476045.1
OG0013335	CARHR135920	XP_018477186.1
OG0013336	CARHR135730	XP_018441811.1
OG0013337	CARHR135670	XP_018480535.1
OG0013338	CARHR135660	XP_018480998.1, XP_018461156.1
OG0013339	CARHR135520	XP_018441085.1
OG0013340	CARHR135190, CARHR135160	XP_018474974.1
OG0013341	CARHR134990	XP_018476063.1
OG0013342	CARHR134850	XP_018441554.1
OG0013343	CARHR134590	XP_018483678.1, XP_018483677.1
OG0013344	CARHR134520	XP_018466219.1, XP_018483096.1
OG0013345	CARHR134450	XP_018483095.1
OG0013346	CARHR134020	XP_018440169.1
OG0013347	CARHR133920	XP_018476630.1
OG0013348	CARHR133910	XP_018434135.1
OG0013349	CARHR121200	XP_018474912.1
OG0013350	CARHR133790	XP_018476467.1
OG0013351	CARHR133780	XP_018484869.1
OG0013352	CARHR133350	XP_018472581.1
OG0013353	CARHR156060	XP_018489105.1, XP_018441670.1
OG0013354	CARHR117670, CARHR151900	XP_018477820.1
OG0013355	CARHR133200	XP_018436805.1
OG0013357	CARHR132040	XP_018440084.1
OG0013358	CARHR132880	XP_018437061.1
OG0013359	CARHR132640	XP_018482706.1, XP_018462997.1
OG0013360	CARHR132600	XP_018474542.1
OG0013361	CARHR132470	XP_018437203.1
OG0013362	CARHR143980	XP_018439744.1
OG0013363	CARHR131880	XP_018459360.1
OG0013364	CARHR132010, CARHR131990	XP_018440085.1
OG0013365	CARHR132170	XP_018483443.1, XP_018483444.1
OG0013366	CARHR132270	XP_018434198.1
OG0013367	CARHR132300	XP_018465238.1, XP_018439467.1
OG0013369	CARHR131530	XP_018433154.1
OG0013370	CARHR131500	XP_018473091.1, XP_018473270.1
OG0013371	CARHR131450	XP_018436946.1
OG0013372	CARHR096240	XP_018436940.1
OG0013373	CARHR131360	XP_018478251.1, XP_018478254.1
OG0013374	CARHR233380	XP_018470522.1, XP_018469662.1
OG0013375	CARHR253430	XP_018475207.1, XP_018475213.1
OG0013376	CARHR253340	XP_018460775.1, XP_018455125.1, XP_018453790.1
OG0013377	CARHR006050	XP_018442846.1
OG0013378	CARHR095380	XP_018433737.1
OG0013379	CARHR095390	XP_018441024.1
OG0013380	CARHR113920	XP_018483858.1
OG0013381	CARHR252740	XP_018452395.1
OG0013382	CARHR254200	XP_018473364.1
OG0013383	CARHR254280	XP_018459077.1, XP_018452873.1
OG0013384	CARHR254440	XP_018460443.1, XP_018454317.1
OG0013385	CARHR254020	XP_018472942.1, XP_018476921.1
OG0013386	CARHR253750	XP_018459370.1
OG0013387	CARHR112000	XP_018436641.1
OG0013388	CARHR112350	XP_018434495.1, XP_018463024.1
OG0013389	CARHR112560	XP_018436215.1, XP_018459801.1
OG0013390	CARHR112700	XP_018440630.1
OG0013392	CARHR113020	XP_018466201.1, XP_018466660.1
OG0013393	CARHR113070	XP_018482421.1
OG0013394	CARHR113090	XP_018440420.1, XP_018440452.1
OG0013395	CARHR113240	XP_018433636.1, XP_018478641.1
OG0013396	CARHR113500	XP_018478398.1
OG0013397	CARHR113530	XP_018483642.1
OG0013398	CARHR113650	XP_018482379.1, XP_018462362.1
OG0013399	CARHR113750	XP_018436202.1, XP_018484698.1, XP_018485053.1
OG0013400	CARHR113860	XP_018438024.1, XP_018484702.1
OG0013401	CARHR114520	XP_018480278.1
OG0013402	CARHR184810	XP_018459003.1
OG0013403	CARHR114600	XP_018440760.1, XP_018440889.1
OG0013404	CARHR116280	XP_018478752.1
OG0013405	CARHR115990	XP_018436955.1
OG0013406	CARHR116480	XP_018478453.1, XP_018479782.1
OG0013407	CARHR115360	XP_018477087.1
OG0013408	CARHR115280	XP_018477602.1
OG0013409	CARHR114930	XP_018463277.1, XP_018473473.1
OG0013410	CARHR118500	XP_018486758.1
OG0013411	CARHR116600	XP_018466138.1, XP_018480688.1
OG0013412	CARHR116660	XP_018441470.1
OG0013413	CARHR116750	XP_018437723.1, XP_018437724.1
OG0013414	CARHR115240	XP_018481167.1, XP_018483595.1
OG0013415	CARHR115530	XP_018475895.1
OG0013416	CARHR115480	XP_018441927.1
OG0013417	CARHR036140	XP_018437821.1
OG0013418	CARHR027060	XP_018450548.1, XP_018451252.1
OG0013419	CARHR035650	XP_018486407.1, XP_018460615.1
OG0013421	CARHR035610	XP_018485910.1
OG0013422	CARHR035400	XP_018491361.1
OG0013423	CARHR036020	XP_018442064.1
OG0013424	CARHR036050	XP_018473405.1
OG0013425	CARHR034690	XP_018432581.1
OG0013426	CARHR034420	XP_018493518.1
OG0013427	CARHR034280	XP_018432936.1
OG0013428	CARHR034170	XP_018458443.1
OG0013429	CARHR034130	XP_018447616.1
OG0013430	CARHR287280	XP_018488965.1, XP_018488971.1
OG0013431	CARHR033830	XP_018451688.1
OG0013432	CARHR033770	XP_018451277.1
OG0013433	CARHR033660	XP_018468373.1
OG0013434	CARHR033620	XP_018486151.1
OG0013435	CARHR103400	XP_018491476.1
OG0013436	CARHR033210	XP_018440335.1
OG0013437	CARHR032940	XP_018493172.1
OG0013438	CARHR032910	XP_018440145.1
OG0013439	CARHR032900	XP_018493184.1
OG0013440	CARHR032770	XP_018484956.1
OG0013441	CARHR032750	XP_018439355.1
OG0013442	CARHR260650	XP_018473523.1, XP_018447889.1
OG0013443	CARHR260080	XP_018472584.1
OG0013444	CARHR260970	XP_018468698.1, XP_018463052.1
OG0013445	CARHR261150	XP_018452750.1
OG0013446	CARHR261220	XP_018470878.1, XP_018454630.1
OG0013447	CARHR256270	XP_018443968.1
OG0013448	CARHR255800	XP_018452598.1, XP_018452600.1
OG0013449	CARHR255580	XP_018458953.1, XP_018454948.1
OG0013450	CARHR255550	XP_018457972.1
OG0013451	CARHR255510	XP_018453317.1, XP_018465316.1
OG0013452	CARHR255320	XP_018456457.1
OG0013453	CARHR255280	XP_018453242.1, XP_018453277.1
OG0013454	CARHR255250	XP_018452532.1
OG0013455	CARHR193820	XP_018462327.1, XP_018446749.1
OG0013456	CARHR193790	XP_018471278.1, XP_018468002.1, XP_018468575.1
OG0013457	CARHR193740	XP_018442393.1
OG0013458	CARHR186910	XP_018477967.1
OG0013459	CARHR186850	XP_018471047.1, XP_018454037.1
OG0013460	CARHR186830	XP_018471049.1, XP_018455663.1
OG0013461	CARHR186810	XP_018441510.1
OG0013462	CARHR186340	XP_018478314.1
OG0013463	CARHR186250	XP_018464478.1, XP_018435627.1
OG0013464	CARHR186210	XP_018440236.1, XP_018433002.1
OG0013465	CARHR186180	XP_018484152.1
OG0013466	CARHR186130	XP_018478976.1, XP_018465634.1
OG0013467	CARHR104080	XP_018484713.1
OG0013468	CARHR110670, CARHR110660	XP_018460755.1, XP_018481611.1
OG0013469	CARHR110730	XP_018435813.1
OG0013471	CARHR111520	XP_018440723.1, XP_018436831.1
OG0013472	CARHR155380	XP_018464635.1, XP_018489781.1
OG0013473	CARHR154140	XP_018436482.1, XP_018464103.1
OG0013474	CARHR143300	XP_018484095.1, XP_018484149.1
OG0013475	CARHR143260	XP_018472265.1
OG0013476	CARHR143190	XP_018474925.1
OG0013477	CARHR143170	XP_018441503.1
OG0013478	CARHR143090	XP_018439799.1
OG0013479	CARHR142990	XP_018440307.1
OG0013480	CARHR142980	XP_018434053.1
OG0013481	CARHR142920	XP_018439085.1
OG0013482	CARHR142890	XP_018433967.1
OG0013483	CARHR142720	XP_018440985.1
OG0013484	CARHR142710	XP_018473086.1
OG0013485	CARHR142700	XP_018477423.1
OG0013486	CARHR142390	XP_018440347.1
OG0013488	CARHR142280	XP_018433880.1
OG0013489	CARHR142090	XP_018440364.1
OG0013490	CARHR141990	XP_018482425.1, XP_018436920.1
OG0013491	CARHR141930	XP_018484900.1
OG0013492	CARHR141920	XP_018484898.1
OG0013493	CARHR141910, CARHR141900	XP_018437889.1
OG0013494	CARHR141770	XP_018472960.1
OG0013495	CARHR141660	XP_018441365.1, XP_018441249.1
OG0013496	CARHR141620	XP_018440941.1, XP_018440946.1
OG0013497	CARHR141600	XP_018441889.1, XP_018441928.1
OG0013498	CARHR141540	XP_018434077.1, XP_018434062.1
OG0013499	CARHR141480	XP_018438235.1
OG0013500	CARHR141260	XP_018436617.1
OG0013501	CARHR141240	XP_018436612.1
OG0013502	CARHR141130	XP_018436604.1
OG0013503	CARHR141120	XP_018478179.1, XP_018479127.1
OG0013504	CARHR140820	XP_018437373.1
OG0013505	CARHR140710	XP_018480416.1
OG0013506	CARHR140520	XP_018476579.1
OG0013507	CARHR140490	XP_018440034.1, XP_018440036.1
OG0013508	CARHR140260	XP_018440001.1
OG0013509	CARHR224150	XP_018456437.1, XP_018482275.1
OG0013510	CARHR139870	XP_018440448.1
OG0013511	CARHR139820	XP_018438749.1
OG0013512	CARHR139800	XP_018433959.1
OG0013513	CARHR139680	XP_018441204.1
OG0013514	CARHR139590	XP_018464485.1, XP_018433764.1
OG0013515	CARHR139570	XP_018433133.1
OG0013516	CARHR139480	XP_018474538.1
OG0013518	CARHR139180	XP_018440924.1
OG0013519	CARHR138830	XP_018472607.1
OG0013520	CARHR154550, CARHR154220	XP_018436489.1
OG0013521	CARHR138660	XP_018481230.1, XP_018483079.1
OG0013522	CARHR138510	XP_018439438.1
OG0013523	CARHR138340	XP_018485358.1
OG0013524	CARHR138250	XP_018435184.1
OG0013525	CARHR138100, CARHR283820	XP_018472974.1
OG0013526	CARHR138070	XP_018473360.1
OG0013527	CARHR138030	XP_018480937.1
OG0013528	CARHR137860	XP_018473054.1
OG0013529	CARHR137800	XP_018462570.1, XP_018440767.1
OG0013530	CARHR057610	XP_018484203.1
OG0013531	CARHR137490	XP_018433743.1
OG0013532	CARHR182840	XP_018440520.1
OG0013533	CARHR137300	XP_018436735.1
OG0013534	CARHR137260	XP_018481467.1, XP_018485187.1
OG0013535	CARHR137170	XP_018437147.1
OG0013536	CARHR136750	XP_018441359.1
OG0013537	CARHR136760	XP_018441358.1, XP_018472982.1
OG0013538	CARHR136770	XP_018476058.1
OG0013539	CARHR136790	XP_018476057.1
OG0013540	CARHR136800	XP_018465021.1, XP_018478880.1
OG0013541	CARHR136490	XP_018477043.1
OG0013542	CARHR136430	XP_018482661.1
OG0013543	CARHR075610	XP_018490956.1
OG0013544	CARHR075620	XP_018490962.1
OG0013545	CARHR075690	XP_018439114.1
OG0013546	CARHR075870	XP_018438884.1
OG0013547	CARHR288440	XP_018462270.1, XP_018474770.1
OG0013548	CARHR076190	XP_018488631.1
OG0013549	CARHR076400	XP_018435257.1, XP_018435258.1
OG0013550	CARHR076670	XP_018439337.1
OG0013551	CARHR076750	XP_018490611.1
OG0013552	CARHR076970	XP_018489188.1, XP_018437345.1
OG0013553	CARHR077310	XP_018489247.1
OG0013554	CARHR077360	XP_018491399.1, XP_018491394.1
OG0013555	CARHR077570	XP_018486684.1
OG0013556	CARHR077680	XP_018440540.1
OG0013557	CARHR077740	XP_018433340.1, XP_018440068.1
OG0013558	CARHR077750	XP_018434414.1, XP_018440070.1
OG0013559	CARHR077760	XP_018489344.1
OG0013560	CARHR077860	XP_018492268.1
OG0013561	CARHR077990	XP_018491751.1, XP_018434139.1
OG0013562	CARHR078010	XP_018488757.1
OG0013563	CARHR078490	XP_018486723.1, XP_018483063.1
OG0013564	CARHR078540	XP_018491245.1
OG0013565	CARHR078740	XP_018439234.1, XP_018437176.1
OG0013566	CARHR078730	XP_018486320.1
OG0013568	CARHR078850	XP_018493092.1
OG0013569	CARHR078970	XP_018490634.1, XP_018467537.1
OG0013570	CARHR079030	XP_018439566.1, XP_018493255.1
OG0013571	CARHR079140	XP_018493360.1
OG0013572	CARHR079160	XP_018487407.1, XP_018489461.1
OG0013573	CARHR079260	XP_018463428.1, XP_018489454.1
OG0013574	CARHR079320	XP_018485555.1
OG0013575	CARHR079590	XP_018491654.1
OG0013576	CARHR079710	XP_018493433.1
OG0013577	CARHR079740	XP_018488721.1
OG0013578	CARHR080070	XP_018489147.1, XP_018489003.1
OG0013579	CARHR080180	XP_018490088.1, XP_018438625.1
OG0013580	CARHR080370	XP_018489017.1, XP_018432611.1, XP_018492273.1
OG0013581	CARHR080410	XP_018489267.1, XP_018489806.1
OG0013582	CARHR080430	XP_018485521.1
OG0013583	CARHR080610	XP_018466216.1, XP_018487426.1, XP_018488416.1
OG0013584	CARHR080690	XP_018488358.1, XP_018462413.1
OG0013585	CARHR080920	XP_018488884.1
OG0013586	CARHR081790	XP_018475673.1
OG0013588	CARHR081120	XP_018437097.1, XP_018432960.1
OG0013589	CARHR081220	XP_018432884.1
OG0013590	CARHR081390	XP_018492936.1
OG0013591	CARHR081670	XP_018491708.1
OG0013592	CARHR081730	XP_018485583.1, XP_018485585.1
OG0013593	CARHR081740	XP_018492862.1
OG0013594	CARHR081820	XP_018492829.1
OG0013595	CARHR082040	XP_018491150.1
OG0013596	CARHR082100	XP_018491154.1, XP_018490326.1, XP_018462746.1
OG0013597	CARHR082430	XP_018491081.1
OG0013598	CARHR082450	XP_018488433.1, XP_018492581.1
OG0013599	CARHR082790	XP_018489927.1
OG0013600	CARHR082850	XP_018441872.1
OG0013601	CARHR082980	XP_018493017.1
OG0013602	CARHR083250	XP_018489624.1, XP_018489611.1
OG0013603	CARHR083300	XP_018492959.1
OG0013604	CARHR231700	XP_018472089.1
OG0013605	CARHR083350	XP_018486914.1, XP_018434823.1
OG0013606	CARHR083370	XP_018485705.1
OG0013607	CARHR083480	XP_018489478.1
