Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0015199	CARHR147820	XP_006395526.1
OG0015200	CARHR147750	XP_006395529.1
OG0015201	CARHR147740	XP_006395530.1
OG0015202	CARHR147570	XP_006395544.1
OG0015203	CARHR147490	XP_006395552.1
OG0015204	CARHR147140	XP_006395582.1
OG0015205	CARHR147070	XP_006395596.1
OG0015206	CARHR147040	XP_024007497.1
OG0015207	CARHR147030	XP_006395599.1
OG0015208	CARHR019010	XP_024008260.1
OG0015209	CARHR146680	XP_006395626.1
OG0015210	CARHR146660	XP_006395629.2
OG0015211	CARHR288540	XP_006395635.1
OG0015212	CARHR063040	XP_006390943.1
OG0015213	CARHR062940	XP_024010909.1
OG0015214	CARHR062450	XP_006391006.1
OG0015215	CARHR062440	XP_006391008.1
OG0015216	CARHR062400	XP_006391011.1
OG0015217	CARHR221600	XP_006414614.1
OG0015218	CARHR062260	XP_006391025.1
OG0015219	CARHR175990	XP_006398279.1
OG0015220	CARHR176010	XP_006398278.1
OG0015221	CARHR176170	XP_006398265.1
OG0015222	CARHR176220	XP_024011024.1
OG0015223	CARHR176410	XP_024010937.1
OG0015224	CARHR176840	XP_006398198.2
OG0015225	CARHR176850	XP_006398197.1
OG0015226	CARHR176860	XP_006398195.1
OG0015227	CARHR293540	XP_006409335.1
OG0015228	CARHR177370	XP_006398170.1
OG0015229	CARHR039850	XP_006393215.1
OG0015230	CARHR039880	XP_006393212.1
OG0015231	CARHR039920	XP_024006214.1
OG0015232	CARHR039980	XP_006393201.1
OG0015233	CARHR039990	XP_006393199.1
OG0015234	CARHR040010	XP_006393197.1
OG0015235	CARHR040030	XP_006393196.2
OG0015236	CARHR040100	XP_024006252.1
OG0015237	CARHR040190	XP_006393179.1
OG0015238	CARHR040340	XP_006393166.1
OG0015239	CARHR040450	XP_006393150.1
OG0015240	CARHR040460	XP_006393152.1
OG0015241	CARHR040550	XP_006393139.1
OG0015242	CARHR040570	XP_006393138.1
OG0015243	CARHR040700	XP_006393126.1
OG0015244	CARHR040980	XP_006393095.1
OG0015245	CARHR041120	XP_006393080.1
OG0015246	CARHR041130	XP_006393079.1
OG0015247	CARHR041310	XP_024006139.1
OG0015248	CARHR041610	XP_006393053.1
OG0015249	CARHR041620	XP_006393052.1
OG0015250	CARHR041630	XP_006393051.1
OG0015251	CARHR074070	XP_006389809.1
OG0015252	CARHR117360	XP_024014093.1
OG0015253	CARHR041880	XP_006393003.1
OG0015254	CARHR041940	XP_006392994.2
OG0015255	CARHR042350	XP_006404736.1
OG0015256	CARHR042420	XP_006392935.1
OG0015257	CARHR042440	XP_006392932.1
OG0015258	CARHR233280	XP_006413266.1
OG0015259	CARHR042600	XP_006392913.1
OG0015260	CARHR042610	XP_006392914.1
OG0015261	CARHR042720	XP_006392902.1
OG0015262	CARHR042740	XP_006392899.1
OG0015263	CARHR042760	XP_006392896.1
OG0015264	CARHR042860	XP_024005951.1
OG0015265	CARHR042930	XP_006392871.1
OG0015266	CARHR042960	XP_006392869.2
OG0015267	CARHR043040	XP_006392865.1
OG0015268	CARHR043090	XP_006392859.1
OG0015269	CARHR043110	XP_006392855.1
OG0015270	CARHR181660	XP_006403355.1
OG0015271	CARHR181720	XP_006403354.1
OG0015272	CARHR181260	XP_006403335.1
OG0015273	CARHR181120	XP_006403322.1
OG0015274	CARHR180800	XP_006403290.1
OG0015275	CARHR180760	XP_006403287.1
OG0015276	CARHR127620	XP_024003744.1
OG0015277	CARHR127690	XP_006410512.2
OG0015278	CARHR127750	XP_006410516.1
OG0015279	CARHR127760	XP_006410517.1
OG0015280	CARHR127920	XP_006410529.1
OG0015281	CARHR128190	XP_006410553.1
OG0015282	CARHR128240	XP_006410556.1
OG0015283	CARHR128260	XP_006410559.1
OG0015284	CARHR128280	XP_006410561.1
OG0015285	CARHR128390	XP_006410576.1
OG0015286	CARHR128560, CARHR272540	XP_006410591.1
OG0015287	CARHR128740	XP_006410612.1
OG0015288	CARHR151910	XP_024006856.1
OG0015289	CARHR129170	XP_006410657.1
OG0015290	CARHR129200	XP_006410660.1
OG0015291	CARHR129210	XP_006410662.1
OG0015292	CARHR129260	XP_006410668.1
OG0015293	CARHR129270, CARHR180830, CARHR141110	XP_024003831.1
OG0015294	CARHR135180	XP_024003991.1
OG0015295	CARHR129560	XP_006410699.1
OG0015296	CARHR129600	XP_006410702.2
OG0015297	CARHR129650	XP_024016803.1
OG0015298	CARHR129770	XP_006410717.1
OG0015299	CARHR284960	XP_006400487.1
OG0015300	CARHR130030	XP_006410747.1
OG0015301	CARHR130170	XP_006410762.2
OG0015302	CARHR226230	XP_006413978.1
OG0015303	CARHR226180	XP_006413982.1
OG0015305	CARHR226130	XP_006413991.1
OG0015306	CARHR226050	XP_006413999.1
OG0015307	CARHR226020	XP_006414003.1
OG0015308	CARHR225980	XP_006414010.1
OG0015309	CARHR225880	XP_006414031.2
OG0015310	CARHR225680	XP_006414051.1
OG0015311	CARHR225670	XP_006414054.1
OG0015312	CARHR225510	XP_006414073.1
OG0015313	CARHR225460	XP_024004344.1
OG0015314	CARHR225310	XP_006414097.1
OG0015315	CARHR225130	XP_006414116.1
OG0015316	CARHR225070	XP_024005912.1
OG0015317	CARHR225060	XP_024005776.1
OG0015318	CARHR224930	XP_024004759.1
OG0015320	CARHR224870	XP_006414145.2
OG0015321	CARHR116530	XP_006405110.1
OG0015322	CARHR224710	XP_006414167.1
OG0015323	CARHR224480	XP_006414191.1
OG0015324	CARHR224460	XP_024004724.1
OG0015325	CARHR224450	XP_006414193.1
OG0015326	CARHR224340	XP_006414208.1
OG0015327	CARHR223990	XP_006414236.1
OG0015328	CARHR223750	XP_024004457.1
OG0015329	CARHR223720	XP_006414266.1
OG0015330	CARHR216780	XP_024007533.1
OG0015331	CARHR175480	XP_006398328.1
OG0015332	CARHR152240	XP_006395311.1
OG0015333	CARHR160550	XP_006403968.1
OG0015334	CARHR160330	XP_006404001.1
OG0015335	CARHR160280	XP_006404003.1
OG0015336	CARHR160200	XP_006404011.1
OG0015337	CARHR159910	XP_006404033.2
OG0015338	CARHR159890	XP_024014609.1
OG0015339	CARHR159830	XP_006415032.1
OG0015340	CARHR159600	XP_006404047.1
OG0015341	CARHR159590	XP_006404048.1
OG0015342	CARHR159170	XP_006404056.1
OG0015343	CARHR265340	XP_006401831.1
OG0015344	CARHR265150	XP_006401848.1
OG0015345	CARHR265100	XP_006401856.1
OG0015346	CARHR265040	XP_006401865.1
OG0015347	CARHR265020	XP_024012063.1
OG0015348	CARHR264940	XP_006401878.1
OG0015349	CARHR264910	XP_006401880.1
OG0015350	CARHR264700	XP_006401906.1
OG0015351	CARHR264400	XP_006401934.1
OG0015352	CARHR264520	XP_024011619.1
OG0015353	CARHR264570	XP_006391903.1
OG0015354	CARHR264370	XP_024012599.1
OG0015355	CARHR257180	XP_006402036.1
OG0015356	CARHR257030	XP_006402027.1
OG0015357	CARHR257040	XP_024012397.1
OG0015358	CARHR104040	XP_024012257.1
OG0015359	CARHR104670	XP_006409673.1
OG0015360	CARHR104240	XP_024016501.1
OG0015361	CARHR104210	XP_006409669.2
OG0015362	CARHR104200	XP_006409668.1
OG0015363	CARHR104700	XP_024016608.1
OG0015364	CARHR105340	XP_024016512.1
OG0015365	CARHR105280	XP_006409660.1
OG0015366	CARHR105220	XP_006409653.1
OG0015367	CARHR105200	XP_006409649.1
OG0015368	CARHR286390	XP_006409644.1
OG0015369	CARHR284790	XP_006409633.1
OG0015370	CARHR105620	XP_006409584.1
OG0015371	CARHR105690	XP_006409563.1
OG0015372	CARHR105700	XP_006409562.1
OG0015373	CARHR106280	XP_024016593.1
OG0015374	CARHR153580	XP_024006708.1
OG0015375	CARHR106620	XP_006409442.1
OG0015376	CARHR106680	XP_006409434.1
OG0015377	CARHR107130	XP_006409387.1
OG0015378	CARHR107140	XP_006409384.1
OG0015379	CARHR231370	XP_024005496.1
OG0015380	CARHR231180	XP_006413518.1
OG0015381	CARHR231170	XP_024004505.1
OG0015383	CARHR229980	XP_024005523.1
OG0015384	CARHR229940	XP_006413603.1
OG0015386	CARHR229450	XP_006413646.1
OG0015387	CARHR229420	XP_006413651.1
OG0015388	CARHR228990	XP_006413686.2
OG0015389	CARHR226660	XP_024004589.1
OG0015390	CARHR226870	XP_006413905.1
OG0015391	CARHR227130	XP_006413884.1
OG0015392	CARHR227300	XP_006413860.1
OG0015393	CARHR227360	XP_006413853.1
OG0015394	CARHR227420	XP_006413844.1
OG0015395	CARHR227490	XP_024005176.1
OG0015396	CARHR227510	XP_006413824.1
OG0015397	CARHR227750	XP_006413812.1
OG0015398	CARHR227760	XP_006413810.1
OG0015399	CARHR227800	XP_006413803.1
OG0015400	CARHR227870	XP_006413798.1
OG0015401	CARHR227900	XP_006413795.2
OG0015402	CARHR227930	XP_006413790.1
OG0015403	CARHR227940	XP_006413788.1
OG0015404	CARHR290280	XP_006414447.1
OG0015405	CARHR228170	XP_006413772.1
OG0015406	CARHR228180	XP_006413771.1
OG0015407	CARHR228320	XP_024005516.1
OG0015408	CARHR228390	XP_006413749.1
OG0015409	CARHR143870	XP_024011022.1
OG0015410	CARHR228520	XP_006413733.1
OG0015411	CARHR228530	XP_024005159.1
OG0015412	CARHR035770	XP_006393748.1
OG0015413	CARHR228640	XP_006413724.1
OG0015414	CARHR226480	XP_024005651.1
OG0015415	CARHR226380	XP_006413956.2
OG0015417	CARHR185890	XP_006405268.1
OG0015419	CARHR284920	XP_006405260.1
OG0015420	CARHR285100	XP_006403394.1
OG0015421	CARHR222710	XP_006414365.1
OG0015422	CARHR222890	XP_006414341.1
OG0015423	CARHR223060	XP_006414329.1
OG0015424	CARHR222740	XP_006414361.1
OG0015425	CARHR223090	XP_006414326.1
OG0015426	CARHR223230	XP_024004679.1
OG0015427	CARHR223400	XP_006414304.1
OG0015428	CARHR223420	XP_024005861.1
OG0015429	CARHR223580	XP_006414285.1
OG0015430	CARHR075000	XP_006408558.1
OG0015431	CARHR075070	XP_006408554.1
OG0015432	CARHR075090	XP_006408552.1
OG0015433	CARHR075110	XP_006408551.1
OG0015434	CARHR075210	XP_006408540.1
OG0015435	CARHR075360	XP_006408525.1
OG0015436	CARHR075440	XP_006408516.2
OG0015437	CARHR281150	XP_024007377.1
OG0015438	CARHR281220	XP_006393846.1
OG0015439	CARHR034750	XP_006393835.1
OG0015440	CARHR070850	XP_024007178.1
OG0015441	CARHR281410	XP_006393830.1
OG0015442	CARHR147050	XP_006406769.1
OG0015443	CARHR281560	XP_024006689.1
OG0015444	CARHR281580	XP_006393803.2
OG0015445	CARHR281660	XP_024007481.1
OG0015446	CARHR281710	XP_006393792.1
OG0015447	CARHR291420	XP_006403739.1
OG0015448	CARHR291430	XP_024012771.1
OG0015449	CARHR291440	XP_024012795.1
OG0015450	CARHR291480	XP_006402267.1
OG0015451	CARHR291500	XP_006402270.1
OG0015452	CARHR291560	XP_006402277.1
OG0015453	CARHR291570	XP_024012808.1
OG0015454	CARHR291650	XP_006402289.1
OG0015455	CARHR291640	XP_006402288.1
OG0015456	CARHR173430	XP_006402307.2
OG0015457	CARHR173400	XP_006402309.1
OG0015458	CARHR173260	XP_006402321.1
OG0015459	CARHR173140	XP_006402332.1
OG0015460	CARHR173090	XP_006402338.1
OG0015461	CARHR173050	XP_006402342.2
OG0015462	CARHR173000	XP_006402348.2
OG0015463	CARHR172890	XP_024012886.1
OG0015464	CARHR172700	XP_006402381.1
OG0015465	CARHR172690	XP_024012784.1
OG0015466	CARHR172570	XP_006402397.1
OG0015467	CARHR172540	XP_024012798.1
OG0015468	CARHR172370	XP_006402421.1
OG0015470	CARHR172210	XP_006402434.1
OG0015471	CARHR172170	XP_006402436.2
OG0015472	CARHR264790	XP_006401900.2
OG0015473	CARHR171970	XP_006402460.2
OG0015474	CARHR171870	XP_006402471.2
OG0015475	CARHR171830	XP_006402475.1
OG0015476	CARHR171750	XP_006402485.2
OG0015477	CARHR171460	XP_024012888.1
OG0015478	CARHR171430	XP_006402516.1
OG0015479	CARHR171310	XP_024012912.1
OG0015480	CARHR171250	XP_006402534.1
OG0015481	CARHR171240	XP_006402535.1
OG0015482	CARHR115320	XP_024016084.1
OG0015483	CARHR170910	XP_006402575.1
OG0015484	CARHR170790	XP_006402581.1
OG0015485	CARHR170660	XP_006402591.1
OG0015486	CARHR026070	XP_006415870.1
OG0015487	CARHR170620	XP_006402597.1
OG0015488	CARHR170550	XP_024012832.1
OG0015489	CARHR170470	XP_006402616.1
OG0015490	CARHR170300	XP_006402631.1
OG0015491	CARHR170270	XP_006402638.1
OG0015492	CARHR170120	XP_006402657.1
OG0015493	CARHR169900	XP_006402680.1
OG0015494	CARHR169780	XP_006402693.1
OG0015495	CARHR169760	XP_006414489.1
OG0015496	CARHR103380	XP_006396136.1
OG0015497	CARHR169550	XP_024012987.1
OG0015498	CARHR169230	XP_006402745.2
OG0015500	CARHR169040	XP_006402763.1
OG0015501	CARHR168950	XP_006402774.1
OG0015502	CARHR168930	XP_006402778.1
OG0015503	CARHR168890	XP_006402782.1
OG0015504	CARHR168860	XP_006402785.1
OG0015505	CARHR168850	XP_024012846.1
OG0015506	CARHR168330	XP_006402816.1
OG0015507	CARHR168150	XP_024013031.1
OG0015508	CARHR168140	XP_006402838.1
OG0015509	CARHR168050, CARHR168080	XP_024012964.1
OG0015510	CARHR167930	XP_006402860.1
OG0015511	CARHR167810, CARHR167800	XP_024012799.1
OG0015512	CARHR167760	XP_006402867.1
OG0015513	CARHR167610	XP_006402881.1
OG0015514	CARHR237470, CARHR120310, CARHR237440	XP_024008045.1
OG0015515	CARHR115440	XP_006408799.1
OG0015516	CARHR167240	XP_006402917.1
OG0015517	CARHR166860	XP_006402957.1
OG0015518	CARHR166760	XP_006402963.1
OG0015519	CARHR166720	XP_006402970.1
OG0015520	CARHR150960	XP_006419082.2
OG0015521	CARHR166570	XP_006402985.1
OG0015522	CARHR166540	XP_006402989.1
OG0015523	CARHR166390	XP_024013004.1
OG0015524	CARHR166320	XP_006403015.1
OG0015525	CARHR166280	XP_006403020.1
OG0015526	CARHR166110	XP_006403032.1
OG0015527	CARHR166080	XP_006403035.1
OG0015528	CARHR166010	XP_006403401.1
OG0015529	CARHR165950	XP_006403414.1
OG0015530	CARHR165940	XP_006403413.1
OG0015531	CARHR165700	XP_006403434.1
OG0015532	CARHR047900	XP_006391742.1
OG0015533	CARHR165400	XP_006403464.1
OG0015534	CARHR165370	XP_006403467.1
OG0015535	CARHR165310	XP_006403471.1
OG0015536	CARHR165260	XP_006403480.1
OG0015537	CARHR165230	XP_006403483.1
OG0015538	CARHR165190	XP_006395332.1
OG0015539	CARHR165170	XP_006403487.1
OG0015540	CARHR165080	XP_006403496.1
OG0015541	CARHR164970	XP_006403510.1
OG0015542	CARHR164910	XP_006403514.1
OG0015543	CARHR164860	XP_006403521.1
OG0015544	CARHR164850	XP_006403524.2
OG0015545	CARHR164780	XP_006403529.1
OG0015546	CARHR060740	XP_006391187.1
OG0015547	CARHR164550	XP_006403552.1
OG0015548	CARHR164500	XP_006403557.1
OG0015549	CARHR164400	XP_024013429.1
OG0015550	CARHR164360	XP_006403573.1
OG0015551	CARHR164320	XP_006403578.1
OG0015552	CARHR164300	XP_006403581.1
OG0015553	CARHR164290	XP_006403582.1
OG0015554	CARHR164160	XP_006391874.1, XP_006403600.1
OG0015555	CARHR034830	XP_024007003.1
OG0015556	CARHR103070	XP_024014709.1
OG0015557	CARHR163870	XP_006403633.1
OG0015558	CARHR163840	XP_006403637.1
OG0015559	CARHR163780	XP_006403644.1
OG0015560	CARHR163760	XP_024013832.1
OG0015561	CARHR163460	XP_006403675.1
OG0015562	CARHR111400	XP_006409010.1
OG0015563	CARHR162940	XP_024013439.1
OG0015564	CARHR162920	XP_006403735.1
OG0015565	CARHR162870	XP_024013547.1
OG0015566	CARHR162700	XP_024013698.1
OG0015567	CARHR162580	XP_006403780.1
OG0015568	CARHR162460	XP_024013521.1
OG0015569	CARHR162430	XP_006403785.1
OG0015570	CARHR162280	XP_006403797.1
OG0015571	CARHR266990	XP_006401652.1
OG0015572	CARHR266910	XP_006401666.1
OG0015573	CARHR266590	XP_006401702.1
OG0015574	CARHR266570	XP_006401705.1
OG0015575	CARHR266360	XP_006401720.1
OG0015576	CARHR266350	XP_006401721.1
OG0015577	CARHR290690	XP_006414396.1
OG0015578	CARHR100590	XP_006418742.1
OG0015579	CARHR100600	XP_006418741.2
OG0015580	CARHR100670	XP_006418731.1
OG0015581	CARHR100790	XP_006418721.1
OG0015582	CARHR100870	XP_006418716.1
OG0015583	CARHR101060	XP_006418701.1
OG0015584	CARHR101080	XP_006418697.2
OG0015585	CARHR101170	XP_006418686.1
OG0015586	CARHR101450	XP_024009649.1
OG0015587	CARHR101470	XP_006418656.1
OG0015588	CARHR101560	XP_006418648.1
OG0015589	CARHR101570	XP_024009561.1
OG0015590	CARHR101730	XP_006418630.2
OG0015591	CARHR101740	XP_024009714.1
OG0015592	CARHR102210	XP_006418578.1
OG0015593	CARHR102220	XP_006418576.1
OG0015594	CARHR102420	XP_006418568.1
OG0015595	CARHR102490	XP_006418561.1
OG0015596	CARHR102500	XP_006418560.1
OG0015597	CARHR102750	XP_006418554.1
OG0015598	CARHR102830	XP_006418545.1
OG0015599	CARHR102970	XP_006418528.1
OG0015600	CARHR103010	XP_006395112.1
OG0015601	CARHR103100	XP_006396162.1
OG0015602	CARHR103360	XP_006396141.1
OG0015603	CARHR098710	XP_006419140.2
OG0015604	CARHR103520	XP_006396130.1
OG0015605	CARHR100420	XP_006418760.1
OG0015606	CARHR058940	XP_006391437.1
OG0015607	CARHR059460	XP_024012409.1
OG0015608	CARHR059560	XP_006391474.1
OG0015609	CARHR059670	XP_024010550.1
OG0015610	CARHR059780	XP_006391295.1
OG0015611	CARHR059920	XP_006391284.1
OG0015612	CARHR060060	XP_024007952.1
OG0015613	CARHR060080	XP_024014016.1
OG0015614	CARHR060460	XP_006391214.1
OG0015615	CARHR060550	XP_006391205.1
OG0015616	CARHR060680	XP_006391192.2
OG0015617	CARHR060760	XP_006391186.1
OG0015618	CARHR060870	XP_006391174.1
OG0015619	CARHR060910	XP_006391167.1
OG0015620	CARHR260060	XP_006397362.1
OG0015621	CARHR184070	XP_006395206.1
OG0015622	CARHR182940	XP_024007372.1
OG0015623	CARHR182950	XP_006395116.1
OG0015624	CARHR183310	XP_006395153.2
OG0015625	CARHR291970	XP_006395162.1
OG0015626	CARHR108580	XP_006409198.1
OG0015627	CARHR217070	XP_006403052.1
OG0015628	CARHR108770	XP_006409176.1
OG0015629	CARHR108880	XP_006409172.1
OG0015630	CARHR108960	XP_006409161.1
OG0015631	CARHR109010	XP_006409156.1
OG0015632	CARHR109060	XP_024016552.1
OG0015633	CARHR109140	XP_024016566.1
OG0015634	CARHR109440	XP_006409110.1
OG0015635	CARHR109460	XP_006409106.1
OG0015636	CARHR109510	XP_006409093.1
OG0015637	CARHR109780	XP_006409066.1
OG0015638	CARHR109830	XP_006409062.1
OG0015639	CARHR109870	XP_006409058.1
OG0015640	CARHR136300	XP_006411386.1
OG0015641	CARHR136210	XP_006411377.1
OG0015642	CARHR136160	XP_024003860.1
OG0015643	CARHR136080	XP_006411362.1
OG0015644	CARHR136040	XP_024003784.1
OG0015645	CARHR152570	XP_006400215.1
OG0015646	CARHR135960	XP_024016762.1
OG0015647	CARHR135800	XP_006411337.1
OG0015648	CARHR135770	XP_024016724.1
OG0015649	CARHR135470	XP_006411295.1
OG0015650	CARHR212550	XP_024014809.1
OG0015651	CARHR135350	XP_006411284.1
OG0015652	CARHR135330	XP_006411282.1
OG0015653	CARHR135080	XP_006411259.1
OG0015654	CARHR134870	XP_024016813.1
OG0015655	CARHR134840	XP_006411236.1
OG0015656	CARHR134830	XP_006411235.1
OG0015657	CARHR134800	XP_006411228.1
OG0015658	CARHR134510	XP_006411194.1
OG0015659	CARHR134490	XP_006411191.1
OG0015660	CARHR134420	XP_006411183.1
OG0015661	CARHR134280	XP_006411168.1
OG0015662	CARHR133850	XP_006411133.2
OG0015663	CARHR133700	XP_006411120.1
OG0015664	CARHR133620	XP_024004243.1
OG0015665	CARHR287100	XP_006397356.1
OG0015666	CARHR133580	XP_006411110.2
OG0015668	CARHR133410	XP_024003963.1
OG0015669	CARHR133330	XP_006411084.1
OG0015670	CARHR133260	XP_024004292.1
OG0015671	CARHR144210	XP_024007534.1
OG0015672	CARHR133230, CARHR035360	XP_006411070.1
OG0015673	CARHR133030	XP_006411053.1
OG0015674	CARHR132960	XP_006411048.1
OG0015675	CARHR132760	XP_024003859.1
OG0015676	CARHR132730	XP_024003827.1
OG0015677	CARHR132720	XP_006411015.1
OG0015678	CARHR259750	XP_006397260.1
OG0015679	CARHR132620	XP_006411006.1
OG0015680	CARHR131730	XP_006410972.1, XP_006410973.1
OG0015681	CARHR131770	XP_024004201.1
OG0015682	CARHR152710	XP_006408048.1
OG0015683	CARHR131920	XP_006410956.1
OG0015684	CARHR131940	XP_006410954.1
OG0015685	CARHR132250	XP_006410917.1
OG0015686	CARHR132350	XP_006410904.1
OG0015687	CARHR132360	XP_006410903.1
OG0015688	CARHR131710	XP_006410899.1
OG0015689	CARHR131610	XP_006410890.1
OG0015690	CARHR131600	XP_006410889.1
OG0015691	CARHR131510	XP_024003969.1
OG0015692	CARHR131490	XP_006410878.1
OG0015693	CARHR131420	XP_024003914.1
OG0015694	CARHR131340	XP_006410861.1
OG0015695	CARHR253600	XP_006396744.1
OG0015696	CARHR253140	XP_024010117.1
OG0015697	CARHR253150	XP_006396703.1
OG0015698	CARHR253090	XP_006396696.1
OG0015699	CARHR253040	XP_006396691.1
OG0015700	CARHR252930	XP_006396680.1
OG0015701	CARHR180910	XP_006403300.1
OG0015703	CARHR254130	XP_006396797.1
OG0015704	CARHR180720	XP_006403278.1
OG0015705	CARHR254430	XP_006396837.1
OG0015706	CARHR253740	XP_024010108.1
OG0015707	CARHR112150	XP_006404568.1
OG0015708	CARHR112250	XP_024014333.1
OG0015709	CARHR112270	XP_024014166.1
OG0015710	CARHR112450	XP_006404603.1
OG0015711	CARHR112610	XP_006404617.1
OG0015712	CARHR112630	XP_024014298.1
OG0015713	CARHR113040	XP_006404650.1
OG0015714	CARHR113050, CARHR113060	XP_006404649.1
OG0015715	CARHR113210	XP_006404659.2
OG0015716	CARHR113490	XP_024014192.1
OG0015717	CARHR113630	XP_006404701.1
OG0015718	CARHR113760	XP_006404720.1
OG0015719	CARHR114150	XP_006404750.1
OG0015720	CARHR114450	XP_006404778.1
OG0015721	CARHR292960	XP_006404816.1
OG0015722	CARHR293000	XP_024014120.1
OG0015723	CARHR293010	XP_006404822.1
OG0015724	CARHR293100	XP_006404835.1
OG0015725	CARHR184860	XP_006404871.1
OG0015726	CARHR115890	XP_024014201.1
OG0015727	CARHR115980	XP_006405190.1
OG0015728	CARHR287330	XP_006408836.1
OG0015729	CARHR114820	XP_006408850.1
OG0015730	CARHR116800	XP_006405055.2
OG0015731	CARHR115040	XP_024016089.1
OG0015732	CARHR115230	XP_006408736.1
OG0015733	CARHR115020	XP_006408793.1
OG0015734	CARHR294580	XP_006405048.1
OG0015735	CARHR115100	XP_006408783.1
OG0015736	CARHR114530	XP_006398022.1
OG0015737	CARHR117720	XP_024013864.1
OG0015738	CARHR115680	XP_006405226.1
OG0015739	CARHR035390	XP_024007634.1
OG0015740	CARHR035330	XP_006395995.1
OG0015741	CARHR035580	XP_006393775.1
OG0015742	CARHR035760	XP_006393751.1
OG0015743	CARHR035810	XP_006393744.1
OG0015744	CARHR035910	XP_006393728.2
OG0015745	CARHR034780	XP_006396015.1
OG0015746	CARHR034990	XP_006396020.1
OG0015747	CARHR034980	XP_006396024.1
OG0015748	CARHR034670	XP_024013098.1
OG0015749	CARHR034470	XP_024010627.1
OG0015750	CARHR034260	XP_006397450.1
OG0015751	CARHR034250	XP_006397449.1
OG0015752	CARHR034180	XP_006397442.1
OG0015753	CARHR033940	XP_006397418.1
OG0015754	CARHR033900	XP_006397416.1
OG0015755	CARHR033860	XP_006396047.1
