Raphanus_sativus	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_018479804.1	408	AT4G19930.1	AT4G19930.1	orthologue	GO:0005739;GO:0003674;GO:0008150;;GO:0005515	F-box/kelch-repeat protein At4g19930
XP_018479805.1	383	AT1G08310.2	AT1G08310.2	other	GO:0008150;GO:0005634;GO:0003674	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At1g08310)
XP_018479806.1	364	AT2G11035.1	AT2G11035.1	other	GO:0003674;GO:0005634;GO:0003964	Reverse transcriptase zinc-binding protein
XP_018479807.1	364	AT2G11035.1	AT2G11035.1	other	GO:0003674;GO:0005634;GO:0003964	Reverse transcriptase zinc-binding protein
XP_018479808.1	140	AT2G27270.1	AT2G27270.1	orthologue	GO:0005886;GO:0005634;GO:0003674;GO:0098542;GO:0009506	Transmembrane protein
XP_018479809.1	212	AT1G15260.1	AT1G15260.1	orthologue	GO:0005575;GO:0003674;GO:0004386	LOW protein: ATP-dependent RNA helicase-like protein
XP_018479810.1	351	AT2G13770.1	AT2G13770.1	other	GO:0008150;GO:0005575;GO:0003674	Nuclease
XP_018479811.1	337	AT1G32420.1, AT3G56670.1, AT5G50220.1, AT5G62060.1	AT1G32420.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005739;;GO:0005515	Probable F-box protein At3g56670;Putative F-box protein At1g32420;Putative F-box protein At5g50220;Putative F-box protein At5g62060
XP_018479812.1	286	AT1G08340.1	AT1G08340.1	other	GO:0005737;GO:0007165;GO:0005886;GO:0003674;GO:0005096	Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5)
XP_018479813.1	112	AT2G27550.1	AT2G27550.1	other	GO:0005737;GO:0009910;GO:0010228;GO:0005634;GO:0003674	Protein CENTRORADIALIS-like
XP_018479814.1	98	AT2G27790.1	AT2G27790.1	other	GO:0003674;GO:0005634;GO:0005654;GO:0008150;GO:0003723;GO:0005681;GO:0006397;GO:0008380	RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding protein 48
XP_018479815.1	833	AT2G28180.1	AT2G28180.1	orthologue	GO:0006885;GO:1902600;GO:0012505;GO:0098662;GO:0006812;GO:0015385;GO:0005739;GO:0006813;GO:0015297;GO:0016020;GO:0055085	Cation/H(+) antiporter 8 (Protein CATION/H+ EXCHANGER 8) (AtCHX8)
XP_018479816.1	818	AT2G28180.1	AT2G28180.1	orthologue	GO:0006885;GO:1902600;GO:0012505;GO:0098662;GO:0006812;GO:0015385;GO:0005739;GO:0006813;GO:0015297;GO:0016020;GO:0055085	Cation/H(+) antiporter 8 (Protein CATION/H+ EXCHANGER 8) (AtCHX8)
XP_018479817.1	167	AT1G15230.1	AT1G15230.1	orthologue	GO:0005737;GO:0003674	At1g15230/F9L1_18 (F9L1.18 protein)
XP_018479818.1	121					
XP_018479819.1	438	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1	AT2G28040.1	orthologue	GO:0004190;GO:0005576;GO:0008150;GO:0006508	Aspartic proteinase CDR1-like protein;At2g28040 (Eukaryotic aspartyl protease family protein) (Putative chloroplast nucleoid DNA binding protein);Eukaryotic aspartyl protease family protein;Eukaryotic aspartyl protease family protein (Putative chloroplast nucleoid DNA binding protein)
XP_018479820.1	431	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1	AT2G28040.1	orthologue	GO:0004190;GO:0005576;GO:0008150;GO:0006508	Aspartic proteinase CDR1-like protein;At2g28040 (Eukaryotic aspartyl protease family protein) (Putative chloroplast nucleoid DNA binding protein);Eukaryotic aspartyl protease family protein;Eukaryotic aspartyl protease family protein (Putative chloroplast nucleoid DNA binding protein)
XP_018479821.1	149	AT1G45191.1, AT1G60090.1, AT1G60260.1, AT1G60270.1, AT4G22100.1, AT5G16580.1	AT4G22100.1	other	GO:0004553;GO:0008422;GO:0005886;GO:0005975;GO:0005575;GO:0005634;GO:0005576;GO:0016020	Beta-glucosidase 1 (AtBGLU1) (EC 3.2.1.21);Beta-glucosidase 3 (AtBGLU3) (EC 3.2.1.21);Beta-glucosidase 4 (AtBGLU4) (EC 3.2.1.21);Putative beta-glucosidase 2 (AtBGLU2) (EC 3.2.1.21);Putative beta-glucosidase 5 (AtBGLU5) (EC 3.2.1.21);Putative beta-glucosidase 6 (AtBGLU6) (EC 3.2.1.21);beta-glucosidase (EC 3.2.1.21)
XP_018479822.1	363					
XP_018479823.1	165					
XP_018479824.1	64	AT1G15270.1	AT1G15270.1	orthologue	GO:0008150;GO:0003729;GO:0005829;GO:0005886	F9L1.21 protein (Translation machinery associated TMA7)
XP_018479825.1	97	AT3G45275.1, AT3G45285.1, AT2G25312.1, AT3G44428.1	AT3G45285.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0031982;GO:0080155;GO:0009567;GO:0005576;GO:0009507;GO:2000008;GO:0016020	ECA1 gametogenesis related family protein
XP_018479826.1	100	AT3G45275.1, AT3G45285.1, AT2G25312.1, AT3G44428.1	AT3G45285.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0031982;GO:0080155;GO:0009567;GO:0005576;GO:0009507;GO:2000008;GO:0016020	ECA1 gametogenesis related family protein
XP_018479827.1	671	AT3G47570.1	AT3G47570.1	other	GO:0006468;GO:0004674;GO:0016301;GO:0044024;GO:0005886;GO:0005524;GO:0106310;GO:0005515	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1)
XP_018479828.1	315					
XP_018479829.1	881				GO:0008270	
XP_018479830.1	219	AT3G47170.1	AT3G47170.1	orthologue	GO:0042409;GO:0005737;GO:0016410;GO:0009447	HXXXD-type acyl-transferase family protein
XP_018479831.1	172	AT3G47170.1	AT3G47170.1	other	GO:0042409;GO:0005737;GO:0016410;GO:0009447	HXXXD-type acyl-transferase family protein
XP_018479832.1	821	AT2G28180.1	AT2G28180.1	orthologue	GO:0006885;GO:1902600;GO:0012505;GO:0098662;GO:0006812;GO:0015385;GO:0005739;GO:0006813;GO:0015297;GO:0016020;GO:0055085	Cation/H(+) antiporter 8 (Protein CATION/H+ EXCHANGER 8) (AtCHX8)
XP_018479833.1	617	AT2G28830.1	AT2G28830.1	orthologue	GO:0042742;GO:0005737;GO:0050777;GO:0004842;GO:0005515;GO:0005634;GO:0007166;GO:0016567	U-box domain-containing protein 12 (EC 2.3.2.27) (Plant U-box protein 12) (RING-type E3 ubiquitin transferase PUB12)
XP_018479834.1	910	AT2G28880.1	AT2G28880.1	orthologue	GO:0046820;GO:0046656;GO:0046417;GO:0009793;GO:0046654;GO:0005737;GO:0008153;GO:0009507;GO:0005634;GO:0009396;GO:0000162;GO:0009058	Aminodeoxychorismate synthase, chloroplastic (ADC synthase) (EC 2.6.1.85) (P-aminobenzoic acid synthase) (PABA synthase) (Para-aminobenzoate synthase) (Protein EMBRYO DEFFECTIVE 1997)
XP_018479835.1	218	AT5G37200.1	AT5G37200.1	orthologue	GO:0061630;GO:0006511;GO:0005634;GO:0008270;GO:0016567	Gb|AAD18119.1 (RING/U-box superfamily protein)
XP_018479836.1	178	AT2G29640.1	AT2G29640.1	other	GO:0004843;GO:0005634;GO:0000166;GO:0006508;GO:0016579	Josephin-like protein (EC 3.4.19.12)
XP_018479837.1	147	AT2G29735.1	AT2G29735.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0005886;GO:0009506;GO:0098552	Major pollen allergen Ole e-like protein
XP_018479838.1	303	AT1G04520.1	AT1G04520.1	orthologue	GO:0046739;GO:0010497;GO:0005576;GO:0009506;GO:0003674;GO:0005886	Plasmodesmata-located protein 2 (PD-located protein 2) (Cysteine-rich repeat secretory protein 3)
XP_018479839.1	180	AT1G52600.1	AT1G52600.1	orthologue	GO:0006465;GO:0005783;GO:0004252;GO:0009507;GO:0005787;GO:0008233;GO:0005886;GO:0016020	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Signal peptidase complex catalytic subunit sec11)
XP_018479840.1	438	AT2G30040.1	AT2G30040.1	orthologue	GO:0046777;GO:0004672;GO:0009658;GO:0005634;GO:0045893;GO:0019901;GO:0004674;GO:0007165;GO:0005524;GO:0016020;GO:0006468	Mitogen-activated protein kinase kinase kinase 14
XP_018479841.1	106	AT1G15140.1	AT1G15140.1	other	GO:0009507;GO:0071949;GO:0009941;GO:0009579;GO:0009570;GO:0005507;GO:0004324;GO:0005576;GO:0016491	F9L1.8 protein (FAD/NAD(P)-binding oxidoreductase);FAD/NAD(P)-binding oxidoreductase
XP_018479842.1	540	AT2G30210.1	AT2G30210.1	orthologue	GO:0052716;GO:0005576;GO:0005507;GO:0048226;GO:0016491;GO:0046274;GO:0048046	Laccase-3 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 3) (Diphenol oxidase 3) (Urishiol oxidase 3)
XP_018479843.1	522	AT3G62850.1	AT3G62850.1	other	GO:0010468;GO:0004540;GO:0005634;GO:0005777	Zinc finger protein-like protein
XP_018479844.1	360	AT2G30350.2	AT2G30350.2	orthologue	GO:0009507;GO:0004521;GO:0017108;GO:0033557;GO:0044747;GO:0008821;GO:0005634;GO:0000724;GO:0070877;GO:0016889;GO:0006281	Excinuclease ABC, C subunit, N-terminal;Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)
XP_018479845.1	294	AT4G03566.1	AT4G03566.1	orthologue	GO:0003674;GO:0005575;GO:0008150;;GO:0003676;GO:0004523	Ribonuclease H
XP_018479846.1	163	AT2G30930.1	AT2G30930.1	other	GO:0003674;GO:0005886;GO:0009507;GO:0005777	Expressed protein
XP_018479847.1	412				GO:0003676;GO:0004523	
XP_018479848.1	554	AT1G30520.1	AT1G30520.1	orthologue	GO:0005739;GO:0042372;GO:0006631;GO:0031956;GO:0008756;GO:0005777;GO:0009507;GO:0005524;GO:0005778;GO:0031969;GO:0016020	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal (EC 6.2.1.26) (Acyl-activating enzyme 14) (O-succinylbenzoyl-CoA ligase);Acyl-activating enzyme 14
XP_018479849.1	716	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT1G10000.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
XP_018479850.1	181	AT2G26720.1, AT2G31050.1	AT2G31050.1	other	GO:0008150;GO:0009055;GO:0005886;GO:0016020;GO:0005576;GO:0098552	Cupredoxin superfamily protein (Plastocyanin-like domain-containing protein) (Putative blue copper-binding protein);Cupredoxin superfamily protein (Putative phytocyanin)
XP_018479851.1	751				GO:0008270	
XP_018479852.1	311	AT3G09160.1, AT5G03480.1, AT5G03495.1, AT5G05430.2, AT5G53700.1	AT5G03495.1	other	GO:0003676;GO:0008150;GO:0005575;GO:0008143;GO:0003723;GO:0005634;GO:0016607;GO:0005739;GO:0009507;GO:0000381;GO:0003729	RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding protein
XP_018479853.1	173	AT2G26720.1, AT2G31050.1	AT2G31050.1	other	GO:0008150;GO:0009055;GO:0005886;GO:0016020;GO:0005576;GO:0098552	Cupredoxin superfamily protein (Plastocyanin-like domain-containing protein) (Putative blue copper-binding protein);Cupredoxin superfamily protein (Putative phytocyanin)
XP_018479854.1	240	AT1G66520.1	AT1G66520.1	other	GO:0004479;GO:0009507;GO:0071951;GO:0005739;GO:0009058;GO:0003824	Methionyl-tRNA formyltransferase, mitochondrial (EC 2.1.2.9);methionyl-tRNA formyltransferase (EC 2.1.2.9)
XP_018479855.1	346	AT2G31190.1	AT2G31190.1	orthologue	GO:0009536;GO:0003674;GO:0009941;GO:0010224;GO:0009926	Protein root UVB sensitive 2, chloroplastic (Protein WEAK AUXIN RESPONSE 1)
XP_018479856.1	214	AT1G26690.1	AT1G26690.1	orthologue	GO:0030134;GO:0005793;GO:0006888;GO:0005783;GO:0003674;GO:0005576;GO:0005794;GO:0007030;GO:0006886;GO:0005789;GO:0015031;GO:0016192;GO:0032580	Transmembrane emp24 domain-containing protein p24delta9 (p24 family protein delta2c) (p24delta2c) (p24 family protein delta9) (p24delta9)
XP_018479857.1	337	AT4G14165.1	AT4G14165.1	orthologue	GO:0005634;GO:0003674;GO:0009506;GO:0008150;GO:0005515	F-box family protein-like protein
XP_018479858.1	220				GO:0003824	
XP_018479859.1	405	AT2G31862.1, AT2G31720.1, AT2G18810.1	AT2G31720.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0005634;GO:0005515;GO:0003677	B3 domain-containing protein At2g31720 (Protein AUXIN RESPONSE FACTOR 70);B3 domain-containing protein At2g31862;Putative B3 domain-containing protein At2g18810
XP_018479860.1	352	AT2G31470.1	AT2G31470.1	other	GO:0005634;GO:0009788;GO:0009737;GO:0009414;GO:0042631;GO:0005515;GO:0016567;GO:0010118;GO:0010119;GO:0009738	F-box and associated interaction domains-containing protein;F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR)
XP_018479861.1	296					
XP_018479862.1	365	AT1G13610.1	AT1G13610.1	orthologue	GO:0008236;GO:0005576;GO:0006508;GO:0005634	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (F13B4.9 protein)
XP_018479863.1	299					
XP_018479864.1	1038				GO:0006508;GO:0008234	
XP_018479865.1	566	AT5G65850.1	AT5G65850.1	orthologue	GO:0005739;GO:0003674;;GO:0005515;GO:0009055	F-box protein At5g65850
XP_018479866.1	146	AT2G19630.1, AT2G31470.1, AT3G10990.1, AT3G23960.1, AT3G49440.1, AT3G61340.2, AT5G65850.1	AT5G65850.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0009788;GO:0009737;GO:0009414;GO:0042631;GO:0005515;GO:0016567;GO:0010118;GO:0010119;GO:0005739;GO:0009738	F-box and associated interaction domains-containing protein;F-box associated ubiquitination effector family protein;F-box associated ubiquitination effector family protein (F-box family protein-related);F-box protein At3g61340;F-box protein At5g65850;F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR);Putative F-box protein At2g19630;Putative F-box protein At3g23960
XP_018479867.1	370					
XP_018479868.1	560				GO:0005515;GO:0003723;GO:0009451	
XP_018479869.1	614	AT2G29080.1	AT2G29080.1	other	GO:0004222;GO:0009535;GO:0005745;GO:0005739;GO:0004176;GO:0008270;GO:0034982;GO:0016887;GO:0005524;GO:0005743;GO:0006508;GO:0016020	ATP-dependent zinc metalloprotease FTSH 3, mitochondrial (AtFTSH3) (EC 3.4.24.-)
XP_018479870.1	296	AT1G50575.1	AT1G50575.1	orthologue	GO:0009507;GO:0003674	Lysine decarboxylase family protein
XP_018479871.1	373	AT3G23960.1, AT3G10990.1	AT3G23960.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0005739	F-box associated ubiquitination effector family protein;Putative F-box protein At3g23960
XP_018479872.1	63	AT2G32785.1	AT2G32785.1	orthologue	GO:0060468;GO:0005102;GO:0005576;GO:0005515;GO:0090406	Transmembrane protein
XP_018479873.1	374	AT1G49790.2	AT1G49790.2	orthologue	GO:0008150;GO:0003674;GO:0005634;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein
XP_018479874.1	226					
XP_018479875.1	829	AT2G33060.1	AT2G33060.1	other	GO:0007165;GO:0016301;GO:0005886;GO:0005515	Receptor like protein 27 (AtRLP27)
XP_018479876.1	233	AT3G23960.1, AT3G10990.1	AT3G23960.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein;Putative F-box protein At3g23960
XP_018479877.1	148	AT2G33030.1	AT2G33030.1	other	GO:0005886;GO:0003674;GO:0007165;GO:0005515	Putative receptor like protein 25 (AtRLP25)
XP_018479878.1	127	AT2G31260.1	AT2G31260.1	other	GO:0034497;GO:0061709;GO:0000407;GO:0034727;GO:0003674;GO:0006914;GO:0050832;GO:0000423;GO:0005776;GO:0009507;GO:0009408;GO:0006869;GO:0034045;GO:0000422	Autophagy-related protein 9 (AtAPG9)
XP_018479879.1	407	AT1G51110.1	AT1G51110.1	orthologue	GO:0009535;GO:0009507;GO:0009534;GO:0009941;GO:0003674;GO:0008150;GO:0005634	Probable plastid-lipid-associated protein 12, chloroplastic (Fibrillin-10)
XP_018479880.1	743	AT2G33770.1	AT2G33770.1	orthologue	GO:0061631;GO:0016036;GO:2000185;GO:0016567;GO:0004842;GO:0005634;GO:0005794;GO:0005783;GO:0005515;GO:0006817;GO:0055062;GO:0000139;GO:0005524;GO:0005789;GO:0016874	Probable ubiquitin-conjugating enzyme E2 24 (EC 2.3.2.23) (AtPHO2) (E2 ubiquitin-conjugating enzyme 24) (Ubiquitin carrier protein 24) (Ubiquitin-protein ligase 24)
XP_018479881.1	152	AT2G34000.1	AT2G34000.1	other	GO:0003674;GO:0009507;GO:0008270;GO:0016020;GO:0016740	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_018479882.1	564	AT2G34030.1	AT2G34030.1	orthologue	GO:0005509;GO:0070588;GO:0008324;GO:0009507;GO:0006874;GO:0015369;GO:0016020;GO:0006812	Calcium-binding EF-hand family protein
XP_018479883.1	564	AT2G34030.1	AT2G34030.1	orthologue	GO:0005509;GO:0070588;GO:0008324;GO:0009507;GO:0006874;GO:0015369;GO:0016020;GO:0006812	Calcium-binding EF-hand family protein
XP_018479884.1	414	AT2G34380.1	AT2G34380.1	other	GO:0010162;GO:0009846;GO:0034389;GO:0005634;GO:0080155;GO:0019915;GO:0140042;GO:0005515;GO:0005789;GO:0005783;GO:0006629	Seipin-3 (AtSEIPIN3)
XP_018479885.1	191	AT2G34440.1	AT2G34440.1	orthologue	GO:0000978;GO:0006357;GO:0005634;GO:0046983;GO:0006355;GO:0003700;GO:0000981;GO:0003677	Agamous-like MADS-box protein AGL29
XP_018479886.1	1181	AT2G34780.1	AT2G34780.1	orthologue	GO:0005737;GO:0032876;GO:0009793;GO:0003729;GO:0010074;GO:0009933	Maternal effect embryo arrest 22
XP_018479887.1	1435	ATMG00240.1	ATMG00240.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;GO:0003676;GO:0015074	Uncharacterized mitochondrial protein AtMg00240 (ORF111a)
XP_018479888.1	752	AT2G34880.1	AT2G34880.1	orthologue	GO:0006338;GO:1901002;GO:0009793;GO:0009909;GO:0006355;GO:0045814;GO:1902074;GO:0009555;GO:0045892;GO:0005634;GO:0034647;GO:0000785;GO:0010468;GO:0008270;GO:0032452	Lysine-specific demethylase JMJ15 (EC 1.14.11.-) (Jumonji domain-containing protein 15) (AtJMJ15) (Protein JUMONJI 15) (Lysine-specific histone demethylase JMJ15) (Protein MATERNAL EFFECT EMBRYO ARREST 27) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ15)
XP_018479889.1	287	AT3G47680.1	AT3G47680.1	other	GO:0003674;GO:0008150;GO:0009507	At3g47680 (DNA binding protein);Ternary complex factor MIP1 leucine-zipper protein
XP_018479890.1	201	AT2G35120.1	AT2G35120.1	other	GO:0005739;GO:0019464;GO:0005960;GO:0005524;GO:0003674;GO:0005737;GO:0009249	Glycine cleavage system H protein 2, mitochondrial
XP_018479891.1	343	AT2G35250.1	AT2G35250.1	orthologue	GO:0003674;GO:0005575;GO:0008150	NEP-interacting protein, putative (DUF239)
XP_018479892.1	68	AT4G33145.1	AT4G33145.1	other	GO:0005575;GO:0008150;GO:0003674	Uncharacterized protein
XP_018479893.1	293	AT1G11180.2	AT1G11180.2	orthologue	GO:0055038;GO:0015031;GO:0032588;GO:0005886;GO:0003674;GO:0030658;GO:0016020	Secretory carrier-associated membrane protein (Secretory carrier membrane protein);Secretory carrier-associated membrane protein 5 (Secretory carrier membrane protein 5)
XP_018479894.1	269				GO:0005829	
XP_018479895.1	456	AT2G35540.1	AT2G35540.1	other	GO:0003674;GO:0005737;;GO:0005515	DNAJ heat shock N-terminal domain-containing protein
XP_018479896.1	108					
XP_018479897.1	584	AT2G35710.1	AT2G35710.1	other	GO:0016757;GO:0005739;GO:0016020;GO:0016740;GO:0046872	Expressed protein (Nucleotide-diphospho-sugar transferases superfamily protein);Nucleotide-diphospho-sugar transferases superfamily protein;Putative glucuronosyltransferase PGSIP8 (EC 2.4.1.-) (Glycogenin-like protein 8) (Plant glycogenin-like starch initiation protein 8)
XP_018479898.1	76	AT2G35765.1	AT2G35765.1	orthologue	GO:0008150;GO:0005576;GO:0003674	Uncharacterized protein
XP_018479899.1	228	AT2G35810.1, AT2G35830.2, AT2G35820.2	AT2G35810.1	orthologue	GO:0000256;GO:0005829;GO:0005739;GO:0050385;GO:0004848;GO:0005575;GO:0005783;GO:0006144	AT2G35830 protein (Ureidoglycolate hydrolase);At2g35820 (Expressed protein) (Ureidoglycolate hydrolase);At2g35830/F11F19.26 (Expressed protein) (Ureidoglycolate hydrolase);Ureidoglycolate hydrolase
XP_018479900.1	509	AT1G32850.1	AT1G32850.1	other	GO:0004843;GO:0005737;GO:0008150;GO:0006508;GO:0016579	Putative ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (AtUBP11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)
XP_018479901.1	486	AT1G32850.1	AT1G32850.1	other	GO:0004843;GO:0005737;GO:0008150;GO:0006508;GO:0016579	Putative ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (AtUBP11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)
XP_018479902.1	820	AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1	AT1G19260.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0046983;GO:0009506;GO:0016020	General transcription factor 2-related zinc finger protein;TTF-type zinc finger protein with HAT dimerization domain-containing protein;Zinc finger MYM-type-like protein
XP_018479903.1	232	AT2G35990.1	AT2G35990.1	orthologue	GO:0102682;GO:0009691;GO:0005634;GO:0005829;GO:0016787;GO:0016799	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1);Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG2 (EC 3.2.2.n1) (Protein LONELY GUY 2)
XP_018479904.1	212	AT2G36100.1	AT2G36100.1	orthologue	GO:0005515;GO:0007043;GO:0005886;GO:0042545;GO:0042803;GO:0048226	Casparian strip membrane protein 1 (AtCASP1)
XP_018479905.1	256	AT1G28410.1	AT1G28410.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Myosin heavy chain-like protein
XP_018479906.1	425	AT4G19930.1	AT4G19930.1	orthologue	GO:0005739;GO:0003674;GO:0008150;;GO:0005515	F-box/kelch-repeat protein At4g19930
XP_018479907.1	212	AT2G36100.1	AT2G36100.1	orthologue	GO:0005515;GO:0007043;GO:0005886;GO:0042545;GO:0042803;GO:0048226	Casparian strip membrane protein 1 (AtCASP1)
XP_018479908.1	425	AT4G19930.1	AT4G19930.1	orthologue	GO:0005739;GO:0003674;GO:0008150;;GO:0005515	F-box/kelch-repeat protein At4g19930
XP_018479909.1	113	AT2G36130.1	AT2G36130.1	other	GO:0003755;GO:0006457;GO:0000398;GO:0005783;GO:0071013;GO:0005737;GO:0005829;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP18-2 (PPIase CYP18-2) (EC 5.2.1.8) (Cyclophilin of 18 kDa 2) (Cyclophilin-18-2)
XP_018479910.1	115	AT2G36295.1	AT2G36295.1	orthologue	GO:0008150;GO:0003674;GO:0005634	At2g36295
XP_018479911.1	380	AT1G49650.1	AT1G49650.1	orthologue	GO:0005634;GO:0106435;GO:0016787;GO:0005829;GO:0005739;GO:0052689	Probable carboxylesterase 4, mitochondrial (AtCXE4) (EC 3.1.1.1)
XP_018479912.1	163	AT5G41530.1	AT5G41530.1	orthologue	GO:0008150;GO:0005739;GO:0003674;GO:0016020	Transmembrane protein
XP_018479913.1	182	AT2G36450.1	AT2G36450.1	orthologue	GO:0050832;GO:0006355;GO:0003700;GO:0005634;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF024
