Euclidium_syriacum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
ESY7_g16774_DN3_SP0_c0.t1	524	AT5G45290.2	AT5G45290.2	orthologue	GO:0005634;GO:0008270	At5g45290 (RING/U-box superfamily protein);RING/U-box superfamily protein
ESY7_g16775_DN3_SP7_c0.t1	689	AT5G45300.3	AT5G45300.3	orthologue	GO:0005576;GO:0016161;GO:0048831;GO:0003700;GO:0005634;GO:0005515;GO:0000272;GO:0005737;GO:0016798;GO:0006355	Beta-amylase (EC 3.2.1.2);Beta-amylase 8 (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 2)
ESY7_g16776_DN2_SP0_c0.t1	61					
ESY7_g16777_DN3_SP0_c0.t1	322	AT5G45310.1	AT5G45310.1	orthologue	GO:0005794;GO:0003674;GO:0016020	AT5g45310/K9E15_9 (Coiled-coil protein)
ESY7_g16778_DN3_SP0_c0.t1	198	AT5G45320.1	AT5G45320.1	orthologue	GO:0008150;GO:0003674;GO:0009507;GO:0016020;GO:0098542;GO:0005886	Late embryogenesis abundant protein
ESY7_g16779_DN3_SP0_c0.t1	553	AT5G45330.1	AT5G45330.1	orthologue	GO:0005634;GO:0010606;GO:0000932;GO:0017148;GO:0031087;GO:0003723;GO:0034063;GO:0003729;GO:0033962;GO:0042803;GO:0006397	Decapping 5-like protein
ESY7_g16780_DN2_SP0_c0.t1	135					
ESY7_g16781_DN3_SP8_c0.t1	470	AT5G45340.1	AT5G45340.1	orthologue	GO:0009507;GO:0009414;GO:0001666;GO:0046345;GO:0071456;GO:0020037;GO:0009687;GO:0009639;GO:0005506;GO:0010295;GO:0005576;GO:0016020;GO:0004497;GO:0016705;GO:0016125;GO:0016491;GO:0016709	Abscisic acid 8'-hydroxylase 3 (ABA 8'-hydroxylase 3) (EC 1.14.14.137) (Cytochrome P450 707A3)
ESY7_g16784_DN1_SP0_c0.t1	59					
ESY7_g16785_DN3_SP5_c0.t1	163	AT5G45350.1	AT5G45350.1	orthologue	GO:0005575;GO:0003674;GO:0016020	AT5g45350/MFC19_1 (GPRP protein) (Proline-rich family protein);Proline-rich family protein
ESY7_g16786_DN2_SP0_c0.t1	77					
ESY7_g16787_DN3_SP0_c0.t1	147	AT5G45350.1	AT5G45350.1	other	GO:0005575;GO:0003674;GO:0016020	AT5g45350/MFC19_1 (GPRP protein) (Proline-rich family protein);Proline-rich family protein
ESY7_g16788_DN3_SP0_c0.t1	322	AT5G45360.1	AT5G45360.1	orthologue	GO:0016567;GO:0005515;GO:0006511;GO:0005634;GO:0005737	F-box protein SKIP31 (SKP1-interacting partner 31)
ESY7_g16790_DN3_SP0_c0.t1	137	AT3G28216.1	AT3G28216.1	other	GO:0003674;GO:0005739	Uncharacterized protein
ESY7_g16792_DN2_SP0_c0.t1	90	AT1G32200.1	AT1G32200.1	other	GO:0009507;GO:0004366;GO:0006655;GO:0016024;GO:0009570;GO:0009536;GO:0006650;GO:0016746	Glycerol-3-phosphate acyltransferase, chloroplastic (GPAT) (EC 2.3.1.15)
ESY7_g16793_DN3_SP0_c0.t1	150	AT5G08080.3	AT5G08080.3	other	GO:0005484;GO:0000149;GO:0048278;GO:0006886;GO:0006897;GO:0006906;GO:0016192;GO:0005886;GO:0009504;GO:0005802;GO:0005634;GO:0031201;GO:0006887;GO:0009506;GO:0012505;GO:0016020;GO:0005515;GO:0061025;GO:0051301;GO:0015031	Syntaxin of plants 132;Syntaxin-132 (AtSYP132)
ESY7_g16794_DN3_SP8_c0.t1	705	AT5G45380.1	AT5G45380.1	orthologue	GO:0071918;GO:0006995;GO:0005886;GO:0015204;GO:0015370;GO:0009507;GO:0015293;GO:0016020;GO:0022857;GO:0055085	Urea-proton symporter DUR3 (AtDUR3) (High-affinity urea active transporter DUR3)
ESY7_g16795_DN3_SP8_c0.t1	292	AT5G45390.1	AT5G45390.1	orthologue	GO:0009570;GO:0004176;GO:0009532;GO:0048510;GO:0004252;GO:0009368;GO:0009941;GO:0009658;GO:0009535;GO:0006515;GO:0009507;GO:0009579;GO:0051117;GO:0009536;GO:0009840;GO:0006508	ATP-dependent Clp protease proteolytic subunit 4, chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP4) (nClpP4) (nClpP3)
ESY7_g16796_DN2_SP0_c0.t1	778	AT5G45400.1	AT5G45400.1	orthologue	GO:0005662;GO:0003684;GO:0005634;GO:0006289;GO:0007004;GO:0000724;GO:0051321;GO:0043047;GO:0003677;GO:0006260;GO:0006281;GO:0006310;GO:0008270;GO:0003676	Replication protein A 70 kDa DNA-binding subunit C (AtRPA70c) (AtRPA1-2) (Replication factor A protein 1C) (Replication protein A 1C) (AtRPA1C)
ESY7_g16799_DN3_SP0_c0.t1	872	AT5G45470.1, AT5G45460.1	AT5G45470.1	orthologue	GO:0005886;GO:0003674;GO:0008150;GO:0005575;GO:0016020	Transmembrane protein;Transmembrane protein, putative (DUF594)
ESY7_g16800_DN3_SP0_c0.t1	854	AT5G45480.1	AT5G45480.1	orthologue	GO:0005886;GO:0003674	Transmembrane protein, putative (DUF594)
ESY7_g16801_DN3_SP0_c0.t1	336	AT5G45440.1, AT5G45490.1	AT5G45490.1	orthologue	GO:0005634;GO:0043531;GO:0050832;GO:0005524;GO:0006952	Probable disease resistance protein At5g45440;Probable disease resistance protein At5g45490
ESY7_g16803_DN2_SP0_c0.t1	1230	AT5G45510.1	AT5G45510.1	orthologue	GO:0003674;GO:0009536;GO:0005886;GO:0005634;GO:0005524;GO:0006952	Probable disease resistance protein At5g45510
ESY7_g16804_DN3_SP0_c24.t1	897	AT5G45520.1	AT5G45520.1	orthologue	GO:0005634;GO:0098542;GO:0003674;GO:0009507	Leucine-rich repeat (LRR) family protein
ESY7_g16805_DN3_SP0_c0.t1	789	AT5G45530.1	AT5G45530.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Transmembrane protein, putative (DUF594)
ESY7_g16806_DN3_SP0_c0.t1	806	AT5G45540.1	AT5G45540.1	orthologue	GO:0005739;GO:0003674;GO:0016020	Transmembrane protein, putative (DUF594)
ESY7_g16807_DN3_SP8_c0.t1	215	AT5G45550.1	AT5G45550.1	orthologue	GO:0080141;GO:0005886;GO:0048364;GO:0005515;GO:0009793;GO:0005802;GO:0005634;GO:0009705;GO:0010449;GO:0009556;GO:0035265;GO:0009554;GO:0007165;GO:0008283;GO:0009553;GO:0005737;GO:0005769;GO:0009507;GO:0009734;GO:0048229;GO:0051301;GO:0030295;GO:0046872	MOB kinase activator-like 1A (Mob1 homolog 1A) (Mps one binder kinase activator-like 1A)
ESY7_g16808_DN3_SP8_c0.t1	719	AT5G45560.1	AT5G45560.1	orthologue	GO:0005739;GO:0008150;GO:0008289;GO:0005789;GO:0005886;GO:0006952;GO:0010008	Pleckstrin homology (PH) domain-containing protein / lipid-binding START domain-containing protein;Protein ENHANCED DISEASE RESISTANCE 2-like
ESY7_g16809_DN3_SP3_c0.t1	300	AT5G45580.2	AT5G45580.2	orthologue	GO:0003700;GO:0006355;GO:2000762;GO:0005515;GO:0005575;GO:0003677;GO:0005634	Homeodomain-like superfamily protein;Myb family transcription factor PHL11 (Protein PHR1-LIKE 11)
ESY7_g16810_DN3_SP3_c0.t1	175	AT5G45590.1	AT5G45590.1	orthologue	GO:0005739;GO:0003735;GO:0006412;GO:0005840;GO:1990904	Ribosomal protein L35 (Uncharacterized protein At5g45590)
ESY7_g16811_DN3_SP8_c0.t1	227	AT5G45600.1	AT5G45600.1	orthologue	GO:0009507;GO:0006357;GO:2000028;GO:0006355;GO:0035267;GO:0005634;GO:0005515;GO:0010485;GO:0000812;GO:0006338;GO:0042393;GO:0048510;GO:0005737;GO:0006281;GO:0006325;GO:0009908;GO:0009909;GO:0030154	Transcription initiation factor TFIID subunit 14b (GAS 41-like protein) (Protein AF-9 homolog a) (TBP-associated factor 14b) (AtTAF14b)
ESY7_g16812_DN3_SP0_c0.t1	630	AT5G45610.1	AT5G45610.1	orthologue	GO:0072718;GO:0051726;GO:1902751;GO:0006974;GO:0005634;GO:0010212;GO:0072710;GO:0046983;GO:0010224;GO:0010044;GO:0005737;GO:0010332;GO:0004721	Protein SENSITIVE TO UV 2 (ATR interacting protein) (AtATRIP) (Protein HYDROXYUREA-SENSITIVE 2)
ESY7_g16813_DN3_SP8_c0.t1	386	AT5G45620.1	AT5G45620.1	orthologue	GO:0006511;GO:0000502;GO:0005198;GO:0008541;GO:0005829;GO:0005634	26S proteasome non-ATPase regulatory subunit 13 homolog A (26S proteasome regulatory subunit RPN9a) (AtRNP9a) (26S proteasome regulatory subunit S11 homolog A);Proteasome component (PCI) domain protein
ESY7_g16814_DN3_SP0_c0.t1	111	AT5G45630.1	AT5G45630.1	orthologue	GO:0071456;GO:0009617;GO:0010150;GO:0003674;GO:0005737;GO:0009737;GO:0009646;GO:0009751;GO:0005634	Protein S40-2 (AtS40-2)
ESY7_g16815_DN2_SP0_c0.t1	71					
ESY7_g16816_DN3_SP0_c0.t1	797	AT5G45640.1	AT5G45640.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0004252;GO:0006508;GO:0008236	Subtilisin-like protease SBT5.5 (EC 3.4.21.-) (Subtilase subfamily 5 member 5) (AtSBT5.5)
ESY7_g16817_DN3_SP0_c0.t1	791	AT5G45650.1	AT5G45650.1	orthologue	GO:0004252;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT5.6 (EC 3.4.21.-) (Subtilase subfamily 5 member 6) (AtSBT5.6)
ESY7_g16821_DN2_SP0_c0.t1	86					
ESY7_g16823_DN3_SP1_c0.t1	224	AT5G45660.1	AT5G45660.1	orthologue	GO:0003674;GO:0009507;GO:0016757	Adenine phosphoribosyltransferase
ESY7_g16824_DN3_SP7_c0.t1	361	AT5G45670.1	AT5G45670.1	orthologue	GO:0005576;GO:0016788;GO:0016042	GDSL esterase/lipase At5g45670 (EC 3.1.1.-) (Extracellular lipase At5g45670)
ESY7_g16826_DN1_SP0_c0.t1	103	AT4G38940.1	AT4G38940.1	other	GO:0005634;GO:0016567;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g38940
ESY7_g16827_DN3_SP6_c0.t1	205	AT5G45680.1	AT5G45680.1	orthologue	GO:0005783;GO:0009543;GO:0009507;GO:0005515;GO:0031977;GO:0009536;GO:0003755	Peptidyl-prolyl cis-trans isomerase FKBP13, chloroplastic (PPIase FKBP13) (EC 5.2.1.8) (FK506-binding protein 1) (FK506-binding protein 13) (AtFKBP13) (Immunophilin FKBP13) (Rotamase)
ESY7_g16828_DN3_SP4_c0.t1	246	AT5G45690.1	AT5G45690.1	orthologue	GO:0005634;GO:0003674	Oil body-associated protein 2A
ESY7_g16829_DN3_SP0_c0.t1	283	AT5G45700.1	AT5G45700.1	orthologue	GO:0004721;GO:0016791;GO:0005739;GO:0008150	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
ESY7_g16832_DN3_SP0_c0.t1	348	AT5G45710.1	AT5G45710.1	orthologue	GO:0006357;GO:0034605;GO:0006355;GO:0009958;GO:0003700;GO:0005634;GO:0048364;GO:0000976;GO:0048530;GO:0009733;GO:0000978;GO:0048527;GO:0009408;GO:0003677;GO:0043565	Heat stress transcription factor A-4c (AtHsfA4c) (AtHsf-20) (Protein ROOT HANDEDNESS 1);Winged-helix DNA-binding transcription factor family protein
ESY7_g16834_DN3_SP0_c0.t1	927	AT5G45720.1	AT5G45720.1	orthologue	GO:0006261;GO:0016887;GO:0005524;GO:0006281;GO:0003887;GO:0003677;GO:0005663;GO:0005634;GO:0009360;GO:0006260;GO:0003689;GO:0046872	AAA-type ATPase family protein;Protein STICHEL-like 4
ESY7_g16836_DN3_SP3_c0.t1	116	AT5G45740.1	AT5G45740.1	orthologue	GO:0003674;GO:0008150;GO:0005737	Ubiquitin domain-containing protein
ESY7_g16837_DN3_SP8_c0.t1	216	AT5G45750.1	AT5G45750.1	orthologue	GO:0005515;GO:0009536;GO:0005886;GO:0005773;GO:0006886;GO:0003924;GO:0042546;GO:0012505;GO:0005634;GO:0005525;GO:0015031	Ras-related protein RABA1c (AtRABA1c)
ESY7_g16838_DN3_SP3_c0.t1	362	AT5G45760.1	AT5G45760.1	orthologue	GO:0003674;GO:0008150;GO:0005737;GO:0005634;;GO:0005515	Transducin/WD40 repeat-like superfamily protein
ESY7_g16839_DN3_SP0_c0.t1	414	AT5G45770.1	AT5G45770.1	other	GO:0005886;GO:0003674;GO:0031347;GO:0006952;GO:0005515	Receptor-like protein 55 (AtRLP55) (Protein SUPPRESSOR OF NPR1-1, CONSTITUTIVE 3)
ESY7_g16840_DN3_SP0_c0.t1	210	AT5G52730.1, AT5G52720.2, AT5G52670.1	AT5G52670.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0046872;GO:0009507	Copper transport protein family;Copper transport protein family (Emb|CAA71173.1);Heavy metal-associated isoprenylated plant protein 10 (AtHIP10);Heavy metal-associated isoprenylated plant protein 11 (AtHIP11)
ESY7_g16841_DN3_SP0_c0.t1	207	AT5G52730.1, AT5G52720.2, AT5G52670.1	AT5G52730.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0046872;GO:0009507	Copper transport protein family;Copper transport protein family (Emb|CAA71173.1);Heavy metal-associated isoprenylated plant protein 10 (AtHIP10);Heavy metal-associated isoprenylated plant protein 11 (AtHIP11)
ESY7_g16842_DN3_SP0_c0.t1	172	AT5G52730.1, AT5G52720.2, AT5G52670.1	AT5G52720.2	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0046872;GO:0009507	Copper transport protein family;Copper transport protein family (Emb|CAA71173.1);Heavy metal-associated isoprenylated plant protein 10 (AtHIP10);Heavy metal-associated isoprenylated plant protein 11 (AtHIP11)
ESY7_g16843_DN3_SP0_c0.t1	182	AT4G18730.1, AT5G45775.2, AT3G58700.1, AT2G42740.1	AT2G42740.1	orthologue	GO:0005737;GO:0008150;GO:0009536;GO:0005773;GO:0003729;GO:0005829;GO:0005730;GO:0022625;GO:0005515;GO:0006412;GO:0003735;GO:0003723;GO:0009506;GO:0022626;GO:0005634;GO:0019843;GO:0005840	Large ribosomal subunit protein uL5y/uL5x/uL5w (60S ribosomal protein L11-2) (L16);Large ribosomal subunit protein uL5z (60S ribosomal protein L11-1) (L16A)
ESY7_g16844_DN3_SP8_c17.t1	617	AT5G45780.1	AT5G45780.1	orthologue	GO:0004672;GO:0044024;GO:0005634;GO:0007639;GO:0006468;GO:0005515;GO:0015026;GO:0048653;GO:0016301;GO:0005886;GO:0004674;GO:0007165;GO:0016310;GO:0005524;GO:0016020;GO:0106310	Probable LRR receptor-like serine/threonine-protein kinase At5g45780 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
ESY7_g16845_DN2_SP0_c0.t1	419	AT5G45790.2	AT5G45790.2	orthologue	GO:0003723;GO:0009507;GO:0016787	Ubiquitin carboxyl-terminal hydrolase family protein
ESY7_g16846_DN2_SP0_c0.t1	377	AT4G09670.1	AT4G09670.1	orthologue	GO:0000166;GO:0005829;GO:0008150;GO:0016491	Uncharacterized oxidoreductase At4g09670 (EC 1.-.-.-)
ESY7_g16847_DN2_SP0_c0.t1	107					
ESY7_g16848_DN2_SP4_c0.t1	656	AT5G45800.1	AT5G45800.1	orthologue	GO:0009793;GO:0009625;GO:0009733;GO:0006970;GO:0045088;GO:0004672;GO:0046777;GO:0004674;GO:0005515;GO:0005886;GO:0005516;GO:0005524;GO:0106310;GO:0006468	Calmodulin-binding receptor kinase CaMRLK (EC 2.7.11.1) (Calmodulin-binding receptor-like kinase) (AtCaMRLK) (Protein MATERNAL EFFECT EMBRYO ARREST 62)
ESY7_g16849_DN3_SP0_c21.t1	481	AT5G45810.1	AT5G45810.1	orthologue	GO:0004674;GO:0005515;GO:0007165;GO:0005634;GO:0005524;GO:0106310;GO:0004672;GO:0006468	CBL-interacting serine/threonine-protein kinase 19 (EC 2.7.11.1) (SNF1-related kinase 3.5) (SOS2-like protein kinase PKS21)
ESY7_g16850_DN3_SP0_c0.t1	434	AT5G45820.1	AT5G45820.1	orthologue	GO:0007165;GO:0004674;GO:0005634;GO:0009737;GO:0005829;GO:0005515;GO:0005524;GO:0106310;GO:0006468;GO:0004672	CBL-interacting serine/threonine-protein kinase 20 (EC 2.7.11.1) (SNF1-related kinase 3.6) (SOS2-like protein kinase PKS18)
ESY7_g16854_DN3_SP0_c0.t1	284	AT5G45830.1	AT5G45830.1	orthologue	GO:2000033;GO:0005515;GO:0009738;GO:0005634;GO:0010162;GO:0010182;GO:0006351;GO:0043565;GO:0042802	Delay of germination 1;Protein DELAY OF GERMINATION 1 (GLUCOSE SENSING QTL 5)
ESY7_g16855_DN3_SP0_c0.t1	683	AT5G45840.1	AT5G45840.1	orthologue	GO:0004674;GO:0010183;GO:0005515;GO:0009507;GO:0006468;GO:0007166;GO:0005524;GO:0044024;GO:0004672;GO:0090406;GO:0005886;GO:0012505;GO:0106310;GO:0016020	Protein MALE DISCOVERER 1 (AtMDIS1) (Probable LRR receptor-like serine/threonine-protein kinase At5g45840) (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
ESY7_g16857_DN3_SP0_c0.t1	441	AT5G45850.1	AT5G45850.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY7_g16858_DN3_SP0_c0.t1	163	AT5G45870.1, AT5G45860.1	AT5G45860.1	orthologue	GO:0005737;GO:0009738;GO:0038023;GO:0005634;GO:0005515;GO:0042803;GO:0010427;GO:0004864;GO:0005886	Abscisic acid receptor PYL11 (PYR1-like protein 11) (Regulatory components of ABA receptor 5);Abscisic acid receptor PYL12 (PYR1-like protein 12) (Regulatory components of ABA receptor 6)
ESY7_g16859_DN2_SP0_c0.t1	67					
ESY7_g16860_DN3_SP8_c0.t1	174	AT5G45880.1	AT5G45880.1	orthologue	GO:0005576;GO:0005615;GO:0003674	At5g45880 (Ole e I (Main olive allergen)-like protein) (Pollen Ole e 1 allergen and extensin family protein)
ESY7_g16861_DN3_SP0_c0.t1	314	AT5G45890.1	AT5G45890.1	orthologue	GO:0080187;GO:0009733;GO:0010150;GO:0008234;GO:0004197;GO:0009749;GO:0051603;GO:0009723;GO:0009507;GO:0005764;GO:0009735;GO:0009744;GO:0005615;GO:0009750;GO:0010282;GO:0010224;GO:0006508;GO:0009626;GO:0010623;GO:0050832;GO:1990169	Senescence-specific cysteine protease SAG12 (EC 3.4.22.-) (Cysteine proteinase SAG12) (Protein SENESCENCE-ASSOCIATED GENE 12)
ESY7_g16862_DN3_SP3_c0.t1	679	AT5G45900.1	AT5G45900.1	orthologue	GO:0000045;GO:0050832;GO:0000407;GO:1900056;GO:0006497;GO:0006995;GO:0006914;GO:0010150;GO:0019778;GO:0032446;GO:0019779;GO:0034727;GO:0005737;GO:0000423;GO:0015031;GO:0000422;GO:0006501;GO:0008641	Ubiquitin-like modifier-activating enzyme atg7 (ATG12-activating enzyme E1 atg7) (Autophagy-related protein 7) (AtAPG7) (Protein PEROXISOME UNUSUAL POSITIONING 4)
ESY7_g16863_DN3_SP0_c0.t1	352	AT2G04190.1, AT2G04170.1	AT2G04170.1	orthologue	GO:0003674;GO:0005739;GO:0005737;GO:0005634;GO:0005515	TRAF-like family protein
ESY7_g16865_DN3_SP8_c0.t1	791	AT5G26240.1	AT5G26240.1	orthologue	GO:0045824;GO:0005802;GO:0009826;GO:0005247;GO:0010038;GO:0005622;GO:0015108;GO:0043231;GO:0005253;GO:0034707;GO:0006821;GO:0016020;GO:0055085	Chloride channel protein;Chloride channel protein CLC-d (AtCLC-d) (CBS domain-containing protein CBSCLC2)
ESY7_g16866_DN2_SP0_c0.t1	328	AT5G26230.1	AT5G26230.1	orthologue	GO:0009741;GO:0005829;GO:0009536;GO:0005886;GO:0019210;GO:0005634;GO:0006629;GO:0009742	Probable membrane-associated kinase regulator 1
ESY7_g16867_DN3_SP0_c0.t1	267	AT5G19340.1	AT5G19340.1	orthologue	GO:0005515;GO:0005634	At5g19340
ESY7_g16868_DN3_SP8_c5.t1	710	AT5G19330.1	AT5G19330.1	orthologue	GO:0005515;GO:0009737;GO:0005737;GO:0016567;GO:0010187;GO:0009651;GO:0005634;GO:0005886	ARM REPEAT PROTEIN INTERACTING WITH ABF2 (ARIA);ARM repeat protein interacting with ABF2
ESY7_g16869_DN3_SP0_c0.t1	549	AT5G19320.1	AT5G19320.1	orthologue	GO:0000325;GO:0003674;GO:0009536;GO:0005783;GO:0006913;GO:0005635;GO:0005096;GO:0005819;GO:0009524;GO:0031965;GO:0005515	RAN GTPase-activating protein 2 (AtRanGAP2) (RanGAP2)
ESY7_g16872_DN3_SP0_c0.t1	397	AT5G19300.1	AT5G19300.1	orthologue	GO:0003674;GO:0005634;GO:0008168;GO:0032259	At5g19300 (Methyltransferase C9orf114 protein)
ESY7_g16873_DN3_SP0_c0.t1	335	AT5G19290.1	AT5G19290.1	orthologue	GO:0016298;GO:0047372;GO:0016020;GO:0009536;GO:0005737;GO:0005783;GO:0005794;GO:0005886	Alpha/beta-Hydrolases superfamily protein (Phospholipase-like protein) (Putative phospholipase)
ESY7_g16874_DN3_SP0_c0.t1	536	AT5G19280.2	AT5G19280.2	orthologue	GO:0005515;GO:0017018;GO:0004721;GO:0050408;GO:0005886;GO:0007165;GO:0019901;GO:0016310;GO:0009934;GO:0004722;GO:0046872;GO:0016020;GO:0016301;GO:0043169;GO:0006470	Protein phosphatase 2C 70 (AtPP2C70) (EC 3.1.3.16) (Kinase-associated protein phosphatase) (Protein ROOT ATTENUATED GROWTH 1);protein-serine/threonine phosphatase (EC 3.1.3.16)
ESY7_g16875_DN3_SP0_c0.t1	283	AT5G19260.1	AT5G19260.1	orthologue	GO:0003674;GO:0005634	Protein FANTASTIC FOUR 3
ESY7_g16878_DN3_SP0_c0.t1	188	AT5G19250.1, AT5G19230.1, AT5G19240.1	AT5G19230.1	orthologue	GO:0003674;GO:0016020;GO:0005576;GO:0005886;GO:0009536;GO:0071456;GO:0098552	Uncharacterized GPI-anchored protein At5g19230;Uncharacterized GPI-anchored protein At5g19240;Uncharacterized GPI-anchored protein At5g19250
ESY7_g16879_DN3_SP0_c0.t1	192	AT5G19250.1, AT5G19230.1, AT5G19240.1	AT5G19250.1	orthologue	GO:0003674;GO:0016020;GO:0005576;GO:0005886;GO:0009536;GO:0071456;GO:0098552	Uncharacterized GPI-anchored protein At5g19230;Uncharacterized GPI-anchored protein At5g19240;Uncharacterized GPI-anchored protein At5g19250
ESY7_g16880_DN3_SP8_c10.t1	510	AT5G19220.1	AT5G19220.1	orthologue	GO:0009570;GO:0009941;GO:0005978;GO:0008878;GO:0019252;GO:0009507;GO:0005524;GO:0009058	Glucose-1-phosphate adenylyltransferase large subunit 1, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)
ESY7_g16881_DN3_SP2_c0.t1	390	AT5G19210.2	AT5G19210.2	orthologue	GO:0003724;GO:0005737;GO:0008150;GO:0009507;GO:0003729;GO:0005634;GO:0003723;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 58, chloroplastic (EC 3.6.4.13)
ESY7_g16882_DN1_SP0_c0.t1	93	AT5G19210.2	AT5G19210.2	other	GO:0003724;GO:0005737;GO:0008150;GO:0009507;GO:0003729;GO:0005634;GO:0003723;GO:0005524;GO:0016887	DEAD-box ATP-dependent RNA helicase 58, chloroplastic (EC 3.6.4.13)
ESY7_g16884_DN3_SP0_c0.t1	59	AT2G25737.1	AT2G25737.1	orthologue	GO:0009507;GO:0003674;GO:0016567;GO:0031464;GO:0016020	Sulfite exporter TauE/SafE family protein;Sulfite exporter TauE/SafE family protein 3
ESY7_g16887_DN2_SP2_c0.t1	340	AT5G19200.1	AT5G19200.1	orthologue	GO:0030148;GO:0009507;GO:0006666;GO:0005789;GO:0070402;GO:0047560	3-dehydrosphinganine reductase TSC10B (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (KDS reductase) (3-ketosphinganine reductase)
ESY7_g16888_DN3_SP0_c0.t1	156	AT5G19190.1	AT5G19190.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein At5g19190
ESY7_g16889_DN3_SP5_c0.t1	449	AT5G19180.1	AT5G19180.1	orthologue	GO:0005737;GO:0019781;GO:0045116;GO:0005634;GO:0005829;GO:0046982;GO:0005515;GO:0008641;GO:0005524;GO:0016020;GO:0032446	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64);NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (RUB-activating enzyme) (Ubiquitin-activating enzyme E1-like protein)
ESY7_g16890_DN3_SP1_c0.t1	499	AT5G19160.1	AT5G19160.1	orthologue	GO:0016413;GO:0005794;GO:0005634;GO:0016020;GO:0016740	Protein trichome birefringence-like 11;TRICHOME BIREFRINGENCE-LIKE 11
ESY7_g16891_DN1_SP0_c0.t1	101	AT5G19151.1	AT5G19151.1	orthologue	GO:0005634;GO:0003674;GO:0008150	Transmembrane protein
ESY7_g16892_DN3_SP8_c0.t1	371	AT5G19150.1	AT5G19150.1	orthologue	GO:0006734;GO:0009507;GO:0005829;GO:0005739;GO:0047453;GO:0006739;GO:0110051;GO:0005524;GO:0016836	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)
ESY7_g16893_DN3_SP8_c0.t1	234	AT5G19140.1	AT5G19140.1	orthologue	GO:0009507;GO:0009536;GO:0005737;GO:0005886;GO:0003674	Aluminum induced protein with YGL and LRDR motifs;Aluminum induced protein with YGL and LRDR motifs (Putative aluminium-induced protein)
ESY7_g16896_DN3_SP1_c0.t1	697	AT5G19130.1	AT5G19130.1	orthologue	GO:0005634;GO:0009536;GO:0005783;GO:0016255;GO:0042765;GO:0003674;GO:0016020	GPI transamidase component family protein / Gaa1-like family protein
ESY7_g16897_DN3_SP0_c0.t1	390	AT5G19120.1	AT5G19120.1	orthologue	GO:0004190;GO:0005576;GO:0071456;GO:0006508	AT5g19120/T24G5_20 (Eukaryotic aspartyl protease family protein)
ESY7_g16898_DN3_SP0_c0.t1	385	AT5G19110.2	AT5G19110.2	orthologue	GO:0004190;GO:0005576;GO:0006508	Eukaryotic aspartyl protease family protein
ESY7_g16899_DN2_SP0_c0.t1	68	AT5G19110.2	AT5G19110.2	other	GO:0004190;GO:0005576;GO:0006508	Eukaryotic aspartyl protease family protein
ESY7_g16900_DN3_SP0_c0.t1	388	AT5G19110.2	AT5G19110.2	orthologue	GO:0004190;GO:0005576;GO:0006508	Eukaryotic aspartyl protease family protein
ESY7_g16901_DN2_SP0_c0.t1	97					
ESY7_g16903_DN3_SP2_c0.t1	608	AT5G19090.1	AT5G19090.1	orthologue	GO:0003674;GO:0005576;GO:0005634;GO:0009506;GO:0046872	Heavy metal-associated isoprenylated plant protein 33 (AtHIP33)
ESY7_g16906_DN3_SP0_c0.t1	369	AT5G19080.1	AT5G19080.1	orthologue	GO:0004842;GO:0016567;GO:0061630;GO:0005634;GO:0008270	Probable E3 ubiquitin-protein ligase LUL3 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LUL3) (Protein LOG2-LIKE UBIQUITIN LIGASE 3) (RING finger protein 398)
ESY7_g16907_DN3_SP8_c0.t1	281	AT5G19070.1	AT5G19070.1	orthologue	GO:0016020;GO:0005886;GO:0003674	At5g19070 (SNARE associated Golgi protein family);SNARE associated Golgi protein family
