Eutrema_salsugineum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_024005666.1	61	AT4G35783.1	AT4G35783.1	orthologue	GO:0005739;GO:0048367;GO:0003674;GO:0008285;GO:0005886	Small polypeptide DEVIL 17 (Small polypeptide ROTUNDIFOLIA LIKE 6) (Small polypeptide ROT-FOUR-LIKE 6)
XP_024005667.1	224	AT4G14710.5, AT4G14716.1	AT4G14716.1	orthologue	GO:0019509;GO:0005886;GO:0005515;GO:0010309;GO:0005829;GO:0006555;GO:0005506;GO:0051302;GO:0005634;GO:0005737;GO:0010308;GO:0016151;GO:0016491	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53);Acireductone dioxygenase 2 (Acireductone dioxygenase (Fe(2+)-requiring) 2) (ARD' 2) (Fe-ARD 2) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring) 2) (ARD 2) (Ni-ARD 2) (EC 1.13.11.53);Acireductone dioxygenase 3 (Acireductone dioxygenase (Fe(2+)-requiring) 3) (ARD' 3) (Fe-ARD 3) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring) 3) (ARD 3) (Ni-ARD 3) (EC 1.13.11.53)
XP_024005668.1	56	AT2G35736.1	AT2G35736.1	other	GO:0003674;GO:0005575	Uncharacterized protein At2g35736
XP_024005669.1	607	AT1G03530.1	AT1G03530.1	orthologue	GO:0000493;GO:0001522;GO:0005732;GO:0003723;GO:0042254;GO:0005634;GO:0009506;GO:0006364	H/ACA ribonucleoprotein complex non-core subunit NAF1
XP_024005670.1	672	AT4G16050.1	AT4G16050.1	orthologue	GO:0009507;GO:0005634;GO:0003674;GO:0010073;GO:0008483;GO:0048507	Aminotransferase-like, plant mobile domain family protein
XP_024005671.1	1157	AT4G16960.1, AT4G16940.2, AT4G16900.1, AT4G16857.2, AT4G16957.1, AT4G16950.1, AT4G16860.1, AT4G16920.2, AT4G16890.1, AT5G51630.1, AT5G17970.1	AT5G51630.1	other	GO:0005515;GO:0009733;GO:0005737;GO:0042742;GO:0002758;GO:0009862;GO:0005634;GO:0007165;GO:0005829;GO:0006952;GO:0043531;GO:0000166;GO:0061809;GO:0043231;GO:0005575;GO:0003674;GO:0008150;GO:0009507;GO:0009409;GO:0030275;GO:0016887;GO:0005739;GO:0005524;GO:0005783;GO:0050832;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6);Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family protein;Disease resistance protein RPP4 (EC 3.2.2.6) (Protein CHILLING-SENSITIVE 2) (Protein RECOGNITION OF PERONOSPORA PARASITICA 4);Disease resistance protein RPP5 (EC 3.2.2.6) (Protein RECOGNITION OF PERONOSPORA PARASITICA 5);Protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1 (AtSNC1) (Disease resistance RPP5-like protein) (Probable NAD(+) hydrolase SNC1) (EC 3.2.2.6);SUPPRESSOR OF, CONSTITUTIVE protein
XP_024005672.1	70	AT4G23760.1	AT4G23760.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0005829	Cox19-like CHCH family protein
XP_024005673.1	607	AT4G27860.3	AT4G27860.3	orthologue	GO:0010168;GO:0005634;GO:0005381;GO:0016020;GO:0005783;GO:0006880;GO:0005515;GO:0005384;GO:0030026;GO:0005789	Membrane protein of ER body 1;Vacuolar iron transporter (VIT) family protein
XP_024005674.1	1778	AT4G19500.1	AT4G19500.1	other	GO:0061809;GO:0043531;GO:0016887;GO:0006952;GO:0005737;GO:0007165;GO:0005524;GO:0003723;GO:0006629;GO:0003676;GO:0052689	Disease resistance protein RPP2A (EC 3.2.2.6);Nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein
XP_024005677.1	1339	AT4G19520.1	AT4G19520.1	orthologue	GO:0005737;GO:0071456;GO:0061809;GO:0007165;GO:0006952;GO:0043531;GO:0005524;GO:0005515	Disease resistance protein (TIR-NBS-LRR class) family;Probable disease resistance protein At4g19520 (EC 3.2.2.6)
XP_024005678.1	1033	AT4G19490.1	AT4G19490.1	orthologue	GO:0000938;GO:0042147;GO:0000139;GO:0019905;GO:0005794;GO:0005515;GO:0006896;GO:0005829;GO:0009507;GO:0015031	Vacuolar protein sorting-associated protein 54, chloroplastic (AtVPS54)
XP_024005681.1	308	AT4G37850.1	AT4G37850.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0000976;GO:0046983	Transcription factor bHLH25 (Basic helix-loop-helix protein 25) (AtbHLH25) (bHLH 25) (Transcription factor EN 29) (bHLH transcription factor bHLH025)
XP_024005682.1	90	AT4G33467.1	AT4G33467.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
XP_024005683.1	1457	AT4G36520.1	AT4G36520.1	orthologue	GO:0030276;GO:0043231;GO:0072583;GO:0072318;GO:0031982;GO:0005737	Chaperone DnaJ-domain superfamily protein
XP_024005684.1	773	AT4G15020.1	AT4G15020.1	orthologue	GO:0046983;GO:0005634;GO:0008150;GO:0003677;GO:0008270	HAT transposon superfamily
XP_024005685.1	1671	AT4G14760.1	AT4G14760.1	orthologue	GO:0051015;GO:0003779;GO:0005886;GO:0005634;GO:0016020	Protein NETWORKED 1B
XP_024005686.1	927	AT4G21070.1	AT4G21070.1	orthologue	GO:0000724;GO:0004842;GO:0005634;GO:0070531;GO:0045944;GO:0006281;GO:0005515;GO:0031436;GO:0071480;GO:0006310;GO:0010332;GO:0008270;GO:0006974	Protein BREAST CANCER SUSCEPTIBILITY 1 homolog (AtBRCA1)
XP_024005688.1	418	AT4G32540.2	AT4G32540.2	orthologue	GO:0022603;GO:0103075;GO:0009851;GO:0004497;GO:0009911;GO:0005789;GO:0050660;GO:0050661;GO:0010229;GO:0004499;GO:0048825;GO:2000024;GO:0048827	Flavin-containing monooxygenase (EC 1.-.-.-);Probable indole-3-pyruvate monooxygenase YUCCA1 (EC 1.14.13.168) (Flavin-containing monooxygenase YUCCA1)
XP_024005690.1	83	AT5G51465.1	AT5G51465.1	orthologue	GO:0030275;GO:0033612;GO:1903409;GO:0048046;GO:0005576;GO:0005886	Serine rich endogenous peptide 18 (AtSCOOP18) (Phytocytokine SCOOP18) (Precursor of serine rich endogenous peptide phytocytokine 18)
XP_024005693.1	130	AT4G25950.1	AT4G25950.1	orthologue	GO:0000221;GO:0046961;GO:0016471;GO:0016887;GO:0005886;GO:0005773;GO:0008150;GO:1902600	V-type proton ATPase subunit G;V-type proton ATPase subunit G3 (V-ATPase subunit G3) (Vacuolar H(+)-ATPase subunit G isoform 3) (Vacuolar proton pump subunit G3)
XP_024005694.1	319	AT4G13660.1	AT4G13660.1	orthologue	GO:0005737;GO:0009506;GO:0010283;GO:0010494;GO:0009807;GO:0016491	Pinoresinol reductase 2 (AtPrR2) ((-)-pinoresinol reductase) (EC 1.23.1.3) (Pinoresinol-lariciresinol reductase 2) (AtPLR2)
XP_024005696.1	385	AT4G13590.1	AT4G13590.1	orthologue	GO:0071421;GO:0070588;GO:0009941;GO:0015085;GO:0005384;GO:0009507;GO:0019722;GO:0005794;GO:0032468;GO:0009706;GO:0032472;GO:0006816;GO:0016020;GO:0046873	GDT1 family protein;Protein PAM71-homolog, chloroplastic (GDT1-like protein 2) (PHOTOSYNTHESIS AFFECTED MUTANT71-homolog)
XP_024005697.1	57	AT4G25225.2	AT4G25225.2	orthologue	GO:0005575;GO:0003674;GO:0016020	Transmembrane protein
XP_024005698.1	133	AT4G26810.1	AT4G26810.1	orthologue	GO:0005634;GO:0003674	At4g26810 (SWIB/MDM2 domain superfamily protein)
XP_024005699.1	695	AT4G15980.2	AT4G15980.2	orthologue	GO:0042545;GO:0045490;GO:0030599;GO:0046910;GO:0048046;GO:0004857;GO:0005576	Pectinesterase (EC 3.1.1.11);Putative pectinesterase/pectinesterase inhibitor 43 [Includes: Pectinesterase inhibitor 43 (Pectin methylesterase inhibitor 43); Pectinesterase 43 (PE 43) (EC 3.1.1.11) (Pectin methylesterase 43) (AtPME43)]
XP_024005701.1	222	AT4G25410.1	AT4G25410.1	orthologue	GO:0006355;GO:0006357;GO:0003700;GO:0005634;GO:0000977;GO:0090575;GO:0046983;GO:0000981;GO:0003677	Transcription factor bHLH126 (Basic helix-loop-helix protein 126) (AtbHLH126) (bHLH 126) (Transcription factor EN 3) (bHLH transcription factor bHLH126)
XP_024005702.1	774	AT4G18150.1	AT4G18150.1	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	Serine/Threonine-kinase, putative (DUF1296)
XP_024005703.1	627	AT4G32630.2	AT4G32630.2	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0005096;GO:0008270	ArfGap/RecO-like zinc finger domain-containing protein
XP_024005704.1	262	AT4G35040.1	AT4G35040.1	orthologue	GO:0006357;GO:0003700;GO:0006351;GO:0000976;GO:0005634;GO:0000978;GO:0006355;GO:0000981;GO:0071294;GO:0005515;GO:0003677;GO:0010043	Basic leucine zipper 19 (AtbZIP19) (bZIP protein 19)
XP_024005705.1	248	AT1G66770.1	AT1G66770.1	orthologue	GO:0005515;GO:0051119;GO:0005886;GO:0051260;GO:0016020;GO:0008643	Bidirectional sugar transporter SWEET6 (AtSWEET6) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 6)
XP_024005706.1	407	AT4G14245.1	AT4G14245.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0043130;GO:0043161;GO:0005515	Plant UBX domain-containing protein 16 (PUX16);Structural constituent of ribosome protein
XP_024005712.1	909	AT4G14310.2	AT4G14310.2	orthologue	GO:0005515;GO:0009505;GO:0005634;GO:0005737;GO:0051301;GO:0016020	KIN14B-interacting protein At4g14310;Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
XP_024005713.1	444	AT4G16845.1	AT4G16845.1	orthologue	GO:0010048;GO:0005515;GO:0005634;GO:0009409;GO:0141044;GO:0005677;GO:0003700;GO:0031490;GO:0001222;GO:0008270	Polycomb group protein VERNALIZATION 2;VEFS-Box of polycomb protein
XP_024005714.1	933	AT4G20920.2	AT4G20920.2	other	GO:0034587;GO:0030422;GO:0008173;GO:0001510;GO:0008171;GO:0005634;GO:0005737;GO:0003723;GO:0031047	Small RNA 2'-O-methyltransferase (EC 2.1.1.386)
XP_024005716.1	352	AT5G22560.1	AT5G22560.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0016020	Emb|CAB72473.1 (Transmembrane protein, putative (DUF247))
XP_024005717.1	134	AT5G58440.1	AT5G58440.1	other	GO:0005515;GO:0005829;GO:0005634;GO:0032585;GO:0090351;GO:0032502;GO:0035091;GO:0051604;GO:0009536;GO:0030904;GO:0007165;GO:0005794;GO:0015031	Sorting nexin 2A
XP_024005718.1	168	AT1G75600.1	AT1G75600.1	orthologue	GO:0030527;GO:0005634;GO:0005739;GO:0046982;GO:0000786;GO:0003677	Histone H3-like 3
XP_024005720.1	136	AT4G40030.2	AT4G40030.2	other	GO:0030527;GO:0005634;GO:0000786;GO:0003677;GO:0046982;GO:0005886;GO:0005730;GO:0030875	Histone H3.3 (Histone H3.2);Histone superfamily protein
XP_024005723.1	407	AT4G27585.1	AT4G27585.1	orthologue	GO:0005739;GO:0005829;GO:0097250;GO:0016020;GO:0008270;GO:0007005	SPFH/Band 7/PHB domain-containing membrane-associated protein family (Stomatin-like protein)
XP_024005724.1	2236	AT4G22970.3, AT5G28550.1	AT4G22970.3	orthologue	GO:0005634;GO:0006508;GO:0004197;GO:0051307;GO:0009960;GO:0016192;GO:0008233;GO:0045876;GO:0009793;GO:0009826;GO:0072686;GO:0000911;GO:0051304;GO:0006887;GO:0009749;GO:0005737;GO:0005874;GO:2000114;GO:0000280;GO:0098813	Separase;Separase (EC 3.4.22.49) (Protein EXTRA SPINDLE POLES) (AtESP) (Protein RADIALLY SWOLLEN 4);separase (EC 3.4.22.49)
XP_024005727.1	263	AT2G03020.1, AT4G16540.1, AT4G16545.1, AT4G16555.1	AT4G16545.1	other	GO:0003674;GO:0005575;GO:0005737;GO:0009507;GO:0008150	HSP20-like chaperone;Heat shock protein HSP20/alpha crystallin family;Heat shock protein HSP20/alpha crystallin family protein
XP_024005728.1	565	AT4G37190.1	AT4G37190.1	orthologue	GO:0005739;GO:0005737;GO:0003674;GO:0000325;GO:0007005;GO:0005856	AT4G37190 protein (Plasma membrane, autoregulation-binding site, misato segment II, myosin-like, tubulin/FtsZ protein);At4g37190 (Plasma membrane, autoregulation-binding site, misato segment II, myosin-like, tubulin/FtsZ protein) (Tubulin-like protein)
XP_024005729.1	198	AT4G20380.8	AT4G20380.8	orthologue	GO:0000303;GO:0009626;GO:0009862;GO:0005576;GO:0043069;GO:0010104;GO:0043067;GO:0005515;GO:0002240;GO:0001666;GO:0010310;GO:0010618;GO:0010602;GO:0009409;GO:0003700;GO:0005634;GO:0005737	LSD1 zinc finger family protein;Protein LSD1 (Protein CHILLING SENSITIVE 4) (Protein LESION SIMULATING DISEASE 1) (AtLSD1) (Putative zinc finger LSD1)
XP_024005743.1	290	AT4G32030.1	AT4G32030.1	other	GO:0005737;GO:0003674;GO:0005634	At4g32030;Uncharacterized protein
XP_024005744.1	559	AT4G36940.1	AT4G36940.1	orthologue	GO:0004516;GO:0034355;GO:0009435;GO:0005737;GO:0005829;GO:0016757;GO:0046872	Nicotinate phosphoribosyltransferase 1 (NAPRTase) (EC 6.3.4.21)
XP_024005745.1	439	AT4G36920.1	AT4G36920.1	orthologue	GO:0048316;GO:0010093;GO:0030154;GO:0010073;GO:0006355;GO:0000976;GO:0003700;GO:0005634;GO:0009908;GO:0048481;GO:0019953;GO:0003677	Floral homeotic protein APETALA 2
XP_024005746.1	375	AT4G36880.1	AT4G36880.1	orthologue	GO:0005777;GO:0009845;GO:0009739;GO:0010114;GO:0003674;GO:0005576;GO:0004197;GO:0005615;GO:0005764;GO:0051603;GO:0006508;GO:0008234	Germination-specific cysteine protease 1 (EC 3.4.22.-) (RD21A-like protease 1)
XP_024005752.1	1225	AT4G34310.1	AT4G34310.1	orthologue	GO:0003674;GO:0005634;GO:0009507	Alpha/beta-Hydrolases superfamily protein
XP_024005755.1	971	AT4G34430.4	AT4G34430.4	orthologue	GO:0005634;GO:0005515;GO:0008270;GO:0003677;GO:0006325;GO:0060255;GO:0080090	SWI/SNF complex subunit SWI3D (AtSWI3D) (Transcription regulatory protein SWI3D)
XP_024005757.1	664	AT4G34440.1	AT4G34440.1	orthologue	GO:0046777;GO:0004674;GO:0005634;GO:0090406;GO:0005524;GO:0005886;GO:0106310;GO:0004672;GO:0006468	Proline-rich receptor-like protein kinase PERK5 (EC 2.7.11.1) (Proline-rich extensin-like receptor kinase 5) (AtPERK5)
XP_024005760.1	388	AT4G34400.1	AT4G34400.1	orthologue	GO:0003674;GO:0009507;GO:0003677;GO:0005634	B3 domain-containing protein At4g34400
XP_024005762.1	152	AT1G73550.1	AT1G73550.1	orthologue	GO:0005575;GO:0003674;GO:0005886;GO:0098552	Non-specific lipid transfer protein GPI-anchored 8 (AtLTPG-8) (Protein LTP-GPI-ANCHORED 8)
XP_024005764.1	747	AT4G21550.1	AT4G21550.1	orthologue	GO:0005634;GO:0006355;GO:0048366;GO:0003700;GO:0003677	B3 domain-containing transcription factor VAL3 (Protein HIGH-LEVEL EXPRESSION OF SUGAR-INDUCIBLE-LIKE 2) (Protein VP1/ABI3-LIKE 3);VP1/ABI3-like 3
XP_024005765.1	182	AT4G15053.1	AT4G15053.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0016020	NEP-interacting protein, putative (DUF239)
XP_024005770.1	624	AT4G36050.2	AT4G36050.2	orthologue	GO:0005634;GO:0008270;GO:0008311;GO:0006281;GO:0008081;GO:0003906;GO:0006284;GO:0046403;GO:0004527;GO:0005576;GO:0004519;GO:0003824;GO:0004518	DNA-(apurinic or apyrimidinic site) endonuclease 2;DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.-.-) (Apurinic-apyrimidinic endonuclease 2)
XP_024005775.1	431	AT3G50710.1, AT5G56452.1	AT3G50710.1	other	GO:0008150;GO:0005575;GO:0003674;GO:0005634;;GO:0005515	FBD-like domain family protein;Putative FBD-associated F-box protein At3g50710
XP_024005776.1	287	AT4G18260.1	AT4G18260.1	orthologue	GO:0140575;GO:0005575;GO:0020037;GO:0016491;GO:0016020;GO:0046872	Cytochrome b561 domain-containing protein At4g18260 (Protein b561A.tha13)
XP_024005777.1	253				GO:0005634	
XP_024005778.1	402	AT4G17660.1	AT4G17660.1	orthologue	GO:0004674;GO:0044024;GO:0005829;GO:0006468;GO:0016310;GO:0005524;GO:0005886;GO:0006952;GO:0106310;GO:0004672	Probable serine/threonine-protein kinase PBL20 (EC 2.7.11.1) (PBS1-like protein 20)
XP_024005785.1	391					
XP_024005787.1	522	AT5G46570.1	AT5G46570.1	other	GO:0004674;GO:0009742;GO:0005886;GO:0005634;GO:0005524;GO:0106310;GO:0004672;GO:0006468;GO:0005515	Serine/threonine-protein kinase BSK2 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 2)
XP_024005789.1	204	AT4G24715.1	AT4G24715.1	orthologue	GO:0008150;GO:0005575;GO:0003674;GO:0005886;GO:0010167;GO:0015112;GO:0042128;GO:0015706	High-affinity nitrate transporter 3.2
XP_024005790.1	93	AT3G48900.2	AT3G48900.2	other	GO:0000723;GO:0008821;GO:0006281;GO:0006259;GO:0017108;GO:0009650;GO:0005634;GO:0046872;GO:0016020;GO:0048256;GO:0004518	Single-strand DNA endonuclease 1 (AtSEND1) (EC 3.1.-.-) (Flap endonuclease GEN-like 2) (XPG-like endonuclease 2);Single-stranded DNA endonuclease family protein
XP_024005791.1	936	AT4G24580.1	AT4G24580.1	orthologue	GO:0007165;GO:0009860;GO:0070382;GO:0009865;GO:0045177;GO:0005096;GO:0035024;GO:0031267;GO:0048868;GO:0043547;GO:0090406;GO:0005938;GO:0016324;GO:0009846;GO:0005634;GO:0035091;GO:0005737;GO:0005886;GO:0090630	Rho GTPase activation protein (RhoGAP) with PH domain-containing protein;Rho GTPase-activating protein REN1 (Protein ROP1 ENHANCER 1) (Rho-type GTPase-activating protein REN1)
XP_024005793.1	148					
XP_024005795.1	274	AT4G27330.1	AT4G27330.1	orthologue	GO:0005515;GO:0003700;GO:0048653;GO:0005634;GO:0048533	Protein SPOROCYTELESS (Protein NOZZLE) (Transcription factor SPL)
XP_024005797.1	118	AT4G35165.1, AT2G14378.1	AT4G35165.1	orthologue	GO:0005576;GO:2000008;GO:0080155;GO:0009567;GO:0031982;GO:0003674	Egg cell-secreted-like protein (DUF1278)
XP_024005798.1	308	AT4G32610.1	AT4G32610.1	orthologue	GO:0005507;GO:0005634;GO:0005739;GO:0005759;GO:0005886	AT4G32605 protein (Mitochondrial glycoprotein family protein);Copper ion binding protein
XP_024005799.1	139	AT4G28395.1	AT4G28395.1	orthologue	GO:0005788;GO:0048235;GO:0005319;GO:0005576;GO:0006869;GO:0008289	Protein ARABIDOPSIS THALIANA ANTHER 7 (AtA7) (Non-specific lipid transfer protein Y.4) (AtLtpY.4)
XP_024005800.1	420	AT4G26170.1	AT4G26170.1	orthologue	GO:0003677;GO:0006355;GO:0005576;GO:0005634;GO:0005737	Protein EFFECTOR OF TRANSCRIPTION 1 (AtET1)
XP_024005802.1	1043	AT4G33010.1	AT4G33010.1	other	GO:0004375;GO:0016594;GO:0005960;GO:0003729;GO:0009570;GO:0005829;GO:0046686;GO:0005739;GO:0009534;GO:0006546;GO:0030170;GO:0009507;GO:0005886;GO:0005515;GO:0048046;GO:0009941;GO:0019464;GO:0006544	Glycine cleavage system P protein (EC 1.4.4.2);Glycine dehydrogenase (decarboxylating) 1, mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein 1) (Glycine decarboxylase 1) (Glycine decarboxylase P-protein 1) (AtGLDP1) (Glycine dehydrogenase (aminomethyl-transferring) 1)
XP_024005806.1	234	AT4G31290.1	AT4G31290.1	other	GO:0005737;GO:0006751;GO:0061928;GO:0003839;GO:0005634	Gamma-glutamylcyclotransferase 2-2 (AtGGCT2;2) (EC 4.3.2.7) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;2)
XP_024005811.1	432	AT4G24900.1	AT4G24900.1	orthologue	GO:0009960;GO:0005634;GO:0009793;GO:0005515;GO:0008270;GO:0009742	Coiled coil protein;TITAN-like protein
XP_024005815.1	481	AT4G28070.2	AT4G28070.2	orthologue	GO:0016887;GO:0005739;GO:0009507;GO:0008150;GO:0005737;GO:0005524	AFG1-like ATPase family protein;AFG1-like ATPase family protein (At4g28070)
XP_024005817.1	124	AT5G38317.1, AT5G38330.1, AT5G42242.1	AT5G38317.1	orthologue	GO:0005576;GO:0003674;GO:0006952;GO:0008150;GO:0031640;GO:0050832	Defensin-like protein 181 (Low-molecular-weight cysteine-rich protein 80) (Protein LCR80) (Plant defensin 3.1);Putative defensin-like protein 179 (Putative low-molecular-weight cysteine-rich protein 57) (Protein LCR57);Putative defensin-like protein 180 (Putative low-molecular-weight cysteine-rich protein 58) (Protein LCR58)
XP_024005818.1	334	AT4G25020.1	AT4G25020.1	orthologue	GO:0005681;GO:0000398;GO:0003676;GO:0005634	At4g25020 (D111/G-patch domain-containing protein)
XP_024005819.1	613	AT4G39160.2	AT4G39160.2	orthologue	GO:0070898;GO:0005634;GO:0000126;GO:0001156;GO:0003677	At4g39160 (Homeodomain-like superfamily protein);Homeodomain-like superfamily protein
XP_024005820.1	573	AT4G16155.1	AT4G16155.1	orthologue	GO:0009941;GO:0004148;GO:0006103;GO:0009570;GO:0050660;GO:0005739;GO:0005829;GO:0046685;GO:0009507;GO:0006090;GO:0045252;GO:0016668;GO:0016491	Dihydrolipoyl dehydrogenase 2, chloroplastic (ptLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Protein LIPOAMIDE DEHYDROGENASE 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2)
XP_024005822.1	676	AT4G17895.1	AT4G17895.1	orthologue	GO:0005634;GO:0005829;GO:0004843;GO:0031647;GO:0006508;GO:0016579	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (AtUBP20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20)
XP_024005823.1	490	AT4G37400.1	AT4G37400.1	orthologue	GO:0005506;GO:0016705;GO:0016020;GO:0016709;GO:0042343;GO:0020037;GO:0004497	Cytochrome P450 81F3 (EC 1.14.-.-)
XP_024005825.1	139	AT4G25590.1	AT4G25590.1	orthologue	GO:0005884;GO:0030042;GO:0015629;GO:0005737;GO:0051015;GO:0005634;GO:0003779	Actin depolymerizing factor 7;Actin-depolymerizing factor 7 (ADF-7) (AtADF7)
XP_024005826.1	324	AT4G39460.1	AT4G39460.1	orthologue	GO:0000095;GO:0009941;GO:0009507;GO:0005743;GO:0005739;GO:0009536;GO:0005886;GO:0009658;GO:0015805;GO:0031966;GO:0031969;GO:0055085	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial (S-adenosylmethionine transporter 1) (AtSAMT1)
XP_024005830.1	101	AT4G17713.1, AT4G17718.1, AT2G06166.1	AT4G17718.1	other	GO:0003674;GO:0005576;GO:0008150;GO:0046872;GO:0031640;GO:0050832	Defensin-like protein 306;Putative defensin-like protein 305;Putative defensin-like protein 307
XP_024005831.1	176					
XP_024005834.1	153					
XP_024005837.1	261	AT4G16555.1, AT4G16540.1, AT2G03020.1	AT2G03020.1	orthologue	GO:0003674;GO:0005575;GO:0005737;GO:0008150;GO:0009507	HSP20-like chaperone;Heat shock protein HSP20/alpha crystallin family
XP_024005839.1	705	AT5G45990.2, AT3G13210.1	AT5G45990.2	orthologue	GO:0000245;GO:0071007;GO:0000398;GO:0071014;GO:0005634;GO:0003674;GO:0000974;GO:0009536;GO:0005681;GO:0005515;GO:0006396;GO:0071011	CRN (Crooked neck) protein (Crooked neck protein, putative / cell cycle protein);Crooked neck protein, putative / cell cycle protein
XP_024005840.1	126	AT4G13230.1	AT4G13230.1	orthologue	GO:0003674;GO:0005829;GO:0008150	Uncharacterized protein At4g13230
XP_024005841.1	1402	AT4G15236.1, AT4G15233.1	AT4G15233.1	orthologue	GO:0005634;GO:0016887;GO:0140359;GO:0005524;GO:0005886;GO:0016020	ABC transporter G family member 42 (ABC transporter ABCG.42) (AtABCG42) (Pleiotropic drug resistance protein 14);ABC transporter G family member 43 (ABC transporter ABCG.43) (AtABCG43) (Pleiotropic drug resistance protein 15);ABC-2 and Plant PDR ABC-type transporter family protein
XP_024005851.1	248	AT1G78460.1	AT1G78460.1	orthologue	GO:0005737;GO:0003674	AT1G78460 protein (F3F9.3) (SOUL heme-binding family protein) (T30F21.20 protein)
XP_024005852.1	140	AT1G48920.1	AT1G48920.1	other	GO:0010305;GO:0005515;GO:0010588;GO:0048366;GO:0048367;GO:0006364;GO:0005730;GO:0080057;GO:0003729;GO:0005739;GO:0048364;GO:0042254;GO:0003723;GO:0080056;GO:0005634;GO:0003677;GO:0003676	Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1)
XP_024005853.1	397	AT4G39870.1	AT4G39870.1	orthologue	GO:0008150;GO:0003674;GO:0005739	Oxidation resistance protein 1
XP_024005855.1	1475	AT4G14970.1	AT4G14970.1	orthologue	GO:1990918;GO:0005634;GO:0007129;GO:0007131;GO:0070182;GO:0000793;GO:0031573;GO:0036297;GO:0006281	FANCD2 (Fanconi anemia group D2 protein);Fanconi anemia group D2 protein
