Camelina_sativa	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_019097611.1	55	AT5G08040.1	AT5G08040.1	orthologue	GO:0005739;GO:0005742;GO:0005886;GO:0003674;GO:0015031	Mitochondrial import receptor subunit TOM5 homolog (Translocase of outer membrane 5 kDa subunit homolog)
XP_019097613.1	160	AT1G55775.1	AT1G55775.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0046872	Heavy metal-associated domain protein
XP_019097614.1	469	AT5G40595.1	AT5G40595.1	other	GO:0005739;GO:0003674;GO:0008150	DUF4283 domain-containing protein
XP_019097615.1	235	AT5G20740.2	AT5G20740.2	orthologue	GO:0009507;GO:0046910;GO:1902183;GO:0009505;GO:0009827;GO:0004857;GO:0048046;GO:0043086	Pectinesterase inhibitor 3 (Pectin methylesterase inhibitor 3) (AtPMEI3);Plant invertase/pectin methylesterase inhibitor superfamily protein
XP_019097617.1	76	AT5G14105.1	AT5G14105.1	orthologue	GO:0008150;GO:0045271;GO:0003674	At5g14105
XP_019097620.1	599	AT5G17960.1	AT5G17960.1	orthologue	GO:0009739;GO:0009414;GO:0009411;GO:0009651;GO:0009751;GO:0010200;GO:0003674;GO:0005634	CHP-rich zinc finger protein-like (Cysteine/Histidine-rich C1 domain family protein)
XP_019097621.1	98	AT5G03440.1	AT5G03440.1	orthologue	GO:0005634;GO:0003674;GO:0008150	At5g03440 (Zinc finger protein)
XP_019097624.1	86	AT5G09960.1	AT5G09960.1	orthologue	GO:0005886;GO:0005634;GO:0003674	At5g09960 (Sorbin/SH3 domain protein);Sorbin/SH3 domain protein
XP_019097625.1	203	AT5G19200.1	AT5G19200.1	other	GO:0030148;GO:0009507;GO:0006666;GO:0005789;GO:0070402;GO:0047560	3-dehydrosphinganine reductase TSC10B (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (KDS reductase) (3-ketosphinganine reductase)
XP_019097628.1	247					
XP_019097630.1	69	AT5G18790.1	AT5G18790.1	orthologue	GO:0005739;GO:0006412;GO:0003735;GO:0005737;GO:0015934;GO:0005840	50S ribosomal protein L33, chloroplastic
XP_019097631.1	95	AT5G44005.1	AT5G44005.1	orthologue	GO:0005739;GO:0003674	At5g44005
XP_019097632.1	71	AT5G09225.1	AT5G09225.1	orthologue	GO:0003674;GO:0005739;GO:0008150;GO:0016020	Transmembrane protein
XP_019097633.1	354	AT5G02890.1	AT5G02890.1	orthologue	GO:0042759;GO:0005575;GO:0010025;GO:0016747	At5g02890 (HXXXD-type acyl-transferase family protein)
XP_019097634.1	89	AT5G03120.2	AT5G03120.2	orthologue	GO:0003674;GO:0005576;GO:0016020	Transmembrane protein
XP_019097635.1	214	AT5G23360.1, AT5G23350.1	AT5G23350.1	orthologue	GO:0003674;GO:0005575;GO:0009507	GEM-like protein 6;GEM-like protein 7
XP_019097636.1	74	AT5G02550.1	AT5G02550.1	orthologue	GO:0003674;GO:0005634	At5g02550
XP_019097643.1	292				GO:0005886;GO:0008374;GO:0019432;GO:0045017	
XP_019097644.1	278	AT5G16350.1, AT5G12420.1	AT5G16350.1	other	GO:0019432;GO:0047196;GO:0005783;GO:0008374;GO:0009414;GO:0010025;GO:0005794;GO:0005886;GO:0004144;GO:0009651;GO:0009737;GO:0005634;GO:0000139;GO:0005789;GO:0045017	O-acyltransferase (WSD1-like) family protein;Wax ester synthase/diacylglycerol acyltransferase 7 (WS/DGAT 7) (Diacylglycerol O-acyltransferase WSD7) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD7) (EC 2.3.1.75);Wax ester synthase/diacylglycerol acyltransferase 8 (WS/DGAT 8) (Diacylglycerol O-acyltransferase WSD8) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD8) (EC 2.3.1.75)
XP_019097645.1	261	AT5G16350.1, AT5G12420.1	AT5G16350.1	other	GO:0019432;GO:0047196;GO:0005783;GO:0008374;GO:0009414;GO:0010025;GO:0005794;GO:0005886;GO:0004144;GO:0009651;GO:0009737;GO:0005634;GO:0000139;GO:0005789;GO:0045017	O-acyltransferase (WSD1-like) family protein;Wax ester synthase/diacylglycerol acyltransferase 7 (WS/DGAT 7) (Diacylglycerol O-acyltransferase WSD7) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD7) (EC 2.3.1.75);Wax ester synthase/diacylglycerol acyltransferase 8 (WS/DGAT 8) (Diacylglycerol O-acyltransferase WSD8) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD8) (EC 2.3.1.75)
XP_019097646.1	64	AT2G47380.1	AT2G47380.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0098803;GO:0005743	Probable cytochrome c oxidase subunit 5C-1 (Cytochrome c oxidase polypeptide Vc-1)
XP_019097647.1	606	AT1G29025.1	AT1G29025.1	orthologue	GO:0008324;GO:0005509;GO:0005575;GO:0015297;GO:0016020;GO:0070588;GO:0006812;GO:0006874;GO:0015369	Calcium-binding EF-hand family protein
XP_019097648.1	384	AT5G45000.1	AT5G45000.1	orthologue	GO:0003674;GO:0005737;GO:0007165;GO:0005634;GO:0006952	Disease resistance protein (TIR-NBS-LRR class) family
XP_019097649.1	68	AT5G26790.1	AT5G26790.1	orthologue	GO:0003674;GO:0005575;GO:0016020	At5g26790 (Transmembrane protein)
XP_019097651.1	531	AT5G26190.1, AT5G39471.1	AT5G39471.1	other	GO:0005634;GO:0005515;GO:0008150;GO:0003674;GO:0008270;GO:0046872	Cysteine/Histidine-rich C1 domain family protein;Cysteine/Histidine-rich C1 domain family protein (Similarity to CHP-rich zinc finger protein)
XP_019097652.1	61	AT5G24879.1	AT5G24879.1	orthologue	GO:0003674;GO:0005575	Obg domain-containing protein
XP_019097653.1	64	AT5G03210.2	AT5G03210.2	orthologue	GO:0005634;GO:0051607;GO:0005829;GO:0003674	Arabidopsis thaliana genomic DNA, chromosome 5, P1 clone:MOK16 (E3 ubiquitin-protein ligase);E3 ubiquitin-protein ligase
XP_019097654.1	93	AT5G22270.1	AT5G22270.1	orthologue	GO:0005515;GO:0009873;GO:0009651;GO:2000377;GO:0005634	Protein salt-induced and EIN3/EIL1-dependent 1
XP_019097656.1	652	AT5G02500.1	AT5G02500.1	orthologue	GO:0009408;GO:0006457;GO:0005829;GO:0000325;GO:0050832;GO:0098542;GO:0010494;GO:0051085;GO:0009506;GO:0042026;GO:0090332;GO:0009507;GO:0005794;GO:0044183;GO:0002020;GO:0005634;GO:0005515;GO:0005886;GO:0042742;GO:0009615;GO:0010187;GO:0022626;GO:0009505;GO:0005737;GO:0010286;GO:0140662;GO:0048046;GO:0016887;GO:0003729;GO:0031072;GO:0005730;GO:0005524;GO:0006950	Heat shock 70 kDa protein 1 (Heat shock cognate 70 kDa protein 1) (Heat shock cognate protein 70-1) (AtHsc70-1) (Heat shock protein 70-1) (AtHsp70-1) (Protein EARLY-RESPONSIVE TO DEHYDRATION 2);Heat shock cognate protein 70-1
XP_019097658.1	221	AT5G23370.1	AT5G23370.1	orthologue	GO:0003674;GO:0009507	Putative GEM-like protein 8
XP_019097660.1	598	AT5G01480.1	AT5G01480.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0008270;GO:0016020	Cysteine/Histidine-rich C1 domain family protein
XP_019097661.1	76	AT5G02220.1	AT5G02220.1	other	GO:0032875;GO:0005515;GO:0005634;GO:0004860	Cyclin-dependent protein kinase inhibitor SMR4 (Protein SIAMESE-RELATED 4)
XP_019097662.1	304	AT1G52030.1	AT1G52030.1	other	GO:0009611;GO:0005737;GO:0006952;GO:0009908;GO:0010169;GO:0030246;GO:0010180;GO:0007155	Myrosinase-binding protein 2;Myrosinase-binding protein 2 (Jacalin-related lectin 6) (Myrosinase-binding protein-like At1g52030) (MBP)
XP_019097663.1	141	AT1G35290.1	AT1G35290.1	orthologue	GO:0016297;GO:0005634;GO:0005576;GO:0009507;GO:0006629	Acyl-acyl carrier protein thioesterase ATL1, chloroplastic (EC 3.1.2.-) (Acyl-ACP thioesterase ATL1) (Acyl-lipid thioesterase 1)
XP_019097666.1	331					
XP_019097673.1	134	AT1G66100.1	AT1G66100.1	orthologue	GO:0005634;GO:0003674;GO:0005576;GO:0006952;GO:0090729	Probable thionin-2.4
XP_019097674.1	213	AT1G06280.1	AT1G06280.1	orthologue	GO:0001216;GO:0008150;GO:0005634	LOB domain-containing protein 2 (ASYMMETRIC LEAVES 2-like protein 32) (AS2-like protein 32)
XP_019097675.1	246	AT5G22190.1	AT5G22190.1	other	GO:0008150;GO:0005739;GO:0003674	Uncharacterized protein At5g22190
XP_019097676.1	220	AT5G23370.1	AT5G23370.1	orthologue	GO:0003674;GO:0009507	Putative GEM-like protein 8
XP_019097677.1	529	AT5G43110.1, AT5G43090.1	AT5G43090.1	orthologue	GO:0005737;GO:0010608;GO:0003729;GO:0005634;GO:0003723;GO:0006417	Pumilio homolog 14 (APUM-14) (AtPUM14);Putative pumilio homolog 13 (APUM-13) (AtPUM13)
XP_019097678.1	236				GO:0003676;GO:0008270	
XP_019097680.1	259	AT1G47389.1	AT1G47389.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0016020	Transmembrane protein
XP_019097681.1	340	AT1G33320.1	AT1G33320.1	other	GO:0019346;GO:0009086;GO:0003962;GO:0005737;GO:0030170;GO:0009507	Probable cystathionine gamma-synthase 2 (EC 2.5.1.160);plant cystathionine gamma-synthase (EC 2.5.1.160)
XP_019097682.1	499	AT5G08730.1	AT5G08730.1	orthologue	GO:0016567;GO:0004842;GO:0031624;GO:0061630;GO:0008270;GO:0006511;GO:0005737;GO:0000151	Probable E3 ubiquitin-protein ligase ARI16 (EC 2.3.2.31) (ARIADNE-like protein ARI16) (Protein ariadne homolog 16) (RING-type E3 ubiquitin transferase ARI16)
XP_019097683.1	313	AT1G15770.1	AT1G15770.1	orthologue	GO:0031490;GO:0003713;GO:0008150;GO:0005575;GO:0005634	Probable mediator of RNA polymerase II transcription subunit 15b
XP_019097684.1	130	AT5G15600.1	AT5G15600.1	orthologue	GO:0043622;GO:0010005;GO:0003674;GO:0005874	Protein SPIRAL1-like 4
XP_019097685.1	69	AT5G24570.1	AT5G24570.1	orthologue	GO:0003674;GO:0005575	Uncharacterized protein At5g24570
XP_019097686.1	172	AT5G24200.1	AT5G24200.1	orthologue	GO:0005634;GO:0003674;GO:0006629	Alpha/beta-Hydrolases superfamily protein
XP_019097687.1	259	AT4G27050.1	AT4G27050.1	other	GO:0005634;GO:0003674;GO:0005737;GO:0016567;GO:0005515	F-box protein At4g27050
XP_019097688.1	73	AT5G12880.1	AT5G12880.1	orthologue	GO:0005515;GO:0005739	At5g12880 (Proline-rich family protein)
XP_019097689.1	259	AT4G07325.1	AT4G07325.1	orthologue	GO:0005634;GO:0008150;GO:0003674	Replication-like protein
XP_019097690.1	379	AT3G19560.1	AT3G19560.1	other	GO:0005515;GO:0005575;GO:0008150;	Putative F-box protein At3g19560
XP_019097694.1	106	AT3G49390.1	AT3G49390.1	other	GO:0003729;GO:0005634;GO:0003676;GO:0003723	Polyadenylate-binding protein-interacting protein 10 (PABP-interacting protein 10) (Poly(A)-binding protein-interacting protein 10) (PAM2-containing protein CID10) (Protein CTC-INTERACTING DOMAIN 10)
XP_019097695.1	478	AT5G47160.1	AT5G47160.1	orthologue	GO:0005634;GO:0042054;GO:0003690	YDG domain-containing protein At5g47160
XP_019097696.1	162					
XP_019097697.1	240					
XP_019097698.1	375	AT5G46130.1	AT5G46130.1	orthologue	GO:0003674;GO:0008150;GO:0005739	KIB1-4 beta-propeller domain-containing protein
XP_019097699.1	294	AT5G44520.2	AT5G44520.2	orthologue	GO:0009052;GO:0009507;GO:0005737;GO:0004751;GO:0016740	Probable ribose-5-phosphate isomerase 4, chloroplastic (EC 5.3.1.6) (Phosphoriboisomerase 4);ribose-5-phosphate isomerase (EC 5.3.1.6)
XP_019097703.1	496	AT2G13630.1, AT3G04660.1, AT4G29970.1, AT3G10790.1	AT3G04660.1	other	GO:0005634;GO:0003674;GO:0009507;GO:0008150;GO:0005737;GO:0016567;GO:0005575;GO:0005515	F-box associated ubiquitination effector family protein;F-box/kelch-repeat protein At3g04660;Putative F-box protein At3g10790;Putative F-box protein At4g29970
XP_019097704.1	166	AT5G11440.1	AT5G11440.1	orthologue	GO:0043130;GO:0005634;GO:0008150;GO:0005515	Polyadenylate-binding protein-interacting protein 5 (PABP-interacting protein 5) (Poly(A)-binding protein-interacting protein 5) (PAM2-containing protein CID5) (Protein CTC-INTERACTING DOMAIN 5) (Protein INCREASED POLYPLOIDY LEVEL IN DARKNESS 1)
XP_019097705.1	254	AT5G06500.1	AT5G06500.1	orthologue	GO:0045944;GO:0000978;GO:0006355;GO:0046983;GO:0000981;GO:0003700;GO:0000987;GO:0006357;GO:0005634;GO:0003677	AGAMOUS-like 96 (MADS-box family protein) (Similarity to MADS-box transcription factor)
XP_019097706.1	162	AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1	AT1G19260.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0046983;GO:0009506;GO:0016020	General transcription factor 2-related zinc finger protein;TTF-type zinc finger protein with HAT dimerization domain-containing protein;Zinc finger MYM-type-like protein
XP_019097707.1	478	AT5G15430.1	AT5G15430.1	orthologue	GO:0005516;GO:0005634	At5g15430 (Plant calmodulin-binding protein-like protein)
XP_019097711.1	88	AT5G26620.1	AT5G26620.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Uncharacterized protein
XP_019097712.1	307	AT5G47340.1	AT5G47340.1	other	GO:0098734;GO:0016787;GO:0016790;GO:0043231	Alpha/beta-Hydrolases superfamily protein
XP_019097715.1	209					
XP_019097716.1	96	AT5G45277.1	AT5G45277.1	orthologue	GO:0004867;GO:0009611;GO:0005575	Inhibitor of trypsin/hageman factor-like protein
XP_019097717.1	562	AT5G28470.2	AT5G28470.2	orthologue	GO:0005886;GO:0009860;GO:0055085;GO:0010584;GO:0022857;GO:0016020	Major facilitator superfamily protein;Protein NRT1/ PTR FAMILY 2.8 (AtNPF2.8)
XP_019097718.1	130				GO:0006885;GO:0012505;GO:0098662	
XP_019097719.1	540	AT3G02090.2	AT3G02090.2	other	GO:0004222;GO:0005739;GO:0005758;GO:0045275;GO:0005515;GO:0005730;GO:0005741;GO:0008270;GO:0005743;GO:0008150;GO:0005759;GO:0009507;GO:0009505;GO:0005829;GO:0000325;GO:0006508;GO:0016491;GO:0046872	Probable mitochondrial-processing peptidase subunit beta, mitochondrial (EC 3.4.24.64) (Beta-MPP) (Complex III subunit I) (Core protein I) (Cytochrome b-c1 complex subunit 1, mitochondrial) (Ubiquinol-cytochrome c oxidoreductase core protein 1)
XP_019097720.1	288	AT5G44140.1	AT5G44140.1	orthologue	GO:0009506;GO:0005739;GO:0009507;GO:0045271;GO:0003674;GO:0007005;GO:0005743;GO:0016020	Prohibitin-7, mitochondrial (Atphb7)
XP_019097723.1	91	AT5G07230.1	AT5G07230.1	orthologue	GO:0005802;GO:0043668;GO:0003674;GO:0005576;GO:0008150	Tapetum-specific protein A9
XP_019097724.1	50	AT5G16023.1	AT5G16023.1	orthologue	GO:0005886;GO:0005515;GO:0048367;GO:0090437;GO:0008285;GO:0010114;GO:0010218	Small polypeptide DEVIL 1 (Small polypeptide ROTUNDIFOLIA LIKE 18) (Small polypeptide ROT-FOUR-LIKE 18)
XP_019097725.1	579	AT5G06811.1	AT5G06811.1	orthologue	GO:0003690;GO:0006355;GO:0005739;GO:0003676;GO:0006353;GO:0009507;GO:0009658;GO:0043231	Transcription termination factor family protein
XP_019097726.1	115	AT3G01320.1	AT3G01320.1	other	GO:0005634;GO:0003714;GO:0005515;GO:0045892;GO:0000785;GO:0000118;GO:0000122;GO:0070822;GO:0006355	Paired amphipathic helix protein Sin3-like 1;SIN3-like 1
XP_019097727.1	166	AT5G07165.1	AT5G07165.1	orthologue	GO:0008150;GO:0003674;GO:0005634;GO:0016020	Transmembrane protein
XP_019097728.1	390	AT5G09630.1	AT5G09630.1	orthologue	GO:0061630;GO:0043161;GO:0005634;GO:0034657;GO:0004842;GO:0005737;GO:0008270;GO:0005515	At5g09630 (LisH/CRA/RING-U-box domains-containing protein) (Similarity to unknown protein)
XP_019097729.1	104	AT4G19730.1	AT4G19730.1	orthologue	GO:0005975;GO:0005576;GO:0008061;GO:0004568;GO:0006032	Glycosyl hydrolase family 18 protein (Glycosyl hydrolase superfamily protein)
XP_019097730.1	112	AT5G34908.1	AT5G34908.1	orthologue	GO:0005576;GO:0008150;GO:0003674	Inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein, putative (DUF784)
XP_019097731.1	323	AT5G03600.2	AT5G03600.2	orthologue	GO:0005575;GO:0008150;GO:0016788;GO:0016020;GO:0016042	GDSL esterase/lipase At5g03600 (EC 3.1.1.-);SGNH hydrolase-type esterase superfamily protein
XP_019097732.1	53	AT5G18661.1	AT5G18661.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0016020	Transmembrane protein
XP_019097733.1	81	AT5G46871.1, AT5G46874.1	AT5G46871.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0031640;GO:0050832	Defensin-like protein 308;Putative defensin-like protein 309
XP_019097734.1	80	AT5G43068.1	AT5G43068.1	orthologue	GO:0005739;GO:0071323;GO:0003674	Transmembrane protein
XP_019097735.1	95	AT1G43666.1	AT1G43666.1	orthologue	GO:0005576;GO:0006869;GO:0003674;GO:0008289	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
XP_019097737.1	271	AT5G45920.1	AT5G45920.1	orthologue	GO:0005737;GO:0008150;GO:0016788;GO:0016042	GDSL esterase/lipase At5g45920 (EC 3.1.1.-);SGNH hydrolase-type esterase superfamily protein
XP_019097738.1	36	AT5G03204.1	AT5G03204.1	orthologue	GO:0009507;GO:0003674	Uncharacterized protein
XP_019097739.1	124	AT3G07960.1	AT3G07960.1	other	GO:0046488;GO:0090406;GO:0005634;GO:0016308;GO:0046854;GO:0016324;GO:0005886;GO:0072583;GO:0005737;GO:0005524	1-phosphatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68);Phosphatidylinositol 4-phosphate 5-kinase 6 (AtPIP5K6) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 6) (Diphosphoinositide kinase 6) (PtdIns(4)P-5-kinase 6)
XP_019097740.1	332	AT5G44830.1, AT5G44840.1	AT5G44840.1	orthologue	GO:0005576;GO:0005975;GO:0004650;GO:0005575;GO:0016829;GO:0045490;GO:0071555	Pectin lyase-like superfamily protein;Pectin lyase-like superfamily protein (Polygalacturonase-like protein)
XP_019097741.1	88	AT1G20065.2	AT1G20065.2	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0000428;GO:0016020	DNA-directed RNA polymerase I subunit RPA12-like protein
XP_019097742.1	90	AT5G46873.1, AT5G46877.1	AT5G46873.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0031640;GO:0050832	Putative defensin-like protein 303;Putative defensin-like protein 304
XP_019097743.1	114	AT3G01320.1	AT3G01320.1	other	GO:0005634;GO:0003714;GO:0005515;GO:0045892;GO:0000785;GO:0000118;GO:0000122;GO:0070822;GO:0006355	Paired amphipathic helix protein Sin3-like 1;SIN3-like 1
XP_019097746.1	170	AT5G01610.1	AT5G01610.1	orthologue	GO:0003674;GO:0005575	Uncharacterized protein At5g01610
XP_019097747.1	201	AT5G01570.1	AT5G01570.1	orthologue	GO:0005634;GO:0003674;GO:0051983	Plectin-like protein
XP_019097752.1	80	AT5G43068.1, AT5G43064.1, AT5G43066.1	AT5G43068.1	other	GO:0005576;GO:0003674;GO:0008150;GO:0005739;GO:0071323	Transmembrane protein
XP_019097753.1	81	AT5G03545.1	AT5G03545.1	orthologue	GO:0005739;GO:0003674;GO:0006817;GO:0016036;GO:0016020	At5g03545 (Expressed in response to phosphate starvation protein)
XP_019097755.1	183	AT4G02235.1, AT4G11250.1, AT5G65330.1	AT4G02235.1	orthologue	GO:0006355;GO:0006357;GO:0005634;GO:0000978;GO:0003700;GO:0000981;GO:0046983;GO:0005515;GO:0045944;GO:0000987;GO:0003677	AGAMOUS-like 51 (MADS-box protein AGL51) (T2H3.15);AGAMOUS-like 52 (MADS-box protein AGL52);AGAMOUS-like 78 (MADS-box protein AGL78)
XP_019097756.1	42	AT3G29633.1	AT3G29633.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized protein
XP_019097757.1	105	AT5G42740.1	AT5G42740.1	other	GO:0006096;GO:0048029;GO:0004347;GO:0009556;GO:0006094;GO:0009536;GO:0009790;GO:0005737;GO:0005829;GO:0051156;GO:0097367;GO:0050832;GO:1901135	Glucose-6-phosphate isomerase (EC 5.3.1.9);Glucose-6-phosphate isomerase, cytosolic (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)
XP_019097759.1	74	AT5G47175.1	AT5G47175.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0031640;GO:0050832	Defensin-like protein 141 (Low-molecular-weight cysteine-rich protein 3) (Protein LCR3)
XP_019097760.1	1307	AT5G03280.1	AT5G03280.1	orthologue	GO:0009651;GO:0106167;GO:0010150;GO:0015086;GO:0042742;GO:0009873;GO:0005515;GO:0009789;GO:0005886;GO:0050832;GO:0052544;GO:0048765;GO:0031348;GO:0009871;GO:0003682;GO:0008219;GO:0009753;GO:0009725;GO:0006979;GO:0034755;GO:0040029;GO:0006970;GO:0010182;GO:0002237;GO:0009408;GO:0005384;GO:0009926;GO:0009723;GO:0003729;GO:0051301;GO:0006828;GO:0010119;GO:0010087;GO:0030001;GO:0046873;GO:0042393;GO:0001736;GO:0005634;GO:0005789;GO:0009734;GO:0009736;GO:0016020	Ethylene-insensitive protein 2 (AtEIN2) (EIN-2) (Cytokinin-resistant protein AtCKR1) (Protein ORESARA 3) [Cleaved into: EIN2-CEND (EIN2C)]
XP_019097762.1	92	AT1G47485.1	AT1G47485.1	orthologue	GO:0006995;GO:2000280;GO:0005515;GO:0048364;GO:0048046;GO:0048573;GO:1902025;GO:1901371;GO:0030308;GO:0005179;GO:0005739;GO:0048527;GO:0090548;GO:0009651;GO:0009733;GO:1901698;GO:0005615;GO:0006970;GO:0071242;GO:0051782;GO:0005576;GO:0007166;GO:0019740	Precursor of CEP1 (PCEP1) [Cleaved into: C-terminally encoded peptide 1 (CEP1)]
XP_019097763.1	77	AT5G43066.1	AT5G43066.1	orthologue	GO:0005576;GO:0008150;GO:0003674	Transmembrane protein
XP_019097764.1	136	AT5G04350.1, AT5G04347.2	AT5G04350.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0016020;GO:0060320	S-protein homolog
XP_019097765.1	285	AT5G46140.1	AT5G46140.1	orthologue	GO:0008150;GO:0005575;GO:0003674	KIB1-4 beta-propeller domain-containing protein
XP_019097766.1	138	AT1G35290.1	AT1G35290.1	other	GO:0016297;GO:0005634;GO:0005576;GO:0009507;GO:0006629	Acyl-acyl carrier protein thioesterase ATL1, chloroplastic (EC 3.1.2.-) (Acyl-ACP thioesterase ATL1) (Acyl-lipid thioesterase 1)
XP_019097767.1	291	AT5G17080.1	AT5G17080.1	orthologue	GO:0005764;GO:0004197;GO:0008234;GO:0051603;GO:0006508;GO:0005615	Cathepsin-related (Cysteine proteinases superfamily protein)
XP_019097768.1	348	AT5G09280.1	AT5G09280.1	orthologue	GO:0016829;GO:0005576;GO:0045490;GO:0030570;GO:0046872	Pectate lyase (EC 4.2.2.2)
XP_019097769.1	810	AT5G24280.1	AT5G24280.1	orthologue	GO:0000724;GO:0005634;GO:0003674	Gamma-irradiation and mitomycin c induced 1;Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1)
XP_019097774.1	206	AT5G23900.1	AT5G23900.1	orthologue	GO:0005737;GO:0022625;GO:0006412;GO:0003735;GO:0022626;GO:0003723;GO:0009536;GO:0005840	Large ribosomal subunit protein eL13x (60S ribosomal protein L13-3)
XP_019097775.1	80	AT5G22210.1	AT5G22210.1	orthologue	GO:0003674;GO:0005739	Aspartyl/glutamyl-tRNA (Asn/Gln) amidotransferase subunit B (At5g22210)
XP_019097777.1	84	AT5G24313.1	AT5G24313.1	orthologue	GO:0008150;GO:0005739;GO:0003674	At5g24313 (Transmembrane protein)
XP_019097778.1	82	AT1G19500.1	AT1G19500.1	orthologue	GO:0003674;GO:0005576	Uncharacterized protein
