Cardamine_amara	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
evm.model.RL_6.2805	135	AT2G46600.1	AT2G46600.1	orthologue	GO:0010091;GO:0005634;GO:0005515;GO:0005509	Calcium-binding protein KIC (KCBP-interacting calcium-binding protein)
evm.model.RL_6.2806	491	AT2G46620.1	AT2G46620.1	orthologue	GO:0003674;GO:0005576;GO:0005524;GO:0006950;GO:0016020;GO:0016887	AAA-ATPase At2g46620 (EC 3.6.1.-)
evm.model.RL_6.2807	362	AT2G46630.1	AT2G46630.1	orthologue	GO:0003674;GO:0005634	Putative extensin (Serine/arginine repetitive matrix protein)
evm.model.RL_6.2808	279	AT2G46640.4	AT2G46640.4	orthologue	GO:0060771;GO:0003674;GO:0005634;GO:0001763	Protein TILLER ANGLE CONTROL 1
evm.model.RL_6.2809	134	AT2G46650.1	AT2G46650.1	orthologue	GO:0020037;GO:0016020;GO:0005829;GO:0043231;GO:0005789;GO:0046872	Cytochrome B5 isoform C (AtCb5-C)
evm.model.RL_6.281	643	AT2G23950.1	AT2G23950.1	orthologue	GO:0048653;GO:0004674;GO:1901653;GO:0004672;GO:0007639;GO:0005515;GO:0005576;GO:0016310;GO:0016301;GO:0015026;GO:0005524;GO:0016020;GO:0106310;GO:0048638;GO:0006468	Probable LRR receptor-like serine/threonine-protein kinase At2g23950 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
evm.model.RL_6.2810	74	AT2G46580.1	AT2G46580.1	orthologue	GO:0005575;GO:0010181;GO:0004733;GO:0008615;GO:0009443	Pyridoxine/pyridoxamine 5'-phosphate oxidase 2 (AtPPOX1) (EC 1.4.3.5)
evm.model.RL_6.2811	252	AT2G46680.1	AT2G46680.1	orthologue	GO:0005634;GO:0045893;GO:0009737;GO:0009414;GO:0005515;GO:0000976;GO:0000981;GO:0009738;GO:0003700;GO:0043565;GO:0003677;GO:0006355	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor);Homeobox-leucine zipper protein ATHB-7 (HD-ZIP protein ATHB-7) (Homeodomain transcription factor ATHB-7)
evm.model.RL_6.2812	121	AT2G46690.1	AT2G46690.1	orthologue	GO:0005634;GO:0003674;GO:0005886;GO:0005737;GO:0009734;GO:1900140;GO:0009733	Auxin-responsive protein SAUR32 (Protein ABOLISHED APICAL HOOK MAINTENANCE 1) (Protein SMALL AUXIN UP RNA 32)
evm.model.RL_6.2813	595	AT2G46700.1	AT2G46700.1	orthologue	GO:0035556;GO:0009931;GO:0010150;GO:0004672;GO:0004674;GO:0005737;GO:0046777;GO:0005524;GO:0004683;GO:0005886;GO:0005516;GO:0005515;GO:0005634;GO:0005509;GO:0016020;GO:0071215;GO:0106310;GO:0006468	CDPK-related kinase 3 (AtCRK3) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase 4) (AtCK);non-specific serine/threonine protein kinase (EC 2.7.11.1)
evm.model.RL_6.2814	487	AT2G46710.1	AT2G46710.1	orthologue	GO:0005886;GO:0009531;GO:0007165;GO:0005515;GO:0009664;GO:0005737;GO:0005096	Rho GTPase-activating protein 3 (Rho-type GTPase-activating protein 3)
evm.model.RL_6.2815	467	AT2G46720.1, AT3G10280.1	AT2G46720.1	orthologue	GO:0006633;GO:0000038;GO:0160062;GO:0030497;GO:0009922;GO:0005783;GO:0005737;GO:0016020;GO:0016746;GO:0016747	3-ketoacyl-CoA synthase 13 (KCS-13) (EC 2.3.1.199) (Protein HIGH CARBON DIOXIDE) (Very long-chain fatty acid condensing enzyme 13) (VLCFA condensing enzyme 13);Probable 3-ketoacyl-CoA synthase 14 (KCS-14) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 14) (VLCFA condensing enzyme 14)
evm.model.RL_6.2816	161	AT2G46735.1	AT2G46735.1	orthologue	GO:0005575;GO:0005515	At2g46730/F19D11.1 (Death domain associated protein) (Expressed protein)
evm.model.RL_6.2817	599	AT2G46750.1	AT2G46750.1	orthologue	GO:0019853;GO:0071949;GO:0016491;GO:0003885;GO:0050105;GO:0005576;GO:0016020;GO:0016899;GO:0050660	L-gulonolactone oxidase 2 (AtGulLO2) (EC 1.1.3.8)
evm.model.RL_6.2818	604	AT2G46760.1	AT2G46760.1	orthologue	GO:0019853;GO:0016491;GO:0071949;GO:0050105;GO:0003885;GO:0016020;GO:0009507;GO:0050660	Probable L-gulonolactone oxidase 6 (AtGulLO6) (EC 1.1.3.8)
evm.model.RL_6.2819	336	AT2G46780.1	AT2G46780.1	orthologue	GO:0003729;GO:0005737;GO:0005634;GO:0003723;GO:0003676	At2g46780 (RNA-binding (RRM/RBD/RNP motifs) family protein)
evm.model.RL_6.282	248	AT2G23960.1	AT2G23960.1	orthologue	GO:0005737;GO:0005829;GO:0003674;GO:0006508;GO:0008233;GO:0019760	Class I glutamine amidotransferase-like superfamily protein;Gamma-glutamyl peptidase 4 (EC 3.4.19.-)
evm.model.RL_6.2820	478	AT2G46790.1, AT2G46670.1	AT2G46790.1	orthologue	GO:0007623;GO:0006355;GO:0003677;GO:0005515;GO:0010017;GO:0009909;GO:0000156;GO:0045892;GO:0000160;GO:0005634;GO:0009266;GO:0009736;GO:0048511;GO:2000028	CCT motif family protein;Pseudo-response regulator 9;Two-component response regulator-like APRR9 (Pseudo-response regulator 9)
evm.model.RL_6.2821	396	AT2G46800.1	AT2G46800.1	orthologue	GO:0005385;GO:0005773;GO:0005886;GO:0071577;GO:0010038;GO:0006882;GO:0006829;GO:0005774;GO:0015103;GO:0000325;GO:0010043;GO:0016020;GO:0046873;GO:0046872;GO:0140486;GO:0006812;GO:0008324;GO:0055085	Metal tolerance protein 1 (AtMTP1) (Protein OVERLY ZINC SENSITIVE 1) (Zinc transporter of Arabidopsis thaliana 1) (ZAT1p) (Zn transporter ZAT-1) [Cleaved into: Metal tolerance protein 1 short form]
evm.model.RL_6.2822	347	AT2G46810.1	AT2G46810.1	orthologue	GO:0005634;GO:0006355;GO:0006357;GO:0005515;GO:0046983;GO:0009631;GO:0003700;GO:0000981;GO:0042803;GO:0000978;GO:0003677;GO:0010052;GO:0010374;GO:0045893	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Basic helix-loop-helix (BHLH) DNA-binding superfamily protein (Basic helix-loop-helix DNA-binding superfamily protein);Transcription factor bHLH70 (Basic helix-loop-helix protein 70) (AtbHLH70) (bHLH 70) (Transcription factor EN 13) (bHLH transcription factor bHLH070)
evm.model.RL_6.2823	174	AT2G46820.1	AT2G46820.1	orthologue	GO:0042644;GO:0003677;GO:0009535;GO:0030093;GO:0009507;GO:0009515;GO:0009579;GO:0009773;GO:0009534;GO:0097753;GO:0009941;GO:0005515;GO:0005829;GO:0090391;GO:0019904	Protein CURVATURE THYLAKOID 1B, chloroplastic (Photosystem I protein P) (Thylakoid membrane phosphoprotein 14 kDa)
evm.model.RL_6.2824	369	AT3G61160.2	AT3G61160.2	other	GO:0005737;GO:0044024;GO:0004674;GO:0005634;GO:0005739;GO:0030154;GO:0006468;GO:0046777;GO:0007165;GO:0005524;GO:0106310;GO:0004672;GO:0018107	Shaggy-related protein kinase beta (EC 2.7.11.1) (ASK-beta);non-specific serine/threonine protein kinase (EC 2.7.11.1)
evm.model.RL_6.2825	613	AT2G46830.1	AT2G46830.1	orthologue	GO:0009408;GO:0043565;GO:0005515;GO:0045893;GO:0045892;GO:0003677;GO:0010468;GO:0009409;GO:0048574;GO:0000987;GO:0005634;GO:0043254;GO:0010378;GO:0007623;GO:0003700;GO:0042754;GO:0019904	Protein CCA1 (MYB-related transcription factor CCA1) (Protein CIRCADIAN CLOCK ASSOCIATED 1)
evm.model.RL_6.2826	366	AT1G04350.1	AT1G04350.1	other	GO:0005737;GO:0005576;GO:0008150;GO:0016706;GO:0009058;GO:0046872;GO:0051213	1-aminocyclopropane-1-carboxylate oxidase homolog 6 (EC 1.14.-.-)
evm.model.RL_6.2827	638	AT2G46850.1	AT2G46850.1	orthologue	GO:0004672;GO:0009507;GO:0030247;GO:0007166;GO:0005886;GO:0005524;GO:0016020;GO:0004713;GO:0006468;GO:0016301;GO:0016310	Probably inactive receptor-like protein kinase At2g46850
evm.model.RL_6.2828	216	AT2G46860.1	AT2G46860.1	orthologue	GO:0005654;GO:0005829;GO:0006796;GO:0000287;GO:0004427;GO:0005737	Soluble inorganic pyrophosphatase 3 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 3) (PPase 3)
evm.model.RL_6.2829	321	AT2G46870.1	AT2G46870.1	orthologue	GO:0005515;GO:0043565;GO:1901371;GO:0005634;GO:0048480;GO:0009908;GO:0048366;GO:0003700;GO:0003677	B3 domain-containing transcription factor NGA1 (Protein NGATHA 1)
evm.model.RL_6.283	251	AT2G23970.1	AT2G23970.1	orthologue	GO:0005737;GO:0008150;GO:0003674;GO:0005829;GO:0006508;GO:0008233	Gamma-glutamyl peptidase 5 (EC 3.4.19.-)
evm.model.RL_6.2830	401	AT2G46880.1	AT2G46880.1	orthologue	GO:0008150;GO:0016788;GO:0009506;GO:0009507;GO:0003993;GO:0005737;GO:0005576;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 14
evm.model.RL_6.2831	323	AT2G46890.1	AT2G46890.1	orthologue	GO:0016020	3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295) (At2g46890)
evm.model.RL_6.2832	624	AT2G46900.1	AT2G46900.1	orthologue	GO:0005634;GO:0003674;GO:1990112	Expressed protein (Transcription factor-like protein)
evm.model.RL_6.2833	279	AT2G46910.1	AT2G46910.1	orthologue	GO:0010287;GO:0005829;GO:0009507;GO:0008150;GO:0003674	Probable plastid-lipid-associated protein 10, chloroplastic (Fibrillin-8)
evm.model.RL_6.2834	728	AT2G46915.1	AT2G46915.1	orthologue	GO:0003674;GO:0009507;GO:0008150;GO:0016020	DUF3754 family protein, putative (DUF3754)
evm.model.RL_6.2835	865	AT2G46920.1	AT2G46920.1	orthologue	GO:0005634;GO:0004722;GO:0017018;GO:0006355;GO:0018377;GO:0009934;GO:0005886;GO:0010074;GO:0018345;GO:0005543;GO:0007165;GO:0046872;GO:0006470	Protein phosphatase 2C 32 (AtPP2C32) (EC 3.1.3.16) (Protein POLTERGEIST) (Protein phosphatase 2C POL) (PP2C POL)
evm.model.RL_6.2836	419	AT2G46930.1	AT2G46930.1	orthologue	GO:0071555;GO:0052793;GO:0005576;GO:0009505;GO:0016787	Pectin acetylesterase 3 (EC 3.1.1.-)
evm.model.RL_6.2837	439	AT2G43960.1	AT2G43960.1	orthologue	GO:0003723;GO:0045292;GO:0005634;GO:0071013;GO:0071004;GO:0005686;GO:0006396;GO:0000381	At2g43960 (SWAP (Suppressor-of-White-APricot)/surp domain-containing protein)
evm.model.RL_6.2838	359	AT2G47300.2	AT2G47300.2	orthologue	GO:0005634;GO:0000172;GO:0004526;GO:0006364;GO:0001682;GO:0005655;GO:0008033	Ribonuclease Ps;Ribonucleases P/MRP protein subunit POP1 (Pop1p) (RNase P/MRP POP1) (RNA-processing protein POP1)
evm.model.RL_6.2839	379	AT2G47300.2	AT2G47300.2	other	GO:0005634;GO:0000172;GO:0004526;GO:0006364;GO:0001682;GO:0005655;GO:0008033	Ribonuclease Ps;Ribonucleases P/MRP protein subunit POP1 (Pop1p) (RNase P/MRP POP1) (RNA-processing protein POP1)
evm.model.RL_6.284	747	AT2G23980.2	AT2G23980.2	orthologue	GO:0071944;GO:0005634;GO:0005516;GO:0005223;GO:0005249;GO:0009408;GO:0005262;GO:0005886;GO:0035618;GO:0005216;GO:0030552;GO:0030553;GO:0006813;GO:0016020;GO:0006811;GO:0055085	Cyclic nucleotide-gated channel 6;Probable cyclic nucleotide-gated ion channel 6 (AtCNGC6) (Cyclic nucleotide- and calmodulin-regulated ion channel 6)
evm.model.RL_6.2840	189	AT2G47310.1	AT2G47310.1	orthologue	GO:0005515;GO:0003729;GO:0005634;GO:1990904;GO:0003677;GO:0005737	At2g47310 (Flowering time control protein-related / FCA gamma-like protein) (Putative FCA-related protein)
evm.model.RL_6.2841	76					
evm.model.RL_6.2842	249	AT2G46940.1	AT2G46940.1	orthologue	GO:0005634;GO:0003674	Fold protein
evm.model.RL_6.2843	137	AT1G34560.1	AT1G34560.1	other	GO:0003674;GO:0008150;GO:0005739	Uncharacterized protein
evm.model.RL_6.2844	523	AT2G46960.2	AT2G46960.2	orthologue	GO:0004497;GO:0016705;GO:0005506;GO:0005739;GO:0008150;GO:0020037;GO:0016020	Cytochrome P450 709B1 (EC 1.14.-.-);Cytochrome P450, family 709, subfamily B, polypeptide 1
evm.model.RL_6.2845	391	AT2G46970.1	AT2G46970.1	orthologue	GO:0010017;GO:0006355;GO:1990110;GO:0005634;GO:0003700;GO:0005515;GO:0046983;GO:0009641;GO:0003677	Phytochrome interacting factor 3-like 1;Transcription factor PIL1 (Basic helix-loop-helix protein 124) (AtbHLH124) (bHLH 124) (Phytochrome-interacting factor 3-like 1) (Transcription factor EN 110) (bHLH transcription factor bHLH124)
evm.model.RL_6.2846	794	AT2G46980.2	AT2G46980.2	orthologue	GO:0090173;GO:0005730;GO:0005694;GO:0005634;GO:0051321;GO:0009507;GO:0005515	Asynaptic protein;Meiosis-specific protein ASY3 (Protein ASYNAPTIC 3) (AtASY3)
evm.model.RL_6.2847	156	AT2G46990.1	AT2G46990.1	orthologue	GO:0005515;GO:0042802;GO:0005634;GO:0006355;GO:0048364;GO:0009733;GO:0009630;GO:0010588;GO:0009647;GO:0003700;GO:0009734	Auxin-responsive protein;Auxin-responsive protein IAA20 (Indoleacetic acid-induced protein 20)
evm.model.RL_6.2848	1012	AT2G47000.1, AT3G62150.1	AT2G47000.1	orthologue	GO:0010315;GO:0016020;GO:0010540;GO:0048767;GO:0042626;GO:0055085;GO:0005886;GO:0140359;GO:0009735;GO:0009630;GO:0010329;GO:0005634;GO:0008559;GO:0016887;GO:0060919;GO:0009733;GO:0010328;GO:0009506;GO:0005829;GO:0009926;GO:0000325;GO:0005524;GO:0009734;GO:0005743;GO:0015421;GO:0090374	ABC transporter B family member 21 (ABC transporter ABCB.21) (AtABCB21) (Multidrug resistance protein 17) (P-glycoprotein 21);ABC transporter B family member 4 (ABC transporter ABCB.4) (AtABCB4) (Multidrug resistance protein 4) (P-glycoprotein 4);ATP binding cassette subfamily B4
evm.model.RL_6.2849	492	AT2G47010.1	AT2G47010.1	orthologue	GO:0003674;GO:0005575	At2g47010/F14M4.16 (Calcium/calcium/calmodulin-dependent Serine/Threonine-kinase);Calcium/calcium/calmodulin-dependent Serine/Threonine-kinase
evm.model.RL_6.285	193	AT2G23990.2	AT2G23990.2	orthologue	GO:0005886;GO:0016020;GO:0008150;GO:0009055;GO:0098552	Early nodulin-like protein 11;Early nodulin-like protein 11 (AtENODL11) (Phytocyanin-like protein ENODL11)
evm.model.RL_6.2850	413	AT2G47020.3	AT2G47020.3	orthologue	GO:0006415;GO:0016149;GO:0009507;GO:0003747;GO:0005737;GO:0005739	Peptide chain release factor 1;Peptide chain release factor 1, mitochondrial (AtmtRF1)
evm.model.RL_6.2851	593	AT2G47030.1, AT2G47040.1	AT2G47040.1	orthologue	GO:0009860;GO:0045490;GO:0042545;GO:0030599;GO:0000139;GO:0090406;GO:0046910;GO:0005515;GO:0005576;GO:0004857;GO:0009506;GO:0005886	Pectinesterase 4 (PE 4) (EC 3.1.1.11) (Pectin methylesterase 18) (AtPME18) (Pectin methylesterase 4) (AtPME4) (VANGUARD1-like protein 1) (VGD1-like protein 1);Pectinesterase 5 (PE 5) (EC 3.1.1.11) (Pectin methylesterase 5) (AtPME5) (Pectin methylesterase 67) (AtPME67) (Protein VANGUARD 1)
evm.model.RL_6.2852	213	AT2G47050.1	AT2G47050.1	orthologue	GO:0009507;GO:0009860;GO:0043086;GO:0009737;GO:0046910;GO:0009846;GO:0004857	Invertase/pectin methylesterase inhibitor family protein (Plant invertase/pectin methylesterase inhibitor superfamily protein) (Putative pectinesterase)
evm.model.RL_6.2853	361	AT2G47060.4	AT2G47060.4	orthologue	GO:0004674;GO:0005634;GO:0006979;GO:0005515;GO:0004672;GO:0009737;GO:0005829;GO:0005524;GO:0106310;GO:0006468	Probable receptor-like protein kinase At2g47060 (EC 2.7.11.1);Protein kinase superfamily protein;non-specific serine/threonine protein kinase (EC 2.7.11.1)
evm.model.RL_6.2854	937	AT2G47070.1	AT2G47070.1	orthologue	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0008270;GO:0016020	Squamosa promoter binding protein-like 1;Squamosa promoter-binding-like protein 1
evm.model.RL_6.2855	159	AT2G46550.1	AT2G46550.1	other	GO:0005515;GO:0009507;GO:0016020	Expressed protein (Transmembrane protein);Transmembrane protein
evm.model.RL_6.2856	132	AT4G16090.1, AT2G45930.1	AT2G45930.1	orthologue	GO:0003674;GO:0008150;GO:0005739;GO:0009507	Expressed protein;KIB1-4 beta-propeller domain-containing protein
evm.model.RL_6.2857	393	AT2G45940.2	AT2G45940.2	other	GO:0005739;GO:0003674;GO:0008150	KIB1-4 beta-propeller domain-containing protein
evm.model.RL_6.2858	700	AT2G47090.1	AT2G47090.1	orthologue	GO:0005634;GO:0061630;GO:0016567;GO:0072344;GO:0005515;GO:0009413;GO:0043022;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
evm.model.RL_6.2859	379	AT4G16090.1	AT4G16090.1	other	GO:0009507;GO:0008150;GO:0003674	KIB1-4 beta-propeller domain-containing protein
evm.model.RL_6.286	461	AT2G24000.1	AT2G24000.1	orthologue	GO:0004185;GO:0005576;GO:0009742;GO:0005615;GO:0006508	Serine carboxypeptidase-like 22 (EC 3.4.16.-)
evm.model.RL_6.2860	731	AT2G47090.1	AT2G47090.1	orthologue	GO:0005634;GO:0061630;GO:0016567;GO:0072344;GO:0005515;GO:0009413;GO:0043022;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
evm.model.RL_6.2861	292	AT2G47115.1	AT2G47115.1	orthologue	GO:0003674;GO:0008150;GO:0016020;GO:0005576	Protein rolling protein
evm.model.RL_6.2862	257	AT2G47130.1	AT2G47130.1	orthologue	GO:0042742;GO:0005737;GO:0003674;GO:0009626;GO:0016491	Short-chain dehydrogenase reductase 3a (AtSDR3a) (EC 1.1.1.-)
evm.model.RL_6.2863	257	AT2G47140.1	AT2G47140.1	orthologue	GO:0005737;GO:0003674;GO:0016491	Short-chain dehydrogenase reductase 3b (AtSDR3b) (EC 1.1.1.-)
evm.model.RL_6.2864	272	AT2G47150.1	AT2G47150.1	orthologue	GO:0005737;GO:0003674;GO:0016491	NAD(P)-binding Rossmann-fold superfamily protein (Putative alcohol dehydrogenase)
evm.model.RL_6.2865	389	AT3G62260.2	AT3G62260.2	other	GO:0005739;GO:0009651;GO:0005634;GO:0005829;GO:0009507;GO:0007165;GO:0017018;GO:0004722;GO:0005737;GO:0046872;GO:0043169;GO:0006470	Probable protein phosphatase 2C 49 (AtPP2C49) (EC 3.1.3.16);protein-serine/threonine phosphatase (EC 3.1.3.16)
evm.model.RL_6.2866	453	AT3G62270.1	AT3G62270.1	other	GO:0055085;GO:0046715;GO:0048364;GO:0005886;GO:0005452;GO:0006820;GO:0050801;GO:0016020;GO:0022857	Probable boron transporter 2
evm.model.RL_6.2867	147	AT1G48285.1, AT2G37125.1, AT3G30165.1, AT4G07445.1	AT1G48285.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0008270;GO:0005634;GO:0016020	GRF zinc finger protein;Uncharacterized protein;Zinc ion-binding protein
evm.model.RL_6.2868	690				GO:0003677;GO:0004803;GO:0006313;GO:0008270	
evm.model.RL_6.2869	181	AT3G62290.1	AT3G62290.1	other	GO:0000325;GO:0005525;GO:0005794;GO:0006886;GO:0003729;GO:0016192;GO:0006499;GO:0016004;GO:0009506;GO:0005737;GO:0005829;GO:0003924	ADP-ribosylation factor
evm.model.RL_6.287	453	AT2G24010.2	AT2G24010.2	orthologue	GO:0004185;GO:0005576;GO:0009742;GO:0005615;GO:0006508	Carboxypeptidase (EC 3.4.16.-);Putative serine carboxypeptidase-like 23 (EC 3.4.16.-)
evm.model.RL_6.2870	340	AT2G47180.1	AT2G47180.1	orthologue	GO:0009651;GO:0016757;GO:0009737;GO:0009409;GO:0006012;GO:0009408;GO:0009644;GO:0047216;GO:0005575;GO:0006979;GO:0009414;GO:0005737;GO:0046872	Galactinol synthase 1 (AtGolS1) (GolS-1) (EC 2.4.1.123)
evm.model.RL_6.2871	263	AT2G47190.1	AT2G47190.1	orthologue	GO:0005634;GO:0000978;GO:0000976;GO:0045893;GO:0009414;GO:0009651;GO:0006355;GO:0043565;GO:0005516;GO:0009737;GO:0003700;GO:0016036;GO:0003677	ATMYB2 (At2g47190) (MYB transcription factor) (Myb domain protein 2)
evm.model.RL_6.2872	444	AT2G47210.1	AT2G47210.1	orthologue	GO:0045892;GO:0005634;GO:0000812;GO:0035267;GO:0005515;GO:0006281;GO:0004402;GO:0006338;GO:0000122;GO:0003677;GO:0003714;GO:0043486	SWR1-complex protein 4
evm.model.RL_6.2873	619	AT2G47220.1	AT2G47220.1	orthologue	GO:0042803;GO:0009570;GO:0005634;GO:0005737	DUF724 domain-containing protein 5 (AtDUF5)
evm.model.RL_6.2874	699	AT2G47230.2	AT2G47230.2	orthologue	GO:0005634;GO:0042393	Agenet domain-containing protein;DUF724 domain-containing protein 6 (AtDUF6)
evm.model.RL_6.2875	745	AT1G03300.1, AT1G11420.1, AT1G26540.1, AT2G47220.1, AT2G47230.2	AT2G47230.2	other	GO:0005634;GO:0003674;GO:0008150;GO:0042393;GO:0042803;GO:0000325;GO:0009570;GO:0005737	Agenet domain-containing protein;DUF724 domain-containing protein 1 (AtDUF1);DUF724 domain-containing protein 2 (AtDUF2);DUF724 domain-containing protein 3 (AtDUF3);DUF724 domain-containing protein 5 (AtDUF5);DUF724 domain-containing protein 6 (AtDUF6)
evm.model.RL_6.2876	660	AT2G47240.1	AT2G47240.1	orthologue	GO:0031957;GO:0005783;GO:0010025;GO:0010143;GO:0004467;GO:0005634;GO:0016020;GO:0006631;GO:0005524	Long chain acyl-CoA synthetase 1 (EC 6.2.1.3) (Protein ECERIFERUM 8);Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
evm.model.RL_6.2877	127					
evm.model.RL_6.2878	532				GO:0003723;GO:0009451;GO:0005515	
evm.model.RL_6.2879	722	AT2G47250.1	AT2G47250.1	orthologue	GO:0003729;GO:0003724;GO:0004386;GO:0003723;GO:0009941;GO:0005634;GO:0005681;GO:0008150;GO:0005524;GO:0006397;GO:0008380;GO:0016887;GO:0003676;GO:0005622	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH3 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP43)
evm.model.RL_6.288	184	AT2G24020.1	AT2G24020.1	orthologue	GO:0045037;GO:0009570;GO:0009941;GO:0005515;GO:0009507;GO:0009535;GO:0005773;GO:0003677;GO:0005622	Nucleoid-associated protein At2g24020, chloroplastic (Suppressor of tic40 protein 2)
evm.model.RL_6.2880	342	AT2G47260.1	AT2G47260.1	orthologue	GO:1990110;GO:0000976;GO:0005634;GO:0006355;GO:1901703;GO:0009624;GO:2000144;GO:0009733;GO:0003700;GO:0043565	WRKY transcription factor 23 (WRKY DNA-binding protein 23)
evm.model.RL_6.2881	102	AT2G47270.1	AT2G47270.1	orthologue	GO:0006355;GO:0003700;GO:0000976;GO:2000280;GO:0005739;GO:0009646;GO:0046983;GO:0005515;GO:0005634;GO:0030154	Transcription factor UPBEAT1 (Basic helix-loop-helix protein 151) (AtbHLH151) (bHLH 151) (Transcription factor EN 146) (Transcription factor bHLH151) (bHLH transcription factor bHLH151)
evm.model.RL_6.2882	341	AT2G19150.1	AT2G19150.1	orthologue	GO:0042545;GO:0005576;GO:0045490;GO:0030599;GO:0016829;GO:0052689	Putative pectinesterase 10 (PE 10) (EC 3.1.1.11) (Pectin methylesterase 10) (AtPME10);pectinesterase (EC 3.1.1.11)
evm.model.RL_6.2883	824	AT2G47300.2	AT2G47300.2	orthologue	GO:0005634;GO:0000172;GO:0004526;GO:0006364;GO:0001682;GO:0005655;GO:0008033	Ribonuclease Ps;Ribonucleases P/MRP protein subunit POP1 (Pop1p) (RNase P/MRP POP1) (RNA-processing protein POP1)
evm.model.RL_6.2884	512	AT2G47310.1	AT2G47310.1	orthologue	GO:0005515;GO:0003729;GO:0005634;GO:1990904;GO:0003677;GO:0005737;GO:0003676;GO:0003723	At2g47310 (Flowering time control protein-related / FCA gamma-like protein) (Putative FCA-related protein)
evm.model.RL_6.2885	230	AT2G47320.1	AT2G47320.1	orthologue	GO:0000137;GO:0008150;GO:0003755;GO:0005794;GO:0005634;GO:0005739;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP21-3, mitochondrial (PPIase CYP21-3) (EC 5.2.1.8) (Cyclophilin of 21 kDa 3) (Rotamase CYP21-3)
evm.model.RL_6.2886	766	AT2G47330.1	AT2G47330.1	orthologue	GO:0003724;GO:0005634;GO:0003723;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 24 (EC 3.6.4.13)
evm.model.RL_6.2887	276	AT2G47340.1	AT2G47340.1	orthologue	GO:0005737;GO:0004857;GO:0009505;GO:0043086;GO:0009827	Plant invertase/pectin methylesterase inhibitor superfamily protein
evm.model.RL_6.2888	486	AT2G47350.1	AT2G47350.1	orthologue	GO:0005737;GO:0031011;GO:0003674;GO:0005634;GO:0006338	At2g47350 (HIT zinc finger and PAPA-1-like domain-containing protein);HIT zinc finger and PAPA-1-like domain-containing protein
evm.model.RL_6.2889	307	AT2G47360.1	AT2G47360.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0016020	Transmembrane protein
