Odontarrhena_muralis	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Om006G243730	466	AT5G22330.1	AT5G22330.1	orthologue	GO:0005515;GO:0006357;GO:0008094;GO:0000812;GO:0005634;GO:0035267;GO:0000492;GO:0005730;GO:0006338;GO:0003678;GO:0097255;GO:1900150;GO:0048507;GO:0031011;GO:1905323;GO:0004386;GO:0005524;GO:0009908;GO:0016887;GO:0030154	RuvB-like protein 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein homolog) (AtTIP49a) (Ruv DNA-helicase-like protein)
Om006G243740	321	AT5G22340.2	AT5G22340.2	orthologue	GO:0009507;GO:0003674;GO:0016020	At5g22340 (NF-kappa-B inhibitor-like protein);NF-kappa-B inhibitor-like protein
Om006G243750	424	AT5G22350.1	AT5G22350.1	orthologue	GO:0005829;GO:0000266;GO:0005741;GO:0005515;GO:0005634;GO:0033365	Mitochondrial fission protein ELM1 (Protein ELONGATED MITOCHONDRIA 1)
Om006G243760	221	AT5G22360.1	AT5G22360.1	orthologue	GO:0005773;GO:0016192;GO:0098876;GO:0009651;GO:1901703;GO:0005794;GO:0031982;GO:0003674;GO:0000139;GO:0015031;GO:0016020	Vesicle-associated membrane protein 714 (AtVAMP714)
Om006G243770	238	AT5G22380.1	AT5G22380.1	orthologue	GO:0006355;GO:0005515;GO:0003700;GO:0005634;GO:0003677	NAC domain-containing protein 90 (ANAC090)
Om006G243780	181	AT5G22390.1	AT5G22390.1	orthologue	GO:0005634;GO:0003674	FANTASTIC four-like protein (DUF3049)
Om006G243790	437	AT5G22400.1	AT5G22400.1	orthologue	GO:0003674;GO:0009507;GO:0007165;GO:0005096	Rho GTPase-activating protein 1 (Rho-type GTPase-activating protein 1)
Om006G243800	332	AT5G22410.1	AT5G22410.1	orthologue	GO:0004601;GO:0009505;GO:0006979;GO:0005576;GO:0006950;GO:0140825;GO:0020037;GO:0042744;GO:0046872	Peroxidase 60 (Atperox P60) (EC 1.11.1.7) (ATP14a)
Om006G243810	490	AT5G22420.1	AT5G22420.1	orthologue	GO:0005634;GO:0010345;GO:0102965;GO:0035336;GO:0043231;GO:0080019;GO:0009507;GO:0006629	Fatty acyl-CoA reductase (EC 1.2.1.84);Putative fatty acyl-CoA reductase 7
Om006G243820	490	AT5G22420.1	AT5G22420.1	orthologue	GO:0005634;GO:0010345;GO:0102965;GO:0035336;GO:0043231;GO:0080019;GO:0009507;GO:0006629	Fatty acyl-CoA reductase (EC 1.2.1.84);Putative fatty acyl-CoA reductase 7
Om006G243830	172	AT5G22430.1	AT5G22430.1	orthologue	GO:0016020;GO:0003674	Pollen Ole e 1 allergen and extensin family protein
Om006G243840	514	AT5G60080.1, AT5G60090.1	AT5G60090.1	orthologue	GO:0004672;GO:0005524;GO:0007165;GO:0016310;GO:0005886;GO:0005634;GO:0004674;GO:0006468	Protein kinase family protein (Protein kinase superfamily protein) (Serine/threonine protein kinase-like);Protein kinase superfamily protein (Similarity to protein kinase)
Om006G243850	217	AT5G22440.1	AT5G22440.1	orthologue	GO:0005737;GO:0022626;GO:0006412;GO:0022625;GO:0005730;GO:0003723;GO:0009536;GO:0003735;GO:0015934	Large ribosomal subunit protein uL1x (60S ribosomal protein L10a-3)
Om006G243860	288	AT5G51130.1	AT5G51130.1	orthologue	GO:0005737;GO:0008171;GO:0040031;GO:0017069;GO:0008173;GO:0008168;GO:0032259	Probable RNA methyltransferase At5g51130 (EC 2.1.1.-);RNA methyltransferase (EC 2.1.1.-)
Om006G243870	1158	AT5G22450.1	AT5G22450.1	orthologue	GO:0070461;GO:0003674;GO:0009507	Spectrin beta chain, brain
Om006G243880	340	AT5G22460.1	AT5G22460.1	orthologue	GO:0005773;GO:0009506;GO:0009505;GO:0009507;GO:0003674	Alpha/beta-Hydrolases superfamily protein (Gb|AAF31728.1)
Om006G243890	813	AT5G22470.1	AT5G22470.1	orthologue	GO:1990404;GO:0008270;GO:0070212;GO:0003950;GO:0005634;GO:0006302;GO:0005730;GO:0016779;GO:0140806;GO:0140807	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-);Protein ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (Poly[ADP-ribose] synthase 3)
Om006G243900	492	AT5G22480.1	AT5G22480.1	orthologue	GO:0005737;GO:0008270;GO:0008150;GO:0005634	ZPR1 zinc-finger domain protein
Om006G243930	494	AT5G22500.1	AT5G22500.1	orthologue	GO:0043231;GO:0035336;GO:0102965;GO:0009651;GO:0010345;GO:0009611;GO:0009507;GO:0080019;GO:0005886;GO:0050062;GO:0006629	Fatty acyl-CoA reductase (EC 1.2.1.84);Fatty acyl-CoA reductase 1 (EC 1.2.1.84)
Om006G243940	620	AT5G22510.1	AT5G22510.1	orthologue	GO:0004575;GO:0048825;GO:0005987;GO:0009507;GO:0033926;GO:0005982;GO:0005975	Alkaline/neutral invertase E, chloroplastic (A/N-INVE) (EC 3.2.1.26)
Om006G243960	120	AT1G60830.1	AT1G60830.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0003723;GO:0006397;GO:0008380;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein (U2 snRNP auxiliary factor, large subunit, putative; 15147-15692)
Om006G243970	120	AT5G22520.1, AT5G22530.1	AT5G22530.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0097501	At5g22520;Uncharacterized protein At5g22530
Om006G243980	334	AT5G22540.1	AT5G22540.1	orthologue	GO:0005575;GO:0003674;GO:0042742;GO:0016020	At5g22540 (Emb|CAB72473.1) (Transmembrane protein, putative (DUF247))
Om006G244010	485	AT5G22550.2	AT5G22550.2	orthologue	GO:0005634;GO:0003674;GO:0016020	Emb|CAB72473.1 (Transmembrane protein, putative (DUF247));Transmembrane protein, putative (DUF247)
Om006G244020	85					
Om006G244030	132	AT5G52500.1	AT5G52500.1	orthologue	GO:0005739;GO:0003674	Emb|CAB68146.1 (Transmembrane protein)
Om006G244040	405	AT5G22550.2	AT5G22550.2	orthologue	GO:0005634;GO:0003674;GO:0016020	Emb|CAB72473.1 (Transmembrane protein, putative (DUF247));Transmembrane protein, putative (DUF247)
Om006G244050	96	AT5G22555.1	AT5G22555.1	orthologue	GO:0009507;GO:0003674;GO:0008150;GO:0016020	Transmembrane protein
Om006G244060	785	AT2G09388.1	AT2G09388.1	other	GO:0005575;GO:0003674;GO:0008150	Uncharacterized protein
Om006G244070	432	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT5G22530.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964;GO:0003824	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
Om006G244080	293	AT5G22570.1	AT5G22570.1	orthologue	GO:0000976;GO:0005515;GO:0003700;GO:0042742;GO:0006355;GO:0005634;GO:0009863;GO:0043565	Probable WRKY transcription factor 38 (WRKY DNA-binding protein 38)
Om006G244100	111	AT5G22580.1	AT5G22580.1	orthologue	GO:0003674;GO:0009507;GO:0009536;GO:0005829;GO:0046872	Stress-response A/B barrel domain-containing protein At5g22580 (Uncharacterized protein At5g22580)
Om006G244110	479	AT5G22620.1	AT5G22620.1	orthologue	GO:0009507;GO:0047538;GO:0016791;GO:0003824;GO:0009570;GO:0016787	2-carboxy-D-arabinitol-1-phosphatase (EC 3.1.3.63);Probable 2-carboxy-D-arabinitol-1-phosphatase (EC 3.1.3.63)
Om006G244120	431	AT5G22630.1	AT5G22630.1	orthologue	GO:0009507;GO:0009094;GO:0047769;GO:0005737;GO:0006952;GO:0004664;GO:0009570	Arogenate dehydratase 5, chloroplastic (AtADT5) (EC 4.2.1.91)
Om006G244130	880	AT5G22640.1	AT5G22640.1	orthologue	GO:0005622;GO:0009706;GO:0009536;GO:0009941;GO:0009793;GO:0009535;GO:0005515;GO:0009658;GO:0005886;GO:0005634;GO:0045037;GO:0008320;GO:0009507;GO:0016020	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein;Protein TIC 100 (Protein EMBRYO DEFECTIVE 1211) (Translocon at the inner envelope membrane of chloroplasts 100) (AtTIC100)
Om006G244140	294	AT5G22650.1	AT5G22650.1	orthologue	GO:0005730;GO:0005739;GO:0004407;GO:0000325;GO:0048364;GO:0045892;GO:0009294;GO:0005515;GO:0005634;GO:0009505;GO:0010162;GO:0009536;GO:0009944;GO:0006325;GO:0016787	Histone deacetylase HDT2 (HD-tuins protein 2) (Histone deacetylase 2b)
Om006G244150	454	AT5G22700.5, AT5G22660.2	AT5G22660.2	orthologue	GO:0005634;GO:0003674;GO:0008150;;GO:0005515	F-box/FBD/LRR-repeat protein At5g22660;F-box/FBD/LRR-repeat protein At5g22700;LOW protein: F-box/FBD/LRR-like protein
Om006G244160	450	AT5G22700.5, AT5G22660.2	AT5G22660.2	orthologue	GO:0005634;GO:0003674;GO:0008150;;GO:0005515	F-box/FBD/LRR-repeat protein At5g22660;F-box/FBD/LRR-repeat protein At5g22700;LOW protein: F-box/FBD/LRR-like protein
Om006G244180	534	AT5G22740.1	AT5G22740.1	orthologue	GO:0016757;GO:0010192;GO:0051753;GO:0005794;GO:0005797;GO:0048359;GO:0047259;GO:0000139;GO:0071555	Glucomannan 4-beta-mannosyltransferase 2 (EC 2.4.1.32) (Cellulose synthase-like protein A2) (AtCslA2) (Glucomannan synthase) (Mannan synthase 2)
Om006G244200	1024	AT5G22750.1	AT5G22750.1	orthologue	GO:0016818;GO:0036297;GO:0000724;GO:0009294;GO:0045003;GO:0140658;GO:0006281;GO:0008094;GO:0008270;GO:0003676;GO:0005634;GO:0004386;GO:0005524;GO:0006325	DNA repair protein RAD5A (EC 3.6.4.-) (Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 2) (SMARCA3-like protein 2) (RAD5 homolog A) (AtRAD5a)
Om006G244210	1554	AT5G22760.1	AT5G22760.1	orthologue	GO:0031010;GO:0005634;GO:0005515;GO:0008270	PHD finger family protein
Om006G244220	1017	AT5G22780.1, AT5G22770.1	AT5G22780.1	orthologue	GO:0030122;GO:0005515;GO:0072583;GO:0035615;GO:0005886;GO:0009536;GO:0006886;GO:0008289;GO:0016192;GO:0030117;GO:0030131;GO:0015031	AP-2 complex subunit alpha-1 (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin 1) (Clathrin assembly protein complex 2 alpha large chain 1) (At-a-Ad) (At-alpha-Ad);AP-2 complex subunit alpha-2 (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin 2) (Clathrin assembly protein complex 2 alpha-C large chain) (At-aC-Ad) (At-alphaC-Ad)
Om006G244230	148	AT3G11405.1	AT3G11405.1	other	GO:0005634;GO:0003674;GO:0008150	DUF7722 domain-containing protein
Om006G244240	432	AT5G22790.1	AT5G22790.1	orthologue	GO:0009941;GO:0009536;GO:0009706;GO:0003674;GO:0099402	Protein RETICULATA-RELATED 1, chloroplastic
Om006G244250	731	AT3G46850.1, AT3G46840.1, AT5G59100.1, AT5G59130.4, AT5G58830.1, AT5G58820.1, AT5G58840.1, AT5G59090.1, AT5G59120.1	AT5G59120.1	other	GO:0004252;GO:0008150;GO:0005576;GO:0048046;GO:0009753;GO:0005634;GO:0005737;GO:0006508;GO:0016020;GO:0008236	Subtilase 4.12;Subtilase family protein;Subtilisin-like protease SBT4.11 (EC 3.4.21.-) (Subtilase subfamily 4 member 11) (AtSBT4.11);Subtilisin-like protease SBT4.12 (EC 3.4.21.-) (Subtilase subfamily 4 member 12) (AtSBT4.12);Subtilisin-like protease SBT4.13 (EC 3.4.21.-) (Subtilase subfamily 4 member 13) (AtSBT4.13);Subtilisin-like protease SBT4.4 (EC 3.4.21.-) (Subtilase subfamily 4 member 4) (AtSBT4.4);Subtilisin-like protease SBT4.5 (EC 3.4.21.-) (Subtilase subfamily 4 member 5) (AtSBT4.5);Subtilisin-like protease SBT4.6 (EC 3.4.21.-) (Subtilase subfamily 4 member 6) (AtSBT4.6);Subtilisin-like protease SBT4.7 (EC 3.4.21.-) (Subtilase subfamily 4 member 7) (AtSBT4.7);Subtilisin-like protease SBT4.8 (EC 3.4.21.-) (Subtilase subfamily 4 member 8) (AtSBT4.8);Subtilisin-like protease SBT4.9 (EC 3.4.21.-) (Subtilase subfamily 4 member 9) (AtSBT4.9)
Om006G244260	973	AT5G22800.2	AT5G22800.2	other	GO:0009793;GO:0009570;GO:0006419;GO:0009507;GO:0005739;GO:0004813;GO:0005829;GO:0002161;GO:0000049;GO:0005524;GO:0008270;GO:0016020;GO:0000166;GO:0005737;GO:0003676;GO:0004812;GO:0043039	Alanine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein EMBRYO DEFECTIVE 1030) (Protein EMBRYO DEFECTIVE 263) (Protein EMBRYO DEFECTIVE 86);Probable alanine--tRNA ligase, chloroplastic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
Om006G244270	360	AT5G22810.1	AT5G22810.1	orthologue	GO:0005576;GO:0016788;GO:0016042	GDSL esterase/lipase At5g22810 (EC 3.1.1.-) (Extracellular lipase At5g22810)
Om006G244280	516	AT5G22820.2	AT5G22820.2	orthologue	GO:0005634;GO:0003674	ARM repeat superfamily protein (AT5G22820 protein);ARM repeat superfamily protein (AT5g22820/MRN17_5)
Om006G244290	454	AT5G22830.1	AT5G22830.1	orthologue	GO:0015095;GO:0009507;GO:0009941;GO:0015693;GO:1903830;GO:0009536;GO:0010027;GO:0010117;GO:0010960;GO:0031969	Magnesium transporter MRS2-11, chloroplastic (Magnesium Transporter 10) (AtMGT10)
Om006G244300	541	AT3G44850.1, AT5G22840.1	AT5G22840.1	orthologue	GO:0005634;GO:0050684;GO:0016310;GO:0000245;GO:0004674;GO:0009506;GO:0005524;GO:0004672;GO:0006468;GO:0018105	non-specific serine/threonine protein kinase (EC 2.7.11.1)
Om006G244310	490	AT5G22850.1	AT5G22850.1	orthologue	GO:0005576;GO:0004190;GO:0006508;GO:0016020	Eukaryotic aspartyl protease family protein (Protease-like protein)
Om006G244320	498	AT5G22860.1	AT5G22860.1	orthologue	GO:0008239;GO:0070008;GO:0009507;GO:0005576;GO:0004180;GO:0006508;GO:0016020	Prolylcarboxypeptidase-like protein (Serine carboxypeptidase S28 family protein);Serine carboxypeptidase S28 family protein
Om006G244340	200	AT5G22870.1	AT5G22870.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0016020;GO:0098542;GO:0005886	Gb|AAF18257.1 (Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family)
Om006G244350	69	AT5G22875.1	AT5G22875.1	orthologue	GO:0008150;GO:0003674;GO:0005575	At5g22875 (Transmembrane protein)
Om006G244360	144	AT5G22880.1	AT5G22880.1	orthologue	GO:0009536;GO:0003677;GO:0005515;GO:0005634;GO:0046982;GO:0030527;GO:0005730;GO:0000786	Histone H2B.10 (HTB2)
Om006G244370	363	AT5G22890.1	AT5G22890.1	orthologue	GO:0006355;GO:0010447;GO:0003700;GO:0005634;GO:0005515;GO:0010044;GO:0008270	Protein SENSITIVE TO PROTON RHIZOTOXICITY 2 (Zinc finger protein STOP2)
Om006G244380	815	AT5G22900.1	AT5G22900.1	orthologue	GO:0098662;GO:0006812;GO:1902600;GO:0006885;GO:0012505;GO:0003674;GO:0006813;GO:0015297;GO:0016020;GO:0055085	Cation/H(+) antiporter 3 (Protein CATION/H+ EXCHANGER 3) (AtCHX3)
Om006G244390	292	AT5G22920.1	AT5G22920.1	orthologue	GO:1902456;GO:0005634;GO:0016567;GO:0006511;GO:0061630;GO:0008270;GO:0005783;GO:0016740	CHY-type/CTCHY-type/RING-type Zinc finger protein;E3 ubiquitin-protein ligase RZFP34 (EC 2.3.2.27) (CHY zinc-finger and RING protein 1) (RING zinc-finger protein 34) (RZFP34 protein homolog) (AtRZPF34)
Om006G244400	493	AT1G11680.1	AT1G11680.1	other	GO:0016126;GO:0009793;GO:0005783;GO:0020037;GO:0005794;GO:0008398;GO:0005576;GO:0005506;GO:0016491;GO:0008168;GO:0016020;GO:0032259;GO:0004497;GO:0016705	Sterol 14-demethylase (EC 1.14.14.154) (Cytochrome P450 51A2) (Cytochrome P450 51G1) (AtCYP51) (Obtusifoliol 14-demethylase) (Protein EMBRYO DEFECTIVE 1738)
Om006G244410	231	AT3G44940.1, AT5G22930.1	AT5G22930.1	orthologue	GO:0003674;GO:0005634	Enabled-like protein (DUF1635)
Om006G244420	458	AT5G22940.2	AT5G22940.2	orthologue	GO:0010417;GO:0006486;GO:0005794;GO:0005634;GO:0003674;GO:0000139;GO:0016757;GO:0071555;GO:0009101	Glucuronoxylan glucuronosyltransferase, putative;Probable glucuronoxylan glucuronosyltransferase F8H (EC 2.4.1.-) (FRA8 homolog) (Protein FRAGILE FIBER 8 homolog)
Om006G244430	229	AT3G45000.1	AT3G45000.1	orthologue	GO:0000815;GO:0007034;GO:0045324;GO:0015031;GO:0016192;GO:0003674;GO:0005737;GO:0032509;GO:0005634;GO:0005771	Putative vacuolar protein sorting-associated protein 24 homolog 2 (AtVPS24-2) (Charged multivesicular body protein 3 homolog 2) (ESCRT-III complex subunit VPS24 homolog 2);SNF7 family protein
Om006G244440	128	AT5G22970.3	AT5G22970.3	orthologue	GO:0005739;GO:0005576;GO:0003674;GO:0008150	At5g22970;S-protein homolog
Om006G244450	131	AT5G22970.3	AT5G22970.3	orthologue	GO:0005739;GO:0005576;GO:0003674;GO:0008150	At5g22970;S-protein homolog
Om006G244460	441	AT5G22980.1	AT5G22980.1	other	GO:0005576;GO:0004185;GO:0005773;GO:0008150;GO:0006508	Serine carboxypeptidase-like 47 (EC 3.4.16.-)
Om006G244470	128	AT5G22970.3	AT5G22970.3	orthologue	GO:0005739;GO:0005576;GO:0003674;GO:0008150	At5g22970;S-protein homolog
Om006G244480	347	AT5G60750.1	AT5G60750.1	orthologue	GO:0071586;GO:0005886;GO:0009507;GO:0004222;GO:0009643;GO:0004175;GO:0006508;GO:0016020;GO:0080120	CAAX amino terminal protease family protein
Om006G244490	730	AT5G60760.1	AT5G60760.1	orthologue	GO:0005634;GO:0010264;GO:0003674;GO:0016787	P-loop NTPase domain-containing protein LPA1 homolog 1 (Protein LOW PHYTIC ACID 1 homolog 1);P-loop containing nucleoside triphosphate hydrolases superfamily protein
Om006G244500	527	AT5G60770.1	AT5G60770.1	orthologue	GO:0071249;GO:0015112;GO:0005886;GO:0015706;GO:0042128;GO:0022857;GO:0055085	High affinity nitrate transporter 2.4 (AtNRT2:4)
Om006G244510	536	AT5G60780.1	AT5G60780.1	orthologue	GO:0071249;GO:0015112;GO:0015706;GO:0005886;GO:0016020;GO:0042128;GO:0022857;GO:0055085	High affinity nitrate transporter 2.3 (AtNRT2:3)
Om006G244520	596	AT5G60790.1	AT5G60790.1	orthologue	GO:0005886;GO:0009536;GO:0005524;GO:0016887	ABC transporter F family member 1 (ABC transporter ABCF.1) (AtABCF1) (GCN20-type ATP-binding cassette protein GCN1)
Om006G244530	277	AT5G60800.2	AT5G60800.2	orthologue	GO:0046872;GO:0005730;GO:0005886;GO:0009910;GO:0008270;GO:0005634;GO:0005737	Heavy metal transport/detoxification superfamily protein;Heavy metal-associated isoprenylated plant protein 3 (AtHIP03) (AtHIPP3)
Om006G244540	338	AT5G23000.1	AT5G23000.1	orthologue	GO:0005515;GO:0090506;GO:0003700;GO:0005634;GO:0003677	Transcription factor RAX1 (Myb-related protein 37) (AtMYB37) (Protein REGULATOR OF AXILLARY MERISTEMS 1)
Om006G244550	495	AT5G22990.1	AT5G22990.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0008270	C2H2-like zinc finger protein (C2H2-type zinc finger protein-like)
Om006G244560	503	AT5G22980.1	AT5G22980.1	other	GO:0005576;GO:0004185;GO:0005773;GO:0008150;GO:0006508	Serine carboxypeptidase-like 47 (EC 3.4.16.-)
Om006G244570	1116	AT5G60740.1	AT5G60740.1	orthologue	GO:0016887;GO:0042626;GO:0099503;GO:0090404;GO:0009860;GO:0140359;GO:0055085;GO:0015846;GO:0016020;GO:0005524	ABC transporter G family member 28 (ABC transporter ABCG.28) (AtABCG28) (Putative white-brown complex homolog protein 29) (AtWBC29)
Om006G244580	384	AT5G60730.1	AT5G60730.1	orthologue	GO:0009536;GO:0005759;GO:0016887;GO:0071816;GO:0005739;GO:0009507;GO:0043529;GO:0005524	ATPase GET3C (AtGET3C) (EC 3.6.-.-) (Guided entry of tail-anchored proteins 3 homolog C)
Om006G244600	175	AT3G61035.1	AT3G61035.1	orthologue	GO:0005634;GO:0016705;GO:0005506;GO:0020037;GO:0008150;GO:0004497;GO:0016020;GO:0016712	Cytochrome P450 superfamily protein
Om006G244610	688	AT5G60720.1	AT5G60720.1	orthologue	GO:0009507;GO:0003674	Uncharacterized protein
Om006G244620	714	AT5G60710.1	AT5G60710.1	orthologue	GO:0005576;GO:0003674;GO:0008270	Retroelement pol polyprotein-like (Zinc finger (C3HC4-type RING finger) family protein)
Om006G244630	936	AT5G60700.2	AT5G60700.2	orthologue	GO:0005739;GO:0003674;GO:0016020;GO:0016740	Glycosyltransferase family protein 2
Om006G244640	843	AT5G60690.1	AT5G60690.1	orthologue	GO:0009944;GO:0000976;GO:0005634;GO:0010014;GO:0009855;GO:0005515;GO:0009956;GO:0003700;GO:0010051;GO:0030154;GO:0010089;GO:0008289;GO:0003677	Homeobox-leucine zipper protein REVOLUTA (HD-ZIP protein REV) (Homeodomain transcription factor REV) (Protein AMPHIVASAL VASCULAR BUNDLE 1) (Protein INTERFASCICULAR FIBERLESS 1)
Om006G244650	161	AT3G45210.1	AT3G45210.1	orthologue	GO:0005739;GO:0003674;GO:0010150	AT3g45210/T14D3_150
Om006G244670	166	AT5G60670.1	AT5G60670.1	orthologue	GO:0022625;GO:0070180;GO:0009536;GO:0006412;GO:0003729;GO:0005737;GO:0003735;GO:0019843;GO:0005840;GO:0015934	Large ribosomal subunit protein uL11x (60S ribosomal protein L12-3)
Om006G244680	287	AT5G60660.1	AT5G60660.1	orthologue	GO:0080170;GO:0015250;GO:0048767;GO:0055085;GO:0006833;GO:0009506;GO:0005886;GO:0015267;GO:0016020	Probable aquaporin PIP2-4 (Plasma membrane intrinsic protein 2.4) (AtPIP2;4) [Cleaved into: Probable aquaporin PIP2-4, N-terminally processed]
Om006G244690	139	AT5G60650.1	AT5G60650.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0016020;GO:0016301	Proline-rich receptor-like kinase
Om006G244700	292	AT1G35440.1	AT1G35440.1	orthologue	GO:0032786;GO:0008024;GO:0045944;GO:0005634;GO:0006357;GO:0016538;GO:0061575;GO:0051301	Putative cyclin-T1-1 (CycT1;1)
Om006G244710	595	AT5G60640.1	AT5G60640.1	orthologue	GO:0006457;GO:0005783;GO:0099503;GO:0003756;GO:0009507;GO:0005739;GO:0034976;GO:0000325;GO:0009536;GO:0005576;GO:0005634;GO:0005788	Protein disulfide isomerase-like 1-4 (AtPDIL1-4) (EC 5.3.4.1) (Protein disulfide isomerase 2) (AtPDI2) (Protein disulfide isomerase-like 2-2) (AtPDIL2-2);Protein disulfide isomerase-like 1-4 (EC 5.3.4.1);Protein disulfide-isomerase (EC 5.3.4.1)
Om006G244720	375	AT5G60620.1	AT5G60620.1	orthologue	GO:0048229;GO:0019432;GO:0006633;GO:0004366;GO:0010152;GO:0019915;GO:0006651;GO:0010344;GO:0005634;GO:0006072;GO:0005783;GO:0005515;GO:0005789;GO:0008654;GO:0016746;GO:0008374	Glycerol-3-phosphate acyltransferase 9 (AtGPAT9) (EC 2.3.1.15)
Om006G244730	128	AT5G60630.1	AT5G60630.1	orthologue	GO:0003674;GO:0005576;GO:0016020	At5g60630 (Transmembrane protein)
Om006G244740	442	AT2G24850.1	AT2G24850.1	orthologue	GO:0006572;GO:0009058;GO:0004838;GO:0009753;GO:0009611;GO:0006520;GO:0030170;GO:0005737;GO:0033198;GO:0005829;GO:0003824;GO:0008483	Probable aminotransferase TAT3 (EC 2.6.1.-) (Tyrosine aminotransferase 3)
Om006G244750	76	AT5G60615.1	AT5G60615.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0031640;GO:0050832	Putative defensin-like protein 274
Om006G244760	741	AT5G60600.1	AT5G60600.1	orthologue	GO:0005634;GO:0009570;GO:0016114;GO:0019288;GO:0009941;GO:0009536;GO:0051539;GO:0046429;GO:0009862;GO:0009507;GO:0009617;GO:0005506;GO:0008299	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein CHLOROPLAST BIOGENESIS 4) (Protein CONSTITUTIVE SUBTILISIN 3);4-hydroxy-3-methylbut-2-enyl diphosphate synthase
Om006G244770	347	AT1G69430.1	AT1G69430.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Son of sevenless protein
Om006G244780	279	AT5G60590.2	AT5G60590.2	orthologue	GO:0000049;GO:0006450;GO:0005737;GO:0009507;GO:0016779;GO:0003725;GO:0005739;GO:0005886;GO:0016740	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)
