Cochlearia_excelsa	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
g51064	273	AT5G38580.1	AT5G38580.1	other	GO:0003674;GO:0008150;GO:0005575	FBD-like domain family protein
g51065	1339				GO:0003676;GO:0008270;GO:0015074	
g51066	159	AT1G55660.1, AT3G54910.1, AT4G00315.1, AT4G09920.1, AT4G10400.1, AT4G10410.1, AT4G10420.1, AT4G15060.1, AT4G15075.1, AT5G38565.1, AT5G38570.1, AT5G38580.1, AT5G38590.2	AT4G10400.1	other	GO:0003674;GO:0005634;GO:0005777;GO:0008150;GO:0005575;GO:0048587;GO:0048579;GO:0005515;GO:2000028;GO:0010187;GO:1902584	At3g54910 (RNI-like superfamily protein);F-box protein At4g09920;F-box/LRR-repeat protein At1g55660;F-box/RNI-like/FBD-like domains-containing protein;FBD / Leucine Rich Repeat domains containing protein;FBD, F-box and Leucine Rich Repeat domains containing protein;FBD-associated F-box protein At4g10400;FBD-associated F-box protein At5g38590;FBD-like domain family protein;Leucine-rich repeat (LRR) family protein;Probable FBD-associated F-box protein At5g38565;Putative F-box/FBD/LRR-repeat protein At4g00315;Putative F-box/LRR-repeat protein At4g15060;Putative FBD-associated F-box protein At5g38570
g51067	280	AT2G25690.1	AT2G25690.1	orthologue	GO:0005634;GO:0003674;GO:0042594;GO:0005737;GO:1902074;GO:0008270	DUF581 family protein, putative (DUF581);FCS-Like Zinc finger 11
g51068	540	AT2G25740.1	AT2G25740.1	orthologue	GO:0003674;GO:0016567;GO:0005634;GO:0031464;GO:0005737;GO:0006508;GO:0008233;GO:0030177;GO:0043161	Protein cereblon (Protein ohgata)
g51069	602	AT2G25760.2	AT2G25760.2	orthologue	GO:0004674;GO:0005634;GO:0004672;GO:0009788;GO:0006468;GO:0001932;GO:0006897;GO:0007165;GO:0005515;GO:0005737;GO:0005524	non-specific serine/threonine protein kinase (EC 2.7.11.1)
g5107	132				GO:0003676;GO:0015074	
g51070	98					
g51071	172					
g51072	168					
g51073	95					
g51074	1005	AT2G25800.1	AT2G25800.1	orthologue	GO:0003674;GO:0009507;GO:0003746	Elongation factor Ts (DUF810)
g51075	174					
g51076	81	AT2G28405.1, AT3G25265.1, AT2G25344.1	AT2G25344.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0031640;GO:0050832	Putative defensin-like protein 137 (Putative low-molecular-weight cysteine-rich protein 14) (Protein LCR14);Putative defensin-like protein 148 (Putative low-molecular-weight cysteine-rich protein 4) (Protein LCR4);Putative defensin-like protein 150 (Putative low-molecular-weight cysteine-rich protein 32) (Protein LCR32)
g51077	85	AT2G28430.1	AT2G28430.1	orthologue	GO:0009507;GO:0003674;GO:0009536;GO:0008150	At2g28430/T1B3.5 (Expressed protein) (Zinc finger, C3HC4 type family protein)
g51078	847	AT2G28470.1	AT2G28470.1	orthologue	GO:0005975;GO:0019388;GO:0009505;GO:0004565;GO:0005576;GO:0009827;GO:0030246;GO:0005773;GO:0048046;GO:0004553	Beta-galactosidase (EC 3.2.1.23);Beta-galactosidase 8 (Lactase 8) (EC 3.2.1.23) (Protein AR782)
g51079	153	AT2G07800.1	AT2G07800.1	other	GO:0005575;GO:0008150;GO:0003674;;GO:0008270	Transmembrane protein
g5108	483				GO:0003676;GO:0004523	
g51080	78	AT1G18050.1	AT1G18050.1	orthologue	GO:0003723;GO:0005686;GO:0071004;GO:0045292;GO:0071013;GO:0005634	SWAP/surp RNA-binding domain protein
g51081	135	AT4G10895.1	AT4G10895.1	orthologue	GO:0005576;GO:0003674;GO:0008150;GO:0060320	S-protein homolog
g51082	368	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1	AT2G28040.1	orthologue	GO:0004190;GO:0005576;GO:0008150;GO:0006508	Aspartic proteinase CDR1-like protein;At2g28040 (Eukaryotic aspartyl protease family protein) (Putative chloroplast nucleoid DNA binding protein);Eukaryotic aspartyl protease family protein;Eukaryotic aspartyl protease family protein (Putative chloroplast nucleoid DNA binding protein)
g51083	182					
g51084	396	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1	AT2G28040.1	orthologue	GO:0004190;GO:0005576;GO:0008150;GO:0006508	Aspartic proteinase CDR1-like protein;At2g28040 (Eukaryotic aspartyl protease family protein) (Putative chloroplast nucleoid DNA binding protein);Eukaryotic aspartyl protease family protein;Eukaryotic aspartyl protease family protein (Putative chloroplast nucleoid DNA binding protein)
g51085	463	AT2G28490.1	AT2G28490.1	orthologue	GO:0005576;GO:0009506;GO:0003674	Vicilin-like seed storage protein At2g28490 (Globulin At2g28490)
g51086	502				GO:0008270	
g51087	989	AT2G28540.2	AT2G28540.2	orthologue	GO:0004842;GO:0016567;GO:0030014;GO:0005634;GO:0003723;GO:0008270;GO:0003676	RNA binding (RRM/RBD/RNP motifs) family protein
g51088	361					
g51089	382					
g5109	172					
g51090	251	AT2G28610.1	AT2G28610.1	orthologue	GO:0005634;GO:0099402;GO:0010865;GO:0009943;GO:0003700;GO:0010482;GO:0006355;GO:0005515;GO:0009908;GO:0009947;GO:0003677;GO:0030154	WUSCHEL-related homeobox 3 (Protein PRESSED FLOWER)
g51091	308					
g51092	344					
g51093	201					
g51094	87					
g51095	226	AT5G42905.1	AT5G42905.1	other	GO:0008150;GO:0005575;GO:0004523;GO:0003676;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
g51096	327					
g51097	70	AT4G07445.1, AT1G48285.1, AT2G37125.1	AT1G48285.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0008270;GO:0005634;GO:0016020	GRF zinc finger protein;Uncharacterized protein
g51098	260	AT2G28790.2	AT2G28790.2	orthologue	GO:0003674;GO:0009505;GO:0006952;GO:0005576;GO:0099503;GO:0009506	At2g28790 (Pathogenesis-related thaumatin superfamily protein) (Putative thaumatin) (Thaumatin-like cytokinin binding protein);Pathogenesis-related thaumatin superfamily protein
g51099	156					
g511	471	AT5G23940.1	AT5G23940.1	orthologue	GO:0010090;GO:0010143;GO:0009793;GO:0005737;GO:0003674;GO:0016747;GO:0051179;GO:0090626;GO:0005829;GO:0016746	BAHD acyltransferase DCR (EC 2.3.1.-) (Protein DEFECTIVE IN CUTICULAR RIDGES) (Protein PERMEABLE LEAVES 3)
g5110	929	AT5G15500.2	AT5G15500.2	other	GO:0003674;GO:0005737;GO:0016020;GO:0005515	Ankyrin repeat family protein;Ankyrin repeat family protein (At5g15500)
g51100	102					
g51101	301					
g51102	294				GO:0015074;GO:0003676	
g51103	73					
g51104	339				GO:0003676	
g51105	285					
g51106	69	AT5G08760.1	AT5G08760.1	orthologue	GO:0009751;GO:0009651;GO:0005794;GO:0009753;GO:0048046;GO:1903409;GO:0005886;GO:0030275;GO:0005576;GO:0033612;GO:0005783	Serine rich endogenous peptide 15 (AtSCOOP15) (Phytocytokine SCOOP15) (Precursor of serine rich endogenous peptide phytocytokine 15) (Secreted transmembrane peptide 8)
g51107	657	AT2G28830.1	AT2G28830.1	orthologue	GO:0042742;GO:0005737;GO:0050777;GO:0004842;GO:0005515;GO:0005634;GO:0007166;GO:0016567	U-box domain-containing protein 12 (EC 2.3.2.27) (Plant U-box protein 12) (RING-type E3 ubiquitin transferase PUB12)
g51108	264				GO:0003676;GO:0004523	
g51109	450	AT2G28840.1	AT2G28840.1	orthologue	GO:0016567;GO:0009408;GO:0005634;GO:0005515;GO:0009507;GO:0008270;GO:0016740;GO:0016020	Putative E3 ubiquitin-protein ligase XBAT31 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT31) (Protein XB3 homolog 1) (RING-type E3 ubiquitin transferase XB31);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
g5111	517	AT5G15500.2	AT5G15500.2	orthologue	GO:0003674;GO:0005737;GO:0016020;GO:0005515	Ankyrin repeat family protein;Ankyrin repeat family protein (At5g15500)
g51110	69					
g51111	677					
g51112	343					
g51113	633	AT2G28890.1	AT2G28890.1	orthologue	GO:0005739;GO:0017018;GO:0048366;GO:0007165;GO:0004722;GO:0005634;GO:0046872;GO:0006470	Probable protein phosphatase 2C 23 (AtPP2C23) (EC 3.1.3.16) (Protein POLTERGEIST-LIKE 4) (Protein phosphatase 2C PLL4) (PP2C PLL4)
g51114	148	AT2G28900.1	AT2G28900.1	orthologue	GO:0009941;GO:0009707;GO:0015171;GO:0009753;GO:0009409;GO:0009611;GO:0000325;GO:0009527;GO:0009507;GO:0003729;GO:0009744;GO:0009536;GO:0045037;GO:0005515;GO:0005777;GO:0009749;GO:0042803;GO:0006811;GO:0015288;GO:0019904;GO:0034426;GO:0046930;GO:0022857	Outer envelope pore protein 16-1, chloroplastic (Chloroplastic outer envelope pore protein of 16 kDa 1) (AtOEP16-1) (OEP16-1) (Outer plastid envelope protein 16-L) (AtOEP16-L) (Leave outer plastid envelope protein 16) (Protochlorophyllide-dependent translocon protein 16) (Ptc16)
g51115	144	AT2G28920.1	AT2G28920.1	orthologue	GO:0005575;GO:0003674;GO:0008270;GO:0016020;GO:0016740	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
g51116	126	AT1G48580.2	AT1G48580.2	other	GO:0003674;GO:0005634;GO:0000725	Nuclear localized protein
g51117	853	AT2G28970.1	AT2G28970.1	orthologue	GO:0016310;GO:0016301;GO:0005634;GO:0004674;GO:0005524;GO:0016020;GO:0004672;GO:0006468	Leucine-rich repeat protein kinase family protein;Leucine-rich repeat protein kinase family protein (Putative receptor-like protein kinase)
g51118	409	AT2G28960.2, AT2G29000.1	AT2G28960.2	other	GO:0004672;GO:0006468;GO:0005575;GO:0004674;GO:0044024;GO:0005515;GO:0016310;GO:0005524;GO:0016020;GO:0106310	Leucine-rich repeat protein kinase family protein;Probable LRR receptor-like serine/threonine-protein kinase At2g28960 (EC 2.7.11.1)
g51119	557	AT2G28970.1	AT2G28970.1	orthologue	GO:0016310;GO:0016301;GO:0005634;GO:0004674;GO:0005524;GO:0016020;GO:0004672;GO:0006468	Leucine-rich repeat protein kinase family protein;Leucine-rich repeat protein kinase family protein (Putative receptor-like protein kinase)
g5112	501	AT5G15490.1	AT5G15490.1	orthologue	GO:0052546;GO:0051287;GO:0006065;GO:0009505;GO:0006024;GO:0003979;GO:0005975;GO:0005737;GO:0005634;GO:0016616	UDP-glucose 6-dehydrogenase 3 (UDP-Glc dehydrogenase 3) (UDP-GlcDH 3) (UDPGDH 3) (EC 1.1.1.22) (At-UGD3)
g51120	703	AT2G29040.1	AT2G29040.1	orthologue	GO:0005794;GO:0006486;GO:0003674;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein;Probable xyloglucan galactosyltransferase GT11 (EC 2.4.1.-) (Glycosyltransferase 11) (AtGT11)
g51121	391	AT2G29050.1	AT2G29050.1	orthologue	GO:0004252;GO:0005794;GO:0000139;GO:0006508;GO:0016020	RHOMBOID-like protein 1 (AtRBL1) (EC 3.4.21.105)
g51122	306	AT2G29070.2	AT2G29070.2	orthologue	GO:0036503;GO:0034098;GO:0006511;GO:0009507;GO:0005634;GO:0031593	At2g29070 (Ubiquitin fusion degradation UFD1 family protein);Ubiquitin fusion degradation UFD1 family protein
g51123	809	AT2G29080.1	AT2G29080.1	orthologue	GO:0004222;GO:0009535;GO:0005745;GO:0005739;GO:0004176;GO:0008270;GO:0034982;GO:0016887;GO:0005524;GO:0005743;GO:0006508;GO:0016020	ATP-dependent zinc metalloprotease FTSH 3, mitochondrial (AtFTSH3) (EC 3.4.24.-)
g51124	942	AT2G29140.1, AT2G29200.1, AT2G29190.1	AT2G29200.1	other	GO:0003729;GO:0005737;GO:0010608;GO:0003730;GO:0003723;GO:0006417	Pumilio homolog 1 (APUM-1) (AtPUM1);Pumilio homolog 2 (APUM-2) (AtPUM2);Pumilio homolog 3 (APUM-3) (AtPUM3)
g51125	118	AT1G48285.1, AT2G37125.1, AT3G30165.1, AT4G07445.1	AT2G37125.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0008270;GO:0005634;GO:0016020	GRF zinc finger protein;Uncharacterized protein;Zinc ion-binding protein
g51126	462				GO:0008270	
g51127	231					
g51128	936	AT2G29200.1	AT2G29200.1	other	GO:0003729;GO:0005737;GO:0010608;GO:0006417;GO:0003723	Pumilio homolog 1 (APUM-1) (AtPUM1)
g51129	309	AT2G29260.1	AT2G29260.1	orthologue	GO:0009507;GO:0003674;GO:0008150;GO:0016491	Tropinone reductase homolog At2g29260, chloroplastic (EC 1.1.1.-)
g5113	299	AT5G15440.1	AT5G15440.1	orthologue	GO:0003674;GO:0005739;GO:0008150;;GO:0005515	EID1-like F-box protein 1
g51130	264	AT2G30670.1	AT2G30670.1	orthologue	GO:0003674;GO:0005575;GO:0016491	Tropinone reductase homolog At2g30670 (EC 1.1.1.-)
g51131	253	AT2G29310.1	AT2G29310.1	orthologue	GO:0005739;GO:0005777;GO:0008150;GO:0016491	NAD(P)-binding Rossmann-fold superfamily protein;Tropinone reductase homolog At2g29310 (EC 1.1.1.-)
g51132	105					
g51133	367	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51134	782					
g51135	322					
g51136	273	AT2G29360.1, AT2G29150.1, AT2G29350.1, AT2G29290.2, AT2G29370.1	AT2G29360.1	other	GO:0005739;GO:0003674;GO:0005777;GO:0008150;GO:0005829;GO:0005886;GO:0004022;GO:0002213;GO:0009507;GO:0031347;GO:0016491	Senescence-associated protein 13 (Tropinone reductase homolog SAG13) (EC 1.1.1.-);Tropinone reductase homolog At2g29150 (EC 1.1.1.-);Tropinone reductase homolog At2g29290 (EC 1.1.1.-);Tropinone reductase homolog At2g29360 (EC 1.1.1.-);Tropinone reductase homolog At2g29370 (EC 1.1.1.-)
g51137	398					
g51138	279				GO:0003676	
g51139	321	AT2G29400.1	AT2G29400.1	orthologue	GO:0005634;GO:0004722;GO:0006470;GO:0005737;GO:0017018;GO:0000164;GO:0046872;GO:0016787	Serine/threonine-protein phosphatase PP1 isozyme 1 (EC 3.1.3.16) (Type one protein phosphatase 1)
g5114	476	AT5G15430.1	AT5G15430.1	orthologue	GO:0005516;GO:0005634	At5g15430 (Plant calmodulin-binding protein-like protein)
g51140	175	AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51141	422					
g51142	407					
g51143	163	AT2G30650.1	AT2G30650.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4)
g51144	377	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51145	224	AT5G65940.1, AT2G30660.1	AT5G65940.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0006635;GO:0009733;GO:0009409;GO:0009536;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);3-hydroxyisobutyryl-CoA hydrolase 1 (EC 3.1.2.-) (EC 3.1.2.4) (CoA-thioester hydrolase CHY1);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51146	138	AT5G65940.1	AT5G65940.1	other	GO:0006635;GO:0009733;GO:0003860;GO:0006574;GO:0009409;GO:0005739;GO:0009536;GO:0005777	3-hydroxyisobutyryl-CoA hydrolase 1 (EC 3.1.2.-) (EC 3.1.2.4) (CoA-thioester hydrolase CHY1)
g51147	376	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51148	300	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51149	383	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g5115	721	AT5G15410.1	AT5G15410.1	orthologue	GO:0005221;GO:0005242;GO:0005634;GO:0007263;GO:0005262;GO:0070509;GO:0009626;GO:0006952;GO:0005516;GO:0005222;GO:0005886;GO:0030552;GO:0030553;GO:0016020;GO:0034220;GO:0005216;GO:0006811;GO:0055085	Cyclic nucleotide-gated ion channel 2 (AtCNGC2) (Cyclic nucleotide- and calmodulin-regulated ion channel 2) (Protein DEFENSE NO DEATH 1);Cyclic nucleotide-regulated ion channel family protein
g51150	353	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51151	353	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51152	383	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51153	380	AT2G30650.1, AT2G30660.1	AT2G30660.1	other	GO:0005739;GO:0006574;GO:0003860;GO:0005777;GO:0006508;GO:0008233	3-hydroxyisobutyryl-CoA hydrolase (HIB-CoA hydrolase) (HIBYL-CoA-H) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase);Probable 3-hydroxyisobutyryl-CoA hydrolase 2 (EC 3.1.2.4);Probable 3-hydroxyisobutyryl-CoA hydrolase 3 (EC 3.1.2.4)
g51154	253	AT2G30670.1	AT2G30670.1	orthologue	GO:0003674;GO:0005575;GO:0016491	Tropinone reductase homolog At2g30670 (EC 1.1.1.-)
g51155	245	AT2G30670.1	AT2G30670.1	orthologue	GO:0003674;GO:0005575;GO:0016491	Tropinone reductase homolog At2g30670 (EC 1.1.1.-)
g51156	253	AT2G30670.1	AT2G30670.1	orthologue	GO:0003674;GO:0005575;GO:0016491	Tropinone reductase homolog At2g30670 (EC 1.1.1.-)
g51157	82					
g51158	365	AT2G29410.1	AT2G29410.1	orthologue	GO:0015103;GO:0005737;GO:0005385;GO:0008324;GO:0005886;GO:0071577;GO:0005773;GO:0005774;GO:0006829;GO:0046872;GO:0006812;GO:0016020;GO:0055085	Metal tolerance protein B (AtMTP4) (AtMTPb)
g51159	228	AT2G29420.1	AT2G29420.1	orthologue	GO:0006749;GO:0009407;GO:0004364;GO:0005737;GO:0009751;GO:0005829	Glutathione S-transferase U7 (AtGSTU7) (EC 2.5.1.18) (GST class-tau member 7) (Glutathione S-transferase 25)
g5116	341	AT5G15390.1	AT5G15390.1	orthologue	GO:0030488;GO:0002938;GO:0008173;GO:0009507;GO:0000049;GO:0008168;GO:0009020;GO:0003723;GO:0006396	rRNA methylase-like protein (tRNA/rRNA methyltransferase (SpoU) family protein);tRNA/rRNA methyltransferase (SpoU) family protein
g51160	226	AT2G29450.1	AT2G29450.1	orthologue	GO:0004364;GO:0009506;GO:0006749;GO:0006979;GO:0009407;GO:0005737;GO:0005886;GO:0043295;GO:0005777;GO:0005829	Glutathione S-transferase U5 (AtGSTU5) (EC 2.5.1.18) (AtGSTU1) (GST class-tau member 5) (Glutathione S-transferase 103-1A)
g51161	202	AT2G29460.1	AT2G29460.1	orthologue	GO:1900367;GO:0005515;GO:0010120;GO:0006749;GO:0009407;GO:0005737;GO:0004364;GO:0005829	Glutathione S-transferase U4 (AtGSTU4) (EC 2.5.1.18) (GST class-tau member 4) (Glutathione S-transferase 22)
g51162	469	AT3G29635.1, AT3G29670.1, AT3G29680.1, AT3G29690.1, AT3G29720.1, AT5G61160.1	AT3G29635.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0009507;GO:0005737;GO:0047634;GO:0050736;GO:0009636;GO:0016747	Agmatine coumaroyltransferase (EC 2.3.1.64);Anthocyanin acyltransferase-like protein (HXXXD-type acyl-transferase family protein);BAHD acyltransferase At3g29680 (EC 2.3.1.-) (Probable anthocyanin acyltransferase);HXXXD-type acyl-transferase family protein;Phenolic glucoside malonyltransferase 2 (EC 2.3.1.-)
g51163	226	AT2G29460.1	AT2G29460.1	orthologue	GO:1900367;GO:0005515;GO:0010120;GO:0006749;GO:0009407;GO:0005737;GO:0004364;GO:0005829	Glutathione S-transferase U4 (AtGSTU4) (EC 2.5.1.18) (GST class-tau member 4) (Glutathione S-transferase 22)
g51164	201	AT2G29480.1	AT2G29480.1	orthologue	GO:0004364;GO:0006749;GO:0005737;GO:0009407;GO:0005829	Glutathione S-transferase U2 (AtGSTU2) (EC 2.5.1.18) (GST class-tau member 2) (Glutathione S-transferase 20)
g51165	200					
g51166	531				GO:0003676;GO:0004523	
g51167	94					
g51168	199					
g51169	155					
g5117	172	AT5G15350.1	AT5G15350.1	orthologue	GO:0016020;GO:0009536;GO:0005886;GO:0009055;GO:0000325;GO:0098552	Early nodulin-like protein 17 (AtENODL17) (Lamin-like protein ENODL17) (Phytocyanin-like protein ENODL17)
g51170	132					
g51171	615	ATMG00240.1	ATMG00240.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;GO:0003676;GO:0008270;GO:0015074	Uncharacterized mitochondrial protein AtMg00240 (ORF111a)
g51172	1153	AT2G29510.1	AT2G29510.1	orthologue	GO:0003674;GO:0005634;GO:0009506	At2g29510
g51173	85	AT2G29530.3	AT2G29530.3	orthologue	GO:0005739;GO:0009507;GO:0005743;GO:0045039;GO:0005515;GO:0005758;GO:0005777;GO:0007005;GO:0046872	Mitochondrial import inner membrane translocase subunit;Mitochondrial import inner membrane translocase subunit TIM10
g51174	116	AT2G29540.3	AT2G29540.3	other	GO:0006351;GO:0001054;GO:0006383;GO:0003899;GO:0005634;GO:0006362;GO:0005666;GO:0009304;GO:0005736;GO:0005515;GO:0001056;GO:0046983;GO:0003677	DNA-directed RNA polymerase 14 kDa subunit (AtRPAC14) (Putative DNA-directed RNA polymerase 14 kDa subunit AtRPAC14) (RNA polymerase I(A) and III(C) 14 kDa subunit) (RNApolymerase 14 kDa subunit);RNApolymerase 14 kDa subunit
g51175	263	AT2G29570.1	AT2G29570.1	orthologue	GO:0006275;GO:0019985;GO:0006272;GO:0042276;GO:0006298;GO:0043626;GO:0005515;GO:0030337;GO:0005634;GO:0003677;GO:0006260	Proliferating cell nuclear antigen 2 (PCNA 2)
