Alyssum_gmelinii	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Ag007G620020	354	AT5G15850.1	AT5G15850.1	orthologue	GO:0009909;GO:0005634;GO:0007623;GO:2000028;GO:0005515;GO:0008270;GO:0003700;GO:0042802;GO:0003677	Zinc finger protein CONSTANS-LIKE 1
Ag007G620030	435	AT5G15860.1	AT5G15860.1	orthologue	GO:0010296;GO:0016020;GO:0005789;GO:0000139;GO:0005576	Isoprenylcysteine alpha-carbonyl methylesterase ICME (EC 3.1.1.n2) (Isoprenylcysteine methylesterase) (Prenylcysteine methylesterase) (AtPCME)
Ag007G620060	264	AT2G01210.1	AT2G01210.1	other	GO:0005524;GO:0005515;GO:0016301;GO:0046777;GO:0004674;GO:0009507;GO:0005576;GO:0009570;GO:0005886;GO:0010069;GO:0090406;GO:0009505;GO:0099503;GO:0010070;GO:0106310;GO:0004672;GO:0006468	Receptor protein kinase-like protein ZAR1 (EC 2.7.11.1) (Protein ZYGOTIC ARREST 1)
Ag007G620080	737	AT5G15870.1, AT1G18310.1	AT5G15870.1	orthologue	GO:0005575;GO:0052861;GO:0009507;GO:0000272;GO:0042973;GO:0071555	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
Ag007G620120	456	AT2G36430.1	AT2G36430.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Transmembrane protein, putative (DUF247)
Ag007G620130	345	AT5G15880.1	AT5G15880.1	orthologue	GO:0005634;GO:0003674;GO:0016020	At5g15880 (Golgin family A protein)
Ag007G620140	596	AT5G15890.1	AT5G15890.1	orthologue	GO:0016413;GO:0008150;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 21
Ag007G620150	428	AT5G15900.2	AT5G15900.2	orthologue	GO:0016413;GO:0009507;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 19;TRICHOME BIREFRINGENCE-LIKE 19
Ag007G620160	566	AT5G47430.6	AT5G47430.6	other	GO:0005634;GO:0006511;GO:0061630;GO:0008270;GO:0003676;GO:0016567;GO:0006397;GO:0016020	DWNN domain, a CCHC-type zinc finger;E3 ubiquitin ligase PQT3-like (EC 2.3.2.27)
Ag007G620200	270	AT5G15910.1	AT5G15910.1	orthologue	GO:0006744;GO:0044877;GO:0005739;GO:0009536;GO:1901006	NAD(P)-binding Rossmann-fold superfamily protein
Ag007G620210	410	AT4G24630.1	AT4G24630.1	orthologue	GO:0005886;GO:0019706;GO:0005794;GO:0005783;GO:0006612;GO:0016409;GO:0018230	Protein S-acyltransferase 8 (EC 2.3.1.225) (Probable palmitoyltransferase At4g24630) (Zinc finger DHHC domain-containing protein At4g24630)
Ag007G620220	1053	AT5G15920.1	AT5G15920.1	orthologue	GO:0009506;GO:0007062;GO:0000724;GO:0003697;GO:0005829;GO:0016887;GO:0005634;GO:0030915;GO:0005524;GO:0005694;GO:0006281;GO:0006310	Structural maintenance of chromosomes protein 5 (Protein EMBRYO DEFECTIVE 2782)
Ag007G620230	356	AT5G15930.1	AT5G15930.1	orthologue	GO:0005096;GO:0005737;GO:0031267;GO:0043087	Plant adhesion molecule 1
Ag007G620290	500	AT1G22710.1	AT1G22710.1	other	GO:0005737;GO:0008506;GO:0005773;GO:0008515;GO:0009915;GO:0005886;GO:0005985;GO:0015770;GO:0005634;GO:0016020	Sucrose transport protein SUC2 (AtSUC2) (Sucrose permease 2) (Sucrose transporter 1) (Sucrose-proton symporter 2)
Ag007G620300	238					
Ag007G620320	370	AT5G15940.2	AT5G15940.2	orthologue	GO:0005575;GO:0003674;GO:0016491	NAD(P)-binding Rossmann-fold superfamily protein
Ag007G620330	839	AT1G11410.4	AT1G11410.4	orthologue	GO:0004674;GO:0005886;GO:0005576;GO:0005516;GO:0007165;GO:0048544;GO:0006955;GO:0005524;GO:0030246;GO:0031625;GO:0106310;GO:0004672;GO:0006468	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410 (EC 2.7.11.1);Receptor-like serine/threonine-protein kinase (EC 2.7.11.1)
Ag007G620370	239	AT1G62020.1	AT1G62020.1	other	GO:0006886;GO:0006890;GO:0005886;GO:0006891;GO:0006888;GO:0030126;GO:0005634;GO:0080008;GO:0005198;GO:0000139	Coatomer subunit alpha-1 (Alpha-coat protein 1) (Alpha-COP 1)
Ag007G620390	206	AT1G62020.1	AT1G62020.1	other	GO:0006886;GO:0006890;GO:0005886;GO:0006891;GO:0006888;GO:0030126;GO:0005634;GO:0080008;GO:0005198;GO:0000139	Coatomer subunit alpha-1 (Alpha-coat protein 1) (Alpha-COP 1)
Ag007G620490	465	AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1	AT5G01120.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634	DUF674 family protein;Uncharacterized protein;Uncharacterized protein F7J8_100;Uncharacterized protein F7J8_120;Uncharacterized protein F7J8_130
Ag007G620500	174					
Ag007G620530	14					
Ag007G620560	367	AT5G15950.1	AT5G15950.1	orthologue	GO:0006597;GO:0005634;GO:0004014;GO:0008295;GO:0005829	S-adenosylmethionine decarboxylase proenzyme 2 (AdoMetDC2) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 2 alpha chain; S-adenosylmethionine decarboxylase 2 beta chain]
Ag007G620570	349	AT4G38940.1	AT4G38940.1	other	GO:0005634;GO:0016567;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g38940
Ag007G620620	65	AT5G15970.1, AT5G15960.1	AT5G15960.1	orthologue	GO:0006970;GO:0009409;GO:0005829;GO:0005737;GO:0003729;GO:0005634;GO:0009507;GO:0009536;GO:0009737;GO:0005515;GO:0009414;GO:0009631;GO:0003674;GO:0010017	Stress-induced protein KIN1;Stress-induced protein KIN2 (Cold-induced protein COR6.6)
Ag007G620680	83	AT1G61560.1	AT1G61560.1	other	GO:0005739;GO:0003674;GO:0005886;GO:0005516;GO:0050832;GO:0006952;GO:0016020	MLO-like protein;MLO-like protein 6 (AtMlo6)
Ag007G620700	652	AT5G15980.1	AT5G15980.1	orthologue	GO:0005739;GO:0008380;GO:0003729;GO:0005840;GO:1990904;GO:0005515	Small ribosomal subunit protein mS81 (rPPR8) (Pentatricopeptide repeat-containing protein At5g15980, mitochondrial)
Ag007G620730	232					
Ag007G620760	637	AT5G16000.1	AT5G16000.1	orthologue	GO:0005515;GO:0004674;GO:0042802;GO:0005576;GO:0051607;GO:0016301;GO:0004672;GO:0005524;GO:0005654;GO:0005737;GO:0005886;GO:0006468;GO:0034504;GO:0040015;GO:0046777;GO:0106310	Protein NSP-INTERACTING KINASE 1 (AtNIK1) (EC 2.7.11.1) (LRR receptor-like serine/threonine-protein kinase NIK1)
Ag007G620780	102	AT4G40050.1	AT4G40050.1	other	GO:0003714;GO:0005634;GO:0006351	Signal transducer, putative (DUF3550/UPF0682)
Ag007G620850	89					
Ag007G620880	266	AT5G16010.1	AT5G16010.1	orthologue	GO:0016627;GO:0009941;GO:0016491;GO:0009536;GO:0009507;GO:0006629;GO:0016020	3-oxo-5-alpha-steroid 4-dehydrogenase family protein (AT5g16010/F1N13_150) (Steroid 5alpha-reductase-like protein)
Ag007G620890	265	AT5G16010.1	AT5G16010.1	other	GO:0016627;GO:0009941;GO:0016491;GO:0009536;GO:0009507;GO:0006629;GO:0016020	3-oxo-5-alpha-steroid 4-dehydrogenase family protein (AT5g16010/F1N13_150) (Steroid 5alpha-reductase-like protein)
Ag007G620900	647	AT5G16020.1	AT5G16020.1	orthologue	GO:0010183;GO:0009793;GO:0003674;GO:0005886;GO:0099503;GO:0005576;GO:0005515	Protein GAMETE EXPRESSED 3
Ag007G620940	114	AT2G34740.1	AT2G34740.1	other	GO:0004722;GO:1902531;GO:0009507;GO:0005739;GO:0046872;GO:0006470	Probable protein phosphatase 2C 28 (AtPP2C28) (EC 3.1.3.16);protein-serine/threonine phosphatase (EC 3.1.3.16)
Ag007G620990	328	AT5G16030.3	AT5G16030.3	orthologue	GO:0005634;GO:0003674;GO:0005739	Mental retardation GTPase activating protein
Ag007G621000	408	AT5G16040.1	AT5G16040.1	orthologue	GO:0005737;GO:0008150;GO:0003674;GO:0009536	At5g16040 (Regulator of chromosome condensation (RCC1) family protein) (UVB-resistance protein-like);Regulator of chromosome condensation (RCC1) family protein
Ag007G621020	95	AT5G16060.1	AT5G16060.1	orthologue	GO:0003674;GO:0005739;GO:0009536	COX assembly mitochondrial protein
Ag007G621030	535	AT5G16070.1	AT5G16070.1	orthologue	GO:0051082;GO:0006457;GO:0140662;GO:0005737;GO:0009536;GO:0016887;GO:0005832;GO:0005524	T-complex protein 1 subunit zeta 2 (TCP-1-zeta 2) (CCT-zeta 2) (Chaperonin CCT6B)
Ag007G621040	392	AT5G48470.1	AT5G48470.1	orthologue	GO:0005515;GO:0042644;GO:0009658;GO:0009507;GO:0006355	Protein PEP-RELATED DEVELOPMENT ARRESTED 1, chloroplastic (AtPRDA1)
Ag007G621060	336	AT5G16080.1	AT5G16080.1	orthologue	GO:0005515;GO:0106435;GO:0005575;GO:0016787	Probable carboxylesterase 17 (AtCXE17) (EC 3.1.1.1)
Ag007G621070	106	AT1G10500.1	AT1G10500.1	other	GO:0016226;GO:0009570;GO:0030674;GO:0009507;GO:0046872;GO:0051536;GO:0005515	Iron-sulfur assembly protein IscA, chloroplastic (Plastid SufA-like protein) (Protein scaffold protein AtCpIscA)
Ag007G621080	445					
Ag007G621100	207	AT3G02550.1	AT3G02550.1	other	GO:0010468;GO:0071456;GO:0006355;GO:0005634;GO:0001217	LOB domain-containing protein 41 (ASYMMETRIC LEAVES 2-like protein 38) (AS2-like protein 38)
Ag007G621110	444	AT5G16100.2	AT5G16100.2	orthologue	GO:0003700;GO:0005634;GO:0008150	RWP-RK domain protein
Ag007G621120	178	AT5G16110.1	AT5G16110.1	orthologue	GO:0005575;GO:0003674	Uncharacterized protein T21H19_30
Ag007G621150	381	AT5G16120.4	AT5G16120.4	orthologue	GO:0005829;GO:0009536;GO:0005737;GO:0016020;GO:0016298;GO:0009506;GO:0047372	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (Putative lipase)
Ag007G621160	190	AT5G16130.1	AT5G16130.1	orthologue	GO:0022626;GO:0022627;GO:0009536;GO:0006364;GO:0032040;GO:0006412;GO:0009506;GO:0042274;GO:0003729;GO:0005730;GO:0003735;GO:0005840;GO:0030686	Small ribosomal subunit protein eS7x (40S ribosomal protein S7-3)
Ag007G621170	240	AT5G16140.1	AT5G16140.1	orthologue	GO:0004045;GO:0009507;GO:0006397;GO:0008380;GO:0009570;GO:1990904	Chloroplastic group IIB intron splicing facilitator CRS2-B, chloroplastic (CRS2-like protein B) (Chloroplastic RNA splicing factor 2-B)
Ag007G621190	154	AT2G06565.1, AT5G30520.1	AT5G30520.1	other	GO:0005739;GO:0003674;GO:0008150;GO:0005575	Uncharacterized protein
Ag007G621200	542	AT5G16150.1	AT5G16150.1	orthologue	GO:0055085;GO:0009941;GO:0009507;GO:0009536;GO:0008643;GO:0016020;GO:0022857;GO:0005351;GO:0015144;GO:0009706	Plastidic glucose transporter 4 (AtpGlcT)
Ag007G621210	139	AT5G16160.1	AT5G16160.1	orthologue	GO:0005634;GO:0003674	At5g16160
Ag007G621220	402	AT5G16170.1	AT5G16170.1	orthologue	GO:0016757;GO:0005739;GO:0016020	At5g16170 (Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein) (Glycosyltransferase)
Ag007G621230	128	AT1G05080.1, AT1G22000.1, AT1G26890.1, AT3G10750.1, AT3G49480.2, AT3G53550.1, AT5G44850.1, AT5G52460.1	AT1G26890.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0009617;GO:0010197;;GO:0005515	FBD domain family (T7M13.17 protein);FBD, F-box and Leucine Rich Repeat domains containing protein;FBD-like domain family protein;Gb|AAC79136.1 (Protein with RNI-like/FBD-like domain) (T19K24.4 protein);Putative F-box/FBD/LRR-repeat protein At1g22000;Putative F-box/FBD/LRR-repeat protein At3g49480;Putative F-box/FBD/LRR-repeat protein At5g52460 (Protein EMBRYO SAC DEVELOPMENT ARREST 41);Putative FBD-associated F-box protein At1g05080
Ag007G621240	284	AT2G32235.1	AT2G32235.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
Ag007G621260	205					
Ag007G621270	433	AT1G40087.1, AT3G30200.1	AT1G40087.1	other	GO:0003674;GO:0005634;GO:0008150	Plant transposase (Ptta/En/Spm family)
Ag007G621280	694	AT5G16180.1	AT5G16180.1	orthologue	GO:0009507;GO:0000373;GO:0003729;GO:0006397;GO:0006417;GO:0009570;GO:1990904;GO:0003723;GO:0000375	Chloroplast splicing factor-like protein;Chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic (Chloroplastic RNA splicing factor 1) (Protein CHLOROPLAST RNA SPLICING 1)
Ag007G621290	334				GO:0008270	
Ag007G621310	506	AT5G16190.4	AT5G16190.4	orthologue	GO:0005794;GO:0051753;GO:0016759;GO:0047259;GO:0016757;GO:0000139;GO:0071555	Probable glucomannan 4-beta-mannosyltransferase 11 (EC 2.4.1.32) (Cellulose synthase-like protein A11) (AtCslA11) (Glucomannan synthase) (Mannan synthase 11);glucomannan 4-beta-mannosyltransferase (EC 2.4.1.32) (Glucomannan synthase)
Ag007G621340	163	AT5G16200.1	AT5G16200.1	orthologue	GO:0005739;GO:0003674;GO:0005840	50S ribosomal protein-like protein (At5g16200)
Ag007G621350	1184	AT5G16210.1	AT5G16210.1	orthologue	GO:0005737;GO:0032367;GO:0055037;GO:0005802;GO:0005515	AT5g16210/T21H19_130 (HEAT repeat-containing protein)
Ag007G621360	481	AT5G16220.1	AT5G16220.1	orthologue	GO:0005515;GO:0042802;GO:0005886;GO:0005634;GO:0042803;GO:0043229;GO:0012505	Protein PAL OF QUIRKY
Ag007G621570	122	AT2G30695.1	AT2G30695.1	other	GO:0006457;GO:0009570;GO:0051083;GO:0009507;GO:0043022;GO:0015031;GO:0005777;GO:0043335;GO:0003755;GO:0061077;GO:0044183	Bacterial trigger factor;peptidylprolyl isomerase (EC 5.2.1.8)
Ag007G621600	400	AT5G16230.1	AT5G16230.1	orthologue	GO:0045300;GO:2000014;GO:0009960;GO:0006636;GO:0009507;GO:0055089;GO:0006631;GO:0006633;GO:0046872;GO:0016491;GO:0009570	Stearoyl-[acyl-carrier-protein] 9-desaturase 3, chloroplastic (Stearoyl-ACP desaturase 3) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 3);stearoyl-[acyl-carrier-protein] 9-desaturase (EC 1.14.19.2)
Ag007G621620	398	AT5G16240.1	AT5G16240.1	orthologue	GO:0045300;GO:0006631;GO:0009507;GO:0006633;GO:0046872;GO:0009570;GO:0016491	Stearoyl-[acyl-carrier-protein] 9-desaturase 1, chloroplastic (Stearoyl-ACP desaturase 1) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 1)
Ag007G621630	186	AT5G16250.1	AT5G16250.1	orthologue	GO:0009507;GO:0003674;GO:0016020	Transmembrane protein
Ag007G621690	518	AT5G16260.1	AT5G16260.1	orthologue	GO:0000398;GO:0005686;GO:0000184;GO:0009910;GO:0005634;GO:0003723;GO:0003729;GO:0005684;GO:0003676	At5g16260 (RNA binding (RRM/RBD/RNP motifs) family protein)
Ag007G621700	1018	AT5G16270.1	AT5G16270.1	orthologue	GO:0070601;GO:0006302;GO:0008278;GO:0007062;GO:0005634;GO:1990414;GO:0003682;GO:0000775;GO:0007059;GO:0051301;GO:0005515	Sister chromatid cohesion 1 protein 4 (AtRAD21-3) (AtRAD21.3)
Ag007G621720	1276	AT5G16280.1	AT5G16280.1	orthologue	GO:0008150;GO:0005794;GO:1990072;GO:0005515	Tetratricopeptide repeat (TPR)-like superfamily protein
Ag007G621730	222	AT2G44530.1	AT2G44530.1	orthologue	GO:0000287;GO:0006015;GO:0009536;GO:0009507;GO:0009156;GO:0002189;GO:0006164;GO:0004749;GO:0005737;GO:0005524;GO:0009165;GO:0016301;GO:0016757	Ribose-phosphate pyrophosphokinase 5, chloroplastic (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 5);ribose-phosphate diphosphokinase (EC 2.7.6.1)
Ag007G621770	251					
Ag007G621780	117	AT5G11780.1	AT5G11780.1	other	GO:0003674;GO:0005575	SNF2 domain protein
Ag007G621790	479	AT5G16290.1	AT5G16290.1	orthologue	GO:0005777;GO:0009097;GO:0009099;GO:1990610;GO:0005829;GO:0009507;GO:0009082;GO:0006551;GO:0003984;GO:0006573;GO:0005515;GO:0050790	Acetolactate synthase small subunit 2, chloroplastic (ALS-interacting protein 3) (Acetohydroxy-acid synthase small subunit 2) (Protein valine-tolerant 1)
Ag007G621800	1086	AT5G16300.1	AT5G16300.1	orthologue	GO:0005794;GO:0017119;GO:0006891;GO:0005515;GO:0009536;GO:0000139;GO:0015031	Conserved oligomeric Golgi complex subunit 1;Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1)
Ag007G621810	336	AT5G16310.1	AT5G16310.1	orthologue	GO:0004843;GO:0048367;GO:0016579;GO:0005737;GO:0006511;GO:0048366;GO:0005634;GO:0010016;GO:0031011	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)
Ag007G621870	321	AT5G63590.1	AT5G63590.1	other	GO:0045431;GO:0051555;GO:0009416;GO:0005737;GO:0009813;GO:0046872	Flavonol synthase 3 (AtFLS3) (EC 1.14.20.6)
Ag007G621890	466	AT5G16320.1	AT5G16320.1	orthologue	GO:0005634;GO:0005515;GO:0009908;GO:0030154	FRIGIDA-like protein 1 (AtFRIL1) (Protein SUPPRESSOR OF FRI 8)
Ag007G621900	244	AT5G16330.1	AT5G16330.1	orthologue	GO:0005575;GO:0003674;GO:0008150	Gb|AAF32477.1 (NC domain-containing protein-like protein)
Ag007G621910	372	AT5G39560.1	AT5G39560.1	other	GO:0003674;GO:0009507;GO:0008150;GO:0005737;GO:0005515	F-box/kelch-repeat protein At5g39560
Ag007G621940	99	AT1G58230.1	AT1G58230.1	other	GO:0005634;GO:0003674;GO:0008150;GO:0005739	BEACH domain-containing protein B (BEACH-domain homolog B);Binding protein
Ag007G621970	586	AT3G16600.1	AT3G16600.1	orthologue	GO:0006281;GO:0005634;GO:0140658;GO:0008094;GO:0004386;GO:0005524;GO:0008270;GO:0016787	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
Ag007G622000	84	AT4G19080.1	AT4G19080.1	orthologue	GO:0008150;GO:0009507;GO:0003674	DUF4220 domain-containing protein
Ag007G622010	291	AT5G16360.1	AT5G16360.1	orthologue	GO:0005575;GO:0003674	Gb|AAF32477.1 (NC domain-containing protein-like protein)
Ag007G622020	241	AT5G16330.1	AT5G16330.1	orthologue	GO:0005575;GO:0003674;GO:0008150	Gb|AAF32477.1 (NC domain-containing protein-like protein)
Ag007G622030	271	AT5G16360.1	AT5G16360.1	other	GO:0005575;GO:0003674	Gb|AAF32477.1 (NC domain-containing protein-like protein)
Ag007G622110	332	AT3G63410.1	AT3G63410.1	orthologue	GO:0009706;GO:0010189;GO:0051741;GO:0009941;GO:0005829;GO:0010236;GO:0009536;GO:0009507;GO:0008757;GO:0102550;GO:0032259;GO:0051742	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic (EC 2.1.1.295) (37 kDa inner envelope membrane protein) (E37) (MPBQ/MSBQ methyltransferase) (Protein ALBINO OR PALE GREEN MUTANT 1) (Protein INNER ENVELOPE PROTEIN 37) (Protein VITAMIN E DEFECTIVE 3)
Ag007G622120	269				GO:0008270	
Ag007G622130	111	AT3G27240.1	AT3G27240.1	other	GO:0000325;GO:0020037;GO:0005739;GO:0005773;GO:0006122;GO:0045275;GO:0009055;GO:0005829;GO:0005743;GO:0046872;GO:0005750	Cytochrome c1 1, heme protein, mitochondrial (Complex III subunit 4-1) (Complex III subunit IV-1) (Cytochrome b-c1 complex subunit 4-1) (Ubiquinol-cytochrome c reductase complex cytochrome c1 subunit 1) (Cytochrome c-1 1)
Ag007G622140	125					
Ag007G622150	552	AT5G16340.1, AT5G16370.1	AT5G16370.1	orthologue	GO:0005777;GO:0003674;GO:0009507;GO:0006631;GO:0016874	Probable acyl-activating enzyme 5, peroxisomal (EC 6.2.1.-) (AMP-binding protein 5) (AtAMPBP5);Probable acyl-activating enzyme 6 (EC 6.2.1.-) (AMP-binding protein 6) (AtAMPBP6)
Ag007G622160	187	AT5G16380.1	AT5G16380.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein At5g16380
Ag007G622170	283	AT5G16390.1	AT5G16390.1	orthologue	GO:0009941;GO:0006633;GO:0009507;GO:0003989;GO:0009536;GO:0009374;GO:0009570;GO:0009317	Biotin carboxyl carrier protein of acetyl-CoA carboxylase;Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic (AtBCCP1) (BCCP-1)
Ag007G622180	186	AT5G16400.1	AT5G16400.1	orthologue	GO:0009642;GO:0009570;GO:0005515;GO:0009536;GO:0009507;GO:0008047;GO:0045454;GO:0043085	Thioredoxin F2, chloroplastic (AtTrxf2) (Thioredoxin F1) (AtTrxf1)
Ag007G622190	365	AT5G11010.2	AT5G11010.2	orthologue	GO:0005634;GO:0051731;GO:0005515;GO:0006364;GO:0000448;GO:0005524;GO:0005730;GO:0006396	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog)
Ag007G622200	452	AT5G16410.1	AT5G16410.1	orthologue	GO:0016747;GO:0009507	HXXXD-type acyl-transferase family protein (Similarity to N-hydroxycinnamoyl/benzoyltransferase)
Ag007G622250	452	AT5G16410.1	AT5G16410.1	orthologue	GO:0016747;GO:0009507	HXXXD-type acyl-transferase family protein (Similarity to N-hydroxycinnamoyl/benzoyltransferase)
Ag007G622260	533	AT5G16420.1	AT5G16420.1	orthologue	GO:0005739;GO:0006396;GO:0007005;GO:0003729;GO:0005515	Pentatricopeptide repeat-containing protein At5g16420, mitochondrial
Ag007G622270	280	AT5G48070.1	AT5G48070.1	orthologue	GO:0010411;GO:0030247;GO:0016049;GO:0071365;GO:0004553;GO:0005576;GO:0016762;GO:0042546;GO:0048046;GO:0071555;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 20 (At-XTH20) (XTH-20) (EC 2.4.1.207)
Ag007G622300	423				GO:0005515	
Ag007G622310	224				GO:0005515	
Ag007G622320	377				GO:0008270	
Ag007G622330	280	AT5G16440.1	AT5G16440.1	orthologue	GO:0009240;GO:0015995;GO:0004452;GO:0050992;GO:0009507;GO:0009536;GO:0005829;GO:0005737;GO:0008299;GO:0015979;GO:0046872	Isopentenyl-diphosphate Delta-isomerase I, chloroplastic (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase I) (IPP isomerase I)
Ag007G622340	166	AT5G16450.1	AT5G16450.1	orthologue	GO:0008948;GO:0047443;GO:0009536;GO:0005737;GO:0051252;GO:0008428;GO:0046872	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2 (HMG aldolase 2) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 2) (RraA-like protein 2)
Ag007G622350	365	AT5G16460.1	AT5G16460.1	orthologue	GO:0010162;GO:0005783;GO:0003674;GO:0048316;GO:0010344;GO:0140042;GO:0034389;GO:0019915;GO:0080155;GO:0005789;GO:0009846;GO:0006629	Seipin-1 (AtSEIPIN1)
Ag007G622410	103	AT5G16470.1	AT5G16470.1	orthologue	GO:1900055;GO:0010150;GO:0006355;GO:0071452;GO:0005737;GO:0080183;GO:0009536;GO:0010494;GO:0003700;GO:0005634	Protein METHYLENE BLUE SENSITIVITY 2
Ag007G622420	204	AT5G16480.1	AT5G16480.1	orthologue	GO:0016791;GO:0016311;GO:0004725;GO:0052845;GO:0005737;GO:0052847;GO:0052848;GO:0006470	Inositol diphosphatase DSP5 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP5) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 5) (AtPFA-DSP5);Phosphotyrosine protein phosphatases superfamily protein
Ag007G622450	305	AT1G24470.1	AT1G24470.1	orthologue	GO:0045703;GO:0005783;GO:0008150;GO:0005789;GO:0016491	Very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470 (EC 1.-.-.-) (Beta-ketoacyl reductase 2) (AtKCR2)
Ag007G622460	151	AT5G16490.1	AT5G16490.1	orthologue	GO:0017157;GO:0016324;GO:0030833;GO:0005515;GO:0010215;GO:0009860;GO:0009507;GO:0051650;GO:0005886	CRIB domain-containing protein RIC4 (ROP-interactive CRIB motif-containing protein 4) (Target of ROP protein RIC4)
Ag007G622520	653	AT5G16500.1	AT5G16500.1	orthologue	GO:0090404;GO:0005886;GO:0010183;GO:0005737;GO:0005634;GO:0003674;GO:0004674;GO:0005524;GO:0004672;GO:0006468	Receptor-like kinase LIP1 (EC 2.7.11.-) (Protein LOST IN POLLEN TUBE GUIDANCE 1) (AtLIP1)
Ag007G622530	699	AT5G33330.1	AT5G33330.1	orthologue	GO:0005634;GO:0004523;GO:0003676;GO:0008150;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Ag007G622540	410	ATMG01250.1	ATMG01250.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized mitochondrial protein AtMg01250 (ORF102)
