Arabis_alpina	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Aa_G61390.h1.t1	454	AT5G62030.1	AT5G62030.1	orthologue	GO:0005737;GO:0005829;GO:0017183;GO:1990145;GO:0090560;GO:0006450;GO:0046872;GO:0051536	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)
Aa_G613970.h1.t1	183					
Aa_G613970.h2.t1	190					
Aa_G613980.h1.t1	67	AT3G22057.1	AT3G22057.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005576	Putative cysteine-rich repeat secretory protein 37
Aa_G613980.h2.t1	67	AT3G22057.1	AT3G22057.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005576	Putative cysteine-rich repeat secretory protein 37
Aa_G613990.h1.t1	62					
Aa_G6140.h1.t1	228					
Aa_G61400.h1.t1	293	AT5G62020.1	AT5G62020.1	orthologue	GO:0003700;GO:0000976;GO:0006355;GO:0006357;GO:0005634;GO:0000978;GO:0043565	Heat stress transcription factor B-2a (AtHsfB2a) (AtHsf-22) (Heat shock factor protein 6) (HSF 6) (Heat shock transcription factor 6) (HSTF 6)
Aa_G61410.h1.t1	865	AT5G62000.1	AT5G62000.1	orthologue	GO:0005515;GO:0048481;GO:0010227;GO:0010047;GO:0008285;GO:0006355;GO:0045892;GO:0009737;GO:0005634;GO:1903288;GO:0009911;GO:0010150;GO:0003700;GO:0043565;GO:0003677;GO:0009734;GO:0009725	Auxin response factor;Auxin response factor 2 (ARF1-binding protein) (ARF1-BP) (Protein MEGAINTEGUMENTA)
Aa_G614100.h1.t1	178	AT5G31412.1, AT1G43260.1	AT5G31412.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0046983	HAT transposon superfamily protein
Aa_G614110.h1.t1	164	AT1G43020.1	AT1G43020.1	orthologue	GO:0003674;GO:0009507	DUF547 domain-containing protein
Aa_G614120.h1.t1	499					
Aa_G61420.h1.t1	983	AT5G61990.1	AT5G61990.1	orthologue	GO:0003729;GO:0007005;GO:0006396;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At5g61990, mitochondrial
Aa_G614230.h1.t1	116	AT1G10230.1, AT1G20140.1, AT1G75950.1, AT2G03170.1, AT2G03190.1, AT2G20160.1, AT2G25700.1, AT3G25650.1, AT3G60010.1, AT4G34210.1, AT5G42190.1	AT1G20140.1	other	GO:0005515;GO:0005634;GO:0005737;GO:0031146;GO:0097602;GO:0016567;GO:0006511;GO:0009793;GO:0019005;GO:0005829;GO:0009536;GO:0007140;GO:0005739;GO:0000226;GO:0045910;GO:0005819;GO:0000278;GO:0000151;GO:0009524;GO:0005730;GO:0007059;GO:0009733;GO:0009734;GO:0009753;GO:0009867;GO:0009873	SKP1-like protein 11 (AtSK11);SKP1-like protein 13 (AtSK13);SKP1-like protein 14 (AtSK14);SKP1-like protein 15 (AtSK15);SKP1-like protein 16 (AtSK16);SKP1-like protein 17 (AtSK17) (Protein MEIDOS);SKP1-like protein 18 (AtSK18);SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1);SKP1-like protein 1B (SKP1-like 2) (UFO-binding protein 2);SKP1-like protein 3 (AtSK3);SKP1-like protein 4 (AtSK4)
Aa_G614240.h1.t1	55	AT1G69410.1	AT1G69410.1	other	GO:0045901;GO:0045905;GO:0043022;GO:0005737;GO:0006414;GO:0003723;GO:0005739;GO:0005829;GO:0003746;GO:0003743	Eukaryotic translation initiation factor 5A-3 (AtELF5A-3) (eIF-5A-3)
Aa_G61430.h1.t1	833	AT5G61980.1	AT5G61980.1	orthologue	GO:0048768;GO:0030139;GO:0003674;GO:0005886;GO:0035618;GO:0007010;GO:0005096;GO:0005768;GO:0008270;GO:0005515;GO:0005737	ADP-ribosylation factor GTPase-activating protein AGD1 (ARF GAP AGD1) (Protein ARF-GAP DOMAIN 1) (AtAGD1)
Aa_G614350.h1.t1	37	AT1G04440.1	AT1G04440.1	other	GO:0005737;GO:0004674;GO:0007165;GO:0005634;GO:0006897;GO:0005524;GO:0009506;GO:0106310	Casein kinase 1-like protein 13 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 13)
Aa_G614360.h1.t1	503	AT3G13810.2	AT3G13810.2	orthologue	GO:0005634;GO:0003700;GO:0006355;GO:0003677;GO:0008270	Indeterminate(ID)-domain 11;Protein indeterminate-domain 11
Aa_G614370.h1.t1	356	AT3G13800.1	AT3G13800.1	orthologue	GO:0003674;GO:0005575;GO:0016787	At3g13800 (Hydrolase like protein) (Metallo-hydrolase/oxidoreductase superfamily protein);Metallo-hydrolase/oxidoreductase superfamily protein
Aa_G61440.h1.t1	601	AT5G61970.1	AT5G61970.1	orthologue	GO:0005786;GO:0005634;GO:0006614;GO:0008312;GO:0005047;GO:0030942;GO:0009536;GO:0005730;GO:0005783;GO:0005829;GO:0003723	Signal recognition particle subunit SRP68 (SRP68)
Aa_G614480.h1.t1	663	AT3G57180.1	AT3G57180.1	orthologue	GO:0009507;GO:1902326;GO:0019843;GO:0042644;GO:1901259;GO:0009570;GO:0009742;GO:0005739;GO:0009646;GO:0009416;GO:0006355;GO:0003729;GO:0009651;GO:1904143;GO:0009741;GO:0009658;GO:0005515;GO:0032502;GO:0005634;GO:0005525;GO:0016787	GTP-binding protein BRASSINAZOLE INSENSITIVE PALE GREEN 2, chloroplastic (Protein BRZ-INSENSITIVE-PALE GREEN 2)
Aa_G614490.h1.t1	408	AT3G57190.1	AT3G57190.1	orthologue	GO:0043488;GO:0009658;GO:0006415;GO:0009507;GO:0009570;GO:0043565;GO:0003747;GO:0003730;GO:0005515	Peptide chain release factor PrfB3, chloroplastic (AtPrfB3)
Aa_G61450.h1.t1	906	AT5G61960.1	AT5G61960.1	orthologue	GO:0003723;GO:0045836;GO:0005634;GO:0005515;GO:0003729;GO:0048507;GO:0051321;GO:0003676	MEI2-like protein 1;Protein MEI2-like 1 (AML1) (MEI2-like protein 1)
Aa_G614500.h1.t1	525	AT3G57200.1	AT3G57200.1	orthologue	GO:0030244;GO:0016757;GO:0009737;GO:0009505;GO:0009507;GO:0005576;GO:0005737;GO:0005886;GO:0030154;GO:0051301;GO:0071555	Glycosyltransferase-like At3g57200;Glycosyltransferase-like protein
Aa_G614510.h1.t1	238	AT3G47110.1, AT5G20480.1, AT5G39390.1	AT3G47110.1	other	GO:0005515;GO:0009626;GO:0009755;GO:0002764;GO:0140426;GO:0019199;GO:0005886;GO:0004674;GO:0016045;GO:0044024;GO:0016301;GO:0006468;GO:0038023;GO:0016310;GO:0005576;GO:0002237;GO:0005524;GO:0010359;GO:0012505;GO:0106310;GO:0009617;GO:0004672;GO:0016020	LRR receptor-like serine/threonine-protein kinase EFR (EC 2.7.11.1) (Elongation factor Tu receptor) (EF-Tu receptor);Putative receptor-like protein kinase At3g47110 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Aa_G614520.h1.t1	428	AT3G57220.1	AT3G57220.1	orthologue	GO:0016020;GO:0006488;GO:0005783;GO:0000271;GO:0003975;GO:0016780	At3g57220 (Glycosyl transferase family 4 protein) (UDP-GlcNAc:dolichol phosphate N-acetylglucosamine-1-phosphate transferase-like protein)
Aa_G614530.h1.t1	651	AT3G57580.1, AT3G56890.1, AT3G57590.1	AT3G57590.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0005515;	F-box and associated interaction domains-containing protein;F-box associated ubiquitination effector family protein;F-box protein At3g57580;F-box protein At3g57590
Aa_G61460.h1.t1	1718	AT5G61940.2, AT5G61950.1, AT1G52450.1, AT1G52430.1, AT5G51530.1, AT2G27630.1, AT2G27650.1	AT5G51530.1	orthologue	GO:0004843;GO:0005634;GO:0016579;GO:0008150;GO:0005777;GO:0008270	F6D8.33 (Ubiquitin carboxyl-terminal hydrolase-related protein);F6D8.35 protein (Ubiquitin carboxyl-terminal hydrolase-related protein);Gb|AAD55616.1 (Ubiquitin carboxyl-terminal hydrolase-related protein);Ubiquitin carboxyl-terminal hydrolase-related protein
Aa_G614640.h1.t1	208	AT4G34560.1	AT4G34560.1	orthologue	GO:0009507;GO:0003674;GO:0016020	Transmembrane protein
Aa_G614650.h1.t1	108	AT4G34555.1, AT2G16360.1	AT4G34555.1	orthologue	GO:0005886;GO:0022627;GO:0003735;GO:0005737;GO:0005730;GO:0008150;GO:0005739;GO:0000325	Small ribosomal subunit protein eS25x (40S ribosomal protein S25-3);Small ribosomal subunit protein eS25z (40S ribosomal protein S25-1)
Aa_G614660.h1.t1	281	AT4G34550.1	AT4G34550.1	orthologue	GO:0010099;GO:0003674;GO:0005575;GO:0005634;GO:0009637;GO:0010017;GO:0010114;GO:0010218;GO:0090227	Protein PHOTOPERIODIC CONTROL OF HYPOCOTYL 1-LIKE (Protein PCH1-LIKE)
Aa_G614670.h1.t1	308	AT4G34540.1	AT4G34540.1	orthologue	GO:1900057;GO:0010283;GO:0005737;GO:0033194;GO:0016491	Probable pinoresinol-lariciresinol reductase 3 (AtPLR3) (EC 1.23.1.-) (lariciresinol reductase)
Aa_G614680.h1.t1	301	AT4G34530.1	AT4G34530.1	orthologue	GO:0005515;GO:0006351;GO:0006355;GO:0009911;GO:0003700;GO:0003677;GO:0005634;GO:0009637;GO:0046983;GO:0045824;GO:0009908	Transcription factor bHLH63 (Basic helix-loop-helix protein 63) (AtbHLH63) (bHLH 63) (Protein CRYPTOCHROME INTERACTING BASIC-HELIX-LOOP-HELIX 1) (Transcription factor EN 84) (bHLH transcription factor bHLH063)
Aa_G614690.h1.t1	155	AT4G34510.1	AT4G34510.1	other	GO:0009922;GO:0030497;GO:0006633;GO:0000038;GO:0005783;GO:0005737;GO:0016020;GO:0016746;GO:0016747	3-ketoacyl-CoA synthase 17 (KCS-17) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 17) (VLCFA condensing enzyme 17)
Aa_G61470.h1.t1	961	AT5G61940.2, AT5G61950.1, AT1G52450.1, AT1G52430.1, AT5G51530.1, AT2G27630.1, AT2G27650.1	AT5G51530.1	orthologue	GO:0004843;GO:0005634;GO:0016579;GO:0008150;GO:0005777;GO:0008270	F6D8.33 (Ubiquitin carboxyl-terminal hydrolase-related protein);F6D8.35 protein (Ubiquitin carboxyl-terminal hydrolase-related protein);Gb|AAD55616.1 (Ubiquitin carboxyl-terminal hydrolase-related protein);Ubiquitin carboxyl-terminal hydrolase-related protein
Aa_G61480.h1.t1	404	AT5G61930.1	AT5G61930.1	orthologue	GO:0008150;GO:0005575;GO:0003723;GO:0005739	APO protein 3, mitochondrial
Aa_G614800.h1.t1	166					
Aa_G614810.h1.t1	73					
Aa_G614820.h1.t1	446	AT2G03730.1	AT2G03730.1	orthologue	GO:0009507;GO:0016597	ACT domain-containing protein ACR5 (Protein ACT DOMAIN REPEATS 5)
Aa_G61490.h1.t1	234	AT5G61920.1	AT5G61920.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0009908;GO:0030154	FLX-like protein;Protein FLX-like 4 (AtFLXL4)
Aa_G614930.h1.t1	131	AT2G27760.1	AT2G27760.1	other	GO:0005634;GO:0006400;GO:0052381;GO:0009691;GO:0005739;GO:0005829;GO:0009824;GO:0005524;GO:0008033	tRNA dimethylallyltransferase 2 (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase 2) (AtIPT2) (IPP transferase 2) (IPPT 2)
Aa_G614940.h1.t1	37	AT2G27810.4	AT2G27810.4	orthologue	GO:0098721;GO:0022857;GO:0015210;GO:0005634;GO:0005886;GO:0015294;GO:0009507;GO:0015207;GO:0055085;GO:0098702;GO:0015208;GO:0098710;GO:0035344;GO:0016020	Nucleobase-ascorbate transporter 12;Nucleobase-ascorbate transporter 12 (AtNAT12)
Aa_G614950.h1.t1	322	AT4G33890.1	AT4G33890.1	orthologue	GO:0005634;GO:0070461;GO:0006357;GO:0005515;GO:0003713;GO:0000124	At4g33890 (Transcriptional regulator of RNA polII, SAGA, subunit)
Aa_G614960.h1.t1	130	AT4G33905.1	AT4G33905.1	orthologue	GO:0005739;GO:0003674;GO:0005737;GO:0016020	AT4g33900 (Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein)
Aa_G614970.h1.t1	290	AT4G33910.1	AT4G33910.1	orthologue	GO:0005797;GO:0005506;GO:0005783;GO:0004656;GO:0005794;GO:0031418;GO:0005789;GO:0018401;GO:0016705	Probable prolyl 4-hydroxylase 9 (AtP4H9) (EC 1.14.11.2)
Aa_G6150.h1.t1	323	AT4G11240.1	AT4G11240.1	orthologue	GO:0004722;GO:0006470;GO:0017018;GO:0005634;GO:0005737;GO:0005739;GO:0046872;GO:0016787	Serine/threonine-protein phosphatase PP1 isozyme 6 (EC 3.1.3.16) (Type one protein phosphatase 6)
Aa_G61500.h1.t1	753	AT5G61910.4	AT5G61910.4	other	GO:0005634;GO:0005886;GO:0005544;GO:0071277;GO:0009536;GO:0006952	AT5g61910/k22g18_30 (DCD (Development and Cell Death) domain protein);DCD (Development and Cell Death) domain protein
Aa_G615080.h1.t1	178	AT1G56380.2	AT1G56380.2	orthologue	GO:0006355;GO:0005739;GO:0009507;GO:0003690;GO:0003676;GO:0005737;GO:0006353;GO:0009658;GO:0043231	Mitochondrial transcription termination factor family protein
Aa_G615090.h1.t1	422	AT1G62120.1	AT1G62120.1	orthologue	GO:0006355;GO:0005794;GO:0003690;GO:0003676;GO:0006353;GO:0009507;GO:0009658;GO:0043231	At1g62120 (Mitochondrial transcription termination factor family protein)
Aa_G61510.h1.t1	581	AT5G61900.1, AT5G61910.4	AT5G61910.4	orthologue	GO:0005634;GO:0005886;GO:0005544;GO:0071277;GO:0009536;GO:0043069;GO:0009506;GO:0009626;GO:0009270;GO:0045793;GO:0009266;GO:0019725;GO:0010186;GO:0006952;GO:0046872	AT5g61910/k22g18_30 (DCD (Development and Cell Death) domain protein);DCD (Development and Cell Death) domain protein;Protein BONZAI 1 (COPINE 1)
Aa_G615100.h1.t1	551	AT1G61950.1	AT1G61950.1	orthologue	GO:0005737;GO:0005516;GO:0004674;GO:0005509;GO:0009931;GO:0004683;GO:0005634;GO:0005886;GO:0035556;GO:0005524;GO:0016020;GO:0106310;GO:0004672;GO:0006468	Calcium-dependent protein kinase 19 (EC 2.7.11.1)
Aa_G615110.h1.t1	197	AT1G61930.1	AT1G61930.1	orthologue	GO:0010150;GO:0003674;GO:0005737	Protein S40-6 (AtS40-6)
Aa_G61520.h1.t1	117	AT5G61880.1	AT5G61880.1	orthologue	GO:0005744;GO:0030150;GO:0005743;GO:0005739;GO:0031348;GO:0003674	Mitochondrial import inner membrane translocase subunit PAM16 like 1 (AtPAM16L) (AtPAM16L1) (Presequence translocated-associated motor subunit PAM16L) (Protein MUTANT SNC1-ENHANCING 5 LIKE);Protein Transporter, Pam16
Aa_G615230.h1.t1	472	AT1G64670.2	AT1G64670.2	orthologue	GO:0042335;GO:1901959;GO:0010115;GO:1902584;GO:0006970;GO:0005634;GO:0050832;GO:0010143;GO:0003674;GO:0005737;GO:0010148;GO:0010345;GO:0048527;GO:0009737;GO:0009507;GO:0009505;GO:0005576;GO:0005886;GO:0009688;GO:0016787;GO:0071555	Alpha/beta-Hydrolases superfamily protein;Probable lysophospholipase BODYGUARD 1 (AtBDG1) (EC 3.1.1.-) (Protein 9-cis epoxycarotenoid dioxygenase defective 1) (Protein COOL BREATH 5)
Aa_G615240.h1.t1	205	AT1G64700.1	AT1G64700.1	orthologue	GO:0003674;GO:0050832;GO:0005634	At1g64700 (DUF4228 domain protein) (F13O11.2 protein) (F1N19.27)
Aa_G615250.h1.t1	380	AT1G64710.1	AT1G64710.1	orthologue	GO:0008270;GO:0005737;GO:0051903;GO:0046294;GO:0005829;GO:0004022;GO:0016491;GO:0046872;GO:0004024	Alcohol dehydrogenase-like 4 (EC 1.1.1.1);GroES-like zinc-binding alcohol dehydrogenase family protein;alcohol dehydrogenase (EC 1.1.1.1)
Aa_G615260.h1.t1	398	AT1G64720.1	AT1G64720.1	orthologue	GO:0005773;GO:0008289;GO:0005739;GO:0016020	Polyketide cyclase/dehydrase and lipid transport superfamily protein (Putative membrane related protein)
Aa_G615270.h1.t1	498	AT4G38120.3	AT4G38120.3	other	GO:0005739;GO:0008150;GO:0005634;GO:0000325;GO:0003674	ARM repeat superfamily protein;ARM repeat superfamily protein (At4g38120)
Aa_G61530.h1.t1	773	AT5G61940.2, AT5G61950.1, AT1G52450.1, AT1G52430.1, AT5G51530.1, AT2G27630.1, AT2G27650.1	AT5G61940.2	orthologue	GO:0004843;GO:0005634;GO:0016579;GO:0008150;GO:0005777;GO:0008270	F6D8.33 (Ubiquitin carboxyl-terminal hydrolase-related protein);F6D8.35 protein (Ubiquitin carboxyl-terminal hydrolase-related protein);Gb|AAD55616.1 (Ubiquitin carboxyl-terminal hydrolase-related protein);Ubiquitin carboxyl-terminal hydrolase-related protein
Aa_G615380.h1.t1	65	AT4G08555.1	AT4G08555.1	orthologue	GO:0003674;GO:0005575	At4g08555
Aa_G615390.h1.t1	606	AT4G11350.1	AT4G11350.1	other	GO:0005794;GO:0008375;GO:0016757;GO:0016020;GO:0016740	At4g11350 (Glycosyltransferase) (Transferring glycosyl group transferase (DUF604));Transferring glycosyl group transferase (DUF604)
Aa_G61540.h1.t1	417	AT5G61850.2	AT5G61850.2	orthologue	GO:0006355;GO:0010077;GO:0009740;GO:0042803;GO:0005634;GO:0005515;GO:0003700;GO:0043565;GO:0031490;GO:0009908;GO:0000976;GO:0010582;GO:0030154;GO:0003677;GO:0010074	Floricaula/leafy-like transcription factor;Protein LEAFY
Aa_G61550.h1.t1	174	AT5G61840.1	AT5G61840.1	orthologue	GO:0010417;GO:0005794;GO:0045492;GO:0047517;GO:0005768;GO:0005802;GO:0080116;GO:0042546;GO:0006486;GO:0005797;GO:0009834;GO:0000139;GO:0071555;GO:0009101;GO:0016757	Probable beta-1,4-xylosyltransferase IRX10L (EC 2.4.2.-) (Glucuronoxylan glucuronosyltransferase 1) (AtGUT1) (Glucuronoxylan glucuronosyltransferase 2) (AtGUT2) (Protein IRREGULAR XYLEM 10-like) (Xylan xylosyltransferase IRX10L)
Aa_G615500.h1.t1	351	AT1G19800.1	AT1G19800.1	orthologue	GO:0009941;GO:0005548;GO:0009507;GO:0043190;GO:0015914;GO:0009707;GO:0009706;GO:0006869;GO:0005319;GO:0005634;GO:0005515	Protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic (ABC transporter I family member 14) (ABC transporter ABCI.14) (AtABCI14)
Aa_G615510.h1.t1	718	AT2G37910.1	AT2G37910.1	orthologue	GO:0006812;GO:0003674;GO:0005575;;GO:0005524;GO:0016887	At2g37910 (Cation/hydrogen exchanger, putative (CHX21))
Aa_G615520.h1.t1	112	AT1G19830.1	AT1G19830.1	orthologue	GO:0009733;GO:0005575;GO:0003674;GO:0009737;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 54
Aa_G615630.h1.t1	450					
Aa_G615640.h1.t1	254					
Aa_G615750.h1.t1	161	AT1G23130.1	AT1G23130.1	orthologue	GO:0009507;GO:0003674;GO:0006952;GO:0005634;GO:0005829	At1g23130/T26J12_10 (Polyketide cyclase/dehydrase and lipid transport superfamily protein) (T26J12.10 protein)
Aa_G615860.h1.t1	127	AT4G37810.1	AT4G37810.1	orthologue	GO:0010052;GO:0010374;GO:0048481;GO:0003674;GO:0005576;GO:0010073	EPIDERMAL PATTERNING FACTOR-like protein 2 (EPF-like protein 2) [Cleaved into: MEPFL2]
Aa_G615870.h1.t1	513	AT4G37820.1	AT4G37820.1	orthologue	GO:0003674;GO:0005768;GO:0005634;GO:0005794;GO:0008150;GO:0000138;GO:0005802;GO:0016020	Transmembrane protein
Aa_G615880.h1.t1	103	AT4G37830.3	AT4G37830.3	orthologue	GO:0030234;GO:0005739;GO:0045277;GO:0006123;GO:0005743	Cytochrome c oxidase subunit 6a, mitochondrial (AtCOX6a);Cytochrome c oxidase-like protein
Aa_G615890.h1.t1	387	AT2G36340.1	AT2G36340.1	orthologue	GO:0005515;GO:0006355;GO:0005634;GO:0005737	GLABROUS1 enhancer-binding protein-like 3 (Protein GPL3) (Storekeeper-like protein At2g36340)
Aa_G6160.h1.t1	650	AT4G23270.3, AT4G23280.1, AT4G23310.1, AT4G23130.2, AT3G45860.1, AT4G05200.2	AT4G23280.1	other	GO:0004674;GO:0012501;GO:0042742;GO:0009626;GO:0009507;GO:0016301;GO:0007165;GO:0005886;GO:0009751;GO:0005515;GO:0005576;GO:0006952;GO:0080136;GO:0002229;GO:0005524;GO:0030246;GO:0006950;GO:0016020;GO:0006979;GO:0106310;GO:0006468;GO:0004672	Cysteine-rich RLK (RECEPTOR-like protein kinase) 19;Cysteine-rich RLK (RECEPTOR-like protein kinase) 20;Cysteine-rich RLK (RECEPTOR-like protein kinase) 23;Cysteine-rich RLK (RECEPTOR-like protein kinase) 25;Cysteine-rich RLK (RECEPTOR-like protein kinase) 5;Cysteine-rich receptor-like protein kinase 19 (Cysteine-rich RLK19) (EC 2.7.11.-);Cysteine-rich receptor-like protein kinase 25 (Cysteine-rich RLK25) (EC 2.7.11.-);Cysteine-rich receptor-like protein kinase 4 (Cysteine-rich RLK4) (EC 2.7.11.-);Cysteine-rich receptor-like protein kinase 5 (Cysteine-rich RLK5) (EC 2.7.11.-) (Receptor-like protein kinase 6);Putative cysteine-rich receptor-like protein kinase 20 (Cysteine-rich RLK20) (EC 2.7.11.-);Putative cysteine-rich receptor-like protein kinase 23 (Cysteine-rich RLK23) (EC 2.7.11.-)
Aa_G616000.h1.t1	246	AT4G15970.1	AT4G15970.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized protein At4g15970
Aa_G616010.h1.t1	2168	AT5G44800.1	AT5G44800.1	orthologue	GO:0005634;GO:0009506;GO:0016887;GO:0003677;GO:0005515;GO:0000785;GO:0140658;GO:0042735;GO:0042393;GO:0006338;GO:0003682;GO:0004386;GO:0005524;GO:0006325;GO:0008270;GO:0016787	Protein CHROMATIN REMODELING 4 (AtCHR4) (EC 3.6.4.-) (Protein PICKLE RELATED 1)
Aa_G616120.h1.t1	182	AT1G57630.1, AT4G04110.1, AT5G38344.1	AT5G38344.1	other	GO:0003674;GO:0071456;GO:0007165;GO:0009507;GO:0005737;GO:0005634;GO:0016020	Disease resistance protein RPP1-WsB, putative (Toll-Interleukin-Resistance (TIR) domain family protein);Putative RPP1-like disease resistance protein (T24H24.18 protein) (Toll-Interleukin-Resistance (TIR) domain family protein);Similarity to disease resistance protein (Toll-Interleukin-Resistance (TIR) domain family protein)
Aa_G616130.h1.t1	344	AT1G63900.1	AT1G63900.1	orthologue	GO:0031999;GO:0016558;GO:0031648;GO:0009707;GO:0009658;GO:1904215;GO:0005515;GO:0006996;GO:0005778;GO:0016567;GO:0005739;GO:0045037;GO:0005777;GO:0004842;GO:0009941;GO:0009507;GO:0008270;GO:0016020;GO:0061630	E3 ubiquitin-protein ligase SP1 (EC 2.3.2.27) (DIAP1-like protein 1) (Protein SUPPRESSOR OF PPI1 LOCUS 1) (RING-type E3 ubiquitin transferase SP1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Aa_G616140.h1.t1	582				GO:0007165;GO:0006952	
Aa_G616150.h1.t1	420	AT5G23020.1	AT5G23020.1	orthologue	GO:0019761;GO:0009507;GO:0009098;GO:0010177;GO:0003852;GO:0019752;GO:0046912;GO:0003824	Methylthioalkylmalate synthase 3, chloroplastic (EC 2.3.3.17) (2-isopropylmalate synthase 2) (Methylthioalkylmalate synthase-like)
Aa_G616160.h1.t1	55					
Aa_G616170.h1.t1	159				GO:0006952;GO:0007165	
Aa_G616180.h1.t1	209	AT5G28823.1	AT5G28823.1	orthologue	GO:0005575;GO:0003674;GO:0008150	DUF4283 domain-containing protein
Aa_G616190.h1.t1	161	AT2G07760.1	AT2G07760.1	other	GO:0005575;GO:0008270;GO:0003676;GO:0008150	Putative Ta11-like non-LTR retroelement protein (Zinc knuckle (CCHC-type) family protein)
Aa_G616300.h1.t1	1148	AT1G13220.3	AT1G13220.3	orthologue	GO:0006974;GO:0035861;GO:0097298;GO:0006997;GO:0005737;GO:0034399;GO:0005515;GO:0005654;GO:0005634;GO:0005652;GO:0031965	Nuclear matrix constituent protein-like protein;Protein CROWDED NUCLEI 2 (Protein LITTLE NUCLEI 2)
Aa_G616310.h1.t1	361	AT1G13230.1	AT1G13230.1	orthologue	GO:0009610;GO:0005886;GO:0007165;GO:0003674;GO:0044403;GO:0005515	Piriformospora indica-insensitive protein 2
Aa_G616320.h1.t1	47	AT1G13245.1	AT1G13245.1	orthologue	GO:0048367;GO:0010218;GO:0005886;GO:0010114;GO:0003674;GO:0008285;GO:0005739	Small polypeptide DEVIL 4 (Small polypeptide ROTUNDIFOLIA like 17) (Small polypeptide ROT-FOUR-LIKE 17)
Aa_G616430.h1.t1	1302	AT3G10010.1	AT3G10010.1	orthologue	GO:0005634;GO:0006284;GO:0019104;GO:0035514;GO:0003677;GO:0046872;GO:0051539;GO:0141166;GO:0003824;GO:0006281	DEMETER-like protein 2 (EC 3.2.2.-)
Aa_G616440.h1.t1	154	AT3G10020.1	AT3G10020.1	orthologue	GO:0005829;GO:0071456;GO:0003674;GO:0006979;GO:0005634;GO:0009061	AT3g10020/T22K18_16 (Plant/protein);Plant/protein
Aa_G616450.h1.t1	536	AT3G10030.1	AT3G10030.1	orthologue	GO:0033862;GO:0005737;GO:0006225;GO:0044210;GO:0009570;GO:0006221	UMP kinase (EC 2.7.4.22) (Uridine monophosphate kinase)
Aa_G616560.h1.t1	343	AT4G32360.1	AT4G32360.1	other	GO:0005886;GO:0016491;GO:0016731;GO:0005739;GO:0015039;GO:0050660;GO:0022900;GO:0005515;GO:0009102	NADPH:adrenodoxin oxidoreductase, mitochondrial (Adrenodoxin reductase) (EC 1.18.1.6) (Mitochondrial ferredoxin reductase) (AtMFDR);NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)
Aa_G616570.h1.t1	69				GO:0016787	
Aa_G616580.h1.t1	45	AT5G54400.1	AT5G54400.1	orthologue	GO:0008757;GO:0000325;GO:0005737;GO:0016020;GO:0032259	At5g54400 (Gb|AAF35419.1) (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
Aa_G616590.h1.t1	136	AT4G32360.1	AT4G32360.1	other	GO:0005886;GO:0016491;GO:0016731;GO:0005739;GO:0015039;GO:0050660;GO:0022900;GO:0005515;GO:0009102	NADPH:adrenodoxin oxidoreductase, mitochondrial (Adrenodoxin reductase) (EC 1.18.1.6) (Mitochondrial ferredoxin reductase) (AtMFDR);NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)
Aa_G61660.h1.t1	411	AT1G24530.1	AT1G24530.1	orthologue	GO:0003674;GO:0005739;;GO:0005515	F21J9.19 (Transducin/WD40 repeat-like superfamily protein)
Aa_G61670.h1.t1	116	AT1G24520.1	AT1G24520.1	orthologue	GO:0048235;GO:0016020;GO:0005886;GO:0003674	Anther-specific protein BCP1
