Arabidopsis_lyrata_NCBI	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_020889514.1	782	AT3G06250.1	AT3G06250.1	orthologue	GO:0005515;GO:0005634;GO:0006355;GO:0008270	Protein FAR1-RELATED SEQUENCE 7
XP_020889519.1	435	AT3G06240.1	AT3G06240.1	orthologue	GO:0005634;GO:0005515;	F-box/kelch-repeat protein At3g06240
XP_020889520.1	351	AT3G06260.1	AT3G06260.1	orthologue	GO:0005794;GO:0045489;GO:0047262;GO:0090406;GO:0016757;GO:0009507;GO:0000139;GO:0071555	Probable galacturonosyltransferase-like 4 (EC 2.4.1.-) (Galactinol synthase 9) (AtGolS9) (GolS-9)
XP_020889521.1	191	AT5G62400.1	AT5G62400.1	orthologue	GO:0003674;GO:0005739;GO:0008150;GO:0016020	Transmembrane protein
XP_020889522.1	196	AT3G20470.1	AT3G20470.1	orthologue	GO:0030307;GO:0046622;GO:0009737;GO:0000325;GO:0009413;GO:0009505;GO:0009751;GO:0005199	Glycine-rich protein 5 (AtGRP-5) (AtGRP5)
XP_020889523.1	196	AT1G76800.1	AT1G76800.1	orthologue	GO:0006880;GO:0030026;GO:0006879;GO:0016020;GO:0005381;GO:0005384;GO:0005774;GO:0010039	Vacuolar iron transporter homolog 2 (Protein NODULIN-LIKE 2) (Vacuolar iron transporter-like 2) (AtVTL2)
XP_020889524.1	724	AT2G16270.1	AT2G16270.1	orthologue	GO:0003674;GO:0005634;GO:0016020	Transmembrane protein
XP_020889525.1	113	AT3G08770.2	AT3G08770.2	orthologue	GO:0003674;GO:0009414;GO:0005576;GO:0006869;GO:0008289	Non-specific lipid-transfer protein;Non-specific lipid-transfer protein 6 (LTP 6) (Xylogen-like protein 15) (AtXYP15)
XP_020889526.1	466					
XP_020889528.1	251	AT5G61050.1	AT5G61050.1	orthologue	GO:0008150;GO:0005575;GO:0003674	Histone deacetylase-related / HD-like protein
XP_020889529.1	119	AT3G20510.1	AT3G20510.1	orthologue	GO:0009706;GO:0015245;GO:0005739;GO:0005634;GO:0012505;GO:0015908;GO:0005737;GO:0016020	Protein FATTY ACID EXPORT 6 (At-FAX6)
XP_020889530.1	110	AT3G13235.1	AT3G13235.1	other	GO:0005737;GO:0004190;GO:0005829;GO:0006508;GO:0031593	Protein DNA-DAMAGE INDUCIBLE 1 (EC 3.4.23.-);Ubiquitin family protein
XP_020889531.1	167					
XP_020889532.1	133	AT3G18470.1	AT3G18470.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0016020	Protein PLANT CADMIUM RESISTANCE 7 (AtPCR7)
XP_020889534.1	612	AT3G13600.1	AT3G13600.1	orthologue	GO:0005634;GO:0003674;GO:0005737	IQ domain-containing protein IQM2 (IQ motif-containing protein 2)
XP_020889535.1	231	AT2G15280.1	AT2G15280.1	orthologue	GO:0005739;GO:0003674;GO:0005789;GO:0009617	Reticulon-like protein B10 (AtRTNLB10)
XP_020889538.1	247					
XP_020889539.1	914					
XP_020889541.1	483	AT5G44120.3	AT5G44120.3	orthologue	GO:0010431;GO:0005634;GO:0045735;GO:0009737;GO:0071215;GO:0000326	12S seed storage protein CRA1 (Cruciferin 1) (AtCRU1) (Cruciferin A1) (Legumin-type globulin storage protein CRA1) [Cleaved into: 12S seed storage protein CRA1 alpha chain (12S seed storage protein CRA1 acidic chain); 12S seed storage protein CRA1 beta chain (12S seed storage protein CRA1 basic chain)];RmlC-like cupins superfamily protein
XP_020889546.1	234	AT2G17770.2	AT2G17770.2	orthologue	GO:0003700;GO:2000028;GO:0005515;GO:0045893;GO:0005634;GO:0003677;GO:0006355	bZIP transcription factor 27 (AtbZIP27) (Protein FD PARALOG)
XP_020889547.1	468	AT3G19270.2	AT3G19270.2	orthologue	GO:0046345;GO:0010295;GO:0005506;GO:0020037;GO:0005739;GO:0016020;GO:0004497;GO:0016705;GO:0016125;GO:0016491	(+)-abscisic acid 8'-hydroxylase (EC 1.14.14.137);Abscisic acid 8'-hydroxylase 4 (ABA 8'-hydroxylase 4) (EC 1.14.14.137) (Cytochrome P450 707A4)
XP_020889548.1	1196	AT2G07360.2	AT2G07360.2	orthologue	GO:0005515;GO:0005739;GO:0009507	SH3 domain-containing protein
XP_020889549.1	820	AT2G07170.1	AT2G07170.1	orthologue	GO:0008017;GO:0008150;GO:0005874;GO:0005634	TORTIFOLIA1-like protein 2
XP_020889550.1	759	AT2G07050.1	AT2G07050.1	orthologue	GO:0005811;GO:0019745;GO:0016871;GO:0009555;GO:0016104;GO:0005739;GO:0005773;GO:0000325;GO:0010027;GO:0016866	Cycloartenol synthase (AtCYC) (EC 5.4.99.8) (2,3-epoxysqualene--cycloartenol cyclase);Terpene cyclase/mutase family member (EC 5.4.99.-)
XP_020889551.1	500	AT5G44120.3	AT5G44120.3	orthologue	GO:0010431;GO:0005634;GO:0045735;GO:0009737;GO:0071215;GO:0000326	12S seed storage protein CRA1 (Cruciferin 1) (AtCRU1) (Cruciferin A1) (Legumin-type globulin storage protein CRA1) [Cleaved into: 12S seed storage protein CRA1 alpha chain (12S seed storage protein CRA1 acidic chain); 12S seed storage protein CRA1 beta chain (12S seed storage protein CRA1 basic chain)];RmlC-like cupins superfamily protein
XP_020889552.1	442	AT2G07180.1	AT2G07180.1	orthologue	GO:0009507;GO:0016310;GO:0004674;GO:0005524;GO:0005886;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase PBL17 (EC 2.7.11.1) (PBS1-like protein 17)
XP_020889554.1	129	AT2G07800.1	AT2G07800.1	orthologue	GO:0005575;GO:0008150;GO:0003674;;GO:0008270	Transmembrane protein
XP_020889555.1	104					
XP_020889556.1	763	AT5G58980.1	AT5G58980.1	orthologue	GO:0005576;GO:0046512;GO:0042759;GO:0046514;GO:0034599;GO:0017040;GO:0005783;GO:0005794;GO:0016020	Neutral ceramidase 3 (AtNCER3) (N-CDase 3) (NCDase 3) (EC 3.5.1.23) (Acylsphingosine deacylase 3) (N-acylsphingosine amidohydrolase 3)
XP_020889557.1	103	AT2G19350.1	AT2G19350.1	orthologue	GO:0012505;GO:0003674;GO:0008150;GO:0016020	Expressed protein (Transmembrane protein (DUF872))
XP_020889558.1	197	AT3G04510.1	AT3G04510.1	orthologue	GO:0003674;GO:0009299;GO:0005634;GO:0009416;GO:0090698;GO:0003677	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 2 (Protein ORGAN BOUNDARY 3)
XP_020889560.1	118	AT3G05490.1	AT3G05490.1	orthologue	GO:0019722;GO:0009506;GO:0005576;GO:0005179;GO:0007267;GO:0048046;GO:0040008	Protein RALF-like 22
XP_020889562.1	370	AT3G07570.1	AT3G07570.1	orthologue	GO:0003674;GO:0005575;GO:0005829;GO:0016020;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g07570 (Protein b561A.tha11);Fanconi anemia group D2 protein
XP_020889563.1	260	AT3G07565.4	AT3G07565.4	orthologue	GO:0005634;GO:0003674;GO:0009507	Histone H2A deubiquitinase (DUF3755)
XP_020889566.1	303	AT3G07560.1	AT3G07560.1	orthologue	GO:0016560;GO:0005778;GO:0016558;GO:0005515;GO:0006635;GO:0005622;GO:1990429;GO:0005777;GO:0016020	Peroxisomal membrane protein 13 (ABSTINENCE BY MUTUAL CONSENT) (Peroxin-13) (AtPEX13) (Peroxisome biogenesis protein 13) (Pex13p) (Protein ABERRANT PEROXISOME MORPHOLOGY 2) (Protein AMC)
XP_020889567.1	68	AT3G07568.1	AT3G07568.1	orthologue	GO:0003674;GO:0008150;GO:0005739;GO:0005829	Fanconi anemia group D2 protein
XP_020889568.1	151	AT5G52370.1, AT5G58990.1	AT5G52370.1	orthologue	GO:0009409;GO:0008150;GO:0005739;GO:0003735;GO:0009507	28S ribosomal S34 protein;28S ribosomal S34 protein (Uncharacterized protein At5g52370)
XP_020889569.1	223	AT5G15685.1	AT5G15685.1	other	GO:0005634;GO:0003674;GO:0008150	Mutator transposase MUDRA protein
XP_020889571.1	478	AT2G20720.1	AT2G20720.1	orthologue	GO:0005737;GO:0003674;;GO:0005739;GO:0005515	At2g20720 (Pentatricopeptide repeat (PPR) superfamily protein)
XP_020889573.1	432	AT2G20680.1	AT2G20680.1	orthologue	GO:0016985;GO:0005576;GO:0010412;GO:0000272;GO:0004553	Mannan endo-1,4-beta-mannosidase 2 (EC 3.2.1.78) (Beta-mannanase 2) (Endo-beta-1,4-mannanase 2) (AtMAN2)
XP_020889574.1	122	AT2G15050.1	AT2G15050.1	orthologue	GO:0006869;GO:0005576;GO:0003674;GO:0008289	Non-specific lipid-transfer protein 7 (LTP 7)
XP_020889577.1	129	AT3G42170.1	AT3G42170.1	other	GO:0046983;GO:0003677;GO:0005515;GO:0005829;GO:0009791;GO:0005634;GO:0008270	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER;Zinc finger BED domain-containing protein DAYSLEEPER (Transposase-like protein DAYSLEEPER)
XP_020889579.1	294	AT1G57906.1	AT1G57906.1	orthologue	GO:0008150;GO:0003674;GO:0005634;GO:0016567	F-box protein
XP_020889580.1	526	AT1G64625.1	AT1G64625.1	orthologue	GO:0003700;GO:0048364;GO:0048316;GO:0006355;GO:0046983;GO:0071365;GO:0007140;GO:0051321;GO:0005515;GO:0090058;GO:0010089;GO:0005634;GO:0003677;GO:0016301	Serine/threonine-protein kinase WNK (With No Lysine)-like protein;Transcription factor bHLH157 (BHLH transcription factor epsilon) (bHLH epsilon) (Basic helix-loop-helix protein 157) (AtbHLH157) (bHLH 157) (LONESOME HIGHWAY-like protein 2) (bHLH transcription factor bHLH157)
XP_020889582.1	284					
XP_020889590.1	686	AT1G60190.1	AT1G60190.1	orthologue	GO:0009507;GO:0016567;GO:0005634;GO:0005737;GO:0010029;GO:0004842;GO:0005515	U-box domain-containing protein 19 (EC 2.3.2.27) (Plant U-box protein 19) (RING-type E3 ubiquitin transferase PUB19)
XP_020889591.1	189	AT1G63206.2	AT1G63206.2	orthologue	GO:0008150;GO:0003674;GO:0005634	Cystatin/monellin superfamily protein
XP_020889593.1	588	AT1G71370.1, AT1G71280.1	AT1G71370.1	orthologue	GO:0005730;GO:0003724;GO:0005634;GO:0008150;GO:0009507;GO:0008266;GO:0003723;GO:0005524;GO:0016787;GO:0016887;GO:0005829;GO:0003676	ATP-dependent RNA helicase (EC 3.6.4.13);DEAD-box ATP-dependent RNA helicase 49 (EC 3.6.4.13);DEAD-box ATP-dependent RNA helicase 55 (EC 3.6.4.13)
XP_020889594.1	435	AT3G62430.1	AT3G62430.1	orthologue	GO:0005575;GO:0008150;GO:0003674;;GO:0005515	F-box protein At3g62430
XP_020889597.1	547	AT1G67110.1	AT1G67110.1	orthologue	GO:0005739;GO:0033466;GO:0005576;GO:0016705;GO:0009506;GO:0004497;GO:0020037;GO:0005506;GO:0016020	Cytochrome P450, family 735, subfamily A, polypeptide 2;Cytokinin hydroxylase (EC 1.14.13.-) (Cytochrome P450 35A2)
XP_020889598.1	219	AT4G03930.1, AT1G11590.1, AT3G27980.1	AT3G27980.1	orthologue	GO:0004857;GO:0045490;GO:0005575;GO:0030599;GO:0042545;GO:0046910;GO:0005576	Probable pectinesterase 30 (PE 30) (EC 3.1.1.11) (Pectin methylesterase 30) (AtPME30);Probable pectinesterase/pectinesterase inhibitor 19 [Includes: Pectinesterase inhibitor 19 (Pectin methylesterase inhibitor 19); Pectinesterase 19 (PE 19) (EC 3.1.1.11) (Pectin methylesterase 19) (AtPME19) (Pectin methylesterase 5) (AtPME5)];Probable pectinesterase/pectinesterase inhibitor 42 [Includes: Pectinesterase inhibitor 42 (Pectin methylesterase inhibitor 42); Pectinesterase 42 (PE 42) (EC 3.1.1.11) (Pectin methylesterase 42) (AtPME42)]
XP_020889599.1	452	AT1G67320.3	AT1G67320.3	orthologue	GO:0006269;GO:0005658;GO:0005634;GO:0009506;GO:0003674;GO:0006270;GO:0003677;GO:0046872;GO:0051539	DNA primase large subunit;DNA primase, large subunit family;Probable DNA primase large subunit
XP_020889600.1	437	AT1G58270.1	AT1G58270.1	orthologue	GO:0005634;GO:0009506;GO:0003674;GO:0016020;GO:0005515	At1g58270/F19C14_8 (F19C14.11 protein) (TRAF-like family protein) (ZW9 protein)
XP_020889601.1	278	AT1G65300.1	AT1G65300.1	orthologue	GO:0006357;GO:0003700;GO:0046983;GO:0000981;GO:0005515;GO:0045944;GO:0000987;GO:0000978;GO:0005634;GO:0003677	MADS-box transcription factor PHERES 2 (Agamous-like MADS-box protein AGL38)
XP_020889602.1	244	AT1G73620.1	AT1G73620.1	orthologue	GO:0006952;GO:0003674;GO:0009506;GO:0005576	Pathogenesis-related thaumatin superfamily protein (Thaumatin-like protein; 9376-10898)
XP_020889603.1	353	AT1G68460.1	AT1G68460.1	orthologue	GO:0009691;GO:0052381;GO:0006400;GO:0009536;GO:0080117;GO:0005739;GO:0009507;GO:0052622;GO:0009824;GO:0005524	Adenylate isopentenyltransferase 1, chloroplastic (AtIPT1) (EC 2.5.1.112) (EC 2.5.1.27) (Adenylate dimethylallyltransferase 1) (Cytokinin synthase 1)
XP_020889604.1	298	AT3G24320.1	AT3G24320.1	other	GO:0006298;GO:0005524;GO:0005739;GO:0009408;GO:0043504;GO:0000002;GO:0005634;GO:0009536;GO:0009507;GO:0030983;GO:0003677;GO:0003690;GO:0042651;GO:0032042	DNA mismatch repair protein MSH1, mitochondrial (AtMSH1) (MutS protein homolog 1) (Protein CHLOROPLAST MUTATOR);MUTL protein homolog 1
XP_020889605.1	138	AT3G25070.2	AT3G25070.2	other	GO:0005886;GO:0009626;GO:0042742;GO:0019897;GO:0016020;GO:0034051;GO:0002237;GO:0005634;GO:0005515;GO:0006955;GO:0006468;GO:0005829;GO:0012505	RPM1 interacting protein 4;RPM1-interacting protein 4
XP_020889606.1	390	AT1G62400.1	AT1G62400.1	orthologue	GO:0010119;GO:0046777;GO:0071244;GO:0005515;GO:0004672;GO:0090333;GO:0004714;GO:0004712;GO:0007165;GO:0005886;GO:0004674;GO:2000030;GO:0005737;GO:0016301;GO:0006468;GO:0005524;GO:0106310	Serine/threonine/tyrosine-protein kinase HT1 (EC 2.7.10.1) (EC 2.7.11.1) (High leaf temperature protein 1)
XP_020889607.1	208	AT1G70920.1	AT1G70920.1	orthologue	GO:0005515;GO:0005634;GO:0000981;GO:0000976;GO:0003700;GO:0043565;GO:0006355;GO:0003677	Homeobox-leucine zipper protein 18;Homeobox-leucine zipper protein ATHB-X (HD-ZIP protein ATHB-X) (Homeodomain transcription factor ATHB-X)
XP_020889608.1	308	AT1G76240.1	AT1G76240.1	orthologue	GO:0005634;GO:0003674;GO:0048367;GO:0048364	At1g76240 (DUF241 domain protein (DUF241))
XP_020889609.1	405	AT1G68390.1	AT1G68390.1	orthologue	GO:0016757;GO:0005575;GO:0016020	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
XP_020889610.1	754	AT5G53150.2	AT5G53150.2	orthologue	GO:0005737;GO:0003674	At5g53150 (DnaJ heat shock amino-terminal domain protein);DnaJ heat shock amino-terminal domain protein;DnaJ heat shock amino-terminal domain protein (DnaJ protein-like)
XP_020889611.1	1806	AT1G77300.1	AT1G77300.1	orthologue	GO:0005515;GO:0032183;GO:0010363;GO:0009910;GO:0010223;GO:0006355;GO:0090548;GO:0048653;GO:0016116;GO:0000785;GO:0005634;GO:0042800;GO:0040029;GO:0009555;GO:0046975;GO:0008270;GO:0043067;GO:0009553;GO:0000775;GO:0032259;GO:0048481;GO:0005694;GO:0042054	Histone-lysine N-methyltransferase;Histone-lysine N-methyltransferase ASHH2 (EC 2.1.1.-) (ASH1 homolog 2) (H3-K4-HMTase) (Histone H3-K36 methyltransferase 8) (H3-K36-HMTase 8) (Protein EARLY FLOWERING IN SHORT DAYS) (Protein LAZARUS 2) (Protein SET DOMAIN GROUP 8)
XP_020889614.1	295	AT1G77290.1	AT1G77290.1	orthologue	GO:0004364;GO:0005737;GO:0005886;GO:0009636	Glutathione S-transferase TCHQD (EC 2.5.1.18) (Protein tetrachlorohydroquinone dehalogenase-homolog)
XP_020889619.1	446	AT1G68640.1	AT1G68640.1	orthologue	GO:0003700;GO:0006355;GO:0006351;GO:0009909;GO:0003677;GO:0005515;GO:0000976;GO:0005634;GO:0000987;GO:0043565	Transcription factor PERIANTHIA (bZIP transcription factor 46) (AtbZIP46)
XP_020889622.1	161	AT1G68630.1	AT1G68630.1	orthologue	GO:0005737;GO:0003674;GO:0008150;GO:0016020	Protein PLANT CADMIUM RESISTANCE 12 (AtPCR12)
XP_020889625.1	396	AT1G80950.1	AT1G80950.1	orthologue	GO:0000038;GO:0071618;GO:0006644;GO:0005783;GO:0005634;GO:0047159;GO:0042171;GO:0071617;GO:0008374;GO:0003841;GO:0005789;GO:0008654;GO:0047184;GO:0106262;GO:0106263;GO:0016020;GO:0016746	Lysophospholipid acyltransferase LPEAT1 (EC 2.3.1.23) (EC 2.3.1.51) (EC 2.3.1.n6) (EC 2.3.1.n7) (Lysophosphatidylethanolamine acyltransferase 1) (AtLPEAT1);Phospholipid/glycerol acyltransferase family protein
XP_020889627.1	214	AT1G80940.1	AT1G80940.1	orthologue	GO:0009909;GO:0005515;GO:0005634;GO:0016301	F23A5.30 protein (Snf1 kinase interactor-like protein);Snf1 kinase interactor-like protein
XP_020889631.1	205	AT5G02360.1	AT5G02360.1	orthologue	GO:0008150;GO:0003674;GO:0005634	DC1 domain-containing protein
XP_020889632.1	427					
XP_020889633.1	511	AT1G71890.1	AT1G71890.1	orthologue	GO:0015770;GO:0048316;GO:0005985;GO:0005886;GO:0005737;GO:0015225;GO:0008515;GO:0005773;GO:0008506;GO:0009506;GO:0015293;GO:0016020	Sucrose transport protein SUC5 (AtSUC5) (Sucrose permease 5) (Sucrose-proton symporter 5)
XP_020889634.1	703	AT1G73920.1	AT1G73920.1	orthologue	GO:0006629;GO:0005576;GO:0003674;GO:0016298	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (Putative lipase)
XP_020889636.1	625	AT1G73930.1	AT1G73930.1	orthologue	GO:0005085;GO:0009507;GO:0008150;GO:0055037	AT1G73930 protein (Polarity axis stabilization protein)
XP_020889642.1	323	AT1G31220.1	AT1G31220.1	orthologue	GO:0009152;GO:0006189;GO:0004644;GO:0009507;GO:0005737;GO:0009058	Phosphoribosylglycinamide formyltransferase, chloroplastic (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)
XP_020889644.1	398	AT1G76700.1	AT1G76700.1	orthologue	GO:0005737;GO:0003674	Chaperone protein dnaJ 10 (AtDjC10) (AtJ10)
XP_020889645.1	374	AT1G76690.1	AT1G76690.1	orthologue	GO:0031408;GO:0009695;GO:0005737;GO:0005739;GO:0016629;GO:0010181;GO:0009611;GO:0016491	12-oxophytodienoate reductase 2 (EC 1.3.1.42) (12-oxophytodienoate-10,11-reductase 2) (AtOPR2) (OPDA-reductase 2) (4,5-didehydrojasmonate reductase) (EC 1.3.1.-)
XP_020889646.1	374	AT1G76680.2	AT1G76680.2	orthologue	GO:0010181;GO:0071456;GO:0010150;GO:0009611;GO:0005737;GO:0005829;GO:0031407;GO:0005515;GO:0016629;GO:0031408;GO:0009751;GO:0016491;GO:0005739;GO:0006629;GO:0006633	12-oxophytodienoate reductase 1;12-oxophytodienoate reductase 1 (EC 1.3.1.42) (12-oxophytodienoate-10,11-reductase 1) (AtOPR1) (OPDA-reductase 1) (FS-AT-I)
XP_020889647.1	774	AT5G57870.1	AT5G57870.1	orthologue	GO:0009536;GO:0003743;GO:0006413;GO:0005634;GO:0003729;GO:0016281;GO:0005737;GO:0006417;GO:0003723;GO:0005515	Eukaryotic translation initiation factor isoform 4G-1 (eIF(iso)4G-1)
XP_020889648.1	518	AT1G75260.1	AT1G75260.1	orthologue	GO:0003674;GO:0005576	Oxidoreductases, acting on NADH or NADPH
XP_020889649.1	311	AT1G75280.1	AT1G75280.1	orthologue	GO:0005737;GO:0005739;GO:0006979;GO:0005886;GO:0005829;GO:0003674;GO:0016491	Isoflavone reductase homolog P3 (EC 1.3.1.-)
XP_020889650.1	311	AT1G75290.2	AT1G75290.2	orthologue	GO:0009507;GO:0016491;GO:0005739;GO:0005737;GO:0009807;GO:0050664	At1g75290 (NAD(P)-binding Rossmann-fold superfamily protein);NAD(P)-binding Rossmann-fold superfamily protein
XP_020889651.1	213	AT1G75270.1	AT1G75270.1	orthologue	GO:0045174;GO:0043295;GO:0005886;GO:0033355;GO:0080151;GO:0005829;GO:0010731;GO:0140547;GO:0005739;GO:0070301;GO:0098869;GO:0019852;GO:0004364	Glutathione S-transferase DHAR2 (EC 2.5.1.18) (Chloride intracellular channel homolog 2) (CLIC homolog 2) (Glutathione-dependent dehydroascorbate reductase 2) (AtDHAR2) (CytDHAR) (GSH-dependent dehydroascorbate reductase 2) (EC 1.8.5.1)
XP_020889652.1	673					
XP_020889653.1	1488	AT1G75310.2	AT1G75310.2	orthologue	GO:0072583;GO:0009507;GO:0005737;GO:0072318;GO:0031982;GO:0030276;GO:0043231;	Auxilin-like protein 1;Auxin-like 1 protein
XP_020889655.1	375	AT1G75330.1	AT1G75330.1	orthologue	GO:0009570;GO:0019240;GO:0004585;GO:0009507;GO:0043231;GO:0016597;GO:0042450;GO:0006591;GO:0006526;GO:0016743;GO:0006520	Ornithine transcarbamylase, chloroplastic (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, chloroplastic)
XP_020889657.1	790	AT5G51300.1	AT5G51300.1	orthologue	GO:0009737;GO:0005654;GO:0005515;GO:0008380;GO:0008270;GO:0048024;GO:0005730;GO:0005634;GO:0003729;GO:0003723;GO:0005681;GO:0006397;GO:0009738;GO:0016607;GO:0003676	Splicing factor-like protein 1 (AtSF1) (SF1 homolog protein)
XP_020889659.1	587	AT5G51280.1	AT5G51280.1	orthologue	GO:0000398;GO:0005634;GO:0003729;GO:0005515;GO:0005681;GO:0003724;GO:0003723;GO:0005524;GO:0008270;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 35 (EC 3.6.4.13)
XP_020889662.1	385	AT5G57850.1	AT5G57850.1	orthologue	GO:0008696;GO:0009507;GO:0009570;GO:0008153;GO:0019752;GO:0046654;GO:0047810;GO:0008483;GO:0008652;GO:0046394;GO:0003824	D-amino-acid transaminase, chloroplastic (EC 2.6.1.21) (EC 4.1.3.38) (Aminodeoxychorismate lyase) (AtADCL) (Branched-chain-amino-acid aminotransferase-like protein 3);D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
XP_020889663.1	145					
XP_020889664.1	863	AT1G71330.1	AT1G71330.1	orthologue	GO:0055085;GO:0005634;GO:0016887;GO:0042626;GO:0022857;GO:0140359;GO:0005524;GO:0016020	Probable non-intrinsic ABC protein 5 (MRP-related protein 2)
XP_020889665.1	545	AT1G75790.1	AT1G75790.1	orthologue	GO:0005576;GO:0016491;GO:0005507	Multi-copper oxidase type I family protein (SKU5 similar 18)
XP_020889666.1	386	AT1G79480.1	AT1G79480.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0005886;GO:0009506;GO:0098552	Carbohydrate-binding X8 domain superfamily protein
XP_020889669.1	1447	AT1G77800.3	AT1G77800.3	orthologue	GO:0005634;GO:0006357;GO:0009725;GO:0009506;GO:0030674;GO:0008270	PHD finger family protein
XP_020889676.1	395	AT1G77810.1	AT1G77810.1	orthologue	GO:0005794;GO:0048531;GO:0000139;GO:0006486;GO:0016757;GO:0016758;GO:0008378;GO:0009101;GO:0016020	Beta-1,3-galactosyltransferase 7 (EC 2.4.1.-);Hexosyltransferase (EC 2.4.1.-)
XP_020889678.1	385	AT5G57830.1	AT5G57830.1	orthologue	GO:0005634;GO:0003674;GO:0016020;GO:0080115	GTD-binding domain-containing protein
XP_020889679.1	108	AT1G75580.1	AT1G75580.1	orthologue	GO:0009737;GO:0009733;GO:0005575;GO:0003674;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 51
XP_020889680.1	383	AT1G62360.1	AT1G62360.1	orthologue	GO:0009691;GO:0005515;GO:0003700;GO:0010582;GO:0010497;GO:0005634;GO:0005737;GO:0015630;GO:0006357;GO:0009506;GO:0000978;GO:0019827;GO:0005768;GO:0000981;GO:0005886;GO:0048440;GO:0003723;GO:0009934;GO:0042803;GO:0003677;GO:0006355	Homeobox protein SHOOT MERISTEMLESS
XP_020889681.1	375	AT1G65735.1, AT1G65760.1, AT1G65740.1, AT1G65770.1, AT2G17690.1, AT1G57906.1, AT2G26160.1, AT3G25750.2, AT1G44080.1	AT1G65760.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005576;GO:0005515;GO:0005575;GO:0009408;GO:2000083;GO:0016567	Ascorbic acid mannose pathway regulator;F-box protein;F-box protein At2g17690 (Protein SUPPRESSOR OF DRM1 DRM2 CMT3);F-box protein At2g26160;Probable F-box protein At1g44080;Probable F-box protein At1g65740;Putative F-box protein At1g65770;Putative F-box protein At3g25750;Uncharacterized protein At1g65760
XP_020889682.1	253	AT1G62975.1	AT1G62975.1	orthologue	GO:0006357;GO:0003700;GO:0090575;GO:0005634;GO:0046983;GO:0006355;GO:0000977;GO:0000981;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH125 (Basic helix-loop-helix protein 125) (AtbHLH125) (bHLH 125) (Transcription factor EN 2) (bHLH transcription factor bHLH125)
