Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El007G346970	178	AT5G48890.1	AT5G48890.1	orthologue	GO:0048579;GO:0006355;GO:0042752;GO:0005634;GO:0003700;GO:0009910;GO:0009788;GO:0008270;GO:0009908	Protein LATE FLOWERING
El007G346990	457	AT5G48880.2	AT5G48880.2	orthologue	GO:0006635;GO:0005777;GO:0010124;GO:0019395;GO:0009507;GO:0003988;GO:0005737;GO:0006633;GO:0031408;GO:0016747;GO:0016746	3-ketoacyl-CoA thiolase 5, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase 5) (Beta-ketothiolase 5) (Peroxisomal 3-oxoacyl-CoA thiolase 5)
El007G347000	89	AT5G48870.1	AT5G48870.1	orthologue	GO:0003723;GO:0046540;GO:0000398;GO:0009414;GO:1990726;GO:0005515;GO:0009737;GO:0005688;GO:0005634;GO:0009536;GO:0000290;GO:0000932;GO:0005681;GO:0120115	Sm-like protein LSM5 (AtLSM5) (Protein SUPERSENSITIVE TO ABA AND DROUGHT 1) (AtSAD1) (U6 snRNA-associated Sm-like protein LSM5)
El007G347010	307	AT5G48850.1	AT5G48850.1	orthologue	GO:0006792;GO:0010439;GO:0010438;GO:0017053;GO:0005515;GO:0005634	Protein SULFUR DEFICIENCY-INDUCED 1 (AtSDI1)
El007G347020	309	AT5G48840.1	AT5G48840.1	orthologue	GO:0004592;GO:0015940;GO:0009793;GO:0042803;GO:0005829;GO:0005737;GO:0005524	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)
El007G347030	507	AT5G48830.2	AT5G48830.2	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0016020	Phosphoglycolate phosphatase
El007G347040	125	AT3G53310.1	AT3G53310.1	other	GO:0005515;GO:0005634;GO:2000028;GO:0043565;GO:0003677	B3 domain-containing protein REM20 (Protein REPRODUCTIVE MERISTEM 20)
El007G347060	221	AT5G48820.2	AT5G48820.2	orthologue	GO:0004861;GO:0005515;GO:0030332;GO:0005634;GO:0005654;GO:0016020;GO:0016301;GO:0051726;GO:0045736	Cyclin-dependent kinase inhibitor 3 (Inhibitor/interactor of CDK protein 6) (KIP-related protein 3);Inhibitor/interactor with cyclin-dependent kinase
El007G347070	140	AT5G48810.1	AT5G48810.1	orthologue	GO:0020037;GO:0005783;GO:0005789;GO:0043231;GO:0016020;GO:0009536;GO:0046872	Cytochrome B5 isoform D (AtCb5-D) (Cytochrome b5 isoform B) (AtCb5-B)
El007G347080	613	AT5G48800.1	AT5G48800.1	orthologue	GO:0016567;GO:0005575;GO:0003674;GO:0005515	BTB/POZ domain-containing protein At5g48800
El007G347090	318	AT5G48790.1	AT5G48790.1	orthologue	GO:0009507;GO:0009536;GO:0003674	AT5g48790/K24G6_12 (LOW PSII ACCUMULATION protein (DUF1995));LOW PSII ACCUMULATION protein (DUF1995)
El007G347100	206	AT5G48760.1	AT5G48760.1	orthologue	GO:0005737;GO:0017148;GO:0022626;GO:0003735;GO:0022625;GO:0006412;GO:0003729;GO:0005840;GO:0009536;GO:0015934	Large ribosomal subunit protein uL13w (60S ribosomal protein L13a-4)
El007G347110	330	AT5G51730.1	AT5G51730.1	other	GO:0003676;GO:0003723;GO:0005730;GO:0008150;GO:0005634	RNA-binding (RRM/RBD/RNP motifs) family protein
El007G347120	468	AT3G56780.2	AT3G56780.2	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At3g56780
El007G347130	70					
El007G347140	93					
El007G347150	396	AT3G59070.1	AT3G59070.1	other	GO:0008150;GO:0005575;GO:0003674;GO:0016020;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g59070 (Protein b561A.tha8)
El007G347190	89	AT1G68810.1	AT1G68810.1	other	GO:0006355;GO:0003700;GO:0005634;GO:0046983;GO:0003677	Transcription factor bHLH30 (Basic helix-loop-helix protein 30) (AtbHLH30) (bHLH 30) (Transcription factor EN 53) (bHLH transcription factor bHLH030)
El007G347200	131	AT1G01320.1	AT1G01320.1	other	GO:0005737;GO:0005829;GO:0019750;GO:0005634;GO:0010906;GO:0006996;GO:0003729;GO:0005576;GO:0005515	Protein REDUCED CHLOROPLAST COVERAGE 1;Tetratricopeptide repeat (TPR)-like superfamily protein
El007G347210	444	AT1G51370.1	AT1G51370.1	other	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	F-box/FBD/LRR-repeat protein At1g51370;F-box/RNI-like/FBD-like domains-containing protein
El007G347220	149	AT5G48750.1	AT5G48750.1	other	GO:0008150;GO:0005576;GO:0003674;GO:0016020	Cytochrome b561 and DOMON domain-containing protein At5g48750 (Protein b561A.tha17)
El007G347230	114	AT3G59070.1	AT3G59070.1	other	GO:0008150;GO:0005575;GO:0003674;GO:0016020;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g59070 (Protein b561A.tha8)
El007G347300	298	AT3G56780.2	AT3G56780.2	other	GO:0003674;GO:0005634;GO:0008150	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At3g56780
El007G347320	173	AT5G48750.1	AT5G48750.1	orthologue	GO:0008150;GO:0005576;GO:0003674;GO:0016020	Cytochrome b561 and DOMON domain-containing protein At5g48750 (Protein b561A.tha17)
El007G347330	469	AT3G56780.2	AT3G56780.2	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At3g56780
El007G347340	401	AT3G59070.1	AT3G59070.1	other	GO:0008150;GO:0005575;GO:0003674;GO:0016020;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g59070 (Protein b561A.tha8)
El007G347390	471	AT3G56780.2	AT3G56780.2	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At3g56780
El007G347400	401	AT3G59070.1	AT3G59070.1	other	GO:0008150;GO:0005575;GO:0003674;GO:0016020;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g59070 (Protein b561A.tha8)
El007G347410	899	AT5G48740.1	AT5G48740.1	orthologue	GO:0009507;GO:0004674;GO:0044024;GO:0006468;GO:0016301;GO:0016310;GO:0005515;GO:0005524;GO:0016020;GO:0106310;GO:0004672	Probable LRR receptor-like serine/threonine-protein kinase At5g48740 (EC 2.7.11.1)
El007G347420	517	AT5G48730.1	AT5G48730.1	orthologue	GO:0009507;GO:0003729;GO:0005515	Pentatricopeptide repeat-containing protein At5g48730, chloroplastic
El007G347430	106					
El007G347440	279	AT5G55690.1	AT5G55690.1	orthologue	GO:0000978;GO:0000987;GO:0006355;GO:0000981;GO:0005634;GO:0006357;GO:0045944;GO:0003700;GO:0046983;GO:0003677	At5g55690 (MADS-box protein AGL47) (MADS-box transcription factor family protein)
El007G347460	306	AT5G48720.2	AT5G48720.2	orthologue	GO:0005515;GO:0007140;GO:0005634;GO:0010165;GO:0007143;GO:0009555;GO:0006281	Protein XRI1 (Protein X-RAY INDUCED 1)
El007G347470	355	AT4G00610.1	AT4G00610.1	orthologue	GO:0005634;GO:0006355;GO:0003674;GO:0005886	Probable transcription factor At4g00610 (Storekeeper-like protein At4g00610)
El007G347490	113	AT5G48700.1, AT5G48710.1	AT5G48710.1	orthologue	GO:0005634;GO:0016925;GO:0031386;GO:0044389;GO:0005737;GO:0005515	Putative small ubiquitin-related modifier 4 (AtSUMO4);Putative small ubiquitin-related modifier 6 (AtSUMO6);Ubiquitin-like superfamily protein
El007G347510	231	AT2G26590.1	AT2G26590.1	other	GO:0061133;GO:0005515;GO:0070628;GO:0008541;GO:0008150;GO:0000502;GO:0005634;GO:0005737	26S proteasome regulatory subunit RPN13 (AtRPN13) (26S proteasome non-ATPase regulatory subunit 13);Regulatory particle non-ATPase 13
El007G347530	103	AT5G55160.2	AT5G55160.2	other	GO:0031386;GO:0005829;GO:0005634;GO:0005737;GO:0044389;GO:0009536;GO:0009408;GO:0016925;GO:0005515	Small ubiquitin-related modifier (SUMO);Small ubiquitin-related modifier 2 (AtSUMO2)
El007G347540	325	AT5G48690.1	AT5G48690.1	orthologue	GO:0008150;GO:0005737;GO:0003674;;GO:0005515	Ubiquitin-associated (UBA)/TS-N domain protein
El007G347570	289					
El007G347580	397				GO:0003824	
El007G347590	448	AT5G42905.1	AT5G42905.1	other	GO:0008150;GO:0005575;GO:0004523;GO:0003676;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
El007G347620	206	AT5G48680.1	AT5G48680.1	orthologue	GO:0005737;GO:0003674;;GO:0005515	At5g48680 (Sterile alpha motif (SAM) domain-containing protein)
El007G347630	108	AT1G48560.2	AT1G48560.2	orthologue	GO:0005515;GO:0005634;GO:0008150	At1g48560 (T1N15.18);RRM domain-containing protein
El007G347640	133	AT5G01290.1	AT5G01290.1	other	GO:0006370;GO:0004484;GO:0005634;GO:0140818;GO:0005524;GO:0005525;GO:0009408	mRNA guanylyltransferase (EC 2.7.7.50)
El007G347650	312	AT5G48670.1	AT5G48670.1	orthologue	GO:0000987;GO:0000978;GO:0005634;GO:0000981;GO:0045944;GO:0006357;GO:0000976;GO:0046983;GO:0043078;GO:0005515;GO:0003700;GO:0003677	Agamous-like MADS-box protein AGL80
El007G347660	219	AT5G48660.1	AT5G48660.1	orthologue	GO:0009507;GO:0005789;GO:0006888;GO:0003674;GO:0070973;GO:0006886;GO:0005783;GO:0016020	Endoplasmic reticulum transmembrane protein
El007G347680	219	AT5G48657.5	AT5G48657.5	orthologue	GO:0009625;GO:0003674;GO:0005634;GO:0005886	Defense protein-like protein
El007G347690	298	AT2G41990.1	AT2G41990.1	orthologue	GO:0005575;GO:0003674;GO:0016020;GO:0098542	At2g41990 (Late embryogenesis abundant protein)
El007G347700	203	AT5G48655.1	AT5G48655.1	orthologue	GO:0032183;GO:0006511;GO:0005634;GO:0140082;GO:0005730;GO:0008270;GO:0061630;GO:0033768	Putative RING zinc finger (RING/U-box superfamily protein)
El007G347710	140					
El007G347720	472	AT5G48650.1	AT5G48650.1	orthologue	GO:0005737;GO:0090332;GO:0003729;GO:1900425;GO:0005829;GO:0003723;GO:1990904;GO:0003676	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein (Putative NTF2-containing RNA-binding protein)
El007G347750	226					
El007G347760	117					
El007G347770	99	AT3G29230.1	AT3G29230.1	other	GO:0003729;GO:0009507;GO:0009451;GO:0005515;GO:0003723	Pentatricopeptide repeat-containing protein At3g29230
El007G347780	189					
El007G347790	736	AT3G13682.1	AT3G13682.1	orthologue	GO:0042800;GO:0005515;GO:0005739;GO:0016491;GO:0008150;GO:0006325	Lysine-specific histone demethylase 1 homolog 2 (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 2) (Protein LSD1-LIKE 2)
El007G347810	414					
El007G347820	484	AT5G43490.1, AT5G48610.3	AT5G48610.3	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005634	Myb-like protein X
El007G347850	252	AT5G48640.1	AT5G48640.1	orthologue	GO:0005634;GO:0045944;GO:0016592;GO:0005515;GO:0016538;GO:0006357;GO:0051301	Cyclin family protein;Cyclin-C1-1 (CycC1;1)
El007G347860	249	AT5G48640.1	AT5G48640.1	orthologue	GO:0005634;GO:0045944;GO:0016592;GO:0005515;GO:0016538;GO:0006357;GO:0051301	Cyclin family protein;Cyclin-C1-1 (CycC1;1)
El007G347870	116	AT5G59390.1	AT5G59390.1	other	GO:0080188;GO:0005737;GO:0003725;GO:0005515;GO:0031047	Transcription regulator-like (XH/XS domain-containing protein);XH/XS domain-containing protein
El007G347880	384	AT5G59390.1, AT4G01180.1	AT5G59390.1	orthologue	GO:0005739;GO:0005737;GO:0080188;GO:0005515;GO:0003725	Transcription regulator-like (XH/XS domain-containing protein);XH/XS domain-containing protein
El007G347890	277	AT3G03500.1	AT3G03500.1	orthologue	GO:0005634;GO:0016788;GO:0008150;GO:0046872	T21P5.8 protein (TatD related DNase);TatD related DNase
El007G347900	344	AT5G48590.1	AT5G48590.1	orthologue	GO:0003674;GO:0005634;GO:0008483	Gb|AAF02142.1 (Phosphoserine aminotransferase, putative (DUF760))
El007G347920	6					
El007G347930	29					
El007G347970	362					
El007G347980	997	AT5G55310.1	AT5G55310.1	orthologue	GO:0006265;GO:0003917;GO:0007059;GO:0005730;GO:0005634;GO:0005694;GO:0006260;GO:0003677	DNA topoisomerase 1 beta (EC 5.6.2.1) (DNA topoisomerase 1)
El007G347990	99					
El007G348030	683				GO:0003677;GO:0046983	
El007G348050	74					
El007G348060	228				GO:0003676;GO:0008270	
El007G348070	145					
El007G348090	363	AT3G50120.1, AT3G50150.1, AT3G50160.1, AT3G50170.1, AT3G50200.1	AT3G50170.1	other	GO:0003674;GO:0005634;GO:0005739;GO:0010383;GO:0005575;GO:0005777;GO:0008150;GO:0016020	Transmembrane protein, putative (DUF247);Uncharacterized protein F11C1_40
El007G348120	504	AT1G40390.1, AT1G43760.1	AT1G43760.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0005634	DNAse I-like superfamily protein
El007G348130	469					
El007G348140	146	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT1G43760.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964;GO:0003824	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
El007G348150	1156				GO:0003676;GO:0004523	
El007G348160	310	AT1G17910.1, AT1G19390.1, AT4G31100.1, AT4G31110.1	AT1G19390.1	other	GO:0005509;GO:0005576;GO:0016301;GO:0030247;GO:0007166;GO:0005886;GO:0005634;GO:0006952;GO:0046686;GO:0004674;GO:0005524;GO:0016020;GO:0106310;GO:0004672;GO:0006468	Putative wall-associated receptor kinase-like 11 (EC 2.7.11.-);Putative wall-associated receptor kinase-like 13 (EC 2.7.11.-);Wall-associated receptor kinase-like (EC 2.7.11.-);Wall-associated receptor kinase-like 17 (EC 2.7.11.-);Wall-associated receptor kinase-like 18 (EC 2.7.11.-)
El007G348170	226	AT3G09160.1, AT5G03480.1, AT5G03495.1, AT5G05430.2, AT5G53700.1	AT5G03495.1	other	GO:0003676;GO:0008150;GO:0005575;GO:0008143;GO:0003723;GO:0005634;GO:0016607;GO:0005739;GO:0009507;GO:0000381;GO:0003729	RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding protein
El007G348180	182	AT3G24535.1	AT3G24535.1	orthologue	GO:0008150;GO:0003674;GO:0005575	Uncharacterized protein
El007G348190	159	AT5G48580.1	AT5G48580.1	orthologue	GO:0071781;GO:0009620;GO:0061077;GO:0034976;GO:0009536;GO:0005783;GO:0003755;GO:0009507;GO:0000325;GO:0085035;GO:0005794;GO:0005788;GO:0000413	Peptidyl-prolyl cis-trans isomerase FKBP15-2 (PPIase FKBP15-2) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-2) (AtFKBP15-2) (FK506-binding protein 2-2) (Immunophilin FKBP15-2) (Rotamase)
El007G348220	165	AT1G54300.1, AT3G05770.1	AT1G54300.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0048868	F10A16.6 protein;Uncharacterized protein
El007G348230	116	AT3G05740.1	AT3G05740.1	other	GO:0003676;GO:0005634;GO:0000724;GO:0009378;GO:0042631;GO:0005737;GO:0070417;GO:0005694;GO:0006268;GO:0043138;GO:0006310;GO:0003677;GO:0004386;GO:0005524;GO:0016887;GO:0046872;GO:0006281;GO:0032508	ATP-dependent DNA helicase (EC 5.6.2.4);ATP-dependent DNA helicase Q-like 1 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ1) (RecQ-like protein 1) (AtRecQ1) (AtRecQl1)
El007G348240	1013	AT3G14840.2, AT1G53420.1	AT3G14840.2	other	GO:0004672;GO:0006468;GO:0045088;GO:0005886;GO:0044024;GO:0009506;GO:0004674;GO:0016301;GO:0005515;GO:0005576;GO:0009861;GO:0005829;GO:0005524;GO:0106310;GO:0016020	Probable LRR receptor-like serine/threonine-protein kinase At1g53420 (EC 2.7.11.1);Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 (EC 2.7.11.1)
El007G348270	299					
El007G348280	182					
El007G348300	575	AT5G48570.1	AT5G48570.1	orthologue	GO:0009536;GO:0061077;GO:0005634;GO:0070370;GO:0003755;GO:0005515;GO:0005737;GO:0000325;GO:0005516	Peptidyl-prolyl cis-trans isomerase FKBP65 (PPIase FKBP65) (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 65) (AtFKBP65) (Immunophilin FKBP65) (Peptidyl-prolyl isomerase ROF2) (Protein ROTAMASE FKBP 2) (Rotamase)
El007G348320	475	AT5G48560.1	AT5G48560.1	orthologue	GO:0006355;GO:0005634;GO:0005515;GO:0046983;GO:0003700;GO:0009637;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH78 (Basic helix-loop-helix protein 78) (AtbHLH78) (bHLH 78) (Transcription factor EN 86) (bHLH transcription factor bHLH078)
El007G348330	194	AT5G48545.1	AT5G48545.1	orthologue	GO:0005634;GO:0009150;GO:0006790;GO:0047627;GO:0005777;GO:0000166;GO:0003824	Adenylylsulfatase HINT3 (EC 3.6.2.1) (Histidine triad nucleotide-binding protein 3);Histidine triad nucleotide-binding 3
El007G348350	262	AT5G48540.1	AT5G48540.1	orthologue	GO:0003674;GO:0005576;GO:0099503	Cysteine-rich repeat secretory protein 55
El007G348360	616	AT5G48520.2	AT5G48520.2	orthologue	GO:0070652;GO:0051225;GO:0005819;GO:0003674;GO:0080175;GO:0009524;GO:0005634;GO:0072686;GO:0031023;GO:0005815;GO:0005874;GO:0051301;GO:0005737	AUGMIN subunit 3;HAUS augmin-like complex subunit
El007G348390	224	AT5G48510.1	AT5G48510.1	orthologue	GO:0003674;GO:0016567;GO:0005634;GO:0005515	BTB/POZ domain-containing protein At5g48510
El007G348410	227	AT2G05330.1	AT2G05330.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein;Putative BTB/POZ domain-containing protein At2g05330
El007G348420	122					
El007G348440	249	AT2G05330.1	AT2G05330.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein;Putative BTB/POZ domain-containing protein At2g05330
El007G348450	391	AT2G17980.1	AT2G17980.1	other	GO:0006890;GO:0016192;GO:0000139;GO:0006886;GO:0019905;GO:0006888;GO:0005739;GO:0015031	SEC1 family transport protein SLY1 (AtSLY1)
El007G348460	224	AT2G05330.1	AT2G05330.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein;Putative BTB/POZ domain-containing protein At2g05330
El007G348470	96					
El007G348480	348	AT5G28823.1	AT5G28823.1	orthologue	GO:0005575;GO:0003674;GO:0008150;;GO:0003676;GO:0008270	DUF4283 domain-containing protein
El007G348490	90					
El007G348500	798				GO:0008270	
El007G348510	225	AT5G48510.1	AT5G48510.1	orthologue	GO:0003674;GO:0016567;GO:0005634;GO:0005515	BTB/POZ domain-containing protein At5g48510
El007G348520	444	AT2G47960.1	AT2G47960.1	orthologue	GO:0009507;GO:0003674;GO:1990072	At2g47960/T9J23.10 (Expressed protein) (Trafficking protein particle complex subunit-like protein)
El007G348570	561				GO:0003824	
El007G348580	185	AT5G36225.1	AT5G36225.1	orthologue	GO:0003674;GO:0005575;GO:0008150	Zinc knuckle protein
El007G348590	225	AT5G48510.1	AT5G48510.1	orthologue	GO:0003674;GO:0016567;GO:0005634;GO:0005515	BTB/POZ domain-containing protein At5g48510
El007G348600	127					
El007G348610	77					
El007G348620	87	AT5G55565.1	AT5G55565.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0031640;GO:0050832	Defensin-like protein 41
El007G348630	221	AT2G05330.1	AT2G05330.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein;Putative BTB/POZ domain-containing protein At2g05330
El007G348640	259	AT2G36540.1	AT2G36540.1	orthologue	GO:0003674;GO:0030150;GO:0005744;GO:0005634;GO:0016787	Mitochondrial import inner membrane translocase subunit TIM50
El007G348650	161	AT2G10930.1, AT5G48500.1	AT5G48500.1	orthologue	GO:0005575;GO:0003674;GO:0005739;GO:0008150;GO:0016020	Pathogenic type III effector avirulence factor Avr AvrRpt-cleavage: cleavage site protein;Transmembrane protein;Uncharacterized protein
El007G348670	568	AT5G32613.1	AT5G32613.1	other	GO:0005634;GO:0008150;GO:0003676;GO:0008270	Zinc knuckle (CCHC-type) family protein
El007G348680	100	AT5G48490.1, AT5G48485.1	AT5G48490.1	orthologue	GO:0009862;GO:0005504;GO:0005515;GO:0009506;GO:0099503;GO:0009627;GO:0008270;GO:0005576;GO:0005783;GO:0005319;GO:0006869;GO:0048046	At5g48490 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein);Putative lipid-transfer protein DIR1 (Protein DEFECTIVE IN INDUCED RESISTANCE 1)
El007G348690	171	AT5G48480.1	AT5G48480.1	orthologue	GO:0005829;GO:0003674;GO:0005737	Uncharacterized protein At5g48480
El007G348700	397	AT5G48470.1	AT5G48470.1	orthologue	GO:0005515;GO:0042644;GO:0009658;GO:0009507;GO:0006355	Protein PEP-RELATED DEVELOPMENT ARRESTED 1, chloroplastic (AtPRDA1)
El007G348740	654	AT5G48460.1	AT5G48460.1	orthologue	GO:0051017;GO:0005884;GO:0051015;GO:0051639;GO:0032432;GO:0005737;GO:0005856;GO:0005515	Fimbrin-2 (AtFIM2) (Fimbrin2)
El007G348750	590	AT5G48450.1	AT5G48450.1	orthologue	GO:0005886;GO:0005576;GO:0016491;GO:0009506;GO:0005507;GO:0098552	SKU5 similar 3
El007G348760	458	AT5G48440.1	AT5G48440.1	orthologue	GO:0009507;GO:0008150;GO:0005737;GO:0016491	FAD-dependent oxidoreductase domain-containing protein 1
El007G348770	405	AT5G48430.1	AT5G48430.1	orthologue	GO:0005576;GO:0004190;GO:0006508	At5g48430 (Dermal glycoprotein) (Eukaryotic aspartyl protease family protein)
El007G348780	335	AT1G19565.1	AT1G19565.1	orthologue	GO:0003674;GO:0008150;GO:0005739	UPF0725 protein At1g19565
El007G348790	77	AT5G37760.1	AT5G37760.1	other	GO:0008150;GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
El007G348830	252	AT5G48640.1	AT5G48640.1	orthologue	GO:0005634;GO:0045944;GO:0016592;GO:0005515;GO:0016538;GO:0006357;GO:0051301	Cyclin family protein;Cyclin-C1-1 (CycC1;1)
El007G348840	91					
El007G348860	96	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1, AT5G36080.1, AT3G32904.1	AT3G30520.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634;GO:0003677	Emb|CAB88131.1 (Myb/SANT-like DNA-binding domain protein);Heat shock protein;Myb/SANT-like DNA-binding domain protein;Uncharacterized protein
El007G348870	106					
El007G348880	260	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT3G30520.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964;GO:0003824	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
