Arabidopsis_lyrata_Rawat	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
AL7G21330	159	AT4G30800.1	AT4G30800.1	orthologue	GO:0003735;GO:0006412;GO:0022627;GO:0005737;GO:0003729;GO:0005886;GO:0019843;GO:0005840	Small ribosomal subunit protein uS17y (40S ribosomal protein S11-2)
AL7G21360	587	AT4G30780.1	AT4G30780.1	orthologue	GO:0005634;GO:0003674;GO:0004386	ATP-dependent DNA helicase
AL7G21370	157	AT4G30770.1	AT4G30770.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0016020	Membrane lipoprotein
AL7G21380	185	AT4G30760.1	AT4G30760.1	orthologue	GO:0010468;GO:0005634;GO:0005777;GO:0004540;GO:0004519;GO:0016787	Endonuclease or glycosyl hydrolase
AL7G21390	223	AT4G30730.1, AT4G30750.1	AT4G30750.1	orthologue	GO:0003674;GO:0009507;GO:0008150;;GO:0005777;GO:0010468	AT4g30750/T10C21_100;Uncharacterized protein AT4g30730 (Uncharacterized protein T10C21.80)
AL7G21400	706	AT4G30720.1	AT4G30720.1	orthologue	GO:0009507;GO:0005886;GO:0015979;GO:0003674	FAD/NAD(P)-binding oxidoreductase family protein
AL7G21410	643	AT4G30710.1, AT4G30740.1	AT4G30710.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0005515;GO:0051225;GO:0005880;GO:0008017;GO:0005737;GO:0005886;GO:0005874;GO:0051301	AUGMIN subunit 8 (QWRF motif-containing protein 8) (ROP1 enhancer 2);QWRF motif protein;QWRF motif protein (DUF566)
AL7G21420	792	AT4G30700.1	AT4G30700.1	orthologue	GO:0000963;GO:0080156;GO:0009451;GO:0005739;GO:0043231;GO:0009507;GO:0016554;GO:0008270;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At4g30700 (Protein DYW9)
AL7G21430	288	AT4G30690.1	AT4G30690.1	orthologue	GO:0003729;GO:0005737;GO:0009505;GO:0032790;GO:0005886;GO:0009507;GO:0003743;GO:0043022;GO:0006413	Translation initiation factor 3 protein;Translation initiation factor IF3-4, chloroplastic (AtIF3-4) (AtINFC-4) (Protein SVR9-LIKE 1)
AL7G21440	745	AT2G24050.1	AT2G24050.1	other	GO:0005737;GO:0006413;GO:0003729;GO:0010494;GO:0003743;GO:0003723;GO:0016281;GO:0006417;GO:0005515	Eukaryotic translation initiation factor isoform 4G-2 (eIF(iso)4G-2)
AL7G21450	103	AT4G30670.1	AT4G30670.1	orthologue	GO:0005739;GO:0003674	At4g30670 (Membrane lipoprotein)
AL7G21460	112	AT4G30662.1	AT4G30662.1	orthologue	GO:0008150;GO:0005575;GO:0003674	Transmembrane protein
AL7G21470	102					
AL7G21480	74	AT4G30660.1	AT4G30660.1	orthologue	GO:0003674;GO:0005575;GO:0016020	UPF0057 membrane protein At4g30660
AL7G21490	73	AT4G30650.1	AT4G30650.1	orthologue	GO:0050832;GO:0005575;GO:0003674;GO:0016020	UPF0057 membrane protein At4g30650
AL7G21500	301	AT4G30640.1	AT4G30640.1	orthologue	GO:0003674;GO:0006511;GO:0019005;GO:0005737;GO:0031146;;GO:0005515	Putative F-box/LRR-repeat protein 19
AL7G21510	237	AT4G30630.1	AT4G30630.1	orthologue	GO:0031011;GO:0003674;GO:0008150	At4g30630;Uncharacterized protein
AL7G21520	181	AT4G30620.1	AT4G30620.1	orthologue	GO:0009507;GO:0009941;GO:0009570;GO:0005886;GO:0005515;GO:0003677	Nucleoid-associated protein At4g30620, chloroplastic
AL7G21530	466	AT4G30610.1	AT4G30610.1	orthologue	GO:0009742;GO:0005615;GO:0004185;GO:0005576;GO:0006508	Serine carboxypeptidase 24 (EC 3.4.16.6) (Bri1 suppressor 1) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 24 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 24 chain B (Serine carboxypeptidase II chain B)]
AL7G21540	633	AT4G30600.1	AT4G30600.1	orthologue	GO:0006614;GO:0005789;GO:0006886;GO:0005783;GO:0045047;GO:0003924;GO:0005785;GO:0016887;GO:0005047;GO:0005525;GO:0006605;GO:0016020	AT4g30600/F17I23_60 (Signal recognition particle receptor alpha subunit family protein) (Signal recognition particle receptor-like protein)
AL7G21550	184	AT4G30590.1	AT4G30590.1	orthologue	GO:0016020;GO:0008150;GO:0005886;GO:0005576;GO:0009055;GO:0098552	Early nodulin-like protein 12 (AtENODL12) (Phytocyanin-like protein ENODL12)
AL7G21560	358	AT4G30580.1	AT4G30580.1	orthologue	GO:0009941;GO:0009793;GO:0006655;GO:0009507;GO:0016024;GO:0031969;GO:0006654;GO:0005886;GO:0009536;GO:0003841;GO:0016746;GO:0008654;GO:0016020	1-acyl-sn-glycerol-3-phosphate acyltransferase LPAT1, chloroplastic (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidyl acyltransferase 1) (Protein EMBRYO DEFECTIVE 1995)
AL7G21570	345	AT4G30570.1	AT4G30570.1	orthologue	GO:0009298;GO:0006486;GO:0005737;GO:0004475;GO:0005525;GO:0009058	Probable mannose-1-phosphate guanylyltransferase 3 (EC 2.7.7.13)
AL7G21580	733	AT4G30560.1	AT4G30560.1	orthologue	GO:0005634;GO:0005262;GO:0005249;GO:0005516;GO:0005886;GO:0030552;GO:0030553;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0055085	Cyclic nucleotide gated channel 9;Putative cyclic nucleotide-gated ion channel 9 (Cyclic nucleotide- and calmodulin-regulated ion channel 9)
AL7G21590	256	AT4G30550.1	AT4G30550.1	orthologue	GO:0005829;GO:0008233;GO:0005737;GO:0019760;GO:0006508	Gamma-glutamyl peptidase 3 (EC 3.4.19.16)
AL7G21600	250	AT4G30540.1	AT4G30540.1	orthologue	GO:0003674;GO:0005737;GO:0008150;GO:0005829;GO:0006508;GO:0008233	Gamma-glutamyl peptidase 2 (EC 3.4.19.16)
AL7G21610	250	AT4G30530.1	AT4G30530.1	orthologue	GO:0019760;GO:0034722;GO:0005886;GO:0010120;GO:0010494;GO:0099503;GO:0005829;GO:0008233;GO:0005737;GO:0006508	Gamma-glutamyl peptidase 1 (EC 3.4.19.16)
AL7G21620	648	AT4G30520.1	AT4G30520.1	orthologue	GO:0005515;GO:0004713;GO:0007639;GO:0048653;GO:0005576;GO:0042802;GO:0004674;GO:0015026;GO:0010150;GO:0005524;GO:0005886;GO:0106310;GO:0004672;GO:0006468	Probable LRR receptor-like serine/threonine-protein kinase At4g30520 (EC 2.7.11.1)
AL7G21630	312	AT4G30510.1	AT4G30510.1	orthologue	GO:0000422;GO:0080025;GO:0061739;GO:0034497;GO:0061723;GO:0044804;GO:0034045;GO:0032266;GO:0030242;GO:0005829;GO:0005774;GO:0006914;GO:0015031;GO:0005515	Autophagy 18 B-like protein;Autophagy-related protein 18b (AtATG18b)
AL7G21640	173	AT4G30500.1	AT4G30500.1	orthologue	GO:0006624;GO:0003674;GO:0043231;GO:0005575;GO:0005773;GO:0005789	At4g30500 (Transmembrane protein (DUF788))
AL7G21650	497	AT4G30490.1	AT4G30490.1	orthologue	GO:0005739;GO:0005737;GO:0009507;GO:0005515;GO:0005516;GO:0016887;GO:0005524	AFG1-like ATPase family protein
AL7G21660	277	AT4G30480.2	AT4G30480.2	orthologue	GO:0008150;GO:0005737;GO:0051879;GO:0005634;GO:0005515	AT4G30480 protein (Tetratricopeptide repeat (TPR)-like superfamily protein);At4g30480 (Tetratricopeptide repeat (TPR)-like superfamily protein);Tetratricopeptide repeat (TPR)-like superfamily protein
AL7G21670	303	AT4G30470.1	AT4G30470.1	orthologue	GO:0005634;GO:0016616	Cinnamoyl-CoA reductase-like protein (NAD(P)-binding Rossmann-fold superfamily protein)
AL7G21680	76					
AL7G21690	161	AT4G30460.1	AT4G30460.1	orthologue	GO:0005575;GO:0003674	Glycine-rich protein
AL7G21700	107	AT4G30450.1	AT4G30450.1	orthologue	GO:0005575;GO:0003674;GO:0008150	At4g30450 (Glycine-rich protein)
AL7G21710	429	AT4G30440.1	AT4G30440.1	orthologue	GO:0005802;GO:0050829;GO:0000138;GO:0033481;GO:0050378;GO:0071456;GO:0005794;GO:0005768;GO:0050832;GO:0032580	UDP-glucuronate 4-epimerase 1 (EC 5.1.3.6) (UDP-glucuronic acid epimerase 1) (AtUGlcAE3)
AL7G21720	272	AT4G30430.1	AT4G30430.1	orthologue	GO:0005886;GO:0009734;GO:0009506;GO:0003674;GO:0005576;GO:0016020	Tetraspanin-9
AL7G21730	381	AT4G30420.2	AT4G30420.2	orthologue	GO:0005739;GO:0022857;GO:0005886;GO:0009507;GO:0016020	WAT1-related protein;WAT1-related protein At4g30420
AL7G21740	180	AT4G30410.1	AT4G30410.1	orthologue	GO:0000976;GO:0046983;GO:0006355;GO:0005515;GO:0003700;GO:0009742;GO:0009507;GO:0040008;GO:0005634;GO:0009740	Transcription factor IBH1-like 1 (AtIBL1) (BHLH transcription factor eta) (bHLH eta) (Basic helix-loop-helix protein 159) (AtbHLH159) (bHLH 159) (bHLH transcription factor bHLH159)
AL7G21750	476	AT4G30400.1	AT4G30400.1	orthologue	GO:0005634;GO:0005886;GO:0016567;GO:0003674;GO:0008270;GO:0016740	RING-H2 finger protein ATL13 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL13)
AL7G21760	95	AT4G30390.1	AT4G30390.1	orthologue	GO:0003674;GO:0005739	At4g30390 (UDP-arabinopyranose mutase)
AL7G21780	169	AT4G30370.1	AT4G30370.1	orthologue	GO:0071456;GO:0003674;GO:0005575;GO:0016567;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL14 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL14)
AL7G21790	724	AT4G30360.1	AT4G30360.1	orthologue	GO:0005575;GO:0005249;GO:0005516;GO:0005886;GO:0030552;GO:0030553;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0055085	Cyclic nucleotide-gated ion channel 17 (Cyclic nucleotide- and calmodulin-regulated ion channel 17)
AL7G21800	926	AT4G30350.1	AT4G30350.1	orthologue	GO:0005737;GO:0005524;GO:0007623;GO:0016887;GO:1902347	Protein SMAX1-LIKE 2 (AtSMXL2)
AL7G21810	493	AT4G30340.1	AT4G30340.1	orthologue	GO:0046486;GO:0004143;GO:0048364;GO:0048366;GO:0035556;GO:0005634;GO:0007200;GO:0016020;GO:0005524;GO:0006952;GO:0016301;GO:0007165	Diacylglycerol kinase 7 (AtDGK7) (DAG kinase 7) (EC 2.7.1.107) (Diglyceride kinase 7) (DGK 7);diacylglycerol kinase (ATP) (EC 2.7.1.107)
AL7G21820	39				GO:0000398;GO:0005681	
AL7G21830	131	AT4G30320.1	AT4G30320.1	orthologue	GO:0005576;GO:0003674;GO:0005615;GO:0098542	Pathogenesis-related protein 1
AL7G21840	579	AT4G30310.2	AT4G30310.2	orthologue	GO:0019321;GO:0005975;GO:0005737;GO:0009507;GO:0005886;GO:0019150;GO:0005739;GO:0005829;GO:0016773;GO:0016301;GO:0046835	FGGY carbohydrate kinase domain-containing protein;FGGY family of carbohydrate kinase
AL7G21850	277	AT4G30290.1	AT4G30290.1	orthologue	GO:0005576;GO:0042546;GO:0051301;GO:0071365;GO:0010411;GO:0016762;GO:0030247;GO:0004553;GO:0048046;GO:0071555;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 19 (At-XTH19) (XTH-19) (EC 2.4.1.207)
AL7G21870	282	AT4G30280.1	AT4G30280.1	orthologue	GO:0071456;GO:0016762;GO:0030247;GO:0005576;GO:0010411;GO:0005794;GO:0042546;GO:0004553;GO:0048046;GO:0071555;GO:0005975;GO:0005618;GO:0044042	Probable xyloglucan endotransglucosylase/hydrolase protein 18 (At-XTH18) (XTH-18) (EC 2.4.1.207)
AL7G21880	269	AT4G30270.1	AT4G30270.1	orthologue	GO:0004553;GO:0005886;GO:0009741;GO:0005576;GO:0009740;GO:0009739;GO:0005737;GO:0099503;GO:0071669;GO:0010411;GO:0030247;GO:0009828;GO:0016762;GO:0009505;GO:0005794;GO:0042546;GO:0048046;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 24 (At-XTH24) (XTH-24) (EC 2.4.1.207) (Endo-xyloglucan transferase) (Meristem protein 5) (MERI-5 protein) (MERI5 protein) (Xyloglucan endo-1,4-beta-D-glucanase)
AL7G21890	283	AT4G30260.2	AT4G30260.2	orthologue	GO:0005886;GO:0051223;GO:0052324;GO:0032588;GO:0005802;GO:0045489;GO:0048766;GO:0005515;GO:0048364;GO:0009826;GO:0005794;GO:0099402;GO:0005768;GO:0042803;GO:0005634;GO:0006888;GO:0015774;GO:0000139;GO:0015031;GO:0016020	Protein YIP;Protein YIP4b (YPT/RAB GTPase-interacting protein 4b) (YIP4b)
AL7G21900	521	AT4G30250.2	AT4G30250.2	orthologue	GO:0005886;GO:0016887;GO:0005524;GO:0006950	AAA-ATPase At4g30250 (EC 3.6.1.-);P-loop containing nucleoside triphosphate hydrolases superfamily protein
AL7G21910	308	AT4G30240.1	AT4G30240.1	orthologue	GO:0031901;GO:0048193;GO:0019060;GO:0003674;GO:0005794;GO:0015031;GO:0016020;GO:0016192	AT4g30240/F9N11_90 (Syntaxin/t-SNARE family protein)
AL7G21920	267	AT4G30230.1	AT4G30230.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein AT4g30230 (Uncharacterized protein F9N11.80)
AL7G21930	88	AT4G30220.2	AT4G30220.2	orthologue	GO:0000387;GO:0005685;GO:0003723;GO:0005634;GO:0034715;GO:0000398;GO:0005730;GO:0005886;GO:0071013;GO:0005681;GO:0120114	Probable small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF);Sm protein F
AL7G21940	711	AT4G30210.3	AT4G30210.3	orthologue	GO:0009698;GO:0010181;GO:0005783;GO:0003958;GO:0009507;GO:0005886;GO:0005829;GO:0050660;GO:0005789;GO:0050661;GO:0016491	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4);NADPH--cytochrome P450 reductase 2 (CPR 2) (P450R 2) (EC 1.6.2.4)
AL7G21950	718	AT4G30200.2	AT4G30200.2	orthologue	GO:0005634;GO:0010048;GO:0031519;GO:0009506;GO:0032922;GO:0048587;GO:0010228;GO:0045814;GO:0009409;GO:0005515;GO:0005677;GO:0042802;GO:0035064;GO:0003677;GO:0008270;GO:0009908;GO:0062072;GO:0140719;GO:0040029	VIN3-like protein 2 (Vernalization5/VIN3-like protein 1)
AL7G21960	183	AT5G35695.1	AT5G35695.1	other	GO:0008150;GO:0003674;GO:0016020;GO:0005634;GO:0004518;GO:0016787;GO:0046872	Nuclease HARBI1-like protein
AL7G21970	181					
AL7G21990	149				GO:0005515	
AL7G22000	948	AT4G30190.2	AT4G30190.2	orthologue	GO:0005886;GO:0120029;GO:1902600;GO:0008553;GO:0016020;GO:0000325;GO:0051453;GO:0005515;GO:0016887;GO:0000287;GO:0009506;GO:0005794;GO:0005524;GO:0046872;GO:0000166;GO:0005215	ATPase 2, plasma membrane-type (PM H(+)-ATPase 2) (Plasma membrane-type ATPase 2) (EC 7.1.2.1) (Proton pump 2);Plasma membrane ATPase (EC 7.1.2.1)
AL7G22010	156	AT4G30180.1	AT4G30180.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0005515;GO:0003677	Transcription factor bHLH146 (Basic helix-loop-helix protein 146) (AtbHLH146) (bHLH 146) (Transcription factor EN 141) (bHLH transcription factor bHLH146)
AL7G22020	325	AT4G30170.1	AT4G30170.1	orthologue	GO:0140825;GO:0006979;GO:0020037;GO:0005576;GO:0042744;GO:0046872;GO:0004601	Peroxidase 45 (Atperox P45) (EC 1.11.1.7) (ATP8a)
AL7G22030	975	AT4G30160.2	AT4G30160.2	orthologue	GO:0005634;GO:0007015;GO:0003729;GO:0030042;GO:0048767;GO:0051014;GO:0099636;GO:0005622;GO:0051015;GO:0005829;GO:0005884;GO:0005886;GO:0051764;GO:0005737;GO:0005856;GO:0051693;GO:0003779;GO:0007010	Villin-4
AL7G22040	1967	AT4G30150.1	AT4G30150.1	orthologue	GO:0005730;GO:0042254;GO:0003674	Urb2/Npa2 family protein
AL7G22050	348	AT4G30140.1	AT4G30140.1	orthologue	GO:0005615;GO:0050525;GO:0090406;GO:0005886;GO:0005576;GO:0016042;GO:0016788	GDSL esterase/lipase At4g30140 (EC 3.1.1.-) (Extracellular lipase At4g30140)
AL7G22060	38	AT1G74990.1	AT1G74990.1	other	GO:0005634;GO:0006511;GO:0036503;GO:0061630;GO:0016567;GO:0044390;GO:0005789;GO:0008270	E3 ubiquitin-protein ligase RMA (EC 2.3.2.27) (Protein RING membrane-anchor) (RING-type E3 ubiquitin transferase RMA)
AL7G22070	730	AT4G30130.1	AT4G30130.1	orthologue	GO:0005634;GO:0003674	DUF630 family protein (DUF630 and DUF632)
AL7G22080	757	AT4G30120.1	AT4G30120.1	orthologue	GO:0005524;GO:0015662;GO:0016887;GO:0005886;GO:0005774;GO:0071585;GO:0055085;GO:0016020;GO:0019829;GO:0046872;GO:0022857;GO:0006812;GO:0005215;GO:0000166	Heavy metal atpase 3;Putative inactive cadmium/zinc-transporting ATPase HMA3 (Putative inactive cadmium/zinc-transporting ATPase 4) (Putative inactive protein HEAVY METAL ATPASE 3)
AL7G22090	944	AT4G30110.1	AT4G30110.1	orthologue	GO:0022857;GO:0016463;GO:0005886;GO:0006882;GO:0016020;GO:0008551;GO:0016887;GO:0055085;GO:0015434;GO:0005524;GO:0046872;GO:0005215;GO:0000166;GO:0006812;GO:0019829	Cadmium/zinc-transporting ATPase HMA2 (EC 7.2.2.12) (EC 7.2.2.21) (Cadmium/zinc-transporting ATPase 3) (Protein HEAVY METAL ATPASE 2)
AL7G22100	1331	AT4G30100.1	AT4G30100.1	orthologue	GO:0004386;GO:0003723;GO:0005634;GO:0008150;GO:0009506;GO:0005524;GO:0005694;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AL7G22110	388	AT4G30090.1	AT4G30090.1	orthologue	GO:0009793;GO:0003674;GO:0005783;GO:0016020	Golgin family A protein
AL7G22120	670	AT4G30080.1	AT4G30080.1	orthologue	GO:0006355;GO:0005515;GO:0048829;GO:0009733;GO:0005634;GO:0003700;GO:0035198;GO:0051301;GO:0007389;GO:0003677;GO:0009734;GO:0009725	Auxin response factor 16
AL7G22170	80					
AL7G22180	400	AT4G30060.1	AT4G30060.1	orthologue	GO:0016757;GO:0005739;GO:0016020	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)
AL7G22190	1361				GO:0003676;GO:0015074	
AL7G22200	438	AT4G30040.1	AT4G30040.1	orthologue	GO:0004190;GO:0005576;GO:0008150;GO:0006508	Aspartyl protease family protein
AL7G22210	434	AT4G30030.1	AT4G30030.1	orthologue	GO:0005576;GO:0004190;GO:0008150;GO:0006508	Aspartyl protease family protein
AL7G22220	816	AT4G30020.1	AT4G30020.1	orthologue	GO:0016020;GO:0004252;GO:0005576;GO:0006508;GO:0008236;GO:0005618	Subtilisin-like protease SBT2.6 (EC 3.4.21.-) (Subtilase subfamily 2 member 6) (AtSBT2.6)
AL7G22230	90	AT4G30010.1	AT4G30010.1	orthologue	GO:0005739;GO:0005886;GO:0003674;GO:0045259;GO:0004386	AT4g30010/F6G3_40 (ATP-dependent RNA helicase)
AL7G22240	546	AT4G30000.2	AT4G30000.2	orthologue	GO:0046654;GO:0005886;GO:0042803;GO:0005739;GO:0003848;GO:0004156;GO:0005524;GO:0016301;GO:0046656;GO:0046872;GO:0009396;GO:0042558	Folate synthesis bifunctional protein, mitochondrial [Includes: 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase); Dihydropteroate synthase (DHPS) (EC 2.5.1.15)]
AL7G22250	104	AT4G29990.1	AT4G29990.1	other	GO:0008150;GO:0003674;GO:0005575;GO:0004674;GO:0005524;GO:0016020;GO:0004672;GO:0006468	Leucine-rich repeat transmembrane protein kinase protein;Leucine-rich repeat transmembrane protein kinase protein (Serine/threonine-specific receptor protein kinase LRRPK)
AL7G22260	170	AT4G29980.1	AT4G29980.1	orthologue	GO:0005576;GO:0003674;GO:0008150	At4g29980 (Fasciclin-like arabinogalactan protein)
AL7G22270	186	AT2G13630.1, AT3G04660.1, AT3G10790.1, AT4G29970.1	AT4G29970.1	other	GO:0005634;GO:0003674;GO:0009507;GO:0008150;GO:0005737;GO:0016567;GO:0005575	F-box associated ubiquitination effector family protein;F-box/kelch-repeat protein At3g04660;Putative F-box protein At3g10790;Putative F-box protein At4g29970
AL7G22280	283	AT4G29960.1	AT4G29960.1	orthologue	GO:0036503;GO:0005515;GO:0005783;GO:0005634;GO:0016020	Transmembrane protein
AL7G22290	828	AT4G29950.1	AT4G29950.1	orthologue	GO:0005794;GO:0042147;GO:0005737;GO:0010008;GO:0005096;GO:0030904;GO:0005829;GO:0090630	Ypt/Rab-GAP domain of gyp1p superfamily protein
AL7G22300	781	AT4G29940.1	AT4G29940.1	orthologue	GO:0045814;GO:0003700;GO:0003677;GO:0009733;GO:0005634;GO:0045893;GO:0043565;GO:0003682;GO:0005515;GO:0006952;GO:0008270	Pathogenesis related homeodomain protein A;Pathogenesis-related homeodomain protein (PRHA)
AL7G22320	1027	AT4G29920.2	AT4G29920.2	orthologue	GO:0009651;GO:0005634;GO:0042631;GO:0005737;GO:0033500;GO:0003674;GO:0010233;GO:0016787	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein;Protein SMAX1-LIKE 4 (AtSMXL4) (Protein HEAT SHOCK PROTEIN-RELATED) (AtHSPR) (EC 3.6.3.-)
AL7G22330	535	AT4G29910.2	AT4G29910.2	orthologue	GO:0005515;GO:0005634;GO:0005664;GO:0006270;GO:0003688;GO:0000808;GO:0006260;GO:0005524;GO:0009744	Origin of replication complex subunit 5 (AtORC5);Origin recognition complex protein 5
AL7G22340	67	AT4G29905.1	AT4G29905.1	orthologue	GO:0005575;GO:0003674	Methionyl-tRNA synthetase
AL7G22350	1069	AT4G29900.1	AT4G29900.1	orthologue	GO:0005886;GO:0048281;GO:0005388;GO:0016887;GO:0005634;GO:0070588;GO:0048367;GO:0051480;GO:0043231;GO:0009506;GO:0005516;GO:0005524;GO:0046872;GO:0005215;GO:0016020;GO:0000166;GO:0019829	Calcium-transporting ATPase 10, plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 10)
AL7G22360	422	AT4G29890.1	AT4G29890.1	orthologue	GO:0019285;GO:0009507;GO:0005506;GO:0019133;GO:0009570;GO:0051537	Choline monooxygenase, chloroplastic (EC 1.14.15.7)
AL7G22370	369	AT4G29880.1	AT4G29880.1	orthologue	GO:0035556;GO:0003674;GO:0005739;;GO:0005515	Plant intracellular Ras-group-related LRR protein 7
AL7G22380	173	AT4G29870.1	AT4G29870.1	orthologue	GO:0006486;GO:0008250;GO:0003674;GO:0009101	At4g29870 (Oligosaccharyltransferase complex/magnesium transporter family protein)
AL7G22390	386	AT4G29860.1	AT4G29860.1	orthologue	GO:0003674;GO:0072718;GO:0005634;GO:0006282;GO:0009793;GO:0006974;GO:0005737;GO:0051726;GO:0048481;GO:0031570;GO:0048700;GO:0010497;GO:0009555;GO:2000280;GO:0009663;GO:0010044;GO:0080008;GO:0005515	Protein DECREASED SIZE EXCLUSION LIMIT 1 (AtDSE1) (Protein ALUMINUM TOLERANT 2) (Protein EMBRYO DEFECTIVE 2757) (Protein TANMEI)
AL7G22400	103	AT4G29850.1	AT4G29850.1	orthologue	GO:0012505;GO:0008150;GO:0003674;GO:0005769;GO:0005770;GO:0005776;GO:0005794;GO:0016020;GO:0055037	Transmembrane protein 230
AL7G22410	526	AT4G29840.1	AT4G29840.1	orthologue	GO:0009570;GO:0009507;GO:0009088;GO:0030170;GO:0005737;GO:0019344;GO:0010073;GO:0004795;GO:0005886;GO:0006520	Threonine synthase 1, chloroplastic (EC 4.2.3.1) (Protein METHIONINE OVER-ACCUMULATOR 2)
AL7G22420	321	AT4G29830.1	AT4G29830.1	orthologue	GO:0016593;GO:0009910;GO:1904278;GO:0005515;GO:0005634;GO:0080008;GO:0016441;GO:0005886;GO:0005829;GO:0005737;GO:0009908	WD repeat-containing protein VIP3 (Protein BOUQUET-1) (boq-1) (Protein SKI8 homolog) (Protein VERNALIZATION INDEPENDENCE 3) (Protein ZWERGERL) (zwg)
AL7G22430	223	AT4G29820.1	AT4G29820.1	orthologue	GO:0005634;GO:0006397;GO:0005515;GO:0031124;GO:0035925;GO:0005849;GO:0003729;GO:0046872	Pre-mRNA cleavage factor Im 25 kDa subunit 1 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (AtCFI-25) (CFIm-25) (CPSF 25 kDa subunit) (Cleavage and polyadenylation specificity factor subunit 25)
AL7G22440	363	AT4G29810.2	AT4G29810.2	orthologue	GO:0009409;GO:0005515;GO:0006468;GO:0004708;GO:0004674;GO:0000165;GO:0009651;GO:0009612;GO:0005737;GO:0002229;GO:0098542;GO:0009631;GO:0005886;GO:0009875;GO:0060918;GO:0010051;GO:0004713;GO:0005524;GO:0045087;GO:0106310;GO:0051707;GO:0004672	Mitogen-activated protein kinase kinase 2 (AtMAP2Kbeta) (AtMKK2) (MAP kinase kinase 2) (EC 2.7.12.2);mitogen-activated protein kinase kinase (EC 2.7.12.2)
AL7G22450	526	AT4G29800.2	AT4G29800.2	orthologue	GO:0005515;GO:0005575;GO:0006952;GO:0016042;GO:0016787;GO:0006629	Patatin-like protein 8 (AtPLP8) (EC 3.1.1.-) (Patatin-related phospholipase A IIIgamma) (pPLAIIIg) (Phospholipase A IVD) (AtPLAIVD)
AL7G22460	1210	AT4G29790.1	AT4G29790.1	orthologue	GO:0008150;GO:0005634;GO:0003674;GO:0070461	AT4g29790/F27B13_30 (Serine/arginine repetitive matrix protein)
AL7G22470	538	AT4G29780.1	AT4G29780.1	orthologue	GO:0071456;GO:0003674;GO:0005575;GO:0004518;GO:0005634;GO:0016787;GO:0046872	Nuclease
AL7G22480	277	AT4G29770.2	AT4G29770.2	orthologue	GO:0010286;GO:0005634;GO:0009408;GO:0005515;GO:0005737	Protein HEAT-INDUCED TAS1 TARGET 1
AL7G22490	267	AT4G29760.1	AT4G29760.1	orthologue	GO:0009409;GO:0003674;GO:0010286;GO:0005737;GO:0009408;GO:0005634	Protein HEAT-INDUCED TAS1 TARGET 4
