Noccaea_praecox	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Np005G301010	231	AT3G17100.1	AT3G17100.1	other	GO:0046983;GO:0000976;GO:0003700;GO:0006355;GO:0005634	Transcription factor bHLH147 (ATBS1 interacting factor 3) (Basic helix-loop-helix protein 147) (AtbHLH147) (bHLH 147) (Transcription factor EN 142) (bHLH transcription factor bHLH147)
Np005G301030	72					
Np005G301040	231	AT3G17100.1	AT3G17100.1	other	GO:0046983;GO:0000976;GO:0003700;GO:0006355;GO:0005634	Transcription factor bHLH147 (ATBS1 interacting factor 3) (Basic helix-loop-helix protein 147) (AtbHLH147) (bHLH 147) (Transcription factor EN 142) (bHLH transcription factor bHLH147)
Np005G301050	180	AT4G16160.2	AT4G16160.2	orthologue	GO:0009707;GO:0008150;GO:0009527;GO:0015171;GO:0042803;GO:0006811;GO:0015288;GO:0046930;GO:0022857	Outer envelope pore protein 16-2, chloroplastic (Chloroplastic outer envelope pore protein of 16 kDa 2) (AtOEP16-2) (OEP16-2) (Outer plastid envelope protein 16-S) (AtOEP16-S) (Seeds outer plastid envelope protein 16)
Np005G301060	573	AT4G16155.1	AT4G16155.1	orthologue	GO:0009941;GO:0004148;GO:0006103;GO:0009570;GO:0050660;GO:0005739;GO:0005829;GO:0046685;GO:0009507;GO:0006090;GO:0045252;GO:0016491;GO:0016668	Dihydrolipoyl dehydrogenase 2, chloroplastic (ptLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Protein LIPOAMIDE DEHYDROGENASE 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2)
Np005G301070	923	AT4G16150.1	AT4G16150.1	orthologue	GO:0003712;GO:0005634;GO:0006357;GO:0003700;GO:0070417;GO:0009409;GO:0043565;GO:0006355;GO:0003690;GO:0005516;GO:0003677;GO:0005515	Calmodulin-binding transcription activator 5 (AtCAMTA5) (Ethylene-induced calmodulin-binding protein f) (EICBP.f) (Signal-responsive protein 6) (AtSR6)
Np005G301100	197	AT5G61170.1	AT5G61170.1	other	GO:0022627;GO:0006412;GO:0022626;GO:0042742;GO:0000028;GO:0009536;GO:0000325;GO:0003723;GO:0003735;GO:0005634;GO:0003729;GO:0005840	Small ribosomal subunit protein eS19x (40S ribosomal protein S19-3)
Np005G301180	104	AT4G16146.1	AT4G16146.1	orthologue	GO:0005634;GO:0003674	cAMP-regulated phosphoprotein 19-related protein
Np005G301190	15					
Np005G301210	504	AT4G16144.1	AT4G16144.1	orthologue	GO:0071108;GO:0005770;GO:0032511;GO:0061578;GO:0070536;GO:0101005;GO:0140492;GO:0046907;GO:0006897;GO:0044090;GO:0005515;GO:0090316;GO:0005737;GO:0005634;GO:0016020;GO:0005768;GO:0007033;GO:0005774;GO:0006508;GO:0015031;GO:0046872;GO:0008237;GO:0008233;GO:0016579	AMSH-like ubiquitin thioesterase 3 (EC 3.4.19.-) (Deubiquitinating enzyme AMSH3);Associated molecule with the SH3 domain of STAM 3
Np005G301220	534	AT4G16143.1	AT4G16143.1	orthologue	GO:0005737;GO:0005515;GO:0009506;GO:0008139;GO:0061608;GO:0006606;GO:0006607;GO:0005829;GO:0005634;GO:0005730;GO:0005635;GO:0009651;GO:0071555;GO:2000280	Importin subunit alpha-2 (IMPa-2)
Np005G301230	178	AT4G16141.1	AT4G16141.1	orthologue	GO:0006355;GO:0008270;GO:0043565;GO:0005634;GO:0000976	GATA type zinc finger transcription factor family protein
Np005G301240	168	AT4G16140.2	AT4G16140.2	orthologue	GO:0016020;GO:0005634;GO:0003674	At4g16140 (Extensin like protein) (Proline-rich family protein);Proline-rich family protein
Np005G301250	989	AT4G16130.1	AT4G16130.1	orthologue	GO:0006012;GO:0004335;GO:0009702;GO:0019566;GO:0005829;GO:0005737;GO:0009506;GO:0005524;GO:0016020	L-arabinokinase (AtISA1) (EC 2.7.1.46)
Np005G301260	662	AT4G16120.1	AT4G16120.1	orthologue	GO:0005802;GO:0052324;GO:0005794;GO:0009506;GO:0005886;GO:0005768;GO:0016020;GO:0048768;GO:0010215;GO:0003674;GO:0009504;GO:0098552	COBRA-like protein 7
Np005G301270	605	AT4G16110.1	AT4G16110.1	orthologue	GO:0010150;GO:0080113;GO:0009873;GO:0048364;GO:0005515;GO:0009736;GO:0010082;GO:0009735;GO:0005634;GO:0005829;GO:0003700;GO:0071368;GO:0010119;GO:0009723;GO:0000156;GO:0003677;GO:0000160	Two-component response regulator ARR2 (Receiver-like protein 5)
Np005G301300	394	AT4G16100.1	AT4G16100.1	orthologue	GO:0003674;GO:0005634	At4g16100 (Heat shock protein, putative (DUF789))
Np005G301310	1132	AT3G16830.1	AT3G16830.1	other	GO:0005515;GO:0010072;GO:0006355;GO:0005737;GO:0005634	Topless-related protein 2
Np005G301370	654	AT4G16070.3	AT4G16070.3	orthologue	GO:0003674;GO:0016042;GO:0005886;GO:0006629	Lipase class 3 family protein
Np005G301390	301	AT4G16060.1	AT4G16060.1	orthologue	GO:0009507;GO:0009570;GO:0003674	Uncharacterized protein
Np005G301410	138	AT4G15990.1, AT4G16000.1, AT4G16024.1	AT4G15990.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634	Uncharacterized protein;Uncharacterized protein AT4g15990 (Uncharacterized protein dl4035c);Uncharacterized protein At4g16000
Np005G301450	93	AT4G16008.1	AT4G16008.1	orthologue	GO:0003674;GO:0005739;GO:0008150	Uncharacterized protein
Np005G301460	137	AT4G16000.1, AT4G16024.1, AT4G15990.1	AT4G15990.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634	Uncharacterized protein;Uncharacterized protein AT4g15990 (Uncharacterized protein dl4035c);Uncharacterized protein At4g16000
Np005G301480	136	AT4G16000.1, AT4G16024.1, AT4G15990.1	AT4G15990.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634	Uncharacterized protein;Uncharacterized protein AT4g15990 (Uncharacterized protein dl4035c);Uncharacterized protein At4g16000
Np005G301490	701	AT4G15980.2	AT4G15980.2	orthologue	GO:0042545;GO:0045490;GO:0030599;GO:0046910;GO:0048046;GO:0004857;GO:0005576	Pectinesterase (EC 3.1.1.11);Putative pectinesterase/pectinesterase inhibitor 43 [Includes: Pectinesterase inhibitor 43 (Pectin methylesterase inhibitor 43); Pectinesterase 43 (PE 43) (EC 3.1.1.11) (Pectin methylesterase 43) (AtPME43)]
Np005G301500	91	AT4G17220.1	AT4G17220.1	other	GO:0005874;GO:0008017;GO:0007010;GO:0005737;GO:0010051;GO:0009832;GO:0071555	Microtubule-associated protein 70-5 (AtMAP70-5) (70 kDa microtubule-associated protein 5)
Np005G301510	43	AT4G17220.1	AT4G17220.1	other	GO:0005874;GO:0008017;GO:0007010;GO:0005737;GO:0010051;GO:0009832;GO:0071555	Microtubule-associated protein 70-5 (AtMAP70-5) (70 kDa microtubule-associated protein 5)
Np005G301520	295	AT4G15975.1	AT4G15975.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0006952;GO:0008270;GO:0016020;GO:0016567;GO:0016740	RING-H2 finger protein ATL17 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL17)
Np005G301540	361	AT4G15960.1	AT4G15960.1	orthologue	GO:0016787;GO:0005739;GO:0005829;GO:0003824	Alpha/beta-Hydrolases superfamily protein (At4g15960) (Putative epoxide hydrolase);soluble epoxide hydrolase (EC 3.3.2.10)
Np005G301560	1220	AT1G62020.1	AT1G62020.1	orthologue	GO:0006886;GO:0006890;GO:0005886;GO:0006891;GO:0006888;GO:0030126;GO:0005634;GO:0080008;GO:0005198;GO:0000139;GO:0005515;GO:0016192;GO:0030117	Coatomer subunit alpha-1 (Alpha-coat protein 1) (Alpha-COP 1)
Np005G301570	285	AT4G12720.4	AT4G12720.4	orthologue	GO:0071456;GO:0000210;GO:0047631;GO:0051287;GO:0035529;GO:0005515;GO:0080041;GO:0010581;GO:0006979;GO:0042742;GO:0005737;GO:0005634;GO:0010193;GO:0009626;GO:0002758;GO:0009651;GO:0070212;GO:0017110;GO:0005829;GO:0080042;GO:0005886;GO:0046872;GO:0016787	Nudix hydrolase (AtNUDT) (EC 3.6.1.13) (EC 3.6.1.22) (ADP-ribose pyrophosphatase) (NADH pyrophosphatase);Nudix hydrolase 7 (AtNUDT7) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (NADH pyrophosphatase) (EC 3.6.1.22) (Protein GROWTH FACTOR GENE 1)
Np005G301580	329	AT4G15955.3	AT4G15955.3	orthologue	GO:0005576;GO:0005634;GO:0016787;GO:0005829;GO:0003824	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At4g15960) (Putative epoxide hydrolase)
Np005G301610	223	AT4G15940.1, AT3G16700.1	AT4G15940.1	orthologue	GO:0005737;GO:0005507;GO:0005829;GO:0005739;GO:0018773;GO:0047621;GO:0006107;GO:0050163;GO:0016787;GO:0046872;GO:0003824	Fumarylacetoacetate (FAA) hydrolase family;Fumarylacetoacetate (FAA) hydrolase family (Putative decarboxilase);Oxaloacetate tautomerase FAHD1, mitochondrial (EC 5.3.2.2) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1);Oxaloacetate tautomerase FAHD2, mitochondrial (EC 5.3.2.2) (Fumarylacetoacetate hydrolase domain-containing protein 2) (FAH domain-containing protein 2)
Np005G301630	116					
Np005G301640	123	AT4G15930.1	AT4G15930.1	orthologue	GO:0005829;GO:0007017;GO:0045505;GO:0005737;GO:0005868;GO:0005634;GO:0005874;GO:0015031;GO:0030286;GO:0051028;GO:0005875	Dynein light chain
Np005G301650	135	AT1G59850.1	AT1G59850.1	orthologue	GO:0008017;GO:0005874;GO:0008150;GO:0005634	TORTIFOLIA1-like protein 5
Np005G301660	169	AT5G62830.1, AT3G17560.1	AT3G17560.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0005634	F-box associated ubiquitination effector family protein;Putative F-box protein At3g17560
Np005G301670	240	AT4G15920.1	AT4G15920.1	orthologue	GO:0033231;GO:0015284;GO:0009705;GO:1902334;GO:0009507;GO:0005353;GO:0006995;GO:0007623;GO:0008643;GO:0009646;GO:0009750;GO:0015755;GO:0016020;GO:0051119;GO:0051260;GO:0070417	Bidirectional sugar transporter SWEET17 (AtSWEET17) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 17)
Np005G301690	107	AT4G15910.1	AT4G15910.1	orthologue	GO:0006950;GO:0009507;GO:0005739;GO:0009414;GO:0009409;GO:0009631;GO:0009737;GO:0003674	Late embryogenis abundant protein 41 (Protein DROUGHT-INDUCED 21) (AtDI21)
Np005G301700	480	AT4G15900.1	AT4G15900.1	orthologue	GO:0050832;GO:0000398;GO:0045892;GO:0009755;GO:0005634;GO:0010215;GO:0048364;GO:0042742;GO:0048825;GO:0005515;GO:0080008;GO:0006396;GO:0016567;GO:0010182;GO:0000974;GO:0010154;GO:0048366;GO:0005829;GO:0009749;GO:0071013;GO:0016607;GO:0006508;GO:0045087;GO:0071011	Protein pleiotropic regulatory locus 1 (Protein PRL1) (MOS4-associated complex protein 2) (MAC protein 2)
Np005G301710	1321	AT4G15890.1	AT4G15890.1	orthologue	GO:0007076;GO:0005654;GO:0010032;GO:0005634;GO:0009556;GO:0000278;GO:0042393;GO:0000779;GO:0000791;GO:0006325;GO:0007062;GO:0030261;GO:0000796;GO:0098653;GO:0051301	Condensin-2 complex subunit;Condensin-2 complex subunit CAP-D3 (Protein CHROMOSOME-ASSOCIATED POLYPEPTIDE D-3) (AtCap-D3)
Np005G301720	824	AT3G16630.1	AT3G16630.1	other	GO:0005515;GO:0005795;GO:0007019;GO:0010090;GO:0005874;GO:1903338;GO:0005634;GO:0090058;GO:0003777;GO:0008017;GO:0007018;GO:0009834;GO:0009531;GO:0005524	Kinesin-like protein KIN-13A (AtKINESIN-13A) (AtKIN13A)
Np005G301730	506	AT4G15880.1	AT4G15880.1	orthologue	GO:0070139;GO:0009911;GO:0005634;GO:0016926;GO:0006508;GO:0009909;GO:0019900;GO:0016929;GO:0031965;GO:0008234	Cysteine proteinases superfamily protein;Ubiquitin-like-specific protease ESD4 (EC 3.4.22.68) (Protein EARLY IN SHORT DAYS 4) (AtESD4)
Np005G301740	531	AT1G52950.1	AT1G52950.1	orthologue	GO:0051321;GO:0007004;GO:0009506;GO:0006281;GO:0000724;GO:0005634;GO:0043047;GO:0003684;GO:0006310;GO:0005662;GO:0006289;GO:0006260;GO:0008270	Nucleic acid-binding, OB-fold-like protein (Putative replication protein; 94555-97079)
Np005G301810	384					
Np005G301830	147	AT1G63220.1	AT1G63220.1	orthologue	GO:0003674;GO:0005737;GO:0003723;GO:0006952;GO:0046872	16 kDa phloem protein 2 (AtPP16-2) (Phloem protein 16-2);Calcium-dependent lipid-binding (CaLB domain) family protein
Np005G301850	309	AT3G47360.1, AT3G47350.2	AT3G47360.1	other	GO:0009507;GO:0008150;GO:0016491;GO:0005829;GO:0006694;GO:0016020	11-beta-hydroxysteroid dehydrogenase-like 2 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 2) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 2) (AtHSD2);11-beta-hydroxysteroid dehydrogenase-like 3 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 3) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 3) (AtHSD3);Hydroxysteroid dehydrogenase 2
Np005G301860	75					
Np005G301870	369	AT1G30350.1	AT1G30350.1	orthologue	GO:0045490;GO:0030570;GO:0005576;GO:0016829;GO:0046872	Probable pectate lyase 4 (EC 4.2.2.2)
Np005G301890	525	AT4G15850.1	AT4G15850.1	orthologue	GO:0003724;GO:0005634;GO:0017151;GO:0003723;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 1 (EC 3.6.4.13)
Np005G301900	836	AT4G15840.1	AT4G15840.1	orthologue	GO:0005575;GO:0016567;GO:0003674;GO:0000151;GO:0005515	BTB/POZ domain-containing protein
Np005G301910	297	AT4G15830.1	AT4G15830.1	orthologue	GO:0008017;GO:0000226;GO:0005881	ARM repeat superfamily protein
Np005G301930	106					
Np005G301990	124					
Np005G302000	500	AT4G15820.1	AT4G15820.1	orthologue	GO:0003674;GO:0005634;GO:0016020	ABC subfamily C protein
Np005G302010	1129	AT4G15810.1	AT4G15810.1	orthologue	GO:0009707;GO:0005525;GO:0045036;GO:0003924;GO:0045037	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Np005G302020	86	AT4G15802.1	AT4G15802.1	orthologue	GO:0048316;GO:0070370;GO:0005515;GO:0009408;GO:0010520;GO:0005829;GO:0005794;GO:0005634;GO:0140297;GO:0003714;GO:0031072	Heat shock factor-binding protein (AtHSBP)
Np005G302040	133	AT4G15800.1	AT4G15800.1	orthologue	GO:0019722;GO:0005179;GO:0009505;GO:0005576;GO:0007267;GO:0009506;GO:0048046;GO:0040008	Protein RALF-like 33
Np005G302050	151	AT4G15790.2	AT4G15790.2	orthologue	GO:0005829;GO:0008150;GO:0005634;GO:0003674	Uveal autoantigen with coiled-coil/ankyrin
Np005G302060	924	AT5G20660.1	AT5G20660.1	orthologue	GO:0005783;GO:0008235;GO:0009507;GO:0006508;GO:0005774;GO:0005789;GO:0046872;GO:0016020	Vacuolar membrane protease (FXNA-related family protease 1);Zn-dependent exopeptidases superfamily protein
Np005G302070	408	AT4G22840.1	AT4G22840.1	orthologue	GO:0043879;GO:0009941;GO:0097339;GO:0009507;GO:0009853;GO:0016020	Probable sodium/metabolite cotransporter BASS6, chloroplastic (Bile acid transporter 4) (Bile acid-sodium symporter family protein 6)
Np005G302080	196	AT4G22830.2	AT4G22830.2	other	GO:0005886;GO:0009507;GO:0003674;GO:0016020	YCF49-like protein
Np005G302090	222	AT4G15780.1	AT4G15780.1	orthologue	GO:0005886;GO:0005802;GO:0000045;GO:0005776;GO:0016192;GO:0003674;GO:0005737;GO:0012505;GO:0015031;GO:0016020;GO:0031901	Vesicle-associated membrane protein 724;Vesicle-associated membrane protein 724 (AtVAMP724) (SYBL1-like protein)
Np005G302100	187	AT4G15770.1	AT4G15770.1	orthologue	GO:0042255;GO:0005515;GO:0005730;GO:0030687;GO:0042273;GO:0005634;GO:0003723;GO:0005737	60S ribosome subunit biogenesis protein NIP7 homolog
Np005G302120	397	AT4G15760.2	AT4G15760.2	orthologue	GO:0005739;GO:0071949;GO:0009620;GO:0005783;GO:0004497	Monooxygenase 1;Monooxygenase 1 (AtMO1) (EC 1.14.13.-)
Np005G302130	373	AT5G17050.1, AT5G17030.1, AT5G17040.1	AT5G17050.1	orthologue	GO:0005737;GO:0051555;GO:0080043;GO:0080059;GO:0016757;GO:0047213;GO:0009507;GO:0047893;GO:0009805;GO:0035251;GO:0008194;GO:0009698;GO:0080044	Flavonol 3-O-glucosyltransferase (EC 2.4.1.91) (Anthocyanin 3-O-glucosyltransferase) (UDP glucose:flavonoid 3-O-glucosyltransferase) (UDP-glycosyltransferase 78D2);UDP-Glycosyltransferase superfamily protein;UDP-glycosyltransferase 78D3 (EC 2.4.1.-);UDP-glycosyltransferase 78D4 (EC 2.4.1.-)
Np005G302140	1011					
Np005G302160	82				GO:0046983	
Np005G302170	165	AT3G30823.1	AT3G30823.1	other	GO:0003674;GO:0005739;GO:0008150	Uncharacterized protein
Np005G302180	394				GO:0003676;GO:0008270	
Np005G302190	943	ATMG00240.1	ATMG00240.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;GO:0015074;GO:0003676	Uncharacterized mitochondrial protein AtMg00240 (ORF111a)
Np005G302200	304	AT4G15755.1	AT4G15755.1	orthologue	GO:0005575;GO:0006952;GO:0003674	Calcium-dependent lipid-binding (CaLB domain) family protein
Np005G302210	201	AT4G15755.1	AT4G15755.1	other	GO:0005575;GO:0006952;GO:0003674	Calcium-dependent lipid-binding (CaLB domain) family protein
Np005G302230	269	AT1G66610.1, AT1G66620.1, AT1G66630.1, AT5G37870.1, AT5G37890.1, AT5G37900.1, AT5G37910.1, AT5G62800.1	AT5G37910.1	other	GO:0005634;GO:0061630;GO:0008270;GO:0005737;GO:0016567;GO:0005886;GO:0009411;GO:0016740	E3 ubiquitin-protein ligase SINA-like 1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 1) (Seven in absentia-like protein 1);E3 ubiquitin-protein ligase SINA-like 11 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 11) (Seven in absentia-like protein 11);E3 ubiquitin-protein ligase SINA-like 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 2) (Seven in absentia-like protein 2);E3 ubiquitin-protein ligase SINA-like 3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 3) (Seven in absentia-like protein 3);E3 ubiquitin-protein ligase SINA-like 7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 7) (Seven in absentia-like protein 7);E3 ubiquitin-protein ligase SINA-like 8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 8) (Seven in absentia-like protein 8);Putative E3 ubiquitin-protein ligase SINA-like 6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 6) (Seven in absentia-like protein 6);Putative E3 ubiquitin-protein ligase SINA-like 9 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 9) (Seven in absentia-like protein 9)
Np005G302260	451	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
Np005G302290	388	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
Np005G302310	70					
Np005G302320	1113	AT4G15730.1	AT4G15730.1	orthologue	GO:0008270;GO:0009506;GO:0005634	At4g15730 (CW-type Zinc Finger);CW-type Zinc Finger
Np005G302330	614	AT4G15720.1	AT4G15720.1	orthologue	GO:0003723;GO:0043231;GO:0009451;GO:0005739;GO:0008270;GO:0005515	Pentatricopeptide repeat-containing protein At4g15720
Np005G302340	198	AT4G15710.1, AT4G15715.1	AT4G15710.1	other	GO:0003674;GO:0005634;GO:0008150	Cystatin-like protein;Proteinase inhibitor I25, cystatin, conserved region
Np005G302350	102	AT4G15660.1, AT4G15670.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
Np005G302360	102	AT4G15680.1	AT4G15680.1	orthologue	GO:0003674;GO:0010167;GO:0005737;GO:0005634;GO:0046872;GO:0051537	Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13)
Np005G302370	155				GO:0008270	
Np005G302390	80					
Np005G302400	80	AT4G15680.1	AT4G15680.1	other	GO:0003674;GO:0010167;GO:0005737;GO:0005634;GO:0046872;GO:0051537	Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13)
Np005G302420	102	AT4G15660.1, AT4G15670.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
Np005G302430	237	AT4G15650.1	AT4G15650.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0016301	Kinase-like protein
Np005G302440	394	AT4G15640.1	AT4G15640.1	orthologue	GO:0090617;GO:0005739;GO:0009507;GO:0003729;GO:0005515	Adenylyl cyclase;Adenylyl cyclase (At4g15640)
Np005G302460	223	AT1G77650.1	AT1G77650.1	orthologue	GO:0005576;GO:0008150;GO:0003674	Putative F-box protein At1g77650
Np005G302470	190	AT4G15620.1, AT4G15630.1	AT4G15630.1	orthologue	GO:0005739;GO:0005886;GO:0003674;GO:0043424;GO:0009506;GO:0005515	CASP-like protein 1E1 (AtCASPL1E1);CASP-like protein 1E2 (AtCASPL1E2)
Np005G302480	194	AT4G15610.1	AT4G15610.1	orthologue	GO:0005886;GO:0005802;GO:0005794;GO:0003674;GO:0005768	CASP-like protein;CASP-like protein 1D1 (AtCASPL1D1)
Np005G302490	821	AT4G15570.1	AT4G15570.1	orthologue	GO:0010183;GO:0005634;GO:0004386;GO:0009553;GO:0009875;GO:0003723;GO:0005524;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein;Probable helicase MAGATAMA 3 (EC 3.6.4.-) (SEN1-like protein)
Np005G302500	256	AT4G15563.7	AT4G15563.7	orthologue	GO:0005739;GO:0000209;GO:0031146;GO:0019005;GO:0003674;GO:0005515	At4g15563 (F-box-like protein);F-box-like protein
Np005G302510	136	AT4G15562.1	AT4G15562.1	orthologue	GO:0005634;GO:0046872;GO:0008150	Superoxide dismutase 1 copper chaperone-like protein
Np005G302520	715	AT4G15560.1	AT4G15560.1	orthologue	GO:0009507;GO:0015995;GO:0042802;GO:0016114;GO:0019288;GO:0005515;GO:0052865;GO:0008661;GO:0016744;GO:0009228;GO:0009570;GO:0046872	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS) (EC 2.2.1.7) (Protein CLOROPLASTOS ALTERADOS 1)
Np005G302530	468	AT4G15550.1	AT4G15550.1	orthologue	GO:0080043;GO:0016757;GO:0080044;GO:0005634;GO:0005737;GO:0009636;GO:0035251;GO:0008194	UDP-glycosyltransferase 75D1 (EC 2.4.1.-)
Np005G302540	130	AT4G15560.1	AT4G15560.1	orthologue	GO:0009507;GO:0015995;GO:0042802;GO:0016114;GO:0019288;GO:0005515;GO:0052865;GO:0008661;GO:0016744;GO:0009228;GO:0009570;GO:0046872	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS) (EC 2.2.1.7) (Protein CLOROPLASTOS ALTERADOS 1)
Np005G302590	70					
Np005G302650	234					
Np005G302680	87	AT4G19000.1	AT4G19000.1	orthologue	GO:0009742;GO:0032784;GO:0005515;GO:0005634;GO:0003746	Protein IWS1 homolog 2 (AtIWS2);Transcription elongation factor (TFIIS) family protein
Np005G302690	179	AT4G19003.1	AT4G19003.1	orthologue	GO:0043328;GO:0005515;GO:0005737;GO:0071985;GO:0000814;GO:0005198;GO:0042803;GO:0016192;GO:0015031	Vacuolar protein sorting-associated protein 25 (AtVPS25) (ESCRT-II complex subunit VPS25)
