Cardamine_hirsuta	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CARHR280930	585	AT5G66770.1	AT5G66770.1	orthologue	GO:0005515;GO:0005634;GO:0006355;GO:0003700;GO:0043565	Scarecrow-like protein 4 (AtSCL4) (GRAS family protein 32) (AtGRAS-32)
CARHR280940	632	AT5G66760.1	AT5G66760.1	orthologue	GO:0045273;GO:0009055;GO:0005739;GO:0006121;GO:0008177;GO:0006099;GO:0009536;GO:0050660;GO:0005524;GO:0000104;GO:0009505;GO:0050897;GO:0005743;GO:0005749;GO:0016627;GO:0016491;GO:0022900	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit 1 of complex II) (FP)
CARHR280950	766	AT5G66750.1	AT5G66750.1	orthologue	GO:0031507;GO:0045944;GO:0005515;GO:0005634;GO:0140750;GO:0003682;GO:0006346;GO:0140658;GO:0000785;GO:0000786;GO:0003678;GO:0006338;GO:0009294;GO:0003677;GO:0016887;GO:0032197;GO:0005524;GO:0040029	ATP-dependent DNA helicase DDM1 (EC 3.6.4.12) (Protein CHROMATIN REMODELING 1) (AtCHR1) (CHR01) (Protein DECREASED DNA METHYLATION 1) (AtDDM1) (Protein SOMNIFEROUS 1) (SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin DDM1)
CARHR280960	220	AT3G50670.1	AT3G50670.1	other	GO:0000398;GO:0005634;GO:0005515;GO:0030619;GO:0003729;GO:0071004;GO:0005685;GO:0005681;GO:0016607;GO:0003676;GO:0017069;GO:0071011;GO:0003723	U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)
CARHR280970	178	AT5G65650.1	AT5G65650.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Sugar transporter, putative (DUF1195)
CARHR280980	408	AT5G66740.1	AT5G66740.1	orthologue	GO:0005634;GO:0003674	Spindle assembly abnormal protein (DUF620)
CARHR280990	499	AT5G66730.1	AT5G66730.1	orthologue	GO:0005515;GO:0009937;GO:0000976;GO:0010431;GO:0006355;GO:0003700;GO:0010029;GO:0005634;GO:0008270;GO:0009740	Zinc finger protein ENHYDROUS (Protein indeterminate-domain 1)
CARHR281000	421	AT5G66720.1	AT5G66720.1	orthologue	GO:0005739;GO:0009570;GO:0004722;GO:0009507;GO:0017018;GO:0046872;GO:0006470	Probable protein phosphatase 2C 80 (AtPP2C80) (EC 3.1.3.16)
CARHR281010	409	AT5G66710.1	AT5G66710.1	orthologue	GO:0006468;GO:0004672;GO:0004712;GO:0007165;GO:0005737;GO:0005524;GO:0005886;GO:0004674	Protein kinase ATN1-like protein (Protein kinase superfamily protein)
CARHR281020	231	AT5G66700.1	AT5G66700.1	orthologue	GO:0005634;GO:0009733;GO:0043565;GO:0048364;GO:0000981;GO:0003700;GO:0045893;GO:0003677;GO:0006355	Homeobox-leucine zipper protein ATHB-53 (HD-ZIP protein ATHB-53) (Homeodomain transcription factor ATHB-53)
CARHR281030	477	AT5G66690.1, AT5G26310.1	AT5G26310.1	orthologue	GO:0047209;GO:0047218;GO:0005575;GO:0009808;GO:0016757;GO:0008194	UDP-glycosyltransferase 72E2 (EC 2.4.1.111) (Hydroxycinnamate 4-beta-glucosyltransferase UGT72E2) (EC 2.4.1.126);UDP-glycosyltransferase 72E3 (EC 2.4.1.111) (Hydroxycinnamate 4-beta-glucosyltransferase UGT72E3) (EC 2.4.1.126)
CARHR281040	437	AT5G66680.1	AT5G66680.1	orthologue	GO:0009536;GO:0009664;GO:0008250;GO:0018279;GO:0009826;GO:0009505;GO:0003674;GO:0005794;GO:0000325;GO:0005730;GO:0005783;GO:0005576;GO:0009506;GO:0005789	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit) (Protein DEFECTIVE GLYCOSYLATION 1)
CARHR281050	418	AT5G66675.1	AT5G66675.1	orthologue	GO:0005634;GO:0003674;GO:0016020	UPF0496 protein At5g66675
CARHR281060	418	AT5G66660.1, AT5G66670.1	AT5G66670.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005634;GO:0016020	UPF0496 protein At5g66660;UPF0496 protein At5g66670
CARHR281070	319	AT5G66650.1	AT5G66650.1	orthologue	GO:1990246;GO:0036444;GO:0009941;GO:0051560;GO:0015292;GO:0005262;GO:0071456;GO:0070509;GO:0009507;GO:0005739;GO:0031969;GO:0046872	Chloroplastic calcium uniporter protein (cMCU) (Calcium uniporter protein 6, chloroplastic) (AtMCU6)
CARHR281080	469	AT5G66640.5	AT5G66640.5	other	GO:0043130;GO:0005634;	DA1-related protein 3;Protein DA1-related 3
CARHR281090	444	AT5G66640.5	AT5G66640.5	other	GO:0043130;GO:0005634;	DA1-related protein 3;Protein DA1-related 3
CARHR281100	491	AT5G66640.5	AT5G66640.5	orthologue	GO:0043130;GO:0005634;	DA1-related protein 3;Protein DA1-related 3
CARHR281110	657	AT5G66631.1	AT5G66631.1	orthologue	GO:0009507;GO:0003674;;GO:0005515	Pentatricopeptide repeat-containing protein At5g66631
CARHR281120	291	AT4G13680.1, AT5G52930.1, AT5G52940.1, AT5G53230.1, AT5G53240.1, AT5G54320.1, AT5G54330.1, AT5G54450.1, AT5G54550.1, AT5G54560.1, AT5G55270.1, AT5G55870.1, AT5G55880.1, AT5G55890.1	AT5G54550.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0009536;GO:0009507	Expressed protein;KIB1-4 beta-propeller domain-containing protein;Uncharacterized protein;Uncharacterized protein AT4g13680 (Uncharacterized protein F18A5.70)
CARHR281130	103	AT5G66595.1	AT5G66595.1	orthologue	GO:0005739;GO:0003674	Uncharacterized protein
CARHR281140	598	AT5G66600.1	AT5G66600.1	orthologue	GO:0005634;GO:0003674	Ternary complex factor MIP1, leucine-zipper;Uncharacterized protein
CARHR281150	186	AT5G66590.1	AT5G66590.1	orthologue	GO:0005615;GO:0005576;GO:0003674	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein (Similarity to pathogenesis-related protein)
CARHR281160	156	AT5G66580.1	AT5G66580.1	orthologue	GO:0005575;GO:0003674	Uncharacterized protein At5g66580
CARHR281170	332	AT5G66570.1	AT5G66570.1	orthologue	GO:0005515;GO:0009535;GO:0010207;GO:0009543;GO:0055035;GO:0009534;GO:0010205;GO:0019888;GO:0009507;GO:0042549;GO:0003729;GO:0009570;GO:0019684;GO:0009579;GO:0048046;GO:0031977;GO:0009654;GO:0008266;GO:0009536;GO:0010287;GO:0010242	Oxygen-evolving enhancer protein 1-1, chloroplastic (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (Manganese-stabilizing protein 1) (MSP-1) (OEC 33 kDa subunit)
CARHR281180	674	AT5G66560.1	AT5G66560.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0009507;GO:0005515	BTB/POZ domain-containing protein At5g66560;Phototropic-responsive NPH3 family protein
CARHR281190	277	AT5G49560.1	AT5G49560.1	orthologue	GO:0008276;GO:0005737;GO:0032259	Methyltransferase family protein
CARHR281200	566	AT5G49555.1	AT5G49555.1	orthologue	GO:0005739;GO:0008150;GO:0016491;GO:0005507;GO:0009536;GO:0005759	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2
CARHR281210	538	AT5G66540.1	AT5G66540.1	orthologue	GO:0005634;GO:0005730;GO:0003729;GO:0005732;GO:0032040;GO:0005515;GO:0034457;GO:0006364	M phase phosphoprotein 10 (AtMPP10) (U3 small nucleolar ribonucleoprotein protein MPP10)
CARHR281220	305	AT5G66530.1	AT5G66530.1	orthologue	GO:0009507;GO:0009536;GO:0009570;GO:0047938;GO:0005975;GO:0005737;GO:0048046;GO:0030246;GO:0016853;GO:0003824	glucose-6-phosphate 1-epimerase (EC 5.1.3.15)
CARHR281230	620	AT5G66520.1	AT5G66520.1	orthologue	GO:1900865;GO:0016554;GO:0009507;GO:0008270;GO:0003729;GO:0005515;GO:0003723;GO:0009451	Pentatricopeptide repeat-containing protein At5g66520
CARHR281240	269	AT5G66510.2	AT5G66510.2	orthologue	GO:0045271;GO:0070207;GO:0005739;GO:0009853;GO:0031966;GO:0004089;GO:0005737;GO:0009536;GO:0046872	Gamma carbonic anhydrase 3, mitochondrial (AtCA3) (GAMMA CA3) (EC 4.2.1.-)
CARHR281250	532	AT5G66500.1	AT5G66500.1	orthologue	GO:0003723;GO:0043231;GO:0005739;GO:0009451;GO:0005515	Pentatricopeptide repeat-containing protein At5g66500, mitochondrial
CARHR281260	109	AT5G66490.1	AT5G66490.1	orthologue	GO:0003674;GO:0005575	Uncharacterized protein At5g66490
CARHR281270	402	AT5G66480.1	AT5G66480.1	orthologue	GO:0009507;GO:0003674;GO:0016020	Bacteriophage N4 adsorption B protein
CARHR281280	422	AT5G66470.1	AT5G66470.1	orthologue	GO:0000028;GO:0006364;GO:0042644;GO:0009507;GO:0043024;GO:0003729;GO:0042254;GO:0019843;GO:0005525;GO:0003723	GTPase ERA-like, chloroplastic (GTP-binding protein Era-like)
CARHR281290	431	AT5G66460.1	AT5G66460.1	orthologue	GO:1990059;GO:0009828;GO:0005576;GO:0016985;GO:0071944;GO:0010047;GO:0009845;GO:0000272;GO:0004553	Mannan endo-1,4-beta-mannosidase 7 (EC 3.2.1.78) (Beta-mannanase 7) (Endo-beta-1,4-mannanase 7) (AtMAN7)
CARHR281300	298	AT5G66450.3	AT5G66450.3	orthologue	GO:0006651;GO:0008195;GO:0009507;GO:0009706;GO:0016020;GO:0016787;GO:0005789;GO:0006487;GO:0008610;GO:0043231;GO:0047874	Lipid phosphate phosphatase epsilon 2, chloroplastic (AtLPPE2) (EC 3.1.3.-) (Phosphatidic acid phosphatase epsilon 2) (Plastidic phosphatidic acid phosphatase epsilon 2);Phosphatidic acid phosphatase (PAP2) family protein
CARHR281310	261	AT5G66440.1	AT5G66440.1	orthologue	GO:0003674;GO:0005634;GO:0016020	tRNA-methyltransferase non-catalytic subunit trm6MTase subunit
CARHR281320	187	AT5G66400.1	AT5G66400.1	orthologue	GO:0009414;GO:0005829;GO:0009631;GO:0003674;GO:0009737;GO:0009961;GO:0005507;GO:0016151;GO:0046872;GO:0009409;GO:0009415	Dehydrin Rab18;Dehydrin family protein
CARHR281330	336	AT5G66390.1	AT5G66390.1	orthologue	GO:0009505;GO:0005576;GO:0140825;GO:0020037;GO:0009809;GO:0006979;GO:0042744;GO:0046872;GO:0004601	Peroxidase 72 (Atperox P72) (EC 1.11.1.7) (ATP6a) (PRXR8)
CARHR281340	307	AT5G66380.1	AT5G66380.1	orthologue	GO:0009941;GO:0009507;GO:0055085;GO:0005739;GO:1904947;GO:0008517;GO:0015230;GO:0015884;GO:0006862;GO:0031969	Folate transporter 1, chloroplastic (AtFOLT1)
CARHR281350	383	AT5G66360.2	AT5G66360.2	orthologue	GO:0000154;GO:0046085;GO:0000179;GO:0031167;GO:0005739;GO:0005634;GO:0003723;GO:0006364	Ribosomal RNA small subunit methyltransferase, mitochondrial (EC 2.1.1.-) (18S mitochondrial rRNA (adenine(1914)-N(6)/adenine(1915)-N(6))-dimethyltransferase) (Adenosine dimethyl transferase 1B) (Dimethyladenosine transferase 1B)
CARHR281360	342	AT5G66350.1	AT5G66350.1	orthologue	GO:0006355;GO:0000976;GO:0003700;GO:0005515;GO:0005634;GO:0009938;GO:0045893;GO:0048653;GO:0009740;GO:0046982;GO:0009739;GO:0009555;GO:0003677;GO:0009734;GO:0009851;GO:0046872	Lateral root primordium (LRP) protein-like protein;Protein SHORT INTERNODES
CARHR281370	228	AT5G64590.1	AT5G64590.1	orthologue	GO:0010468;GO:0003674;GO:0005777;GO:0005634;GO:0004540	Emb|CAB71865.1 (NYN domain protein)
CARHR281380	417	AT5G66330.1	AT5G66330.1	orthologue	GO:0005886;GO:0007165;GO:0005515;GO:0016020	Leucine-rich repeat (LRR) family protein (Similarity to elicitor-inducible receptor-like protein)
CARHR281390	387	AT5G66320.1	AT5G66320.1	orthologue	GO:0006355;GO:0008270;GO:0000976;GO:0030154;GO:0006357;GO:0005634;GO:0003700;GO:0045893;GO:0043565	GATA transcription factor 5
CARHR281400	1025	AT5G66310.1	AT5G66310.1	orthologue	GO:0005634;GO:0007018;GO:0009506;GO:0008017;GO:0003777;GO:0005524;GO:0005874	Kinesin-like protein KIN-7H
CARHR281410	280	AT5G66300.1	AT5G66300.1	orthologue	GO:0006355;GO:0048759;GO:0043565;GO:0000976;GO:0005634;GO:0003700;GO:0005515;GO:1901348;GO:0071555;GO:0003677	NAC domain-containing protein 105 (ANAC105) (Protein VASCULAR RELATED NAC-DOMAIN 3)
CARHR281420	202	AT5G66290.2	AT5G66290.2	orthologue	GO:0005739;GO:0003674;GO:0005634;GO:0009536	BLOC-1-related complex subunit 5;Uncharacterized protein
CARHR281430	364	AT5G66280.1	AT5G66280.1	orthologue	GO:0005737;GO:0042351;GO:0009536;GO:0019673;GO:0008446;GO:0005794;GO:0005515	GDP-mannose 4,6 dehydratase 1 (EC 4.2.1.47) (GDP-D-mannose dehydratase 1) (GMD 1)
CARHR281440	443	AT5G66270.1	AT5G66270.1	orthologue	GO:0005575;GO:0003674;GO:0003677;GO:0008270;GO:0046872	Zinc finger CCCH domain-containing protein 68 (AtC3H68)
CARHR281450	99	AT5G66260.1	AT5G66260.1	orthologue	GO:0009733;GO:0005739;GO:0003674;GO:0009639;GO:0009737;GO:0009741	Auxin-induced protein-like (SAUR-like auxin-responsive protein family)
CARHR281460	64	AT5G66250.4	AT5G66250.4	other	GO:0005634;GO:0003674;GO:0009959;GO:0009639	AT5g66250/K1L20_3 (Kinectin-like protein);Kinectin-like protein
CARHR281470	224	AT5G66250.4	AT5G66250.4	orthologue	GO:0005634;GO:0003674;GO:0009959;GO:0009639	AT5g66250/K1L20_3 (Kinectin-like protein);Kinectin-like protein
CARHR281480	331	AT5G66240.2	AT5G66240.2	orthologue	GO:0009827;GO:0005634;GO:0048188;GO:0005737;GO:0003682;GO:0080008;GO:0005515;GO:0006353;GO:0016070	AT5G66240 protein (Transducin/WD40 repeat-like superfamily protein) (WD repeat protein-like);Transducin/WD40 repeat-like superfamily protein;Transducin/WD40 repeat-like superfamily protein (WD repeat protein-like)
CARHR281490	100					
CARHR281500	321	AT5G66230.2	AT5G66230.2	orthologue	GO:0009507;GO:0016872;GO:0016853	At5g66230 (Chalcone-flavanone isomerase family protein) (Emb|CAB62645.1);Chalcone-flavonone isomerase family protein
CARHR281510	194	AT5G66220.1	AT5G66220.1	orthologue	GO:0009813;GO:0045430;GO:0009507;GO:0016872	Chalcone--flavanone isomerase 2 (Chalcone isomerase 2) (EC 5.5.1.6)
CARHR281520	541	AT5G66210.1	AT5G66210.1	orthologue	GO:0005516;GO:0005886;GO:0009931;GO:0004674;GO:0004683;GO:0004722;GO:2000032;GO:0005634;GO:0005737;GO:0005509;GO:1900425;GO:0006468;GO:0005515;GO:0035556;GO:0005524;GO:0006952;GO:0106310;GO:0004672	Calcium-dependent protein kinase 28 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
CARHR281530	645	AT5G66200.1	AT5G66200.1	orthologue	GO:0005886;GO:0007166;GO:0005737;GO:0003674;GO:0005515	Armadillo repeat only 2
CARHR281540	360	AT5G66190.1	AT5G66190.1	orthologue	GO:0009941;GO:0009536;GO:0022900;GO:0009535;GO:0009570;GO:0098807;GO:1901463;GO:0005515;GO:0009579;GO:0009534;GO:0009767;GO:0009507;GO:0045156;GO:0048046;GO:0031977;GO:0004324;GO:0009055;GO:0045157;GO:0003959;GO:0008266;GO:0019904;GO:0015979;GO:0016491	Ferredoxin--NADP reductase, chloroplastic (FNR) (EC 1.18.1.2);Ferredoxin--NADP reductase, leaf isozyme 1, chloroplastic (EC 1.18.1.2) (Leaf FNR 1) (AtLFNR1) (FNR-1)
CARHR281550	174	AT5G54420.1, AT3G43170.1	AT5G54420.1	other	GO:0003674;GO:0008150;GO:0005575	Emb|CAB89038.1;Uncharacterized protein F7K15_20
CARHR281560	390	AT5G66180.1	AT5G66180.1	orthologue	GO:0005634;GO:0008173;GO:0001510;GO:0003723;GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
CARHR281570	129	AT5G66170.2	AT5G66170.2	orthologue	GO:0003824;GO:0009507;GO:0005737;GO:0004792;GO:0005634	Sulfurtransferase 18;Thiosulfate sulfurtransferase 18 (EC 2.8.1.1) (Sulfurtransferase 18) (AtStr18)
CARHR281580	307	AT5G66160.1	AT5G66160.1	orthologue	GO:0006511;GO:0000976;GO:0005802;GO:0005783;GO:0006886;GO:0005576;GO:0005515;GO:0061630;GO:0005770;GO:0005737;GO:0000139;GO:0008270;GO:0032586;GO:0012505;GO:0015031	Receptor homology region transmembrane domain ring H2 motif protein 1;Receptor homology region, transmembrane domain- and RING domain-containing protein 1 (AtRMR1) (ReMembR-H2 protein JR700)
CARHR281590	1039	AT5G66150.1	AT5G66150.1	orthologue	GO:0006013;GO:0004559;GO:0030246;GO:0005576;GO:0005773;GO:0046872;GO:0003824;GO:0005975	Alpha-mannosidase (EC 3.2.1.-);Glycosyl hydrolase family 38 protein;Probable alpha-mannosidase At5g66150 (EC 3.2.1.24)
CARHR281600	250	AT5G66140.1	AT5G66140.1	orthologue	GO:0006511;GO:0043161;GO:0005839;GO:0019773;GO:0009536;GO:0005773;GO:0000502;GO:0003674;GO:0005634;GO:0051603	Proteasome subunit alpha type-7-B (20S proteasome alpha subunit D-2) (Proteasome component 6B) (Proteasome component 6C) (Proteasome subunit alpha type-4)
CARHR281610	459	AT3G51280.1	AT3G51280.1	orthologue	GO:0003674;GO:0005575;GO:0005634;GO:0051301;GO:0005515	Protein POLLENLESS 3-LIKE 2
CARHR281620	593	AT5G66130.1	AT5G66130.1	orthologue	GO:0006282;GO:0031347;GO:0006281;GO:0033314;GO:0000077;GO:0003689;GO:0005634;GO:0005515;GO:0003682;GO:0005524;GO:0006952	Cell cycle checkpoint protein RAD17 (AtRAD17) (Radiation-sensitive protein 17);RADIATION SENSITIVE 17
CARHR281630	442	AT5G66120.2	AT5G66120.2	orthologue	GO:0009570;GO:0005737;GO:0003856;GO:0005802;GO:0009507;GO:0009073;GO:0009423;GO:0005794;GO:0005768;GO:0008652;GO:0046872	3-dehydroquinate synthase, chloroplastic (EC 4.2.3.4)
CARHR281640	147	AT5G66110.1	AT5G66110.1	orthologue	GO:0009624;GO:0005737;GO:0005515;GO:0005886;GO:0046872	Heavy metal transport/detoxification superfamily protein;Heavy metal-associated isoprenylated plant protein 27 (AtHIP27) (AtHIPP27)
CARHR281650	428	AT5G66100.1	AT5G66100.1	orthologue	GO:0010150;GO:0003729;GO:0005634;GO:0009507;GO:0003677;GO:0005737;GO:0003723;GO:0005844	La-related protein 1B (AtLARP1b);Winged-helix DNA-binding transcription factor family protein
CARHR281660	205	AT5G66090.1	AT5G66090.1	orthologue	GO:0009507;GO:0009570;GO:0003674	Cell wall integrity/stress response component
CARHR281670	383	AT5G66080.1	AT5G66080.1	orthologue	GO:1900036;GO:0005515;GO:0005886;GO:1902531;GO:0004722;GO:0009507;GO:0017018;GO:0046872;GO:0043169;GO:0006470	Probable protein phosphatase 2C 79 (AtPP2C79) (EC 3.1.3.16);Protein phosphatase 2C family protein
CARHR281680	221	AT5G66070.2	AT5G66070.2	orthologue	GO:0061630;GO:0009788;GO:0005886;GO:0005634;GO:0006952;GO:0008270;GO:0016020	NEP1-interacting protein-like 1 (RING-H2 finger protein ATL27);RING/U-box superfamily protein
CARHR281690	289	AT5G66060.1	AT5G66060.1	orthologue	GO:0000137;GO:0016705;GO:0005783;GO:0031418;GO:0005506;GO:0004656;GO:0005789;GO:0051213;GO:0018401	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;Probable prolyl 4-hydroxylase 10 (AtP4H10) (EC 1.14.11.2)
CARHR281700	429	AT5G66055.1	AT5G66055.1	orthologue	GO:0009707;GO:0009793;GO:0009507;GO:0030941;GO:0005634;GO:0005515;GO:0045036;GO:0140693	Ankyrin repeat domain-containing protein, chloroplastic (AKRP) (Protein EMBRYO DEFECTIVE 2036)
CARHR281710	339	AT5G66050.1	AT5G66050.1	orthologue	GO:0016567;GO:0003674;GO:0005634;GO:0030891;GO:0004518	Wound-responsive family protein
CARHR281720	136					
CARHR281730	762	AT5G66030.1	AT5G66030.1	orthologue	GO:0005802;GO:0048193;GO:0005737;GO:0007131;GO:0005515	Golgi-localized GRIP domain-containing protein;Protein GRIP (AtGRIP)
CARHR281740	589	AT5G66020.1	AT5G66020.1	orthologue	GO:0016791;GO:0009651;GO:0046856;GO:0005739;GO:0005783;GO:0043812;GO:0005789	Phosphoinositide phosphatase SAC6 (AtSAC6) (EC 3.1.3.-) (Protein IMPAIRED IN BABA-INDUCED STERILITY 2) (Protein SUPPRESSOR OF ACTIN 1B) (AtSAC1b) (Protein SUPPRESSOR OF ACTIN 6) (SAC domain protein 6) (SAC1-like protein AtSAC1b)
CARHR281750	248	AT5G66010.1	AT5G66010.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:1990904;GO:0003723;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
CARHR281760	181	AT5G66000.1	AT5G66000.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein At5g66000
CARHR281770	426	AT5G65990.1	AT5G65990.1	orthologue	GO:0015175;GO:0003333;GO:0005774;GO:0015179;GO:0015801;GO:0015171;GO:0015804;GO:0015173;GO:0016020	Amino acid transporter AVT3A (AtAvt3A) (Aromatic and neutral amino acid transporter-like protein 3)
CARHR281780	395	AT5G65980.1	AT5G65980.1	orthologue	GO:0009733;GO:0005789;GO:0080162;GO:0003674;GO:0009734;GO:0016020;GO:0055085	Auxin efflux carrier family protein;Protein PIN-LIKES 7 (Auxin efflux carrier-like protein 7)
CARHR281790	266	AT2G17430.1	AT2G17430.1	orthologue	GO:0012505;GO:0009507;GO:0005737;GO:0010483;GO:0005886;GO:0003674;GO:0005516;GO:0006952;GO:0016020	MLO-like protein 7 (AtMlo7) (Protein NORTIA)
CARHR281800	83	AT5G65960.1	AT5G65960.1	orthologue	GO:0005525;GO:0005634;GO:0003924	GTP binding protein
CARHR281810	257	AT5G65960.1	AT5G65960.1	other	GO:0005525;GO:0005634;GO:0003924	GTP binding protein
CARHR281820	1192	AT5G65950.1	AT5G65950.1	orthologue	GO:0005634;GO:0009536;GO:0006895;GO:0005829;GO:0003674	Trafficking protein particle complex subunit-like protein
CARHR281830	353	ATCG00020.1	ATCG00020.1	orthologue	GO:0045156;GO:0009535;GO:0009772;GO:0003729;GO:0005515;GO:0009536;GO:0009523;GO:0009507;GO:0019684;GO:0009534;GO:0016168;GO:0010242;GO:0009579;GO:0005506;GO:0009635;GO:0016682;GO:0046872;GO:0009055	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)
CARHR281840	52					
CARHR281850	68	ATCG00050.1	ATCG00050.1	orthologue	GO:0003735;GO:0000312;GO:0006412;GO:0015935;GO:0009507;GO:0005840;GO:1990904;GO:0032543	Small ribosomal subunit protein bS16cz (30S ribosomal protein S16, chloroplastic)
CARHR281860	61	ATCG00070.1	ATCG00070.1	orthologue	GO:0009507;GO:0030095;GO:0009539;GO:0003674;GO:0009535;GO:0015979;GO:0009523	Photosystem II reaction center protein K (PSII-K)
CARHR281870	504	ATCG00120.1	ATCG00120.1	other	GO:0009535;GO:0010319;GO:0009579;GO:0015986;GO:0005524;GO:0009534;GO:0005829;GO:0009507;GO:0005739;GO:0031977;GO:0046933;GO:0045261;GO:0043531;GO:0046961;GO:0009536;GO:0045259;GO:0009409;GO:0006176;GO:0003729;GO:0008270;GO:0032559;GO:0046034;GO:1902600	ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)
CARHR281880	184	ATCG00130.1	ATCG00130.1	orthologue	GO:0046933;GO:0009534;GO:0009535;GO:0009507;GO:0042776;GO:0045259;GO:0045333;GO:0009536;GO:0009579;GO:0005524;GO:0015078;GO:0015986	ATP synthase subunit b, chloroplastic (ATP synthase F(0) sector subunit b) (ATPase subunit I)
CARHR281890	81	ATCG00140.1	ATCG00140.1	orthologue	GO:0015986;GO:0045263;GO:0009535;GO:0009534;GO:0009507;GO:0003674;GO:0008289;GO:0033177;GO:0045259;GO:0046933;GO:0015078;GO:1902600	ATP synthase subunit c, chloroplastic (ATP synthase F(0) sector subunit c) (ATPase subunit III) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)
CARHR281900	249	ATCG00150.1	ATCG00150.1	orthologue	GO:0006176;GO:0045259;GO:0009535;GO:0009507;GO:0015252;GO:0009536;GO:0009534;GO:0003729;GO:0005886;GO:0046933;GO:0015078;GO:0015986	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)
CARHR281910	236	ATCG00160.1	ATCG00160.1	orthologue	GO:0003735;GO:0003729;GO:0000312;GO:0006412;GO:0009507;GO:0015935;GO:0005763;GO:0009570;GO:0009536;GO:0005840	Small ribosomal subunit protein uS2c (30S ribosomal protein S2, chloroplastic)
CARHR281920	696	ATCG00170.1	ATCG00170.1	orthologue	GO:0009570;GO:0009507;GO:0006354;GO:0003899;GO:0042644;GO:0000428;GO:0003677;GO:0005739;GO:0006351;GO:0008270	DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta'')
