Cardamine_glauca	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Cg006G232010	507	AT1G13970.1	AT1G13970.1	orthologue	GO:0005739;GO:0003674	Beta-hexosaminidase (DUF1336) (F7A19.6 protein)
Cg006G232020	504	AT1G13960.1	AT1G13960.1	orthologue	GO:0000976;GO:0006355;GO:0009723;GO:0009753;GO:0005634;GO:1900425;GO:0043565;GO:1900150;GO:0009751;GO:0003700;GO:0009651;GO:0003677;GO:0006952;GO:0046872	Probable WRKY transcription factor 4 (WRKY DNA-binding protein 4);WRKY DNA-binding protein 4
Cg006G232030	158	AT1G13950.1	AT1G13950.1	orthologue	GO:0045901;GO:0005737;GO:0006414;GO:0003723;GO:0045905;GO:0003746;GO:0043022;GO:0010089;GO:0005576;GO:0003743	Eukaryotic translation initiation factor 5A-1 (AtELF5A-1) (eIF-5A-1)
Cg006G232040	1012	AT1G13940.1	AT1G13940.1	orthologue	GO:0003674;GO:0005634	F16A14.15 (T-box transcription factor, putative (DUF863))
Cg006G232050	153	AT1G13930.1	AT1G13930.1	orthologue	GO:0010115;GO:0009507;GO:0009570;GO:0009941;GO:0009651;GO:0005886;GO:0005829;GO:0005576;GO:0009408;GO:0003729;GO:0005515;GO:0009738	Nodulin-related protein 2
Cg006G232060	334	AT1G13920.4	AT1G13920.4	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005737	F7A19.1 protein (Remorin family protein);Remorin family protein
Cg006G232070	330	AT1G13910.1	AT1G13910.1	orthologue	GO:0007165;GO:0005886;GO:0003674;GO:0038023;GO:0016020;GO:0005515	Leucine-rich repeat (LRR) family protein;Leucine-rich repeat (LRR) family protein (Putative disease resistance protein)
Cg006G232080	661	AT1G13900.1	AT1G13900.1	orthologue	GO:0005794;GO:0006626;GO:0005739;GO:0009507;GO:0005515;GO:0045040;GO:0005740;GO:0009941;GO:0003993;GO:0005576;GO:0005802;GO:0005622;GO:0005737;GO:0030943;GO:0006109;GO:0005768;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 2
Cg006G232090	259	AT1G13890.1	AT1G13890.1	orthologue	GO:0005886;GO:0031201;GO:0016192;GO:0005634;GO:0061025;GO:0005484;GO:0015031	Putative SNAP25 homologous protein SNAP30 (AtSNAP30) (Synaptosomal-associated protein SNAP25-like 3)
Cg006G232100	428	AT1G13880.2	AT1G13880.2	orthologue	GO:0003674;GO:0005634;GO:0000118	At1g13880 (ELM2 domain-containing protein) (F16A14.9);ELM2 domain-containing protein
Cg006G232110	302	AT1G13870.1	AT1G13870.1	orthologue	GO:0002098;GO:0010449;GO:0006400;GO:0080178;GO:0009933;GO:0006357;GO:0017076;GO:0033588;GO:0048366;GO:0005516;GO:0005524;GO:0005634;GO:0005737	Protein KTI12 homolog (AtKTI12) (At1g13870) (Protein DEFORMED ROOTS AND LEAVES 1) (AtDRL1) (Protein ELONGATA4)
Cg006G232120	610	AT1G13860.1	AT1G13860.1	orthologue	GO:0000325;GO:0008150;GO:0005634;GO:0005737;GO:0005789;GO:0008168;GO:0032259	Probable methyltransferase PMT4 (EC 2.1.1.-)
Cg006G232130	196	AT1G13830.2	AT1G13830.2	orthologue	GO:0003674;GO:0005886;GO:0009506;GO:0098552	Carbohydrate-binding X8 domain superfamily protein
Cg006G232140	339	AT1G13820.1	AT1G13820.1	orthologue	GO:0003824;GO:0005737;GO:0009941;GO:0016787	Alpha/beta-Hydrolases superfamily protein (At1g13820)
Cg006G232150	303	AT1G13810.1	AT1G13810.1	orthologue	GO:0005575;GO:0003674;GO:0004519;GO:0006281	Restriction endonuclease, type II-like superfamily protein
Cg006G232160	843	AT1G13800.1	AT1G13800.1	orthologue	GO:0009793;GO:0005739;GO:0003674;GO:0005515	Putative pentatricopeptide repeat-containing protein At1g13800
Cg006G232180	723	AT1G13790.1	AT1G13790.1	orthologue	GO:0080188;GO:0003674;GO:0005575;GO:0008168;GO:0032259;GO:0031047	Factor of DNA methylation 4
Cg006G232190	448	AT1G13780.1	AT1G13780.1	orthologue	GO:0003674;GO:0008150;GO:0005575;;GO:0005515	F-box/FBD/LRR-repeat protein At1g13780;F-box/RNI-like/FBD-like domains-containing protein
Cg006G232200	441	AT1G13770.1	AT1G13770.1	orthologue	GO:0003674;GO:0005575;GO:0016020	Protein root UVB sensitive 3;Protein root UVB sensitive/RUS domain-containing protein
Cg006G232210	613	AT1G13750.1	AT1G13750.1	orthologue	GO:0003993;GO:0009507;GO:0005576;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 1
Cg006G232220	353	AT1G13740.1	AT1G13740.1	orthologue	GO:0045892;GO:0009737;GO:0007165;GO:0009414;GO:0005515;GO:0005634	Ninja-family protein AFP2 (ABI five-binding protein 2) (ABI5-binding protein 2)
Cg006G232230	441	AT1G13730.1	AT1G13730.1	orthologue	GO:0005737;GO:0003729;GO:0005829;GO:0034063;GO:0003723;GO:0003676;GO:1990904	At1g13730 (Expressed protein) (F21F23.16 protein) (Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein)
Cg006G232240	515	AT1G13710.1	AT1G13710.1	orthologue	GO:0008284;GO:0020037;GO:0048437;GO:0010338;GO:0046622;GO:0005783;GO:0035265;GO:0010075;GO:0016705;GO:0005506;GO:0009507;GO:0040009;GO:0004497;GO:0016020	Cytochrome P450 78A5 (EC 1.14.-.-) (Protein KLUH)
Cg006G232250	1494	ATMG00810.1	ATMG00810.1	other	GO:0008150;GO:0003674;GO:0005575;GO:0005739;GO:0015074;GO:0003676	Uncharacterized mitochondrial protein AtMg00810 (ORF240b)
Cg006G232260	268	AT1G13700.1	AT1G13700.1	orthologue	GO:0009051;GO:0006098;GO:0009507;GO:0005829;GO:0005975;GO:0017057	Probable 6-phosphogluconolactonase 1 (6PGL1) (EC 3.1.1.31)
Cg006G232270	178	AT1G13690.1	AT1G13690.1	orthologue	GO:0003729;GO:0005576;GO:0005634;GO:0003723;GO:0003676	ATPase E1 (AtE1)
Cg006G232280	346	AT1G13680.1	AT1G13680.1	orthologue	GO:0031012;GO:0012501;GO:0005576;GO:0010046;GO:0008081;GO:0006629	F21F23.12 protein (PLC-like phosphodiesterases superfamily protein)
Cg006G232290	235	AT1G13670.1	AT1G13670.1	orthologue	GO:0009734;GO:0005634;GO:0003674;GO:0005886	At1g13670 (F21F23.11 protein)
Cg006G232300	300	AT2G27570.1, AT3G45080.1, AT3G45070.2	AT3G45070.2	orthologue	GO:0008146;GO:0005737;GO:0051923;GO:0005634;GO:0009812;GO:1990135;GO:0016787	Cytosolic sulfotransferase 4 (AtSOT4) (EC 2.8.2.-);Cytosolic sulfotransferase 5 (AtSOT5) (EC 2.8.2.-) (Flavonoid 7-sulfotransferase 3a) (AtST3a);Cytosolic sulfotransferase 6 (AtSOT6) (EC 2.8.2.-) (sulfotransferase 3b) (AtST3b);Sulfotransferase (EC 2.8.2.-)
Cg006G232310	618	AT1G13640.1	AT1G13640.1	orthologue	GO:0004430;GO:0005575;GO:0005524	Phosphatidylinositol 4-kinase gamma 6 (AtPI4Kgamma6) (PI-4Kgamma6) (PI4K gamma 6) (EC 2.7.1.67)
Cg006G232320	315	AT1G13635.1	AT1G13635.1	orthologue	GO:0005634;GO:0006284;GO:0008725;GO:0046872;GO:0003824;GO:0006281	DNA glycosylase superfamily protein
Cg006G232330	823	AT1G13630.4	AT1G13630.4	orthologue	GO:0003674;GO:0005739;GO:0009507;;GO:0005515	Putative pentatricopeptide repeat-containing protein At1g13630;Tetratricopeptide repeat (TPR)-like superfamily protein
Cg006G232350	359	AT1G13610.1	AT1G13610.1	orthologue	GO:0008236;GO:0005576;GO:0006508;GO:0005634	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (F13B4.9 protein)
Cg006G232360	352	AT2G04032.1	AT2G04032.1	other	GO:0005385;GO:0071577;GO:0005886;GO:0009507;GO:0016020;GO:0030001;GO:0046873;GO:0055085	Zinc transporter 7 (ZRT/IRT-like protein 7)
Cg006G232370	196	AT1G13600.1	AT1G13600.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0042803;GO:0046982;GO:0003677	Basic leucine-zipper 58 (F13B4.8 protein) (F21F23.3 protein) (Putative bZIP transcription factor)
Cg006G232380	68	AT1G13590.1	AT1G13590.1	orthologue	GO:0031012;GO:0008283;GO:0009507;GO:0003674;GO:0005576;GO:0008083;GO:0030154	Phytosulfokines 1 (AtPSK1) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)]
Cg006G232390	308	AT1G13580.2	AT1G13580.2	orthologue	GO:0042761;GO:0050291;GO:0046513;GO:0006665;GO:0005783;GO:0010256;GO:2000012;GO:0005789;GO:0016020	Ceramide synthase 1 LOH3 (CS1) (CSII) (EC 2.3.1.-) (Protein LONGEVITY ASSURANCE GENE ONE HOMOLOG 3) (LAG One Homolog 3) (LAG1 homolog 3) (LAG1 longevity assurance homolog 3)
Cg006G232400	308	AT1G13580.2	AT1G13580.2	other	GO:0042761;GO:0050291;GO:0046513;GO:0006665;GO:0005783;GO:0010256;GO:2000012;GO:0005789;GO:0016020	Ceramide synthase 1 LOH3 (CS1) (CSII) (EC 2.3.1.-) (Protein LONGEVITY ASSURANCE GENE ONE HOMOLOG 3) (LAG One Homolog 3) (LAG1 homolog 3) (LAG1 longevity assurance homolog 3)
Cg006G232410	416	AT1G13570.1	AT1G13570.1	orthologue	GO:0005515;GO:0005575;	F-box/FBD/LRR-repeat protein At1g13570;F-box/RNI-like superfamily protein
Cg006G232420	389	AT1G13560.1	AT1G13560.1	orthologue	GO:0008654;GO:0016780;GO:0004142;GO:0006646;GO:0005794;GO:0004307;GO:0016020;GO:0046872	Aminoalcoholphosphotransferase 1;Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase 1) (AtAAPT1)
Cg006G232430	381	AT1G13540.1, AT1G13510.1	AT1G13510.1	orthologue	GO:0005575;GO:0003674;GO:0009507	At1g13540;Uncharacterized protein At1g13510
Cg006G232440	385	AT1G13500.1, AT1G13490.2, AT1G13530.1	AT1G13530.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0009507;GO:0090729	F13B4.1 protein;Insecticidal crystal toxin domain-containing protein;Uncharacterized protein
Cg006G232450	390	AT1G13520.1	AT1G13520.1	orthologue	GO:0005575;GO:0003674	At1g13520
Cg006G232460	380	AT1G13470.1	AT1G13470.1	orthologue	GO:0005576;GO:0003674	Insecticidal crystal toxin domain-containing protein
Cg006G232470	365	AT1G12855.1, AT1G12870.1, AT1G13200.1	AT1G13200.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0000325;GO:0004842;GO:0031146;GO:0005515	Putative F-box protein At1g12855;Putative F-box/kelch-repeat protein At1g12870;Putative F-box/kelch-repeat protein At1g13200
Cg006G232480	500	AT1G13460.1	AT1G13460.1	orthologue	GO:0032000;GO:1900458;GO:0005829;GO:0005634;GO:0019888;GO:0005777;GO:0005515;GO:0000159;GO:0009742;GO:0007165	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform (AtB' theta) (PP2A, B' subunit, theta isoform)
Cg006G232490	413	AT1G13450.1	AT1G13450.1	orthologue	GO:0043565;GO:0003700;GO:0006355;GO:0005515;GO:0005634;GO:0000976;GO:0042802;GO:0003677	Homeodomain-like superfamily protein;Trihelix transcription factor GT-1 (Trihelix DNA-binding protein GT-1)
Cg006G232510	338	AT3G04120.1	AT3G04120.1	orthologue	GO:0000325;GO:0006096;GO:0005886;GO:0008886;GO:0005829;GO:0045893;GO:0006094;GO:0005507;GO:0005739;GO:1901149;GO:0048316;GO:0051775;GO:0010154;GO:0005740;GO:0009408;GO:0006979;GO:0005634;GO:0004365;GO:0005515;GO:0009744;GO:0048046;GO:0042542;GO:0009507;GO:0051287;GO:0050661;GO:0005737;GO:0003677;GO:0016620;GO:0006006	Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic (EC 1.2.1.12) (NAD-dependent glyceraldehydephosphate dehydrogenase C subunit 1)
Cg006G232520	481	AT1G13410.1	AT1G13410.1	orthologue	GO:0005739;GO:0003723;GO:0009451;GO:0005515	Tetratricopeptide repeat (TPR)-like superfamily protein
Cg006G232540	171	AT1G13390.1	AT1G13390.1	orthologue	GO:0005634;GO:0003674	At1g13390 (T6J4.14 protein) (Translocase subunit seca)
Cg006G232550	188	AT1G13380.1	AT1G13380.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0012505;GO:0016020	Expressed protein (Sodium/hydrogen exchanger (DUF1218)) (T6J4.13 protein)
Cg006G232560	199	AT1G13360.1	AT1G13360.1	orthologue	GO:0071456;GO:0005634;GO:0003674	T6J4.11 protein;Uncharacterized protein
Cg006G232570	407	AT1G13340.1	AT1G13340.1	orthologue	GO:0005575;GO:0015031;GO:0008104;GO:0003674;GO:0006979	Regulator of Vps4 activity in the MVB pathway protein (Unknown protein)
Cg006G232580	226	AT1G13330.1	AT1G13330.1	orthologue	GO:0120231;GO:0051026;GO:0010774;GO:0005634;GO:0000794;GO:0000709;GO:0003690;GO:0007129;GO:0120230	Homologous-pairing protein 2 homolog (Protein AHP2) (AtAHP2) (Protein ARABIDOPSIS HOMOLOG PAIRING 2) (Protein HOP2) (AtHOP2)
Cg006G232590	587	AT1G13320.1	AT1G13320.1	orthologue	GO:0042325;GO:0005886;GO:0019888;GO:0005634;GO:0005576;GO:0005829;GO:0000159;GO:0006470;GO:0005515;GO:0009505;GO:0005737	Protein phosphatase 2A subunit A3;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A gamma isoform (AtA gamma) (PP2A, subunit A, gamma isoform)
Cg006G232600	372	AT1G13310.1	AT1G13310.1	orthologue	GO:0005739;GO:0003674	Endosomal targeting BRO1-like domain-containing protein (T6J4.7 protein)
Cg006G232610	347	AT1G13300.1	AT1G13300.1	orthologue	GO:0009788;GO:0071456;GO:0080022;GO:0006355;GO:0032107;GO:0003700;GO:0001217;GO:1901699;GO:0016036;GO:0005634;GO:0003677	Transcription factor HRS1 (MYB-domain transcription factor HRS1) (NIGT1 protein homolog) (AtNIGT1) (Protein HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1)
Cg006G232620	307	AT1G13290.1	AT1G13290.1	orthologue	GO:0005634;GO:0048364;GO:0048367;GO:0010468;GO:0003700;GO:0010305;GO:0010588;GO:0080022;GO:0010087;GO:0008270;GO:0048856	Zinc finger protein WIP6 (Protein DEFECTIVELY ORGANIZED TRIBUTARIES 5) (WIP-domain protein 6) (AtWIP6)
Cg006G232630	255	AT1G13280.1	AT1G13280.1	orthologue	GO:0005739;GO:0009695;GO:0046423;GO:0005886;GO:0009507;GO:0005576;GO:0016853	Allene oxide cyclase 4, chloroplastic (EC 5.3.99.6)
Cg006G232640	369	AT1G13270.1	AT1G13270.1	orthologue	GO:0031365;GO:0009507;GO:0003729;GO:0070006;GO:0004239;GO:0005576;GO:0005739;GO:0006508;GO:0046872;GO:0004177	Methionine aminopeptidase 1B;Methionine aminopeptidase 1B, chloroplastic (MAP 1B) (MetAP 1B) (EC 3.4.11.18) (Peptidase M 1B)
Cg006G232650	337	AT1G13260.1	AT1G13260.1	orthologue	GO:0045892;GO:0000976;GO:0003700;GO:0071456;GO:0009741;GO:0048366;GO:0009910;GO:0048527;GO:0005634;GO:0003677;GO:0009873;GO:0006355	AP2/ERF and B3 domain-containing transcription factor RAV1 (Ethylene-responsive transcription factor RAV1) (Protein RELATED TO ABI3/VP1 1)
Cg006G232660	347	AT1G13250.1	AT1G13250.1	orthologue	GO:0005794;GO:0005576;GO:0045489;GO:0047262;GO:0016757;GO:0000139;GO:0071555	Probable galacturonosyltransferase-like 3 (EC 2.4.1.-)
Cg006G232670	47	AT1G13245.1	AT1G13245.1	orthologue	GO:0048367;GO:0010218;GO:0005886;GO:0010114;GO:0003674;GO:0008285;GO:0005739	Small polypeptide DEVIL 4 (Small polypeptide ROTUNDIFOLIA like 17) (Small polypeptide ROT-FOUR-LIKE 17)
Cg006G232680	424	AT1G13230.1	AT1G13230.1	orthologue	GO:0009610;GO:0005886;GO:0007165;GO:0003674;GO:0044403;GO:0005515	Piriformospora indica-insensitive protein 2
Cg006G232690	1169	AT1G13220.3	AT1G13220.3	orthologue	GO:0006974;GO:0035861;GO:0097298;GO:0006997;GO:0005737;GO:0034399;GO:0005515;GO:0005654;GO:0005634;GO:0005652;GO:0031965	Nuclear matrix constituent protein-like protein;Protein CROWDED NUCLEI 2 (Protein LITTLE NUCLEI 2)
Cg006G232700	1204	AT1G13210.1	AT1G13210.1	orthologue	GO:0000287;GO:0005886;GO:0045332;GO:0140326;GO:0005739;GO:0015914;GO:0015662;GO:1901703;GO:0016887;GO:0005524;GO:0016020;GO:0000166;GO:0005215	Probable phospholipid-transporting ATPase 11 (AtALA11) (EC 7.6.2.1) (Aminophospholipid flippase 11)
Cg006G232710	265	AT1G13195.1	AT1G13195.1	orthologue	GO:0061630;GO:0016567;GO:0005634;GO:0008270	At1g13195 (F3F19.22 protein) (RING/U-box superfamily protein);RING/U-box superfamily protein
Cg006G232720	577	AT1G13190.1	AT1G13190.1	orthologue	GO:0110104;GO:0005634;GO:0005847;GO:0003729;GO:0003723;GO:0003676	F3F19.21 protein (RNA-binding (RRM/RBD/RNP motifs) family protein)
Cg006G232730	427	AT1G13180.1	AT1G13180.1	orthologue	GO:0010090;GO:0051015;GO:0034314;GO:0007015;GO:0000902;GO:0005885;GO:0005737;GO:0009825;GO:0003779;GO:0005524	Actin-related protein 3 (Protein DISTORTED TRICHOMES 1)
Cg006G232740	864	AT1G13170.2	AT1G13170.2	orthologue	GO:0032934;GO:0016020;GO:0005634;GO:0005829;GO:0008150;GO:0006869;GO:0008289;GO:0015248	OSBP(Oxysterol binding protein)-related protein 1D;Oxysterol-binding protein-related protein 1D (OSBP-related protein 1D)
Cg006G232750	804	AT1G13160.1	AT1G13160.1	orthologue	GO:0005634;GO:0003674;GO:0000055;GO:0042273;GO:0005730;GO:0015031	Protein SDA1
Cg006G232760	529	AT1G13150.1	AT1G13150.1	orthologue	GO:0020037;GO:0008150;GO:0016705;GO:0005575;GO:0005506;GO:0004497;GO:0006629;GO:0016020	Cytochrome P450, family 86, subfamily C, polypeptide 4 (F3F19.17 protein)
Cg006G232770	540	AT1G13130.1	AT1G13130.1	orthologue	GO:0016985;GO:0009507;GO:0000272;GO:0004553	At1g13130 (Cellulase (Glycosyl hydrolase family 5) protein)
Cg006G232780	613	AT1G13120.1	AT1G13120.1	orthologue	GO:0016973;GO:0031369;GO:0005515;GO:0005635;GO:0005634;GO:0009793;GO:0048316;GO:0005543;GO:0044614;GO:0005737;GO:0000822;GO:0005643;GO:0015031	mRNA export factor GLE1 (GLE1-like protein) (Nucleoporin GLE1) (Protein EMBRYO DEFECTIVE 1745) (Protein GLE1) (AtGLE1)
Cg006G232790	505	AT1G13110.1	AT1G13110.1	other	GO:0016705;GO:0009507;GO:0005506;GO:0020037;GO:0004497;GO:0016020	Cytochrome P450 71B7 (EC 1.14.-.-)
Cg006G232820	491	AT3G26830.1, AT1G13090.2	AT1G13090.2	orthologue	GO:0005576;GO:0005506;GO:0016705;GO:0020037;GO:0010120;GO:0009737;GO:0004497;GO:0009700;GO:0006952;GO:0043231;GO:0010112;GO:0009414;GO:0005788;GO:0005515;GO:0010298;GO:0005783;GO:0009617;GO:0050832;GO:0009625;GO:0016020	Bifunctional dihydrocamalexate synthase/camalexin synthase (EC 1.14.19.52) (Cytochrome P450 71B15) (Dihydrocamalexate:NADP(+) oxidoreductase (decarboxylating)) (Protein PHYTOALEXIN DEFICIENT 3);Cytochrome P450 71B28 (EC 1.14.-.-);Cytochrome P450, family 71, subfamily B, polypeptide 28
Cg006G232830	509	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
Cg006G232840	502	AT1G13080.1	AT1G13080.1	orthologue	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
Cg006G232850	506	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
Cg006G232860	507	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
Cg006G232870	274	AT1G13060.2	AT1G13060.2	orthologue	GO:0051603;GO:0005634;GO:0006511;GO:0019774;GO:0005839;GO:0005829;GO:0004175;GO:0043161;GO:0000502;GO:0005576;GO:0004298;GO:0005737	Proteasome subunit beta type-5-A (EC 3.4.25.1) (20S proteasome beta subunit E-1) (Proteasome component E) (Proteasome epsilon-1 chain);proteasome endopeptidase complex (EC 3.4.25.1)
Cg006G232880	317	AT1G13050.1	AT1G13050.1	orthologue	GO:0005576;GO:0003674;GO:0005575;GO:0005739;GO:0008150;GO:0016020;GO:0016301;GO:0098542;GO:0005886	F3F19.7 (Proline-rich receptor-like kinase);Proline-rich receptor-like kinase
Cg006G232890	517	AT1G13040.1	AT1G13040.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0000325;GO:0005515;GO:0003729	Pentatricopeptide repeat-containing protein At1g13040, mitochondrial
Cg006G232900	607	AT1G13030.1	AT1G13030.1	orthologue	GO:0015030;GO:0000387;GO:0030620;GO:0030619;GO:0006396;GO:0005634	Coilin (Atcoilin)
Cg006G232910	554	AT1G13020.1	AT1G13020.1	orthologue	GO:0042803;GO:0003743;GO:0005737;GO:0003729;GO:0005576;GO:0005634	Eukaryotic translation initiation factor 4B2 (AtTif4B2) (eIF4B2) (Protein SPONTANEOUS NECROTIC SPOTS)
Cg006G232920	401	AT1G13000.1	AT1G13000.1	orthologue	GO:0005634;GO:0016757;GO:0000138;GO:0016020	Transmembrane protein, putative (DUF707)
Cg006G232930	392	AT1G12990.1	AT1G12990.1	orthologue	GO:0006487;GO:0016757;GO:0003830;GO:0006044;GO:0005794;GO:0016020	Beta-1,4-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)
Cg006G232940	332	AT1G12980.1	AT1G12980.1	orthologue	GO:0006355;GO:0009880;GO:1905392;GO:0005515;GO:0009735;GO:0000976;GO:0048825;GO:0005634;GO:0005829;GO:0003700;GO:0090708;GO:0009734;GO:0009736;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)
Cg006G232950	462	AT1G12970.1	AT1G12970.1	orthologue	GO:0035556;GO:0055046;GO:0046777;GO:0005575;GO:0004674;GO:0005515;GO:0005737	Plant intracellular Ras-group-related LRR protein 3
Cg006G232960	519	AT1G12950.1	AT1G12950.1	orthologue	GO:0022857;GO:0009705;GO:1990961;GO:0042910;GO:0048767;GO:0015297;GO:0005774;GO:0005737;GO:0016020;GO:0055085	Protein DETOXIFICATION 31 (AtDTX31) (Multidrug and toxic compound extrusion protein 31) (MATE protein 31) (Protein ROOT HAIR SPECIFIC 2)
Cg006G232970	499	AT1G12940.1, AT4G14358.1	AT1G12940.1	orthologue	GO:0005575;GO:0008150;GO:0015112;GO:0005737;GO:0005886;GO:0042128;GO:0016020;GO:0022857;GO:0055085	High affinity nitrate transporter;High affinity nitrate transporter 2.5 (AtNRT2:5)
Cg006G232980	1006	AT1G12930.1	AT1G12930.1	orthologue	GO:0006606;GO:0003674;GO:0005737	ARM repeat superfamily protein
Cg006G232990	434	AT1G12920.1	AT1G12920.1	orthologue	GO:0018444;GO:1990825;GO:0005576;GO:0002184;GO:0006415;GO:0005737;GO:0010494;GO:0003747;GO:0005829;GO:0016149	Eukaryotic peptide chain release factor subunit 1-2 (Eukaryotic release factor 1-2) (eRF1-2) (Omnipotent suppressor protein 1 homolog 2) (SUP1 homolog 2)
Cg006G233000	346	AT1G12910.1	AT1G12910.1	orthologue	GO:0048573;GO:0000976;GO:0043153;GO:0009718;GO:0005634;GO:0005737;GO:0048511;GO:0005515	WD repeat-containing protein LWD1 (Protein ANTHOCYANIN 11-A) (AtAN11-A) (Protein LIGHT-REGULATED WD1) (WD repeat-containing protein AN11-A)
Cg006G233010	400	AT1G12900.5	AT1G12900.5	orthologue	GO:0051287;GO:0006006;GO:0016620;GO:0009570;GO:0009507;GO:0004365;GO:1901149;GO:0048046;GO:0019253;GO:0009941;GO:0050661;GO:0003729;GO:0005737;GO:0005576;GO:0047100;GO:0016020	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-);Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2);glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating) (EC 1.2.1.13)
Cg006G233020	242	AT1G12890.1	AT1G12890.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0005515;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF088
Cg006G233030	229	AT1G12880.1	AT1G12880.1	orthologue	GO:0005737;GO:0005634;GO:0016462;GO:0005739;GO:0046872;GO:0016787	Nudix hydrolase 12, mitochondrial (AtNUDT12) (EC 3.6.1.-)
Cg006G233040	457	AT1G12860.1	AT1G12860.1	orthologue	GO:0005634;GO:0006355;GO:0005515;GO:0050826;GO:0010444;GO:0003700;GO:0046983;GO:0043565;GO:0000976;GO:0003677;GO:0080090	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor SCREAM2 (Basic helix-loop-helix protein 33) (AtbHLH33) (bHLH 33) (Transcription factor EN 44) (bHLH transcription factor bHLH033)
Cg006G233050	403	AT1G12850.1	AT1G12850.1	orthologue	GO:0005634;GO:0003674;GO:0009451	At1g12850/F13K23_8 (Phosphoglycerate mutase family protein)
Cg006G233060	119	AT1G12845.1	AT1G12845.1	orthologue	GO:0003674;GO:0005575;GO:0016020	At1g12845 (Transmembrane protein)
