Conringia_planisiliqua	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CP6_g7405_DN3_SP6_c.t1	247	AT4G15030.2	AT4G15030.2	orthologue	GO:0005634;GO:0016791;GO:0016311	Folate-sensitive fragile site protein
CP6_g7409_DN2_SP0_c.t1	117					
CP6_g7410_DN3_SP8_c.t1	378	AT4G15010.1	AT4G15010.1	orthologue	GO:0005739;GO:0022857;GO:0031966;GO:0006810	AT4G15010 protein (At4g15610) (Mitochondrial substrate carrier family protein)
CP6_g7411_DN2_SP0_c.t1	135	AT4G15000.1	AT4G15000.1	other	GO:0005737;GO:0005829;GO:0022625;GO:0003729;GO:0006412;GO:0022626;GO:0003735;GO:0005840;GO:1990904	Large ribosomal subunit protein eL27x (60S ribosomal protein L27-3);Ribosomal L27e protein family
CP6_g7412_DN3_SP7_c.t1	793	AT4G14990.1	AT4G14990.1	orthologue	GO:0000290;GO:0033962;GO:0003723;GO:0000932;GO:0005737;GO:0003729;GO:0006397;GO:1990726	Protein PAT1 homolog 2 (AtPAT1H2);Topoisomerase II-associated protein PAT1
CP6_g7413_DN3_SP3_c.t1	1476	AT4G14970.1	AT4G14970.1	orthologue	GO:1990918;GO:0005634;GO:0007129;GO:0007131;GO:0070182;GO:0000793;GO:0031573;GO:0036297;GO:0006281	FANCD2 (Fanconi anemia group D2 protein);Fanconi anemia group D2 protein
CP6_g7414_DN3_SP8_c.t1	242	AT4G14965.1	AT4G14965.1	orthologue	GO:0005576;GO:0003674;GO:0016020;GO:0009507;GO:0012505;GO:0008150;GO:0005496	Membrane-associated progesterone binding protein 4;Membrane-associated progesterone-binding protein 4 (AtMAPR4)
CP6_g7416_DN3_SP0_c.t1	1439	AT3G22380.2	AT3G22380.2	other	GO:0005982;GO:0042752;GO:0006979;GO:0009414;GO:0005634;GO:0032502;GO:0009737;GO:0003674;GO:0048511	Protein TIME FOR COFFEE;Time for coffee
CP6_g7417_DN3_SP8_c.t1	424	AT4G14950.1	AT4G14950.1	orthologue	GO:0003674;GO:0012505;GO:0005783;GO:0016192;GO:0010256;GO:0005789;GO:0016020;GO:0009507	SNARE associated Golgi protein family;Vacuole membrane protein KMS1 (Protein KILLING ME SLOWLY 1)
CP6_g7418_DN3_SP8_c.t1	649	AT4G14940.1	AT4G14940.1	orthologue	GO:0005507;GO:0009867;GO:0090059;GO:0052595;GO:0009753;GO:0009308;GO:0043067;GO:0048038;GO:0005576;GO:0008131;GO:0009505;GO:0009834	Primary amine oxidase 1 (AtAO1) (EC 1.4.3.21)
CP6_g7420_DN3_SP4_c.t1	312	AT4G14930.1	AT4G14930.1	orthologue	GO:0005737;GO:0005829;GO:0008252;GO:0046872;GO:0016787	At4g14930 (Expressed protein) (Survival protein SurE-like phosphatase/nucleotidase);Survival protein SurE-like phosphatase/nucleotidase
CP6_g7421_DN3_SP2_c.t1	503	AT5G26000.1, AT5G25980.2, AT5G48375.1	AT5G25980.2	other	GO:0005576;GO:0019762;GO:0019137;GO:0009507;GO:0002213;GO:0009737;GO:0022626;GO:0005777;GO:0009625;GO:0009579;GO:0048046;GO:0099503;GO:0008422;GO:0000325;GO:0009536;GO:0010119;GO:0005975;GO:0009506;GO:0009738;GO:0046872;GO:0004553	Myrosinase 1 (EC 3.2.1.147) (Beta-glucosidase 38) (AtBGLU38) (EC 3.2.1.21) (Sinigrinase 1) (Thioglucosidase 1);Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2);Putative myrosinase 3 (EC 3.2.1.147) (Beta-glucosidase 39) (AtBGLU39) (Sinigrinase 3) (Thioglucosidase 3)
CP6_g7422_DN3_SP1_c.t1	1152	AT4G14920.3	AT4G14920.3	orthologue	GO:0005634;GO:0008270;GO:0016747;GO:0003714;GO:0006357;GO:0045892;GO:0140110	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein
CP6_g7423_DN3_SP7_c.t1	279	AT4G14910.2	AT4G14910.2	orthologue	GO:0000105;GO:0004424;GO:0009507;GO:0046872	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19);Imidazoleglycerol-phosphate dehydratase 2, chloroplastic (IGPD 2) (EC 4.2.1.19) (Protein HISTIDINE BIOSYNTHESIS 5B)
CP6_g7424_DN3_SP0_c.t1	832	AT3G04110.1	AT3G04110.1	other	GO:0008066;GO:0005261;GO:0015276;GO:0005886;GO:0006814;GO:0005267;GO:0006813;GO:0009737;GO:0005262;GO:0006874;GO:0019722;GO:0071230;GO:0038023;GO:0005217;GO:0006816;GO:0005272;GO:0009416;GO:0030003;GO:0009738;GO:0016020	Glutamate receptor;Glutamate receptor 1.1;Glutamate receptor 1.1 (AtGLR1) (Ligand-gated ion channel 1.1)
CP6_g7426_DN3_SP0_c.t1	365	AT1G69100.2	AT1G69100.2	orthologue	GO:0004190;GO:0006508;GO:0005576	Aspartyl protease family protein;Eukaryotic aspartyl protease family protein (F4N2.8)
CP6_g7427_DN1_SP0_c.t1	71					
CP6_g7428_DN2_SP0_c.t1	380	AT1G69090.1	AT1G69090.1	orthologue	GO:0008150;GO:0009507;GO:0003674;;GO:0005515	F-box protein At1g69090
CP6_g7430_DN3_SP5_c.t1	541	AT4G14900.1	AT4G14900.1	orthologue	GO:0005634;GO:0005515;GO:0009908;GO:0030154	FRIGIDA-like protein 4b
CP6_g7431_DN3_SP0_c.t1	151	AT4G14890.1	AT4G14890.1	orthologue	GO:0009507;GO:0051537;GO:0022900;GO:0009055;GO:0009644;GO:0046872;GO:0051536	Ferredoxin C 1, chloroplastic (AtFdC1)
CP6_g7432_DN3_SP8_c.t1	323	AT4G14880.1	AT4G14880.1	orthologue	GO:0009507;GO:0009567;GO:1900056;GO:0019344;GO:0046686;GO:0006535;GO:0004124;GO:0005829;GO:0009860;GO:0009570;GO:0005515;GO:0000325;GO:0048046;GO:0005886;GO:0003729;GO:0005777;GO:0005634;GO:0005737	Cysteine synthase 1 (EC 2.5.1.47) (At.OAS.5-8) (Beta-substituted Ala synthase 1;1) (ARAth-Bsas1;1) (CSase A) (AtCS-A) (Cys-3A) (O-acetylserine (thiol)-lyase 1) (OAS-TL A) (O-acetylserine sulfhydrylase) (Protein ONSET OF LEAF DEATH 3)
CP6_g7433_DN3_SP0_c.t1	181	AT4G14870.1	AT4G14870.1	orthologue	GO:0009535;GO:0006605;GO:0005515;GO:0009306;GO:0010027;GO:0009507;GO:0006886;GO:0008320;GO:0016020	Preprotein translocase subunit SECE1
CP6_g7434_DN3_SP0_c.t1	209	AT4G14860.1	AT4G14860.1	orthologue	GO:0045892;GO:0005575;GO:0003674;GO:0005634	Transcription repressor OFP11 (Ovate family protein 11) (AtOFP11)
CP6_g7435_DN3_SP3_c.t1	684	AT4G14850.1	AT4G14850.1	orthologue	GO:0048364;GO:0009451;GO:0003729;GO:0005739;GO:0016125;GO:0019287;GO:0019288;GO:0034046;GO:0003723;GO:0008270;GO:0000166;GO:0050790;GO:0005515;GO:0043231	Pentatricopeptide repeat-containing protein At4g14850 (Protein LOVASTATIN INSENSITIVE 1)
CP6_g7436_DN3_SP0_c.t1	571	AT4G14840.1	AT4G14840.1	orthologue	GO:0003674;GO:0005737;GO:0008150	At4g14840 (Spindle assembly abnormal protein)
CP6_g7437_DN3_SP0_c.t1	162	AT4G14830.1	AT4G14830.1	orthologue	GO:0005634;GO:0005515	17.6 kDa class II heat shock protein (At4g14830)
CP6_g7439_DN3_SP0_c.t1	106	AT4G14819.1	AT4G14819.1	orthologue	GO:0005575;GO:0003674	DUF1677 family protein (DUF1677)
CP6_g7440_DN2_SP1_c.t1	164	AT4G14815.1	AT4G14815.1	orthologue	GO:0016020;GO:0008289;GO:0006869;GO:0005886;GO:0006508;GO:0008233;GO:0098552	Non-specific lipid transfer protein GPI-anchored 26 (AtLTPG-26) (Protein LTP-GPI-ANCHORED 26) (Xylogen like protein 8) (AtXYLP8) (AtXYP14)
CP6_g7441_DN3_SP0_c.t1	235	AT4G14805.1	AT4G14805.1	orthologue	GO:0016020;GO:0003674;GO:0005886;GO:0098552	Non-specific lipid transfer protein GPI-anchored 25 (AtLTPG-25) (Protein LTP-GPI-ANCHORED 25)
CP6_g7442_DN3_SP5_c.t1	204	AT4G14800.2	AT4G14800.2	orthologue	GO:0043161;GO:0003674;GO:0019774;GO:0005839;GO:0005773;GO:0006511;GO:0099503;GO:0010498;GO:0046686;GO:0005829;GO:0005737;GO:0000502;GO:0005634;GO:0051603	Proteasome subunit beta;Proteasome subunit beta type-2-B (20S proteasome beta subunit D-2) (Proteasome component GA) (Proteasome subunit beta type-4)
CP6_g7443_DN3_SP2_c.t1	165	AT4G14790.1	AT4G14790.1	other	GO:0016070;GO:0009561;GO:0003724;GO:0000965;GO:0045025;GO:0005739;GO:0009555;GO:0003678;GO:0003723;GO:0005524;GO:0005634;GO:0009651;GO:0009939;GO:0010929;GO:0016887;GO:0042645;GO:0080038;GO:1901002;GO:1902584	DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (EC 3.6.4.13) (ATP-dependent RNA helicase SUV3) (AtSUV3) (Protein EMBRYO SAC DEVELOPMENT ARREST 15) (Protein POLLEN DEVELOPMENT DEFECTIVE 17) (Protein POLLEN DEVELOPMENT DEFECTIVE 26) (Protein SUPPRESSOR OF VAR 3)
CP6_g7444_DN3_SP2_c.t1	393	AT4G14790.1	AT4G14790.1	orthologue	GO:0016070;GO:0009561;GO:0003724;GO:0000965;GO:0045025;GO:0005739;GO:0009555;GO:0003678;GO:0003723;GO:0005524;GO:0005634;GO:0009651;GO:0009939;GO:0010929;GO:0016887;GO:0042645;GO:0080038;GO:1901002;GO:1902584	DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (EC 3.6.4.13) (ATP-dependent RNA helicase SUV3) (AtSUV3) (Protein EMBRYO SAC DEVELOPMENT ARREST 15) (Protein POLLEN DEVELOPMENT DEFECTIVE 17) (Protein POLLEN DEVELOPMENT DEFECTIVE 26) (Protein SUPPRESSOR OF VAR 3)
CP6_g7445_DN3_SP3_c.t1	364	AT4G14780.1	AT4G14780.1	orthologue	GO:0006468;GO:0004674;GO:0005886;GO:0004712;GO:0005829;GO:0007165;GO:0001659;GO:0004713;GO:0005524;GO:0009637;GO:0010114;GO:0012505;GO:0071244;GO:1902456;GO:0004672	non-specific serine/threonine protein kinase (EC 2.7.11.1)
CP6_g7446_DN3_SP0_c.t1	677	AT4G14770.1	AT4G14770.1	orthologue	GO:0000976;GO:0005634;GO:0006355;GO:0000085;GO:0000084;GO:0003700;GO:0010440;GO:0010375;GO:0000080;GO:0046872	Protein tesmin/TSO1-like CXC 2 (AtTCX2) (Protein TSO1-like 2) (Protein SOL2);TESMIN/TSO1-like CXC 2
CP6_g7447_DN3_SP0_c.t1	1662	AT4G14760.1	AT4G14760.1	orthologue	GO:0051015;GO:0003779;GO:0005886;GO:0005634;GO:0016020	Protein NETWORKED 1B
CP6_g7448_DN3_SP0_c.t1	460	AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1	AT5G01120.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634	DUF674 family protein;Uncharacterized protein;Uncharacterized protein F7J8_100;Uncharacterized protein F7J8_120;Uncharacterized protein F7J8_130
CP6_g7449_DN3_SP5_c.t1	372	AT4G14750.3	AT4G14750.3	orthologue	GO:0003674;GO:0010091;GO:0005634;GO:0005516;GO:0005737;GO:0005856;GO:0005886;GO:0005515	IQ-domain 19;Protein IQ-DOMAIN 19 (AtIQD19) (Protein FURCA 3)
CP6_g7450_DN2_SP8_c.t1	178	AT2G18196.1	AT2G18196.1	orthologue	GO:0003674;GO:0005886;GO:0046872	Heavy metal transport/detoxification superfamily protein;Heavy metal-associated isoprenylated plant protein 30 (AtHIP30) (Protein NPCC11)
CP6_g7451_DN3_SP0_c.t1	210	AT4G14746.1	AT4G14746.1	orthologue	GO:0016020;GO:0003674	Neurogenic locus notch-like protein
CP6_g7452_DN3_SP8_c.t1	468	AT4G14740.1	AT4G14740.1	orthologue	GO:0009734;GO:0010305;GO:0007165;GO:0005634;GO:0006892;GO:0010087;GO:0005802;GO:0009507;GO:0035091;GO:0016020	Auxin canalization protein (DUF828)
CP6_g7453_DN3_SP0_c.t1	242	AT4G14730.1	AT4G14730.1	orthologue	GO:0016595;GO:0005262;GO:0005739;GO:0034620;GO:0005783;GO:0016020;GO:0030968;GO:0005886;GO:0005515;GO:0006952	Protein LIFEGUARD 1 (AtLFG1)
CP6_g7454_DN3_SP0_c.t1	117	AT4G14723.1	AT4G14723.1	orthologue	GO:0048481;GO:0010052;GO:0007267;GO:0048018;GO:0080086;GO:0010374;GO:0010073;GO:0005575;GO:0005576	EPIDERMAL PATTERNING FACTOR-like protein 4 (EPF-like protein 4) [Cleaved into: CHALLAH-LIKE2]
CP6_g7455_DN3_SP4_c.t1	320	AT4G14720.2	AT4G14720.2	orthologue	GO:0005515;GO:0048366;GO:0009611;GO:2000022;GO:0005634;GO:1901371;GO:0031347	Protein TIFY (Jasmonate ZIM domain-containing protein);Protein TIFY 4B (Protein PEAPOD 2)
CP6_g7456_DN3_SP8_c.t1	199	AT4G14710.5	AT4G14710.5	orthologue	GO:0019509;GO:0005886;GO:0005515;GO:0010309;GO:0005829;GO:0006555;GO:0005506;GO:0005634;GO:0005737;GO:0010308;GO:0016151;GO:0016491	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53);Acireductone dioxygenase 3 (Acireductone dioxygenase (Fe(2+)-requiring) 3) (ARD' 3) (Fe-ARD 3) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring) 3) (ARD 3) (Ni-ARD 3) (EC 1.13.11.53)
CP6_g7457_DN2_SP0_c.t1	384	AT1G31080.1, AT1G31090.1, AT1G67130.1, AT1G30920.1, AT5G42430.1, AT1G33010.1, AT1G33020.1, AT1G30925.1, AT1G30930.1, AT5G38810.2, AT3G57580.1, AT3G56890.1, AT3G57590.1	AT3G57590.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0005515;	F-box and associated interaction domains-containing protein;F-box associated ubiquitination effector family protein;F-box protein At1g31080;F-box protein At1g67130;F-box protein At3g57580;F-box protein At3g57590;Putative F-box protein At1g30920;Putative F-box protein At1g30925;Putative F-box protein At1g30930;Putative F-box protein At1g31090;Putative F-box protein At1g33010;Putative F-box protein At1g33020;Putative F-box protein At5g38810;Putative F-box protein At5g42430
CP6_g7458_DN2_SP0_c.t1	305	AT3G17480.1, AT1G62270.1, AT3G17490.1	AT3G17490.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;;GO:0005515	Putative F-box protein At3g17480;Putative F-box protein At3g17490;Putative F-box/kelch-repeat protein At1g62270
CP6_g7459_DN1_SP0_c.t1	177				GO:0005515	
CP6_g7464_DN3_SP8_c.t1	470	AT4G14680.2	AT4G14680.2	orthologue	GO:0070206;GO:0009970;GO:0000103;GO:0004781;GO:0004020;GO:0070814;GO:0009507;GO:0005524;GO:0009570	ATP-sulfurylase 3, chloroplastic (EC 2.7.7.4);sulfate adenylyltransferase (EC 2.7.7.4)
CP6_g7465_DN3_SP2_c.t1	427	AT4G25000.1	AT4G25000.1	orthologue	GO:0009737;GO:0005987;GO:0005509;GO:0005576;GO:0009739;GO:0048046;GO:0004556;GO:0005975;GO:0043169	Alpha-amylase 1 (AtAMY1) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)
CP6_g7466_DN3_SP0_c.t1	178	AT4G14660.1	AT4G14660.1	other	GO:0003727;GO:0000419;GO:0003697;GO:0005634;GO:0006352;GO:0006351	DNA-directed RNA polymerase V subunit 7
CP6_g7467_DN2_SP0_c.t1	134	AT4G31880.1	AT4G31880.1	other	GO:0007064;GO:0009556;GO:0006281;GO:0005634;GO:0043565;GO:0035825;GO:0006310;GO:0000785;GO:0005515;GO:0005874;GO:0010468;GO:0051301	Sister chromatid cohesion protein PDS5 homolog C (Precocious dissociation of sisters protein 5-C) (AtPDS5C);Transcriptional regulator
CP6_g7470_DN3_SP0_c.t1	78	AT3G07220.1	AT3G07220.1	other	GO:0006355;GO:0005515;GO:0006338;GO:0005634;GO:0060962;GO:0016587;GO:0043565;GO:0048638;GO:0080086;GO:0042393	FHA domain-containing protein FHA2 (Protein FORKHEAD-ASSOCIATED DOMAIN 2) (AtFHA2)
CP6_g7471_DN2_SP0_c.t1	201	AT3G07260.1	AT3G07260.1	orthologue	GO:0005634;GO:0043565;GO:0060962;GO:0006355;GO:0005515	FHA domain-containing protein FHA1 (Protein FORKHEAD-ASSOCIATED DOMAIN 1) (AtFHA1)
CP6_g7472_DN3_SP0_c.t1	200	AT4G03740.1	AT4G03740.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized protein AT4g03740 (Uncharacterized protein T5L23.25)
CP6_g7473_DN3_SP0_c.t1	585	AT4G14650.1	AT4G14650.1	orthologue	GO:0005634;GO:0003674	At4g14650
CP6_g7474_DN3_SP8_c.t1	151	AT4G14640.1	AT4G14640.1	orthologue	GO:0005515;GO:0009617;GO:0005513;GO:0005634;GO:0030234;GO:0005737;GO:0005509;GO:0019722;GO:0016460	Calmodulin 8;Calmodulin-like protein 8 (AtCaM-8)
CP6_g7475_DN3_SP8_c.t1	183	AT3G22950.1	AT3G22950.1	other	GO:0006886;GO:0006499;GO:0016192;GO:0005802;GO:0005525;GO:1903292;GO:0003924;GO:0005794;GO:0005886;GO:0005737	ADP-ribosylation factor C1 (ADP-ribosylation factor, putative) (Putative ADP-ribosylation factor)
CP6_g7476_DN3_SP2_c.t1	222	AT4G14630.1	AT4G14630.1	orthologue	GO:0030145;GO:0005886;GO:0000325;GO:0005576;GO:0048046	Germin-like protein subfamily 1 member 8
CP6_g7477_DN3_SP0_c.t1	515	AT5G17680.2	AT5G17680.2	other	GO:0007165;GO:0009507;GO:0043531;GO:0006952;GO:0016787;GO:0051707	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)
CP6_g7478_DN3_SP0_c.t1	384					
CP6_g7479_DN3_SP0_c.t1	363	AT4G14620.1	AT4G14620.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein At4g14620
CP6_g7480_DN3_SP7_c.t1	76	AT4G14615.1	AT4G14615.1	other	GO:0003674;GO:0005739;GO:0033617;GO:0016020	At4g14615 (Sporulation-specific protein)
CP6_g7481_DN3_SP0_c.t1	491	AT1G52400.1	AT1G52400.1	orthologue	GO:0008422;GO:0009414;GO:0009507;GO:0005777;GO:0009651;GO:0051993;GO:0009506;GO:0051258;GO:0010168;GO:0019762;GO:0050832;GO:0000325;GO:0042802;GO:0005783;GO:0009789;GO:0009625;GO:0009687;GO:0005634;GO:0009737;GO:0010119;GO:0005576;GO:0005975;GO:0005788;GO:0009738;GO:0080119;GO:0004553	Beta-D-glucopyranosyl abscisate beta-glucosidase (EC 3.2.1.175) (Beta-glucosidase 1) (AtBG1) (Beta-glucosidase 18) (AtBGLU18) (Beta-glucosidase homolog 1)
CP6_g7483_DN3_SP6_c.t1	493	AT4G14605.1	AT4G14605.1	orthologue	GO:0006970;GO:0005739;GO:0009651;GO:0009737;GO:0003674;GO:0009658;GO:0006353;GO:0006355;GO:0009507;GO:0042793;GO:1990837;GO:0003676;GO:0043231	Transcription termination factor MTERF5, chloroplastic (Mitochondrial transcription termination factor 5) (mTERF5) (Protein MTERF DEFECTIVE IN ARABIDOPSIS 1)
CP6_g7484_DN1_SP0_c.t1	469	AT4G14590.1	AT4G14590.1	orthologue	GO:0005737;GO:0009793;GO:0003674;GO:0005634	Embryo defective 2739
CP6_g7485_DN1_SP0_c.t1	425	AT4G14580.1	AT4G14580.1	orthologue	GO:0005737;GO:0004674;GO:0007165;GO:0005524;GO:0106310;GO:0004672;GO:0006468	CBL-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (SNF1-related kinase 3.3) (SOS2-like protein kinase PKS9)
CP6_g7486_DN3_SP0_c.t1	452	AT4G14580.1	AT4G14580.1	orthologue	GO:0005737;GO:0004674;GO:0007165;GO:0005524;GO:0106310;GO:0004672;GO:0006468	CBL-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (SNF1-related kinase 3.3) (SOS2-like protein kinase PKS9)
CP6_g7487_DN3_SP2_c.t1	826	AT4G14570.1	AT4G14570.1	orthologue	GO:0009507;GO:0005773;GO:0051289;GO:0004252;GO:0008242;GO:0005829;GO:0005634;GO:0070009;GO:0005737;GO:0009536;GO:0008238;GO:0005739;GO:0006508;GO:0008236;GO:0005515	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Oxidized protein hydrolase) (OPH);Acylamino-acid-releasing enzyme (EC 3.4.19.1)
CP6_g7488_DN3_SP3_c.t1	173	AT4G14560.1	AT4G14560.1	orthologue	GO:0005634;GO:0000976;GO:0005515;GO:0042802;GO:0009733;GO:0006355;GO:0003700;GO:0009734	Auxin-responsive protein IAA1 (Indoleacetic acid-induced protein 1)
CP6_g7489_DN3_SP0_c.t1	202	AT4G14550.2	AT4G14550.2	other	GO:0005515;GO:0000976;GO:0006355;GO:0045892;GO:0010102;GO:0009733;GO:0003700;GO:0005634;GO:0009734;GO:0016020	Auxin-responsive protein;Auxin-responsive protein IAA14 (Indoleacetic acid-induced protein 14) (Protein SOLITARY ROOT)
CP6_g7490_DN3_SP0_c.t1	277				GO:0004842	
CP6_g7491_DN2_SP0_c.t1	190	AT4G14520.1	AT4G14520.1	orthologue	GO:0005634;GO:0006352;GO:0003727;GO:0003697;GO:0003676;GO:0000428	DNA-directed RNA polymerase subunit 7-like protein
CP6_g7492_DN3_SP0_c.t1	882	AT4G14510.1	AT4G14510.1	orthologue	GO:0048316;GO:0006364;GO:0009507;GO:0008380;GO:0042794;GO:0003729;GO:0000373;GO:0005515;GO:0009536;GO:0006397;GO:1990904;GO:0003723;GO:0000375	CRM-domain containing factor CFM3B, chloroplastic (Protein CRM FAMILY MEMBER 3B) (AtCFM3b) (Protein SUPPRESSOR OF RFC THREE 2)
CP6_g7493_DN3_SP8_c.t1	441	AT4G14500.1	AT4G14500.1	orthologue	GO:0005737;GO:0008289;GO:0005634;GO:0016020	At4g14500 (Expressed protein) (Polyketide cyclase/dehydrase and lipid transport superfamily protein);Polyketide cyclase/dehydrase and lipid transport superfamily protein
CP6_g7495_DN1_SP0_c.t1	154	AT4G14490.1	AT4G14490.1	orthologue	GO:0005634;GO:0003729;GO:0032133	FHA domain-containing protein At4g14490
CP6_g7496_DN2_SP0_c.t1	89	AT3G02400.1, AT4G14490.1	AT4G14490.1	other	GO:0005634;GO:0003729;GO:0032133;GO:0005737;GO:0016559;GO:0043565	F16B3.3 protein (SMAD/FHA domain-containing protein);FHA domain-containing protein At4g14490;SMAD/FHA domain-containing protein
CP6_g7497_DN3_SP0_c.t1	483	AT4G14480.1	AT4G14480.1	orthologue	GO:0005634;GO:0044024;GO:0043539;GO:1902456;GO:0005515;GO:0005829;GO:0006468;GO:0004674;GO:0005524;GO:0046872;GO:0106310;GO:0004672	Serine/threonine-protein kinase BLUS1 (EC 2.7.11.1) (Protein BLUE LIGHT SIGNALING 1)
CP6_g7498_DN2_SP0_c.t1	279	AT4G14465.1	AT4G14465.1	orthologue	GO:0005515;GO:2000028;GO:0045824;GO:1900425;GO:0042742;GO:0003680;GO:0005634;GO:0003700;GO:0045087	AT-hook motif nuclear-localized protein 20
CP6_g7499_DN3_SP7_c.t1	136	AT4G14455.1	AT4G14455.1	orthologue	GO:0009860;GO:0005794;GO:0005484;GO:0006888;GO:0000139;GO:0005789;GO:0015031	Bet1-like SNARE 1-2 (AtBET12) (Bet1/Sft1-like SNARE 14b) (AtBS14b)
CP6_g7500_DN2_SP0_c.t1	98	AT4G14450.1	AT4G14450.1	orthologue	GO:0005737;GO:0005634;GO:0005739;GO:0005515;GO:0009507	Uncharacterized protein At4g14450, chloroplastic
CP6_g7501_DN2_SP0_c.t1	238	AT4G14440.1	AT4G14440.1	orthologue	GO:0005829;GO:0009062;GO:0004165;GO:0005634;GO:0006635;GO:0005737;GO:0008809;GO:0005777	Enoyl-CoA delta isomerase 3 (EC 5.3.3.8) (3-hydroxyacyl-CoA dehydratase 1) (Delta(3),Delta(2)-enoyl CoA isomerase 3) (AtECI3)
CP6_g7502_DN3_SP0_c.t1	240	AT4G14430.1	AT4G14430.1	orthologue	GO:0006635;GO:0080024;GO:0048767;GO:0005737;GO:0080026;GO:0004165;GO:0005777;GO:0009062	Enoyl-CoA delta isomerase 2, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 2) (AtECI2) (Indole-3-butyric acid response 10)
CP6_g7503_DN3_SP8_c.t1	157	AT4G14420.1	AT4G14420.1	orthologue	GO:0005794;GO:0003674;GO:0005783;GO:0016020	AT4g14420/dl3250c (Elicitor like protein) (HR-like lesion-inducing protein-like protein)
CP6_g7504_DN3_SP5_c.t1	287	AT4G14410.1	AT4G14410.1	orthologue	GO:0005634;GO:0046983;GO:0006355;GO:0005515;GO:0003700;GO:0006879;GO:0071333;GO:0003677	Transcription factor bHLH104 (Basic helix-loop-helix protein 104) (AtbHLH104) (bHLH 104) (Transcription factor EN 136) (bHLH transcription factor bHLH104)
CP6_g7506_DN3_SP7_c.t1	163	AT4G14385.1	AT4G14385.1	orthologue	GO:0005634;GO:0000325;GO:0035267;GO:0003674;GO:0008150;GO:0000123;GO:0006325	AT4G14385 protein (Histone acetyltransferase subunit NuA4-domain protein);Histone acetyltransferase subunit NuA4-domain protein
CP6_g7507_DN3_SP0_c.t1	204	AT4G14380.1	AT4G14380.1	orthologue	GO:0003674;GO:0005634	Cotton fiber protein
CP6_g7508_DN3_SP5_c.t1	1055	AT4G14368.1	AT4G14368.1	orthologue	GO:0003674;GO:0005737;GO:0008150;GO:0005794;GO:0008270;GO:0046872	Regulator of chromosome condensation (RCC1) family protein
CP6_g7510_DN3_SP0_c.t1	387	AT4G14365.1	AT4G14365.1	orthologue	GO:0016567;GO:0003674;GO:0005634;GO:0008270;GO:0016740;GO:0005515	Putative E3 ubiquitin-protein ligase XBAT34 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT34) (Protein XB3 homolog 4) (RING-type E3 ubiquitin transferase XBAT34)
CP6_g7512_DN3_SP8_c.t1	535	AT4G14350.1	AT4G14350.1	orthologue	GO:0004674;GO:0005737;GO:0035556;GO:0016301;GO:0009524;GO:0005634;GO:0005524;GO:0106310;GO:0004672;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
CP6_g7513_DN2_SP0_c.t1	296	AT1G45063.1	AT1G45063.1	orthologue	GO:0005886;GO:0005576;GO:0008150;GO:0009055	Copper ion binding / electron carrier protein
CP6_g7514_DN3_SP0_c.t1	329	AT3G52610.1	AT3G52610.1	other	GO:0005634;GO:0003674;;GO:0003723;GO:0003676	GATA zinc finger protein
CP6_g7515_DN3_SP8_c.t1	467	AT4G14340.1	AT4G14340.1	orthologue	GO:0046777;GO:0005634;GO:0007165;GO:0004674;GO:0005737;GO:0006897;GO:0005739;GO:0016310;GO:0006468;GO:0005524;GO:0106310;GO:0004672	Casein kinase 1-like protein 11 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 11);non-specific serine/threonine protein kinase (EC 2.7.11.1)
