Aethionema_saxatile	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
As010G241770	377	AT1G30920.1, AT1G30925.1, AT1G30930.1, AT1G31080.1, AT1G31090.1, AT1G33010.1, AT1G33020.1, AT1G60370.1, AT1G67130.1, AT3G56890.1, AT3G57580.1, AT3G57590.1, AT5G38810.2, AT5G42430.1	AT1G33020.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0005515;GO:0048364	F-box and associated interaction domains-containing protein;F-box associated ubiquitination effector family protein;F-box protein At1g31080;F-box protein At1g67130;F-box protein At3g57580;F-box protein At3g57590;Putative F-box protein At1g30920;Putative F-box protein At1g30925;Putative F-box protein At1g30930;Putative F-box protein At1g31090;Putative F-box protein At1g33010;Putative F-box protein At1g33020;Putative F-box protein At1g60370;Putative F-box protein At5g38810;Putative F-box protein At5g42430
As010G241780	110	AT1G78460.1	AT1G78460.1	orthologue	GO:0005737;GO:0003674	AT1G78460 protein (F3F9.3) (SOUL heme-binding family protein) (T30F21.20 protein)
As010G241790	90	AT1G78460.1	AT1G78460.1	other	GO:0005737;GO:0003674	AT1G78460 protein (F3F9.3) (SOUL heme-binding family protein) (T30F21.20 protein)
As010G241800	516	AT1G17060.1	AT1G17060.1	other	GO:0005575;GO:0009826;GO:0016131;GO:0009416;GO:0090411;GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	Cytochrome P450 72C1 (EC 1.14.-.-) (Protein CHIBI 2) (Protein DWARFISH WITH LOW FERTILITY) (Protein SHRINK 1) (Protein SUPPRESSOR OF PHYB-4 PROTEIN 7)
As010G241810	535	AT1G17060.1	AT1G17060.1	other	GO:0005575;GO:0009826;GO:0016131;GO:0009416;GO:0090411;GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	Cytochrome P450 72C1 (EC 1.14.-.-) (Protein CHIBI 2) (Protein DWARFISH WITH LOW FERTILITY) (Protein SHRINK 1) (Protein SUPPRESSOR OF PHYB-4 PROTEIN 7)
As010G241820	765	AT1G78500.1	AT1G78500.1	other	GO:0005811;GO:0042299;GO:0031559;GO:0016104;GO:0042300;GO:0016866	Seco-amyrin synthase (EC 5.4.99.52) (EC 5.4.99.54) (Alpha-seco-amyrin synthase) (Beta-seco-amyrin synthase) (Pentacyclic triterpene synthase 6) (AtPEN6)
As010G241830	484	AT1G78490.1	AT1G78490.1	other	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As010G241840	768	AT1G78500.1, AT3G29255.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT5G42600.1, AT5G48010.2	AT1G78500.1	other	GO:0005739;GO:0042300;GO:0005811;GO:0016104;GO:0080011;GO:0010686;GO:0042299;GO:0031559;GO:0010263;GO:0051746;GO:0048364;GO:0080003;GO:0009629;GO:0009416;GO:0009506;GO:0005783;GO:0034074;GO:0034075;GO:0005634;GO:0016829;GO:0016866	Arabidiol synthase (EC 4.2.1.124) (Pentacyclic triterpene synthase 1) (AtPEN1);Baruol synthase (AtBARS1) (EC 5.4.99.57) (Pentacyclic triterpene synthase 2) (AtPEN2);Marneral synthase (AtMRN1) (EC 5.4.99.53) (Pentacyclic triterpene synthase 5) (AtPEN5);Pentacyclic triterpene synthase 1;Putative pentacyclic triterpene synthase 7 (AtPEN7) (EC 5.4.99.-);Seco-amyrin synthase (EC 5.4.99.52) (EC 5.4.99.54) (Alpha-seco-amyrin synthase) (Beta-seco-amyrin synthase) (Pentacyclic triterpene synthase 6) (AtPEN6);Terpene cyclase/mutase family member (EC 5.4.99.-);Thalianol synthase 1 (AtTHAS1) (EC 5.4.99.31) (Oxidosqualene cyclase) (Pentacyclic triterpene synthase 4) (AtPEN4);Tirucalladienol synthase (EC 5.4.99.56) (Pentacyclic triterpene synthase 3) (AtPEN3)
As010G241850	522	AT1G17060.1	AT1G17060.1	other	GO:0005575;GO:0009826;GO:0016131;GO:0009416;GO:0090411;GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	Cytochrome P450 72C1 (EC 1.14.-.-) (Protein CHIBI 2) (Protein DWARFISH WITH LOW FERTILITY) (Protein SHRINK 1) (Protein SUPPRESSOR OF PHYB-4 PROTEIN 7)
As010G241860	136	AT1G55940.2, AT1G78490.1, AT3G44970.1, AT5G48000.1	AT3G44970.1	other	GO:0004497;GO:0005506;GO:0016132;GO:0016705;GO:0005575;GO:0020037;GO:0010268;GO:0005783;GO:0009507;GO:0080003;GO:0048364;GO:0080014;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450 708A2 (EC 1.14.-.-) (Thalianol hydroxylase) (AtTHAH);Cytochrome P450 family protein;Cytochrome P450 superfamily protein;Cytochrome P450, family 708, subfamily A, polypeptide 2;Cytochrome P450, family 708, subfamily A, polypeptide 3
As010G241870	329	AT3G44970.1	AT3G44970.1	orthologue	GO:0004497;GO:0005506;GO:0016132;GO:0016705;GO:0005575;GO:0020037;GO:0010268;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450 superfamily protein
As010G241880	481	AT3G44970.1	AT3G44970.1	orthologue	GO:0004497;GO:0005506;GO:0016132;GO:0016705;GO:0005575;GO:0020037;GO:0010268;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450 superfamily protein
As010G241890	355	AT1G78530.1	AT1G78530.1	orthologue	GO:0004672;GO:0004674;GO:0007165;GO:0016310;GO:0005886;GO:0005524;GO:0106310;GO:0016020;GO:0006468	Protein kinase superfamily protein;Receptor-like serine/threonine-protein kinase At1g78530 (EC 2.7.11.1)
As010G241900	651	AT1G78540.2	AT1G78540.2	orthologue	GO:0006355;GO:0005737;GO:0005634;GO:0007165;GO:0000978;GO:0000981;GO:0006357;GO:0003700	SH2 domain-containing protein B (AtSHB) (STAT-type linker-SH2 domain factor B)
As010G241910	367	AT1G78550.1	AT1G78550.1	orthologue	GO:0003674;GO:0008150;GO:0005737;GO:0016491;GO:0046872	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (Putative flavanone 3-hydroxylase) (T30F21.12 protein)
As010G241920	399	AT1G78560.1	AT1G78560.1	orthologue	GO:0098717;GO:0009706;GO:0009941;GO:0015887;GO:0015233;GO:0009507;GO:0016020	Probable sodium/metabolite cotransporter BASS1, chloroplastic (Bile acid transporter 2) (Bile acid-sodium symporter family protein 1)
As010G241930	401	AT1G78560.1	AT1G78560.1	orthologue	GO:0098717;GO:0009706;GO:0009941;GO:0015887;GO:0015233;GO:0009507;GO:0016020	Probable sodium/metabolite cotransporter BASS1, chloroplastic (Bile acid transporter 2) (Bile acid-sodium symporter family protein 1)
As010G241940	669	AT1G78570.1	AT1G78570.1	orthologue	GO:0051555;GO:0010253;GO:0005739;GO:0010315;GO:0030154;GO:0050377;GO:0010280;GO:0009506;GO:0010494;GO:0042127;GO:0009507;GO:0008460;GO:0005829;GO:0016491;GO:0016853;GO:0071555;GO:0009225	Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1 (Protein REPRESSOR OF LRX1 1) (Rhamnose biosynthetic enzyme 1) (AtRHM1) [Includes: UDP-glucose 4,6-dehydratase (EC 4.2.1.76); UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose 4-keto-reductase (EC 1.1.1.-) (EC 5.1.3.-)]
As010G241950	956	AT1G78580.1	AT1G78580.1	orthologue	GO:0010182;GO:0048364;GO:0048574;GO:0005992;GO:0009793;GO:0016757;GO:0005737;GO:0009832;GO:0070413;GO:0080186;GO:0009507;GO:0005634;GO:0003825;GO:0005991;GO:0051301;GO:0005576;GO:0005773;GO:0003824;GO:0004805;GO:0005829	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 1) (AtTPS1)
As010G241970	90					
As010G241980	317	AT1G78590.2	AT1G78590.2	orthologue	GO:0006741;GO:0005829;GO:0019674;GO:0003951;GO:0005737;GO:0042736;GO:0042802;GO:0005524	NADH kinase (AtNADK-3) (EC 2.7.1.86);NADH kinase (EC 2.7.1.86)
As010G241990	299	AT1G78600.2	AT1G78600.2	orthologue	GO:0009641;GO:0010099;GO:0005634;GO:0006355;GO:0009658;GO:0000976;GO:0009718;GO:0016607;GO:0009640;GO:0015995;GO:0008270;GO:0005515;GO:0003700	B-box zinc finger protein 22 (Protein DOUBLE B-BOX 3) (Protein LIGHT-REGULATED ZINC FINGER PROTEIN 1) (Protein SALT TOLERANCE HOMOLOG 3);Light-regulated zinc finger protein 1
As010G242000	848	AT1G78610.1	AT1G78610.1	orthologue	GO:0009506;GO:0005886;GO:0005634;GO:0008381;GO:0000325;GO:0006820;GO:0034220;GO:0016020;GO:0055085	Mechanosensitive ion channel protein 6 (Mechanosensitive channel of small conductance-like 6) (MscS-Like protein 6)
As010G242010	333	AT1G78620.2	AT1G78620.2	orthologue	GO:0010189;GO:0033306;GO:0031969;GO:0009941;GO:0009706;GO:0042371;GO:0009507;GO:0009536;GO:0010276;GO:0005739;GO:0102763;GO:0016020	Protein VTE6, chloroplastic;Protein VTE6, chloroplastic (Phytyl-P kinase) (EC 2.7.4.-) (Vitamin E deficient 6)
As010G242020	240	AT1G78630.1	AT1G78630.1	orthologue	GO:0009941;GO:0003729;GO:0009507;GO:0009793;GO:0009570;GO:0003735;GO:0022625;GO:0005739;GO:0017148;GO:0006412;GO:0005840;GO:0009579;GO:1990904	Large ribosomal subunit protein uL13c (50S ribosomal protein L13, chloroplastic) (CL13) (Protein EMBRYO DEFECTIVE 1473)
As010G242030	513	AT1G78650.1	AT1G78650.1	orthologue	GO:0043625;GO:0005634;GO:1904161;GO:0003887;GO:0006271;GO:0006297;GO:0006260	DNA polymerase delta subunit 3
As010G242040	356	AT1G78660.1	AT1G78660.1	other	GO:0034722;GO:0008242;GO:0005576;GO:0005773;GO:0046900;GO:0016787	Gamma-glutamyl hydrolase 1 (AtGGH1) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
As010G242050	352	AT1G78670.1	AT1G78670.1	orthologue	GO:0034722;GO:0000325;GO:0005773;GO:0005576;GO:0046900;GO:0008242;GO:0016787	Probable gamma-glutamyl hydrolase 3 (AtGGH3) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
As010G242060	356	AT1G78680.1	AT1G78680.1	orthologue	GO:0005576;GO:0008242;GO:0034722;GO:0005773;GO:0005615;GO:0046900;GO:0000325;GO:0009505;GO:0016787	folate gamma-glutamyl hydrolase (EC 3.4.19.9);Gamma-glutamyl hydrolase 2 (AtGGH2) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
As010G242070	284	AT1G78690.1	AT1G78690.1	orthologue	GO:0005634;GO:0006650;GO:0005886;GO:0016746;GO:0008374;GO:0006644;GO:0071617;GO:0008654;GO:0016020	N-acylphosphatidylethanolamine synthase (NAPE synthase) (EC 2.3.1.-) (Lysoglycerophospholipid acyltransferase) (Monolysocardiolipin acyltransferase);Tafazzin family protein
As010G242080	431	AT1G78700.1	AT1G78700.1	orthologue	GO:0003700;GO:0006351;GO:0006355;GO:0009742;GO:0005634;GO:0003677;GO:0016740	BES1/BZR1 homolog protein 4
As010G242090	544	AT1G78770.1	AT1G78770.1	orthologue	GO:0031145;GO:0016567;GO:0005680;GO:0005515;GO:0045842;GO:0051301;GO:0032875;GO:0010087;GO:0005737;GO:0005634	Anaphase-promoting complex subunit 6 (Cell division cycle protein 16 homolog) (CDC16 homolog) (Cyclosome subunit 6) (Protein NOMEGA)
As010G242110	104	AT1G78790.1	AT1G78790.1	orthologue	GO:0005634;GO:0003674;GO:0000712;GO:0051382;GO:0031297;GO:0007129;GO:0071821;GO:0003677;GO:0006281;GO:0006310	Centromere protein X;Protein MHF2 homolog (AtMHF2)
As010G242120	403	AT1G78800.1	AT1G78800.1	orthologue	GO:0012505;GO:0006486;GO:0004378;GO:0016757;GO:0005575;GO:0102704;GO:0000033;GO:0005789;GO:0006488;GO:0006490;GO:0009101	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase)
As010G242130	474	AT1G78810.1	AT1G78810.1	orthologue	GO:0005634;GO:0003674;GO:0008150	Uncharacterized protein;Uncharacterized protein At1g78810
As010G242140	195	AT1G16910.1, AT1G78815.1	AT1G78815.1	orthologue	GO:0009299;GO:0090698;GO:0003674;GO:0005634;GO:0005739;GO:0009416;GO:0003677	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 7 (Protein ORGAN BOUNDARY 7);Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 8 (Protein ORGAN BOUNDARY 8)
As010G242160	454	AT1G78830.1	AT1G78830.1	other	GO:0005576;GO:0099503;GO:0048046;GO:0009506;GO:0005886;GO:0005794;GO:0003674;GO:0009505;GO:0005739;GO:1990641;GO:0030246	EP1-like glycoprotein 2 (Curculin-like (Mannose-binding) lectin family protein)
As010G242170	452	AT1G78830.1, AT1G78820.1	AT1G78830.1	orthologue	GO:0005576;GO:0099503;GO:0048046;GO:0009506;GO:0005886;GO:0005794;GO:0003674;GO:0009505;GO:0005739;GO:1990641;GO:0030246	EP1-like glycoprotein 1;EP1-like glycoprotein 2 (Curculin-like (Mannose-binding) lectin family protein)
As010G242180	536	AT3G10530.1	AT3G10530.1	orthologue	GO:0000462;GO:0080008;GO:0003674;GO:0032040;GO:0005730;GO:0005634;GO:0030686;GO:0005515	F18K10.11 protein (Transducin/WD40 repeat-like superfamily protein)
As010G242190	444	AT1G78860.1, AT1G78850.1	AT1G78850.1	orthologue	GO:0009505;GO:0005576;GO:0071456;GO:1904383;GO:0000325;GO:0048046;GO:0005539;GO:0099503;GO:0005739;GO:0005794;GO:0003674;GO:0030246	EP1-like glycoprotein 3 (Curculin-like (Mannose-binding) lectin family protein) (Putative receptor-like protein kinase-like protein);EP1-like glycoprotein 4 (Curculin-like (Mannose-binding) lectin family protein)
As010G242200	153	AT1G78870.2	AT1G78870.2	orthologue	GO:0009507;GO:0006511;GO:0005515;GO:0006301;GO:0005739;GO:0061631;GO:0005634;GO:0010053;GO:0070534;GO:0016567;GO:0004842;GO:0031372;GO:0010039;GO:0005524;GO:0016740	Ubiquitin-conjugating enzyme 35;Ubiquitin-conjugating enzyme E2 35 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 35) (Ubiquitin carrier protein 35)
As010G242210	474	AT1G78880.1	AT1G78880.1	orthologue	GO:2001007;GO:0005886;GO:0003674;GO:0006508;GO:0008233	F9K20.7 protein (Ubiquitin-specific protease family C19-related protein)
As010G242220	159	AT1G78890.1	AT1G78890.1	orthologue	GO:0009507;GO:0003674	At1g78890
As010G242230	164	AT1G78895.1	AT1G78895.1	orthologue	GO:0003674;GO:0005575;GO:0005789	Reticulon-like protein B22 (AtRTNLB22)
As010G242240	623	AT1G78900.1	AT1G78900.1	orthologue	GO:0009941;GO:0005829;GO:0007030;GO:0005886;GO:0002020;GO:0005794;GO:0000325;GO:0005773;GO:0005774;GO:0046961;GO:1902600;GO:0009505;GO:0016887;GO:0009507;GO:0033180;GO:0005739;GO:0009506;GO:0009555;GO:0005737;GO:0046933;GO:0005524;GO:0046034	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar H(+)-ATPase subunit A) (Vacuolar proton pump subunit alpha)
As010G242250	488	AT1G78910.1	AT1G78910.1	orthologue	GO:0003723;GO:0000455;GO:0009982;GO:0005739;GO:0001522;GO:0005634;GO:0009451	Pseudouridine synthase family protein;RNA pseudouridine synthase 3, mitochondrial (EC 5.4.99.-) (RNA pseudouridylate synthase 3) (RNA-uridine isomerase 3)
As010G242260	387	AT1G78915.3	AT1G78915.3	orthologue	GO:0009535;GO:0009507;GO:0005515;GO:0005739;GO:0005634;GO:0006355	At1g78915 (Tetratricopeptide repeat (TPR)-like superfamily protein);Tetratricopeptide repeat (TPR)-like superfamily protein
As010G242270	802	AT1G16780.1	AT1G16780.1	orthologue	GO:0005886;GO:0008150;GO:0005773;GO:0005794;GO:0009678;GO:0004427;GO:0000139;GO:0046872;GO:0016020;GO:1902600	Pyrophosphate-energized membrane proton pump 3 (EC 7.1.3.1) (AVP1-like protein 2) (Pyrophosphate-energized inorganic pyrophosphatase 3) (H(+)-PPase 3)
As010G242280	230	AT1G78922.1	AT1G78922.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0016020	Transmembrane protein
As010G242290	596	AT1G78930.1	AT1G78930.1	orthologue	GO:0006355;GO:0005739;GO:0003690;GO:0009507;GO:0003676;GO:0006353;GO:0043231	Mitochondrial transcription termination factor family protein
As010G242300	761	AT1G78940.2	AT1G78940.2	orthologue	GO:0004672;GO:0016310;GO:0005524;GO:0005634;GO:0016301;GO:0006468;GO:0016787	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
As010G242310	759	AT1G78950.2	AT1G78950.2	orthologue	GO:0016104;GO:0005811;GO:0042300;GO:0005634;GO:0016866	Beta-amyrin synthase (AtBAS) (EC 5.4.99.39) (Lupeol synthase 4) (AtLUP4);Terpene cyclase/mutase family member (EC 5.4.99.-)
As010G242320	763	AT1G78955.1	AT1G78955.1	orthologue	GO:0016104;GO:0042300;GO:0005811;GO:0005634;GO:0090438;GO:0016866	Camelliol C synthase (EC 5.4.99.38) (Lupeol synthase 3) (AtLUP3);Camelliol C synthase 1;Terpene cyclase/mutase family member (EC 5.4.99.-)
As010G242330	763	AT1G78960.1	AT1G78960.1	other	GO:0016104;GO:0042300;GO:0005634;GO:0019745;GO:0042299;GO:0005811;GO:0031559;GO:0016866	Amyrin synthase LUP2 (EC 5.4.99.39) (EC 5.4.99.40) (EC 5.4.99.41) (Alpha-amyrin synthase) (Beta-amyrin synthase) (Lupeol synthase 2) (AtLUP2);Terpene cyclase/mutase family member (EC 5.4.99.-)
As010G242340	763	AT1G66960.2, AT1G78970.1	AT1G78970.1	other	GO:0005739;GO:0005634;GO:0016104;GO:0005811;GO:0042300;GO:0102245;GO:0042299;GO:0019745;GO:0016020;GO:0031559;GO:0016866	Lupeol synthase 1 (AtLUP1) (EC 5.4.99.41) ((S)-2,3-epoxysqualene synthase) (EC 4.2.1.128) (Beta-amyrin synthase) (EC 5.4.99.39) (Germanicol synthase) (EC 5.4.99.34) (Lupan-3-beta,20-diol synthase);Lupeol synthase 5 (AtLUP5) (EC 5.4.99.-);Terpene cyclase/mutase family member (EC 5.4.99.-)
As010G242350	695	AT1G78980.1	AT1G78980.1	orthologue	GO:0016310;GO:0005515;GO:0009507;GO:0007165;GO:0016301;GO:0004672;GO:0005886;GO:0005524;GO:0016020;GO:0006468	Protein STRUBBELIG-RECEPTOR FAMILY 5 (Leucine-rich repeat receptor kinase-like protein SRF5)
As010G242360	456	AT1G78990.1, AT1G32910.1	AT1G78990.1	orthologue	GO:0005634;GO:0016747;GO:0005737	HXXXD-type acyl-transferase family protein;HXXXD-type acyl-transferase family protein (Highly similar to YUP8H12R.39)
As010G242370	154	AT1G78995.1	AT1G78995.1	orthologue	GO:0005575;GO:0003674	At1g78995 (Expressed protein)
As010G242380	1696	AT1G79000.2	AT1G79000.2	orthologue	GO:0009294;GO:0045944;GO:0005634;GO:0004402;GO:0048573;GO:0006357;GO:0031490;GO:0016592;GO:0006355;GO:0005515;GO:0003713;GO:0006473;GO:0005667;GO:0000123;GO:0008270;GO:0009908;GO:0003712;GO:0016573	histone acetyltransferase (EC 2.3.1.48);Histone acetyltransferase HAC1 (EC 2.3.1.48)
As010G242390	222	AT1G79010.1	AT1G79010.1	other	GO:0006120;GO:0045271;GO:0032981;GO:0003954;GO:0008137;GO:0005739;GO:0046872;GO:0016020;GO:0051539;GO:0016651;GO:0005747;GO:0009060	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-A, mitochondrial (EC 7.1.1.2)
As010G242400	458	AT1G79020.1	AT1G79020.1	orthologue	GO:0006357;GO:0006355;GO:0035267;GO:0005634;GO:0032777;GO:0005515	Enhancer of polycomb-like protein
As010G242410	558	AT1G79030.1	AT1G79030.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Chaperone DnaJ-domain superfamily protein
As010G242420	141	AT1G79040.1	AT1G79040.1	orthologue	GO:0009535;GO:0009507;GO:0009654;GO:0010270;GO:0005515;GO:0009579;GO:0009534;GO:0005739;GO:0003729;GO:0009523;GO:0015979;GO:0042651	Photosystem II 10 kDa polypeptide, chloroplastic
As010G242430	435	AT1G79050.1	AT1G79050.1	orthologue	GO:0016887;GO:0006974;GO:0003697;GO:0006281;GO:0009507;GO:0140664;GO:0005524;GO:0006310;GO:0009570;GO:0003677;GO:0006259;GO:0008094	DNA repair protein recA homolog 1, chloroplastic (Recombinase A homolog 1);RecA DNA recombination family protein
As010G242440	428	AT1G79060.1	AT1G79060.1	orthologue	GO:0005634;GO:0003674	At1g79060 (TPRXL) (YUP8H12R.32 protein)
As010G242450	154	AT1G79070.1	AT1G79070.1	orthologue	GO:0008333;GO:0005634;GO:0030141;GO:0006886;GO:0032418;GO:0007040;GO:0000149;GO:0031083;GO:0008021;GO:0016079;GO:0099078;GO:2000300	Biogenesis of lysosome-related organelles complex 1 subunit 7
As010G242460	581	AT1G79080.1	AT1G79080.1	orthologue	GO:0003729;GO:0009507;GO:0005515	Pentatricopeptide repeat-containing protein At1g79080, chloroplastic
As010G242470	798	AT1G79090.1	AT1G79090.1	orthologue	GO:0033962;GO:0000932;GO:0005515;GO:0005737;GO:0000290;GO:0045087;GO:0003723;GO:0003729;GO:0006397;GO:1990726	Protein PAT1 homolog (AtPAT1)
As010G242480	374	AT1G16610.3, AT1G79100.1	AT1G16610.3	other	GO:0000398;GO:0010182;GO:0005737;GO:0009737;GO:0000381;GO:0008380;GO:0005515;GO:0005730;GO:0061574;GO:0005634;GO:0005654;GO:0016607;GO:0005575;GO:0003723;GO:0005681;GO:0006397;GO:0003676	Arginine/serine-rich 45;Arginine/serine-rich protein-like protein;Serine/arginine-rich splicing factor SR45 (At-SR45) (AtSR45) (Serine/arginine-rich ribonucleoprotein 1)
As010G242490	363	AT1G79110.1	AT1G79110.1	orthologue	GO:0005737;GO:0043161;GO:0043067;GO:0004842;GO:0006952;GO:0008270;GO:0016740	Probable BOI-related E3 ubiquitin-protein ligase 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRG2);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
As010G242500	414	AT1G79120.1	AT1G79120.1	orthologue	GO:0003723;GO:0005739;GO:0016787	Ubiquitin carboxyl-terminal hydrolase family protein (YUP8H12R.26 protein)
As010G242510	330	AT1G16520.1	AT1G16520.1	orthologue	GO:0003674;GO:0005634;GO:0010168;GO:0080119	At1g16520 (F3O9.32 protein) (Interactor of constitutive active ROPs protein)
As010G242520	836	AT1G79150.1	AT1G79150.1	orthologue	GO:0005730;GO:0005634;GO:0005654;GO:0005515;GO:0006270;GO:0003682;GO:0006260;GO:0042254	Nucleolar complex-associated protein 3 (AtNOC3)
As010G242530	237	AT1G79160.1	AT1G79160.1	orthologue	GO:0005575;GO:0003674	Filamentous hemagglutinin transporter
As010G242540	281	AT1G79180.2	AT1G79180.2	orthologue	GO:0003700;GO:0005515;GO:0000976;GO:0009809;GO:0045893;GO:0005634;GO:2000652;GO:0009411;GO:0010468	Myb domain protein 63;Transcription factor MYB63 (Myb-related protein 63) (AtMYB63)
As010G242550	1333	AT1G79190.2	AT1G79190.2	other	GO:0003674;GO:0005737;GO:0005634	ARM repeat superfamily protein
As010G242560	159	AT1G79200.1	AT1G79200.1	orthologue	GO:0010928;GO:0005634;GO:0051782;GO:0071365;GO:0048480;GO:0048479;GO:0048467;GO:0003674;GO:0009734;GO:0051301	Style cell-cycle inhibitor 1 (AtSCI1)
As010G242570	235	AT1G16470.1	AT1G16470.1	other	GO:0009507;GO:0019773;GO:0043161;GO:0006511;GO:0010043;GO:0005839;GO:0022626;GO:0005829;GO:0003674;GO:0005634;GO:0000502;GO:0051603	Proteasome subunit alpha type-2-A (20S proteasome alpha subunit B-1) (Proteasome component 3)
As010G242580	409	AT1G79220.1	AT1G79220.1	orthologue	GO:0009733;GO:0009737;GO:0009735;GO:0006355;GO:0009739;GO:0003690;GO:0005739;GO:0003676;GO:0006353;GO:0009507;GO:0009658;GO:0043231	Mitochondrial transcription termination factor family protein (YUP8H12R.18 protein)
As010G242590	384	AT1G79230.1	AT1G79230.1	orthologue	GO:0005829;GO:0009507;GO:0004792;GO:0005739;GO:0009793;GO:0016783;GO:0016784	Sulfurtransferase;Thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial (EC 2.8.1.1) (EC 2.8.1.2) (AtMST1) (Rhodanese homolog protein 1) (AtRDH1) (Sulfurtransferase 1) (AtStr1)
