Brassica_rapa	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_033131963.1	477	AT4G15550.1	AT4G15550.1	other	GO:0080043;GO:0016757;GO:0080044;GO:0005634;GO:0005737;GO:0009636;GO:0035251;GO:0008194	UDP-glycosyltransferase 75D1 (EC 2.4.1.-)
XP_033131964.1	163	AT2G25700.1	AT2G25700.1	other	GO:0005634;GO:0016567;GO:0005515;GO:0031146;GO:0006511;GO:0005737;GO:0097602;GO:0009733;GO:0009734;GO:0009753;GO:0009867;GO:0019005	SKP1-like protein 3 (AtSK3)
XP_033131966.1	98	AT1G76010.1	AT1G76010.1	other	GO:0003729;GO:0000932;GO:0034605;GO:0010494;GO:0005739;GO:0005576;GO:0003723;GO:0005634;GO:0003676	Alba DNA/RNA-binding protein (At1g76010/T4O12_22)
XP_033131970.1	431	AT1G76310.3	AT1G76310.3	orthologue	GO:0005737;GO:0005515;GO:0005634;GO:0016538;GO:0044772;GO:0000307;GO:0000082;GO:0005815;GO:0010332;GO:0051301	CYCLIN B24;Cyclin-B2-4 (G2/mitotic-specific cyclin-B2-4) (CycB2;4)
XP_033131971.1	451	AT1G76360.1	AT1G76360.1	orthologue	GO:0016310;GO:0006468;GO:0003674;GO:0005575;GO:0004674;GO:0005524;GO:0005886;GO:0004672	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_033131972.1	363	AT1G76340.1	AT1G76340.1	other	GO:0015297;GO:0015780;GO:0005338;GO:0005886;GO:0000139;GO:0005794	GDP-mannose transporter GONST3 (Protein GOLGI NUCLEOTIDE SUGAR TRANSPORTER 3)
XP_033131973.1	926	AT3G28550.1, AT3G54580.1, AT3G54590.3	AT2G27000.1	orthologue	GO:0005199;GO:0005575;GO:0009664;GO:0005576;GO:0009530;GO:0016020	Extensin-2 (AtExt2) (Cell wall hydroxyproline-rich glycoprotein 1) (HRGP1);Hydroxyproline-rich glycoprotein;Proline-rich extensin-like family protein
XP_033131975.1	387	AT2G13770.1	AT2G13770.1	other	GO:0008150;GO:0005575;GO:0003674	Nuclease
XP_033131980.1	470	AT3G54470.1	AT3G54470.1	orthologue	GO:0006207;GO:0004588;GO:0016036;GO:0004590;GO:0009220;GO:0044205;GO:0019856;GO:0006222;GO:0005737;GO:0006221	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMPdecase)]
XP_033131981.1	296					
XP_033131982.1	392	AT3G54380.1	AT3G54380.1	orthologue	GO:0006406;GO:0005634;GO:0005737;GO:0005739;GO:0003674;GO:0070390;GO:0016020	SAC3 family protein C;SAC3/GANP/Nin1/mts3/eIF-3 p25 family
XP_033131984.1	461	AT1G80510.1	AT1G80510.1	orthologue	GO:0005789;GO:0009737;GO:0005774;GO:0034605;GO:0005886;GO:0003333;GO:0016020;GO:0015179;GO:0015171;GO:0006865	Amino acid transporter AVT6E (AtAvt6E)
XP_033131985.1	432	AT1G80370.1	AT1G80370.1	orthologue	GO:0005634;GO:0010374;GO:0051301;GO:0000307;GO:0016538;GO:0005737;GO:0000082;GO:0010389;GO:0005515;GO:0044772	Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4)
XP_033131986.1	377				GO:0005515	
XP_033131987.1	1161	AT1G76630.2	AT1G76630.2	orthologue	GO:0006401;GO:1904278;GO:0055087;GO:0005737;GO:0016441;GO:0000956;GO:0070478;GO:0003674;GO:0003677;GO:0005515;GO:0034427	Tetratricopeptide repeat (TPR)-like superfamily protein;Tetratricopeptide repeat protein SKI3 (Protein SKI3 homolog) (AtSKI3)
XP_033131991.1	41	AT1G76728.1	AT1G76728.1	other	GO:0003674;GO:0008150;GO:0009507;GO:0016020	Transmembrane protein
XP_033131992.1	187	AT1G76710.3	AT1G76710.3	other	GO:0005634;GO:0006281;GO:0006355;GO:0010228;GO:0042054;GO:0010224;GO:0140999;GO:0000785;GO:0046975;GO:0000775;GO:0009908;GO:0032259;GO:0005694;GO:0005515	Histone-lysine N-methyltransferase ASHH1 (EC 2.1.1.354) (ASH1 homolog 1) (Protein SET DOMAIN GROUP 26);SET domain group 26
XP_033131993.1	550				GO:0008270;GO:0003676	
XP_033131994.1	607	AT1G18050.1, AT3G30370.1, AT5G15685.1	AT3G30370.1	other	GO:0003723;GO:0005686;GO:0071004;GO:0045292;GO:0071013;GO:0005634;GO:0003674;GO:0008150;GO:0008270	MuDR family transposase;Mutator transposase MUDRA protein;SWAP/surp RNA-binding domain protein
XP_033131995.1	590	AT1G34480.1, AT3G21210.1, AT5G01480.1	AT5G01480.1	other	GO:0003674;GO:0008150;GO:0005634;GO:0008270;GO:0016020	Cysteine/Histidine-rich C1 domain family protein;Cysteine/Histidine-rich C1 domain family protein (F12K21.20);Putative CHP-rich zinc finger protein (Zinc ion binding protein)
XP_033131996.1	311	AT1G67660.1	AT1G67660.1	orthologue	GO:0005634;GO:0003674;GO:0009507;GO:0004519;GO:0006281	F12A21.19 (Restriction endonuclease, type II-like superfamily protein);Restriction endonuclease, type II-like superfamily protein
XP_033132001.1	979				GO:0008270	
XP_033132002.1	154	AT2G07800.1	AT2G07800.1	other	GO:0005575;GO:0008150;GO:0003674;;GO:0008270	Transmembrane protein
XP_033132003.1	665				GO:0005634;GO:0016926;GO:0016929;GO:0006508;GO:0008234	
XP_033132004.1	138	AT5G66815.1	AT5G66815.1	orthologue	GO:0010311;GO:2000280;GO:1902025;GO:0048046;GO:0009751;GO:0005576;GO:0009739;GO:0009733;GO:0005179;GO:0080022;GO:0006995;GO:1901371;GO:0006970;GO:0009741;GO:0060359;GO:0090548;GO:0048364;GO:1905614;GO:1901698;GO:0009630;GO:0005515	Precursor of CEP5 (PCEP5) [Cleaved into: C-terminally encoded peptide 5 (CEP5)]
XP_033132005.1	507	AT1G71870.1	AT1G71870.1	orthologue	GO:0022857;GO:1990961;GO:0042910;GO:0005737;GO:0005794;GO:0005802;GO:0005215;GO:0015297;GO:0016020;GO:0005778;GO:0055085	Protein DETOXIFICATION 54 (AtDTX54) (Multidrug and toxic compound extrusion protein 54) (MATE protein 54) (Protein NOVEL ION CARRIER 2) (Protein NIC2)
XP_033132006.1	443	AT3G22350.1, AT3G22710.1, AT3G22720.1, AT3G22700.1	AT3G22720.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005634;;GO:0005515	F-box and associated interaction domains-containing protein;F-box protein At3g22350;F-box protein At3g22700;Probable F-box protein At3g22720;Putative F-box protein At3g22710
XP_033132008.1	124	AT1G63500.1	AT1G63500.1	other	GO:0006468;GO:0005886;GO:0009742;GO:0009506;GO:0044024;GO:0005634;GO:0004674;GO:0005524;GO:0106310;GO:0005515;GO:0004672	Serine/threonine-protein kinase BSK7 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 7)
XP_033132009.1	219	AT1G71970.1	AT1G71970.1	orthologue	GO:0005634;GO:0003674	At1g71970/F17M19_12
XP_033132011.1	646	AT1G79750.1	AT1G79750.1	orthologue	GO:0004473;GO:0008270;GO:0006633;GO:0006108;GO:0051287;GO:0009507;GO:0005739;GO:0008948;GO:0006090;GO:0050897;GO:0004470;GO:0016616	NADP-dependent malic enzyme 4, chloroplastic (AtNADP-ME4) (NADP-malic enzyme 4) (EC 1.1.1.40)
XP_033132013.1	198	AT1G79800.1	AT1G79800.1	orthologue	GO:0016020;GO:0008150;GO:0005886;GO:0009055;GO:0098552	Early nodulin-like protein 7 (AtENODL7) (Phytocyanin-like protein ENODL7)
XP_033132014.1	295	AT1G24590.1	AT1G24590.1	orthologue	GO:0006355;GO:0009733;GO:0005515;GO:0048825;GO:0051726;GO:0003700;GO:0005634;GO:0009880;GO:0003677;GO:0009736;GO:0009740;GO:0009873	Ethylene-responsive transcription factor ESR2 (Protein DORNROESCHEN-LIKE) (Protein DRN-LIKE) (Protein ENHANCER OF SHOOT REGENERATION 2) (Protein SUPPRESSOR OF PHYTOCHROMEB 2)
XP_033132016.1	348					
XP_033132019.1	64	AT2G15830.1	AT2G15830.1	orthologue	GO:0005739;GO:0003674	At2g15830
XP_033132020.1	205	AT5G21160.3	AT5G21160.3	other	GO:0070370;GO:0006402;GO:0000932;GO:0005829;GO:0010494;GO:0048255;GO:0009536;GO:0005737;GO:0003723;GO:0005515;GO:0048027;GO:0003729;GO:0010286;GO:1903432;GO:0042254;GO:0061014;GO:0045182;GO:0000339;GO:0009749	LA RNA-binding protein;La-related protein 1A (AtLARP1a)
XP_033132022.1	270	AT1G79180.2	AT1G79180.2	orthologue	GO:0003700;GO:0005515;GO:0000976;GO:0009809;GO:0045893;GO:0005634;GO:2000652;GO:0009411;GO:0010468	Myb domain protein 63;Transcription factor MYB63 (Myb-related protein 63) (AtMYB63)
XP_033132026.1	169	AT2G07715.1, ATMG00560.1	ATMG00560.1	orthologue	GO:0003729;GO:0003723;GO:0005762;GO:0032543;GO:0003735;GO:0006412;GO:0005739;GO:0009507	60S ribosomal protein L2, mitochondrial;Large ribosomal subunit protein uL2mz, N-terminal part (60S ribosomal protein L2, mitochondrial)
XP_033132027.1	336	AT1G77610.1	AT1G77610.1	orthologue	GO:0005459;GO:0005794;GO:0015297;GO:0015786;GO:0005460;GO:0015783;GO:0008514;GO:0072334;GO:0005457;GO:0055085;GO:0005886;GO:0016020	UDP-galactose transporter 1 (At-UDP-GalT1)
XP_033132028.1	102	AT1G76952.1	AT1G76952.1	orthologue	GO:0010227;GO:0003674;GO:0005739;GO:0005576	Inflorescence deficient in abscission (IDA)-like 5;Protein IDA-LIKE 5
XP_033132029.1	841					
XP_033132030.1	271	AT2G05642.1	AT2G05642.1	orthologue	GO:0000724;GO:0007004;GO:0006289;GO:0043047;GO:0006281;GO:0003684;GO:0051321;GO:0005662;GO:0006310;GO:0009507;GO:0005634;GO:0006260;GO:0008270	Nucleic acid-binding, OB-fold-like protein
XP_033132032.1	121					
XP_033132033.1	594				GO:0008270	
XP_033132034.1	125	AT1G53950.1	AT1G53950.1	orthologue	GO:0019941;GO:0031625;GO:0005739;GO:0016567;GO:0031386;GO:0005634;GO:0005737;GO:0003729;GO:0005515	F15I1.4 protein (Ubiquitin-40S ribosomal S27a-like protein)
XP_033132040.1	324					
XP_033132046.1	422	AT2G13770.1	AT2G13770.1	other	GO:0008150;GO:0005575;GO:0003674	Nuclease
XP_033132047.1	480	AT2G18340.1	AT2G18340.1	orthologue	GO:0009414;GO:0005773;GO:0003674;GO:0005783;GO:0005576;GO:0005829;GO:0009631	Late embryogenesis abundant domain-containing protein / LEA domain-containing protein;Late embryogenesis abundant domain-containing protein / LEA domain-containing protein (Similar to late embryogenesis abundant proteins)
XP_033132052.1	214	AT3G24140.1	AT3G24140.1	other	GO:0003700;GO:0005634;GO:0045893;GO:0005515;GO:0010444;GO:0010377;GO:0010052;GO:0051782;GO:0010374;GO:0046983;GO:0090547;GO:0045597;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor FAMA (Basic helix-loop-helix protein 97) (AtbHLH97) (bHLH 97) (Transcription factor EN 14) (bHLH transcription factor bHLH097)
XP_033132056.1	492	AT1G80370.1	AT1G80370.1	other	GO:0005634;GO:0010374;GO:0051301;GO:0000307;GO:0016538;GO:0005737;GO:0000082;GO:0010389;GO:0005515;GO:0044772	Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4)
XP_033132058.1	482	AT1G80360.1	AT1G80360.1	other	GO:0006520;GO:0005737;GO:0005739;GO:0009851;GO:0030170;GO:0008483;GO:0009641;GO:1901997;GO:0010366;GO:0050362;GO:0005829;GO:0004838;GO:0006555;GO:0010326;GO:0006569;GO:0009693;GO:0009698;GO:0003824;GO:0009058	Aromatic aminotransferase ISS1 (EC 2.6.1.27) (EC 2.6.1.5) (EC 2.6.1.88) (Methionine aminotransferase ISS1) (Phenylalanine aminotransferase ISS1) (Protein INDOLE SEVERE SENSITIVE 1) (Protein REVERSAL OF SAV3 PHENOTYPE 1) (Tryptophan aminotransferase ISS1) (Tyrosine aminotransferase ISS1)
XP_033132059.1	131					
XP_033132060.1	236	AT2G26050.1, AT1G80220.1	AT1G80220.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0005739;GO:0003700	Uncharacterized protein;Uncharacterized protein At2g26050
XP_033132061.1	196	AT1G80340.1	AT1G80340.1	other	GO:0009686;GO:0016707;GO:0010114;GO:0005515;GO:0009845;GO:0009639;GO:0009416;GO:0009507;GO:0046872	Gibberellin 3-beta-dioxygenase 2 (EC 1.14.11.15) (GA 3-oxidase 2) (AtGA3ox2) (Gibberellin 3 beta-hydroxylase 2) (Protein GA4 homolog)
XP_033132062.1	162	AT1G45688.1	AT1G45688.1	other	GO:0005886;GO:0005515;GO:0008017;GO:0003674;GO:0009507;GO:0005802	Transmembrane protein
XP_033132063.1	452	AT1G74680.1	AT1G74680.1	orthologue	GO:0005794;GO:0006486;GO:0003674;GO:0000139;GO:0016757;GO:0009101	At1g74680/F1M20_36 (Exostosin family protein) (Glycosyltransferase)
XP_033132064.1	97	AT1G74660.1	AT1G74660.1	orthologue	GO:0005634;GO:0006355;GO:0005515;GO:0003677;GO:0042803;GO:0045892;GO:0007275;GO:0009733;GO:0009640;GO:0000976;GO:0009741;GO:0009737;GO:0009735;GO:0003700;GO:0009739;GO:0005737;GO:0048509;GO:0008270;GO:0043392;GO:0050793	Mini zinc finger 1;Mini zinc finger protein 1 (AtMIF1)
XP_033132072.1	205	AT3G47680.1	AT3G47680.1	other	GO:0003674;GO:0008150;GO:0009507	At3g47680 (DNA binding protein);Ternary complex factor MIP1 leucine-zipper protein
XP_033132075.1	1199	AT2G19390.1	AT2G19390.1	orthologue	GO:0003674;GO:0008150;GO:0005634	Expressed protein (Serine/arginine repetitive matrix protein)
XP_033132081.1	432	AT4G08580.1, AT5G17900.1	AT4G08580.1	orthologue	GO:0000398;GO:0003674;GO:0005576;GO:0009507;GO:0005684	Microfibril-associated protein-like (Microfibrillar-associated protein-like protein) (Putative microfibril-associated protein) (Similarity to microfibrillar-associated protein 1);Microfibrillar-associated protein-like protein (Putative microfibril-associated protein) (T15F16.8 protein)
XP_033132082.1	1227	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003676;GO:0003824;GO:0004523	Non-LTR retroelement reverse transcriptase
XP_033132083.1	701					
XP_033132088.1	194	AT1G76800.1	AT1G76800.1	orthologue	GO:0006880;GO:0030026;GO:0006879;GO:0016020;GO:0005381;GO:0005384;GO:0005774;GO:0010039	Vacuolar iron transporter homolog 2 (Protein NODULIN-LIKE 2) (Vacuolar iron transporter-like 2) (AtVTL2)
XP_033132089.1	182	AT1G76780.2, AT1G76770.1	AT1G76770.1	other	GO:0003674;GO:0034605;GO:0008150;GO:0005737;GO:0005634;GO:0005886;GO:0006952;GO:0016020	HSP20-like chaperones superfamily protein;HSP20-like chaperones superfamily protein (Putative heat shock protein; 50341-51150);HSP20-like chaperones superfamily protein (Putative heat shock protein; 53413-59028)
XP_033132090.1	255	AT5G35475.1	AT5G35475.1	orthologue	GO:0008150;GO:0005575;GO:0003674	General transcription factor 2-related zinc finger protein
XP_033132091.1	271	AT1G23420.2	AT1G23420.2	orthologue	GO:0048481;GO:0005515;GO:0045165;GO:0003700;GO:0005634;GO:0009944;GO:0003677;GO:0008270;GO:0032502;GO:0007275	Axial regulator YABBY 4 (Protein INNER NO OUTER);Plant-specific transcription factor YABBY family protein
XP_033132095.1	165	AT1G23350.1	AT1G23350.1	other	GO:0004857;GO:0009507;GO:0043086	At1g23350 (F26F24.23) (Plant invertase/pectin methylesterase inhibitor superfamily protein)
XP_033132096.1	222	AT1G70680.1, AT1G23240.4, AT1G23250.1	AT1G23240.4	orthologue	GO:0009507;GO:1990137;GO:0005509;GO:0004497;GO:0010029;GO:0005515;GO:0016298;GO:0008150;GO:0005576;GO:0046872;GO:0005783;GO:0005811;GO:0016020	Caleosin-related family protein;Probable inactive peroxygenase-like protein;Probable peroxygenase 5 (AtPXG5) (EC 1.11.2.3) (Caleosin-5);Probable peroxygenase 7 (AtPXG7) (EC 1.11.2.3) (Caleosin-7)
XP_033132097.1	578					
XP_033132100.1	223	AT3G57960.1	AT3G57960.1	orthologue	GO:0050832;GO:0005634;GO:0003674	Emsy N Terminus (ENT) domain-containing protein
XP_033132101.1	572	AT4G37420.1	AT4G37420.1	orthologue	GO:0070085;GO:0016757;GO:0005737;GO:0016020	Glycosyltransferase family 92 protein (EC 2.4.1.-)
XP_033132102.1	495	AT2G16400.1	AT2G16400.1	orthologue	GO:0005515;GO:0000978;GO:0005634;GO:0000981;GO:0006357;GO:0006355;GO:0000976;GO:0003700;GO:0003677	BEL1-like homeodomain protein 7 (BEL1-like protein 7)
XP_033132103.1	416	AT2G16365.1	AT2G16365.1	orthologue	GO:0045893;GO:0005515;GO:0005634;GO:0010099;GO:0007623;GO:0003674;GO:0009658;GO:0009637;GO:0010017;GO:0010114;GO:0010218;GO:0090227	Protein PHOTOPERIODIC CONTROL OF HYPOCOTYL 1 (F-box protein PCH1)
XP_033132104.1	339	AT1G72590.1, AT2G16530.3	AT2G16530.3	orthologue	GO:0019408;GO:0102389;GO:0006488;GO:0005783;GO:0016093;GO:0016229;GO:0003865;GO:0018279;GO:0005794;GO:0005739;GO:0005886;GO:0160198;GO:0005789;GO:0006487;GO:0006629;GO:0012505;GO:0016020;GO:0016095;GO:0016627;GO:0043048	3-oxo-5-alpha-steroid 4-dehydrogenase family protein;Polyprenal reductase 1 (EC 1.3.1.94);Polyprenal reductase 2 (EC 1.3.1.94)
XP_033132105.1	199					
XP_033132107.1	364	AT1G75880.1	AT1G75880.1	orthologue	GO:0016746;GO:0005576;GO:0016298;GO:0016042;GO:0016788;GO:0006629	GDSL esterase/lipase EXL1 (EC 3.1.1.-) (Family II extracellular lipase 1) (Family II lipase EXL1)
XP_033132108.1	290	AT1G75860.2	AT1G75860.2	orthologue	GO:0009507;GO:0005634;GO:0003674;GO:0016874	DNA ligase
XP_033132109.1	295	AT5G27830.4	AT5G27830.4	other	GO:0009751;GO:0008517;GO:0005634;GO:0005576;GO:0015884;GO:0006979;GO:0005542;GO:0016020	Folate receptor family protein;Folate-binding protein 1 (AtFBP1)
XP_033132111.1	349	AT1G67260.1	AT1G67260.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0043565;GO:0003677;GO:2000032;GO:0009908	TCP family transcription factor;Transcription factor TCP1
XP_033132113.1	147	AT1G78635.1	AT1G78635.1	other	GO:0008150;GO:0003674;GO:0005575;GO:0003677;GO:0005634	B3 domain protein
XP_033132125.1	801					
XP_033132135.1	647	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964	Non-LTR retroelement reverse transcriptase
XP_033132137.1	264	AT3G62330.1	AT3G62330.1	other	GO:0005634;GO:0008270;GO:0003676;GO:0008150	At3g62330 (Zinc knuckle (CCHC-type) family protein);Zinc knuckle (CCHC-type) family protein
XP_033132141.1	1133	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003676;GO:0004523;GO:0003824	Non-LTR retroelement reverse transcriptase
XP_033132144.1	213	AT1G36030.1, AT2G35280.1, AT3G30430.1, AT5G17167.1	AT5G17167.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739	At3g30430 (F-box family protein);F-box family protein;F-box protein At2g35280;Nucleic acid-binding, OB-fold-like protein
XP_033132145.1	197					
XP_033132158.1	231					
XP_033132159.1	169	AT1G71910.1	AT1G71910.1	orthologue	GO:0003674;GO:0009507	At1g71910
XP_033132160.1	153	AT1G69085.1	AT1G69085.1	orthologue	GO:0004842;GO:0008150;GO:0005737;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_033132161.1	125	AT2G28085.1	AT2G28085.1	orthologue	GO:0009733;GO:0005575;GO:0003674	Auxin-responsive family protein (Expressed protein) (SAUR-like auxin-responsive protein family)
XP_033132162.1	772	AT1G78960.1	AT1G78960.1	other	GO:0016104;GO:0042300;GO:0005634;GO:0019745;GO:0042299;GO:0005811;GO:0031559;GO:0016866	Amyrin synthase LUP2 (EC 5.4.99.39) (EC 5.4.99.40) (EC 5.4.99.41) (Alpha-amyrin synthase) (Beta-amyrin synthase) (Lupeol synthase 2) (AtLUP2);Terpene cyclase/mutase family member (EC 5.4.99.-)
XP_033132164.1	167	AT1G78895.1	AT1G78895.1	other	GO:0003674;GO:0005575;GO:0005789	Reticulon-like protein B22 (AtRTNLB22)
XP_033132165.1	425	AT1G78750.1	AT1G78750.1	orthologue	GO:0003674;GO:0008150;GO:0005634;;GO:0005515	F-box/FBD/LRR-repeat protein At1g78750
XP_033132166.1	270	AT3G24255.7	AT3G24255.7	other	GO:0008150;GO:0005576;GO:0005634;GO:0003674;GO:0003964	RNA-directed DNA polymerase (Reverse transcriptase)-related family protein
XP_033132170.1	433	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1, AT5G36080.1, AT3G32904.1	AT3G32904.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634;GO:0003677	Emb|CAB88131.1 (Myb/SANT-like DNA-binding domain protein);Heat shock protein;Myb/SANT-like DNA-binding domain protein;Uncharacterized protein
XP_033132171.1	384	AT3G30730.2	AT3G30730.2	orthologue	GO:0005575;GO:0003674	Uncharacterized protein
XP_033132173.1	496	AT2G33630.1	AT2G33630.1	other	GO:0005783;GO:0006694;GO:0016616;GO:0003854;GO:0016020	At2g33630/F4P9.40 (NAD(P)-binding Rossmann-fold superfamily protein) (Putative steroid dehydrogenase)
XP_033132175.1	288	AT1G76500.1	AT1G76500.1	orthologue	GO:0003680;GO:0005515;GO:0009640;GO:0010228;GO:0005634;GO:0003700;GO:0009908	AT-hook motif nuclear-localized protein 29 (Protein SUPPRESSOR OF PHYB-4#3)
XP_033132176.1	280	AT1G76460.1	AT1G76460.1	orthologue	GO:0005634;GO:0003729;GO:0008150;GO:0003723;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
XP_033132178.1	327	AT1G26480.1	AT1G26480.1	other	GO:0005737;GO:0007165;GO:0045309;GO:0008104;GO:0005634	14-3-3-like protein GF14 iota (General regulatory factor 12)
XP_033132180.1	197	AT1G26660.2	AT1G26660.2	other	GO:0005737;GO:0045944;GO:0003712;GO:0016592;GO:0000785;GO:0006457;GO:0009409	Prefoldin chaperone subunit family protein
XP_033132184.1	410	AT3G22800.1	AT3G22800.1	orthologue	GO:0005575;GO:0005199;GO:0005576;GO:0071555;GO:0005515	Leucine-rich repeat extensin-like protein 6 (AtLRX6) (LRR/EXTENSIN6) (Cell wall hydroxyproline-rich glycoprotein)
XP_033132185.1	395	AT2G26960.1, AT2G26950.1	AT2G26960.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0055046;GO:0003677;GO:0048235;GO:1990019	Myb domain protein 81 (Myb family transcription factor);Transcription factor MYB104 (Myb-related protein 104) (AtMYB104)
XP_033132186.1	251	AT3G22780.1	AT3G22780.1	other	GO:0010481;GO:0048444;GO:0010235;GO:0000976;GO:0009934;GO:0003700;GO:0005634;GO:0051302;GO:0046872	CRC domain-containing protein TSO1
XP_033132192.1	135	AT1G23960.1	AT1G23960.1	orthologue	GO:0003674;GO:0005575	UPF0725 protein At1g23960
XP_033132193.1	483				GO:0003676;GO:0004523	
XP_033132194.1	358	AT3G22330.1	AT3G22330.1	other	GO:0005634;GO:0032991;GO:0009409;GO:0003729;GO:0000373;GO:0005730;GO:0005739;GO:0009505;GO:0003724;GO:0005829;GO:0005737;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 53, mitochondrial (EC 3.6.4.13)
XP_033132195.1	382	AT3G22104.1	AT3G22104.1	other	GO:0003674;GO:0016567;GO:0005634	BTB/POZ domain-containing protein At3g22104;Phototropic-responsive NPH3 family protein
XP_033132196.1	362					
XP_033132197.1	782					
XP_033132198.1	293					
XP_033132199.1	239					
XP_033132201.1	1333	AT3G25510.1	AT3G25510.1	other	GO:0043531;GO:0006952;GO:0005737;GO:0016787;GO:0007165	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)
XP_033132206.1	691	AT4G34710.1	AT4G34710.1	orthologue	GO:0009409;GO:0006596;GO:0009651;GO:0006970;GO:0005829;GO:0042803;GO:0008792;GO:0009507;GO:0006527;GO:0005634;GO:0048316;GO:0009753;GO:0009446;GO:0006979;GO:0009737;GO:0005515;GO:0009611;GO:0008295;GO:0003824	Arginine decarboxylase 2 (ADC 2) (ARGDC 2) (AtADC2) (EC 4.1.1.19) (ADC-N)
XP_033132207.1	410	AT4G34640.1	AT4G34640.1	orthologue	GO:0005789;GO:0005783;GO:0016126;GO:0045338;GO:0008610;GO:0051996;GO:0005739;GO:0005886;GO:0008299;GO:0055056;GO:0004310;GO:0016765;GO:0009058	Squalene synthase (EC 2.5.1.21);Squalene synthase 1 (SQS 1) (SS 1) (EC 2.5.1.21) (FPP:FPP farnesyltransferase 1) (Farnesyl-diphosphate farnesyltransferase 1)
