Brassica_oleracea	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_013621372.1	778	AT5G64570.1	AT5G64570.1	orthologue	GO:0009627;GO:0048046;GO:0046556;GO:0009507;GO:0045493;GO:0009044;GO:0050832;GO:0009505;GO:0031222;GO:0016020;GO:0004553;GO:0005975	Beta-D-xylosidase 4;Beta-D-xylosidase 4 (AtBXL4) (EC 3.2.1.37)
XP_013621373.1	689	AT5G63940.1	AT5G63940.1	orthologue	GO:0004672;GO:0007165;GO:0005886;GO:0005524;GO:0016787;GO:0006468	At5g63940 (Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein) (Similarity to protein kinase)
XP_013621375.1	366	AT5G63970.1	AT5G63970.1	orthologue	GO:0004842;GO:0016567;GO:0005515;GO:0005634;GO:0009867;GO:0042742;GO:0009611;GO:0005737;GO:0008270	E3 ubiquitin-protein ligase RGLG3 (EC 2.3.2.27) (RING domain ligase 3)
XP_013621376.1	829	AT4G33990.1	AT4G33990.1	orthologue	GO:0009793;GO:0005739;GO:0009451;GO:0008270;GO:0003723;GO:0005515	Membrane insertase, putative (DUF1685);Pentatricopeptide repeat-containing protein At4g33990 (Protein EMBRYO DEFECTIVE 2758);Tetratricopeptide repeat (TPR)-like superfamily protein
XP_013621378.1	718	AT1G65380.1	AT1G65380.1	orthologue	GO:0010075;GO:0010078;GO:0005515;GO:0009653;GO:0045595;GO:0010088;GO:0005886;GO:0009909;GO:0005789;GO:0048507;GO:0001653;GO:0016020;GO:0040008;GO:0007165;GO:0033612	Receptor-like protein CLAVATA2 (Receptor-like protein 10) (AtRLP10)
XP_013621379.1	200	AT5G19855.1	AT5G19855.1	orthologue	GO:0110102;GO:0061077;GO:0009570;GO:0044183;GO:0005739;GO:0015977;GO:0015979	Chaperonin-like RbcX protein;Chaperonin-like RbcX protein 2, chloroplastic (AtRBCX2)
XP_013621380.1	167	AT5G19860.1	AT5G19860.1	orthologue	GO:0009536;GO:0099503;GO:0000325;GO:0009507;GO:0003674	At5g19860
XP_013621381.1	434	AT5G01820.1	AT5G01820.1	orthologue	GO:0004674;GO:0005515;GO:0009408;GO:0009414;GO:0009749;GO:0009651;GO:0005634;GO:0009506;GO:0000325;GO:0009737;GO:0019900;GO:0009409;GO:0006979;GO:0007165;GO:0005737;GO:0005524;GO:0106310;GO:0004672;GO:0006468	CBL-interacting serine/threonine-protein kinase 14 (EC 2.7.11.1) (SNF1-related kinase 3.15) (SOS2-like protein kinase PKS24) (Serine/threonine-protein kinase SR1) (AtSR1)
XP_013621383.1	377	AT5G56980.1	AT5G56980.1	orthologue	GO:0009507;GO:0009753;GO:0042742;GO:0009617;GO:0009611;GO:0003674;GO:0016020	Pathogen-associated molecular patterns-induced protein A70 (PIG A70)
XP_013621384.1	1123	AT5G48120.1	AT5G48120.1	orthologue	GO:0097361;GO:0097428;GO:0005634;GO:0003674;GO:0005737;GO:0051604	MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein)
XP_013621385.1	273	AT1G75460.1	AT1G75460.1	orthologue	GO:0009507;GO:0003674;GO:0006508;GO:0008233	ATP-dependent protease La (LON) domain protein (F1B16.1 protein) (Protease, putative) (Putative protease)
XP_013621386.1	137	AT1G36510.1, AT3G32260.1	AT3G32260.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0003677;GO:0006260;GO:0006281;GO:0005634;GO:0006310	Nucleic acid-binding proteins superfamily
XP_013621387.1	972	AT5G06670.1	AT5G06670.1	orthologue	GO:0009507;GO:0003777;GO:0007018;GO:0008017;GO:0016887;GO:0005871;GO:0005737;GO:0005874;GO:0005524;GO:0016787	Kinesin-like protein;Kinesin-like protein KIN-7L, chloroplastic
XP_013621391.1	830	AT5G51430.1	AT5G51430.1	orthologue	GO:0006886;GO:0009793;GO:0006890;GO:0017119;GO:0009826;GO:0005515;GO:0010016;GO:0005794;GO:0007030;GO:0048507;GO:0009933;GO:0045053;GO:0000139	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7) (Protein EMBRYO YELLOW)
XP_013621392.1	525	AT4G04740.2, AT4G04720.1	AT4G04720.1	orthologue	GO:0009737;GO:0005886;GO:0005515;GO:0009931;GO:0004683;GO:0004672;GO:0005524;GO:0010119;GO:0005634;GO:0035556;GO:0019903;GO:0005509;GO:0005516;GO:0005737;GO:0009506;GO:0005829;GO:0004674;GO:0106310;GO:0016020;GO:0006468	Calcium-dependent protein kinase 21 (EC 2.7.11.1);Calcium-dependent protein kinase 23 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_013621393.1	366	AT5G11420.1	AT5G11420.1	orthologue	GO:1902066;GO:0010030;GO:0009505;GO:0005576;GO:0005515;GO:0030234;GO:0005886	BIIDXI-like protein At5g11420
XP_013621394.1	1265	AT5G60930.2	AT5G60930.2	other	GO:0051231;GO:0007052;GO:0005634;GO:0008017;GO:0009506;GO:0005875;GO:0007018;GO:0003777;GO:0005524;GO:0005874;GO:0071555;GO:0016787;GO:0055028	Kinesin-like protein KIN-4C (AtKINESIN-4C);P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_013621396.1	151	AT4G23680.1	AT4G23680.1	orthologue	GO:0005829;GO:0003674;GO:0010494;GO:0006952	AT4g23680/F9D16_150 (Polyketide cyclase/dehydrase and lipid transport superfamily protein) (Putative major latex protein)
XP_013621397.1	532	AT1G80830.1	AT1G80830.1	orthologue	GO:0071421;GO:0015691;GO:0005381;GO:0005384;GO:0009507;GO:0005886;GO:0015103;GO:0015086;GO:0030001;GO:0015692;GO:0034755;GO:0046873;GO:0055071;GO:0006828;GO:0070574;GO:0030003;GO:0016020	Metal transporter Nramp1 (AtNramp1)
XP_013621398.1	331	AT1G80820.1	AT1G80820.1	orthologue	GO:0042754;GO:0009699;GO:0005575;GO:0007623;GO:0016621;GO:0009809;GO:0009409;GO:0016616;GO:0006952;GO:0016491	Cinnamoyl coa reductase;Cinnamoyl-CoA reductase 2 (AtCCR2) (EC 1.2.1.44)
XP_013621399.1	353	AT2G01350.1	AT2G01350.1	orthologue	GO:0009507;GO:0009435;GO:0004514;GO:0005737;GO:0034213;GO:0016763	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]);Nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]);nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19)
XP_013621400.1	220	AT2G01340.1	AT2G01340.1	orthologue	GO:0009624;GO:0009620;GO:0003674;GO:0005575	At2g01340 (Plastid movement impaired protein)
XP_013621401.1	720	AT5G63800.1	AT5G63800.1	orthologue	GO:0009827;GO:0009505;GO:0048354;GO:0048046;GO:0019388;GO:0009536;GO:0004565;GO:0005975;GO:0005576;GO:0005773;GO:0004553	Beta-galactosidase 6 (Lactase 6) (EC 3.2.1.23)
XP_013621402.1	1087	AT5G49030.3	AT5G49030.3	orthologue	GO:0006428;GO:0002161;GO:0032543;GO:0048481;GO:0009570;GO:0009507;GO:0000049;GO:0004822;GO:0005739;GO:0005524;GO:0005576;GO:0009699;GO:0009791;GO:0048608;GO:0046872;GO:0004812;GO:0006418;GO:0000166	Isoleucine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS) (Protein OVULE ABORTION 2);isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)
XP_013621403.1	462	AT4G02500.1	AT4G02500.1	orthologue	GO:0005515;GO:0010411;GO:0048767;GO:0005794;GO:0033843;GO:0016757;GO:0009969;GO:0035252;GO:0000271;GO:0016758;GO:0005829;GO:0042803;GO:0000138;GO:0005802;GO:0005768;GO:0000139;GO:0016020	Xyloglucan 6-xylosyltransferase 2 (AtXT2) (EC 2.4.2.39) (Putative glycosyltransferase 2) (AtGT2) (EC 2.4.-.-)
XP_013621404.1	501	AT3G26210.1	AT3G26210.1	orthologue	GO:0020037;GO:0016705;GO:0005506;GO:0005829;GO:0009507;GO:0004497;GO:0016020	Cytochrome P450 71B23 (EC 1.14.-.-)
XP_013621405.1	534	AT5G54690.1	AT5G54690.1	orthologue	GO:0045489;GO:0045492;GO:0010417;GO:0010413;GO:0005794;GO:0071555;GO:0047262;GO:0016757;GO:0000139	Probable galacturonosyltransferase 12 (EC 2.4.1.-) (Like glycosyl transferase 6) (Protein IRREGULAR XYLEM 8)
XP_013621406.1	322	AT4G23750.1	AT4G23750.1	orthologue	GO:0005515;GO:0000976;GO:0048825;GO:0005634;GO:0048364;GO:0006355;GO:0042802;GO:0003700;GO:0005737;GO:0009736;GO:0009873;GO:0003677	Ethylene-responsive transcription factor CRF2 (Protein CYTOKININ RESPONSE FACTOR 2)
XP_013621407.1	235	AT5G54680.1	AT5G54680.1	orthologue	GO:0000976;GO:0019760;GO:0005634;GO:0003700;GO:0005515;GO:0006355;GO:0046983;GO:0006879	Transcription factor ILR3 (Basic helix-loop-helix protein 105) (AtbHLH105) (bHLH 105) (Protein IAA-LEUCINE RESISTANT 3) (Transcription factor EN 133) (bHLH transcription factor bHLH105)
XP_013621408.1	280	AT5G66450.3	AT5G66450.3	orthologue	GO:0006651;GO:0008195;GO:0009507;GO:0009706;GO:0016020;GO:0016787;GO:0005789;GO:0006487;GO:0008610;GO:0043231;GO:0047874	Lipid phosphate phosphatase epsilon 2, chloroplastic (AtLPPE2) (EC 3.1.3.-) (Phosphatidic acid phosphatase epsilon 2) (Plastidic phosphatidic acid phosphatase epsilon 2);Phosphatidic acid phosphatase (PAP2) family protein
XP_013621409.1	260	AT5G66510.2	AT5G66510.2	orthologue	GO:0045271;GO:0070207;GO:0005739;GO:0009853;GO:0031966;GO:0004089;GO:0005737;GO:0009536;GO:0046872	Gamma carbonic anhydrase 3, mitochondrial (AtCA3) (GAMMA CA3) (EC 4.2.1.-)
XP_013621410.1	548	AT1G73050.1	AT1G73050.1	orthologue	GO:0016614;GO:0050660;GO:0005575;GO:0046202;GO:0046593;GO:0006952	(R)-mandelonitrile lyase-like (EC 4.1.2.10) (Hydroxynitrile lyase-like) ((R)-oxynitrilase-like)
XP_013621411.1	203	AT1G73030.1	AT1G73030.1	orthologue	GO:0000815;GO:0005515;GO:0009793;GO:0032509;GO:0016192;GO:0000578;GO:0090351;GO:0005739;GO:0045324;GO:0007034;GO:0015031;GO:0005771;GO:0005737;GO:0010008	ESCRT-related protein CHMP1B (Protein CHARGED MULTIVESICULAR BODY PROTEIN 1B) (Protein CHROMATIN MODIFYING PROTEIN 1B) (Vacuolar protein-sorting-associated protein 46.2)
XP_013621412.1	176	AT1G73040.1	AT1G73040.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0030246	Jacalin-related lectin 19
XP_013621413.1	776	AT1G79540.1	AT1G79540.1	orthologue	GO:0003729;GO:0006397;GO:0005739;GO:0005737;GO:0005515	Pentatricopeptide repeat-containing protein At1g79540
XP_013621414.1	516	AT4G12320.1, AT4G12310.1, AT4G12300.1	AT4G12320.1	orthologue	GO:0005506;GO:0016705;GO:0009507;GO:0020037;GO:0005829;GO:0005739;GO:0005783;GO:0008150;GO:0004497;GO:0016020	At4g12310 (Cytochrome P450, family 706, subfamily A, polypeptide 5) (Flavonoid 3', 5'-hydroxylase-like protein) (Flavonoid 3',5'-hydroxylase-like protein);At4g12320 (Cytochrome P450, family 706, subfamily A, polypeptide 6);Cytochrome P450, family 706, subfamily A, polypeptide 4 (Flavonoid 3', 5'-hydroxylase-like protein) (Putative cytochrome p450) (Putative flavonoid 3',5'-hydroxylase)
XP_013621416.1	404	AT5G20070.1	AT5G20070.1	orthologue	GO:0006742;GO:0000210;GO:0009507;GO:0019677;GO:0110154;GO:0035529;GO:0006734;GO:0046872;GO:0110153;GO:0005777;GO:0005829;GO:0016787	Nudix hydrolase 19, chloroplastic (AtNUDT19) (NAD-capped RNA hydrolase NUDT19) (DeNADding enzyme NUDT19) (EC 3.6.1.-) (NADH pyrophosphatase NUDT19) (EC 3.6.1.22)
XP_013621417.1	111	AT5G20090.1	AT5G20090.1	orthologue	GO:0009536;GO:0006850;GO:0009507;GO:0005515;GO:0005743;GO:0000325;GO:0010119;GO:0050833;GO:0005739;GO:0005886	Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 1 (AtMPC1)
XP_013621418.1	167	AT3G07470.1	AT3G07470.1	orthologue	GO:0099503;GO:0003674;GO:0005576;GO:0000325	AT3g07470/F21O3_18;DUF538 family protein;F21O3.18 protein
XP_013621419.1	263	AT5G06060.1	AT5G06060.1	orthologue	GO:0005886;GO:0003674;GO:0016491	Tropinone reductase homolog At5g06060 (EC 1.1.1.-)
XP_013621420.1	216	AT5G05987.1	AT5G05987.1	orthologue	GO:0016020;GO:0016192;GO:0005783;GO:0003674;GO:0010008	PRA1 family protein A2 (AtPRA1.A2)
XP_013621422.1	755	AT5G03620.1	AT5G03620.1	orthologue	GO:0004252;GO:0008150;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT4.15 (EC 3.4.21.-) (Subtilase subfamily 4 member 15) (AtSBT4.15);Subtilisin-like serine endopeptidase family protein
XP_013621423.1	355	AT5G03610.1	AT5G03610.1	orthologue	GO:0005576;GO:0016788;GO:0016042	GDSL esterase/lipase At5g03610 (EC 3.1.1.-) (Extracellular lipase At5g03610)
XP_013621424.1	282	AT5G02750.1	AT5G02750.1	orthologue	GO:0009630;GO:0005737;GO:0004842;GO:0009501;GO:0061630;GO:0016567;GO:0008270	E3 ubiquitin-protein ligase SGR9, amyloplastic (EC 2.3.2.27) (Protein SHOOT GRAVITROPISM 9) (RING-type E3 ubiquitin transferase SGR9)
XP_013621425.1	282	AT5G02750.1	AT5G02750.1	orthologue	GO:0009630;GO:0005737;GO:0004842;GO:0009501;GO:0061630;GO:0016567;GO:0008270	E3 ubiquitin-protein ligase SGR9, amyloplastic (EC 2.3.2.27) (Protein SHOOT GRAVITROPISM 9) (RING-type E3 ubiquitin transferase SGR9)
XP_013621426.1	478	AT5G43320.1	AT5G43320.1	orthologue	GO:0005634;GO:0006897;GO:0005739;GO:0009506;GO:0007165;GO:0004674;GO:0005737;GO:0005524;GO:0106310;GO:0016020;GO:0004672;GO:0006468	Casein kinase 1-like protein 8 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 8);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_013621427.1	477	AT5G10770.1	AT5G10770.1	orthologue	GO:0005576;GO:0003674;GO:0004190;GO:0005886;GO:0006508;GO:0098552	Aspartyl protease family protein At5g10770 (EC 3.4.23.-)
XP_013621428.1	274	AT1G70700.3	AT1G70700.3	orthologue	GO:0005515;GO:0009753;GO:2000022;GO:0005634;GO:0031347;GO:0009611;GO:0006952	Protein TIFY (Jasmonate ZIM domain-containing protein);Protein TIFY 7 (Jasmonate ZIM domain-containing protein 9)
XP_013621430.1	149				GO:0005509	
XP_013621433.1	519	AT5G13940.1	AT5G13940.1	orthologue	GO:0009507;GO:0008150;GO:0003674;GO:0004177;GO:0016020	Aminopeptidase
XP_013621435.1	396	AT5G13930.1	AT5G13930.1	orthologue	GO:0009715;GO:0009813;GO:0005515;GO:0005783;GO:0016210;GO:0009753;GO:0009733;GO:0009926;GO:0030639;GO:0009611;GO:0016747;GO:0005634;GO:0009629;GO:0010224;GO:0031540;GO:0006979;GO:0005737;GO:0009705;GO:0009058;GO:0016746	Chalcone synthase (EC 2.3.1.74) (Naringenin-chalcone synthase) (Protein TRANSPARENT TESTA 4)
XP_013621436.1	391	AT1G43170.1, AT1G61580.1	AT1G43170.1	other	GO:0022625;GO:0022626;GO:0000325;GO:0009506;GO:0005730;GO:0005737;GO:0009793;GO:0003735;GO:0005634;GO:0009505;GO:0003729;GO:0006412;GO:0003723;GO:0005773;GO:0042742;GO:0005840;GO:1990904	Large ribosomal subunit protein uL3y (60S ribosomal protein L3-2);Large ribosomal subunit protein uL3z (60S ribosomal protein L3-1) (Protein EMBRYO DEFECTIVE 2207);Ribosomal protein 1
XP_013621438.1	780	AT5G46210.1	AT5G46210.1	orthologue	GO:0005515;GO:0048366;GO:0016567;GO:0010100;GO:0048575;GO:0009755;GO:0000209;GO:0048825;GO:0009640;GO:0031625;GO:0006511;GO:0010182;GO:0048367;GO:0004842;GO:0006281;GO:0031461;GO:0005634;GO:0009507;GO:0080008;GO:0009908;GO:0000151;GO:0010154;GO:0009738	Cullin-4 (AtCUL4)
XP_013621439.1	472	AT2G02800.1	AT2G02800.1	orthologue	GO:0005886;GO:0044024;GO:0004674;GO:0005737;GO:0006468;GO:0005634;GO:0005524;GO:0006952;GO:0106310;GO:0004672	Probable serine/threonine-protein kinase PBL3 (EC 2.7.11.1) (PBS1-like protein 3) (Protein kinase 2B)
XP_013621440.1	517	AT5G21482.1	AT5G21482.1	orthologue	GO:0019139;GO:0005576;GO:0071949;GO:0009823;GO:0016491;GO:0005829;GO:0050660;GO:0003824;GO:0009690	Cytokinin dehydrogenase 7 (EC 1.5.99.12) (Cytokinin oxidase 7) (AtCKX5) (AtCKX7) (CKO7)
XP_013621441.1	322	AT1G56430.1	AT1G56430.1	orthologue	GO:0009860;GO:0005634;GO:0030418;GO:0030410;GO:0009555;GO:0010233	Probable nicotianamine synthase 4 (EC 2.5.1.43) (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-methionine 3-amino-3-carboxypropyltransferase 4)
XP_013621442.1	537	AT5G46600.1	AT5G46600.1	orthologue	GO:0005634;GO:0015743;GO:0003674;GO:0009705;GO:0016020;GO:0034220	Aluminum-activated malate transporter 13 (AtALMT13)
XP_013621445.1	428	AT1G80640.1	AT1G80640.1	orthologue	GO:0009507;GO:0016310;GO:0004674;GO:0016301;GO:0004672;GO:0007165;GO:0005886;GO:0005524;GO:0106310;GO:0006468	Probable receptor-like protein kinase At1g80640 (EC 2.7.11.1)
XP_013621446.1	203	AT1G80650.1	AT1G80650.1	orthologue	GO:0005634;GO:0003674;GO:0003723	RNAse THREE-like protein 1;Ribonuclease 3-like protein 1 (Ribonuclease III-like protein 1) (RNase III-like protein 1) (Ribonuclease three-like protein 1)
XP_013621448.1	648				GO:0004540;GO:0003676;GO:0008270;GO:0005777;GO:0010468	
XP_013621451.1	621	AT4G00750.1	AT4G00750.1	orthologue	GO:0005794;GO:0005829;GO:0005737;GO:0005768;GO:0005802;GO:0000139;GO:0008168;GO:0032259	Probable methyltransferase PMT15 (EC 2.1.1.-)
XP_013621452.1	178	AT4G27170.1, AT4G27140.1, AT4G27160.1, AT4G27150.1	AT4G27170.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0005515;GO:0043424;GO:0045735	2S seed storage protein 1 (2S albumin storage protein) (NWMU2-2S albumin 1) [Cleaved into: 2S seed storage protein 1 small subunit; 2S seed storage protein 1 large subunit];2S seed storage protein 2 (2S albumin storage protein) (NWMU2-2S albumin 2) [Cleaved into: 2S seed storage protein 2 small subunit; 2S seed storage protein 2 large subunit];2S seed storage protein 3 (2S albumin storage protein) (NWMU2-2S albumin 3) [Cleaved into: 2S seed storage protein 3 small subunit; 2S seed storage protein 3 large subunit];2S seed storage protein 4 (2S albumin storage protein) (NWMU2-2S albumin 4) [Cleaved into: 2S seed storage protein 4 small subunit; 2S seed storage protein 4 large subunit]
XP_013621453.1	800	AT5G26760.2	AT5G26760.2	orthologue	GO:0005515;GO:0005737;GO:0008420;GO:0005634;GO:0017018;GO:0030154;GO:0043175;GO:0005829;GO:0008270;GO:0070940	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog)
XP_013621454.1	548	AT1G75960.1	AT1G75960.1	orthologue	GO:0009507;GO:0003674;GO:0006631;GO:0016874	Probable acyl-activating enzyme 8 (EC 6.2.1.-) (AMP-binding protein 8) (AtAMPBP8)
XP_013621455.1	401	AT5G46110.4	AT5G46110.4	orthologue	GO:0009534;GO:0015717;GO:0009941;GO:0005886;GO:0015297;GO:0071917;GO:0055085;GO:0035436;GO:0009507;GO:0009643;GO:0015713;GO:0009536;GO:0015120;GO:0005794;GO:0031969;GO:0015605;GO:0016020;GO:0022857	Glucose-6-phosphate/phosphate translocator-like protein;Triose phosphate/phosphate translocator TPT, chloroplastic (Protein ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT 2)
XP_013621457.1	462	AT5G55130.1	AT5G55130.1	orthologue	GO:0008641;GO:0042292;GO:0061604;GO:0002143;GO:0005737;GO:0016779;GO:0005829;GO:0008265;GO:0061605;GO:0004792;GO:0005524;GO:0006777;GO:0046872;GO:0008033;GO:0016740;GO:0016783;GO:0070566	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase 13) (AtStr13) (Sulfurtransferase MOCS3)];Co-factor for nitrate, reductase and xanthine dehydrogenase 5
XP_013621458.1	396	AT5G55120.1	AT5G55120.1	orthologue	GO:0010193;GO:0006006;GO:0010471;GO:0080048;GO:0005737;GO:0010472;GO:0080046;GO:0019853;GO:0080047;GO:0009753;GO:0005634;GO:0000166;GO:0005085;GO:0016787	GDP-L-galactose phosphorylase 2 (EC 2.7.7.69) (Protein VITAMIN C DEFECTIVE 5)
XP_013621459.1	77	AT5G55125.1	AT5G55125.1	orthologue	GO:0008150;GO:0003674;GO:0009536;GO:0005840;GO:1990904	Ribosomal protein L31
XP_013621460.1	645	AT5G27540.1	AT5G27540.1	orthologue	GO:0005525;GO:0003924;GO:0009536;GO:0009860;GO:0009793;GO:0005739;GO:0005509;GO:0007005;GO:0005741	Mitochondrial Rho GTPase 1 (AtMIRO1) (EC 3.6.5.-) (Miro-related GTPase 1)
XP_013621461.1	571	AT2G02860.1	AT2G02860.1	orthologue	GO:0022857;GO:0055085;GO:0009611;GO:0008506;GO:0015770;GO:0090406;GO:0005886;GO:0008515;GO:0005985;GO:0016020;GO:0005794;GO:0015293	Sucrose transport protein SUC3 (AtSUC3) (Sucrose permease 3) (Sucrose transporter 2) (Sucrose-proton symporter 3);Sucrose transporter 2
XP_013621463.1	606	AT4G33330.2	AT4G33330.2	orthologue	GO:0045492;GO:0005794;GO:0015020;GO:0010417;GO:0080116;GO:0016757;GO:0009834;GO:0000139;GO:0046872;GO:0071555	Hexosyltransferase (EC 2.4.1.-);UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 (UDP-GlcA:xylan glucuronyltransferase 2) (EC 2.4.1.-) (Glycogenin-like protein 2) (Plant glycogenin-like starch initiation protein 3) (Protein GLUCURONIC ACID SUBSTITUTION OF XYLAN 2) (AtGUX2)
XP_013621464.1	98	AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1	AT5G18030.1	other	GO:0003674;GO:0005739;GO:0009733;GO:0005515;GO:0009507;GO:0005575;GO:0009741;GO:0030307;GO:2000012;GO:0005886;GO:0009734	At2g21200 (Putative auxin-regulated protein) (SAUR-like auxin-responsive protein family);Auxin-responsive protein SAUR19 (Protein SMALL AUXIN UP RNA 19);Auxin-responsive protein SAUR20 (Protein SMALL AUXIN UP RNA 20);Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21);Auxin-responsive protein SAUR22 (Protein SMALL AUXIN UP RNA 22);Auxin-responsive protein SAUR23 (Protein SMALL AUXIN UP RNA 23);Auxin-responsive protein SAUR24 (Protein SMALL AUXIN UP RNA 24)
XP_013621465.1	98	AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1	AT5G18020.1	other	GO:0003674;GO:0005739;GO:0009733;GO:0005515;GO:0009507;GO:0005575;GO:0009741;GO:0030307;GO:2000012;GO:0005886;GO:0009734	At2g21200 (Putative auxin-regulated protein) (SAUR-like auxin-responsive protein family);Auxin-responsive protein SAUR19 (Protein SMALL AUXIN UP RNA 19);Auxin-responsive protein SAUR20 (Protein SMALL AUXIN UP RNA 20);Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21);Auxin-responsive protein SAUR22 (Protein SMALL AUXIN UP RNA 22);Auxin-responsive protein SAUR23 (Protein SMALL AUXIN UP RNA 23);Auxin-responsive protein SAUR24 (Protein SMALL AUXIN UP RNA 24)
XP_013621466.1	96	AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1	AT3G03820.1	other	GO:0003674;GO:0005739;GO:0009507;GO:0009642;GO:0009733;GO:0030307;GO:0009646;GO:2000012;GO:0005886;GO:0009266;GO:0009734	Auxin-responsive protein SAUR26 (Protein SMALL AUXIN UP RNA 26);Auxin-responsive protein SAUR27 (Protein SMALL AUXIN UP RNA 27);Auxin-responsive protein SAUR28 (Protein SMALL AUXIN UP RNA 28);Auxin-responsive protein SAUR29 (Protein SMALL AUXIN UP RNA 29)
XP_013621467.1	96	AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1	AT3G03820.1	other	GO:0003674;GO:0005739;GO:0009507;GO:0009642;GO:0009733;GO:0030307;GO:0009646;GO:2000012;GO:0005886;GO:0009266;GO:0009734	Auxin-responsive protein SAUR26 (Protein SMALL AUXIN UP RNA 26);Auxin-responsive protein SAUR27 (Protein SMALL AUXIN UP RNA 27);Auxin-responsive protein SAUR28 (Protein SMALL AUXIN UP RNA 28);Auxin-responsive protein SAUR29 (Protein SMALL AUXIN UP RNA 29)
XP_013621468.1	92	AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1	AT5G18030.1	other	GO:0003674;GO:0005739;GO:0009733;GO:0005515;GO:0009507;GO:0005575;GO:0009741;GO:0030307;GO:2000012;GO:0005886;GO:0009734	At2g21200 (Putative auxin-regulated protein) (SAUR-like auxin-responsive protein family);Auxin-responsive protein SAUR19 (Protein SMALL AUXIN UP RNA 19);Auxin-responsive protein SAUR20 (Protein SMALL AUXIN UP RNA 20);Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21);Auxin-responsive protein SAUR22 (Protein SMALL AUXIN UP RNA 22);Auxin-responsive protein SAUR23 (Protein SMALL AUXIN UP RNA 23);Auxin-responsive protein SAUR24 (Protein SMALL AUXIN UP RNA 24)
