Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0014907	CP11_g33522_DN3_SP5_c.t1	XP_006288776.1
OG0014908	CP11_g33523_DN3_SP8_c.t1	XP_006287076.1
OG0014909	CP11_g33526_DN3_SP2_c.t1	XP_006289761.1
OG0014910	CP11_g33546_DN3_SP8_c.t1	XP_006289511.1
OG0014911	CP11_g33558_DN3_SP8_c.t1	XP_006286872.2
OG0014912	CP11_g33565_DN3_SP8_c.t1	XP_006290218.1
OG0014913	CP11_g33578_DN2_SP0_c.t1	XP_006289498.1
OG0014914	CP11_g33597_DN3_SP8_c.t1	XP_006287051.1
OG0014915	CP11_g33598_DN3_SP8_c.t1	XP_006287809.1
OG0014916	CP11_g33602_DN3_SP7_c.t1	XP_023637421.1
OG0014917	CP11_g33613_DN2_SP0_c.t1	XP_006288815.1
OG0014918	CP11_g33638_DN3_SP6_c.t1	XP_006287195.1
OG0014919	CP11_g33649_DN3_SP7_c.t1	XP_006289068.1
OG0014920	CP11_g33654_DN3_SP0_c.t1	XP_006287743.1
OG0014921	CP11_g33655_DN3_SP8_c.t1	XP_006287324.2
OG0014922	CP11_g33668_DN3_SP8_c.t1	XP_023637495.1
OG0014923	CP11_g33670_DN3_SP7_c.t1	XP_023636779.1
OG0014924	CP11_g33675_DN3_SP0_c.t1	XP_006286456.1
OG0014925	CP11_g33679_DN2_SP0_c.t1	XP_006288996.1
OG0014927	CP11_g33685_DN3_SP0_c.t1	XP_006287391.1
OG0014928	CP11_g33698_DN3_SP0_c.t1	XP_006286667.1
OG0014929	CP11_g33708_DN3_SP6_c.t1	XP_006289006.1
OG0014930	CP11_g33710_DN3_SP5_c.t1	XP_006287830.1
OG0014931	CP11_g33713_DN3_SP1_c.t1	XP_023635947.1
OG0014932	CP11_g33715_DN3_SP0_c.t1	XP_006287912.1
OG0014933	CP11_g33717_DN2_SP7_c.t1	XP_023637529.1
OG0014934	CP11_g33721_DN3_SP8_c.t1	XP_006287846.1
OG0014935	CP11_g33722_DN3_SP5_c.t1	XP_006287540.1
OG0014936	CP11_g33727_DN3_SP0_c.t1	XP_006288581.1
OG0014937	CP11_g33729_DN3_SP8_c.t1	XP_006288519.1
OG0014938	CP11_g33737_DN3_SP0_c.t1	XP_023635982.1
OG0014939	CP11_g33758_DN2_SP1_c.t1	XP_006279331.1
OG0014940	CP11_g33761_DN3_SP0_c.t1	XP_023633501.1
OG0014941	CP11_g33762_DN3_SP7_c.t1	XP_006279340.1
OG0014942	CP11_g33765_DN3_SP5_c.t1	XP_023633469.1
OG0014943	CP7_g44843_DN3_SP8_c.t1	XP_006299686.1
OG0014944	CP11_g33769_DN2_SP0_c.t1	XP_006279343.2
OG0014945	CP5_g1331_DN3_SP0_c.t1	XP_006284303.1
OG0014946	CP19_g17911_DN3_SP1_c.t1	XP_023633985.1
OG0014947	CP19_g17891_DN3_SP0_c.t1	XP_023634015.1
OG0014948	CP19_g17861_DN3_SP8_c.t1	XP_006285823.1
OG0014949	CP9_g29722_DN3_SP0_c.t1	XP_023642839.1
OG0014950	CP9_g29726_DN3_SP2_c.t1	XP_006300386.2
OG0014951	CP9_g29731_DN3_SP5_c.t1	XP_006301202.1
OG0014952	CP9_g29741_DN3_SP7_c.t1	XP_023644166.1
OG0014953	CP9_g29743_DN3_SP0_c.t1	XP_006301408.1
OG0014954	CP9_g29745_DN2_SP1_c.t1	XP_023644167.1
OG0014955	CP9_g29750_DN3_SP8_c.t1	XP_006301745.1
OG0014956	CP9_g29719_DN3_SP8_c.t1	XP_023642836.1
OG0014957	CP9_g29709_DN3_SP7_c.t1	XP_006301426.1
OG0014958	CP9_g29701_DN3_SP2_c.t1	XP_006291145.1
OG0014959	CP9_g29687_DN2_SP0_c.t1	XP_006299931.2
OG0014960	CP9_g29682_DN2_SP4_c.t1	XP_006301281.1
OG0014961	CP9_g29676_DN3_SP7_c.t1	XP_023644378.1
OG0014962	CP9_g29644_DN2_SP0_c.t1	XP_023643492.1
OG0014963	CP9_g29623_DN3_SP8_c.t1	XP_006302925.1
OG0014964	CP9_g29616_DN3_SP3_c.t1	XP_006301899.1
OG0014965	CP2_g48598_DN3_SP7_c.t1	XP_006288099.2
OG0014966	CP9_g29592_DN3_SP8_c.t1	XP_023643482.1
OG0014967	CP9_g29583_DN3_SP7_c.t1	XP_006302166.1
OG0014968	CP9_g29581_DN3_SP8_c.t1	XP_006302130.1
OG0014969	CP7_g45174_DN3_SP0_c.t1	XP_006305681.1
OG0014970	CP9_g29554_DN3_SP3_c.t1	XP_006300395.2
OG0014971	CP9_g29553_DN3_SP0_c.t1	XP_006301648.1
OG0014972	CP9_g29549_DN2_SP0_c.t1	XP_023643577.1
OG0014973	CP18_g12502_DN2_SP0_c.t1	XP_006294717.2
OG0014974	CP9_g29538_DN3_SP7_c.t1	XP_006301930.1
OG0014975	CP9_g29531_DN3_SP2_c.t1	XP_006302038.1
OG0014976	CP9_g29528_DN3_SP8_c.t1	XP_006301680.1
OG0014977	CP9_g29527_DN3_SP5_c.t1	XP_006300371.1
OG0014978	CP9_g29517_DN3_SP0_c.t1	XP_006301635.2
OG0014979	CP9_g29513_DN3_SP8_c.t1	XP_023643615.1
OG0014980	CP9_g29498_DN3_SP6_c.t1	XP_006300726.1
OG0014981	CP9_g29442_DN3_SP6_c.t1	XP_006302085.1
OG0014982	CP9_g29439_DN3_SP2_c.t1	XP_006300833.1
OG0014983	CP9_g29432_DN3_SP1_c.t1	XP_023643877.1
OG0014984	CP9_g29415_DN3_SP1_c.t1	XP_006301156.1
OG0014985	CP9_g29410_DN3_SP0_c.t1	XP_006300671.1
OG0014986	CP9_g29409_DN3_SP7_c.t1	XP_006300478.1
OG0014987	CP9_g29399_DN3_SP1_c.t1	XP_023643679.1
OG0014988	CP9_g29393_DN3_SP0_c.t1	XP_006300721.1
OG0014989	CP9_g29388_DN3_SP8_c.t1	XP_006302722.1
OG0014990	CP5_g2101_DN3_SP2_c.t1	XP_006285052.1
OG0014991	CP9_g29370_DN3_SP0_c.t1	XP_023643016.1
OG0014992	CP9_g29365_DN3_SP2_c.t1, CP4_g24090_DN3_SP0_c.t1	XP_006302725.2
OG0014994	CP9_g29319_DN3_SP8_c.t1	XP_006302191.1
OG0014995	CP9_g29315_DN3_SP8_c.t1	XP_006300483.1
OG0014996	CP9_g29311_DN3_SP2_c.t1	XP_006302126.1
OG0014997	CP9_g29299_DN1_SP0_c.t1	XP_006302985.1
OG0014998	CP9_g29295_DN3_SP4_c.t1	XP_006302262.1
OG0014999	CP9_g29291_DN3_SP0_c.t1	XP_006302504.2
OG0015000	CP9_g29289_DN3_SP3_c.t1	XP_006302723.1
OG0015001	CP9_g29282_DN3_SP8_c.t1	XP_006301133.1
OG0015002	CP9_g29281_DN2_SP2_c.t1	XP_006300748.1
OG0015003	CP9_g29277_DN3_SP8_c.t1	XP_006300747.1
OG0015004	CP11_g32141_DN3_SP8_c.t1	XP_006287040.1
OG0015005	CP9_g29267_DN3_SP0_c.t1	XP_006301582.1
OG0015006	CP9_g29259_DN3_SP5_c.t1	XP_006301774.1
OG0015007	CP9_g29255_DN2_SP2_c.t1	XP_006302223.1
OG0015008	CP9_g29254_DN3_SP5_c.t1	XP_006300534.1
OG0015009	CP9_g29246_DN3_SP7_c.t1	XP_006302092.1
OG0015010	CP9_g29230_DN3_SP8_c.t1	XP_023643486.1
OG0015011	CP9_g29222_DN3_SP0_c.t1	XP_023643875.1
OG0015012	CP9_g29207_DN3_SP1_c.t1	XP_006302682.2
OG0015013	CP9_g29205_DN3_SP0_c.t1	XP_006300664.1
OG0015014	CP9_g29197_DN2_SP2_c.t1	XP_006302664.2
OG0015015	CP9_g29194_DN3_SP0_c.t1	XP_023644324.1
OG0015016	CP9_g29183_DN3_SP8_c.t1	XP_006302113.1
OG0015017	CP9_g29181_DN3_SP5_c.t1	XP_006301007.1
OG0015018	CP9_g29177_DN3_SP7_c.t1	XP_006300472.1
OG0015019	CP9_g29174_DN3_SP2_c.t1	XP_006302011.1
OG0015020	CP9_g29164_DN3_SP0_c.t1	XP_006302145.1
OG0015021	CP9_g29156_DN3_SP0_c.t1	XP_023643755.1
OG0015022	CP9_g29150_DN3_SP0_c.t1	XP_023643392.1
OG0015023	CP9_g29144_DN3_SP0_c.t1	XP_006303106.2
OG0015024	CP10_g43818_DN1_SP0_c.t1	XP_006300076.1
OG0015025	CP10_g43789_DN3_SP5_c.t1	XP_023642723.1
OG0015026	CP10_g43778_DN3_SP0_c.t1	XP_023641828.1
OG0015027	CP10_g43740_DN3_SP7_c.t1	XP_006296848.1
OG0015028	CP10_g43726_DN3_SP0_c.t1	XP_006298534.1
OG0015029	CP3_g14392_DN2_SP0_c.t1	XP_006293240.1
OG0015030	CP2_g50710_DN2_SP0_c.t1	XP_006290310.1
OG0015031	CP3_g14405_DN3_SP0_c.t1	XP_006292229.1
OG0015032	CP3_g14403_DN3_SP3_c.t1	XP_006292687.2
OG0015033	CP3_g14655_DN3_SP7_c.t1	XP_006291809.1
OG0015034	CP3_g14660_DN3_SP8_c.t1	XP_006291717.1
OG0015035	CP3_g14661_DN3_SP7_c.t1	XP_006291796.1
OG0015036	CP3_g14654_DN3_SP0_c.t1	XP_006291025.2
OG0015037	CP3_g14640_DN3_SP7_c.t1	XP_006291228.1
OG0015038	CP7_g46473_DN3_SP8_c.t1	XP_023645059.1
OG0015039	CP7_g46451_DN3_SP4_c.t1	XP_006304448.1
OG0015040	CP7_g46441_DN3_SP3_c.t1	XP_023632619.1
OG0015041	CP7_g46438_DN3_SP8_c.t1	XP_006303771.1
OG0015042	CP7_g46430_DN3_SP0_c.t1	XP_006307317.1
OG0015043	CP7_g46421_DN3_SP8_c.t1	XP_006305328.1
OG0015044	CP7_g46408_DN3_SP6_c.t1, CP20_g4246_DN2_SP0_c.t1	XP_006307030.1
OG0015045	CP7_g46388_DN3_SP0_c.t1	XP_006303670.2
OG0015046	CP7_g46380_DN3_SP6_c.t1	XP_006304735.1
OG0015047	CP7_g46367_DN3_SP3_c.t1	XP_006304389.1
OG0015048	CP7_g46360_DN3_SP8_c.t1	XP_006306418.1
OG0015049	CP7_g46356_DN3_SP3_c.t1	XP_023632613.1
OG0015050	CP7_g46345_DN3_SP8_c.t1	XP_023645888.1
OG0015051	CP7_g46295_DN3_SP3_c.t1	XP_006306272.2
OG0015052	CP7_g46291_DN3_SP4_c.t1	XP_006306086.2
OG0015053	CP7_g46277_DN3_SP3_c.t1	XP_006303232.1
OG0015055	CP7_g46247_DN2_SP0_c.t1	XP_006307076.1
OG0015056	CP7_g46235_DN3_SP0_c.t1	XP_006305326.2
OG0015058	CP7_g46229_DN3_SP1_c.t1	XP_006304578.1
OG0015059	CP4_g25117_DN3_SP3_c.t1	XP_006294483.1
OG0015060	CP4_g25114_DN3_SP0_c.t1	XP_006294647.1
OG0015061	CP4_g25109_DN3_SP3_c.t1	XP_006294733.1
OG0015062	CP4_g25103_DN3_SP0_c.t1, CP4_g25104_DN3_SP0_c.t1	XP_023639680.1
OG0015063	CP4_g25077_DN3_SP0_c.t1	XP_006294346.1
OG0015064	CP4_g25069_DN3_SP2_c.t1	XP_006294477.1
OG0015065	CP4_g25059_DN3_SP7_c.t1	XP_006294313.1
OG0015066	CP3_g14859_DN3_SP5_c.t1	XP_006293346.2
OG0015067	CP3_g14885_DN3_SP8_c.t1	XP_006291005.1
OG0015069	CP8_g53249_DN3_SP0_c.t1	XP_006280056.1
OG0015070	CP8_g53277_DN3_SP3_c.t1	XP_006279628.1
OG0015071	CP3_g13518_DN3_SP0_c.t1	XP_006292893.1
OG0015072	CP69_g34236_DN3_SP7_c.t1	XP_023639571.1
OG0015073	CP6_g7117_DN3_SP5_c.t1	XP_006288114.1
OG0015074	CP14_g23762_DN3_SP7_c.t1	XP_023637626.1
OG0015075	CP30_g9961_DN3_SP6_c.t1	XP_006288600.1
OG0015076	CP8_g52281_DN3_SP8_c.t1	XP_023645529.1
OG0015077	CP27_g41876_DN2_SP8_c.t1	XP_006279955.1
OG0015078	CP5_g2554_DN3_SP8_c.t1	XP_023634062.1
OG0015079	CP5_g2366_DN3_SP0_c.t1	XP_006284211.1
OG0015080	CP5_g2316_DN3_SP0_c.t1	XP_006286117.1
OG0015081	CP5_g2134_DN3_SP1_c.t1	XP_023634837.1
OG0015082	CP6_g9664_DN3_SP0_c.t1	XP_006283293.1
OG0015083	CP6_g8739_DN3_SP8_c.t1	XP_006282646.1
OG0015084	CP6_g8482_DN3_SP0_c.t1	XP_023635058.1
OG0015085	CP14_g23740_DN3_SP4_c.t1	XP_023636941.1
OG0015086	CP6_g8292_DN3_SP0_c.t1	XP_006284624.1
OG0015087	CP6_g8170_DN3_SP2_c.t1	XP_006284513.1
OG0015088	CP6_g7712_DN3_SP8_c.t1	XP_023634602.1
OG0015089	CP6_g7680_DN3_SP0_c.t1	XP_023634471.1
OG0015091	CP6_g7594_DN3_SP2_c.t1	XP_006283672.1
OG0015092	CP6_g7590_DN3_SP8_c.t1	XP_006284234.1
OG0015093	CP6_g7523_DN3_SP0_c.t1	XP_006282555.1
OG0015094	CP6_g7499_DN3_SP7_c.t1	XP_006284732.1
OG0015095	CP6_g7498_DN2_SP0_c.t1	XP_006285829.1
OG0015096	CP6_g7497_DN3_SP0_c.t1	XP_006283634.1
OG0015097	CP6_g7405_DN3_SP6_c.t1	XP_023635423.1
OG0015099	CP6_g7394_DN3_SP0_c.t1	XP_006286144.1
OG0015100	CP6_g7391_DN3_SP0_c.t1	XP_006282926.1
OG0015101	CP6_g7359_DN3_SP7_c.t1	XP_023633989.1
OG0015102	CP6_g7353_DN3_SP5_c.t1	XP_006283925.1
OG0015103	CP6_g7345_DN3_SP3_c.t1	XP_006296915.1
OG0015104	CP6_g7343_DN3_SP7_c.t1	XP_006282814.1
OG0015105	CP13_g19610_DN3_SP2_c.t1	XP_006290525.1
OG0015106	CP15_g34877_DN1_SP0_c.t1	XP_006298899.1
OG0015107	CP6_g7308_DN3_SP4_c.t1	XP_006283836.2
OG0015108	CP6_g7300_DN3_SP8_c.t1	XP_006284495.1
OG0015109	CP6_g7298_DN3_SP3_c.t1	XP_006284694.1
OG0015110	CP6_g7295_DN2_SP0_c.t1	XP_006283024.1
OG0015111	CP6_g7291_DN3_SP5_c.t1	XP_006284214.1
OG0015113	CP9_g28916_DN3_SP5_c.t1	XP_023642965.1
OG0015114	CP9_g28929_DN1_SP0_c.t1	XP_006301334.1
OG0015115	CP9_g28930_DN3_SP0_c.t1	XP_006301850.1
OG0015117	CP9_g28940_DN3_SP5_c.t1	XP_023643041.1
OG0015118	CP9_g28944_DN3_SP0_c.t1	XP_006300862.1
OG0015119	CP9_g28945_DN3_SP8_c.t1	XP_006302323.1
OG0015121	CP9_g28966_DN3_SP7_c.t1	XP_023643669.1
OG0015122	CP2_g48756_DN3_SP0_c.t1	XP_006281015.2
OG0015123	CP9_g28970_DN3_SP8_c.t1	XP_006301843.1
OG0015124	CP9_g28996_DN3_SP8_c.t1	XP_006302686.1
OG0015125	CP9_g29000_DN3_SP1_c.t1	XP_006301136.1
OG0015126	CP9_g29007_DN3_SP8_c.t1	XP_006302150.1
OG0015128	CP9_g29011_DN3_SP1_c.t1	XP_023643197.1
OG0015129	CP9_g29022_DN3_SP3_c.t1	XP_023643538.1
OG0015130	CP9_g29033_DN3_SP8_c.t1	XP_023642958.1
OG0015131	CP9_g29037_DN3_SP8_c.t1	XP_023643507.1
OG0015132	CP9_g29044_DN3_SP7_c.t1	XP_023643967.1
OG0015133	CP16_g55514_DN3_SP5_c.t1	XP_023640685.1
OG0015134	CP16_g55177_DN3_SP7_c.t1	XP_006296309.1
OG0015135	CP9_g29066_DN3_SP1_c.t1	XP_006300406.1
OG0015136	CP9_g29071_DN3_SP8_c.t1	XP_006302473.1
OG0015137	CP9_g29073_DN2_SP0_c.t1	XP_006301356.1
OG0015138	CP9_g29080_DN3_SP7_c.t1	XP_023643704.1
OG0015140	CP13_g19625_DN1_SP0_c.t1	XP_006290421.1
OG0015142	CP9_g29101_DN3_SP4_c.t1	XP_023643491.1
OG0015143	CP9_g29105_DN2_SP3_c.t1	XP_006300319.1
OG0015144	CP9_g29111_DN3_SP8_c.t1	XP_006302109.1
OG0015145	CP9_g29112_DN3_SP0_c.t1	XP_023643100.1
OG0015146	CP9_g29114_DN3_SP8_c.t1	XP_006302127.1
OG0015147	CP9_g28450_DN3_SP8_c.t1	XP_006300943.1
OG0015148	CP9_g28451_DN3_SP8_c.t1	XP_006300957.1
OG0015149	CP9_g28459_DN3_SP1_c.t1	XP_023642979.1
OG0015151	CP9_g28466_DN3_SP3_c.t1	XP_006302275.1
OG0015152	CP9_g28471_DN3_SP8_c.t1	XP_006302215.1
OG0015153	CP9_g28477_DN3_SP0_c.t1	XP_006301605.1
OG0015155	CP9_g28485_DN3_SP2_c.t1	XP_006301413.1
OG0015156	CP9_g28495_DN3_SP1_c.t1	XP_006302782.1
OG0015157	CP9_g28500_DN3_SP8_c.t1	XP_006301241.1
OG0015158	CP9_g28508_DN3_SP3_c.t1	XP_023642848.1
OG0015159	CP5_g1153_DN3_SP5_c.t1	XP_006283719.1
OG0015160	CP5_g1136_DN3_SP5_c.t1	XP_006284063.1
OG0015161	CP5_g1135_DN3_SP8_c.t1	XP_023635658.1
OG0015162	CP5_g1131_DN3_SP7_c.t1	XP_006285784.1
OG0015163	CP5_g1127_DN3_SP0_c.t1	XP_006283600.1
OG0015164	CP5_g1120_DN3_SP4_c.t1	XP_006286132.1
OG0015165	CP5_g1101_DN3_SP8_c.t1	XP_006284532.1
OG0015166	CP5_g1100_DN3_SP8_c.t1	XP_006285995.1
OG0015167	CP5_g1090_DN3_SP7_c.t1	XP_023634120.1
OG0015168	CP1_g38354_DN3_SP0_c.t1	XP_006282919.1
OG0015169	CP5_g1084_DN3_SP3_c.t1	XP_006285646.1
OG0015170	CP5_g1076_DN3_SP8_c.t1	XP_006285234.2
OG0015171	CP8_g53281_DN3_SP8_c.t1	XP_023642597.1
OG0015172	CP2_g48911_DN3_SP8_c.t1	XP_006301489.2
OG0015173	CP2_g48902_DN3_SP1_c.t1	XP_006301601.1
OG0015174	CP2_g48889_DN3_SP0_c.t1	XP_006302317.1
OG0015175	CP5_g1470_DN3_SP6_c.t1	XP_006283279.1
OG0015176	CP5_g1444_DN3_SP8_c.t1	XP_023634594.1
OG0015177	CP5_g1391_DN3_SP5_c.t1	XP_006284285.1
OG0015178	CP5_g1389_DN3_SP4_c.t1	XP_006282714.1
OG0015179	CP5_g1385_DN3_SP0_c.t1	XP_006283066.1
OG0015180	CP10_g42497_DN3_SP8_c.t1	XP_006290991.1
OG0015181	CP3_g15777_DN3_SP8_c.t1	XP_023639232.1
OG0015182	CP2_g48853_DN3_SP8_c.t1	XP_006293004.1
OG0015183	CP13_g19191_DN3_SP5_c.t1	XP_006291503.1
OG0015184	CP13_g19175_DN3_SP0_c.t1	XP_006290676.1
OG0015185	CP13_g19217_DN3_SP8_c.t1	XP_006290699.1
OG0015186	CP13_g19232_DN3_SP0_c.t1	XP_006292464.1
OG0015187	CP13_g19246_DN3_SP6_c.t1	XP_006290795.1
OG0015188	CP13_g19260_DN3_SP7_c.t1	XP_006291066.1
OG0015189	CP13_g19262_DN3_SP0_c.t1	XP_006291756.1
OG0015190	CP13_g19268_DN3_SP0_c.t1	XP_006293068.1
OG0015191	CP13_g19282_DN2_SP0_c.t1	XP_006291738.1
OG0015192	CP13_g19293_DN3_SP8_c.t1	XP_023639253.1
OG0015193	CP13_g19297_DN3_SP4_c.t1	XP_023638540.1
OG0015194	CP13_g19298_DN3_SP8_c.t1	XP_006291431.1
OG0015195	CP13_g19299_DN3_SP8_c.t1	XP_023638623.1
OG0015196	CP13_g19304_DN3_SP5_c.t1	XP_023638213.1
OG0015197	CP13_g19315_DN3_SP8_c.t1	XP_006290852.1
OG0015198	CP13_g19321_DN3_SP2_c.t1	XP_006291532.2
OG0015199	CP13_g19337_DN3_SP0_c.t1	XP_006290914.1
OG0015200	CP13_g19340_DN3_SP0_c.t1	XP_006290605.1
OG0015201	CP13_g19341_DN3_SP8_c.t1	XP_006290539.1
OG0015202	CP13_g19356_DN3_SP7_c.t1	XP_006291416.1
OG0015203	CP13_g19363_DN3_SP1_c.t1	XP_006292787.2
OG0015204	CP13_g19395_DN3_SP0_c.t1	XP_006293183.1
OG0015205	CP13_g19401_DN3_SP5_c.t1	XP_006291579.1
OG0015206	CP13_g19403_DN3_SP0_c.t1	XP_023637845.1
OG0015207	CP13_g19404_DN3_SP0_c.t1	XP_006292162.2
OG0015208	CP7_g45916_DN3_SP6_c.t1	XP_023645979.1
OG0015209	CP13_g19434_DN3_SP7_c.t1	XP_006292768.1
OG0015211	CP13_g19442_DN3_SP0_c.t1	XP_006292808.1
OG0015213	CP9_g28594_DN3_SP0_c.t1	XP_006301787.2
OG0015214	CP9_g28551_DN3_SP0_c.t1	XP_006301543.2
OG0015215	CP9_g28547_DN3_SP2_c.t1	XP_023643282.1
OG0015216	CP9_g28543_DN3_SP6_c.t1	XP_023644367.1
OG0015217	CP6_g7414_DN3_SP8_c.t1	XP_006282693.1
OG0015218	CP9_g28531_DN3_SP5_c.t1	XP_006302411.1
OG0015219	CP13_g19922_DN3_SP1_c.t1	XP_006280702.1
OG0015220	CP13_g19923_DN3_SP2_c.t1	XP_006281679.1
OG0015221	CP13_g19934_DN2_SP7_c.t1	XP_006279484.1
OG0015222	CP13_g19940_DN3_SP3_c.t1	XP_006280695.1
OG0015223	CP13_g19956_DN3_SP0_c.t1	XP_006281593.1
OG0015224	CP13_g19998_DN3_SP8_c.t1	XP_006279583.2
OG0015225	CP13_g19999_DN3_SP0_c.t1	XP_006279608.1
OG0015226	CP13_g20000_DN3_SP8_c.t1	XP_006280604.1
OG0015227	CP10_g43828_DN3_SP0_c.t1	XP_006297980.1
OG0015228	CP13_g20042_DN3_SP8_c.t1	XP_006279756.1
OG0015229	CP1_g38125_DN3_SP0_c.t1	XP_006306175.1
OG0015230	CP1_g38123_DN3_SP8_c.t1	XP_006307645.1
OG0015231	CP1_g38116_DN3_SP0_c.t1	XP_006306749.1
OG0015232	CP1_g38111_DN3_SP0_c.t1	XP_006303249.1
OG0015233	CP1_g38110_DN3_SP8_c.t1	XP_006306250.1
OG0015234	CP1_g38108_DN2_SP3_c.t1	XP_006304298.1
OG0015235	CP1_g38107_DN3_SP8_c.t1	XP_023632986.1
OG0015236	CP1_g38105_DN3_SP8_c.t1	XP_006279140.1
OG0015237	CP1_g38093_DN3_SP7_c.t1	XP_023645092.1
OG0015238	CP1_g38083_DN3_SP0_c.t1	XP_006307231.1
OG0015239	CP1_g38071_DN3_SP8_c.t1	XP_023645185.1
OG0015240	CP1_g38070_DN3_SP5_c.t1	XP_023645599.1
OG0015241	CP1_g38062_DN2_SP0_c.t1	XP_006305048.1
OG0015242	CP1_g38061_DN3_SP2_c.t1	XP_006303250.1
OG0015243	CP1_g38051_DN2_SP0_c.t1	XP_006304246.1
OG0015244	CP1_g38027_DN3_SP8_c.t1	XP_023633069.1
OG0015245	CP1_g38010_DN3_SP0_c.t1	XP_006303343.2
OG0015246	CP1_g38009_DN3_SP5_c.t1	XP_006307686.1
OG0015247	CP1_g37997_DN1_SP0_c.t1	XP_006293787.1
OG0015248	CP1_g37981_DN3_SP0_c.t1	XP_006307213.1
OG0015250	CP1_g37979_DN3_SP3_c.t1	XP_023645309.1
OG0015251	CP9_g29659_DN3_SP0_c.t1	XP_006302258.1
OG0015252	CP16_g55136_DN3_SP0_c.t1	XP_006294293.1
OG0015253	CP1_g37955_DN3_SP7_c.t1	XP_006304376.1
OG0015254	CP1_g37948_DN3_SP0_c.t1	XP_023645879.1
OG0015255	CP1_g37900_DN3_SP3_c.t1	XP_006306206.1
OG0015256	CP1_g37892_DN3_SP6_c.t1	XP_006307159.1
OG0015257	CP1_g37889_DN3_SP6_c.t1	XP_006306796.1
OG0015258	CP19_g18059_DN3_SP1_c.t1	XP_006282730.1
OG0015259	CP1_g37877_DN3_SP7_c.t1	XP_006304948.1
OG0015260	CP1_g37876_DN3_SP8_c.t1	XP_006305087.1
OG0015261	CP1_g37866_DN3_SP6_c.t1	XP_023646047.1
OG0015263	CP1_g37862_DN3_SP0_c.t1	XP_006306256.1
OG0015264	CP1_g37857_DN3_SP0_c.t1	XP_006305780.1
OG0015265	CP1_g37850_DN3_SP1_c.t1	XP_006307465.1
OG0015266	CP1_g37849_DN3_SP0_c.t1	XP_006306214.1
OG0015267	CP1_g37844_DN3_SP5_c.t1	XP_006305391.1
OG0015268	CP1_g37840_DN3_SP8_c.t1	XP_006305136.1
OG0015269	CP1_g37837_DN3_SP7_c.t1	XP_006305416.1
OG0015270	CP13_g20630_DN3_SP0_c.t1	XP_006280774.1
OG0015271	CP13_g20613_DN3_SP7_c.t1	XP_006281749.1
OG0015272	CP13_g20468_DN3_SP2_c.t1	XP_006281462.1
OG0015273	CP13_g20446_DN3_SP0_c.t1	XP_006279557.1
OG0015274	CP13_g20358_DN3_SP5_c.t1	XP_006280987.1
OG0015275	CP13_g20357_DN2_SP3_c.t1	XP_006281363.2
OG0015276	CP4_g25386_DN3_SP1_c.t1	XP_023640566.1
OG0015277	CP4_g25378_DN2_SP0_c.t1	XP_006295355.1
OG0015278	CP4_g25373_DN3_SP3_c.t1	XP_023640280.1
OG0015279	CP4_g25372_DN3_SP6_c.t1	XP_023640279.1
OG0015280	CP4_g25357_DN3_SP8_c.t1	XP_023640873.1
OG0015281	CP4_g25333_DN3_SP8_c.t1	XP_023640174.1
OG0015282	CP4_g25330_DN3_SP0_c.t1	XP_023640765.1
OG0015283	CP4_g25328_DN2_SP0_c.t1	XP_006296401.1
OG0015284	CP4_g25326_DN3_SP8_c.t1	XP_006294014.1
OG0015285	CP4_g25312_DN3_SP0_c.t1	XP_006295532.1
OG0015286	CP4_g25296_DN3_SP6_c.t1	XP_006296381.1
OG0015287	CP4_g25277_DN3_SP6_c.t1	XP_006295623.1
OG0015288	CP13_g19157_DN3_SP0_c.t1	XP_023638745.1
OG0015289	CP4_g25241_DN3_SP0_c.t1	XP_006295027.1
OG0015290	CP4_g25237_DN3_SP7_c.t1, CP18_g11576_DN2_SP0_c.t1	XP_023640138.1
OG0015291	CP4_g25236_DN3_SP7_c.t1	XP_023640136.1
OG0015292	CP4_g25232_DN3_SP8_c.t1	XP_023639328.1
OG0015293	CP4_g25230_DN3_SP8_c.t1	XP_023639382.1
OG0015294	CP4_g25229_DN3_SP0_c.t1	XP_023639381.1
OG0015295	CP4_g25203_DN3_SP0_c.t1	XP_006294626.1
OG0015296	CP4_g25199_DN3_SP5_c.t1	XP_006293491.2
OG0015297	CP4_g25194_DN3_SP8_c.t1	XP_006294384.1
OG0015298	CP4_g25186_DN3_SP1_c.t1	XP_006295158.1
OG0015299	CP8_g54405_DN3_SP0_c.t1	XP_006281114.1
OG0015301	CP4_g25147_DN3_SP8_c.t1	XP_006293442.1
OG0015302	CP6_g6870_DN2_SP0_c.t1	XP_006282558.1
OG0015303	CP6_g6875_DN3_SP4_c.t1	XP_006284344.1
OG0015304	CP6_g6879_DN3_SP0_c.t1, CP1_g38487_DN3_SP0_c.t1, CP16_g55186_DN3_SP0_c.t1	XP_006285872.1
OG0015306	CP6_g6890_DN3_SP8_c.t1	XP_006282448.1
OG0015309	CP6_g6910_DN3_SP7_c.t1	XP_023634087.1
OG0015310	CP6_g6927_DN3_SP8_c.t1	XP_006283035.1
OG0015311	CP6_g6928_DN3_SP8_c.t1	XP_023635355.1
OG0015312	CP6_g6943_DN3_SP4_c.t1	XP_006285198.1
OG0015313	CP6_g6948_DN3_SP0_c.t1	XP_023635293.1
