Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0017588	XP_009134203.1	g40329, g25780
OG0017589	XP_033135049.1	g25765
OG0017591	XP_009108209.1	g25763
OG0017592	XP_009128669.1	g25698
OG0017593	XP_009108158.1	g25695
OG0017594	XP_009120901.1	g4870
OG0017595	XP_009111732.1	g4805
OG0017596	XP_018508088.1	g10151
OG0017598	XP_009151226.1	g4707
OG0017599	XP_009117507.1	g5934
OG0017600	XP_009102038.1	g5908
OG0017601	XP_018508762.1	g13827
OG0017602	XP_009119394.1	g47383
OG0017603	XP_009117460.1	g13834
OG0017604	XP_009142478.1	g31127
OG0017605	XP_018514650.1	g37776
OG0017606	XP_009142493.1	g37765
OG0017609	XP_033139291.1	g37728
OG0017610	XP_009142581.1	g37701
OG0017611	XP_009133790.1	g37699
OG0017614	XP_018514619.2	g38244
OG0017616	XP_009142313.1	g52244
OG0017617	XP_033146116.1	g17030
OG0017621	XP_009142984.1	g37526
OG0017622	XP_009133646.2	g52142
OG0017623	XP_033144662.1	g5932
OG0017624	XP_009133594.1	g38210
OG0017626	XP_009133578.1	g38205
OG0017628	XP_033143836.1	g52026
OG0017629	XP_009142798.1	g37423
OG0017630	XP_009142779.1	g37410
OG0017631	XP_009101437.1	g10885
OG0017632	XP_009117847.1	g7902
OG0017633	XP_009147371.1	g7893
OG0017634	XP_033139783.1	g45761
OG0017636	XP_033137312.1	g7843
OG0017638	XP_009130356.1	g12642
OG0017639	XP_009130355.1	g12641
OG0017640	XP_009130367.1	g7823
OG0017641	XP_009130373.1	g12777
OG0017642	XP_009102063.2	g7817
OG0017643	XP_009103491.1	g19650
OG0017645	XP_009124195.1	g7742
OG0017646	XP_009140479.1	g38425
OG0017647	XP_033146865.1	g12846
OG0017648	XP_009147262.1	g12561
OG0017649	XP_009147232.1	g12555
OG0017650	XP_009129632.2	g12509
OG0017652	XP_009103048.1	g32238
OG0017654	XP_009134897.1	g12487
OG0017655	XP_009147157.1	g7643
OG0017656	XP_009147150.1	g7639
OG0017657	XP_009134910.1	g12934
OG0017658	XP_033142938.1	g12469
OG0017659	XP_009134941.1	g7617
OG0017660	XP_033147236.1	g12954
OG0017662	XP_009124351.1	g12443
OG0017663	XP_009147040.1	g7572
OG0017664	XP_009151573.1	g10309
OG0017665	XP_009147015.1	g7559
OG0017666	XP_009147009.1	g7554
OG0017667	XP_009123984.1	g12993
OG0017668	XP_033146702.1	g7535
OG0017669	XP_009146978.1	g7533
OG0017670	XP_009123811.1	g7531
OG0017671	XP_033134216.1	g11634
OG0017672	XP_009135049.2	g7485
OG0017673	XP_009146911.1	g7479
OG0017674	XP_009146906.1	g13060, g7473
OG0017675	XP_009146898.1	g7469
OG0017676	XP_009146877.1	g12386
OG0017678	XP_009146862.1	g7444
OG0017679	XP_009146860.1	g7442
OG0017680	XP_009135109.1	g13085
OG0017681	XP_009146819.1	g13105
OG0017682	XP_033142274.1, XP_009146801.1	g7409
OG0017683	XP_009146721.1	g13119
OG0017684	XP_009136005.1	g7304
OG0017685	XP_009120562.1	g7302
OG0017686	XP_033148172.1	g7282
OG0017687	XP_009124720.2	g13156
OG0017688	XP_009135298.1	g7248
OG0017689	XP_009146477.1	g7230
OG0017690	XP_009117559.1	g7221
OG0017691	XP_009146454.2	g12218
OG0017693	XP_009146419.1, XP_009117189.1	g12203
OG0017694	XP_009146417.2	g7191
OG0017695	XP_009116979.1	g12184
OG0017696	XP_009146344.1	g7152
OG0017697	XP_009146342.1	g7151
OG0017698	XP_009102853.1	g6243
OG0017699	XP_009116509.1	g12154
OG0017700	XP_009135427.1	g12148
OG0017701	XP_009146284.1	g7115
OG0017702	XP_009135428.1	g7114
OG0017704	XP_009146257.1	g7088
OG0017705	XP_009146219.1	g12119
OG0017707	XP_033137936.1	g7039
OG0017708	XP_009146153.1	g7021
OG0017709	XP_009114517.2	g6995
OG0017710	XP_009146059.1	g6992
OG0017711	XP_009146005.1	g6934
OG0017713	XP_009139872.1	g23720
OG0017716	XP_009111576.1	g6777
OG0017717	XP_009111556.2	g11954
OG0017718	XP_009119272.1	g30881
OG0017719	XP_009145743.1	g11950
OG0017720	XP_018509518.1	g25296
OG0017721	XP_009145584.1	g11896
OG0017722	XP_009127216.1	g28390
OG0017723	XP_009139935.1	g16875
OG0017726	XP_009139847.1	g16894
OG0017727	XP_009139788.1	g46744
OG0017728	XP_009139787.1	g18096
OG0017729	XP_009139742.1	g46784
OG0017731	XP_009139736.1	g46786
OG0017732	XP_033145887.1	g46793
OG0017734	XP_009124221.2	g25094
OG0017735	XP_009106378.1	g6512
OG0017737	XP_009108178.1	g11764
OG0017738	XP_009145247.2	g6559
OG0017739	XP_009108841.1	g11819
OG0017740	XP_009145418.1	g11834
OG0017741	XP_009124772.1	g13409
OG0017742	XP_009145437.1	g13405
OG0017743	XP_009149504.2	g50124
OG0017744	XP_009145478.1	g13389
OG0017745	XP_009145491.1	g11872
OG0017746	XP_009128059.1	g16991
OG0017748	XP_009137889.1	g23433
OG0017749	XP_009128101.1	g23438
OG0017750	XP_009128167.1	g16993
OG0017751	XP_009137879.1	g23445
OG0017752	XP_009150112.1	g393
OG0017753	XP_009105200.1	g45003
OG0017754	XP_009105157.1	g45056
OG0017755	XP_009105156.1	g45066
OG0017756	XP_009105141.1	g45115
OG0017758	XP_009127392.1	g45099
OG0017759	XP_009127400.1	g45085
OG0017760	XP_009132413.1	g28498
OG0017761	XP_009113431.1	g43853
OG0017762	XP_009113430.1	g43870
OG0017763	XP_009123458.1	g43899
OG0017764	XP_009113412.1	g1693
OG0017765	XP_009131719.1	g41447
OG0017766	XP_009131705.1	g29076
OG0017767	XP_009126267.1	g29059
OG0017769	XP_009129804.2	g4757
OG0017770	XP_009151262.1	g4732
OG0017771	XP_009111841.1	g10263
OG0017772	XP_009102128.1	g13875
OG0017774	XP_009136648.1	g19280
OG0017775	XP_009115799.1	g2489
OG0017776	XP_009149224.1	g19320
OG0017777	XP_009119759.1	g19281
OG0017779	XP_033146010.1	g49290
OG0017781	XP_009119730.1	g26865
OG0017782	XP_009119728.1	g30733
OG0017783	XP_009140364.2	g38487
OG0017785	XP_009119640.1	g26889
OG0017786	XP_009111162.1	g30810
OG0017789	XP_009118877.2, XP_033138356.1	g49439
OG0017790	XP_009119340.1	g26921
OG0017791	XP_009119331.1	g30852
OG0017792	XP_009118671.1	g30856
OG0017794	XP_009119308.1	g26933
OG0017795	XP_009119238.2	g49466
OG0017797	XP_009118870.1	g30909
OG0017798	XP_033136578.1	g10289
OG0017799	XP_033138025.1	g30926
OG0017800	XP_009129770.1	g49495
OG0017801	XP_009118582.1	g26960
OG0017802	XP_009111041.1	g30947
OG0017803	XP_009111021.1	g30957
OG0017804	XP_009118569.1	g30962
OG0017805	XP_009119094.1	g30972
OG0017806	XP_033138423.1	g26967
OG0017807	XP_009110998.1	g30989
OG0017808	XP_009118544.1	g49543
OG0017809	XP_009118484.1	g31020
OG0017810	XP_009118977.1	g49562
OG0017811	XP_009118972.1	g31057
OG0017813	XP_033132510.1	g49597, g31084
OG0017814	XP_009118413.1	g31086
OG0017815	XP_009148093.1	g49692
OG0017816	XP_009127234.2	g41226
OG0017817	XP_033135430.1	g49686
OG0017818	XP_009148108.2	g27028
OG0017819	XP_009148166.1	g31160
OG0017820	XP_009148173.1	g27063
OG0017821	XP_009148179.1	g31176
OG0017822	XP_009110837.1	g31178
OG0017824	XP_009148237.1	g27075
OG0017826	XP_009148288.1	g49706
OG0017827	XP_009144468.1	g31239
OG0017829	XP_009144444.1	g49725
OG0017830	XP_009118208.1	g31273
OG0017832	XP_009148420.1	g49752
OG0017835	XP_009148466.1	g31311
OG0017836	XP_033129280.1	g31319
OG0017839	XP_009110615.1	g31412
OG0017840	XP_009110591.1	g49872
OG0017841	XP_009140603.1	g38351
OG0017842	XP_033129184.1	g49879
OG0017844	XP_009148666.1	g27248
OG0017845	XP_009117946.2	g31491
OG0017846	XP_009117933.1	g31504
OG0017847	XP_009117926.1	g31509
OG0017848	XP_009148817.1	g31525
OG0017849	XP_009148854.1	g31543
OG0017850	XP_009148915.1	g31588
OG0017851	XP_033129102.1	g31605
OG0017852	XP_009148953.1	g31611
OG0017853	XP_009149041.1	g31629
OG0017854	XP_009117784.1	g31631
OG0017855	XP_009117769.1	g49966
OG0017857	XP_009149170.1	g31690
OG0017858	XP_009117665.1	g49998
OG0017859	XP_033130085.1	g50011
OG0017860	XP_009110384.1, XP_009149236.1	g31733
OG0017861	XP_009149244.1	g31740
OG0017862	XP_033132673.1	g31769
OG0017863	XP_009110346.2	g31771
OG0017864	XP_009149291.1	g31784
OG0017865	XP_009149299.1	g50048
OG0017867	XP_009117609.1	g27411
OG0017868	XP_033136616.1	g27415
OG0017869	XP_009117569.2	g50063
OG0017870	XP_009110299.1	g31820
OG0017871	XP_009110271.1	g27434
OG0017873	XP_009124262.1	g46866
OG0017874	XP_009149542.1, XP_009110218.1	g31945
OG0017877	XP_009149686.1	g32001
OG0017878	XP_009149691.1	g32005
OG0017879	XP_009149693.1	g32007
OG0017880	XP_009149703.1	g27497
OG0017882	XP_009145373.1	g32023
OG0017883	XP_009123121.1	g32037
OG0017884	XP_009103229.1	g32041
OG0017886	XP_009115603.1	g27530
OG0017887	XP_009103220.1	g27791
OG0017889	XP_009115589.1	g50258
OG0017890	XP_009105837.1	g44635
OG0017891	XP_009105827.1	g44644
OG0017892	XP_009105805.1	g45918
OG0017893	XP_033130195.1	g45912
OG0017894	XP_009105775.1	g45902
OG0017895	XP_009105764.1	g45888
OG0017897	XP_009105749.1	g45882
OG0017898	XP_033130200.1	g45878
OG0017899	XP_018508240.1	g18010
OG0017900	XP_018512283.1	g44692
OG0017901	XP_009104948.1	g44693
OG0017903	XP_009151458.1	g27793
OG0017905	XP_009151462.1	g27796
OG0017906	XP_009123751.1	g50688
OG0017907	XP_009140102.1	g46642
OG0017908	XP_009140046.1	g15780
OG0017910	XP_009123390.1	g40918
OG0017911	XP_009113085.1	g40921
OG0017912	XP_009123372.1	g44215
OG0017913	XP_009113100.2	g44208
OG0017914	XP_009123360.1	g38260
OG0017915	XP_009123355.1	g44207
OG0017916	XP_009113383.1	g40932
OG0017917	XP_009105779.1	g40936
OG0017919	XP_009104253.1	g40985
OG0017921	XP_009104018.1	g41006
OG0017922	XP_009103780.1	g41023
OG0017923	XP_009113211.1	g44126
OG0017924	XP_009105154.1	g45068
OG0017925	XP_033136552.1	g41052
OG0017927	XP_009102642.2	g1714
OG0017929	XP_009127410.1	g45069
OG0017931	XP_009124455.1	g41119
OG0017933	XP_009151793.1	g10364
OG0017934	XP_009102311.2	g6196
OG0017935	XP_009132886.1	g40734
OG0017936	XP_009128885.1	g40638
OG0017939	XP_033128244.1	g40669
OG0017940	XP_009128985.1	g40716
OG0017941	XP_009102025.1	g5904
OG0017942	XP_009101698.1	g11051
OG0017943	XP_009123941.1	g11056
OG0017944	XP_009114485.1	g40470
OG0017945	XP_009114498.3	g40465, g25543
OG0017946	XP_009128862.2	g23484
OG0017947	XP_033128359.1	g23469
OG0017948	XP_009128460.1	g17001
OG0017949	XP_009128448.1	g17000
OG0017950	XP_009146327.1	g17592
OG0017951	XP_009146104.1	g47150
OG0017952	XP_009107646.1	g28235
OG0017953	XP_009147990.1	g54051
OG0017954	XP_009107364.1	g28106
OG0017957	XP_009147952.1	g54086
OG0017958	XP_009107331.1	g36366
OG0017959	XP_009107325.1	g54109
OG0017960	XP_009106156.2	g44487
OG0017962	XP_009148284.1	g18379
OG0017963	XP_009109561.1	g18372
OG0017964	XP_009101941.1	g18355
OG0017966	XP_009109534.1	g18337
OG0017967	XP_009131015.1	g18336
OG0017968	XP_009109532.1	g18334
OG0017970	XP_018514549.1	g4756
OG0017971	XP_009109488.1	g22692
OG0017972	XP_009125168.1	g22715
OG0017973	XP_009150083.1	g2992
OG0017974	XP_009125746.1	g22717
OG0017975	XP_009126827.1	g22728
OG0017976	XP_009129775.1	g22766
OG0017977	XP_009129882.1	g22769
OG0017978	XP_009140741.1	g38280
OG0017979	XP_009131626.1	g22793
OG0017981	XP_009138482.1	g22854
OG0017982	XP_009138476.1	g22867
OG0017983	XP_009140477.1	g27074
OG0017984	XP_009142135.1	g22901
OG0017986	XP_009138377.1	g22988
OG0017988	XP_033142429.1	g23057
OG0017989	XP_009113444.1	g47877
OG0017990	XP_009115453.1	g23118
OG0017991	XP_009125963.1	g16920
OG0017993	XP_009125447.1	g23243
OG0017996	XP_033134034.1	g18163
OG0017997	XP_033136847.1	g23158
OG0017998	XP_009119029.1	g23151
OG0017999	XP_009126525.1	g776
OG0018000	XP_009138044.1	g23299
OG0018001	XP_009126649.1	g23308
OG0018002	XP_009108919.1	g23315
OG0018003	XP_009138015.2	g23324
OG0018004	XP_009144218.2	g23573
OG0018005	XP_009127065.1	g23333
OG0018006	XP_009138003.1	g16957
OG0018007	XP_009137990.1	g23351
OG0018008	XP_009127415.1	g23367
OG0018009	XP_009102561.1	g6490
OG0018010	XP_009102556.1	g6489
OG0018011	XP_033144224.1	g13484
OG0018012	XP_009105929.2	g46009
OG0018013	XP_009105916.1	g46006
OG0018014	XP_009105911.1	g46001
OG0018015	XP_009115480.1	g32084
OG0018016	XP_009115472.1	g32079
OG0018018	XP_009103082.1	g32182
OG0018019	XP_009109192.1	g23736
OG0018020	XP_009117011.1	g36800
OG0018021	XP_009117050.1	g51048
OG0018022	XP_009111319.1	g25451
OG0018025	XP_009111394.1	g39464
OG0018026	XP_009111422.1	g39476
OG0018027	XP_009111491.1	g25356
OG0018028	XP_009134016.2	g50844
OG0018030	XP_009109886.1	g32195
OG0018031	XP_009107645.1	g28240, g28241
OG0018032	XP_009142811.1	g23673
OG0018033	XP_009143075.2	g17102
OG0018034	XP_009143377.1	g17090
OG0018035	XP_009143332.1	g17093
OG0018036	XP_009143519.1	g23631
OG0018037	XP_033132922.1	g47630
OG0018039	XP_018513704.1	g23599
OG0018043	XP_009119550.1	g45206, g30817
OG0018044	XP_009148226.2	g31118
OG0018045	XP_009148305.2	g49708
OG0018046	XP_009118205.1	g31271
OG0018047	XP_009110635.1	g31393
OG0018048	XP_009137055.1	g6166
OG0018049	XP_009134145.2, XP_009134612.1	g1487
OG0018050	XP_009110324.1, XP_009149359.1	g27416
OG0018051	XP_009103196.1	g32053
OG0018052	XP_009115438.1	g50334
OG0018053	XP_009115409.3	g50348
OG0018054	XP_033136776.1	g32159
OG0018056	XP_009107977.1	g27781
OG0018057	XP_009107484.1	g28237
OG0018058	XP_009111402.1	g28217
OG0018059	XP_009107491.1	g35935
OG0018060	XP_009124432.1	g53929, g35967
OG0018061	XP_009123535.1	g36195
OG0018063	XP_018510210.1	g13687
OG0018064	XP_009109987.1	g24959
OG0018067	XP_009105144.1	g18064
OG0018068	XP_009105153.1	g45071
OG0018069	XP_009124152.1	g45043
OG0018070	XP_009127484.1	g44997
OG0018071	XP_009127598.1	g44859
OG0018072	XP_009127617.1	g41567
OG0018075	XP_009127843.1	g45901
OG0018076	XP_009105868.1	g13578
OG0018077	XP_033131347.1	g44553
OG0018078	XP_009106064.1, XP_009128025.1	g44547
OG0018080	XP_033130646.1	g46151
OG0018082	XP_033131943.1	g44372
OG0018083	XP_009106524.1	g46429
OG0018084	XP_009106632.1	g46502
OG0018086	XP_009134645.1	g12692
OG0018088	XP_009147064.1	g7609
OG0018089	XP_009124692.1	g7269
OG0018090	XP_009113565.1	g6909
OG0018091	XP_009145891.1	g6873
OG0018092	XP_009145844.1	g11982
OG0018093	XP_009145839.2	g11979
OG0018095	XP_009135858.1	g13468
OG0018096	XP_009136110.1	g11664
OG0018097	XP_033144232.1	g13545
OG0018098	XP_033143093.1	g13667
OG0018100	XP_009125145.1	g46666
OG0018101	XP_009123229.1	g14318
OG0018102	XP_033132102.1, XP_009136305.1	g14201
OG0018103	XP_033130720.1	g6108
OG0018104	XP_009112497.1	g6001
OG0018105	XP_018508780.1	g5889
OG0018108	XP_009140376.1	g38478
OG0018109	XP_009140377.1	g50916
OG0018110	XP_009140395.1	g50912
OG0018111	XP_009140445.1	g38453
OG0018112	XP_009140454.1	g38440
OG0018115	XP_009117273.1	g36911
OG0018117	XP_009140509.1	g38405
OG0018119	XP_018513698.1	g38388
OG0018121	XP_009117087.1	g38346
OG0018122	XP_009117081.1	g38339
OG0018123	XP_009133964.1	g38316
OG0018126	XP_009141646.1	g37206
OG0018128	XP_009142052.1	g52050
OG0018129	XP_033148409.1	g37668
OG0018130	XP_009101361.1	g10815
OG0018132	XP_009129244.1	g10801
OG0018133	XP_033128403.1	g10794
OG0018134	XP_033139718.1	g10745
OG0018135	XP_009129181.1	g10738
OG0018136	XP_009101259.1	g1522
OG0018137	XP_009129109.1	g10686
OG0018138	XP_009152095.1	g10597
OG0018139	XP_009121513.1	g1593
OG0018140	XP_009129429.1	g10499, g10575
OG0018141	XP_009151948.1	g10477
OG0018143	XP_009111809.2, XP_009151749.1	g10318
OG0018144	XP_033140513.1, XP_033129758.1	g10314
OG0018145	XP_018510179.2	g3080
OG0018146	XP_033128015.1	g19606
OG0018147	XP_009150314.1	g3113
OG0018148	XP_009150263.1	g3103
OG0018149	XP_033147815.1	g3094
OG0018150	XP_009150086.1	g2996
OG0018151	XP_009149827.1	g2722, g2719
OG0018152	XP_009149813.3	g223
OG0018153	XP_009150170.1	g2684
OG0018154	XP_033139998.1	g2596
OG0018155	XP_009116392.1	g19006
OG0018156	XP_033137114.1	g19238
OG0018157	XP_033146539.1	g11280
OG0018158	XP_009125521.1, XP_009130783.1	g5715
OG0018159	XP_009122350.1	g5552
OG0018160	XP_033138665.1	g5520
OG0018161	XP_009122069.1	g5420
OG0018163	XP_009121967.1	g5378
OG0018165	XP_009125983.1	g5181, g29304
OG0018166	XP_033138811.1	g41448
OG0018167	XP_009126859.1	g668
OG0018169	XP_009124771.1	g40212
OG0018171	XP_009134141.1	g25867
OG0018172	XP_009134177.2	g25840
OG0018173	XP_033140713.1	g40337
OG0018177	XP_009113576.1	g18207
OG0018178	XP_009121393.1	g18162
OG0018180	XP_009128466.1	g47710
OG0018181	XP_009137828.1	g23506
OG0018182	XP_009129278.1	g23527
OG0018183	XP_009129583.2	g23549
OG0018184	XP_009109094.1	g47666
OG0018185	XP_033143513.1	g17062
OG0018186	XP_033133156.1	g23600
OG0018187	XP_009143585.1	g17080
OG0018188	XP_009142899.1	g23670
OG0018189	XP_033139369.1	g17124
OG0018190	XP_009142392.1	g23694
OG0018192	XP_009142013.1	g23716
OG0018193	XP_009137538.1	g23751
OG0018194	XP_009138061.1	g23837
OG0018196	XP_009137206.1	g47395
OG0018197	XP_009133906.1	g47346
OG0018198	XP_009108360.1	g47265
OG0018199	XP_009144582.1	g24268
OG0018201	XP_009124269.1	g25207
OG0018202	XP_009144644.1	g46861
OG0018203	XP_009144670.1	g16738
OG0018205	XP_009139834.1	g16896
OG0018207	XP_009139915.1	g16886
OG0018208	XP_009140069.1	g16801
OG0018209	XP_009140105.1	g16778
OG0018210	XP_033130484.1	g16773
OG0018211	XP_009136482.1	g18598
OG0018212	XP_009128969.1	g40705
OG0018213	XP_033128663.1	g39709
OG0018214	XP_009114012.1	g11128
OG0018215	XP_009151604.1	g10297
OG0018216	XP_009129702.1, XP_009151610.1	g27792
OG0018217	XP_009129727.1	g10265
OG0018218	XP_033129735.1	g4763
OG0018219	XP_009134051.1	g26815
OG0018220	XP_009134062.1	g28258
OG0018221	XP_009132684.2	g1359
OG0018222	XP_009132680.1	g1349
OG0018223	XP_009107238.1	g41195, g41176
OG0018224	XP_009132588.1	g1323
OG0018225	XP_009107112.1	g1315
OG0018226	XP_009127210.2	g894
OG0018227	XP_009136464.1	g9905
OG0018228	XP_009112004.1	g9881
OG0018230	XP_009103500.1	g9637
OG0018233	XP_033134362.1	g43569, g27999
OG0018236	XP_033129763.1	g4827
OG0018237	XP_009126412.1, XP_009131766.1	g28960
OG0018238	XP_033129023.1, XP_033138924.1	g19757, g19706
OG0018243	XP_033143384.1	g16746
OG0018246	XP_033134301.1, XP_033134300.1, XP_033141155.1	g11045, g757, g52217, g50710, g45089, g32836, g44304, g3690, g29414, g545, g47019, g50555, g22903, g17765, g26848, g30825
OG0018261	XP_009136680.1	g23916
OG0018262	XP_009150242.1	g11411
OG0018264	XP_009121366.1	g4966, g4967
OG0018266	XP_009133944.1	g36792, g36789
OG0018267	XP_009121586.2	g29260
OG0018270	XP_009121649.1	g29299
OG0018271	XP_009139565.1	g24574
OG0018273	XP_009131388.1	g45651
OG0018274	XP_009125953.1	g45631
OG0018275	XP_009121779.1	g29365
OG0018276	XP_009121806.1	g5292
OG0018277	XP_009121856.1	g5311
OG0018280	XP_009125297.1	g29496
OG0018281	XP_009122073.1	g45528
OG0018282	XP_033142817.1	g5441
OG0018283	XP_009125341.1	g5443
OG0018284	XP_009131117.1	g29553
OG0018285	XP_009122510.1	g29565
OG0018286	XP_009122499.1	g45507
OG0018287	XP_009122463.1	g29579
OG0018288	XP_009122440.1	g45497
OG0018289	XP_009122332.1	g5539
OG0018290	XP_009138729.1	g23807
OG0018293	XP_018514143.1	g40124
OG0018299	XP_009144346.1	g37883
OG0018300	XP_009144343.1	g39959
OG0018301	XP_009141090.1	g51221
OG0018302	XP_009141097.1, XP_009132751.1	g39893
OG0018303	XP_033147613.1	g37916
OG0018304	XP_033146279.1	g39749
OG0018306	XP_033144075.1	g23836
OG0018307	XP_009137511.2	g23778
OG0018308	XP_009137521.2	g17170
OG0018309	XP_009139481.2	g17154
OG0018310	XP_033137611.1	g36263
OG0018311	XP_033147956.1	g28126
OG0018312	XP_009109641.2	g32415
OG0018313	XP_009115134.1	g50544
OG0018314	XP_009115126.1	g32474
OG0018315	XP_009115053.1	g50557
OG0018316	XP_009145219.1	g27723
OG0018318	XP_009114882.1	g32617
OG0018319	XP_009152213.1	g1527
OG0018320	XP_009152194.1	g1542
OG0018322	XP_009150591.1	g183
OG0018324	XP_009112102.1	g284
OG0018326	XP_009151338.2	g371
OG0018327	XP_009151329.1	g381
OG0018328	XP_009151320.1	g18603
OG0018329	XP_009150117.1	g395
OG0018331	XP_009111987.1	g9906
OG0018332	XP_018512959.1	g428
OG0018335	XP_009111627.1	g538
OG0018337	XP_009151081.1	g10070
OG0018339	XP_009111672.1	g613
OG0018342	XP_009120777.1	g28920
OG0018343	XP_009120470.1	g1275
OG0018344	XP_033138002.1	g28707
OG0018345	XP_009120425.2	g1246
OG0018347	XP_009120378.1	g1206
OG0018348	XP_033140246.1	g28670
OG0018349	XP_009132111.1	g39298
OG0018350	XP_009132127.2	g39305
OG0018352	XP_009132312.1	g1063
OG0018353	XP_018508045.2	g19393
OG0018356	XP_009122360.1	g5563
OG0018357	XP_018510730.1	g29643
OG0018359	XP_009130840.1	g5666
OG0018360	XP_009133583.1	g27965
OG0018362	XP_009122812.1	g11552
OG0018363	XP_033137560.1	g45297
OG0018364	XP_018512145.1	g5822
OG0018367	XP_018513126.1	g5850
OG0018374	XP_009106697.1	g13601
OG0018375	XP_009106663.2	g44325
OG0018377	XP_009128343.1	g46512
OG0018378	XP_018512331.1	g46426
OG0018379	XP_009106415.1	g13615
OG0018381	XP_009149824.1	g19462
OG0018383	XP_018508833.1	g46325
OG0018384	XP_018510988.1	g14235
OG0018386	XP_009106292.1	g44405
OG0018387	XP_009106173.1	g44476
OG0018388	XP_009104722.1	g46183
OG0018389	XP_009121106.1	g14021, g53180
OG0018390	XP_033135700.1	g6052
OG0018391	XP_033132431.1	g17979
OG0018392	XP_009127411.1	g18057
OG0018393	XP_009106941.1	g54351
OG0018396	XP_033145131.1	g37162
OG0018397	XP_009133076.1	g38035, g51577
OG0018398	XP_033146811.1	g51601
OG0018400	XP_009108059.1	g46915
OG0018401	XP_009124275.1	g46879
OG0018403	XP_009149084.1	g46935
OG0018404	XP_009107669.1	g24906, g46958
OG0018405	XP_009139612.2	g24654
OG0018407	XP_009109568.1	g17755
OG0018410	XP_009144705.2	g24497
