Orthogroup	Brassica_rapa	Rorippa_islandica
OG0014783	XP_018508892.1	Roisl.0053s0210.1.p
OG0014784	XP_009126574.1	Roisl.0210s1946.1.p
OG0014785	XP_009120627.1	Roisl.0210s1949.1.p
OG0014786	XP_009123248.1	Roisl.0075s0016.1.p
OG0014787	XP_009119909.1	Roisl.0031s0134.1.p
OG0014788	XP_033144518.1	Roisl.0080s0195.1.p
OG0014789	XP_018512520.1, XP_018511181.1	Roisl.0080s0211.1.p
OG0014790	XP_009120594.1	Roisl.0080s0213.1.p
OG0014791	XP_033138847.1	Roisl.0080s0216.1.p
OG0014792	XP_009120586.1	Roisl.0080s0219.1.p
OG0014793	XP_009120535.2	Roisl.0080s0253.1.p
OG0014795	XP_009126651.1	Roisl.0080s0290.1.p
OG0014796	XP_009126666.1	Roisl.0080s0297.1.p
OG0014797	XP_009120457.1	Roisl.0080s0336.1.p
OG0014798	XP_009125078.1	Roisl.0213s0792.1.p
OG0014799	XP_009120449.1	Roisl.0080s0342.1.p
OG0014800	XP_033137997.1	Roisl.0080s0346.1.p
OG0014802	XP_009126713.1	Roisl.0080s0362.1.p
OG0014803	XP_009120417.1, XP_018511913.1	Roisl.0080s0379.1.p
OG0014804	XP_009120413.1	Roisl.0080s0381.1.p
OG0014805	XP_009120384.1	Roisl.0080s0420.1.p
OG0014806	XP_009120375.1	Roisl.0080s0431.1.p
OG0014807	XP_009120366.2	Roisl.0080s0438.1.p
OG0014808	XP_033137702.1	Roisl.0080s0439.1.p
OG0014809	XP_009120353.1	Roisl.0080s0450.1.p
OG0014810	XP_009126767.1	Roisl.0080s0464.1.p
OG0014811	XP_009120333.2	Roisl.0080s0471.1.p
OG0014812	XP_009126770.1	Roisl.0080s0473.1.p
OG0014813	XP_009132081.1	Roisl.0080s0479.1.p
OG0014814	XP_009120326.2	Roisl.0080s0481.1.p
OG0014815	XP_009132118.1	Roisl.0080s0539.1.p
OG0014816	XP_009120324.1	Roisl.0080s0483.1.p
OG0014817	XP_009126790.1	Roisl.0080s0486.1.p
OG0014818	XP_009120312.1	Roisl.0080s0501.1.p
OG0014819	XP_009126804.1	Roisl.0080s0503.1.p
OG0014820	XP_009120292.2, XP_018512816.1	Roisl.0080s0522.1.p
OG0014821	XP_009126815.2, XP_009120290.1	Roisl.0080s0524.1.p
OG0014822	XP_033144574.1	Roisl.0080s0529.1.p
OG0014823	XP_009120284.1	Roisl.0080s0532.1.p
OG0014824	XP_009120281.1	Roisl.0080s0535.1.p
OG0014825	XP_009132130.1	Roisl.0082s0362.1.p, Roisl.0080s0560.1.p
OG0014826	XP_009126838.1	Roisl.0080s0562.1.p
OG0014827	XP_009129209.1	Roisl.0011s0073.1.p
OG0014828	XP_009102259.1	Roisl.0066s0086.1.p
OG0014829	XP_009123150.1	Roisl.0045s0094.1.p
OG0014830	XP_009120224.1	Roisl.0080s0601.1.p
OG0014831	XP_018510780.1	Roisl.0080s0600.1.p
OG0014832	XP_009120237.1	Roisl.0080s0588.1.p
OG0014833	XP_009120182.1	Roisl.0080s0641.1.p
OG0014834	XP_009120184.1	Roisl.0080s0642.1.p
OG0014835	XP_009120169.1	Roisl.0080s0657.1.p
OG0014836	XP_009120138.1	Roisl.0080s0706.1.p
OG0014837	XP_009126967.2	Roisl.0080s0719.1.p
OG0014838	XP_033137507.1, XP_033139639.1	Roisl.0080s0722.1.p
OG0014839	XP_009120096.1	Roisl.0080s0759.1.p
OG0014840	XP_009120107.1	Roisl.0080s0739.1.p
OG0014841	XP_009126976.1	Roisl.0080s0741.1.p
OG0014842	XP_009120104.1	Roisl.0080s0745.1.p
OG0014843	XP_033138734.1	Roisl.0080s0749.1.p
OG0014844	XP_009120101.1	Roisl.0080s0751.1.p
OG0014845	XP_009121282.1, XP_009126982.1	Roisl.0080s0758.1.p
OG0014846	XP_009132370.1	Roisl.0080s0775.1.p
OG0014847	XP_033139626.1	Roisl.0080s0783.1.p
OG0014848	XP_009120057.1	Roisl.0080s0789.1.p
OG0014849	XP_009120010.1	Roisl.0080s0855.1.p
OG0014850	XP_033128087.1	Roisl.0046s0895.1.p
OG0014851	XP_033136871.1	Roisl.0046s0877.1.p
OG0014852	XP_009150152.1	Roisl.0046s0863.1.p
OG0014853	XP_009151832.1	Roisl.0046s0846.1.p
OG0014854	XP_009149776.1	Roisl.0046s0823.1.p
OG0014855	XP_009149777.1	Roisl.0046s0821.1.p
OG0014856	XP_009151549.1	Roisl.0046s0804.1.p
OG0014857	XP_018510675.1	Roisl.0204s0180.1.p
OG0014858	XP_009111276.1	Roisl.0082s0422.1.p
OG0014859	XP_009130995.1	Roisl.0210s0488.1.p
OG0014860	XP_009125687.1	Roisl.0210s0479.1.p
OG0014861	XP_009133346.1	Roisl.0017s0289.1.p
OG0014862	XP_033144625.1	Roisl.0210s0452.1.p
OG0014863	XP_009122386.1	Roisl.0210s0439.1.p
OG0014864	XP_009125667.1	Roisl.0210s0425.1.p
OG0014865	XP_009130968.1	Roisl.0210s0418.1.p
OG0014866	XP_033137851.1	Roisl.0210s0412.1.p
OG0014867	XP_009125661.1, XP_009122289.1	Roisl.0210s0407.1.p
OG0014869	XP_018510715.1	Roisl.0042s0026.1.p
OG0014870	XP_009127724.1	Roisl.0083s0002.1.p
OG0014871	XP_009122214.1	Roisl.0042s0055.1.p
OG0014872	XP_009122213.1	Roisl.0042s0056.1.p
OG0014873	XP_009137755.1	Roisl.0008s0230.1.p
OG0014874	XP_009125620.1, XP_033138675.1	Roisl.0042s0066.1.p
OG0014875	XP_009122201.2	Roisl.0042s0067.1.p
OG0014876	XP_009122200.2	Roisl.0042s0068.1.p
OG0014877	XP_009122197.1	Roisl.0042s0070.1.p
OG0014878	XP_009130904.1	Roisl.0042s0077.1.p
OG0014878	XP_009122195.1	Roisl.0042s0076.1.p
OG0014879	XP_033137777.1	Roisl.0042s0086.1.p
OG0014880	XP_009122177.1	Roisl.0042s0088.1.p
OG0014881	XP_009130899.1	Roisl.0042s0092.1.p
OG0014882	XP_009122169.1	Roisl.0042s0099.1.p
OG0014883	XP_009122167.1	Roisl.0042s0101.1.p
OG0014884	XP_009122146.1	Roisl.0042s0127.1.p
OG0014885	XP_009122133.1	Roisl.0042s0142.1.p
OG0014886	XP_009122129.1	Roisl.0042s0143.1.p
OG0014887	XP_009122125.1	Roisl.0042s0150.1.p
OG0014889	XP_009122551.2	Roisl.0042s0156.1.p
OG0014890	XP_009122554.1	Roisl.0030s0216.1.p
OG0014891	XP_009130836.1	Roisl.0030s0200.1.p
OG0014892	XP_009122582.1	Roisl.0030s0184.1.p
OG0014893	XP_009101269.1	Roisl.0011s0129.1.p
OG0014894	XP_009130828.1	Roisl.0030s0180.1.p
OG0014895	XP_009130823.1	Roisl.0030s0170.1.p
OG0014896	XP_033137364.1	Roisl.0030s0166.1.p
OG0014897	XP_009122616.2	Roisl.0030s0158.1.p
OG0014898	XP_033145086.1	Roisl.0030s0157.1.p
OG0014899	XP_009122625.1	Roisl.0030s0151.1.p
OG0014900	XP_009122634.1	Roisl.0030s0142.1.p
OG0014901	XP_018511141.1	Roisl.0030s0137.1.p
OG0014902	XP_018511246.2	Roisl.0030s0122.1.p
OG0014903	XP_009122659.1	Roisl.0030s0119.1.p
OG0014905	XP_009124258.1	Roisl.0053s0072.1.p
OG0014906	XP_009122680.1	Roisl.0030s0094.1.p
OG0014907	XP_033138478.1	Roisl.0030s0089.1.p
OG0014908	XP_033138511.1	Roisl.0030s0088.1.p
OG0014909	XP_009125514.1	Roisl.0030s0085.1.p
OG0014910	XP_009130759.1	Roisl.0030s0068.1.p
OG0014911	XP_009125498.1	Roisl.0030s0056.1.p
OG0014912	XP_009122719.1	Roisl.0030s0051.1.p
OG0014913	XP_009130728.1	Roisl.0030s0028.1.p
OG0014914	XP_009122751.1	Roisl.0034s0164.1.p
OG0014915	XP_009122750.1	Roisl.0034s0165.1.p
OG0014916	XP_009125463.2	Roisl.0034s0168.1.p
OG0014918	XP_009122781.1	Roisl.0034s0141.1.p
OG0014919	XP_009122795.1	Roisl.0034s0130.1.p
OG0014920	XP_009125439.2	Roisl.0034s0125.1.p
OG0014921	XP_009122801.1	Roisl.0034s0124.1.p
OG0014922	XP_033143828.1	Roisl.0034s0112.1.p
OG0014923	XP_009130678.1	Roisl.0034s0110.1.p
OG0014924	XP_009130673.1	Roisl.0034s0105.1.p
OG0014925	XP_009125433.1	Roisl.0034s0102.1.p
OG0014926	XP_033139512.1, XP_009130669.2	Roisl.0034s0099.1.p
OG0014927	XP_033137561.1	Roisl.0034s0092.1.p
OG0014928	XP_009125427.3	Roisl.0034s0080.1.p
OG0014929	XP_009130659.1, XP_033139523.1, XP_033139518.1	Roisl.0034s0069.1.p
OG0014930	XP_009125423.1	Roisl.0034s0067.1.p
OG0014931	XP_009125419.2	Roisl.0034s0064.1.p
OG0014932	XP_009125417.1	Roisl.0034s0062.1.p
OG0014933	XP_009130651.1	Roisl.0034s0060.1.p
OG0014934	XP_009130650.1	Roisl.0034s0055.1.p
OG0014935	XP_018513209.1	Roisl.0034s0054.1.p
OG0014936	XP_009130643.1	Roisl.0034s0048.1.p
OG0014937	XP_009130642.1	Roisl.0034s0046.1.p
OG0014938	XP_009122856.1	Roisl.0034s0040.1.p
OG0014939	XP_009125388.1	Roisl.0034s0016.1.p
OG0014940	XP_009130622.1	Roisl.0034s0014.1.p
OG0014941	XP_009130621.1	Roisl.0034s0013.1.p
OG0014942	XP_009130611.1	Roisl.0034s0010.1.p
OG0014943	XP_009115130.1	Roisl.0079s0212.1.p
OG0014944	XP_009107206.1	Roisl.0034s0007.1.p
OG0014945	XP_033145710.1	Roisl.0009s0150.1.p
OG0014946	XP_009125177.1	Roisl.0009s0108.1.p
OG0014947	XP_033145583.1	Roisl.0009s0092.1.p
OG0014949	XP_033131445.1	Roisl.0115s0037.1.p
OG0014950	XP_009104434.1	Roisl.0115s0031.1.p
OG0014951	XP_009106777.1	Roisl.0115s0025.1.p
OG0014952	XP_009104426.1	Roisl.0115s0010.1.p
OG0014953	XP_033132013.1	Roisl.0115s0012.1.p
OG0014954	XP_018508583.1	Roisl.0115s0013.1.p
OG0014955	XP_033132011.1	Roisl.0115s0017.1.p
OG0014956	XP_009106773.1	Roisl.0115s0039.1.p
OG0014957	XP_009104446.1	Roisl.0115s0046.1.p
OG0014958	XP_009104448.1	Roisl.0115s0054.1.p
OG0014959	XP_009128437.1	Roisl.0115s0066.1.p
OG0014960	XP_009128433.1	Roisl.0115s0070.1.p
OG0014961	XP_009128425.1	Roisl.0115s0076.1.p
OG0014962	XP_018512117.1	Roisl.0115s0110.1.p
OG0014963	XP_009128387.1	Roisl.0115s0136.1.p
OG0014964	XP_009104497.1	Roisl.0115s0142.1.p
OG0014965	XP_009111751.1	Roisl.0046s0398.1.p
OG0014966	XP_009104519.1	Roisl.0115s0174.1.p
OG0014967	XP_009106669.1	Roisl.0115s0182.1.p
OG0014968	XP_009106666.1	Roisl.0115s0185.1.p
OG0014969	XP_009113796.1	Roisl.0015s0074.1.p
OG0014970	XP_009106634.1	Roisl.0115s0210.1.p
OG0014971	XP_009106633.2	Roisl.0115s0211.1.p
OG0014972	XP_009106628.1	Roisl.0115s0216.1.p
OG0014973	XP_009116162.1	Roisl.0082s0496.1.p
OG0014974	XP_009106613.2	Roisl.0115s0228.1.p
OG0014975	XP_009106609.1	Roisl.0115s0233.1.p
OG0014976	XP_009104561.1	Roisl.0115s0236.1.p
OG0014977	XP_009106606.1	Roisl.0115s0237.1.p
OG0014978	XP_009128311.1	Roisl.0115s0252.1.p
OG0014979	XP_009106591.1	Roisl.0115s0256.1.p
OG0014980	XP_009106573.1	Roisl.0004s0035.1.p
OG0014981	XP_009106448.3	Roisl.0004s0096.1.p
OG0014982	XP_009106442.1	Roisl.0004s0098.1.p
OG0014983	XP_009106433.1	Roisl.0004s0105.1.p
OG0014984	XP_009128248.1	Roisl.0004s0125.1.p
OG0014985	XP_009128242.1	Roisl.0004s0131.1.p
OG0014986	XP_009104610.1	Roisl.0004s0132.1.p
OG0014987	XP_018508797.1	Roisl.0004s0141.1.p
OG0014988	XP_009106404.1	Roisl.0004s0148.1.p
OG0014989	XP_009128229.1	Roisl.0004s0153.1.p
OG0014990	XP_009124256.1	Roisl.0053s0074.1.p
OG0014991	XP_009128215.1	Roisl.0004s0171.1.p
OG0014992	XP_009107680.1	Roisl.0004s0175.1.p
OG0014993	XP_009106381.1	Roisl.0004s0180.1.p
OG0014994	XP_009106340.1	Roisl.0004s0219.1.p
OG0014995	XP_009104662.1	Roisl.0004s0223.1.p
OG0014996	XP_009106327.1	Roisl.0004s0227.1.p
OG0014997	XP_009106324.1	Roisl.0004s0234.1.p
OG0014998	XP_009106319.1	Roisl.0004s0238.1.p
OG0014999	XP_009106316.1	Roisl.0004s0242.1.p
OG0015000	XP_009106313.1	Roisl.0004s0244.1.p
OG0015001	XP_009106299.1	Roisl.0004s0251.1.p
OG0015002	XP_009106300.1	Roisl.0004s0252.1.p
OG0015003	XP_009106294.1	Roisl.0004s0256.1.p
OG0015004	XP_009111340.2	Roisl.0191s0605.1.p
OG0015005	XP_009106279.2	Roisl.0004s0267.1.p
OG0015006	XP_009106270.1	Roisl.0004s0278.1.p
OG0015007	XP_009106263.1	Roisl.0004s0281.1.p
OG0015008	XP_009106262.1	Roisl.0004s0282.1.p
OG0015009	XP_009106253.2	Roisl.0004s0291.1.p
OG0015010	XP_009106241.2	Roisl.0004s0307.1.p
OG0015011	XP_009106232.1	Roisl.0004s0315.1.p
OG0015012	XP_009128118.1	Roisl.0004s0328.1.p
OG0015013	XP_009106214.1	Roisl.0004s0330.1.p
OG0015014	XP_009106207.1	Roisl.0004s0338.1.p
OG0015015	XP_033131085.1	Roisl.0004s0341.1.p
OG0015016	XP_009106198.1	Roisl.0004s0348.1.p
OG0015017	XP_033131088.1	Roisl.0004s0350.1.p
OG0015018	XP_009106192.1	Roisl.0004s0354.1.p
OG0015019	XP_009104709.1	Roisl.0004s0358.1.p
OG0015020	XP_009106183.1	Roisl.0004s0372.1.p
OG0015021	XP_009128078.1, XP_018508654.1	Roisl.0004s0379.1.p
OG0015022	XP_009106170.1	Roisl.0004s0383.1.p
OG0015023	XP_009106167.1	Roisl.0004s0389.1.p
OG0015024	XP_009121130.1	Roisl.0066s0210.1.p
OG0015025	XP_009121100.2	Roisl.0066s0186.1.p
OG0015026	XP_009112443.2	Roisl.0066s0175.1.p
OG0015027	XP_009121074.1	Roisl.0066s0142.1.p
OG0015028	XP_009102304.2	Roisl.0066s0128.1.p
OG0015029	XP_033132875.1	Roisl.0046s0920.1.p
OG0015030	XP_033145185.1	Roisl.0194s0024.1.p
OG0015031	XP_009149707.1	Roisl.0046s0908.1.p
OG0015032	XP_009149706.1	Roisl.0046s0910.1.p
OG0015033	XP_009149908.1	Roisl.0209s0456.1.p
OG0015034	XP_009149913.1	Roisl.0209s0449.1.p
OG0015035	XP_009149915.1	Roisl.0209s0448.1.p
OG0015036	XP_009149907.1	Roisl.0209s0457.1.p
OG0015037	XP_009149893.2	Roisl.0209s0476.1.p
OG0015038	XP_009145421.2	Roisl.0007s0805.1.p
OG0015039	XP_009106812.1	Roisl.0007s0770.1.p
OG0015040	XP_009106819.1	Roisl.0021s0499.1.p
OG0015041	XP_009147468.2	Roisl.0021s0502.1.p
OG0015042	XP_009147479.2	Roisl.0021s0510.1.p
OG0015043	XP_009106829.1	Roisl.0021s0518.1.p
OG0015044	XP_009147498.1	Roisl.0021s0534.1.p
OG0015045	XP_033132782.1, XP_009147505.1	Roisl.0021s0553.1.p
OG0015046	XP_009147512.1	Roisl.0006s0542.1.p
OG0015047	XP_009147523.2	Roisl.0006s0525.1.p
OG0015048	XP_009106904.1	Roisl.0006s0522.1.p
OG0015049	XP_009106906.1	Roisl.0006s0517.1.p
OG0015050	XP_009147531.1	Roisl.0006s0502.1.p
OG0015051	XP_009106961.1	Roisl.0006s0450.1.p
OG0015052	XP_009147587.1	Roisl.0006s0445.1.p
OG0015053	XP_009144766.1	Roisl.0006s0431.1.p
OG0015054	XP_009106980.1	Roisl.0006s0407.1.p
OG0015055	XP_009106985.1	Roisl.0006s0399.1.p
OG0015056	XP_009147621.2	Roisl.0006s0386.1.p
OG0015057	XP_033146885.1	Roisl.0006s0382.1.p
OG0015058	XP_009107006.1, XP_009147632.1	Roisl.0006s0380.1.p
OG0015059	XP_009143602.1	Roisl.0028s1057.1.p
OG0015060	XP_009133071.1	Roisl.0028s1060.1.p
OG0015061	XP_009143595.1	Roisl.0028s1065.1.p
OG0015062	XP_009141577.1	Roisl.0054s0014.1.p
OG0015063	XP_009143566.1, XP_033143187.1	Roisl.0054s0039.1.p
OG0015064	XP_009143559.1	Roisl.0017s0003.1.p
OG0015065	XP_009141611.1	Roisl.0017s0018.1.p
OG0015066	XP_009150061.1	Roisl.0209s0279.1.p
OG0015067	XP_009150076.2	Roisl.0020s0150.1.p
OG0015068	XP_009150082.1	Roisl.0020s0158.1.p
OG0015069	XP_009119840.1	Roisl.0031s0073.1.p
OG0015070	XP_009132500.1	Roisl.0031s0086.1.p
OG0015071	XP_009138967.1	Roisl.0026s0062.1.p
OG0015072	XP_009134028.1	Roisl.0006s0587.1.p
OG0015073	XP_033145759.1	Roisl.0061s0023.1.p
OG0015074	XP_009134081.1	Roisl.0020s0020.1.p
OG0015075	XP_009134079.1	Roisl.0058s0104.1.p
OG0015076	XP_009134036.1	Roisl.0214s0078.1.p
OG0015077	XP_009123552.1	Roisl.0191s0705.1.p
OG0015078	XP_009108063.1	Roisl.0213s0026.1.p
OG0015079	XP_009108050.1	Roisl.0015s0163.1.p
OG0015080	XP_009108026.1	Roisl.0015s0166.1.p
OG0015081	XP_033132277.1	Roisl.0053s0057.1.p
OG0015082	XP_009124132.1	Roisl.0179s0007.1.p
OG0015083	XP_009139658.1	Roisl.0082s0043.1.p
OG0015084	XP_009107671.1	Roisl.0058s0113.1.p, Roisl.0058s0103.1.p
OG0015085	XP_033134165.1	Roisl.0020s0027.1.p
OG0015086	XP_033148739.1	Roisl.0214s0908.1.p
OG0015087	XP_009107688.1	Roisl.0058s0004.1.p
OG0015088	XP_009107704.1	Roisl.0075s0062.1.p
OG0015089	XP_009139605.2	Roisl.0075s0079.1.p
OG0015090	XP_009139604.1	Roisl.0075s0081.1.p
OG0015091	XP_009139571.1	Roisl.0075s0117.1.p
OG0015092	XP_009139570.1	Roisl.0075s0119.1.p
OG0015093	XP_033132238.1	Roisl.0075s0173.1.p
OG0015094	XP_009107773.1	Roisl.0075s0196.1.p
OG0015095	XP_009139507.1	Roisl.0075s0197.1.p
OG0015096	XP_009107774.1	Roisl.0075s0199.1.p
OG0015097	XP_009147899.1	Roisl.0002s0216.1.p
OG0015098	XP_009147838.1	Roisl.0002s0209.1.p
OG0015099	XP_009147539.1	Roisl.0002s0205.1.p
OG0015101	XP_009107839.1	Roisl.0002s0164.1.p
OG0015102	XP_009147318.2	Roisl.0002s0160.1.p
OG0015103	XP_009147284.1	Roisl.0115s0506.1.p
OG0015104	XP_009136700.1, XP_009147242.1	Roisl.0002s0149.1.p
OG0015105	XP_009114217.2	Roisl.0011s0105.1.p
OG0015106	XP_009105117.1	Roisl.0062s0011.1.p
OG0015107	XP_009136712.1	Roisl.0002s0107.1.p
OG0015108	XP_009146719.1	Roisl.0002s0104.1.p
OG0015109	XP_009107863.1	Roisl.0002s0102.1.p
OG0015110	XP_009146678.1	Roisl.0002s0099.1.p
OG0015111	XP_009107866.1	Roisl.0002s0096.1.p
OG0015112	XP_033141887.1, XP_018508472.1	Roisl.0019s0219.1.p
OG0015113	XP_009105943.1	Roisl.0019s0218.1.p
OG0015114	XP_009127962.1	Roisl.0019s0192.1.p
OG0015115	XP_009104834.1	Roisl.0019s0191.1.p
OG0015116	XP_009104832.1	Roisl.0019s0180.1.p
OG0015117	XP_009127968.1	Roisl.0019s0179.1.p
OG0015118	XP_009127973.1	Roisl.0019s0175.1.p
OG0015119	XP_009127972.1	Roisl.0019s0174.1.p
OG0015121	XP_009104822.1	Roisl.0019s0150.1.p
OG0015122	XP_009151669.1	Roisl.0014s0129.1.p
OG0015123	XP_009105997.1	Roisl.0019s0148.1.p
OG0015124	XP_009106020.1	Roisl.0019s0117.1.p
OG0015125	XP_009104802.1	Roisl.0019s0113.1.p
OG0015126	XP_009106031.1	Roisl.0019s0104.1.p
OG0015127	XP_009137685.1	Roisl.0022s0434.1.p
OG0015128	XP_009106034.1	Roisl.0019s0101.1.p
OG0015129	XP_009106043.1	Roisl.0019s0089.1.p
OG0015130	XP_009106051.1	Roisl.0004s0512.1.p
OG0015131	XP_033139001.1	Roisl.0004s0508.1.p
OG0015132	XP_009106060.1	Roisl.0004s0501.1.p
OG0015133	XP_009140687.1	Roisl.0023s0110.1.p
OG0015134	XP_009117098.1	Roisl.0214s0021.1.p
OG0015135	XP_009128038.2	Roisl.0004s0477.1.p
OG0015136	XP_009106090.1	Roisl.0004s0472.1.p
OG0015138	XP_009106104.1	Roisl.0004s0464.1.p
OG0015139	XP_009106124.2, XP_033141169.1	Roisl.0004s0442.1.p
OG0015140	XP_009101302.2	Roisl.0011s0088.1.p
OG0015141	XP_009128053.1	Roisl.0004s0436.1.p
OG0015142	XP_009128054.1	Roisl.0004s0435.1.p
OG0015143	XP_033132063.1	Roisl.0004s0431.1.p
OG0015144	XP_009106132.1	Roisl.0004s0425.1.p
OG0015145	XP_009104746.2	Roisl.0004s0424.1.p
OG0015146	XP_009104745.1	Roisl.0004s0422.1.p
OG0015147	XP_009105028.1	Roisl.0019s0691.1.p
OG0015148	XP_009105416.1	Roisl.0019s0690.1.p
OG0015149	XP_009127662.1	Roisl.0019s0681.1.p
OG0015150	XP_033148265.1, XP_009105423.1	Roisl.0019s0680.1.p
OG0015151	XP_009105428.1	Roisl.0019s0675.1.p
OG0015152	XP_033130230.1	Roisl.0019s0670.1.p
OG0015153	XP_009127678.1	Roisl.0019s0662.1.p
OG0015154	XP_009105448.1	Roisl.0019s0652.1.p
OG0015155	XP_009105446.2	Roisl.0019s0651.1.p
OG0015156	XP_009105458.1	Roisl.0019s0638.1.p
OG0015157	XP_009105464.1	Roisl.0019s0628.1.p
OG0015158	XP_009105465.1	Roisl.0019s0600.1.p
OG0015159	XP_009137785.1	Roisl.0022s0526.1.p
OG0015160	XP_009109082.1	Roisl.0044s0007.1.p
OG0015161	XP_009129527.1	Roisl.0044s0008.1.p
OG0015162	XP_009129466.1	Roisl.0044s0012.1.p
OG0015164	XP_009137806.1	Roisl.0044s0021.1.p
OG0015165	XP_009129108.1	Roisl.0044s0043.1.p
OG0015166	XP_009129100.1	Roisl.0044s0044.1.p
OG0015167	XP_009129008.1	Roisl.0044s0057.1.p
OG0015169	XP_009137830.1	Roisl.0044s0065.1.p
OG0015170	XP_009128951.1	Roisl.0044s0073.1.p
OG0015171	XP_009132497.1	Roisl.0031s0092.1.p
OG0015172	XP_009112928.1	Roisl.0010s0192.1.p
OG0015173	XP_033135369.1	Roisl.0010s0204.1.p
OG0015174	XP_009112911.1	Roisl.0050s0107.1.p
OG0015175	XP_009125120.2	Roisl.0009s0275.1.p
OG0015176	XP_009139950.1	Roisl.0009s0251.1.p
OG0015177	XP_009139987.1	Roisl.0009s0221.1.p
OG0015178	XP_009139990.1	Roisl.0009s0218.1.p
OG0015179	XP_009125134.1	Roisl.0009s0216.1.p
OG0015180	XP_009147277.1	Roisl.0208s0045.1.p
OG0015181	XP_009150289.1	Roisl.0208s0022.1.p
OG0015182	XP_009151756.1	Roisl.0185s0044.1.p
OG0015183	XP_009151869.1	Roisl.0025s0073.1.p
OG0015184	XP_009151854.1	Roisl.0188s0120.1.p
OG0015185	XP_009151903.1	Roisl.0025s0027.1.p
OG0015186	XP_009129392.1, XP_033129883.1	Roisl.0011s0572.1.p
OG0015187	XP_018515004.1	Roisl.0011s0555.1.p
OG0015188	XP_009111573.1	Roisl.0011s0544.1.p
OG0015189	XP_009129415.1	Roisl.0011s0541.1.p
OG0015190	XP_009152181.1	Roisl.0011s0531.1.p
OG0015191	XP_009129431.1	Roisl.0011s0519.1.p
OG0015192	XP_009151989.1	Roisl.0011s0509.1.p
OG0015193	XP_009129449.1	Roisl.0011s0505.1.p
OG0015194	XP_009151991.1	Roisl.0011s0504.1.p
OG0015195	XP_009111554.1	Roisl.0011s0503.1.p
OG0015196	XP_009111553.1	Roisl.0011s0497.1.p
OG0015197	XP_009152003.1	Roisl.0011s0485.1.p
OG0015198	XP_009152010.1	Roisl.0011s0475.1.p
OG0015199	XP_009152023.1	Roisl.0011s0456.1.p
OG0015200	XP_033141871.1	Roisl.0011s0452.1.p
OG0015201	XP_009152026.1	Roisl.0011s0448.1.p
OG0015202	XP_009152043.1	Roisl.0011s0432.1.p
OG0015203	XP_009129502.1	Roisl.0011s0424.1.p
OG0015204	XP_009114095.1	Roisl.0011s0386.1.p
OG0015205	XP_009152087.1	Roisl.0011s0380.1.p
OG0015206	XP_009129569.1	Roisl.0011s0377.1.p
OG0015207	XP_009114100.1	Roisl.0011s0376.1.p
OG0015208	XP_033128098.1	Roisl.0007s0296.1.p
OG0015209	XP_009114114.1	Roisl.0011s0341.1.p
OG0015210	XP_009152115.2	Roisl.0011s0337.1.p
OG0015211	XP_009114117.1	Roisl.0011s0330.1.p
OG0015212	XP_009105671.2	Roisl.0019s0538.1.p
OG0015213	XP_009105658.1	Roisl.0019s0548.1.p
OG0015214	XP_033130269.1	Roisl.0019s0587.1.p
OG0015215	XP_009105495.1	Roisl.0019s0588.1.p
OG0015216	XP_009105490.1	Roisl.0019s0591.1.p
OG0015217	XP_009144712.1	Roisl.0002s0221.1.p
OG0015218	XP_009105483.1	Roisl.0019s0620.1.p
OG0015219	XP_009128830.1	Roisl.0005s0235.1.p
OG0015220	XP_009128827.1	Roisl.0005s0236.1.p
OG0015221	XP_009101565.2	Roisl.0005s0259.1.p
OG0015222	XP_009114390.2	Roisl.0005s0264.1.p
OG0015223	XP_009101583.1	Roisl.0005s0287.1.p
OG0015224	XP_009128781.2	Roisl.0005s0324.1.p
OG0015225	XP_009101610.1	Roisl.0005s0325.1.p
OG0015226	XP_009128780.1	Roisl.0005s0326.1.p
OG0015227	XP_009121146.1	Roisl.0066s0223.1.p
OG0015228	XP_009101619.1	Roisl.0005s0367.1.p
OG0015229	XP_009107285.1	Roisl.0006s0043.1.p
OG0015230	XP_009147893.1	Roisl.0006s0047.1.p
OG0015231	XP_009107256.1	Roisl.0006s0053.1.p
OG0015232	XP_009147867.1	Roisl.0006s0057.1.p
OG0015233	XP_033133260.1	Roisl.0006s0058.1.p
OG0015234	XP_009147866.1	Roisl.0006s0060.1.p
OG0015235	XP_009147862.1	Roisl.0006s0061.1.p
OG0015236	XP_009147861.1	Roisl.0006s0064.1.p
OG0015237	XP_009107236.1	Roisl.0006s0076.1.p
OG0015238	XP_009107229.1	Roisl.0006s0086.1.p
OG0015239	XP_009144956.1	Roisl.0006s0098.1.p
OG0015240	XP_009147839.1	Roisl.0006s0099.1.p
OG0015241	XP_009147832.1	Roisl.0006s0110.1.p
OG0015242	XP_009147824.1	Roisl.0006s0111.1.p
OG0015243	XP_033129067.1	Roisl.0006s0123.1.p
OG0015244	XP_009107213.1	Roisl.0006s0153.1.p
OG0015245	XP_009147785.1	Roisl.0006s0170.1.p
OG0015246	XP_009147783.1	Roisl.0006s0171.1.p
OG0015247	XP_009144915.1	Roisl.0006s0186.1.p
OG0015248	XP_009147767.1	Roisl.0006s0200.1.p
OG0015249	XP_009147765.2	Roisl.0006s0201.1.p
OG0015250	XP_009147764.1	Roisl.0006s0202.1.p
OG0015251	XP_009106735.1	Roisl.0115s0096.1.p
