Orthogroup	Brassica_rapa	Arabis_alpina
OG0017163	XP_009126801.1	Aa_G31680.h1.t1
OG0017164	XP_009132102.1	Aa_G31770.h1.t1
OG0017165	XP_009120294.1	Aa_G766510.h1.t1
OG0017166	XP_009132124.1	Aa_G307720.h1.t1
OG0017167	XP_009120247.1	Aa_G69100.h1.t1
OG0017168	XP_018509444.1, XP_018513275.1	Aa_G168030.h1.t1
OG0017169	XP_009132149.1	Aa_G331620.h1.t1
OG0017171	XP_009120199.2	Aa_G355100.h1.t1
OG0017172	XP_033144554.1	Aa_G690980.h1.t1
OG0017173	XP_009120175.2	Aa_G22170.h1.t1
OG0017174	XP_009126941.1	Aa_G601870.h1.t1
OG0017175	XP_009120049.1	Aa_G480130.h1.t1
OG0017176	XP_009120043.1	Aa_G442050.h1.t1
OG0017177	XP_009120024.1	Aa_G542670.h1.t1
OG0017178	XP_009127043.1	Aa_G149060.h1.t1
OG0017180	XP_009127047.1	Aa_G149160.h1.t1
OG0017181	XP_009149769.1	Aa_G608670.h1.t1
OG0017182	XP_009149773.1	Aa_G445110.h1.t1
OG0017183	XP_009149781.1	Aa_G106830.h1.t1
OG0017185	XP_009122343.1	Aa_G275550.h1.t1
OG0017188	XP_009130979.2	Aa_G244330.h1.t1
OG0017189	XP_009125676.2	Aa_G244340.h1.t1
OG0017190	XP_009122383.1	Aa_G244390.h1.t1
OG0017191	XP_009122385.1	Aa_G244400.h1.t1
OG0017192	XP_009122300.1	Aa_G386460.h1.t1
OG0017193	XP_009122292.1	Aa_G386400.h1.t1
OG0017194	XP_009122253.1	Aa_G414670.h1.t1
OG0017196	XP_009122226.1	Aa_G209750.h1.t1
OG0017197	XP_009122185.1	Aa_G546990.h1.t1
OG0017198	XP_009130896.1	Aa_G261300.h1.t1
OG0017199	XP_009122141.1	Aa_G170550.h1.t1
OG0017200	XP_009122137.1	Aa_G170580.h1.t1
OG0017201	XP_009122134.1	Aa_G353240.h1.t1
OG0017202	XP_009130869.1	Aa_G353360.h1.t1
OG0017203	XP_009122123.1	Aa_G634190.h1.t1
OG0017204	XP_033145072.1	Aa_G304010.h1.t1
OG0017207	XP_009122697.1	Aa_G170150.h1.t1
OG0017208	XP_009125489.1	Aa_G259840.h1.t1, Aa_G259830.h1.t1
OG0017209	XP_009122740.1	Aa_G478960.h1.t1
OG0017210	XP_018512503.1	Aa_G478940.h1.t1
OG0017211	XP_009122747.1	Aa_G260800.h1.t1
OG0017212	XP_009122755.1	Aa_G522850.h1.t1
OG0017213	XP_009122759.1	Aa_G260660.h1.t1
OG0017214	XP_009122763.1	Aa_G260610.h1.t1
OG0017215	XP_009130751.1	Aa_G260580.h1.t1
OG0017216	XP_009122799.1	Aa_G274550.h1.t1
OG0017217	XP_009122819.2	Aa_G18650.h1.t1
OG0017218	XP_009125430.1	Aa_G443010.h1.t1
OG0017219	XP_009125407.1	Aa_G54030.h1.t1
OG0017220	XP_009130636.1	Aa_G626110.h1.t1
OG0017221	XP_018513127.1	Aa_G481310.h1.t1
OG0017222	XP_009130629.2	Aa_G481260.h1.t1
OG0017223	XP_009112707.1	Aa_G481250.h1.t1
OG0017224	XP_009125392.1	Aa_G264590.h1.t1
OG0017225	XP_009125390.1	Aa_G264570.h1.t1
OG0017226	XP_009140032.1	Aa_G553500.h1.t1
OG0017228	XP_009140096.1	Aa_G201140.h1.t1
OG0017229	XP_009125203.1	Aa_G185050.h1.t1
OG0017230	XP_009104429.2	Aa_G239130.h1.t1
OG0017231	XP_009104428.1	Aa_G239140.h1.t1
OG0017232	XP_018508578.1	Aa_G239160.h1.t1
OG0017233	XP_009104444.1	Aa_G484930.h1.t1, Aa_G484920.h1.t1, Aa_G389040.h1.t1
OG0017234	XP_033141111.1	Aa_G385740.h1.t1
OG0017236	XP_009106748.1	Aa_G312050.h1.t1
OG0017237	XP_018508812.2	Aa_G21760.h1.t1
OG0017238	XP_009128384.1	Aa_G293550.h1.t1
OG0017239	XP_009128383.1	Aa_G293560.h1.t1
OG0017240	XP_009106692.1	Aa_G293670.h1.t1
OG0017242	XP_009128367.1	Aa_G457370.h1.t1
OG0017245	XP_009106594.1	Aa_G457940.h1.t1
OG0017246	XP_009106564.1	Aa_G343720.h1.t1
OG0017247	XP_009128281.1	Aa_G485910.h1.t1
OG0017251	XP_009128240.1	Aa_G129480.h1.t1
OG0017252	XP_009106408.1	Aa_G129360.h1.t1
OG0017253	XP_018508661.2	Aa_G129300.h1.t1
OG0017255	XP_009128224.1	Aa_G654150.h1.t1
OG0017256	XP_009104639.1	Aa_G215550.h1.t1
OG0017257	XP_009104648.2	Aa_G193630.h1.t1
OG0017258	XP_009104661.1	Aa_G418900.h1.t1
OG0017259	XP_009104664.2	Aa_G738880.h1.t1, Aa_G738880.h2.t1
OG0017260	XP_009111566.1	Aa_G263320.h1.t1
OG0017261	XP_009128145.1	Aa_G281650.h1.t1
OG0017262	XP_033132108.1	Aa_G281720.h1.t1
OG0017263	XP_009106236.1	Aa_G702580.h1.t1
OG0017264	XP_009128132.1	Aa_G656100.h1.t1
OG0017266	XP_033135244.1	Aa_G573000.h1.t1
OG0017267	XP_009112429.1	Aa_G314470.h1.t1
OG0017268	XP_009121078.1	Aa_G459720.h1.t1
OG0017269	XP_009149914.1	Aa_G207440.h1.t1
OG0017270	XP_009150639.1, XP_009149919.1	Aa_G458660.h1.t1
OG0017271	XP_009143917.2	Aa_G205530.h1.t1
OG0017272	XP_033147046.1	Aa_G205670.h1.t1
OG0017273	XP_033128617.1	Aa_G108900.h1.t1
OG0017274	XP_018515489.1	Aa_G109050.h1.t1
OG0017275	XP_009112678.1	Aa_G627410.h1.t1
OG0017276	XP_009106830.1	Aa_G420900.h1.t1
OG0017277	XP_009147499.1	Aa_G193190.h1.t1
OG0017278	XP_009103727.1	Aa_G193310.h1.t1
OG0017279	XP_009103726.2	Aa_G193280.h1.t1
OG0017280	XP_009103744.1	Aa_G231520.h1.t1
OG0017281	XP_033133438.1	Aa_G375490.h1.t1
OG0017282	XP_009147524.1	Aa_G375430.h1.t1
OG0017283	XP_009106905.1	Aa_G793800.h1.t1
OG0017285	XP_009147549.1	Aa_G118340.h1.t1
OG0017286	XP_009106953.1	Aa_G127870.h1.t1
OG0017287	XP_009144760.1	Aa_G643200.h1.t1, Aa_G225030.h1.t1, Aa_G643180.h1.t1
OG0017288	XP_009147588.2	Aa_G613360.h1.t1
OG0017289	XP_009113436.1	Aa_G101040.h1.t1
OG0017290	XP_009140548.1	Aa_G310050.h1.t1
OG0017291	XP_009147631.1	Aa_G230470.h1.t1
OG0017292	XP_009141563.1	Aa_G313380.h1.t1
OG0017293	XP_009143572.1	Aa_G402660.h1.t1
OG0017294	XP_018514096.1	Aa_G25300.h1.t1
OG0017295	XP_009127198.1	Aa_G656260.h1.t1
OG0017297	XP_009127374.1	Aa_G82820.h1.t1
OG0017298	XP_009112619.2	Aa_G70950.h1.t1
OG0017299	XP_009108057.1	Aa_G70930.h1.t1
OG0017300	XP_009108052.1	Aa_G70910.h1.t1
OG0017301	XP_009144640.1	Aa_G70900.h1.t1
OG0017302	XP_018511537.1	Aa_G363040.h1.t1
OG0017303	XP_009124271.1	Aa_G363030.h1.t1
OG0017304	XP_009108019.1	Aa_G363010.h1.t1
OG0017305	XP_009139659.1	Aa_G391460.h1.t1
OG0017306	XP_009139648.1	Aa_G413400.h1.t1
OG0017307	XP_018511008.1	Aa_G183940.h1.t1
OG0017308	XP_009139618.2	Aa_G198060.h1.t1
OG0017309	XP_009118047.1	Aa_G26530.h1.t1
OG0017310	XP_009107746.1	Aa_G79750.h1.t1
OG0017311	XP_033129956.1	Aa_G250910.h1.t1
OG0017312	XP_009134221.3	Aa_G250900.h1.t1
OG0017313	XP_009148642.1	Aa_G362590.h1.t1
OG0017314	XP_009144704.1	Aa_G31140.h1.t1
OG0017316	XP_009148035.1	Aa_G31180.h1.t1
OG0017317	XP_009147983.2	Aa_G31290.h1.t1
OG0017318	XP_009146901.1	Aa_G580580.h1.t1
OG0017319	XP_009146794.1	Aa_G428410.h1.t1
OG0017320	XP_009107859.1	Aa_G565120.h1.t1
OG0017321	XP_009134042.1	Aa_G161690.h1.t1
OG0017324	XP_033139300.1	Aa_G341750.h1.t1
OG0017325	XP_009105961.1	Aa_G341770.h1.t1
OG0017326	XP_009105962.1	Aa_G341820.h1.t1
OG0017327	XP_009133977.1	Aa_G446790.h1.t1
OG0017328	XP_009127988.2	Aa_G303460.h1.t1
OG0017329	XP_033131770.1	Aa_G303500.h1.t1
OG0017330	XP_009104804.2	Aa_G541250.h1.t1
OG0017331	XP_009106021.1	Aa_G203190.h1.t1
OG0017332	XP_009104800.1	Aa_G203140.h1.t1
OG0017334	XP_009128024.1	Aa_G30640.h1.t1
OG0017335	XP_009128056.1	Aa_G64610.h1.t1
OG0017336	XP_009105434.1	Aa_G299390.h1.t1
OG0017337	XP_009127674.1	Aa_G304200.h1.t1
OG0017338	XP_009127684.1	Aa_G190310.h1.t1
OG0017339	XP_009127696.2	Aa_G305340.h1.t1
OG0017340	XP_009127708.1	Aa_G538480.h1.t1
OG0017342	XP_009129536.1	Aa_G387150.h1.t1
OG0017343	XP_033130482.1	Aa_G185060.h1.t1
OG0017345	XP_009139937.1	Aa_G460000.h1.t1
OG0017347	XP_009150291.1	Aa_G337480.h1.t1
OG0017348	XP_009123264.2	Aa_G337490.h1.t1
OG0017349	XP_009151871.1	Aa_G185330.h1.t1
OG0017350	XP_033140724.1	Aa_G142480.h1.t1
OG0017351	XP_009151908.1	Aa_G34240.h1.t1
OG0017352	XP_009151936.1	Aa_G264290.h1.t1
OG0017354	XP_033128595.1	Aa_G25610.h1.t1
OG0017355	XP_009152052.1	Aa_G276870.h1.t1
OG0017356	XP_009152122.1	Aa_G227110.h1.t1
OG0017357	XP_033140913.1	Aa_G585180.h1.t1
OG0017358	XP_009127748.1	Aa_G540890.h1.t1
OG0017359	XP_018508498.1, XP_018508551.2	Aa_G347600.h1.t1
OG0017360	XP_009104998.1	Aa_G335300.h1.t1
OG0017361	XP_009105494.1	Aa_G452760.h1.t1
OG0017363	XP_009114397.1	Aa_G176640.h1.t1
OG0017364	XP_033136891.1	Aa_G176760.h1.t1
OG0017365	XP_009101588.1	Aa_G118060.h1.t1
OG0017367	XP_009147823.1	Aa_G36800.h1.t1
OG0017368	XP_009147821.1	Aa_G36840.h1.t1
OG0017369	XP_009107205.1	Aa_G582080.h1.t1
OG0017370	XP_009147761.1, XP_033142605.1	Aa_G434960.h1.t1
OG0017372	XP_009147706.1	Aa_G219710.h1.t1
OG0017373	XP_009144836.1	Aa_G386150.h1.t1
OG0017374	XP_009144833.1	Aa_G386140.h1.t1
OG0017375	XP_009147679.2	Aa_G625050.h1.t1
OG0017376	XP_009147671.1	Aa_G465520.h1.t1
OG0017377	XP_009147668.1	Aa_G173610.h1.t1
OG0017378	XP_009114034.1	Aa_G150380.h1.t1
OG0017379	XP_009101833.1	Aa_G150350.h1.t1
OG0017380	XP_009108010.1	Aa_G325410.h1.t1
OG0017381	XP_009114004.1	Aa_G332210.h1.t1
OG0017382	XP_009141333.1, XP_009132940.1	Aa_G113380.h1.t1
OG0017383	XP_009132939.2	Aa_G113390.h1.t1
OG0017384	XP_009141334.1	Aa_G113400.h1.t1
OG0017385	XP_009141464.1	Aa_G465710.h1.t1
OG0017386	XP_009143825.1	Aa_G438700.h1.t1
OG0017388	XP_009143729.1	Aa_G15170.h1.t1
OG0017389	XP_009141413.1	Aa_G264050.h1.t1
OG0017390	XP_009143700.1	Aa_G344560.h1.t1
OG0017391	XP_009143679.1	Aa_G52070.h1.t1
OG0017393	XP_009133044.1	Aa_G24560.h1.t1
OG0017394	XP_009132774.1	Aa_G455320.h1.t1
OG0017395	XP_009132627.1	Aa_G78230.h1.t1
OG0017396	XP_009132447.1	Aa_G244670.h1.t1
OG0017398	XP_009136957.1	Aa_G150200.h1.t1
OG0017399	XP_033129794.1	Aa_G345100.h1.t1
OG0017401	XP_009150502.1	Aa_G578530.h1.t1
OG0017402	XP_009117318.1	Aa_G671710.h1.t1
OG0017404	XP_009115765.1	Aa_G11460.h1.t1
OG0017405	XP_009136558.1	Aa_G661340.h1.t1
OG0017406	XP_009115729.1	Aa_G649780.h1.t1
OG0017408	XP_009107228.1	Aa_G687760.h1.t1
OG0017409	XP_009136904.1	Aa_G194530.h1.t1
OG0017411	XP_033130786.1	Aa_G105240.h1.t1
OG0017412	XP_009119395.1	Aa_G347080.h1.t1
OG0017413	XP_009121236.1	Aa_G81660.h1.t1
OG0017414	XP_009121210.1	Aa_G601880.h1.t1, Aa_G313550.h1.t1
OG0017415	XP_009136320.1	Aa_G323520.h1.t1
OG0017416	XP_033129505.1	Aa_G436180.h1.t1
OG0017417	XP_009136179.2	Aa_G6210.h1.t1
OG0017419	XP_009102970.1	Aa_G419780.h1.t1
OG0017420	XP_033131035.1	Aa_G419790.h1.t1
OG0017421	XP_009151651.1	Aa_G28500.h1.t1
OG0017422	XP_009133519.1	Aa_G588580.h1.t1
OG0017423	XP_009133843.1	Aa_G245250.h1.t1
OG0017424	XP_009136204.1	Aa_G105470.h1.t1
OG0017426	XP_009134321.1	Aa_G297790.h1.t1
OG0017427	XP_009134802.1	Aa_G318050.h1.t1
OG0017429	XP_009137211.1	Aa_G298500.h1.t1
OG0017430	XP_009135338.1	Aa_G213410.h1.t1
OG0017431	XP_009133206.1	Aa_G148200.h1.t1
OG0017433	XP_009145916.1, XP_033138082.1	Aa_G601200.h1.t1
OG0017434	XP_009124820.1	Aa_G52320.h1.t1
OG0017435	XP_009124822.1	Aa_G52360.h1.t1
OG0017436	XP_009107011.1	Aa_G52430.h1.t1
OG0017438	XP_009134581.1	Aa_G52570.h1.t1
OG0017439	XP_009124042.1	Aa_G451670.h1.t1
OG0017441	XP_009147445.1	Aa_G451690.h1.t1
OG0017442	XP_009103541.1	Aa_G43960.h1.t1
OG0017443	XP_009126996.1	Aa_G44000.h1.t1
OG0017444	XP_009112288.1	Aa_G44090.h1.t1
OG0017445	XP_009130568.1	Aa_G44110.h1.t1
OG0017446	XP_033141401.1	Aa_G113950.h1.t1
OG0017447	XP_009150857.1	Aa_G113840.h1.t1
OG0017448	XP_009112275.1	Aa_G113800.h1.t1
OG0017449	XP_009112273.1	Aa_G113790.h1.t1
OG0017450	XP_009112266.2	Aa_G113740.h1.t1
OG0017451	XP_009116997.1	Aa_G273140.h1.t1
OG0017453	XP_018510400.1	Aa_G273040.h1.t1
OG0017454	XP_009138652.1	Aa_G272980.h1.t1
OG0017455	XP_009143681.1	Aa_G163620.h1.t1
OG0017457	XP_009116927.1	Aa_G167880.h1.t1
OG0017458	XP_009116897.1	Aa_G2540.h1.t1
OG0017459	XP_009104351.1	Aa_G33580.h1.t1
OG0017460	XP_009104346.1	Aa_G33550.h1.t1
OG0017461	XP_009104282.1	Aa_G48800.h1.t1
OG0017462	XP_009104280.1	Aa_G48790.h1.t1
OG0017463	XP_009116764.1	Aa_G48710.h1.t1
OG0017464	XP_009116757.1, XP_033135733.1	Aa_G48670.h1.t1
OG0017465	XP_033134887.1	Aa_G77310.h1.t1
OG0017466	XP_018514200.1	Aa_G77350.h1.t1
OG0017467	XP_009116695.1	Aa_G103350.h1.t1
OG0017468	XP_009116655.2	Aa_G132670.h1.t1
OG0017469	XP_009104228.1	Aa_G132720.h1.t1
OG0017470	XP_009104180.1	Aa_G262300.h1.t1
OG0017471	XP_009116564.2	Aa_G114280.h1.t1
OG0017472	XP_009116472.2	Aa_G114700.h1.t1
OG0017473	XP_009116453.1	Aa_G114880.h1.t1
OG0017474	XP_009116441.1	Aa_G461190.h1.t1
OG0017475	XP_009104051.1	Aa_G369780.h1.t1
OG0017476	XP_009116425.1	Aa_G614480.h1.t1
OG0017477	XP_009116375.1	Aa_G174920.h1.t1
OG0017478	XP_009116341.1	Aa_G654540.h1.t1
OG0017479	XP_009116339.1	Aa_G378310.h1.t1
OG0017480	XP_009139122.1	Aa_G287220.h1.t1
OG0017482	XP_009116264.1	Aa_G213660.h1.t1
OG0017483	XP_009116243.1	Aa_G462100.h1.t1
OG0017484	XP_018513900.2	Aa_G462080.h1.t1
OG0017485	XP_009116228.1	Aa_G718080.h1.t1
OG0017486	XP_009116202.1	Aa_G501200.h1.t1
OG0017487	XP_009116190.1	Aa_G301490.h1.t1
OG0017488	XP_009139240.1	Aa_G416670.h1.t1
OG0017489	XP_009116116.1	Aa_G277010.h1.t1
OG0017490	XP_009139269.1	Aa_G265940.h1.t1
OG0017491	XP_009103886.2	Aa_G582240.h1.t1
OG0017492	XP_009116078.1	Aa_G297410.h1.t1
OG0017493	XP_033136981.1	Aa_G367690.h1.t1
OG0017494	XP_018509763.1	Aa_G402330.h1.t1
OG0017495	XP_009116018.1	Aa_G14320.h1.t1
OG0017496	XP_009116010.1	Aa_G622330.h1.t1, Aa_G622310.h1.t1
OG0017498	XP_009116001.1	Aa_G212790.h1.t1
OG0017499	XP_033130634.1	Aa_G111470.h1.t1
OG0017501	XP_009115968.1	Aa_G555620.h1.t1
OG0017502	XP_009115960.1	Aa_G153540.h1.t1
OG0017503	XP_009127136.1	Aa_G231630.h1.t1
OG0017504	XP_009119896.1	Aa_G349220.h1.t1
OG0017506	XP_009135901.2	Aa_G306420.h1.t1
OG0017508	XP_009102453.1	Aa_G380120.h1.t1
OG0017509	XP_009102454.1	Aa_G380110.h1.t1
OG0017510	XP_009102432.1	Aa_G76960.h1.t1
OG0017511	XP_009136118.1	Aa_G183440.h1.t1
OG0017512	XP_009102391.1	Aa_G100.h1.t1
OG0017513	XP_009102388.1	Aa_G120.h1.t1
OG0017514	XP_009102372.1	Aa_G313880.h1.t1
OG0017515	XP_009102352.1	Aa_G116280.h1.t1
OG0017516	XP_009105232.1	Aa_G3640.h1.t1
OG0017519	XP_009105317.2	Aa_G282890.h1.t1
OG0017520	XP_009105092.1	Aa_G490610.h1.t1
OG0017521	XP_009105085.1	Aa_G469580.h1.t1
OG0017522	XP_009105068.1	Aa_G28770.h1.t1
OG0017524	XP_009105375.1	Aa_G286650.h1.t1
OG0017525	XP_009127629.1	Aa_G468370.h1.t1
OG0017526	XP_009102256.1	Aa_G99920.h1.t1
OG0017527	XP_009150730.1	Aa_G325970.h1.t1
OG0017528	XP_009102219.1	Aa_G185860.h1.t1
OG0017529	XP_009116312.1	Aa_G268650.h1.t1
OG0017531	XP_009111834.1	Aa_G102140.h1.t1
OG0017533	XP_009133458.1	Aa_G281330.h1.t1
OG0017534	XP_009133451.1	Aa_G401790.h1.t1
OG0017538	XP_009143225.1	Aa_G431230.h1.t1
OG0017539	XP_009130732.1	Aa_G478930.h1.t1, Aa_G478920.h1.t1
OG0017540	XP_009143253.1	Aa_G224200.h1.t1
OG0017541	XP_009133407.1	Aa_G224230.h1.t1
OG0017542	XP_033144415.1	Aa_G461840.h1.t1
OG0017543	XP_009141822.1	Aa_G461870.h1.t1
OG0017544	XP_009133359.1	Aa_G632240.h1.t1
OG0017545	XP_033143646.1	Aa_G202470.h1.t1
OG0017546	XP_009133329.1	Aa_G216800.h1.t1, Aa_G216800.h2.t1
OG0017547	XP_033143676.1	Aa_G486510.h1.t1
OG0017553	XP_033147989.1	Aa_G272440.h1.t1
OG0017554	XP_009141682.1	Aa_G272390.h1.t1
OG0017555	XP_033142446.1	Aa_G197090.h1.t1
OG0017556	XP_009144498.1	Aa_G300120.h1.t1
OG0017557	XP_033136512.1	Aa_G338000.h1.t1
OG0017558	XP_009114601.1	Aa_G337990.h1.t1
OG0017559	XP_009114592.1	Aa_G337950.h1.t1
OG0017561	XP_009114586.1	Aa_G561110.h1.t1
OG0017562	XP_009144494.1	Aa_G94100.h1.t1
OG0017563	XP_009115306.1	Aa_G637000.h1.t1
OG0017564	XP_009117432.1	Aa_G10110.h1.t1
OG0017565	XP_009140259.2	Aa_G10090.h1.t1
OG0017567	XP_009117410.1	Aa_G157640.h1.t1
OG0017568	XP_009117401.1	Aa_G50370.h1.t1
OG0017569	XP_009117389.1	Aa_G287850.h1.t1
OG0017570	XP_009140314.1	Aa_G145590.h1.t1
OG0017571	XP_009117354.2	Aa_G100270.h1.t1
OG0017572	XP_033134501.1	Aa_G311480.h1.t1
OG0017574	XP_009117068.1	Aa_G373590.h1.t1
OG0017575	XP_009140701.1	Aa_G515720.h1.t1
OG0017576	XP_009133968.1	Aa_G290450.h1.t1
OG0017577	XP_033143416.1	Aa_G363360.h1.t1, Aa_G363360.h2.t1
OG0017578	XP_033146663.1	Aa_G35810.h1.t1
OG0017579	XP_009107489.1	Aa_G112220.h1.t1
OG0017580	XP_009145115.1	Aa_G529500.h1.t1
OG0017581	XP_033132367.1	Aa_G507060.h1.t1
OG0017583	XP_009114753.1	Aa_G377060.h1.t1
OG0017584	XP_009114760.1	Aa_G27140.h1.t1
OG0017585	XP_009114791.1	Aa_G300870.h1.t1
OG0017587	XP_009151466.1	Aa_G353110.h1.t1
OG0017588	XP_009134203.1	Aa_G107500.h1.t1
OG0017589	XP_033135049.1	Aa_G474870.h1.t1
OG0017590	XP_009108211.2	Aa_G36160.h1.t1
OG0017592	XP_009128669.1	Aa_G352540.h1.t1
OG0017593	XP_009108158.1	Aa_G352530.h1.t1
OG0017594	XP_009120901.1	Aa_G362830.h1.t1
OG0017595	XP_009111732.1	Aa_G146610.h1.t1
OG0017596	XP_018508088.1	Aa_G430230.h1.t1
OG0017597	XP_033136595.1	Aa_G251090.h1.t1
OG0017598	XP_009151226.1	Aa_G251190.h1.t1
OG0017599	XP_009117507.1	Aa_G166640.h1.t1
OG0017600	XP_009102038.1	Aa_G422290.h1.t1
OG0017601	XP_018508762.1	Aa_G194650.h1.t1
OG0017602	XP_009119394.1	Aa_G440800.h1.t1
OG0017603	XP_009117460.1	Aa_G601340.h1.t1
OG0017604	XP_009142478.1	Aa_G13190.h1.t1
OG0017605	XP_018514650.1	Aa_G13140.h1.t1
OG0017606	XP_009142493.1	Aa_G12990.h1.t1
OG0017607	XP_009118719.1	Aa_G241250.h1.t1
OG0017609	XP_033139291.1	Aa_G226170.h1.t1
OG0017610	XP_009142581.1	Aa_G177920.h1.t1
OG0017612	XP_009142634.1	Aa_G332560.h1.t1
OG0017613	XP_033148402.1	Aa_G381050.h1.t1
OG0017614	XP_018514619.2	Aa_G16120.h1.t1
OG0017615	XP_009143132.1	Aa_G289600.h1.t1
OG0017616	XP_009142313.1	Aa_G175240.h1.t1
OG0017617	XP_033146116.1	Aa_G317820.h1.t1
OG0017618	XP_009142995.1	Aa_G100540.h1.t1
OG0017619	XP_009142246.1	Aa_G100510.h1.t1
OG0017620	XP_009142990.2	Aa_G100490.h1.t1
OG0017621	XP_009142984.1	Aa_G360550.h1.t1
OG0017622	XP_009133646.2	Aa_G360640.h1.t1
OG0017623	XP_033144662.1	Aa_G440830.h1.t1
OG0017624	XP_009133594.1	Aa_G125410.h1.t1
OG0017625	XP_009142919.1, XP_009142178.1	Aa_G125580.h1.t1
OG0017626	XP_009133578.1	Aa_G401480.h1.t1
OG0017628	XP_033143836.1	Aa_G67320.h1.t1
OG0017629	XP_009142798.1	Aa_G67290.h1.t1
OG0017631	XP_009101437.1	Aa_G670360.h1.t1
OG0017632	XP_009117847.1	Aa_G71690.h1.t1
OG0017633	XP_009147371.1	Aa_G71600.h1.t1
OG0017635	XP_009147310.1	Aa_G250270.h1.t1
OG0017636	XP_033137312.1	Aa_G111970.h1.t1
OG0017638	XP_009130356.1	Aa_G267860.h1.t1
OG0017639	XP_009130355.1	Aa_G267850.h1.t1
OG0017640	XP_009130367.1	Aa_G47610.h1.t1
OG0017641	XP_009130373.1	Aa_G44910.h1.t1
OG0017642	XP_009102063.2	Aa_G44970.h1.t1
OG0017643	XP_009103491.1	Aa_G147070.h1.t1
OG0017644	XP_009124992.1	Aa_G4240.h1.t1
OG0017645	XP_009124195.1	Aa_G4430.h1.t1
OG0017646	XP_009140479.1	Aa_G11820.h1.t1
OG0017647	XP_033146865.1	Aa_G4920.h1.t1
OG0017648	XP_009147262.1	Aa_G5050.h1.t1
OG0017649	XP_009147232.1	Aa_G75730.h1.t1
OG0017650	XP_009129632.2	Aa_G163210.h1.t1
OG0017651	XP_009129634.1	Aa_G163190.h1.t1
OG0017652	XP_009103048.1	Aa_G431830.h1.t1
OG0017653	XP_009124924.2	Aa_G47780.h1.t1
OG0017654	XP_009134897.1	Aa_G49840.h1.t1
OG0017655	XP_009147157.1	Aa_G49940.h1.t1
OG0017656	XP_009147150.1	Aa_G47410.h1.t1
OG0017657	XP_009134910.1	Aa_G47320.h1.t1
OG0017658	XP_033142938.1	Aa_G47040.h1.t1
OG0017659	XP_009134941.1	Aa_G47860.h1.t1
OG0017660	XP_033147236.1	Aa_G78780.h1.t1
OG0017661	XP_009147085.1	Aa_G174690.h1.t1
OG0017662	XP_009124351.1	Aa_G174610.h1.t1
OG0017663	XP_009147040.1	Aa_G174260.h1.t1
OG0017664	XP_009151573.1	Aa_G174230.h1.t1
OG0017665	XP_009147015.1	Aa_G258580.h1.t1
OG0017666	XP_009147009.1	Aa_G258680.h1.t1
OG0017667	XP_009123984.1	Aa_G302000.h1.t1
OG0017668	XP_033146702.1	Aa_G24300.h1.t1
OG0017669	XP_009146978.1	Aa_G24280.h1.t1
OG0017670	XP_009123811.1	Aa_G24250.h1.t1
OG0017671	XP_033134216.1	Aa_G196640.h1.t1
OG0017672	XP_009135049.2	Aa_G34820.h1.t1
OG0017673	XP_009146911.1	Aa_G34730.h1.t1
OG0017674	XP_009146906.1	Aa_G34650.h1.t1
OG0017675	XP_009146898.1	Aa_G34590.h1.t1
OG0017676	XP_009146877.1	Aa_G616450.h1.t1
OG0017677	XP_009146866.1, XP_009123090.1	Aa_G322260.h1.t1
OG0017678	XP_009146862.1	Aa_G322210.h1.t1
OG0017679	XP_009146860.1	Aa_G322160.h1.t1
OG0017680	XP_009135109.1	Aa_G338730.h1.t1
OG0017681	XP_009146819.1	Aa_G137120.h1.t1
OG0017683	XP_009146721.1	Aa_G216140.h1.t1
OG0017685	XP_009120562.1	Aa_G40320.h1.t1
OG0017686	XP_033148172.1	Aa_G40040.h1.t1
OG0017687	XP_009124720.2	Aa_G374030.h1.t1
OG0017688	XP_009135298.1	Aa_G175970.h1.t1
OG0017689	XP_009146477.1	Aa_G606960.h1.t1
OG0017690	XP_009117559.1	Aa_G207830.h1.t1
OG0017691	XP_009146454.2	Aa_G327490.h1.t1
OG0017692	XP_033147819.1	Aa_G327420.h1.t1
OG0017693	XP_009146419.1, XP_009117189.1	Aa_G237610.h1.t1
OG0017694	XP_009146417.2	Aa_G237570.h1.t1
OG0017695	XP_009116979.1	Aa_G56300.h1.t1
OG0017696	XP_009146344.1	Aa_G340260.h1.t1
OG0017697	XP_009146342.1	Aa_G340250.h1.t1
OG0017698	XP_009102853.1	Aa_G105370.h1.t1
OG0017699	XP_009116509.1	Aa_G1270.h1.t1
OG0017700	XP_009135427.1	Aa_G1160.h1.t1
OG0017701	XP_009146284.1	Aa_G1150.h1.t1
OG0017702	XP_009135428.1	Aa_G1130.h1.t1
OG0017704	XP_009146257.1	Aa_G234960.h1.t1
OG0017705	XP_009146219.1	Aa_G507820.h1.t1
OG0017706	XP_009135449.1	Aa_G31970.h1.t1
OG0017707	XP_033137936.1	Aa_G241820.h1.t1, Aa_G719060.h1.t1
OG0017708	XP_009146153.1	Aa_G223500.h1.t1
OG0017709	XP_009114517.2	Aa_G97050.h1.t1
OG0017710	XP_009146059.1	Aa_G97020.h1.t1
OG0017711	XP_009146005.1	Aa_G587220.h1.t1
OG0017712	XP_009145963.1	Aa_G176880.h1.t1
OG0017713	XP_009139872.1	Aa_G43080.h1.t1
OG0017716	XP_009111576.1	Aa_G164590.h1.t1
