Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0013962	XP_009103277.1	jg30740
OG0013963	XP_009145378.1	jg30765
OG0013964	XP_009103260.1, XP_009110147.2	jg30773
OG0013965	XP_009103250.1	jg30784
OG0013966	XP_009151609.2	jg21307
OG0013967	XP_009115605.1	jg30838
OG0013968	XP_009103217.1, XP_009115593.1	jg30846
OG0013969	XP_009115579.1	jg30852
OG0013970	XP_009115577.1	jg30854
OG0013971	XP_033135718.1	jg30855
OG0013972	XP_018510902.2	jg17481
OG0013973	XP_009105847.1	jg2809
OG0013974	XP_018511731.1, XP_009104895.1	jg2802
OG0013975	XP_009105834.1	jg2798
OG0013976	XP_009105829.1	jg2794
OG0013977	XP_018512472.1	jg2791
OG0013978	XP_009104909.1	jg2787
OG0013979	XP_009105809.1	jg2774
OG0013980	XP_009105802.1	jg2766
OG0013981	XP_009104920.1	jg2754
OG0013982	XP_009105782.1	jg2732
OG0013983	XP_009105744.1, XP_009127826.1	jg2690
OG0013984	XP_033130549.1, XP_009127823.2	jg2686
OG0013985	XP_009105733.2	jg2678
OG0013986	XP_009105724.1, XP_009127809.1	jg2668
OG0013987	XP_033130216.1, XP_009105722.1	jg2665
OG0013988	XP_009105717.1, XP_009127806.1	jg2664
OG0013989	XP_009105708.1, XP_009104953.2	jg2655
OG0013990	XP_033130238.1, XP_009104967.1	jg2628
OG0013991	XP_033144466.1	jg10072
OG0013992	XP_009137727.1	jg10069
OG0013993	XP_009114852.1	jg31937
OG0013994	XP_009112796.1	jg448
OG0013995	XP_009112795.1	jg449
OG0013996	XP_009112902.1	jg450
OG0013997	XP_009112940.1	jg524
OG0013998	XP_009112947.1	jg532
OG0013999	XP_009139850.1	jg9761
OG0014001	XP_009112974.1	jg569
OG0014002	XP_033128858.1	jg12912
OG0014003	XP_009112713.1	jg602
OG0014004	XP_009112708.1	jg607
OG0014005	XP_009121471.1	jg5488
OG0014006	XP_009113055.1	jg637
OG0014007	XP_009113080.1	jg679
OG0014008	NP_001288949.1	jg689
OG0014009	XP_009123359.1	jg718
OG0014010	XP_009105109.1	jg779
OG0014011	XP_033130431.1	jg789
OG0014012	XP_009113148.1	jg861
OG0014013	XP_009113151.1	jg871
OG0014014	XP_009104315.1	jg872
OG0014015	XP_009113176.1	jg892
OG0014016	XP_009113182.1	jg906
OG0014017	XP_009136207.2	jg27370
OG0014018	XP_009103907.1	jg923
OG0014019	XP_009113204.1	jg954
OG0014020	XP_009103692.1	jg981
OG0014021	XP_009113258.1, XP_009103311.1	jg998
OG0014022	XP_009103109.1, XP_009113279.2	jg1048
OG0014023	XP_009113299.1	jg1109
OG0014024	XP_009102748.1	jg1181
OG0014025	XP_033136193.1	jg6758
OG0014026	XP_009113335.1	jg1207
OG0014027	XP_009124460.1	jg1365
OG0014028	XP_009113388.1	jg1411
OG0014029	XP_009124456.1	jg1422
OG0014030	XP_009119596.1	jg1460
OG0014031	XP_009112801.1	jg446
OG0014032	XP_009112814.1	jg423
OG0014033	XP_009112829.1	jg399
OG0014034	XP_033135390.1, XP_033135391.1	jg391
OG0014036	XP_009112874.2, XP_009112838.2	jg388
OG0014037	XP_009112872.1	jg387
OG0014038	XP_009112861.1	jg362
OG0014039	XP_009112774.1	jg360
OG0014040	XP_033141801.1	jg7122, jg7111, jg7112
OG0014041	XP_009101482.1	jg20377
OG0014042	XP_033128301.1, XP_018511722.1	jg20292
OG0014043	XP_009128974.1, XP_009101416.1	jg20289
OG0014044	XP_009101388.1	jg20261
OG0014045	XP_009101640.1	jg20656
OG0014046	XP_009123626.3	jg20667
OG0014047	XP_009101689.1	jg20672
OG0014048	XP_009123596.1, XP_009101708.1	jg20720
OG0014049	XP_009113913.1	jg20729
OG0014050	XP_009114510.1	jg7773
OG0014051	XP_009114523.1	jg7755
OG0014052	XP_009114524.2	jg7754
OG0014053	XP_009134325.1	jg7749
OG0014054	XP_009128750.1	jg9493
OG0014055	XP_009128635.1	jg9486
OG0014056	XP_009128612.1	jg9483
OG0014057	XP_009137867.1, XP_009128494.1	jg9441
OG0014058	XP_009128403.1	jg9433
OG0014059	XP_009137871.1	jg9431
OG0014060	XP_009107886.2	jg11047
OG0014061	XP_009146295.1	jg11026
OG0014062	XP_009148009.1	jg32851, jg32870
OG0014063	XP_009148002.1	jg32879
OG0014064	XP_009107395.1	jg32880
OG0014065	XP_009147961.1	jg32937
OG0014066	XP_009147978.1	jg32904
OG0014067	XP_018514990.2	jg32905
OG0014068	XP_009147963.1	jg32935
OG0014070	XP_009147959.2	jg32938
OG0014071	XP_009144997.1	jg32968
OG0014072	XP_009147935.1	jg32972
OG0014073	XP_009147932.2	jg32975
OG0014074	XP_009107327.1	jg32979
OG0014075	XP_009147917.1	jg32997
OG0014076	XP_033147810.1, XP_009144992.1	jg32998
OG0014077	XP_009107305.1	jg33042
OG0014080	XP_009144978.1	jg33057
OG0014081	XP_009106148.1	jg3142
OG0014082	XP_009106143.1	jg3140
OG0014083	XP_033138088.1, XP_009101962.2	jg8277
OG0014084	NP_001288952.1	jg12875, jg8280
OG0014085	XP_033129124.1	jg8284
OG0014086	XP_009107503.1	jg8297, jg8304
OG0014087	XP_009125880.1	jg8301, jg8308
OG0014088	XP_033138137.1	jg8312
OG0014089	XP_009101937.1, XP_009109542.1	jg8322
OG0014090	XP_009109533.1	jg8339
OG0014091	XP_009109527.1	jg8347
OG0014092	XP_009101926.2	jg8350
OG0014093	XP_009140424.1	jg8363
OG0014094	XP_009109510.1	jg8366
OG0014095	XP_033141620.1	jg8373, jg32607
OG0014096	XP_009109500.2	jg8379
OG0014097	XP_009109499.1	jg8382
OG0014098	XP_033133997.1, XP_009117383.1	jg8405
OG0014099	XP_009122821.1	jg8412
OG0014100	XP_009109466.1	jg8413
OG0014101	XP_009126368.1	jg8436
OG0014102	XP_009151605.1	jg21296
OG0014103	XP_009109427.1	jg8502
OG0014104	XP_009129984.1	jg8507
OG0014105	XP_033140715.1, XP_009130259.1	jg8510
OG0014106	XP_009109421.1	jg8518
OG0014107	XP_009109419.1	jg8519
OG0014108	XP_009136155.1	jg27005
OG0014109	XP_009109402.2, XP_009132240.1	jg8542
OG0014110	XP_009138536.1	jg8546
OG0014111	XP_009132731.1, XP_009109397.1	jg8550
OG0014112	XP_033133141.1, XP_033143371.1	jg8563
OG0014113	XP_009135730.2	jg8589
OG0014114	XP_033132101.1	jg8594
OG0014115	XP_009138381.1	jg8620
OG0014116	XP_009109357.1	jg8627
OG0014117	XP_009138460.2	jg8644
OG0014118	XP_009138437.1, XP_009142898.1	jg8671
OG0014119	XP_009138438.1	jg8672
OG0014120	XP_009138434.1	jg8674
OG0014121	XP_009143937.1	jg8684
OG0014122	XP_009144678.1	jg8692
OG0014123	XP_009138420.1	jg8696
OG0014124	XP_009144913.1	jg8697
OG0014125	XP_009146060.1	jg8709
OG0014126	XP_033140422.1, XP_009138406.1	jg8728
OG0014127	XP_009149096.1	jg8746
OG0014128	XP_009138384.1	jg8781
OG0014129	XP_009151919.1	jg8793
OG0014130	XP_009124245.2	jg12021
OG0014131	XP_009102369.1	jg8806
OG0014132	XP_009105253.1	jg8839
OG0014133	XP_009106209.2	jg8848
OG0014134	XP_033139720.1	jg8870
OG0014135	XP_009111997.2	jg8903
OG0014136	XP_009112968.1	jg8913
OG0014137	XP_009114053.1	jg8925
OG0014138	XP_009115646.1	jg8942, jg21666
OG0014139	XP_009126233.1	jg9166
OG0014140	XP_009125997.2	jg9150
OG0014141	XP_009125885.1	jg9510
OG0014143	XP_009125740.1	jg9128
OG0014144	XP_009125656.1	jg9124
OG0014145	XP_009138143.1	jg9112
OG0014146	XP_009125426.2	jg9108
OG0014147	XP_009125389.1	jg9104
OG0014148	XP_009138149.2, XP_009125252.1	jg9095
OG0014149	XP_009138154.1	jg9091
OG0014150	XP_009124982.1	jg9070
OG0014151	XP_009108814.1, XP_009124630.1	jg9066
OG0014152	XP_009138169.2, XP_009124357.1	jg9064
OG0014153	XP_009138184.1	jg9047
OG0014154	XP_009122349.1	jg9037
OG0014155	XP_009108788.1	jg9019
OG0014156	XP_009120730.1	jg9009
OG0014157	XP_009118740.1	jg8974
OG0014158	XP_009117488.1	jg8964
OG0014159	XP_009114191.1	jg13073
OG0014161	XP_009138009.1	jg9257
OG0014162	XP_009127022.1	jg9263
OG0014163	XP_033132370.1	jg9274
OG0014164	XP_009140875.1	jg21777
OG0014165	XP_009127355.1	jg9300
OG0014166	XP_009108959.1	jg9306
OG0014167	XP_009108962.1	jg9318
OG0014168	XP_009137972.1	jg9321
OG0014169	XP_009149885.2	jg14571
OG0014170	XP_009143727.1	jg18607
OG0014171	XP_009106642.1, XP_009102601.1	jg26676
OG0014172	XP_009102539.1	jg26711
OG0014173	XP_009105923.1	jg2897
OG0014174	XP_009127939.1	jg2886
OG0014175	XP_009104857.1	jg2880
OG0014176	XP_009105898.1	jg2875
OG0014177	XP_009105893.1	jg2867
OG0014179	XP_009105863.1	jg2828
OG0014180	XP_009105862.1	jg2827
OG0014181	XP_009110117.1, XP_009115559.1	jg30877
OG0014182	XP_009110102.1	jg30908
OG0014183	XP_009105178.1	jg12432
OG0014184	XP_009115492.1	jg30955
OG0014185	XP_009115475.1	jg30980
OG0014186	XP_009115474.1	jg30982
OG0014187	XP_009110033.1	jg31076
OG0014188	XP_009115388.1	jg31092
OG0014189	XP_009115368.2	jg31103
OG0014190	XP_009103087.1	jg31134
OG0014191	XP_009109911.1	jg31135
OG0014192	XP_009109906.1	jg31140
OG0014193	XP_009117002.1	jg18080
OG0014194	XP_009102405.1	jg26911, jg26912
OG0014195	XP_009111316.1	jg8008
OG0014196	XP_009128523.1	jg8010
OG0014197	XP_009111318.1	jg8017
OG0014198	XP_009134448.1	jg8027
OG0014199	XP_009134456.1	jg8033
OG0014200	XP_009134457.1	jg8034
OG0014202	XP_009134465.2	jg8048
OG0014203	XP_033135308.1	jg8050
OG0014204	XP_009128522.1	jg8066
OG0014205	NP_001288912.1	jg8067
OG0014206	XP_009111345.1	jg8070
OG0014207	XP_009111352.1	jg8077
OG0014208	XP_009111354.1	jg8082
OG0014209	XP_009151645.1	jg8098
OG0014210	XP_009111398.2	jg8143
OG0014211	XP_009144808.2	jg9840
OG0014212	XP_009111420.1	jg8119
OG0014213	XP_009134530.1	jg8166
OG0014214	XP_009128495.3	jg8167
OG0014215	XP_009128490.1	jg8184
OG0014216	XP_009134545.1	jg8192
OG0014217	XP_033137126.1	jg8196
OG0014218	XP_033137166.1	jg8212
OG0014219	XP_009111496.1	jg8214
OG0014220	XP_009111497.1	jg8215
OG0014221	XP_009134567.1	jg8229
OG0014222	XP_009111514.1	jg8231
OG0014223	XP_009134019.2	jg19497
OG0014224	XP_009140245.1	jg13226
OG0014225	XP_009109834.1	jg31246
OG0014226	XP_009109898.1	jg31150
OG0014227	XP_009107640.2	jg32470
OG0014228	XP_009107642.1	jg32471, jg32472
OG0014229	XP_009107643.1	jg32480
OG0014230	XP_009142734.1	jg9775
OG0014231	XP_009143431.1	jg9708
OG0014232	XP_009109135.1, XP_009109137.1	jg9697
OG0014233	XP_009143565.1	jg9696
OG0014234	XP_009143940.1	jg9668
OG0014235	XP_009143951.1	jg9667
OG0014236	XP_009144009.2	jg9653
OG0014237	XP_009152140.1	jg13189
OG0014238	XP_009144190.1	jg9625
OG0014239	XP_033143509.1, XP_009144191.1	jg9624
OG0014240	XP_009144261.1	jg9613
OG0014241	XP_009152139.1	jg13190
OG0014242	XP_009152132.2	jg13213
OG0014243	XP_009110582.2, XP_033128875.1	jg29803
OG0014244	XP_009148645.1	jg29815
OG0014245	XP_009123955.1	jg29833
OG0014246	XP_009110268.1, XP_009149617.1	jg30487
OG0014247	XP_009149579.1	jg30643
OG0014248	XP_009115471.1	jg30984
OG0014249	XP_009109894.2, XP_009115339.1	jg31156
OG0014250	XP_033136304.1, XP_033130125.1	jg31171
OG0014251	XP_009103063.1, XP_009115308.1	jg31176
OG0014252	XP_009109880.1	jg31183, jg31185
OG0014253	XP_033132014.1, XP_009109850.1	jg31216
OG0014254	XP_009113761.1	jg31275
OG0014255	XP_009151451.1, XP_009114859.1	jg31931
OG0014257	XP_033131400.1, XP_009112398.1, XP_033134158.1	jg33013, jg33012
OG0014258	XP_009112820.1	jg405
OG0014260	XP_009104841.1	jg2925
OG0014261	XP_009128142.1	jg3245
OG0014262	XP_009104659.1, XP_009106342.1	jg3341
OG0014263	XP_009104527.1	jg3639
OG0014264	XP_009147331.2	jg24089
OG0014265	XP_009135268.1, XP_009146562.1	jg25260
OG0014266	XP_009135288.1, XP_033137379.1	jg25286
OG0014267	XP_009145396.1	jg26454
OG0014268	XP_033137776.1	jg21320, jg26708
OG0014269	XP_009104815.2	jg21331, jg27035
OG0014271	XP_009123240.1	jg27582
OG0014273	XP_009102183.2	jg28115
OG0014274	XP_009140271.2, XP_009117421.2	jg16542
OG0014275	XP_009117297.1, XP_009133991.1	jg16763
OG0014276	XP_033136713.1, XP_033145476.1	jg16832
OG0014277	XP_009140518.2, XP_033136669.1	jg16871
OG0014278	XP_009140739.1	jg17316
OG0014280	XP_033143847.1, XP_018513585.1	jg18154
OG0014281	XP_009143824.2, XP_009141349.1	jg18492
OG0014282	XP_009143691.1, XP_033146334.1	jg18642
OG0014283	XP_033147158.1	jg18665
OG0014284	XP_009133021.1	jg18678
OG0014286	XP_009133446.1	jg19329
OG0014287	XP_009114247.1, XP_009101363.2	jg12910
OG0014288	XP_009101664.1, XP_009129230.1	jg12940
OG0014289	XP_009152168.1	jg13154, jg13156
OG0014290	XP_009129483.1, XP_009152024.1	jg13369
OG0014291	XP_009111791.1	jg13789, jg13787
OG0014292	XP_033140739.1	jg13804
OG0014293	XP_009151750.1, XP_009129681.1	jg13867
OG0014295	XP_009149882.1	jg14573
OG0014296	XP_009115683.1	jg14859
OG0014297	XP_018510600.1, XP_009101633.1	jg14871
OG0014298	XP_033146088.1, XP_033137106.1	jg15318
OG0014299	XP_009116538.1	jg15888
OG0014300	XP_009130791.1	jg4152, jg4151
OG0014301	XP_009130863.1, XP_009122902.1	jg4265
OG0014302	XP_009125644.1, XP_033137767.1	jg4415
OG0014303	XP_009131266.1, XP_009121867.1	jg5065
OG0014304	XP_033137548.1, XP_009131457.1	jg5356
OG0014306	XP_009151420.1	jg7058
OG0014307	XP_009134114.1	jg7209
OG0014308	XP_009113530.1	jg7234
OG0014309	XP_009108232.1	jg7417
OG0014310	XP_009114514.1	jg7769
OG0014311	XP_009105319.1	jg8045
OG0014312	XP_018512217.1, XP_009128621.2	jg8189
OG0014313	XP_009116435.1, XP_009108748.1	jg8952
OG0014314	XP_033143785.1, XP_033130700.1, XP_033130695.1	jg9339
OG0014315	XP_009142222.1, XP_009137591.1	jg9816
OG0014316	XP_009137570.1	jg9855
OG0014317	XP_009131762.2	jg10746
OG0014318	XP_009145565.1	jg10948
OG0014319	XP_009113943.1	jg11509
OG0014320	XP_009124445.1, XP_033132299.1	jg11928
OG0014321	XP_033145516.1, XP_033134812.1	jg11994
OG0014322	XP_009139775.1	jg12351
OG0014323	XP_009114392.1	jg20508
OG0014324	XP_009123875.1, XP_009114003.1	jg20906, jg20905
OG0014325	XP_018515358.2, XP_009114006.1	jg20915
OG0014326	XP_009101822.1	jg20987
OG0014327	XP_009151709.1	jg21519
OG0014328	XP_009134041.1	jg21661
OG0014329	XP_009127354.1	jg21715
OG0014330	XP_009132696.1	jg21733
OG0014331	XP_009134066.1	jg21734
OG0014332	XP_009123765.1	jg21739
OG0014333	XP_033141681.1, XP_033138276.1	jg21856
OG0014334	XP_009119978.1	jg22257
OG0014335	XP_009127066.1, XP_009120007.1	jg22303
OG0014336	XP_009130216.1, XP_009151367.1	jg23198
OG0014373	XP_009150293.1	jg14005
OG0014374	XP_009150492.1	jg14464
OG0014375	XP_009149952.1	jg14489
OG0014376	XP_009149947.1	jg14493
OG0014377	XP_009149944.1	jg14494
OG0014378	XP_009149943.1	jg14495
OG0014379	XP_033129993.1	jg14515
OG0014380	XP_009127090.1	jg22235
OG0014381	XP_009151364.1	jg14667
OG0014382	XP_009149817.2	jg14660
OG0014383	XP_009149821.1	jg14657
OG0014384	XP_009149826.1	jg14652
OG0014385	XP_009149829.1	jg14648
OG0014386	XP_009149832.1	jg14638
OG0014387	XP_009150922.1	jg14630
OG0014388	XP_009149861.1	jg14595
OG0014389	XP_009149851.2	jg14602
OG0014390	XP_009113794.1	jg31236
OG0014391	XP_009149865.1	jg14589
OG0014392	XP_033129041.1	jg14585
OG0014393	XP_009149871.1	jg14583
OG0014394	XP_009101374.1	jg12898
OG0014395	XP_009107101.1	jg12906
OG0014396	XP_009114207.1	jg13025
OG0014397	XP_009140008.1	jg12660
OG0014398	XP_009125138.1	jg12658
OG0014399	XP_009140002.2	jg12652
OG0014400	XP_033144305.1	jg9342
OG0014401	XP_009108062.2	jg11880
OG0014402	XP_009143561.1	jg32788
OG0014403	XP_033141645.1	jg5629
OG0014404	XP_033138096.1	jg5620
OG0014405	XP_009107540.2	jg5600
OG0014406	XP_009107533.1	jg5598
OG0014407	XP_009107529.2	jg5590
OG0014408	XP_009126188.1	jg5579
OG0014409	XP_009131594.1	jg5574
OG0014410	XP_009107505.1	jg5569
OG0014411	XP_009126173.1	jg5551
OG0014412	XP_009121424.1	jg5517
OG0014413	XP_033137397.1	jg5515
OG0014414	XP_009126141.1	jg5511
OG0014415	XP_009126337.1	jg5504
OG0014416	XP_018512034.1	jg5490
OG0014418	XP_009121512.1	jg5438
OG0014419	XP_009111842.1	jg21384, jg2718
OG0014420	XP_009126065.3, XP_009131491.1	jg5395
OG0014421	XP_009144429.1	jg9599
OG0014422	XP_009126052.1	jg5376
OG0014423	XP_009131464.1	jg5369
OG0014424	XP_009121581.1	jg5360
OG0014425	XP_009126042.1	jg5350
OG0014426	XP_009126025.1	jg5325
OG0014427	XP_009126023.1	jg5321
OG0014428	XP_009126022.2	jg5320
OG0014429	XP_009121634.1	jg5301
OG0014430	XP_009121647.1	jg5291
OG0014431	XP_009121650.1	jg5288
OG0014432	XP_009125986.2	jg5278
OG0014433	XP_009108085.1	jg11391
OG0014434	XP_009121657.1	jg5277
OG0014435	XP_009125982.1	jg5275
OG0014436	XP_009131414.1	jg5273
OG0014437	XP_009121665.1	jg5260
OG0014438	XP_018511204.1	jg5245
OG0014439	XP_033137808.1	jg5238
OG0014440	XP_009131389.2	jg5229
OG0014441	XP_033137824.1	jg5224
OG0014442	XP_009121701.1	jg5222
OG0014443	XP_009121718.2	jg5200
OG0014444	XP_009121719.1	jg5199
OG0014445	XP_009121722.2	jg5194
OG0014446	XP_009125945.1	jg5187
OG0014447	XP_009125909.1	jg5154
OG0014448	XP_009125906.1	jg5153
OG0014449	XP_009131319.1	jg5126
OG0014450	XP_033142471.1	jg5102
OG0014452	XP_009121857.1, XP_033140893.1	jg5076
OG0014453	XP_009121862.1	jg5072
OG0014454	XP_009121872.1	jg5061
OG0014455	XP_009125851.1	jg5056
OG0014456	XP_009121915.1	jg5012
OG0014457	XP_009131225.1	jg5004
OG0014458	XP_009137800.1	jg9573
OG0014459	XP_009121932.1	jg4992
OG0014460	XP_009151846.2	jg13657
OG0014461	XP_033138548.1	jg4966
OG0014462	XP_009121970.1	jg4955
OG0014463	XP_009125786.1	jg4940
OG0014464	XP_009122000.1	jg4934
OG0014465	XP_009122001.1	jg4933
OG0014466	XP_009122002.1	jg4932
OG0014467	XP_009122011.1	jg4923
OG0014468	XP_009122014.1	jg4920
OG0014470	XP_009131173.1	jg4899
OG0014471	XP_009125286.1	jg4898
OG0014472	XP_009122036.1	jg4893
OG0014473	XP_009122041.1	jg4885
OG0014474	XP_033145210.1, XP_009131170.2	jg4884
OG0014475	XP_009122045.1	jg4879
OG0014476	XP_018511090.1	jg4869
OG0014477	XP_009122078.1	jg4850
OG0014478	XP_009125328.1, XP_009131144.1	jg4836
OG0014479	XP_009131142.1	jg4835
OG0014480	XP_009122102.1	jg4823
OG0014481	XP_009124274.2	jg11939
OG0014482	XP_009122527.1	jg4778
OG0014483	XP_009122518.1	jg4762
OG0014484	XP_009125763.1	jg4761
OG0014485	XP_009122494.1	jg4731
OG0014486	XP_009122479.1	jg4718
OG0014487	XP_009122469.1	jg4711
OG0014488	XP_009122449.1	jg4695
OG0014489	XP_033144205.1	jg26844
OG0014490	XP_009131058.1	jg4682
OG0014491	XP_009125725.1	jg4680
OG0014493	XP_033144935.1	jg4644
OG0014494	XP_009125709.3	jg4633
OG0014495	XP_009122324.2	jg4603
OG0014496	XP_009130996.1	jg4592
OG0014497	XP_009134388.1	jg7877
OG0014498	XP_009137498.1	jg9958
OG0014499	XP_009138807.1	jg9967
OG0014500	XP_009137485.1, XP_009138695.1	jg9979
OG0014501	XP_009138673.1, XP_009137483.1	jg9980
OG0014502	XP_009138537.1	jg9992
OG0014503	XP_009138485.1	jg9998
OG0014504	XP_009138444.1	jg10004, jg10002
OG0014505	XP_009140622.1	jg17436
OG0014506	XP_009150057.2	jg14367
OG0014507	XP_009103549.1	jg21781
OG0014508	XP_009103553.1	jg17515
OG0014509	XP_009103554.1	jg17444
OG0014510	XP_009103555.1	jg17451
OG0014511	XP_009103557.1	jg17504
OG0014512	XP_009106920.1	jg17506
OG0014513	XP_009140862.3	jg17525
OG0014514	XP_009103561.2	jg17534
OG0014515	XP_009140764.1	jg17591
OG0014516	XP_009140774.1	jg17613
OG0014517	XP_009133901.1	jg17637
OG0014518	XP_009140799.2	jg17645
OG0014519	XP_009103596.1	jg17646
OG0014520	XP_033138862.1, XP_033145822.1	jg17681
OG0014521	XP_009140828.1	jg17721
OG0014522	XP_009103630.1	jg17731
OG0014523	XP_009140842.1	jg17758
OG0014524	XP_009140844.1	jg17761
OG0014525	XP_009103651.2	jg17768
OG0014526	XP_009140848.1	jg17773
OG0014527	XP_009103664.1	jg17785
OG0014528	XP_009103673.1	jg17793
OG0014529	XP_009103678.1	jg17797
OG0014530	XP_009103693.1	jg17814
OG0014531	XP_009140918.1	jg17829
OG0014532	XP_009140923.1	jg17833
OG0014533	XP_033130793.1	jg17841
OG0014534	XP_009140929.1	jg17842
OG0014535	XP_009140944.1	jg17860
OG0014536	XP_009125047.1	jg17900
OG0014537	XP_009140962.1	jg17903
OG0014538	XP_009144369.1	jg17968
OG0014539	XP_009144359.2	jg17984
OG0014540	XP_009144358.1	jg17986
OG0014541	XP_009144341.1	jg18031
OG0014542	XP_009144334.1	jg18042
OG0014543	XP_009144328.1	jg18050
OG0014544	XP_009144323.1	jg18059
OG0014545	XP_009132721.1	jg18068
OG0014546	XP_009132723.1	jg18073
OG0014547	XP_009132758.1	jg18139
OG0014548	XP_009144235.1	jg6048
OG0014549	XP_009116481.1	jg15796
OG0014550	XP_009141174.1, XP_009144227.1	jg18192
OG0014551	XP_009144225.1	jg18193
OG0014552	XP_009144222.2	jg18194
OG0014553	XP_009132783.2	jg18205
OG0014554	XP_009141162.1	jg18212
OG0014555	XP_009137796.1	jg10060
OG0014556	XP_009141194.1	jg18252
OG0014557	XP_009144021.1	jg18259
OG0014558	XP_033145354.1	jg18269
OG0014559	XP_009144034.1	jg18276
OG0014560	XP_018514513.2	jg18282
OG0014561	XP_009132859.1	jg18335
OG0014562	XP_009143996.1	jg18318
OG0014563	XP_033143743.1	jg18300
OG0014564	XP_009143959.1	jg18295
OG0014565	XP_009132879.1	jg18354
OG0014566	XP_009132881.1	jg18357
OG0014567	XP_009143922.1	jg18375
OG0014568	XP_009143918.1	jg18376
OG0014569	XP_009141310.1, XP_009143864.1	jg18439
OG0014570	XP_009101785.1	jg20867
OG0014571	XP_009101769.1	jg20844
OG0014572	XP_009101766.1	jg20831
OG0014573	XP_009101760.1	jg20826
OG0014574	XP_009101759.1	jg20824
OG0014575	NP_001289000.1	jg20820
OG0014576	XP_009113968.1	jg20807
OG0014577	XP_009101748.1	jg20800
OG0014578	XP_033135767.1	jg20778
OG0014579	XP_009101734.1	jg20777
OG0014580	XP_009101732.2	jg20775
OG0014581	XP_009101728.1	jg20769
OG0014582	XP_009139068.1	jg9942
OG0014583	XP_009137515.1	jg9934
OG0014584	XP_009137520.1	jg9930
OG0014585	XP_033141303.1	jg9923
OG0014586	XP_009139238.1	jg9922
OG0014587	XP_033142959.1	jg9912
OG0014588	XP_033142992.1, XP_009139330.1	jg9910
OG0014589	XP_009118936.1	jg32811
OG0014590	XP_033137525.1	jg32799
OG0014591	XP_033147972.1, XP_009107419.2	jg32790
OG0014592	XP_009145041.2	jg32766, jg32268
OG0014593	XP_009118921.1	jg32755
OG0014594	XP_033133334.1, XP_033136532.1	jg31286
OG0014595	XP_009129550.1	jg32660
OG0014596	XP_033131987.1	jg3325
OG0014597	XP_009107462.1, XP_009129554.1	jg32669, jg32680
OG0014598	XP_009107455.2	jg32694
OG0014599	XP_018511404.1	jg32713
OG0014600	XP_009107445.1	jg32715
OG0014601	XP_009113734.1	jg31298
OG0014602	XP_009109776.1	jg31299
OG0014603	XP_009109771.1	jg31306
OG0014604	XP_009109764.1	jg31313
OG0014605	XP_033133446.1	jg31332
OG0014606	XP_009109748.2	jg31343
OG0014607	XP_009113675.2	jg31359
