Orthogroup	Brassica_rapa	Arabidopsis_lyrata_Rawat
OG0017889	XP_009115589.1	AL1G36400
OG0017890	XP_009105837.1	AL2G31360
OG0017891	XP_009105827.1	AL2G31260
OG0017892	XP_009105805.1	AL2G31000
OG0017893	XP_033130195.1	AL2G30830
OG0017894	XP_009105775.1	AL2G30660
OG0017895	XP_009105764.1	AL2G30480
OG0017896	XP_009115563.1	AL1G36670
OG0017897	XP_009105749.1	AL2G30270
OG0017898	XP_033130200.1	AL2G30190
OG0017899	XP_018508240.1	AL2G30060
OG0017900	XP_018512283.1	AL2G30050
OG0017901	XP_009104948.1	AL2G30040
OG0017902	XP_009105713.2	nbis-gene-585
OG0017903	XP_009151458.1	AL1G47180
OG0017905	XP_009151462.1	AL1G47380
OG0017906	XP_009123751.1	AL1G47650
OG0017907	XP_009140102.1	AL7G47810
OG0017908	XP_009140046.1	AL7G50260
OG0017910	XP_009123390.1	AL2G13530
OG0017911	XP_009113085.1	AL2G13580
OG0017912	XP_009123372.1	AL2G13620
OG0017913	XP_009113100.2	AL2G13670
OG0017914	XP_009123360.1	AL2G13680
OG0017915	XP_009123355.1	AL2G13850
OG0017916	XP_009113383.1	AL2G14120
OG0017917	XP_009105779.1	AL2G14180
OG0017918	XP_009104307.1	AL2G15370
OG0017919	XP_009104253.1	AL2G15470
OG0017920	XP_009113153.1	AL2G15520
OG0017921	XP_009104018.1	AL2G15750
OG0017922	XP_009103780.1	AL2G16230
OG0017923	XP_009113211.1	AL2G16260
OG0017924	XP_009105154.1	AL2G22520
OG0017925	XP_033136552.1	AL2G17540
OG0017926	XP_009113311.1	AL2G17770
OG0017927	XP_009102642.2	AL2G18130
OG0017928	XP_009113373.1	AL1G66660
OG0017929	XP_009127410.1	AL2G22510
OG0017930	XP_009122974.1	AL1G66170
OG0017931	XP_009124455.1	AL1G65970
OG0017932	XP_009112896.1	AL2G10860
OG0017933	XP_009151793.1	AL5G19140
OG0017934	XP_009102311.2	nbis-gene-846
OG0017935	XP_009132886.1	AL2G10060
OG0017936	XP_009128885.1	AL8G11740
OG0017937	XP_009101505.1	AL8G11730
OG0017938	XP_033136885.1	AL8G11630
OG0017939	XP_033128244.1	AL8G11350
OG0017940	XP_009128985.1	AL8G10330
OG0017941	XP_009102025.1	AL1G40820
OG0017942	XP_009101698.1	AL8G15280
OG0017943	XP_009123941.1	AL8G15690
OG0017945	XP_009114498.3	AL6G48770
OG0017946	XP_009128862.2	AL7G23120
OG0017947	XP_033128359.1	AL7G22950
OG0017948	XP_009128460.1	AL7G22440
OG0017949	XP_009128448.1	AL7G22430
OG0017950	XP_009146327.1	AL7G38800
OG0017951	XP_009146104.1	AL7G38750
OG0017952	XP_009107646.1	AL1G51480
OG0017953	XP_009147990.1	AL1G54740
OG0017954	XP_009107364.1	AL1G54950
OG0017955	XP_009107354.2	AL1G55130
OG0017956	XP_009145005.1	AL1G55080
OG0017957	XP_009147952.1	AL1G55320
OG0017958	XP_009107331.1	AL1G55680
OG0017959	XP_009107325.1	AL1G55800
OG0017960	XP_009106156.2	AL2G34880
OG0017961	XP_009101960.1	AL7G10100
OG0017963	XP_009109561.1	AL7G10220
OG0017964	XP_009101941.1	AL7G10370
OG0017965	XP_009101938.2	AL7G10410
OG0017966	XP_009109534.1	AL7G10580
OG0017967	XP_009131015.1	AL7G10590
OG0017968	XP_009109532.1	AL7G10610
OG0017969	XP_009101929.1	AL7G10680
OG0017970	XP_018514549.1	nbis-gene-1895
OG0017971	XP_009109488.1	AL7G11110
OG0017972	XP_009125168.1	AL7G11580
OG0017973	XP_009150083.1	AL5G23880
OG0017974	XP_009125746.1	nbis-gene-1692
OG0017975	XP_009126827.1	AL7G11900
OG0017976	XP_009129775.1	AL7G12310
OG0017977	XP_009129882.1	AL7G12320
OG0017978	XP_009140741.1	AL4G19000
OG0017979	XP_009131626.1	AL7G12640
OG0017980	XP_009136438.1, XP_009136332.1	AL7G13390
OG0017981	XP_009138482.1	AL7G13670
OG0017982	XP_009138476.1	AL7G13710
OG0017983	XP_009140477.1	AL7G13950
OG0017984	XP_009142135.1	AL7G14230
OG0017985	XP_009145707.1	AL7G14800
OG0017986	XP_009138377.1	AL7G15600
OG0017987	XP_009138348.2	AL7G16030
OG0017988	XP_033142429.1	AL7G16450
OG0017989	XP_009113444.1	AL7G16900
OG0017990	XP_009115453.1	AL7G17100
OG0017991	XP_009125963.1	AL7G19370
OG0017992	XP_009143187.1, XP_009142384.1	AL4G45140
OG0017994	XP_033141841.1	AL7G18650
OG0017995	XP_009121325.1	AL7G18000
OG0017996	XP_033134034.1	AL7G17950
OG0017997	XP_033136847.1	AL7G17730
OG0017998	XP_009119029.1	AL7G17590
OG0017999	XP_009126525.1	AL7G17390
OG0018000	XP_009138044.1	AL7G20120
OG0018001	XP_009126649.1	AL7G20220
OG0018002	XP_009108919.1	AL7G20440
OG0018003	XP_009138015.2	AL7G20590
OG0018004	XP_009144218.2	AL7G24430
OG0018005	XP_009127065.1	AL7G20720
OG0018006	XP_009138003.1	AL7G20770
OG0018007	XP_009137990.1	AL7G20960
OG0018008	XP_009127415.1	AL7G21190
OG0018009	XP_009102561.1	AL3G38940
OG0018010	XP_009102556.1	AL3G39010
OG0018011	XP_033144224.1	AL3G39330
OG0018012	XP_009105929.2	AL2G32350
OG0018013	XP_009105916.1	AL2G32250
OG0018014	XP_009105911.1	AL2G32190
OG0018016	XP_009115472.1	AL1G37940
OG0018017	XP_009115397.1	AL1G39020
OG0018018	XP_009103082.1	AL1G39580
OG0018019	XP_009109192.1	AL7G27260
OG0018020	XP_009117011.1	AL4G19110
OG0018021	XP_009117050.1	AL4G17010
OG0018023	XP_009134490.1	AL6G52640
OG0018024	XP_009128509.2	AL6G52540
OG0018025	XP_009111394.1	AL6G52490
OG0018026	XP_009111422.1	AL6G52220
OG0018027	XP_009111491.1	AL6G53130
OG0018028	XP_009117454.1, XP_009134016.2	AL4G10080
OG0018029	XP_009140254.1	AL4G10230
OG0018030	XP_009109886.1	AL1G39800
OG0018031	XP_009107645.1	AL1G51430
OG0018032	XP_009142811.1	AL7G26040
OG0018033	XP_009143075.2	AL7G25700
OG0018034	XP_009143377.1	AL7G25420
OG0018035	XP_009143332.1	AL7G25470
OG0018036	XP_009143519.1	AL7G25280
OG0018037	XP_033132922.1	AL7G25260
OG0018038	XP_009143663.2	AL7G25100
OG0018039	XP_018513704.1	AL7G24780
OG0018040	XP_033144028.1	AL7G24660
OG0018043	XP_009119550.1	AL1G12850
OG0018044	XP_009148226.2	AL1G18810
OG0018045	XP_009148305.2	AL1G20500
OG0018046	XP_009118205.1	AL1G21590
OG0018047	XP_009110635.1	AL1G23950
OG0018048	XP_009123152.1	AL1G25380
OG0018049	XP_009134612.1	AL3G10770
OG0018050	XP_009110324.1, XP_009149359.1	AL1G31170
OG0018051	XP_009103196.1	AL1G36680
OG0018052	XP_009115438.1	AL1G38420
OG0018053	XP_009115409.3	AL1G38940
OG0018054	XP_033136776.1	AL1G39240
OG0018055	XP_009109603.1	AL1G44200
OG0018056	XP_009107977.1	AL1G46810
OG0018057	XP_009107484.1	AL1G51520
OG0018058	XP_009111402.1	AL1G51600
OG0018059	XP_009107491.1	AL1G51770
OG0018060	XP_009124432.1	AL1G52490
OG0018061	XP_009123535.1	AL1G52900
OG0018063	XP_018510210.1	AL2G10950
OG0018064	XP_009109987.1	AL1G67440
OG0018067	XP_009105144.1	AL2G19700
OG0018068	XP_009105153.1	AL2G22480
OG0018069	XP_009124152.1	AL2G23300
OG0018070	XP_009127484.1	AL2G24080
OG0018071	XP_009127598.1	AL2G26790
OG0018072	XP_009127617.1	AL2G27080
OG0018073	XP_009127667.1, XP_033130286.1	AL2G27710
OG0018074	XP_009105481.2	AL2G28470
OG0018075	XP_009127843.1	AL2G30640
OG0018076	XP_009105868.1	AL2G31690
OG0018077	XP_033131347.1	AL2G33800
OG0018078	XP_009106064.1, XP_009128025.1	AL2G33980
OG0018079	XP_009104765.1	AL2G34270
OG0018080	XP_033130646.1	AL2G34490
OG0018081	XP_033131189.1	AL2G36290
OG0018082	XP_033131943.1	nbis-gene-607
OG0018083	XP_009106524.1	AL2G38530
OG0018084	XP_009106632.1	AL2G39590
OG0018086	XP_009134645.1	AL3G11270
OG0018087	XP_009134966.1, XP_009147074.1	nbis-gene-673
OG0018088	XP_009147064.1	AL3G18860
OG0018089	XP_009124692.1	nbis-gene-699
OG0018090	XP_009113565.1	AL3G31190
OG0018091	XP_009145891.1	nbis-gene-729
OG0018092	XP_009145844.1	AL3G32280
OG0018093	XP_009145839.2	AL3G32360
OG0018094	XP_009102626.1	AL3G38020
OG0018095	XP_009135858.1	AL3G38100
OG0018096	XP_009136110.1	AL3G41160
OG0018097	XP_033144232.1	AL3G42140
OG0018098	XP_033143093.1	AL3G45460
OG0018099	XP_009123213.1	AL3G46540
OG0018100	XP_009125145.1	AL3G46550
OG0018101	XP_009123229.1	AL3G46770
OG0018102	XP_033132102.1, XP_009136305.1	AL3G52570
OG0018103	XP_033130720.1	AL3G50070
OG0018104	XP_009112497.1	AL3G51870
OG0018105	XP_018508780.1	AL3G53850
OG0018106	XP_009101988.1, XP_033136501.1	AL3G54020
OG0018107	XP_033145420.1, XP_033135411.1	AL4G11810
OG0018108	XP_009140376.1	AL4G12210
OG0018109	XP_009140377.1	AL4G12220
OG0018110	XP_009140395.1	AL4G12350
OG0018111	XP_009140445.1	AL4G12710, AL4G12770
OG0018112	XP_009140454.1	AL4G13190
OG0018113	XP_033145481.1, XP_033136719.1	AL4G13410
OG0018114	XP_009140468.1	AL4G13520
OG0018115	XP_009117273.1	AL4G13610
OG0018116	XP_018513857.1	AL4G13670
OG0018117	XP_009140509.1	AL4G13990
OG0018118	XP_009117244.1	AL4G14260
OG0018119	XP_018513698.1	AL4G14650
OG0018120	XP_009140597.1	AL4G15780
OG0018121	XP_009117087.1	AL4G16190
OG0018122	XP_009117081.1	AL4G16300
OG0018123	XP_009133964.1	AL4G17470
OG0018124	XP_009143857.1, XP_009141320.1	AL4G29150
OG0018126	XP_009141646.1	AL4G33690
OG0018128	XP_009142052.1	AL4G40650
OG0018129	XP_033148409.1	AL4G45800
OG0018130	XP_009101361.1	AL5G10150
OG0018132	XP_009129244.1	AL5G10390
OG0018133	XP_033128403.1	AL5G10510
OG0018134	XP_033139718.1	AL5G11010
OG0018135	XP_009129181.1	AL5G11180
OG0018136	XP_009101259.1	AL5G11640
OG0018137	XP_009129109.1	AL5G12510
OG0018138	XP_009152095.1	AL5G14610
OG0018139	XP_009121513.1	AL5G15320
OG0018140	XP_009129429.1	AL5G16550
OG0018141	XP_009151948.1	AL5G16960
OG0018142	XP_033128956.1	AL1G52550, AL5G17340
OG0018143	XP_009111809.2, XP_009151749.1	AL5G20360
OG0018144	XP_033140513.1, XP_033129758.1	AL5G20390
OG0018145	XP_018510179.2	AL5G20800
OG0018147	XP_009150314.1	AL5G22890
OG0018148	XP_009150263.1	AL5G22920
OG0018149	XP_033147815.1	AL5G22940
OG0018150	XP_009150086.1	AL5G23790
OG0018151	XP_009149827.1	AL5G27770
OG0018152	XP_009149813.3	AL5G28140
OG0018153	XP_009150170.1	AL5G28360
OG0018154	XP_033139998.1	AL5G30150
OG0018155	XP_009116392.1	AL5G38300
OG0018156	XP_033137114.1	AL5G33330
OG0018158	XP_009125521.1, XP_009130783.1	AL6G13390
OG0018159	XP_009122350.1	AL6G17600
OG0018160	XP_033138665.1	AL6G18380
OG0018161	XP_009122069.1	AL6G20800
OG0018162	XP_033145402.1	AL6G21150, AL6G23490
OG0018163	XP_009121967.1	AL6G21950
OG0018164	XP_009132239.2	AL6G25030
OG0018165	XP_009125983.1	AL6G25290
OG0018166	XP_033138811.1	AL6G30370
OG0018167	XP_009126859.1	AL6G31330, AL6G31320
OG0018170	XP_009113518.1, XP_009134118.1	AL6G41540
OG0018171	XP_009134141.1	AL6G42970
OG0018172	XP_009134177.2	AL6G43740
OG0018173	XP_033140713.1	AL6G45000
OG0018174	XP_018513306.1	AL6G51400
OG0018176	XP_009102260.1	AL7G11070
OG0018177	XP_009113576.1	AL7G16910
OG0018178	XP_009121393.1	AL7G18010
OG0018180	XP_009128466.1	AL7G22460
OG0018181	XP_009137828.1	AL7G23330
OG0018182	XP_009129278.1	AL7G23710
OG0018183	XP_009129583.2	AL7G24060
OG0018184	XP_009109094.1	AL7G24200
OG0018185	XP_033143513.1	AL7G24450
OG0018186	XP_018512910.2, XP_033133156.1	AL7G24790
OG0018187	XP_009143585.1	AL7G25160
OG0018188	XP_009142899.1	AL7G25980
OG0018189	XP_033139369.1	AL7G26160
OG0018190	XP_009142392.1	AL7G26430
OG0018192	XP_009137582.2, XP_009142013.1	AL7G26820
OG0018193	XP_009137538.1	AL7G27520
OG0018194	XP_009138061.1	AL7G28770
OG0018196	XP_009137206.1	AL7G32250
OG0018197	XP_009133906.1	AL7G33380
OG0018198	XP_009108360.1	AL7G35960
OG0018199	XP_009144582.1	AL7G37350
OG0018200	XP_009139536.1	AL7G42040
OG0018201	XP_009124269.1	AL7G44400
OG0018202	XP_009144644.1	AL7G44720
OG0018203	XP_009144670.1	AL7G45670
OG0018204	XP_033145898.1	AL7G51670
OG0018205	XP_009139834.1	AL7G51120
OG0018206	XP_009139833.1	AL7G51110
OG0018207	XP_009139915.1	AL7G50600
OG0018208	XP_009140069.1	AL7G48440
OG0018209	XP_009140105.1	AL7G47760
OG0018210	XP_033130484.1	AL7G47520
OG0018211	XP_009136482.1	AL8G38220
OG0018212	XP_009128969.1	AL8G10520
OG0018213	XP_033128663.1	AL8G16380
OG0018214	XP_009114012.1	AL8G17420
OG0018215	XP_009151604.1	AL8G20250
OG0018216	XP_009129702.1, XP_009151610.1	AL8G20620
OG0018217	XP_009129727.1	AL8G21290
OG0018218	XP_033129735.1	AL8G23410
OG0018219	XP_009134051.1	AL8G24300
OG0018220	XP_009134062.1	AL8G24490
OG0018221	XP_009132684.2	AL8G25100
OG0018222	XP_009132680.1	AL8G25160
OG0018223	XP_009107238.1	AL8G25980
OG0018224	XP_009132588.1	AL8G26050
OG0018225	XP_009107112.1	AL8G26150
OG0018226	XP_009127210.2	AL8G27310
OG0018227	XP_009136464.1	AL8G38040
OG0018228	XP_009112004.1	AL8G38690
OG0018229	XP_009130600.3	AL8G42940
OG0018230	XP_009103500.1	AL8G44870
OG0018232	XP_009121036.1	AL6G29070
OG0018233	XP_033134362.1	AL5G14620, AL7G12500, AL6G39010, AL1G55330, nbis-gene-1014, nbis-gene-1637, AL7G51840
OG0018234	XP_033146656.1, XP_033132245.1	nbis-gene-1866
OG0018236	XP_033129763.1	AL6G38660
OG0018237	XP_009126412.1, XP_009131766.1	nbis-gene-1545
OG0018238	XP_033129023.1, XP_033138924.1	AL2G20670
OG0018238	XP_033135789.1	AL2G21510, AL2G21080
OG0018261	XP_009136680.1	AL7G30420
OG0018262	XP_009150242.1	AL5G25920
OG0018263	XP_009140011.1	AL7G49320
OG0018264	XP_009121366.1	AL6G28810
OG0018265	XP_009107523.1	AL6G28590
OG0018266	XP_009133944.1	AL4G19300
OG0018267	XP_009121586.2	AL6G26170
OG0018268	XP_009121598.1	AL6G26060
OG0018270	XP_009121649.1	AL6G25420
OG0018271	XP_009139565.1	AL7G42350
OG0018272	XP_009121673.2	AL6G25050
OG0018273	XP_009131388.1	AL6G24830
OG0018274	XP_009125953.1	AL6G24590
OG0018275	XP_009121779.1	AL6G23890
OG0018276	XP_009121806.1	AL6G23630
OG0018277	XP_009121856.1	AL6G23160
OG0018279	XP_009125381.1	AL1G46420
OG0018280	XP_009125297.1	AL6G20970
OG0018281	XP_009122073.1	AL6G20750
OG0018282	XP_033142817.1	AL6G20290
OG0018283	XP_009125341.1	AL6G20270
OG0018284	XP_009131117.1	AL6G20050
OG0018285	XP_009122510.1	nbis-gene-1494
OG0018286	XP_009122499.1	AL6G19530
OG0018287	XP_009122463.1	nbis-gene-1490
OG0018288	XP_009122440.1	AL6G18670
OG0018289	XP_009122332.1	AL6G17800
OG0018290	XP_009138729.1	AL7G28210
OG0018292	XP_009140780.1	AL4G21130
OG0018293	XP_018514143.1	AL4G21150
OG0018294	XP_009140786.1	AL4G21180
OG0018297	XP_009144396.1	AL4G23690, AL41U10030
OG0018298	XP_009144382.1	AL4G23940
OG0018299	XP_009144346.1	AL4G24630
OG0018300	XP_009144343.1	AL4G24710
OG0018301	XP_009141090.1	nbis-gene-1043
OG0018302	XP_009141097.1, XP_009132751.1	AL4G25670
OG0018303	XP_033147613.1	AL4G27090
OG0018304	XP_033146279.1	nbis-gene-1074
OG0018305	XP_009123909.1	AL8G16300
OG0018306	XP_033144075.1	AL7G28760
OG0018307	XP_009137511.2	AL7G27850
OG0018308	XP_009137521.2	AL7G27740
OG0018309	XP_009139481.2	AL7G27290
OG0018310	XP_033137611.1	AL1G54080
OG0018311	XP_033147956.1	AL1G53280
OG0018312	XP_009109641.2	AL1G43610
OG0018313	XP_009115134.1	AL1G44550
OG0018314	XP_009115126.1	AL1G44610
OG0018315	XP_009115053.1	AL1G44800
OG0018316	XP_009145219.1	AL1G46010
OG0018317	XP_033148170.1	AL1G46400
OG0018318	XP_009114882.1	AL1G46610
OG0018319	XP_009152213.1	AL5G12760
OG0018320	XP_009152194.1	AL5G13130, AL5G13090
OG0018322	XP_009150591.1	AL8G42600
OG0018323	XP_009150531.1	AL8G41850
OG0018324	XP_009112102.1	AL8G40730
OG0018326	XP_009151338.2	AL8G39040
OG0018327	XP_009151329.1	AL8G38840
OG0018328	XP_009151320.1	AL8G38750
OG0018329	XP_009150117.1	AL8G38590
OG0018330	XP_009111990.1	AL8G38070
OG0018331	XP_009111987.1	AL8G38020
OG0018332	XP_018512959.1	AL8G37940
OG0018333	XP_009130113.1	AL6G34730
OG0018334	XP_009150934.1	AL6G35430
OG0018335	XP_009111627.1	AL6G35830
OG0018336	XP_009130068.2	AL6G35860
OG0018337	XP_009151081.1	AL6G37300
OG0018338	XP_009151083.1	AL6G37320
OG0018339	XP_009111672.1	AL6G37510
OG0018340	XP_009126365.1	AL6G31000
OG0018341	XP_009120864.1	AL6G31180
OG0018342	XP_009120777.1	AL6G32270
OG0018343	XP_009120470.1	AL8G36100
OG0018344	XP_033138002.1	AL8G35500
OG0018345	XP_009120425.2	AL8G35490
OG0018347	XP_009120378.1	AL8G34890
OG0018348	XP_033140246.1	AL8G34020
OG0018349	XP_009132111.1	AL8G33720
OG0018352	XP_009132312.1	AL8G31940
OG0018353	XP_018508045.2	AL5G29490
OG0018354	XP_009149739.1	AL5G29140
OG0018355	XP_009111265.1	AL6G50400
OG0018356	XP_009122360.1	AL6G17460
OG0018357	XP_018510730.1	AL6G17330
OG0018358	XP_009122139.1	AL6G15140
OG0018359	XP_009130840.1	AL6G14440
OG0018360	XP_009133583.1	AL6G10030
OG0018361	XP_009125446.1	AL6G11680
OG0018362	XP_009122812.1	AL6G11290
OG0018363	XP_033137560.1	AL6G11010
OG0018364	XP_018512145.1	AL6G10860
OG0018366	XP_009130648.1	AL6G10530
OG0018367	XP_018513126.1	AL6G10360
OG0018368	XP_009130615.1	AL6G10090
OG0018369	XP_009115127.1	AL3G19530
OG0018370	XP_009140081.1	AL7G48130
OG0018371	XP_009125186.1	AL7G47950
OG0018372	XP_018508688.1	nbis-gene-625
OG0018373	XP_009104432.1	AL2G41680
OG0018374	XP_009106697.1	AL2G40410
OG0018375	XP_009106663.2	nbis-gene-623
OG0018376	XP_009104536.1	nbis-gene-622
OG0018377	XP_009128343.1	AL2G39860
OG0018378	XP_018512331.1	AL4G42330, AL2G38490
OG0018379	XP_009106415.1	AL2G37850
OG0018380	XP_009106399.1	AL2G37580
OG0018381	XP_009149824.1	AL1G36640
OG0018382	XP_009106384.1	AL2G37380
OG0018383	XP_018508833.1	AL2G37300
OG0018384	XP_018510988.1	AL3G47400
OG0018385	XP_009106298.1	AL2G36480
OG0018386	XP_009106292.1	AL2G36420
OG0018387	XP_009106173.1	AL2G35080
OG0018388	XP_009104722.1	AL2G35040
OG0018389	XP_009121106.1	AL3G50480
OG0018390	XP_033135700.1	AL3G50660
OG0018391	XP_033132431.1	AL1G64490
OG0018392	XP_009127411.1	AL2G22560
OG0018393	XP_009106941.1	AL1G62790
OG0018394	XP_009147560.1, XP_009147557.1	AL1G62720
OG0018395	XP_009123649.1	AL1G62510
OG0018396	XP_033145131.1	AL4G32400
OG0018397	XP_009133076.1	nbis-gene-1084
OG0018398	XP_033146811.1	AL4G32940
OG0018400	XP_009108059.1	AL7G43990
OG0018401	XP_009124275.1	AL7G44300
OG0018403	XP_009149084.1	AL9U12140
OG0018404	XP_009107669.1	AL9U11560
OG0018405	XP_009139612.2	AL7G42990
OG0018406	XP_009144684.1	AL7G42330
OG0018407	XP_009109568.1	AL7G42130
OG0018408	XP_009139527.1	AL7G41960
OG0018409	XP_009148344.1	AL7G41210
OG0018411	XP_009105993.1	AL2G33090
OG0018412	XP_009127999.1	AL2G33330
OG0018413	XP_009102998.2	AL1G40630
OG0018415	XP_009104755.1	AL2G34420
OG0018416	XP_009128060.1	AL2G34590
OG0018417	XP_009104747.1	AL2G34610
OG0018418	XP_033145839.1	AL4G42120
OG0018419	XP_009127668.1	AL2G27740
OG0018420	XP_018508361.1	AL2G28150
OG0018421	XP_009105471.1	AL2G28370
OG0018422	XP_009144441.1	AL7G24180
OG0018424	XP_009129383.1	AL7G23820
OG0018425	XP_009140224.2	nbis-gene-1933
OG0018426	XP_009150457.1	AL7G49990
OG0018427	XP_009117877.1	AL5G22420
OG0018428	XP_009151915.1	AL5G17350
OG0018429	XP_009123274.1	AL5G21770
OG0018430	XP_009151897.1	AL5G17590
OG0018431	XP_009101564.1	AL8G12770
OG0018433	XP_033136833.1	AL8G14090
OG0018434	XP_009101625.1	AL8G14100
OG0018435	XP_009111602.2	AL5G18260
OG0018436	XP_009147806.1	AL1G58470
OG0018437	XP_009147778.1	AL1G58980
OG0018438	XP_009144868.1	AL1G60010
OG0018440	XP_033132394.1	AL1G60450
OG0018441	XP_033128685.1	AL1G60550
OG0018443	XP_033140626.1	AL8G17770
OG0018444	XP_018512948.1	AL4G29900
OG0018445	XP_033147209.1	AL4G31050
OG0018446	XP_009143692.1	AL4G31210
OG0018447	XP_033146954.1	AL4G31510
OG0018448	XP_009144134.1, XP_009141497.1	AL4G31590
OG0018449	XP_009132000.1	AL7G35680
OG0018451	XP_009136900.1	AL7G36370
OG0018452	XP_033129801.1	AL7G36550
OG0018453	XP_009139907.1	AL7G50710
OG0018454	XP_033129526.1	AL7G36610
OG0018455	XP_033134052.1	AL7G36930
OG0018457	XP_009101521.1	AL8G12080
OG0018458	XP_033136989.1	AL5G31170
OG0018459	XP_033133168.1	AL5G30660
OG0018460	XP_009101317.1, XP_009129196.1	AL5G10930
OG0018461	XP_009115695.1	AL5G30350
OG0018462	XP_033144088.1	AL8G26640
OG0018463	XP_009112241.1	AL3G45270
OG0018464	XP_009123668.1	AL3G43970
OG0018465	XP_009112237.1	AL3G45540
OG0018466	XP_009121183.1	AL3G49690
OG0018467	XP_009137282.1	AL7G30700
OG0018468	XP_009136004.2	AL7G31010
OG0018469	XP_009151824.1	AL5G18780
OG0018471	XP_009134604.2	AL3G10570
OG0018472	XP_009133495.1	AL7G33680
OG0018473	XP_009133712.1	AL7G33540
OG0018475	XP_009137184.1	AL7G32800
OG0018476	XP_009133108.1	AL7G34400
OG0018477	XP_009145326.1	AL7G37800
OG0018478	XP_009108295.1	AL7G37590
OG0018479	XP_009124823.1	AL3G10060
OG0018480	XP_009134569.1	AL3G10100
OG0018481	XP_009124053.1	AL3G10120
OG0018482	XP_033139467.1	AL3G10160
OG0018483	XP_018513299.1	AL3G10380
OG0018484	XP_009134590.1	AL3G10420
OG0018485	XP_009134606.1	AL3G10600
OG0018487	XP_009147438.1	AL3G10680
OG0018488	XP_009103542.1	AL8G45170
OG0018489	XP_033134149.1	AL8G45270
OG0018490	XP_009112285.1	AL8G45300
OG0018491	XP_009112282.1	AL8G45440
OG0018495	XP_009116919.1	AL5G45340
OG0018497	XP_009133969.1	AL6G53470
OG0018498	XP_009116817.2	AL5G43870
OG0018499	XP_009116809.1	AL5G43750
OG0018500	XP_018510052.1	AL5G41330
OG0018501	XP_009104182.1	AL5G40970
OG0018502	XP_009116531.1	AL5G40290
OG0018503	XP_009123678.2	AL5G39460
OG0018505	XP_009104003.1	AL5G37790
OG0018506	XP_009116314.1	AL5G37480
OG0018507	XP_009116193.1	AL5G36070
OG0018508	XP_009139295.2	AL5G34750
OG0018509	XP_009139381.1	AL5G34670
OG0018510	XP_009139435.1	AL5G33980
OG0018511	XP_009115979.1	AL5G33560
OG0018512	XP_009139443.1	AL5G33380
OG0018513	XP_009102399.1	AL3G41930
OG0018514	XP_009112687.1	AL3G42360
OG0018515	XP_009105224.1	AL2G24890
OG0018517	XP_009105328.1	AL2G26490
OG0018518	XP_009127582.1	AL2G26570
OG0018519	XP_009102220.1	AL3G53120
OG0018520	XP_009102181.1	AL3G49000
OG0018521	XP_033145854.1	AL4G38990
OG0018522	XP_009108024.1	AL7G44200
OG0018523	XP_009143307.1	AL4G36900, AL4G36920
OG0018524	XP_033147540.1	AL4G35100
OG0018525	XP_009143448.1	AL4G34720, AL68U10020
OG0018526	XP_009114651.1	AL6G46720
OG0018527	XP_009140275.2	AL4G10590
OG0018528	XP_009140349.1	AL4G11870
OG0018529	XP_009120119.1	AL5G21140
OG0018530	XP_009123046.1	AL1G52080
OG0018531	XP_009123807.1	AL1G51060
OG0018532	XP_009102854.1	AL1G49940
OG0018534	XP_009114795.1	AL1G47830
OG0018535	XP_009134184.1	AL6G44080
OG0018536	XP_009108177.1	AL6G45750
OG0018537	XP_009111722.2	AL6G38740
OG0018539	XP_033129610.1	AL6G39350
OG0018540	XP_009151203.1	AL6G39570
OG0018542	XP_033130430.1	AL3G53280
OG0018543	XP_009117473.1	AL3G53720
OG0018544	XP_009146817.1	AL8G21050
OG0018545	XP_009142480.2	AL4G47710
OG0018546	XP_009142589.2	AL4G46350
OG0018547	XP_009143130.1	AL4G44490
OG0018548	XP_033140627.1	AL8G18550
OG0018549	XP_018509346.1	AL3G15190
OG0018550	XP_009139606.1	AL7G42900
OG0018551	XP_009142910.1	AL4G41750
OG0018552	XP_033148322.1	AL4G41620
OG0018553	XP_009142893.1	AL4G41560
OG0018554	XP_009142875.1	AL4G41410
OG0018555	XP_009142015.1	AL4G40160
OG0018556	XP_009142824.1	AL4G40700
OG0018557	XP_009133479.1, XP_009142737.1	AL4G39280
OG0018558	XP_033148636.1, XP_009147384.3	AL3G11330
OG0018559	XP_009117910.1	AL3G11610
OG0018560	XP_009134677.1	nbis-gene-642
OG0018562	XP_033146785.1	AL3G12200
OG0018563	XP_009147312.1	AL3G12280
OG0018564	XP_009130358.2	AL3G12920
