Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0016575	XP_013585286.1	El005G241400, El003G169390
OG0016576	XP_013636950.1	El005G235980
OG0016577	XP_013630274.1	El001G081250
OG0016578	XP_013626414.1	El001G078460
OG0016579	XP_013618928.1, XP_013609776.1	El001G076250
OG0016580	XP_013609327.1	El001G075390
OG0016581	XP_013621387.1	El001G075250
OG0016582	XP_013610797.1	El001G074610
OG0016583	XP_013637267.1	El006G321440
OG0016584	XP_013605895.1	El002G123030
OG0016585	XP_013588401.1	El002G121260
OG0016586	XP_013602545.1	El002G120550
OG0016587	XP_013590665.1	El003G161570
OG0016588	XP_013601218.1	El003G163820
OG0016589	XP_013591000.1	El002G128290
OG0016591	XP_013605501.1	El003G169960
OG0016592	XP_013629591.1	El002G113600
OG0016593	XP_013610883.1	El001G004220
OG0016594	XP_013629248.1	El006G300420
OG0016596	XP_013631921.1	El006G302080
OG0016597	XP_013625466.1	El006G306570
OG0016598	XP_013616763.1	El001G073870
OG0016599	XP_013611504.1	El001G072490, El001G072500
OG0016600	XP_013628480.1	El001G071920
OG0016601	XP_013610191.1	El001G070490
OG0016602	XP_013606237.1	El001G068860
OG0016603	XP_013610282.1, XP_013619760.1	El001G068060
OG0016604	XP_013625551.1, XP_013609618.1	El001G067750
OG0016606	XP_013598849.1	El007G347720
OG0016607	XP_013599277.1	El007G347900
OG0016608	XP_013635097.1	El003G187120
OG0016609	XP_013603532.1	El001G018610
OG0016610	XP_013593498.1	El002G109840
OG0016611	XP_013618135.1	El007G333340
OG0016613	XP_013615708.1	El001G054740
OG0016615	XP_013604282.1	El002G138410, El006G320500
OG0016616	XP_013596475.1, XP_013584285.1	El002G112170
OG0016617	XP_013637765.1	El002G113160
OG0016618	XP_013619715.1, XP_013637582.1	El002G114240
OG0016619	XP_013588994.1	El002G134120
OG0016621	XP_013584500.1	El005G260890
OG0016625	XP_013609007.1, XP_013593780.1	El005G275330
OG0016626	XP_013635294.1, XP_013603658.1	El006G319460
OG0016627	XP_013605149.1	El006G316800
OG0016628	XP_013601749.1, XP_013633266.1	El006G314330
OG0016629	XP_013597086.1	El001G042950, El001G042930
OG0016630	XP_013625443.1	El001G017200
OG0016631	XP_013602696.1	El001G020050
OG0016632	XP_013593223.1, XP_013600011.1	El001G020130
OG0016635	XP_013612146.1	El001G004900
OG0016637	XP_013588331.1	El003G161580
OG0016639	XP_013616778.1	El005G247360
OG0016641	XP_013639103.1, XP_013632371.1, XP_013585281.1	El002G087490, El001G041260
OG0016645	XP_013628063.1, XP_013633070.1	El003G175200
OG0016646	XP_013610384.1, XP_013627037.1	El007G334690
OG0016648	XP_013589210.1, XP_013632757.1, XP_013583278.1, XP_013601420.1, XP_013639238.1, XP_013589658.1	El006G309140
OG0016657	XP_013598042.1	El003G155730
OG0016658	XP_013594621.1, XP_013603178.1	El003G155490
OG0016659	XP_013599022.1	El003G155460
OG0016660	XP_013599118.1	El003G155440
OG0016661	XP_013600875.1	El003G155390
OG0016662	XP_013616915.1	El003G155050
OG0016663	XP_013596338.1	El003G154610
OG0016664	XP_013598254.1	El003G154460
OG0016665	XP_013598134.1	El003G153380
OG0016666	XP_013602150.1	El003G153120
OG0016667	XP_013588486.1	El003G153050
OG0016668	XP_013597588.1	El003G153040
OG0016669	XP_013593225.1	El003G151670
OG0016670	XP_013612069.1	El003G151610
OG0016671	XP_013597880.1	El003G151050
OG0016672	XP_013585641.1	El003G150320
OG0016673	XP_013639740.1	El003G149940
OG0016675	XP_013605978.1	El003G149200
OG0016676	XP_013596155.1	El003G149140
OG0016680	XP_013593855.1	El005G251170
OG0016681	XP_013584505.1	El003G147670
OG0016682	XP_013618613.1	El002G118200
OG0016683	XP_013593336.1	El002G118670
OG0016684	XP_013587410.1	El002G118730
OG0016685	XP_013586718.1	El002G118770
OG0016686	XP_013584973.1	El002G119640
OG0016687	XP_013583925.1	El002G119730
OG0016688	XP_013599984.1	El003G182080
OG0016689	XP_013610455.1	El004G210540
OG0016690	XP_013634196.1	El004G209390
OG0016692	XP_013614915.1	El004G208330
OG0016693	XP_013612959.1	El004G206930
OG0016694	XP_013636147.1	El004G204660
OG0016695	XP_013593925.1, XP_013610423.1	El004G203390
OG0016696	XP_013614982.1	El004G203050
OG0016697	XP_013607744.1	El004G202780
OG0016698	XP_013610502.1	El004G201460
OG0016699	XP_013606117.1	El004G201100
OG0016700	XP_013606115.1	El004G201090
OG0016701	XP_013618081.1	El004G201060
OG0016702	XP_013605946.1	El004G200470
OG0016703	XP_013594883.1, XP_013634557.1	El004G200080
OG0016704	XP_013631503.1	El004G198650
OG0016705	XP_013595312.1	El001G036680
OG0016706	XP_013619844.1	El001G036870
OG0016707	XP_013618651.1	El001G036990
OG0016708	XP_013618278.1	El001G037720
OG0016709	XP_013607876.1, XP_013597727.1	El001G038200
OG0016710	XP_013597729.1	El001G038210
OG0016711	XP_013609372.1	El001G038610
OG0016712	XP_013615981.1	El001G039190
OG0016714	XP_013609399.1	El001G040260
OG0016715	XP_013597744.1	El001G040860
OG0016716	XP_013597640.1	El001G041140
OG0016717	XP_013597960.1	El001G042650
OG0016718	XP_013595739.1	El001G042970
OG0016719	XP_013593758.1	El001G043060
OG0016720	XP_013595627.1	El001G043660
OG0016721	XP_013598414.1	El001G045210
OG0016722	XP_013593812.1	El005G266770
OG0016723	XP_013607485.1	El001G045570
OG0016724	XP_013619785.1, XP_013597171.1	El001G046520
OG0016725	XP_013619182.1	El004G217170
OG0016726	XP_013590776.1	El004G217010
OG0016727	XP_013588830.1	El004G216300
OG0016728	XP_013590197.1	El004G215780
OG0016729	XP_013591391.1	El004G215560
OG0016730	XP_013630027.1	El004G214850
OG0016731	XP_013618397.1	El004G213690
OG0016732	XP_013619812.1	El004G213610
OG0016733	XP_013627035.1	El004G212170
OG0016734	XP_013587964.1	El004G211710
OG0016735	XP_013588271.1	El004G211610
OG0016736	XP_013627894.1	El004G211050
OG0016737	XP_013612837.1	El004G206570
OG0016738	XP_013625156.1	El004G210850
OG0016739	XP_013609975.1	El004G193800
OG0016740	XP_013606884.1	El004G193850
OG0016741	XP_013612137.1	El004G194150
OG0016742	XP_013606423.1	El004G197340
OG0016743	XP_013607077.1	El004G197540
OG0016744	XP_013633928.1	El004G198170
OG0016745	XP_013632107.1	El004G198300
OG0016746	XP_013612834.1	El004G198250
OG0016747	XP_013627325.1	El005G248320
OG0016748	XP_013602184.1	El003G158700
OG0016749	XP_013603678.1	El003G158390
OG0016750	XP_013628255.1, XP_013591064.1	El003G158350
OG0016751	XP_013607231.1	El003G158310
OG0016752	XP_013628905.1	El006G288790
OG0016753	XP_013587187.1	El005G244310
OG0016754	XP_013627182.1	El005G244710
OG0016755	XP_013618190.1	El005G244800
OG0016756	XP_013638880.1	El005G244990
OG0016758	XP_013618381.1	El001G079520
OG0016759	XP_013583546.1	El005G245310
OG0016760	XP_013628587.1	El005G245730
OG0016761	XP_013583785.1	El005G246010
OG0016762	XP_013626951.1	El005G246430
OG0016763	XP_013636017.1	El001G072090
OG0016764	XP_013638200.1	El005G247000
OG0016765	XP_013597524.1	El005G271810
OG0016766	XP_013609759.1	El007G326640
OG0016767	XP_013630527.1	El001G011520
OG0016768	XP_013626747.1	El007G344550
OG0016769	XP_013626273.1	El007G344520
OG0016770	XP_013628440.1	El007G344040
OG0016771	XP_013615678.1	El007G343800
OG0016772	XP_013630418.1	El007G343150
OG0016773	XP_013613319.1	El007G343090
OG0016774	XP_013612056.1	El007G342060
OG0016775	XP_013614335.1	El007G342030
OG0016776	XP_013612568.1	El007G341970
OG0016777	XP_013609406.1	El007G341900, El007G341860
OG0016778	XP_013613235.1	El007G341470
OG0016779	XP_013612792.1	El007G341410
OG0016780	XP_013616596.1	El007G340770
OG0016781	XP_013621057.1	El007G340740
OG0016782	XP_013620749.1	El007G340110
OG0016783	XP_013606857.1	El007G339610
OG0016784	XP_013612321.1	El007G337030
OG0016786	XP_013626166.1	El007G335830
OG0016787	XP_013607356.1	El007G335320
OG0016788	XP_013622762.1	El007G335080
OG0016789	XP_013622817.1	El007G334720
OG0016790	XP_013625219.1	El007G334270
OG0016791	XP_013625209.1	El007G334190
OG0016793	XP_013611565.1	El001G069140
OG0016794	XP_013621171.1	El001G070060
OG0016795	XP_013608786.1	El001G070220
OG0016796	XP_013606489.1	El001G070370
OG0016797	XP_013609146.1	El001G070510
OG0016798	XP_013609958.1	El001G070930
OG0016799	XP_013616029.1	El001G071020
OG0016800	XP_013620148.1	El001G071080
OG0016801	XP_013630799.1	El001G071210
OG0016802	XP_013620359.1	El001G071490
OG0016803	XP_013606133.1	El001G071680
OG0016804	XP_013620994.1	El001G071690
OG0016805	XP_013611190.1	El001G071960
OG0016806	XP_013607291.1	El001G072070
OG0016807	XP_013611843.1	El001G072660
OG0016809	XP_013616345.1	El001G072840
OG0016810	XP_013608494.1	El001G072880
OG0016811	XP_013613032.1	El001G072890
OG0016812	XP_013625832.1	El001G073490
OG0016813	XP_013626503.1	El001G073730
OG0016814	XP_013611322.1	El001G073790
OG0016815	XP_013606999.1	El001G073830
OG0016816	XP_013612257.1	El001G074400
OG0016817	XP_013596874.1	El003G168600
OG0016818	XP_013595067.1	El003G168550
OG0016819	XP_013594741.1	El003G168330
OG0016820	XP_013591725.1	El003G167870
OG0016821	XP_013597229.1	El003G167240
OG0016822	XP_013607680.1	El003G166920
OG0016823	XP_013603123.1	El003G166670
OG0016824	XP_013597454.1	El003G166280
OG0016825	XP_013618913.1	El003G165660
OG0016826	XP_013596232.1	El003G165640
OG0016827	XP_013599155.1	El003G165480
OG0016828	XP_013600894.1	El003G165380
OG0016829	XP_013601786.1	El003G165020
OG0016830	XP_013588421.1	El003G164840
OG0016831	XP_013585285.1	El003G164560
OG0016832	XP_013593719.1	El003G164210
OG0016833	XP_013607532.1	El003G163940
OG0016834	XP_013602699.1	El003G163230
OG0016835	XP_013589946.1	El002G121280
OG0016836	XP_013588168.1	El002G122270
OG0016837	XP_013591961.1	El002G122560
OG0016838	XP_013589811.1	El002G123340
OG0016839	XP_013599823.1	El002G123440
OG0016840	XP_013584021.1	El002G124920
OG0016841	XP_013610845.1	El003G182710
OG0016842	XP_013590595.1	El002G128240
OG0016843	XP_013605805.1	El002G126750
OG0016844	XP_013599877.1	El002G126270
OG0016845	XP_013620066.1	El007G333600
OG0016846	XP_013600817.1	El002G130280
OG0016847	XP_013592427.1	El002G130130
OG0016848	XP_013637972.1	El002G129680
OG0016849	XP_013602505.1	El002G129440
OG0016850	XP_013585616.1	El002G113270
OG0016851	XP_013623171.1	El002G113260
OG0016852	XP_013599693.1	El002G128700
OG0016853	XP_013585732.1	El002G113550
OG0016854	XP_013622247.1	El002G113310
OG0016855	XP_013587249.1	El002G113970
OG0016856	XP_013637920.1	El002G113990
OG0016857	XP_013583745.1, XP_013596544.1, XP_013615336.1	El002G114290
OG0016858	XP_013596965.1	El002G114620
OG0016859	XP_013597294.1	El002G115590
OG0016860	XP_013626477.1	El002G115680
OG0016861	XP_013602379.1	El006G314260
OG0016862	XP_013605770.1	El006G314250
OG0016863	XP_013628072.1	El002G115810
OG0016864	XP_013585809.1	El002G115850
OG0016865	XP_013619753.1, XP_013627420.1	El002G116500
OG0016866	XP_013637839.1	El002G117150
OG0016867	XP_013637908.1	El002G117250
OG0016868	XP_013587240.1	El002G117410
OG0016869	XP_013598726.1	El003G146710
OG0016870	XP_013584146.1	El003G146450
OG0016871	XP_013606676.1	El003G146360
OG0016872	XP_013599276.1	El003G145930
OG0016873	XP_013592490.1	El003G145420
OG0016874	XP_013617779.1	El003G145210
OG0016875	XP_013597916.1	El003G144980
OG0016876	XP_013614097.1	El006G319530
OG0016877	XP_013589609.1	El003G144010
OG0016878	XP_013636856.1	El003G143670
OG0016880	XP_013590106.1	El003G143250
OG0016881	XP_013616766.1	El003G143140
OG0016882	XP_013602451.1	El003G143030
OG0016883	XP_013629112.1	El003G142650
OG0016884	XP_013620941.1	El003G142460
OG0016885	XP_013599165.1	El003G142240
OG0016886	XP_013593397.1	El003G142150
OG0016887	XP_013597981.1	El003G141980
OG0016888	XP_013598229.1	El003G141950
OG0016889	XP_013629550.1	El003G141800
OG0016890	XP_013586022.1	El003G141710
OG0016891	XP_013595213.1	El003G141660
OG0016892	XP_013600944.1	El003G181620
OG0016893	XP_013599614.1	El003G183650
OG0016894	XP_013633099.1	El003G184630, El003G180790, El003G180770
OG0016895	XP_013633795.1	El003G185930
OG0016896	XP_013634955.1	El003G186070
OG0016897	XP_013636757.1	El003G189130
OG0016898	XP_013636758.1	El003G189140
OG0016899	XP_013637076.1	El003G189210
OG0016900	XP_013589257.1	El003G189730
OG0016901	XP_013634119.1	El003G189850
OG0016903	XP_013602663.1	El002G093150
OG0016904	XP_013584776.1	El005G235380
OG0016905	XP_013628941.1	El001G014920
OG0016906	XP_013587421.1	El002G119040
OG0016907	XP_013623697.1	El001G011410
OG0016908	XP_013612464.1	El001G011310
OG0016909	XP_013626745.1	El001G016540
OG0016910	XP_013634425.1, XP_013634424.1	El006G296980
OG0016911	XP_013635996.1	El006G298170
OG0016912	XP_013629791.1	El006G298300
OG0016913	XP_013606325.1	El007G358660
OG0016914	XP_013619996.1, XP_013597324.1	El007G358550
OG0016915	XP_013606655.1	El007G357710
OG0016916	XP_013618280.1	El001G049100
OG0016917	XP_013614896.1	El007G355390
OG0016918	XP_013616512.1	El001G009520
OG0016919	XP_013622344.1	El001G009370
OG0016920	XP_013608742.1	El001G008120
OG0016921	XP_013621554.1	El001G007560
OG0016922	XP_013621322.1	El001G006200
OG0016923	XP_013607100.1	El001G005820
OG0016925	XP_013610818.1	El001G004980
OG0016926	XP_013610521.1	El001G004760
OG0016927	XP_013613183.1	El001G004560
OG0016928	XP_013587259.1	El002G091080
OG0016929	XP_013594044.1	El007G361060
OG0016930	XP_013610493.1	El007G363830
OG0016931	XP_013616932.1	El005G250640
OG0016932	XP_013605788.1	El003G182520
OG0016933	XP_013606108.1	El007G366740
OG0016934	XP_013620407.1	El007G366800
OG0016935	XP_013593844.1	El007G366410
OG0016936	XP_013597794.1	El001G082350
OG0016937	XP_013637115.1	El003G183100
OG0016938	XP_013595773.1, XP_013615956.1	El007G366580
OG0016939	XP_013603705.1	El003G183070
OG0016940	XP_013602163.1	El003G182560
OG0016941	XP_013597606.1	El005G269370
OG0016942	XP_013593451.1	El005G269400
OG0016943	XP_013631496.1	El003G182850
OG0016944	XP_013610377.1	El005G270400
OG0016945	XP_013636176.1	El003G183410
OG0016946	XP_013605321.1	El003G182420
OG0016947	XP_013599798.1	El003G179100
OG0016948	XP_013637329.1	El003G178440
OG0016949	XP_013636274.1	El003G177290
OG0016951	XP_013589886.1	El003G175920
OG0016952	XP_013622071.1	El003G175690
OG0016953	XP_013588342.1	El003G174180
OG0016954	XP_013601911.1	El003G174160
OG0016955	XP_013601917.1	El003G174140
OG0016956	XP_013585222.1	El003G174080
OG0016957	XP_013589491.1	El003G173820
OG0016958	XP_013639512.1	El003G172900
OG0016959	XP_013633667.1	El003G189870
OG0016960	XP_013635211.1	El003G189890
OG0016961	XP_013611838.1	El007G322060
OG0016962	XP_013631382.1	El003G191350
OG0016963	XP_013631564.1	El003G191700
OG0016964	XP_013590666.1	El003G192730
OG0016965	XP_013631703.1	El003G193020
OG0016966	XP_013631329.1	El003G193090
OG0016967	XP_013591204.1	El003G193270
OG0016968	XP_013592013.1	El003G193350
OG0016969	XP_013592015.1	El003G193360
OG0016970	XP_013610259.1	El001G001590
OG0016971	XP_013635855.1	El006G279700
OG0016972	XP_013634599.1	El006G279720
OG0016973	XP_013606687.1	El006G279970
OG0016974	XP_013635640.1	El006G280270
OG0016975	XP_013636032.1	El006G280420
OG0016976	XP_013636836.1	El006G280980
OG0016977	XP_013626691.1	El006G281060
OG0016978	XP_013633547.1	El006G281350
OG0016979	XP_013614733.1	El006G281860
OG0016980	XP_013632347.1	El001G039640, El005G247480, El006G282940
OG0016981	XP_013635602.1	El006G283490
OG0016982	XP_013635468.1	El006G315460
OG0016983	XP_013637005.1, XP_013634233.1	El006G284730
OG0016984	XP_013636473.1	El006G284830
OG0016985	XP_013626892.1	El006G284910
OG0016986	XP_013605193.1	El001G031010
OG0016987	XP_013622189.1	El006G285540
OG0016988	XP_013625974.1	El006G285700
OG0016990	XP_013636415.1	El006G287330
OG0016992	XP_013631186.1	El006G287930
OG0016993	XP_013607298.1	El001G081960
OG0016994	XP_013621808.1	El001G081950
OG0016995	XP_013628348.1	El001G081880
OG0016996	XP_013614155.1	El001G081680
OG0016997	XP_013614145.1	El001G081620
OG0016998	XP_013620489.1	El001G081600
OG0016999	XP_013616649.1	El001G081560
OG0017000	XP_013618654.1	El001G081320
OG0017001	XP_013606800.1	El001G081290
OG0017002	XP_013625561.1	El001G081050
OG0017003	XP_013620131.1	El001G080920
OG0017004	XP_013606359.1	El001G080910
OG0017005	XP_013607303.1	El001G080750
OG0017006	XP_013616031.1	El001G080110
OG0017007	XP_013610070.1	El001G079340
OG0017008	XP_013606479.1	El001G078570
OG0017009	XP_013609985.1	El001G060530
OG0017010	XP_013611818.1	El001G059920
OG0017011	XP_013628837.1	El001G059750
OG0017012	XP_013611799.1	El001G059840
OG0017013	XP_013622805.1	El001G059090
OG0017014	XP_013613883.1	El001G058950
OG0017015	XP_013630302.1	El001G058180
OG0017016	XP_013611737.1	El001G057730
OG0017017	XP_013616485.1	El001G057510
OG0017018	XP_013613150.1	El007G331040
OG0017019	XP_013619721.1	El007G331610
OG0017021	XP_013606051.1	El007G326950
OG0017022	XP_013621739.1	El007G326840
OG0017023	XP_013629769.1	El007G326530
OG0017024	XP_013611315.1	El007G326400
OG0017025	XP_013630828.1	El007G325500
OG0017026	XP_013629471.1	El007G325340
OG0017027	XP_013628780.1	El007G325250
OG0017028	XP_013613629.1	El007G325120
OG0017029	XP_013613887.1	El007G325100
OG0017030	XP_013628401.1	El007G324620
OG0017031	XP_013623178.1	El007G324540
OG0017032	XP_013612312.1	El007G324350
OG0017033	XP_013630131.1	El007G324240
OG0017034	XP_013629195.1	El007G324100
OG0017035	XP_013629144.1	El007G323930
OG0017036	XP_013628055.1	El007G323900
OG0017037	XP_013593568.1	El007G323460
OG0017038	XP_013611663.1	El007G323190
OG0017039	XP_013595835.1	El007G322890
OG0017040	XP_013612762.1	El007G322660
OG0017041	XP_013607113.1	El004G230440
OG0017042	XP_013627235.1	El007G322120
OG0017043	XP_013612865.1	El007G322030
OG0017044	XP_013611179.1	El001G000040
OG0017045	XP_013611831.1	El001G000460
OG0017046	XP_013610123.1	El001G001120
OG0017047	XP_013612644.1	El001G001360
OG0017048	XP_013620866.1	El001G001420
OG0017049	XP_013623094.1	El001G001500
OG0017050	XP_013618809.1	El001G001610
OG0017051	XP_013638004.1	El002G113300
OG0017052	XP_013606141.1	El001G002390
OG0017053	XP_013607159.1	El001G003070
OG0017054	XP_013612387.1	El007G360350
OG0017055	XP_013596037.1	El007G359680
OG0017056	XP_013615615.1	El007G359340
OG0017057	XP_013606589.1	El007G359330
OG0017058	XP_013598510.1	El007G359180
OG0017059	XP_013626133.1	El006G299320
OG0017060	XP_013636043.1	El006G300460
OG0017061	XP_013623137.1	El006G300500
OG0017062	XP_013633499.1	El006G300860
OG0017063	XP_013634872.1	El006G301410
OG0017064	XP_013622385.1	El006G301760
OG0017065	XP_013633704.1	El006G302110
OG0017066	XP_013636379.1	El006G302780
OG0017067	XP_013634916.1	El006G303670, El006G303690
OG0017068	XP_013636496.1	El006G304330
OG0017069	XP_013634683.1	El006G304750
OG0017070	XP_013635216.1	El006G304880
OG0017071	XP_013633794.1	El006G305280
OG0017072	XP_013634829.1	El006G305690
OG0017073	XP_013622672.1	El006G305770
OG0017074	XP_013633601.1	El006G306250
OG0017075	XP_013630454.1	El006G308120
OG0017076	XP_013633575.1	El006G308690
OG0017077	XP_013631690.1	El006G310320
OG0017078	XP_013622998.1	El006G311010
OG0017079	XP_013623716.1	El006G310410
OG0017080	XP_013630389.1	El006G311400
OG0017081	XP_013626014.1	El006G311760
OG0017082	XP_013633703.1	El006G312060
OG0017083	XP_013633989.1	El006G312610
OG0017084	XP_013634060.1	El006G312800
OG0017085	XP_013600052.1	El006G313200
OG0017086	XP_013630992.1	El003G191170
OG0017087	XP_013635910.1	El006G313660
OG0017088	XP_013619313.1	El003G156680
OG0017089	XP_013639447.1	El003G156700
