Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0015778	XP_013584139.1	As008G183100
OG0015779	XP_013583731.1	As008G183110
OG0015780	XP_013587621.1	As008G183130
OG0015781	XP_013605416.1	As008G183190
OG0015782	XP_013599993.1	As008G183380
OG0015783	XP_013583828.1	As008G183420
OG0015784	XP_013638820.1	As008G183540
OG0015785	XP_013603693.1	As008G183670
OG0015786	XP_013584532.1	As008G183710
OG0015787	XP_013638990.1	As008G183870
OG0015788	XP_013586091.1	As008G183920
OG0015789	XP_013585232.1, XP_013603876.1	As008G184080
OG0015790	XP_013587094.1	As008G184170
OG0015791	XP_013601057.1	As008G184360
OG0015792	XP_013602345.1	As008G184620
OG0015793	XP_013600920.1	As008G184670
OG0015794	XP_013586286.1	As008G184740
OG0015795	XP_013587307.1	As008G184780
OG0015796	XP_013613821.1	As008G184870
OG0015797	XP_013605546.1	As008G185070
OG0015798	XP_013605545.1	As008G185080
OG0015799	XP_013638135.1	As008G185280
OG0015800	XP_013605106.1	As008G185610
OG0015801	XP_013587185.1	As008G185760
OG0015802	XP_013587316.1	As008G185930
OG0015803	XP_013609317.1	As008G185940
OG0015804	XP_013583514.1	As008G186070
OG0015805	XP_013599920.1	As008G186280
OG0015806	XP_013639163.1	As008G186670
OG0015807	XP_013638489.1	As008G186730
OG0015808	XP_013638906.1	As008G186750
OG0015809	XP_013638658.1	As008G186860
OG0015810	XP_013602447.1	As008G187050
OG0015811	XP_013603694.1	As008G187080
OG0015812	XP_013603063.1	As008G187210
OG0015813	XP_013585848.1	As008G187360
OG0015814	XP_013638518.1	As008G187500
OG0015815	XP_013637699.1	As008G187520
OG0015816	XP_013587201.1	As008G187570
OG0015817	XP_013585784.1	As008G187620
OG0015818	XP_013601932.1	As008G187790
OG0015819	XP_013586944.1	As008G188100
OG0015820	XP_013602293.1	As008G188330
OG0015821	XP_013586742.1	As008G188340
OG0015822	XP_013604203.1	As008G188490
OG0015823	XP_013585657.1	As008G188620
OG0015824	XP_013585655.1	As008G188700
OG0015825	XP_013601410.1	As008G188800
OG0015826	XP_013585147.1	As008G189010
OG0015827	XP_013585601.1	As008G189510
OG0015828	XP_013605814.1	As008G189900
OG0015829	XP_013603849.1	As008G189950
OG0015830	XP_013614526.1	As008G190890
OG0015831	XP_013586760.1	As008G191890
OG0015832	XP_013587570.1	As008G192030
OG0015833	XP_013597898.1	As008G192290
OG0015834	XP_013614698.1	As008G192560
OG0015835	XP_013585959.1	As008G192900
OG0015836	XP_013638274.1	As008G193090
OG0015837	XP_013638478.1	As008G193170
OG0015838	XP_013604027.1, XP_013603415.1	As008G193190
OG0015839	XP_013600474.1	As008G193290
OG0015840	XP_013583524.1	As008G193310
OG0015841	XP_013599462.1	As008G193320
OG0015842	XP_013583522.1	As008G193420
OG0015843	XP_013604704.1	As008G193480
OG0015844	XP_013638958.1	As008G193580
OG0015845	XP_013585928.1	As008G193590
OG0015846	XP_013603452.1	As008G193610
OG0015847	XP_013603559.1	As008G193670
OG0015848	XP_013604476.1	As008G194250
OG0015849	XP_013604638.1	As008G194350
OG0015850	XP_013595430.1	As008G194360
OG0015851	XP_013605077.1	As008G194370
OG0015852	XP_013603145.1	As008G194390
OG0015853	XP_013584508.1	As008G194860
OG0015854	XP_013585857.1	As008G194910
OG0015855	XP_013601887.1	As008G195260
OG0015856	XP_013584126.1	As008G195290
OG0015857	XP_013600038.1	As008G195430
OG0015858	XP_013586676.1	As008G195480
OG0015859	XP_013637890.1	As008G195540
OG0015860	XP_013583593.1	As008G195550
OG0015861	XP_013585133.1	As008G195640
OG0015862	XP_013585530.1	As008G196010
OG0015863	XP_013601614.1	As008G196120
OG0015864	XP_013602208.1	As008G196580
OG0015865	XP_013587594.1	As008G196620
OG0015866	XP_013585274.1	As008G196630
OG0015867	XP_013585136.1	As008G196800
OG0015868	XP_013605649.1	As008G197000
OG0015869	XP_013584171.1	As008G197110
OG0015870	XP_013586191.1	As008G197120
OG0015871	XP_013586189.1	As008G197130
OG0015872	XP_013587721.1	As008G197250
OG0015873	XP_013604418.1	As008G197400
OG0015874	XP_013584103.1	As008G197670
OG0015875	XP_013586297.1	As008G197810
OG0015876	XP_013586382.1	As008G197860
OG0015877	XP_013585755.1	As008G197960
OG0015878	XP_013638370.1	As008G198050
OG0015879	XP_013637998.1	As008G198150
OG0015880	XP_013584571.1	As008G198170
OG0015881	XP_013584455.1	As008G198600
OG0015882	XP_013637830.1	As008G198940
OG0015883	XP_013585836.1	As008G199100
OG0015884	XP_013605764.1	As008G199150
OG0015885	XP_013604782.1	As008G199250
OG0015886	XP_013587215.1	As008G199260
OG0015887	XP_013605224.1	As008G199280
OG0015888	XP_013602635.1	As008G199320
OG0015889	XP_013585078.1	As008G199360
OG0015890	XP_013585079.1	As008G199370
OG0015891	XP_013631644.1	As008G199440
OG0015892	XP_013585429.1	As008G199570
OG0015893	XP_013605600.1	As008G199660
OG0015894	XP_013606867.1	As009G199730
OG0015895	XP_013612196.1	As009G199900
OG0015896	XP_013609725.1	As009G200020
OG0015897	XP_013611514.1	As009G200180
OG0015898	XP_013629217.1	As009G200260
OG0015899	XP_013606358.1	As009G200320
OG0015900	XP_013606175.1	As009G200400
OG0015901	XP_013620501.1	As009G200500
OG0015902	XP_013611507.1	As009G200540
OG0015903	XP_013618364.1	As009G201040
OG0015904	XP_013630512.1	As009G201100
OG0015905	XP_013613097.1	As009G201220
OG0015906	XP_013621084.1	As009G201290
OG0015907	XP_013622975.1	As009G201430
OG0015908	XP_013613144.1	As009G201700
OG0015909	XP_013606680.1	As009G202160, As009G201880
OG0015910	XP_013630535.1	As009G201980
OG0015911	XP_013611216.1	As009G202030
OG0015912	XP_013613043.1	As009G202470
OG0015913	XP_013621676.1	As009G202580
OG0015914	XP_013618222.1	As009G202770
OG0015915	XP_013611201.1	As009G202830
OG0015916	XP_013619599.1	As009G202870
OG0015917	XP_013618498.1	As009G203130
OG0015918	XP_013612332.1	As009G203320
OG0015919	XP_013607368.1	As009G203360
OG0015920	XP_013618368.1	As009G203410
OG0015921	XP_013609488.1	As009G203510
OG0015922	XP_013611613.1	As009G203590
OG0015923	XP_013613095.1	As009G203610
OG0015924	XP_013619509.1	As009G203920
OG0015925	XP_013608582.1	As009G203950
OG0015926	XP_013608396.1	As009G204100
OG0015927	XP_013608395.1	As009G204110
OG0015928	XP_013628231.1	As009G204200
OG0015929	XP_013628230.1	As009G204250
OG0015930	XP_013604962.1	As009G204270
OG0015931	XP_013611638.1	As009G204530
OG0015932	XP_013612800.1	As009G204590
OG0015933	XP_013613674.1	As009G204610
OG0015934	XP_013608948.1	As009G204660
OG0015935	XP_013620546.1	As009G205030
OG0015936	XP_013599187.1	As009G205210
OG0015937	XP_013599274.1	As009G205590
OG0015938	XP_013617890.1	As009G205670, As009G205660
OG0015939	XP_013597129.1	As009G205680
OG0015940	XP_013609016.1	As009G206060
OG0015941	XP_013607126.1	As009G206200
OG0015942	XP_013592956.1	As009G206530
OG0015943	XP_013592955.1	As009G206540
OG0015944	XP_013606398.1, XP_013593644.1	As009G206970
OG0015945	XP_013619884.1, XP_013597221.1	As009G207240
OG0015946	XP_013608987.1	As009G207330
OG0015947	XP_013598614.1	As009G207340
OG0015948	XP_013585897.1	As009G207550
OG0015949	XP_013614996.1	As009G207910
OG0015950	XP_013598685.1	As009G208690
OG0015951	XP_013612393.1	As009G208910
OG0015952	XP_013593545.1	As009G209100
OG0015953	XP_013594237.1	As009G209240
OG0015954	XP_013611192.1	As009G210020
OG0015955	XP_013630136.1	As009G210720
OG0015956	XP_013619730.1	As009G210770
OG0015957	XP_013621985.1	As009G211440
OG0015958	XP_013610136.1	As009G211450
OG0015959	XP_013609638.1	As009G211510
OG0015960	XP_013612622.1	As009G211930
OG0015961	XP_013595467.1	As009G212040
OG0015962	XP_013588393.1	As009G212050
OG0015963	XP_013593961.1	As009G212070
OG0015964	XP_013609015.1	As009G212300
OG0015965	XP_013613289.1	As009G212430
OG0015966	XP_013620420.1	As009G212600
OG0015967	XP_013610058.1	As009G212640
OG0015968	XP_013609778.1	As009G212750
OG0015969	XP_013606634.1	As009G212770
OG0015970	XP_013608920.1	As009G212790
OG0015971	XP_013611870.1	As009G212970
OG0015972	XP_013608729.1	As009G212990
OG0015973	XP_013621981.1	As009G213030
OG0015974	XP_013606203.1	As009G213060
OG0015975	XP_013611520.1	As009G213080
OG0015976	XP_013605961.1	As009G213340
OG0015977	XP_013630780.1, XP_013624207.1	As009G213850
OG0015978	XP_013613332.1	As009G213870
OG0015979	XP_013612575.1	As009G213940
OG0015980	XP_013623050.1	As009G213990
OG0015981	XP_013611008.1	As009G214090
OG0015982	XP_013604761.1	As009G214280
OG0015983	XP_013613046.1	As009G214450
OG0015984	XP_013629460.1	As009G214540
OG0015985	XP_013628919.1	As009G214630
OG0015986	XP_013597101.1	As009G214840
OG0015987	XP_013598375.1	As009G214850
OG0015988	XP_013596354.1	As009G214870
OG0015989	XP_013614297.1	As009G214940
OG0015990	XP_013593501.1	As009G215370
OG0015991	XP_013594037.1	As009G215470
OG0015992	XP_013596400.1	As009G215700
OG0015993	XP_013593305.1	As009G215750
OG0015994	XP_013596902.1	As009G215780
OG0015995	XP_013618372.1	As009G215840
OG0015996	XP_013598624.1	As009G216100
OG0015997	XP_013597551.1	As009G216150
OG0015998	XP_013606276.1	As009G216270
OG0015999	XP_013618329.1	As009G216280
OG0016000	XP_013616616.1, XP_013595020.1	As009G216480
OG0016001	XP_013609769.1	As009G216530
OG0016002	XP_013599219.1	As009G216780
OG0016003	XP_013593491.1	As009G216800
OG0016004	XP_013609040.1	As009G216870
OG0016005	XP_013595292.1	As009G216950
OG0016006	XP_013598327.1	As009G217060
OG0016007	XP_013599082.1	As009G217100
OG0016009	XP_013599226.1	As009G217420
OG0016010	XP_013597476.1	As009G217630
OG0016011	XP_013597473.1	As009G217650
OG0016012	XP_013597474.1	As009G217660
OG0016013	XP_013620466.1	As009G217790
OG0016014	XP_013594210.1	As009G217970
OG0016015	XP_013606856.1	As009G217990
OG0016016	XP_013597616.1	As009G218190
OG0016017	XP_013607043.1	As009G218260
OG0016018	XP_013630682.1	As009G218550
OG0016019	XP_013630352.1	As009G218590
OG0016020	XP_013629844.1	As009G218690
OG0016021	XP_013623687.1	As009G218790
OG0016022	XP_013627224.1	As009G218810
OG0016023	XP_013629618.1	As009G219030
OG0016024	XP_013630686.1	As009G219080
OG0016025	XP_013627693.1	As009G219170
OG0016026	XP_013626297.1	As009G219320
OG0016027	XP_013611845.1	As009G219400
OG0016028	XP_013608993.1	As009G219460
OG0016029	XP_013616255.1	As009G219590
OG0016030	XP_013613311.1	As009G219740
OG0016031	XP_013611405.1	As009G219820
OG0016032	XP_013611407.1	As009G219830
OG0016033	XP_013611402.1	As009G219890
OG0016034	XP_013612468.1	As009G219930
OG0016035	XP_013612026.1	As009G220140
OG0016036	XP_013616398.1	As009G220160
OG0016037	XP_013605704.1	As010G220340
OG0016038	XP_013599553.1	As010G220380
OG0016039	XP_013598820.1	As010G220500
OG0016040	XP_013595717.1	As010G220750
OG0016041	XP_013616888.1	As010G221020
OG0016042	XP_013590409.1	As010G221060
OG0016043	XP_013603964.1	As010G221100
OG0016044	XP_013599488.1	As010G221210
OG0016045	XP_013594105.1	As010G221260
OG0016046	XP_013599096.1	As010G221320
OG0016047	XP_013604994.1	As010G221540
OG0016048	XP_013600130.1	As010G221630
OG0016049	XP_013630266.1	As010G221670
OG0016050	XP_013599438.1	As010G221780
OG0016051	XP_013625986.1	As010G221910
OG0016052	XP_013603672.1	As010G222190
OG0016053	XP_013605140.1	As010G222250
OG0016054	XP_013602380.1	As010G222270
OG0016055	XP_013585371.1	As010G222470
OG0016056	XP_013599555.1	As010G222730
OG0016057	XP_013602358.1	As010G222750
OG0016058	XP_013605180.1	As010G222790
OG0016059	XP_013625231.1	As010G222850
OG0016060	XP_013602976.1	As010G222890
OG0016061	XP_013604335.1	As010G222950
OG0016062	XP_013626184.1	As010G222960
OG0016064	XP_013604541.1	As010G223060
OG0016065	XP_013604321.1	As010G223150
OG0016066	XP_013629960.1	As010G223270
OG0016067	XP_013625548.1	As010G223330
OG0016068	XP_013628696.1	As010G223380
OG0016069	XP_013630012.1	As010G223460
OG0016070	XP_013630119.1	As010G223500
OG0016071	XP_013621734.1	As010G223510
OG0016072	XP_013623336.1	As010G223600
OG0016073	XP_013630641.1	As010G223640
OG0016074	XP_013630643.1	As010G223650
OG0016075	XP_013622462.1	As010G223660
OG0016076	XP_013630713.1	As010G223690
OG0016077	XP_013628322.1	As010G224090
OG0016078	XP_013625282.1	As010G224180
OG0016079	XP_013603209.1	As010G224280
OG0016080	XP_013638549.1	As010G224480
OG0016081	XP_013625649.1	As010G224980
OG0016082	XP_013622843.1	As010G225260
OG0016083	XP_013627421.1	As010G225320
OG0016084	XP_013625709.1	As010G226200
OG0016085	XP_013623257.1	As010G226850
OG0016086	XP_013627998.1	As010G226900
OG0016087	XP_013630164.1	As010G227020
OG0016088	XP_013611085.1	As010G227060
OG0016089	XP_013614076.1	As010G227080
OG0016090	XP_013586241.1	As010G227190
OG0016091	XP_013604819.1, XP_013585204.1	As010G227480
OG0016092	XP_013592808.1	As010G228590
OG0016093	XP_013592606.1	As010G229120
OG0016094	XP_013616249.1	As010G229300
OG0016095	XP_013589972.1	As010G229620
OG0016096	XP_013591896.1	As010G229760
OG0016097	XP_013590283.1	As010G231290
OG0016098	XP_013588322.1	As010G231330
OG0016099	XP_013626043.1	As010G231500
OG0016100	XP_013620298.1	As010G231570
OG0016101	XP_013619123.1	As010G231710
OG0016102	XP_013592596.1	As010G231820
OG0016103	XP_013592594.1	As010G231830
OG0016104	XP_013592303.1	As010G231870
OG0016105	XP_013621546.1	As010G232010
OG0016106	XP_013591642.1	As010G232200
OG0016107	XP_013591377.1	As010G232430
OG0016108	XP_013591375.1	As010G232440
OG0016109	XP_013589957.1	As010G232610
OG0016110	XP_013592786.1	As010G232620
OG0016111	XP_013616554.1	As010G232710
OG0016112	XP_013591089.1	As010G232890
OG0016113	XP_013590025.1	As010G233020
OG0016114	XP_013591292.1	As010G233070
OG0016115	XP_013589762.1	As010G233150
OG0016116	XP_013592638.1	As010G233200
OG0016117	XP_013594995.1, XP_013617901.1	As010G233370
OG0016118	XP_013592565.1	As010G233570
OG0016119	XP_013590223.1	As010G233590
OG0016120	XP_013592633.1	As010G233740
OG0016121	XP_013588217.1	As010G233820
OG0016122	XP_013615948.1	As010G234020
OG0016123	XP_013617206.1	As010G234040
OG0016124	XP_013592550.1	As010G234150
OG0016125	XP_013590037.1	As010G234170
OG0016126	XP_013592157.1	As010G234220
OG0016127	XP_013592647.1	As010G234290
OG0016128	XP_013591783.1	As010G234340
OG0016129	XP_013591788.1	As010G234390
OG0016130	XP_013593255.1	As010G234470
OG0016131	XP_013588070.1	As010G234480
OG0016132	XP_013591769.1	As010G234510
OG0016133	XP_013591768.1	As010G234530
OG0016134	XP_013590234.1	As010G234570
OG0016135	XP_013592358.1	As010G234600
OG0016136	XP_013619114.1	As010G234920
OG0016137	XP_013620155.1	As010G235300
OG0016138	XP_013588029.1	As010G235440
OG0016139	XP_013588003.1	As010G235470
OG0016140	XP_013588632.1	As010G235540
OG0016141	XP_013592343.1	As010G235760
OG0016142	XP_013618012.1	As010G235800
OG0016143	XP_013618408.1	As010G236030
OG0016144	XP_013588685.1	As010G236100
OG0016145	XP_013592820.1	As010G236230
OG0016146	XP_013614945.1	As010G236550
OG0016147	XP_013588772.1, XP_013592878.1	As010G236650
OG0016148	XP_013592234.1	As010G236730
OG0016149	XP_013588657.1	As010G236830
OG0016150	XP_013590123.1	As010G236910
OG0016151	XP_013629077.1	As010G236960
OG0016152	XP_013591075.1	As010G237000
OG0016153	XP_013592505.1	As010G237020
OG0016154	XP_013591530.1	As010G237090
OG0016155	XP_013591529.1	As010G237100
OG0016156	XP_013590339.1	As010G237270
OG0016157	XP_013589691.1	As010G237300
OG0016158	XP_013591828.1	As010G237350
OG0016159	XP_013589868.1	As010G237400
OG0016160	XP_013591587.1	As010G237640
OG0016161	XP_013620923.1	As010G237840
OG0016162	XP_013587917.1	As010G237870
OG0016163	XP_013592748.1	As010G237940
OG0016164	XP_013600008.1	As010G237960
OG0016165	XP_013592188.1	As010G238130
OG0016166	XP_013590953.1	As010G238150
OG0016167	XP_013592530.1	As010G238180
OG0016168	XP_013590354.1	As010G238290
OG0016169	XP_013587817.1	As010G238500
OG0016170	XP_013592727.1	As010G238550
OG0016171	XP_013591657.1	As010G238640
OG0016172	XP_013589745.1	As010G238670
OG0016173	XP_013587929.1	As010G238760
OG0016174	XP_013587885.1	As010G238850
OG0016175	XP_013621658.1	As010G238890
OG0016176	XP_013616862.1	As010G238900
OG0016177	XP_013591987.1	As010G238960
OG0016178	XP_013592860.1	As010G238990
OG0016179	XP_013591350.1	As010G239200
OG0016180	XP_013591352.1	As010G239210
OG0016181	XP_013620745.1	As010G239240
OG0016182	XP_013588027.1	As010G239460
OG0016183	XP_013591084.1	As010G239540
OG0016184	XP_013619816.1	As010G239770
OG0016185	XP_013588522.1	As010G239950
OG0016186	XP_013615920.1	As010G240230
OG0016187	XP_013588849.1	As010G240270
OG0016188	XP_013591983.1	As010G240310
OG0016189	XP_013613913.1	As010G240540
OG0016190	XP_013616336.1	As010G240570
OG0016191	XP_013591715.1	As010G240600
OG0016192	XP_013618330.1	As010G240620
OG0016193	XP_013592823.1	As010G240680, As010G240660
OG0016194	XP_013588209.1	As010G240820
OG0016195	XP_013588115.1	As010G241080
OG0016196	XP_013621469.1	As010G241240
OG0016197	XP_013592127.1	As010G241260
OG0016198	XP_013592563.1	As010G241280
OG0016199	XP_013621061.1	As010G242130
OG0016200	XP_013588742.1	As010G242250
OG0016201	XP_013588617.1	As010G242260
OG0016202	XP_013590217.1	As010G242290
OG0016203	XP_013587955.1	As010G242350
OG0016204	XP_013619020.1	As010G242640, As010G242630
OG0016205	XP_013591405.1	As010G242970
OG0016206	XP_013591125.1	As010G243150
OG0016207	XP_013621321.1	As010G243250
OG0016208	XP_013616487.1	As010G244050
OG0016209	XP_013590201.1	As010G244060
OG0016210	XP_013591199.1	As010G244170
OG0016211	XP_013588257.1	As010G244200
OG0016212	XP_013591427.1	As010G244240
OG0016213	XP_013592249.1	As010G244390
OG0016214	XP_013592154.1	As010G244500
OG0016215	XP_013590434.1	As010G244550
OG0016216	XP_013631529.1	As010G244560
OG0016217	XP_013592058.1	As010G244570
OG0016218	XP_013585576.1	As011G244690
OG0016219	XP_013611157.1	As011G244780
OG0016220	XP_013586311.1	As011G244950
OG0016221	XP_013610993.1	As011G244990
OG0016222	XP_013583875.1	As011G245520
OG0016223	XP_013599348.1	As011G245620
OG0016224	XP_013610820.1	As011G245640
OG0016225	XP_013584221.1	As011G245730
OG0016226	XP_013610680.1	As011G246040
OG0016227	XP_013610615.1	As011G246260
OG0016228	XP_013583383.1	As011G246880
OG0016229	XP_013622138.1	As011G246980
OG0016230	XP_013583999.1	As011G247190
OG0016231	XP_013586463.1	As011G247590
OG0016233	XP_013589452.1	As011G247880
OG0016234	XP_013609927.1	As011G248100
OG0016235	XP_013587633.1	As011G248130
OG0016236	XP_013586918.1	As011G248350
OG0016237	XP_013587152.1	As011G248430
OG0016238	XP_013586602.1	As011G248440
OG0016239	XP_013584412.1	As011G248450
OG0016240	XP_013638168.1	As011G248480
OG0016241	XP_013633012.1, XP_013633138.1	As011G248790, As011G248800
OG0016242	XP_013583796.1	As011G248820
OG0016243	XP_013609553.1	As011G248960
OG0016244	XP_013587750.1	As011G249100
OG0016245	XP_013586864.1	As011G249110
OG0016246	XP_013586584.1	As011G249130
OG0016247	XP_013616086.1	As011G249170
OG0016248	XP_013639707.1	As011G249190
OG0016249	XP_013620647.1	As011G249320
OG0016250	XP_013629140.1	As011G249480
OG0016251	XP_013613833.1	As011G249550
OG0016252	XP_013628752.1	As011G249580
OG0016253	XP_013584057.1	As011G249650
OG0016254	XP_013587741.1	As011G249940
OG0016255	XP_013586454.1	As011G249990
OG0016256	XP_013638626.1	As011G250060
OG0016257	XP_013586840.1	As011G250110
OG0016258	XP_013613957.1	As011G250160
OG0016259	XP_013585450.1	As011G250430
OG0016260	XP_013629343.1	As011G250640
OG0016261	XP_013584436.1	As011G250750
OG0016262	XP_013639014.1	As011G250960
OG0016263	XP_013584080.1	As011G251050
