Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0012058	XP_013620591.1	Ag004G321120, Ag008G710610
OG0012059	XP_013613153.1	Ag008G707490
OG0012060	XP_013611950.1	Ag008G707110
OG0012061	XP_013606735.1, XP_013623681.1	Ag008G707000
OG0012062	XP_013584765.1, XP_013618249.1	Ag008G729210
OG0012063	XP_013609417.1	Ag008G729510
OG0012064	XP_013629169.1	Ag008G730250
OG0012065	XP_013629170.1	Ag008G730260
OG0012066	XP_013616695.1	Ag008G730470
OG0012067	XP_013623533.1	Ag008G730810
OG0012068	XP_013628595.1	Ag008G731130
OG0012069	XP_013610911.1	Ag008G731700
OG0012070	XP_013612019.1	Ag008G731920
OG0012071	XP_013625335.1	Ag008G732210
OG0012072	XP_013628736.1	Ag008G732650
OG0012073	XP_013628746.1	Ag008G733030
OG0012074	XP_013629464.1	Ag008G733060
OG0012075	XP_013612570.1	Ag008G733640
OG0012076	XP_013597940.1	Ag008G734420
OG0012077	XP_013610002.1, XP_013595618.1	Ag008G734470
OG0012078	XP_013592992.1	Ag008G734480
OG0012079	XP_013599327.1	Ag008G734570
OG0012080	XP_013598390.1, XP_013634584.1	Ag008G734610
OG0012081	XP_013599333.1	Ag008G734860
OG0012082	XP_013618032.1	Ag001G099360
OG0012083	XP_013611997.1	Ag001G099300
OG0012084	XP_013608803.1	Ag006G519140
OG0012085	XP_013630084.1	Ag006G516670
OG0012086	XP_013600302.1	Ag004G297800
OG0012087	XP_013622658.1	Ag006G517250
OG0012088	XP_013586882.1	Ag004G298210
OG0012089	XP_013600564.1	Ag004G298530
OG0012090	XP_013611272.1	Ag006G514930
OG0012091	XP_013618478.1	Ag006G513520
OG0012092	XP_013625598.1	Ag006G513090
OG0012093	XP_013612697.1, XP_013612701.1	Ag006G513190
OG0012094	XP_013606504.1	Ag006G513310
OG0012095	XP_013612679.1	Ag006G513270
OG0012098	XP_013612775.1	Ag006G512620
OG0012099	XP_013615215.1	Ag006G512240
OG0012100	XP_013610740.1	Ag006G512210
OG0012101	XP_013612236.1	Ag006G511820
OG0012102	XP_013612743.1	Ag006G511490
OG0012104	XP_013610981.1	Ag006G510280
OG0012105	XP_013629026.1	Ag006G509910
OG0012106	XP_013612370.1	Ag007G599410
OG0012107	XP_013612923.1	Ag007G599210
OG0012108	XP_013606643.1	Ag007G599200
OG0012109	XP_013606644.1	Ag007G599190
OG0012110	XP_013608631.1	Ag007G598980
OG0012111	XP_013608982.1	Ag007G598940
OG0012112	XP_013614309.1, XP_013606121.1	Ag007G586440
OG0012113	XP_013606322.1	Ag007G586520
OG0012114	XP_013610580.1	Ag007G586550
OG0012115	XP_013610994.1	Ag002G200410, Ag005G457940
OG0012116	XP_013612991.1	Ag007G586750
OG0012117	XP_013598016.1	Ag007G586980
OG0012118	XP_013609886.1, XP_013594793.1	Ag007G587010
OG0012119	XP_013597937.1	Ag007G587030
OG0012120	XP_013595637.1	Ag007G587510
OG0012121	XP_013616010.1	Ag007G587750
OG0012122	XP_013631466.1, XP_013631761.1	Ag007G588160
OG0012123	XP_013630154.1	Ag007G588880
OG0012124	XP_013635643.1	Ag007G589420
OG0012125	XP_013629502.1	Ag007G589770
OG0012126	XP_013637589.1	Ag007G589910
OG0012127	XP_013631819.1	Ag007G590660
OG0012128	XP_013623910.1, XP_013614507.1	Ag007G590840
OG0012129	XP_013629620.1	Ag007G590970
OG0012130	XP_013637274.1	Ag007G591310
OG0012131	XP_013636995.1	Ag007G591390
OG0012132	XP_013635251.1	Ag007G591930
OG0012133	XP_013631394.1	Ag007G592380
OG0012134	XP_013636381.1	Ag007G593330, Ag007G593320
OG0012135	XP_013637361.1	Ag007G593380
OG0012136	XP_013632113.1, XP_013622776.1	Ag007G593560
OG0012137	XP_013631310.1	Ag007G593610
OG0012138	XP_013636134.1	Ag007G593890
OG0012139	XP_013635157.1	Ag005G455700, Ag007G594570
OG0012140	XP_013618684.1	Ag007G594600
OG0012141	XP_013631052.1, XP_013632183.1	Ag007G594660
OG0012142	XP_013636351.1	Ag007G593790
OG0012143	XP_013637149.1	Ag007G595120
OG0012144	XP_013632070.1	Ag007G595580
OG0012145	XP_013635862.1	Ag006G504930, Ag007G595710
OG0012146	XP_013636795.1	Ag007G595820
OG0012147	XP_013637209.1	Ag007G595830
OG0012148	XP_013635252.1, XP_013635040.1	Ag007G596420
OG0012149	XP_013631489.1	Ag007G596510
OG0012150	XP_013633800.1	Ag007G596640
OG0012151	XP_013631822.1	Ag007G596750
OG0012152	XP_013637544.1	Ag007G596760
OG0012154	XP_013631335.1	Ag007G596980
OG0012155	XP_013625942.1, XP_013636789.1	Ag007G596960
OG0012156	XP_013635548.1	Ag007G597790
OG0012157	XP_013638252.1	Ag001G019160, Ag001G018900, Ag001G019250
OG0012158	XP_013604970.1	Ag002G176490
OG0012159	XP_013593599.1	Ag004G320610
OG0012160	XP_013605100.1, XP_013615640.1	Ag006G526600
OG0012161	XP_013635958.1	Ag006G525560
OG0012162	XP_013621845.1, XP_013605690.1	Ag006G528210
OG0012163	XP_013630993.1	Ag006G549270, Ag006G547160
OG0012164	XP_013600660.1	Ag004G311430
OG0012165	XP_013587132.1	Ag005G490590
OG0012166	XP_013586460.1	Ag001G100370
OG0012167	XP_013620468.1	Ag001G100750
OG0012168	XP_013622753.1, XP_013621319.1	Ag006G490680
OG0012169	XP_013621885.1	Ag006G490730
OG0012170	XP_013592945.1, XP_013599014.1	Ag003G272220
OG0012171	XP_013600440.1	Ag001G088650
OG0012172	XP_013586500.1	Ag005G490330
OG0012173	XP_013583626.1, XP_013639111.1	Ag005G490290
OG0012174	XP_013637846.1	Ag005G488710
OG0012175	XP_013638854.1	Ag005G488070
OG0012176	XP_013622365.1	Ag005G487220
OG0012177	XP_013633520.1	Ag005G487000, Ag008G704270
OG0012178	XP_013630049.1	Ag005G486930
OG0012179	XP_013619927.1	Ag005G486920
OG0012180	XP_013638145.1	Ag005G486180
OG0012182	XP_013622105.1	Ag005G485990
OG0012183	XP_013583856.1	Ag005G485520
OG0012184	XP_013628174.1	Ag005G485410
OG0012185	XP_013628378.1	Ag005G485180
OG0012186	XP_013625658.1	Ag005G485010
OG0012187	XP_013595140.1	Ag003G253130
OG0012188	XP_013584223.1, XP_013638262.1	Ag005G484230
OG0012189	XP_013586684.1	Ag005G483920
OG0012190	XP_013584632.1	Ag005G483330
OG0012191	XP_013588916.1	Ag001G095550
OG0012192	XP_013634681.1, XP_013634718.1, XP_013634709.1	Ag005G482210, Ag002G107740, Ag002G111290
OG0012193	XP_013583987.1	Ag005G481590, Ag005G481580
OG0012195	XP_013612662.1	Ag006G504360
OG0012196	XP_013586831.1	Ag005G480790
OG0012197	XP_013629691.1	Ag005G480720
OG0012198	XP_013619667.1	Ag005G480680
OG0012199	XP_013631317.1	Ag001G045180, Ag001G047280
OG0012200	XP_013586894.1	Ag005G480340
OG0012201	XP_013587384.1	Ag005G480300
OG0012202	XP_013638423.1	Ag005G478560
OG0012203	XP_013631126.1	Ag008G711140, Ag002G186640
OG0012204	XP_013635679.1	Ag002G186620
OG0012205	XP_013634189.1	Ag002G186350
OG0012206	XP_013631915.1	Ag002G185650
OG0012207	XP_013628526.1	Ag002G184790
OG0012208	XP_013637148.1	Ag002G183920
OG0012209	XP_013629078.1	Ag002G180550
OG0012210	XP_013627281.1	Ag002G179730
OG0012211	XP_013628857.1	Ag002G179610
OG0012212	XP_013634605.1, XP_013627249.1	Ag002G165430
OG0012213	XP_013633603.1	Ag002G166800
OG0012215	XP_013637457.1	Ag002G167920
OG0012216	XP_013637105.1	Ag002G168190
OG0012217	XP_013636149.1	Ag002G168530
OG0012218	XP_013633784.1	Ag002G169370
OG0012219	XP_013637585.1	Ag002G170610
OG0012220	XP_013622457.1	Ag002G174710
OG0012221	XP_013631161.1	Ag002G174940
OG0012222	XP_013632075.1	Ag002G176460
OG0012223	XP_013595728.1	Ag008G725130
OG0012224	XP_013604238.1	Ag001G064300
OG0012225	XP_013638343.1	Ag004G322720
OG0012226	XP_013604951.1	Ag004G323110
OG0012227	XP_013638313.1	Ag004G323190
OG0012228	XP_013638108.1	Ag004G323490
OG0012229	XP_013604162.1	Ag004G323580
OG0012230	XP_013603939.1	Ag004G324930
OG0012231	XP_013603082.1, XP_013585304.1	Ag004G325070
OG0012232	XP_013585664.1	Ag004G325440
OG0012233	XP_013599666.1	Ag004G325470
OG0012234	XP_013602864.1	Ag004G325490
OG0012235	XP_013585546.1	Ag004G325660
OG0012236	XP_013638444.1	Ag004G326070
OG0012237	XP_013613974.1	Ag004G328600
OG0012238	XP_013583784.1, XP_013603335.1	Ag004G329400
OG0012239	XP_013637934.1	Ag004G329930, Ag004G329940
OG0012240	XP_013583935.1	Ag004G329950
OG0012241	XP_013615796.1, XP_013600885.1	Ag004G331570
OG0012242	XP_013605129.1, XP_013637674.1	Ag004G331750
OG0012243	XP_013584405.1	Ag004G331910
OG0012244	XP_013584059.1	Ag004G332330
OG0012245	XP_013583766.1	Ag004G332520
OG0012246	XP_013595647.1	Ag004G334240
OG0012247	XP_013584007.1, XP_013595585.1	Ag004G334550
OG0012248	XP_013586497.1	Ag004G335160
OG0012249	XP_013586495.1	Ag004G336760
OG0012250	XP_013639332.1	Ag004G338030
OG0012251	XP_013590624.1	Ag003G215800
OG0012252	XP_013605725.1, XP_013587134.1	Ag004G338400
OG0012253	XP_013584672.1, XP_013596161.1	Ag004G338650
OG0012254	XP_013595619.1, XP_013584551.1	Ag004G338670
OG0012255	XP_013596736.1, XP_013584383.1	Ag004G338830
OG0012256	XP_013586924.1	Ag004G341020
OG0012257	XP_013638106.1	Ag004G341040
OG0012258	XP_013585148.1, XP_013585109.1, XP_013615556.1	Ag003G241810
OG0012259	XP_013637733.1	Ag003G242150
OG0012260	XP_013587378.1	Ag003G242560
OG0012261	XP_013587417.1	Ag001G024900, Ag001G025320, Ag001G025300
OG0012262	XP_013595450.1	Ag003G242760
OG0012263	XP_013603558.1, XP_013585128.1	Ag003G244510
OG0012265	XP_013595529.1	Ag003G245370
OG0012266	XP_013638647.1	Ag003G245610
OG0012267	XP_013597670.1	Ag003G245710
OG0012269	XP_013621995.1	Ag003G247780
OG0012270	XP_013625725.1	Ag006G506060
OG0012271	XP_013638388.1	Ag006G502290
OG0012272	XP_013599625.1	Ag004G312490
OG0012273	XP_013602742.1	Ag004G309590
OG0012274	XP_013607539.1	Ag010G739960, Ag001G049720
OG0012275	XP_013589539.1	Ag004G306320
OG0012276	XP_013587913.1	Ag006G530270
OG0012277	XP_013597182.1, XP_013599514.1	Ag007G598350
OG0012278	XP_013622994.1	Ag001G052230
OG0012279	XP_013593509.1, XP_013617704.1	Ag007G598390
OG0012280	XP_013594407.1, XP_013597463.1	Ag007G598610
OG0012281	XP_013595725.1	Ag007G585570
OG0012282	XP_013584362.1, XP_013595124.1	Ag007G586010
OG0012283	XP_013600922.1	Ag006G525000
OG0012284	XP_013628933.1	Ag008G686230
OG0012286	XP_013622351.1	Ag006G525150
OG0012287	XP_013630711.1	Ag001G086410
OG0012288	XP_013634159.1	Ag002G177060
OG0012289	XP_013634345.1	Ag003G285790
OG0012291	XP_013636246.1	Ag007G631370
OG0012292	XP_013636687.1	Ag006G524340
OG0012293	XP_013625445.1, XP_013619144.1	Ag008G719420
OG0012294	XP_013634385.1	Ag006G523620
OG0012296	XP_013636191.1	Ag006G522640
OG0012297	XP_013603074.1	Ag006G522320
OG0012298	XP_013631914.1	Ag006G522300, Ag007G591960
OG0012299	XP_013604791.1	Ag006G522290
OG0012300	XP_013601784.1	Ag006G521580
OG0012301	XP_013599841.1	Ag006G520980
OG0012303	XP_013607790.1, XP_013637221.1	Ag006G520800
OG0012304	XP_013595375.1	Ag002G104740
OG0012305	XP_013603357.1	Ag006G518120
OG0012306	XP_013631861.1	Ag006G518160
OG0012307	XP_013604933.1	Ag006G518210
OG0012308	XP_013630474.1, XP_013602624.1	Ag001G059130, Ag006G518270
OG0012309	XP_013605664.1	Ag006G518370
OG0012310	XP_013602052.1	Ag004G322440
OG0012311	XP_013600608.1, XP_013637946.1	Ag004G320080, Ag004G320070
OG0012312	XP_013605414.1	Ag004G319870, Ag004G319880
OG0012313	XP_013600087.1	Ag004G319740
OG0012314	XP_013585183.1	Ag004G318620
OG0012315	XP_013603293.1	Ag004G317880
OG0012316	XP_013601045.1	Ag004G317050
OG0012318	XP_013586925.1	Ag004G316720
OG0012319	XP_013638103.1	Ag004G315420
OG0012321	XP_013602146.1	Ag004G315230
OG0012322	XP_013614395.1	Ag004G315020
OG0012323	XP_013584427.1	Ag004G314950
OG0012324	XP_013587116.1	Ag004G313960
OG0012325	XP_013599966.1	Ag004G314700
OG0012326	XP_013600251.1	Ag004G313050, Ag004G313020
OG0012327	XP_013585539.1	Ag004G312870
OG0012328	XP_013603577.1	Ag004G312800
OG0012330	XP_013638940.1	Ag004G311340, Ag004G312070
OG0012331	XP_013585684.1	Ag004G311810
OG0012332	XP_013604873.1, XP_013586021.1	Ag004G310660
OG0012333	XP_013603005.1	Ag004G309550, Ag004G310910
OG0012334	XP_013605505.1	Ag004G310570
OG0012335	XP_013639149.1	Ag004G310540
OG0012336	XP_013604204.1	Ag004G309840
OG0012337	XP_013605288.1	Ag004G309430
OG0012339	XP_013605283.1	Ag001G080140
OG0012340	XP_013599711.1	Ag004G309150
OG0012341	XP_013604813.1	Ag004G309040
OG0012342	XP_013586635.1	Ag004G308680
OG0012343	XP_013586193.1	Ag004G308830
OG0012344	XP_013586149.1	Ag004G308620
OG0012345	XP_013586545.1	Ag005G409810, Ag004G308890
OG0012346	XP_013587580.1	Ag004G308460
OG0012347	XP_013586804.1, XP_013615607.1, XP_013639135.1	Ag004G308380
OG0012348	XP_013586916.1	Ag004G307760
OG0012349	XP_013625799.1	Ag008G702290, Ag005G438630
OG0012350	XP_013591934.1	Ag001G096840
OG0012351	XP_013630876.1	Ag006G525910
OG0012353	XP_013586794.1	Ag004G306600
OG0012354	XP_013586737.1, XP_013601874.1	Ag004G306060
OG0012355	XP_013636725.1	Ag007G591780
OG0012356	XP_013634823.1	Ag004G391180, Ag004G395680
OG0012357	XP_013587382.1	Ag004G304020
OG0012358	XP_013587080.1	Ag004G303150
OG0012359	XP_013585210.1, XP_013603809.1	Ag004G302810
OG0012360	XP_013605045.1	Ag004G302740
OG0012361	XP_013584321.1	Ag004G302450
OG0012362	XP_013605236.1	Ag004G302160
OG0012363	XP_013586891.1, XP_013600918.1	Ag004G301480
OG0012364	XP_013600968.1, XP_013623927.1, XP_013583660.1	Ag004G301510
OG0012365	XP_013601897.1, XP_013603897.1	Ag004G301740
OG0012366	XP_013638544.1	Ag004G300270
OG0012367	XP_013605019.1	Ag004G300030
OG0012368	XP_013638393.1, XP_013600960.1	Ag004G299890
OG0012369	XP_013638706.1	Ag004G299570
OG0012370	XP_013602333.1	Ag004G299140
OG0012371	XP_013587528.1	Ag004G298550
OG0012372	XP_013585416.1	Ag004G298490
OG0012373	XP_013586127.1	Ag004G298280
OG0012374	XP_013584351.1	Ag004G298320
OG0012375	XP_013623404.1	Ag004G298340
OG0012376	XP_013604057.1	Ag004G298370
OG0012378	XP_013601042.1	Ag004G297350
OG0012379	XP_013610972.1, XP_013619931.1	Ag007G612950
OG0012380	XP_013611700.1	Ag003G285600, Ag007G614580
OG0012381	XP_013630189.1	Ag007G613930
OG0012382	XP_013638768.1	Ag001G100190
OG0012383	XP_013612511.1	Ag007G617010
OG0012384	XP_013619873.1, XP_013610347.1	Ag007G617250
OG0012385	XP_013588195.1	Ag006G577300
OG0012386	XP_013610990.1	Ag007G618520
OG0012387	XP_013608717.1	Ag007G618200
OG0012388	XP_013606238.1	Ag007G619510
OG0012389	XP_013615565.1, XP_013609656.1	Ag007G619900
OG0012390	XP_013625166.1	Ag007G620130
OG0012391	XP_013605980.1, XP_013605981.1	Ag007G620140
OG0012392	XP_013613090.1	Ag007G621020
OG0012393	XP_013621331.1	Ag007G621210
OG0012394	XP_013621211.1	Ag007G621790
OG0012395	XP_013629404.1	Ag007G622570
OG0012396	XP_013606102.1	Ag004G381520
OG0012397	XP_013612686.1	Ag007G623170
OG0012398	XP_013615719.1	Ag007G626470
OG0012399	XP_013611441.1	Ag007G630360
OG0012400	XP_013616853.1	Ag007G630350
OG0012401	XP_013612290.1	Ag007G630250
OG0012402	XP_013606104.1	Ag007G629940
OG0012403	XP_013620928.1	Ag007G632670
OG0012404	XP_013620926.1, XP_013613119.1	Ag007G632680
OG0012405	XP_013614393.1	Ag007G624160
OG0012406	XP_013616570.1	Ag007G636500
OG0012407	XP_013618105.1	Ag007G636560
OG0012408	XP_013611183.1	Ag007G636630
OG0012409	XP_013598776.1	Ag007G637280
OG0012410	XP_013587819.1	Ag004G348140, Ag003G238860
OG0012411	XP_013619516.1	Ag007G642190
OG0012412	XP_013619576.1	Ag003G280850
OG0012413	XP_013621362.1	Ag007G642850, Ag002G193680
OG0012414	XP_013598686.1	Ag001G080720
OG0012415	XP_013585491.1	Ag003G217850, Ag001G035410, Ag002G134750
OG0012416	XP_013611374.1	Ag006G505980
OG0012417	XP_013611956.1	Ag006G527990, Ag006G505850
OG0012418	XP_013609712.1, XP_013616348.1	Ag006G505300
OG0012419	XP_013611651.1	Ag006G504840
OG0012420	XP_013613333.1	Ag006G504830
OG0012421	XP_013598817.1	Ag003G293570
OG0012422	XP_013629340.1	Ag007G611770
OG0012423	XP_013612661.1	Ag006G504350, Ag006G504340
OG0012424	XP_013622195.1	Ag006G504250
OG0012425	XP_013613288.1	Ag006G503710
OG0012426	XP_013610020.1	Ag006G500620
OG0012427	XP_013620934.1	Ag008G700720
OG0012428	XP_013610399.1, XP_013626905.1	Ag006G499100
OG0012429	XP_013611753.1	Ag006G499050
OG0012430	XP_013616271.1	Ag006G498190
OG0012431	XP_013593443.1	Ag008G720180
OG0012432	XP_013599124.1	Ag008G721090
OG0012433	XP_013594099.1	Ag008G722820
OG0012434	XP_013597064.1	Ag008G722930
OG0012435	XP_013597810.1	Ag008G723090
OG0012436	XP_013597528.1	Ag008G723790
OG0012437	XP_013596214.1	Ag008G724000
OG0012438	XP_013598660.1	Ag008G724260
OG0012439	XP_013618054.1	Ag008G724270
OG0012440	XP_013618042.1	Ag008G724290, Ag008G724300, Ag008G724560
OG0012441	XP_013593421.1	Ag008G724630, Ag004G372080
OG0012442	XP_013598328.1	Ag008G725090
OG0012443	XP_013595028.1, XP_013617951.1	Ag008G726020
OG0012444	XP_013630228.1	Ag008G726780
OG0012445	XP_013629313.1	Ag008G727850
OG0012446	XP_013623059.1	Ag003G258410, Ag004G332920, Ag008G727870
OG0012447	XP_013608995.1	Ag008G727940
OG0012448	XP_013625647.1	Ag008G728640
OG0012449	XP_013613214.1	Ag008G706480
OG0012450	XP_013609006.1	Ag008G706400
OG0012451	XP_013620761.1	Ag008G705570, Ag008G705560, Ag008G705710
OG0012452	XP_013629091.1	Ag008G705440
OG0012453	XP_013605777.1	Ag001G062600
OG0012454	XP_013583771.1	Ag001G062010
OG0012455	XP_013602458.1	Ag001G061730
OG0012456	XP_013620393.1	Ag001G061100
OG0012457	XP_013590391.1, XP_013603812.1	Ag001G060920
OG0012459	XP_013604084.1, XP_013615867.1	Ag005G455750
OG0012460	XP_013615680.1, XP_013603411.1, XP_013603300.1	Ag008G692640
OG0012461	XP_013603245.1	Ag008G691530
OG0012462	XP_013590262.1	Ag008G691200
OG0012463	XP_013623351.1	Ag008G691120
OG0012464	XP_013597611.1	Ag008G690810
OG0012465	XP_013629686.1	Ag001G056280
OG0012466	XP_013602486.1	Ag001G055910
OG0012467	XP_013594772.1, XP_013630464.1	Ag001G054360
OG0012468	XP_013624511.1	Ag001G054370
OG0012469	XP_013622369.1	Ag001G053910
OG0012470	XP_013630293.1	Ag001G053830
OG0012471	XP_013628194.1	Ag006G526020, Ag001G052870
OG0012472	XP_013612931.1	Ag008G707700
OG0012473	XP_013623208.1	Ag001G052080
OG0012474	XP_013630362.1	Ag003G212220
OG0012475	XP_013629415.1, XP_013603034.1	Ag001G051930
OG0012477	XP_013629754.1, XP_013614605.1	Ag001G050190, Ag010G740400
OG0012478	XP_013590095.1	Ag010G739970, Ag001G049730
OG0012480	XP_013629377.1, XP_013638040.1	Ag008G671590
OG0012481	XP_013613671.1	Ag001G089190
OG0012482	XP_013625218.1	Ag004G389810, Ag004G389770, Ag004G394820
OG0012483	XP_013622405.1	Ag004G396300, Ag004G396290, Ag004G391780
OG0012484	XP_013591764.1	Ag004G355330
OG0012485	XP_013590099.1	Ag001G074680
OG0012486	XP_013592362.1	Ag004G355890
OG0012487	XP_013590150.1, XP_013617116.1	Ag004G356040
OG0012488	XP_013605243.1	Ag003G222790
OG0012489	XP_013590882.1	Ag004G354420
OG0012490	XP_013592883.1	Ag004G356400
OG0012491	XP_013592773.1	Ag004G354590
OG0012492	XP_013590580.1, XP_013619458.1	Ag004G350930
OG0012493	XP_013619896.1, XP_013591101.1	Ag004G351230
OG0012494	XP_013618926.1	Ag004G351240
OG0012495	XP_013592404.1	Ag004G350320
OG0012496	XP_013588768.1	Ag005G482830
OG0012497	XP_013616247.1, XP_013592711.1	Ag004G349000
OG0012498	XP_013592446.1	Ag004G348990
OG0012499	XP_013591781.1	Ag003G237710
OG0012500	XP_013588702.1	Ag005G468030, Ag004G346020
OG0012501	XP_013591463.1, XP_013591466.1	Ag004G345160
OG0012502	XP_013590972.1, XP_013616097.1	Ag004G344850
OG0012503	XP_013592107.1	Ag004G343580
OG0012504	XP_013592896.1	Ag004G343300
OG0012505	XP_013589726.1	Ag004G342400, Ag001G025840
OG0012506	XP_013592093.1	Ag003G214620
OG0012507	XP_013591735.1	Ag003G215150
OG0012508	XP_013590633.1	Ag003G215520
OG0012509	XP_013618009.1	Ag003G217040, Ag003G251290
OG0012510	XP_013592161.1	Ag003G217050, Ag005G418060
OG0012511	XP_013591662.1	Ag003G218040
OG0012512	XP_013591432.1	Ag003G218590, Ag003G218580
OG0012513	XP_013620817.1	Ag003G218630
OG0012514	XP_013590128.1	Ag003G218930
OG0012515	XP_013590355.1	Ag003G219590, Ag003G219580
OG0012516	XP_013588313.1	Ag003G219720
OG0012517	XP_013620809.1, XP_013591771.1	Ag003G219990
OG0012518	XP_013587832.1	Ag003G221790
OG0012519	XP_013592394.1	Ag003G222830
OG0012521	XP_013588405.1	Ag008G672840, Ag003G227280
OG0012523	XP_013589739.1	Ag003G228830, Ag003G229010
OG0012524	XP_013589738.1	Ag003G229030, Ag003G228850
OG0012526	XP_013591906.1	Ag003G233550
OG0012527	XP_013588754.1	Ag003G233900
OG0012528	XP_013590603.1	Ag003G234230
OG0012529	XP_013591885.1	Ag003G235010
OG0012530	XP_013615846.1, XP_013589497.1	Ag003G237240
OG0012531	XP_013592186.1	Ag003G239700, Ag008G695550
OG0012532	XP_013592767.1	Ag003G239970
OG0012533	XP_013592587.1	Ag003G213620
OG0012534	XP_013591596.1	Ag003G213480
OG0012535	XP_013625009.1, XP_013589840.1	Ag003G212780
OG0012536	XP_013588796.1	Ag003G212140
OG0012537	XP_013590764.1	Ag003G212120
OG0012538	XP_013621148.1	Ag003G211940
OG0012540	XP_013591404.1, XP_013587775.1	Ag003G211050
OG0012541	XP_013621633.1	Ag003G210540
OG0012542	XP_013592237.1, XP_013594305.1	Ag003G210210
OG0012543	XP_013590236.1, XP_013588117.1	Ag003G207920
OG0012544	XP_013589767.1	Ag003G207430
OG0012545	XP_013619099.1	Ag003G207470
OG0012546	XP_013591820.1	Ag003G207720
OG0012547	XP_013612079.1	Ag005G476150, Ag003G207830
OG0012548	XP_013590431.1	Ag003G207800
OG0012549	XP_013590435.1	Ag003G207780
OG0012550	XP_013591017.1, XP_013585064.1	Ag005G470690
OG0012551	XP_013610971.1	Ag005G469780
OG0012552	XP_013610947.1	Ag005G469730
OG0012553	XP_013630745.1, XP_013589083.1	Ag001G003700, Ag001G003710
OG0012554	XP_013625311.1	Ag005G466450
OG0012555	XP_013583886.1	Ag005G465860
OG0012556	XP_013585565.1, XP_013626252.1	Ag005G465700
OG0012557	XP_013638603.1	Ag005G465160
OG0012558	XP_013586660.1	Ag005G464360
OG0012559	XP_013586659.1	Ag005G464340
OG0012560	XP_013584761.1	Ag005G464280
OG0012561	XP_013609977.1	Ag003G208120, Ag004G322870, Ag005G462660
OG0012562	XP_013623114.1	Ag005G462290
OG0012563	XP_013622320.1	Ag005G460980
OG0012564	XP_013609509.1	Ag005G459860
OG0012565	XP_013613067.1	Ag005G459690
OG0012566	XP_013587374.1	Ag005G459230
OG0012567	XP_013638612.1	Ag005G459170
OG0012568	XP_013623077.1, XP_013609482.1	Ag005G459140
OG0012569	XP_013585736.1	Ag005G458130
OG0012570	XP_013637804.1	Ag005G457340
