Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0011921	XP_013626164.1	Om002G082470
OG0011922	XP_013612452.1	Om008G345320
OG0011923	XP_013633810.1	Om008G340490
OG0011924	XP_013635623.1, XP_013631969.1	Om008G340580
OG0011925	XP_013634413.1	Om008G340650
OG0011926	XP_013635249.1	Om008G340760
OG0011927	XP_013635995.1	Om008G340770
OG0011928	XP_013635605.1, XP_013627890.1	Om008G340910
OG0011929	XP_013634319.1	Om008G341050
OG0011930	XP_013636597.1	Om008G341080
OG0011932	XP_013602045.1	Om005G179520
OG0011933	XP_013609205.1	Om008G341480
OG0011934	XP_013609036.1	Om008G341970
OG0011935	XP_013633979.1	Om008G342020
OG0011936	XP_013636883.1	Om008G342560
OG0011937	XP_013631040.1	Om008G342590
OG0011938	XP_013619003.1	Om008G342890
OG0011939	XP_013637951.1	Om008G342820
OG0011940	XP_013609254.1	Om008G346950, Om008G348250
OG0011941	XP_013606132.1	Om003G120300
OG0011942	XP_013613052.1	Om008G349970
OG0011943	XP_013629387.1	Om008G350340
OG0011944	XP_013606723.1	Om008G351460
OG0011945	XP_013611765.1	Om008G351810
OG0011946	XP_013626276.1	Om008G352740
OG0011947	XP_013607119.1	Om008G352360
OG0011948	XP_013608715.1	Om008G352160
OG0011949	XP_013623406.1	Om008G352900
OG0011950	XP_013609541.1	Om008G353320
OG0011951	XP_013627355.1	Om008G353430
OG0011952	XP_013606955.1	Om008G353630
OG0011953	XP_013612719.1	Om008G354410
OG0011954	XP_013611158.1	Om008G354460
OG0011955	XP_013610155.1	Om008G355500
OG0011956	XP_013611390.1	Om008G355710
OG0011957	XP_013598280.1	Om008G357680
OG0011958	XP_013599435.1	Om008G358190
OG0011959	XP_013597103.1	Om008G358650
OG0011960	XP_013615040.1, XP_013596749.1	Om008G358860
OG0011961	XP_013634508.1	Om008G359010
OG0011962	XP_013606480.1	Om008G359640
OG0011963	XP_013593040.1	Om008G359670
OG0011964	XP_013597770.1	Om008G360930
OG0011965	XP_013597688.1	Om008G361550
OG0011967	XP_013602456.1	Om001G022620
OG0011968	XP_013593445.1	Om008G362430
OG0011969	XP_013629233.1	Om006G248250
OG0011970	XP_013631237.1	Om003G100250
OG0011971	XP_013599641.1	Om003G106540
OG0011972	XP_013637330.1	Om003G104400
OG0011973	XP_013636031.1	Om003G104340
OG0011974	XP_013599153.1	Om002G074460
OG0011975	XP_013599306.1	Om002G074210
OG0011976	XP_013587877.1	Om003G103980
OG0011977	XP_013636276.1	Om003G103970
OG0011978	XP_013634554.1	Om003G103860
OG0011979	XP_013633921.1	Om003G099780
OG0011980	XP_013605353.1	Om003G103610
OG0011981	XP_013625579.1	Om003G103310
OG0011982	XP_013591143.1	Om003G103210
OG0011983	XP_013600725.1	Om003G102670
OG0011984	XP_013585105.1, XP_013626257.1	Om003G102590
OG0011985	XP_013607103.1	Om003G102340
OG0011986	XP_013592662.1, XP_013602114.1	Om003G102160
OG0011987	XP_013618946.1	Om003G102090
OG0011988	XP_013598508.1	Om003G101530
OG0011989	XP_013594181.1	Om003G101340
OG0011990	XP_013633851.1	Om007G316500
OG0011991	XP_013631462.1	Om007G316760
OG0011992	XP_013632151.1	Om007G316900
OG0011993	XP_013631622.1	Om007G316950
OG0011994	XP_013631625.1	Om007G316980
OG0011995	XP_013634503.1	Om007G317070
OG0011996	XP_013634006.1	Om007G317100
OG0011997	XP_013590133.1, XP_013630932.1	Om007G317870
OG0011998	XP_013631659.1	Om007G317780
OG0011999	XP_013636610.1	Om007G318120
OG0012001	XP_013639046.1, XP_013637027.1	Om007G318170
OG0012002	XP_013630847.1	Om007G318460
OG0012003	XP_013590416.1	Om007G318550
OG0012004	XP_013636132.1, XP_013636729.1	Om005G217000
OG0012005	XP_013631779.1	Om008G318850
OG0012006	XP_013617640.1	Om008G318910
OG0012007	XP_013628672.1	Om008G319610
OG0012008	XP_013637428.1	Om008G320120
OG0012009	XP_013634253.1, XP_013634202.1	Om008G320530
OG0012010	XP_013615223.1, XP_013631888.1	Om008G320620
OG0012011	XP_013614731.1	Om003G096130
OG0012012	XP_013604957.1	Om003G126600
OG0012013	XP_013635100.1, XP_013635000.1	Om001G029780
OG0012014	XP_013634730.1	Om008G321470
OG0012015	XP_013631582.1, XP_013634132.1	Om008G322080
OG0012016	XP_013636982.1	Om008G322140
OG0012017	XP_013636660.1	Om008G322710
OG0012018	XP_013631759.1, XP_013633478.1	Om008G322750
OG0012019	XP_013631115.1	Om008G323000
OG0012020	XP_013633808.1	Om008G323230
OG0012021	XP_013636682.1	Om008G323300
OG0012022	XP_013603940.1	Om006G241440
OG0012023	XP_013633458.1	Om008G325530
OG0012024	XP_013633934.1	Om008G325550
OG0012025	XP_013634138.1	Om008G325650
OG0012026	XP_013632091.1, XP_013622128.1	Om008G325800
OG0012027	XP_013625194.1	Om008G326180
OG0012028	XP_013633739.1	Om008G326200
OG0012029	XP_013636735.1	Om008G326420
OG0012030	XP_013633955.1	Om008G327010
OG0012031	XP_013636461.1	Om008G327670
OG0012032	XP_013628860.1	Om008G327420
OG0012033	XP_013636966.1	Om008G327290
OG0012034	XP_013627275.1	Om004G176890
OG0012035	XP_013613290.1	Om004G176610
OG0012036	XP_013628913.1	Om004G176510
OG0012037	XP_013611620.1	Om004G175950
OG0012038	XP_013616030.1	Om004G175260
OG0012039	XP_013616739.1, XP_013626310.1	Om004G174760
OG0012040	XP_013606836.1	Om004G173820
OG0012041	XP_013609215.1	Om004G173800
OG0012042	XP_013621341.1	Om006G240920
OG0012043	XP_013618093.1	Om006G240950
OG0012044	XP_013619853.1	Om006G242080
OG0012045	XP_013613021.1	Om006G242100
OG0012046	XP_013621317.1, XP_013611413.1	Om006G241990
OG0012047	XP_013621950.1	Om006G241890
OG0012048	XP_013611494.1	Om006G242040
OG0012049	XP_013620681.1	Om006G243040
OG0012050	XP_013611001.1	Om006G243050
OG0012051	XP_013611003.1	Om006G243070
OG0012052	XP_013611156.1	Om006G243200
OG0012053	XP_013612874.1	Om006G243720
OG0012054	XP_013618984.1	Om006G243830
OG0012055	XP_013613467.1	Om006G244110
OG0012056	XP_013608772.1	Om004G161170
OG0012057	XP_013618305.1	Om006G245020
OG0012058	XP_013620591.1	Om006G245410
OG0012059	XP_013613153.1	Om006G246850
OG0012060	XP_013611950.1	Om006G247040
OG0012061	XP_013606735.1, XP_013623681.1	Om006G247130
OG0012062	XP_013584765.1, XP_013618249.1	Om006G234370
OG0012063	XP_013609417.1	Om006G234190
OG0012064	XP_013629169.1	Om006G233760
OG0012065	XP_013629170.1	Om006G233750
OG0012066	XP_013616695.1	Om006G233620
OG0012067	XP_013623533.1	Om006G233350, Om003G102440
OG0012068	XP_013628595.1	Om006G233090
OG0012069	XP_013610911.1	Om006G232660
OG0012070	XP_013612019.1	Om006G232500
OG0012071	XP_013625335.1	Om006G232330
OG0012072	XP_013628736.1	Om006G232010
OG0012073	XP_013628746.1	Om006G231730
OG0012074	XP_013629464.1	Om006G231690
OG0012075	XP_013612570.1	Om006G231240
OG0012076	XP_013597940.1	Om005G217480, Om006G259720, Om006G230580
OG0012077	XP_013610002.1, XP_013595618.1	Om006G230520
OG0012078	XP_013592992.1	Om006G230510
OG0012079	XP_013599327.1	Om006G230430
OG0012080	XP_013598390.1, XP_013634584.1	Om006G230400
OG0012081	XP_013599333.1	Om006G230080
OG0012082	XP_013618032.1	Om006G229200
OG0012083	XP_013611997.1	Om006G229140
OG0012084	XP_013608803.1	Om004G157180
OG0012085	XP_013630084.1	Om004G157950
OG0012086	XP_013600302.1	Om005G178110
OG0012087	XP_013622658.1	Om004G157650
OG0012088	XP_013586882.1	Om005G178330
OG0012089	XP_013600564.1	Om005G178600
OG0012090	XP_013611272.1	Om004G158580
OG0012091	XP_013618478.1	Om004G158940
OG0012092	XP_013625598.1	Om004G159080
OG0012093	XP_013612697.1, XP_013612701.1	Om004G159060
OG0012094	XP_013606504.1	Om004G158990
OG0012095	XP_013612679.1	Om004G159020
OG0012097	XP_013590263.1	Om004G159120
OG0012098	XP_013612775.1	Om004G159240
OG0012099	XP_013615215.1	Om004G159410
OG0012100	XP_013610740.1	Om004G159430
OG0012101	XP_013612236.1	Om004G159530
OG0012102	XP_013612743.1	Om004G159650
OG0012103	XP_013622958.1	Om004G159800
OG0012104	XP_013610981.1	Om004G159910
OG0012105	XP_013629026.1	Om004G160170
OG0012106	XP_013612370.1	Om004G160590
OG0012107	XP_013612923.1	Om004G160780
OG0012108	XP_013606643.1	Om004G160790
OG0012109	XP_013606644.1	Om004G160800
OG0012110	XP_013608631.1	Om007G302240
OG0012111	XP_013608982.1	Om007G302290
OG0012112	XP_013614309.1, XP_013606121.1	Om007G302720
OG0012113	XP_013606322.1	Om007G293130
OG0012114	XP_013610580.1	Om007G293110
OG0012115	XP_013610994.1	Om007G293100
OG0012116	XP_013612991.1	Om007G292910
OG0012117	XP_013598016.1	Om007G277410
OG0012118	XP_013609886.1, XP_013594793.1	Om007G277440
OG0012119	XP_013597937.1	Om007G277460
OG0012120	XP_013595637.1	Om008G322640, Om007G277810
OG0012121	XP_013616010.1	Om007G277940
OG0012122	XP_013631466.1, XP_013631761.1	Om007G278280
OG0012123	XP_013630154.1	Om007G278930
OG0012124	XP_013635643.1	Om007G279320
OG0012125	XP_013629502.1	Om007G279570
OG0012126	XP_013637589.1	Om007G279700
OG0012127	XP_013631819.1	Om007G280150
OG0012128	XP_013623910.1, XP_013614507.1	Om007G280200
OG0012129	XP_013629620.1	Om007G280330
OG0012130	XP_013637274.1	Om007G280630
OG0012131	XP_013636995.1	Om007G280700
OG0012132	XP_013635251.1	Om007G281140
OG0012133	XP_013631394.1	Om007G281550
OG0012134	XP_013636381.1	Om007G281970
OG0012135	XP_013637361.1	Om007G281990
OG0012136	XP_013632113.1, XP_013622776.1	Om007G282150
OG0012137	XP_013631310.1	Om007G282170
OG0012138	XP_013636134.1	Om007G282430
OG0012139	XP_013635157.1	Om007G282820
OG0012140	XP_013618684.1	Om007G282840
OG0012141	XP_013631052.1, XP_013632183.1	Om007G282920
OG0012142	XP_013636351.1	Om007G282330
OG0012143	XP_013637149.1	Om007G283230
OG0012144	XP_013632070.1	Om007G283540
OG0012145	XP_013635862.1	Om007G283600
OG0012146	XP_013636795.1	Om007G283690
OG0012147	XP_013637209.1	Om007G283700
OG0012148	XP_013635252.1, XP_013635040.1	Om007G284220
OG0012149	XP_013631489.1	Om007G284280
OG0012150	XP_013633800.1	Om007G284360
OG0012151	XP_013631822.1	Om007G284510
OG0012152	XP_013637544.1	Om007G284520
OG0012153	XP_013601647.1	Om006G253500
OG0012154	XP_013631335.1	Om007G284660
OG0012155	XP_013625942.1, XP_013636789.1	Om007G284640
OG0012156	XP_013635548.1	Om007G285240
OG0012157	XP_013638252.1	Om003G098040
OG0012158	XP_013604970.1	Om008G333830
OG0012159	XP_013593599.1	Om005G194530
OG0012160	XP_013605100.1, XP_013615640.1	Om004G151160
OG0012161	XP_013635958.1	Om004G150310
OG0012162	XP_013621845.1, XP_013605690.1	Om004G150920
OG0012163	XP_013630993.1	Om001G010320
OG0012164	XP_013600660.1	Om001G019440
OG0012165	XP_013587132.1	Om002G042840
OG0012166	XP_013586460.1	Om002G042660
OG0012167	XP_013620468.1	Om002G078900
OG0012168	XP_013622753.1, XP_013621319.1	Om004G177490
OG0012169	XP_013621885.1	Om004G177440
OG0012170	XP_013592945.1, XP_013599014.1	Om001G028750
OG0012171	XP_013600440.1	Om004G172370
OG0012172	XP_013586500.1	Om002G043040
OG0012173	XP_013583626.1, XP_013639111.1	Om002G043080
OG0012174	XP_013637846.1	Om002G044070
OG0012175	XP_013638854.1	Om002G044580
OG0012176	XP_013622365.1	Om002G045100
OG0012177	XP_013633520.1	Om002G045160
OG0012178	XP_013630049.1	Om002G045240, Om002G073580
OG0012179	XP_013619927.1	Om002G045250
OG0012180	XP_013638145.1	Om002G045720
OG0012181	XP_013587181.1	Om002G045830
OG0012182	XP_013622105.1	Om002G045880
OG0012183	XP_013583856.1	Om002G046230
OG0012184	XP_013628174.1	Om002G046320
OG0012185	XP_013628378.1	Om002G046480
OG0012186	XP_013625658.1	Om002G046540
OG0012187	XP_013595140.1	Om001G021820, Om001G021810
OG0012188	XP_013584223.1, XP_013638262.1	Om002G047180
OG0012189	XP_013586684.1	Om002G047490
OG0012190	XP_013584632.1	Om002G047780
OG0012191	XP_013588916.1	Om003G127130
OG0012192	XP_013634681.1, XP_013634718.1, XP_013634709.1	Om002G072490, Om006G260780, Om006G260770
OG0012193	XP_013583987.1	Om002G048950
OG0012195	XP_013612662.1	Om004G170280
OG0012196	XP_013586831.1	Om002G049500
OG0012197	XP_013629691.1	Om002G049570
OG0012198	XP_013619667.1	Om002G049620
OG0012199	XP_013631317.1	Om003G106730
OG0012200	XP_013586894.1	Om002G049890
OG0012201	XP_013587384.1	Om002G049940
OG0012202	XP_013638423.1	Om002G051190
OG0012203	XP_013631126.1	Om008G329850
OG0012204	XP_013635679.1	Om008G329860
OG0012205	XP_013634189.1	Om008G330050
OG0012206	XP_013631915.1	Om008G330310
OG0012207	XP_013628526.1	Om008G330760
OG0012208	XP_013637148.1	Om008G331090
OG0012209	XP_013629078.1	Om008G332190
OG0012210	XP_013627281.1	Om008G332560
OG0012211	XP_013628857.1	Om008G332630
OG0012212	XP_013634605.1, XP_013627249.1	Om008G337840
OG0012213	XP_013633603.1	Om006G273500, Om008G337310
OG0012215	XP_013637457.1	Om008G336860
OG0012216	XP_013637105.1	Om008G336700
OG0012218	XP_013633784.1	Om008G336500
OG0012219	XP_013637585.1	Om005G205390, Om008G336230
OG0012220	XP_013622457.1	Om008G334780
OG0012221	XP_013631161.1	Om008G334630
OG0012222	XP_013632075.1	Om008G333860
OG0012224	XP_013604238.1	Om006G256260
OG0012225	XP_013638343.1	Om005G195890
OG0012226	XP_013604951.1	Om005G196260
OG0012227	XP_013638313.1	Om005G196300
OG0012228	XP_013638108.1	Om005G196410
OG0012229	XP_013604162.1	Om005G196460
OG0012230	XP_013603939.1	Om005G197290
OG0012231	XP_013603082.1, XP_013585304.1	Om005G197440
OG0012232	XP_013585664.1	Om005G197670
OG0012233	XP_013599666.1	Om005G197700
OG0012234	XP_013602864.1	Om005G197720
OG0012235	XP_013585546.1	Om005G197860
OG0012236	XP_013638444.1	Om005G198030
OG0012237	XP_013613974.1	Om005G199360
OG0012238	XP_013583784.1, XP_013603335.1	Om005G199680
OG0012239	XP_013637934.1	Om005G200060
OG0012240	XP_013583935.1	Om005G200070
OG0012241	XP_013615796.1, XP_013600885.1	Om005G200880
OG0012242	XP_013605129.1, XP_013637674.1	Om005G200940
OG0012243	XP_013584405.1	Om005G201140, Om011G366070, Om005G218590
OG0012244	XP_013584059.1	Om005G201510
OG0012245	XP_013583766.1	Om005G201640
OG0012246	XP_013595647.1	Om005G202520
OG0012247	XP_013584007.1, XP_013595585.1	Om005G202650
OG0012248	XP_013586497.1	Om005G202960
OG0012249	XP_013586495.1	Om005G203610
OG0012250	XP_013639332.1	Om005G204250
OG0012251	XP_013590624.1	Om004G134230
OG0012252	XP_013605725.1, XP_013587134.1	Om005G204450
OG0012254	XP_013595619.1, XP_013584551.1	Om005G204670
OG0012255	XP_013596736.1, XP_013584383.1	Om005G204730
OG0012256	XP_013586924.1	Om005G205580
OG0012257	XP_013638106.1	Om005G205600
OG0012259	XP_013637733.1	Om004G143770
OG0012260	XP_013587378.1	Om004G144390
OG0012261	XP_013587417.1	Om004G144490
OG0012262	XP_013595450.1	Om004G144530
OG0012263	XP_013603558.1, XP_013585128.1	Om004G145420
OG0012265	XP_013595529.1	Om004G146300
OG0012266	XP_013638647.1	Om004G146540
OG0012267	XP_013597670.1	Om004G146580
OG0012268	XP_013627912.1	Om004G146740
OG0012269	XP_013621995.1	Om004G146770, Om005G221260
OG0012270	XP_013625725.1	Om004G147430
OG0012271	XP_013638388.1	Om004G170830
OG0012272	XP_013599625.1	Om005G189410
OG0012273	XP_013602742.1	Om005G187270
OG0012274	XP_013607539.1	Om006G269130
OG0012275	XP_013589539.1	Om005G184640
OG0012276	XP_013587913.1	Om004G151230
OG0012278	XP_013622994.1	Om006G266890
OG0012279	XP_013593509.1, XP_013617704.1	Om007G285660
OG0012280	XP_013594407.1, XP_013597463.1	Om007G285820
OG0012281	XP_013595725.1	Om007G286620
OG0012282	XP_013584362.1, XP_013595124.1	Om007G286370
OG0012284	XP_013628933.1	Om003G114980
OG0012286	XP_013622351.1	Om004G150340
OG0012287	XP_013630711.1	Om003G123680
OG0012288	XP_013634159.1	Om004G153290, Om018G373970
OG0012289	XP_013634345.1	Om001G034770
OG0012291	XP_013636246.1	Om004G152400, Om004G155230
OG0012292	XP_013636687.1	Om004G152990, Om004G155390
OG0012293	XP_013625445.1, XP_013619144.1	Om006G241160
OG0012294	XP_013634385.1	Om004G154360
OG0012295	XP_013635819.1, XP_013604020.1	Om004G153700
OG0012296	XP_013636191.1	Om004G153690
OG0012298	XP_013631914.1	Om004G153570
OG0012299	XP_013604791.1	Om004G153560
OG0012301	XP_013599841.1	Om004G156160
OG0012302	XP_013634465.1, XP_013602789.1	Om004G156220
OG0012303	XP_013607790.1, XP_013637221.1	Om004G156230
OG0012304	XP_013595375.1	Om008G358520
OG0012305	XP_013603357.1	Om004G156480
OG0012306	XP_013631861.1	Om004G156500
OG0012307	XP_013604933.1	Om004G156560
OG0012308	XP_013630474.1, XP_013602624.1	Om004G156590
OG0012309	XP_013605664.1	Om003G125800, Om004G156700
OG0012310	XP_013602052.1	Om005G195710
OG0012311	XP_013600608.1, XP_013637946.1	Om005G194400
OG0012312	XP_013605414.1	Om005G194290, Om005G194280
OG0012313	XP_013600087.1	Om005G194200
OG0012314	XP_013585183.1	Om005G193660
OG0012315	XP_013603293.1	Om005G193030
OG0012316	XP_013601045.1	Om005G192500
OG0012317	XP_013603845.1, XP_013585200.1	Om005G192330
OG0012318	XP_013586925.1	Om005G192320
OG0012319	XP_013638103.1	Om005G191570
OG0012321	XP_013602146.1	Om005G191390
OG0012322	XP_013614395.1	Om005G191220
OG0012323	XP_013584427.1	Om005G191170
OG0012324	XP_013587116.1	Om005G190440
OG0012325	XP_013599966.1	Om005G190970
OG0012326	XP_013600251.1	Om005G189820
OG0012327	XP_013585539.1	Om005G189690
OG0012329	XP_013602647.1	Om005G189390, Om003G119100
OG0012330	XP_013638940.1	Om005G189120
OG0012331	XP_013585684.1	Om005G188900
OG0012332	XP_013604873.1, XP_013586021.1	Om005G188120
OG0012333	XP_013603005.1	Om005G188360
OG0012334	XP_013605505.1	Om005G188030
OG0012335	XP_013639149.1	Om005G188000, Om005G187990
OG0012336	XP_013604204.1	Om005G187370
OG0012337	XP_013605288.1	Om005G187180
OG0012339	XP_013605283.1	Om006G251120
OG0012340	XP_013599711.1	Om005G186970
OG0012341	XP_013604813.1	Om005G186880
OG0012342	XP_013586635.1	Om005G186580
OG0012343	XP_013586193.1	Om005G186730
OG0012344	XP_013586149.1	Om005G186520
OG0012345	XP_013586545.1	Om005G186750
OG0012346	XP_013587580.1	Om005G186370
OG0012347	XP_013586804.1, XP_013615607.1, XP_013639135.1	Om005G186290
OG0012348	XP_013586916.1	Om002G082260
OG0012349	XP_013625799.1	Om006G249520
OG0012350	XP_013591934.1	Om003G127870
OG0012351	XP_013630876.1	Om004G150530
OG0012352	XP_013600678.1, XP_013602954.1	Om005G185220
OG0012353	XP_013586794.1	Om005G184810
OG0012354	XP_013586737.1, XP_013601874.1	Om005G184410
OG0012355	XP_013636725.1	Om007G280970
OG0012356	XP_013634823.1	Om005G227410
OG0012357	XP_013587382.1	Om005G182790
OG0012358	XP_013587080.1	Om005G182090
OG0012359	XP_013585210.1, XP_013603809.1	Om005G181800
OG0012360	XP_013605045.1	Om005G181780
OG0012361	XP_013584321.1	Om005G181730
OG0012362	XP_013605236.1	Om005G181230
OG0012363	XP_013586891.1, XP_013600918.1	Om005G180760
OG0012364	XP_013600968.1, XP_013623927.1, XP_013583660.1	Om005G180780
OG0012365	XP_013601897.1, XP_013603897.1	Om005G180890
OG0012366	XP_013638544.1	Om005G179970
OG0012367	XP_013605019.1	Om005G179790
OG0012368	XP_013638393.1, XP_013600960.1	Om005G179660
OG0012369	XP_013638706.1	Om005G179370
OG0012370	XP_013602333.1	Om005G178990, Om005G223760
OG0012371	XP_013587528.1	Om005G178620
OG0012372	XP_013585416.1	Om005G178560
OG0012373	XP_013586127.1	Om005G178390
OG0012374	XP_013584351.1	Om005G178410
OG0012375	XP_013623404.1	Om005G178430
OG0012376	XP_013604057.1	Om005G178460
OG0012377	XP_013599957.1	Om005G177850
OG0012378	XP_013601042.1	Om005G177630
OG0012379	XP_013610972.1, XP_013619931.1	Om007G302090
OG0012380	XP_013611700.1	Om004G156810, Om007G301080
OG0012381	XP_013630189.1	Om007G301450
OG0012382	XP_013638768.1	Om002G042770
OG0012383	XP_013612511.1	Om007G300430
OG0012384	XP_013619873.1, XP_013610347.1	Om007G300360
OG0012385	XP_013588195.1	Om001G000540
OG0012386	XP_013610990.1	Om007G299860
OG0012387	XP_013608717.1	Om007G299890, Om006G267970
OG0012388	XP_013606238.1	Om007G299420
OG0012389	XP_013615565.1, XP_013609656.1	Om007G299270
OG0012390	XP_013625166.1	Om007G299160
OG0012391	XP_013605980.1, XP_013605981.1	Om007G299150
OG0012392	XP_013613090.1	Om007G298920
OG0012393	XP_013621331.1	Om007G298810
OG0012394	XP_013621211.1	Om007G298570
OG0012395	XP_013629404.1	Om007G298200
OG0012396	XP_013606102.1	Om007G298080
OG0012397	XP_013612686.1	Om007G297890
OG0012398	XP_013615719.1	Om007G296740
OG0012399	XP_013611441.1	Om007G295700
OG0012400	XP_013616853.1	Om007G295690
OG0012401	XP_013612290.1	Om007G295600, Om007G295640
OG0012402	XP_013606104.1	Om007G295390
OG0012403	XP_013620928.1	Om007G294820
OG0012404	XP_013620926.1, XP_013613119.1	Om007G294810
OG0012405	XP_013614393.1	Om007G297530
OG0012406	XP_013616570.1	Om007G293890
OG0012407	XP_013618105.1	Om007G293820
OG0012408	XP_013611183.1	Om007G293750
OG0012409	XP_013598776.1	Om007G293490
OG0012410	XP_013587819.1	Om005G208980
OG0012411	XP_013619516.1	Om007G303780
OG0012412	XP_013619576.1	Om008G332470
OG0012413	XP_013621362.1	Om007G305710
OG0012414	XP_013598686.1	Om009G363100, Om009G363180, Om007G305990
OG0012415	XP_013585491.1	Om008G351060, Om002G088730
OG0012416	XP_013611374.1	Om004G169610
OG0012417	XP_013611956.1	Om004G169660
OG0012418	XP_013609712.1, XP_013616348.1	Om004G169940
