"Cardamine_amara"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"evm.model.RL_6.2399"	"AT2G42720.1"	"AT2G42720.1"	"AT2G42720.1"	"N0.HOG0025221"	"AT2G42730.1, AT2G42720.1"	"OG0018545"	"AT2G42720.1, AT2G42730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42720.1"	63.596	445	125	6	1	411	1	442	7.15e-179	505	99	412	443
"evm.model.RL_6.24"	"AT2G21150.1"	"AT2G21150.1"	"AT2G21150.1"	"N0.HOG0014168"	"AT2G21150.1"	"OG0008058"	"AT2G21150.1"	"AT2G21150.1"	583	337	57	98	331	97.281	664	"AT2G21150.1"	97.281	331	9	0	1	331	1	331	0	664	57	583	337
"evm.model.RL_6.240"	"AT2G23470.1"	"AT2G23470.1"	"AT2G23470.1"	"N0.HOG0025591"	"AT2G23470.1"	"OG0018885"	"AT2G23470.1"	"AT2G23470.1"	519	520	99	100	521	86.564	894	"AT2G23470.1"	86.564	521	66	2	1	518	1	520	0	895	99	519	520
"evm.model.RL_6.2400"	"AT2G42725.1, AT5G42325.1, AT4G18720.1"	"AT2G42725.1"	"AT2G42725.1, AT5G42325.1, AT4G18720.1"	"N0.HOG0005239"	"AT2G42725.1, AT5G42325.1, AT4G18720.1"	"OG0001626"	"AT2G42725.1, AT4G18720.1, AT5G42325.1"	"AT2G42725.1"	250	247	99	100	250	73.6	363	"AT2G42725.1"	73.6	250	62	4	1	249	1	247	1.68e-128	363	99	250	247
"evm.model.RL_6.2401"	"AT2G42750.1"	"AT2G42750.1"	"AT2G42750.1"	"N0.HOG0021905"	"AT2G42750.1"	"OG0015340"	"AT2G42750.1"	"AT2G42750.1"	344	344	99	100	344	93.023	625	"AT2G42750.1"	93.023	344	23	1	1	343	1	344	0	639	99	344	344
"evm.model.RL_6.2402"	"AT2G42760.1"	"AT2G42760.1"	"AT2G42760.1"	"N0.HOG0021904"	"AT2G42760.1"	"OG0015339"	"AT2G42760.1"	"AT2G42760.1"	273	267	99	99	277	71.48	322	"AT2G42760.1"	71.48	277	63	5	1	272	1	266	1.06e-111	322	99	273	267
"evm.model.RL_6.2403"	"AT2G42770.1"	"AT2G42770.1"	"AT2G42770.1"	"N0.HOG0018449"	"AT2G42770.1"	"OG0012028"	"AT2G42770.1"	"AT2G42770.1"	233	232	99	100	232	90.517	375	"AT2G42770.1"	90.517	232	22	0	1	232	1	232	9e-134	375	99	233	232
"evm.model.RL_6.2404"	"AT2G42780.1"	"AT2G42780.1"	"AT2G42780.1"	"N0.HOG0018448"	"AT2G42780.1"	"OG0012027"	"AT2G42780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42780.1"	66.894	293	69	3	1	265	1	293	1.68e-139	393	99	266	293
"evm.model.RL_6.2405"	"AT2G42790.1"	"AT2G42790.1"	"AT2G42790.1"	"N0.HOG0003190"	"AT2G42790.1"	"OG0000692"	"AT2G42790.1, AT3G58740.1, AT3G58750.1"	"AT2G42790.1"	511	509	99	100	510	93.725	979	"AT2G42790.1"	93.725	510	31	1	1	510	1	509	0	979	99	511	509
"evm.model.RL_6.2406"	"AT2G42800.1"	"AT2G42800.1"	"AT2G42800.1"	"N0.HOG0024564"	"AT2G42800.1"	"OG0017915"	"AT2G42800.1"	"AT2G42800.1"	465	462	99	95	440	90.968	791	"AT2G42800.1"	90.968	465	38	3	1	464	1	462	0	822	99	465	462
"evm.model.RL_6.2407"	"AT2G42810.2"	"AT2G42810.2"	"AT2G42810.2"	"N0.HOG0012853"	"AT2G42810.2"	"OG0006849"	"AT2G42810.2"	"AT2G42810.2"	539	538	99	100	538	96.468	1082	"AT2G42810.2"	96.468	538	19	0	1	538	1	538	0	1082	99	539	538
"evm.model.RL_6.2408"	"AT2G42820.1"	"AT2G42820.1"	"AT2G42820.1"	"N0.HOG0017322"	"AT2G42820.1"	"OG0011001"	"AT2G42820.1"	"AT2G42820.1"	209	158	76	100	158	93.671	310	"AT2G42820.1"	93.671	158	10	0	51	208	1	158	1.14e-109	310	76	209	158
"evm.model.RL_6.2409"	"AT2G42830.2"	"AT2G42830.2"	"AT2G42830.2"	"N0.HOG0005340"	"AT2G42830.2"	"OG0001678"	"AT2G42830.2, AT3G58780.4"	"AT2G42830.2"	248	248	99	100	249	95.984	478	"AT2G42830.2"	95.984	249	7	2	1	247	1	248	5.98e-174	478	99	248	248
"evm.model.RL_6.241"	"AT2G23510.1"	"AT2G23510.1"	"AT2G23510.1"	"N0.HOG0002631"	"AT2G23510.1"	"OG0000495"	"AT2G23510.1, AT2G25150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23510.1"	88.889	162	18	0	8	169	256	417	4.4e-101	298	94	173	451
"evm.model.RL_6.2410"	"AT2G42840.1"	"AT2G42840.1"	"AT2G42840.1"	"N0.HOG0012852"	"AT2G42840.1"	"OG0006848"	"AT2G42840.1"	"AT2G42840.1"	305	306	99	100	313	79.872	383	"AT2G42840.1"	79.872	313	47	5	1	304	1	306	1.31e-134	383	99	305	306
"evm.model.RL_6.2411"	"AT2G42850.1"	"AT2G42850.1"	"AT2G42850.1"	"N0.HOG0021903"	"AT2G42850.1"	"OG0015338"	"AT2G42850.1"	"AT2G42850.1"	487	485	99	99	483	91.925	859	"AT2G42850.1"	91.925	483	38	1	1	482	1	483	0	881	99	487	485
"evm.model.RL_6.2412"	"AT2G42860.1"	"AT2G42860.1"	"AT2G42860.1"	"N0.HOG0023601"	"AT2G42860.1"	"OG0016989"	"AT2G42860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42860.1"	68.333	240	47	5	1	227	1	224	9.23e-93	271	99	228	224
"evm.model.RL_6.2413"	"AT2G42870.1"	"AT2G42870.1"	"AT2G42870.1"	"N0.HOG0009641"	"AT2G42870.1"	"OG0004145"	"AT2G42870.1"	"AT2G42870.1"	118	118	99	100	118	82.203	173	"AT2G42870.1"	82.203	118	20	1	1	117	1	118	1.18e-57	173	99	118	118
"evm.model.RL_6.2414"	"AT2G42880.1"	"AT2G42880.1"	"AT2G42880.1"	"N0.HOG0014545"	"AT2G42880.1"	"OG0008417"	"AT2G42880.1"	"AT2G42880.1"	607	606	99	100	606	97.69	1234	"AT2G42880.1"	97.69	606	13	1	2	606	1	606	0	1234	99	607	606
"evm.model.RL_6.2415"	"AT2G42890.1"	"AT2G42890.1"	"AT2G42890.1"	"N0.HOG0013883"	"AT2G42890.1"	"OG0007792"	"AT2G42890.1"	"AT2G42890.1"	831	843	99	100	843	89.087	1519	"AT2G42890.1"	89.087	843	79	2	1	830	1	843	0	1519	99	831	843
"evm.model.RL_6.2416"	"AT2G42900.1"	"AT2G42900.1"	"AT2G42900.1"	"N0.HOG0021902"	"AT2G42900.1"	"OG0015337"	"AT2G42900.1"	"AT2G42900.1"	269	276	99	97	269	81.413	444	"AT2G42900.1"	81.413	269	48	2	1	268	1	268	1.51e-159	444	99	269	276
"evm.model.RL_6.2417"	"AT2G42910.1"	"AT2G42910.1"	"AT2G42910.1"	"N0.HOG0017321"	"AT2G42910.1"	"OG0011000"	"AT2G42910.1"	"AT2G42910.1"	338	337	99	100	337	94.955	665	"AT2G42910.1"	94.955	337	17	0	1	337	1	337	0	665	99	338	337
"evm.model.RL_6.2418"	"AT2G42920.1"	"AT2G42920.1"	"AT2G42920.1"	"N0.HOG0024563"	"AT2G42920.1"	"OG0017914"	"AT2G42920.1"	"AT2G42920.1"	543	559	98	96	539	86.642	980	"AT2G42920.1"	86.642	539	67	1	1	534	1	539	0	980	98	543	559
"evm.model.RL_6.2419"	"AT2G42940.1"	"AT2G42940.1"	"AT2G42940.1"	"N0.HOG0009640"	"AT2G42940.1"	"OG0004144"	"AT2G42940.1"	"AT2G42940.1"	258	257	99	100	257	94.553	468	"AT2G42940.1"	94.553	257	14	0	1	257	1	257	6.46e-170	469	99	258	257
"evm.model.RL_6.242"	"AT2G23530.1"	"AT2G23530.1"	"AT2G23530.1"	"N0.HOG0024677"	"AT2G23530.1"	"OG0018025"	"AT2G23530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23530.1"	68.013	594	131	14	1	580	4	552	0	748	99	585	552
"evm.model.RL_6.2420"	"AT2G42950.1"	"AT2G42950.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42950.1"	85.443	158	23	0	1	158	344	501	3.66e-94	281	99	159	501
"evm.model.RL_6.2421"	"AT2G42960.1"	"AT2G42960.1"	"AT2G42960.1"	"N0.HOG0021901"	"AT2G42960.1"	"OG0015336"	"AT2G42960.1"	"AT2G42960.1"	504	494	98	99	496	94.96	961	"AT2G42960.1"	94.96	496	18	3	1	493	1	492	0	961	98	504	494
"evm.model.RL_6.2422"	"AT2G42975.1"	"AT2G42975.1"	"AT2G42975.1"	"N0.HOG0020012"	"AT2G42975.1"	"OG0013502"	"AT2G42975.1"	"AT2G42975.1"	186	187	99	100	189	82.011	251	"AT2G42975.1"	82.011	189	28	3	1	185	1	187	4.55e-86	251	99	186	187
"evm.model.RL_6.2423"	"AT2G42980.1"	"AT2G42980.1"	"AT2G42980.1"	"N0.HOG0024562"	"AT2G42980.1"	"OG0017913"	"AT2G42980.1"	"AT2G42980.1"	531	527	99	100	533	84.615	841	"AT2G42980.1"	84.615	533	73	6	1	530	1	527	0	866	99	531	527
"evm.model.RL_6.2424"	"AT2G42990.1"	"AT2G42990.1"	"AT2G42990.1"	"N0.HOG0025423"	"AT2G42990.1"	"OG0018728"	"AT2G42990.1"	"AT2G42990.1"	351	350	99	100	350	91.714	678	"AT2G42990.1"	91.714	350	29	0	1	350	1	350	0	678	99	351	350
"evm.model.RL_6.2425"	"AT2G43000.1"	"AT2G43000.1"	"AT2G43000.1"	"N0.HOG0010617"	"AT2G43000.1"	"OG0004932"	"AT2G43000.1"	"AT2G43000.1"	271	275	99	100	275	91.636	513	"AT2G43000.1"	91.636	275	18	3	1	270	1	275	0	513	99	271	275
"evm.model.RL_6.2426"	"AT2G43010.5"	"AT2G43010.5"	"AT2G43010.5"	"N0.HOG0018447"	"AT2G43010.5"	"OG0012026"	"AT2G43010.5"	"AT2G43010.5"	429	472	98	90	428	82.009	613	"AT2G43010.5"	82.009	428	67	7	1	421	43	467	0	613	98	429	472
"evm.model.RL_6.2427"	"AT2G43020.1"	"AT2G43020.1"	"AT2G43020.1"	"N0.HOG0005554"	"AT2G43020.1"	"OG0001782"	"AT2G43020.1, AT3G59050.1"	"AT2G43020.1"	491	490	99	100	490	97.347	990	"AT2G43020.1"	97.347	490	13	0	1	490	1	490	0	990	99	491	490
"evm.model.RL_6.2428"	"AT2G43030.1"	"AT2G43030.1"	"AT2G43030.1"	"N0.HOG0020011"	"AT2G43030.1"	"OG0013501"	"AT2G43030.1"	"AT2G43030.1"	272	271	99	100	271	96.679	529	"AT2G43030.1"	96.679	271	9	0	1	271	1	271	0	529	99	272	271
"evm.model.RL_6.2429"	"AT2G43040.1"	"AT2G43040.1"	"AT2G43040.1"	"N0.HOG0016261"	"AT2G43040.1"	"OG0010018"	"AT2G43040.1"	"AT2G43040.1"	705	704	99	100	704	95.455	1379	"AT2G43040.1"	95.455	704	32	0	1	704	1	704	0	1379	99	705	704
"evm.model.RL_6.243"	"AT2G23540.1"	"AT2G23540.1"	"AT2G23540.1"	"N0.HOG0013080"	"AT2G23540.1"	"OG0007056"	"AT2G23540.1"	"AT2G23540.1"	393	387	99	100	392	91.837	700	"AT2G23540.1"	91.837	392	27	1	1	392	1	387	0	736	99	393	387
"evm.model.RL_6.2430"	"AT1G18340.1"	"AT1G18340.1"	"AT1G18340.1"	"N0.HOG0012733"	"AT1G18340.1"	"OG0006740"	"AT1G18340.1"	"AT1G18340.1"	300	301	99	100	303	88.779	508	"AT1G18340.1"	88.779	303	28	3	1	299	1	301	0	525	99	300	301
"evm.model.RL_6.2431"	"AT2G43050.1"	"AT2G43050.1"	"AT2G43050.1"	"N0.HOG0015022"	"AT2G43050.1"	"OG0008866"	"AT2G43050.1"	"AT2G43050.1"	512	518	99	99	519	82.466	864	"AT2G43050.1"	82.466	519	80	8	1	510	1	517	0	864	99	512	518
"evm.model.RL_6.2432"	"AT2G43060.1"	"AT2G43060.1"	"AT2G43060.1"	"N0.HOG0016260"	"AT2G43060.1"	"OG0010017"	"AT2G43060.1"	"AT2G43060.1"	164	156	99	100	163	76.687	244	"AT2G43060.1"	77.914	163	29	2	1	163	1	156	1.8e-90	259	99	164	156
"evm.model.RL_6.2433"	"AT2G43070.4"	"AT2G43070.4"	"AT2G43070.4"	"N0.HOG0021900"	"AT2G43070.4"	"OG0015335"	"AT2G43070.4"	"AT2G43070.4"	541	605	99	90	546	90.659	956	"AT2G43070.4"	90.659	546	45	1	1	540	60	605	0	969	99	541	605
"evm.model.RL_6.2434"	"AT2G43080.1"	"AT2G43080.1"	"AT2G43080.1"	"N0.HOG0016259"	"AT2G43080.1"	"OG0010016"	"AT2G43080.1"	"AT2G43080.1"	284	283	99	100	283	94.346	561	"AT2G43080.1"	94.346	283	16	0	1	283	1	283	0	561	99	284	283
"evm.model.RL_6.2435"	"AT2G43090.1"	"AT2G43090.1"	"AT2G43090.1"	NA	NA	"OG0004931"	"AT2G43090.1"	"AT2G43090.1"	252	251	99	100	252	93.651	462	"AT2G43090.1"	93.651	252	14	2	1	251	1	251	2.26e-167	462	99	252	251
"evm.model.RL_6.2436"	"AT2G43100.1"	"AT2G43100.1"	"AT2G43100.1"	"N0.HOG0024561"	"AT2G43100.1"	"OG0017912"	"AT2G43100.1"	"AT2G43100.1"	257	256	98	98	255	84.706	399	"AT2G43100.1"	84.706	255	32	3	6	256	5	256	2.57e-155	432	98	257	256
"evm.model.RL_6.2437"	"AT2G43110.1"	"AT2G43110.1"	"AT2G43110.1"	"N0.HOG0018446"	"AT2G43110.1"	"OG0012025"	"AT2G43110.1"	"AT2G43110.1"	286	288	99	95	275	80.727	441	"AT2G43110.1"	80.969	289	48	2	1	283	1	288	2.57e-164	457	99	286	288
"evm.model.RL_6.2438"	"AT2G43120.2"	"AT2G43120.2"	"AT2G43120.2"	"N0.HOG0016258"	"AT2G43120.2"	"OG0010015"	"AT2G43120.2"	"AT2G43120.2"	321	372	99	86	321	92.212	593	"AT2G43120.2"	93.769	321	19	1	1	320	52	372	0	628	99	321	372
"evm.model.RL_6.2439"	"AT2G43130.1"	"AT2G43130.1"	"AT2G43130.1"	"N0.HOG0012851"	"AT2G43130.1"	"OG0006847"	"AT2G43130.1"	"AT2G43130.1"	214	214	99	99	211	97.156	424	"AT2G43130.1"	97.156	211	6	0	3	213	4	214	8.21e-154	424	99	214	214
"evm.model.RL_6.2440"	"AT2G43140.2"	"AT2G43140.2"	"AT2G43140.2"	"N0.HOG0009903"	"AT2G43140.2"	"OG0004348"	"AT2G43140.2"	"AT2G43140.2"	316	309	99	100	319	79.624	440	"AT2G43140.2"	79.624	319	51	6	1	315	1	309	7.74e-157	440	99	316	309
"evm.model.RL_6.2441"	"AT2G43150.1"	"AT2G43150.1"	NA	"N0.HOG0007293"	"AT2G43150.1"	"OG0002682"	"AT2G43150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G21310.1"	55.041	367	97	13	555	853	64	430	2.7e-09	60.5	25	1206	431
"evm.model.RL_6.2442"	"AT2G43160.1"	"AT2G43160.1"	"AT2G43160.1"	"N0.HOG0011076"	"AT2G43160.1"	"OG0005316"	"AT2G43160.1"	"AT2G43160.1"	927	895	99	100	928	88.578	1494	"AT2G43160.1"	88.578	928	71	7	1	926	1	895	0	1494	99	927	895
"evm.model.RL_6.2443"	"AT2G43180.1"	"AT2G43180.1"	"AT2G43180.1"	"N0.HOG0023600"	"AT2G43180.1"	"OG0016988"	"AT2G43180.1"	"AT2G43180.1"	482	479	99	100	482	86.307	801	"AT2G43180.1"	86.307	482	62	2	1	481	1	479	0	801	99	482	479
"evm.model.RL_6.2444"	"AT2G43190.1"	"AT2G43190.1"	"AT2G43190.1"	"N0.HOG0018445"	"AT2G43190.1"	"OG0012024"	"AT2G43190.1"	"AT2G43190.1"	295	296	99	100	296	91.554	505	"AT2G43190.1"	91.554	296	23	2	1	294	1	296	0	505	99	295	296
"evm.model.RL_6.2445"	"AT2G43200.1"	"AT2G43200.1"	"AT2G43200.1"	"N0.HOG0023126"	"AT2G43200.1"	"OG0016536"	"AT2G43200.1"	"AT2G43200.1"	613	611	99	100	614	88.436	1064	"AT2G43200.1"	88.436	614	66	4	1	612	1	611	0	1064	99	613	611
"evm.model.RL_6.2446"	"AT2G43210.1"	"AT2G43210.1"	"AT2G43210.1"	"N0.HOG0018444"	"AT2G43210.1"	"OG0012023"	"AT2G43210.1"	"AT2G43210.1"	526	531	99	100	531	81.356	822	"AT2G43210.1"	81.356	531	93	3	1	525	1	531	0	845	99	526	531
"evm.model.RL_6.2447"	"AT2G43230.2"	"AT2G43230.2"	"AT2G43230.2"	"N0.HOG0005788"	"AT2G43230.2"	"OG0001906"	"AT2G43230.2, AT3G59350.6"	"AT2G43230.2"	407	440	99	99	438	86.53	751	"AT2G43230.2"	86.53	438	23	3	1	404	1	436	0	751	99	407	440
"evm.model.RL_6.2448"	"AT2G43235.1"	"AT2G43235.1"	"AT2G43235.1"	"N0.HOG0021899"	"AT2G43235.1"	"OG0015334"	"AT2G43235.1"	"AT2G43235.1"	438	437	97	97	424	91.038	694	"AT2G43235.1"	91.038	424	37	1	15	437	14	437	0	756	97	438	437
"evm.model.RL_6.2449"	"AT2G43240.1"	"AT2G43240.1"	"AT2G43240.1"	"N0.HOG0005338"	"AT2G43240.1"	"OG0001677"	"AT2G43240.1, AT3G59360.1"	"AT2G43240.1"	405	406	99	100	406	94.581	788	"AT2G43240.1"	94.581	406	20	1	1	404	1	406	0	788	99	405	406
"evm.model.RL_6.2450"	"AT2G43250.1"	"AT2G43250.1"	"AT2G43250.1"	"N0.HOG0020010"	"AT2G43250.1"	"OG0013500"	"AT2G43250.1"	"AT2G43250.1"	630	625	99	100	628	87.102	1101	"AT2G43250.1"	87.102	628	78	1	1	628	1	625	0	1101	99	630	625
"evm.model.RL_6.2451"	"AT2G32230.1"	"AT2G32230.1"	NA	"N0.HOG0012928"	"AT2G32230.1"	"OG0006920"	"AT2G32230.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G32230.1"	59.322	59	15	1	1	50	167	225	3.21e-16	71.2	59	85	572
"evm.model.RL_6.2452"	"AT2G43260.2"	"AT2G43260.2"	"AT2G43260.2"	"N0.HOG0002229"	"AT2G43260.2, AT4G17780.1"	"OG0000387"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	"AT2G43260.2"	410	433	96	95	394	75.854	632	"AT2G43260.2"	75.888	394	94	1	17	409	40	433	0	632	96	410	433
"evm.model.RL_6.2453"	"AT2G43280.1"	"AT2G43280.1"	"AT2G43280.1"	"N0.HOG0025422"	"AT2G43280.1"	"OG0018727"	"AT2G43280.1"	"AT2G43280.1"	205	206	97	97	200	93.5	380	"AT2G43280.1"	93.5	200	12	1	4	202	5	204	1.76e-136	380	97	205	206
"evm.model.RL_6.2454"	"AT2G43290.1"	"AT2G43290.1"	"AT2G43290.1"	"N0.HOG0005007"	"AT2G43290.1"	"OG0001505"	"AT2G43290.1, AT3G59440.1, AT3G59450.1"	"AT2G43290.1"	212	215	99	98	211	92.093	340	"AT2G43290.1"	92.093	215	13	1	1	211	1	215	2.7e-131	367	99	212	215
"evm.model.RL_6.2455"	"AT2G43310.1"	"AT2G43310.1"	"AT2G43310.1"	"N0.HOG0020009"	"AT2G43310.1"	"OG0013499"	"AT2G43310.1"	"AT2G43310.1"	134	133	99	100	133	92.481	257	"AT2G43310.1"	92.481	133	10	0	1	133	1	133	3.46e-90	257	99	134	133
"evm.model.RL_6.2456"	"AT2G43320.1"	"AT2G43320.1"	"AT2G43320.1"	"N0.HOG0015021"	"AT2G43320.1"	"OG0008865"	"AT2G43320.1"	"AT2G43320.1"	352	351	99	100	351	93.732	681	"AT2G43320.1"	93.732	351	22	0	1	351	1	351	0	681	99	352	351
"evm.model.RL_6.2457"	"AT2G43330.1"	"AT2G43330.1"	"AT2G43330.1"	"N0.HOG0011075"	"AT2G43330.1"	"OG0005315"	"AT2G43330.1"	"AT2G43330.1"	510	509	99	100	509	93.91	929	"AT2G43330.1"	93.91	509	31	0	1	509	1	509	0	929	99	510	509
"evm.model.RL_6.2458"	"AT2G43340.1"	"AT2G43340.1"	"AT2G43340.1"	"N0.HOG0011558"	"AT2G43340.1"	"OG0005734"	"AT2G43340.1"	"AT2G43340.1"	189	189	99	100	193	83.938	246	"AT2G43340.1"	87.047	193	16	4	1	188	1	189	2.29e-84	246	99	189	189
"evm.model.RL_6.2459"	"AT2G43350.1"	"AT2G43350.1"	"AT2G43350.1"	"N0.HOG0023599"	"AT2G43350.1"	"OG0016987"	"AT2G43350.1"	"AT2G43350.1"	207	206	99	100	206	84.951	351	"AT2G43350.1"	84.951	206	31	0	1	206	1	206	4.31e-132	369	99	207	206
"evm.model.RL_6.246"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	57.5	360	83	8	1	290	4	363	1.49e-124	363	99	292	487
"evm.model.RL_6.2460"	"AT2G43360.1"	"AT2G43360.1"	"AT2G43360.1"	"N0.HOG0012126"	"AT2G43360.1"	"OG0006218"	"AT2G43360.1"	"AT2G43360.1"	377	378	99	100	378	92.328	720	"AT2G43360.1"	92.328	378	27	1	1	376	1	378	0	720	99	377	378
"evm.model.RL_6.2461"	"AT2G43370.1"	"AT2G43370.1"	"AT2G43370.1"	"N0.HOG0012850"	"AT2G43370.1"	"OG0006846"	"AT2G43370.1"	"AT2G43370.1"	325	333	99	100	333	86.787	496	"AT2G43370.1"	88.288	333	30	2	1	324	1	333	0	563	99	325	333
"evm.model.RL_6.2462"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	"AT2G43260.2"	NA	NA	NA	"OG0000387"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43260.2"	52.267	375	147	11	1	359	14	372	3.85e-115	344	79	457	433
"evm.model.RL_6.2463"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	"AT2G43260.2"	NA	NA	NA	"OG0000387"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43260.2"	53.241	216	83	9	6	209	161	370	3.57e-60	200	54	380	433
"evm.model.RL_6.2464"	"AT2G43400.1"	"AT2G43400.1"	"AT2G43400.1"	"N0.HOG0020008"	"AT2G43400.1"	"OG0013498"	"AT2G43400.1"	"AT2G43400.1"	619	633	99	100	633	90.521	1145	"AT2G43400.1"	90.521	633	45	4	1	618	1	633	0	1145	99	619	633
"evm.model.RL_6.2465"	"AT2G43410.2"	"AT2G43410.2"	"AT2G43410.2"	"N0.HOG0007780"	"AT2G43410.2"	"OG0002954"	"AT2G43410.2"	"AT2G43410.2"	904	901	99	100	905	84.088	1500	"AT2G43410.2"	84.088	905	138	3	1	903	1	901	0	1506	99	904	901
"evm.model.RL_6.2466"	"AT2G43420.1"	"AT2G43420.1"	"AT2G43420.1"	"N0.HOG0021898"	"AT2G43420.1"	"OG0015333"	"AT2G43420.1"	"AT2G43420.1"	565	561	99	100	564	88.121	1026	"AT2G43420.1"	88.121	564	64	1	1	564	1	561	0	1026	99	565	561
"evm.model.RL_6.2467"	"AT2G43430.1"	"AT2G43430.1"	"AT2G43430.1"	"N0.HOG0010213"	"AT2G43430.1"	"OG0004592"	"AT2G43430.1"	"AT2G43430.1"	331	331	99	100	331	96.677	663	"AT2G43430.1"	96.677	331	10	1	1	330	1	331	0	663	99	331	331
"evm.model.RL_6.2468"	"AT2G43460.1, AT3G59540.1"	"AT3G59540.1"	NA	"N0.HOG0003833"	"AT3G59540.1, AT2G43460.1"	"OG0000944"	"AT2G43460.1, AT3G59540.1"	"AT2G43460.1, AT3G59540.1"	70	69	99	100	69	100	139	"AT3G59540.1, AT2G43460.1"	100	69	0	0	1	69	1	69	1.77e-45	139	99	70	69
"evm.model.RL_6.2469"	"AT2G43465.1"	"AT2G43465.1"	"AT2G43465.1"	"N0.HOG0021897"	"AT2G43465.1"	"OG0015332"	"AT2G43465.1"	"AT2G43465.1"	395	388	99	100	402	77.114	631	"AT2G43465.1"	77.114	402	70	2	1	394	1	388	0	631	99	395	388
"evm.model.RL_6.247"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	57.703	357	81	8	1	287	4	360	2.9e-122	358	97	296	487
"evm.model.RL_6.2470"	"AT2G43470.1"	"AT2G43470.1"	"AT2G43470.1"	"N0.HOG0011557"	"AT2G43470.1"	"OG0005733"	"AT2G43470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G07565.4"	39.32	206	89	7	30	200	56	260	1.29e-37	131	81	210	268
"evm.model.RL_6.2471"	"AT2G43480.1"	"AT2G43480.1"	"AT2G43480.1"	"N0.HOG0006757"	"AT2G43480.1"	"OG0002404"	"AT2G43480.1, AT5G24070.1"	"AT2G43480.1"	310	335	99	100	335	82.388	570	"AT2G43480.1"	82.388	335	33	1	1	309	1	335	0	570	99	310	335
"evm.model.RL_6.2472"	"AT2G43490.1"	"AT2G43490.1"	"AT2G43490.1"	"N0.HOG0007777"	"AT2G43490.1"	"OG0002953"	"AT2G43490.1, AT3G59570.3"	"AT2G43490.1"	747	745	99	100	746	92.225	1425	"AT2G43490.1"	93.298	746	49	1	1	746	1	745	0	1447	99	747	745
"evm.model.RL_6.2473"	"AT2G43500.2"	"AT2G43500.2"	"AT2G43500.2"	"N0.HOG0005005"	"AT2G43500.2"	"OG0001504"	"AT2G43500.2, AT3G59580.1"	"AT2G43500.2"	914	947	99	100	956	80.858	1521	"AT2G43500.2"	80.858	956	131	12	1	913	1	947	0	1521	99	914	947
"evm.model.RL_6.2474"	"AT5G40520.2"	"AT5G40520.2"	"AT5G40520.2"	"N0.HOG0011073"	"AT5G40520.2"	"OG0005314"	"AT5G40520.2"	"AT5G40520.2"	691	693	99	99	702	75.783	1003	"AT5G40520.2"	76.353	702	143	10	1	690	3	693	0	1023	99	691	693
"evm.model.RL_6.2475"	"AT2G43540.1"	"AT2G43540.1"	"AT2G43540.1"	"N0.HOG0020007"	"AT2G43540.1"	"OG0013497"	"AT2G43540.1"	"AT2G43540.1"	171	169	99	100	170	81.176	263	"AT2G43540.1"	81.176	170	31	1	1	170	1	169	1.07e-91	263	99	171	169
