"Euclidium_syriacum"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"ESY7_g17792_DN3_SP0_c0.t1"	716	"AT5G08720.1"	"AT5G08720.1"	"orthologue"	"AT5G08720.1"	"N0.HOG0019661"	"AT5G08720.1"	"OG0013168"	"AT5G08720.1"	"AT5G08720.1"	716	719	100	99	727	85.695	1254	"AT5G08720.1"	"85.695"	"727"	"84"	"6"	"1"	"716"	"1"	"718"	"0"	"1254"	"100"	"716"	"719"
"ESY7_g17794_DN3_SP0_c0.t1"	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G08730.1"	"39.368"	"348"	"180"	"9"	"5"	"338"	"165"	"495"	"2.7e-68"	"221"	"99"	"339"	"500"
"ESY7_g17795_DN3_SP7_c0.t1"	522	"AT5G08740.1"	"AT5G08740.1"	"orthologue"	"AT5G08740.1"	"N0.HOG0019660"	"AT5G08740.1"	"OG0013167"	"AT5G08740.1"	"AT5G08740.1"	522	519	99	100	521	87.908	933	"AT5G08740.1"	"87.908"	"521"	"61"	"2"	"1"	"521"	"1"	"519"	"0"	"933"	"99"	"522"	"519"
"ESY7_g17796_DN3_SP5_c0.t1"	357	"AT5G08750.10"	"AT5G08750.10"	"orthologue"	"AT5G08750.10"	"N0.HOG0021549"	"AT5G08750.10"	"OG0014986"	"AT5G08750.10"	"AT5G08750.10"	358	370	96	95	357	83.193	571	"AT5G08750.10"	"83.565"	"359"	"38"	"7"	"1"	"345"	"8"	"359"	"0"	"583"	"96"	"358"	"370"
"ESY7_g17797_DN2_SP0_c0.t1"	311	"AT5G08770.1"	"AT5G08770.1"	"orthologue"	"AT5G08770.1"	"N0.HOG0023420"	"AT5G08770.1"	"OG0016811"	"AT5G08770.1"	"AT5G08770.1"	312	297	99	100	311	74.598	360	"AT5G08770.1"	"74.598"	"311"	"65"	"7"	"1"	"311"	"1"	"297"	"2.19e-125"	"360"	"99"	"312"	"297"
"ESY7_g17799_DN3_SP0_c0.t1"	226	"AT5G08780.1"	"AT5G08780.1"	"orthologue"	"AT5G08780.1"	"N0.HOG0023419"	"AT5G08780.1"	"OG0016810"	"AT5G08780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G08780.1"	"54.167"	"264"	"65"	"5"	"9"	"216"	"135"	"398"	"5.43e-76"	"236"	"92"	"227"	"457"
"ESY7_g17800_DN3_SP8_c0.t1"	282	"AT5G08790.1"	"AT5G08790.1"	"orthologue"	"AT5G08790.1"	"N0.HOG0010157"	"AT5G08790.1"	"OG0004545"	"AT5G08790.1"	"AT5G08790.1"	283	283	99	100	284	92.254	525	"AT5G08790.1"	"92.606"	"284"	"18"	"2"	"1"	"282"	"1"	"283"	"0"	"544"	"99"	"283"	"283"
"ESY7_g17801_DN3_SP0_c0.t1"	59	"AT3G28370.5"	"AT3G28370.5"	"orthologue"	"AT3G28370.5"	"N0.HOG0011955"	"AT3G28370.5"	"OG0006063"	"AT1G51430.1, AT3G28370.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G28370.5"	"59.322"	"59"	"23"	"1"	"1"	"59"	"116"	"173"	"3.52e-14"	"63.9"	"100"	"59"	"295"
"ESY7_g17802_DN3_SP0_c0.t1"	139	"AT1G51430.1"	"AT1G51430.1"	"orthologue"	"AT1G51430.1"	"N0.HOG0011954"	"AT1G51430.1"	"OG0006063"	"AT1G51430.1, AT3G28370.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G28370.5"	"79.612"	"103"	"21"	"0"	"1"	"103"	"1"	"103"	"8.3e-52"	"165"	"74"	"139"	"295"
"ESY7_g17803_DN3_SP1_c0.t1"	275	"AT1G66370.1, AT1G56650.1, AT1G66390.1"	"AT1G66370.1"	"orthologue"	"AT1G66370.1, AT1G56650.1, AT1G66390.1"	"N0.HOG0003646"	"AT1G66370.1, AT1G56650.1, AT1G66390.1"	"OG0000867"	"AT1G56650.1, AT1G66370.1, AT1G66380.1, AT1G66390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G66370.1"	"65.447"	"246"	"72"	"6"	"6"	"247"	"6"	"242"	"2.5e-105"	"305"	"88"	"275"	"246"
"ESY7_g17804_DN3_SP0_c0.t1"	146	"AT1G51430.1"	"AT1G51430.1"	"orthologue"	"AT1G51430.1"	"N0.HOG0011954"	"AT1G51430.1"	"OG0006063"	"AT1G51430.1, AT3G28370.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G28370.5"	"75.862"	"145"	"35"	"0"	"1"	"145"	"1"	"145"	"1.37e-71"	"216"	"99"	"146"	"295"
"ESY7_g17806_DN3_SP8_c0.t1"	516	"AT5G09220.1"	"AT5G09220.1"	"orthologue"	"AT5G09220.1"	"N0.HOG0004964"	"AT5G09220.1"	"OG0001485"	"AT5G09220.1, AT5G63850.1"	"AT5G09220.1"	517	493	99	100	522	85.824	900	"AT5G09220.1"	"85.824"	"522"	"39"	"3"	"1"	"516"	"1"	"493"	"0"	"900"	"99"	"517"	"493"
"ESY7_g17807_DN3_SP6_c0.t1"	67	"AT5G09225.1"	"AT5G09225.1"	"orthologue"	"AT5G09225.1"	"N0.HOG0016894"	"AT5G09225.1"	"OG0010618"	"AT5G09225.1"	"AT5G09225.1"	68	68	99	100	68	92.647	104	"AT5G09225.1"	"92.647"	"68"	"4"	"1"	"1"	"67"	"1"	"68"	"4.81e-32"	"105"	"99"	"68"	"68"
"ESY7_g17808_DN3_SP8_c0.t1"	392	"AT5G09230.7"	"AT5G09230.7"	"orthologue"	"AT5G09230.7"	"N0.HOG0023418"	"AT5G09230.7"	"OG0016809"	"AT5G09230.7"	"AT5G09230.7"	393	376	99	99	392	85.969	691	"AT5G09230.7"	"85.969"	"392"	"36"	"1"	"1"	"392"	"4"	"376"	"0"	"691"	"99"	"393"	"376"
"ESY7_g17809_DN3_SP2_c0.t1"	106	"AT5G09240.2, AT5G09250.4"	"AT5G09250.4"	"orthologue"	"AT5G09240.2, AT5G09250.4"	"N0.HOG0011479"	"AT5G09240.2, AT5G09250.4"	"OG0005664"	"AT5G09240.2, AT5G09250.4"	"AT5G09250.4"	107	119	84	76	91	83.516	156	"AT5G09250.4"	"83.516"	"91"	"14"	"1"	"1"	"90"	"1"	"91"	"5.32e-51"	"156"	"84"	"107"	"119"
"ESY7_g17810_DN3_SP8_c0.t1"	217	"AT5G09260.1"	"AT5G09260.1"	"orthologue"	"AT5G09260.1"	"N0.HOG0007461"	"AT5G09260.1"	"OG0002772"	"AT5G09260.1, AT5G63880.2"	"AT5G09260.1"	218	216	99	100	217	94.009	393	"AT5G09260.1"	"94.009"	"217"	"12"	"1"	"1"	"217"	"1"	"216"	"1.92e-141"	"393"	"99"	"218"	"216"
"ESY7_g17811_DN2_SP0_c0.t1"	113	"AT5G09270.1"	"AT5G09270.1"	"orthologue"	"AT5G09270.1"	"N0.HOG0013703"	"AT5G09270.1"	"OG0007622"	"AT5G09270.1"	"AT5G09270.1"	114	111	96	97	109	90.826	200	"AT5G09270.1"	"90.826"	"109"	"9"	"1"	"1"	"109"	"1"	"108"	"2.32e-68"	"200"	"96"	"114"	"111"
"ESY7_g17812_DN3_SP7_c20.t1"	379	"AT5G09280.1"	"AT5G09280.1"	"orthologue"	"AT5G09280.1"	"N0.HOG0012691"	"AT5G09280.1"	"OG0006702"	"AT5G09280.1"	"AT5G09280.1"	380	297	66	85	251	94.024	499	"AT5G09280.1"	"94.024"	"251"	"15"	"0"	"59"	"309"	"1"	"251"	"2.46e-179"	"499"	"66"	"380"	"297"
"ESY7_g17813_DN3_SP0_c0.t1"	157	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"AT4G12480.1"	"orthologue"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"N0.HOG0003261"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"OG0000715"	"AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1"	"AT4G12480.1"	158	168	99	100	168	73.214	196	"AT4G12490.1"	"68.108"	"185"	"28"	"2"	"1"	"157"	"1"	"182"	"9.46e-77"	"226"	"99"	"158"	"182"
"ESY7_g17814_DN3_SP0_c0.t1"	162	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"AT4G12490.1"	"orthologue"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"N0.HOG0003261"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"OG0000715"	"AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G12490.1"	"70.27"	"185"	"29"	"2"	"1"	"162"	"1"	"182"	"1.15e-76"	"226"	"99"	"163"	"182"
"ESY7_g17815_DN3_SP0_c0.t1"	162	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"AT4G12490.1"	"orthologue"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"N0.HOG0003261"	"AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1"	"OG0000715"	"AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G12490.1"	"70.811"	"185"	"28"	"2"	"1"	"162"	"1"	"182"	"1.03e-76"	"226"	"99"	"163"	"182"
"ESY7_g17816_DN3_SP0_c0.t1"	345	"AT5G09290.1"	"AT5G09290.1"	"orthologue"	"AT5G09290.1"	"N0.HOG0026059"	"AT5G09290.1"	"OG0019314"	"AT5G09290.1"	"AT5G09290.1"	346	345	99	99	346	81.503	556	"AT5G09290.1"	"81.503"	"346"	"58"	"3"	"1"	"345"	"1"	"341"	"0"	"556"	"99"	"346"	"345"
"ESY7_g17817_DN3_SP7_c0.t1"	466	"AT5G09300.1"	"AT5G09300.1"	"orthologue"	"AT5G09300.1"	"N0.HOG0019659"	"AT5G09300.1"	"OG0013166"	"AT5G09300.1"	"AT5G09300.1"	467	472	99	100	472	89.407	868	"AT5G09300.1"	"89.407"	"472"	"44"	"4"	"1"	"466"	"1"	"472"	"0"	"868"	"99"	"467"	"472"
"ESY7_g17818_DN3_SP5_c0.t1"	146	"AT5G09310.1"	"AT5G09310.1"	"orthologue"	"AT5G09310.1"	"N0.HOG0016071"	"AT5G09310.1"	"OG0009838"	"AT5G09310.1"	"AT5G09310.1"	146	146	100	100	146	91.096	241	"AT5G09310.1"	"91.096"	"146"	"13"	"0"	"1"	"146"	"1"	"146"	"1.05e-83"	"241"	"100"	"146"	"146"
"ESY7_g17819_DN3_SP0_c0.t1"	262	"AT5G09315.1"	"AT5G09315.1"	"orthologue"	"AT5G09315.1"	"N0.HOG0023417"	"AT5G09315.1"	"OG0016808"	"AT5G09315.1"	"AT5G09315.1"	263	262	99	100	262	85.878	432	"AT5G09315.1"	"85.878"	"262"	"37"	"0"	"1"	"262"	"1"	"262"	"1.84e-155"	"432"	"99"	"263"	"262"
"ESY7_g17820_DN3_SP0_c0.t1"	514	"AT5G09320.1, AT3G19770.1"	"AT3G19770.1"	"orthologue"	"AT5G09320.1, AT3G19770.1"	"N0.HOG0008666"	"AT5G09320.1, AT3G19770.1"	"OG0003501"	"AT3G19770.1, AT5G09320.1"	"AT3G19770.1"	515	520	98	99	521	80.614	830	"AT3G19770.1"	"80.614"	"521"	"83"	"7"	"1"	"507"	"1"	"517"	"0"	"830"	"98"	"515"	"520"
"ESY7_g17821_DN3_SP2_c0.t1"	400	"AT5G09330.1"	"AT5G09330.1"	"orthologue"	"AT5G09330.1"	"N0.HOG0014854"	"AT5G09330.1"	"OG0008706"	"AT5G09330.1"	"AT5G09330.1"	401	489	88	71	359	76.323	532	"AT5G09330.1"	"76.323"	"359"	"66"	"11"	"1"	"354"	"1"	"345"	"0"	"532"	"88"	"401"	"489"
"ESY7_g17822_DN3_SP0_c0.t1"	120	"AT4G14145.1"	"AT4G14145.1"	"orthologue"	"AT4G14145.1"	"N0.HOG0011066"	"AT4G14145.1"	"OG0005307"	"AT4G14145.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14145.1"	"78.571"	"126"	"20"	"1"	"1"	"119"	"1"	"126"	"1.54e-68"	"201"	"98"	"121"	"134"
"ESY7_g17823_DN3_SP0_c0.t1"	1079	"AT5G09350.1"	"AT5G09350.1"	"orthologue"	"AT5G09350.1"	"N0.HOG0008664"	"AT5G09350.1"	"OG0003500"	"AT5G09350.1, AT5G64070.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09350.1"	"85.873"	"1083"	"135"	"4"	"1"	"1065"	"1"	"1083"	"0"	"1863"	"99"	"1080"	"1116"
"ESY7_g17824_DN2_SP0_c0.t1"	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY7_g17825_DN3_SP7_c0.t1"	123	"AT4G14145.1"	"AT4G14145.1"	"orthologue"	"AT4G14145.1"	"N0.HOG0011066"	"AT4G14145.1"	"OG0005307"	"AT4G14145.1"	"AT4G14145.1"	124	134	99	99	132	86.364	223	"AT4G14145.1"	"86.364"	"132"	"9"	"2"	"1"	"123"	"1"	"132"	"4.96e-77"	"223"	"99"	"124"	"134"
"ESY7_g17826_DN3_SP0_c0.t1"	310	"AT1G30130.1"	"AT1G30130.1"	"orthologue"	"AT1G30130.1"	"N0.HOG0018279"	"AT1G30130.1"	"OG0011868"	"AT1G30130.1"	"AT1G30130.1"	311	311	99	100	314	85.032	512	"AT1G30130.1"	"85.032"	"314"	"40"	"2"	"1"	"310"	"1"	"311"	"0"	"551"	"99"	"311"	"311"
"ESY7_g17827_DN3_SP0_c0.t1"	577	"AT5G09360.1"	"AT5G09360.1"	"orthologue"	"AT5G09360.1"	"N0.HOG0024465"	"AT5G09360.1"	"OG0017816"	"AT5G09360.1"	"AT5G09360.1"	577	569	100	100	577	85.615	1035	"AT5G09360.1"	"85.615"	"577"	"75"	"2"	"1"	"577"	"1"	"569"	"0"	"1035"	"100"	"577"	"569"
"ESY7_g17828_DN3_SP0_c0.t1"	173	"AT5G09370.1"	"AT5G09370.1"	"orthologue"	"AT5G09370.1"	"N0.HOG0011478"	"AT5G09370.1"	"OG0005663"	"AT5G09370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64080.1"	"53.472"	"144"	"64"	"3"	"27"	"170"	"38"	"178"	"4.22e-42"	"138"	"83"	"173"	"182"
"ESY7_g17829_DN3_SP0_c0.t1"	322	"AT5G39580.1"	"AT5G39580.1"	"orthologue"	"AT5G39580.1"	"N0.HOG0025280"	"AT5G39580.1"	"OG0018598"	"AT5G39580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39580.1"	"54.817"	"301"	"134"	"2"	"24"	"322"	"18"	"318"	"3.78e-114"	"332"	"93"	"322"	"319"
"ESY7_g17833_DN3_SP0_c0.t1"	320	"AT5G64120.1"	"AT5G64120.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64120.1"	"53.767"	"292"	"129"	"3"	"32"	"318"	"38"	"328"	"3.3e-107"	"315"	"90"	"320"	"328"
"ESY7_g17835_DN3_SP0_c0.t1"	265	"AT5G09380.2"	"AT5G09380.2"	"orthologue"	"AT5G09380.2"	"N0.HOG0019658"	"AT5G09380.2"	"OG0013165"	"AT5G09380.2"	"AT5G09380.2"	266	272	99	99	274	78.467	423	"AT5G09380.2"	"78.467"	"274"	"45"	"5"	"3"	"265"	"2"	"272"	"1.43e-151"	"423"	"99"	"266"	"272"
"ESY7_g17836_DN3_SP1_c0.t1"	361	"AT5G09390.1"	"AT5G09390.1"	"orthologue"	"AT5G09390.1"	"N0.HOG0018198"	"AT5G09390.1"	"OG0011793"	"AT5G09390.1"	"AT5G09390.1"	362	351	99	100	371	77.089	522	"AT5G09390.1"	"77.089"	"371"	"55"	"5"	"1"	"361"	"1"	"351"	"0"	"524"	"99"	"362"	"351"
"ESY7_g17837_DN3_SP0_c0.t1"	206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64200.1"	"84.211"	"57"	"9"	"0"	"35"	"91"	"27"	"83"	"2.27e-27"	"105"	"28"	"207"	"303"
"ESY7_g17838_DN3_SP8_c0.t1"	860	"AT5G09400.1"	"AT5G09400.1"	"orthologue"	"AT5G09400.1"	"N0.HOG0019657"	"AT5G09400.1"	"OG0013164"	"AT5G09400.1"	"AT5G09400.1"	861	858	99	100	860	96.047	1702	"AT5G09400.1"	"96.047"	"860"	"32"	"2"	"1"	"860"	"1"	"858"	"0"	"1702"	"99"	"861"	"858"
"ESY7_g17839_DN3_SP0_c0.t1"	949	"AT5G09410.3"	"AT5G09410.3"	"orthologue"	"AT5G09410.3"	"N0.HOG0023416"	"AT5G09410.3"	"OG0016807"	"AT5G09410.3"	"AT5G09410.3"	950	1066	99	93	1012	73.32	1396	"AT5G09410.3"	"73.72"	"1016"	"174"	"17"	"1"	"949"	"77"	"1066"	"0"	"1446"	"99"	"950"	"1066"
"ESY7_g17840_DN3_SP0_c0.t1"	329	"AT5G06870.1"	"AT5G06870.1"	"orthologue"	"AT5G06870.1"	NA	NA	"OG0001113"	"AT5G06860.1, AT5G06870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06860.1"	"73.871"	"310"	"76"	"2"	"25"	"329"	"21"	"330"	"6.36e-162"	"454"	"93"	"329"	"330"
"ESY7_g17841_DN3_SP0_c0.t1"	329	"AT5G06860.1, AT5G06870.1"	"AT5G06860.1"	"other"	NA	NA	NA	"OG0001113"	"AT5G06860.1, AT5G06870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06860.1"	"79.032"	"310"	"65"	"0"	"20"	"329"	"21"	"330"	"0"	"513"	"94"	"330"	"330"
"ESY7_g17842_DN3_SP8_c0.t1"	604	"AT5G09420.1"	"AT5G09420.1"	"orthologue"	"AT5G09420.1"	"N0.HOG0018197"	"AT5G09420.1"	"OG0011792"	"AT5G09420.1"	"AT5G09420.1"	605	603	99	100	603	90.216	1126	"AT5G09420.1"	"90.216"	"603"	"59"	"0"	"1"	"603"	"1"	"603"	"0"	"1126"	"99"	"605"	"603"
"ESY7_g17843_DN3_SP8_c0.t1"	310	"AT5G09430.1"	"AT5G09430.1"	"orthologue"	"AT5G09430.1"	"N0.HOG0010538"	"AT5G09430.1"	"OG0004872"	"AT5G09430.1"	"AT5G09430.1"	311	311	99	99	310	93.871	603	"AT5G09430.1"	"93.871"	"310"	"18"	"1"	"1"	"309"	"1"	"310"	"0"	"603"	"99"	"311"	"311"
"ESY7_g17845_DN3_SP0_c0.t1"	285	"AT5G09440.1"	"AT5G09440.1"	"orthologue"	"AT5G09440.1"	"N0.HOG0005975"	"AT5G09440.1"	"OG0001998"	"AT5G09440.1, AT5G64260.1"	"AT5G09440.1"	286	278	99	100	285	83.509	479	"AT5G09440.1"	"83.509"	"285"	"40"	"3"	"1"	"285"	"1"	"278"	"4.69e-173"	"479"	"99"	"286"	"278"
"ESY7_g17846_DN3_SP0_c0.t1"	123	"AT5G64310.1"	"AT5G64310.1"	"other"	NA	NA	NA	"OG0003047"	"AT5G64310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64310.1"	"54.887"	"133"	"48"	"4"	"1"	"123"	"1"	"131"	"1.08e-25"	"93.6"	"99"	"124"	"131"
"ESY7_g17847_DN3_SP0_c0.t1"	410	"AT5G09450.1"	"AT5G09450.1"	"orthologue"	"AT5G09450.1"	"N0.HOG0021548"	"AT5G09450.1"	"OG0014985"	"AT5G09450.1"	"AT5G09450.1"	411	409	99	99	411	86.131	723	"AT5G09450.1"	"86.131"	"411"	"53"	"2"	"1"	"410"	"1"	"408"	"0"	"723"	"99"	"411"	"409"
"ESY7_g17848_DN3_SP0_c0.t1"	236	"AT1G64340.1"	"AT1G64340.1"	"orthologue"	"AT1G64340.1"	"N0.HOG0025545"	"AT1G64340.1"	"OG0018843"	"AT1G64340.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64340.1"	"62.903"	"248"	"78"	"7"	"1"	"234"	"13"	"260"	"2.53e-82"	"246"	"99"	"237"	"263"
"ESY7_g17849_DN3_SP0_c0.t1"	314	"AT3G22080.1"	"AT3G22080.1"	"orthologue"	"AT3G22080.1"	"N0.HOG0001668"	"AT3G22080.1"	"OG0000236"	"AT1G69650.1, AT1G69660.1, AT2G15710.1, AT3G22080.1, AT3G22085.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G22080.1"	"63.694"	"314"	"107"	"6"	"3"	"312"	"1"	"311"	"1.52e-135"	"386"	"99"	"314"	"314"
"ESY7_g17851_DN3_SP3_c0.t1"	369	"AT5G09460.1"	"AT5G09460.1"	"orthologue"	"AT5G09460.1"	"N0.HOG0021547"	"AT5G09460.1"	"OG0014984"	"AT5G09460.1"	"AT5G09460.1"	369	326	79	100	329	70.213	390	"AT5G09460.1"	"70.213"	"329"	"58"	"9"	"78"	"369"	"1"	"326"	"1.4e-136"	"392"	"79"	"369"	"326"
"ESY7_g17852_DN3_SP1_c0.t1"	156	"AT5G48950.1"	"AT5G48950.1"	"orthologue"	"AT5G48950.1"	"N0.HOG0020579"	"AT5G48950.1"	"OG0014046"	"AT5G48950.1"	"AT5G48950.1"	157	157	99	100	157	84.076	275	"AT5G48950.1"	"84.076"	"157"	"24"	"1"	"1"	"156"	"1"	"157"	"9.86e-97"	"275"	"99"	"157"	"157"
"ESY7_g17853_DN3_SP6_c0.t1"	336	"AT5G09470.1"	"AT5G09470.1"	"orthologue"	"AT5G09470.1"	"N0.HOG0019656"	"AT5G09470.1"	"OG0013163"	"AT5G09470.1"	"AT5G09470.1"	336	337	100	100	338	88.757	534	"AT5G09470.1"	"89.349"	"338"	"33"	"2"	"1"	"336"	"1"	"337"	"0"	"562"	"100"	"336"	"337"
"ESY7_g17857_DN3_SP0_c18.t1"	597	"AT3G45920.1, AT3G46355.1, AT3G46410.1"	"AT3G46355.1"	"other"	NA	NA	NA	"OG0000453"	"AT3G45920.1, AT3G46355.1, AT3G46410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G29000.1"	"63.281"	"640"	"191"	"5"	"2"	"597"	"233"	"872"	"0"	"813"	"99"	"597"	"872"
"ESY7_g17858_DN3_SP0_c0.t1"	205	"AT1G51840.1"	"AT1G51840.1"	"other"	NA	NA	NA	"OG0003706"	"AT1G51840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G29000.1"	"65.464"	"194"	"63"	"2"	"4"	"195"	"2"	"193"	"6.48e-82"	"259"	"94"	"205"	"872"
"ESY7_g17859_DN3_SP0_c0.t1"	267	"AT2G29360.1, AT2G29150.1, AT2G29350.1, AT2G29290.2, AT2G29370.1"	"AT2G29370.1"	"orthologue"	"AT2G29360.1, AT2G29150.1, AT2G29350.1, AT2G29290.2, AT2G29370.1"	"N0.HOG0002764"	"AT2G29360.1, AT2G29150.1, AT2G29350.1, AT2G29290.2, AT2G29370.1"	"OG0000541"	"AT2G29150.1, AT2G29290.2, AT2G29350.1, AT2G29360.1, AT2G29370.1"	"AT2G29370.1"	268	268	97	97	260	88.846	479	"AT2G29370.1"	"88.846"	"260"	"29"	"0"	"3"	"262"	"7"	"266"	"6.6e-174"	"479"	"97"	"268"	"268"
"ESY7_g17860_DN1_SP0_c0.t1"	95	"AT1G61670.1"	"AT1G61670.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G61670.1"	"91.667"	"84"	"7"	"0"	"1"	"84"	"284"	"367"	"2.16e-37"	"130"	"88"	"96"	"513"
"ESY7_g17861_DN1_SP0_c0.t1"	192	"AT5G18520.1"	"AT5G18520.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18520.1"	"51.073"	"233"	"70"	"5"	"1"	"192"	"211"	"440"	"1.81e-63"	"202"	"99"	"193"	"440"
"ESY7_g17862_DN3_SP0_c0.t1"	151	"AT5G09480.1"	"AT5G09480.1"	"orthologue"	"AT5G09480.1"	"N0.HOG0016069"	"AT5G09480.1"	"OG0009836"	"AT5G09480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09480.1"	"57.616"	"151"	"57"	"2"	"1"	"151"	"1"	"144"	"1.13e-27"	"100"	"99"	"152"	"144"
"ESY7_g17863_DN3_SP0_c0.t1"	251	"AT5G09520.1"	"AT5G09520.1"	"other"	NA	"N0.HOG0005730"	"AT5G09520.1"	"OG0001873"	"AT5G09520.1, AT5G09530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09530.1"	"72.835"	"254"	"55"	"3"	"4"	"248"	"5"	"253"	"1.38e-79"	"243"	"97"	"252"	"370"
"ESY7_g17864_DN3_SP0_c0.t1"	333	"AT5G09530.1"	"AT5G09530.1"	"orthologue"	"AT5G09530.1"	"N0.HOG0005729"	"AT5G09530.1"	"OG0001873"	"AT5G09520.1, AT5G09530.1"	"AT5G09530.1"	334	370	99	99	372	71.774	358	"AT5G09530.1"	"72.849"	"372"	"58"	"5"	"1"	"332"	"1"	"369"	"1.52e-123"	"358"	"99"	"334"	"370"
"ESY7_g17865_DN3_SP0_c0.t1"	347	"AT5G09540.1"	"AT5G09540.1"	"orthologue"	"AT5G09540.1"	"N0.HOG0023196"	"AT5G09540.1"	"OG0016599"	"AT5G09540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64360.2"	"63.253"	"332"	"103"	"7"	"16"	"334"	"17"	"342"	"6.48e-136"	"394"	"92"	"348"	"464"
"ESY7_g17866_DN3_SP8_c15.t1"	445	"AT5G09550.1"	"AT5G09550.1"	"orthologue"	"AT5G09550.1"	"N0.HOG0012003"	"AT5G09550.1"	"OG0006111"	"AT5G09550.1"	"AT5G09550.1"	446	445	99	99	444	96.171	882	"AT5G09550.1"	"96.171"	"444"	"17"	"0"	"1"	"444"	"1"	"444"	"0"	"882"	"99"	"446"	"445"
"ESY7_g17867_DN2_SP0_c0.t1"	342	"AT2G27420.1, AT3G49340.1"	"AT2G27420.1"	"other"	NA	NA	NA	"OG0000812"	"AT2G27420.1, AT3G49340.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27420.1"	"72.701"	"348"	"89"	"3"	"1"	"342"	"1"	"348"	"0"	"521"	"100"	"342"	"348"
"ESY7_g17868_DN1_SP0_c0.t1"	125	"AT5G09560.1"	"AT5G09560.1"	"other"	NA	"N0.HOG0026594"	"AT5G09560.1"	"OG0019781"	"AT5G09560.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64390.3"	"41.071"	"56"	"33"	"0"	"15"	"70"	"41"	"96"	"2.45e-07"	"47.8"	"44"	"126"	"866"
