"Noccaea_praecox"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Np006G330640"	256	"AT2G41120.1"	"AT2G41120.1"	"orthologue"	"AT2G41120.1"	"N0.HOG0021417"	"AT2G41120.1"	"OG0014856"	"AT2G41120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41120.1"	"81.439"	"264"	"38"	"2"	"1"	"256"	"1"	"261"	"7.35e-148"	"413"	"99"	"257"	"261"
"Np006G330650"	149	"AT1G66410.2, AT2G27030.3, AT2G41110.2, AT3G56800.1, AT5G21274.1, AT5G37780.3"	"AT2G27030.3"	"other"	NA	NA	NA	"OG0000195"	"AT1G66410.2, AT2G27030.3, AT2G41110.2, AT3G56800.1, AT5G21274.1, AT5G37780.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27030.3, AT3G43810.2"	"98.658, 97.973"	"149, 148"	"2, 3"	"0"	"1"	"149, 148"	"1"	"149, 148"	"1.29e-105, 3.81e-105"	"298"	"99"	"150"	"181, 214"
"Np006G330660"	650	"AT2G41080.1"	"AT2G41080.1"	"orthologue"	"AT2G41080.1"	"N0.HOG0023812"	"AT2G41080.1"	"OG0017197"	"AT2G41080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41080.1"	"91.473"	"645"	"55"	"0"	"6"	"650"	"6"	"650"	"0"	"1213"	"99"	"651"	"650"
"Np006G330670"	308	"AT2G41070.4"	"AT2G41070.4"	"orthologue"	"AT2G41070.4"	"N0.HOG0014772"	"AT2G41070.4"	"OG0008625"	"AT2G41070.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41070.4"	"71.104"	"308"	"43"	"10"	"1"	"308"	"10"	"271"	"3.81e-136"	"386"	"99"	"309"	"271"
"Np006G330680"	449	"AT2G41060.1"	"AT2G41060.1"	"orthologue"	"AT2G41060.1"	"N0.HOG0006678"	"AT2G41060.1"	"OG0002368"	"AT2G41060.1, AT3G56860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41060.1"	"81.718"	"454"	"75"	"6"	"1"	"449"	"1"	"451"	"0"	"723"	"99"	"450"	"451"
"Np006G330690"	381	"AT2G41050.1"	"AT2G41050.1"	"orthologue"	"AT2G41050.1"	"N0.HOG0021419"	"AT2G41050.1"	"OG0014858"	"AT2G41050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41050.1"	"89.764"	"381"	"34"	"2"	"1"	"381"	"1"	"376"	"0"	"683"	"99"	"382"	"376"
"Np006G330700"	350	"AT2G41040.1"	"AT2G41040.1"	"orthologue"	"AT2G41040.1"	"N0.HOG0019332"	"AT2G41040.1"	"OG0012844"	"AT2G41040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41040.1"	"87.571"	"354"	"38"	"3"	"1"	"350"	"1"	"352"	"0"	"610"	"99"	"351"	"352"
"Np006G330710"	460	"AT2G41020.1"	"AT2G41020.1"	"orthologue"	"AT2G41020.1"	"N0.HOG0019524"	"AT2G41020.1"	"OG0013033"	"AT2G41020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41020.1"	"83.047"	"466"	"70"	"4"	"1"	"460"	"1"	"463"	"0"	"784"	"99"	"461"	"463"
"Np006G330720"	237	"AT2G41010.1"	"AT2G41010.1"	"orthologue"	"AT2G41010.1"	"N0.HOG0025220"	"AT2G41010.1"	"OG0018544"	"AT2G41010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41010.1"	"75.918"	"245"	"44"	"6"	"1"	"237"	"1"	"238"	"3.29e-125"	"354"	"99"	"238"	"238"
"Np006G330730"	189	"AT2G41000.2"	"AT2G41000.2"	"orthologue"	"AT2G41000.2"	"N0.HOG0019523"	"AT2G41000.2"	"OG0013032"	"AT2G41000.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41000.2"	"81.977"	"172"	"26"	"3"	"1"	"172"	"1"	"167"	"1.03e-81"	"241"	"91"	"190"	"211"
"Np006G330740"	426	"AT2G40990.1"	"AT2G40990.1"	"orthologue"	"AT2G40990.1"	"N0.HOG0014771"	"AT2G40990.1"	"OG0008624"	"AT2G40990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40990.1"	"86.461"	"421"	"47"	"5"	"6"	"426"	"1"	"411"	"0"	"728"	"99"	"427"	"411"
"Np006G330750"	700	"AT2G40980.1"	"AT2G40980.1"	"orthologue"	"AT2G40980.1"	"N0.HOG0017060"	"AT2G40980.1"	"OG0010762"	"AT2G40980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40980.1"	"95.697"	"488"	"20"	"1"	"213"	"700"	"131"	"617"	"0"	"988"	"70"	"701"	"617"
"Np006G330760"	263	"AT2G40970.1"	"AT2G40970.1"	"orthologue"	"AT2G40970.1"	"N0.HOG0018116"	"AT2G40970.1"	"OG0011715"	"AT2G40970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40970.1"	"81.509"	"265"	"30"	"8"	"1"	"263"	"1"	"248"	"6.32e-125"	"355"	"99"	"264"	"248"
"Np006G330770"	231	"AT1G48180.1, AT1G51670.1"	"AT1G48180.1"	"other"	NA	"N0.HOG0001626"	"AT1G48180.1, AT1G51670.1"	"OG0000229"	"AT1G48180.1, AT1G51670.1, AT4G29760.1, AT4G29770.2, AT5G18040.1, AT5G18065.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48180.1"	"61.066"	"244"	"77"	"6"	"1"	"231"	"1"	"239"	"5.67e-97"	"282"	"99"	"232"	"239"
"Np006G330790"	729	"AT2G40950.1"	"AT2G40950.1"	"orthologue"	"AT2G40950.1"	"N0.HOG0006204"	"AT2G40950.1"	"OG0002107"	"AT2G40950.1, AT3G56660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40950.1"	"87.057"	"734"	"77"	"7"	"1"	"729"	"1"	"721"	"0"	"1148"	"99"	"730"	"721"
"Np006G330800"	187	"AT2G40935.1"	"AT2G40935.1"	"orthologue"	"AT2G40935.1"	"N0.HOG0017059"	"AT2G40935.1"	"OG0010761"	"AT2G40935.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40935.1"	"84.293"	"191"	"25"	"3"	"1"	"187"	"1"	"190"	"2.39e-118"	"332"	"99"	"188"	"190"
"Np006G330810"	789	"AT3G56640.1"	"AT3G56640.1"	"orthologue"	"AT3G56640.1"	"N0.HOG0018115"	"AT3G56640.1"	"OG0011714"	"AT3G56640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G56640.1"	"89.1"	"789"	"86"	"0"	"1"	"789"	"2"	"790"	"0"	"1460"	"99"	"790"	"790"
"Np006G330820"	916	"AT2G40930.1"	"AT2G40930.1"	"orthologue"	"AT2G40930.1"	"N0.HOG0021418"	"AT2G40930.1"	"OG0014857"	"AT2G40930.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40930.1"	"91.376"	"916"	"78"	"1"	"1"	"915"	"1"	"916"	"0"	"1726"	"99"	"917"	"924"
"Np006G330840"	1191	"AT5G46510.1, AT5G46520.2, AT1G31540.2, AT5G46490.2, AT5G46260.1, AT5G46270.4, AT5G22690.2, AT5G40060.1, AT4G08450.1, AT5G46450.1, AT5G46470.1"	"AT5G46450.1"	"other"	NA	"N0.HOG0000660"	"AT5G46510.1, AT5G46520.2, AT1G31540.2, AT5G46490.2, AT5G46260.1, AT5G46270.4, AT5G22690.2, AT5G40060.1, AT4G08450.1, AT5G46450.1, AT5G46470.1"	"OG0000073"	"AT1G31540.2, AT4G08450.1, AT4G16857.2, AT4G16860.1, AT4G16890.1, AT4G16900.1, AT4G16920.2, AT4G16940.2, AT4G16950.1, AT4G16957.1, AT4G16960.1, AT5G17970.1, AT5G22690.2, AT5G40060.1, AT5G46260.1, AT5G46270.4, AT5G46450.1, AT5G46470.1, AT5G46490.2, AT5G46510.1, AT5G46520.2, AT5G51630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46450.1"	"59.872"	"1094"	"403"	"10"	"13"	"1103"	"10"	"1070"	"0"	"1266"	"92"	"1192"	"1123"
"Np006G330850"	387	"AT1G65250.1, AT1G65190.1, AT1G67470.1"	"AT1G67470.1"	"orthologue"	"AT1G65250.1, AT1G65190.1, AT1G67470.1"	"N0.HOG0003433"	"AT1G65250.1, AT1G65190.1, AT1G67470.1"	"OG0000792"	"AT1G65190.1, AT1G65250.1, AT1G67470.1, AT3G57640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67470.1"	"57.326"	"389"	"130"	"7"	"1"	"387"	"1"	"355"	"4.59e-143"	"411"	"99"	"388"	"389"
"Np006G330890"	623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42170.1"	"25.494"	"557"	"352"	"18"	"90"	"621"	"60"	"578"	"2.84e-42"	"162"	"85"	"624"	"696"
"Np006G330900"	392	"AT2G40900.1"	"AT2G40900.1"	"orthologue"	"AT2G40900.1"	"N0.HOG0010988"	"AT2G40900.1"	"OG0005240"	"AT2G40900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40900.1"	"87.817"	"394"	"43"	"4"	"1"	"391"	"1"	"392"	"0"	"680"	"99"	"393"	"394"
"Np006G330910"	508	"AT2G40890.1"	"AT2G40890.1"	"orthologue"	"AT2G40890.1"	"N0.HOG0008977"	"AT2G40890.1"	"OG0003705"	"AT2G40890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40890.1"	"95.472"	"508"	"23"	"0"	"1"	"508"	"1"	"508"	"0"	"1018"	"99"	"509"	"508"
"Np006G330920"	130	"AT2G40880.1"	"AT2G40880.1"	"orthologue"	"AT2G40880.1"	"N0.HOG0015974"	"AT2G40880.1"	"OG0009750"	"AT2G40880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40880.1"	"91.057"	"123"	"11"	"0"	"8"	"130"	"3"	"125"	"3.01e-80"	"231"	"94"	"131"	"125"
"Np006G330930"	657	"AT2G40860.1"	"AT2G40860.1"	"orthologue"	"AT2G40860.1"	"N0.HOG0019525"	"AT2G40860.1"	"OG0013034"	"AT2G40860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40860.1"	"89.818"	"658"	"66"	"1"	"1"	"657"	"1"	"658"	"0"	"1225"	"99"	"658"	"658"
"Np006G330940"	555	"AT2G40850.1"	"AT2G40850.1"	"orthologue"	"AT2G40850.1"	"N0.HOG0015975"	"AT2G40850.1"	"OG0009751"	"AT2G40850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40850.1"	"85.409"	"562"	"67"	"5"	"1"	"553"	"1"	"556"	"0"	"978"	"99"	"556"	"561"
"Np006G330950"	951	"AT2G40840.1"	"AT2G40840.1"	"orthologue"	"AT2G40840.1"	"N0.HOG0021420"	"AT2G40840.1"	"OG0014859"	"AT2G40840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40840.1"	"91.414"	"955"	"78"	"2"	"1"	"951"	"1"	"955"	"0"	"1800"	"99"	"952"	"955"
"Np006G330960"	323	"AT2G40830.1"	"AT2G40830.1"	"orthologue"	"AT2G40830.1"	"N0.HOG0015976"	"AT2G40830.1"	"OG0009752"	"AT2G40830.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40830.1"	"87.576"	"330"	"32"	"5"	"1"	"323"	"1"	"328"	"0"	"552"	"99"	"324"	"328"
"Np006G330970"	517	"AT2G40820.4"	"AT2G40820.4"	"orthologue"	"AT2G40820.4"	"N0.HOG0013606"	"AT2G40820.4"	"OG0007538"	"AT2G40820.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40820.4"	"88.417"	"518"	"58"	"2"	"1"	"517"	"1"	"517"	"0"	"947"	"99"	"518"	"517"
"Np006G330980"	345	"AT2G40815.1"	"AT2G40815.1"	"orthologue"	"AT2G40815.1"	"N0.HOG0015977"	"AT2G40815.1"	"OG0009753"	"AT2G40815.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40815.1"	"70.079"	"381"	"64"	"8"	"1"	"345"	"1"	"367"	"2.68e-133"	"384"	"99"	"346"	"367"
"Np006G330990"	404	"AT2G40810.1"	"AT2G40810.1"	"orthologue"	"AT2G40810.1"	"N0.HOG0007158"	"AT2G40810.1"	"OG0002605"	"AT2G40810.1, AT3G56440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40810.1"	"90.05"	"402"	"26"	"1"	"1"	"402"	"1"	"388"	"0"	"751"	"99"	"405"	"393"
"Np006G331000"	112	"AT1G36240.1, AT3G18740.1"	"AT1G36240.1"	"orthologue"	"AT1G36240.1, AT3G18740.1"	"N0.HOG0003022"	"AT1G36240.1, AT3G18740.1"	"OG0000628"	"AT1G36240.1, AT1G77940.1, AT3G18740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G36240.1"	"96.429"	"112"	"4"	"0"	"1"	"112"	"1"	"112"	"1.1e-75"	"218"	"99"	"113"	"112"
"Np006G331030"	368	"AT2G40800.1"	"AT2G40800.1"	"orthologue"	"AT2G40800.1"	"N0.HOG0007394"	"AT2G40800.1"	"OG0002737"	"AT2G40800.1, AT3G56430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40800.1"	"89.92"	"377"	"29"	"3"	"1"	"368"	"1"	"377"	"0"	"654"	"99"	"369"	"377"
"Np006G331040"	377	"AT5G47160.1"	"AT5G47160.1"	"orthologue"	"AT5G47160.1"	"N0.HOG0008241"	"AT5G47160.1"	"OG0003230"	"AT5G47160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G47160.1"	"48.122"	"426"	"155"	"13"	"1"	"373"	"3"	"415"	"2.08e-114"	"339"	"99"	"378"	"415"
"Np006G331050"	462	"AT5G47160.1"	"AT5G47160.1"	"orthologue"	"AT5G47160.1"	"N0.HOG0008241"	"AT5G47160.1"	"OG0003230"	"AT5G47160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G47160.1"	"47.255"	"419"	"167"	"9"	"88"	"458"	"3"	"415"	"1.85e-115"	"345"	"80"	"463"	"415"
"Np006G331060"	375	"AT5G47160.1"	"AT5G47160.1"	"orthologue"	"AT5G47160.1"	"N0.HOG0008241"	"AT5G47160.1"	"OG0003230"	"AT5G47160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G47160.1"	"47.255"	"419"	"167"	"9"	"1"	"371"	"3"	"415"	"1.46e-116"	"344"	"99"	"376"	"415"
"Np006G331070"	155	"AT2G40790.1"	"AT2G40790.1"	"orthologue"	"AT2G40790.1"	"N0.HOG0006911"	"AT3G56420.1, AT2G40790.1"	"OG0002480"	"AT2G40790.1, AT3G56420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40790.1"	"82.581"	"155"	"24"	"2"	"1"	"154"	"1"	"153"	"3.31e-91"	"261"	"99"	"156"	"154"
"Np006G331080"	170	"AT2G40780.1"	"AT2G40780.1"	"orthologue"	"AT2G40780.1"	"N0.HOG0015978"	"AT2G40780.1"	"OG0009754"	"AT2G40780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40780.1"	"89.474"	"171"	"17"	"1"	"1"	"170"	"1"	"171"	"2.84e-110"	"311"	"99"	"171"	"171"
"Np006G331090"	1642	"AT2G40770.1"	"AT2G40770.1"	"orthologue"	"AT2G40770.1"	"N0.HOG0015979"	"AT2G40770.1"	"OG0009755"	"AT2G40770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40770.1"	"83.383"	"1667"	"249"	"6"	"1"	"1642"	"1"	"1664"	"0"	"2860"	"99"	"1643"	"1664"
"Np006G331100"	56	"AT2G40765.1"	"AT2G40765.1"	"orthologue"	"AT2G40765.1"	"N0.HOG0025380"	"AT2G40765.1"	"OG0018686"	"AT2G40765.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40765.1"	"75.439"	"57"	"13"	"1"	"1"	"56"	"1"	"57"	"2.03e-13"	"57.4"	"98"	"57"	"57"
"Np006G331110"	451	"AT2G40760.1"	"AT2G40760.1"	"other"	NA	NA	NA	"OG0007539"	"AT2G40760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40760.1"	"82.068"	"474"	"60"	"6"	"1"	"450"	"1"	"473"	"0"	"753"	"99"	"452"	"474"
"Np006G331120"	339	"AT2G40750.1"	"AT2G40750.1"	"orthologue"	"AT2G40750.1"	"N0.HOG0009373"	"AT2G40750.1"	"OG0003959"	"AT2G40750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40750.1"	"76.068"	"351"	"67"	"10"	"1"	"339"	"1"	"346"	"0"	"518"	"99"	"340"	"346"
"Np006G331130"	295	"AT2G40740.3"	"AT2G40740.3"	"orthologue"	"AT2G40740.3"	"N0.HOG0016851"	"AT2G40740.3"	"OG0010579"	"AT2G40740.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40740.3"	"80"	"285"	"45"	"5"	"1"	"277"	"20"	"300"	"6.03e-164"	"457"	"94"	"296"	"301"
"Np006G331140"	797	"AT2G40730.1"	"AT2G40730.1"	"orthologue"	"AT2G40730.1"	"N0.HOG0013611"	"AT2G40730.1"	"OG0007540"	"AT2G40730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40730.1"	"96.366"	"798"	"28"	"1"	"1"	"797"	"1"	"798"	"0"	"1573"	"99"	"798"	"798"
"Np006G331150"	872	"AT2G40720.1"	"AT2G40720.1"	"orthologue"	"AT2G40720.1"	"N0.HOG0023361"	"AT2G40720.1"	"OG0016752"	"AT2G40720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40720.1"	"84.131"	"857"	"134"	"1"	"1"	"855"	"1"	"857"	"0"	"1489"	"98"	"873"	"860"
"Np006G331160"	615	"AT2G40700.1"	"AT2G40700.1"	"orthologue"	"AT2G40700.1"	"N0.HOG0021421"	"AT2G40700.1"	"OG0014860"	"AT2G40700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40700.1"	"88.961"	"616"	"61"	"4"	"1"	"615"	"1"	"610"	"0"	"1100"	"99"	"616"	"610"
"Np006G331170"	421	"AT2G40690.1"	"AT2G40690.1"	"orthologue"	"AT2G40690.1"	"N0.HOG0018117"	"AT2G40690.1"	"OG0011716"	"AT2G40690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40690.1"	"94.076"	"422"	"22"	"2"	"1"	"421"	"1"	"420"	"0"	"809"	"99"	"422"	"420"
"Np006G331180"	136	"AT4G11100.1"	"AT4G11100.1"	"other"	NA	"N0.HOG0004936"	"AT4G11100.1"	"OG0001467"	"AT4G11100.1, AT5G03060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03060.1"	"43.22"	"118"	"49"	"4"	"7"	"108"	"144"	"259"	"5.7e-16"	"72"	"74"	"137"	"292"
"Np006G331190"	155	"AT2G40670.2"	"AT2G40670.2"	"orthologue"	"AT2G40670.2"	"N0.HOG0007649"	"AT2G40670.2"	"OG0002878"	"AT2G40670.2, AT3G56380.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40670.2"	"87.654"	"162"	"12"	"5"	"2"	"155"	"4"	"165"	"4.3e-95"	"271"	"99"	"156"	"165"
"Np006G331200"	422	"AT5G35400.2"	"AT5G35400.2"	"orthologue"	"AT5G35400.2"	"N0.HOG0024783"	"AT5G35400.2"	"OG0018131"	"AT5G35400.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35400.2"	"77.378"	"473"	"54"	"2"	"1"	"422"	"1"	"471"	"0"	"711"	"99"	"423"	"471"
"Np006G331210"	388	"AT2G40660.1"	"AT2G40660.1"	"orthologue"	"AT2G40660.1"	"N0.HOG0021422"	"AT2G40660.1"	"OG0014861"	"AT2G40660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40660.1"	"84.359"	"390"	"58"	"2"	"1"	"388"	"1"	"389"	"0"	"603"	"99"	"389"	"389"
"Np006G331220"	356	"AT2G40650.1"	"AT2G40650.1"	"orthologue"	"AT2G40650.1"	"N0.HOG0012630"	"AT2G40650.1"	"OG0006647"	"AT2G40650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40650.1"	"94.419"	"215"	"12"	"0"	"1"	"215"	"1"	"215"	"4.65e-139"	"399"	"60"	"357"	"355"
"Np006G331250"	281	"AT2G40640.1"	"AT2G40640.1"	"orthologue"	"AT2G40640.1"	"N0.HOG0019526"	"AT2G40640.1"	"OG0013035"	"AT2G40640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40640.1"	"76.431"	"297"	"48"	"7"	"3"	"281"	"91"	"383"	"1.57e-156"	"441"	"99"	"282"	"383"
"Np006G331260"	516	"AT2G40630.1"	"AT2G40630.1"	"orthologue"	"AT2G40630.1"	"N0.HOG0018120"	"AT2G40630.1"	"OG0011717"	"AT2G40630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40630.1"	"68.306"	"549"	"127"	"16"	"1"	"516"	"1"	"535"	"0"	"649"	"99"	"517"	"535"
"Np006G331270"	363	"AT2G40620.1"	"AT2G40620.1"	"orthologue"	"AT2G40620.1"	"N0.HOG0017061"	"AT2G40620.1"	"OG0010763"	"AT2G40620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40620.1"	"83.465"	"381"	"31"	"7"	"1"	"363"	"1"	"367"	"0"	"574"	"99"	"364"	"367"
"Np006G331280"	257	"AT2G40610.1"	"AT2G40610.1"	"orthologue"	"AT2G40610.1"	"N0.HOG0011450"	"AT2G40610.1"	"OG0005637"	"AT2G40610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40610.1"	"91.051"	"257"	"19"	"1"	"1"	"257"	"1"	"253"	"4.52e-175"	"481"	"99"	"258"	"253"
"Np006G331290"	125	"AT3G10080.2"	"AT3G10080.2"	"orthologue"	"AT3G10080.2"	"N0.HOG0019536"	"AT3G10080.2"	"OG0013045"	"AT3G10080.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10080.2"	"88"	"125"	"15"	"0"	"1"	"125"	"170"	"294"	"1.84e-79"	"235"	"99"	"126"	"298"
"Np006G331300"	391	"AT4G03740.1"	"AT4G03740.1"	"other"	NA	"N0.HOG0001242"	"AT4G03740.1"	"OG0000152"	"AT4G03740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03740.1"	"45.07"	"71"	"39"	"0"	"78"	"148"	"1"	"71"	"8.73e-16"	"77.4"	"18"	"392"	"345"
"Np006G331330"	210	"AT2G40600.1"	"AT2G40600.1"	"other"	NA	NA	NA	"OG0002369"	"AT2G40600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40600.1"	"73.545"	"189"	"50"	"0"	"1"	"189"	"65"	"253"	"1.52e-105"	"304"	"90"	"211"	"257"
"Np006G331340"	263	"AT2G40600.1"	"AT2G40600.1"	"orthologue"	"AT2G40600.1"	"N0.HOG0006684"	"AT2G40600.1"	"OG0002369"	"AT2G40600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40600.1"	"73.978"	"269"	"52"	"4"	"1"	"263"	"1"	"257"	"2.36e-137"	"387"	"99"	"264"	"257"
"Np006G331350"	322	"AT2G40500.1, AT2G40560.1"	"AT2G40560.1"	"other"	NA	NA	NA	"OG0000316"	"AT2G40500.1, AT2G40560.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40560.1"	"59.623"	"265"	"97"	"5"	"10"	"266"	"14"	"276"	"1.39e-103"	"305"	"80"	"323"	"303"
"Np006G331360"	292	"AT2G40500.1, AT2G40560.1"	"AT2G40560.1"	"other"	NA	NA	NA	"OG0000316"	"AT2G40500.1, AT2G40560.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40560.1"	"54.152"	"277"	"109"	"7"	"1"	"262"	"3"	"276"	"3.1e-91"	"272"	"89"	"293"	"303"
"Np006G331390"	258	"AT2G07760.1"	"AT2G07760.1"	"other"	NA	"N0.HOG0000655"	"AT2G07760.1"	"OG0000071"	"AT2G07760.1, AT5G28823.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	"32.751"	"229"	"106"	"7"	"25"	"238"	"306"	"501"	"3.85e-19"	"85.9"	"83"	"259"	"530"
"Np006G331400"	477	"AT1G03490.1"	"AT1G03490.1"	"orthologue"	"AT1G03490.1"	"N0.HOG0003636"	"AT1G03490.1"	"OG0000861"	"AT1G02540.1, AT1G03490.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03490.1"	"38.462"	"208"	"85"	"5"	"10"	"208"	"3"	"176"	"3.25e-30"	"118"	"42"	"478"	"281"
"Np006G331410"	532	"AT2G40570.1"	"AT2G40570.1"	"orthologue"	"AT2G40570.1"	"N0.HOG0019527"	"AT2G40570.1"	"OG0013036"	"AT2G40570.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40570.1"	"83.114"	"533"	"77"	"7"	"1"	"532"	"1"	"521"	"0"	"890"	"99"	"533"	"521"
"Np006G331420"	304	"AT2G40500.1, AT2G40560.1"	"AT2G40500.1"	"other"	NA	NA	NA	"OG0000316"	"AT2G40500.1, AT2G40560.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40500.1"	"56.228"	"281"	"106"	"6"	"3"	"281"	"8"	"273"	"2.9e-100"	"296"	"91"	"305"	"295"
"Np006G331430"	592	"AT2G40550.1"	"AT2G40550.1"	"orthologue"	"AT2G40550.1"	"N0.HOG0021034"	"AT2G40550.1"	"OG0014490"	"AT2G40550.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40550.1"	"90.42"	"595"	"48"	"2"	"1"	"592"	"1"	"589"	"0"	"1108"	"99"	"593"	"589"
"Np006G331440"	789	"AT2G40540.1"	"AT2G40540.1"	"orthologue"	"AT2G40540.1"	"N0.HOG0015215"	"AT2G40540.1"	"OG0009056"	"AT2G40540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40540.1"	"94.598"	"796"	"34"	"5"	"1"	"789"	"1"	"794"	"0"	"1539"	"99"	"790"	"794"
"Np006G331450"	102	"AT2G40530.1"	"AT2G40530.1"	"orthologue"	"AT2G40530.1"	"N0.HOG0010265"	"AT2G40530.1"	"OG0004634"	"AT2G40530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40530.1"	"67.619"	"105"	"31"	"2"	"1"	"102"	"1"	"105"	"6.52e-36"	"117"	"99"	"103"	"105"
"Np006G331460"	475	"AT2G40520.1"	"AT2G40520.1"	"orthologue"	"AT2G40520.1"	"N0.HOG0004285"	"AT2G40520.1"	"OG0001152"	"AT2G40520.1, AT3G56320.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40520.1"	"61.331"	"481"	"163"	"4"	"17"	"475"	"23"	"502"	"0"	"598"	"96"	"476"	"502"
