"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El005G250670"	"AT3G14370.1"	"AT3G14370.1"	"AT3G14370.1"	"N0.HOG0006602"	"AT3G14370.1"	"OG0002327"	"AT1G53700.1, AT3G14370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14370.1"	94.191	482	26	2	1	482	1	480	0	870	99	483	480
"El005G250690"	"AT3G14380.1"	"AT3G14380.1"	"AT3G14380.1"	"N0.HOG0025182"	"AT3G14380.1"	"OG0018511"	"AT3G14380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14380.1"	77.528	178	40	0	1	178	1	178	1.04e-91	264	99	179	178
"El005G250710"	"AT3G14395.1"	"AT3G14395.1"	"AT3G14395.1"	"N0.HOG0016684"	"AT3G14395.1"	"OG0010422"	"AT3G14395.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14395.1"	79.73	74	14	1	1	73	1	74	1.43e-31	104	99	74	75
"El005G250720"	"AT3G14400.1"	"AT3G14400.1"	"AT3G14400.1"	"N0.HOG0015590"	"AT3G14400.1"	"OG0009412"	"AT3G14400.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14400.1"	85.036	695	69	7	1	694	1	661	0	1184	99	695	661
"El005G250730"	"AT3G14410.1"	"AT3G14410.1"	"AT3G14410.1"	"N0.HOG0008753"	"AT1G53660.3, AT3G14410.1"	"OG0003560"	"AT1G53660.3, AT3G14410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14410.1"	95.882	340	14	0	1	340	1	340	0	661	99	341	340
"El005G250740"	"AT3G14420.1"	"AT3G14420.1"	"AT3G14420.1"	"N0.HOG0002641"	"AT4G18360.1, AT3G14415.2, AT3G14420.1"	"OG0000499"	"AT3G14415.2, AT3G14420.1, AT4G18360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14420.1"	97.297	370	7	1	1	370	1	367	0	735	99	371	367
"El005G250750"	"AT3G14430.1"	"AT3G14430.1"	"AT3G14430.1"	"N0.HOG0016685"	"AT3G14430.1"	"OG0010423"	"AT3G14430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14430.1"	96.053	76	3	0	1	76	1	76	1.46e-48	147	99	77	76
"El005G250760"	"AT3G14440.1"	"AT3G14440.1"	"AT3G14440.1"	"N0.HOG0010833"	"AT3G14440.1"	"OG0005116"	"AT3G14440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14440.1"	94.816	598	31	0	1	598	1	598	0	1123	99	599	599
"El005G250780"	"AT3G14450.1"	"AT3G14450.1"	"AT3G14450.1"	"N0.HOG0019013"	"AT3G14450.1"	"OG0012556"	"AT3G14450.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14450.1"	89.349	338	25	4	1	338	1	327	0	582	99	339	327
"El005G250790"	"AT3G14460.1"	"AT3G14460.1"	"AT3G14460.1"	"N0.HOG0017739"	"AT3G14460.1"	"OG0011377"	"AT3G14460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14460.1"	88.741	1430	149	6	1	1424	1	1424	0	2550	99	1425	1424
"El005G250800"	"AT3G14470.1"	"AT3G14470.1"	"AT3G14470.1"	"N0.HOG0016686"	"AT3G14470.1"	"OG0010424"	"AT3G14470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14470.1"	90.077	1038	100	2	3	1037	4	1041	0	1914	98	1053	1054
"El005G250810"	"AT3G14480.1"	"AT3G14480.1"	"AT3G14480.1"	"N0.HOG0026795"	"AT3G14480.1"	"OG0019964"	"AT3G14480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14480.1"	60	135	49	1	1	130	1	135	1.6e-28	103	82	158	175
"El005G250820"	"AT3G29410.1, AT1G31950.3, AT3G14520.1, AT3G14540.1"	"AT3G14520.1"	NA	"N0.HOG0002122"	"AT3G29410.1, AT1G31950.3, AT3G14520.1, AT3G14540.1"	"OG0000351"	"AT1G31950.3, AT1G33750.1, AT3G14490.1, AT3G14520.1, AT3G14540.1, AT3G29410.1, AT3G32030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14520.1"	75.822	608	137	2	1	601	1	605	0	960	99	602	605
"El005G250830"	"AT3G32030.1"	"AT3G32030.1"	"AT3G32030.1"	"N0.HOG0002121"	"AT3G32030.1"	"OG0000351"	"AT1G31950.3, AT1G33750.1, AT3G14490.1, AT3G14520.1, AT3G14540.1, AT3G29410.1, AT3G32030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G32030.1"	78.642	604	128	1	1	603	1	604	0	988	99	604	604
"El005G250850"	"AT3G14550.1, AT3G14530.1"	"AT3G14550.1"	"AT3G14550.1, AT3G14530.1"	"N0.HOG0009302"	"AT3G14550.1, AT3G14530.1, AT3G29430.1, AT3G32040.1, AT3G14510.1"	"OG0003911"	"AT3G14510.1, AT3G14530.1, AT3G14550.1, AT3G29430.1, AT3G32040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14550.1"	88.333	360	42	0	1	360	1	360	0	602	99	361	360
"El005G250860"	"AT3G14560.1"	"AT3G14560.1"	"AT3G14560.1"	"N0.HOG0015591"	"AT3G14560.1"	"OG0009413"	"AT3G14560.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14560.1"	85.897	156	19	3	1	155	1	154	3.1e-92	264	99	156	154
"El005G250870"	"AT3G14570.1"	"AT3G14570.1"	"AT3G14570.1"	"N0.HOG0024035"	"AT3G14570.1"	"OG0017420"	"AT3G14570.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14570.1"	96.107	1978	75	2	1	1978	1	1976	0	3956	99	1979	1976
"El005G250880"	"AT3G14580.1"	"AT3G14580.1"	"AT3G14580.1"	"N0.HOG0024036"	"AT3G14580.1"	"OG0017421"	"AT3G14580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14580.1"	90.64	406	36	2	1	405	1	405	0	746	99	411	405
"El005G250890"	"AT3G14590.2"	"AT3G14590.2"	"AT3G14590.2"	"N0.HOG0020815"	"AT3G14590.2"	"OG0014274"	"AT3G14590.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14590.2"	88.451	762	62	4	1	762	1	736	0	1337	99	766	737
"El005G250910"	"AT3G14595.1"	"AT3G14595.1"	"AT3G14595.1"	"N0.HOG0013285"	"AT3G14595.1"	"OG0007247"	"AT3G14595.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14595.1"	76.596	141	24	5	1	141	1	132	2.25e-61	184	99	142	132
"El005G250920"	"AT3G14600.1"	"AT3G14600.1"	"AT3G14600.1"	"N0.HOG0002906"	"AT3G14600.1, AT2G34480.2, AT1G29965.1"	"OG0000585"	"AT1G29965.1, AT2G34480.2, AT3G14600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14600.1"	96.629	178	6	0	1	178	1	178	1.5e-130	362	99	179	178
"El005G250930"	"AT3G28216.1"	"AT3G28216.1"	"AT3G28216.1"	"N0.HOG0013446"	"AT3G28216.1"	"OG0007397"	"AT3G28216.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"El005G250940"	"AT3G14610.1"	"AT3G14610.1"	"AT3G14610.1"	"N0.HOG0011787"	"AT3G14610.1"	"OG0005927"	"AT3G14610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14610.1"	91.903	494	40	0	20	513	19	512	0	972	96	514	512
"El005G250950"	"AT3G14620.1"	"AT3G14620.1"	"AT3G14620.1"	"N0.HOG0025922"	"AT3G14620.1"	"OG0019186"	"AT3G14620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14620.1"	91.65	515	43	0	1	515	1	515	0	962	99	516	515
"El005G250960"	"AT3G14630.2"	"AT3G14630.2"	"AT3G14630.2"	"N0.HOG0026159"	"AT3G14630.2"	"OG0019403"	"AT3G14630.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14630.2"	91.732	508	42	0	1	508	56	563	0	987	99	509	563
"El005G250970"	"AT3G14640.2, AT3G14680.1"	"AT3G14680.1"	"AT3G14640.2, AT3G14680.1"	"N0.HOG0001908"	"AT3G14690.2, AT3G14650.1, AT3G14660.1, AT3G14640.2, AT3G14680.1"	"OG0000295"	"AT3G14640.2, AT3G14650.1, AT3G14660.1, AT3G14680.1, AT3G14690.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14690.2"	82.422	512	90	0	1	512	36	547	0	905	99	513	547
"El005G250980"	"AT3G14650.1, AT3G14660.1"	"AT3G14660.1"	"AT3G14650.1, AT3G14660.1"	"N0.HOG0001908"	"AT3G14690.2, AT3G14650.1, AT3G14660.1, AT3G14640.2, AT3G14680.1"	"OG0000295"	"AT3G14640.2, AT3G14650.1, AT3G14660.1, AT3G14680.1, AT3G14690.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14690.2"	87.109	512	66	0	1	512	36	547	0	946	99	513	547
"El005G250990"	"AT3G14690.2"	"AT3G14690.2"	"AT3G14690.2"	"N0.HOG0001908"	"AT3G14690.2, AT3G14650.1, AT3G14660.1, AT3G14640.2, AT3G14680.1"	"OG0000295"	"AT3G14640.2, AT3G14650.1, AT3G14660.1, AT3G14680.1, AT3G14690.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14690.2"	91.797	512	42	0	1	512	36	547	0	993	99	513	547
"El005G251000"	"AT3G14700.1"	"AT3G14700.1"	"AT3G14700.1"	"N0.HOG0025923"	"AT3G14700.1"	"OG0019187"	"AT3G14700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14700.1"	67.782	239	36	7	1	233	1	204	4.84e-93	271	99	234	204
"El005G251010"	"AT3G14710.1"	"AT3G14710.1"	"AT3G14710.1"	"N0.HOG0026252"	"AT3G14710.1"	"OG0019484"	"AT3G14710.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14710.1"	80.449	445	84	1	1	445	1	442	0	713	99	446	442
"El005G251030"	"AT3G14720.1"	"AT3G14720.1"	"AT3G14720.1"	"N0.HOG0015592"	"AT3G14720.1"	"OG0009414"	"AT3G14720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14720.1"	95.819	598	25	0	1	598	1	598	0	1194	99	599	598
"El005G251040"	"AT3G14730.1"	"AT3G14730.1"	"AT3G14730.1"	"N0.HOG0025476"	"AT3G14730.1"	"OG0018781"	"AT3G14730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14730.1"	89.28	653	69	1	1	652	1	653	0	1217	99	653	653
"El005G251100"	"AT3G14750.1"	"AT3G14750.1"	"AT3G14750.1"	"N0.HOG0019014"	"AT3G14750.1"	"OG0012557"	"AT3G14750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14750.1"	91.401	314	23	1	1	310	1	314	0	546	95	325	331
"El005G251110"	"AT3G14760.1"	"AT3G14760.1"	"AT3G14760.1"	"N0.HOG0022805"	"AT3G14760.1"	"OG0016228"	"AT3G14760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14760.1"	90.476	168	16	0	1	168	1	168	4.5e-110	310	99	169	168
"El005G251120"	"AT3G14770.1"	"AT3G14770.1"	"AT3G14770.1"	"N0.HOG0011788"	"AT3G14770.1"	"OG0005928"	"AT3G14770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14770.1"	96.61	236	8	0	1	236	1	236	2e-169	466	99	237	236
"El005G251130"	"AT3G14780.1"	"AT3G14780.1"	"AT3G14780.1"	"N0.HOG0026891"	"AT3G14780.1"	"OG0020051"	"AT3G14780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14780.1"	71.387	346	86	4	2	345	3	337	4.57e-168	471	99	346	347
"El005G251140"	"AT3G14790.2"	"AT3G14790.2"	"AT3G14790.2"	"N0.HOG0002716"	"AT3G14790.2"	"OG0000525"	"AT1G53500.1, AT1G78570.1, AT3G14790.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14790.2"	97.59	664	16	0	1	664	4	667	0	1356	99	665	667
"El005G251150"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42170.1"	33.593	643	393	8	12	650	62	674	9.98e-122	377	96	669	696
"El005G251160"	"AT3G14810.1"	"AT3G14810.1"	"AT3G14810.1"	"N0.HOG0016687"	"AT3G14810.1"	"OG0010425"	"AT3G14810.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14810.1"	88.375	886	85	8	2	876	3	881	0	1479	99	877	881
"El005G251170"	"AT3G14820.1"	"AT3G14820.1"	"AT3G14820.1"	"N0.HOG0023289"	"AT3G14820.1"	"OG0016680"	"AT3G14820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14820.1"	84.9	351	51	1	1	349	1	351	0	617	99	350	351
"El005G251180"	"AT3G14830.1"	"AT3G14830.1"	"AT3G14830.1"	"N0.HOG0007866"	"AT1G53450.1, AT3G14830.1"	"OG0003004"	"AT1G53450.1, AT3G14830.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14830.1"	93.277	476	28	1	1	472	1	476	0	893	99	473	476
"El005G251190"	"AT3G14840.2"	"AT3G14840.2"	"AT3G14840.2"	"N0.HOG0003569"	"AT3G14840.2, AT1G53420.1"	"OG0000833"	"AT1G53420.1, AT3G14840.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14840.2"	86.033	1031	129	10	1	1027	1	1020	0	1779	99	1028	1020
"El005G251200"	"AT3G14850.2"	"AT3G14850.2"	"AT3G14850.2"	"N0.HOG0008754"	"AT3G14850.2"	"OG0003561"	"AT3G14850.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14850.2"	90.704	355	30	3	1	352	1	355	0	638	99	353	356
"El005G251210"	"AT3G14860.2"	"AT3G14860.2"	"AT3G14860.2"	"N0.HOG0022806"	"AT3G14860.2"	"OG0016229"	"AT3G14860.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14860.2"	91.075	493	41	3	1	490	1	493	0	927	99	491	493
"El005G251220"	"AT3G14870.1"	"AT3G14870.1"	"AT3G14870.1"	"N0.HOG0006136"	"AT3G14870.1"	"OG0002073"	"AT1G53380.1, AT3G14870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14870.1"	88.11	471	53	3	1	468	5	475	0	845	99	469	475
"El005G251230"	"AT3G14880.1"	"AT3G14880.1"	"AT3G14880.1"	"N0.HOG0020816"	"AT3G14880.1"	"OG0014275"	"AT3G14880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14880.1"	91.803	244	20	0	1	244	1	244	8.98e-169	464	99	245	244
"El005G251240"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G35620.1"	87.5	32	4	0	17	48	39	70	5.64e-17	73.2	38	84	440
"El005G251250"	"AT3G14890.1"	"AT3G14890.1"	"AT3G14890.1"	"N0.HOG0014431"	"AT3G14890.1"	"OG0008308"	"AT3G14890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14890.1"	77.632	684	131	7	5	668	9	690	0	1002	99	670	694
"El005G251260"	"AT3G14900.1"	"AT3G14900.1"	"AT3G14900.1"	"N0.HOG0020817"	"AT3G14900.1"	"OG0014276"	"AT3G14900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14900.1"	93.944	611	32	1	1	606	1	611	0	1086	99	607	611
"El005G251270"	"AT3G14910.1"	"AT3G14910.1"	"AT3G14910.1"	"N0.HOG0017741"	"AT3G14910.1"	"OG0011379"	"AT3G14910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14910.1"	96.264	455	17	0	1	455	1	455	0	903	99	456	455
"El005G251280"	"AT3G14920.1"	"AT3G14920.1"	"AT3G14920.1"	"N0.HOG0010382"	"AT3G14920.1"	"OG0004731"	"AT3G14920.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14920.1"	85.738	610	85	2	1	609	1	609	0	1099	99	610	609
"El005G251290"	"AT3G14930.1"	"AT3G14930.1"	"AT3G14930.1"	"N0.HOG0020818"	"AT3G14930.1"	"OG0014277"	"AT3G14930.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14930.1"	95.204	417	20	0	1	417	1	417	0	805	99	419	418
"El005G251300"	"AT3G14940.1"	"AT3G14940.1"	"AT3G14940.1"	"N0.HOG0002911"	"AT3G14940.1"	"OG0000588"	"AT1G53310.1, AT2G42600.1, AT3G14940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14940.1"	98.554	968	14	0	1	968	1	968	0	1976	99	969	968
"El005G251310"	"AT3G14950.1"	"AT3G14950.1"	"AT3G14950.1"	"N0.HOG0011871"	"AT3G14950.1"	"OG0005996"	"AT3G14950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14950.1"	77.151	744	145	8	2	737	4	730	0	1100	99	738	730
"El005G251320"	"AT3G14960.1"	"AT3G14960.1"	"AT3G14960.1"	"N0.HOG0005877"	"AT3G14960.1"	"OG0001951"	"AT1G53290.1, AT3G14960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14960.1"	93.586	343	22	0	1	343	1	343	0	667	99	344	343
"El005G251330"	"AT3G14970.1"	"AT3G14970.1"	"AT3G14970.1"	"N0.HOG0004131"	"AT3G14970.1, AT3G15740.1"	"OG0001076"	"AT3G14970.1, AT3G15740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14970.1"	65.487	226	72	4	1	226	1	220	8.06e-92	268	99	227	220
"El005G251340"	"AT3G14980.1"	"AT3G14980.1"	"AT3G14980.1"	"N0.HOG0017742"	"AT3G14980.1"	"OG0011380"	"AT3G14980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14980.1"	87.154	1191	146	4	6	1195	5	1189	0	2086	99	1196	1189
"El005G251360"	"AT5G41820.1"	"AT5G41820.1"	"AT5G41820.1"	"N0.HOG0026854"	"AT5G41820.1"	"OG0020016"	"AT5G41820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41820.1"	73.706	715	134	17	1	689	1	687	0	991	99	690	687
"El005G251390"	"AT3G14990.1"	"AT3G14990.1"	"AT3G14990.1"	"N0.HOG0009537"	"AT3G14990.1"	"OG0004070"	"AT3G14990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14990.1"	94.643	392	21	0	1	392	1	392	0	733	99	393	392
"El005G251400"	"AT3G15000.1"	"AT3G15000.1"	"AT3G15000.1"	"N0.HOG0007894"	"AT3G15000.1"	"OG0003019"	"AT3G15000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15000.1"	78.708	418	46	6	1	398	1	395	0	538	99	399	395
"El005G251410"	"AT3G15010.1"	"AT3G15010.1"	"AT3G15010.1"	"N0.HOG0008407"	"AT3G15010.1"	"OG0003339"	"AT3G15010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15010.1"	86.265	415	36	5	1	405	1	404	0	579	99	406	404
"El005G251420"	"AT3G15020.1"	"AT3G15020.1"	"AT3G15020.1"	"N0.HOG0006907"	"AT3G15020.1"	"OG0002478"	"AT1G53240.1, AT3G15020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15020.1"	95.894	341	14	0	1	341	1	341	0	661	99	342	341
"El005G251430"	"AT3G15030.1"	"AT3G15030.1"	"AT3G15030.1"	"N0.HOG0011300"	"AT3G15030.1"	"OG0005510"	"AT3G15030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15030.1"	91.587	416	20	10	1	411	15	420	0	635	99	412	420
"El005G251440"	"AT3G15040.1"	"AT3G15040.1"	"AT3G15040.1"	"N0.HOG0010383"	"AT3G15040.1"	"OG0004732"	"AT3G15040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15040.1"	90.283	247	18	4	1	245	1	243	5.09e-126	357	99	246	243
"El005G251450"	"AT3G15050.1"	"AT3G15050.1"	"AT3G15050.1"	"N0.HOG0024037"	"AT3G15050.1"	"OG0017422"	"AT3G15050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15050.1"	91.288	264	16	3	1	262	1	259	1.04e-173	479	99	265	259
"El005G251460"	"AT3G15060.1"	"AT3G15060.1"	"AT3G15060.1"	"N0.HOG0002481"	"AT3G15060.1"	"OG0000447"	"AT1G28550.1, AT2G33870.1, AT3G15060.1, AT5G60860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15060.1"	97.696	217	5	0	1	217	1	217	2.28e-158	436	99	218	217
"El005G251470"	"AT3G15070.1"	"AT3G15070.1"	"AT3G15070.1"	"N0.HOG0015594"	"AT3G15070.1"	"OG0009416"	"AT3G15070.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15070.1"	80.404	495	73	8	1	481	1	485	0	769	98	492	486
"El005G251480"	"AT3G15080.1"	"AT3G15080.1"	"AT3G15080.1"	"N0.HOG0022807"	"AT3G15080.1"	"OG0016230"	"AT3G15080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15080.1"	89.855	276	26	2	1	275	1	275	6.98e-164	455	99	276	275
"El005G251490"	"AT3G15090.1"	"AT3G15090.1"	"AT3G15090.1"	"N0.HOG0014432"	"AT3G15090.1"	"OG0008309"	"AT3G15090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15090.1"	95.902	366	15	0	1	366	1	366	0	721	99	367	366
"El005G251500"	"AT2G28590.1"	"AT2G28590.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G28590.1"	95.455	44	2	0	21	64	103	146	5.17e-24	92	64	69	424
"El005G251510"	"AT3G15095.1"	"AT3G15095.1"	"AT3G15095.1"	"N0.HOG0015595"	"AT3G15095.1"	"OG0009417"	"AT3G15095.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15095.1"	83.697	687	80	12	1	668	1	674	0	889	98	679	684
"El005G251520"	"AT3G15110.1"	"AT3G15110.1"	"AT3G15110.1"	"N0.HOG0017743"	"AT3G15110.1"	"OG0011381"	"AT3G15110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15110.1"	83.394	277	32	4	1	274	1	266	5.51e-151	422	99	275	266
"El005G251530"	"AT3G15115.1"	"AT3G15115.1"	"AT3G15115.1"	"N0.HOG0015596"	"AT3G15115.1"	"OG0009418"	"AT3G15115.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15115.1"	83.529	340	49	6	1	334	1	339	0	523	99	335	339
"El005G251540"	"AT4G03566.1"	"AT4G03566.1"	"AT4G03566.1"	"N0.HOG0001782"	"AT5G19270.1, AT4G03566.1"	"OG0000265"	"AT4G03566.1, AT5G19270.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03566.1"	47.333	150	79	0	5	154	1	150	4.15e-48	155	62	242	150
"El005G251550"	"AT3G15120.2"	"AT3G15120.2"	"AT3G15120.2"	"N0.HOG0024774"	"AT3G15120.2"	"OG0018122"	"AT3G15120.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15120.2"	85.541	1978	215	8	1	1921	1	1964	0	3377	99	1922	1964
"El005G251560"	"AT3G15130.1"	"AT3G15130.1"	"AT3G15130.1"	"N0.HOG0022552"	"AT3G15130.1"	"OG0015977"	"AT3G15130.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15130.1"	90.131	689	68	0	1	689	1	689	0	1293	99	690	689
"El005G251570"	"AT3G15140.1"	"AT3G15140.1"	"AT3G15140.1"	"N0.HOG0024038"	"AT3G15140.1"	"OG0017423"	"AT3G15140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15140.1"	89.318	337	26	1	1	327	1	337	0	599	99	328	337
"El005G251580"	"AT3G15150.1"	"AT3G15150.1"	"AT3G15150.1"	"N0.HOG0020819"	"AT3G15150.1"	"OG0014278"	"AT3G15150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15150.1"	91.566	249	21	0	1	249	1	249	5.4e-174	478	99	250	249
"El005G251590"	"AT3G15160.1"	"AT3G15160.1"	"AT3G15160.1"	"N0.HOG0024039"	"AT3G15160.1"	"OG0017424"	"AT3G15160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15160.1"	96.441	562	20	0	1	562	1	562	0	1107	99	563	562
"El005G251600"	"AT3G15170.1"	"AT3G15170.1"	"AT3G15170.1"	"N0.HOG0010016"	"AT3G15170.1"	"OG0004440"	"AT3G15170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15170.1"	89.068	311	29	3	1	307	1	310	4.4e-178	493	99	308	310
"El005G251610"	"AT3G15180.2"	"AT3G15180.2"	"AT3G15180.2"	"N0.HOG0019015"	"AT3G15180.2"	"OG0012558"	"AT3G15180.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15180.2"	88.022	551	34	1	1	519	1	551	0	976	99	520	551
"El005G251620"	"AT3G15190.1"	"AT3G15190.1"	"AT3G15190.1"	"N0.HOG0010834"	"AT3G15190.1"	"OG0005117"	"AT3G15190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15190.1"	94.554	202	11	0	1	202	1	202	7.96e-137	380	99	203	202
"El005G251630"	"AT3G15200.1"	"AT3G15200.1"	"AT3G15200.1"	"N0.HOG0019016"	"AT3G15200.1"	"OG0012559"	"AT3G15200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15200.1"	86.981	530	62	2	1	530	1	523	0	956	99	531	523
"El005G251640"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	27.306	542	350	16	221	750	158	667	1.19e-53	198	64	823	726
"El005G251670"	"AT3G15210.1"	"AT3G15210.1"	"AT3G15210.1"	"N0.HOG0004406"	"AT3G15210.1"	"OG0001205"	"AT1G53170.1, AT3G15210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15210.1"	90.541	222	17	2	1	218	1	222	7.99e-124	349	99	219	222
"El005G251690"	"AT3G15220.1"	"AT3G15220.1"	"AT3G15220.1"	"N0.HOG0006887"	"AT3G15220.1"	"OG0002468"	"AT1G53165.3, AT3G15220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15220.1"	91.159	690	61	0	1	690	1	690	0	1268	99	691	690
"El005G251700"	"AT3G15240.2"	"AT3G15240.2"	"AT3G15240.2"	NA	NA	"OG0012560"	"AT3G15240.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15240.2"	93.733	367	16	3	1	365	1	362	0	644	99	366	362
"El005G251710"	"AT3G15250.1"	"AT3G15250.1"	"AT3G15250.1"	"N0.HOG0023162"	"AT3G15250.1"	"OG0016570"	"AT3G15250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15250.1"	76.991	226	48	2	1	222	1	226	7.52e-98	283	99	223	226
