"Arabis_alpina"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Aa_G571540.h1.t1"	"AT5G55850.2"	"AT5G55850.2"	"AT5G55850.2"	"N0.HOG0010139"	"AT5G55850.2"	"OG0004531"	"AT5G55850.2"	"AT5G55850.2"	79	130	91	55	72	80.556	118	"AT5G55850.2"	80.556	72	14	0	3	74	19	90	2.78e-36	118	91	79	130
"Aa_G571550.h1.t1"	"AT5G55840.1"	"AT5G55840.1"	"AT5G55840.1"	"N0.HOG0023394"	"AT5G55840.1"	"OG0016785"	"AT5G55840.1"	"AT5G55840.1"	1078	1136	99	95	1077	86.165	1935	"AT5G55840.1"	86.165	1077	149	0	1	1077	59	1135	0	1935	99	1078	1136
"Aa_G571560.h1.t1"	"AT5G55830.1"	"AT5G55830.1"	"AT5G55830.1"	"N0.HOG0025389"	"AT5G55830.1"	"OG0018695"	"AT5G55830.1"	"AT5G55830.1"	654	681	99	96	658	90.578	1216	"AT5G55830.1"	90.578	658	53	6	2	654	28	681	0	1216	99	654	681
"Aa_G571570.h1.t1"	"AT5G55820.1"	"AT5G55820.1"	"AT5G55820.1"	"N0.HOG0016033"	"AT5G55820.1"	"OG0009802"	"AT5G55820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55820.1"	67.303	1832	416	17	1	1727	32	1785	0	2149	99	1738	1826
"Aa_G571580.h1.t1"	"AT5G55810.2"	"AT5G55810.2"	"AT5G55810.2"	"N0.HOG0011001"	"AT5G55810.2"	"OG0005250"	"AT5G55810.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55810.2"	58.636	220	65	4	1	194	43	262	1.42e-79	238	99	196	264
"Aa_G571690.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01410.1"	34.4	125	78	3	802	923	157	280	1.56e-10	63.5	10	1266	294
"Aa_G571720.h1.t1"	"AT3G24530.1"	"AT3G24530.1"	"AT3G24530.1"	"N0.HOG0018395"	"AT3G24530.1"	"OG0011975"	"AT3G24530.1"	"AT3G24530.1"	481	481	100	100	481	94.595	948	"AT3G24530.1"	94.595	481	26	0	1	481	1	481	0	948	100	481	481
"Aa_G571830.h1.t1"	"AT3G01500.2"	"AT3G01500.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01500.2"	94.595	185	10	0	1	185	163	347	3.87e-130	368	100	185	347
"Aa_G571850.h1.t1"	"AT1G47845.1, AT1G47840.1"	"AT1G47840.1"	"AT1G47845.1, AT1G47840.1"	"N0.HOG0015782"	"AT1G47845.1, AT1G47840.1"	"OG0009588"	"AT1G47840.1, AT1G47845.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47840.1"	74.409	465	98	2	1	445	30	493	0	700	100	445	493
"Aa_G571960.h1.t1"	"AT5G24740.3"	"AT5G24740.3"	"AT5G24740.3"	"N0.HOG0023924"	"AT5G24740.3"	"OG0017309"	"AT5G24740.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G24740.3"	82.192	73	13	0	1	73	1385	1457	6.91e-35	126	57	129	3521
"Aa_G571970.h1.t1"	"AT1G43580.1"	"AT1G43580.1"	"AT1G43580.1"	"N0.HOG0021625"	"AT1G43580.1"	"OG0015062"	"AT1G43580.1"	"AT1G43580.1"	424	421	98	99	418	86.603	747	"AT1G43580.1"	86.603	418	55	1	8	424	4	421	0	747	98	424	421
"Aa_G572080.h1.t1"	"AT1G05080.1, AT1G22000.1, AT1G26890.1, AT3G10750.1, AT3G49480.2, AT3G53550.1, AT5G44850.1, AT5G52460.1"	"AT5G44850.1"	NA	NA	NA	"OG0000038"	"AT1G05080.1, AT1G22000.1, AT1G26890.1, AT3G10750.1, AT3G49480.2, AT3G53550.1, AT5G44850.1, AT5G52460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44850.1"	53.333	150	56	5	1	138	182	329	9.47e-34	120	95	145	331
"Aa_G572090.h1.t1"	"AT1G62085.1"	"AT1G62085.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G62085.1"	64.208	461	142	2	1	438	1	461	0	565	99	442	461
"Aa_G57210.h1.t1"	"AT1G33980.2"	"AT1G33980.2"	"AT1G33980.2"	"N0.HOG0009209"	"AT1G33980.2"	"OG0003849"	"AT1G33980.2"	"AT1G33980.2"	489	484	100	100	491	81.466	738	"AT1G33980.2"	82.281	491	78	5	1	489	1	484	0	756	100	489	484
"Aa_G572100.h1.t1"	"AT1G11755.1"	"AT1G11755.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G11755.1"	54.15	253	109	4	4	254	7	254	8.99e-87	258	99	254	254
"Aa_G57220.h1.t1"	"AT1G33990.1"	"AT1G33990.1"	"AT1G33990.1"	"N0.HOG0006242"	"AT4G09900.1, AT1G33990.1"	"OG0002129"	"AT1G33990.1, AT4G09900.1"	"AT1G33990.1"	345	348	100	100	349	94.556	677	"AT1G33990.1"	94.556	349	14	2	1	345	1	348	0	677	100	345	348
"Aa_G572210.h1.t1"	"AT4G15450.1"	"AT4G15450.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G15450.1"	54	50	12	1	13	51	268	317	8.22e-10	51.6	67	58	381
"Aa_G57230.h1.t1"	"AT1G34000.1"	"AT1G34000.1"	"AT1G34000.1"	"N0.HOG0013750"	"AT1G34000.1"	"OG0007666"	"AT1G34000.1"	"AT1G34000.1"	174	172	100	100	174	81.609	241	"AT1G34000.1"	87.006	177	15	4	1	174	1	172	1.92e-88	256	100	174	172
"Aa_G572320.h1.t1"	"AT4G21010.1, AT4G20330.1"	"AT4G20330.1"	"AT4G21010.1, AT4G20330.1"	"N0.HOG0008488"	"AT4G21010.1, AT4G20330.1"	"OG0003395"	"AT4G20330.1, AT4G21010.1"	"AT4G20330.1"	285	286	100	100	287	72.822	397	"AT4G20330.1"	72.822	287	75	2	1	285	1	286	1.13e-140	397	100	285	286
"Aa_G57240.h1.t1"	"AT1G34010.2"	"AT1G34010.2"	"AT1G34010.2"	"N0.HOG0012036"	"AT1G34010.2"	"OG0006139"	"AT1G34010.2"	"AT1G34010.2"	190	247	100	74	194	75.773	288	"AT1G34010.2"	75.773	194	31	4	1	190	66	247	5.18e-100	288	100	190	247
"Aa_G57250.h1.t1"	"AT1G34020.1"	"AT1G34020.1"	"AT1G34020.1"	"N0.HOG0008670"	"AT4G09810.1, AT1G34020.1"	"OG0003504"	"AT1G34020.1, AT4G09810.1"	"AT1G34020.1"	335	335	100	100	335	97.313	674	"AT1G34020.1"	97.313	335	9	0	1	335	1	335	0	674	100	335	335
"Aa_G572540.h1.t1"	"AT5G28370.1, AT5G28460.1, AT3G61520.1"	"AT3G61520.1"	"AT5G28370.1, AT5G28460.1, AT3G61520.1"	"N0.HOG0016829"	"AT5G28370.1, AT5G28460.1, AT3G61520.1"	"OG0010562"	"AT3G61520.1, AT5G28370.1, AT5G28460.1"	"AT3G61520.1"	762	766	99	99	762	78.871	1231	"AT3G61520.1"	79.265	762	153	3	1	759	1	760	0	1235	99	762	766
"Aa_G572550.h1.t1"	"AT3G61540.1"	"AT3G61540.1"	"AT3G61540.1"	"N0.HOG0021061"	"AT3G61540.1"	"OG0014516"	"AT3G61540.1"	"AT3G61540.1"	460	515	99	88	454	88.326	843	"AT3G61540.1"	88.326	454	50	1	7	460	65	515	0	843	99	460	515
"Aa_G572560.h1.t1"	"AT3G61550.1"	"AT3G61550.1"	"AT3G61550.1"	"N0.HOG0023068"	"AT3G61550.1"	"OG0016487"	"AT3G61550.1"	"AT3G61550.1"	221	212	90	92	200	85	323	"AT3G61550.1"	86	200	21	4	23	221	19	212	4.67e-114	324	90	221	212
"Aa_G572570.h1.t1"	"AT3G61560.1"	"AT3G61560.1"	"AT3G61560.1"	"N0.HOG0007025"	"AT3G61560.1"	"OG0002542"	"AT2G46170.1, AT3G61560.1"	"AT3G61560.1"	255	253	100	100	255	89.804	429	"AT3G61560.1"	89.804	255	24	1	1	255	1	253	1.4e-154	429	100	255	253
"Aa_G572580.h1.t1"	"AT3G61570.1"	"AT3G61570.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G61570.1"	79.577	142	26	1	126	264	280	421	4.2e-67	220	53	264	712
"Aa_G57260.h1.t1"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41240.1"	44.934	227	104	9	3	215	210	429	1.08e-47	164	99	216	591
"Aa_G57270.h1.t1"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47680.1"	44.444	279	121	6	51	302	30	301	1.13e-62	200	83	303	302
"Aa_G572720.h1.t1"	"AT1G61150.1"	"AT1G61150.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G61150.1"	61.333	75	29	0	1	75	152	226	5.36e-26	96.3	76	99	243
"Aa_G572730.h1.t1"	"AT1G11112.1"	"AT1G11112.1"	"AT1G11112.1"	"N0.HOG0019419"	"AT1G11112.1"	"OG0012928"	"AT1G11112.1"	"AT1G11112.1"	77	78	100	100	79	87.342	113	"AT1G11112.1"	87.342	79	7	2	1	77	1	78	3.51e-35	114	100	77	78
"Aa_G572740.h1.t1"	"AT1G11120.1"	"AT1G11120.1"	NA	"N0.HOG0008646"	"AT1G11120.1"	"OG0003490"	"AT1G11120.1"	"AT1G11120.1"	158	187	100	100	188	73.936	232	"AT1G11120.1"	73.936	188	18	4	1	158	1	187	4.83e-79	232	100	158	187
"Aa_G572750.h1.t1"	"AT1G11125.1"	"AT1G11125.1"	"AT1G11125.1"	"N0.HOG0004551"	"AT1G11125.1"	"OG0001276"	"AT1G11125.1, AT1G61170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G11125.1"	70.522	268	54	8	1	246	1	265	1.62e-115	331	100	246	265
"Aa_G572760.h1.t1"	"AT1G11130.1"	"AT1G11130.1"	"AT1G11130.1"	"N0.HOG0013540"	"AT1G11130.1"	"OG0007477"	"AT1G11130.1"	"AT1G11130.1"	689	768	100	60	463	89.291	869	"AT1G11130.1"	89.291	691	71	3	1	689	79	768	0	1203	100	689	768
"Aa_G572770.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09110.1"	37.209	86	49	1	3	83	143	228	1.52e-14	68.2	61	133	343
"Aa_G57280.h1.t1"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47680.1"	46.367	289	127	8	34	301	20	301	1e-69	218	89	302	302
"Aa_G572880.h1.t1"	"AT4G29980.1"	"AT4G29980.1"	"AT4G29980.1"	"N0.HOG0024859"	"AT4G29980.1"	"OG0018207"	"AT4G29980.1"	"AT4G29980.1"	130	169	95	73	124	79.839	196	"AT4G29980.1"	79.839	124	25	0	1	124	43	166	1.49e-65	196	95	130	169
"Aa_G57290.h1.t1"	"AT5G41550.1"	"AT5G41550.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41550.1"	78.899	109	23	0	8	116	48	156	3.86e-53	178	87	125	1085
"Aa_G57300.h1.t1"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47680.1"	42.403	283	138	10	28	294	28	301	1.77e-52	173	91	295	302
"Aa_G573000.h1.t1"	"AT1G56660.1"	"AT1G56660.1"	"AT1G56660.1"	"N0.HOG0023346"	"AT1G56660.1"	"OG0016737"	"AT1G56660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G56660.1"	56.19	105	22	4	438	542	442	522	1.56e-10	63.2	19	542	522
"Aa_G573010.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57000.1"	73.438	64	14	1	13	76	5	65	9.1e-24	92.8	31	208	187
"Aa_G57310.h1.t1"	"AT4G09800.1"	"AT4G09800.1"	"AT4G09800.1"	"N0.HOG0003181"	"AT1G34030.1, AT1G22780.1, AT4G09800.1"	"OG0000689"	"AT1G22780.1, AT1G34030.1, AT4G09800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G09800.1, AT1G34030.1, AT1G22780.1"	97.368	152	4	0	1	152	1	152	3.33e-109	306	100	152	152
"Aa_G57310.h2.t1"	"AT4G09800.1"	"AT4G09800.1"	"AT4G09800.1"	"N0.HOG0003181"	"AT1G34030.1, AT1G22780.1, AT4G09800.1"	"OG0000689"	"AT1G22780.1, AT1G34030.1, AT4G09800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G09800.1, AT1G34030.1, AT1G22780.1"	97.368	152	4	0	1	152	1	152	3.33e-109	306	100	152	152
"Aa_G573130.h1.t1"	"AT4G13030.3"	"AT4G13030.3"	"AT4G13030.3"	"N0.HOG0023559"	"AT4G13030.3"	"OG0016947"	"AT4G13030.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13030.3"	49.749	398	129	7	132	469	96	482	1.55e-113	342	72	469	482
"Aa_G573140.h1.t1"	"AT4G10320.1"	"AT4G10320.1"	NA	NA	NA	"OG0003568"	"AT4G10320.1"	"AT4G10320.1"	1176	1190	100	100	1190	86.723	2128	"AT4G10320.1"	86.723	1190	144	2	1	1176	1	1190	0	2153	100	1176	1190
"Aa_G57320.h1.t1"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	53.077	130	59	1	718	845	3	132	2.39e-38	140	10	1338	158
"Aa_G573260.h1.t1"	"AT1G44110.1"	"AT1G44110.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G44110.1"	92.063	63	5	0	31	93	308	370	1.3e-36	127	65	97	460
"Aa_G573270.h1.t1"	"AT3G60470.1"	"AT3G60470.1"	"AT3G60470.1"	"N0.HOG0001302"	"AT3G60470.1"	"OG0000162"	"AT1G65985.1, AT1G67150.2, AT2G28580.2, AT2G44930.1, AT3G60470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60470.1"	54.762	546	141	7	1	467	22	540	0	555	100	467	540
"Aa_G573280.h1.t1"	"AT4G11120.1"	"AT4G11120.1"	"AT4G11120.1"	"N0.HOG0020290"	"AT4G11120.1"	"OG0013773"	"AT4G11120.1"	"AT4G11120.1"	384	395	100	100	395	84.051	662	"AT4G11120.1"	84.051	395	52	3	1	384	1	395	0	662	100	384	395
"Aa_G573290.h1.t1"	"AT4G11110.1"	"AT4G11110.1"	"AT4G11110.1"	"N0.HOG0019901"	"AT4G11110.1"	"OG0013391"	"AT4G11110.1"	"AT4G11110.1"	1054	1036	100	99	1066	81.989	1695	"AT4G11110.1"	81.989	1066	149	9	1	1054	2	1036	0	1730	100	1054	1036
"Aa_G573300.h1.t1"	"AT4G11100.1"	"AT4G11100.1"	"AT4G11100.1"	"N0.HOG0004936"	"AT4G11100.1"	"OG0001467"	"AT4G11100.1, AT5G03060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11100.1"	51.568	287	100	6	1	249	2	287	3.66e-68	211	100	249	287
"Aa_G573550.h1.t1"	"AT4G21650.1, AT4G21640.1, AT4G21630.1"	"AT4G21650.1"	"AT4G21650.1, AT4G21640.1, AT4G21630.1"	"N0.HOG0007729"	"AT4G21650.1, AT4G21640.1, AT4G21630.1"	"OG0002923"	"AT4G21630.1, AT4G21640.1, AT4G21650.1"	"AT4G21650.1"	764	766	99	99	769	82.055	1243	"AT4G21650.1"	82.055	769	124	2	1	760	1	764	0	1253	99	764	766
"Aa_G573560.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G32904.1"	32.308	65	42	1	10	72	265	329	0.094	34.7	13	497	330
"Aa_G573670.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G52290.1"	34.783	69	39	2	36	100	7	73	0.003	36.6	43	151	509
"Aa_G573680.h1.t1"	"AT4G27657.1"	"AT4G27657.1"	"AT4G27657.1"	"N0.HOG0001999"	"AT4G27657.1"	"OG0000323"	"AT4G27652.1, AT4G27657.1, AT5G54145.1"	"AT4G27657.1"	87	62	71	100	62	87.097	117	"AT4G27657.1"	87.097	62	8	0	26	87	1	62	9.1e-37	117	71	87	62
"Aa_G57370.h1.t1"	"AT5G15880.1"	"AT5G15880.1"	"AT5G15880.1"	"N0.HOG0018839"	"AT5G15880.1"	"OG0012390"	"AT5G15880.1"	"AT5G15880.1"	347	348	100	100	349	89.398	624	"AT5G15880.1"	89.398	349	34	2	1	347	1	348	0	624	100	347	348
"Aa_G57380.h1.t1"	"AT5G15890.1"	"AT5G15890.1"	"AT5G15890.1"	"N0.HOG0018840"	"AT5G15890.1"	"OG0012391"	"AT5G15890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15890.1"	65.625	512	84	10	222	655	29	526	0	619	66	655	526
"Aa_G573920.h1.t1"	"AT4G15480.1"	"AT4G15480.1"	"AT4G15480.1"	"N0.HOG0012828"	"AT4G15480.1"	"OG0006824"	"AT4G15480.1"	"AT4G15480.1"	486	490	98	97	476	88.445	841	"AT4G15480.1"	88.47	477	53	2	10	485	14	489	0	873	98	486	490
"Aa_G573930.h1.t1"	"AT4G15475.1"	"AT4G15475.1"	"AT4G15475.1"	"N0.HOG0014992"	"AT4G15475.1"	"OG0008836"	"AT4G15475.1"	"AT4G15475.1"	612	610	100	100	612	84.15	1030	"AT4G15475.1"	84.15	612	95	1	1	612	1	610	0	1030	100	612	610
"Aa_G574050.h1.t1"	"AT2G42530.1, AT2G42540.2"	"AT2G42530.1"	"AT2G42530.1, AT2G42540.2"	"N0.HOG0006275"	"AT2G42530.1, AT2G42540.2"	"OG0002144"	"AT2G42530.1, AT2G42540.2"	"AT2G42530.1"	140	141	100	100	141	75.887	202	"AT2G42530.1"	75.887	141	33	1	1	140	1	141	3.24e-68	202	100	140	141
"Aa_G574060.h1.t1"	"AT2G42530.1, AT2G42540.2"	"AT2G42530.1"	"AT2G42530.1, AT2G42540.2"	"N0.HOG0006275"	"AT2G42530.1, AT2G42540.2"	"OG0002144"	"AT2G42530.1, AT2G42540.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42530.1"	75.887	141	31	2	1	139	1	140	8.53e-68	201	100	139	141
"Aa_G574070.h1.t1"	"AT2G42530.1, AT2G42540.2"	"AT2G42530.1"	NA	"N0.HOG0006275"	"AT2G42530.1, AT2G42540.2"	"OG0002144"	"AT2G42530.1, AT2G42540.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42530.1"	69.504	141	39	1	1	137	1	141	9.62e-62	185	100	137	141
"Aa_G574080.h1.t1"	"AT3G58580.1"	"AT3G58580.1"	NA	"N0.HOG0009642"	"AT3G58580.1"	"OG0004146"	"AT3G58580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G58580.1"	39.866	597	261	12	6	507	4	597	2.72e-136	406	99	507	603
"Aa_G574090.h1.t1"	"AT2G42520.1"	"AT2G42520.1"	"AT2G42520.1"	"N0.HOG0005342"	"AT2G42520.1"	"OG0001679"	"AT2G42520.1, AT3G58510.1"	"AT2G42520.1"	616	633	93	91	579	93.264	1035	"AT2G42520.1"	93.264	579	28	4	1	570	1	577	0	1035	93	616	633
"Aa_G574100.h1.t1"	"AT1G54380.1, AT2G42510.2"	"AT1G54380.1"	"AT1G54380.1, AT2G42510.2"	"N0.HOG0009836"	"AT1G54380.1, AT2G42510.2"	"OG0004294"	"AT1G54380.1, AT2G42510.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54380.1"	62.393	468	128	9	133	587	81	513	0	522	77	588	515
"Aa_G574220.h1.t1"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"AT5G38250.1"	NA	"N0.HOG0000449"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"OG0000046"	"AT1G66910.1, AT1G66920.2, AT1G66930.2, AT1G67000.1, AT4G18250.1, AT5G38240.1, AT5G38250.1, AT5G38260.1, AT5G38280.2, AT5G39020.1, AT5G39030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G38250.1"	52.214	655	263	13	1	645	1	615	0	604	99	646	620
"Aa_G574240.h1.t1"	"AT3G12640.2"	"AT3G12640.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12640.2"	60.465	129	31	2	2	127	23	134	7.15e-42	145	98	129	662
"Aa_G574350.h1.t1"	"AT5G25840.1"	"AT5G25840.1"	"AT5G25840.1"	"N0.HOG0016906"	"AT5G25840.1"	"OG0010628"	"AT5G25840.1"	"AT5G25840.1"	173	173	100	100	173	87.283	307	"AT5G25840.1"	87.283	173	22	0	1	173	1	173	8.48e-109	307	100	173	173
"Aa_G574360.h1.t1"	"AT5G25880.1"	"AT5G25880.1"	"AT5G25880.1"	"N0.HOG0006222"	"AT5G25880.1"	"OG0002118"	"AT5G11670.1, AT5G25880.1"	"AT5G25880.1"	575	588	99	97	573	95.637	1139	"AT5G25880.1"	95.637	573	25	0	3	575	16	588	0	1139	99	575	588
"Aa_G574370.h1.t1"	"AT5G25890.1"	"AT5G25890.1"	"AT5G25890.1"	"N0.HOG0016591"	"AT5G25890.1"	"OG0010331"	"AT5G25890.1"	"AT5G25890.1"	153	175	100	96	168	80.357	242	"AT5G25890.1"	80.357	168	18	2	1	153	1	168	1.56e-83	242	100	153	175
"Aa_G574380.h1.t1"	"AT5G25900.1"	"AT5G25900.1"	"AT5G25900.1"	"N0.HOG0018885"	"AT5G25900.1"	"OG0012431"	"AT5G25900.1"	"AT5G25900.1"	509	509	99	99	507	91.519	923	"AT5G25900.1"	91.716	507	39	3	3	508	5	509	0	942	99	509	509
"Aa_G574390.h1.t1"	"AT5G40910.1, AT5G41540.1, AT5G41550.1, AT5G41740.2, AT5G41750.1"	"AT5G41550.1"	NA	NA	NA	"OG0000342"	"AT5G40910.1, AT5G41540.1, AT5G41550.1, AT5G41740.2, AT5G41750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41550.1"	60.664	783	228	12	217	932	304	1073	0	865	75	952	1085
"Aa_G574520.h1.t1"	"AT5G56320.3"	"AT5G56320.3"	"AT5G56320.3"	"N0.HOG0019613"	"AT5G56320.3"	"OG0013122"	"AT5G56320.3"	"AT5G56320.3"	253	302	99	84	254	89.764	479	"AT5G56320.3"	89.764	254	24	1	1	252	1	254	2.67e-173	479	99	253	302
"Aa_G574630.h1.t1"	"AT1G08320.1"	"AT1G08320.1"	"AT1G08320.1"	"N0.HOG0015360"	"AT1G08320.1"	"OG0009196"	"AT1G08320.1"	"AT1G08320.1"	486	481	100	100	486	94.65	898	"AT1G08320.1"	94.856	486	20	3	1	486	1	481	0	898	100	486	481
"Aa_G574640.h1.t1"	"AT1G08315.1"	"AT1G08315.1"	"AT1G08315.1"	"N0.HOG0018793"	"AT1G08315.1"	"OG0012347"	"AT1G08315.1"	"AT1G08315.1"	327	325	99	99	326	90.798	574	"AT1G08315.1"	90.798	326	28	1	1	326	1	324	0	579	99	327	325
"Aa_G574650.h1.t1"	"AT1G08310.2"	"AT1G08310.2"	NA	NA	NA	"OG0004191"	"AT1G08310.2"	"AT1G08310.2"	319	318	98	99	316	85.127	556	"AT1G08310.2"	85.127	316	43	2	1	312	1	316	0	556	98	319	318
"Aa_G574660.h1.t1"	"AT1G08310.2"	"AT1G08310.2"	NA	NA	NA	"OG0004191"	"AT1G08310.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G08310.2"	65.605	314	96	4	1	304	1	312	1.43e-148	419	99	305	318
"Aa_G574670.h1.t1"	"AT1G08310.2"	"AT1G08310.2"	"AT1G08310.2"	"N0.HOG0009705"	"AT1G08310.2"	"OG0004191"	"AT1G08310.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G08310.2"	57.792	308	67	4	10	256	1	306	1.75e-118	341	95	259	318
"Aa_G574680.h1.t1"	"AT1G08310.2"	"AT1G08310.2"	NA	NA	NA	"OG0004191"	"AT1G08310.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G08310.2"	79.553	313	57	3	1	307	1	312	0	516	99	308	318
"Aa_G574690.h1.t1"	"AT1G08310.2"	"AT1G08310.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G08310.2"	61.702	47	13	1	1	42	21	67	6.5e-14	62.4	100	42	318
"Aa_G574800.h1.t1"	"AT4G14340.1"	"AT4G14340.1"	"AT4G14340.1"	"N0.HOG0014988"	"AT4G14340.1"	"OG0008832"	"AT4G14340.1"	"AT4G14340.1"	470	457	100	100	470	91.702	872	"AT4G14340.1"	91.702	470	26	4	1	470	1	457	0	872	100	470	457
"Aa_G574810.h1.t1"	"AT4G14330.1"	"AT4G14330.1"	"AT4G14330.1"	"N0.HOG0013853"	"AT4G14330.1"	"OG0007763"	"AT4G14330.1"	"AT4G14330.1"	877	869	100	100	884	88.009	1483	"AT4G14330.1"	88.009	884	84	10	1	877	1	869	0	1506	100	877	869
"Aa_G574820.h1.t1"	"AT3G23390.1, AT4G14320.2"	"AT3G23390.1"	NA	NA	NA	"OG0000942"	"AT3G23390.1, AT4G14320.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G23390.1"	95.238	105	5	0	1	105	1	105	2e-69	202	100	105	105
"Aa_G574830.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10920.1"	100	13	0	0	3	15	161	173	0.096	29.3	21	61	231
"Aa_G574950.h1.t1"	"AT1G50110.1"	"AT1G50110.1"	"AT1G50110.1"	"N0.HOG0006389"	"AT1G50090.1, AT1G50110.1"	"OG0002205"	"AT1G50090.1, AT1G50110.1"	"AT1G50110.1"	350	356	100	99	351	89.174	661	"AT1G50110.1"	89.174	351	37	1	1	350	1	351	0	661	100	350	356
