"Aethionema_saxatile"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"As011G251780"	450	"AT4G14960.2, AT1G04820.1, AT1G50010.1"	"AT1G50010.1"	"orthologue"	"AT4G14960.2, AT1G04820.1, AT1G50010.1"	"N0.HOG0002041"	"AT4G14960.2, AT1G04820.1, AT1G50010.1"	"OG0000332"	"AT1G04820.1, AT1G50010.1, AT1G64740.1, AT4G14960.2, AT5G19770.1, AT5G19780.1"	"AT1G04820.1, AT1G50010.1"	451	450	99	100	450	99.778	937	"AT1G50010.1, AT1G04820.1"	"99.778"	"450"	"1"	"0"	"1"	"450"	"1"	"450"	"0"	"937"	"99"	"451"	"450"
"As011G251790"	493	"AT3G19680.1"	"AT3G19680.1"	"orthologue"	"AT3G19680.1"	"N0.HOG0013311"	"AT3G19680.1"	"OG0007273"	"AT3G19680.1"	"AT3G19680.1"	494	491	99	100	499	84.569	764	"AT3G19680.1"	"84.569"	"499"	"63"	"5"	"1"	"493"	"1"	"491"	"0"	"764"	"99"	"494"	"491"
"As011G251800"	165	"AT3G19690.1"	"AT3G19690.1"	"orthologue"	"AT3G19690.1"	"N0.HOG0024052"	"AT3G19690.1"	"OG0017437"	"AT3G19690.1"	"AT3G19690.1"	166	161	99	100	165	73.333	261	"AT3G19690.1"	"73.333"	"165"	"40"	"1"	"1"	"165"	"1"	"161"	"6.34e-91"	"261"	"99"	"166"	"161"
"As011G251810"	952	"AT3G19700.1"	"AT3G19700.1"	"orthologue"	"AT3G19700.1"	"N0.HOG0022848"	"AT3G19700.1"	"OG0016268"	"AT3G19700.1"	"AT3G19700.1"	953	991	99	98	977	70.565	1279	"AT3G19700.1"	"70.565"	"992"	"251"	"9"	"1"	"952"	"1"	"991"	"0"	"1318"	"99"	"953"	"991"
"As011G251820"	352	"AT3G19710.1"	"AT3G19710.1"	"orthologue"	"AT3G19710.1"	"N0.HOG0017764"	"AT3G19710.1"	"OG0011401"	"AT3G19710.1"	"AT3G19710.1"	353	354	99	99	351	75.214	577	"AT3G19710.1"	"75.214"	"351"	"87"	"0"	"1"	"351"	"1"	"351"	"0"	"577"	"99"	"353"	"354"
"As011G251830"	775	"AT3G19720.1"	"AT3G19720.1"	"orthologue"	"AT3G19720.1"	"N0.HOG0024053"	"AT3G19720.1"	"OG0017438"	"AT3G19720.1"	"AT3G19720.1"	776	777	99	98	767	95.828	1506	"AT3G19720.1"	"95.828"	"767"	"25"	"3"	"1"	"766"	"14"	"774"	"0"	"1506"	"99"	"776"	"777"
"As011G251840"	290	"AT2G04930.1, AT3G19595.1, AT3G17550.1"	"AT3G19595.1"	"orthologue"	"AT2G04930.1, AT3G19595.1, AT3G17550.1"	"N0.HOG0002254"	"AT2G04930.1, AT3G19595.1, AT3G17550.1"	"OG0000390"	"AT1G20320.1, AT2G02290.1, AT2G04930.1, AT3G17550.1, AT3G19595.1, AT5G23470.1, AT5G54210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G54210.1"	"54.949"	"293"	"122"	"5"	"5"	"287"	"6"	"298"	"5.67e-110"	"320"	"97"	"291"	"306"
"As011G251850"	1009	"AT3G19740.1"	"AT3G19740.1"	"orthologue"	"AT3G19740.1"	"N0.HOG0024054"	"AT3G19740.1"	"OG0017439"	"AT3G19740.1"	"AT3G19740.1"	1010	993	99	100	1020	81.195	1666	"AT3G19740.1"	"81.765"	"1020"	"148"	"6"	"1"	"1009"	"1"	"993"	"0"	"1691"	"99"	"1010"	"993"
"As011G251860"	411	"AT3G19760.1"	"AT3G19760.1"	"orthologue"	"AT3G19760.1"	"N0.HOG0009309"	"AT3G19760.1"	"OG0003916"	"AT3G19760.1"	"AT3G19760.1"	412	408	98	99	405	96.049	809	"AT3G19760.1"	"96.049"	"405"	"16"	"0"	"7"	"411"	"4"	"408"	"0"	"809"	"98"	"412"	"408"
"As011G251870"	1071	"AT3G19780.1"	"AT3G19780.1"	"orthologue"	"AT3G19780.1"	"N0.HOG0020854"	"AT3G19780.1"	"OG0014310"	"AT3G19780.1"	"AT3G19780.1"	1072	1059	98	98	1072	72.948	1525	"AT3G19780.1"	"72.948"	"1072"	"242"	"11"	"16"	"1070"	"18"	"1058"	"0"	"1525"	"98"	"1072"	"1059"
"As011G251880"	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As011G251890"	233	"AT3G19800.1"	"AT3G19800.1"	"orthologue"	"AT3G19800.1"	"N0.HOG0022849"	"AT3G19800.1"	"OG0016269"	"AT3G19800.1"	"AT3G19800.1"	234	229	94	96	220	77.273	325	"AT3G19800.1"	"78.414"	"227"	"41"	"3"	"7"	"226"	"3"	"228"	"1.15e-125"	"355"	"94"	"234"	"229"
"As011G251900"	324	"AT3G19810.1"	"AT3G19810.1"	"orthologue"	"AT3G19810.1"	"N0.HOG0022850"	"AT3G19810.1"	"OG0016270"	"AT3G19810.1"	"AT3G19810.1"	325	321	99	100	326	78.834	506	"AT3G19810.1"	"78.834"	"326"	"62"	"2"	"1"	"324"	"1"	"321"	"0"	"514"	"99"	"325"	"321"
"As011G251910"	561	"AT3G19820.1"	"AT3G19820.1"	"orthologue"	"AT3G19820.1"	NA	NA	"OG0003778"	"AT3G19820.1"	"AT3G19820.1"	562	561	99	100	561	93.226	1095	"AT3G19820.1"	"93.226"	"561"	"38"	"0"	"1"	"561"	"1"	"561"	"0"	"1095"	"99"	"562"	"561"
"As011G251920"	701	"AT3G19830.1, AT1G50260.1"	"AT3G19830.1"	"orthologue"	"AT3G19830.1, AT1G50260.1"	NA	NA	"OG0004445"	"AT1G50260.1, AT3G19830.1"	"AT3G19830.1"	702	693	97	100	686	84.255	1130	"AT3G19830.1"	"84.257"	"686"	"95"	"4"	"19"	"701"	"18"	"693"	"0"	"1130"	"97"	"702"	"693"
"As011G251930"	844	"AT3G19840.1"	"AT3G19840.1"	"orthologue"	"AT3G19840.1"	"N0.HOG0016714"	"AT3G19840.1"	"OG0010448"	"AT3G19840.1"	"AT3G19840.1"	845	835	99	100	845	78.225	1260	"AT3G19840.1"	"78.225"	"845"	"173"	"5"	"1"	"844"	"1"	"835"	"0"	"1260"	"99"	"845"	"835"
"As011G251940"	538	"AT3G19850.1"	"AT3G19850.1"	"orthologue"	"AT3G19850.1"	"N0.HOG0016715"	"AT3G19850.1"	"OG0010449"	"AT3G19850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19850.1"	"69.573"	"562"	"139"	"10"	"1"	"538"	"1"	"554"	"0"	"712"	"99"	"539"	"554"
"As011G251950"	285	"AT3G19860.2"	"AT3G19860.2"	"orthologue"	"AT3G19860.2"	"N0.HOG0019044"	"AT3G19860.2"	"OG0012583"	"AT3G19860.2"	"AT3G19860.2"	286	337	99	84	286	90.909	461	"AT3G19860.2"	"90.909"	"286"	"23"	"2"	"1"	"285"	"54"	"337"	"4.8e-166"	"463"	"99"	"286"	"337"
"As011G251960"	1113	"AT3G19870.2"	"AT3G19870.2"	"orthologue"	"AT3G19870.2"	"N0.HOG0020855"	"AT3G19870.2"	"OG0014311"	"AT3G19870.2"	"AT3G19870.2"	1114	1117	99	99	1117	83.796	1873	"AT3G19870.2"	"83.975"	"1117"	"172"	"4"	"2"	"1113"	"3"	"1117"	"0"	"1873"	"99"	"1114"	"1117"
"As011G251970"	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18650.1"	"38.931"	"131"	"77"	"1"	"4"	"131"	"30"	"160"	"2.43e-20"	"90.5"	"38"	"337"	"386"
"As011G251980"	338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18650.1"	"33.333"	"204"	"97"	"3"	"8"	"178"	"38"	"235"	"4.77e-24"	"101"	"50"	"339"	"386"
"As011G251990"	555	"AT3G19895.1"	"AT3G19895.1"	"orthologue"	"AT3G19895.1"	"N0.HOG0020856"	"AT3G19895.1"	"OG0014312"	"AT3G19895.1"	"AT3G19895.1"	556	554	99	99	558	87.097	992	"AT3G19895.1"	"87.097"	"558"	"63"	"3"	"1"	"554"	"1"	"553"	"0"	"1001"	"99"	"556"	"554"
"As011G252000"	217	"AT3G19900.1"	"AT3G19900.1"	"orthologue"	"AT3G19900.1"	"N0.HOG0022851"	"AT3G19900.1"	"OG0016271"	"AT3G19900.1"	"AT3G19900.1"	218	222	99	100	223	86.099	386	"AT3G19900.1"	"86.099"	"223"	"24"	"3"	"1"	"217"	"1"	"222"	"1.35e-138"	"386"	"99"	"218"	"222"
"As011G252010"	344	"AT3G19910.1"	"AT3G19910.1"	"orthologue"	"AT3G19910.1"	"N0.HOG0015623"	"AT3G19910.1"	"OG0009444"	"AT3G19910.1"	"AT3G19910.1"	345	340	99	100	350	73.143	412	"AT3G19910.1"	"75.429"	"350"	"70"	"7"	"1"	"344"	"1"	"340"	"4.38e-154"	"436"	"99"	"345"	"340"
"As011G252020"	409	"AT3G19920.2"	"AT3G19920.2"	"orthologue"	"AT3G19920.2"	"N0.HOG0011799"	"AT3G19920.2"	"OG0005935"	"AT3G19920.2"	"AT3G19920.2"	410	457	99	100	458	71.834	617	"AT3G19920.2"	"74.13"	"460"	"65"	"6"	"1"	"409"	"1"	"457"	"0"	"642"	"99"	"410"	"457"
"As011G252030"	515	"AT3G19930.1"	"AT3G19930.1"	"orthologue"	"AT3G19930.1"	"N0.HOG0010392"	"AT3G19930.1"	"OG0004740"	"AT3G19930.1"	"AT3G19930.1"	516	514	99	99	513	91.618	952	"AT3G19930.1"	"91.618"	"513"	"43"	"0"	"3"	"515"	"2"	"514"	"0"	"956"	"99"	"516"	"514"
"As011G252060"	436	"AT3G19970.1"	"AT3G19970.1"	"orthologue"	"AT3G19970.1"	"N0.HOG0015624"	"AT3G19970.1"	"OG0009445"	"AT3G19970.1"	"AT3G19970.1"	437	434	99	100	436	84.404	724	"AT3G19970.1"	"84.404"	"436"	"66"	"1"	"1"	"436"	"1"	"434"	"0"	"748"	"99"	"437"	"434"
"As011G252070"	303	"AT3G19980.1"	"AT3G19980.1"	"orthologue"	"AT3G19980.1"	"N0.HOG0004416"	"AT3G19980.1, AT1G50370.1"	"OG0001210"	"AT1G50370.1, AT3G19980.1"	"AT3G19980.1"	304	303	99	100	303	98.35	629	"AT3G19980.1"	"98.35"	"303"	"5"	"0"	"1"	"303"	"1"	"303"	"0"	"629"	"99"	"304"	"303"
"As011G252080"	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18650.1"	"37.405"	"131"	"81"	"1"	"8"	"137"	"30"	"160"	"1.32e-18"	"85.5"	"38"	"341"	"386"
"As011G252090"	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As011G252100"	423	"AT3G19990.2"	"AT3G19990.2"	"orthologue"	"AT3G19990.2"	"N0.HOG0013312"	"AT3G19990.2"	"OG0007274"	"AT3G19990.2"	"AT3G19990.2"	424	450	99	94	421	90.024	773	"AT3G19990.2"	"90.024"	"421"	"42"	"0"	"3"	"423"	"30"	"450"	"0"	"773"	"99"	"424"	"450"
"As011G252110"	308	"AT3G20000.1"	"AT3G20000.1"	"orthologue"	"AT3G20000.1"	"N0.HOG0004911"	"AT3G20000.1, AT1G50400.1"	"OG0001456"	"AT1G50400.1, AT3G20000.1"	"AT3G20000.1"	309	309	99	100	309	84.142	547	"AT3G20000.1"	"84.142"	"309"	"48"	"1"	"1"	"308"	"1"	"309"	"0"	"547"	"99"	"309"	"309"
"As011G252120"	1006	"AT3G20010.1"	"AT3G20010.1"	"orthologue"	"AT3G20010.1"	"N0.HOG0004762"	"AT3G20010.1"	"OG0001379"	"AT1G50410.1, AT3G20010.1"	"AT3G20010.1"	1007	1047	96	92	969	70.98	1430	"AT3G20010.1"	"70.98"	"1051"	"218"	"8"	"39"	"1006"	"1"	"1047"	"0"	"1439"	"96"	"1007"	"1047"
"As011G252130"	465	"AT3G20015.1"	"AT3G20015.1"	"orthologue"	"AT3G20015.1"	"N0.HOG0019045"	"AT3G20015.1"	"OG0012584"	"AT3G20015.1"	"AT3G20015.1"	466	470	95	95	448	89.732	766	"AT3G20015.1"	"89.732"	"448"	"39"	"4"	"23"	"465"	"25"	"470"	"0"	"766"	"95"	"466"	"470"
"As011G252140"	435	"AT3G20020.3"	"AT3G20020.3"	"orthologue"	"AT3G20020.3"	"N0.HOG0012412"	"AT3G20020.3"	"OG0006466"	"AT3G20020.3"	"AT3G20020.3"	436	443	97	97	424	87.209	726	"AT3G20020.3"	"87.972"	"424"	"47"	"3"	"1"	"422"	"1"	"422"	"0"	"740"	"97"	"436"	"443"
"As011G252150"	432	"AT1G50430.1"	"AT1G50430.1"	"orthologue"	"AT1G50430.1"	"N0.HOG0016716"	"AT1G50430.1"	"OG0010450"	"AT1G50430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G50430.1"	"90.509"	"432"	"41"	"0"	"1"	"432"	"1"	"432"	"0"	"823"	"99"	"433"	"432"
"As011G252160"	545	"AT3G20050.1"	"AT3G20050.1"	"other"	NA	"N0.HOG0010023"	"AT3G20050.1"	"OG0004446"	"AT3G20050.1"	"AT3G20050.1"	546	545	99	100	545	98.349	1091	"AT3G20050.1"	"98.349"	"545"	"9"	"0"	"1"	"545"	"1"	"545"	"0"	"1091"	"99"	"546"	"545"
"As011G252170"	181	"AT3G20060.1"	"AT3G20060.1"	"orthologue"	"AT3G20060.1"	"N0.HOG0004765"	"AT3G20060.1"	"OG0001380"	"AT1G50490.1, AT3G20060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20060.1"	"91.713"	"181"	"15"	"0"	"1"	"181"	"1"	"181"	"1.27e-117"	"330"	"99"	"182"	"181"
"As011G252180"	267	"AT3G20070.1"	"AT3G20070.1"	"orthologue"	"AT3G20070.1"	"N0.HOG0010844"	"AT3G20070.1"	"OG0005126"	"AT3G20070.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20070.1"	"66.312"	"282"	"80"	"2"	"1"	"267"	"1"	"282"	"9.27e-131"	"371"	"99"	"268"	"282"
"As011G252190"	766	"AT5G42600.1"	"AT5G42600.1"	"orthologue"	"AT5G42600.1"	"N0.HOG0002926"	"AT5G42600.1, AT5G48010.2, AT1G78500.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT3G29255.1"	"OG0000593"	"AT1G78500.1, AT3G29255.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT5G42600.1, AT5G48010.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G78500.1"	"71.077"	"771"	"209"	"4"	"1"	"765"	"1"	"763"	"0"	"1176"	"99"	"767"	"767"
"As011G252200"	520	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20940.1"	"63.938"	"513"	"181"	"2"	"1"	"512"	"1"	"510"	"0"	"673"	"98"	"521"	"523"
"As011G252210"	519	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20100.1"	"69.96"	"506"	"143"	"5"	"6"	"502"	"3"	"508"	"0"	"697"	"96"	"520"	"513"
"As011G252220"	524	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20140.1"	"67.319"	"511"	"160"	"3"	"1"	"511"	"1"	"504"	"0"	"694"	"97"	"525"	"510"
"As011G252230"	93	"AT4G15350.1"	"AT4G15350.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G15350.1"	"65.909"	"88"	"29"	"1"	"1"	"88"	"168"	"254"	"1.26e-30"	"112"	"94"	"94"	"509"
"As011G252240"	96	"AT4G15360.1"	"AT4G15360.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G15360.1"	"69.412"	"85"	"22"	"1"	"5"	"89"	"4"	"84"	"4.7e-32"	"116"	"88"	"97"	"527"
"As011G252250"	771	"AT5G42600.1"	"AT5G42600.1"	"orthologue"	"AT5G42600.1"	"N0.HOG0002926"	"AT5G42600.1, AT5G48010.2, AT1G78500.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT3G29255.1"	"OG0000593"	"AT1G78500.1, AT3G29255.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT5G42600.1, AT5G48010.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G36150.1"	"69.531"	"768"	"223"	"3"	"1"	"766"	"1"	"759"	"0"	"1163"	"99"	"772"	"760"
"As011G252260"	763	"AT5G42600.1"	"AT5G42600.1"	"orthologue"	"AT5G42600.1"	"N0.HOG0002926"	"AT5G42600.1, AT5G48010.2, AT1G78500.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT3G29255.1"	"OG0000593"	"AT1G78500.1, AT3G29255.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT5G42600.1, AT5G48010.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G36150.1"	"67.843"	"765"	"235"	"3"	"1"	"763"	"1"	"756"	"0"	"1133"	"99"	"764"	"760"
"As011G252270"	763	"AT5G42600.1"	"AT5G42600.1"	"orthologue"	"AT5G42600.1"	"N0.HOG0002926"	"AT5G42600.1, AT5G48010.2, AT1G78500.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT3G29255.1"	"OG0000593"	"AT1G78500.1, AT3G29255.1, AT4G15340.1, AT4G15370.1, AT5G36150.1, AT5G42600.1, AT5G48010.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G78500.1"	"67.88"	"769"	"234"	"5"	"1"	"763"	"1"	"762"	"0"	"1111"	"99"	"764"	"767"
"As011G252280"	517	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20090.2"	"66.795"	"521"	"164"	"5"	"1"	"514"	"1"	"519"	"0"	"696"	"99"	"518"	"524"
"As011G252300"	513	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20120.4"	"69.901"	"505"	"136"	"4"	"11"	"504"	"7"	"506"	"0"	"699"	"96"	"514"	"514"
"As011G252320"	81	"AT2G14100.1"	"AT2G14100.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G14100.1"	"70.423"	"71"	"17"	"1"	"1"	"67"	"390"	"460"	"1.15e-30"	"111"	"82"	"82"	"518"
"As011G252330"	506	"AT3G20140.1"	"AT3G20140.1"	"orthologue"	"AT3G20140.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20140.1"	"68.235"	"510"	"155"	"3"	"1"	"506"	"1"	"507"	"0"	"685"	"99"	"507"	"510"
"As011G252340"	529	"AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1"	"AT3G20090.2"	"orthologue"	"AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1"	"N0.HOG0000909"	"AT2G27000.1, AT2G27010.1, AT3G20950.1, AT3G20940.1, AT4G15350.1, AT5G47990.1, AT4G15380.1, AT3G20080.1, AT2G14100.1, AT3G32047.1, AT3G20140.1, AT3G20120.4, AT3G20110.1, AT4G15330.1, AT5G42580.1, AT3G20960.2, AT3G20090.2, AT4G15360.1, AT2G05180.1, AT3G20130.1, AT3G20100.1"	"OG0000107"	"AT2G05180.1, AT2G14100.1, AT2G27000.1, AT2G27010.1, AT3G20080.1, AT3G20090.2, AT3G20100.1, AT3G20110.1, AT3G20120.4, AT3G20130.1, AT3G20140.1, AT3G20940.1, AT3G20950.1, AT3G20960.2, AT3G32047.1, AT4G15330.1, AT4G15350.1, AT4G15360.1, AT4G15380.1, AT5G42580.1, AT5G47990.1"	"AT3G20090.2"	530	524	95	98	511	71.233	710	"AT3G20090.2"	"71.233"	"511"	"142"	"5"	"12"	"517"	"1"	"511"	"0"	"724"	"95"	"530"	"524"
"As011G252350"	1104	"AT3G20150.1"	"AT3G20150.1"	"orthologue"	"AT3G20150.1"	"N0.HOG0019046"	"AT3G20150.1"	"OG0012585"	"AT3G20150.1"	"AT3G20150.1"	1105	1114	99	99	1135	78.678	1700	"AT3G20150.1"	"79.156"	"1137"	"176"	"16"	"1"	"1102"	"1"	"1111"	"0"	"1700"	"99"	"1105"	"1114"
"As011G252360"	228	"AT3G20155.1"	"AT3G20155.1"	"orthologue"	"AT3G20155.1"	"N0.HOG0014451"	"AT3G20155.1"	"OG0008328"	"AT3G20155.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20155.1"	"48.611"	"216"	"103"	"4"	"12"	"222"	"4"	"216"	"3.34e-64"	"198"	"92"	"229"	"216"
"As011G252370"	356	"AT3G20160.1"	"AT3G20160.1"	"other"	NA	NA	NA	"OG0000761"	"AT1G49530.1, AT3G20160.1"	"AT3G20160.1"	357	344	99	100	358	70.112	493	"AT3G20160.1"	"70.112"	"358"	"91"	"5"	"1"	"356"	"1"	"344"	"1.08e-176"	"493"	"99"	"357"	"344"
"As011G252380"	321	"AT1G49530.1, AT3G20160.1"	"AT3G20160.1"	"other"	NA	NA	NA	"OG0000761"	"AT1G49530.1, AT3G20160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20160.1"	"72.313"	"307"	"82"	"2"	"16"	"321"	"40"	"344"	"5.54e-161"	"452"	"95"	"322"	"344"
"As011G252390"	351	"AT1G49530.1, AT3G20160.1"	"AT3G20160.1"	"other"	NA	NA	NA	"OG0000761"	"AT1G49530.1, AT3G20160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20160.1"	"72.727"	"352"	"87"	"5"	"1"	"351"	"1"	"344"	"8.66e-179"	"498"	"99"	"352"	"344"
