"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g48126"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.565	368	197	2	1	364	193	557	7.84e-108	341	85	428	1043
"g48127"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	33.415	410	234	6	300	704	204	579	1.1e-61	223	56	724	1043
"g48128"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	36.232	69	44	0	139	207	2	70	1.66e-09	54.7	22	308	120
"g48129"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.661	484	253	4	5	482	97	576	4.83e-142	434	95	505	1043
"g4813"	"AT5G12090.1"	"AT5G12090.1"	"AT5G12090.1"	"N0.HOG0002353"	"AT5G12090.1"	"OG0000415"	"AT2G42550.1, AT5G12090.1, AT5G27510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42550.1"	48.731	394	146	7	1	393	1	339	4.42e-122	357	98	400	344
"g48131"	"AT5G51640.1"	"AT5G51640.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G51640.1"	54.955	111	40	6	5	109	4	110	2.33e-19	83.2	70	150	501
"g48132"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.495	455	241	2	2	452	94	545	1.74e-139	428	87	519	1043
"g48133"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.849	278	114	3	2	223	94	371	2.11e-57	195	99	224	1043
"g48136"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	34.916	358	152	6	50	331	108	460	1.44e-63	217	85	333	1043
"g48137"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	57.627	59	25	0	5	63	498	556	4.31e-19	83.6	34	175	1043
"g48138"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.778	225	128	1	87	311	330	551	1.81e-58	202	71	318	1043
"g48139"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.248	113	63	0	149	261	103	215	3.48e-28	115	32	354	1043
"g4814"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"AT5G27580.1"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"N0.HOG0002131"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"OG0000356"	"AT5G26865.1, AT5G26950.1, AT5G27050.1, AT5G27070.1, AT5G27090.1, AT5G27580.1, AT5G27944.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27580.1"	41.509	212	96	3	2	213	38	221	1.01e-45	151	91	233	223
"g48140"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	34.579	107	62	5	152	254	98	200	0.002	38.9	30	342	216
"g48141"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.889	126	74	2	94	217	1	125	5.87e-27	100	56	220	158
"g48142"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37900.1"	30.588	85	50	2	64	148	481	556	0.051	34.3	37	228	787
"g48144"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G60650.1"	24.113	141	91	5	200	324	15	155	0.00019	42.7	32	389	292
"g48145"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	30.769	130	60	4	315	415	3	131	5.99e-10	58.2	15	680	158
"g48146"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G07350.1"	56	25	11	0	148	172	246	270	0.014	35	14	180	330
"g48147"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	36.199	221	121	7	31	236	23	238	2.35e-35	130	53	391	249
"g48149"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	62.245	196	64	3	129	314	292	487	3.45e-79	248	59	315	487
"g4815"	"AT5G26830.1"	"AT5G26830.1"	"AT5G26830.1"	"N0.HOG0008182"	"AT5G26830.1"	"OG0003192"	"AT5G26830.1"	"AT5G26830.1"	718	709	99	99	716	87.43	1290	"AT5G26830.1"	87.43	716	82	1	1	716	1	708	0	1290	99	718	709
"g48151"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	60.848	401	106	6	2	351	87	487	2.16e-163	465	99	352	487
"g48152"	"AT3G29455.1, AT5G35050.1"	"AT5G35050.1"	"AT3G29455.1, AT5G35050.1"	"N0.HOG0026025"	"AT3G29455.1, AT5G35050.1"	"OG0019283"	"AT3G29455.1, AT5G35050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35050.1"	75.926	108	25	1	97	203	38	145	1.86e-51	176	18	608	209
"g48153"	"AT2G18780.1"	"AT2G18780.1"	"AT2G18780.1"	"N0.HOG0000536"	"AT2G18780.1, AT3G16740.1"	"OG0000057"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	61.538	390	121	7	2	364	4	391	1.32e-157	448	96	377	391
"g48155"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23140.1"	34.259	108	54	5	10	115	287	379	0.039	32.3	91	116	829
"g48157"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	62.757	341	68	7	1	293	42	371	7.17e-139	400	98	300	487
"g48158"	"AT3G29455.1, AT5G35050.1"	"AT5G35050.1"	"AT3G29455.1, AT5G35050.1"	"N0.HOG0026025"	"AT3G29455.1, AT5G35050.1"	"OG0019283"	"AT3G29455.1, AT5G35050.1"	"AT5G35050.1"	207	209	98	96	204	74.51	296	"AT5G35050.1"	74.51	204	47	4	2	203	9	209	2.37e-103	296	98	207	209
"g48160"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	30.584	291	142	4	326	557	579	868	3.02e-34	138	41	563	874
"g48161"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	38.095	147	67	7	11	154	87	212	3.59e-13	66.2	83	174	874
"g48162"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11130.1"	96.154	52	2	0	52	103	1234	1285	1.04e-27	108	30	174	1705
"g48163"	"AT3G11130.1, AT3G08530.1"	"AT3G11130.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11130.1, AT3G08530.1"	49.711	173	49	5	1	136	618	789	2.21e-37	134	94	145	1705
"g48164"	"AT5G44490.1"	"AT5G44490.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44490.1"	49.296	142	60	3	33	174	92	221	2.31e-37	134	71	199	481
"g48167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G05350.1"	38.674	181	68	10	5	177	95	240	3.33e-23	97.8	62	277	453
"g48168"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G50450.1"	23.894	113	84	2	33	144	28	139	0.021	36.2	31	363	336
"g48169"	"AT3G29455.1, AT5G35050.1"	"AT5G35050.1"	"AT3G29455.1, AT5G35050.1"	"N0.HOG0026025"	"AT3G29455.1, AT5G35050.1"	"OG0019283"	"AT3G29455.1, AT5G35050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35050.1"	65.926	135	42	2	45	175	38	172	1.77e-55	179	39	338	209
"g4817"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G21000.1"	28.682	129	73	4	144	257	230	354	1.67e-08	56.2	25	450	405
"g48170"	"AT2G18780.1"	"AT2G18780.1"	"AT2G18780.1"	"N0.HOG0000536"	"AT2G18780.1, AT3G16740.1"	"OG0000057"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	60	215	64	5	42	244	187	391	9.26e-76	234	79	257	391
"g48172"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54310.2"	72.222	36	10	0	72	107	121	156	4.56e-09	52.4	30	119	454
"g48174"	"AT5G61390.1"	"AT5G61390.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61390.1"	58.065	341	79	8	1	288	42	371	3.87e-122	358	98	295	487
"g48175"	"AT3G29455.1, AT5G35050.1"	"AT5G35050.1"	"AT3G29455.1, AT5G35050.1"	"N0.HOG0026025"	"AT3G29455.1, AT5G35050.1"	"OG0019283"	"AT3G29455.1, AT5G35050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35050.1"	74.627	201	46	4	2	200	12	209	9.29e-102	294	77	260	209
"g48176"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G37560.1"	33.898	59	37	1	37	93	277	335	0.009	35.4	32	177	363
"g48177"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	35.495	293	168	4	308	582	579	868	9.98e-48	178	47	588	874
"g48178"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	37.5	136	62	6	11	144	87	201	1.11e-12	63.9	90	149	874
"g48179"	"AT3G11130.1, AT3G11130.1, AT3G08530.1"	"AT3G11130.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11130.1, AT3G11130.1, AT3G08530.1"	47.692	130	45	1	12	141	1179	1285	1.98e-28	112	58	223	1705
"g4818"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45090.1"	56.667	30	13	0	28	57	21	50	1.4e-06	45.4	24	124	332
"g48180"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44490.1"	54.688	128	53	2	171	298	99	221	4.26e-37	138	40	323	481
"g48181"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.636	132	78	2	720	849	1	131	2.29e-27	108	11	1219	158
"g48182"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	35.644	505	256	9	254	689	47	551	1.65e-90	303	63	690	1043
"g48183"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	40.476	84	47	2	20	103	347	427	7.69e-14	65.9	76	111	1043
"g48184"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	47.368	95	50	0	384	478	108	202	1.02e-21	98.6	20	479	1043
"g48185"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	27.778	90	62	1	100	189	2	88	1.35e-07	48.5	42	213	120
"g48186"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	39.544	263	103	3	1	207	109	371	1.9e-56	191	99	208	1043
"g48188"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	42.308	104	60	0	5	108	97	200	1.32e-25	99.4	95	110	1043
"g48189"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.768	328	184	2	1	324	210	534	1.51e-87	283	99	325	1043
"g4819"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G47430.6"	22.222	225	154	6	20	235	25	237	0.005	37.7	88	245	905
"g48190"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	35.648	432	191	6	222	566	120	551	4.39e-82	277	60	579	1043
"g48191"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37900.1"	32.051	78	45	2	24	93	524	601	0.048	33.9	36	193	787
"g48192"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	50	58	29	0	104	161	47	104	2.67e-13	65.9	20	287	158
"g482"	"AT5G23320.2"	"AT5G23320.2"	"AT5G23320.2"	"N0.HOG0008300"	"AT5G23320.2"	"OG0003266"	"AT5G08335.1, AT5G23320.2"	"AT5G23320.2"	198	222	99	88	196	84.184	328	"AT5G23320.2"	84.184	196	31	0	2	197	27	222	8.15e-116	328	99	198	222
"g4820"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13850.1"	41.837	98	51	2	10	105	37	130	3.59e-15	72	43	223	268
"g48200"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.827	486	261	3	264	740	63	545	2.45e-137	431	63	752	1043
"g48201"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	32.877	73	49	0	231	303	64	136	4.2e-07	52	15	493	390
"g48203"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	32.877	73	49	0	675	747	64	136	8.95e-07	52	8	937	390
"g48204"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.714	455	240	2	2	452	94	545	2.48e-141	431	97	464	1043
"g48206"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	37.037	54	22	1	214	255	97	150	0.008	37.4	16	264	1043
"g48207"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.448	366	185	3	1	360	193	553	4.09e-115	358	99	363	1043
"g4821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42060.1"	52.083	48	23	0	80	127	173	220	8.01e-13	63.5	38	128	712
"g48210"	"AT2G22440.1"	"AT2G22440.1"	NA	"N0.HOG0000027"	"AT2G22440.1"	"OG0000004"	"AT2G22440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24255.7"	32.044	181	122	1	51	231	8	187	2.45e-21	92	78	232	828
"g48211"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	36.232	69	44	0	26	94	2	70	2.18e-10	55.1	40	174	120
"g48212"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	40.169	473	228	7	83	505	89	556	3.11e-114	362	81	520	1043
"g48213"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	40.045	447	254	3	261	703	82	518	2.24e-110	358	61	729	1043
"g48215"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G50150.1"	30.556	36	25	0	31	66	39	74	0.078	30.4	41	87	420
"g48216"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	42.857	364	199	3	201	558	88	448	5.3e-90	298	64	559	1043
"g48217"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	37.94	369	178	4	74	394	105	470	9.95e-79	261	80	399	1043
"g4822"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20650.1, AT4G20700.1"	32.911	79	52	1	349	426	109	187	0.000127	43.5	15	520	284
"g48220"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.75	336	180	3	2	331	94	426	8.07e-89	288	89	372	1043
"g48221"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	27.885	104	72	1	100	203	2	102	2.26e-08	50.4	49	213	120
"g48222"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	32.016	253	115	5	74	276	105	350	1.79e-32	126	70	289	1043
"g48223"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2, AT4G23160.2"	29.412	119	74	3	1	119	316	424	1.27e-09	53.9	99	120	1043
"g48224"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	33.505	388	173	5	68	373	76	460	2.08e-62	215	82	375	1043
"g48226"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G11840.6"	25	140	101	3	169	305	102	240	0.085	33.9	43	320	322
"g4823"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	30.159	126	85	2	367	490	1	125	1.17e-12	66.6	12	1053	158
"g48231"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1"	23.077	52	40	0	113	164	119	170	0.035	33.9	31	166	474
"g48232"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15685.1"	37.5	64	40	0	95	158	346	409	1.4e-06	49.7	19	345	493
"g48233"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	25.987	304	207	7	140	432	156	452	9.11e-29	120	55	529	777
"g48234"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	35.673	171	71	5	1	133	51	220	2.05e-26	99.8	84	158	249
"g48239"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	31.967	122	78	3	401	520	98	216	4.16e-09	56.6	22	537	216
"g4824"	"AT5G26820.1"	"AT5G26820.1"	"AT5G26820.1"	"N0.HOG0020573"	"AT5G26820.1"	"OG0014040"	"AT5G26820.1"	"AT5G26820.1"	598	598	99	100	598	88.963	1043	"AT5G26820.1"	88.963	598	65	1	1	597	1	598	0	1078	99	598	598
"g48240"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15685.1"	36.047	86	54	1	12	97	325	409	2.12e-07	51.2	31	281	493
"g48241"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	31.034	145	99	1	174	317	308	452	3.16e-22	99	34	420	777
"g48243"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	30.345	145	100	1	174	317	308	452	9e-22	97.8	34	420	777
"g48248"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46920.1"	34.694	49	26	3	64	107	1	48	0.072	32	34	128	735
"g48249"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	35.514	107	61	5	236	338	98	200	0.000574	40.8	26	401	216
"g4825"	"AT5G26810.1"	"AT5G26810.1"	"AT5G26810.1"	"N0.HOG0022514"	"AT5G26810.1"	"OG0015939"	"AT5G26810.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26810.1"	78.75	160	31	1	5	161	126	285	6.85e-92	270	97	162	339
"g48250"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.625	128	73	2	228	353	1	127	2.22e-28	111	15	857	158
"g48257"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	30	100	68	1	2	101	432	529	3.08e-12	63.5	56	177	1043
"g4826"	"AT5G26800.1"	"AT5G26800.1"	"AT5G26800.1"	"N0.HOG0007989"	"AT5G26800.1"	"OG0003073"	"AT3G05810.1, AT5G26800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26800.1"	84.685	111	16	1	3	112	2	112	2.04e-62	185	97	113	112
"g48266"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42170.1"	26.492	419	252	6	1	365	239	655	9.05e-45	163	96	381	696
"g48267"	"AT1G48720.1"	"AT1G48720.1"	NA	NA	NA	"OG0002087"	"AT1G48720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48720.1"	48.936	94	13	1	1	59	1	94	4.28e-20	85.1	9	634	97
"g48268"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	34.188	117	73	2	34	150	430	542	3.26e-17	77	76	153	1043
"g48269"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48720.1"	32.222	90	52	3	15	104	12	92	0.000693	36.6	60	150	97
"g4827"	"AT5G26790.1"	"AT5G26790.1"	"AT5G26790.1"	"N0.HOG0025149"	"AT5G26790.1"	"OG0018478"	"AT5G26790.1"	"AT5G26790.1"	79	68	61	71	48	83.333	61.6	"AT5G26790.1"	83.333	48	8	0	31	78	21	68	1.26e-14	61.6	61	79	68
"g48271"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03740.1"	28.986	69	46	2	799	864	2	70	0.004	40.4	6	1112	345
"g48274"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	50.877	114	54	1	18	129	21	134	2.88e-34	117	67	166	158
"g48276"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G29750.1"	32.468	77	49	2	405	478	156	232	3.49e-06	48.9	15	479	421
"g48277"	"AT1G71790.1"	"AT1G71790.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G71790.1"	91.667	120	10	0	1	120	111	230	1.88e-77	229	88	136	256
"g48278"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	24.359	78	54	1	26	103	652	724	1e-04	39.7	74	106	726
"g48279"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	27.302	315	180	8	35	303	186	497	2.36e-24	103	84	319	726
"g4828"	"AT5G26770.5"	"AT5G26770.5"	"AT5G26770.5"	"N0.HOG0017620"	"AT5G26770.5"	"OG0011265"	"AT5G26770.5"	"AT5G26770.5"	337	358	99	100	359	77.994	524	"AT5G26770.5"	77.994	359	55	2	1	336	1	358	0	540	99	337	358
"g48280"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	34.772	417	204	4	5	356	97	510	8.83e-82	268	99	357	1043
"g48282"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37120.1"	27.027	111	73	3	86	190	71	179	0.022	35.8	41	259	536
"g48283"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41	100	59	0	584	683	117	216	1.09e-20	97.8	11	873	1043
"g48284"	"AT5G26594.1"	"AT5G26594.1"	NA	"N0.HOG0011241"	"AT5G26594.1"	"OG0005458"	"AT5G26594.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26594.1"	76.866	134	31	0	3	136	5	138	5.24e-73	214	97	138	139
"g48285"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43760.1"	32.456	114	77	0	36	149	508	621	2.3e-17	83.2	30	375	626
"g48286"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	34.884	43	28	0	243	285	296	338	0.001	41.2	9	487	530
"g48287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00980.1"	33.333	81	47	2	77	150	197	277	4.17e-06	45.1	49	151	488
"g48288"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	37.097	62	38	1	2	62	9	70	5e-09	50.8	41	147	120
"g48289"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	33.735	83	54	1	42	123	431	513	1.62e-08	55.1	29	280	1043
"g4829"	"AT3G57870.1"	"AT3G57870.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57870.1"	83.125	160	27	0	1	160	1	160	9.2e-102	288	99	161	160
