"Odontarrhena_muralis"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Om007G289530"	"AT1G29220.2"	"AT1G29220.2"	"AT1G29220.2"	"N0.HOG0019763"	"AT1G29220.2"	"OG0013262"	"AT1G29220.2"	"AT1G29220.2"	351	363	99	100	378	74.868	462	"AT1G29220.2"	75.926	378	48	10	1	350	1	363	8.76e-177	494	99	351	363
"Om007G289540"	"AT1G29200.2"	"AT1G29200.2"	"AT1G29200.2"	"N0.HOG0014918"	"AT1G29200.2"	"OG0008762"	"AT1G29200.2"	"AT1G29200.2"	617	611	99	100	616	88.961	1097	"AT1G29200.2"	88.961	616	63	1	1	616	1	611	0	1097	99	617	611
"Om007G289550"	"AT2G42760.1"	"AT2G42760.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42760.1"	40.945	127	59	3	31	141	140	266	1.32e-21	87	78	142	267
"Om007G289560"	"AT1G29270.1"	"AT1G29270.1"	"AT1G29270.1"	"N0.HOG0025051"	"AT1G29270.1"	"OG0018380"	"AT1G29270.1"	"AT1G29270.1"	156	155	99	100	155	79.355	244	"AT1G29270.1"	79.355	155	32	0	1	155	1	155	1.07e-84	244	99	156	155
"Om007G289570"	"AT1G29280.1"	"AT1G29280.1"	"AT1G29280.1"	"N0.HOG0014919"	"AT1G29280.1"	"OG0008763"	"AT1G29280.1"	"AT1G29280.1"	275	259	99	100	278	78.777	407	"AT1G29280.1"	78.777	278	36	5	1	274	1	259	1.7e-148	415	99	275	259
"Om007G289580"	"AT1G29290.1"	"AT1G29290.1"	"AT1G29290.1"	"N0.HOG0012047"	"AT1G29290.1"	"OG0006150"	"AT1G29290.1"	"AT1G29290.1"	106	107	99	100	107	79.439	160	"AT1G29290.1"	79.439	107	20	2	1	105	1	107	1.37e-52	160	99	106	107
"Om007G289600"	"AT2G32130.1, AT1G29300.1"	"AT1G29300.1"	"AT2G32130.1, AT1G29300.1"	"N0.HOG0016115"	"AT2G32130.1, AT1G29300.1"	"OG0009879"	"AT1G29300.1, AT2G32130.1"	"AT1G29300.1"	467	459	99	99	469	79.744	726	"AT1G29300.1"	79.744	469	79	5	1	466	1	456	0	727	99	467	459
"Om007G289610"	"AT1G29310.1"	"AT1G29310.1"	"AT1G29310.1"	"N0.HOG0003144"	"AT1G29310.1"	"OG0000672"	"AT1G29310.1, AT1G78720.1, AT2G34250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29310.1, AT2G34250.1"	99.158	475	4	0	1	475	1	475	0	954	99	476	475
"Om007G289620"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	"AT1G10000.1"	NA	NA	NA	"OG0000005"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29090.1"	28.98	559	370	10	796	1333	2	554	2.74e-72	252	40	1338	575
"Om007G289630"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57587.1"	32.569	218	141	1	8	219	2	219	1.33e-32	126	49	437	364
"Om007G289640"	"AT2G16005.1"	"AT2G16005.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G16005.1"	50	108	44	6	1	107	1	99	3.66e-17	72	90	119	160
"Om007G289660"	"AT1G29330.1"	"AT1G29330.1"	"AT1G29330.1"	"N0.HOG0012753"	"AT1G29330.1"	"OG0006757"	"AT1G29330.1"	"AT1G29330.1"	216	215	99	100	215	93.023	398	"AT1G29330.1"	93.023	215	15	0	1	215	1	215	2.46e-151	418	99	216	215
"Om007G289670"	"AT1G29320.2"	"AT1G29320.2"	"AT1G29320.2"	"N0.HOG0012048"	"AT1G29320.2"	"OG0006151"	"AT1G29320.2"	"AT1G29320.2"	430	469	99	97	456	73.465	651	"AT1G29320.2"	73.83	470	81	6	1	429	1	469	0	651	99	430	469
"Om007G289690"	"AT1G29340.1"	"AT1G29340.1"	"AT1G29340.1"	"N0.HOG0006001"	"AT1G29340.1"	"OG0002011"	"AT1G29340.1"	"AT1G29340.1"	722	729	99	100	729	91.358	1281	"AT1G29340.1"	91.358	729	55	2	1	721	1	729	0	1281	99	722	729
"Om007G289700"	"AT1G29370.1, AT1G29350.1"	"AT1G29370.1"	"AT1G29370.1, AT1G29350.1"	"N0.HOG0004540"	"AT1G29370.1, AT1G29350.1"	"OG0001269"	"AT1G29350.1, AT1G29370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29370.1"	79.294	850	144	14	1	837	1	831	0	1220	99	838	831
"Om007G289710"	"AT1G29370.1, AT1G29350.1"	"AT1G29370.1"	"AT1G29370.1, AT1G29350.1"	"N0.HOG0004540"	"AT1G29370.1, AT1G29350.1"	"OG0001269"	"AT1G29350.1, AT1G29370.1"	"AT1G29370.1"	838	831	99	99	849	79.976	1228	"AT1G29370.1"	79.976	849	137	15	2	837	3	831	0	1228	99	838	831
"Om007G289720"	"AT1G29380.1"	"AT1G29380.1"	"AT1G29380.1"	"N0.HOG0012049"	"AT1G29380.1"	"OG0006152"	"AT1G29380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29380.1"	78.824	170	33	2	187	355	147	314	2.58e-74	232	47	357	315
"Om007G289730"	"AT1G29395.1, AT1G29390.1"	"AT1G29390.1"	"AT1G29395.1, AT1G29390.1"	"N0.HOG0011498"	"AT1G29395.1, AT1G29390.1"	"OG0005681"	"AT1G29390.1, AT1G29395.1"	"AT1G29390.1"	226	226	99	100	226	77.876	360	"AT1G29390.1"	77.876	226	49	1	1	225	1	226	5.54e-128	360	99	226	226
"Om007G289740"	"AT1G29400.1"	"AT1G29400.1"	"AT1G29400.1"	"N0.HOG0019764"	"AT1G29400.1"	"OG0013263"	"AT1G29400.1"	"AT1G29400.1"	801	800	98	100	801	85.144	1346	"AT1G29400.1"	85.144	801	104	4	14	800	1	800	0	1346	98	801	800
"Om007G289750"	"AT5G37510.2"	"AT5G37510.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G37510.2"	76.471	85	18	1	1	83	1	85	2.04e-37	131	93	89	748
"Om007G289770"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29450.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29450.1"	78.873	142	29	1	2	143	1	141	2.15e-76	223	99	144	141
"Om007G289780"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29500.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29500.1"	80.576	139	18	3	2	136	1	134	2.38e-76	222	98	138	135
"Om007G289790"	"AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2"	"AT1G29510.1"	"AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2"	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29510.1, AT1G29500.1, AT1G29430.1, AT5G27780.1"	72.093	129	36	0	13	141	15	143	4.88e-63	189	91	142	143
"Om007G289800"	"AT1G29470.1"	"AT1G29470.1"	"AT1G29470.1"	"N0.HOG0005121"	"AT2G34300.1, AT1G29470.1"	"OG0001569"	"AT1G29470.1, AT2G34300.1"	"AT1G29470.1"	772	770	99	99	772	90.544	1387	"AT1G29470.1"	90.933	772	64	4	1	769	1	769	0	1437	99	772	770
"Om007G289810"	"AT1G29500.1"	"AT1G29500.1"	"AT1G29500.1"	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29500.1"	81.884	138	22	2	1	138	1	135	9.09e-80	231	99	139	135
"Om007G289820"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29460.2"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29460.2"	84.112	107	11	2	23	127	84	186	1.31e-58	179	82	128	186
"Om007G289830"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29450.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29450.1"	76.596	141	33	0	1	141	1	141	5.39e-75	219	99	142	141
"Om007G289840"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29500.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29500.1"	75.352	142	28	3	2	143	1	135	4.79e-74	216	99	144	135
"Om007G289850"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"AT1G29500.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29500.1"	81.022	137	23	1	1	137	1	134	9.42e-77	223	99	139	135
"Om007G289860"	"AT1G29500.1"	"AT1G29500.1"	NA	"N0.HOG0001598"	"AT1G29450.1, AT1G29510.1, AT1G29440.1, AT5G27780.1, AT1G29430.1, AT1G29420.2, AT1G29460.2, AT1G29500.1"	"OG0000225"	"AT1G29420.2, AT1G29430.1, AT1G29440.1, AT1G29450.1, AT1G29460.2, AT1G29500.1, AT1G29510.1, AT5G27780.1"	"AT1G29500.1"	135	135	99	99	134	83.582	226	"AT1G29500.1"	83.582	134	21	1	1	133	1	134	6.29e-78	226	99	135	135
"Om007G289890"	"AT4G26520.1, AT4G26530.1"	"AT4G26530.1"	"AT4G26520.1, AT4G26530.1"	"N0.HOG0012198"	"AT4G26520.1, AT4G26530.1"	"OG0006282"	"AT4G26520.1, AT4G26530.1"	"AT4G26530.1"	358	358	99	100	358	88.268	651	"AT4G26530.1"	88.268	358	41	1	1	357	1	358	0	651	99	358	358
"Om007G289900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G16005.1"	37.821	156	77	10	1	148	1	144	8.09e-11	56.6	95	156	160
"Om007G289910"	"AT1G29520.1"	"AT1G29520.1"	"AT1G29520.1"	"N0.HOG0011034"	"AT1G29520.1"	"OG0005281"	"AT1G29520.1"	"AT1G29520.1"	159	158	99	100	158	93.038	271	"AT1G29520.1"	93.038	158	11	0	1	158	1	158	4.32e-95	271	99	159	158
"Om007G289920"	"AT1G29530.1"	"AT1G29530.1"	"AT1G29530.1"	"N0.HOG0004829"	"AT2G34310.1, AT1G29530.1"	"OG0001416"	"AT1G29530.1, AT2G34310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29530.1"	58.794	199	56	6	128	317	55	236	7.12e-56	181	60	318	236
"Om007G289930"	"AT1G29540.1"	"AT1G29540.1"	"AT1G29540.1"	"N0.HOG0023468"	"AT1G29540.1"	"OG0016859"	"AT1G29540.1"	"AT1G29540.1"	135	135	96	95	132	74.242	150	"AT1G29540.1"	74.242	132	28	2	5	134	8	135	1.82e-50	156	96	135	135
"Om007G289950"	"AT1G29550.1, AT1G29590.1"	"AT1G29550.1"	"AT1G29550.1, AT1G29590.1"	"N0.HOG0011499"	"AT1G29550.1, AT1G29590.1"	"OG0005682"	"AT1G29550.1, AT1G29590.1"	"AT1G29550.1"	247	240	99	100	246	80.488	420	"AT1G29550.1"	80.488	246	42	1	1	246	1	240	5.13e-151	420	99	247	240
"Om007G289960"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29600.2"	33.529	170	90	5	65	213	29	196	3.62e-17	80.9	42	352	313
"Om007G290030"	"AT1G29630.2"	"AT1G29630.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29630.2"	80	50	8	1	1	50	1	48	2.72e-21	85.1	67	75	735
"Om007G290040"	"AT3G44770.1, AT3G20555.1"	"AT3G44770.1"	"AT3G44770.1, AT3G20555.1"	"N0.HOG0007185"	"AT3G44770.1, AT3G20555.1"	"OG0002616"	"AT3G20555.1, AT3G44770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44770.1"	50	186	89	4	83	266	175	358	1.06e-47	166	58	317	505
"Om007G290060"	"AT1G29630.2"	"AT1G29630.2"	"AT1G29630.2"	NA	NA	"OG0011865"	"AT1G29630.2"	"AT1G29630.2"	739	735	99	100	738	81.436	1218	"AT1G29630.2"	81.978	738	130	2	1	738	1	735	0	1249	99	739	735
"Om007G290080"	"AT1G29640.1"	"AT1G29640.1"	"AT1G29640.1"	"N0.HOG0009880"	"AT1G29640.1"	"OG0004326"	"AT1G29640.1"	"AT1G29640.1"	135	140	99	100	145	73.103	191	"AT1G29640.1"	73.103	145	23	6	1	134	1	140	7.24e-64	191	99	135	140
"Om007G290090"	"AT1G29660.1"	"AT1G29660.1"	"AT1G29660.1"	"N0.HOG0011035"	"AT1G29660.1"	"OG0005282"	"AT1G29660.1"	"AT1G29660.1"	365	364	99	100	364	79.945	617	"AT1G29660.1"	79.945	364	73	0	1	364	1	364	0	617	99	365	364
"Om007G290100"	"AT1G29670.2"	"AT1G29670.2"	"AT1G29670.2"	"N0.HOG0016116"	"AT1G29670.2"	"OG0009880"	"AT1G29670.2"	"AT1G29670.2"	366	431	99	84	365	88.767	669	"AT1G29670.2"	88.767	365	39	1	1	365	69	431	0	669	99	366	431
"Om007G290110"	"AT1G29680.1"	"AT1G29680.1"	"AT1G29680.1"	"N0.HOG0021648"	"AT1G29680.1"	"OG0015085"	"AT1G29680.1"	"AT1G29680.1"	238	237	99	100	237	89.451	450	"AT1G29680.1"	89.451	237	25	0	1	237	1	237	4.24e-163	450	99	238	237
"Om007G290120"	"AT1G29690.1"	"AT1G29690.1"	"AT1G29690.1"	"N0.HOG0016117"	"AT1G29690.1"	"OG0009881"	"AT1G29690.1"	"AT1G29690.1"	565	561	99	100	565	92.566	1055	"AT1G29690.1"	92.566	565	37	2	1	564	1	561	0	1055	99	565	561
"Om007G290130"	"AT1G29700.1"	"AT1G29700.1"	"AT1G29700.1"	"N0.HOG0023469"	"AT1G29700.1"	"OG0016860"	"AT1G29700.1"	"AT1G29700.1"	347	350	99	100	350	85.429	599	"AT1G29700.1"	85.429	350	47	1	1	346	1	350	0	613	99	347	350
"Om007G290140"	"AT1G29720.1"	"AT1G29720.1"	NA	"N0.HOG0002110"	"AT1G29720.1"	"OG0000350"	"AT1G29720.1, AT1G29730.2, AT1G29740.1"	"AT1G29720.1"	1023	1019	99	100	1025	75.512	1524	"AT1G29720.1"	75.512	1025	242	8	1	1022	1	1019	0	1524	99	1023	1019
"Om007G290150"	"AT5G49270.1"	"AT5G49270.1"	"AT5G49270.1"	"N0.HOG0017631"	"AT5G49270.1"	"OG0011275"	"AT5G49270.1"	"AT5G49270.1"	663	663	99	99	662	86.103	1171	"AT5G49270.1"	86.405	662	88	2	3	662	1	662	0	1177	99	663	663
"Om007G290160"	"AT1G29730.2"	"AT1G29730.2"	"AT1G29730.2"	"N0.HOG0002112"	"AT1G29730.2"	"OG0000350"	"AT1G29720.1, AT1G29730.2, AT1G29740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29730.2"	81.976	982	175	1	8	987	18	999	0	1645	99	989	1001
"Om007G290180"	"AT1G29740.1"	"AT1G29740.1"	"AT1G29740.1"	"N0.HOG0002111"	"AT1G29740.1"	"OG0000350"	"AT1G29720.1, AT1G29730.2, AT1G29740.1"	"AT1G29740.1"	1005	1078	99	93	1007	86.892	1780	"AT1G29740.1"	86.892	1007	123	4	1	999	1	1006	0	1780	99	1005	1078
"Om007G290190"	"AT1G29750.2"	"AT1G29750.2"	"AT1G29750.2"	"N0.HOG0014920"	"AT1G29750.2"	"OG0008764"	"AT1G29750.2"	"AT1G29750.2"	1008	1021	99	98	1001	78.821	1637	"AT1G29750.2"	78.821	1001	207	5	10	1007	18	1016	0	1637	99	1008	1021
"Om007G290200"	"AT1G29760.1"	"AT1G29760.1"	"AT1G29760.1"	"N0.HOG0012754"	"AT1G29760.1"	"OG0006758"	"AT1G29760.1"	"AT1G29760.1"	501	526	98	98	518	70.038	691	"AT1G29760.1"	70.849	518	118	9	8	498	12	523	0	704	98	501	526
"Om007G290210"	"AT1G29770.1"	"AT1G29770.1"	"AT1G29770.1"	"N0.HOG0010176"	"AT1G29770.1"	"OG0004561"	"AT1G29770.1"	"AT1G29770.1"	281	278	99	100	281	78.648	417	"AT1G29770.1"	79.787	282	51	5	1	280	1	278	1.49e-156	437	99	281	278
"Om007G290220"	"AT1G29780.1"	"AT1G29780.1"	"AT1G29780.1"	"N0.HOG0023472"	"AT1G29780.1"	"OG0016863"	"AT1G29780.1"	"AT1G29780.1"	222	221	99	100	221	79.186	358	"AT1G29780.1"	79.186	221	46	0	1	221	1	221	2.34e-127	358	99	222	221
"Om007G290240"	"AT1G29790.1"	"AT1G29790.1"	"AT1G29790.1"	"N0.HOG0018277"	"AT1G29790.1"	"OG0011866"	"AT1G29790.1"	"AT1G29790.1"	369	378	99	100	378	84.921	666	"AT1G29790.1"	84.921	378	47	2	1	368	1	378	0	666	99	369	378
"Om007G290250"	"AT1G29800.1"	"AT1G29800.1"	"AT1G29800.1"	"N0.HOG0021649"	"AT1G29800.1"	"OG0015086"	"AT1G29800.1"	"AT1G29800.1"	551	510	93	100	513	88.499	933	"AT1G29800.1"	88.499	513	54	2	37	547	1	510	0	933	93	551	510
"Om007G290260"	"AT1G29810.1"	"AT1G29810.1"	"AT1G29810.1"	"N0.HOG0023473"	"AT1G29810.1"	"OG0016864"	"AT1G29810.1"	"AT1G29810.1"	188	187	99	100	187	88.77	344	"AT1G29810.1"	88.77	187	21	0	1	187	1	187	6.71e-123	344	99	188	187
"Om007G290270"	"AT5G65600.1, AT5G10530.1"	"AT5G10530.1"	NA	"N0.HOG0003994"	"AT5G65600.1, AT5G10530.1"	"OG0001017"	"AT5G10530.1, AT5G65600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G10530.1"	66.667	651	202	8	5	646	7	651	0	903	99	647	651
"Om007G290280"	"AT5G65600.1, AT5G10530.1"	"AT5G10530.1"	NA	"N0.HOG0003994"	"AT5G65600.1, AT5G10530.1"	"OG0001017"	"AT5G10530.1, AT5G65600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G10530.1"	59.48	269	103	3	6	269	7	274	6.58e-108	325	97	271	651
"Om007G290290"	"AT1G29830.3, AT1G29820.1"	"AT1G29820.1"	"AT1G29830.3, AT1G29820.1"	"N0.HOG0019765"	"AT1G29830.3, AT1G29820.1"	"OG0013264"	"AT1G29820.1, AT1G29830.3"	"AT1G29820.1"	547	540	99	100	549	86.703	975	"AT1G29820.1"	86.703	549	61	3	1	546	1	540	0	975	99	547	540
"Om007G290300"	"AT1G29850.3"	"AT1G29850.3"	NA	"N0.HOG0009211"	"AT1G29850.3"	"OG0003851"	"AT1G29850.3"	"AT1G29850.3"	130	138	84	78	109	87.156	183	"AT1G29850.3"	87.156	109	13	1	14	122	1	108	5.02e-61	183	84	130	138
"Om007G290310"	"AT2G44860.1"	"AT2G44860.1"	"AT2G44860.1"	"N0.HOG0011067"	"AT2G44860.1"	"OG0005308"	"AT2G44860.1"	"AT2G44860.1"	164	159	99	100	163	79.141	263	"AT2G44860.1"	79.141	163	30	1	1	163	1	159	9.89e-92	263	99	164	159
"Om007G290320"	"AT1G29860.1"	"AT1G29860.1"	"AT1G29860.1"	"N0.HOG0016118"	"AT1G29860.1"	"OG0009882"	"AT1G29860.1"	"AT1G29860.1"	277	282	99	100	289	75.433	383	"AT1G29860.1"	76.125	289	49	6	1	276	1	282	2.62e-135	383	99	277	282
"Om007G290330"	"AT1G29880.1"	"AT1G29880.1"	"AT1G29880.1"	"N0.HOG0005399"	"AT1G29870.1, AT1G29880.1"	"OG0001707"	"AT1G29870.1, AT1G29880.1"	"AT1G29880.1"	719	729	99	100	730	87.534	1294	"AT1G29880.1"	87.534	730	78	3	1	718	1	729	0	1294	99	719	729
"Om007G290340"	"AT2G34410.1, AT1G29890.2"	"AT1G29890.2"	"AT2G34410.1, AT1G29890.2"	"N0.HOG0010040"	"AT2G34410.1, AT1G29890.2"	"OG0004461"	"AT1G29890.2, AT2G34410.1"	"AT1G29890.2"	546	584	99	100	584	86.644	1008	"AT1G29890.2"	86.644	584	39	1	1	545	1	584	0	1008	99	546	584
"Om007G290350"	"AT1G29900.1"	"AT1G29900.1"	"AT1G29900.1"	"N0.HOG0022632"	"AT1G29900.1"	"OG0016055"	"AT1G29900.1"	"AT1G29900.1"	1183	1187	99	100	1192	93.372	2270	"AT1G29900.1"	93.456	1192	63	6	1	1182	1	1187	0	2277	99	1183	1187
"Om007G290360"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"AT1G29930.1"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"N0.HOG0002140"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"OG0000359"	"AT1G29910.1, AT1G29920.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29930.1"	97.378	267	7	0	1	267	1	267	0	526	99	268	267
"Om007G290370"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"AT1G29930.1"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"N0.HOG0002140"	"AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"OG0000359"	"AT1G29910.1, AT1G29920.1, AT1G29930.1, AT2G34420.1, AT2G34430.1"	"AT1G29930.1"	268	267	99	100	267	98.127	530	"AT1G29930.1"	98.127	267	5	0	1	267	1	267	0	530	99	268	267
"Om007G290380"	"AT1G29940.1"	"AT1G29940.1"	"AT1G29940.1"	"N0.HOG0017833"	"AT1G29940.1"	"OG0011464"	"AT1G29940.1"	"AT1G29940.1"	1177	1178	99	99	1176	85.034	2111	"AT1G29940.1"	85.034	1176	175	1	1	1176	2	1176	0	2111	99	1177	1178
"Om007G290390"	"AT1G29950.1"	"AT1G29950.1"	"AT1G29950.1"	"N0.HOG0016892"	"AT1G29950.1"	"OG0010616"	"AT1G29950.1"	"AT1G29950.1"	244	251	99	100	251	82.47	359	"AT1G29950.1"	83.267	251	34	3	1	243	1	251	4.7e-127	359	99	244	251
"Om007G290400"	"AT1G57820.1, AT1G57800.2"	"AT1G57820.1"	"AT1G57820.1, AT1G57800.2"	"N0.HOG0004127"	"AT1G57820.1, AT1G57800.2"	"OG0001073"	"AT1G57800.2, AT1G57820.1, AT1G66040.1, AT1G66050.1, AT5G39550.1"	"AT1G57820.1"	652	645	99	99	653	79.173	1065	"AT1G57820.1"	79.326	653	118	4	1	645	1	644	0	1065	99	652	645
"Om007G290410"	"AT1G29960.1, AT1G23465.1"	"AT1G23465.1"	"AT1G29960.1, AT1G23465.1"	"N0.HOG0013810"	"AT1G29960.1, AT1G23465.1"	"OG0007722"	"AT1G23465.1, AT1G29960.1"	"AT1G23465.1"	171	169	99	100	169	79.882	289	"AT1G23465.1"	79.882	169	34	0	1	169	1	169	7e-102	289	99	171	169
"Om007G290420"	"AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1"	"AT1G29962.1"	"AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1"	"N0.HOG0004976"	"AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1"	"OG0001491"	"AT1G28450.1, AT1G28460.1, AT1G29962.1, AT1G54760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29962.1"	54.144	181	76	3	1	175	1	180	3.62e-62	190	92	191	185
"Om007G290430"	"AT5G25860.1"	"AT5G25860.1"	"AT5G25860.1"	"N0.HOG0003908"	"AT5G25860.1"	"OG0000980"	"AT2G33796.1, AT5G25860.1, AT5G40050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G25860.1"	52.11	474	196	10	1	469	1	448	4.07e-148	429	99	470	448
