"Arabidopsis_lyrata_Rawat"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"AL8G30530"	376	"AT5G55050.1"	"AT5G55050.1"	"orthologue"	"AT5G55050.1"	"N0.HOG0004569"	"AT5G55050.1"	"OG0001286"	"AT5G55050.1"	"AT5G55050.1"	377	376	99	100	376	95.213	697	"AT5G55050.1"	"95.213"	"376"	"18"	"0"	"1"	"376"	"1"	"376"	"0"	"697"	"99"	"377"	"376"
"AL8G30560"	660	"AT5G55060.1"	"AT5G55060.1"	"orthologue"	"AT5G55060.1"	"N0.HOG0016029"	"AT5G55060.1"	"OG0009798"	"AT5G55060.1"	"AT5G55060.1"	661	662	99	100	662	93.353	1264	"AT5G55060.1"	"93.353"	"662"	"40"	"1"	"3"	"660"	"1"	"662"	"0"	"1264"	"99"	"661"	"662"
"AL8G30570"	463	"AT5G55070.1"	"AT5G55070.1"	"orthologue"	"AT5G55070.1"	"N0.HOG0006461"	"AT5G55070.1"	"OG0002249"	"AT4G26910.1, AT5G55070.1"	"AT5G55070.1"	464	464	99	100	464	96.336	912	"AT5G55070.1"	"96.336"	"464"	"16"	"1"	"1"	"463"	"1"	"464"	"0"	"912"	"99"	"464"	"464"
"AL8G30580"	209	"AT5G55080.1"	"AT5G55080.1"	"orthologue"	"AT5G55080.1"	"N0.HOG0002931"	"AT5G55190.1, AT5G55080.1"	"OG0000596"	"AT5G20010.1, AT5G20020.1, AT5G55080.1, AT5G55190.1"	"AT5G55080.1"	210	222	99	92	209	84.211	375	"AT5G55080.1"	"84.211"	"209"	"28"	"1"	"1"	"209"	"1"	"204"	"2.18e-134"	"375"	"99"	"210"	"222"
"AL8G30590"	467	"AT5G55090.2"	"AT5G55090.2"	"orthologue"	"AT5G55090.2"	"N0.HOG0011989"	"AT5G55090.2"	"OG0006097"	"AT5G55090.2"	"AT5G55090.2"	468	510	95	88	447	90.157	807	"AT5G55090.2"	"90.157"	"447"	"40"	"3"	"1"	"443"	"63"	"509"	"0"	"819"	"95"	"468"	"510"
"AL8G30600"	1001	"AT5G55100.2"	"AT5G55100.2"	"orthologue"	"AT5G55100.2"	"N0.HOG0020245"	"AT5G55100.2"	"OG0013728"	"AT5G55100.2"	"AT5G55100.2"	1002	844	89	99	889	87.627	1436	"AT5G55100.2"	"87.627"	"889"	"58"	"7"	"1"	"887"	"1"	"839"	"0"	"1436"	"89"	"1002"	"844"
"AL8G30610"	163	"AT5G55110.1"	"AT5G55110.1"	"orthologue"	"AT5G55110.1"	"N0.HOG0005962"	"AT5G55110.1"	"OG0001991"	"AT4G26880.1, AT5G55110.1"	"AT5G55110.1"	164	163	99	100	163	96.319	325	"AT5G55110.1"	"96.319"	"163"	"6"	"0"	"1"	"163"	"1"	"163"	"3.6e-116"	"325"	"99"	"164"	"163"
"AL8G30620"	429	"AT5G55120.1"	"AT5G55120.1"	"orthologue"	"AT5G55120.1"	"N0.HOG0006218"	"AT5G55120.1"	"OG0002115"	"AT4G26850.1, AT5G55120.1"	"AT5G55120.1"	430	431	99	100	431	93.503	806	"AT5G55120.1"	"93.735"	"431"	"25"	"1"	"1"	"429"	"1"	"431"	"0"	"819"	"99"	"430"	"431"
"AL8G30630"	76	"AT5G55125.1"	"AT5G55125.1"	"orthologue"	"AT5G55125.1"	"N0.HOG0017942"	"AT5G55125.1"	"OG0011560"	"AT5G55125.1"	"AT5G55125.1"	77	76	99	100	76	100	158	"AT5G55125.1"	"100"	"76"	"0"	"0"	"1"	"76"	"1"	"76"	"6.11e-53"	"158"	"99"	"77"	"76"
"AL8G30640"	464	"AT5G55130.1"	"AT5G55130.1"	"orthologue"	"AT5G55130.1"	"N0.HOG0014810"	"AT5G55130.1"	"OG0008663"	"AT5G55130.1"	"AT5G55130.1"	465	464	99	100	464	96.336	924	"AT5G55130.1"	"96.336"	"464"	"17"	"0"	"1"	"464"	"1"	"464"	"0"	"924"	"99"	"465"	"464"
"AL8G30660"	112	"AT5G55135.1"	"AT5G55135.1"	"orthologue"	"AT5G55135.1"	"N0.HOG0016030"	"AT5G55135.1"	"OG0009799"	"AT5G55135.1"	"AT5G55135.1"	113	112	99	100	113	84.071	171	"AT5G55135.1"	"85.841"	"113"	"14"	"2"	"1"	"112"	"1"	"112"	"3.41e-63"	"187"	"99"	"113"	"112"
"AL8G30670"	109	"AT5G55140.1"	"AT5G55140.1"	"orthologue"	"AT5G55140.1"	"N0.HOG0011460"	"AT5G55140.1"	"OG0005646"	"AT5G55140.1"	"AT5G55140.1"	110	109	99	100	109	98.165	224	"AT5G55140.1"	"98.165"	"109"	"2"	"0"	"1"	"109"	"1"	"109"	"5.82e-78"	"224"	"99"	"110"	"109"
"AL8G30680"	375	"AT5G55150.1"	"AT5G55150.1"	"orthologue"	"AT5G55150.1"	"N0.HOG0017946"	"AT5G55150.1"	"OG0011564"	"AT5G55150.1"	"AT5G55150.1"	376	360	99	100	375	88.533	677	"AT5G55150.1"	"88.533"	"375"	"28"	"2"	"1"	"375"	"1"	"360"	"0"	"677"	"99"	"376"	"360"
"AL8G30690"	102	"AT5G55160.2"	"AT5G55160.2"	"orthologue"	"AT5G55160.2"	"N0.HOG0004244"	"AT4G26840.1, AT5G55160.2"	"OG0001133"	"AT4G26840.1, AT5G55160.2"	"AT5G55160.2"	103	116	99	100	116	86.207	194	"AT5G55160.2"	"86.207"	"116"	"2"	"2"	"1"	"102"	"1"	"116"	"2.58e-66"	"194"	"99"	"103"	"116"
"AL8G30700"	116	"AT4G26840.1, AT5G55160.2"	"AT4G26840.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G26840.1, AT5G55160.2"	"81.395, 67.544"	"86, 114"	"15, 21"	"1, 3"	"1"	"85, 100"	"1"	"86, 112"	"3.98e-44, 5.99e-44"	"139"	"73, 85"	"117"	"100, 116"
"AL8G30710"	113	"AT5G55170.1"	"AT5G55170.1"	"orthologue"	"AT5G55170.1"	"N0.HOG0027464"	"AT5G55170.1"	"OG0020569"	"AT5G55170.1"	"AT5G55170.1"	114	111	99	100	113	83.186	194	"AT5G55170.1"	"83.186"	"113"	"17"	"1"	"1"	"113"	"1"	"111"	"6.53e-66"	"194"	"99"	"114"	"111"
"AL8G30720"	461	"AT5G55180.2"	"AT5G55180.2"	"orthologue"	"AT5G55180.2"	"N0.HOG0005299"	"AT5G55180.2"	"OG0001658"	"AT4G26830.2, AT5G55180.2"	"AT5G55180.2"	462	465	97	97	450	97.778	894	"AT5G55180.2"	"97.778"	"450"	"9"	"1"	"1"	"450"	"1"	"449"	"0"	"894"	"97"	"462"	"465"
"AL8G30730"	188	"AT5G10010.1, AT5G64910.2"	"AT5G10010.1"	"other"	NA	NA	NA	"OG0000906"	"AT5G10010.1, AT5G64910.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G10010.1"	"74.211"	"190"	"47"	"1"	"1"	"188"	"245"	"434"	"4.4e-99"	"293"	"99"	"189"	"434"
"AL8G30740"	221	"AT5G55190.1"	"AT5G55190.1"	"orthologue"	"AT5G55190.1"	"N0.HOG0002931"	"AT5G55190.1, AT5G55080.1"	"OG0000596"	"AT5G20010.1, AT5G20020.1, AT5G55080.1, AT5G55190.1"	"AT5G55190.1"	222	221	99	100	221	99.548	464	"AT5G55190.1"	"99.548"	"221"	"1"	"0"	"1"	"221"	"1"	"221"	"3.47e-169"	"464"	"99"	"222"	"221"
"AL8G30750"	302	"AT5G55200.1"	"AT5G55200.1"	"orthologue"	"AT5G55200.1"	"N0.HOG0023393"	"AT5G55200.1"	"OG0016784"	"AT5G55200.1"	"AT5G55200.1"	303	302	99	100	302	92.053	565	"AT5G55200.1"	"92.053"	"302"	"24"	"0"	"1"	"302"	"1"	"302"	"0"	"565"	"99"	"303"	"302"
"AL8G30760"	167	"AT5G55210.1"	"AT5G55210.1"	"orthologue"	"AT5G55210.1"	"N0.HOG0014811"	"AT5G55210.1"	"OG0008664"	"AT5G55210.1"	"AT5G55210.1"	168	168	99	100	168	95.833	329	"AT5G55210.1"	"95.833"	"168"	"6"	"1"	"1"	"167"	"1"	"168"	"8.43e-118"	"329"	"99"	"168"	"168"
"AL8G30770"	549	"AT5G55220.1"	"AT5G55220.1"	"orthologue"	"AT5G55220.1"	"N0.HOG0019604"	"AT5G55220.1"	"OG0013113"	"AT5G55220.1"	"AT5G55220.1"	550	547	99	100	549	95.811	1072	"AT5G55220.1"	"95.811"	"549"	"21"	"1"	"1"	"549"	"1"	"547"	"0"	"1072"	"99"	"550"	"547"
"AL8G30780"	587	"AT5G55230.2"	"AT5G55230.2"	"orthologue"	"AT5G55230.2"	"N0.HOG0004571"	"AT5G55230.2"	"OG0001287"	"AT4G26760.1, AT5G55230.2"	"AT5G55230.2"	588	616	99	100	616	92.045	1145	"AT5G55230.2"	"92.045"	"616"	"20"	"1"	"1"	"587"	"1"	"616"	"0"	"1145"	"99"	"588"	"616"
"AL8G30790"	243	"AT5G55240.1"	"AT5G55240.1"	"orthologue"	"AT5G55240.1"	"N0.HOG0025870"	"AT5G55240.1"	"OG0019136"	"AT5G55240.1"	"AT5G55240.1"	244	243	99	100	243	95.885	492	"AT5G55240.1"	"95.885"	"243"	"10"	"0"	"1"	"243"	"1"	"243"	"1.12e-179"	"492"	"99"	"244"	"243"
"AL8G30800"	386	"AT5G55250.1"	"AT5G55250.1"	"orthologue"	"AT5G55250.1"	"N0.HOG0019606"	"AT5G55250.1"	"OG0013115"	"AT5G55250.1"	"AT5G55250.1"	387	386	99	100	386	97.15	777	"AT5G55250.1"	"97.15"	"386"	"11"	"0"	"1"	"386"	"1"	"386"	"0"	"777"	"99"	"387"	"386"
"AL8G30810"	305	"AT5G55260.2"	"AT5G55260.2"	"orthologue"	"AT5G55260.2"	"N0.HOG0008125"	"AT5G55260.2"	"OG0003157"	"AT4G26720.1, AT5G55260.2"	"AT5G55260.2"	306	346	99	100	346	86.705	608	"AT5G55260.2"	"86.705"	"346"	"5"	"1"	"1"	"305"	"1"	"346"	"0"	"608"	"99"	"306"	"346"
"AL8G30820"	336	"AT5G55270.1"	"AT5G55270.1"	"orthologue"	"AT5G55270.1"	"N0.HOG0000234"	"AT5G55270.1, AT5G55890.1, AT5G55880.1"	"OG0000025"	"AT4G13680.1, AT5G52930.1, AT5G52940.1, AT5G53230.1, AT5G53240.1, AT5G54320.1, AT5G54330.1, AT5G54450.1, AT5G54550.1, AT5G54560.1, AT5G55270.1, AT5G55870.1, AT5G55880.1, AT5G55890.1"	"AT5G55270.1"	337	361	99	100	361	82.271	610	"AT5G55270.1"	"82.271"	"361"	"39"	"1"	"1"	"336"	"1"	"361"	"0"	"610"	"99"	"337"	"361"
"AL8G30830"	433	"AT5G55280.1"	"AT5G55280.1"	"orthologue"	"AT5G55280.1"	"N0.HOG0016679"	"AT5G55280.1"	"OG0010417"	"AT5G55280.1"	"AT5G55280.1"	434	433	99	100	433	98.614	863	"AT5G55280.1"	"98.614"	"433"	"6"	"0"	"1"	"433"	"1"	"433"	"0"	"863"	"99"	"434"	"433"
"AL8G30840"	922	"AT5G55300.2"	"AT5G55300.2"	"orthologue"	"AT5G55300.2"	"N0.HOG0008465"	"AT5G55300.2"	"OG0003379"	"AT5G55300.2"	"AT5G55300.2"	923	933	99	98	916	91.83	1542	"AT5G55300.2"	"92.031"	"916"	"65"	"3"	"1"	"914"	"1"	"910"	"0"	"1542"	"99"	"923"	"933"
"AL8G30850"	916	"AT5G55310.1"	"AT5G55310.1"	"orthologue"	"AT5G55310.1"	"N0.HOG0021492"	"AT5G55310.1"	"OG0014931"	"AT5G55310.1"	"AT5G55310.1"	917	917	99	100	918	92.81	1624	"AT5G55310.1"	"92.81"	"918"	"63"	"2"	"1"	"916"	"1"	"917"	"0"	"1624"	"99"	"917"	"917"
"AL8G30860"	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56000.1, AT5G56010.1"	"91.837"	"49"	"4"	"0"	"2"	"50"	"40"	"88"	"3.94e-23, 4.22e-23"	"94.4"	"31"	"158"	"699"
"AL8G30870"	458	"AT4G07526.1, AT3G29790.1, AT3G43880.1, AT3G33528.1"	"AT3G33528.1"	"orthologue"	"AT4G07526.1, AT3G29790.1, AT3G43880.1, AT3G33528.1"	"N0.HOG0009561"	"AT4G07526.1, AT3G29790.1, AT3G43880.1, AT3G33528.1"	"OG0004086"	"AT3G29790.1, AT3G33528.1, AT3G43880.1, AT4G07526.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55320.1"	"73.78"	"164"	"17"	"1"	"321"	"458"	"176"	"339"	"6.88e-77"	"243"	"30"	"459"	"339"
"AL8G30880"	342	"AT1G34490.1, AT1G34520.1, AT5G55320.1, AT1G34500.1, AT5G55330.1"	"AT1G34520.1"	"other"	NA	"N0.HOG0001197"	"AT1G34490.1, AT1G34520.1, AT5G55320.1, AT1G34500.1, AT5G55330.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55350.1"	"58.806"	"335"	"137"	"1"	"1"	"334"	"1"	"335"	"1.41e-138"	"396"	"97"	"343"	"345"
"AL8G30890"	346	"AT5G55340.1"	"AT5G55340.1"	"orthologue"	"AT5G55340.1"	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	"AT5G55340.1"	347	333	96	100	333	94.294	640	"AT5G55340.1"	"94.294"	"333"	"19"	"0"	"1"	"333"	"1"	"333"	"0"	"640"	"96"	"347"	"333"
"AL8G30900"	345	"AT5G55350.1"	"AT5G55350.1"	"orthologue"	"AT5G55350.1"	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	"AT5G55350.1"	346	345	99	100	345	89.565	634	"AT5G55350.1"	"89.565"	"345"	"36"	"0"	"1"	"345"	"1"	"345"	"0"	"634"	"99"	"346"	"345"
"AL8G30910"	150	"AT1G34490.1, AT1G34520.1, AT5G55320.1, AT1G34500.1, AT5G55330.1"	"AT1G34500.1"	"other"	NA	"N0.HOG0001197"	"AT1G34490.1, AT1G34520.1, AT5G55320.1, AT1G34500.1, AT5G55330.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55360.1"	"69.231"	"169"	"30"	"6"	"1"	"149"	"162"	"328"	"2.78e-70"	"214"	"99"	"151"	"342"
"AL8G30920"	250	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"AT5G55350.1"	"other"	NA	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55350.1"	"81.6"	"250"	"46"	"0"	"1"	"250"	"1"	"250"	"2.72e-150"	"422"	"99"	"251"	"345"
"AL8G30930"	346	"AT5G55380.1"	"AT5G55380.1"	"orthologue"	"AT5G55380.1"	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	"AT5G55380.1"	347	341	99	100	346	93.064	635	"AT5G55380.1"	"93.064"	"346"	"19"	"2"	"1"	"346"	"1"	"341"	"0"	"635"	"99"	"347"	"341"
"AL8G30940"	1294	"AT5G55390.1"	"AT5G55390.1"	"orthologue"	"AT5G55390.1"	"N0.HOG0018168"	"AT5G55390.1"	"OG0011764"	"AT5G55390.1"	"AT5G55390.1"	1295	1297	99	100	1297	92.521	2451	"AT5G55390.1"	"92.521"	"1297"	"94"	"2"	"1"	"1294"	"1"	"1297"	"0"	"2451"	"99"	"1295"	"1297"
"AL8G30950"	713	"AT5G55400.1"	"AT5G55400.1"	"orthologue"	"AT5G55400.1"	"N0.HOG0007823"	"AT5G55400.1"	"OG0002979"	"AT4G26700.1, AT5G55400.1"	"AT5G55400.1"	714	714	99	100	714	97.619	1429	"AT5G55400.1"	"97.619"	"714"	"16"	"1"	"1"	"713"	"1"	"714"	"0"	"1429"	"99"	"714"	"714"
"AL8G30960"	107	"AT5G55410.2"	"AT5G55410.2"	"orthologue"	"AT5G55410.2"	"N0.HOG0002590"	"AT5G55410.2"	"OG0000483"	"AT5G55410.2, AT5G55450.1"	"AT5G55410.2"	108	110	98	96	106	89.623	198	"AT5G55410.2"	"89.623"	"106"	"11"	"0"	"1"	"106"	"1"	"106"	"7.73e-68"	"198"	"98"	"108"	"110"
"AL8G30970"	105	"AT5G55450.1"	"AT5G55450.1"	"other"	NA	"N0.HOG0002595"	"AT5G55450.1"	"OG0000483"	"AT5G55410.2, AT5G55450.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55450.1"	"82.857"	"105"	"17"	"1"	"1"	"105"	"1"	"104"	"5.43e-51"	"155"	"99"	"106"	"104"
"AL8G30980"	365	"AT5G55440.1"	"AT5G55440.1"	"orthologue"	"AT5G55440.1"	"N0.HOG0005451"	"AT5G55440.1"	"OG0001727"	"AT5G55440.1, AT5G67040.1"	"AT5G55440.1"	366	365	98	98	357	88.235	654	"AT5G55440.1"	"88.235"	"357"	"42"	"0"	"1"	"357"	"1"	"357"	"0"	"654"	"98"	"366"	"365"
"AL8G30990"	104	"AT5G55450.1"	"AT5G55450.1"	"orthologue"	"AT5G55450.1"	"N0.HOG0002595"	"AT5G55450.1"	"OG0000483"	"AT5G55410.2, AT5G55450.1"	"AT5G55450.1"	105	104	99	100	104	90.385	171	"AT5G55450.1"	"90.385"	"104"	"10"	"0"	"1"	"104"	"1"	"104"	"6.11e-57"	"171"	"99"	"105"	"104"
"AL8G31000"	529	"AT5G55470.1"	"AT5G55470.1"	"orthologue"	"AT5G55470.1"	"N0.HOG0021493"	"AT5G55470.1"	"OG0014932"	"AT5G55470.1"	"AT5G55470.1"	530	529	99	100	529	96.408	1039	"AT5G55470.1"	"96.408"	"529"	"19"	"0"	"1"	"529"	"1"	"529"	"0"	"1039"	"99"	"530"	"529"
"AL8G31010"	763	"AT5G55480.1"	"AT5G55480.1"	"orthologue"	"AT5G55480.1"	"N0.HOG0003020"	"AT1G66970.2, AT4G26690.1, AT5G55480.1"	"OG0000627"	"AT1G66970.2, AT4G26690.1, AT5G55480.1"	"AT5G55480.1"	764	766	99	99	763	93.84	1454	"AT5G55480.1"	"93.84"	"763"	"47"	"0"	"1"	"763"	"4"	"766"	"0"	"1477"	"99"	"764"	"766"
"AL8G31020"	596	"AT5G55490.1"	"AT5G55490.1"	"orthologue"	"AT5G55490.1"	"N0.HOG0009582"	"AT5G55490.1"	"OG0004101"	"AT5G55490.1"	"AT5G55490.1"	597	593	99	100	597	91.625	1026	"AT5G55490.1"	"91.625"	"597"	"45"	"3"	"1"	"596"	"1"	"593"	"0"	"1026"	"99"	"597"	"593"
"AL8G31030"	534	"AT5G55500.1"	"AT5G55500.1"	"orthologue"	"AT5G55500.1"	"N0.HOG0019607"	"AT5G55500.1"	"OG0013116"	"AT5G55500.1"	"AT5G55500.1"	535	534	99	100	539	94.434	1014	"AT5G55500.1"	"94.62"	"539"	"19"	"4"	"1"	"534"	"1"	"534"	"0"	"1031"	"99"	"535"	"534"
"AL8G31060"	213	"AT5G55510.1"	"AT5G55510.1"	"orthologue"	"AT5G55510.1"	"N0.HOG0006219"	"AT5G55510.1"	"OG0002116"	"AT4G26670.1, AT5G55510.1"	"AT5G55510.1"	214	214	99	100	214	92.523	401	"AT5G55510.1"	"92.523"	"214"	"15"	"1"	"1"	"213"	"1"	"214"	"9.58e-145"	"401"	"99"	"214"	"214"
"AL8G31070"	787	"AT5G55520.1"	"AT5G55520.1"	"orthologue"	"AT5G55520.1"	"N0.HOG0021494"	"AT5G55520.1"	"OG0014933"	"AT5G55520.1"	"AT5G55520.1"	788	805	99	100	819	87.79	1358	"AT5G55520.1"	"87.79"	"819"	"54"	"11"	"1"	"787"	"1"	"805"	"0"	"1358"	"99"	"788"	"805"
"AL8G31080"	405	"AT5G55530.1"	"AT5G55530.1"	"orthologue"	"AT5G55530.1"	"N0.HOG0014812"	"AT5G55530.1"	"OG0008665"	"AT5G55530.1"	"AT5G55530.1"	406	405	99	100	405	95.309	788	"AT5G55530.1"	"95.309"	"405"	"19"	"0"	"1"	"405"	"1"	"405"	"0"	"788"	"99"	"406"	"405"
"AL8G31090"	1380	"AT5G55540.1"	"AT5G55540.1"	"orthologue"	"AT5G55540.1"	"N0.HOG0017112"	"AT5G55540.1"	"OG0010808"	"AT5G55540.1"	"AT5G55540.1"	1381	1380	99	100	1380	96.377	2782	"AT5G55540.1"	"96.377"	"1380"	"50"	"0"	"1"	"1380"	"1"	"1380"	"0"	"2782"	"99"	"1381"	"1380"
"AL8G31100"	449	"AT5G55550.10"	"AT5G55550.10"	"orthologue"	"AT5G55550.10"	"N0.HOG0006981"	"AT5G55550.10"	"OG0002518"	"AT4G26650.1, AT5G55550.10"	"AT5G55550.10"	450	507	99	97	494	84.615	795	"AT5G55550.10"	"84.615"	"494"	"26"	"4"	"1"	"446"	"1"	"492"	"0"	"796"	"99"	"450"	"507"
"AL8G31110"	634	"AT4G21380.1"	"AT4G21380.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G21380.1"	"50.61"	"328"	"148"	"5"	"28"	"350"	"29"	"347"	"3.29e-104"	"335"	"51"	"635"	"850"
"AL8G31120"	312	"AT5G55560.1"	"AT5G55560.1"	"orthologue"	"AT5G55560.1"	"N0.HOG0009197"	"AT5G55560.1"	"OG0003840"	"AT5G55560.1"	"AT5G55560.1"	313	314	99	99	311	97.749	632	"AT5G55560.1"	"97.749"	"311"	"7"	"0"	"1"	"311"	"2"	"312"	"0"	"632"	"99"	"313"	"314"
"AL8G31140"	144	"AT5G55570.1"	"AT5G55570.1"	"orthologue"	"AT5G55570.1"	"N0.HOG0018169"	"AT5G55570.1"	"OG0011765"	"AT5G55570.1"	"AT5G55570.1"	145	143	99	100	147	85.714	231	"AT5G55570.1"	"85.714"	"147"	"14"	"3"	"1"	"144"	"1"	"143"	"1.41e-79"	"231"	"99"	"145"	"143"
"AL8G31150"	493	"AT5G55580.1"	"AT5G55580.1"	"orthologue"	"AT5G55580.1"	"N0.HOG0021495"	"AT5G55580.1"	"OG0014934"	"AT5G55580.1"	"AT5G55580.1"	494	496	99	99	499	94.589	950	"AT5G55580.1"	"94.589"	"499"	"16"	"3"	"1"	"492"	"1"	"495"	"0"	"950"	"99"	"494"	"496"
"AL8G31160"	378	"AT5G55590.1"	"AT5G55590.1"	"orthologue"	"AT5G55590.1"	"N0.HOG0013665"	"AT5G55590.1"	"OG0007591"	"AT5G55590.1"	"AT5G55590.1"	379	380	99	100	382	95.55	744	"AT5G55590.1"	"95.55"	"382"	"11"	"3"	"1"	"378"	"1"	"380"	"0"	"744"	"99"	"379"	"380"
"AL8G31170"	664	"AT5G55600.1"	"AT5G55600.1"	"orthologue"	"AT5G55600.1"	"N0.HOG0016031"	"AT5G55600.1"	"OG0009800"	"AT5G55600.1"	"AT5G55600.1"	665	663	98	98	652	94.172	1242	"AT5G55600.1"	"94.172"	"652"	"37"	"1"	"1"	"652"	"1"	"651"	"0"	"1242"	"98"	"665"	"663"
"AL8G31180"	328	"AT5G55610.1"	"AT5G55610.1"	"orthologue"	"AT5G55610.1"	"N0.HOG0014813"	"AT5G55610.1"	"OG0008666"	"AT5G55610.1"	"AT5G55610.1"	329	329	99	100	329	95.137	644	"AT5G55610.1"	"95.137"	"329"	"15"	"1"	"1"	"328"	"1"	"329"	"0"	"644"	"99"	"329"	"329"
"AL8G31190"	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL8G31200"	101	"AT5G55620.1"	"AT5G55620.1"	"orthologue"	"AT5G55620.1"	"N0.HOG0014814"	"AT5G55620.1"	"OG0008667"	"AT5G55620.1"	"AT5G55620.1"	102	101	99	100	101	96.04	206	"AT5G55620.1"	"96.04"	"101"	"4"	"0"	"1"	"101"	"1"	"101"	"4.49e-71"	"206"	"99"	"102"	"101"
"AL8G31210"	362	"AT5G55630.1"	"AT5G55630.1"	"orthologue"	"AT5G55630.1"	"N0.HOG0008986"	"AT5G55630.1"	"OG0003708"	"AT5G55630.1"	"AT5G55630.1"	363	363	99	100	363	91.46	654	"AT5G55630.1"	"91.46"	"363"	"30"	"1"	"1"	"362"	"1"	"363"	"0"	"671"	"99"	"363"	"363"
"AL8G31220"	142	"AT5G55640.1"	"AT5G55640.1"	"orthologue"	"AT5G55640.1"	"N0.HOG0019608"	"AT5G55640.1"	"OG0013117"	"AT5G55640.1"	"AT5G55640.1"	143	149	99	100	149	85.235	239	"AT5G55640.1"	"85.235"	"149"	"15"	"4"	"1"	"142"	"1"	"149"	"7.98e-83"	"239"	"99"	"143"	"149"
"AL8G31230"	104	"AT5G55650.1"	"AT5G55650.1"	"orthologue"	"AT5G55650.1"	"N0.HOG0025388"	"AT5G55650.1"	"OG0018694"	"AT5G55650.1"	"AT5G55650.1"	105	154	99	68	105	80.952	108	"AT5G55650.1"	"80.952"	"105"	"18"	"2"	"1"	"104"	"51"	"154"	"1.84e-31"	"108"	"99"	"105"	"154"
"AL8G31240"	799	"AT5G55660.1"	"AT5G55660.1"	"orthologue"	"AT5G55660.1"	"N0.HOG0004679"	"AT5G55660.1"	"OG0001339"	"AT4G26630.1, AT5G55660.1"	"AT5G55660.1"	800	778	99	100	812	81.963	884	"AT5G55660.1"	"82.759"	"812"	"93"	"11"	"1"	"799"	"1"	"778"	"0"	"884"	"99"	"800"	"778"
