"Arabidopsis_lyrata_NCBI"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"XP_020883725.1"	578	"AT5G61900.1, AT5G61910.4"	"AT5G61910.4"	"orthologue"	"AT5G61900.1, AT5G61910.4"	"N0.HOG0015469"	"AT5G61900.1, AT5G61910.4"	"OG0009302"	"AT5G61900.1, AT5G61910.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61910.4"	"96.713"	"578"	"19"	"0"	"1"	"578"	"769"	"1346"	"0"	"1161"	"100"	"578"	"1346"
"XP_020883729.1"	201	"AT2G35760.1"	"AT2G35760.1"	"orthologue"	"AT2G35760.1"	"N0.HOG0012583"	"AT2G35760.1"	"OG0006604"	"AT2G35760.1"	"AT2G35760.1"	201	201	100	100	201	91.045	341	"AT2G35760.1"	"91.045"	"201"	"18"	"0"	"1"	"201"	"1"	"201"	"1.27e-121"	"342"	"100"	"201"	"201"
"XP_020883730.1"	185	"AT2G36145.1"	"AT2G36145.1"	"orthologue"	"AT2G36145.1"	"N0.HOG0023761"	"AT2G36145.1"	"OG0017146"	"AT2G36145.1"	"AT2G36145.1"	185	186	100	100	188	90.957	330	"AT2G36145.1"	"90.957"	"188"	"12"	"3"	"1"	"185"	"1"	"186"	"1.71e-117"	"330"	"100"	"185"	"186"
"XP_020883731.1"	154	"AT2G35635.1"	"AT2G35635.1"	"orthologue"	"AT2G35635.1"	"N0.HOG0006017"	"AT1G31340.1, AT2G35635.1"	"OG0002019"	"AT1G31340.1, AT2G35635.1"	"AT2G35635.1"	154	154	100	100	154	100	304	"AT2G35635.1"	"100"	"154"	"0"	"0"	"1"	"154"	"1"	"154"	"3.63e-108"	"304"	"100"	"154"	"154"
"XP_020883732.1"	147	"AT2G36060.2"	"AT2G36060.2"	"orthologue"	"AT2G36060.2"	"N0.HOG0007079"	"AT3G52560.4, AT2G36060.2"	"OG0002565"	"AT2G36060.2, AT3G52560.4"	"AT2G36060.2"	147	146	100	100	147	96.599	296	"AT2G36060.2"	"96.599"	"147"	"4"	"1"	"1"	"147"	"1"	"146"	"3.72e-105"	"296"	"100"	"147"	"146"
"XP_020883734.1"	128	"AT2G36170.1"	"AT2G36170.1"	"orthologue"	"AT2G36170.1"	"N0.HOG0002797"	"AT2G36170.1, AT3G52590.1"	"OG0000550"	"AT2G36170.1, AT3G52590.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G52590.1, AT2G36170.1"	"99.219"	"128"	"1"	"0"	"1"	"128"	"1"	"128"	"1.56e-92"	"262"	"100"	"128"	"128"
"XP_020883735.1"	112	"AT2G35795.1"	"AT2G35795.1"	"orthologue"	"AT2G35795.1"	"N0.HOG0024215"	"AT2G35795.1"	"OG0017589"	"AT2G35795.1"	"AT2G35795.1"	112	112	100	100	112	97.321	224	"AT2G35795.1"	"97.321"	"112"	"3"	"0"	"1"	"112"	"1"	"112"	"4.69e-78"	"224"	"100"	"112"	"112"
"XP_020883738.1"	213	"AT2G35990.1"	"AT2G35990.1"	"orthologue"	"AT2G35990.1"	"N0.HOG0020317"	"AT2G35990.1"	"OG0013797"	"AT2G35990.1"	"AT2G35990.1"	213	213	100	100	213	98.592	431	"AT2G35990.1"	"98.592"	"213"	"3"	"0"	"1"	"213"	"1"	"213"	"1.01e-156"	"431"	"100"	"213"	"213"
"XP_020883739.1"	861	"AT2G41620.1"	"AT2G41620.1"	"orthologue"	"AT2G41620.1"	"N0.HOG0007297"	"AT2G41620.1"	"OG0002684"	"AT2G41620.1, AT3G57350.1"	"AT2G41620.1"	861	861	100	100	861	98.026	1760	"AT2G41620.1"	"98.026"	"861"	"17"	"0"	"1"	"861"	"1"	"861"	"0"	"1760"	"100"	"861"	"861"
"XP_020883740.1"	254	"AT2G41440.1, AT2G41445.2, AT2G41470.1"	"AT2G41440.1"	"other"	NA	NA	NA	"OG0001625"	"AT2G41440.1, AT2G41445.2, AT2G41470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41440.1"	"41.916"	"167"	"72"	"5"	"70"	"212"	"53"	"218"	"2.45e-25"	"100"	"56"	"254"	"289"
"XP_020883741.1"	735	"AT2G40400.1"	"AT2G40400.1"	"orthologue"	"AT2G40400.1"	"N0.HOG0007331"	"AT2G40400.1"	"OG0002702"	"AT2G40400.1, AT3G56140.1"	"AT2G40400.1"	735	735	100	100	740	95.405	1424	"AT2G40400.1"	"95.405"	"740"	"24"	"4"	"1"	"735"	"1"	"735"	"0"	"1424"	"100"	"735"	"735"
"XP_020883742.1"	517	"AT2G40390.1"	"AT2G40390.1"	"orthologue"	"AT2G40390.1"	"N0.HOG0020300"	"AT2G40390.1"	"OG0013780"	"AT2G40390.1"	"AT2G40390.1"	517	496	96	100	496	96.573	999	"AT2G40390.1"	"96.573"	"496"	"17"	"0"	"22"	"517"	"1"	"496"	"0"	"999"	"96"	"517"	"496"
"XP_020883743.1"	209	"AT2G40380.1"	"AT2G40380.1"	"orthologue"	"AT2G40380.1"	"N0.HOG0006315"	"AT2G40380.1"	"OG0002166"	"AT2G40380.1, AT3G56110.1"	"AT2G40380.1"	209	213	100	100	213	95.775	397	"AT2G40380.1"	"95.775"	"213"	"5"	"1"	"1"	"209"	"1"	"213"	"5.75e-143"	"397"	"100"	"209"	"213"
"XP_020883744.1"	1407	"AT2G39480.1"	"AT2G39480.1"	"orthologue"	"AT2G39480.1"	"N0.HOG0006812"	"AT2G39480.1"	"OG0002431"	"AT2G39480.1, AT3G55320.1"	"AT2G39480.1"	1407	1407	100	100	1407	98.223	2855	"AT2G39480.1"	"98.223"	"1407"	"25"	"0"	"1"	"1407"	"1"	"1407"	"0"	"2855"	"100"	"1407"	"1407"
"XP_020883745.1"	470	"AT2G39435.1"	"AT2G39435.1"	"orthologue"	"AT2G39435.1"	"N0.HOG0022192"	"AT2G39435.1"	"OG0015622"	"AT2G39435.1"	"AT2G39435.1"	470	464	100	100	476	84.874	773	"AT2G39435.1"	"84.874"	"476"	"54"	"6"	"1"	"470"	"1"	"464"	"0"	"773"	"100"	"470"	"464"
"XP_020883747.1"	394	"AT2G39450.1"	"AT2G39450.1"	"orthologue"	"AT2G39450.1"	"N0.HOG0011634"	"AT2G39450.1"	"OG0005802"	"AT2G39450.1"	"AT2G39450.1"	394	394	99	99	393	98.728	803	"AT2G39450.1"	"98.728"	"393"	"5"	"0"	"1"	"393"	"1"	"393"	"0"	"803"	"99"	"394"	"394"
"XP_020883748.1"	318	"AT2G39420.1"	"AT2G39420.1"	"orthologue"	"AT2G39420.1"	"N0.HOG0006813"	"AT2G39410.2, AT2G39420.1"	"OG0002432"	"AT2G39410.2, AT2G39420.1"	"AT2G39420.1"	318	317	99	99	316	96.835	638	"AT2G39420.1"	"96.835"	"316"	"10"	"0"	"3"	"318"	"2"	"317"	"0"	"638"	"99"	"318"	"317"
"XP_020883750.1"	237	"AT2G39470.1"	"AT2G39470.1"	"orthologue"	"AT2G39470.1"	"N0.HOG0016412"	"AT2G39470.1"	"OG0010164"	"AT2G39470.1"	"AT2G39470.1"	237	238	99	99	237	95.781	464	"AT2G39470.1"	"95.781"	"237"	"8"	"2"	"3"	"237"	"2"	"238"	"1.04e-168"	"464"	"99"	"237"	"238"
"XP_020883752.1"	207	"AT3G25080.1"	"AT3G25080.1"	"orthologue"	"AT3G25080.1"	"N0.HOG0001912"	"AT3G25080.1"	"OG0000296"	"AT1G24388.1, AT3G25080.1, AT3G57210.1, AT4G11700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G25080.1"	"56.8"	"125"	"42"	"6"	"1"	"119"	"52"	"170"	"1.11e-33"	"118"	"57"	"207"	"171"
"XP_020883753.1"	171	"AT2G39445.1"	"AT2G39445.1"	"orthologue"	"AT2G39445.1"	"N0.HOG0008713"	"AT1G61280.1, AT2G39445.1"	"OG0003533"	"AT1G61280.1, AT2G39445.1"	"AT2G39445.1"	171	181	99	93	169	96.45	336	"AT2G39445.1"	"96.45"	"169"	"6"	"0"	"1"	"169"	"13"	"181"	"3.26e-120"	"336"	"99"	"171"	"181"
"XP_020883755.1"	220	"AT5G51110.1"	"AT5G51110.1"	"orthologue"	"AT5G51110.1"	"N0.HOG0018147"	"AT5G51110.1"	"OG0011744"	"AT5G51110.1"	"AT5G51110.1"	220	220	100	100	220	93.182	419	"AT5G51110.1"	"93.182"	"220"	"15"	"0"	"1"	"220"	"1"	"220"	"1.05e-151"	"419"	"100"	"220"	"220"
"XP_020883756.1"	157	"AT2G39440.1"	"AT2G39440.1"	"orthologue"	"AT2G39440.1"	"N0.HOG0015225"	"AT2G39440.1"	"OG0009066"	"AT2G39440.1"	"AT2G39440.1"	157	162	97	94	153	92.157	302	"AT2G39440.1"	"92.157"	"153"	"12"	"0"	"1"	"153"	"1"	"153"	"3.53e-107"	"302"	"97"	"157"	"162"
"XP_020883757.1"	975	"AT2G41740.1"	"AT2G41740.1"	"orthologue"	"AT2G41740.1"	"N0.HOG0006510"	"AT2G41740.1"	"OG0002278"	"AT2G41740.1, AT3G57410.1"	"AT2G41740.1"	975	976	100	100	976	96.004	1943	"AT2G41740.1"	"96.004"	"976"	"38"	"1"	"1"	"975"	"1"	"976"	"0"	"1943"	"100"	"975"	"976"
"XP_020883759.1"	370	"AT2G46290.1"	"AT2G46290.1"	"orthologue"	"AT2G46290.1"	"N0.HOG0009370"	"AT2G46290.1, AT2G46280.1, AT5G57650.1"	"OG0003956"	"AT2G46280.1, AT2G46290.1, AT5G57650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G46290.1"	"88.108"	"370"	"29"	"1"	"1"	"370"	"1"	"355"	"0"	"677"	"100"	"370"	"355"
"XP_020883764.1"	274	"AT2G19365.1"	"AT2G19365.1"	"other"	NA	"N0.HOG0001942"	"AT2G19365.1"	"OG0000303"	"AT2G19365.1, AT2G20625.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G19365.1"	"88.462"	"78"	"9"	"0"	"10"	"87"	"5"	"82"	"6.13e-48"	"154"	"28"	"274"	"84"
"XP_020883765.1"	353	"AT2G38240.1"	"AT2G38240.1"	"orthologue"	"AT2G38240.1"	"N0.HOG0014579"	"AT2G38240.1"	"OG0008447"	"AT2G38240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G38240.1"	"93.768"	"353"	"22"	"0"	"1"	"353"	"1"	"353"	"0"	"691"	"100"	"353"	"353"
"XP_020883767.1"	969	"AT2G43500.2"	"AT2G43500.2"	"orthologue"	"AT2G43500.2"	"N0.HOG0005005"	"AT2G43500.2"	"OG0001504"	"AT2G43500.2, AT3G59580.1"	"AT2G43500.2"	969	947	100	100	992	85.685	1707	"AT2G43500.2"	"85.685"	"992"	"74"	"4"	"1"	"969"	"1"	"947"	"0"	"1707"	"100"	"969"	"947"
"XP_020883777.1"	336	"AT2G35380.1"	"AT2G35380.1"	"orthologue"	"AT2G35380.1"	"N0.HOG0019843"	"AT2G35380.1"	"OG0013339"	"AT2G35380.1"	"AT2G35380.1"	336	336	100	100	336	92.857	653	"AT2G35380.1"	"92.857"	"336"	"24"	"0"	"1"	"336"	"1"	"336"	"0"	"653"	"100"	"336"	"336"
"XP_020883778.1"	165	"AT2G35370.1"	"AT2G35370.1"	"orthologue"	"AT2G35370.1"	"N0.HOG0005467"	"AT1G32470.1, AT2G35370.1"	"OG0001738"	"AT1G32470.1, AT2G35370.1"	"AT2G35370.1"	165	165	100	100	165	97.576	326	"AT2G35370.1"	"97.576"	"165"	"4"	"0"	"1"	"165"	"1"	"165"	"1.3e-116"	"326"	"100"	"165"	"165"
"XP_020883779.1"	1122	"AT2G27900.1"	"AT2G27900.1"	"orthologue"	"AT2G27900.1"	"N0.HOG0014005"	"AT2G27900.1"	"OG0007903"	"AT2G27900.1"	"AT2G27900.1"	1122	1124	100	100	1124	95.196	2040	"AT2G27900.1"	"95.196"	"1124"	"52"	"2"	"1"	"1122"	"1"	"1124"	"0"	"2051"	"100"	"1122"	"1124"
"XP_020883781.1"	764	"AT5G66750.1"	"AT5G66750.1"	"orthologue"	"AT5G66750.1"	"N0.HOG0016326"	"AT5G66750.1"	"OG0010082"	"AT5G66750.1"	"AT5G66750.1"	764	764	100	100	764	96.466	1529	"AT5G66750.1"	"96.466"	"764"	"27"	"0"	"1"	"764"	"1"	"764"	"0"	"1529"	"100"	"764"	"764"
"XP_020883782.1"	1061	"AT2G27980.1"	"AT2G27980.1"	"orthologue"	"AT2G27980.1"	"N0.HOG0016871"	"AT2G27980.1"	"OG0010595"	"AT2G27980.1"	"AT2G27980.1"	1061	1072	100	100	1072	90.019	1931	"AT2G27980.1"	"90.019"	"1072"	"96"	"4"	"1"	"1061"	"1"	"1072"	"0"	"1936"	"100"	"1061"	"1072"
"XP_020883783.1"	996	"AT5G41740.2, AT5G41750.1"	"AT5G41750.1"	"orthologue"	"AT5G41740.2, AT5G41750.1"	"N0.HOG0002085"	"AT5G41740.2, AT5G41750.1, AT5G41550.1"	"OG0000342"	"AT5G40910.1, AT5G41540.1, AT5G41550.1, AT5G41740.2, AT5G41750.1"	"AT5G41750.1"	996	1068	99	93	1002	74.351	1443	"AT5G41750.1"	"74.351"	"1002"	"239"	"9"	"3"	"991"	"4"	"1000"	"0"	"1461"	"99"	"996"	"1068"
"XP_020883785.1"	715	"AT2G27810.4"	"AT2G27810.4"	"orthologue"	"AT2G27810.4"	"N0.HOG0016368"	"AT2G27810.4"	"OG0010124"	"AT2G27810.4"	"AT2G27810.4"	715	733	100	100	740	92.703	1377	"AT2G27810.4"	"92.703"	"740"	"22"	"3"	"1"	"715"	"1"	"733"	"0"	"1377"	"100"	"715"	"733"
"XP_020883786.1"	615	"AT2G27990.1"	"AT2G27990.1"	"orthologue"	"AT2G27990.1"	"N0.HOG0027624"	"AT2G27990.1"	"OG0020722"	"AT2G27990.1"	"AT2G27990.1"	615	584	98	100	604	86.258	980	"AT2G27990.1"	"86.589"	"604"	"59"	"9"	"14"	"615"	"1"	"584"	"0"	"1014"	"98"	"615"	"584"
"XP_020883788.1"	634	"AT5G66760.1"	"AT5G66760.1"	"orthologue"	"AT5G66760.1"	"N0.HOG0006287"	"AT5G66760.1"	"OG0002151"	"AT2G18450.1, AT5G66760.1"	"AT5G66760.1"	634	634	100	100	634	99.054	1318	"AT5G66760.1"	"99.054"	"634"	"6"	"0"	"1"	"634"	"1"	"634"	"0"	"1318"	"100"	"634"	"634"
"XP_020883789.1"	614	"AT2G28240.1"	"AT2G28240.1"	"orthologue"	"AT2G28240.1"	"N0.HOG0019267"	"AT2G28240.1"	"OG0012786"	"AT2G28240.1"	"AT2G28240.1"	614	660	97	98	662	71.45	812	"AT2G28240.1"	"72.356"	"662"	"103"	"8"	"17"	"614"	"15"	"660"	"0"	"838"	"97"	"614"	"660"
"XP_020883793.1"	564	"AT2G28250.1"	"AT2G28250.1"	"orthologue"	"AT2G28250.1"	"N0.HOG0020201"	"AT2G28250.1"	"OG0013686"	"AT2G28250.1"	"AT2G28250.1"	564	565	100	99	564	96.099	1125	"AT2G28250.1"	"96.099"	"564"	"21"	"1"	"1"	"564"	"3"	"565"	"0"	"1125"	"100"	"564"	"565"
"XP_020883798.1"	876	"AT5G60410.2"	"AT5G60410.2"	"orthologue"	"AT5G60410.2"	"N0.HOG0006040"	"AT5G60410.2"	"OG0002028"	"AT5G60410.2"	"AT5G60410.2"	876	885	99	98	863	95.133	1696	"AT5G60410.2"	"95.133"	"863"	"42"	"0"	"1"	"863"	"1"	"863"	"0"	"1696"	"99"	"876"	"885"
"XP_020883799.1"	485	"AT2G28080.1"	"AT2G28080.1"	"orthologue"	"AT2G28080.1"	"N0.HOG0022077"	"AT2G28080.1"	"OG0015507"	"AT2G28080.1"	"AT2G28080.1"	485	482	100	100	486	97.531	970	"AT2G28080.1"	"97.531"	"486"	"7"	"2"	"1"	"485"	"1"	"482"	"0"	"970"	"100"	"485"	"482"
"XP_020883800.1"	461	"AT2G27920.1"	"AT2G27920.1"	"orthologue"	"AT2G27920.1"	"N0.HOG0020205"	"AT2G27920.1"	"OG0013690"	"AT2G27920.1"	"AT2G27920.1"	461	461	100	100	461	93.275	859	"AT2G27920.1"	"93.275"	"461"	"31"	"0"	"1"	"461"	"1"	"461"	"0"	"859"	"100"	"461"	"461"
"XP_020883802.1"	456	"AT2G28130.1"	"AT2G28130.1"	"orthologue"	"AT2G28130.1"	"N0.HOG0022075"	"AT2G28130.1"	"OG0015505"	"AT2G28130.1"	"AT2G28130.1"	456	458	100	100	458	91.921	823	"AT2G28130.1"	"91.921"	"458"	"35"	"1"	"1"	"456"	"1"	"458"	"0"	"827"	"100"	"456"	"458"
"XP_020883803.1"	452	"AT2G28110.1"	"AT2G28110.1"	"orthologue"	"AT2G28110.1"	"N0.HOG0016367"	"AT2G28110.1"	"OG0010123"	"AT2G28110.1"	"AT2G28110.1"	452	448	100	100	452	91.15	843	"AT2G28110.1"	"91.15"	"452"	"36"	"1"	"1"	"452"	"1"	"448"	"0"	"859"	"100"	"452"	"448"
"XP_020883805.1"	400	"AT2G28040.1"	"AT2G28040.1"	"orthologue"	"AT2G28040.1"	"N0.HOG0003437"	"AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1"	"OG0000794"	"AT2G28010.1, AT2G28030.1, AT2G28040.1, AT2G28220.1, AT2G28225.1"	"AT2G28040.1"	400	395	100	100	400	84.25	686	"AT2G28040.1"	"84.25"	"400"	"58"	"2"	"1"	"400"	"1"	"395"	"0"	"686"	"100"	"400"	"395"
"XP_020883806.1"	398	"AT2G28010.1"	"AT2G28010.1"	"orthologue"	"AT2G28010.1"	"N0.HOG0003437"	"AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28225.1, AT2G28220.1"	"OG0000794"	"AT2G28010.1, AT2G28030.1, AT2G28040.1, AT2G28220.1, AT2G28225.1"	"AT2G28010.1"	398	396	99	100	397	87.406	721	"AT2G28010.1"	"87.406"	"397"	"49"	"1"	"2"	"398"	"1"	"396"	"0"	"721"	"99"	"398"	"396"
"XP_020883807.1"	389	"AT2G27860.1"	"AT2G27860.1"	"orthologue"	"AT2G27860.1"	"N0.HOG0005020"	"AT2G27860.1"	"OG0001512"	"AT1G08200.1, AT2G27860.1"	"AT2G27860.1"	389	389	100	100	389	97.686	798	"AT2G27860.1"	"97.686"	"389"	"9"	"0"	"1"	"389"	"1"	"389"	"0"	"798"	"100"	"389"	"389"
"XP_020883808.1"	316	"AT2G28210.1"	"AT2G28210.1"	"other"	NA	"N0.HOG0009137"	"AT2G28210.1"	"OG0003804"	"AT2G28210.1"	"AT2G28210.1"	316	276	88	100	278	80.216	447	"AT2G28210.1"	"80.216"	"278"	"53"	"2"	"39"	"316"	"1"	"276"	"6.09e-168"	"467"	"88"	"316"	"276"
"XP_020883809.1"	219	"AT2G28230.1"	"AT2G28230.1"	"orthologue"	"AT2G28230.1"	"N0.HOG0013335"	"AT4G09070.1, AT2G28230.1"	"OG0007297"	"AT2G28230.1, AT4G09070.1"	"AT2G28230.1"	219	219	100	100	219	97.26	444	"AT2G28230.1"	"97.26"	"219"	"6"	"0"	"1"	"219"	"1"	"219"	"1.69e-161"	"444"	"100"	"219"	"219"
"XP_020883811.1"	214	"AT2G28140.1"	"AT2G28140.1"	"orthologue"	"AT2G28140.1"	"N0.HOG0023687"	"AT2G28140.1"	"OG0017072"	"AT2G28140.1"	"AT2G28140.1"	214	211	100	100	214	94.86	412	"AT2G28140.1"	"94.86"	"214"	"8"	"1"	"1"	"214"	"1"	"211"	"7.11e-149"	"412"	"100"	"214"	"211"
"XP_020883812.1"	203	"AT2G27840.3"	"AT2G27840.3"	"orthologue"	"AT2G27840.3"	"N0.HOG0022078"	"AT2G27840.3"	"OG0015508"	"AT2G27840.3"	"AT2G27840.3"	203	203	100	100	208	74.519	243	"AT2G27840.3"	"74.519"	"208"	"43"	"3"	"1"	"203"	"1"	"203"	"1.37e-82"	"243"	"100"	"203"	"203"
"XP_020883814.1"	190	"AT2G27930.5"	"AT2G27930.5"	"orthologue"	"AT2G27930.5"	"N0.HOG0018577"	"AT2G27930.5"	"OG0012148"	"AT2G27930.5"	"AT2G27930.5"	190	192	100	100	193	92.746	321	"AT2G27930.5"	"92.746"	"193"	"10"	"2"	"1"	"190"	"1"	"192"	"8.17e-114"	"321"	"100"	"190"	"192"
"XP_020883817.1"	190	"AT2G27830.1"	"AT2G27830.1"	"orthologue"	"AT2G27830.1"	"N0.HOG0018578"	"AT2G27830.1"	"OG0012149"	"AT2G27830.1"	"AT2G27830.1"	190	190	100	100	190	94.737	335	"AT2G27830.1"	"94.737"	"190"	"10"	"0"	"1"	"190"	"1"	"190"	"2.4e-130"	"363"	"100"	"190"	"190"
"XP_020883818.1"	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41740.1"	"84.337"	"83"	"13"	"0"	"66"	"148"	"685"	"767"	"2.17e-42"	"150"	"49"	"170"	"976"
"XP_020883823.1"	114	"AT2G28060.1"	"AT2G28060.1"	"orthologue"	"AT2G28060.1"	"N0.HOG0020203"	"AT2G28060.1"	"OG0013688"	"AT2G28060.1"	"AT2G28060.1"	114	114	100	100	114	96.491	226	"AT2G28060.1"	"96.491"	"114"	"4"	"0"	"1"	"114"	"1"	"114"	"9.09e-79"	"226"	"100"	"114"	"114"
"XP_020883830.1"	95	"AT3G27503.1, AT2G14282.1, AT2G25685.1"	"AT3G27503.1"	"orthologue"	"AT3G27503.1, AT2G14282.1, AT2G25685.1"	"N0.HOG0030941"	"AT3G27503.1, AT2G14282.1, AT2G25685.1"	"OG0023810"	"AT2G14282.1, AT2G25685.1, AT3G27503.1"	"AT3G27503.1"	95	98	96	92	91	71.429	126	"AT2G14282.1"	"66.327"	"98"	"29"	"2"	"1"	"95"	"1"	"97"	"1.89e-42"	"133"	"100"	"95"	"97"
"XP_020883831.1"	87	"AT2G27960.1"	"AT2G27960.1"	"orthologue"	"AT2G27960.1"	"N0.HOG0006789"	"AT2G27960.1"	"OG0002420"	"AT2G27960.1, AT2G27970.1"	"AT2G27960.1"	87	87	100	100	87	98.851	181	"AT2G27960.1"	"98.851"	"87"	"1"	"0"	"1"	"87"	"1"	"87"	"1.06e-61"	"181"	"100"	"87"	"87"
"XP_020883833.1"	426	"AT4G22280.1"	"AT4G22280.1"	"other"	NA	"N0.HOG0003376"	"AT4G22280.1"	"OG0000767"	"AT4G22280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22280.1"	"64.319"	"426"	"135"	"9"	"1"	"421"	"1"	"414"	"2.61e-166"	"473"	"99"	"426"	"415"
"XP_020883834.1"	602	"AT2G38840.1"	"AT2G38840.1"	"orthologue"	"AT2G38840.1"	"N0.HOG0013018"	"AT2G38840.1"	"OG0006997"	"AT2G38840.1"	"AT2G38840.1"	602	602	100	100	602	98.837	1241	"AT2G38840.1"	"98.837"	"602"	"7"	"0"	"1"	"602"	"1"	"602"	"0"	"1241"	"100"	"602"	"602"
"XP_020883836.1"	800	"AT5G42480.1"	"AT5G42480.1"	"orthologue"	"AT5G42480.1"	"N0.HOG0019878"	"AT5G42480.1"	"OG0013371"	"AT5G42480.1"	"AT5G42480.1"	800	801	100	100	802	93.766	1501	"AT5G42480.1"	"94.638"	"802"	"40"	"2"	"1"	"800"	"1"	"801"	"0"	"1506"	"100"	"800"	"801"
"XP_020883837.1"	466	"AT2G37035.1"	"AT2G37035.1"	"other"	NA	"N0.HOG0018653"	"AT2G37035.1"	"OG0012219"	"AT2G37035.1"	"AT2G37035.1"	466	433	98	97	456	87.939	725	"AT2G37035.1"	"87.939"	"456"	"20"	"1"	"11"	"466"	"13"	"433"	"0"	"725"	"98"	"466"	"433"
"XP_020883838.1"	409	"AT2G37025.1"	"AT2G37025.1"	"orthologue"	"AT2G37025.1"	"N0.HOG0023763"	"AT2G37025.1"	"OG0017148"	"AT2G37025.1"	"AT2G37025.1"	409	410	97	96	398	82.412	665	"AT2G37025.1"	"82.793"	"401"	"61"	"4"	"1"	"397"	"1"	"397"	"0"	"670"	"97"	"409"	"410"
"XP_020883839.1"	124	"AT2G37030.1"	"AT2G37030.1"	"orthologue"	"AT2G37030.1"	"N0.HOG0011169"	"AT2G37030.1"	"OG0005396"	"AT2G37030.1"	"AT2G37030.1"	124	124	100	100	124	96.774	253	"AT2G37030.1"	"96.774"	"124"	"4"	"0"	"1"	"124"	"1"	"124"	"7.39e-89"	"253"	"100"	"124"	"124"
"XP_020883840.1"	412	"AT2G38700.1"	"AT2G38700.1"	"orthologue"	"AT2G38700.1"	"N0.HOG0007337"	"AT2G38700.1"	"OG0002705"	"AT2G38700.1, AT3G54250.1"	"AT2G38700.1"	412	412	100	100	412	97.816	847	"AT2G38700.1"	"97.816"	"412"	"9"	"0"	"1"	"412"	"1"	"412"	"0"	"847"	"100"	"412"	"412"
"XP_020883841.1"	213	"AT2G38710.1"	"AT2G38710.1"	"orthologue"	"AT2G38710.1"	"N0.HOG0015229"	"AT2G38710.1"	"OG0009070"	"AT2G38710.1"	"AT2G38710.1"	213	214	100	100	214	97.664	432	"AT2G38710.1"	"97.664"	"214"	"4"	"1"	"1"	"213"	"1"	"214"	"8.76e-157"	"432"	"100"	"213"	"214"
"XP_020883843.1"	210	"AT2G38695.3"	"AT2G38695.3"	"orthologue"	"AT2G38695.3"	"N0.HOG0016427"	"AT2G38695.3"	"OG0010179"	"AT2G38695.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G38695.3"	"69.084"	"262"	"27"	"4"	"1"	"210"	"1"	"260"	"5.73e-119"	"338"	"100"	"210"	"260"
"XP_020883844.1"	195	"AT2G38690.1"	"AT2G38690.1"	"orthologue"	"AT2G38690.1"	"N0.HOG0011357"	"AT2G38690.1"	"OG0005561"	"AT2G38690.1"	"AT2G38690.1"	195	191	100	100	195	83.077	304	"AT2G38690.1"	"83.077"	"195"	"29"	"2"	"1"	"195"	"1"	"191"	"7.56e-108"	"306"	"100"	"195"	"191"
"XP_020883847.1"	1206	"AT5G42490.1"	"AT5G42490.1"	"orthologue"	"AT5G42490.1"	"N0.HOG0021761"	"AT5G42490.1"	"OG0015198"	"AT5G42490.1"	"AT5G42490.1"	1206	1087	67	75	815	89.448	1447	"AT5G42490.1"	"89.448"	"815"	"75"	"5"	"398"	"1206"	"278"	"1087"	"0"	"1448"	"67"	"1206"	"1087"
"XP_020883848.1"	1201	"AT2G27170.1"	"AT2G27170.1"	"orthologue"	"AT2G27170.1"	"N0.HOG0011607"	"AT2G27170.1"	"OG0005780"	"AT2G27170.1"	"AT2G27170.1"	1201	1204	100	100	1204	95.266	2323	"AT2G27170.1"	"95.266"	"1204"	"54"	"2"	"1"	"1201"	"1"	"1204"	"0"	"2323"	"100"	"1201"	"1204"
