Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0058435															ESY9_g44647_DN1_SP0_c0.t1				
OG0058436															ESY9_g44648_DN1_SP0_c0.t1				
OG0058437															ESY9_g44649_DN1_SP0_c0.t1				
OG0058438															ESY9_g44650_DN2_SP0_c0.t1				
OG0058439															ESY9_g44734_DN2_SP0_c0.t1				
OG0058440															ESY9_g44745_DN3_SP0_c0.t1				
OG0058441															ESY9_g44753_DN1_SP0_c0.t1				
OG0058442															ESY9_g44760_DN1_SP0_c0.t1				
OG0058443															ESY9_g44803_DN1_SP0_c0.t1				
OG0058444															ESY9_g44850_DN1_SP0_c32.t1				
OG0058445															ESY9_g44882_DN1_SP0_c0.t1				
OG0058446															ESY9_g44883_DN1_SP0_c0.t1				
OG0058447															ESY9_g44905_DN1_SP0_c0.t1				
OG0058448															ESY9_g44907_DN3_SP0_c0.t1				
OG0058449															ESY9_g44938_DN2_SP0_c0.t1				
OG0058450															ESY9_g44947_DN2_SP0_c0.t1				
OG0058451															ESY9_g44952_DN1_SP0_c0.t1				
OG0058452															ESY9_g44953_DN2_SP0_c0.t1				
OG0058453															ESY9_g44967_DN2_SP0_c0.t1				
OG0058454															ESY9_g44982_DN1_SP0_c0.t1				
OG0058455															ESY9_g45042_DN2_SP0_c0.t1				
OG0058456															ESY9_g45044_DN1_SP0_c0.t1				
OG0058457															ESY9_g45049_DN2_SP0_c0.t1				
OG0058458															ESY9_g45119_DN3_SP0_c0.t1				
OG0058459															ESY9_g45128_DN2_SP0_c0.t1				
OG0058460															ESY9_g45151_DN1_SP0_c0.t1				
OG0058461															ESY9_g45158_DN2_SP0_c0.t1				
OG0058462															ESY9_g45190_DN2_SP0_c0.t1				
OG0058463															ESY9_g45192_DN2_SP0_c0.t1				
OG0058464															ESY9_g45193_DN3_SP0_c0.t1				
OG0058465															ESY9_g45200_DN2_SP0_c0.t1				
OG0058466															ESY9_g45201_DN2_SP0_c0.t1				
OG0058467															ESY9_g45247_DN2_SP0_c0.t1				
OG0058468															ESY9_g45256_DN1_SP0_c0.t1				
OG0058469															ESY9_g45276_DN1_SP0_c0.t1				
OG0058470															ESY9_g45322_DN2_SP0_c0.t1				
OG0058471															ESY9_g45330_DN2_SP0_c0.t1				
OG0058472															ESY9_g45331_DN2_SP0_c0.t1				
OG0058473															ESY9_g45340_DN2_SP0_c0.t1				
OG0058474															ESY9_g45354_DN3_SP0_c0.t1				
OG0058475															ESY9_g45367_DN2_SP0_c0.t1				
OG0058476															ESY9_g45372_DN2_SP0_c0.t1				
OG0058477															ESY9_g45387_DN1_SP0_c0.t1				
OG0058478															ESY9_g45407_DN3_SP0_c0.t1				
OG0058479															ESY9_g45448_DN1_SP0_c0.t1				
OG0058480															ESY9_g45452_DN2_SP0_c0.t1				
OG0058481															ESY9_g45456_DN1_SP0_c0.t1				
OG0058482															ESY9_g45457_DN3_SP0_c0.t1				
OG0058483															ESY9_g45510_DN3_SP0_c0.t1				
OG0058484															ESY9_g45511_DN3_SP0_c0.t1				
OG0058485															ESY9_g45513_DN2_SP0_c0.t1				
OG0058486															ESY9_g45524_DN2_SP0_c0.t1				
OG0058487															ESY9_g45535_DN1_SP0_c0.t1				
OG0058488															ESY9_g45548_DN3_SP0_c0.t1				
OG0058489															ESY9_g45572_DN2_SP0_c0.t1				
OG0058490															ESY9_g45589_DN2_SP0_c0.t1				
OG0058491															ESY9_g45592_DN3_SP0_c0.t1				
OG0058492															ESY9_g45610_DN3_SP0_c16.t1				
OG0058493															ESY9_g45614_DN3_SP0_c0.t1				
OG0058494															ESY9_g45615_DN1_SP0_c0.t1				
OG0058495															ESY9_g45668_DN2_SP0_c11.t1				
OG0058496															ESY9_g45673_DN3_SP0_c0.t1				
OG0058497															ESY9_g45679_DN3_SP0_c0.t1				
OG0058498															ESY9_g45688_DN1_SP0_c0.t1				
OG0058499															ESY10_g13661_DN2_SP0_c0.t1				
OG0058500															ESY10_g13686_DN1_SP0_c0.t1				
OG0058501															ESY10_g13716_DN1_SP0_c0.t1				
OG0058502															ESY10_g13718_DN3_SP0_c0.t1				
OG0058503															ESY10_g13719_DN1_SP0_c0.t1				
OG0058504															ESY10_g13748_DN1_SP0_c0.t1				
OG0058505															ESY10_g13811_DN2_SP0_c0.t1				
OG0058506															ESY10_g13843_DN1_SP0_c0.t1				
OG0058507															ESY10_g13847_DN1_SP0_c0.t1				
OG0058508															ESY10_g13880_DN2_SP0_c0.t1				
OG0058509															ESY10_g13883_DN1_SP0_c0.t1				
OG0058510															ESY10_g13890_DN2_SP0_c0.t1				
OG0058511															ESY10_g13902_DN1_SP0_c0.t1				
OG0058512															ESY10_g13908_DN2_SP0_c0.t1				
OG0058513															ESY10_g13918_DN3_SP0_c0.t1				
OG0058514															ESY10_g13939_DN2_SP0_c0.t1				
OG0058515															ESY10_g13941_DN1_SP0_c0.t1				
OG0058516															ESY10_g13950_DN2_SP0_c0.t1				
OG0058517															ESY10_g13969_DN2_SP0_c0.t1				
OG0058518															ESY10_g13978_DN2_SP0_c0.t1				
OG0058519															ESY10_g13989_DN2_SP0_c0.t1				
OG0058520															ESY10_g14015_DN1_SP0_c0.t1				
OG0058521															ESY10_g14016_DN2_SP0_c0.t1				
OG0058522															ESY10_g14023_DN2_SP0_c0.t1				
OG0058523															ESY10_g14030_DN2_SP0_c18.t1				
OG0058524															ESY10_g14033_DN1_SP0_c0.t1				
OG0058525															ESY10_g14034_DN1_SP0_c0.t1				
OG0058526															ESY10_g14060_DN2_SP0_c0.t1				
OG0058527															ESY10_g14061_DN2_SP0_c0.t1				
OG0058528															ESY10_g14062_DN3_SP0_c0.t1				
OG0058529															ESY10_g14067_DN2_SP0_c0.t1				
OG0058530															ESY10_g14099_DN2_SP0_c0.t1				
OG0058531															ESY10_g14111_DN3_SP0_c0.t1				
OG0058532															ESY10_g14112_DN1_SP0_c0.t1				
OG0058533															ESY10_g14118_DN3_SP0_c0.t1				
OG0058534															ESY10_g14147_DN3_SP0_c0.t1				
OG0058535															ESY10_g14148_DN1_SP0_c0.t1				
OG0058536															ESY10_g14157_DN2_SP0_c0.t1				
OG0058537															ESY10_g14160_DN2_SP0_c0.t1				
OG0058538															ESY10_g14162_DN2_SP0_c17.t1				
OG0058539															ESY10_g14250_DN2_SP0_c0.t1				
OG0058540															ESY10_g14264_DN1_SP0_c0.t1				
OG0058541															ESY10_g14304_DN2_SP0_c0.t1				
OG0058542															ESY10_g14343_DN3_SP0_c0.t1				
OG0058543															ESY10_g14362_DN1_SP0_c0.t1				
OG0058544															ESY10_g14365_DN1_SP0_c0.t1				
OG0058545															ESY10_g14368_DN2_SP0_c0.t1				
OG0058546															ESY10_g14379_DN2_SP0_c0.t1				
OG0058547															ESY10_g14400_DN1_SP0_c0.t1				
OG0058548															ESY10_g14413_DN1_SP0_c0.t1				
OG0058549															ESY10_g14419_DN2_SP0_c0.t1				
OG0058550															ESY10_g14455_DN1_SP0_c0.t1				
OG0058551															ESY10_g14463_DN1_SP0_c0.t1				
OG0058552															ESY10_g14494_DN1_SP0_c0.t1				
OG0058553															ESY10_g14508_DN1_SP0_c0.t1				
OG0058554															ESY10_g14530_DN2_SP0_c0.t1				
OG0058555															ESY10_g14531_DN3_SP0_c0.t1				
OG0058556															ESY10_g14558_DN2_SP0_c0.t1				
OG0058557															ESY10_g14574_DN1_SP0_c0.t1				
OG0058558															ESY10_g14586_DN1_SP0_c0.t1				
OG0058559															ESY10_g14598_DN3_SP0_c0.t1				
OG0058560															ESY10_g14652_DN3_SP0_c0.t1				
OG0058561															ESY10_g14660_DN2_SP0_c0.t1				
OG0058562															ESY10_g14729_DN2_SP0_c0.t1				
OG0058563															ESY10_g14736_DN1_SP0_c0.t1				
OG0058564															ESY10_g14798_DN1_SP0_c0.t1				
OG0058565															ESY10_g14799_DN1_SP0_c0.t1				
OG0058566															ESY10_g14800_DN2_SP0_c0.t1				
OG0058567															ESY10_g14826_DN2_SP0_c0.t1				
OG0058568															ESY10_g14828_DN1_SP0_c0.t1				
OG0058569															ESY10_g14829_DN2_SP0_c0.t1				
OG0058570															ESY10_g14838_DN1_SP0_c0.t1				
OG0058571															ESY10_g14866_DN3_SP0_c0.t1				
OG0058572															ESY10_g14887_DN1_SP0_c0.t1				
OG0058573															ESY10_g14888_DN3_SP0_c0.t1				
OG0058574															ESY10_g14892_DN1_SP0_c0.t1				
OG0058575															ESY10_g14895_DN2_SP0_c0.t1				
OG0058576															ESY10_g14904_DN2_SP0_c0.t1				
OG0058577															ESY10_g14926_DN2_SP0_c0.t1				
OG0058578															ESY10_g14938_DN3_SP0_c0.t1				
OG0058579															ESY10_g14958_DN1_SP0_c0.t1				
OG0058580															ESY10_g15023_DN2_SP0_c0.t1				
OG0058581															ESY10_g15088_DN3_SP0_c0.t1				
OG0058582															ESY10_g15109_DN3_SP0_c3.t1				
OG0058583															ESY10_g15214_DN1_SP0_c0.t1				
OG0058584															ESY10_g15215_DN1_SP0_c0.t1				
OG0058585															ESY10_g15221_DN2_SP0_c0.t1				
OG0058586															ESY10_g15231_DN1_SP0_c0.t1				
OG0058587															ESY10_g15256_DN2_SP0_c0.t1				
OG0058588															ESY10_g15257_DN1_SP0_c0.t1				
OG0058589															ESY10_g15273_DN1_SP0_c0.t1				
OG0058590															ESY10_g15274_DN1_SP0_c0.t1				
OG0058591															ESY10_g15293_DN2_SP0_c0.t1				
OG0058592															ESY10_g15301_DN2_SP0_c0.t1				
OG0058593															ESY10_g15312_DN1_SP0_c0.t1				
OG0058594															ESY10_g15313_DN2_SP0_c0.t1				
OG0058595															ESY10_g15316_DN2_SP0_c0.t1				
OG0058596															ESY10_g15332_DN2_SP0_c0.t1				
OG0058597															ESY10_g15374_DN1_SP0_c0.t1				
OG0058598															ESY10_g15380_DN1_SP0_c0.t1				
OG0058599															ESY10_g15428_DN2_SP0_c0.t1				
OG0058600															ESY10_g15457_DN2_SP0_c0.t1				
OG0058601															ESY10_g15470_DN3_SP0_c0.t1				
OG0058602															ESY10_g15479_DN1_SP0_c0.t1				
OG0058603															ESY10_g15488_DN3_SP0_c0.t1				
OG0058604															ESY10_g15518_DN3_SP0_c0.t1				
OG0058605															ESY10_g15520_DN2_SP0_c0.t1				
OG0058606															ESY10_g15559_DN3_SP0_c0.t1				
OG0058607															ESY10_g15568_DN1_SP0_c0.t1				
OG0058608															ESY10_g15572_DN2_SP0_c0.t1				
OG0058609															ESY10_g15636_DN1_SP0_c0.t1				
OG0058610															ESY10_g15637_DN1_SP0_c0.t1				
OG0058611															ESY10_g15642_DN2_SP0_c0.t1				
OG0058612															ESY10_g15662_DN2_SP0_c0.t1				
OG0058613															ESY10_g15664_DN3_SP0_c0.t1				
OG0058614															ESY10_g15669_DN2_SP0_c0.t1				
OG0058615															ESY10_g15675_DN1_SP0_c0.t1				
OG0058616															ESY10_g15722_DN1_SP0_c0.t1				
OG0058617															ESY10_g15723_DN1_SP0_c0.t1				
OG0058618															ESY10_g15737_DN1_SP0_c0.t1				
OG0058619															ESY10_g15743_DN2_SP0_c0.t1				
OG0058620															ESY10_g15756_DN1_SP0_c0.t1				
OG0058621															ESY10_g15764_DN1_SP0_c0.t1				
OG0058622															ESY10_g15771_DN1_SP0_c0.t1				
OG0058623															ESY10_g15793_DN2_SP0_c0.t1				
OG0058624															ESY10_g15798_DN2_SP0_c0.t1				
OG0058625															ESY10_g15799_DN1_SP0_c0.t1				
OG0058626															ESY10_g15800_DN2_SP0_c0.t1				
OG0058627															ESY10_g15815_DN2_SP0_c0.t1				
OG0058628															ESY10_g15821_DN1_SP0_c0.t1				
OG0058629															ESY10_g15865_DN1_SP0_c0.t1				
OG0058630															ESY10_g15878_DN3_SP0_c0.t1				
OG0058631															ESY10_g15885_DN1_SP0_c0.t1				
OG0058632															ESY10_g15901_DN3_SP0_c0.t1				
OG0058633															ESY11_g52351_DN2_SP0_c0.t1				
OG0058634															ESY11_g52381_DN1_SP0_c0.t1				
OG0058635															ESY11_g52440_DN3_SP0_c0.t1				
OG0058636															ESY11_g52457_DN3_SP0_c0.t1				
OG0058637															ESY11_g52461_DN1_SP0_c0.t1				
OG0058638															ESY11_g52469_DN3_SP0_c61.t1				
OG0058639															ESY11_g52492_DN2_SP0_c0.t1				
OG0058640															ESY11_g52494_DN3_SP0_c0.t1				
OG0058641															ESY11_g52495_DN2_SP0_c0.t1				
OG0058642															ESY11_g52530_DN1_SP0_c0.t1				
OG0058643															ESY11_g52531_DN1_SP0_c0.t1				
OG0058644															ESY11_g52651_DN1_SP0_c35.t1				
OG0058645															ESY11_g52659_DN2_SP0_c0.t1				
OG0058646															ESY11_g52692_DN2_SP0_c0.t1				
OG0058647															ESY11_g52758_DN1_SP0_c0.t1				
OG0058648															ESY11_g52760_DN2_SP0_c0.t1				
OG0058649															ESY11_g52782_DN1_SP0_c0.t1				
OG0058650															ESY11_g52795_DN2_SP0_c0.t1				
OG0058651															ESY11_g52814_DN2_SP0_c0.t1				
OG0058652															ESY11_g52824_DN1_SP0_c0.t1				
OG0058653															ESY11_g52837_DN1_SP0_c100.t1				
OG0058654															ESY11_g52865_DN1_SP0_c0.t1				
OG0058655															ESY11_g52890_DN1_SP0_c0.t1				
OG0058656															ESY11_g52891_DN1_SP0_c0.t1				
OG0058657															ESY11_g52922_DN2_SP0_c0.t1				
OG0058658															ESY11_g52994_DN1_SP0_c0.t1				
OG0058659															ESY11_g52995_DN2_SP0_c0.t1				
OG0058660															ESY11_g52997_DN2_SP0_c0.t1				
OG0058661															ESY11_g53018_DN2_SP0_c0.t1				
OG0058662															ESY11_g53042_DN1_SP0_c0.t1				
OG0058663															ESY11_g53060_DN2_SP0_c0.t1				
OG0058664															ESY11_g53063_DN1_SP0_c0.t1				
OG0058665															ESY11_g53079_DN1_SP0_c0.t1				
OG0058666															ESY11_g53159_DN3_SP0_c0.t1				
OG0058667															ESY11_g53161_DN2_SP0_c0.t1				
OG0058668															ESY11_g53168_DN1_SP0_c0.t1				
OG0058669															ESY11_g53183_DN2_SP0_c0.t1				
OG0058670															ESY11_g53184_DN2_SP0_c0.t1				
OG0058671															ESY11_g53196_DN1_SP0_c38.t1				
OG0058672															ESY11_g53296_DN1_SP0_c0.t1				
OG0058673															ESY11_g53415_DN1_SP0_c0.t1				
OG0058674															ESY11_g53417_DN3_SP0_c0.t1				
OG0058675															ESY11_g53513_DN1_SP0_c0.t1				
OG0058676															ESY11_g53528_DN3_SP0_c0.t1				
OG0058677															ESY11_g53643_DN2_SP0_c0.t1				
OG0058678															ESY11_g53646_DN2_SP0_c0.t1				
OG0058679															ESY11_g53647_DN2_SP0_c0.t1				
OG0058680															ESY11_g53648_DN2_SP0_c0.t1				
OG0058681															ESY11_g53650_DN2_SP0_c0.t1				
OG0058682															ESY11_g53663_DN1_SP0_c0.t1				
OG0058683															ESY11_g53667_DN2_SP0_c0.t1				
OG0058684															ESY11_g53679_DN1_SP0_c0.t1				
OG0058685															ESY11_g53685_DN2_SP0_c0.t1				
OG0058686															ESY11_g53694_DN1_SP0_c0.t1				
OG0058687															ESY11_g53700_DN1_SP0_c0.t1				
OG0058688															ESY11_g53702_DN1_SP0_c0.t1				
OG0058689															ESY11_g53719_DN1_SP0_c0.t1				
OG0058690															ESY11_g53765_DN2_SP0_c0.t1				
OG0058691															ESY11_g53786_DN3_SP0_c0.t1				
OG0058692															ESY11_g53788_DN1_SP0_c0.t1				
OG0058693															ESY11_g53789_DN1_SP0_c0.t1				
OG0058694															ESY11_g53792_DN3_SP0_c0.t1				
OG0058695															ESY11_g53826_DN2_SP0_c0.t1				
OG0058696															ESY11_g53861_DN2_SP0_c0.t1				
OG0058697															ESY11_g53866_DN3_SP0_c0.t1				
OG0058698															ESY11_g53868_DN2_SP0_c0.t1				
OG0058699															ESY11_g53874_DN1_SP0_c0.t1				
OG0058700															ESY11_g53883_DN3_SP0_c0.t1				
OG0058701															ESY11_g53889_DN1_SP0_c0.t1				
OG0058702															ESY11_g53905_DN3_SP0_c0.t1				
OG0058703															ESY11_g53924_DN1_SP0_c0.t1				
OG0058704															ESY11_g53968_DN2_SP0_c0.t1				
OG0058705															ESY11_g53969_DN1_SP0_c0.t1				
OG0058706															ESY11_g53971_DN1_SP0_c0.t1				
OG0058707															ESY11_g53986_DN3_SP0_c0.t1				
OG0058708															ESY11_g54000_DN2_SP0_c0.t1				
OG0058709															ESY11_g54034_DN3_SP0_c0.t1				
OG0058710															ESY11_g54054_DN2_SP0_c0.t1				
OG0058711															ESY11_g54067_DN1_SP0_c0.t1				
OG0058712															ESY11_g54072_DN3_SP0_c0.t1				
OG0058713															ESY11_g54115_DN1_SP0_c0.t1				
OG0058714															ESY11_g54145_DN2_SP0_c0.t1				
OG0058715															ESY11_g54146_DN2_SP0_c0.t1				
OG0058716															ESY11_g54168_DN2_SP0_c0.t1				
OG0058717															ESY11_g54230_DN2_SP0_c5.t1				
OG0058718															ESY11_g54235_DN1_SP0_c0.t1				
OG0058719															ESY11_g54236_DN1_SP0_c0.t1				
OG0058720															ESY11_g54240_DN2_SP0_c0.t1				
OG0058721															ESY11_g54247_DN1_SP0_c0.t1				
OG0058722															ESY11_g54248_DN1_SP0_c0.t1				
OG0058723															ESY11_g54262_DN1_SP0_c0.t1				
OG0058724															ESY11_g54268_DN2_SP0_c0.t1				
OG0058725															ESY11_g54276_DN2_SP0_c0.t1				
OG0058726															ESY11_g54278_DN1_SP0_c0.t1				
OG0058727															ESY11_g54287_DN3_SP0_c0.t1				
OG0058728															ESY11_g54316_DN1_SP0_c0.t1				
OG0058729															ESY11_g54336_DN2_SP0_c0.t1				
OG0058730															ESY11_g54358_DN1_SP0_c0.t1				
OG0058731															ESY11_g54369_DN2_SP0_c0.t1				
OG0058732															ESY11_g54401_DN1_SP0_c0.t1				
OG0058733															ESY11_g54407_DN1_SP0_c0.t1				
OG0058734															ESY11_g54413_DN1_SP0_c0.t1				
OG0058735															ESY11_g54419_DN1_SP0_c0.t1				
OG0058736															ESY11_g54426_DN2_SP0_c0.t1				
OG0058737															ESY11_g54428_DN3_SP0_c0.t1				
OG0058738															ESY11_g54432_DN3_SP0_c0.t1				
OG0058739															ESY11_g54465_DN3_SP0_c0.t1				
OG0058740															ESY11_g54471_DN2_SP0_c0.t1				
OG0058741															ESY11_g54542_DN2_SP0_c0.t1				
OG0058742															ESY11_g54545_DN3_SP0_c0.t1				
OG0058743															ESY11_g54560_DN1_SP0_c0.t1				
OG0058744															ESY11_g54562_DN1_SP0_c0.t1				
OG0058745															ESY11_g54570_DN2_SP0_c0.t1				
OG0058746															ESY11_g54572_DN2_SP0_c0.t1				
OG0058747															ESY11_g54584_DN2_SP0_c0.t1				
OG0058748															ESY11_g54585_DN3_SP0_c0.t1				
OG0058749															ESY11_g54586_DN1_SP0_c0.t1				
OG0058750															ESY11_g54588_DN1_SP0_c0.t1				
OG0058751															ESY11_g54589_DN2_SP0_c0.t1				
OG0058752															ESY11_g54618_DN1_SP0_c0.t1				
OG0058753															ESY11_g54647_DN2_SP0_c0.t1				
OG0058754															ESY11_g54663_DN2_SP0_c0.t1				
OG0058755															ESY11_g54670_DN2_SP0_c0.t1				
OG0058756															ESY11_g54697_DN2_SP0_c0.t1				
OG0058757															ESY11_g54725_DN2_SP0_c0.t1				
OG0058758															ESY11_g54764_DN3_SP0_c0.t1				
OG0058759															ESY11_g54766_DN1_SP0_c0.t1				
OG0058760															ESY11_g54781_DN1_SP0_c0.t1				
OG0058761															ESY11_g54819_DN1_SP0_c0.t1				
OG0058762															ESY11_g54924_DN2_SP0_c0.t1				
OG0058763															ESY11_g54926_DN2_SP0_c0.t1				
OG0058764															ESY11_g54942_DN2_SP0_c0.t1				
OG0058765															ESY11_g54949_DN1_SP0_c0.t1				
OG0058766															ESY11_g54957_DN1_SP0_c0.t1				
OG0058767															ESY11_g54962_DN2_SP0_c0.t1				
OG0058768															ESY11_g54979_DN2_SP0_c0.t1				
OG0058769															ESY11_g54983_DN2_SP0_c0.t1				
OG0058770															ESY11_g54985_DN1_SP0_c0.t1				
OG0058771															ESY11_g54986_DN3_SP0_c0.t1				
OG0058772															ESY11_g55005_DN3_SP0_c0.t1				
OG0058773															ESY11_g55006_DN1_SP0_c0.t1				
OG0058774															ESY12_g50833_DN3_SP0_c0.t1				
OG0058775															ESY12_g50834_DN3_SP0_c0.t1				
OG0058776															ESY12_g50842_DN3_SP0_c0.t1				
OG0058777															ESY12_g50849_DN2_SP0_c0.t1				
OG0058778															ESY12_g50850_DN3_SP0_c0.t1				
OG0058779															ESY12_g50854_DN2_SP0_c0.t1				
OG0058780															ESY12_g50894_DN1_SP0_c0.t1				
OG0058781															ESY12_g50895_DN2_SP0_c13.t1				
OG0058782															ESY12_g50902_DN1_SP0_c0.t1				
OG0058783															ESY12_g50962_DN2_SP0_c0.t1				
OG0058784															ESY12_g50966_DN2_SP0_c0.t1				
OG0058785															ESY12_g50978_DN3_SP0_c0.t1				
OG0058786															ESY12_g50986_DN2_SP0_c0.t1				
OG0058787															ESY12_g50990_DN2_SP0_c0.t1				
OG0058788															ESY12_g50991_DN1_SP0_c0.t1				
