Orthogroup	Arabidopsis_lyrata_Rawat	Raphanus_sativus
OG0013568	AL3G14690	XP_018493092.1
OG0013569	AL3G14840	XP_018490634.1, XP_018467537.1
OG0013570	nbis-gene-657	XP_018439566.1, XP_018493255.1
OG0013571	AL3G15060, AL3G15160	XP_018493360.1
OG0013572	AL3G15180	XP_018487407.1, XP_018489461.1
OG0013573	AL3G15290	XP_018463428.1, XP_018489454.1
OG0013574	AL3G15370	XP_018485555.1
OG0013575	AL3G15690	XP_018491654.1
OG0013576	AL3G15850, AL3G15830	XP_018493433.1
OG0013577	AL3G15950	XP_018488721.1
OG0013578	AL3G16270	XP_018489147.1, XP_018489003.1
OG0013579	AL3G16420	XP_018490088.1, XP_018438625.1
OG0013580	AL3G16670	XP_018489017.1, XP_018432611.1, XP_018492273.1
OG0013581	AL3G16710	XP_018489267.1, XP_018489806.1
OG0013582	AL3G16730	XP_018485521.1
OG0013583	AL3G16940	XP_018466216.1, XP_018487426.1, XP_018488416.1
OG0013584	AL3G17030	XP_018488358.1, XP_018462413.1
OG0013585	AL962U10010, AL3G17340	XP_018488884.1
OG0013586	AL3G17500	XP_018492022.1
OG0013588	AL3G17620	XP_018437097.1, XP_018432960.1
OG0013589	AL3G17750	XP_018432884.1
OG0013590	AL3G17890	XP_018492936.1
OG0013591	AL3G18310	XP_018491708.1
OG0013592	AL3G18380	XP_018485583.1, XP_018485585.1
OG0013593	AL3G18390	XP_018492862.1
OG0013594	AL384U10020, AL3G18430	XP_018492829.1
OG0013595	AL3G18700	XP_018491150.1
OG0013596	AL3G18770	XP_018491154.1, XP_018490326.1, XP_018462746.1
OG0013597	AL3G19080	XP_018491081.1
OG0013598	AL3G19100	XP_018488433.1, XP_018492581.1
OG0013599	AL3G19450	XP_018489927.1
OG0013600	AL3G19510	XP_018441872.1
OG0013601	AL3G19680	XP_018493017.1
OG0013602	AL3G19920	XP_018489624.1, XP_018489611.1
OG0013603	AL3G19980	XP_018492959.1
OG0013604	AL7G28980	XP_018472089.1
OG0013605	AL3G20040	XP_018486914.1, XP_018434823.1
OG0013606	AL3G20060	XP_018485705.1
OG0013607	AL3G20180	XP_018489478.1
OG0013608	AL3G20670	XP_018435327.1
OG0013609	AL3G20720	XP_018491238.1
OG0013610	AL3G20860	XP_018492746.1
OG0013611	AL3G21180	XP_018491408.1
OG0013612	AL3G21210	XP_018490005.1
OG0013613	AL3G21410	XP_018437073.1
OG0013614	AL3G21480	XP_018490050.1
OG0013615	AL3G21510	XP_018492805.1
OG0013616	AL3G21790	XP_018464580.1, XP_018441807.1
OG0013617	AL3G22060	XP_018435341.1, XP_018435335.1
OG0013618	AL3G22100	XP_018434480.1, XP_018439387.1
OG0013619	AL3G22300	XP_018435340.1
OG0013620	AL3G22310	XP_018440141.1
OG0013621	AL3G22320	XP_018489024.1, XP_018489213.1
OG0013622	AL3G22370	XP_018492607.1
OG0013623	AL3G22440	XP_018437319.1, XP_018437526.1
OG0013625	AL3G22630	XP_018488521.1
OG0013626	AL3G22710	XP_018441905.1, XP_018438724.1
OG0013627	AL3G22740	XP_018489206.1, XP_018488519.1
OG0013628	AL3G23110	XP_018487489.1, XP_018492778.1
OG0013629	AL3G23190	XP_018437302.1
OG0013630	AL3G23620	XP_018491216.1
OG0013631	AL3G23710	XP_018485563.1, XP_018464942.1
OG0013632	AL3G23750	XP_018492680.1
OG0013633	AL3G23860	XP_018487322.1
OG0013634	AL3G24020	XP_018486891.1
OG0013635	AL3G24060	XP_018487055.1, XP_018490424.1
OG0013636	nbis-gene-698	XP_018490593.1
OG0013637	AL3G24350	XP_018485902.1, XP_018485593.1
OG0013638	AL3G24460	XP_018488289.1, XP_018432580.1
OG0013639	AL3G24620	XP_018492761.1
OG0013640	AL3G24870	XP_018493082.1, XP_018488650.1
OG0013641	AL3G24980	XP_018433943.1
OG0013643	AL3G26040	XP_018434801.1, XP_018439011.1
OG0013644	AL5G25490	XP_018433919.1, XP_018471716.1
OG0013645	AL3G26260	XP_018463106.1, XP_018438050.1, XP_018438048.1
OG0013646	AL3G26760	XP_018491923.1, XP_018485856.1, XP_018467243.1
OG0013647	AL3G26920	XP_018441857.1
OG0013648	AL3G27060	XP_018461780.1, XP_018485606.1
OG0013649	AL3G27190	XP_018485427.1, XP_018487255.1
OG0013650	AL3G27250	XP_018485591.1, XP_018485545.1
OG0013651	AL3G27540	XP_018492256.1, XP_018492262.1
OG0013652	AL3G27590	XP_018493237.1, XP_018492257.1
OG0013653	AL3G27630	XP_018489221.1
OG0013654	AL3G27670	XP_018489559.1
OG0013655	AL3G27760	XP_018491566.1
OG0013656	AL3G27860	XP_018486460.1, XP_018490789.1
OG0013657	AL3G28220	XP_018485976.1
OG0013658	AL3G28260	XP_018440643.1
OG0013659	AL7G50400	XP_018484060.1
OG0013660	AL3G28370	XP_018433771.1
OG0013661	AL3G28450	XP_018463722.1, XP_018434957.1
OG0013662	AL3G28620	XP_018488262.1
OG0013663	AL3G28660	XP_018486677.1, XP_018486670.1
OG0013664	AL3G28740	XP_018433438.1, XP_018433474.1
OG0013665	AL7G41090	XP_018438572.1
OG0013666	AL3G29110	XP_018488585.1
OG0013667	AL3G29120	XP_018488593.1
OG0013668	AL3G29720	XP_018438615.1
OG0013669	AL3G29730	XP_018485805.1
OG0013670	AL3G29870	XP_018464912.1, XP_018437902.1
OG0013671	AL3G29920	XP_018466207.1, XP_018492571.1
OG0013672	nbis-gene-716	XP_018488260.1
OG0013673	AL3G30020	XP_018485767.1
OG0013674	AL3G30050	XP_018490286.1
OG0013675	AL3G30070	XP_018438490.1
OG0013676	AL3G30170	XP_018439661.1, XP_018434707.1
OG0013677	AL3G30360	XP_018492777.1
OG0013679	AL3G30400	XP_018489345.1, XP_018491785.1
OG0013680	AL3G30450	XP_018491506.1, XP_018489630.1
OG0013682	AL3G30710	XP_018440893.1, XP_018489107.1
OG0013683	AL3G30740	XP_018485938.1
OG0013684	AL3G30770	XP_018437320.1
OG0013685	AL3G30780	XP_018432753.1
OG0013686	AL3G30790	XP_018432754.1
OG0013687	AL3G30860	XP_018489287.1, XP_018489521.1
OG0013688	AL3G30880	XP_018487566.1, XP_018489281.1
OG0013689	AL3G31080	XP_018486690.1
OG0013690	AL3G31090	XP_018491309.1, XP_018491314.1
OG0013691	AL3G31800	XP_018488550.1, XP_018488567.1
OG0013692	AL3G32100	XP_018439824.1, XP_018492686.1
OG0013693	AL3G32640	XP_018492426.1
OG0013694	AL3G32770	XP_018492920.1, XP_018460671.1
OG0013695	AL3G32780	XP_018434335.1
OG0013696	AL3G32880	XP_018487218.1, XP_018493574.1
OG0013697	AL3G33180	XP_018463502.1, XP_018486531.1
OG0013698	AL3G33350	XP_018463628.1, XP_018488531.1
OG0013699	AL3G33450	XP_018434087.1
OG0013700	AL3G33840	XP_018493226.1
OG0013701	AL3G33930	XP_018491331.1
OG0013702	AL3G33980, AL880U10020	XP_018490735.1, XP_018490738.1
OG0013703	AL3G34140	XP_018488941.1
OG0013704	AL3G34150	XP_018432570.1
OG0013705	AL3G34160	XP_018432569.1
OG0013706	AL219U10020, AL3G34170	XP_018489351.1
OG0013707	AL3G34270	XP_018483131.1, XP_018483132.1
OG0013708	AL3G34410	XP_018438806.1, XP_018490240.1
OG0013709	AL2G16570	XP_018453200.1
OG0013710	AL3G34650	XP_018487190.1
OG0013711	AL3G34730	XP_018486066.1
OG0013712	AL3G34800	XP_018491257.1
OG0013713	AL3G34890	XP_018491808.1
OG0013714	AL7G50940	XP_018459103.1
OG0013715	AL7G51250	XP_018461178.1
OG0013716	AL7G28590	XP_018471770.1
OG0013717	AL7G51690	XP_018480364.1
OG0013718	AL7G51910	XP_018461624.1, XP_018477552.1
OG0013719	AL7G51930	XP_018442591.1, XP_018459839.1
OG0013720	AL7G52230	XP_018480704.1, XP_018460642.1
OG0013721	AL7G52610	XP_018460568.1, XP_018478591.1
OG0013722	AL7G52870	XP_018443945.1, XP_018462676.1
OG0013723	AL7G46750	XP_018478298.1
OG0013724	AL7G46550	XP_018483675.1
OG0013725	AL7G46500	XP_018464377.1, XP_018478978.1
OG0013726	AL1G64630	XP_018459925.1
OG0013727	AL7G46400	XP_018485098.1
OG0013728	AL7G46330	XP_018464568.1, XP_018484028.1
OG0013729	AL7G45990	XP_018483884.1
OG0013730	AL7G45580	XP_018477610.1
OG0013731	AL7G45260	XP_018443772.1, XP_018484840.1, XP_018484859.1
OG0013732	AL8G19850	XP_018484593.1
OG0013733	AL3G38770	XP_018485515.1
OG0013734	AL3G38570	XP_018485617.1
OG0013735	AL3G38250	XP_018486985.1
OG0013736	AL3G38060	XP_018488006.1, XP_018492575.1
OG0013737	AL3G37930	XP_018432764.1
OG0013738	AL3G37910	XP_018489116.1
OG0013739	AL3G37510	XP_018460317.1, XP_018462323.1
OG0013740	AL3G37400	XP_018459939.1, XP_018459945.1
OG0013741	AL3G36970	XP_018485498.1
OG0013742	AL3G36860	XP_018488932.1
OG0013743	AL3G36740	XP_018491950.1
OG0013744	AL2G20400	XP_018459038.1
OG0013745	AL1017U10010, AL3G36510	XP_018490402.1
OG0013746	AL3G36030	XP_018491562.1, XP_018489235.1
OG0013747	AL3G35910	XP_018433706.1
OG0013748	AL3G35800	XP_018458548.1
OG0013749	AL3G35740	XP_018486461.1
OG0013750	AL3G35620	XP_018458538.1, XP_018458539.1
OG0013751	AL3G35330	XP_018492435.1
OG0013752	AL7G21790	XP_018478884.1, XP_018471546.1
OG0013754	AL2G23990	XP_018471618.1
OG0013755	AL2G23780	XP_018466249.1, XP_018444756.1
OG0013756	AL2G22160	XP_018442156.1
OG0013757	AL2G20230	XP_018472070.1
OG0013758	AL2G21140	XP_018446437.1
OG0013759	AL2G22040	XP_018471580.1
OG0013760	AL1G64700	XP_018481543.1, XP_018474740.1
OG0013761	AL1G65000	XP_018452011.1
OG0013762	AL1G65040	XP_018457301.1, XP_018465043.1
OG0013763	AL6G30290	XP_018446989.1, XP_018462344.1
OG0013764	AL6G29860	XP_018442638.1, XP_018462585.1
OG0013765	AL6G29810	XP_018469642.1
OG0013766	AL6G29750	XP_018464808.1, XP_018465384.1, XP_018466329.1
OG0013767	AL6G29680	XP_018468656.1, XP_018460355.1
OG0013768	AL6G29660	XP_018476468.1, XP_018464991.1
OG0013769	AL4G18220	XP_018489954.1, XP_018489957.1
OG0013770	AL4G13980	XP_018482178.1, XP_018465283.1
OG0013771	AL6G29400	XP_018444474.1, XP_018444467.1
OG0013772	AL8G22990	XP_018441364.1, XP_018466181.1
OG0013773	AL8G23130	XP_018482990.1
OG0013774	AL8G21120	XP_018461201.1, XP_018483967.1
OG0013775	AL8G21110	XP_018461199.1, XP_018477283.1
OG0013776	AL5G33190	XP_018437438.1
OG0013777	AL5G32920	XP_018478904.1
OG0013778	AL5G32840	XP_018439451.1
OG0013779	AL5G32830	XP_018439390.1
OG0013780	AL5G32820	XP_018439395.1, XP_018439396.1
OG0013781	AL5G32810	XP_018439393.1, XP_018439394.1
OG0013782	AL5G32800	XP_018439392.1, XP_018439391.1
OG0013783	AL5G32500	XP_018433881.1, XP_018433863.1
OG0013784	AL5G32490	XP_018434162.1
OG0013785	AL5G32440	XP_018433147.1, XP_018433145.1
OG0013786	AL5G32360, AL1G42920	XP_018484468.1
OG0013787	AL5G32290	XP_018463318.1, XP_018453446.1
OG0013788	AL5G32220	XP_018437403.1
OG0013789	AL5G32060	XP_018470285.1
OG0013790	AL5G31920	XP_018441051.1, XP_018463827.1
OG0013791	AL5G31790	XP_018433940.1
OG0013792	AL5G10280	XP_018439886.1, XP_018441808.1
OG0013793	AL1G10040	XP_018479987.1
OG0013794	AL5G27440	XP_018460680.1, XP_018446943.1
OG0013795	AL1G10410	XP_018492673.1
OG0013796	AL1G10490	XP_018487724.1
OG0013797	AL1G10610	XP_018488809.1, XP_018466806.1
OG0013799	AL1G10850	XP_018438611.1
OG0013800	AL1G11230	XP_018432948.1, XP_018462598.1, XP_018470484.1
OG0013801	AL1G11250	XP_018432947.1
OG0013802	AL1G11320	XP_018490856.1
OG0013803	AL1G11410	XP_018490417.1, XP_018464354.1
OG0013804	AL1G11480	XP_018432594.1, XP_018492201.1
OG0013805	AL4G39680	XP_018469938.1
OG0013806	AL3G28100	XP_018492893.1
OG0013807	AL1G11820	XP_018443139.1
OG0013808	AL1G11890	XP_018475267.1
OG0013809	AL1G11930	XP_018447773.1, XP_018491610.1
OG0013810	AL1G12000	XP_018432565.1
OG0013811	AL1G12280	XP_018475504.1
OG0013812	AL1G12350	XP_018447072.1
OG0013813	AL1G12480	XP_018439189.1
OG0013814	AL1G12510	XP_018487896.1, XP_018490621.1
OG0013815	AL1G12650	XP_018451390.1
OG0013816	AL1G12960	XP_018470087.1, XP_018470245.1
OG0013817	AL1G13310	XP_018451629.1
OG0013818	AL1G13590	XP_018486660.1, XP_018488565.1
OG0013819	AL1G13630	XP_018447192.1, XP_018447201.1
OG0013820	AL1G14180	XP_018486873.1, XP_018452694.1
OG0013821	AL1G14260	XP_018443296.1
OG0013822	AL1G14450	XP_018490769.1
OG0013823	AL1G14650	XP_018471157.1, XP_018455110.1
OG0013824	AL1G14660	XP_018440698.1
OG0013825	AL1G15900	XP_018467452.1, XP_018492143.1
OG0013826	AL1G15920	XP_018467989.1
OG0013827	AL1G16280	XP_018435598.1, XP_018461812.1
OG0013828	AL1G16520	XP_018486370.1
OG0013829	AL1G16950	XP_018487948.1
OG0013830	AL1G16960	XP_018485013.1
OG0013831	AL1G17080	XP_018449247.1, XP_018462290.1
OG0013832	AL1G17240	XP_018447631.1, XP_018450859.1
OG0013833	AL1G17430	XP_018439504.1, XP_018439517.1
OG0013834	AL1G17530	XP_018436188.1
OG0013835	AL7G46260	XP_018433301.1
OG0013836	AL1G18300	XP_018491525.1
OG0013837	AL1G18590	XP_018470371.1, XP_018449399.1
OG0013838	AL1G18730	XP_018467904.1
OG0013839	AL1G18800	XP_018438885.1, XP_018467476.1
OG0013840	AL2G19190	XP_018485770.1
OG0013841	AL1G18820	XP_018486152.1, XP_018447110.1
OG0013842	AL1G19290	XP_018490233.1
OG0013843	AL1G19420	XP_018451209.1, XP_018488850.1
OG0013844	AL1G19540	XP_018489083.1
OG0013845	AL1G19670	XP_018448963.1, XP_018448960.1
OG0013846	AL1G19750	XP_018474216.1
OG0013847	AL1G19780	XP_018449175.1, XP_018448983.1
OG0013848	AL1G19830	XP_018437951.1
OG0013849	AL1G19950	XP_018451102.1, XP_018451094.1
OG0013850	AL1G19990	XP_018437025.1
OG0013851	AL1G20100	XP_018468504.1
OG0013852	AL1G20270	XP_018471878.1
OG0013853	AL1G20380	XP_018437784.1, XP_018489013.1
OG0013854	AL1G20460	XP_018488570.1, XP_018488557.1
OG0013855	AL1G20840	XP_018433991.1
OG0013856	AL1G21120	XP_018466883.1, XP_018436488.1
OG0013857	AL1G21230	XP_018439626.1
OG0013858	AL1G21280	XP_018437122.1, XP_018489831.1
OG0013859	AL1G21320	XP_018437256.1, XP_018463026.1
OG0013860	AL1G39730	XP_018440101.1, XP_018433034.1
OG0013862	AL1G21710	XP_018492813.1
OG0013863	AL1G21890	XP_018452584.1
OG0013864	AL1G21980	XP_018488410.1
OG0013865	AL1G22030	XP_018486126.1
OG0013866	AL1G22070	XP_018447340.1, XP_018447362.1
OG0013867	AL1G22100	XP_018487590.1, XP_018449929.1
OG0013868	AL1G22250	XP_018487144.1
OG0013871	AL4G12520	XP_018441842.1
OG0013872	AL1G22840	XP_018458042.1
OG0013873	AL1G22880	XP_018481688.1
OG0013874	AL1G22920	XP_018449118.1
OG0013875	AL1G22970	XP_018458306.1, XP_018458304.1
OG0013876	AL1G23070	XP_018438850.1, XP_018465258.1
OG0013877	AL1G23080	XP_018458307.1, XP_018463034.1
OG0013878	AL1G23170	XP_018450448.1, XP_018465299.1, XP_018451596.1
OG0013879	AL1G23200	XP_018486898.1
OG0013880	AL1G23210	XP_018448937.1
OG0013881	AL1G24340	XP_018481344.1
OG0013882	AL1G24230, AL1G24400	XP_018435329.1
OG0013883	AL1G24490	XP_018451069.1
OG0013884	AL1G24510	XP_018451007.1, XP_018450994.1, XP_018451374.1
OG0013885	AL1G24570	XP_018441190.1
OG0013886	AL1G24650	XP_018436628.1, XP_018436668.1
OG0013887	AL1G40240	XP_018450601.1
OG0013888	AL1G24860	XP_018435401.1, XP_018447507.1
OG0013889	AL1G25000	XP_018488426.1, XP_018442592.1
OG0013890	AL8G26570	XP_018476788.1
OG0013891	AL1G25170	XP_018464559.1, XP_018450403.1
OG0013892	AL1G25480	XP_018469198.1
OG0013893	AL1G25520	XP_018467794.1
OG0013894	AL1G26020	XP_018441309.1, XP_018437017.1
OG0013895	AL1G26100	XP_018433891.1
OG0013896	AL1G26140	XP_018436760.1
OG0013897	AL1G26170	XP_018455432.1
OG0013898	AL1G26220	XP_018451150.1, XP_018447242.1
OG0013899	AL1G26230	XP_018470226.1, XP_018470076.1
OG0013900	AL1G26330	XP_018435472.1, XP_018436636.1
OG0013901	nbis-gene-84	XP_018437252.1
OG0013902	AL1G26700	XP_018441665.1
OG0013903	AL1G27140	XP_018434935.1, XP_018434924.1
OG0013904	AL1G27320	XP_018479817.1, XP_018479725.1
OG0013905	AL8G22020	XP_018477672.1
OG0013906	AL1G27820	XP_018487486.1
OG0013907	AL1G28110	XP_018438531.1
OG0013910	AL1G28410	XP_018493097.1
OG0013911	AL1G28500	XP_018450208.1, XP_018470454.1
OG0013912	AL1G28640	XP_018436892.1, XP_018454233.1
OG0013913	AL1G28690	XP_018472885.1, XP_018463604.1
OG0013914	AL6G51080, nbis-gene-1666, AL1G28710	XP_018468332.1, XP_018463605.1
OG0013915	AL1G28900	XP_018450739.1
OG0013916	AL1G28920	XP_018450737.1
OG0013917	AL1G29000	XP_018434410.1
OG0013918	AL1G29390	XP_018479379.1, XP_018479393.1
OG0013919	AL1G29570	XP_018458612.1
OG0013920	nbis-gene-2115	XP_018468180.1
OG0013921	AL1G29670	XP_018451423.1, XP_018460498.1
OG0013922	AL1G29680	XP_018451422.1
OG0013923	AL1G29690	XP_018449229.1
OG0013924	AL1G29800	XP_018445117.1
OG0013925	AL1G29870	XP_018480516.1
OG0013926	AL1G30230	XP_018432683.1, XP_018488274.1
OG0013927	AL1G30330	XP_018450811.1, XP_018448069.1
OG0013928	AL1G30350	XP_018434372.1
OG0013929	AL1G30480	XP_018437997.1
OG0013930	AL1G30620	XP_018433427.1
OG0013931	AL1G30650	XP_018435703.1
OG0013932	AL1G30810	XP_018482284.1, XP_018462226.1
OG0013933	AL1G31040	XP_018489314.1
OG0013934	AL1G31570	XP_018449321.1
OG0013935	AL1G31670	XP_018442185.1
OG0013936	AL1G31730	XP_018448035.1, XP_018448040.1
OG0013937	AL1G31750	XP_018451757.1, XP_018451749.1
OG0013938	AL1G31770	XP_018449370.1, XP_018449365.1
OG0013939	AL1G31980	XP_018448135.1
OG0013940	AL1G32180	XP_018493149.1
OG0013941	AL1G32280	XP_018467646.1
OG0013942	AL1G32350	XP_018447689.1
OG0013943	AL1G32410	XP_018466551.1, XP_018484629.1
OG0013944	AL1G32430	XP_018491924.1, XP_018491935.1
OG0013945	AL1G31820	XP_018480568.1
OG0013946	AL1G32500	XP_018484700.1
OG0013947	AL1G32610	XP_018442410.1, XP_018433137.1
OG0013948	AL5G13000	XP_018454722.1
OG0013950	AL1G32950	XP_018481919.1, XP_018435961.1
OG0013951	AL7G50410	XP_018483457.1
OG0013952	AL1G33180	XP_018450729.1
OG0013953	AL1G33310	XP_018436110.1
OG0013954	AL1G33440	XP_018451612.1
OG0013955	AL1G33810	XP_018469253.1
OG0013956	AL1G34450	XP_018469244.1
OG0013957	AL1G34460	XP_018486247.1
OG0013958	AL1G34470	XP_018436582.1
OG0013959	AL1G34540	XP_018465455.1, XP_018469317.1
OG0013960	AL1G34550	XP_018469325.1
OG0013961	AL1G34830	XP_018490249.1
OG0013962	AL1G35090	XP_018473133.1, XP_018437353.1
OG0013963	AL1G35490	XP_018483658.1, XP_018483634.1
OG0013964	AL1G35570	XP_018450939.1
OG0013965	AL1G35680	XP_018470063.1
OG0013966	AL8G20390	XP_018482552.1
OG0013967	AL1G36290	XP_018433878.1
OG0013968	AL1G36390	XP_018443246.1
OG0013969	AL1G36490	XP_018434323.1, XP_018443576.1
OG0013970	AL1G36510	XP_018439790.1
OG0013971	AL1G36520	XP_018491811.1
OG0013973	AL2G31440	XP_018455474.1, XP_018455473.1
OG0013974	AL2G31370	XP_018446523.1
OG0013975	AL2G31330	XP_018453252.1
OG0013976	AL2G31290	XP_018458003.1
OG0013977	AL2G31250	XP_018471965.1
OG0013978	AL2G31210	XP_018444529.1
OG0013979	AL2G31080	XP_018456091.1
OG0013980	AL2G31010	XP_018456822.1
OG0013981	AL2G30910, AL1G14060	XP_018445045.1
OG0013982	AL2G30690	XP_018457714.1
OG0013983	AL2G30200	XP_018470100.1
OG0013984	AL2G30160	XP_018444625.1, XP_018461004.1
OG0013985	AL2G30070	XP_018452180.1, XP_018455511.1
OG0013986	AL2G29950	XP_018467911.1
OG0013987	AL2G29920	XP_018464402.1, XP_018457919.1
OG0013988	AL2G29910	XP_018451965.1, XP_018470239.1
OG0013990	AL2G29450	XP_018455318.1, XP_018455107.1, XP_018444939.1
OG0013991	AL7G29180	XP_018471526.1, XP_018464770.1
OG0013992	AL7G29150	XP_018454656.1
OG0013993	AL1G47150	XP_018434179.1
OG0013994	AL2G11000	XP_018457117.1
OG0013995	AL2G11010	XP_018457682.1
OG0013996	AL2G11020	XP_018454280.1
OG0013997	AL2G11700	XP_018456051.1
OG0013998	AL2G11800	XP_018457800.1
OG0013999	nbis-gene-1772	XP_018471436.1
OG0014001	AL2G12350	XP_018452781.1
OG0014002	AL5G10160	XP_018434357.1, XP_018464028.1
OG0014003	AL2G12660	XP_018464284.1, XP_018453987.1
OG0014004	AL2G12750	XP_018454815.1
OG0014005	AL6G27570	XP_018446788.1
OG0014006	AL2G13060	XP_018452841.1
OG0014007	AL2G13440	XP_018452051.1
OG0014008	AL2G13540	XP_018452225.1
OG0014009	AL2G13750	XP_018458642.1, XP_018458630.1
OG0014010	AL2G14430	XP_018440351.1
OG0014011	AL2G14590	XP_018433538.1
OG0014012	AL2G15270	XP_018454723.1
OG0014013	AL2G15390	XP_018455793.1, XP_018437598.1
OG0014014	AL2G15400	XP_018440912.1
OG0014015	AL2G15610	XP_018457656.1, XP_018457658.1
OG0014016	AL2G15760	XP_018454189.1, XP_018455625.1
OG0014017	AL3G45030	XP_018485387.1
OG0014018	nbis-gene-411	XP_018436899.1
OG0014019	AL2G16200	XP_018446900.1, XP_018452674.1, XP_018461927.1
OG0014020	AL2G16460	XP_018439275.1
OG0014021	AL2G16680	XP_018457573.1, XP_018435091.1
OG0014022	AL2G17110	XP_018457496.1
OG0014023	AL2G17570	XP_018454292.1
OG0014024	AL2G18210	XP_018439452.1
OG0014026	AL2G17970	XP_018456994.1
OG0014027	AL1G66450	XP_018458173.1
OG0014028	AL1G66120	XP_018453182.1, XP_018453203.1
OG0014029	AL1G65980	XP_018458165.1
OG0014030	AL1G65600	XP_018440095.1
OG0014031	AL2G10980	XP_018453066.1
OG0014032	AL2G10800	XP_018452728.1, XP_018452727.1
OG0014033	AL2G10520	XP_018452858.1
OG0014034	AL2G10440	XP_018454767.1, XP_018454975.1
OG0014035	AL2G10420	XP_018456908.1
OG0014036	AL2G10390	XP_018452968.1
OG0014037	AL2G10370	XP_018454546.1
OG0014038	AL2G10090, AL1G56690	XP_018456270.1
OG0014039	AL7G48340, AL2G10070	XP_018455678.1
OG0014040	AL6G42430	XP_018469204.1
OG0014041	AL8G11490	XP_018485201.1, XP_018464830.1
OG0014042	AL8G10510	XP_018482272.1, XP_018439045.1
OG0014043	AL8G10470	XP_018437083.1, XP_018478607.1
OG0014044	AL8G10200	XP_018433110.1, XP_018441245.1, XP_018463918.1
OG0014045	AL8G14750	XP_018477661.1
OG0014046	AL8G14860	XP_018434364.1
OG0014047	AL8G14990	XP_018485353.1
OG0014048	AL8G15390	XP_018438325.1, XP_018482226.1
OG0014049	AL8G15460	XP_018453266.1
OG0014050	AL6G48700	XP_018466145.1, XP_018464011.1
OG0014051	AL6G48520	XP_018456509.1
OG0014052	AL6G48510	XP_018452140.1
OG0014053	AL6G48450	XP_018476812.1
OG0014054	AL7G22970	XP_018470104.1
OG0014055	AL7G22900	XP_018470714.1
OG0014056	AL7G22870	XP_018470716.1
OG0014057	AL7G22470	XP_018438948.1
OG0014058	AL7G22390	XP_018448385.1
OG0014059	AL7G22370	XP_018468606.1, XP_018482758.1
OG0014060	AL7G38970	XP_018450972.1
OG0014061	AL7G38780	XP_018458239.1
OG0014062	AL1G54480	XP_018480935.1
OG0014063	AL1G54560	XP_018445644.1
OG0014064	AL1G54570	XP_018485167.1, XP_018464519.1
OG0014065	AL1G55210	XP_018461833.1, XP_018440500.1
OG0014066	AL1G54870	XP_018482169.1, XP_018466004.1
OG0014067	AL1G54880	XP_018465852.1, XP_018463930.1
OG0014068	AL1G55190	XP_018435242.1, XP_018435223.1, XP_018461834.1
OG0014069	AL1G55100	XP_018448784.1, XP_018448785.1
OG0014070	AL1G55220	XP_018465201.1, XP_018438403.1
OG0014071	AL1G55570	XP_018462313.1, XP_018490930.1
OG0014072	AL1G55670	XP_018490934.1, XP_018462318.1, XP_018463670.1, XP_018464350.1
OG0014073	AL1G55730	XP_018488096.1, XP_018490472.1
OG0014074	AL1G55780	XP_018447104.1
OG0014075	AL1G55920	XP_018433594.1
OG0014076	AL1G55930	XP_018432744.1
OG0014077	AL1G56340	XP_018447797.1
OG0014078	AL1G56560, AL1G56370	XP_018447645.1, XP_018447644.1
OG0014079	AL1G56570	XP_018449361.1, XP_018488822.1
OG0014080	AL1G56590	XP_018492715.1
OG0014081	AL2G34780	XP_018446569.1, XP_018446567.1
OG0014082	AL2G34760	XP_018444191.1, XP_018444214.1
OG0014083	AL7G10090	XP_018469144.1
OG0014084	AL7G10110	XP_018471336.1
OG0014085	AL7G10150	XP_018483959.1, XP_018484300.1
OG0014086	AL7G10280	XP_018459040.1, XP_018458405.1
OG0014087	AL7G10320	XP_018449141.1
OG0014088	AL7G10360	XP_018470927.1
OG0014089	AL7G10470	XP_018447315.1, XP_018450219.1
