Orthogroup	Arabidopsis_lyrata_Rawat	Rorippa_islandica
OG0013935	AL1G31670	Roisl.0007s0219.1.p
OG0013936	AL1G31730	Roisl.0007s0213.1.p
OG0013937	AL1G31750	Roisl.0007s0210.1.p
OG0013938	AL1G31770	Roisl.0007s0208.1.p
OG0013939	AL1G31980	Roisl.0007s0189.1.p
OG0013940	AL1G32180	Roisl.0007s0186.1.p
OG0013941	AL1G32280	Roisl.0007s0177.1.p
OG0013942	AL1G32350	Roisl.0007s0170.1.p
OG0013943	AL1G32410	Roisl.0007s0164.1.p
OG0013944	AL1G32430	Roisl.0007s0162.1.p
OG0013945	AL1G31820	Roisl.0007s0203.1.p
OG0013946	AL1G32500	Roisl.0007s0155.1.p
OG0013947	AL1G32610	Roisl.0007s0146.1.p
OG0013948	AL5G13000	Roisl.0011s0238.1.p
OG0013950	AL1G32950	Roisl.0007s0118.1.p
OG0013951	AL7G50410	Roisl.0009s0290.1.p
OG0013952	AL1G33180	Roisl.0007s0099.1.p
OG0013953	AL1G33310	Roisl.0007s0096.1.p
OG0013954	AL1G33440	Roisl.0007s0084.1.p
OG0013955	AL1G33810	Roisl.0007s0053.1.p
OG0013956	AL1G34450	Roisl.0049s0042.1.p
OG0013957	AL1G34460	Roisl.0049s0043.1.p
OG0013958	AL1G34470	Roisl.0049s0044.1.p
OG0013959	AL1G34540	Roisl.0049s0049.1.p
OG0013960	AL1G34550	Roisl.0049s0050.1.p
OG0013961	AL1G34830	Roisl.0049s0074.1.p
OG0013962	AL1G35090	Roisl.0191s0015.1.p
OG0013963	AL1G35490	Roisl.0191s0039.1.p
OG0013964	AL1G35570	Roisl.0191s0046.1.p
OG0013965	AL1G35680	Roisl.0191s0056.1.p
OG0013966	AL8G20390	Roisl.0188s0050.1.p
OG0013967	AL1G36290	Roisl.0191s0109.1.p
OG0013968	AL1G36390	Roisl.0191s0118.1.p
OG0013969	AL1G36490	Roisl.0191s0129.1.p
OG0013970	AL1G36510	Roisl.0191s0131.1.p
OG0013971	AL1G36520	Roisl.0191s0132.1.p
OG0013973	AL2G31440	Roisl.0019s0331.1.p
OG0013974	AL2G31370	Roisl.0019s0341.1.p
OG0013975	AL2G31330	Roisl.0019s0346.1.p
OG0013976	AL2G31290	Roisl.0019s0350.1.p
OG0013977	AL2G31250	Roisl.0019s0355.1.p, Roisl.0019s0090.1.p
OG0013978	AL2G31210	Roisl.0019s0358.1.p
OG0013979	AL2G31080	Roisl.0019s0372.1.p
OG0013980	AL2G31010	Roisl.0019s0378.1.p
OG0013981	AL2G30910, AL1G14060	Roisl.0019s0381.1.p
OG0013982	AL2G30690	Roisl.0019s0412.1.p
OG0013983	AL2G30200	Roisl.0019s0452.1.p
OG0013984	AL2G30160	Roisl.0019s0455.1.p
OG0013985	AL2G30070	Roisl.0019s0468.1.p
OG0013986	AL2G29950	Roisl.0019s0477.1.p
OG0013987	AL2G29920	Roisl.0019s0480.1.p
OG0013988	AL2G29910	Roisl.0019s0481.1.p
OG0013989	AL2G29840	Roisl.0019s0489.1.p
OG0013990	AL2G29450	Roisl.0019s0516.1.p
OG0013991	AL7G29180	Roisl.0008s0223.1.p
OG0013992	AL7G29150	Roisl.0008s0226.1.p
OG0013993	AL1G47150	Roisl.0209s0144.1.p
OG0013994	AL2G11000	Roisl.0050s0094.1.p
OG0013995	AL2G11010	Roisl.0050s0095.1.p
OG0013996	AL2G11020	Roisl.0050s0096.1.p
OG0013997	AL2G11700	Roisl.0010s0176.1.p
OG0013998	AL2G11800	Roisl.0010s0164.1.p
OG0013999	nbis-gene-1772	Roisl.0022s0358.1.p
OG0014000	AL2G13740	Roisl.0058s0041.1.p
OG0014001	AL2G12350	Roisl.0010s0135.1.p
OG0014002	AL5G10160	Roisl.0011s0016.1.p
OG0014003	AL2G12660	Roisl.0010s0109.1.p
OG0014004	AL2G12750	Roisl.0010s0118.1.p
OG0014005	AL6G27570	Roisl.0210s1359.1.p
OG0014006	AL2G13060	Roisl.0010s0070.1.p
OG0014007	AL2G13440	Roisl.0209s0559.1.p
OG0014008	AL2G13540	Roisl.0209s0566.1.p
OG0014009	AL2G13750	Roisl.0209s0591.1.p
OG0014010	AL2G14430	Roisl.0209s0668.1.p
OG0014011	AL2G14590	Roisl.0209s0678.1.p
OG0014012	AL2G15270	Roisl.0209s0750.1.p
OG0014013	AL2G15390	Roisl.0209s0769.1.p
OG0014014	AL2G15400	Roisl.0209s0770.1.p
OG0014015	AL2G15610	Roisl.0214s0543.1.p
OG0014016	AL2G15760	Roisl.0214s0560.1.p
OG0014017	AL3G45030	Roisl.0188s0019.1.p
OG0014018	nbis-gene-411	Roisl.0214s0576.1.p
OG0014019	AL2G16200	Roisl.0214s0595.1.p
OG0014020	AL2G16460	Roisl.0214s0619.1.p
OG0014021	AL2G16680	Roisl.0214s0632.1.p
OG0014022	AL2G17110	Roisl.0027s0093.1.p
OG0014023	AL2G17570	Roisl.0214s0698.1.p
OG0014024	AL2G18210	Roisl.0214s0750.1.p
OG0014026	AL2G17970	Roisl.0214s0775.1.p
OG0014027	AL1G66450	Roisl.0008s0056.1.p
OG0014028	AL1G66120	Roisl.0008s0026.1.p
OG0014029	AL1G65980	Roisl.0008s0003.1.p
OG0014030	AL1G65600	Roisl.0184s0067.1.p, Roisl.0184s0064.1.p
OG0014031	AL2G10980	Roisl.0050s0091.1.p
OG0014032	AL2G10800	Roisl.0050s0076.1.p
OG0014033	AL2G10520	Roisl.0050s0063.1.p
OG0014034	AL2G10440	Roisl.0050s0050.1.p
OG0014035	AL2G10420	Roisl.0050s0049.1.p
OG0014036	AL2G10390	Roisl.0050s0046.1.p
OG0014037	AL2G10370	Roisl.0050s0045.1.p
OG0014038	AL2G10090, AL1G56690	Roisl.0050s0009.1.p
OG0014039	AL7G48340, AL2G10070	Roisl.0050s0007.1.p
OG0014040	AL6G42430	Roisl.0020s0002.1.p
OG0014041	AL8G11490	Roisl.0005s0107.1.p
OG0014042	AL8G10510	Roisl.0005s0033.1.p
OG0014043	AL8G10470	Roisl.0005s0031.1.p
OG0014044	AL8G10200	Roisl.0005s0005.1.p
OG0014045	AL8G14750	Roisl.0012s0339.1.p
OG0014046	AL8G14860	Roisl.0012s0329.1.p
OG0014047	AL8G14990	Roisl.0012s0323.1.p
OG0014048	AL8G15390	Roisl.0012s0284.1.p
OG0014049	AL8G15460	Roisl.0012s0281.1.p
OG0014050	AL6G48700	Roisl.0082s0268.1.p
OG0014051	AL6G48520	Roisl.0082s0249.1.p
OG0014052	AL6G48510	Roisl.0082s0255.1.p
OG0014053	AL6G48450	Roisl.0082s0251.1.p
OG0014054	AL7G22970	Roisl.0044s0097.1.p
OG0014055	AL7G22900	Roisl.0044s0103.1.p, Roisl.0019s0030.1.p
OG0014056	AL7G22870	Roisl.0044s0106.1.p, Roisl.0019s0032.1.p
OG0014058	AL7G22390	Roisl.0044s0142.1.p
OG0014059	AL7G22370	Roisl.0044s0140.1.p
OG0014060	AL7G38970	Roisl.0002s0054.1.p
OG0014061	AL7G38780	Roisl.0002s0039.1.p
OG0014062	AL1G54480	Roisl.0013s0160.1.p
OG0014063	AL1G54560	Roisl.0013s0144.1.p
OG0014064	AL1G54570	Roisl.0013s0142.1.p
OG0014065	AL1G55210	Roisl.0013s0093.1.p
OG0014066	AL1G54870	Roisl.0013s0124.1.p
OG0014067	AL1G54880	Roisl.0013s0122.1.p
OG0014068	AL1G55190	Roisl.0013s0095.1.p
OG0014069	AL1G55100	Roisl.0013s0104.1.p
OG0014070	AL1G55220	Roisl.0013s0092.1.p
OG0014071	AL1G55570	Roisl.0013s0070.1.p
OG0014072	AL1G55670	Roisl.0013s0064.1.p
OG0014073	AL1G55730	Roisl.0013s0060.1.p
OG0014074	AL1G55780	Roisl.0013s0056.1.p
OG0014075	AL1G55920	Roisl.0013s0046.1.p
OG0014076	AL1G55930	Roisl.0013s0045.1.p
OG0014077	AL1G56340	Roisl.0013s0011.1.p
OG0014078	AL1G56560, AL1G56370	Roisl.0013s0007.1.p
OG0014079	AL1G56570	Roisl.0013s0006.1.p
OG0014080	AL1G56590	Roisl.0006s0004.1.p
OG0014081	AL2G34780	Roisl.0004s0409.1.p
OG0014082	AL2G34760	Roisl.0004s0411.1.p
OG0014083	AL7G10090	Roisl.0115s0773.1.p
OG0014084	AL7G10110	Roisl.0115s0771.1.p
OG0014085	AL7G10150	Roisl.0115s0767.1.p
OG0014086	AL7G10280	Roisl.0115s0755.1.p
OG0014087	AL7G10320	Roisl.0115s0751.1.p
OG0014088	AL7G10360	Roisl.0115s0747.1.p
OG0014089	AL7G10470	Roisl.0115s0738.1.p
OG0014090	AL7G10600	Roisl.0115s0726.1.p
OG0014091	AL7G10670	Roisl.0115s0720.1.p
OG0014092	AL7G10710	Roisl.0015s0195.1.p, Roisl.0115s0717.1.p
OG0014093	AL7G10850	Roisl.0115s0706.1.p
OG0014094	AL7G10880	Roisl.0115s0703.1.p
OG0014095	AL7G10970	Roisl.0115s0697.1.p
OG0014096	AL7G11030	Roisl.0115s0689.1.p
OG0014097	AL7G11060	Roisl.0115s0686.1.p
OG0014098	AL7G11350	Roisl.0115s0658.1.p
OG0014099	AL7G11450	Roisl.0115s0651.1.p
OG0014100	AL7G11460	Roisl.0115s0650.1.p
OG0014101	AL7G11810	Roisl.0001s0504.1.p
OG0014102	AL8G20280	Roisl.0041s0024.1.p
OG0014103	AL7G12260	Roisl.0001s0464.1.p
OG0014104	AL7G12330	Roisl.0001s0458.1.p
OG0014105	AL7G12370	Roisl.0001s0454.1.p
OG0014106	AL7G12470	Roisl.0001s0446.1.p
OG0014107	AL7G12480	Roisl.0001s0443.1.p
OG0014108	AL3G42460	Roisl.0213s0737.1.p
OG0014109	AL7G12740	Roisl.0001s0423.1.p
OG0014110	AL7G12770	Roisl.0001s0421.1.p
OG0014111	AL7G12830	Roisl.0001s0414.1.p
OG0014112	AL7G12970	Roisl.0001s0401.1.p
OG0014113	AL7G13350	Roisl.0001s0375.1.p
OG0014114	AL7G13400	Roisl.0001s0371.1.p
OG0014115	AL7G13720	Roisl.0001s0343.1.p
OG0014116	AL7G13790	Roisl.0001s0329.1.p
OG0014117	AL7G13990	Roisl.0001s0312.1.p
OG0014118	AL7G14350	Roisl.0001s0286.1.p
OG0014119	AL7G14360	Roisl.0001s0285.1.p
OG0014120	AL7G14420	Roisl.0001s0282.1.p
OG0014121	AL7G14540	Roisl.0001s0271.1.p
OG0014122	AL7G14650	Roisl.0001s0264.1.p
OG0014123	AL7G14690	Roisl.0001s0260.1.p
OG0014124	AL7G14700	Roisl.0001s0259.1.p
OG0014125	AL7G14840	Roisl.0001s0248.1.p
OG0014126	AL7G14990	Roisl.0001s0231.1.p
OG0014127	AL7G15170	Roisl.0001s0211.1.p
OG0014128	AL7G15470	Roisl.0001s0185.1.p
OG0014130	AL7G44890	Roisl.0053s0103.1.p
OG0014131	AL7G15760	Roisl.0001s0152.1.p
OG0014132	AL7G16070	Roisl.0001s0125.1.p
OG0014133	AL7G16140	Roisl.0001s0117.1.p
OG0014134	AL7G16380	Roisl.0001s0089.1.p
OG0014135	AL7G16730	Roisl.0001s0053.1.p
OG0014136	AL7G16840	Roisl.0001s0041.1.p
OG0014137	AL7G16960	Roisl.0001s0029.1.p
OG0014138	AL7G17120	Roisl.0001s0014.1.p
OG0014139	AL7G19560	Roisl.0003s0241.1.p
OG0014141	AL7G23210	Roisl.0003s0272.1.p
OG0014142	AL7G19180	Roisl.0003s0278.1.p
OG0014143	nbis-gene-1732, AL7G19140	Roisl.0003s0282.1.p
OG0014144	AL7G19090	Roisl.0003s0287.1.p
OG0014145	AL7G18970	Roisl.0003s0307.1.p
OG0014146	AL7G18920	Roisl.0003s0314.1.p
OG0014147	AL7G18880	Roisl.0003s0317.1.p
OG0014148	AL7G18770	Roisl.0003s0327.1.p
OG0014149	AL7G18730	Roisl.0003s0331.1.p
OG0014150	AL7G18440	Roisl.0003s0348.1.p
OG0014151	AL7G18380	Roisl.0008s0259.1.p
OG0014152	AL7G18360	Roisl.0008s0261.1.p
OG0014153	AL7G18200	Roisl.0008s0275.1.p
OG0014154	AL7G18110	Roisl.0008s0284.1.p
OG0014155	AL7G17960	Roisl.0008s0299.1.p
OG0014157	AL7G17500	Roisl.0008s0339.1.p
OG0014158	AL7G17370	Roisl.0008s0355.1.p
OG0014159	AL5G11950	Roisl.0011s0164.1.p
OG0014160	AL7G20600	Roisl.0003s0161.1.p
OG0014161	AL7G20610	Roisl.0003s0160.1.p
OG0014162	AL7G20670	Roisl.0003s0152.1.p
OG0014163	AL7G20800	Roisl.0003s0140.1.p
OG0014164	AL8G25430	Roisl.0189s0262.1.p
OG0014165	AL7G21080	Roisl.0003s0115.1.p
OG0014166	AL7G21150	Roisl.0003s0106.1.p
OG0014167	AL7G21250	Roisl.0003s0097.1.p
OG0014168	AL7G21280	Roisl.0003s0094.1.p
OG0014169	AL5G26960	Roisl.0209s0483.1.p
OG0014170	AL4G30910	Roisl.0028s0904.1.p
OG0014171	AL3G39080	Roisl.0053s0281.1.p
OG0014172	AL3G39350	Roisl.0053s0266.1.p
OG0014173	AL2G32310	Roisl.0019s0231.1.p
OG0014174	AL2G32210	Roisl.0019s0244.1.p
OG0014175	AL2G32150	Roisl.0019s0250.1.p
OG0014176	AL2G32080	Roisl.0019s0259.1.p
OG0014177	AL2G32000	Roisl.0019s0267.1.p
OG0014178	AL2G31950	Roisl.0019s0281.1.p
OG0014179	AL2G31600	Roisl.0019s0317.1.p
OG0014180	AL2G31590, nbis-gene-1644	Roisl.0019s0318.1.p
OG0014181	AL1G36820	Roisl.0191s0154.1.p
OG0014182	AL1G37160	Roisl.0191s0177.1.p
OG0014183	AL5G30950, AL7G51540	Roisl.0213s0829.1.p
OG0014184	AL1G37610	Roisl.0191s0219.1.p
OG0014185	AL1G37910	Roisl.0191s0255.1.p
OG0014186	AL1G37930	Roisl.0191s0257.1.p
OG0014187	AL1G38910	Roisl.0191s0334.1.p
OG0014188	AL1G39090	Roisl.0191s0350.1.p
OG0014189	AL1G39210	Roisl.0191s0365.1.p
OG0014190	AL1G39500	Roisl.0191s0391.1.p
OG0014191	AL1G39510	Roisl.0191s0393.1.p
OG0014192	AL1G39570	Roisl.0191s0397.1.p
OG0014193	AL4G25250	Roisl.0033s0057.1.p
OG0014194	AL3G41790, AL3G41800	Roisl.0053s0427.1.p
OG0014195	AL6G51030	Roisl.0191s0657.1.p
OG0014197	AL6G51140	Roisl.0191s0583.1.p
OG0014198	AL6G51170	Roisl.0191s0586.1.p
OG0014199	AL6G51240	Roisl.0191s0592.1.p
OG0014200	AL6G51250	Roisl.0191s0593.1.p
OG0014201	AL6G51350	Roisl.0191s0599.1.p
OG0014202	AL6G51390	Roisl.0191s0612.1.p
OG0014204	AL6G51610	Roisl.0191s0618.1.p
OG0014205	AL6G51620	Roisl.0191s0619.1.p
OG0014206	AL6G51660	Roisl.0191s0623.1.p
OG0014207	AL6G51730	Roisl.0191s0629.1.p
OG0014210	AL6G52480	Roisl.0191s0570.1.p
OG0014211	AL7G26800	Roisl.0022s0277.1.p
OG0014212	AL6G52240	Roisl.0191s0540.1.p
OG0014213	AL6G52710	Roisl.0191s0514.1.p
OG0014214	AL6G52720	Roisl.0191s0513.1.p
OG0014215	AL6G52870	Roisl.0191s0492.1.p
OG0014216	AL6G52960	Roisl.0191s0486.1.p
OG0014218	AL6G53140	Roisl.0015s0049.1.p
OG0014219	AL6G53160	Roisl.0015s0047.1.p
OG0014220	AL6G53170	Roisl.0015s0046.1.p
OG0014221	AL6G53330	Roisl.0015s0029.1.p
OG0014222	AL6G53350	Roisl.0015s0026.1.p
OG0014223	AL4G40350	Roisl.0115s0003.1.p, Roisl.0063s0003.1.p
OG0014224	AL7G48900	Roisl.0115s0004.1.p, Roisl.0063s0004.1.p
OG0014225	AL1G40610	Roisl.0015s0085.1.p
OG0014226	AL1G39680	Roisl.0191s0405.1.p
OG0014227	AL1G51370	Roisl.0111s0007.1.p
OG0014228	AL1G51380	Roisl.0111s0006.1.p
OG0014229	AL1G51420	Roisl.0075s0222.1.p
OG0014230	AL7G26090	Roisl.0022s0339.1.p
OG0014231	AL7G25350	Roisl.0022s0403.1.p
OG0014232	AL7G25240	Roisl.0022s0414.1.p
OG0014233	AL7G25230	Roisl.0022s0415.1.p
OG0014234	AL7G24910	Roisl.0022s0445.1.p
OG0014235	AL7G24900	Roisl.0022s0446.1.p
OG0014236	AL7G24770	Roisl.0022s0456.1.p
OG0014237	AL5G13690	Roisl.0011s0289.1.p
OG0014238	AL7G24490	Roisl.0022s0483.1.p
OG0014239	AL7G24480	Roisl.0022s0484.1.p
OG0014240	AL7G24370	Roisl.0022s0496.1.p
OG0014241	AL5G13700	Roisl.0011s0292.1.p
OG0014242	AL5G14030	Roisl.0011s0311.1.p
OG0014243	AL1G25160	Roisl.0021s0438.1.p
OG0014244	AL1G25280	Roisl.0021s0446.1.p
OG0014245	AL1G25460	Roisl.0021s0470.1.p
OG0014246	AL1G32340	Roisl.0007s0171.1.p
OG0014247	AL1G34050	Roisl.0007s0035.1.p
OG0014248	AL1G37950	Roisl.0191s0259.1.p, Roisl.0191s0258.1.p
OG0014249	AL1G39740	Roisl.0191s0411.1.p
OG0014250	AL1G39880	Roisl.0191s0426.1.p
OG0014251	AL1G39930	Roisl.0191s0432.1.p
OG0014252	AL1G40000	Roisl.0191s0439.1.p
OG0014253	AL1G40320	Roisl.0015s0059.1.p
OG0014254	AL1G40890	Roisl.0015s0114.1.p
OG0014255	AL1G47080	Roisl.0209s0148.1.p
OG0014256	AL6G41140	Roisl.0214s0719.1.p
OG0014258	AL2G10630, AL7G13070, nbis-gene-740	Roisl.0050s0067.1.p
OG0014260	AL2G32560	Roisl.0019s0211.1.p
OG0014261	AL2G35880	Roisl.0004s0305.1.p
OG0014262	AL2G36930	Roisl.0004s0213.1.p
OG0014263	AL891U10010, AL2G40130	Roisl.0115s0178.1.p
OG0014264	AL3G12070	Roisl.0016s0199.1.p
OG0014265	AL3G24670	Roisl.0074s0702.1.p
OG0014266	AL3G24900	Roisl.0074s0681.1.p
OG0014267	AL3G36540	Roisl.0115s0579.1.p
OG0014268	AL8G20530, AL3G39310	Roisl.0053s0269.1.p
OG0014271	nbis-gene-856	Roisl.0045s0053.1.p
OG0014273	AL3G49010	Roisl.0206s0019.1.p
OG0014274	nbis-gene-930	Roisl.0063s0049.1.p
OG0014275	AL4G13010	Roisl.0046s0504.1.p
OG0014276	AL4G13680	Roisl.0006s0560.1.p
OG0014277	AL4G14120	Roisl.0021s0595.1.p
OG0014278	AL4G18890	Roisl.0043s0033.1.p
OG0014280	AL4G26060, AL4G26140	Roisl.0033s0146.1.p
OG0014281	AL4G29630	Roisl.0028s0792.1.p
OG0014282	AL4G31240	Roisl.0028s0939.1.p
OG0014283	AL4G31470	Roisl.0028s0960.1.p
OG0014284	AL4G31580	Roisl.0028s0970.1.p
OG0014285	AL4G38430	Roisl.0028s0572.1.p
OG0014286	AL4G38500	Roisl.0028s0563.1.p
OG0014287	AL5G10140	Roisl.0011s0014.1.p
OG0014288	AL5G10500	Roisl.0011s0047.1.p
OG0014289	AL5G13310	Roisl.0011s0257.1.p
OG0014290	AL5G15630	Roisl.0011s0457.1.p
OG0014291	AL5G19570, AL5G19490, AL5G19520	Roisl.0184s0219.1.p
OG0014292	nbis-gene-1257	Roisl.0184s0223.1.p
OG0014293	AL5G20090	Roisl.0185s0072.1.p
OG0014294	nbis-gene-892, nbis-gene-2014	Roisl.0021s0480.1.p
OG0014295	AL5G26970	Roisl.0209s0484.1.p
OG0014296	AL5G30000	Roisl.0046s0936.1.p
OG0014297	AL5G30170	Roisl.0046s0946.1.p
OG0014298	AL5G34810	Roisl.0046s1359.1.p
OG0014299	AL5G40380	Roisl.0026s0029.1.p
OG0014300	nbis-gene-1453, nbis-gene-1452	Roisl.0030s0130.1.p, Roisl.0030s0131.1.p
OG0014301	AL6G14950	Roisl.0075s0150.1.p, Roisl.0056s0026.1.p
OG0014302	AL6G16470	Roisl.0042s0022.1.p
OG0014303	AL6G23030	Roisl.0210s0948.1.p
OG0014304	AL6G26160	Roisl.0210s1233.1.p
OG0014305	AL1G43810, AL5G31300, AL7G23110, AL8G15290, AL8G15800, AL1G67120	Roisl.0058s0094.1.p, Roisl.0029s0064.1.p
OG0014306	AL6G42070	Roisl.0020s0037.1.p
OG0014307	AL6G41580	Roisl.0214s0064.1.p
OG0014308	AL6G42880, nbis-gene-987	Roisl.0032s0066.1.p
OG0014309	AL6G44730	Roisl.0009s0042.1.p, Roisl.0009s0043.1.p, Roisl.0057s0025.1.p
OG0014310	AL6G48660, AL6G48920	Roisl.0082s0265.1.p
OG0014312	nbis-gene-1676	Roisl.0191s0490.1.p
OG0014313	AL7G17240	Roisl.0001s0005.1.p
OG0014314	AL7G21420	Roisl.0003s0082.1.p
OG0014315	AL7G26560	Roisl.0022s0295.1.p
OG0014316	AL7G26960	Roisl.0022s0259.1.p
OG0014317	AL7G35820, AL3G37840	Roisl.0091s0468.1.p
OG0014318	AL7G38000	Roisl.0091s0660.1.p
OG0014319	AL9U10120	Roisl.0214s0054.1.p, Roisl.0053s0001.1.p, Roisl.0053s0003.1.p
OG0014320	AL7G44180	Roisl.0015s0165.1.p
OG0014321	AL7G44750	Roisl.0053s0084.1.p
OG0014322	AL7G52450	Roisl.0046s0014.1.p
OG0014323	AL8G12910, AL8G12880	Roisl.0005s0270.1.p
OG0014324	AL8G17090	Roisl.0012s0092.1.p
OG0014325	AL8G17210	Roisl.0012s0088.1.p
OG0014326	AL8G17910	Roisl.0214s0282.1.p
OG0014327	AL8G22490	Roisl.0036s0064.1.p
OG0014328	AL363U10010, AL8G24080	Roisl.0012s0021.1.p, Roisl.0214s0098.1.p
OG0014329	AL8G24700, AL631U10010	Roisl.0214s0228.1.p
OG0014330	AL63U10060, AL8G24890	Roisl.0214s0256.1.p
OG0014331	AL8G24900	Roisl.0012s0056.1.p
OG0014332	AL8G24960, AL91U10010	Roisl.0012s0047.1.p
OG0014333	AL8G26070	Roisl.0189s0191.1.p
OG0014334	AL8G29900	Roisl.0080s0886.1.p
OG0014335	AL8G30220	Roisl.0080s0859.1.p
OG0014336	AL8G39350	Roisl.0024s0113.1.p
OG0014340	AL7G47030	Roisl.0200s0025.1.p
OG0014341	AL6G52050	Roisl.0191s0520.1.p
OG0014342	nbis-gene-1204, nbis-gene-1203	Roisl.0011s0303.1.p
OG0014343	AL3G34350	Roisl.0115s0380.1.p
OG0014344	AL1G22680	Roisl.0021s0236.1.p
OG0014346	AL2G40360	Roisl.0115s0154.1.p
OG0014349	nbis-gene-1301	Roisl.0214s0148.1.p, Roisl.0214s0146.1.p
OG0014373	AL5G21280	Roisl.0208s0034.1.p
OG0014374	AL5G25790	Roisl.0209s0385.1.p
OG0014375	AL5G26150	Roisl.0209s0400.1.p
OG0014376	AL5G26190	Roisl.0209s0404.1.p
OG0014377	AL5G26200	Roisl.0209s0405.1.p
OG0014378	AL5G26210	Roisl.0209s0406.1.p
OG0014379	AL5G26450	Roisl.0209s0433.1.p
OG0014380	AL8G29740	Roisl.0052s0011.1.p
OG0014381	AL5G27930	Roisl.0046s0772.1.p
OG0014382	AL5G27850	Roisl.0046s0766.1.p
OG0014383	AL5G27820	Roisl.0046s0763.1.p
OG0014384	AL5G27780	Roisl.0046s0759.1.p
OG0014385	AL5G27750	Roisl.0046s0756.1.p
OG0014386	AL5G27630	Roisl.0046s0740.1.p
OG0014387	AL5G27540	Roisl.0046s0734.1.p, Roisl.0046s0743.1.p
OG0014388	AL5G27240	Roisl.0046s0707.1.p
OG0014389	AL5G27330	Roisl.0046s0715.1.p
OG0014390	AL1G40520	Roisl.0015s0077.1.p
OG0014391	AL5G27170	Roisl.0046s0694.1.p
OG0014392	AL5G27110	Roisl.0046s0686.1.p
OG0014393	AL5G27090	Roisl.0046s0684.1.p
OG0014394	AL5G10020	Roisl.0011s0003.1.p
OG0014395	AL5G10090	Roisl.0011s0010.1.p
OG0014396	AL5G11350	Roisl.0011s0120.1.p
OG0014397	AL7G49360	Roisl.0009s0191.1.p
OG0014398	AL7G49380	Roisl.0009s0198.1.p
OG0014399	AL7G49460	Roisl.0009s0205.1.p
OG0014400	AL7G21450	Roisl.0003s0079.1.p
OG0014401	AL7G43860	Roisl.0015s0142.1.p
OG0014402	AL1G53850	Roisl.0013s0194.1.p
OG0014403	AL6G29030	Roisl.0210s1495.1.p
OG0014404	AL6G28920	Roisl.0210s1484.1.p
OG0014405	AL6G28750	Roisl.0210s1465.1.p
OG0014406	AL6G28730	Roisl.0210s1463.1.p
OG0014407	AL6G28660	Roisl.0210s1456.1.p
OG0014408	AL6G28530	Roisl.0210s1443.1.p
OG0014409	AL6G28480	Roisl.0210s1438.1.p
OG0014410	AL6G28430	Roisl.0210s1433.1.p
OG0014411	AL6G28290	Roisl.0210s1421.1.p
OG0014412	AL6G27880	Roisl.0210s1391.1.p
OG0014414	AL6G27830	Roisl.0210s1385.1.p
OG0014415	AL6G27750	Roisl.0210s1378.1.p
OG0014416	AL6G27600	Roisl.0210s1361.1.p
OG0014418	AL6G27020	Roisl.0210s1312.1.p
OG0014419	AL8G21320	Roisl.0014s0068.1.p
OG0014420	AL6G26550	Roisl.0210s1267.1.p
OG0014421	AL7G24210	Roisl.0022s0515.1.p
OG0014422	AL6G26360	Roisl.0210s1251.1.p
OG0014423	AL6G26290	Roisl.0210s1244.1.p
OG0014424	AL6G26210	Roisl.0210s1237.1.p
OG0014425	AL6G26100	Roisl.0210s1227.1.p
OG0014426	AL6G25830	Roisl.0210s1204.1.p
OG0014427	AL6G25790	Roisl.0210s1202.1.p
OG0014428	AL6G25780	Roisl.0210s1201.1.p
OG0014429	AL6G25570	Roisl.0210s1180.1.p
OG0014430	AL6G25450	Roisl.0210s1170.1.p
OG0014431	AL6G25430	Roisl.0210s1167.1.p
OG0014432	AL6G25330	Roisl.0210s1157.1.p
OG0014433	AL7G42410	Roisl.0075s0124.1.p
OG0014434	AL6G25300	Roisl.0210s1156.1.p
OG0014435	AL6G25280	Roisl.0210s1154.1.p
OG0014436	AL6G25260	Roisl.0210s1152.1.p
OG0014437	AL6G25130	Roisl.0210s1142.1.p
OG0014438	AL6G24970	Roisl.0210s1129.1.p
OG0014439	AL6G24890	Roisl.0210s1123.1.p
OG0014440	AL6G24810	Roisl.0210s1115.1.p
OG0014441	AL6G24760	Roisl.0210s1110.1.p
OG0014442	AL6G24740	Roisl.0210s1108.1.p
OG0014443	AL6G24530	Roisl.0210s1087.1.p
OG0014444	AL6G24520	Roisl.0210s1086.1.p
OG0014445	AL6G24460	Roisl.0210s1080.1.p
OG0014446	AL6G24390	Roisl.0210s1073.1.p
OG0014447	AL6G24030	Roisl.0210s1035.1.p
OG0014448	AL6G24020	Roisl.0210s1034.1.p
OG0014449	AL6G23720	Roisl.0210s1000.1.p
OG0014450	AL6G23480	Roisl.0210s0982.1.p
OG0014451	AL2G11050, nbis-gene-1821	Roisl.0012s0013.1.p
OG0014452	AL6G23140	Roisl.0210s0958.1.p
OG0014453	AL6G23100	Roisl.0210s0954.1.p
OG0014454	AL6G22990	Roisl.0210s0944.1.p
OG0014455	AL6G22940	Roisl.0210s0940.1.p
OG0014456	AL6G22530	Roisl.0210s0903.1.p
OG0014457	AL6G22450	Roisl.0210s0894.1.p
OG0014458	AL7G23970	Roisl.0044s0005.1.p
OG0014459	AL6G22300	Roisl.0210s0879.1.p
OG0014460	AL5G18490	Roisl.0188s0116.1.p
OG0014461	AL6G22000	Roisl.0210s0852.1.p
OG0014462	AL6G21900	Roisl.0210s0844.1.p
OG0014463	AL6G21730	Roisl.0210s0828.1.p
