Orthogroup	Arabidopsis_lyrata_Rawat	Capsella_rubella
OG0015322	AL7G36540	XP_006283440.1
OG0015323	AL7G36810	XP_006284206.1
OG0015324	AL7G36830	XP_006285651.1
OG0015325	AL7G36840	XP_023633683.1
OG0015326	AL7G36960	XP_023634988.1
OG0015327	AL7G37330	XP_006282563.1
OG0015328	AL7G37550	XP_006284895.1
OG0015329	AL7G37580	XP_023634975.1
OG0015330	AL7G44670	XP_006285619.2
OG0015331	AL8G12090	XP_006279907.1
OG0015333	AL5G31400	XP_006292490.1
OG0015334	nbis-gene-1344	XP_006290354.2
OG0015335	AL5G30990	XP_006291871.1
OG0015336	AL5G30840	XP_006292636.1
OG0015337	AL5G30550	XP_006291327.1
OG0015338	AL5G30510	XP_023639114.1
OG0015339	AL5G30490	XP_006291947.1
OG0015340	AL5G30370	XP_023638510.1
OG0015341	AL5G30360	XP_006290681.1
OG0015342	AL5G30230	XP_006290734.1
OG0015343	AL8G26790	XP_006281102.1
OG0015344	AL8G26610	XP_006279589.1
OG0015345	AL8G26560	XP_006282201.2
OG0015346	AL8G26480	XP_023642446.1
OG0015347	AL8G26470	XP_006280887.1
OG0015348	AL8G26330	XP_023640872.1
OG0015349	AL8G26300	XP_006280679.1
OG0015350	AL8G26110	XP_006281919.1
OG0015351	AL8G25880	XP_023633167.1
OG0015352	AL8G25940	XP_023636072.1
OG0015353	AL8G25970	XP_023636535.1
OG0015354	AL64U10010	XP_006279659.2
OG0015355	AL8G25220	XP_006281246.1
OG0015356	AL8G25300	XP_006282261.1
OG0015357	AL8G25280	XP_006281426.2
OG0015358	AL3G44130	XP_023634124.1
OG0015359	AL3G45670	XP_006297717.1
OG0015360	AL3G45720	XP_006297152.1
OG0015361	AL3G45790	XP_006298449.1
OG0015362	AL3G45800	XP_023641483.1
OG0015363	AL3G45650	XP_006297649.1
OG0015364	AL3G45910	XP_023642287.1
OG0015365	AL3G45940	XP_006299976.2
OG0015366	AL3G46080	XP_006297796.1
OG0015367	AL3G46180	XP_006298221.1
OG0015368	AL3G46380	XP_006297176.2
OG0015369	AL3G46560	XP_006297197.1
OG0015370	AL3G46940	XP_006296713.1
OG0015371	AL3G47070	XP_023642670.1
OG0015372	AL3G47080	XP_006299807.1
OG0015373	AL3G47790	XP_006298909.1
OG0015374	AL5G20540	XP_023638304.1
OG0015375	AL3G52530	XP_006297369.1
OG0015376	AL3G52620	XP_006296975.1
OG0015377	AL3G49540	XP_006297931.1
OG0015378	AL3G49570	XP_006298098.2
OG0015379	AL7G29360	XP_023634151.1
OG0015380	AL7G29560	XP_006282849.2
OG0015381	AL7G29570, AL7G29580	XP_023635123.1
OG0015382	AL7G30560	XP_006283608.2
OG0015383	AL7G30580	XP_023634793.1
OG0015384	AL7G30620	XP_006284067.1
OG0015385	AL7G30790	XP_006284357.1
OG0015386	AL7G31030	XP_006284350.1
OG0015387	AL7G31080	XP_006285991.1
OG0015388	AL7G31530	XP_006286177.1
OG0015389	AL7G34160	XP_023635683.1
OG0015390	AL7G33790	XP_006283032.1
OG0015391	AL7G33600	XP_006283552.1
OG0015392	AL7G33390	XP_006284140.1
OG0015393	AL7G33330	XP_006283525.1
OG0015394	AL7G33280	XP_006284450.1
OG0015395	AL7G33220	XP_006284037.1
OG0015396	AL7G33190	XP_006283790.1
OG0015397	AL7G32950	XP_006285106.1
OG0015398	AL7G32940	XP_006283280.1
OG0015399	AL7G32900	XP_023635473.1
OG0015400	AL7G32820	XP_006286154.1
OG0015401	AL7G32790	XP_006283139.1
OG0015402	AL7G32760	XP_006285553.2
OG0015403	AL7G32750	XP_006282651.1
OG0015404	AL6G32210	XP_006287022.1
OG0015405	AL7G32540	XP_006282705.1
OG0015406	AL7G32530	XP_006283773.1
OG0015408	AL7G32300	XP_006283078.1
OG0015409	AL5G10310	XP_006291409.1
OG0015410	AL7G32150	XP_006285845.1
OG0015411	AL7G32110	XP_023634956.1
OG0015412	AL1G52140	XP_006306112.1
OG0015413	AL7G32020	XP_006283108.1
OG0015414	AL7G34380	XP_023635187.1
OG0015415	AL7G34470	XP_023634123.1
OG0015417	AL6G39820	XP_006288620.1
OG0015418	AL2G11620	XP_023642992.1
OG0015419	AL8G19290	XP_006279580.1
OG0015420	AL8G19100	XP_023635497.1
OG0015421	AL7G38710	XP_006282522.1
OG0015422	AL7G38470	XP_006282596.1
OG0015423	AL7G38200	XP_023634516.1
OG0015424	AL7G38670	XP_006283198.1
OG0015425	AL7G38170	XP_006282581.1
OG0015426	AL7G38030	XP_006286156.1
OG0015427	AL7G37880	XP_006284142.2
OG0015428	AL7G37850	XP_023635297.1
OG0015429	AL7G37700	XP_006285003.1
OG0015430	AL3G10140	XP_006298775.1
OG0015431	AL3G10270	XP_023641836.1
OG0015432	AL3G10290	XP_006297134.1
OG0015433	AL3G10310	XP_006298261.2
OG0015434	AL3G10430	XP_023642158.1
OG0015435	AL3G10580	XP_023641329.1
OG0015436	AL3G10660	XP_006297296.1
OG0015437	AL8G44920	XP_006279499.1
OG0015438	AL8G45000	XP_006280859.1
OG0015439	AL8G45110	XP_023636481.1
OG0015440	AL2G37570	XP_006302987.1
OG0015441	AL8G45220	XP_006280905.1
OG0015442	AL5G14740	XP_006291823.1
OG0015443	AL8G45350	XP_006282226.1
OG0015444	AL8G45430	XP_006281860.2
OG0015445	AL8G45500	XP_006281130.1
OG0015446	AL8G45560	XP_023638326.1
OG0015447	AL5G46410	XP_006293077.1
OG0015448	AL5G46400	XP_006292627.1
OG0015449	AL5G46390	XP_023638370.1
OG0015451	AL5G46330	XP_006292523.2
OG0015452	AL5G46280	XP_006292109.1
OG0015453	AL5G46260	XP_023638129.1, XP_023638954.1
OG0015454	AL5G46170	XP_006292690.1
OG0015455	AL5G46160	XP_006292218.1
OG0015456	AL5G45960	XP_006291814.1
OG0015457	AL5G45920	XP_006291245.1
OG0015458	AL5G45750	XP_006291570.2
OG0015459	AL5G45650	XP_006293300.1
OG0015460	AL5G45600	XP_006291882.1
OG0015461	AL5G45560	XP_006292651.1
OG0015462	AL5G45480	XP_006292494.1
OG0015463	AL5G45370	XP_023638468.1
OG0015464	AL5G45130	XP_006291368.1
OG0015465	AL5G45120	XP_006292713.1
OG0015466	AL5G44980	XP_006290262.1
OG0015467	AL5G44950	XP_006290678.1
OG0015468	AL5G44640	XP_006290312.1
OG0015469	AL5G44510	XP_006292948.1
OG0015470	AL5G44450	XP_006291671.1
OG0015471	AL5G44420	XP_006293216.1
OG0015472	AL8G26180	XP_006279683.1
OG0015473	AL5G44060	XP_006293268.1
OG0015474	AL5G43920	XP_006291847.1
OG0015475	AL5G43850	XP_006291035.1
OG0015476	AL5G43700	XP_006293252.2
OG0015477	AL5G43410	XP_023638440.1
OG0015478	AL5G43390	XP_006290613.1
OG0015479	AL5G43240	XP_023637971.1
OG0015480	AL5G43180	XP_006282259.1
OG0015481	AL5G43170	XP_006290712.1
OG0015482	AL4G17840	XP_006295714.1
OG0015483	AL5G42810	XP_006291254.1
OG0015484	AL5G42700	XP_023638258.1
OG0015485	AL5G42580	XP_006291453.1
OG0015486	AL1G39910	XP_006305211.2
OG0015487	nbis-gene-1401	XP_023638265.1
OG0015488	AL5G42450	XP_023638992.1
OG0015489	AL5G42370	XP_023637883.1
OG0015490	AL5G42160	XP_006293043.1
OG0015491	AL5G42120	XP_006292239.1
OG0015492	AL5G41820	XP_006292503.1
OG0015493	AL5G41440	XP_023637829.1
OG0015494	AL5G41290	XP_006291531.2
OG0015495	AL5G41280	XP_006291459.2
OG0015496	AL3G43300	XP_006297583.1
OG0015497	AL5G41030	XP_006290894.2
OG0015498	AL5G40630	XP_006291323.2
OG0015500	AL5G40410	XP_006290604.1
OG0015501	AL5G40320	XP_006290784.1
OG0015502	AL5G40300	XP_023639164.1
OG0015503	AL5G40260	XP_006291211.1
OG0015504	AL5G40230	XP_006291642.2
OG0015505	AL5G40220	XP_023638255.1
OG0015506	AL5G39660	XP_006290370.1
OG0015507	AL5G39500	XP_006290696.1
OG0015508	AL5G39480	XP_006291548.1
OG0015509	AL5G39410	XP_006291346.1
OG0015510	AL5G39210	XP_006290615.1
OG0015511	AL5G39150	XP_023637798.1
OG0015512	AL5G39120	XP_006293304.1
OG0015513	AL5G38940	XP_023637836.1
OG0015514	AL7G22700	XP_006282822.2
OG0015515	AL4G17520	XP_006293617.1
OG0015516	AL5G38530	XP_006291071.1
OG0015517	AL5G38090	XP_023638128.1
OG0015518	AL5G38020	XP_023637893.1
OG0015519	AL5G37980	XP_006299657.1, XP_006293020.1
OG0015520	AL5G23470	XP_006290935.1
OG0015521	AL5G37770	XP_006292213.1
OG0015522	AL5G37740	XP_023638744.1
OG0015523	AL5G37550	XP_006291636.1
OG0015524	AL5G37490	XP_006291485.1
OG0015525	nbis-gene-1376	XP_023637955.1
OG0015526	AL5G37310	XP_006292431.1
OG0015527	AL5G37280	XP_006290419.1
OG0015528	AL5G37200	XP_006291798.1
OG0015529	AL5G37130	XP_006292901.1
OG0015530	AL5G37120	XP_006291460.1
OG0015531	AL5G36850	XP_006291466.1
OG0015532	AL2G11760	XP_023642995.1
OG0015533	AL5G36540	XP_006292463.1
OG0015534	AL5G36500	XP_006290373.1
OG0015535	AL5G36450	XP_023638448.1
OG0015536	AL5G36400	XP_006290865.1
OG0015537	AL5G36350	XP_023638518.1
OG0015538	AL5G36280	XP_006290485.2
OG0015539	AL5G36260	XP_006291476.1
OG0015540	AL5G36180	XP_023638526.1
OG0015541	AL5G36080	XP_023638332.1
OG0015542	AL5G36040	XP_006290981.1
OG0015543	AL5G35990	XP_023638532.1
OG0015544	AL5G35980	XP_006290526.1
OG0015545	AL5G35920	XP_023639309.1
OG0015546	AL2G26830	XP_023644120.1
OG0015547	AL5G35720	XP_006291523.1
OG0015548	AL5G35680	XP_006291261.1
OG0015549	AL5G35550	XP_006290711.1
OG0015550	AL5G35510	XP_006293149.1
OG0015551	AL5G35470	XP_006291664.1
OG0015552	AL5G35440	XP_006292979.1
OG0015553	AL5G35430	XP_023638281.1
OG0015554	AL5G35280	XP_006292272.1
OG0015555	AL2G20450	XP_006307199.1
OG0015556	AL3G42810	XP_006297981.1
OG0015557	AL5G34970	XP_006291553.1
OG0015558	AL5G34920	XP_006291362.1
OG0015559	AL5G34860	XP_006291519.1
OG0015560	AL5G34820	XP_006290887.2
OG0015561	AL5G34490	XP_006292273.1
OG0015562	AL3G53840	XP_006298194.1
OG0015563	AL5G33970	XP_023637832.1
OG0015564	AL5G33860	XP_006290889.1
OG0015565	AL5G33780	XP_006293048.1
OG0015566	AL5G33600	XP_006291164.1
OG0015567	AL5G33470	XP_006291522.2
OG0015568	AL5G33420	XP_006290686.1
OG0015569	AL5G33390	XP_006291061.1
OG0015570	AL5G33230	XP_023639037.1
OG0015571	AL8G28920	XP_006280533.1
OG0015572	AL8G28700	XP_006280243.1
OG0015573	AL8G28170	XP_006280752.1
OG0015574	AL8G28150	XP_006279586.1
OG0015575	AL8G28030	XP_006280204.1
OG0015576	AL8G28010	XP_006281093.1
OG0015577	AL7G39120	XP_006283282.1
OG0015578	AL3G39950	XP_006298066.1
OG0015579	AL3G39960	XP_006296868.1
OG0015580	AL3G40070	XP_006297563.1
OG0015581	AL3G40100	XP_023642742.1
OG0015582	AL3G40160	XP_006296723.1
OG0015583	AL3G40450	XP_006298736.1
OG0015584	AL3G40480	XP_006299701.2
OG0015585	AL3G40590	XP_023642031.1
OG0015586	AL3G40820	XP_006297814.1
OG0015587	AL26U10020	XP_023642816.1
OG0015588	AL3G41110	XP_006297781.2
OG0015589	AL3G41120	XP_006298734.1
OG0015590	AL3G41300	XP_006299254.1
OG0015591	AL3G41310	XP_023641881.1
OG0015592	AL3G42020	XP_023641108.1
OG0015593	AL3G42030	XP_023641109.1
OG0015594	AL3G42170	XP_006299164.1
OG0015595	AL3G42200	XP_006299911.1
OG0015596	AL3G42220	XP_006298032.1
OG0015597	AL3G42370	XP_023641573.1
OG0015598	AL3G42430	XP_006297093.2
OG0015599	AL3G42700	XP_006296789.1
OG0015600	AL3G42730	XP_006296676.1
OG0015601	AL3G42830	XP_006296708.1
OG0015602	AL3G43280	XP_006297434.1
OG0015603	AL5G21490	XP_006291786.1
OG0015604	AL3G43430	XP_006298511.2
OG0015605	AL3G39770	XP_023642552.1
OG0015606	AL2G25040	XP_006300314.1
OG0015607	AL2G25390	XP_006302685.1
OG0015608	AL2G25490	XP_006300450.1
OG0015609	AL2G25720	XP_006302282.1
OG0015610	AL2G25820	XP_006302175.1
OG0015611	AL2G25960	XP_006302643.1
OG0015612	AL2G26080	XP_006300710.2
OG0015613	AL2G26100	XP_023643164.1
OG0015614	AL2G26580	XP_006302412.1
OG0015615	AL2G26700	XP_006300867.1
OG0015616	AL2G26890	XP_006301220.1
OG0015617	AL2G26820	XP_006300427.1
OG0015618	AL2G27020	XP_006300327.1
OG0015619	AL2G27060	XP_006302748.2
OG0015620	AL6G41260	XP_006289621.1
OG0015621	AL8G20910	XP_006280626.2
OG0015622	AL8G21970	XP_006281736.1
OG0015623	AL8G21880	XP_006280834.2
OG0015624	AL8G21670	XP_023641017.1
OG0015625	AL8G21580, AL43U10050	XP_006280743.1
OG0015626	AL3G51270	XP_006297155.1
OG0015627	AL7G43720	XP_006283972.1
OG0015628	AL3G51500	XP_006298507.1
OG0015629	AL3G51550	XP_006298623.1
OG0015630	AL3G51640	XP_006298841.1
OG0015631	AL3G51690	XP_006297927.1
OG0015632	AL3G51750	XP_006298310.1
OG0015633	AL3G51880	XP_023642445.1
OG0015634	AL3G53050	XP_006297899.1
OG0015635	AL3G53020	XP_006296974.2
OG0015636	AL3G52940	XP_006298682.1
OG0015637	AL3G48980	XP_023642770.1
OG0015638	AL3G48940	XP_006298267.1
OG0015640	AL4G39170	XP_023640303.1
OG0015641	AL4G39090	XP_006295651.1
OG0015642	AL4G39020	XP_023640168.1
OG0015643	AL4G38940	XP_006295739.2
OG0015644	AL4G38890	XP_006296310.1
OG0015645	AL5G12790	XP_006293246.1
OG0015646	AL4G38790	XP_006293633.1
OG0015647	AL4G38570	XP_006295405.2
OG0015648	AL4G38530	XP_023640052.1
OG0015649	AL4G38210	XP_006294080.1
OG0015650	AL7G47170	XP_006283216.1
OG0015651	AL4G38070	XP_006293840.2
OG0015652	AL4G38010, AL4G38040	XP_023640665.1
OG0015653	AL4G37760	XP_006295229.1
OG0015654	AL4G37530	XP_006293799.2
OG0015655	AL4G37500	XP_023639748.1
OG0015656	AL4G37490	XP_006295692.1
OG0015657	AL4G37450	XP_006294397.1
OG0015658	AL4G37080	XP_006294270.1
OG0015659	AL4G37060	XP_006294666.1
OG0015660	AL4G36960	XP_006296026.1
OG0015661	AL4G36800	XP_006294168.1
OG0015662	AL4G36390	XP_006295551.1
OG0015663	AL4G36270	XP_006294116.2
OG0015664	AL4G36200	XP_023639586.1
OG0015665	AL3G24000	XP_006297741.1
OG0015666	AL4G36160	XP_006294278.2
OG0015667	AL4G36140	XP_006295726.2
OG0015668	AL4G36020	XP_023639643.1
OG0015669	AL4G35940	XP_006294495.1
OG0015670	AL4G35860	XP_023640077.1
OG0015671	AL5G10740	XP_006291984.1
OG0015672	AL4G35830	XP_006294550.1
OG0015673	AL4G35630	XP_006293789.1
OG0015674	AL4G35570	XP_006295384.1
OG0015676	AL4G35140	XP_006296531.1
OG0015677	AL4G35130	XP_023639935.1
OG0015678	AL6G42610	XP_006288289.1
OG0015679	AL4G35050	XP_006295771.1
OG0015681	AL4G34690	XP_006294644.1
OG0015682	AL5G22060	XP_006291975.1
OG0015684	AL4G34220	XP_006294816.1
OG0015685	AL4G33720	XP_006293506.1
OG0015686	AL4G33620	XP_006294870.1
OG0015687	AL4G33600	XP_006296196.1
OG0015688	AL4G33560	XP_006295230.1
OG0015689	AL4G33450	XP_006294724.1
OG0015690	AL4G33440	XP_006296219.1, XP_006296216.2
OG0015691	AL4G33340	XP_006295772.1
OG0015692	nbis-gene-1093	XP_006296443.1
OG0015693	AL4G33200	XP_023640301.1
OG0015694	AL4G33100	XP_006294833.2
OG0015695	AL6G47510	XP_006286358.1
OG0015696	AL6G47860	XP_006287500.1
OG0015697	AL6G47870	XP_006288771.1
OG0015698	AL6G47890	XP_006287002.1
OG0015699	AL6G47940	XP_006288732.1
OG0015700	AL6G48080	XP_023635766.1
OG0015701	AL8G17570	XP_006280684.1
OG0015702	AL7G21570	XP_006284084.2
OG0015703	AL6G46930	XP_006289425.1
OG0015704	AL8G17460	XP_006282415.2
OG0015705	AL6G46600	XP_006288611.1
OG0015706	AL6G47340	XP_023636281.1
OG0015707	nbis-gene-929	XP_006294502.1
OG0015708	AL4G10540	XP_023641006.1
OG0015709	AL4G10560	XP_006293495.2
OG0015710	AL4G10710	XP_023640005.1
OG0015711	AL4G10820	XP_023639777.1
OG0015712	nbis-gene-444, AL4G10840	XP_023640556.1
OG0015713	AL4G11280	XP_006296468.1
OG0015714	AL4G11290	XP_023641014.1
OG0015715	AL4G11390	XP_023639430.1
OG0015716	AL4G11740	XP_006295426.1
OG0015717	AL4G11950	XP_006294135.1
OG0015718	AL4G12110	XP_006294884.1
OG0015719	AL4G12420	XP_006293984.1
OG0015720	AL4G12930	XP_006294129.2
OG0015721	AL4G13210	XP_006294625.1
OG0015722	AL4G13280	XP_006296258.1
OG0015723	AL4G13290	XP_006295423.1
OG0015724	AL4G13450	XP_006293655.1
OG0015725	AL4G13910	XP_006293942.1
OG0015726	AL4G16960	XP_006293890.1
OG0015727	AL4G16910	XP_006293838.1
OG0015728	AL4G18030	XP_006295006.1
OG0015729	AL4G18250	XP_023640049.1
OG0015730	nbis-gene-980	XP_006295092.2
OG0015731	AL4G18760	XP_006295051.1
OG0015732	AL4G18920	XP_023640178.1
OG0015733	nbis-gene-1005	XP_023633190.1
OG0015734	AL4G15870	XP_006296432.1
OG0015735	nbis-gene-1006	XP_023640881.1
OG0015736	AL4G19270	XP_006293917.1
OG0015737	AL4G14740	XP_023639339.1
OG0015738	AL4G17090	XP_006294374.1
OG0015739	AL1G51640	XP_006307532.2
OG0015740	AL1G51590	XP_023633271.1
OG0015741	AL1G51810	XP_006307053.1
OG0015742	AL1G52110	XP_006304121.1
OG0015743	AL1G52180	XP_006304821.2
OG0015744	AL1G52280	XP_006307296.2
OG0015745	AL1G51120	XP_023633187.1
OG0015746	AL1G51010	XP_006307065.1
OG0015747	AL1G50950	XP_006307651.1
OG0015748	AL1G50830	XP_006303237.1
OG0015749	AL1G50570	XP_006305607.1
OG0015750	AL1G50360	XP_006304663.1
OG0015751	AL1G50350	XP_006305878.1
OG0015752	AL1G50230	XP_023645875.1
OG0015754	nbis-gene-211	XP_006307287.1
OG0015755	AL1G48990	XP_006307286.2
OG0015756	AL1G48980	XP_006304713.1
OG0015757	AL1G48940	XP_006305228.1
OG0015758	AL1G48870	XP_006306964.1
OG0015759	AL1G48770	XP_023646050.1, XP_006305864.1
OG0015760	AL1G48700	XP_006305229.1
OG0015761	AL1G47820	XP_023644597.1
OG0015762	AL6G42470	XP_006288267.1
OG0015763	AL6G42360	XP_023636417.1
OG0015765	AL6G43830	XP_006288071.1
OG0015766	AL6G43870	XP_023636864.1
OG0015767	AL6G43930	XP_023636497.1
OG0015768	AL6G43950	XP_006288744.1
OG0015769	AL6G44020	XP_006288500.1
OG0015770	AL6G44030	XP_006289806.2
OG0015771	AL6G44070	XP_006289760.2
OG0015772	AL6G44130	XP_006288876.1
OG0015773	AL6G44200	XP_006286605.1
OG0015774	AL6G44500	XP_006289340.1
OG0015775	AL6G44700	XP_006286786.1
OG0015776	AL6G45010	XP_006288802.1
OG0015777	AL6G45030	XP_023636336.1
OG0015778	AL6G45070	XP_023636356.1
OG0015779	AL6G45290	XP_023636590.1
OG0015780	AL6G45360	XP_006288860.1
OG0015781	AL6G45450	XP_006289909.1
OG0015782	AL6G45660	XP_006287590.1
OG0015783	AL6G45880	XP_006286373.1
OG0015784	AL6G45890	XP_006287161.1
OG0015785	AL6G46090	XP_006287963.1
OG0015786	AL6G46250	XP_006288648.1
OG0015787	AL6G46270	XP_006286936.1
OG0015788	AL6G46280	XP_006287901.1
OG0015789	AL6G30590	XP_006287694.1
OG0015790	AL6G38250	XP_006290072.1
OG0015791	AL4G19470	XP_006293713.1
OG0015792	AL8G21270	XP_006280436.1
OG0015793	AL6G38600	XP_006287664.1
OG0015794	AL6G38690	XP_023637250.1
OG0015795	AL6G38700	XP_006286480.1
OG0015796	AL6G38830	XP_006289523.1
OG0015797	AL6G39250	XP_006288157.1
OG0015798	AL6G39620	XP_023636977.1
OG0015799	AL6G39630	XP_023636772.1
OG0015800	AL6G40390	XP_006287586.2
OG0015801	AL3G48180	XP_006299459.2
OG0015802	AL3G48120	XP_006297034.2
OG0015803	AL3G48100	XP_006296917.1
OG0015804	AL3G47970	XP_006297342.1
OG0015805	AL3G47960	XP_006298323.1
OG0015806	AL3G47820	XP_006298612.2
OG0015807	AL3G53890	XP_006297425.1
OG0015808	nbis-gene-908	XP_006298241.2
OG0015809	AL5G30500	XP_023637888.1
OG0015810	AL7G21060	XP_006283459.1
OG0015811	AL5G24580	XP_006291264.1
OG0015812	AL5G24530	XP_023638409.1
OG0015813	AL5G24480	XP_006292321.1
OG0015814	AL4G47660	XP_023639676.1
OG0015815	AL4G47610	XP_006295825.2
OG0015816	AL4G47550	XP_006293426.1
OG0015817	AL4G47410	XP_006296572.2
OG0015818	AL4G47370	XP_006295658.1
OG0015819	AL4G47340	XP_006295036.1
OG0015820	AL4G47330	XP_006294178.2
OG0015821	AL4G47250	XP_006293613.1
OG0015822	AL4G47180	XP_006293968.1
OG0015823	AL4G47120	XP_006295080.1
OG0015824	AL4G46630	XP_023640650.1
OG0015825	AL4G46570	XP_023639628.1
OG0015826	AL4G46420	XP_023643564.1, XP_006293976.2
OG0015827	AL4G46380	XP_023640759.1
OG0015828	AL4G46360	XP_023640195.1
OG0015829	AL4G46340, AL181U10030	XP_023640934.1
OG0015830	AL4G46170	XP_006293857.1
OG0015831	nbis-gene-1168	XP_006293507.2
OG0015832	AL4G45650	XP_023640813.1
OG0015833	AL4G45330	XP_023639484.1
OG0015834	AL4G45090	XP_006293786.1
OG0015835	AL4G44880	XP_006293744.1
OG0015836	AL4G44790	XP_006295859.1
OG0015837	AL4G44780	XP_006296220.1
OG0015838	AL4G44760	XP_023640491.1
OG0015839	AL4G44350	XP_006296333.1
OG0015840	AL4G44330	XP_006295154.1
OG0015841	AL4G44300	XP_006295216.1
OG0015842	AL4G44260	XP_023639648.1
OG0015843	AL3G50990	XP_006300108.1
OG0015844	AL4G44130	XP_006293383.1
OG0015845	AL4G44110	XP_006294886.1
OG0015846	AL4G44070	XP_006294052.1
OG0015847	AL4G44020	XP_006294952.1
OG0015848	AL4G43950	XP_023640805.1
OG0015849	AL6G49320	XP_023637481.1
OG0015850	AL4G43840	XP_006295679.1
OG0015851	AL4G43770	XP_006293703.1
OG0015852	AL4G43340	XP_006295211.1
OG0015853	AL4G42870	XP_006296075.1
OG0015854	AL4G42740	XP_006295652.1
OG0015855	AL4G42550	XP_006295181.1
OG0015856	AL4G42360	XP_023640151.1
OG0015857	AL4G42200	XP_006294367.1
OG0015858	AL4G42140	XP_006295895.1
OG0015859	AL4G41990	XP_006296106.1
OG0015860	AL4G41890	XP_006294241.1
OG0015861	AL4G41720	XP_006293936.2
OG0015862	AL4G41590	XP_023640075.1
OG0015863	AL4G41540	XP_023640512.1
OG0015864	AL4G41470	XP_006296166.1
OG0015865	AL4G41460	XP_006295434.1
OG0015866	AL4G41360	XP_006294801.1
OG0015867	AL4G41220	XP_023640943.1
OG0015868	AL4G41210	XP_006295407.1
OG0015869	AL4G41140	XP_006294817.1
OG0015870	AL4G40610	XP_006296500.2
OG0015871	AL4G40310	XP_006294802.1
OG0015872	AL4G40050	XP_023639655.1
OG0015873	AL4G40200	XP_006294746.1
OG0015874	AL4G40220	XP_006295802.1
OG0015875	AL4G40240	XP_006293740.1
OG0015876	AL4G39650	XP_006294191.2
OG0015877	AL4G39620	XP_006296537.2
OG0015878	AL4G39520	XP_023640270.1
OG0015879	AL8G10640	XP_006280035.1
OG0015880	AL8G11230	XP_006279987.1
OG0015881	AL3G11020	XP_023642332.1
OG0015882	AL3G11030	XP_023642333.1
OG0015883	AL3G11070	XP_006297008.1
OG0015884	AL3G11090	XP_006298962.1
OG0015885	AL3G11180	XP_006297602.1
OG0015886	AL3G11200	XP_006297653.1
OG0015887	AL3G11340	XP_006297594.1
OG0015888	AL3G11350	XP_006300032.1
OG0015889	AL3G11360	XP_006299561.1
OG0015890	AL3G11430	XP_006298828.1
OG0015891	AL3G11570	XP_023642498.1
OG0015892	AL3G11580	XP_023642415.1
OG0015893	AL3G11750	XP_006299835.1
OG0015894	AL3G11900	XP_006299986.1
OG0015895	AL3G12080	XP_023641200.1
OG0015896	AL3G12090	XP_006298406.1
OG0015897	AL3G12100	XP_006297405.1
OG0015898	AL3G12120	XP_006297870.1
OG0015900	AL3G12230	XP_006298245.1
OG0015901	AL3G12370	XP_006298263.1
OG0015902	AL3G12460	XP_006298698.1
OG0015903	AL3G12520	XP_006299762.1
OG0015904	AL3G12800	XP_006298522.1
OG0015905	AL3G12870	XP_006298706.1
OG0015906	AL3G13230	XP_006297431.1
OG0015907	AL3G13470	XP_006299929.1
OG0015908	AL3G13560	XP_023641551.1
OG0015909	AL3G13590	XP_006298626.2
OG0015910	AL3G13770	XP_006298625.1
OG0015911	AL3G13790	XP_006298545.1
OG0015912	AL3G13880	XP_023641400.1
OG0015913	AL3G13920	XP_006297514.1
OG0015914	AL3G14040	XP_006298882.2
OG0015915	AL3G14050	XP_006297158.1
OG0015916	AL3G14240	XP_006296937.1
OG0015917	AL3G14340	XP_006299082.1
OG0015918	AL3G14510	XP_006298367.2
OG0015919	AL3G14970	XP_006296690.1
OG0015920	nbis-gene-658	XP_023642810.1
OG0015921	AL3G15590	XP_023642365.1
OG0015922	AL3G15630	XP_023641689.1
OG0015923	AL3G15710	XP_006297224.1
OG0015924	AL3G15960	XP_006298266.1
OG0015925	AL7G43850	XP_006285821.2
OG0015926	AL3G16110	XP_006297716.1
OG0015927	AL3G16280	XP_006296883.1
OG0015928	AL3G16410	XP_006297694.2
OG0015929	AL3G16440	XP_006297250.1
OG0015930	AL3G16500	XP_006298584.1
OG0015931	AL3G16560	XP_023642214.1
OG0015932	AL3G16570	XP_006298085.1
OG0015934	AL3G16990	XP_006297898.2
OG0015936	AL3G17320	XP_006297896.1
OG0015937	AL3G17380	XP_006297445.2
OG0015938	AL3G17460	XP_006297213.1
OG0015939	AL3G42790	XP_023641423.1
OG0015940	AL3G17960	XP_006298539.2
OG0015941	AL3G18130	XP_006297569.1
OG0015942	AL3G18250	XP_006297816.1
OG0015943	AL3G18290	XP_006296804.1
OG0015944	AL3G18800	XP_023641596.1
OG0015945	AL3G18890	XP_006298975.2
