Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0015524	AL5G37490	AT3G56170.1
OG0015525	nbis-gene-1376	AT3G56130.1
OG0015526	AL5G37310	AT3G56040.1
OG0015527	AL5G37280	AT3G56000.1
OG0015528	AL5G37200	AT3G55920.1
OG0015529	AL5G37130	AT3G55840.1
OG0015530	AL5G37120	AT3G55830.1
OG0015531	AL5G36850	AT3G55640.1
OG0015532	AL2G11760	AT1G63460.1
OG0015533	AL5G36540	AT3G55390.1
OG0015534	AL5G36500	AT3G55360.1
OG0015535	AL5G36450	AT3G55330.1
OG0015536	AL5G36400	AT3G55260.1
OG0015537	AL5G36350	AT3G55230.1
OG0015538	AL5G36280	AT3G55160.1
OG0015539	AL5G36260	AT3G55140.1
OG0015540	AL5G36180	AT3G55060.1
OG0015541	AL5G36080	AT3G54970.1
OG0015542	AL5G36040	AT3G54930.1
OG0015543	AL5G35990	AT3G54880.1
OG0015544	AL5G35980	AT3G54870.2
OG0015545	AL5G35920	AT3G54830.1
OG0015546	AL2G26830	AT1G68080.1
OG0015547	AL5G35720	AT3G54640.1
OG0015548	AL5G35680	AT3G54600.1
OG0015549	AL5G35550	AT3G54500.3
OG0015550	AL5G35510	AT3G54460.1
OG0015551	AL5G35470	AT3G54420.1
OG0015552	AL5G35440	AT3G54390.2
OG0015553	AL5G35430	AT3G54380.1
OG0015554	AL5G35280	AT3G54240.1
OG0015555	AL2G20450	AT1G41830.1
OG0015556	AL3G42810	AT2G05260.1
OG0015557	AL5G34970	AT3G53970.1
OG0015558	AL5G34920	AT3G53940.1
OG0015559	AL5G34860	AT3G53880.1
OG0015560	AL5G34820	AT3G53830.4
OG0015561	AL5G34490	AT3G53560.2
OG0015562	AL3G53840	AT2G20725.1
OG0015563	AL5G33970	AT3G53090.1
OG0015564	AL5G33860	AT3G53030.1
OG0015565	AL5G33780	AT3G52970.2
OG0015566	AL5G33600	AT3G52820.1
OG0015567	AL5G33470	AT3G52710.1
OG0015568	AL5G33420	AT3G52640.2
OG0015569	AL5G33390	AT3G52610.1
OG0015570	AL5G33230	AT3G52520.1
OG0015571	AL8G28920	AT5G53860.4
OG0015572	AL8G28700	AT5G53760.1
OG0015573	AL8G28170	AT5G53470.1
OG0015574	AL8G28150	AT5G53450.1
OG0015575	AL8G28030	AT5G53320.1
OG0015576	AL8G28010	AT5G53310.1
OG0015577	AL7G39120	AT4G16070.3
OG0015578	AL3G39950	AT3G24490.1
OG0015579	AL3G39960	AT3G24495.1
OG0015580	AL3G40070	AT3G24530.1
OG0015581	AL3G40100	AT3G24560.2
OG0015582	AL3G40160	AT3G24590.2
OG0015583	AL3G40450	AT3G24730.1
OG0015584	AL3G40480	AT3G24750.2
OG0015585	AL3G40590	AT3G24820.1
OG0015586	AL3G40820	AT3G25130.1
OG0015587	AL26U10020	AT3G25150.2
OG0015588	AL3G41110	AT3G25210.1
OG0015589	AL3G41120	AT3G25220.1
OG0015590	AL3G41300	AT3G25430.1
OG0015591	AL3G41310	AT3G25440.1
OG0015592	AL3G42020	AT2G04350.1
OG0015593	AL3G42030	AT2G04360.2
OG0015594	AL3G42170	AT2G04530.1
OG0015595	AL3G42200	AT2G04560.1
OG0015596	AL3G42220	AT2G04570.1
OG0015597	AL3G42370	AT2G04780.1
OG0015598	AL3G42430	AT2G04842.1
OG0015599	AL3G42700	AT2G04940.1
OG0015600	AL3G42730	AT2G05120.2
OG0015601	AL3G42830	AT2G05320.1
OG0015602	AL3G43280	AT2G05760.1
OG0015603	AL5G21490	AT3G43520.1
OG0015604	AL3G43430	AT2G05910.1
OG0015605	AL3G39770	AT3G24320.1
OG0015606	AL2G25040	AT1G66830.1
OG0015607	AL2G25390	AT1G67050.1
OG0015608	AL2G25490	AT1G67110.1
OG0015609	AL2G25720	AT1G67210.1
OG0015610	AL2G25820	AT1G67300.2
OG0015611	AL2G25960	AT3G43400.1, AT1G67400.1
OG0015612	AL2G26080	AT1G67490.1
OG0015613	AL2G26100	AT1G67500.2
OG0015614	AL2G26580	AT1G67830.1
OG0015615	AL2G26700	AT1G67900.1
OG0015616	AL2G26890	AT1G68030.1
OG0015617	AL2G26820	AT1G68090.1
OG0015618	AL2G27020	AT1G68185.2
OG0015619	AL2G27060	AT1G68220.1
OG0015620	AL6G41260	AT4G06676.1
OG0015621	AL8G20910	AT5G48220.1
OG0015622	AL8G21970	AT5G48800.1
OG0015623	AL8G21880	AT5G48790.1
OG0015624	AL8G21670	AT5G48650.1
OG0015625	AL8G21580, AL43U10050	AT5G48590.1
OG0015626	AL3G51270	AT2G18100.1
OG0015627	AL7G43720	AT5G33370.1
OG0015628	AL3G51500	AT2G18240.1
OG0015629	AL3G51550	AT2G18290.1
OG0015630	AL3G51640	AT2G18370.1
OG0015631	AL3G51690	AT2G18410.1
OG0015632	AL3G51750	AT2G18465.1
OG0015633	AL3G51880	AT2G18540.2
OG0015634	AL3G53050	AT2G18876.1
OG0015635	AL3G53020	AT2G18900.1
OG0015636	AL3G52940	AT2G18969.1
OG0015637	AL3G48980	AT2G19330.1
OG0015638	AL3G48940	AT2G19385.1
OG0015640	AL4G39170	AT2G41200.1
OG0015641	AL4G39090	AT2G41120.1
OG0015642	AL4G39020	AT2G41050.1
OG0015643	AL4G38940	AT2G40970.1
OG0015644	AL4G38890	AT2G40930.1
OG0015645	AL5G12790	AT2G03140.12
OG0015646	AL4G38790	AT2G40840.1
OG0015647	AL4G38570	AT2G40700.1
OG0015648	AL4G38530	AT2G40660.1
OG0015649	AL4G38210	AT2G40390.1
OG0015650	AL7G47170	AT5G42010.1
OG0015651	AL4G38070	AT2G40280.1
OG0015652	AL4G38010, AL4G38040	AT2G40270.1
OG0015653	AL4G37760	AT2G40110.1
OG0015654	AL4G37530	AT2G39950.1
OG0015655	AL4G37500	AT2G39920.1
OG0015656	AL4G37490	AT2G39910.1
OG0015657	AL4G37450	AT2G39880.1
OG0015658	AL4G37080	AT2G39670.2
OG0015659	AL4G37060	AT2G39650.1
OG0015660	AL4G36960	AT2G39550.1
OG0015661	AL4G36800	AT2G39435.1
OG0015662	AL4G36390	AT2G39090.1
OG0015663	AL4G36270	AT2G38960.3
OG0015664	AL4G36200	AT2G38890.3
OG0015665	AL3G24000	AT3G12350.1
OG0015666	AL4G36160	AT2G38860.2
OG0015667	AL4G36140	AT2G38830.1
OG0015668	AL4G36020	AT2G38720.1
OG0015669	AL4G35940	AT2G38660.1
OG0015670	AL4G35860	AT2G38580.1
OG0015671	AL5G10740	AT2G01640.1
OG0015672	AL4G35830	AT2G38550.1
OG0015673	AL4G35630	AT2G38410.1
OG0015674	AL4G35570	AT2G38340.1
OG0015676	AL4G35140	AT2G38140.1
OG0015677	AL4G35130	AT2G38130.1
OG0015678	AL6G42610	AT4G08790.1
OG0015679	AL4G35050	AT2G38050.1
OG0015681	AL4G34690	AT2G37760.1
OG0015682	AL5G22060	AT3G44020.1
OG0015684	AL4G34220	AT2G37640.1
OG0015685	AL4G33720	AT2G37340.1
OG0015686	AL4G33620	AT2G37240.1
OG0015687	AL4G33600	AT2G37230.1
OG0015688	AL4G33560	AT2G37195.2
OG0015689	AL4G33450	AT2G37100.1
OG0015690	AL4G33440	AT2G37090.1
OG0015691	AL4G33340	AT2G37025.1
OG0015692	nbis-gene-1093	AT2G37010.1
OG0015693	AL4G33200	AT2G36960.3
OG0015694	AL4G33100	AT2G36885.1
OG0015695	AL6G47510	AT4G12570.1
OG0015696	AL6G47860	AT4G04320.1
OG0015697	AL6G47870	AT4G04330.1
OG0015698	AL6G47890	AT4G04350.1
OG0015699	AL6G47940	AT4G04470.1
OG0015700	AL6G48080	AT4G04614.1
OG0015701	AL8G17570	AT5G43080.1
OG0015702	AL7G21570	AT4G30570.1
OG0015703	AL6G46930	AT4G12090.1
OG0015704	AL8G17460	AT5G43180.1
OG0015705	AL6G46600	AT4G11880.1
OG0015706	AL6G47340	AT4G12460.7
OG0015707	nbis-gene-929	AT2G21280.2
OG0015708	AL4G10540	AT2G21370.1
OG0015709	AL4G10560	AT2G21385.1
OG0015710	AL4G10710	AT2G21520.2
OG0015711	AL4G10820	AT2G21620.2
OG0015712	AL4G10840	AT2G21640.1
OG0015713	AL4G11280	AT2G21960.1
OG0015714	AL4G11290	AT2G21970.1
OG0015715	AL4G11390	AT2G22080.1
OG0015716	AL4G11740	AT2G22260.6
OG0015717	AL4G11950	AT2G22450.1
OG0015718	AL4G12110	AT2G22570.1
OG0015719	AL4G12420	AT2G22840.1
OG0015720	AL4G12930	AT2G23093.1
OG0015721	AL4G13210	AT2G23320.1
OG0015722	AL4G13280	AT2G23370.1
OG0015723	AL4G13290	AT2G23380.1
OG0015724	AL4G13450	AT2G23460.1
OG0015725	AL4G13910	AT2G23890.2
OG0015726	AL4G16960	AT2G25530.1
OG0015727	AL4G16910	AT2G25490.1
OG0015728	AL4G18030	AT2G25950.1
OG0015729	AL4G18250	AT2G26100.1
OG0015730	nbis-gene-980	AT2G24860.1
OG0015731	AL4G18760	AT2G26210.1
OG0015732	AL4G18920	AT2G26300.1
OG0015733	nbis-gene-1005	AT2G26200.1
OG0015734	AL4G15870	AT2G24830.1
OG0015735	nbis-gene-1006	AT2G26260.1
OG0015736	AL4G19270	AT2G26460.1
OG0015737	AL4G14740	AT2G24350.1
OG0015738	AL4G17090	AT2G25620.1
OG0015739	AL1G51640	AT1G43580.1
OG0015740	AL1G51590	AT1G43190.1
OG0015741	AL1G51810	AT1G43690.1
OG0015742	AL1G52110	AT1G44000.1
OG0015743	AL1G52180	AT1G44120.2
OG0015744	AL1G52280	AT1G44350.1
OG0015745	AL1G51120	AT1G36980.1
OG0015746	AL1G51010	AT1G36370.1
OG0015747	AL1G50950	AT1G36320.1
OG0015748	AL1G50830	AT1G36060.1
OG0015749	AL1G50570	AT1G35680.1
OG0015750	AL1G50360	AT1G35510.1
OG0015751	AL1G50350	AT1G35490.1
OG0015752	AL1G50230	AT1G35420.2
OG0015754	nbis-gene-211	AT1G34580.1
OG0015755	AL1G48990	AT1G34430.1
OG0015756	AL1G48980	AT1G34420.1
OG0015757	AL1G48940	AT1G34380.2
OG0015758	AL1G48870	AT1G34320.1
OG0015759	AL1G48770	AT1G34245.1
OG0015760	AL1G48700	AT1G34200.1
OG0015761	AL1G47820	AT1G33430.2
OG0015762	AL6G42470	AT4G08690.1
OG0015763	AL6G42360	AT4G08550.2
OG0015764	AL6G42630	AT4G08810.1
OG0015765	AL6G43830	AT4G10050.1
OG0015766	AL6G43870	AT4G10090.1
OG0015767	AL6G43930	AT4G10120.1
OG0015768	AL6G43950	AT4G10140.1
OG0015769	AL6G44020	AT4G10170.1
OG0015770	AL6G44030	AT4G10180.1
OG0015771	AL6G44070	AT4G10240.1
OG0015772	AL6G44130	AT4G10300.1
OG0015773	AL6G44200	AT4G10330.1
OG0015774	AL6G44500	AT4G10465.1
OG0015775	AL6G44700	AT4G10630.1
OG0015776	AL6G45010	AT4G10920.1
OG0015777	AL6G45030	AT4G10930.1
OG0015778	AL6G45070	AT4G10970.6
OG0015779	AL6G45290	AT4G11120.1
OG0015780	AL6G45360	AT4G11175.1
OG0015781	AL6G45450	AT4G11230.1
OG0015782	AL6G45660	AT4G11280.1
OG0015783	AL6G45880	AT4G11440.1
OG0015784	AL6G45890	AT4G11450.1
OG0015785	AL6G46090	AT4G11570.1
OG0015786	AL6G46250	AT4G11655.1
OG0015787	AL6G46270	AT4G11670.2
OG0015788	AL6G46280	AT4G11680.2
OG0015789	AL6G30590	AT5G19160.1
OG0015790	AL6G38250	AT5G26240.1
OG0015791	AL4G19470	AT2G26570.1
OG0015792	AL8G21270	AT5G48440.1
OG0015793	AL6G38600	AT5G26600.1
OG0015794	AL6G38690	AT5G26810.1
OG0015795	AL6G38700	AT5G26820.1
OG0015796	AL6G38830	AT5G26930.1
OG0015797	AL6G39250	AT5G27710.1
OG0015798	AL6G39620	AT5G27390.2
OG0015799	AL6G39630	AT5G27395.1
OG0015800	AL6G40390	AT5G28080.2
OG0015801	AL3G48180	AT2G19980.1
OG0015802	AL3G48120	AT2G20000.1
OG0015803	AL3G48100	AT2G20010.2
OG0015804	AL3G47970	AT2G20110.2
OG0015805	AL3G47960	AT2G20120.1, AT2G20130.1
OG0015806	AL3G47820	AT2G20270.2
OG0015807	AL3G53890	AT2G20780.1
OG0015808	nbis-gene-908	AT2G20495.3
OG0015809	AL5G30500	AT3G50370.2
OG0015810	AL7G21060	AT4G31000.1
OG0015811	AL5G24580	AT3G45900.1
OG0015812	AL5G24530	AT3G45850.1
OG0015813	AL5G24480	AT3G45780.1
OG0015814	AL4G47660	AT2G48070.3
OG0015815	AL4G47610	AT2G48010.1
OG0015816	AL4G47550	AT2G47960.1
OG0015817	AL4G47410	AT2G47830.1
OG0015818	AL4G47370	AT2G47790.1
OG0015819	AL4G47340	AT2G47770.1
OG0015820	AL4G47330	AT2G47760.5
OG0015821	AL4G47250	AT2G47680.1
OG0015822	AL4G47180	AT2G47600.1
OG0015823	AL4G47120	AT2G47540.1
OG0015824	AL4G46630	AT2G47090.1
OG0015825	AL4G46570	AT2G47070.1
OG0015826	AL4G46420	AT2G46950.1
OG0015827	AL4G46380	AT2G46915.1
OG0015828	AL4G46360	AT2G46900.1
OG0015829	AL4G46340, AL181U10030	AT2G46880.1
OG0015830	AL4G46170	AT2G46700.1
OG0015831	nbis-gene-1168	AT2G46640.4
OG0015832	AL4G45650	AT2G46360.1
OG0015833	AL4G45330	AT2G46100.1
OG0015834	AL4G45090	AT2G45880.1
OG0015835	AL4G44880	AT2G45700.1
OG0015836	AL4G44790	AT2G45620.1
OG0015837	AL4G44780	AT2G45610.1
OG0015838	AL4G44760	AT2G45590.1
OG0015839	AL4G44350	AT2G45240.1
OG0015840	AL4G44330	AT2G45210.1
OG0015841	AL4G44300	AT2G45180.1
OG0015842	AL4G44260	AT2G45150.1
OG0015843	AL3G50990	AT2G17970.1
OG0015844	AL4G44130	AT2G45040.1
OG0015845	AL4G44110	AT2G45010.1
OG0015846	AL4G44070	AT2G44970.1
OG0015847	AL4G44020	AT2G44920.2
OG0015848	AL4G43950	AT2G44850.1
OG0015849	AL6G49320	AT4G03550.1
OG0015850	AL4G43840	AT2G44760.1
OG0015851	AL4G43770	AT2G44710.1
OG0015852	AL4G43340	AT2G44360.1
OG0015853	AL4G42870	AT2G43990.1
OG0015854	AL4G42740	AT2G43870.1
OG0015855	AL4G42550	AT2G43720.1
OG0015856	AL4G42360	AT2G43560.1
OG0015857	AL4G42200	AT2G43465.1
OG0015858	AL4G42140	AT2G43400.1
OG0015859	AL4G41990	AT2G43310.1
OG0015860	AL4G41890	AT2G43235.1
OG0015861	AL4G41720	AT2G43070.4
OG0015862	AL4G41590	AT2G42960.1
OG0015863	AL4G41540	AT2G42900.1
OG0015864	AL4G41470	AT2G42860.1
OG0015865	AL4G41460	AT2G42850.1
OG0015866	AL4G41360	AT2G42760.1
OG0015867	AL4G41220	AT2G42670.2
OG0015868	AL4G41210	AT2G42660.1
OG0015869	AL4G41140	AT2G42590.3
OG0015870	AL4G40610	AT2G42250.1
OG0015871	AL4G40310	AT2G41950.1
OG0015872	AL4G40050	AT2G41740.1
OG0015873	AL4G40200	AT2G41870.1
OG0015874	AL4G40220	AT2G41890.1
OG0015875	AL4G40240	AT2G41900.1
OG0015876	AL4G39650	AT2G41550.1
OG0015877	AL4G39620	AT2G41520.1
OG0015878	AL4G39520	AT2G41450.1
OG0015879	AL8G10640	AT5G47400.1
OG0015880	AL8G11230	AT5G47040.1
OG0015881	AL3G11020	AT3G01220.1
OG0015882	AL3G11030	AT3G01210.1
OG0015883	AL3G11070	AT3G01180.1
OG0015884	AL3G11090	AT3G01170.1
OG0015885	AL3G11180	AT3G01080.2
OG0015886	AL3G11200	AT3G01060.1
OG0015887	AL3G11340	AT3G02110.1
OG0015888	AL3G11350	AT3G02120.1
OG0015889	AL3G11360	AT3G02125.1
OG0015890	AL3G11430	AT3G02180.1
OG0015891	AL3G11570	AT3G02290.5
OG0015892	AL3G11580	AT3G02300.2
OG0015893	AL3G11750	AT3G02450.1
OG0015894	AL3G11900	AT3G02540.1
OG0015895	AL3G12080	AT3G02690.1
OG0015896	AL3G12090	AT3G02700.1
OG0015897	AL3G12100	AT3G02710.1
OG0015898	AL3G12120	AT3G02720.1
OG0015900	AL3G12230	AT3G02820.2
OG0015901	AL3G12370	AT3G02920.1
OG0015902	AL3G12460	AT3G03000.1
OG0015903	AL3G12520	AT3G03010.1
OG0015904	AL3G12800	AT3G03190.1
OG0015905	AL3G12870	AT3G03270.1
OG0015906	AL3G13230	AT3G03520.1
OG0015907	AL3G13470	AT3G03670.1
OG0015908	AL3G13560	AT3G03750.2
OG0015909	AL3G13590	AT3G03773.2
OG0015910	AL3G13770	AT3G03880.1
OG0015911	AL3G13790	AT3G03900.1
OG0015912	AL3G13880	AT3G03970.1
OG0015913	AL3G13920	AT3G04010.1
OG0015914	AL3G14040	AT3G04130.1
OG0015915	AL3G14050	AT3G04140.1
OG0015916	AL3G14240	AT3G04260.1
OG0015917	AL3G14340	AT3G04350.1
OG0015918	AL3G14510	AT3G04500.1
OG0015919	AL3G14970	AT3G04810.1
OG0015920	nbis-gene-658	AT3G04850.1
OG0015921	AL3G15590	AT3G05170.1
OG0015922	AL3G15630	AT3G05210.1
OG0015923	AL3G15710	AT3G05270.1
OG0015924	AL3G15960	AT3G05410.2
OG0015925	AL7G43850	AT5G34930.2
OG0015926	AL3G16110	AT3G05510.1
OG0015927	AL3G16280	AT3G05630.1
OG0015928	AL3G16410	AT3G05720.1
OG0015929	AL3G16440	AT3G05740.1
OG0015930	AL3G16500	AT3G05760.1
OG0015931	AL3G16560	AT3G05820.2
OG0015932	AL3G16570	AT3G05830.2
OG0015934	AL3G16990	AT3G06140.1
OG0015936	AL3G17320	AT3G06380.1
OG0015937	AL3G17380	AT3G06430.1
OG0015938	AL3G17460	AT3G06440.1
OG0015939	AL3G42790	AT2G05210.1, AT2G04395.1
OG0015940	AL3G17960	AT3G06840.1
OG0015941	AL3G18130	AT3G06960.1
OG0015942	AL3G18250	AT3G07030.5
OG0015943	AL3G18290	AT3G07060.1
OG0015944	AL3G18800	AT3G07480.1
OG0015945	AL3G18890	AT3G07550.1
OG0015946	AL3G18920	AT3G07568.1
OG0015947	AL3G18980	AT3G07620.1
OG0015948	AL3G19000	AT3G07640.1
OG0015949	AL3G19030	AT3G07670.1
OG0015950	AL3G19060	AT3G07700.3
OG0015951	AL3G19150	AT3G07780.2
OG0015952	AL3G19230	AT3G07860.1
OG0015953	AL3G19240	AT3G07870.1
OG0015954	AL3G19390	AT3G08010.1
OG0015955	AL3G19660	AT3G08660.1
OG0015956	AL3G19990	AT3G08970.1
OG0015957	AL3G20010	AT3G08990.1
OG0015958	AL3G20100	AT3G09040.2
OG0015959	AL3G20120	AT3G09060.1
OG0015960	AL3G20150	AT3G09080.3
OG0015961	AL3G20320	AT3G09210.1
OG0015962	AL3G20330	AT3G09220.1
OG0015963	AL3G20360	AT3G09250.2
OG0015964	AL3G20460	AT3G09310.1
OG0015965	AL3G20630	AT3G09450.1
OG0015966	AL3G20710	AT3G09530.1
OG0015967	AL3G20750	AT3G09580.1
OG0015968	AL3G20850	AT3G09640.1
OG0015969	AL3G20900	AT3G09690.1
OG0015970	AL3G20940	AT3G09720.1
OG0015971	AL3G20950	AT3G09730.2
OG0015972	AL3G21080	AT3G09850.1
OG0015973	AL3G21090	AT3G09860.1
OG0015974	AL3G21150	AT3G09910.1
OG0015975	AL3G21390	AT3G10060.1
OG0015976	AL3G21400	AT3G10070.1
OG0015977	nbis-gene-564	AT1G68510.1
OG0015978	AL3G21560	AT3G10220.1
OG0015979	AL3G21650	AT3G10320.1
OG0015980	AL3G21690	AT3G10360.1
OG0015981	AL3G21730	AT3G10400.1
OG0015982	AL3G21760	AT3G10405.1
OG0015983	AL3G21890	AT3G10500.1
OG0015984	AL3G22140	AT3G10670.1
OG0015985	AL3G22160	AT3G10690.1
OG0015986	AL3G22170	AT3G10700.1
OG0015987	AL3G22360	AT3G10840.1
OG0015988	AL3G22480	AT3G10940.1
OG0015989	AL3G22600	AT3G11050.1
OG0015990	nbis-gene-689	AT3G11150.1
OG0015991	AL3G22780	AT3G11260.1
OG0015992	AL3G22850	AT3G11340.1
OG0015993	AL3G22910	AT3G11397.1
OG0015994	AL3G41170	AT3G25250.1
OG0015995	AL3G23140	AT3G11590.1
OG0015996	AL3G23630	AT3G12020.2
OG0015997	AL3G23650	AT3G12040.1
OG0015998	AL3G23730	AT3G12100.1
OG0016000	AL3G23990	AT3G12345.1
OG0016001	AL3G24160	AT3G12530.1
OG0016002	AL3G24260	AT3G12590.1
OG0016003	AL3G24430	AT3G12750.1
OG0016004	AL3G24550	AT3G12880.1
OG0016005	AL5G10680	AT2G01590.1
OG0016006	AL3G24850	AT3G13110.1
OG0016007	AL3G25460	AT3G13550.1
OG0016008	AL3G25660	AT3G13677.1
OG0016009	AL3G25850	AT3G13780.1
OG0016010	AL3G25870	AT3G13784.2
OG0016011	AL3G25990	AT3G13845.1
OG0016012	AL3G26020	AT3G13860.1
OG0016013	AL3G26210	AT3G14010.5
OG0016014	AL3G26400	AT3G14170.2
OG0016015	AL3G26710	AT3G14370.1
OG0016016	AL3G26830	AT3G14450.1
OG0016017	AL3G27070	AT3G14760.1
OG0016018	AL3G27180	AT3G14860.2
OG0016019	AL3G27200	AT3G14880.1
OG0016020	AL3G27220	AT3G14900.1
OG0016021	AL3G27430	AT3G15080.1
OG0016022	AL3G27640	AT3G15250.1
OG0016023	AL3G27680	AT3G15290.1
OG0016024	AL3G27960	AT3G15410.2
OG0016025	AL3G28200	AT3G15580.1
OG0016026	AL7G26640	AT4G26310.2
OG0016027	AL3G28550	AT3G15900.1
OG0016028	AL3G28570	AT3G15940.1
OG0016029	AL3G28880	AT3G16190.1
OG0016030	AL3G29000	AT3G16260.1
OG0016031	AL3G29010	AT3G16270.1
OG0016032	AL3G29020	AT3G16280.2
OG0016033	AL3G29060	AT3G16310.1
OG0016034	AL3G29420	AT3G16560.1
OG0016035	AL3G29430	AT3G16565.3
OG0016036	AL3G29630	AT3G16700.1
OG0016037	AL3G29880	AT3G16910.1
OG0016038	AL3G29980	AT3G17000.1
OG0016039	AL3G30010	AT3G17030.1
OG0016040	AL3G30190	AT3G17180.1
OG0016041	AL3G30290	AT3G17250.1
OG0016042	AL3G30530	AT3G17450.1
OG0016043	AL3G30560	AT3G17470.2
OG0016044	AL3G30800	AT3G17680.2
OG0016045	AL3G30990	AT3G17830.1
OG0016046	AL3G31060	AT3G17890.1
OG0016047	AL3G31100	AT3G17930.1
OG0016048	AL3G31170	AT3G18020.1
OG0016049	AL3G31200	AT3G18040.3
OG0016050	AL3G31220	AT3G18060.1
OG0016051	AL3G31270	AT3G18110.1
OG0016052	AL8G17940	AT5G42910.1
OG0016053	AL3G31450	AT3G18220.1
OG0016054	AL3G31660	AT3G18370.1
OG0016055	AL3G31850	AT3G18524.1
OG0016056	AL3G31950	AT3G18640.1
OG0016057	AL3G31990	AT3G18670.2
OG0016059	AL3G32180	AT3G18800.1
OG0016060	AL3G32260	AT3G18870.1
OG0016061	AL3G32290	AT3G18900.4
OG0016062	AL3G32450	AT3G19080.3
OG0016063	AL3G32490	AT3G19120.1
OG0016064	AL3G32550	AT3G19180.1
OG0016065	AL3G32580	AT3G19200.1
OG0016066	AL3G32600	AT3G19220.1
OG0016067	AL3G32590	AT3G19210.1
OG0016068	AL3G32710	AT3G19310.1
OG0016069	AL3G32850	AT3G19440.1
OG0016070	AL3G32860	AT3G19450.1
OG0016071	AL3G33040	AT3G19610.1
OG0016072	AL3G33070	AT3G19630.1
OG0016073	AL3G33170	AT3G19700.1
OG0016074	AL3G33230	AT3G19780.1
OG0016075	AL3G33250	AT3G19800.1
OG0016076	nbis-gene-733	AT3G19900.1
OG0016077	AL3G33670	AT3G20015.1
OG0016078	AL3G33880	AT3G20180.2
OG0016079	AL3G33950	AT3G20250.2
OG0016080	AL3G34000	AT3G20280.1
OG0016081	AL3G33310, AL3G34200	AT3G20475.1
OG0016082	AL3G34280	AT3G20500.1
OG0016083	AL3G34590	AT3G20680.1
OG0016084	AL3G34640	AT3G20720.2
OG0016085	AL3G34700	AT3G20780.1
OG0016086	AL3G34770	AT3G20830.1
OG0016088	AL8G27270	AT5G52830.1
OG0016089	AL8G27260	AT5G52820.1
OG0016090	AL8G27230	AT5G52800.3
OG0016091	AL8G27060	AT5G52580.2
OG0016092	AL3G45400	AT2G13560.1
OG0016093	AL7G50500	AT5G39790.3
OG0016094	AL7G50510	AT5G39785.4
OG0016095	AL7G51210	AT5G39250.1
OG0016096	AL7G51520	AT5G38900.2
OG0016097	AL7G51740	AT5G38710.1
OG0016098	AL7G52030	AT5G38560.1
OG0016100	AL7G52880	AT5G38060.1
OG0016101	AL7G46760	AT5G37860.1
OG0016102	AL7G46730	AT5G37830.1
OG0016103	AL7G46290	AT5G37530.1
OG0016104	AL7G45460	AT5G36880.2
OG0016105	AL8G20730	AT5G48120.1
OG0016106	AL8G20300	AT5G48040.1
OG0016107	AL8G20240	AT5G47970.1
OG0016108	AL8G20040	AT5G47940.1
OG0016109	AL3G38660	AT3G23760.1
OG0016110	AL3G38000	AT3G23340.1
OG0016111	AL3G37890	AT3G23240.1
OG0016112	AL3G37760	AT3G23160.1
OG0016113	AL3G54120	AT2G20870.1
OG0016114	AL3G37190	AT3G22850.1
OG0016115	AL3G36890	AT3G22590.1
OG0016116	AL3G36750	AT3G22440.1
OG0016117	AL3G35750	AT3G21630.1
OG0016118	nbis-gene-748	AT3G21580.1
OG0016119	AL3G35680	AT3G21570.1
OG0016120	AL3G35640	AT3G21530.1
OG0016121	AL3G35430	AT3G21360.1
OG0016122	AL3G35400	AT3G21350.2
OG0016123	AL3G35340	AT3G21295.1
OG0016124	AL3G34780	AT3G20840.1
OG0016125	AL7G21840	AT4G30310.2
OG0016126	AL7G22290	AT4G29950.1
OG0016127	AL8G17290	AT5G43230.1
OG0016128	AL2G24300	AT1G66480.1
OG0016129	AL2G24280	AT1G66460.3
OG0016130	AL2G24070	AT1G66345.1
OG0016131	AL2G23880	AT1G66190.1
OG0016132	AL2G23800	AT1G66160.1
OG0016133	AL2G23740	AT1G66140.1
OG0016134	AL2G22860	AT1G65730.1
OG0016135	AL2G23210	AT1G65840.1
OG0016136	AL2G23270	AT1G65900.1
OG0016137	AL2G23290	AT1G65910.1
OG0016138	AL2G22530	AT1G65580.1
OG0016139	AL2G19710	AT1G65070.2
OG0016140	nbis-gene-447	AT1G64890.1
OG0016141	AL8G41170	AT5G63930.1
OG0016142	AL2G19270	AT1G64860.1
OG0016143	AL2G19830	AT2G44870.1
OG0016144	AL1G64670	AT2G23840.1
OG0016145	AL1G64860	AT1G54450.1
OG0016146	AL6G30200	AT5G18840.1
OG0016147	AL6G30180	AT5G18820.1
OG0016148	AL6G30100	AT5G18760.1
OG0016149	AL6G30080	AT5G18750.1
OG0016150	AL6G29970	AT5G18690.1
OG0016151	AL6G29930	AT5G18660.1
OG0016152	AL6G29800	AT5G18525.1
OG0016153	AL6G29620	AT5G18390.1
OG0016154	AL6G29480	AT5G18260.1
OG0016155	AL6G29430	AT5G18220.1
OG0016156	AL6G29420	AT5G18210.2
OG0016157	AL6G40560	AT5G28500.1
OG0016158	AL8G23370	AT5G49570.1
OG0016159	AL8G23240	AT5G49480.1
OG0016160	AL8G23400	AT5G49580.1
OG0016161	AL8G22620	AT5G49110.2
OG0016162	AL3G48350	AT2G19870.1
OG0016163	AL5G32980	AT3G52340.6
OG0016164	AL5G32940	AT3G52310.1
OG0016165	AL5G32870	AT3G52280.2
