Orthogroup	Arabidopsis_lyrata_Rawat	Arabis_alpina
OG0018331	AL8G38020	Aa_G448810.h1.t1
OG0018332	AL8G37940	Aa_G448750.h1.t1
OG0018334	AL6G35430	Aa_G46260.h1.t1
OG0018335	AL6G35830	Aa_G45980.h1.t1
OG0018336	AL6G35860	Aa_G45520.h1.t1
OG0018337	AL6G37300	Aa_G552720.h1.t1
OG0018338	AL6G37320	Aa_G552740.h1.t1
OG0018339	AL6G37510	Aa_G539260.h1.t1
OG0018340	AL6G31000	Aa_G112770.h1.t1
OG0018341	AL6G31180	Aa_G181170.h1.t1
OG0018342	AL6G32270	Aa_G15340.h1.t1
OG0018344	AL8G35500	Aa_G225490.h1.t1
OG0018347	AL8G34890	Aa_G93960.h1.t1
OG0018348	AL8G34020	Aa_G31700.h1.t1
OG0018349	AL8G33720	Aa_G227710.h1.t1
OG0018351	AL8G33380	Aa_G607650.h1.t1
OG0018352	AL8G31940	Aa_G216520.h1.t1
OG0018355	AL6G50400	Aa_G180040.h1.t1
OG0018356	AL6G17460	Aa_G564960.h1.t1
OG0018358	AL6G15140	Aa_G170560.h1.t1
OG0018359	AL6G14440	Aa_G331840.h1.t1
OG0018360	AL6G10030	Aa_G271670.h1.t1
OG0018361	AL6G11680	Aa_G85320.h1.t1
OG0018362	AL6G11290	Aa_G18800.h1.t1
OG0018363	AL6G11010	Aa_G443020.h1.t1
OG0018364	AL6G10860	Aa_G420140.h1.t1
OG0018366	AL6G10530	Aa_G53990.h1.t1
OG0018367	AL6G10360	Aa_G481290.h1.t1
OG0018368	AL6G10090	Aa_G271770.h1.t1
OG0018369	AL3G19530	Aa_G271740.h1.t1
OG0018370	AL7G48130	Aa_G547900.h1.t1
OG0018371	AL7G47950	Aa_G165250.h1.t1
OG0018372	nbis-gene-625	Aa_G239070.h1.t1
OG0018373	AL2G41680	Aa_G239110.h1.t1
OG0018374	AL2G40410	Aa_G293650.h1.t1
OG0018375	nbis-gene-623	Aa_G145350.h1.t1
OG0018376	nbis-gene-622	Aa_G336960.h1.t1
OG0018377	AL2G39860	Aa_G336920.h1.t1
OG0018378	AL4G42330, AL2G38490	Aa_G485960.h1.t1, Aa_G122560.h1.t1
OG0018379	AL2G37850	Aa_G129500.h1.t1
OG0018380	AL2G37580	Aa_G654170.h1.t1
OG0018381	AL1G36640	Aa_G252650.h1.t1
OG0018382	AL2G37380	Aa_G104370.h1.t1
OG0018383	AL2G37300	Aa_G215650.h1.t1
OG0018384	AL3G47400	Aa_G384630.h1.t1
OG0018385	AL2G36480	Aa_G111210.h1.t1
OG0018386	AL2G36420	Aa_G315330.h1.t1
OG0018387	AL2G35080	Aa_G348910.h1.t1
OG0018388	AL2G35040	Aa_G259400.h1.t1
OG0018389	AL3G50480	Aa_G650550.h1.t1
OG0018391	AL1G64490	Aa_G205540.h1.t1
OG0018392	AL2G22560	Aa_G32370.h1.t1
OG0018393	AL1G62790	Aa_G608290.h1.t1
OG0018394	AL1G62720	Aa_G751090.h1.t1
OG0018398	AL4G32940	Aa_G25220.h1.t1
OG0018399	AL4G43980, AL5G25750	Aa_G500690.h1.t1
OG0018400	AL7G43990	Aa_G70970.h1.t1
OG0018401	AL7G44300	Aa_G611610.h1.t1
OG0018402	AL9U12170	Aa_G668690.h1.t1
OG0018403	AL9U12140	Aa_G255310.h1.t1
OG0018404	AL9U11560	Aa_G321580.h1.t1
OG0018405	AL7G42990	Aa_G198110.h1.t1
OG0018406	AL7G42330	Aa_G115750.h1.t1
OG0018408	AL7G41960	Aa_G518260.h1.t1
OG0018409	AL7G41210	Aa_G711200.h1.t1
OG0018413	AL1G40630	Aa_G229250.h1.t1
OG0018415	AL2G34420	Aa_G492860.h1.t1
OG0018416	AL2G34590	Aa_G64580.h1.t1
OG0018417	AL2G34610	Aa_G64560.h1.t1
OG0018419	AL2G27740	Aa_G395930.h1.t1
OG0018420	AL2G28150	Aa_G283250.h1.t1
OG0018421	AL2G28370	Aa_G317490.h1.t1
OG0018422	AL7G24180	Aa_G44610.h1.t1
OG0018426	AL7G49990	Aa_G151430.h1.t1, Aa_G151460.h1.t1
OG0018427	AL5G22420	Aa_G403400.h1.t1
OG0018428	AL5G17350	Aa_G34170.h1.t1
OG0018430	AL5G17590	Aa_G34320.h1.t1
OG0018431	AL8G12770	Aa_G650030.h1.t1
OG0018432	AL5G26460	Aa_G41640.h1.t1
OG0018434	AL8G14100	Aa_G98800.h1.t1
OG0018435	AL5G18260	Aa_G699130.h1.t1
OG0018436	AL1G58470	Aa_G36980.h1.t1
OG0018438	AL1G60010	Aa_G677570.h1.t1
OG0018439	AL1G60080	Aa_G364650.h1.t1
OG0018439	AL1G60060	Aa_G364640.h1.t1
OG0018444	AL4G29900	Aa_G146010.h1.t1
OG0018445	AL4G31050	Aa_G263970.h1.t1
OG0018447	AL4G31510	Aa_G11090.h1.t1
OG0018449	AL7G35680	Aa_G345140.h1.t1
OG0018450	nbis-gene-1823	Aa_G758930.h1.t1
OG0018451	AL7G36370	Aa_G758950.h1.t1
OG0018454	AL7G36610	Aa_G152190.h1.t1
OG0018457	AL8G12080	Aa_G524880.h1.t1
OG0018459	AL5G30660	Aa_G392670.h1.t1
OG0018463	AL3G45270	Aa_G105380.h1.t1
OG0018464	AL3G43970	Aa_G194470.h1.t1
OG0018465	AL3G45540	Aa_G105250.h1.t1
OG0018466	AL3G49690	Aa_G544680.h1.t1
OG0018467	AL7G30700	Aa_G429180.h1.t1
OG0018469	AL5G18780	Aa_G597940.h1.t1
OG0018471	AL3G10570	Aa_G451740.h1.t1
OG0018472	AL7G33680	Aa_G203910.h1.t1
OG0018473	AL7G33540	Aa_G245330.h1.t1, Aa_G245320.h1.t1
OG0018475	AL7G32800	Aa_G59030.h1.t1
OG0018476	AL7G34400	Aa_G148340.h1.t1
OG0018477	AL7G37800	Aa_G295970.h1.t1
OG0018478	AL7G37590	Aa_G16630.h1.t1
OG0018479	AL3G10060	Aa_G52370.h1.t1
OG0018480	AL3G10100	Aa_G52420.h1.t1
OG0018481	AL3G10120	Aa_G52440.h1.t1
OG0018482	AL3G10160	Aa_G52470.h1.t1
OG0018483	AL3G10380	Aa_G52640.h1.t1
OG0018484	AL3G10420	Aa_G52670.h1.t1
OG0018485	AL3G10600	Aa_G553320.h1.t1
OG0018487	AL3G10680	Aa_G593140.h1.t1
OG0018488	AL8G45170	Aa_G43950.h1.t1
OG0018489	AL8G45270	Aa_G44100.h1.t1
OG0018490	AL8G45300	Aa_G44130.h1.t1
OG0018491	AL8G45440	Aa_G113890.h1.t1
OG0018492	AL5G46340	Aa_G273180.h1.t1
OG0018493	AL5G46240	Aa_G273070.h1.t1
OG0018494	AL5G46220	Aa_G273060.h1.t1
OG0018495	AL5G45340	Aa_G167830.h1.t1
OG0018497	AL6G53470	Aa_G136110.h1.t1
OG0018498	AL5G43870	Aa_G728940.h1.t1
OG0018500	AL5G41330	Aa_G340570.h1.t1
OG0018502	AL5G40290	Aa_G433200.h1.t1
OG0018503	AL5G39460	Aa_G494430.h1.t1
OG0018504	AL5G39370, AL4G17380	Aa_G317290.h1.t1
OG0018505	AL5G37790	Aa_G373060.h1.t1
OG0018506	AL5G37480	Aa_G268630.h1.t1
OG0018507	AL5G36070	Aa_G287670.h1.t1
OG0018509	AL5G34670	Aa_G394520.h1.t1
OG0018510	AL5G33980	Aa_G211580.h1.t1
OG0018511	AL5G33560	Aa_G100030.h1.t1
OG0018512	AL5G33380	Aa_G153510.h1.t1
OG0018513	AL3G41930	Aa_G70.h1.t1
OG0018514	AL3G42360	Aa_G300.h1.t1
OG0018515	AL2G24890	Aa_G454560.h1.t1
OG0018517	AL2G26490	Aa_G156840.h1.t1
OG0018518	AL2G26570	Aa_G55940.h1.t1
OG0018519	AL3G53120	Aa_G185880.h1.t1
OG0018520	AL3G49000	Aa_G244900.h1.t1
OG0018521	AL4G38990	Aa_G144320.h1.t1
OG0018522	AL7G44200	Aa_G401740.h1.t1
OG0018523	AL4G36900, AL4G36920	Aa_G651890.h1.t1
OG0018524	AL4G35100	Aa_G378830.h1.t1
OG0018526	AL6G46720	Aa_G225590.h1.t1
OG0018528	AL4G11870	Aa_G407260.h1.t1
OG0018529	AL5G21140	Aa_G314410.h1.t1
OG0018530	AL1G52080	Aa_G369280.h1.t1
OG0018531	AL1G51060	Aa_G10930.h1.t1
OG0018532	AL1G49940	Aa_G389440.h1.t1
OG0018533	AL1G49860	Aa_G507030.h1.t1
OG0018534	AL1G47830	Aa_G610240.h1.t1
OG0018535	AL6G44080	Aa_G154320.h1.t1
OG0018537	AL6G38740	Aa_G122240.h1.t1
OG0018539	AL6G39350	Aa_G26090.h1.t1
OG0018542	AL3G53280	Aa_G639390.h1.t1
OG0018543	AL3G53720	Aa_G194660.h1.t1
OG0018544	AL8G21050	Aa_G190640.h1.t1
OG0018545	AL4G47710	Aa_G13200.h1.t1
OG0018546	AL4G46350	Aa_G177890.h1.t1
OG0018547	AL4G44490	Aa_G289620.h1.t1
OG0018549	AL3G15190	Aa_G993730.h1.t1
OG0018550	AL7G42900	Aa_G79900.h1.t1
OG0018551	AL4G41750	Aa_G401570.h1.t1
OG0018552	AL4G41620	Aa_G454730.h1.t1
OG0018553	AL4G41560	Aa_G450760.h1.t1
OG0018554	AL4G41410	Aa_G199940.h1.t1
OG0018555	AL4G40160	Aa_G422460.h1.t1
OG0018557	AL4G39280	Aa_G124010.h1.t1
OG0018559	AL3G11610	Aa_G42610.h1.t1
OG0018560	nbis-gene-642	Aa_G42440.h1.t1
OG0018561	AL3G12010	Aa_G42300.h1.t1
OG0018563	AL3G12280	Aa_G250290.h1.t1
OG0018564	AL3G12920	Aa_G622780.h1.t1, Aa_G267870.h1.t1
OG0018565	AL3G13150	Aa_G47590.h1.t1, Aa_G833050.h1.t1
OG0018566	AL3G13220	Aa_G47550.h1.t1, Aa_G416350.h1.t1
OG0018567	AL3G13340	Aa_G44890.h1.t1
OG0018568	AL3G14400	Aa_G304930.h1.t1
OG0018569	AL3G14550	Aa_G4190.h1.t1
OG0018570	AL3G14650	Aa_G4280.h1.t1
OG0018571	AL3G14890	Aa_G4460.h1.t1
OG0018572	nbis-gene-664	Aa_G75550.h1.t1
OG0018573	AL3G15840	Aa_G75560.h1.t1
OG0018574	AL3G16260	Aa_G51060.h1.t1
OG0018575	AL3G16480	Aa_G51220.h1.t1
OG0018576	AL3G18110	Aa_G47870.h1.t1
OG0018577	AL3G18590	Aa_G174760.h1.t1
OG0018578	AL3G18850	Aa_G174490.h1.t1
OG0018579	nbis-gene-678	Aa_G24290.h1.t1
OG0018580	AL9U10860	Aa_G311160.h1.t1
OG0018581	AL3G20740	Aa_G260620.h1.t1, Aa_G34800.h1.t1
OG0018582	AL3G21230	Aa_G324440.h1.t1
OG0018584	AL7G50740	Aa_G651630.h1.t1
OG0018585	AL3G23330	Aa_G102890.h1.t1
OG0018586	AL3G24360	Aa_G40150.h1.t1
OG0018587	AL3G24450	Aa_G40070.h1.t1
OG0018588	AL3G24630	Aa_G720240.h1.t1
OG0018589	AL3G24930	Aa_G374010.h1.t1
OG0018590	AL3G25050	Aa_G373920.h1.t1
OG0018592	AL3G26070	Aa_G472350.h1.t1
OG0018593	AL3G26720	Aa_G56250.h1.t1
OG0018594	AL3G27480	Aa_G1170.h1.t1
OG0018595	AL3G27810	Aa_G234930.h1.t1
OG0018596	AL3G27940, AL230U10020	Aa_G235010.h1.t1
OG0018597	AL3G29290	Aa_G367460.h1.t1
OG0018598	AL3G30090	Aa_G71160.h1.t1
OG0018600	nbis-gene-1180	Aa_G251510.h1.t1
OG0018601	AL3G32570	Aa_G240050.h1.t1
OG0018605	AL3G33060	Aa_G164450.h1.t1
OG0018606	AL3G33100	Aa_G164500.h1.t1
OG0018609	AL8G27100	Aa_G586310.h1.t1
OG0018613	AL3G35920	Aa_G399650.h1.t1
OG0018614	AL3G35460	Aa_G229420.h1.t1
OG0018615	AL5G11050	Aa_G149730.h1.t1
OG0018616	AL2G22630	Aa_G32410.h1.t1
OG0018617	AL2G19180	Aa_G272000.h1.t1
OG0018618	AL1G64750	Aa_G392180.h1.t1
OG0018620	AL6G29520	Aa_G416200.h1.t1
OG0018621	AL5G33070	Aa_G311890.h1.t1
OG0018622	AL5G32750	Aa_G339190.h1.t1
OG0018623	AL1G10310	Aa_G106090.h1.t1
OG0018624	AL1G10360	Aa_G94590.h1.t1
OG0018625	AL1G10370	Aa_G94580.h1.t1
OG0018626	AL1G11620	Aa_G325270.h1.t1
OG0018627	AL1G13050	Aa_G134870.h1.t1
OG0018628	nbis-gene-30	Aa_G134490.h1.t1
OG0018629	AL1G13690	Aa_G400380.h1.t1
OG0018630	AL1G13710	Aa_G400410.h1.t1
OG0018631	AL1G14000	Aa_G341330.h1.t1
OG0018632	AL1G14640	Aa_G286250.h1.t1
OG0018633	AL1G14760	Aa_G493500.h1.t1
OG0018635	AL1G15300	Aa_G79320.h1.t1
OG0018636	AL1G15720	Aa_G220030.h1.t1
OG0018637	AL1G16810	Aa_G22400.h1.t1
OG0018638	AL1G17030	Aa_G429830.h1.t1
OG0018639	AL1G17280	Aa_G435930.h1.t1
OG0018641	AL1G17770	Aa_G257580.h1.t1
OG0018642	AL1G17960	Aa_G558390.h1.t1, Aa_G90710.h1.t1
OG0018644	AL1G18430	Aa_G286030.h1.t1
OG0018645	AL1G19370	Aa_G19340.h1.t1
OG0018646	AL1G19660	Aa_G19100.h1.t1
OG0018649	nbis-gene-59	Aa_G550180.h1.t1
OG0018650	AL1G21450	Aa_G535920.h1.t1
OG0018651	AL8G17370	Aa_G876050.h1.t1
OG0018652	AL1G22370	Aa_G89250.h1.t1
OG0018653	AL1G22760	Aa_G531850.h1.t1
OG0018655	AL1G24950	Aa_G666150.h1.t1
OG0018656	AL1G25440	Aa_G118480.h1.t1
OG0018658	AL1G27120	Aa_G394370.h1.t1
OG0018660	AL1G27630	Aa_G112420.h1.t1
OG0018661	AL1G27640	Aa_G112430.h1.t1
OG0018664	AL1G29090	Aa_G132010.h1.t1
OG0018665	AL4G24000	Aa_G426230.h1.t1
OG0018666	AL1G29320	Aa_G275010.h1.t1
OG0018667	AL1G29980	Aa_G278350.h1.t1
OG0018668	AL1G32390	Aa_G544290.h1.t1
OG0018669	AL8G23680	Aa_G234770.h1.t1
OG0018670	AL1G32990	Aa_G266310.h1.t1
OG0018671	AL1G33070	Aa_G393480.h1.t1
OG0018672	AL1G33080	Aa_G393490.h1.t1
OG0018673	AL1G33130	Aa_G660990.h1.t1
OG0018674	AL8G19060	Aa_G39530.h1.t1
OG0018676	AL1G36410	Aa_G121890.h1.t1
OG0018677	AL2G31310	Aa_G245890.h1.t1
OG0018679	AL1G47370	Aa_G380520.h1.t1
OG0018680	AL1G58720	Aa_G127550.h1.t1
OG0018681	nbis-gene-371	Aa_G72510.h1.t1
OG0018682	AL2G12560	Aa_G274800.h1.t1
OG0018683	nbis-gene-382	Aa_G35150.h1.t1
OG0018684	AL2G12860	Aa_G357210.h1.t1
OG0018685	AL2G13090	Aa_G262870.h1.t1
OG0018686	AL2G13640	Aa_G489070.h1.t1
OG0018688	AL2G16010	Aa_G330600.h1.t1
OG0018689	AL2G16690	Aa_G841870.h1.t1
OG0018690	AL2G18470	Aa_G348390.h1.t1
OG0018691	AL1G66460	Aa_G7630.h1.t1
OG0018692	AL1G66130	Aa_G365890.h1.t1
OG0018693	AL7G49450	Aa_G515740.h1.t1
OG0018695	AL8G11570	Aa_G295650.h1.t1
OG0018696	AL8G11100	Aa_G63520.h1.t1
OG0018697	AL6G48410	Aa_G257070.h1.t1
OG0018698	AL7G22450	Aa_G301310.h1.t1
OG0018699	AL7G39200	Aa_G406960.h1.t1
OG0018701	AL1G55310	Aa_G255170.h1.t1
OG0018702	AL1G55850, AL8G35280	Aa_G273830.h1.t1
OG0018703	nbis-gene-260	Aa_G133560.h1.t1, Aa_G505490.h1.t1
OG0018705	AL1G56050	Aa_G133510.h1.t1
OG0018706	AL7G10070	Aa_G487060.h1.t1
OG0018708	AL7G10480	Aa_G650380.h1.t1
OG0018709	AL7G11570	Aa_G374890.h1.t1
OG0018710	AL7G11870	Aa_G693470.h1.t1, Aa_G693470.h2.t1
OG0018711	AL7G12900	Aa_G95160.h1.t1
OG0018713	AL7G12990	Aa_G662000.h1.t1
OG0018714	AL7G13310	Aa_G153300.h1.t1
OG0018715	nbis-gene-1704	Aa_G346630.h1.t1
OG0018716	AL7G13650	Aa_G540760.h1.t1
OG0018717	AL7G13750	Aa_G139450.h1.t1
OG0018718	AL7G15070	Aa_G514640.h1.t1
OG0018719	AL7G15220	Aa_G514760.h1.t1
OG0018720	AL7G15390, AL2G16370	Aa_G157030.h1.t1, Aa_G583620.h1.t1
OG0018722	AL7G16080	Aa_G395570.h1.t1
OG0018723	AL7G16370	Aa_G385120.h1.t1
OG0018724	AL7G16390	Aa_G385090.h1.t1
OG0018725	AL3G39380	Aa_G274380.h1.t1
OG0018726	AL7G20130	Aa_G45840.h1.t1
OG0018728	AL5G27070	Aa_G563860.h1.t1
OG0018730	AL3G38850	Aa_G658400.h1.t1
OG0018731	AL2G32370	Aa_G187290.h1.t1
OG0018732	AL2G32290	Aa_G187200.h1.t1
OG0018733	AL1G36870	Aa_G62620.h1.t1
OG0018735	AL6G52230	Aa_G53380.h1.t1
OG0018738	AL1G14790	Aa_G493550.h1.t1
OG0018740	AL1G16490	Aa_G22780.h1.t1
OG0018741	AL1G22850	Aa_G339040.h1.t1
OG0018744	AL1G37460	Aa_G349970.h1.t1
OG0018745	AL1G37630	Aa_G562090.h1.t1
OG0018746	AL1G38450	Aa_G126680.h1.t1
OG0018747	AL1G38590	Aa_G478360.h1.t1
OG0018751	AL1G39830	Aa_G442290.h1.t1
OG0018752	AL1G40010	Aa_G233530.h1.t1
OG0018753	AL1G42310	Aa_G205010.h1.t1
OG0018757	AL1G52300	Aa_G27700.h1.t1
OG0018759	AL1G63790, AL1G62660, AL3G53450	Aa_G213040.h1.t1, Aa_G213050.h1.t1
OG0018762	AL2G15990	Aa_G330570.h1.t1
OG0018763	AL2G17750	Aa_G519680.h1.t1
OG0018764	AL1G66690	Aa_G567410.h1.t1
OG0018767	AL2G22840	Aa_G387860.h1.t1
OG0018768	nbis-gene-562	Aa_G609200.h1.t1
OG0018770	AL2G33950	Aa_G30620.h1.t1
OG0018771	AL2G37090	Aa_G447440.h1.t1
OG0018772	AL2G37520	Aa_G104250.h1.t1
OG0018773	AL2G38930	Aa_G343740.h1.t1
OG0018774	nbis-gene-620	Aa_G80430.h1.t1
OG0018775	AL2G39690	Aa_G80460.h1.t1
OG0018776	AL2G41330	Aa_G385690.h1.t1
OG0018777	AL2G41450	Aa_G15650.h1.t1
OG0018778	nbis-gene-580	Aa_G457990.h1.t1, Aa_G445580.h1.t1
OG0018780	AL3G24990	Aa_G373970.h1.t1
OG0018781	AL3G25740	Aa_G207850.h1.t1
OG0018783	AL3G32230	Aa_G342830.h1.t1
OG0018784	AL8G20550, AL300U10010, AL3G39280	Aa_G199060.h1.t1
OG0018785	AL3G40300	Aa_G185570.h1.t1
OG0018786	AL3G43750	Aa_G116360.h1.t1
OG0018788	AL3G45470	Aa_G105300.h1.t1
OG0018790	AL3G52350	Aa_G110330.h1.t1
OG0018792	AL3G53040	Aa_G185830.h1.t1, Aa_G190150.h1.t1
OG0018793	AL3G53990	Aa_G505060.h1.t1, Aa_G440770.h1.t1
OG0018794	AL3G54130	Aa_G505120.h1.t1
OG0018796	AL4G13370	Aa_G396360.h1.t1
OG0018798	AL4G14190	Aa_G554000.h1.t1
OG0018799	AL4G15120	Aa_G41530.h1.t1
OG0018801	AL4G15740	Aa_G155560.h1.t1
OG0018804	AL4G20000	Aa_G3090.h1.t1
OG0018806	AL4G29890	Aa_G146000.h1.t1, Aa_G146000.h2.t1
OG0018809	AL4G34000	Aa_G786600.h1.t1
OG0018810	AL4G37410	Aa_G38210.h1.t1, Aa_G366710.h1.t1, Aa_G48970.h1.t1, Aa_G38180.h1.t1, Aa_G38160.h1.t1
OG0018811	AL4G41960	Aa_G125470.h1.t1
OG0018813	AL5G10220	Aa_G251410.h1.t1
OG0018814	AL5G11820	Aa_G484290.h1.t1
OG0018815	nbis-gene-1208	Aa_G83260.h1.t1
OG0018816	AL5G17410	Aa_G34210.h1.t1
OG0018817	AL5G21240	Aa_G252720.h1.t1
OG0018818	AL5G23430	Aa_G191970.h1.t1
OG0018819	AL5G24370	Aa_G597780.h1.t1
OG0018822	AL5G29700	Aa_G462690.h1.t1
OG0018826	AL5G36200	Aa_G501160.h1.t1
OG0018827	AL5G37930	Aa_G660550.h1.t1
OG0018828	AL5G42650	Aa_G77320.h1.t1
OG0018829	AL5G45110	Aa_G167680.h1.t1
OG0018830	AL6G16190	Aa_G209840.h1.t1
OG0018831	AL6G26310	Aa_G236920.h1.t1
OG0018832	AL6G34500	Aa_G104880.h1.t1
OG0018835	AL6G41770	Aa_G577670.h1.t1
OG0018836	AL6G41850	Aa_G151080.h1.t1
OG0018837	AL6G43720	Aa_G294860.h1.t1
OG0018838	AL6G44090	Aa_G154310.h1.t1
OG0018839	AL6G45740	Aa_G352870.h1.t1
OG0018841	AL6G49270, AL6G49300	Aa_G132930.h1.t1
OG0018842	nbis-gene-1697, AL7G12220	Aa_G486290.h1.t1
OG0018843	AL7G13780	Aa_G139490.h1.t1
OG0018844	AL7G15650	Aa_G426400.h1.t1
OG0018845	AL7G16400	Aa_G385080.h1.t1
OG0018847	AL7G24220	Aa_G44530.h1.t1
OG0018850	AL7G26310	Aa_G69770.h1.t1
OG0018852	AL7G27250	Aa_G160610.h1.t1
OG0018855	AL7G41030	Aa_G31130.h1.t1
OG0018856	AL7G42770	Aa_G79760.h1.t1
OG0018858	AL9U11380	Aa_G76710.h1.t1
OG0018859	AL7G44680	Aa_G44300.h1.t1
OG0018860	AL7G46320	Aa_G512930.h1.t1
OG0018863	AL8G19120	Aa_G39480.h1.t1
OG0018865	AL625U10010	Aa_G649910.h1.t1
OG0018867	AL8G23980	Aa_G161790.h1.t1
OG0018868	AL8G24170	Aa_G73910.h1.t1
OG0018869	AL8G24410	Aa_G125900.h1.t1
OG0018870	AL8G24880	Aa_G292910.h1.t1
OG0018871	AL8G25170	Aa_G577660.h1.t1
OG0018872	AL8G25490	Aa_G83950.h1.t1
OG0018873	AL8G25860	Aa_G338420.h1.t1
OG0018874	AL130U10020	Aa_G101950.h1.t1
OG0018875	AL8G26060	Aa_G265380.h1.t1
OG0018876	AL8G26220	Aa_G375280.h1.t1
OG0018877	AL8G26630	Aa_G247260.h1.t1
OG0018878	AL8G27290	Aa_G116560.h1.t1
OG0018880	AL8G29380	Aa_G578830.h1.t1
OG0018881	AL8G41380	Aa_G268350.h1.t1
OG0018882	AL8G45030	Aa_G43790.h1.t1
OG0018883	AL8G45490	Aa_G113830.h1.t1
OG0018884	AL9U11930, AL9U12000	Aa_G80600.h1.t1
OG0018889	AL6G28990	Aa_G474090.h1.t1
OG0018890	AL8G33050	Aa_G331650.h1.t1
OG0018892	AL4G36220	Aa_G486500.h1.t1
OG0018911	AL3G46210	Aa_G555480.h1.t1, Aa_G570250.h1.t1, Aa_G328270.h1.t1
OG0018912	AL5G27920	Aa_G197620.h1.t1
OG0018913	AL5G27760	Aa_G765080.h1.t1
OG0018915	AL5G11390	Aa_G323340.h1.t1
OG0018916	AL7G49520	Aa_G495390.h1.t1
OG0018918	AL6G27940	Aa_G162190.h1.t1
OG0018919	AL6G26740	Aa_G356660.h1.t1
OG0018921	AL6G25200	Aa_G258080.h1.t1
OG0018922	AL6G23840	Aa_G19480.h1.t1
OG0018925	AL6G21400	Aa_G168720.h1.t1
OG0018926	AL6G20790	Aa_G159080.h1.t1
OG0018928	AL6G18790	Aa_G210590.h1.t1, Aa_G210580.h1.t1
OG0018929	AL6G49700	Aa_G187720.h1.t1
OG0018930	AL7G28370	Aa_G130130.h1.t1
OG0018931	AL4G20050	Aa_G3100.h1.t1
OG0018932	AL4G20160	Aa_G236340.h1.t1
OG0018933	AL6G17660	Aa_G275530.h1.t1
OG0018934	AL4G10630	Aa_G156650.h1.t1
OG0018935	AL8G15790	Aa_G215350.h1.t1
OG0018938	AL1G41990	Aa_G430710.h1.t1
OG0018939	AL1G44130	Aa_G417040.h1.t1
OG0018940	AL1G46430	Aa_G109220.h1.t1
OG0018941	AL1G46760	Aa_G16450.h1.t1
OG0018942	AL5G12580	Aa_G146400.h1.t1
OG0018944	AL5G13410	Aa_G281930.h1.t1
OG0018945	AL8G44070	Aa_G165780.h1.t1
OG0018948	AL8G40640	Aa_G559280.h1.t1
OG0018949	AL8G39030	Aa_G315910.h1.t1
OG0018954	AL8G34900	Aa_G93970.h1.t1
OG0018955	AL8G34830	Aa_G93910.h1.t1
OG0018957	AL8G31390	Aa_G571560.h1.t1
OG0018959	AL6G17110	Aa_G640330.h1.t1
OG0018960	AL6G16310	Aa_G414860.h1.t1
OG0018961	AL6G15770	Aa_G547000.h1.t1
OG0018962	AL6G15470	Aa_G464270.h1.t1
OG0018963	AL6G14920	Aa_G634210.h1.t1
OG0018964	AL6G14390	Aa_G465230.h1.t1
OG0018965	AL6G13950	Aa_G181580.h1.t1
OG0018966	AL3G35550	Aa_G388590.h1.t1
OG0018967	AL6G12060	Aa_G260750.h1.t1
OG0018968	AL6G11570	Aa_G85240.h1.t1
OG0018970	AL6G10310	Aa_G481240.h1.t1
OG0018980	AL4G32500	Aa_G12270.h1.t1
OG0018981	AL5G23700	Aa_G367120.h1.t1
OG0018983	AL8G24030	Aa_G161770.h1.t1
OG0018984	AL9U10520	Aa_G126980.h1.t1
OG0018985	AL7G40910	Aa_G31230.h1.t1
OG0018986	AL7G40360	Aa_G351570.h1.t1
OG0018987	AL8G24130	Aa_G161670.h1.t1
OG0018989	AL8G24930	Aa_G188010.h1.t1
OG0018991	AL2G33640	Aa_G30330.h1.t1
OG0018994	AL2G27790	Aa_G299410.h1.t1
OG0018995	nbis-gene-1764	Aa_G209110.h1.t1
OG0018997	AL8G25250	Aa_G153030.h1.t1
OG0018999	AL185U10030	Aa_G239400.h1.t1
OG0019002	AL1G61140	Aa_G173520.h1.t1
OG0019004	AL4G29190	Aa_G440060.h1.t1
OG0019005	AL4G30350	Aa_G12050.h1.t1
OG0019006	AL4G30480	Aa_G12190.h1.t1
OG0019007	AL4G30940	Aa_G406020.h1.t1
OG0019008	AL7G35380	Aa_G533720.h1.t1
OG0019009	AL7G35500	Aa_G587510.h1.t1
OG0019011	AL7G47330	Aa_G185020.h1.t1
OG0019015	nbis-gene-1837	Aa_G296110.h1.t1
OG0019016	AL7G37740	Aa_G295920.h1.t1
OG0019019	AL3G10020	Aa_G103900.h1.t1
OG0019020	AL3G10230	Aa_G52510.h1.t1
OG0019022	AL5G38760	Aa_G718830.h1.t1
OG0019023	AL5G38320	Aa_G483510.h1.t1
OG0019026	AL5G33910	Aa_G212740.h1.t1
OG0019028	AL3G40180	Aa_G399970.h1.t1
OG0019029	AL3G42050	Aa_G342460.h1.t1
OG0019030	AL3G42490	Aa_G211210.h1.t1
OG0019031	AL2G26110	Aa_G449680.h1.t1
OG0019032	AL3G53080	Aa_G185850.h1.t1
OG0019033	AL4G38650	Aa_G281270.h1.t1
OG0019035	AL3G25640	Aa_G546580.h1.t1
OG0019037	AL6G45040	Aa_G36180.h1.t1
OG0019039	AL3G53560	Aa_G194760.h1.t1
OG0019040	AL3G54030	Aa_G505090.h1.t1
OG0019042	AL3G52770	Aa_G226060.h1.t1
OG0019043	AL4G46300	Aa_G177850.h1.t1
OG0019044	AL4G44650	Aa_G16190.h1.t1
OG0019045	AL4G44620	Aa_G16220.h1.t1
