Orthogroup	Arabidopsis_lyrata_Rawat	Eutrema_salsugineum
OG0015816	AL4G47550	XP_006390324.1
OG0015817	AL4G47410	XP_006397977.1
OG0015818	AL4G47370	XP_006397973.1
OG0015819	AL4G47340	XP_006397972.1
OG0015820	AL4G47330	XP_006397971.1
OG0015821	AL4G47250	XP_006397965.1
OG0015822	AL4G47180	XP_006397955.1
OG0015823	AL4G47120	XP_006397949.1
OG0015824	AL4G46630	XP_024010687.1
OG0015825	AL4G46570	XP_006397898.1
OG0015826	AL4G46420	XP_006397886.1
OG0015827	AL4G46380	XP_006397882.1
OG0015828	AL4G46360	XP_006397880.1
OG0015829	AL4G46340, AL181U10030	XP_024006148.1
OG0015830	AL4G46170	XP_006397861.1
OG0015831	nbis-gene-1168	XP_006397856.1
OG0015832	AL4G45650	XP_006397822.2
OG0015833	AL4G45330	XP_006397794.1
OG0015834	AL4G45090	XP_006397762.1
OG0015835	AL4G44880	XP_006397751.1
OG0015836	AL4G44790	XP_006397741.1
OG0015837	AL4G44780	XP_006397740.1
OG0015838	AL4G44760	XP_006397738.1
OG0015839	AL4G44350	XP_006397704.1
OG0015840	AL4G44330	XP_006397701.1
OG0015841	AL4G44300	XP_024010818.1
OG0015842	AL4G44260	XP_006397696.1
OG0015843	AL3G50990	XP_006409216.1
OG0015844	AL4G44130	XP_006397684.1
OG0015845	AL4G44110	XP_006397682.1
OG0015846	AL4G44070	XP_006397677.1
OG0015847	AL4G44020	XP_006397672.1
OG0015849	AL6G49320	XP_006396583.2
OG0015850	AL4G43840	XP_024010888.1
OG0015851	AL4G43770	XP_006397651.1
OG0015852	AL4G43340	XP_006397612.1
OG0015853	AL4G42870	XP_006397573.1
OG0015854	AL4G42740	XP_006397559.1
OG0015855	AL4G42550	XP_006397545.1
OG0015856	AL4G42360	XP_006397527.1
OG0015857	AL4G42200	XP_024010792.1
OG0015858	AL4G42140	XP_006397507.1
OG0015859	AL4G41990	XP_006397495.1
OG0015860	AL4G41890	XP_006397488.1
OG0015861	AL4G41720	XP_006411582.1
OG0015862	AL4G41590	XP_006411569.2
OG0015863	AL4G41540	XP_006411562.1
OG0015864	AL4G41470	XP_006411558.1
OG0015865	AL4G41460	XP_006411556.1
OG0015866	AL4G41360	XP_006411544.1
OG0015867	AL4G41220	XP_006411535.1
OG0015868	AL4G41210	XP_006411533.1
OG0015869	AL4G41140	XP_006411521.1
OG0015870	AL4G40610	XP_006411486.1
OG0015871	AL4G40310	XP_006411465.1
OG0015872	AL4G40050	XP_006411441.1
OG0015873	AL4G40200	XP_006411458.1
OG0015874	AL4G40220	XP_006411460.1
OG0015875	AL4G40240	XP_006411461.1
OG0015876	AL4G39650	XP_006411422.1
OG0015877	AL4G39620	XP_006411419.2
OG0015878	AL4G39520	XP_024003816.1
OG0015879	AL8G10640	XP_006398432.2
OG0015880	AL8G11230	XP_006398398.1
OG0015881	AL3G11020	XP_006408476.1
OG0015882	AL3G11030	XP_006408473.1
OG0015883	AL3G11070	XP_006408470.1
OG0015884	AL3G11090	XP_024015417.1
OG0015885	AL3G11180	XP_006408459.1
OG0015886	AL3G11200	XP_006408457.1
OG0015887	AL3G11340	XP_006408447.1
OG0015889	AL3G11360	XP_006408446.1
OG0015890	AL3G11430	XP_006408438.1
OG0015891	AL3G11570	XP_006408428.1
OG0015892	AL3G11580	XP_006408427.1
OG0015893	AL3G11750	XP_006408417.1
OG0015894	AL3G11900	XP_006408409.1
OG0015895	AL3G12080	XP_006408392.1
OG0015896	AL3G12090	XP_006408391.1
OG0015897	AL3G12100	XP_006408390.1
OG0015898	AL3G12120	XP_024015344.1
OG0015900	AL3G12230	XP_006408380.1
OG0015901	AL3G12370	XP_006408362.1
OG0015902	AL3G12460	XP_006408355.1
OG0015903	AL3G12520	XP_006408353.1
OG0015904	AL3G12800	XP_006408331.1
OG0015905	AL3G12870	XP_006408321.1
OG0015906	AL3G13230	XP_006408294.1
OG0015907	AL3G13470	XP_006408278.1
OG0015908	AL3G13560	XP_006408270.1
OG0015909	AL3G13590	XP_024015468.1
OG0015911	AL3G13790	XP_024015395.1
OG0015912	AL3G13880	XP_006408236.1
OG0015913	AL3G13920	XP_006408232.1
OG0015914	AL3G14040	XP_006408220.1
OG0015915	AL3G14050	XP_006408219.1
OG0015916	AL3G14240	XP_006408205.1
OG0015917	AL3G14340	XP_006408193.1
OG0015918	AL3G14510	XP_006408183.1
OG0015919	AL3G14970	XP_006408146.1
OG0015920	nbis-gene-658	XP_006408142.2
OG0015921	AL3G15590	XP_006408105.1
OG0015922	AL3G15630	XP_006408101.1
OG0015923	AL3G15710	XP_006408093.1
OG0015924	AL3G15960	XP_006408081.1
OG0015925	AL7G43850	XP_006406070.2
OG0015926	AL3G16110	XP_024015347.1
OG0015927	AL3G16280	XP_024015791.1
OG0015928	AL3G16410	XP_006408037.1
OG0015929	AL3G16440	XP_006408035.1
OG0015930	AL3G16500	XP_024015416.1
OG0015931	AL3G16560	XP_006408025.1
OG0015932	AL3G16570	XP_006408024.1
OG0015934	AL3G16990	XP_006407977.2
OG0015936	AL3G17320	XP_006407954.1
OG0015937	AL3G17380	XP_006407947.1
OG0015938	AL3G17460	XP_006407946.1
OG0015939	AL3G42790	XP_006397255.1
OG0015940	AL3G17960	XP_006407897.1
OG0015941	AL3G18130	XP_006407886.1
OG0015942	AL3G18250	XP_024015239.1
OG0015943	AL3G18290	XP_024015315.1
OG0015944	AL3G18800	XP_024015593.1
OG0015945	AL3G18890	XP_006407825.1
OG0015946	AL3G18920	XP_006407823.1
OG0015947	AL3G18980	XP_006407816.1
OG0015948	AL3G19000	XP_006407813.1
OG0015949	AL3G19030	XP_006407809.1
OG0015950	AL3G19060	XP_024014874.1
OG0015951	AL3G19150	XP_006407798.1
OG0015952	AL3G19230	XP_006407788.1
OG0015953	AL3G19240	XP_006407787.1
OG0015954	AL3G19390	XP_006407772.1
OG0015955	AL3G19660	XP_024014862.1
OG0015956	AL3G19990	XP_006407724.1
OG0015957	AL3G20010	XP_024015125.1
OG0015958	AL3G20100	XP_006407716.1
OG0015959	AL3G20120	XP_006407714.1
OG0015960	AL3G20150	XP_024015552.1
OG0015961	AL3G20320	XP_006407704.1
OG0015962	AL3G20330	XP_006407703.1
OG0015963	AL3G20360	XP_006407699.1
OG0015964	AL3G20460	XP_006407691.2
OG0015965	AL3G20630	XP_006407674.1
OG0015966	AL3G20710	XP_006407668.1
OG0015967	AL3G20750	XP_006418812.1
OG0015968	AL3G20850	XP_006407656.1
OG0015969	AL3G20900	XP_006407649.1
OG0015970	AL3G20940	XP_006407645.2
OG0015971	AL3G20950	XP_006407644.1
OG0015972	AL3G21080	XP_006407631.1
OG0015973	AL3G21090	XP_006407629.1
OG0015974	AL3G21150	XP_006407624.1
OG0015975	AL3G21390	XP_006407610.1
OG0015976	AL3G21400	XP_006407609.1
OG0015977	nbis-gene-564	XP_006391131.1
OG0015978	AL3G21560	XP_006407594.1
OG0015979	AL3G21650	XP_006407584.1
OG0015980	AL3G21690	XP_006407578.1
OG0015981	AL3G21730	XP_006407573.1
OG0015982	AL3G21760	XP_006407574.1
OG0015983	AL3G21890	XP_006407560.1
OG0015984	AL3G22140	XP_006407521.1
OG0015985	AL3G22160	XP_006407519.1
OG0015986	AL3G22170	XP_006407518.1
OG0015987	AL3G22360	XP_006407500.1
OG0015988	AL3G22480	XP_006407487.1
OG0015989	AL3G22600	XP_006407476.1
OG0015990	nbis-gene-689	XP_006407469.2
OG0015991	AL3G22780	XP_006407462.1
OG0015992	AL3G22850	XP_006407455.1
OG0015993	AL3G22910	XP_006407452.1
OG0015994	AL3G41170	XP_006418639.1
OG0015995	AL3G23140	XP_006407431.1
OG0015996	AL3G23630	XP_006407380.1
OG0015997	AL3G23650	XP_006407378.1
OG0015998	AL3G23730	XP_006407371.1
OG0016000	AL3G23990	XP_006407340.1
OG0016001	AL3G24160	XP_006407325.1
OG0016002	AL3G24260	XP_006407317.1
OG0016003	AL3G24430	XP_006407300.1
OG0016004	AL3G24550	XP_006407286.1
OG0016005	AL5G10680	XP_006395876.1
OG0016006	AL3G24850	XP_006407261.1
OG0016007	AL3G25460	XP_024015476.1
OG0016008	AL3G25660	XP_006407183.1
OG0016009	AL3G25850	XP_006407170.1
OG0016010	AL3G25870	XP_024015490.1
OG0016011	AL3G25990	XP_024015105.1
OG0016012	AL3G26020	XP_006407158.1
OG0016013	AL3G26210	XP_024015399.1
OG0016014	AL3G26400	XP_006407119.1
OG0016015	AL3G26710	XP_006407088.1
OG0016016	AL3G26830	XP_006407070.1
OG0016017	AL3G27070	XP_006407047.1
OG0016018	AL3G27180	XP_024015639.1
OG0016019	AL3G27200	XP_024015658.1
OG0016020	AL3G27220	XP_006407033.2
OG0016021	AL3G27430	XP_006407018.1
OG0016022	AL3G27640	XP_006406997.1
OG0016023	AL3G27680	XP_024015676.1
OG0016024	AL3G27960	XP_006406969.1
OG0016025	AL3G28200	XP_006406950.1
OG0016026	AL7G26640	XP_006406929.1
OG0016027	AL3G28550	XP_006406904.1
OG0016028	AL3G28570	XP_006406901.1
OG0016029	AL3G28880	XP_006406865.1
OG0016030	AL3G29000	XP_006406854.1
OG0016031	AL3G29010	XP_006406853.1
OG0016032	AL3G29020	XP_006406852.1
OG0016033	AL3G29060	XP_006406848.1
OG0016034	AL3G29420	XP_006406827.1
OG0016035	AL3G29430	XP_006406826.1
OG0016036	AL3G29630	XP_006406814.1
OG0016038	AL3G29980	XP_006406780.1
OG0016039	AL3G30010	XP_006406777.1
OG0016040	AL3G30190	XP_006406756.1, XP_006406794.1
OG0016041	AL3G30290	XP_006406747.1
OG0016042	AL3G30530	XP_006406728.1
OG0016043	AL3G30560	XP_006406724.1
OG0016044	AL3G30800	XP_024015673.1
OG0016045	AL3G30990	XP_006406686.1
OG0016046	AL3G31060	XP_006406677.1
OG0016047	AL3G31100	XP_006406673.1
OG0016048	AL3G31170	XP_006406664.1
OG0016049	AL3G31200	XP_024015425.1
OG0016050	AL3G31220	XP_006406659.1
OG0016051	AL3G31270	XP_006406650.1
OG0016052	AL8G17940	XP_024013188.1
OG0016053	AL3G31450	XP_006406634.1
OG0016054	AL3G31660	XP_006406614.1
OG0016055	AL3G31850	XP_024015165.1
OG0016056	AL3G31950	XP_006406582.2
OG0016057	AL3G31990	XP_024015019.1
OG0016058	AL3G32150	XP_006406566.1
OG0016059	AL3G32180	XP_006406562.1
OG0016060	AL3G32260	XP_006406554.1
OG0016061	AL3G32290	XP_024015467.1
OG0016062	AL3G32450	XP_024015786.1
OG0016063	AL3G32490	XP_024015606.1
OG0016064	AL3G32550	XP_006406529.1
OG0016065	AL3G32580	XP_006406526.1
OG0016066	AL3G32600	XP_006406524.1
OG0016067	AL3G32590	XP_006406525.1
OG0016068	AL3G32710	XP_006406514.1
OG0016069	AL3G32850	XP_006406501.1
OG0016070	AL3G32860	XP_006406500.1
OG0016071	AL3G33040	XP_006406480.1
OG0016072	AL3G33070	XP_006406477.1
OG0016073	AL3G33170	XP_006406469.1
OG0016074	AL3G33230	XP_024015576.1
OG0016075	AL3G33250	XP_006406457.1
OG0016076	nbis-gene-733	XP_006406444.1
OG0016077	AL3G33670	XP_006406427.1
OG0016079	AL3G33950	XP_006406407.1
OG0016081	AL3G33310, AL3G34200	XP_006406378.1
OG0016082	AL3G34280	XP_006406376.1
OG0016083	AL3G34590	XP_006406359.1
OG0016084	AL3G34640	XP_006406356.1
OG0016085	AL3G34700	XP_006406350.1
OG0016086	AL3G34770	XP_024015533.1
OG0016088	AL8G27270	XP_006401776.1
OG0016089	AL8G27260	XP_006401779.1
OG0016090	AL8G27230	XP_006401781.2
OG0016091	AL8G27060	XP_006401805.1
OG0016092	AL3G45400	XP_006409684.1
OG0016093	AL7G50500	XP_024014695.1
OG0016094	AL7G50510	XP_006405597.2
OG0016095	AL7G51210	XP_006405652.1
OG0016096	AL7G51520	XP_006405682.1
OG0016097	AL7G51740	XP_006405715.1
OG0016098	AL7G52030	XP_024014615.1
OG0016099	AL8G32870	XP_024011170.1
OG0016100	AL7G52880	XP_006405810.1
OG0016101	AL7G46760	XP_006405822.1
OG0016102	AL7G46730	XP_006405824.1
OG0016103	AL7G46290	XP_006405865.2
OG0016104	AL7G45460	XP_006405975.1
OG0016105	AL8G20730	XP_006395217.1
OG0016106	AL8G20300	XP_006395222.1
OG0016107	AL8G20240	XP_006395226.1
OG0016108	AL8G20040	XP_024007525.1
OG0016109	AL3G38660	XP_006418840.2
OG0016110	AL3G38000	XP_024015076.1
OG0016111	AL3G37890	XP_006406062.1
OG0016112	AL3G37760	XP_006406073.1
OG0016113	AL3G54120	XP_006409025.1
OG0016114	AL3G37190	XP_006406120.1
OG0016115	AL3G36890	XP_006406146.1
OG0016116	AL3G36750	XP_006406163.2
OG0016117	AL3G35750	XP_006406249.1
OG0016118	nbis-gene-748	XP_006406254.1
OG0016119	AL3G35680	XP_024015585.1
OG0016120	AL3G35640	XP_006406259.1
OG0016121	AL3G35430	XP_006406277.1
OG0016122	AL3G35400	XP_006406279.1
OG0016123	AL3G35340	XP_006406288.1
OG0016124	AL3G34780	XP_024015553.1
OG0016125	AL7G21840	XP_006412722.1
OG0016126	AL7G22290	XP_006412782.1
OG0016127	AL8G17290	XP_024013291.1
OG0016128	AL2G24300	XP_006391401.2
OG0016129	AL2G24280	XP_006391398.1
OG0016130	AL2G24070	XP_006391386.1
OG0016131	AL2G23880	XP_006391357.1
OG0016132	AL2G23800	XP_006391350.1
OG0016133	AL2G23740	XP_006391348.1
OG0016134	AL2G22860	XP_006391519.1
OG0016135	AL2G23210	XP_006391313.1
OG0016136	AL2G23270	XP_006391324.1
OG0016137	AL2G23290	XP_006391326.1
OG0016138	AL2G22530	XP_006391543.1
OG0016139	AL2G19710	XP_006397403.1
OG0016140	nbis-gene-447	XP_006390235.1
OG0016141	AL8G41170	XP_006397386.1
OG0016142	AL2G19270	XP_024009504.1
OG0016143	AL2G19830	XP_006397407.1
OG0016144	AL1G64670	XP_006415605.1
OG0016145	AL1G64860	XP_006392526.2
OG0016146	AL6G30200	XP_006400440.1
OG0016147	AL6G30180	XP_006400437.1
OG0016148	AL6G30100	XP_024011942.1
OG0016149	AL6G30080	XP_006400429.1
OG0016150	AL6G29970	XP_006400421.1
OG0016151	AL6G29930	XP_006400418.1
OG0016152	AL6G29800	XP_006400402.1
OG0016153	AL6G29620	XP_006400384.1
OG0016154	AL6G29480	XP_024012544.1
OG0016155	AL6G29430	XP_006400369.1
OG0016156	AL6G29420	XP_006400368.1
OG0016157	AL6G40560	XP_006395018.1
OG0016158	AL8G23370	XP_006395051.1
OG0016160	AL8G23400	XP_006395049.1
OG0016161	AL8G22620	XP_006395094.1
OG0016162	AL3G48350	XP_006408904.1
OG0016163	AL5G32980	XP_024013522.1
OG0016164	AL5G32940	XP_024013506.1
OG0016165	AL5G32870	XP_006403818.1
OG0016166	AL5G32790	XP_006403827.1
OG0016167	AL5G33290, AL5G32740	XP_006403835.1
OG0016168	AL5G32590	XP_024013756.1
OG0016169	AL5G32410	XP_006403868.1
OG0016170	AL7G47290	XP_006405294.1
OG0016171	AL5G32380	XP_006403871.2
OG0016172	AL5G32250	XP_006403881.1
OG0016173	AL5G32240	XP_006403882.1
OG0016174	AL5G32200	XP_006403886.1
OG0016175	AL5G32070	XP_006403896.1
OG0016176	nbis-gene-1350	XP_006403899.1
OG0016177	AL5G32020	XP_006403902.1
OG0016178	AL5G31980	XP_006403906.1
OG0016179	AL5G31860	XP_006403915.2
OG0016180	AL5G31740	XP_006403930.1
OG0016181	AL5G31730	XP_006403931.1
OG0016182	AL5G31650	XP_006403938.1
OG0016183	AL1G10050	XP_006393817.1
OG0016184	AL1G10110	XP_024008195.1
OG0016185	AL1G10130	XP_006418491.1
OG0016186	AL1G10330	XP_006418477.1
OG0016187	AL1G10350	XP_006418475.1
OG0016188	AL1G10380	XP_006418472.1
OG0016189	AL1G10420	XP_006418469.1
OG0016190	AL1G10430	XP_006418467.1
OG0016191	AL1G10450	XP_024008726.1
OG0016192	AL1G10470	XP_006418465.1
OG0016193	AL1G10570	XP_024009077.1
OG0016194	AL1G10650	XP_006418448.1
OG0016195	AL1G10670	XP_024009088.1
OG0016196	AL1G10710	XP_024008340.1
OG0016197	nbis-gene-20	XP_006418434.2
OG0016198	AL1G10940	XP_006418426.1
OG0016199	AL1G11020	XP_006418420.1
OG0016200	AL1G11160	XP_006418409.1
OG0016201	AL1G11180	XP_006418407.1
OG0016202	AL1G11220	XP_024007845.1
OG0016203	AL1G11590	XP_006418365.1
OG0016204	AL3G44770	XP_006409703.1
OG0016205	AL1G11650	XP_006418357.1
OG0016206	AL1G11660	XP_006418356.1
OG0016207	AL1G11740	XP_006418348.1
OG0016208	AL1G11850	XP_006418392.1
OG0016210	AL1G11980	XP_006418321.1
OG0016211	AL1G12070	XP_006418314.1
OG0016212	AL1G12210	XP_006418300.1
OG0016213	AL1G12550	XP_024008121.1
OG0016214	AL1G12740	XP_006418253.1
OG0016215	AL1G12910	XP_006418239.1
OG0016216	AL1G12920	XP_006418238.1
OG0016217	AL1G12930	XP_006418236.2
OG0016218	AL1G13070	XP_006418224.1
OG0016219	AL1G13150	XP_006418216.1
OG0016220	AL1G13180	XP_006418213.1
OG0016221	AL1G13300	XP_006418207.1
OG0016222	AL1G13390	XP_006397379.1
OG0016223	AL1G13640	XP_024007688.1
OG0016224	AL1G13780	XP_006418157.1
OG0016225	AL1G13930	XP_006418140.1
OG0016226	AL1G14220	XP_006418118.1
OG0016227	AL1G14250	XP_006418115.1
OG0016228	AL1G14320	XP_006418106.1, XP_006410608.1
OG0016229	AL1G14610	XP_024007706.1
OG0016230	AL1G14620	XP_006418084.1
OG0016231	AL1G14690	XP_006418076.1
OG0016232	AL1G14700	XP_006418075.1
OG0016233	AL1G14720	XP_006418073.1
OG0016234	AL1G14810	XP_006418065.1
OG0016235	AL1G14870	XP_006418061.1
OG0016237	AL1G15110	XP_006418040.1
OG0016238	AL1G15140	XP_006418037.1
OG0016239	AL1G15180	XP_006418029.1
OG0016240	nbis-gene-37	XP_006418031.2
OG0016241	AL1G15280	XP_024009290.1
OG0016242	AL1G15510	XP_024008972.1
OG0016244	AL1G15750	XP_006417984.1
OG0016245	AL1G15760	XP_006417983.1
OG0016246	AL1G15780	XP_006417982.1
OG0016247	AL1G15840	XP_006417974.1
OG0016248	AL1G65240	XP_006392487.1
OG0016249	AL1G16410	XP_006417927.1
OG0016250	AL1G16460	XP_006417918.1
OG0016251	AL1G16540	XP_006417907.1
OG0016252	AL1G16550	XP_006417906.1
OG0016253	AL1G16580	XP_006417903.1
OG0016254	AL1G16700	XP_006417892.1
OG0016255	AL1G16720	XP_006417889.1
OG0016256	AL1G16740	XP_024009009.1
OG0016257	AL1G16820	XP_006417877.1
OG0016258	AL1G16850	XP_006417874.1
OG0016259	AL1G16940	XP_006417868.1
OG0016260	AL1G17010	XP_006417862.1
OG0016261	AL1G17040	XP_006417857.1
OG0016262	AL1G17150	XP_006417851.1
OG0016263	AL1G17180	XP_006417849.2
OG0016264	AL1G17400	XP_006417821.1
OG0016266	AL7G28850	XP_006413441.1
OG0016267	AL1G17610	XP_006417802.2
OG0016268	AL1G17710	XP_006417795.1
OG0016269	AL1G17720	XP_006417794.1
OG0016270	AL1G17920	XP_006417764.1
OG0016271	AL1G17940	XP_006417770.1
OG0016272	AL1G18130	XP_006417759.1
OG0016273	AL1G14800	XP_006418067.2
OG0016274	AL1G18500	XP_024007800.1
OG0016275	AL1G18580	XP_006417719.1
OG0016276	AL1G18600	XP_006417717.1
OG0016277	AL1G18680	XP_006417710.1
OG0016278	AL1G18900	XP_006417683.1
OG0016279	AL1G18950	XP_006417679.1
OG0016280	AL1G19020	XP_006417669.1
OG0016281	AL1G19040	XP_006417667.1
OG0016282	AL1G19070	XP_024009107.1
OG0016283	AL1G19120	XP_006417660.1
OG0016284	AL1G19160	XP_006417654.1
OG0016285	AL1G19190	XP_006417651.1
OG0016286	AL1G19200	XP_006417650.1
OG0016287	AL1G19470	XP_006417619.1
OG0016288	AL1G19620	XP_006417602.1
OG0016289	AL1G19630	XP_024008492.1
OG0016290	AL1G19730	XP_006417593.1
OG0016292	AL1G19960	XP_006417572.1
OG0016293	AL1G19970	XP_024007838.1
OG0016294	AL1G20140	XP_006417555.1
OG0016295	AL1G20230	XP_006417549.1
OG0016296	AL1G20390	XP_006417533.2
OG0016297	AL1G20400	XP_006417531.1
OG0016298	AL1G20410	XP_006417530.1
OG0016299	AL1G20450	XP_006417526.1
OG0016300	AL1G20510	XP_006417519.2
OG0016301	AL1G20950	XP_006417485.1
OG0016302	nbis-gene-62	XP_024008229.1
OG0016303	AL1G21340	XP_024009140.1
OG0016304	AL1G21360	XP_006417453.1
OG0016305	nbis-gene-67	XP_006417415.2
OG0016306	AL1G21810	XP_006417408.1
OG0016308	AL6G42020	XP_006397318.1
OG0016309	AL1G22230	XP_006417379.1
OG0016310	AL9U11310	XP_006414971.2
OG0016311	AL1G22650	XP_006417347.1
OG0016312	AL1G22800	XP_006417329.1
OG0016313	AL1G22830	XP_024008082.1
OG0016314	AL1G22940	XP_024008477.1
OG0016315	AL2G13500	XP_006417278.1
OG0016316	AL1G23300	XP_006417270.1
OG0016317	AL1G23530	XP_006417254.1
OG0016318	AL1G23540	XP_006417253.1
OG0016319	AL1G23690	XP_006417242.1
OG0016320	AL1G23770	XP_024008288.1
OG0016321	AL1G23840	XP_006417230.1
OG0016322	AL1G23890	XP_006417224.1
OG0016323	AL1G23920	XP_006417220.1
OG0016324	AL1G24110	XP_006417212.2
OG0016325	AL1G24430	XP_006417194.1
OG0016326	AL1G24620	XP_006417170.1
OG0016327	AL1G24800	XP_006417151.1
OG0016328	AL1G24850	XP_006417148.1
OG0016329	AL1G24910	XP_006417143.1
OG0016330	AL1G24940	XP_024008442.1
OG0016331	AL1G25310	XP_006417115.1
OG0016332	AL1G25420	XP_006417105.1
OG0016333	AL1G25450	XP_024008993.1
OG0016334	AL1G25490	XP_006417098.1
OG0016335	AL1G25620	XP_006417085.1
OG0016336	AL1G25720	XP_006417081.1
OG0016337	AL1G25830	XP_006417068.1
OG0016338	AL1G25820	XP_006417071.2
OG0016339	AL1G26010	XP_024008681.1
OG0016340	AL1G26040	XP_024008894.1
OG0016341	AL1G26070	XP_024009035.1
OG0016342	AL1G26160	XP_006417031.1
OG0016343	AL1G26180	XP_024008377.1
OG0016344	AL1G26190	XP_006417029.1
OG0016345	AL1G26240	XP_006417021.1
OG0016346	AL1G26490	XP_006417002.1
OG0016347	AL1G26530	XP_006416999.1
OG0016348	AL1G27280	XP_006416936.1
OG0016349	AL1G27420	XP_006416921.1
OG0016351	AL1G27520	XP_006416907.1
OG0016352	AL1G27590	XP_006416902.1
OG0016353	AL1G27810	XP_006416888.1
OG0016354	AL1G27850	XP_024008291.1
OG0016355	AL2G37770	XP_006395965.1
OG0016356	AL1G28200	XP_006416851.1
OG0016357	AL1G28230	XP_006416848.1
OG0016358	AL1G28470	XP_006416825.1
OG0016359	nbis-gene-94	XP_006416817.1
OG0016360	AL1G28630	XP_006416813.2
OG0016361	AL1G28750	XP_006416802.1
OG0016362	AL1G28790	XP_024008703.1
OG0016363	AL1G28820	XP_006416795.1
OG0016364	AL1G28840	XP_006416793.1
OG0016365	AL1G29140	XP_006416755.1
OG0016366	AL1G29250	XP_006416745.1
OG0016368	AL1G29420	XP_006416731.1
OG0016369	AL1G29450	XP_006416728.1
OG0016370	AL8G24090, AL8G10070	XP_006402188.1
OG0016371	AL1G29500	XP_006416724.1
OG0016372	AL1G29580	XP_006416718.2
OG0016373	AL6G40570	XP_024007204.1
OG0016374	AL1G29720	XP_006416703.1
OG0016375	AL1G29750	XP_024008695.1
OG0016376	AL1G29770	XP_006416698.1
OG0016377	AL1G29780	XP_024009083.1
OG0016378	AL1G29840	XP_006416691.1
OG0016379	AL1G29890	XP_006416687.1
OG0016380	AL1G30090	XP_006416669.1
OG0016382	nbis-gene-99	XP_006416668.1
OG0016384	AL1G30380	XP_024008504.1
OG0016385	nbis-gene-100	XP_006416644.1
OG0016386	AL1G30470	XP_006416641.1
OG0016387	AL1G30510	XP_006416639.1
OG0016388	AL1G30530	XP_006416637.1
OG0016389	AL1G30550	XP_006416632.2
OG0016390	AL1G30640	XP_006416625.1
OG0016391	AL6G41200	XP_024010487.1, XP_024010486.1
OG0016392	AL8G26550	XP_024012643.1
OG0016393	AL1G31130	XP_006416578.1
OG0016394	AL1G31300	XP_006416567.1
OG0016395	AL1G31320	XP_006416563.1
OG0016396	AL1G31520	XP_006416547.1
OG0016397	AL1G31660	XP_024008813.1
OG0016398	AL1G31700	XP_006418764.2
OG0016399	AL1G31780	XP_006416529.2
OG0016400	AL1G31880	XP_006416521.1
OG0016401	AL1G31900	XP_006416519.1
OG0016402	AL1G31930	XP_024009208.1
OG0016403	AL1G31960	XP_024008657.1
OG0016404	AL1G32240	XP_006416500.2
OG0016405	AL1G32370	XP_024008265.1
OG0016406	AL1G32530	XP_006416461.1
OG0016407	AL3G41710	XP_006418611.1
OG0016408	AL1G32850	XP_006416441.1
OG0016409	AL1G32860	XP_024009197.1
OG0016410	AL1G32940	XP_006416431.1
OG0016411	AL1G33460	XP_006416388.1
OG0016412	AL1G33490	XP_006416384.1
OG0016413	AL1G33890	XP_006416354.1
OG0016414	AL1G34100	XP_006416336.1
OG0016415	AL1G34420	XP_006416316.1
OG0016416	AL4G13660	XP_006404853.1
OG0016417	AL1G34700	XP_006416290.1
OG0016418	AL1G34710	XP_006416289.1
OG0016419	AL1G34740	XP_024008891.1
OG0016420	AL1G34780	XP_006416282.1
OG0016421	AL1G34790	XP_024008117.1
OG0016422	AL1G34800	XP_024008118.1
OG0016423	AL1G34920	XP_006416269.1
OG0016424	AL1G34940, AL3G43350	XP_006416268.2
OG0016425	AL1G34960	XP_024008180.1
OG0016426	AL1G34980	XP_006416264.1
OG0016427	AL1G35610	XP_006416227.1
OG0016428	AL1G35630	XP_006416224.1
OG0016429	AL1G35640	XP_006416222.1
OG0016430	AL1G35980	XP_006416197.1
OG0016431	AL1G36000	XP_006416195.1
OG0016432	AL1G36070	XP_006416189.1
OG0016433	AL1G36080	XP_006416188.1
OG0016434	AL1G36140	XP_006416181.2
OG0016435	AL1G36230	XP_024008600.1
OG0016436	AL1G36320	XP_006416160.1
OG0016438	AL1G36350	XP_024008267.1
OG0016439	AL1G36570	XP_006416132.1
OG0016440	AL1G36630	XP_006416128.1
OG0016441	AL2G31430	XP_006390733.1
OG0016442	AL2G31380	XP_024007505.1
OG0016443	AL2G31320	XP_006390747.1
OG0016444	AL2G31300	XP_006390749.1
OG0016445	AL2G31200	XP_006390759.1
OG0016446	AL2G31160	XP_006390764.1
OG0016447	AL6G46970, AL2G31150	XP_006390765.1
OG0016448	AL2G31120	XP_006390769.1
OG0016449	AL2G31100	XP_006390772.1
OG0016450	AL2G30870	XP_006390788.1
