Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0015689	AL4G33450	XP_010509391.1, XP_010516956.1, XP_010505274.1
OG0015690	AL4G33440	XP_010516955.1, XP_010509392.1
OG0015691	AL4G33340	XP_010505252.1, XP_010516937.2, XP_010509403.1
OG0015692	nbis-gene-1093	XP_010412908.1, XP_010509406.1, XP_019099761.1
OG0015693	AL4G33200	XP_010516928.1, XP_010505244.1, XP_010509412.2
OG0015694	AL4G33100	XP_010509422.1, XP_010516918.1, XP_010505236.1
OG0015695	AL6G47510	XP_010455708.1, XP_010422231.1, XP_010433264.1
OG0015696	AL6G47860	XP_010422262.1, XP_010496173.1, XP_010432911.1
OG0015697	AL6G47870	XP_010432920.1, XP_010422260.1, XP_010496172.1
OG0015698	AL6G47890	XP_010496177.1, XP_010422265.1, XP_010432889.1
OG0015699	AL6G47940	XP_010496362.1, XP_010432817.1, XP_010455725.1
OG0015700	AL6G48080	XP_010455750.1, XP_010422285.1, XP_010432543.1
OG0015701	AL8G17570	XP_019087897.1, XP_010494275.1, XP_010481909.1
OG0015702	AL7G21570	XP_010438164.1, XP_010438160.1, XP_010432971.1
OG0015703	AL6G46930	XP_010455643.1, XP_010422178.1, XP_010433766.1
OG0015704	AL8G17460	XP_010442061.1, XP_010481897.1, XP_019097241.1
OG0015705	AL6G46600	XP_010455600.1, XP_010422139.1, XP_010434076.1
OG0015706	AL6G47340	XP_019089498.1, XP_010455689.1, XP_010422212.1
OG0015707	nbis-gene-929	XP_010429026.1, XP_010472107.1, XP_010416869.1
OG0015708	AL4G10540	XP_010416880.1, XP_010472117.1, XP_010429038.1
OG0015709	AL4G10560	XP_010429039.1, XP_010429050.1, XP_010472124.1, XP_010416884.1
OG0015710	AL4G10710	XP_010416904.1, XP_010472148.1, XP_010429070.1
OG0015711	AL4G10820	XP_010472161.1, XP_010416921.1, XP_010429085.1
OG0015712	nbis-gene-444, AL4G10840	XP_010429088.1, XP_010472162.1, XP_010416922.1
OG0015713	AL4G11280	XP_010472193.1, XP_010416953.1, XP_010429116.1
OG0015714	AL4G11290	XP_010429115.1, XP_010472192.1, XP_010416952.1
OG0015715	AL4G11390	XP_010474410.1, XP_010416961.1, XP_019085079.1, XP_010474411.1, XP_019098788.1
OG0015716	AL4G11740	XP_019083471.1, XP_010429142.2
OG0015717	AL4G11950	XP_010417003.1, XP_010472233.1, XP_010429166.1
OG0015718	AL4G12110	XP_010417016.1, XP_010429179.1, XP_010472245.1
OG0015719	AL4G12420	XP_010419272.1, XP_010472281.1, XP_010429218.1
OG0015720	AL4G12930	XP_010417066.1, XP_010472309.1, XP_010429255.1
OG0015721	AL4G13210	XP_010472333.1, XP_010429281.1, XP_010417085.1
OG0015722	AL4G13280	XP_010417089.1, XP_010429287.1
OG0015723	AL4G13290	XP_010472335.1, XP_019082704.1, XP_010429288.1
OG0015724	AL4G13450	XP_010429295.1, XP_010472342.1, XP_010417098.1
OG0015725	AL4G13910	XP_010429341.1, XP_010417128.1, XP_019093082.1
OG0015726	AL4G16960	XP_010417320.1, XP_010429545.1
OG0015727	AL4G16910	XP_010429542.1, XP_010472548.1, XP_010417316.1
OG0015728	AL4G18030	XP_010417374.1, XP_010429613.1, XP_010472623.1
OG0015729	AL4G18250	XP_010472638.1, XP_010417388.1, XP_010429624.1
OG0015730	nbis-gene-980	XP_010429481.1, XP_010472502.1, XP_010417247.1
OG0015731	AL4G18760	XP_010472649.1, XP_010417403.1, XP_010429641.1
OG0015732	AL4G18920	XP_019085147.1, XP_010417419.1, XP_010472659.1
OG0015733	nbis-gene-1005	XP_010417402.1, XP_010472647.1, XP_010429640.1
OG0015734	AL4G15870	XP_010431606.1, XP_010417242.1, XP_010472500.1
OG0015735	nbis-gene-1006	XP_010429646.1, XP_010472654.1, XP_010417410.1
OG0015736	AL4G19270	XP_010472675.1, XP_010429668.1, XP_010417439.1
OG0015737	AL4G14740	XP_010417188.1, XP_010472441.1, XP_010429411.1
OG0015738	AL4G17090	XP_010472573.1, XP_010417333.1, XP_010429561.1
OG0015739	AL1G51640	XP_010500106.1, XP_010479007.1, XP_010461396.1
OG0015740	AL1G51590	XP_010500100.1, XP_010461394.1, XP_010479003.1
OG0015741	AL1G51810	XP_010461413.1, XP_010479018.1, XP_019099389.1
OG0015742	AL1G52110	XP_010461432.1, XP_010479036.1, XP_010500128.1
OG0015743	AL1G52180	XP_010461435.1, XP_010501820.2, XP_019094216.1
OG0015744	AL1G52280	XP_010461441.1, XP_010479046.2, XP_010500141.1
OG0015745	AL1G51120	XP_010461366.1, XP_010500084.1, XP_010478964.1
OG0015746	AL1G51010	XP_010511130.1, XP_010500075.1, XP_010461357.1
OG0015747	AL1G50950	XP_010461356.1, XP_010511129.1, XP_010500074.1
OG0015748	AL1G50830	XP_010500062.1, XP_010461345.1, XP_010496065.1
OG0015749	AL1G50570	XP_010461331.1, XP_010500049.1, XP_010478956.1
OG0015750	AL1G50360	XP_010461317.1, XP_010500036.1, XP_010478945.1
OG0015751	AL1G50350	XP_010500033.1, XP_010461316.1, XP_010478943.1
OG0015752	AL1G50230	XP_010461309.1, XP_010500028.1, XP_010478933.1
OG0015754	nbis-gene-211	XP_010500001.1, XP_019091482.1, XP_010496806.1
OG0015755	AL1G48990	XP_010461270.1, XP_010480883.1, XP_010499994.1
OG0015756	AL1G48980	XP_010461269.1, XP_010478875.1, XP_010499993.1
OG0015757	AL1G48940	XP_010461268.1, XP_010499989.1, XP_010478872.1
OG0015758	AL1G48870	XP_010461259.1, XP_010499976.1, XP_010478864.1
OG0015759	AL1G48770	XP_010499966.1, XP_010478856.1, XP_010461254.1
OG0015760	AL1G48700	XP_010461250.1, XP_010499960.1, XP_010478851.1
OG0015761	AL1G47820	XP_019094735.1, XP_010461175.1
OG0015762	AL6G42470	XP_010455285.1, XP_010436396.1
OG0015763	AL6G42360	XP_019085600.1
OG0015764	AL6G42630	XP_010421792.1, XP_010455293.1, XP_010436308.1
OG0015765	AL6G43830	XP_010455401.1, XP_010437647.1, XP_010421921.1
OG0015766	AL6G43870	XP_010437565.1, XP_010455406.1, XP_010421924.1
OG0015767	AL6G43930	XP_010455412.1, XP_010421935.1, XP_010437512.1
OG0015768	AL6G43950	XP_010455413.1, XP_010421931.1
OG0015769	AL6G44020	XP_010421938.1, XP_010437433.1, XP_019089894.1
OG0015770	AL6G44030	XP_010437418.1, XP_010455420.1, XP_010421940.1
OG0015771	AL6G44070	XP_010437394.1, XP_010455422.1, XP_010421942.1
OG0015772	AL6G44130	XP_010455428.1, XP_010437254.1, XP_010421949.1
OG0015773	AL6G44200	XP_010455431.1, XP_010437197.1, XP_010421952.1
OG0015774	AL6G44500	XP_019084683.1, XP_019098698.1, XP_010437105.1, XP_010455443.1
OG0015775	AL6G44700	XP_010436865.1, XP_010455457.1, XP_010421977.1
OG0015776	AL6G45010	XP_010422011.1, XP_010455483.1, XP_010436669.1
OG0015777	AL6G45030	XP_010436640.1, XP_010455486.1, XP_010422022.1
OG0015778	AL6G45070	XP_010436609.1, XP_010422028.1, XP_010455491.1
OG0015779	AL6G45290	XP_010422050.1, XP_010455513.1, XP_010435504.1
OG0015780	AL6G45360	XP_010455522.1, XP_010422063.1, XP_010435336.1
OG0015781	AL6G45450	XP_010455529.1, XP_010422069.1, XP_010435241.1
OG0015782	AL6G45660	XP_010435116.1
OG0015783	AL6G45880	XP_010455552.1, XP_010434930.1, XP_010422099.1
OG0015784	AL6G45890	XP_010455553.1, XP_010434907.1, XP_010422100.1
OG0015785	AL6G46090	XP_010455566.1, XP_010422106.1, XP_010434793.1
OG0015786	AL6G46250	XP_010422120.1, XP_010455578.1, XP_010434601.1
OG0015787	AL6G46270	XP_010455579.1, XP_010422121.1, XP_010434591.1
OG0015788	AL6G46280	XP_010455583.1, XP_010434567.1, XP_010422123.1
OG0015789	AL6G30590	XP_010420710.1, XP_010492967.1, XP_010454183.1
OG0015790	AL6G38250	XP_010454977.1, XP_010421497.1, XP_010493890.1
OG0015791	AL4G19470	XP_010510541.1, XP_010469999.1, XP_010414445.1
OG0015792	AL8G21270	XP_010493662.1, XP_010482093.1, XP_010442267.1
OG0015793	AL6G38600	XP_010421529.1, XP_010455023.1
OG0015794	AL6G38690	XP_010455041.1, XP_010421538.1, XP_010493935.1
OG0015795	AL6G38700	XP_010493936.1, XP_010455042.1, XP_010421539.1
OG0015796	AL6G38830	XP_010455058.1, XP_010493945.1
OG0015797	AL6G39250	XP_010455093.1, XP_019083973.1, XP_010493982.1
OG0015798	AL6G39620	XP_010494015.1, XP_010455128.1, XP_010421636.1
OG0015799	AL6G39630	XP_010494016.1, XP_010421635.1, XP_010455129.1
OG0015800	AL6G40390	XP_010494078.1, XP_010421676.1, XP_010455166.1
OG0015801	AL3G48180	XP_010467951.1, XP_010416514.1
OG0015802	AL3G48120	XP_010489110.1, XP_010467947.1
OG0015803	AL3G48100	XP_010489108.1, XP_010416430.1, XP_010467945.1
OG0015804	AL3G47970	XP_010416287.1, XP_010467935.1, XP_010489093.1
OG0015805	AL3G47960	XP_010489092.1, XP_010416271.1, XP_010467936.1
OG0015806	AL3G47820	XP_010495920.1, XP_010416046.2, XP_019096901.1
OG0015807	AL3G53890	XP_010488992.1, XP_010467767.1
OG0015808	nbis-gene-908	XP_010490287.1, XP_010425816.1, XP_010467807.1
OG0015809	AL5G30500	XP_010503707.1, XP_010515398.1, XP_010426581.1
OG0015810	AL7G21060	XP_010447628.1, XP_010436318.1, XP_010438091.1
OG0015811	AL5G24580	XP_010503201.1, XP_010514912.1, XP_010426019.1
OG0015812	AL5G24530	XP_010503194.1, XP_010514907.1, XP_010426011.1
OG0015813	AL5G24480	XP_010426007.1, XP_010514900.1, XP_010503190.1
OG0015814	AL4G47660	XP_010497174.1, XP_010506853.1
OG0015815	AL4G47610	XP_010518523.1, XP_010506849.1, XP_010507822.1
OG0015816	AL4G47550	XP_010506845.1, XP_010507826.1, XP_010413113.1
OG0015817	AL4G47410	XP_010506821.1, XP_010507850.1
OG0015818	AL4G47370	XP_010507854.1, XP_010506815.1, XP_010518494.1
OG0015819	AL4G47340	XP_010506814.1, XP_010507855.1, XP_010518493.1
OG0015820	AL4G47330	XP_010507857.1, XP_010518491.1, XP_010506809.1
OG0015821	AL4G47250	XP_019100677.1, XP_010518482.1
OG0015822	AL4G47180	XP_010506797.1, XP_010518467.1, XP_010507871.1
OG0015823	AL4G47120	XP_010506792.1, XP_010518458.1, XP_010507877.1
OG0015824	AL4G46630	XP_010506735.1, XP_010507931.1, XP_010518400.1
OG0015825	AL4G46570	XP_010506733.1, XP_010507933.1
OG0015826	AL4G46420	XP_010506716.1, XP_019101146.1
OG0015827	AL4G46380	XP_010507955.1, XP_010518378.1, XP_010506707.1
OG0015828	AL4G46360	XP_010507956.1, XP_010506706.1, XP_010518376.1
OG0015829	AL4G46340, AL181U10030	XP_010506704.1, XP_010507959.1
OG0015830	AL4G46170	XP_010506686.1, XP_010507983.1, XP_010518347.1
OG0015831	nbis-gene-1168	XP_010518342.1, XP_010506677.1, XP_010507988.1
OG0015832	AL4G45650	XP_010508033.1, XP_010518307.1
OG0015833	AL4G45330	XP_010506609.1, XP_010508064.1, XP_010518271.1
OG0015834	AL4G45090	XP_010518231.1, XP_010506568.1, XP_010508098.1
OG0015835	AL4G44880	XP_010508124.1, XP_010506532.1, XP_010518204.1
OG0015836	AL4G44790	XP_010508136.1, XP_010506546.1, XP_010518183.1
OG0015837	AL4G44780	XP_010413071.1, XP_010507756.1, XP_010512834.1
OG0015838	AL4G44760	XP_010508138.1, XP_010506523.1, XP_010518181.1
OG0015839	AL4G44350	XP_010506461.1, XP_010508198.1, XP_019082407.1
OG0015840	AL4G44330	XP_019082406.1, XP_010506459.1, XP_010508200.1
OG0015841	AL4G44300	XP_010518131.1
OG0015842	AL4G44260	XP_010508208.1, XP_010506452.1, XP_010518128.1
OG0015843	AL3G50990	XP_010489437.1, XP_010467592.1
OG0015844	AL4G44130	XP_010508218.1, XP_010518113.1, XP_019100633.1
OG0015845	AL4G44110	XP_010518111.1, XP_010506439.1, XP_010508221.1
OG0015846	AL4G44070	XP_010508225.1, XP_010518108.1, XP_010506436.1
OG0015847	AL4G44020	XP_010518101.1, XP_010506432.1, XP_010508230.1
OG0015848	AL4G43950	XP_010518095.1, XP_010508239.1, XP_010506422.1
OG0015849	AL6G49320	XP_010455882.1, XP_010422452.1
OG0015850	AL4G43840	XP_010506409.1, XP_010518080.1, XP_010508253.1
OG0015851	AL4G43770	XP_010506402.1, XP_019082397.1, XP_010508261.1
OG0015852	AL4G43340	XP_010518034.1, XP_010506358.1, XP_010508304.1
OG0015853	AL4G42870	XP_010506303.1, XP_010517981.1, XP_010508351.1
OG0015854	AL4G42740	XP_010517966.1, XP_010508367.1
OG0015855	AL4G42550	XP_010413039.1, XP_010508382.1, XP_010506264.1
OG0015856	AL4G42360	XP_010508405.1, XP_010506246.1, XP_010517930.1
OG0015857	AL4G42200	XP_010517907.1, XP_010508428.1, XP_010506216.1
OG0015858	AL4G42140	XP_010517901.1, XP_010506212.1, XP_010508435.1
OG0015859	AL4G41990	XP_010506199.1, XP_010517891.1, XP_010508447.1
OG0015860	AL4G41890	XP_010517877.1, XP_010506184.1, XP_010508452.1
OG0015861	AL4G41720	XP_010506164.1, XP_010508474.1, XP_010517860.1
OG0015862	AL4G41590	XP_010506149.1, XP_010517847.1, XP_010508490.1
OG0015863	AL4G41540	XP_010506141.1
OG0015864	AL4G41470	XP_010517831.1, XP_010506130.1, XP_010508515.1
OG0015865	AL4G41460	XP_010508516.1, XP_010517830.1, XP_010506129.1
OG0015866	AL4G41360	XP_010508532.1, XP_010517817.1, XP_010506114.1
OG0015867	AL4G41220	XP_010517805.1, XP_010506103.1, XP_010508543.1
OG0015868	AL4G41210	XP_010506102.1, XP_010508544.1, XP_010517802.1
OG0015869	AL4G41140	XP_010508552.1, XP_010506090.1, XP_010517788.1
OG0015870	AL4G40610	XP_010508601.1, XP_010517740.1, XP_010506037.1
OG0015871	AL4G40310	XP_010505993.1, XP_010517695.1, XP_010508638.1
OG0015872	AL4G40050	XP_010505982.1, XP_010508658.1
OG0015873	AL4G40200	XP_010505983.1, XP_010517681.1, XP_010413007.1, XP_010508656.1
OG0015874	AL4G40220	XP_010505987.1, XP_010517686.1, XP_010508652.1
OG0015875	AL4G40240	XP_010505990.1, XP_010517688.1, XP_010508649.1
OG0015876	AL4G39650	XP_010505939.1
OG0015877	AL4G39620	XP_010517644.1, XP_010508708.1, XP_010505934.1
OG0015878	AL4G39520	XP_010508718.1, XP_019100564.1
OG0015879	AL8G10640	XP_019098025.1, XP_019088105.1, XP_019095438.1
OG0015880	AL8G11230	XP_010441513.1, XP_010481381.1
OG0015881	AL3G11020	XP_010485524.1, XP_010463554.1, XP_010516613.1
OG0015882	AL3G11030	XP_010517690.1, XP_010485525.1, XP_010463557.1
OG0015883	AL3G11070	XP_010485530.1, XP_010463566.1, XP_010414882.1
OG0015884	AL3G11090	XP_010485532.1, XP_010418364.1, XP_010463567.1
OG0015885	AL3G11180	XP_019092681.1, XP_019096865.1, XP_010432103.1
OG0015886	AL3G11200	XP_010434273.1, XP_010485431.1, XP_010463589.1
OG0015887	AL3G11340	XP_010485446.1, XP_010463602.1, XP_010445019.1
OG0015888	AL3G11350	XP_010463604.1, XP_010485447.1, XP_010445700.1
OG0015889	AL3G11360	XP_010467969.1, XP_010489635.1, XP_010446376.1
OG0015890	AL3G11430	XP_010455021.1, XP_010485455.1, XP_010463613.1
OG0015891	AL3G11570	XP_010485473.1, XP_010468719.1, XP_010463629.1
OG0015892	AL3G11580	XP_010469616.1, XP_010485470.1, XP_010463631.1
OG0015893	AL3G11750	XP_010485489.1, XP_010463648.1, XP_010490331.1
OG0015894	AL3G11900	XP_010463666.1, XP_010485565.1, XP_010498530.1
OG0015895	AL3G12080	XP_010463690.1, XP_010485590.2
OG0015896	AL3G12090	XP_010501106.1, XP_010485589.1, XP_010463691.1
OG0015897	AL3G12100	XP_010500992.1, XP_010463693.1
OG0015898	AL3G12120	XP_010485594.1, XP_010463695.1, XP_010500883.1
OG0015899	AL3G27920, AL230U10040	XP_010485490.1
OG0015899	AL3G12130	XP_010463649.1
OG0015900	AL3G12230	XP_010501789.1, XP_010485611.1, XP_010463708.1
OG0015901	AL3G12370	XP_010485624.1, XP_010503399.1, XP_010463730.1
OG0015902	AL3G12460	XP_010485634.1, XP_010463738.1, XP_010504847.1, XP_010489651.1
OG0015903	AL3G12520	XP_010485635.1, XP_010504964.1, XP_010463739.1
OG0015904	AL3G12800	XP_010507366.1
OG0015905	AL3G12870	XP_010463777.1, XP_010485662.1, XP_010508189.1
OG0015906	AL3G13230	XP_010463801.1, XP_010511433.1, XP_010485692.1
OG0015907	AL3G13470	XP_019096318.1, XP_010485714.1, XP_010513283.1, XP_010463825.1
OG0015908	AL3G13560	XP_010463834.1, XP_010485727.2
OG0015909	AL3G13590	XP_010514039.1, XP_010463839.1, XP_010485732.1
OG0015910	AL3G13770	XP_010515509.1, XP_010485751.1, XP_010463855.1
OG0015911	AL3G13790	XP_010485755.1, XP_010515733.1, XP_010463857.1
OG0015912	AL3G13880	XP_010517061.1, XP_010463867.1, XP_010485767.1
OG0015913	AL3G13920	XP_010517383.1, XP_010485770.1, XP_010463871.1
OG0015914	AL3G14040	XP_019096278.1, XP_019099764.1, XP_010463886.1
OG0015915	AL3G14050	XP_010485787.1, XP_010412703.1, XP_010463888.1
OG0015916	AL3G14240	XP_010485796.1, XP_010463904.1
OG0015917	AL3G14340	XP_010485809.1, XP_010463914.1, XP_010414155.1
OG0015918	AL3G14510	XP_010463927.1, XP_010485827.1
OG0015919	AL3G14970	XP_010485866.1, XP_010419070.1, XP_010463969.1
OG0015920	nbis-gene-658	XP_010419273.1, XP_010485870.1, XP_010463971.1
OG0015921	AL3G15590	XP_010464036.1, XP_010424476.1
OG0015922	AL3G15630	XP_010424677.1, XP_010464040.1, XP_010485952.1
OG0015923	AL3G15710	XP_010425089.1, XP_010485958.1, XP_010464045.1
OG0015924	AL3G15960	XP_010426613.1, XP_010426982.1, XP_010485984.1, XP_010464065.1
OG0015925	AL7G43850	XP_010435393.1, XP_010445503.2, XP_010450343.2, XP_010450342.1
OG0015926	AL3G16110	XP_010428225.1, XP_010464077.1
OG0015927	AL3G16280	XP_010430169.1, XP_010486020.1, XP_010464093.1
OG0015928	AL3G16410	XP_010431108.1, XP_010464114.1, XP_010486044.1
OG0015929	AL3G16440	XP_010464122.2, XP_010486049.1, XP_010431525.1
OG0015930	AL3G16500	XP_010486051.1, XP_010431849.1, XP_010464126.1
OG0015931	AL3G16560	XP_010432487.1, XP_010464135.1, XP_010486057.1
OG0015932	AL3G16570	XP_019093446.1, XP_010489688.1, XP_010464136.1
OG0015934	AL3G16990	XP_010436350.1, XP_010486104.1, XP_010464180.1
OG0015935	AL3G17410	XP_019091480.1
OG0015936	AL3G17320	XP_010486146.1, XP_010439287.1, XP_010464209.1
OG0015937	AL3G17380	XP_019097101.1, XP_010464215.1, XP_010439900.1
OG0015938	AL3G17460	XP_010486153.1, XP_010464217.1, XP_010440280.1
OG0015939	AL3G42790	XP_010412550.1, XP_010488745.1, XP_010467061.1
OG0015940	AL3G17960	XP_010445311.1, XP_010464273.1, XP_010486214.1
OG0015941	AL3G18130	XP_010486226.1, XP_010464314.1, XP_010446491.1
OG0015942	AL3G18250	XP_019096832.1, XP_010447262.1, XP_019092440.1
OG0015943	AL3G18290	XP_010486238.1, XP_010464303.1, XP_010447682.1
OG0015944	AL3G18800	XP_010452569.1, XP_010486309.1, XP_010464371.1
OG0015945	AL3G18890	XP_019100506.1, XP_010464385.1, XP_010486317.1
OG0015946	AL3G18920	XP_019096967.1, XP_019100530.1
OG0015947	AL3G18980	XP_019100543.1, XP_019092639.1, XP_010489710.1
OG0015948	AL3G19000	XP_010464400.1, XP_010486333.1, XP_010456375.1
OG0015949	AL3G19030	XP_010486336.1, XP_010456598.1, XP_010464405.1
OG0015950	AL3G19060	XP_010486338.1, XP_010456734.1, XP_010464409.1
OG0015951	AL3G19150	XP_010464417.1, XP_010457416.1, XP_010486348.1
OG0015952	AL3G19230	XP_010486358.1, XP_010458478.1, XP_010464427.1
OG0015953	AL3G19240	XP_010458724.1, XP_010486360.1, XP_010464429.1
OG0015954	AL3G19390	XP_010486381.1, XP_010460888.1, XP_010464448.1
OG0015955	AL3G19660	XP_010486408.1, XP_010464475.1
OG0015956	AL3G19990	XP_010464523.1, XP_010467441.1, XP_019096162.1
OG0015957	AL3G20010	XP_010467712.1, XP_010486452.1, XP_019092910.1
OG0015958	AL3G20100	XP_010468616.1, XP_010464537.1, XP_019096661.1
OG0015959	AL3G20120	XP_019092956.1, XP_019100784.1, XP_010486465.1
OG0015960	AL3G20150	XP_010464544.1, XP_019096895.1
OG0015961	AL3G20320	XP_010470095.1, XP_010486481.1, XP_010464559.1
OG0015962	AL3G20330	XP_010464560.1, XP_010486482.1, XP_010470204.1
OG0015963	AL3G20360	XP_010470490.1, XP_010464564.1, XP_010486486.1
OG0015964	AL3G20460	XP_010464570.1, XP_010486494.1, XP_010471277.1
OG0015965	AL3G20630	XP_010486516.1, XP_010473184.1, XP_010464592.1
OG0015966	AL3G20710	XP_019100857.1, XP_010486525.1, XP_010464599.1
OG0015967	AL3G20750	XP_010464606.1, XP_010474176.1, XP_010486530.1
OG0015968	AL3G20850	XP_010474920.1, XP_010486535.1, XP_010464615.1
OG0015969	AL3G20900	XP_010464621.1, XP_010489729.1
OG0015970	AL3G20940	XP_010486544.1, XP_010464628.1, XP_010475991.1
OG0015971	AL3G20950	XP_010464629.1, XP_010476177.1, XP_010486545.1
OG0015972	AL3G21080	XP_010464642.1, XP_010477969.1, XP_010486561.1
OG0015973	AL3G21090	XP_010486564.1, XP_010478077.1, XP_010464639.1
OG0015974	AL3G21150	XP_010464650.1, XP_010486567.1, XP_010478647.1
OG0015975	AL3G21390	XP_010486589.1, XP_010464668.1, XP_010480453.1
OG0015976	AL3G21400	XP_010464667.1, XP_010486588.1, XP_010480364.1
OG0015977	nbis-gene-564	XP_010470800.1, XP_010415471.1, XP_010511848.1
OG0015978	AL3G21560	XP_010486619.1, XP_010464690.1, XP_010481650.1
OG0015979	AL3G21650	XP_010482565.1, XP_010486633.1
OG0015980	AL3G21690	XP_010464708.1, XP_019096913.1, XP_010483197.1
OG0015981	AL3G21730	XP_010486639.1, XP_010483618.1, XP_010464710.1
OG0015982	AL3G21760	XP_010486642.1, XP_010483720.1, XP_010464712.1
OG0015983	AL3G21890	XP_010486664.1, XP_010464726.1, XP_010485171.1, XP_010485001.1
OG0015984	AL3G22140	XP_010486681.1, XP_010464746.1
OG0015985	AL3G22160	XP_010486682.1, XP_010418638.1, XP_010464747.1
OG0015986	AL3G22170	XP_010486684.1, XP_010493587.1
OG0015987	AL3G22360	XP_019096644.1, XP_010464774.1, XP_010491696.1
OG0015988	AL3G22480	XP_010464787.1, XP_010486717.1, XP_010490221.1
OG0015989	AL3G22600	XP_010489039.1, XP_010464802.1, XP_010486749.1
OG0015990	nbis-gene-689	XP_010486757.1, XP_010464810.1, XP_010488163.1
OG0015991	AL3G22780	XP_010486592.1, XP_010464829.1, XP_010486774.1
OG0015992	AL3G22850	XP_010418767.2, XP_019096675.1, XP_010464841.1
OG0015993	AL3G22910	XP_019092079.1, XP_010486790.1, XP_010495295.1
OG0015994	AL3G41170	XP_010466946.1, XP_010488636.1, XP_010514082.1
OG0015995	AL3G23140	XP_010497361.1, XP_010486828.1, XP_010464877.1
OG0015996	AL3G23630	XP_010486885.1, XP_010498433.1, XP_019092793.1
OG0015997	AL3G23650	XP_010486887.1, XP_019092466.1, XP_010498453.1
OG0015998	AL3G23730	XP_010498516.1, XP_010486899.1, XP_010464960.1
OG0016000	AL3G23990	XP_010498917.1, XP_010486935.1, XP_010465003.1
OG0016001	AL3G24160	XP_010465025.1, XP_010499090.1, XP_010486970.1
OG0016002	AL3G24260	XP_010465034.1, XP_010499208.1
OG0016003	AL3G24430	XP_010465054.1, XP_010487001.1, XP_010499439.1
OG0016004	AL3G24550	XP_010487013.1, XP_010465066.1, XP_010499595.1
OG0016005	AL5G10680	XP_010513885.1, XP_010502140.1, XP_010424929.1
OG0016006	AL3G24850	XP_010487057.1, XP_010465110.1, XP_010500015.1
OG0016007	AL3G25460	XP_010500711.1, XP_010465198.1, XP_010487117.1
OG0016008	AL3G25660	XP_010465215.1, XP_019101637.1, XP_010487130.1
OG0016009	AL3G25850	XP_010501185.1, XP_010487148.1, XP_010465242.1
OG0016010	AL3G25870	XP_010487151.1, XP_010501163.1, XP_010465245.1
OG0016011	AL3G25990	XP_019095305.1, XP_019096624.1, XP_019092621.1
OG0016012	AL3G26020	XP_010487162.1, XP_010501368.1, XP_010465258.1
OG0016013	AL3G26210	XP_010487187.1, XP_019092578.1, XP_010501543.1
OG0016014	AL3G26400	XP_010501681.1, XP_010465301.1, XP_010487204.1
OG0016015	AL3G26710	XP_010487236.1, XP_010501870.1, XP_010465329.1
