Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_oleracea
OG0015433	AL3G10310	XP_013628679.1
OG0015434	AL3G10430	XP_013623708.1
OG0015435	AL3G10580	XP_013622760.1
OG0015436	AL3G10660	XP_013622536.1
OG0015437	AL8G44920	XP_013612762.1
OG0015438	AL8G45000	XP_013598925.1
OG0015439	AL8G45110	XP_013598350.1
OG0015440	AL2G37570	XP_013607113.1
OG0015441	AL8G45220	XP_013596223.1
OG0015442	AL5G14740	XP_013614076.1
OG0015443	AL8G45350	XP_013618032.1
OG0015444	AL8G45430	XP_013593667.1
OG0015445	AL8G45500	XP_013618027.1
OG0015446	AL8G45560	XP_013612862.1
OG0015447	AL5G46410	XP_013599969.1, XP_013600568.1
OG0015448	AL5G46400	XP_013630290.1
OG0015449	AL5G46390	XP_013636073.1
OG0015450	AL5G46350	XP_013636072.1
OG0015451	AL5G46330	XP_013590690.1
OG0015452	AL5G46280	XP_013600174.1
OG0015453	AL5G46260	XP_013635881.1
OG0015454	AL5G46170	XP_013630901.1
OG0015455	AL5G46160	XP_013630900.1
OG0015456	AL5G45960	XP_013600593.1
OG0015457	AL5G45920	XP_013600331.1
OG0015458	AL5G45750	XP_013604620.1
OG0015459	AL5G45650	XP_013634240.1
OG0015460	AL5G45600	XP_013602385.1
OG0015461	AL5G45560	XP_013632889.1
OG0015462	AL5G45480	XP_013603192.1
OG0015463	AL5G45370	XP_013602231.1
OG0015464	AL5G45130	XP_013591413.1
OG0015465	AL5G45120	XP_013604689.1
OG0015466	AL5G44980	XP_013591934.1
OG0015467	AL5G44950	XP_013604934.1
OG0015468	AL5G44640	XP_013604290.1
OG0015469	AL5G44510	XP_013603484.1, XP_013590906.1
OG0015470	AL5G44450	XP_013605869.1
OG0015471	AL5G44420	XP_013604932.1
OG0015472	AL8G26180	XP_013606437.1
OG0015473	AL5G44060	XP_013603568.1
OG0015474	AL5G43920	XP_013602357.1
OG0015475	AL5G43850	XP_013605528.1
OG0015476	AL5G43700	XP_013605803.1
OG0015477	AL5G43410	XP_013600175.1
OG0015478	AL5G43390	XP_013592301.1
OG0015479	AL5G43240	XP_013635935.1, XP_013600738.1
OG0015480	AL5G43180	XP_013635617.1
OG0015481	AL5G43170	XP_013605313.1
OG0015482	AL4G17840	XP_013635177.1
OG0015483	AL5G42810	XP_013592672.1
OG0015484	AL5G42700	XP_013589970.1, XP_013634438.1
OG0015485	AL5G42580	XP_013591690.1
OG0015486	AL1G39910	XP_013593829.1
OG0015487	nbis-gene-1401	XP_013633581.1
OG0015488	AL5G42450	XP_013635850.1
OG0015489	AL5G42370	XP_013591560.1
OG0015490	AL5G42160	XP_013604200.1
OG0015491	AL5G42120	XP_013604804.1
OG0015492	AL5G41820	XP_013592311.1
OG0015493	AL5G41440	XP_013615010.1
OG0015494	AL5G41290	XP_013592739.1
OG0015495	AL5G41280	XP_013616589.1
OG0015496	AL3G43300	XP_013598770.1
OG0015497	AL5G41030	XP_013633521.1
OG0015498	AL5G40630	XP_013592603.1
OG0015500	AL5G40410	XP_013634672.1, XP_013591647.1
OG0015501	AL5G40320	XP_013587914.1
OG0015502	AL5G40300	XP_013602087.1
OG0015503	AL5G40260	XP_013591937.1
OG0015504	AL5G40230	XP_013602227.1
OG0015505	AL5G40220	XP_013600350.1
OG0015506	AL5G39660	XP_013614175.1
OG0015507	AL5G39500	XP_013600425.1
OG0015508	AL5G39480	XP_013600676.1
OG0015509	AL5G39410	XP_013592448.1
OG0015510	AL5G39210	XP_013605794.1
OG0015511	AL5G39150	XP_013605624.1
OG0015512	AL5G39120	XP_013600426.1
OG0015513	AL5G38940	XP_013604868.1
OG0015514	AL7G22700	XP_013594878.1
OG0015515	AL4G17520	XP_013636156.1
OG0015516	AL5G38530	XP_013600855.1, XP_013636216.1
OG0015517	AL5G38090	XP_013599806.1
OG0015518	AL5G38020	XP_013631427.1
OG0015519	AL5G37980	XP_013635852.1
OG0015520	AL5G23470	XP_013629951.1
OG0015521	AL5G37770	XP_013601973.1
OG0015522	AL5G37740	XP_013592126.1
OG0015523	AL5G37550	XP_013600902.1
OG0015524	AL5G37490	XP_013600079.1
OG0015525	nbis-gene-1376	XP_013605292.1
OG0015526	AL5G37310	XP_013604690.1
OG0015527	AL5G37280	XP_013602974.1
OG0015528	AL5G37200	XP_013602277.1
OG0015529	AL5G37130	XP_013605226.1
OG0015530	AL5G37120	XP_013605227.1
OG0015531	AL5G36850	XP_013605207.1
OG0015532	AL2G11760	XP_013609537.1
OG0015533	AL5G36540	XP_013605342.1
OG0015534	AL5G36500	XP_013605629.1
OG0015535	AL5G36450	XP_013632093.1
OG0015536	AL5G36400	XP_013631182.1
OG0015537	AL5G36350	XP_013635006.1
OG0015538	AL5G36280	XP_013597894.1
OG0015539	AL5G36260	XP_013630980.1
OG0015540	AL5G36180	XP_013592790.1
OG0015541	AL5G36080	XP_013602443.1
OG0015542	AL5G36040	XP_013603306.1, XP_013591931.1
OG0015543	AL5G35990	XP_013605518.1
OG0015544	AL5G35980	XP_013605516.1
OG0015545	AL5G35920	XP_013600148.1
OG0015546	AL2G26830	XP_013589977.1
OG0015547	AL5G35720	XP_013600110.1
OG0015548	AL5G35680	XP_013591745.1
OG0015549	AL5G35550	XP_013591947.1
OG0015550	AL5G35510	XP_013636238.1
OG0015551	AL5G35470	XP_013604657.1
OG0015552	AL5G35440	XP_013600435.1
OG0015553	AL5G35430	XP_013590253.1, XP_013588179.1
OG0015554	AL5G35280	XP_013637655.1
OG0015555	AL2G20450	XP_013605619.1
OG0015556	AL3G42810	XP_013637383.1
OG0015557	AL5G34970	XP_013589856.1
OG0015558	AL5G34920	XP_013636975.1
OG0015559	AL5G34860	XP_013600257.1
OG0015560	AL5G34820	XP_013636261.1
OG0015561	AL5G34490	XP_013589312.1
OG0015562	AL3G53840	XP_013598309.1
OG0015563	AL5G33970	XP_013636552.1
OG0015564	AL5G33860	XP_013605555.1
OG0015565	AL5G33780	XP_013634800.1
OG0015566	AL5G33600	XP_013602797.1
OG0015567	AL5G33470	XP_013600754.1
OG0015568	AL5G33420	XP_013637439.1
OG0015569	AL5G33390	XP_013599522.1
OG0015570	AL5G33230	XP_013635038.1
OG0015571	AL8G28920	XP_013614882.1
OG0015572	AL8G28700	XP_013607012.1
OG0015573	AL8G28170	XP_013620900.1, XP_013620898.1
OG0015574	AL8G28150	XP_013608643.1
OG0015575	AL8G28030	XP_013627782.1
OG0015576	AL8G28010	XP_013621024.1
OG0015577	AL7G39120	XP_013593100.1
OG0015578	AL3G39950	XP_013630688.1
OG0015579	AL3G39960	XP_013621187.1
OG0015580	AL3G40070	XP_013599306.1
OG0015581	AL3G40100	XP_013594036.1
OG0015582	AL3G40160	XP_013615069.1
OG0015583	AL3G40450	XP_013630596.1
OG0015584	AL3G40480	XP_013596486.1
OG0015585	AL3G40590	XP_013595836.1
OG0015586	AL3G40820	XP_013595311.1
OG0015587	AL26U10020	XP_013597796.1
OG0015588	AL3G41110	XP_013599216.1
OG0015589	AL3G41120	XP_013625537.1
OG0015590	AL3G41300	XP_013593662.1
OG0015591	AL3G41310	XP_013594074.1
OG0015592	AL3G42020	XP_013628789.1
OG0015593	AL3G42030	XP_013595292.1
OG0015594	AL3G42170	XP_013625147.1
OG0015595	AL3G42200	XP_013598657.1
OG0015596	AL3G42220	XP_013625146.1
OG0015597	AL3G42370	XP_013629776.1
OG0015598	AL3G42430	XP_013629381.1
OG0015599	AL3G42700	XP_013628107.1
OG0015600	AL3G42730	XP_013629077.1
OG0015601	AL3G42830	XP_013630468.1
OG0015602	AL3G43280	XP_013595848.1, XP_013622985.1
OG0015603	AL5G21490	XP_013623257.1
OG0015604	AL3G43430	XP_013593097.1
OG0015605	AL3G39770	XP_013598784.1
OG0015606	AL2G25040	XP_013590418.1
OG0015607	AL2G25390	XP_013618077.1
OG0015608	AL2G25490	XP_013618701.1
OG0015609	AL2G25720	XP_013616441.1
OG0015610	AL2G25820	XP_013587974.1
OG0015611	AL2G25960	XP_013616671.1
OG0015612	AL2G26080	XP_013592606.1
OG0015613	AL2G26100	XP_013591840.1
OG0015614	AL2G26580	XP_013591458.1
OG0015615	AL2G26700	XP_013591896.1
OG0015616	AL2G26890	XP_013592124.1
OG0015618	AL2G27020	XP_013592808.1
OG0015619	AL2G27060	XP_013589972.1
OG0015620	AL6G41260	XP_013606043.1
OG0015621	AL8G20910	XP_013598834.1
OG0015622	AL8G21970	XP_013597866.1
OG0015623	AL8G21880	XP_013597868.1
OG0015624	AL8G21670	XP_013598849.1
OG0015625	AL8G21580, AL43U10050	XP_013599277.1
OG0015626	AL3G51270	XP_013611582.1
OG0015627	AL7G43720	XP_013600944.1
OG0015628	AL3G51500	XP_013599042.1
OG0015629	AL3G51550	XP_013625877.1
OG0015630	AL3G51640	XP_013610296.1
OG0015631	AL3G51690	XP_013595392.1
OG0015632	AL3G51750	XP_013609481.1
OG0015633	AL3G51880	XP_013627111.1
OG0015634	AL3G53050	XP_013608892.1
OG0015635	AL3G53020	XP_013592974.1
OG0015636	AL3G52940	XP_013609421.1
OG0015637	AL3G48980	XP_013596567.1
OG0015638	AL3G48940	XP_013595612.1
OG0015640	AL4G39170	XP_013626862.1
OG0015641	AL4G39090	XP_013636119.1
OG0015642	AL4G39020	XP_013632153.1
OG0015643	AL4G38940	XP_013634583.1
OG0015644	AL4G38890	XP_013636182.1
OG0015645	AL5G12790	XP_013611085.1
OG0015646	AL4G38790	XP_013636997.1
OG0015647	AL4G38570	XP_013637212.1
OG0015648	AL4G38530	XP_013631509.1
OG0015649	AL4G38210	XP_013630995.1
OG0015650	AL7G47170	XP_013592772.1
OG0015651	AL4G38070	XP_013622305.1
OG0015652	AL4G38010, AL4G38040	XP_013637265.1
OG0015653	AL4G37760	XP_013634030.1
OG0015654	AL4G37530	XP_013636554.1
OG0015655	AL4G37500	XP_013631668.1
OG0015656	AL4G37490	XP_013628734.1
OG0015657	AL4G37450	XP_013633911.1
OG0015658	AL4G37080	XP_013631422.1
OG0015659	AL4G37060	XP_013622923.1
OG0015660	AL4G36960	XP_013633567.1
OG0015661	AL4G36800	XP_013622427.1
OG0015662	AL4G36390	XP_013637199.1
OG0015663	AL4G36270	XP_013632087.1
OG0015664	AL4G36200	XP_013628199.1
OG0015665	AL3G24000	XP_013622036.1
OG0015666	AL4G36160	XP_013631328.1
OG0015667	AL4G36140	XP_013634695.1
OG0015668	AL4G36020	XP_013637344.1
OG0015669	AL4G35940	XP_013637033.1
OG0015670	AL4G35860	XP_013625080.1
OG0015671	AL5G10740	XP_013614256.1
OG0015672	AL4G35830	XP_013631138.1
OG0015673	AL4G35630	XP_013637184.1
OG0015674	AL4G35570	XP_013634722.1
OG0015676	AL4G35140	XP_013633913.1
OG0015677	AL4G35130	XP_013633877.1
OG0015678	AL6G42610	XP_013606453.1
OG0015679	AL4G35050	XP_013636388.1
OG0015681	AL4G34690	XP_013635928.1, XP_013635929.1
OG0015682	AL5G22060	XP_013623573.1
OG0015684	AL4G34220	XP_013630878.1
OG0015685	AL4G33720	XP_013622004.1
OG0015686	AL4G33620	XP_013631990.1
OG0015687	AL4G33600	XP_013626562.1
OG0015688	AL4G33560	XP_013626513.1
OG0015689	AL4G33450	XP_013634870.1
OG0015690	AL4G33440	XP_013633936.1
OG0015691	AL4G33340	XP_013621911.1
OG0015692	nbis-gene-1093	XP_013634772.1
OG0015693	AL4G33200	XP_013637614.1
OG0015694	AL4G33100	XP_013633784.1
OG0015695	AL6G47510	XP_013611841.1
OG0015696	AL6G47860	XP_013623418.1
OG0015697	AL6G47870	XP_013611534.1
OG0015698	AL6G47890	XP_013629421.1
OG0015699	AL6G47940	XP_013606160.1
OG0015700	AL6G48080	XP_013609248.1
OG0015701	AL8G17570	XP_013632366.1
OG0015702	AL7G21570	XP_013596277.1
OG0015703	AL6G46930	XP_013620351.1
OG0015704	AL8G17460	XP_013596235.1
OG0015705	AL6G46600	XP_013609175.1
OG0015706	AL6G47340	XP_013630007.1
OG0015707	nbis-gene-929	XP_013637221.1
OG0015708	AL4G10540	XP_013599841.1
OG0015709	AL4G10560	XP_013602156.1
OG0015710	AL4G10710	XP_013604616.1
OG0015711	AL4G10820	XP_013605209.1
OG0015713	AL4G11280	XP_013633780.1
OG0015714	AL4G11290	XP_013600134.1
OG0015715	AL4G11390	XP_013604792.1
OG0015716	AL4G11740	XP_013604015.1
OG0015717	AL4G11950	XP_013599527.1
OG0015718	AL4G12110	XP_013603147.1
OG0015719	AL4G12420	XP_013622252.1
OG0015720	AL4G12930	XP_013600652.1
OG0015721	AL4G13210	XP_013633620.1
OG0015722	AL4G13280	XP_013605746.1
OG0015723	AL4G13290	XP_013637234.1
OG0015724	AL4G13450	XP_013636343.1
OG0015725	AL4G13910	XP_013631685.1
OG0015726	AL4G16960	XP_013602083.1
OG0015727	AL4G16910	XP_013636266.1
OG0015728	AL4G18030	XP_013633796.1
OG0015729	AL4G18250	XP_013633696.1
OG0015730	nbis-gene-980	XP_013634374.1
OG0015731	AL4G18760	XP_013633989.1
OG0015732	AL4G18920	XP_013599626.1
OG0015733	nbis-gene-1005	XP_013630978.1
OG0015734	AL4G15870	XP_013599834.1
OG0015735	nbis-gene-1006	XP_013600106.1
OG0015736	AL4G19270	XP_013604969.1
OG0015738	AL4G17090	XP_013600039.1
OG0015739	AL1G51640	XP_013613115.1
OG0015740	AL1G51590	XP_013605805.1
OG0015741	AL1G51810	XP_013592215.1
OG0015742	AL1G52110	XP_013588423.1
OG0015743	AL1G52180	XP_013587004.1
OG0015744	AL1G52280	XP_013588539.1
OG0015745	AL1G51120	XP_013638805.1
OG0015746	AL1G51010	XP_013605618.1
OG0015747	AL1G50950	XP_013599892.1
OG0015748	AL1G50830	XP_013584064.1
OG0015749	AL1G50570	XP_013600327.1
OG0015750	AL1G50360	XP_013587882.1
OG0015751	AL1G50350	XP_013603235.1
OG0015752	AL1G50230	XP_013588627.1
OG0015754	nbis-gene-211	XP_013603122.1
OG0015755	AL1G48990	XP_013589808.1
OG0015756	AL1G48980	XP_013605895.1
OG0015757	AL1G48940	XP_013589810.1
OG0015758	AL1G48870	XP_013592407.1
OG0015759	AL1G48770	XP_013590662.1
OG0015760	AL1G48700	XP_013589899.1
OG0015761	AL1G47820	XP_013584566.1
OG0015762	AL6G42470	XP_013630343.1
OG0015763	AL6G42360	XP_013606225.1
OG0015764	AL6G42630	XP_013629466.1
OG0015765	AL6G43830	XP_013625426.1
OG0015766	AL6G43870	XP_013609116.1
OG0015767	AL6G43930	XP_013620464.1
OG0015768	AL6G43950	XP_013618217.1
OG0015769	AL6G44020	XP_013623065.1
OG0015770	AL6G44030	XP_013622011.1
OG0015771	AL6G44070	XP_013610737.1
OG0015772	AL6G44130	XP_013625323.1
OG0015773	AL6G44200	XP_013621144.1
OG0015774	AL6G44500	XP_013610725.1
OG0015775	AL6G44700	XP_013626722.1
OG0015776	AL6G45010	XP_013625440.1
OG0015777	AL6G45030	XP_013629366.1
OG0015778	AL6G45070	XP_013623613.1
OG0015779	AL6G45290	XP_013606587.1
OG0015780	AL6G45360	XP_013608911.1
OG0015781	AL6G45450	XP_013619990.1
OG0015782	AL6G45660	XP_013613087.1
OG0015783	AL6G45880	XP_013621554.1
OG0015784	AL6G45890	XP_013621553.1
OG0015785	AL6G46090	XP_013612764.1
OG0015786	AL6G46250	XP_013610396.1
OG0015787	AL6G46270	XP_013611765.1
OG0015788	AL6G46280	XP_013606413.1
OG0015789	AL6G30590	XP_013607173.1
OG0015790	AL6G38250	XP_013599187.1
OG0015791	AL4G19470	XP_013615129.1
OG0015792	AL8G21270	XP_013595430.1
OG0015793	AL6G38600	XP_013599274.1
OG0015794	AL6G38690	XP_013597129.1
OG0015795	AL6G38700	XP_013612813.1
OG0015796	AL6G38830	XP_013597259.1, XP_013610592.1
OG0015797	AL6G39250	XP_013609016.1
OG0015798	AL6G39620	XP_013592956.1
OG0015799	AL6G39630	XP_013592955.1
OG0015800	AL6G40390	XP_013606398.1, XP_013593644.1
OG0015801	AL3G48180	XP_013610902.1
OG0015802	AL3G48120	XP_013593195.1
OG0015803	AL3G48100	XP_013598227.1
OG0015804	AL3G47970	XP_013595507.1
OG0015805	AL3G47960	XP_013595271.1
OG0015806	AL3G47820	XP_013593007.1, XP_013584128.1
OG0015807	AL3G53890	XP_013592932.1
OG0015808	nbis-gene-908	XP_013595868.1
OG0015809	AL5G30500	XP_013603964.1
OG0015810	AL7G21060	XP_013602470.1
OG0015811	AL5G24580	XP_013628940.1
OG0015812	AL5G24530	XP_013602855.1
OG0015813	AL5G24480	XP_013628772.1
OG0015814	AL4G47660	XP_013635940.1
OG0015815	AL4G47610	XP_013622277.1
OG0015816	AL4G47550	XP_013636128.1
OG0015817	AL4G47410	XP_013629681.1
OG0015818	AL4G47370	XP_013634043.1
OG0015819	AL4G47340	XP_013615085.1
OG0015820	AL4G47330	XP_013631947.1
OG0015821	AL4G47250	XP_013636005.1
OG0015822	AL4G47180	XP_013636106.1
OG0015823	AL4G47120	XP_013635427.1
OG0015824	AL4G46630	XP_013613918.1
OG0015825	AL4G46570	XP_013635977.1
OG0015826	AL4G46420	XP_013631500.1
OG0015827	AL4G46380	XP_013637624.1
OG0015828	AL4G46360	XP_013631301.1
OG0015829	AL4G46340, AL181U10030	XP_013635033.1
OG0015830	AL4G46170	XP_013631120.1
OG0015831	nbis-gene-1168	XP_013633756.1
OG0015832	AL4G45650	XP_013635645.1
OG0015833	AL4G45330	XP_013635680.1
OG0015834	AL4G45090	XP_013637608.1
OG0015835	AL4G44880	XP_013637470.1
OG0015836	AL4G44790	XP_013636800.1
OG0015837	AL4G44780	XP_013631177.1
OG0015838	AL4G44760	XP_013630994.1
OG0015839	AL4G44350	XP_013631421.1
OG0015840	AL4G44330	XP_013627648.1
OG0015841	AL4G44300	XP_013629427.1
OG0015842	AL4G44260	XP_013630646.1
OG0015843	AL3G50990	XP_013593343.1
OG0015844	AL4G44130	XP_013634456.1
OG0015845	AL4G44110	XP_013636661.1
OG0015846	AL4G44070	XP_013633478.1, XP_013631759.1
OG0015847	AL4G44020	XP_013634098.1
OG0015848	AL4G43950	XP_013636577.1
OG0015849	AL6G49320	XP_013610994.1
OG0015850	AL4G43840	XP_013631115.1
OG0015851	AL4G43770	XP_013635464.1
OG0015852	AL4G43340	XP_013637354.1
OG0015853	AL4G42870	XP_013632265.1
OG0015854	AL4G42740	XP_013634859.1, XP_013627318.1
OG0015855	AL4G42550	XP_013635218.1
OG0015856	AL4G42360	XP_013632134.1
OG0015857	AL4G42200	XP_013633886.1
OG0015858	AL4G42140	XP_013631700.1
OG0015859	AL4G41990	XP_013631229.1
OG0015860	AL4G41890	XP_013625976.1
OG0015861	AL4G41720	XP_013630918.1
OG0015862	AL4G41590	XP_013636615.1
OG0015863	AL4G41540	XP_013637203.1
OG0015864	AL4G41470	XP_013631134.1
OG0015865	AL4G41460	XP_013631132.1
OG0015866	AL4G41360	XP_013631218.1
OG0015867	AL4G41220	XP_013633527.1
OG0015868	AL4G41210	XP_013627361.1
OG0015869	AL4G41140	XP_013629152.1
OG0015870	AL4G40610	XP_013637054.1
OG0015871	AL4G40310	XP_013635824.1
OG0015872	AL4G40050	XP_013629478.1, XP_013636658.1
OG0015873	AL4G40200	XP_013632145.1
OG0015874	AL4G40220	XP_013636415.1
OG0015875	AL4G40240	XP_013636461.1
OG0015876	AL4G39650	XP_013633778.1
OG0015877	AL4G39620	XP_013636555.1
OG0015878	AL4G39520	XP_013631186.1
OG0015879	AL8G10640	XP_013598741.1
OG0015880	AL8G11230	XP_013598104.1
OG0015881	AL3G11020	XP_013584528.1, XP_013594714.1
OG0015882	AL3G11030	XP_013622991.1
OG0015883	AL3G11070	XP_013586500.1
OG0015884	AL3G11090	XP_013638836.1
OG0015886	AL3G11200	XP_013594421.1
OG0015887	AL3G11340	XP_013638260.1
OG0015888	AL3G11350	XP_013584375.1
OG0015889	AL3G11360	XP_013584755.1
OG0015890	AL3G11430	XP_013622661.1
OG0015891	AL3G11570	XP_013638656.1
OG0015892	AL3G11580	XP_013584595.1
OG0015893	AL3G11750	XP_013637784.1
OG0015894	AL3G11900	XP_013630535.1
OG0015895	AL3G12080	XP_013633100.1
OG0015896	AL3G12090	XP_013633172.1
OG0015897	AL3G12100	XP_013633049.1
OG0015898	AL3G12120	XP_013637846.1
OG0015900	AL3G12230	XP_013587447.1
OG0015901	AL3G12370	XP_013584610.1
OG0015902	AL3G12460	XP_013637540.1
OG0015903	AL3G12520	XP_013637528.1
OG0015904	AL3G12800	XP_013585483.1
OG0015905	AL3G12870	XP_013583656.1
OG0015906	AL3G13230	XP_013638385.1
OG0015907	AL3G13470	XP_013627010.1
OG0015908	AL3G13560	XP_013586549.1
OG0015909	AL3G13590	XP_013639805.1
OG0015910	AL3G13770	XP_013584029.1
OG0015911	AL3G13790	XP_013584345.1
OG0015912	AL3G13880	XP_013585843.1
OG0015913	AL3G13920	XP_013584450.1
OG0015914	AL3G14040	XP_013584087.1
OG0015915	AL3G14050	XP_013584229.1
OG0015916	AL3G14240	XP_013628483.1
OG0015917	AL3G14340	XP_013628383.1
OG0015918	AL3G14510	XP_013583856.1
OG0015919	AL3G14970	XP_013630113.1
OG0015920	nbis-gene-658	XP_013626556.1
OG0015921	AL3G15590	XP_013638262.1, XP_013584223.1
OG0015922	AL3G15630	XP_013583737.1
OG0015923	AL3G15710	XP_013586785.1
OG0015924	AL3G15960	XP_013587744.1
OG0015925	AL7G43850	XP_013628875.1
OG0015926	AL3G16110	XP_013623471.1
OG0015927	AL3G16280	XP_013625086.1
OG0015928	AL3G16410	XP_013637756.1
OG0015929	AL3G16440	XP_013584447.1
OG0015930	AL3G16500	XP_013584206.1
OG0015931	AL3G16560	XP_013587286.1
OG0015932	AL3G16570	XP_013583945.1
OG0015934	AL3G16990	XP_013638314.1
OG0015936	AL3G17320	XP_013638617.1
OG0015937	AL3G17380	XP_013587086.1
OG0015938	AL3G17460	XP_013622903.1
OG0015939	AL3G42790	XP_013608573.1
OG0015940	AL3G17960	XP_013588660.1
OG0015941	AL3G18130	XP_013616349.1
OG0015942	AL3G18250	XP_013627009.1
OG0015943	AL3G18290	XP_013638337.1
OG0015944	AL3G18800	XP_013583630.1
OG0015945	AL3G18890	XP_013586888.1
OG0015946	AL3G18920	XP_013638264.1
OG0015947	AL3G18980	XP_013592386.1
OG0015948	AL3G19000	XP_013625333.1
OG0015949	AL3G19030	XP_013627092.1
OG0015950	AL3G19060	XP_013585316.1
OG0015951	AL3G19150	XP_013619131.1
OG0015952	AL3G19230	XP_013625938.1
OG0015953	AL3G19240	XP_013622524.1
OG0015954	AL3G19390	XP_013628390.1
OG0015955	AL3G19660	XP_013629030.1
OG0015956	AL3G19990	XP_013638086.1
OG0015957	AL3G20010	XP_013584079.1
OG0015958	AL3G20100	XP_013623657.1
OG0015959	AL3G20120	XP_013623579.1
OG0015960	AL3G20150	XP_013586721.1
OG0015961	AL3G20320	XP_013611097.1
OG0015962	AL3G20330	XP_013583973.1
OG0015963	AL3G20360	XP_013616597.1
OG0015964	AL3G20460	XP_013587630.1
OG0015965	AL3G20630	XP_013637997.1
OG0015966	AL3G20710	XP_013627074.1
OG0015967	AL3G20750	XP_013585719.1
OG0015968	AL3G20850	XP_013618190.1
OG0015969	AL3G20900	XP_013610403.1
OG0015970	AL3G20940	XP_013635936.1
OG0015971	AL3G20950	XP_013617794.1
OG0015972	AL3G21080	XP_013585359.1
OG0015973	AL3G21090	XP_013585360.1
OG0015974	AL3G21150	XP_013586029.1
OG0015975	AL3G21390	XP_013583556.1
OG0015976	AL3G21400	XP_013583547.1
OG0015977	nbis-gene-564	XP_013591058.1
OG0015978	AL3G21560	XP_013586403.1
OG0015979	AL3G21650	XP_013637796.1
OG0015980	AL3G21690	XP_013628651.1
OG0015981	AL3G21730	XP_013587248.1
OG0015982	AL3G21760	XP_013628591.1
OG0015983	AL3G21890	XP_013630845.1
OG0015984	AL3G22140	XP_013585446.1, XP_013627966.1
OG0015985	AL3G22160	XP_013630314.1
OG0015986	AL3G22170	XP_013585443.1
OG0015987	AL3G22360	XP_013585723.1
OG0015988	AL3G22480	XP_013583692.1
OG0015989	AL3G22600	XP_013584441.1
OG0015990	nbis-gene-689	XP_013620657.1
OG0015991	AL3G22780	XP_013585006.1
OG0015992	AL3G22850	XP_013583814.1
OG0015993	AL3G22910	XP_013583635.1
OG0015994	AL3G41170	XP_013596415.1
OG0015995	AL3G23140	XP_013585717.1
OG0015996	AL3G23630	XP_013586529.1
OG0015997	AL3G23650	XP_013584197.1
OG0015998	AL3G23730	XP_013638869.1
OG0016000	AL3G23990	XP_013583726.1
OG0016001	AL3G24160	XP_013626043.1
OG0016002	AL3G24260	XP_013611379.1, XP_013624182.1
OG0016003	AL3G24430	XP_013586854.1
OG0016004	AL3G24550	XP_013585221.1
OG0016005	AL5G10680	XP_013618527.1
OG0016006	AL3G24850	XP_013586311.1
OG0016007	AL3G25460	XP_013583875.1
OG0016008	AL3G25660	XP_013599348.1
OG0016009	AL3G25850	XP_013584221.1
OG0016010	AL3G25870	XP_013638926.1
OG0016011	AL3G25990	XP_013584054.1
OG0016012	AL3G26020	XP_013622337.1
OG0016013	AL3G26210	XP_013610680.1
OG0016014	AL3G26400	XP_013585114.1
OG0016015	AL3G26710	XP_013584248.1
OG0016016	AL3G26830	XP_013626252.1, XP_013585565.1
OG0016017	AL3G27070	XP_013583383.1
OG0016018	AL3G27180	XP_013622138.1
OG0016019	AL3G27200	XP_013584865.1
OG0016020	AL3G27220	XP_013586291.1
OG0016021	AL3G27430	XP_013583999.1
OG0016022	AL3G27640	XP_013585260.1
OG0016023	AL3G27680	XP_013638087.1
OG0016024	AL3G27960	XP_013586463.1
OG0016025	AL3G28200	XP_013584018.1
OG0016026	AL7G26640	XP_013585897.1
OG0016027	AL3G28550	XP_013609927.1
OG0016028	AL3G28570	XP_013587633.1
OG0016029	AL3G28880	XP_013586918.1
OG0016030	AL3G29000	XP_013587152.1
OG0016031	AL3G29010	XP_013586602.1
OG0016032	AL3G29020	XP_013584412.1
OG0016033	AL3G29060	XP_013638168.1
OG0016034	AL3G29420	XP_013586357.1
OG0016035	AL3G29430	XP_013583796.1
OG0016036	AL3G29630	XP_013609607.1
OG0016037	AL3G29880	XP_013586864.1
OG0016038	AL3G29980	XP_013616086.1
OG0016039	AL3G30010	XP_013639707.1
OG0016040	AL3G30190	XP_013620647.1
OG0016041	AL3G30290	XP_013638837.1
OG0016042	AL3G30530	XP_013613833.1
OG0016043	AL3G30560	XP_013628752.1
OG0016044	AL3G30800	XP_013637803.1
OG0016045	AL3G30990	XP_013583810.1
OG0016046	AL3G31060	XP_013587742.1
OG0016047	AL3G31100	XP_013586454.1
OG0016048	AL3G31170	XP_013638626.1
OG0016049	AL3G31200	XP_013587405.1
