Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0021200	AL1G25550	jg29841
OG0021201	nbis-gene-131	jg30750
OG0021202	AL1G42730	jg31409
OG0021205	AL1G45620	jg31716
OG0021206	AL8G19080	jg27788
OG0021206	AL2G13210	jg32283
OG0021208	AL1G66320	jg11557, jg12866, jg20326, jg33060
OG0021209	AL8G10880, AL1G57490	jg33121
OG0021211	nbis-gene-271	jg33163
OG0021212	AL1G58730	jg33237
OG0021213	AL5G46130, nbis-gene-1838, nbis-gene-1944	jg1975, jg6079, jg704, jg700
OG0021214	AL2G17760	jg1136
OG0021215	AL2G16150, AL2G16120	jg21333
OG0021216	AL2G18330	jg1174
OG0021217	nbis-gene-874, AL5G29330, nbis-gene-415, nbis-gene-1650, nbis-gene-2070, nbis-gene-635, nbis-gene-655	jg1390
OG0021218	AL1G64920	jg1542
OG0021219	AL6G51570	jg1556
OG0021219	AL6G48050, AL1G52060	jg27192, jg27578, jg6139, jg11534, jg7789
OG0021220	AL1G64770	jg1562
OG0021220	AL4G16070	jg17031
OG0021222	AL6G14060	jg4193
OG0021222	AL2G25360	jg24834
OG0021223	AL3G23470	jg25141
OG0021224	AL3G23810	jg25172
OG0021226	AL3G29750	jg25754, jg25755
OG0021227	AL3G30220	jg25812
OG0021228	AL3G40690	jg26835
OG0021229	nbis-gene-1583, AL6G40640	jg26873, jg21208
OG0021232	AL4G44240	jg27486
OG0021234	AL233U10020	jg23513, jg19894, jg22328, jg17223
OG0021235	AL8G24010	jg17428
OG0021236	AL4G20950	jg17608, jg17600, jg17601, jg17602
OG0021237	AL2G10020, AL4G24460	jg17990
OG0021241	AL4G40720	jg19536
OG0021242	AL4G40950	jg19556
OG0021243	nbis-gene-1182	jg12946
OG0021244	AL5G13110	jg13009, jg13586
OG0021245	AL5G12560	jg13097
OG0021246	AL5G14040	jg13214
OG0021247	AL5G17740	jg13589
OG0021248	nbis-gene-2123	jg13601
OG0021249	AL8G20210, AL2G22260, AL6G41930, AL7G11650, AL5G12700, AL6G34530, AL2G19930, AL1G55620	jg13801
OG0021250	AL6G53560	jg14198
OG0021250	AL6G44100	jg14250
OG0021250	AL2G36960	jg14293
OG0021251	AL1G41930	jg14525
OG0021252	AL5G27460	jg14619, jg14620
OG0021253	AL5G28100	jg14682
OG0021254	AL5G29220	jg14783, jg14784
OG0021255	AL5G35860	jg15412
OG0021256	AL8G24540, AL5G36470	jg15471
OG0021257	AL5G43860	jg16205
OG0021259	AL6G18070	jg4613
OG0021260	nbis-gene-1502	jg4891, jg4889
OG0021261	AL6G27960	jg5525
OG0021264	AL6G42390	jg7105, jg7133, jg7128
OG0021266	AL6G44550	jg7400
OG0021267	AL6G53100	jg8209
OG0021268	AL7G10700	jg8349
OG0021270	AL7G28550	jg10013
OG0021271	nbis-gene-1366, nbis-gene-399, nbis-gene-257, nbis-gene-969, nbis-gene-255, nbis-gene-2148, nbis-gene-704, nbis-gene-1645	jg10037
OG0021272	AL7G29350	jg10091
OG0021274	nbis-gene-10	jg10667, jg20542
OG0021275	AL7G38380, AL7G38370	jg10993, jg10985, jg10986
OG0021276	AL7G40870	jg11243
OG0021277	AL7G43040, AL5G12080, AL5G12100, AL5G12090	jg11492
OG0021278	AL9U11020	jg11596
OG0021279	AL7G45870	jg12112
OG0021280	AL7G46230	jg12197
OG0021281	AL7G50690	jg12536
OG0021282	AL7G50040	jg12599, jg12601
OG0021283	AL8G12140	jg20439
OG0021284	AL8G14600, AL8G14630	jg20645
OG0021285	AL8G15590	jg20759
OG0021286	AL8G17070	jg20903
OG0021288	AL8G22940	jg21563
OG0021289	AL8G24220	jg21673
OG0021291	nbis-gene-2081	jg21698
OG0021292	AL8G26750	jg21928
OG0021293	AL8G27150	jg21973
OG0021295	AL8G32040	jg22495
OG0021297	AL8G39290	jg23253
OG0021297	AL8G40000	jg23260
OG0021298	AL8G41860	jg23453
OG0021299	AL8G42450	jg23503
OG0021492	AL3G36120	jg14046
OG0021492	AL1G60700	jg32101
OG0021495	AL8G32030	jg22494
OG0021497	AL1G21200	jg29430
OG0021517	AL3G37580	jg32568
OG0021518	AL1G55540	jg32964, jg32962
OG0021519	AL5G36460, AL8G24530	jg21705
OG0021522	nbis-gene-1382	jg15663
OG0021526	AL4G43500	jg19804
OG0021537	AL1G57100	jg30027
OG0021538	AL1G60640, AL1G53820	jg33430
OG0021541	AL8G11040	jg20344
OG0021549	AL5G24040	jg15710, jg28476
OG0021551	AL1G22210	jg29534
OG0021553	AL1G23450	jg29661
OG0021556	AL3G42090, AL6G40200, AL8G19950, AL89U10020, AL3G45330, AL4G18640, AL1G50660	jg30212
OG0021557	AL4G15840	jg32227, jg30317
OG0021557	AL8G28650, AL2G22750	jg20880
OG0021558	AL1G32400	jg30493
OG0021559	AL5G17930	jg20608, jg30916
OG0021559	AL4G22420	jg17616, jg20134, jg6680, jg18064
OG0021560	AL6G39260	jg1855, jg14310, jg21691, jg31207, jg10731
OG0021562	AL3G38110, AL1G11000	jg31859
OG0021562	AL4G20480	jg27119
OG0021562	AL6G32230	jg22240
OG0021566	AL4G39840	jg32450, jg32463
OG0021566	AL6G39780	jg2659
OG0021567	AL1G52010	jg32566
OG0021568	AL2G17310	jg6992, jg7003, jg32670, jg7002, jg6991
OG0021570	AL1G53340	jg32744
OG0021571	AL1G63850	jg33751
OG0021572	AL2G11160	jg467
OG0021573	AL2G13710	jg714
OG0021574	AL2G21920	jg1895
OG0021574	AL2G13930, AL2G13950	jg737
OG0021575	AL492U10020, AL3G14130, AL288U10040, AL3G13830, AL435U10010	jg1254
OG0021576	AL8G33770, AL1G55530	jg18013, jg1265
OG0021577	AL1G66180	jg12427, jg1378, jg1406
OG0021581	AL5G31150, AL8G45660, AL3G40370	jg6632
OG0021581	AL4G23800	jg1512
OG0021582	AL2G19030	jg1714
OG0021582	AL6G40890	jg6834
OG0021582	AL6G40830	jg6839
OG0021583	AL8G12160, AL8G18240, AL6G44480, AL3G42210	jg1958
OG0021583	AL7G43070	jg14252
OG0021586	AL3G11850	jg24067
OG0021587	AL6G46590, AL2G10760, AL9U12070, AL1G18870	jg24468
OG0021588	AL3G18140	jg24646
OG0021589	nbis-gene-693	jg25132
OG0021590	AL832U10010, nbis-gene-341, AL3G25560	jg25348
OG0021591	AL3G25960	jg25381
OG0021592	AL3G29610	jg25737
OG0021593	nbis-gene-726, nbis-gene-739	jg26229
OG0021594	AL3G34940	jg26270, jg26269
OG0021597	AL3G37200	jg26522
OG0021599	AL3G39990	jg26762
OG0021600	nbis-gene-1589, nbis-gene-212, nbis-gene-449	jg17075, jg19285, jg26898
OG0021601	AL2G19500, AL1G49220, AL6G39880, AL3G44190	jg13333, jg26899, jg19286, jg17076
OG0021602	AL3G42910	jg27055
OG0021602	AL3G42920	jg27056
OG0021605	AL3G44040	jg27228, jg27227, jg27224, jg21525, jg27239, jg27230, jg27244
OG0021606	AL3G49720	jg27793
OG0021609	AL3G54450	jg16486, jg16478
OG0021609	AL1G48130	jg16492, jg16482
OG0021610	AL4G10360	jg16915, jg16535
OG0021611	AL4G18000, AL5G26560	jg17084
OG0021612	AL4G17950	jg17220
OG0021614	AL5G42200	jg17930, jg16055
OG0021616	AL4G24020	jg17959
OG0021617	nbis-gene-1925, AL4G24690	jg18023
OG0021618	AL4G27940	jg18333
OG0021619	nbis-gene-1070	jg18403
OG0021621	AL4G35010	jg18969
OG0021621	AL4G36550	jg19130
OG0021622	nbis-gene-1125, nbis-gene-1126	jg19203
OG0021623	AL4G45370	jg20012
OG0021624	AL3G50420	jg6679, jg13811
OG0021625	AL5G24590	jg14337, jg15558, jg14370
OG0021627	nbis-gene-1369	jg15494
OG0021628	AL7G20530, AL5G37370	jg15576
OG0021629	AL5G38650	jg15662, jg15718
OG0021631	AL5G42250	jg16061
OG0021632	AL6G13530	jg4140
OG0021632	AL6G13520	jg4139
OG0021633	AL6G17580	jg4570
OG0021634	AL6G17840	jg4596
OG0021636	AL2G18700, AL480U10010, AL2G22590, AL8G18150, AL7G52110, AL3G41750, AL7G48320	jg5562
OG0021637	nbis-gene-1595	jg6708
OG0021639	AL6G51600	jg8065
OG0021640	AL7G11820	jg8437, jg8445, jg8459, jg8452, jg8441
OG0021641	AL7G12520	jg8520
OG0021645	AL7G37570	jg10904
OG0021646	AL7G43350	jg11465
OG0021646	AL7G43670	jg20700
OG0021648	AL9U11140	jg11612
OG0021650	AL1G29810, AL5G30520, AL6G49400, AL34U10010	jg11777
OG0021651	AL7G51370	jg12471
OG0021653	AL8G13390	jg20549
OG0021658	AL8G25990	jg21849
OG0021659	AL8G29650, nbis-gene-2137	jg22227
OG0021660	AL8G31260	jg22404
OG0021661	AL493U10020	jg22511
OG0021662	AL8G40960	jg23351
OG0021665	AL7G43700	jg305
OG0021887	AL6G25120, AL6G50800	jg33242
OG0021891	nbis-gene-823	jg140, jg294
OG0021901	AL2G38820	jg3522
OG0021929	AL6G43890, AL6G44740	jg7419
OG0021935	AL1G51230	jg32387
OG0021939	AL3G17420	jg24580
OG0021946	AL3G31410	jg25942
OG0021964	AL7G10830	jg8361
OG0021966	AL4G45290	jg20006
OG0021967	AL1G10950	jg28477
OG0021968	AL1G12570	jg28626
OG0021969	AL1G14850	jg28843
OG0021972	AL1G32170, AL1G32040	jg30470
OG0021973	AL1G33210	jg30570, jg30565
OG0021974	nbis-gene-123	jg30686
OG0021975	AL1G36540	jg30857
OG0021977	AL3G41500	jg30977, jg11519
OG0021978	AL1G38050	jg30997
OG0021979	AL1G39040	jg31089
OG0021980	AL1G43410, AL1G43420	jg31486
OG0021981	AL7G33590	jg31591
OG0021982	AL7G40660, nbis-gene-352, AL7G31660	jg31807
OG0021983	nbis-gene-193	jg31851
OG0021984	AL1G50620	jg32144, jg17425, jg12029, jg21168, jg11754
OG0021985	AL5G42680	jg17284, jg32305, jg32307, jg32192, jg7896
OG0021986	AL2G17320	jg7001, jg6990, jg32678
OG0021987	nbis-gene-1324	jg12083, jg6673, jg3491
OG0021987	nbis-gene-1224, AL3G51330	jg33032
OG0021988	AL1G57860	jg33158
OG0021991	nbis-gene-307	jg33707
OG0021992	AL8G13810	jg20586
OG0021992	AL2G13800	jg724
OG0021993	AL2G15030	jg837
OG0021994	AL8G24210	jg1018
OG0021994	AL2G16940	jg1952
OG0021995	nbis-gene-1564	jg1058
OG0021996	AL2G17370	jg1093
OG0021997	AL1G67460	jg1289
OG0022002	AL2G24820	jg2150, jg2143
OG0022003	AL4G18680	jg12180, jg2427, jg17275, jg12181
OG0022005	AL8G16660, AL453U10020, AL1G66010	jg2789, jg17295, jg11870
OG0022006	AL2G40380	jg3659
OG0022007	AL3G14120	jg24323, jg24254, jg24289, jg24294, jg24251
OG0022009	AL3G16470	jg24496
OG0022010	AL3G19410	jg24760
OG0022012	nbis-gene-389, nbis-gene-713	jg25766
OG0022013	AL3G33820	jg26162
OG0022014	nbis-gene-1591	jg27644
OG0022014	nbis-gene-979	jg26228
OG0022015	AL3G36000, nbis-gene-753	jg26389
OG0022015	AL3G36010	jg26390
OG0022016	AL8G43300	jg23582
OG0022017	AL9U11450	jg27157, jg13793, jg18576, jg27282
OG0022020	AL4G10310	jg16525
OG0022021	AL5G27370	jg16646, jg14609, jg14611
OG0022022	AL2G30150, AL2G13370, AL7G38870	jg16829
OG0022023	AL5G25600	jg8907
OG0022023	AL1G36260	jg16845
OG0022025	AL4G16740	jg17096
OG0022028	AL4G21950	jg17771
OG0022029	AL3G37310, AL3G50170	jg17966
OG0022031	AL4G27710	jg18302
OG0022035	AL380U10030	jg19150, jg19100, jg19104, jg19157, jg19111
OG0022036	AL4G37310	jg19204
OG0022037	AL4G40450	jg19507
OG0022038	AL4G41510	jg19612
OG0022042	AL5G16630	jg13466
OG0022045	AL5G20930	jg13964
OG0022046	AL5G22880	jg14202
OG0022047	AL4G25700	jg14347, jg7954, jg10912
OG0022047	AL3G47900	jg6792
OG0022049	AL5G25970	jg14483, jg14484
OG0022050	AL5G27150	jg14587
OG0022051	AL5G37190	jg15526, jg15528, jg15553
OG0022053	AL5G44910	jg16287
OG0022054	AL509U10010	jg21803
OG0022054	AL8G25660	jg21800
OG0022055	AL5G45950	jg16383
OG0022056	AL6G10640	jg3873
OG0022056	AL6G10630	jg3876, jg3872
OG0022058	AL6G16600	jg4431
OG0022059	AL6G18180	jg4649, jg4625
OG0022062	AL5G41580, AL3G15140, AL881U10010	jg7478
OG0022063	AL2G23180, AL1G55640, AL1G44430, AL3G52130	jg7715
OG0022064	AL6G49980	jg7887
OG0022064	AL6G49550	jg7932
OG0022065	AL6G49610	jg7926
OG0022066	AL6G51810	jg8087
OG0022066	AL3G14780	jg8085
OG0022068	AL1G34190, AL8G34840, AL855U10020, AL1G23700, AL1G53010, AL8G33300	jg8341
OG0022070	AL7G19080	jg9123
OG0022071	AL7G22720	jg9465
OG0022072	AL7G22750	jg9467
OG0022073	nbis-gene-1778	jg9854
OG0022074	AL891U10020, AL4G11630, AL2G28140, nbis-gene-1330	jg9884
OG0022077	nbis-gene-1813	jg10581
OG0022078	nbis-gene-1816	jg10702
OG0022079	AL7G42260	jg11373
OG0022081	AL9U11660	jg11658
OG0022083	nbis-gene-1755, AL4G14360, AL2G36310	jg12527
OG0022084	AL7G50030	jg12600, jg12602, jg12598
OG0022088	AL8G19050	jg21103
OG0022089	AL8G21630	jg21421, jg21419, jg21414, jg21417
OG0022090	AL8G23580	jg21615
OG0022091	AL8G27160	jg21974
OG0022092	AL8G28820	jg22140
OG0022094	nbis-gene-2135	jg22228, jg22230
OG0022098	AL8G44890	jg23731
OG0022101	AL3G44360	jg124, jg278
OG0022107	AL5G20330	jg240
OG0022419	AL1G63580	jg33713
OG0022423	AL1G50960	jg20955
OG0022424	AL6G32070	jg5918
OG0022444	AL1G37450	jg30939
OG0022459	AL5G43950	jg16213
OG0022473	AL357U10020	jg19880
OG0022476	AL3G26450	jg25428
OG0022485	AL1G15410	jg28893
OG0022489	AL1G27780	jg30053
OG0022491	nbis-gene-232	jg32482
OG0022492	AL7G23030	jg9496
OG0022496	AL7G13370	jg8591
OG0022503	AL1G13340	jg28423, jg28694
OG0022504	AL1G15890	jg28943
OG0022505	AL7G10690	jg11925, jg29050, jg11518, jg10605
OG0022506	AL5G11880	jg15680
OG0022508	nbis-gene-253	jg29562
OG0022510	AL1G24060, AL1G24720	jg29707, jg29764
OG0022511	AL1G34290	jg6172, jg10822, jg16619, jg7270, jg30104
OG0022513	AL1G33660	jg30607, jg30611, jg30612
OG0022514	nbis-gene-125	jg30696
OG0022515	AL1G39450	jg31129
OG0022516	nbis-gene-722, AL6G44060, AL1G40920	jg31278
OG0022517	AL1G41910	jg31358
OG0022518	AL1G43450	jg31494
OG0022520	AL1G44940	jg31646
OG0022523	AL1G48330	jg32046
OG0022524	AL1G50840	jg32272
OG0022525	AL4G18710	jg32319
OG0022525	AL8G21760	jg12458
OG0022525	AL3G41530	jg1614
OG0022526	AL3G22430, AL6G38100, AL3G46860, AL9U10570, AL3G46250	jg32337
OG0022530	AL1G53060	jg32717
OG0022531	AL1G53960	jg32798
OG0022532	nbis-gene-327	jg6477
OG0022532	AL5G23520	jg17121
OG0022532	AL1G61750	jg33379
OG0022533	AL7G50430	jg14858, jg19472
OG0022533	AL1G61570	jg853
OG0022534	AL2G15190	jg855
OG0022535	AL6G37740, AL2G17510, AL7G29820	jg21401, jg1078
OG0022539	AL2G21940, AL2G21120	jg1874
OG0022542	nbis-gene-560	jg2321
OG0022543	AL2G31780	jg2845, jg2847
OG0022544	AL2G32550	jg2922
OG0022545	AL5G23620	jg2994
OG0022546	AL2G33360	jg3000
OG0022549	AL3G12510	jg24127
OG0022556	nbis-gene-697	jg25209
OG0022558	AL3G30570	jg25853
OG0022559	nbis-gene-738	jg26220
OG0022561	AL3G37270	jg26528
OG0022562	AL3G39220	jg28309, jg26691
OG0022563	AL6G30170	jg26738
OG0022563	AL1G58030	jg18209
OG0022564	nbis-gene-803	jg27047
OG0022567	AL1G38160, AL3G43720, AL3G51790	jg27379
OG0022568	AL5G23740	jg6806, jg6949, jg7470, jg27550
OG0022570	nbis-gene-1265, nbis-gene-1264	jg27743
OG0022571	AL3G45520	jg28074, jg21099, jg27946
OG0022573	AL4G39470	jg19424
OG0022573	AL4G39440, AL4G26100	jg28198
OG0022574	AL4G26080	jg28199
OG0022575	AL1G51620	jg20953, jg16485, jg16477, jg16491, jg16481
OG0022577	AL4G16780	jg17105
OG0022579	AL8G15130, AL3G33490, AL4G19460, AL8G13200	jg17389
OG0022580	AL8G19780	jg17544
OG0022581	AL4G22850, AL918U10010	jg17670
OG0022582	AL4G23010	jg17822
OG0022583	nbis-gene-1047	jg18175
OG0022588	AL4G36340	jg19087
OG0022590	AL4G36910	jg19172
OG0022591	AL4G35270, nbis-gene-1115, nbis-gene-1112	jg19349
OG0022592	AL4G39200	jg19399
OG0022593	AL4G42060, AL3G36550	jg19669
OG0022594	AL4G43120	jg19767, jg19768
OG0022597	nbis-gene-1189	jg13056
OG0022597	nbis-gene-1187	jg13054
OG0022598	nbis-gene-1222	jg13440, jg13432, jg13434, jg13447
OG0022599	nbis-gene-1285	jg14080
OG0022601	AL5G38810	jg15736
OG0022601	AL5G11800	jg15733
OG0022602	AL5G41990	jg16037
OG0022603	AL5G44270	jg16236
OG0022604	AL5G44610	jg16263
OG0022606	AL5G16860, AL6G16000	jg4510
OG0022607	AL3G52370, AL1G47620, AL8G15620, AL6G48860	jg5282
OG0022608	AL6G28830	jg5607
OG0022609	AL6G29450	jg5667
OG0022611	AL6G33570	jg6069
OG0022612	AL4G33290, AL4G34580	jg6150
OG0022613	AL6G37800	jg6471
OG0022614	nbis-gene-1584	jg6605
OG0022618	AL6G41300	jg6964
OG0022619	nbis-gene-1629	jg7457
OG0022621	AL6G47000	jg7616
OG0022621	AL7G46900	jg7615
OG0022622	AL7G20820	jg9275
OG0022623	AL7G34270	jg10599
OG0022624	AL7G35110	jg10682
OG0022625	AL7G37020	jg10858
OG0022626	AL507U10010	jg11033
OG0022627	AL7G38930	jg11042
OG0022628	AL7G39880	jg11048
OG0022631	AL7G43280, AL7G43270, AL7G43320	jg11469
OG0022633	AL7G45170	jg12040
OG0022635	nbis-gene-1914	jg12271
OG0022636	AL7G52990	jg12285
OG0022637	AL8G11860, AL3G32790, AL26U10070, AL3G45430	jg12581
OG0022638	AL7G50090	jg12589
OG0022639	AL7G50080	jg12590, jg12591
OG0022640	AL7G50020	jg12594
OG0022640	AL7G50000	jg12596
OG0022641	AL7G47210, AL7G47230	jg12870
OG0022642	nbis-gene-1974	jg20331
OG0022642	AL8G12790	jg20501
OG0022643	AL8G12060	jg20432
OG0022645	AL8G12700	jg20493
OG0022646	AL7G11540, AL2G38300, AL3G33420	jg20513
OG0022649	AL5G10340	jg21215
OG0022650	AL8G24720	jg21717
OG0022653	AL8G33580	jg22658
OG0022657	nbis-gene-606	jg222
OG0023117	AL6G34780	jg6199
OG0023179	AL2G27280	jg2406
OG0023206	AL1G11050	jg28487
OG0023209	AL1G14820	jg28839
OG0023213	nbis-gene-87	jg29988, jg26818
OG0023214	AL2G22340	jg18029, jg18933, jg25898, jg30509
OG0023215	AL5G37910	jg7254, jg30510
OG0023215	AL2G24530	jg31360
OG0023216	AL1G32930	jg30540
OG0023217	AL264U10020, AL1G35360	jg30751
OG0023219	AL8G29530, AL5G28680	jg27256
OG0023219	AL38U10010	jg31033
OG0023221	AL1G38570	jg31042
OG0023223	AL5G27900	jg1696
OG0023223	AL8G23610	jg31238, jg1766
OG0023224	AL1G44570	jg31610
OG0023226	AL4G14160	jg16873, jg6595, jg16224, jg31648
OG0023227	AL1G49510	jg31781
OG0023236	AL2G22020, AL1G56730, AL1G56780	jg33065
OG0023237	AL7G40270	jg33140
OG0023238	AL1G58770	jg33239, jg33238
OG0023239	AL1G59810	jg33343
OG0023241	AL1G62290	jg33586
OG0023243	AL1G29290, AL8G24780	jg489
OG0023244	AL6G33010	jg715, jg9363
OG0023246	AL8G20670	jg27450, jg27682, jg11850, jg1236
OG0023247	nbis-gene-1683, AL8G20760	jg20864, jg1322, jg12895
OG0023248	AL1G66370, nbis-gene-332	jg1394
OG0023249	AL1G65860, AL1G65800	jg1442
OG0023250	AL1G59920	jg1787
OG0023250	AL9U11760	jg1788
OG0023253	AL4G39940	jg1973
OG0023255	AL2G24800	jg2146
OG0023257	AL2G26480	jg2319
OG0023261	nbis-gene-599	jg3060
OG0023262	AL2G36620	jg3311
OG0023263	AL3G10240	jg23901
OG0023264	AL3G12060	jg24088
OG0023271	AL3G27720	jg25559
OG0023272	AL8G23480, AL1G34400, AL5G24050	jg25822, jg11702
OG0023273	nbis-gene-126, AL3G30850	jg25880
OG0023274	AL3G33110	jg26113
OG0023275	AL6G32390	jg13544, jg26128
OG0023276	AL5G25300, AL3G34310	jg26334
OG0023278	AL3G38510	jg26623
OG0023281	AL2G12080	jg26992
OG0023282	nbis-gene-811, nbis-gene-1635	jg16718, jg27101, jg17653
OG0023285	AL7G40930, AL6G31880, AL5G10850	jg27401
OG0023286	AL4G13700	jg27632
OG0023286	AL6G21640, AL4G16250	jg10732
OG0023289	AL8G33740	jg7139, jg15698, jg14192, jg27745
OG0023290	AL3G52670	jg27768
OG0023291	AL3G51650	jg27999
OG0023293	AL3G48540	jg28165
OG0023294	AL3G48330	jg28189
OG0023295	AL4G10030	jg16494
OG0023296	AL4G12530	jg16730
OG0023300	AL4G26610	jg6894, jg17256, jg6890, jg17331
OG0023302	AL4G13340, AL1G52640, AL8G13980	jg15745, jg17341
OG0023303	AL5G19820	jg17370
OG0023304	AL1G65360	jg21112, jg17467, jg17471, jg21109
OG0023305	nbis-gene-234	jg14572
OG0023305	AL2G21900	jg17796, jg17732
OG0023307	AL4G32570, AL8G22380, AL7G50610	jg5707, jg17837
OG0023308	AL4G24190	jg17965
OG0023309	AL4G24280	jg17974
OG0023310	AL4G26500	jg18187
OG0023311	AL6G10400, AL5G16670, AL4G25970	jg18390
OG0023313	AL380U10010	jg19156, jg19101, jg19149
OG0023315	AL4G39360	jg19416
OG0023316	AL4G41190	jg19579
OG0023317	AL4G43070	jg19765
OG0023318	AL357U10010	jg19878
OG0023321	nbis-gene-1193	jg13108
OG0023324	AL1G55340	jg13869, jg20813, jg6703
OG0023326	AL7G27140, nbis-gene-1035, nbis-gene-1536	jg13902
OG0023328	AL5G22170	jg14116
OG0023331	nbis-gene-1220, nbis-gene-1317	jg14465
OG0023335	nbis-gene-1335	jg14833
OG0023338	AL2G28970	jg15859, jg6626
OG0023339	AL5G45870	jg16375
OG0023340	AL6G11030	jg3912
OG0023341	AL6G11330, AL6G12760, AL3G18180	jg3941
OG0023343	AL6G25810	jg5323
OG0023344	AL6G25880	jg5328
OG0023345	AL6G29560	jg5676
OG0023346	AL1G46510, AL4G28500	jg7771, jg12290, jg6568
OG0023347	AL6G39960	jg6790, jg6695
OG0023352	AL6G51800	jg8086
OG0023354	AL7G16000	jg8831
OG0023355	AL7G20730	jg9268
OG0023356	AL1G30360	jg9449
OG0023357	nbis-gene-1756	jg9466
OG0023358	AL682U10010	jg9476
OG0023359	AL7G24800	jg9656
OG0023363	AL7G38220, AL7G38250	jg10968
OG0023365	nbis-gene-1870	jg11405
OG0023367	AL5G12190, AL5G12350	jg11491
OG0023368	AL376U10010	jg11697, jg11700, jg11693, jg11695
OG0023370	AL7G44770	jg11998
OG0023371	AL2G26040, AL384U10040	jg12030
OG0023374	AL7G46390	jg12216
OG0023376	AL2G25430	jg12400
OG0023379	AL5G20830, AL402U10020, AL7G26360, AL8G18320	jg12697
OG0023380	AL7G44600, AL6G48910, AL8G26700, nbis-gene-671	jg12739
OG0023381	AL8G10090	jg12795
OG0023383	AL8G10690	jg20310
OG0023383	AL8G10700	jg20309
OG0023384	AL8G12130	jg20438
OG0023388	AL8G15730	jg20765
OG0023389	AL8G16420, AL8G16540	jg20840
OG0023390	AL2G14010, AL4G18290	jg20898
OG0023391	AL47U10030, AL8G17580	jg20942
OG0023392	AL8G19040, AL340U10020	jg21098
OG0023393	AL6G12640, AL8G18680, AL3G48870	jg22379, jg21389
OG0023394	AL8G21680	jg21428
OG0023395	AL8G21860	jg21452, jg21448
OG0023402	nbis-gene-1169	jg23573
OG0023403	AL3G44310	jg117, jg272
OG0023404	AL3G44380	jg127, jg281
OG0023405	nbis-gene-820	jg136, jg290
OG0024134	nbis-gene-1426	jg28018
OG0024171	AL3G10130	jg23893
OG0024189	AL7G25360	jg9709
OG0024228	nbis-gene-827	jg169
OG0024251	AL4G41150, AL1G10870	jg28467
OG0024253	AL6G21230, AL85U10010	jg28808, jg31006
OG0024254	AL6G35930	jg28920, jg1806
OG0024255	AL1G16050	jg28958
OG0024258	AL1G28010	jg30076
OG0024261	AL1G30400	jg30328
OG0024265	nbis-gene-454	jg24331, jg30961, jg23030
OG0024267	AL2G10730	jg31331, jg26563
OG0024268	AL6G38810, AL5G23020, AL5G15670	jg31433
OG0024269	AL1G44460	jg31597, jg31595, jg31593
OG0024270	nbis-gene-1620	jg31672
OG0024272	AL4G19880	jg10122, jg31790, jg32748
OG0024274	AL6G43600	jg31938, jg28029
OG0024277	AL1G49070	jg32137
OG0024279	AL8G20720, nbis-gene-1090	jg32433
OG0024280	AL6G14940	jg32540
OG0024288	AL1G55150	jg32930
OG0024289	AL1G54380, AL1G25020	jg32992
OG0024290	AL4G17340	jg8042, jg33044
OG0024292	AL1G58750, AL1G58780	jg33240
OG0024294	AL1G59420	jg33311
OG0024295	AL1G59940	jg33361
OG0024299	AL2G10900	jg431
OG0024300	AL8G19990	jg722, jg21282
OG0024301	AL2G14130	jg752
OG0024303	AL2G15440	jg875
OG0024304	AL2G16190, AL6G33890	jg951, jg952
OG0024305	AL2G17820	jg1146
OG0024306	AL2G18230, AL5G13970, AL6G41120	jg1180
OG0024307	AL7G18600	jg1200, jg9081
OG0024309	AL1G67340	jg1307
OG0024310	AL6G38860	jg11855, jg1314, jg15087
OG0024311	nbis-gene-328	jg1408
OG0024312	AL1G66000	jg1420
OG0024313	nbis-gene-551, AL7G53120	jg1505, jg1452
OG0024316	AL1G23800	jg23823, jg1656, jg1622
OG0024318	AL1G59930, AL9U11770	jg1786
OG0024319	AL1G59910	jg1789
OG0024319	AL9U11750	jg1790
OG0024321	AL1G26890, AL6G16370, AL3G43650	jg1848
OG0024324	AL2G23970	jg2067
OG0024327	AL2G24970	jg2172
OG0024329	AL2G26620	jg2340
OG0024330	AL2G26630	jg2341
OG0024331	nbis-gene-571	jg2579
OG0024332	AL2G30110	jg2682
OG0024334	AL3G46510	jg3269, jg295, jg141
OG0024339	AL777U10010	jg24041
OG0024340	AL3G11820, AL3G11840	jg24065
OG0024341	AL3G12050	jg24087
OG0024344	AL3G14930	jg24365
OG0024347	AL1G38170, AL3G51780, AL3G43710	jg24814
OG0024348	AL3G21020	jg24906
OG0024349	AL3G23310	jg25128
OG0024350	AL3G24080	jg25198
OG0024351	AL3G27710	jg25556
OG0024353	AL3G30330	jg25826
OG0024354	AL3G35140	jg26295
OG0024357	AL4G24580	jg26439
OG0024357	AL4G24570	jg18000
OG0024360	AL3G38460	jg26620
OG0024361	AL3G38340, AL3G38350	jg26650
OG0024362	AL8G20580, AL8G20500	jg26696
OG0024364	AL3G39780	jg26740
OG0024365	AL6G37860, AL1G56430	jg26845, jg27724
OG0024369	AL3G45500	jg27406
OG0024370	AL3G47240	jg27476, jg27742, jg27458
OG0024371	AL3G47100	jg27564
OG0024373	AL2G17560	jg27655, jg27657
OG0024375	AL3G49860	jg27806
OG0024377	AL2G21180	jg12646
OG0024377	nbis-gene-1391	jg27872
OG0024380	AL3G35210	jg16744, jg10470
