Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_rapa
OG0019086	AL1G18700	XP_033128563.1
OG0019087	AL1G20170	XP_009148263.1
OG0019088	AL1G22360	XP_009117052.1, XP_033145840.1
OG0019090	AL1G24920	XP_009148534.1
OG0019092	AL1G36580	XP_009115568.1
OG0019093	AL2G30760	XP_009105784.1
OG0019094	AL2G30400	XP_009105756.1
OG0019095	AL1G47730	XP_009114798.1
OG0019097	AL2G15940	XP_018514364.2
OG0019098	AL2G17190	XP_009138569.1
OG0019099	AL4G29350	XP_009143839.1
OG0019100	AL2G10550	XP_033135372.1
OG0019101	AL1G61440	XP_033128381.1
OG0019102	AL8G11700	XP_009114339.1
OG0019103	AL8G11420	XP_018510079.1
OG0019104	AL8G10460	XP_018515496.1
OG0019105	AL8G10440	XP_009128978.1
OG0019108	AL1G55110	XP_009147968.1
OG0019111	AL7G10940	XP_009101907.1
OG0019112	AL7G16190	XP_009106775.2
OG0019113	AL7G19610	XP_009126300.1
OG0019115	AL7G17820	XP_009120372.1
OG0019116	AL7G17790	XP_009120179.1
OG0019117	AL7G20920	XP_009108941.1
OG0019119	AL6G53300	XP_009111507.1
OG0019120	AL6G53340	XP_009144555.1
OG0019121	AL4G10200	XP_009117439.1
OG0019122	AL7G24920	XP_009143929.1
OG0019124	AL1G10180	XP_033134765.1
OG0019125	AL1G12380	XP_009119592.1, XP_009119594.1
OG0019126	AL1G17270	XP_009119445.3, XP_009118988.2
OG0019127	AL1G17480	XP_009111222.1
OG0019129	AL1G26370	XP_009148825.2
OG0019130	AL1G33800	XP_009110213.2
OG0019132	AL1G38670	XP_009123034.1
OG0019133	AL1G39840	XP_009115319.2
OG0019134	AL1G39970	XP_018509340.2
OG0019135	AL1G40140	XP_009103051.2
OG0019139	AL1G63120	XP_009147526.1
OG0019142	AL1G51200	XP_009107992.1
OG0019144	AL1G52380	XP_033137957.1
OG0019145	AL1G57610	XP_009108354.1
OG0019146	AL1G63720	XP_033128871.1
OG0019149	AL1G67100	XP_009113359.1
OG0019150	AL1G66400	XP_009138570.1, XP_009103080.2
OG0019151	AL1G65730	XP_009113397.2
OG0019152	AL1G65270	XP_009113413.1
OG0019153	AL4G16560	XP_009117070.1
OG0019155	AL2G19150	XP_009111404.1
OG0019158	AL2G23920	XP_009105194.1
OG0019159	AL2G27310	XP_033139615.1
OG0019160	AL2G27900	XP_033141709.1
OG0019161	AL2G32260	XP_009127942.2
OG0019163	AL2G32500	XP_009127951.1
OG0019165	AL2G38700, AL2G38680	XP_009104575.1
OG0019166	AL3G12420	XP_033148246.1
OG0019167	AL3G14880	XP_009124193.1
OG0019168	AL3G18150	XP_009135976.1, XP_009147119.1
OG0019170	AL3G35350	XP_033144173.1, XP_018514753.1
OG0019171	nbis-gene-749	XP_033143248.1
OG0019172	nbis-gene-772	XP_033130400.1, XP_033137779.1
OG0019174	AL3G43590	XP_009102347.1
OG0019175	AL3G43960	XP_033143490.1
OG0019177	AL3G44840	XP_009112255.1
OG0019178	AL3G45320	XP_009136212.1
OG0019179	AL3G45960	XP_009134946.1
OG0019180	AL3G48990	XP_009102179.1
OG0019181	AL3G54150	XP_009117462.1
OG0019182	AL4G12260	XP_009140382.1
OG0019183	AL4G14080	XP_009140514.1
OG0019184	AL4G14840	XP_033145445.1
OG0019185	nbis-gene-986	XP_033136691.1
OG0019187	AL4G17690	XP_009140702.1
OG0019189	AL4G19980	XP_009103558.1
OG0019190	AL4G30690, AL731U10010	XP_009143748.2
OG0019191	AL4G39060	XP_009142722.2
OG0019192	AL5G10890	XP_009129204.1
OG0019193	AL5G12600	XP_009129106.1
OG0019195	AL5G13420	XP_009152157.1
OG0019199	AL5G23690	XP_009149937.1
OG0019200	AL5G24240, AL8G10100	XP_033128507.1
OG0019201	AL5G29640	XP_018515292.1
OG0019203	AL5G33310	XP_009115952.2
OG0019205	AL6G18230	XP_009133832.1
OG0019206	AL6G23440	XP_009121828.1
OG0019209	AL6G35250	XP_009150913.1
OG0019210	AL6G35290	XP_009141851.1
OG0019212	AL6G42420	XP_033135760.1
OG0019213	AL6G43090	XP_033143179.1
OG0019214	AL6G43370	XP_009134163.1
OG0019215	AL6G45190	XP_033142045.1
OG0019216	AL6G53190	XP_009111537.1
OG0019218	AL7G12630	XP_009109412.1
OG0019220	nbis-gene-1773	XP_033133027.1, XP_009144845.2
OG0019221	AL7G26020	XP_009137620.1
OG0019222	AL7G26280	XP_009142543.1
OG0019223	AL7G26530	XP_009142244.1
OG0019224	AL7G27280	XP_033143028.1, XP_009139490.3
OG0019225	AL7G27690	XP_033133038.1
OG0019226	AL7G28630	XP_009138231.1
OG0019227	AL7G39680	XP_033143186.1, XP_009136709.2
OG0019228	AL7G41990	XP_009109571.1
OG0019229	AL7G42380	XP_009108089.1
OG0019230	AL9U11220	XP_009139651.1
OG0019231	AL9U12160	XP_009149315.1
OG0019232	AL7G46250	XP_033145954.1
OG0019233	AL7G49180	XP_009140195.1
OG0019234	AL7G47830	XP_009140098.1
OG0019236	AL7G47360	XP_009125202.1
OG0019238	AL8G17480	XP_009101805.1
OG0019239	AL8G17540	XP_009101812.1
OG0019240	AL8G18090	XP_009114032.1
OG0019241	AL8G19840	XP_009111815.1
OG0019242	AL8G21780	XP_009151670.1
OG0019243	AL8G22730	XP_009151715.1
OG0019244	AL8G23460	XP_009127448.1
OG0019245	AL8G23540	XP_009123451.1
OG0019248	AL8G27170	XP_033140163.1
OG0019249	AL8G35560, AL48U10040	XP_033142717.1
OG0019254	AL8G17430	XP_033140637.1, XP_033128677.1
OG0019256	nbis-gene-1844	XP_033133573.1, XP_009136752.1
OG0019257	AL7G37460	XP_009108307.1
OG0019258	AL6G13570	XP_033137438.1
OG0019260	AL5G14190	XP_033128424.1, XP_033139885.1
OG0019261	nbis-gene-33	XP_033132354.1
OG0019263	AL1G39160	XP_009115374.1
OG0019264	nbis-gene-259	XP_033128607.1, XP_033133294.1
OG0019265	AL6G44290	XP_009128714.1
OG0019266	AL8G38560	XP_009150120.1
OG0019267	nbis-gene-1029	XP_009110830.2
OG0019268	AL3G18510	XP_009147094.1
OG0019269	AL3G28600	XP_033132329.1
OG0019297	AL5G25740	XP_009150479.1
OG0019299	AL6G27870	XP_033137402.1
OG0019300	AL6G26110	XP_009121594.1
OG0019301	AL6G25660	XP_018512336.1, XP_009121626.1
OG0019303	AL6G20420	XP_009131134.1
OG0019306	AL4G19600	XP_018512947.1
OG0019308	AL1G53140	XP_009140815.1
OG0019310	AL1G43910	XP_009109628.1
OG0019312	AL8G38640	XP_009150113.1
OG0019313	AL8G38510	XP_033144975.1
OG0019315	AL6G51980	XP_009120807.1
OG0019317	AL8G36010	XP_009126693.1
OG0019323	AL8G27390	XP_033138454.1, XP_033138456.1, XP_033138461.1
OG0019325	AL7G46140	XP_018513119.1
OG0019327	AL7G49010	XP_009140036.1
OG0019329	AL2G41390	XP_009128450.1
OG0019330	AL2G38730	XP_009104573.1
OG0019331	AL2G37220	XP_009106371.1
OG0019333	AL2G36260	XP_033131190.1
OG0019334	AL2G36300	XP_009106505.1
OG0019337	AL1G61380	XP_033128390.1
OG0019341	AL5G10980	XP_009101301.2
OG0019343	AL4G46760	XP_009118855.1, XP_033147202.1
OG0019346	AL8G14120	XP_009128761.1
OG0019348	AL1G57210	XP_009147891.1
OG0019349	AL1G57800	XP_009107235.1
OG0019352	AL5G21760	XP_009108316.1
OG0019353	AL1G59530	XP_018508005.1
OG0019354	AL5G30470	XP_009115706.1
OG0019355	AL5G30380	XP_009115697.1
OG0019357	AL3G49990	XP_009121153.2
OG0019358	AL7G31190	XP_009108564.1
OG0019359	AL8G18660	XP_009123683.1
OG0019362	AL3G10650	XP_009147439.2
OG0019363	AL8G44900	XP_018512092.1
OG0019364	AL8G45010	XP_009103519.1
OG0019366	AL5G46000	XP_009116981.1
OG0019368	AL5G44540	XP_009116863.1
OG0019369	AL5G43030	XP_009116752.2
OG0019370	AL5G42440	XP_009116700.1
OG0019375	AL5G35120	XP_009116096.1
OG0019376	AL5G34330	XP_009103860.1
OG0019377	AL4G45690	XP_009142653.1
OG0019378	AL3G42130	XP_009102384.1
OG0019379	AL3G42520	XP_033131821.1
OG0019380	AL2G27240	XP_009105383.1
OG0019381	AL3G51300	XP_033129537.1
OG0019383	AL4G42220, AL4G42130	XP_033145318.1
OG0019385	AL6G46940	XP_009128631.1
OG0019386	AL4G16100	XP_009140610.1
OG0019387	AL1G50810	XP_033146983.1
OG0019390	AL3G53510	XP_009112673.1
OG0019391	AL4G47320	XP_009142505.1
OG0019393	AL4G45970	XP_009142632.1
OG0019395	AL4G43790	XP_033147580.1
OG0019396	AL4G43290	XP_033144397.1
OG0019397	AL4G43210	XP_009143009.2, XP_009145813.1
OG0019398	AL4G41250	XP_009142882.2
OG0019399	AL3G12620	XP_033142276.1
OG0019400	AL3G14080	XP_009150839.1
OG0019401	AL3G15170	XP_009124204.1
OG0019403	AL3G19850	XP_018513503.1
OG0019404	AL3G25410	XP_033147507.1
OG0019405	AL3G26430	XP_009117127.1
OG0019407	AL3G31740	XP_033147088.1
OG0019409	AL3G34070	XP_009145640.1
OG0019411	AL3G35440	XP_018515059.2, XP_009109612.1
OG0019413	AL1G10250	XP_018514020.2
OG0019414	AL1G12170	XP_009118744.1
OG0019415	AL1G14710	XP_009119218.1
OG0019418	AL1G21250	XP_033135491.1
OG0019419	AL1G21380	XP_009148384.1
OG0019422	AL1G22910	XP_009148509.1
OG0019423	AL1G25290	XP_009110578.2
OG0019425	AL1G27700	XP_009117817.1
OG0019426	AL1G28810	XP_009149100.1
OG0019428	AL1G31480	XP_009149376.1
OG0019429	AL1G31500	XP_009149377.1
OG0019430	AL1G32450	XP_009149458.1
OG0019433	AL2G31460	XP_018512110.1
OG0019439	AL1G59060	XP_009150938.1
OG0019440	AL2G11770	XP_009112748.1
OG0019444	AL8G15530	XP_009101712.1
OG0019446	AL7G14040	XP_009140967.1
OG0019447	AL7G16670	XP_009108723.2
OG0019448	AL7G19380	XP_033135420.1
OG0019451	AL7G21000	XP_009137989.3
OG0019452	AL1G37030	XP_033132096.1
OG0019453	AL1G37920	XP_009115473.1
OG0019454	AL6G53240	XP_009128477.2
OG0019455	AL6G53310	XP_009111508.2
OG0019457	AL4G10100	XP_009117450.2
OG0019458	AL1G12260	XP_009119606.1
OG0019459	AL1G21170	XP_009144442.2
OG0019463	AL1G25400	XP_009123964.1
OG0019465	AL1G38580	XP_009110056.1
OG0019466	AL1G39920	XP_009103064.1
OG0019467	AL1G40030	XP_033133482.1
OG0019469	AL7G23040	XP_018513023.1
OG0019470	AL1G49310	XP_009115013.1
OG0019473	AL1G51960	XP_009123044.1
OG0019475	AL1G64560	XP_009104137.1
OG0019477	nbis-gene-425	XP_009102735.1
OG0019482	AL2G23910	XP_009105193.1
OG0019485	AL2G28960	XP_009150572.1
OG0019487	AL2G34250	XP_009104764.1
OG0019488	AL3G18820	XP_009147067.1
OG0019489	AL3G22760	XP_009146742.1
OG0019492	AL3G27040	XP_009116665.2
OG0019493	AL3G29220	XP_009114784.1
OG0019497	AL3G43580	XP_009102351.1
OG0019499	AL3G52140	XP_009121230.1
OG0019500	AL3G52320	XP_033134127.1
OG0019504	AL4G17160	XP_033146665.1
OG0019505	AL4G18180	XP_009117032.1
OG0019506	AL4G29490	XP_033146326.1, XP_033146325.1
OG0019507	AL4G17210, AL4G29740	XP_018514876.1
OG0019508	nbis-gene-1078	XP_033143479.1
OG0019509	AL4G31010	XP_009143717.1
OG0019510	AL92U10060, AL4G36400	XP_009141787.1
OG0019512	AL4G44080	XP_009143092.1
OG0019514	AL5G15660	XP_009121419.1
OG0019515	AL5G15940	XP_009111539.1
OG0019518	AL5G22550	XP_009150271.2
OG0019520	AL5G23990	XP_018515426.1, XP_009150258.1
OG0019521	AL5G26470	XP_009149925.1
OG0019523	AL5G45660	XP_009104399.1
OG0019526	AL6G28210	XP_033138817.1
OG0019527	nbis-gene-1542	XP_009148377.1, XP_009123613.1
OG0019530	AL6G40670	XP_009129818.1, NP_001288836.1
OG0019535	nbis-gene-1763	XP_009138093.1, XP_033143522.1
OG0019536	AL7G25440	XP_009143356.1
OG0019537	AL7G26610	XP_033142961.1
OG0019538	AL7G26660	XP_009142173.1
OG0019541	AL7G29250	XP_009137624.1, XP_009137411.1
OG0019542	AL7G29790, AL2G21230	XP_033129568.1
OG0019544	AL7G34230	XP_018511185.1
OG0019545	AL7G34880	XP_009108419.1
OG0019547	AL7G36320	XP_009131417.1
OG0019550	AL8G14130	XP_033134207.1
OG0019552	AL8G18510	XP_009114050.1
OG0019553	nbis-gene-2057	XP_018510227.1
OG0019554	nbis-gene-2078	XP_009127363.1
OG0019555	nbis-gene-2084	XP_018512135.1
OG0019556	AL8G27020	XP_009127228.2
OG0019557	AL8G28730	XP_009127143.2
OG0019559	AL8G31230	XP_033138719.1
OG0019562	AL8G30790	XP_009120047.1
OG0019564	AL8G26490	XP_009132549.2
OG0019566	AL6G29940	XP_018511023.1, XP_033141919.1
OG0019569	AL1G51020	XP_009144941.1
OG0019570	nbis-gene-36	XP_009119169.1
OG0019571	AL2G24230	XP_009139867.1, XP_033145531.1, XP_009139700.2, XP_009139865.2
OG0019573	AL8G26650	XP_009132539.1
OG0019574	AL8G35740	XP_009120439.2
OG0019575	nbis-gene-186, AL8G17450	XP_009102676.1
OG0019576	AL3G14360	XP_033146840.1
OG0019606	nbis-gene-2008	XP_033140982.1
OG0019607	AL1G53730	XP_033132776.1
OG0019610	AL1G49400	XP_009115015.1
OG0019612	AL1G45910	XP_033135665.1
OG0019613	AL1G46460	XP_009114895.1
OG0019616	AL6G36750	XP_009151035.1
OG0019620	nbis-gene-2141	XP_033139651.1
OG0019621	AL5G28200	XP_009149801.1
OG0019625	AL6G40450	XP_009151244.1
OG0019626	AL6G11960	XP_033137583.1
OG0019630	AL2G40520	XP_009106710.1
OG0019631	nbis-gene-621	XP_009106652.1
OG0019633	nbis-gene-604	XP_009128091.1, XP_009106184.1
OG0019634	AL5G26740	XP_009149904.1
OG0019636	AL1G64480	XP_009104135.1
OG0019637	AL1G64310	XP_009147456.1
OG0019638	AL1G63930	XP_018509507.1
OG0019640	AL1G61630	XP_009106990.1
OG0019641	AL7G43810	XP_009108065.1
OG0019646	AL1G49930	XP_009125133.1
OG0019651	AL4G31600	XP_018513635.1
OG0019652	AL4G31820	XP_009141513.1
OG0019655	AL7G32660	XP_009134753.1
OG0019658	AL5G44170	XP_009104333.1
OG0019659	AL5G43480	XP_033134587.1
OG0019660	AL5G40540	XP_009116561.1
OG0019661	AL5G37720	XP_033146573.1
OG0019662	AL5G36760	XP_009139153.1
OG0019664	AL3G51280	XP_009150750.1
OG0019668	AL4G37650	XP_009133398.1
OG0019672	AL4G46370	XP_009142583.1
OG0019674	AL4G43510	XP_009143040.1
OG0019676	AL3G12320	XP_009118631.1
OG0019679	AL3G16250	XP_033148215.1
OG0019682	AL3G27010	XP_009146332.1
OG0019683	AL3G27110	XP_009116622.1
OG0019687	AL8G18460	XP_009123694.3
OG0019690	nbis-gene-764	XP_009102627.1
OG0019691	AL1G12590	XP_009119571.1
OG0019695	AL1G40600	XP_033131289.1
OG0019697	AL1G28780	XP_009149098.1
OG0019698	nbis-gene-104	XP_009149288.1
OG0019701	AL1G35690	XP_009103790.2
OG0019704	AL1G65910	XP_009122986.1
OG0019707	AL6G48800	XP_033136442.1
OG0019708	AL7G10440	XP_009109546.1
OG0019710	AL7G12820	XP_009132531.1
OG0019712	AL7G17840	XP_009138203.1
OG0019714	AL7G24510	XP_009144188.1
OG0019716	AL1G15880	XP_009119102.2
OG0019717	AL1G17680	XP_033137674.1
OG0019718	AL1G32970	XP_009103355.1
OG0019720	AL1G47160	XP_009115602.1
OG0019725	AL2G11690	XP_018510220.1
OG0019726	nbis-gene-397	XP_033134173.1
OG0019729	AL2G30340	XP_009127834.1
OG0019730	AL3G11740	XP_009118032.1
OG0019735	AL3G51310	XP_009102280.1
OG0019737	AL4G10280	XP_009117433.1
OG0019738	AL4G12400	XP_009140397.1
OG0019740	AL4G14320	XP_009117241.2
OG0019741	AL4G16430	XP_018515307.2
OG0019742	AL4G21400	XP_018514149.2
OG0019743	AL426U10010, AL4G26250	XP_033146441.1
OG0019744	AL4G27130	XP_009144040.3
OG0019745	AL4G28390, nbis-gene-1080	XP_009133351.1
OG0019748	AL4G44710	XP_009116416.1
OG0019749	AL4G47090	XP_009118731.1
OG0019751	AL8G10110, AL5G24250	XP_009150064.1
OG0019755	AL5G31410	XP_009115779.1
OG0019756	AL5G44150	XP_009138761.1
OG0019758	AL6G25230	XP_033142254.1
OG0019761	AL7G10930	XP_009101908.1
OG0019762	AL7G12060	XP_009114098.1
OG0019763	AL7G13410	NP_001306250.1, XP_033133011.1
OG0019764	AL7G21720	XP_009127829.1
OG0019767	nbis-gene-1784	XP_033144560.1
OG0019768	AL7G28530	XP_009138335.1
OG0019769	AL7G32040	XP_009108533.1
OG0019770	AL7G32590	XP_009134813.1
OG0019772	AL7G40380	XP_009147469.2
OG0019773	AL7G50120	XP_033145246.1
OG0019774	AL7G48520	XP_009140061.1
OG0019776	AL8G19730	XP_009105712.1
OG0019777	AL8G21550	XP_033129637.1
OG0019779	AL8G25680	XP_009127313.1
OG0019780	AL8G26830	XP_009127241.1
OG0019783	AL8G32160, AL431U10020	XP_009141360.1
OG0019785	AL8G44280	XP_009129098.1
OG0019789	AL8G11410	XP_018515317.1
OG0019790	nbis-gene-1261	XP_009151762.1
OG0019791	AL5G18040	XP_009151874.1
OG0019793	nbis-gene-612	XP_033130897.1
OG0019794	AL8G24820	XP_033138115.1
OG0019795	AL3G11510	XP_018513329.1
OG0019796	AL8G22210	XP_009151699.1
OG0019835	AL4G25530	XP_009144280.1
OG0019840	AL8G42490	XP_009112166.1
OG0019842	AL8G39370	XP_009151370.1
OG0019844	AL6G37060	XP_009151058.1
OG0019845	AL5G28880	XP_009149760.1
OG0019846	AL5G27590	XP_018508165.2
OG0019847	AL6G13230	XP_009122677.1
OG0019861	AL8G12690	XP_018512058.1
OG0019871	AL5G41500	XP_033135976.1
OG0019874	AL5G40840	XP_033131344.1
OG0019879	AL1G59130	XP_009102165.1
OG0019881	AL4G43390	XP_009142261.2
OG0019882	AL7G26440	XP_009144834.2
OG0019884	AL4G39340	XP_033142677.1
OG0019885	AL3G11240	XP_009134642.1
OG0019886	AL3G12880	XP_009134726.1
OG0019888	AL3G18260	XP_018513681.1
OG0019891	AL3G26510	XP_009146392.1
OG0019892	AL6G38170	XP_009146391.1
OG0019894	AL3G28150	XP_018508013.1
OG0019896	nbis-gene-727	XP_018515274.1, XP_033147090.1
OG0019897	AL3G32410	XP_009145833.1
OG0019900	AL1G12080	XP_009111235.2
OG0019904	nbis-gene-403	XP_009113134.1
OG0019907	AL7G10950	XP_009109509.1
OG0019913	AL1G13750	XP_009118667.2
OG0019914	nbis-gene-80	XP_009148653.1
OG0019915	AL1G27710	XP_009117816.1
OG0019916	AL1G27920	XP_009114464.1, XP_033136863.1
OG0019917	AL1G29360	XP_009149156.1
OG0019919	AL1G36210	XP_009115614.1
OG0019927	AL1G66630	XP_009113364.1
OG0019928	nbis-gene-1962, AL1G65420	XP_033135257.1
OG0019929	AL1G65190	XP_009119491.1
OG0019930	AL2G25090	XP_009127493.1
OG0019934	AL3G14640	XP_009134769.1, XP_033143051.1
OG0019943	AL3G51210	XP_009102282.1
OG0019944	AL4G10520	XP_018514044.1
OG0019947	AL4G42100, AL4G42110	XP_033144363.1
OG0019950	AL4G47040	XP_009142529.1
OG0019952	AL5G13770	XP_009129061.1
OG0019953	AL9U11090, AL4G19150, AL5G13790	XP_009145162.1, XP_009141001.1
OG0019956	AL5G21990	XP_009145795.1
OG0019957	AL5G22150	XP_009105438.1, XP_009105631.1
OG0019959	AL5G25230	XP_009150292.1
OG0019969	nbis-gene-1468	XP_033145101.1
OG0019970	AL6G21760	XP_009121990.1
OG0019971	AL6G33230	XP_009120676.2
OG0019973	AL6G40060	XP_033129630.1
OG0019977	AL6G50330	XP_009111264.1
OG0019979	AL7G13380	XP_033132280.1
OG0019980	AL7G26620	XP_009142192.1
OG0019981	AL7G27180	XP_033148023.1
OG0019982	AL7G29470	XP_033146186.1
OG0019983	AL7G36680	XP_009131096.1
OG0019984	nbis-gene-1852	XP_033144836.1
OG0019985	AL7G50270	XP_009139936.1
OG0019986	AL8G12840	XP_009114391.1
OG0019988	AL8G14850	XP_033139908.1
OG0019991	nbis-gene-2085	XP_033141377.1
OG0019992	AL8G25730	XP_009132610.1
OG0019993	AL8G25750	XP_009132611.1
OG0020001	AL4G32780	XP_009133095.1
OG0020008	AL3G50320	XP_033129561.1
OG0020058	AL1G61930	XP_009147611.1
OG0020059	AL3G44600	XP_033138899.1
OG0020063	AL5G16770	XP_033128344.1, XP_009129417.1
OG0020069	AL1G27900	XP_033136480.1, XP_033136481.1
OG0020071	AL9U10410	XP_009150993.1
OG0020074	AL5G45530	XP_033146733.1
OG0020080	AL6G46010	XP_009108163.2
OG0020081	nbis-gene-1902	XP_009124595.1
OG0020088	AL3G21850	XP_033144810.1
OG0020095	AL5G32010	XP_009115843.1
OG0020096	AL1G12040	XP_018510868.1
OG0020097	AL1G22440, AL1G22430	XP_009148465.1
OG0020100	AL7G42460	XP_009117652.1
OG0020106	AL7G13530	XP_009137084.1
OG0020118	nbis-gene-267	XP_009112248.1
OG0020128	AL3G21530	XP_009135025.1
OG0020130	nbis-gene-711	XP_009146171.1
OG0020132	AL3G40010, AL3G40030, AL3G40020	XP_009127419.1
OG0020135	AL3G46280	XP_009136248.1
OG0020137	AL4G13420	XP_033145480.1
OG0020142	AL4G28910	XP_009141300.1
OG0020144	nbis-gene-1249	XP_009143317.1
OG0020150	AL6G35700	XP_033129167.1
OG0020151	AL6G40000	XP_009111933.1
OG0020156	AL8G35290	XP_033136246.1
OG0020158	nbis-gene-1724	XP_018508785.1
OG0020163	AL7G45310	XP_018511538.1
OG0020164	AL7G52720	XP_009139762.1
OG0020167	AL8G11430	XP_009101479.1
OG0020168	AL8G22240	XP_009151702.1
OG0020169	nbis-gene-2133	XP_018510156.1
OG0020178	AL7G25430	XP_033137304.1
OG0020180	nbis-gene-1418	XP_018508673.1, XP_033136337.1
OG0020181	AL3G23580	XP_009146657.1
OG0020189	AL7G15640	XP_009143919.1
OG0020190	AL8G42260	XP_009112158.1, XP_009150557.1
OG0020235	AL9U11630	XP_018511470.1
OG0020237	AL4G22280	XP_009103837.3
OG0020238	nbis-gene-173	XP_009115260.1
OG0020240	AL8G36930	XP_009131927.1
OG0020245	AL2G38620	XP_009128289.1
OG0020246	AL2G36580	XP_033132173.1
OG0020247	AL1G64220	XP_009147458.1
OG0020251	AL2G32820	XP_009105960.2
OG0020259	nbis-gene-1807	XP_018512734.1
OG0020265	AL5G34150	XP_033131292.1
OG0020271	AL1G27910	XP_033129225.1, XP_009148968.2
OG0020275	AL4G40890	XP_009142064.1
OG0020286	nbis-gene-1677	XP_009128620.1
OG0020291	nbis-gene-106	XP_018509257.1
OG0020305	AL2G10540	XP_009112827.1
OG0020315	AL3G13910	XP_009130409.1
OG0020325	AL4G17540	XP_009140700.1
OG0020327	nbis-gene-1086	XP_018514601.2
OG0020330	AL5G21150	XP_009120120.1
OG0020335	AL5G39970	XP_009138969.1
OG0020338	nbis-gene-1451	XP_018511066.1
OG0020348	AL7G10760	XP_009135653.1
OG0020358	nbis-gene-1993	XP_033134930.1
OG0020363	AL3G44400, nbis-gene-818	XP_033128548.1
OG0020367	nbis-gene-9	XP_018513089.1
OG0020368	AL9U10260	XP_033133913.1
OG0020369	AL6G26560	XP_009121554.1
OG0020373	AL1G21640	XP_033135493.1
OG0020378	AL2G21310, nbis-gene-554	XP_033129383.1, XP_033139541.1
OG0020444	AL4G28920	XP_009141301.1
OG0020445	AL1G53310	XP_018511590.1
OG0020446	nbis-gene-541	XP_009135603.2
OG0020457	AL7G39820	XP_033142690.1
OG0020467	AL3G47770	XP_009119379.1
OG0020489	AL2G10850	XP_033135320.1
OG0020517	AL3G16450	XP_018511634.1
OG0020531	AL4G17220	XP_033134462.1
OG0020535	AL4G24010	XP_033145639.1, XP_018514025.2
OG0020540	AL5G16480	XP_009129430.1
OG0020543	AL5G23240	XP_009149679.1
OG0020550	AL5G45830	XP_009138684.1
OG0020559	AL6G39280	XP_009111745.1
OG0020562	AL6G41570	XP_009144208.1
OG0020563	AL6G43840	XP_009128726.1
OG0020565	AL7G10450	XP_009109543.1
OG0020567	AL7G21460	XP_018509475.2
OG0020568	AL7G25390	XP_009109954.2
OG0020569	AL7G25520	XP_009143278.1
OG0020574	AL7G41130	XP_033144771.1
OG0020577	AL7G46740	XP_009139753.1
OG0020586	AL8G38300	XP_009136492.1
OG0020588	AL2G20930	XP_033129118.1, XP_033139395.1
OG0020593	AL8G40800	XP_018512142.1
OG0020594	nbis-gene-1715	XP_009108703.1
OG0020595	AL6G12990	XP_033140000.1
OG0020601	nbis-gene-1979	XP_018512149.1
OG0020606	nbis-gene-407	XP_033143588.1
OG0020608	AL1G27450	XP_033129074.1
OG0020672	AL7G21470	XP_009127659.1
OG0020683	nbis-gene-1557	XP_033129560.1
OG0020689	AL2G27890	XP_033131103.1
OG0020696	AL5G43360	XP_009138791.1
OG0020715	AL1G29910	XP_009117651.1
OG0020724	AL7G20090	XP_033135866.1
OG0020745	AL2G16050	XP_009103809.1, XP_009103802.1
OG0020750	AL3G10410	XP_018513331.1
OG0020753	AL3G16030	XP_009147238.2
OG0020761	nbis-gene-899	XP_009131427.1
OG0020778	AL6G19070	XP_009117501.1
OG0020779	AL6G19210, AL6G19060, AL6G19080	XP_009117506.1
OG0020796	AL7G45970	XP_033131138.1
OG0020798	AL8G19660	XP_009123675.1
OG0020806	AL7G14030	XP_018512737.1
OG0020811	AL3G10150	XP_018511499.2
OG0020812	nbis-gene-365	XP_018510215.1
OG0020820	AL5G32080	XP_033144835.1
OG0020822	nbis-gene-1063	XP_033146337.1
OG0020826	nbis-gene-836	XP_033139066.1, XP_033139067.1
OG0020900	AL2G22730	XP_033131891.1
OG0020923	AL3G25330	XP_009124758.1
OG0020941	AL845U10010	XP_033128710.1
OG0020947	AL7G18020	XP_009108799.1
OG0020948	AL7G40140	XP_033143292.1
OG0020949	AL1G65700, AL6G48120, AL1G10280, AL1G10290	XP_033148859.1
OG0020954	AL1G26350	XP_009148822.1, XP_033135602.1
OG0020960	AL1G38890	XP_018509350.1
OG0020975	AL7G53150, AL7G46910, AL2G24780	XP_009129782.2
OG0020976	AL2G25280	XP_009127505.2, XP_009137635.1
OG0020977	AL2G30950, AL832U10020, AL3G25570	XP_009119807.2
OG0020978	AL3G16820	XP_033148394.1
OG0020983	AL1G54610, AL3G28970	XP_009115932.1
