Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0019310	AL1G43910	XP_020867373.1
OG0019311	AL8G16190	XP_020871981.1
OG0019312	AL8G38640	XP_002864759.1
OG0019313	AL8G38510	XP_002866452.1
OG0019314	AL6G22470	XP_020878689.1
OG0019315	AL6G51980	XP_002872893.1
OG0019317	AL8G36010	XP_002866334.2
OG0019318	AL8G35880	XP_002866329.1
OG0019320	AL8G30520	XP_020883486.1
OG0019324	AL6G10370	XP_020879340.1
OG0019325	AL7G46140	XP_020872264.1
OG0019326	AL6G10060	XP_020875799.1
OG0019327	AL7G49010	XP_020874663.1
OG0019329	AL2G41390	XP_020891778.1
OG0019330	AL2G38730	XP_020890025.1
OG0019331	AL2G37220	XP_020865915.1
OG0019333	AL2G36260	XP_002887629.1
OG0019334	AL2G36300	XP_020891707.1
OG0019335	AL1G64590	XP_002894567.1
OG0019337	AL1G61380	XP_002894421.1
OG0019338	AL7G42910	XP_002868346.1
OG0019339	AL7G40950	XP_002868244.1
OG0019341	AL5G10980	XP_020879997.1
OG0019342	AL2G11520	XP_020865956.1
OG0019343	AL4G46760	XP_002882113.1
OG0019345	AL8G13960	XP_002863518.1
OG0019345	AL8G13940	XP_020869027.1
OG0019346	AL8G14120	XP_002863525.2
OG0019348	AL1G57210	XP_002891531.1
OG0019349	AL1G57800	XP_020866695.1
OG0019350	AL5G23630	XP_002877385.1
OG0019351	AL1G57990	XP_020870128.1
OG0019352	AL5G21760	XP_020882312.1
OG0019353	AL1G59530	XP_020868776.1
OG0019354	AL5G30470	XP_020881879.1
OG0019355	AL5G30380	XP_020880975.1
OG0019357	AL3G49990	XP_020886767.1
OG0019358	AL7G31190	XP_002867770.1
OG0019359	AL8G18660	XP_002865504.2
OG0019360	AL3G10360	XP_020887812.1
OG0019361	AL3G10590	XP_020887462.1
OG0019362	AL3G10650	XP_020886094.1
OG0019363	AL8G44900	XP_002865057.1
OG0019364	AL8G45010	XP_020890699.1
OG0019365	nbis-gene-1712	XP_020874930.1
OG0019366	AL5G46000	XP_020882186.1
OG0019367	AL5G45360	XP_002876680.1
OG0019368	AL5G44540	XP_020880826.1
OG0019369	AL5G43030	XP_020880932.1
OG0019370	AL5G42440	XP_002876541.1
OG0019371	AL5G42050	XP_020882299.1
OG0019372	AL5G41170	XP_020880670.1
OG0019375	AL5G35120	XP_002877955.1
OG0019376	AL5G34330	XP_002877916.1
OG0019377	AL4G45690	XP_002882060.2
OG0019378	AL3G42130	XP_020888972.1
OG0019379	AL3G42520	XP_002885778.1
OG0019380	AL2G27240	XP_002888660.1
OG0019381	AL3G51300	XP_020889285.1
OG0019382	AL4G37400	XP_002879826.1
OG0019383	AL4G42220	XP_002880046.2
OG0019385	AL6G46940	XP_020877720.1
OG0019386	AL4G16100	XP_020884417.1
OG0019387	AL1G50810	XP_002893908.1
OG0019388	AL1G50790	XP_020866508.1
OG0019389	AL3G48130	XP_002883954.2
OG0019390	AL3G53510	XP_002886283.1
OG0019391	AL4G47320	XP_020883854.1
OG0019393	AL4G45970	XP_002882074.1
OG0019394	AL4G43970	XP_002880144.2
OG0019396	AL4G43290	XP_020885345.1
OG0019397	AL4G43210	XP_020882961.1
OG0019398	AL4G41250	XP_020884016.1
OG0019399	AL3G12620	XP_002884355.1
OG0019400	AL3G14080	XP_002882336.1
OG0019401	AL3G15170	XP_020886924.1
OG0019402	AL3G18840	XP_002884653.2
OG0019403	AL3G19850	XP_002884701.1
OG0019404	AL3G25410	XP_002882827.2
OG0019405	AL3G26430	XP_020888129.1
OG0019406	AL3G30160	XP_020889233.1
OG0019407	AL3G31740	XP_020885986.1
OG0019408	AL3G33920	XP_002883237.1
OG0019409	AL3G34070	XP_020888106.1
OG0019411	AL3G35440	XP_002885436.1
OG0019413	AL1G10250	XP_002889340.2
OG0019414	AL1G12170	XP_002892125.1
OG0019415	AL1G14710	XP_002892256.1
OG0019418	AL1G21250	XP_020869588.1
OG0019419	AL1G21380	XP_020870869.1
OG0019420	AL1G22640	XP_020869209.1
OG0019422	AL1G22910	XP_020866459.1
OG0019423	AL1G25290	XP_002892757.1
OG0019425	AL1G27700	XP_002892874.1
OG0019426	AL1G28810	XP_002890178.1
OG0019427	AL1G28850	XP_020867779.1
OG0019428	AL1G31480	XP_002890305.1
OG0019429	AL1G31500	XP_002890306.1
OG0019431	nbis-gene-113	XP_002890364.2
OG0019433	AL2G31460	XP_002888850.2
OG0019435	AL2G29650	XP_002888769.1
OG0019436	AL1G47280	XP_020869009.1
OG0019437	AL1G47680	XP_002891038.1
OG0019440	AL2G11770	XP_020890193.1
OG0019442	AL8G10770	XP_002863349.2
OG0019443	AL8G15030	XP_002863557.1
OG0019444	AL8G15530	XP_002863587.1
OG0019445	AL1G58370	XP_002891588.1
OG0019446	AL7G14040	XP_002866984.1
OG0019447	AL7G16670	XP_020874626.1
OG0019448	AL7G19380	XP_020872618.1
OG0019451	AL7G21000	XP_002867315.1
OG0019452	AL1G37030	XP_020867348.1
OG0019453	AL1G37920	XP_002890606.1
OG0019454	AL6G53240	XP_020876850.1
OG0019455	AL6G53310	XP_002872964.2
OG0019456	AL6G53550	XP_002872977.2
OG0019457	AL4G10100	XP_002878528.1
OG0019458	AL1G12260	XP_020866984.1
OG0019459	AL1G21170	XP_002892567.1
OG0019461	AL7G34260	XP_020875673.1
OG0019462	AL701U10010	XP_020875910.1, XP_002874329.1, XP_002865456.1, XP_020880741.1, XP_002869967.1, XP_002894069.1, XP_002886919.1, XP_002883765.1, XP_002865688.2
OG0019463	AL1G25400	XP_020870682.1
OG0019465	AL1G38580	XP_002893367.1
OG0019466	AL1G39920	XP_002890691.1
OG0019467	AL1G40030	XP_020867838.1
OG0019468	AL1G40510	XP_002890709.2
OG0019469	AL7G23040	XP_002869435.1
OG0019470	AL1G49310	XP_020866124.1
OG0019471	AL1G49200	XP_020869483.1
OG0019471	nbis-gene-213	XP_020866425.1
OG0019472	AL1G51170	XP_002891229.1
OG0019473	AL1G51960	XP_002893965.1
OG0019474	AL1G64230	XP_002894548.1
OG0019475	AL1G64560	XP_020869431.1
OG0019476	AL2G13470	XP_002888026.2
OG0019477	nbis-gene-425	XP_020889698.1
OG0019478	AL1G65280	XP_002891912.1
OG0019479	AL211U10020, AL211U10030	XP_020872295.1, XP_020872300.1
OG0019480	AL8G14340	XP_020866207.1
OG0019480	AL2G22050	XP_020865925.1
OG0019481	AL2G23700	XP_020891501.1
OG0019482	AL2G23910	XP_002887016.1
OG0019483	AL2G28580	XP_002887237.1
OG0019484	AL2G28690	XP_020865735.1
OG0019485	AL2G28960	XP_002888734.1
OG0019486	AL2G32480	XP_002887452.1
OG0019487	AL2G34250	XP_020890837.1
OG0019488	AL3G18820	XP_002882533.2
OG0019489	AL3G22760	XP_020888236.1
OG0019490	nbis-gene-1397, nbis-gene-1396	XP_002876504.1, XP_002878268.1
OG0019492	AL3G27040	XP_002885052.1
OG0019493	AL3G29220	XP_020889134.1
OG0019494	AL3G35520	XP_020887227.1
OG0019494	AL4G16750	XP_020885445.1
OG0019497	AL3G43580	XP_020888434.1
OG0019498	AL3G43790	XP_002883737.1
OG0019499	AL3G52140	XP_020888841.1
OG0019500	AL3G52320	XP_002886212.2
OG0019501	AL3G53070	XP_020887840.1
OG0019502	AL2G24150, AL1G40260	XP_020889858.1
OG0019502	AL6G25150	XP_020879034.1
OG0019502	AL7G36390	XP_020872245.1
OG0019503	AL4G16350	XP_002880657.1
OG0019504	AL4G17160	XP_020884281.1
OG0019505	AL4G18180	XP_002880736.1
OG0019506	AL4G29490	XP_002881300.1
OG0019507	AL4G29740	XP_020883640.1
OG0019508	nbis-gene-1078	XP_020883003.1
OG0019509	AL4G31010	XP_020882905.1
OG0019510	AL92U10060	XP_020873721.1
OG0019510	AL4G36400	XP_020885798.1
OG0019511	nbis-gene-1134	XP_020882813.1
OG0019511	nbis-gene-1971	XP_002862229.2, XP_002879900.2
OG0019511	nbis-gene-1970	XP_002862228.1
OG0019512	AL4G44080	XP_020882680.1
OG0019513	AL5G11790	XP_002875133.1
OG0019514	AL5G15660	XP_020881025.1
OG0019515	AL5G15940	XP_020881196.1
OG0019517	AL5G25480	XP_020881067.1
OG0019518	AL5G22550	XP_002877340.1
OG0019519	AL5G22960	XP_002877357.1
OG0019520	AL5G23990	XP_002877404.1
OG0019521	AL5G26470	XP_002875830.1
OG0019523	AL5G45660	XP_002876693.1
OG0019524	AL6G14750	XP_002873187.2
OG0019526	AL6G28210	XP_002873815.1
OG0019527	nbis-gene-1542	XP_002871867.2
OG0019529	AL6G39650	XP_002874376.1
OG0019530	AL6G40670	XP_020876190.1
OG0019531	AL6G42940	XP_002872439.1
OG0019533	AL6G52610	XP_020876780.1
OG0019535	nbis-gene-1763	XP_002869474.1
OG0019536	AL7G25440	XP_002869567.1
OG0019537	AL7G26610	XP_020873844.1
OG0019538	AL7G26660	XP_002869616.1
OG0019540	AL7G28150	XP_020873516.1
OG0019541	AL7G29250	XP_020873837.1
OG0019542	AL2G21230	XP_020890202.1
OG0019543	AL7G31150	XP_020873536.1
OG0019544	AL7G34230	XP_020874013.1
OG0019545	AL7G34880	XP_020874433.1
OG0019546	AL7G35080	XP_002867960.1
OG0019546	nbis-gene-1814	XP_002867961.2
OG0019547	AL7G36320	XP_020874994.1
OG0019549	AL7G48020	XP_002868597.1
OG0019550	AL8G14130	XP_020871168.1
OG0019552	AL8G18510	XP_002863751.2
OG0019553	nbis-gene-2057	XP_002863886.1
OG0019554	nbis-gene-2078	XP_020871823.1
OG0019555	nbis-gene-2084	XP_002864063.1
OG0019556	AL8G27020	XP_020881328.1
OG0019557	AL8G28730	XP_020871444.1
OG0019558	AL8G30170	XP_020871513.1, XP_020871450.1
OG0019559	AL8G31230	XP_002864405.1
OG0019561	nbis-gene-478, nbis-gene-555	YP_009357263.1
OG0019562	AL8G30790	XP_002864386.1
OG0019564	AL8G26490	XP_002865894.1
OG0019566	AL6G29940	XP_002873909.1
OG0019567	AL5G14410	XP_002875283.2
OG0019569	AL1G51020	XP_002891221.2
OG0019570	nbis-gene-36	XP_002892280.1
OG0019571	AL2G24230	XP_020865709.1
OG0019573	AL8G26650	XP_020885969.1
OG0019574	AL8G35740	XP_020886768.1
OG0019575	nbis-gene-186, AL8G17450	XP_020888228.1
OG0019576	AL3G14360	XP_020888520.1
OG0019603	AL6G24950	XP_020876214.1
OG0019604	AL6G21670	XP_002871451.1
OG0019605	AL7G17020	XP_020872184.1
OG0019606	nbis-gene-2008	XP_020881672.1
OG0019607	AL1G53730	XP_020870324.1
OG0019608	AL1G44730	XP_002893639.2
OG0019610	AL1G49400	XP_002893836.1
OG0019612	AL1G45910	XP_002893691.1
OG0019613	AL1G46460	XP_002890981.1
OG0019614	AL8G39860	XP_020871479.1
OG0019615	AL8G38670	XP_020883701.1
OG0019616	AL6G36750	XP_020879157.1
OG0019617	AL8G36690, AL71U10050	XP_002862952.1, XP_020886457.1
OG0019618	AL8G36060	XP_020869154.1
OG0019619	AL8G31560	XP_002864421.1
OG0019620	nbis-gene-2141	XP_020871611.1
OG0019621	AL5G28200	XP_020880725.1
OG0019622	nbis-gene-1771	XP_020873847.1, XP_020876233.1
OG0019623	AL6G16050	XP_020875964.1
OG0019624	AL7G19240	XP_002869266.1
OG0019625	AL6G40450	XP_002872310.1
OG0019626	AL6G11960	XP_020875856.1
OG0019630	AL2G40520	XP_002889271.1
OG0019632	AL2G35440	XP_002887598.2
OG0019634	AL5G26740	XP_020879670.1
OG0019635	AL5G26880	XP_002877569.1
OG0019636	AL1G64480	XP_020870486.1
OG0019637	AL1G64310	XP_020869954.1
OG0019638	AL1G63930	XP_020867343.1
OG0019640	AL1G61630	XP_020867166.1
OG0019642	AL9U12200	XP_002863234.1
OG0019646	AL1G49930	XP_002893860.1
OG0019647	AL8G14540, AL8G14590	XP_020887757.1
OG0019648	AL8G13890	XP_002863513.1
OG0019649	AL8G13970	XP_020877379.1
OG0019651	AL4G31600	XP_020885696.1
OG0019652	AL4G31820	XP_002881410.1
OG0019657	AL8G45630	XP_020888314.1
OG0019658	AL5G44170	XP_002878400.2
OG0019659	AL5G43480	XP_020881575.1
OG0019660	AL5G40540	XP_020880492.1
OG0019661	AL5G37720	XP_002876365.1
OG0019662	AL5G36760	XP_020881990.1
OG0019664	AL3G51280	XP_002886147.2
OG0019666	AL3G43020	XP_020886866.1
OG0019666	AL4G38630	XP_020882762.1
OG0019667	AL8G20260	XP_020871376.1
OG0019667	AL8G20270	XP_020872026.1
OG0019668	AL4G37650	XP_002879837.2
OG0019670	AL4G26050	XP_020882749.1
OG0019671	AL1G48640	XP_020868528.1
OG0019672	AL4G46370	XP_020884266.1
OG0019674	AL4G43510	XP_002880119.1
OG0019675	AL4G40510	XP_002881823.1
OG0019676	AL3G12320	XP_002884344.1
OG0019678	AL3G15990	XP_002882413.2
OG0019679	AL3G16250	XP_002884520.1
OG0019680	AL3G19070	XP_002884664.1
OG0019681	AL6G12470	XP_020877382.1
OG0019682	AL3G27010	XP_002882889.1
OG0019683	AL3G27110	XP_020886638.1
OG0019686	AL3G34680	XP_002885402.1
OG0019687	AL8G18460	XP_020879833.1
OG0019688	AL7G51570	XP_002870816.1
OG0019690	nbis-gene-764	XP_020888481.1
OG0019691	AL1G12590	XP_020869906.1
OG0019693	AL4G12940	XP_020885241.1
OG0019694	AL5G34610	XP_020879873.1
OG0019695	AL1G40600	XP_020868730.1
OG0019697	AL1G28780	XP_002890176.1
OG0019698	nbis-gene-104	XP_020866417.1
OG0019700	AL1G34660	XP_002893171.1
OG0019701	AL1G35690	XP_002890502.1
OG0019702	AL2G15410	XP_002888112.1
OG0019703	nbis-gene-335	XP_002894657.2
OG0019704	AL1G65910	XP_020868307.1
OG0019707	AL6G48800	XP_002874837.2
OG0019708	AL7G10440	XP_020875563.1
OG0019710	AL7G12820	XP_002866928.1
OG0019712	AL7G17840	XP_020874029.1
OG0019713	AL7G20250	XP_002867280.1
OG0019714	AL7G24510	XP_002867468.1
OG0019716	AL1G15880	XP_020869103.1
OG0019717	AL1G17680	XP_002892403.1
OG0019718	AL1G32970	XP_020869862.1
OG0019719	AL1G39480	XP_020867483.1
OG0019720	AL1G47160	XP_002893745.1
OG0019721	nbis-gene-217	XP_002891162.1
OG0019722	AL1G50500	XP_020868919.1
OG0019723	AL1G51680, AL1G51740	XP_020867079.1
OG0019725	AL2G11690	XP_002886397.2, XP_020889829.1
OG0019726	nbis-gene-397	XP_020890142.1
OG0019727	AL1G65530	XP_020870861.1
OG0019727	AL8G24060	XP_002864031.1
OG0019729	AL2G30340	XP_002888802.2
OG0019730	AL3G11740	XP_020886898.1
OG0019731	AL3G25680	XP_002884978.1
OG0019731	AL3G25970	XP_002882854.1
OG0019732	AL3G33140	XP_020889053.1
OG0019733	AL3G44760	XP_020888479.1
OG0019734	AL7G52800	XP_020875658.1
OG0019734	AL6G29040, AL905U10010, AL5G28650, AL1G34020	XP_020870820.1, XP_020877796.1
OG0019734	AL8G33970, AL8G16460	XP_020883033.1
OG0019735	AL3G51310	XP_020887830.1
OG0019736	AL3G51440	XP_002886160.1
OG0019737	AL4G10280	XP_020883930.1
OG0019738	AL4G12400	XP_020883029.1
OG0019739	AL4G12430	XP_002880465.1
OG0019740	AL4G14320	XP_002880556.1
OG0019741	AL4G16430	XP_002878831.1
OG0019742	AL4G21400	XP_002879088.1
OG0019743	AL426U10010, AL4G26250	XP_020885668.1, XP_002862492.2
OG0019745	AL4G28390	XP_002879421.1
OG0019745	nbis-gene-1080	XP_002879518.1
OG0019746	AL4G33160	XP_020885692.1
OG0019746	nbis-gene-1658	XP_002872806.1
OG0019748	AL4G44710	XP_020885591.1
OG0019749	AL4G47090	XP_002882121.1
OG0019750	AL5G24230	XP_020881741.1
OG0019751	AL5G24250	XP_002877425.1
OG0019752	AL5G28340	XP_020880787.1
OG0019754	AL5G29240	XP_002875967.1
OG0019755	AL5G31410	XP_002876063.1
OG0019756	AL5G44150	XP_002878398.2
OG0019757	AL6G21320	XP_002873474.1
OG0019758	AL6G25230	XP_020878606.1
OG0019760	AL7G10730	XP_002866819.1
OG0019761	AL7G10930	XP_020875493.1
OG0019762	AL7G12060	XP_002866886.1
OG0019763	AL7G13410	XP_020875662.1
OG0019764	AL7G21720	XP_002867349.1
OG0019765	AL7G26220	XP_020873278.1
OG0019767	nbis-gene-1784	XP_002867650.2
OG0019768	AL7G28530	XP_020873484.1
OG0019769	AL7G32040	XP_020873781.1
OG0019770	AL7G32590	XP_002867845.1
OG0019771	AL7G38410	XP_020872646.1
OG0019772	AL7G40380	XP_020874494.1
OG0019773	AL7G50120	XP_020872944.1
OG0019774	AL7G48520	XP_002870658.2
OG0019775	AL7G47800	XP_020875188.1
OG0019776	AL8G19730	XP_002863817.1
OG0019777	AL8G21550	XP_020871147.1
OG0019778	AL8G22850	XP_002865722.1
OG0019779	AL8G25680	XP_020883647.1
OG0019780	AL8G26830	XP_002864171.2
OG0019782	AL8G28970	XP_020885285.1
OG0019783	AL8G32160, AL431U10020	XP_020866175.1, XP_020871061.1
OG0019785	AL8G44280	XP_002865029.1
OG0019786	AL5G20340	XP_002877223.2
OG0019787	nbis-gene-645	XP_002884373.2
OG0019789	AL8G11410	XP_002865153.1
OG0019790	nbis-gene-1261	XP_002875526.1
OG0019791	AL5G18040	XP_002877106.1
OG0019793	nbis-gene-612	XP_020889727.1, XP_020865771.1
OG0019794	AL8G24820	XP_020886327.1
OG0019795	AL3G11510	XP_020886918.1
OG0019796	AL8G22210	XP_020889881.1
OG0019831	AL7G21600	XP_002869372.2
OG0019832	AL5G22470	XP_002877332.1
OG0019833	AL3G29510	XP_002885155.2
OG0019834	AL6G18650	XP_002873349.1
OG0019835	AL4G25530	XP_002879274.2
OG0019837	AL1G41720	XP_002893508.2
OG0019838	AL1G43540	XP_002890827.1
OG0019839	AL8G42710	XP_002864945.1
OG0019840	AL8G42490	XP_002866645.1
OG0019841	AL3G43340	XP_020887861.1
OG0019842	AL8G39370	XP_020869516.1
OG0019843	AL8G37960	XP_020889130.1
OG0019844	AL6G37060	XP_020876849.1
OG0019845	AL5G28880	XP_020879899.1
OG0019846	AL5G27590	XP_020880380.1
OG0019847	AL6G13230	XP_002871054.1
OG0019848	AL6G11380	XP_002873039.1
OG0019849	AL6G10250	XP_020878917.1
OG0019851	AL2G41480	XP_002887847.1
OG0019853	AL5G29840	XP_020881784.1
OG0019854	AL1G64580	XP_020869429.1
OG0019855	AL1G64460	XP_020866012.1
OG0019857	AL1G62300	XP_020868067.1
OG0019858	AL9U12220	XP_002863316.1
OG0019859	AL5G40020	XP_002878208.1
OG0019860	AL5G39990	XP_002878204.1
OG0019860	AL5G40010	XP_020880585.1
OG0019861	AL8G12690	XP_002863446.1
OG0019863	AL1G60280	XP_020866664.1
OG0019864	AL1G60800	XP_002894384.1
OG0019865	AL4G31720	XP_020883718.1
OG0019868	AL8G30860	XP_002885980.1, XP_020875265.1
OG0019870	AL5G42180	XP_020879677.1
OG0019871	AL5G41500	XP_020879716.1
OG0019872	AL5G40130	XP_020880605.1
OG0019873	AL5G40810	XP_002878250.1
OG0019874	AL5G40840	XP_020880505.1
OG0019875	AL2G26860	XP_020865970.1
OG0019876	AL7G33720	XP_002867890.1
OG0019878	AL4G36560	XP_002881639.1
OG0019881	AL4G43390	XP_020884823.1
OG0019882	AL7G26440	XP_020873858.1
OG0019884	AL4G39340	XP_020882732.1
OG0019885	AL3G11240	XP_020888458.1
OG0019886	AL3G12880	XP_020888922.1
OG0019887	AL3G13820	XP_002884419.1
OG0019887	AL3G13010	XP_020886493.1
OG0019888	AL3G18260	XP_020886544.1
OG0019891	AL3G26510	XP_020887984.1
OG0019892	AL6G38170	XP_002872200.1
OG0019893	AL3G27020	XP_002882890.1
OG0019895	AL1G54930	XP_020868403.1
OG0019896	nbis-gene-727	XP_002883115.1
OG0019897	AL3G32410	XP_002883159.1
OG0019898	AL3G38410	XP_020886881.1
OG0019899	AL1G10520	XP_020870081.1
OG0019900	AL1G12080	XP_020870288.1
OG0019902	AL1G37820	XP_020869650.1
OG0019902	AL1G37850	XP_002893322.2
OG0019903	AL5G29690	XP_020882192.1
OG0019904	nbis-gene-403	XP_002886550.1
OG0019906	AL1G56030	XP_020868137.1
OG0019907	AL7G10950	XP_002866827.1
OG0019908	AL5G17730	XP_020882604.1
OG0019910	AL6G33840	XP_002872017.1
OG0019911	AL1G37080	XP_020867350.1
OG0019912	AL6G43410	XP_020876244.1
OG0019913	AL1G13750	XP_020868933.1
OG0019914	nbis-gene-80	XP_002890009.1
OG0019915	AL1G27710	XP_020866796.1
OG0019916	AL1G27920	XP_020869570.1
OG0019917	AL1G29360	XP_020870387.1
OG0019919	AL1G36210	XP_002893243.1
OG0019920	AL8G27940	XP_020875542.1, XP_002865962.2
OG0019922	AL1G56870	XP_020866724.1
OG0019923	nbis-gene-383	XP_002886465.1
OG0019924	AL2G15680	XP_020890114.1
OG0019925	nbis-gene-410	XP_002889145.1
OG0019926	AL1G67130	XP_002891996.1
OG0019927	AL1G66630	XP_002891991.1
OG0019928	AL1G65420	XP_020870000.1
OG0019929	AL1G65190	XP_002894602.1
OG0019930	AL2G25090	XP_020890252.1
OG0019932	AL3G10720	XP_002882181.1
OG0019934	AL3G14640	XP_020887955.1
OG0019935	AL3G18050, AL3G18080	XP_020886631.1, XP_020886628.1
OG0019935	AL3G18190	XP_002882505.1
OG0019936	AL3G18520	XP_020886147.1
OG0019936	AL3G18540	XP_020886145.1
OG0019936	AL3G18530	XP_020886149.1
OG0019937	nbis-gene-777	XP_002883494.2
OG0019937	nbis-gene-628	XP_002862595.1
OG0019937	nbis-gene-776	XP_002883493.1
OG0019940	AL3G45810	XP_020887196.1
OG0019941	nbis-gene-1121	XP_020884012.1
OG0019942	AL3G50040	XP_002886101.1
OG0019943	AL3G51210	XP_002886145.1
OG0019944	AL4G10520	XP_002880376.2
OG0019945	AL4G12950	XP_002878659.1
OG0019947	AL4G42100	XP_002880042.1
OG0019949	AL5G26990	XP_002875860.2
OG0019950	AL4G47040	XP_002882120.1
OG0019951	AL5G11060	XP_002875100.1
OG0019952	AL5G13770	XP_020879820.1
OG0019953	AL9U11090, AL4G19150	XP_020884413.1, XP_020876229.1
OG0019953	AL5G13790	XP_020882268.1
OG0019955	AL8G19520, AL2G22870, nbis-gene-446, AL1G57260	XP_002894218.1
OG0019956	AL5G21990	XP_002877310.1
OG0019957	AL5G22150	XP_020882621.1
OG0019958	AL5G23300	XP_002875698.1
OG0019959	AL5G25230	XP_002877482.1
OG0019960	nbis-gene-1323	XP_020880383.1
OG0019962	AL5G33240	XP_002876152.2
OG0019963	AL5G35630	XP_002877987.1
OG0019964	AL5G40080	XP_002878214.1
OG0019964	AL5G40090	XP_020881908.1
OG0019966	AL5G43190	XP_020881144.1
OG0019967	AL5G46040	XP_002876712.1
OG0019969	nbis-gene-1468	XP_002871166.1
OG0019970	AL6G21760	XP_002871459.1
OG0019971	AL6G33230	XP_002871996.2
OG0019972	AL6G35600	XP_020878598.1
OG0019973	AL6G40060	XP_002872288.1
OG0019974	AL6G41610	XP_002874503.1
OG0019975	AL6G42790	XP_020878572.1
OG0019976	AL6G46470	XP_002872622.1
OG0019976	AL6G46350	XP_002872614.1
OG0019976	AL6G45960	XP_002874694.1
OG0019977	AL6G50330	XP_002874900.1
OG0019978	AL6G52590	XP_002872924.1
OG0019979	AL7G13380	XP_020874518.1
OG0019982	AL7G29470	XP_020873854.1
OG0019983	AL7G36680	XP_002870081.1
OG0019984	nbis-gene-1852	XP_002868196.2
OG0019985	AL7G50270	XP_020872981.1
OG0019986	AL8G12840	XP_002865225.1
OG0019987	AL144U10030	XP_020871884.1
OG0019988	AL8G14850	XP_020871634.1
OG0019989	AL797U10010, AL8G17470	XP_002862272.2, XP_020888245.1
OG0019991	nbis-gene-2085	XP_002864071.1
OG0019992	AL8G25730	XP_020885639.1
OG0019993	AL8G25750	XP_020867651.1
OG0019994	AL8G26080	XP_020868384.1
OG0019995	AL8G29190	XP_020871828.1
OG0019997	AL48U10080	XP_020874674.1
OG0019998	AL8G37070	XP_020871537.1
OG0019999	nbis-gene-1939, nbis-gene-1938	YP_009357314.1
OG0020000	nbis-gene-2016	XP_020873606.1, XP_020882739.1, XP_002863669.1
OG0020000	nbis-gene-2017	XP_002862167.1, XP_020888121.1, XP_020879998.1, XP_002862168.1, XP_002863672.1
OG0020001	AL4G32780	XP_002879618.1
OG0020002	AL7G40700	XP_020865745.1, XP_020869774.1, XP_002886658.1, XP_020875123.1, XP_020875233.1, XP_002890517.1
OG0020002	AL7G17430	XP_020886328.1
OG0020004	AL7G33870	XP_020874887.1
OG0020004	AL7G33890	XP_020872715.1
OG0020005	nbis-gene-2065	XP_020884584.1, XP_020874710.1
OG0020006	AL6G41420	XP_020877524.1
OG0020008	AL3G50320	XP_020889266.1
OG0020049	AL8G38860	XP_020881756.1
OG0020052	AL8G30160	XP_002866057.1
OG0020053	nbis-gene-311	XP_002894539.1
OG0020053	nbis-gene-312	XP_020867812.1
OG0020054	AL3G53540	XP_002884207.1
OG0020055	AL2G41820	XP_020889839.1
OG0020056	nbis-gene-879	XP_002884007.1
OG0020056	nbis-gene-880	XP_002886059.1
OG0020056	nbis-gene-878	XP_020888021.1
OG0020057	nbis-gene-333	XP_002891980.1
OG0020057	AL1G66410	XP_002891979.1
OG0020058	AL1G61930	XP_002894441.1
OG0020060	AL4G32840	XP_020883869.1
OG0020061	AL9U10050	XP_002870393.2, XP_020876481.1
OG0020062	AL2G33100	XP_002888924.1
OG0020063	AL5G16770	XP_020879750.1
OG0020068	AL5G23890	XP_002875727.2
OG0020069	AL1G27900	XP_020866598.1
OG0020073	AL5G46310	XP_020880304.1
OG0020074	AL5G45530	XP_002878475.1
OG0020077	AL5G36670	XP_020881717.1
OG0020078	AL3G52810	XP_020886287.1
OG0020080	AL6G46010	XP_002872596.1
OG0020081	nbis-gene-1902	XP_020875221.1
OG0020082	AL4G47670	XP_020885100.1
OG0020084	AL7G31880, AL7G31800	XP_002867806.2
OG0020085	AL3G14960	XP_002884471.1
OG0020087	AL3G21280	XP_020888559.1
OG0020088	AL3G21850	XP_020888648.1
OG0020090	AL3G28430	XP_020885915.1
OG0020094	AL3G37820	XP_020888714.1
OG0020095	AL5G32010	XP_002876094.1
OG0020096	AL1G12040	XP_020868826.1
OG0020097	AL1G22440	XP_020866049.1
OG0020097	AL1G22430	XP_002892638.1
OG0020098	AL1G23430	XP_002889918.1
OG0020099	AL1G52120	XP_002891283.1
OG0020100	AL7G42460	XP_002868322.2
OG0020103	AL2G13110	XP_002886461.2
OG0020105	AL1G54510	XP_002894088.1
OG0020106	AL7G13530	XP_020873209.1
