Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0013849	XP_010458228.1, XP_010489987.1, XP_010475776.2	jg29308
OG0013850	XP_010458231.1	jg29312
OG0013851	XP_010490143.1, XP_010458248.1, XP_010475796.1	jg29323
OG0013852	XP_010490273.1, XP_019091574.1, XP_010475814.1	jg29342
OG0013853	XP_010475829.1, XP_010458284.1	jg29352
OG0013854	XP_010458295.1, XP_010490402.1, XP_010475839.1	jg29361
OG0013855	XP_010458350.1, XP_010490760.1, XP_010475876.1	jg29392
OG0013856	XP_010491023.1, XP_010475899.1, XP_010458384.1	jg29422
OG0013857	XP_019095238.1, XP_010462623.1, XP_010496982.1, XP_010491200.1	jg29432
OG0013858	XP_010475911.1, XP_010458395.1	jg29438
OG0013859	XP_010458400.1, XP_010491348.1, XP_010475919.1	jg29443
OG0013860	XP_010499092.1, XP_010477911.1, XP_010460358.1	jg31155
OG0013861	XP_010462629.1, XP_010475949.1, XP_010491780.1	jg29472
OG0013862	XP_010458438.1, XP_010491890.1, XP_010475968.1	jg29482
OG0013863	XP_010458465.1, XP_010492127.1, XP_010475980.1	jg29501
OG0013864	XP_010458479.1, XP_010475987.1, XP_010492228.1	jg29510
OG0013865	XP_010475990.1, XP_010458482.1, XP_010492261.1	jg29513
OG0013866	XP_010475999.1, XP_010458490.1, XP_010492320.1	jg29518
OG0013867	XP_010476006.1, XP_010458493.1, XP_010492349.1	jg29521
OG0013868	XP_010476031.2, XP_010492533.1	jg29538
OG0013869	XP_010458509.1, XP_010492546.1, XP_010476032.1	jg29539
OG0013870	XP_010492218.1, XP_010475986.1	jg29508
OG0013871	XP_010417049.1, XP_010429224.1, XP_010472288.1	jg16729
OG0013872	XP_010476104.1, XP_010493172.1, XP_010458577.1	jg29610
OG0013874	XP_010458581.1, XP_010476111.1, XP_010493249.1	jg29614
OG0013875	XP_010493315.1, XP_010458585.1, XP_010476116.1	jg29619
OG0013876	XP_010458602.1, XP_010476133.1, XP_010493457.1	jg29629
OG0013877	XP_010476134.1, XP_010458605.1, XP_010493468.1	jg29630
OG0013878	XP_010476145.1, XP_010458615.1, XP_010493568.1	jg29638
OG0013879	XP_019095195.1, XP_019098955.1, XP_010458618.1, XP_010476147.1	jg29641
OG0013880	XP_010493617.1, XP_010458622.1, XP_010476153.1	jg29642
OG0013881	XP_010494555.1, XP_010458705.1, XP_010476244.1	jg29730
OG0013882	XP_010476257.1, XP_010494637.1	jg29736
OG0013883	XP_010476265.1, XP_010494734.1	jg29744
OG0013885	XP_010476273.1, XP_010494777.1, XP_010458732.1	jg29751
OG0013886	XP_010476284.1, XP_010494848.1, XP_010458741.1	jg29758
OG0013887	XP_019094453.1	jg31210
OG0013888	XP_010476309.1, XP_010458763.1, XP_010495051.1	jg29779
OG0013889	XP_010495185.1, XP_010458780.1, XP_010476325.1	jg29792
OG0013890	XP_010442741.1, XP_010444547.1, XP_010482566.1	jg21911
OG0013891	XP_010462690.1, XP_019094397.1, XP_019095251.1	jg29804
OG0013892	XP_010458829.1, XP_010495534.1, XP_010476395.1	jg29835
OG0013893	XP_010495547.1, XP_010458834.1, XP_010476397.1	jg29838
OG0013894	XP_010495800.1, XP_010458897.1	jg29887
OG0013895	XP_010458907.1, XP_010476460.1, XP_010495828.1	jg29894
OG0013897	XP_010476478.1, XP_010458922.1	jg29901
OG0013898	XP_010458927.1, XP_010476483.1, XP_010495956.1	jg29907
OG0013899	XP_010476484.1, XP_010458928.1, XP_010495962.1	jg29908
OG0013900	XP_010476498.1, XP_010496079.1, XP_010458941.1	jg29919
OG0013901	XP_010476535.1, XP_010458980.1, XP_010496420.1	jg29951
OG0013902	XP_010458981.1, XP_010496431.1, XP_010476536.1	jg29953
OG0013903	XP_010459030.1, XP_010496820.1, XP_010476588.1	jg29994
OG0013904	XP_010476604.1, XP_010459047.1, XP_010496948.1	jg30010
OG0013905	XP_010442334.1, XP_010439740.1, XP_010482151.1	jg21459
OG0013906	XP_010476659.1, XP_010497317.1, XP_010459107.1	jg30057
OG0013907	XP_010459130.1, XP_010476697.1, XP_010497549.1	jg30086
OG0013908	XP_010459148.1, XP_010476709.1, XP_010497643.1	jg30098
OG0013910	XP_010497751.1, XP_010459166.1, XP_010476734.1	jg30115
OG0013911	XP_010476746.1, XP_010497809.1	jg30124
OG0013912	XP_019099032.1, XP_010476760.1	jg30134
OG0013913	XP_010459192.1, XP_010501481.1, XP_010476762.1	jg30137
OG0013914	XP_010459194.1	jg30139
OG0013915	XP_010480503.1, XP_010476790.1, XP_010459219.1, XP_010498001.1	jg30178, jg30166, jg30155
OG0013916	XP_010459222.1, XP_010498003.1	jg30180, jg30168, jg30157
OG0013917	XP_010476815.1, XP_019091335.1, XP_010498012.1	jg30189, jg30202
OG0013918	XP_010498062.1, XP_010476860.1, XP_019090800.1	jg30240
OG0013919	XP_010498074.1, XP_010459306.1, XP_010476875.1	jg30256
OG0013920	XP_010445424.1, XP_010442851.1, XP_010482679.1	jg22011
OG0013921	XP_010476889.1, XP_010498087.1, XP_010459329.1	jg30265
OG0013922	XP_010476891.1, XP_010459331.1	jg30266
OG0013923	XP_010459336.1, XP_010498095.1, XP_010476892.1	jg30267
OG0013924	XP_010480515.1, XP_010459347.1, XP_010497782.1, XP_010498108.1	jg30276
OG0013925	XP_010497726.1, XP_010498127.1, XP_010459353.1, XP_010476913.1	jg30282
OG0013926	XP_010498163.1, XP_010476949.1	jg30312
OG0013927	XP_010496040.1, XP_010476962.1, XP_010498176.1	jg30323
OG0013928	XP_010476964.1, XP_010496043.1, XP_010498179.1	jg30325
OG0013929	XP_010498189.1, XP_010459415.1, XP_010476978.1	jg30333
OG0013930	XP_010477000.1, XP_010498212.1, XP_010459436.1	jg30346
OG0013931	XP_010459440.1, XP_010477002.1	jg30349
OG0013932	XP_010459453.1, XP_010477017.1	jg30362
OG0013933	XP_010477040.1, XP_010498260.1, XP_010459485.1	jg30383
OG0013934	XP_010459557.1, XP_010477104.1, XP_010498309.1	jg30427
OG0013935	XP_010477110.1, XP_019091774.1, XP_010498319.1	jg30434
OG0013936	XP_010459573.1, XP_010477121.1, XP_010498326.1	jg30440
OG0013937	XP_010459574.1, XP_010498327.1	jg30443
OG0013939	XP_010459607.1, XP_010498356.1, XP_010498354.1, XP_010477152.1	jg30464
OG0013940	XP_010459613.1, XP_010477162.1, XP_019094419.1, XP_010498361.1	jg30471
OG0013941	XP_010498377.1, XP_010477174.1, XP_010459626.1	jg30481
OG0013942	XP_010477182.1, XP_010459635.1, XP_010501526.1	jg30488
OG0013943	XP_010477191.1, XP_010459645.1, XP_010498392.1	jg30494
OG0013944	XP_010477197.1, XP_010498394.1	jg30496
OG0013945	XP_010459583.1, XP_010498336.1, XP_010477126.1, XP_010480543.1	jg30451
OG0013946	XP_010477201.1, XP_010498401.1, XP_010459654.1	jg30503
OG0013947	XP_010498413.1, XP_010459668.1, XP_010477214.1	jg30514
OG0013948	XP_010514096.1, XP_010502345.1, XP_010425118.1	jg13130
OG0013949	XP_010477240.1, XP_010459692.1	jg30538
OG0013950	XP_010459697.1, XP_010498444.1, XP_010477244.1	jg30542
OG0013951	XP_010435839.1, XP_010450763.1, XP_010441096.1	jg12558
OG0013952	XP_019091445.1, XP_010498468.1, XP_019094854.1	jg30560
OG0013953	XP_010459719.1, XP_010498470.1	jg30574, jg30564
OG0013954	XP_010459734.1, XP_010498483.1, XP_010477286.1	jg30588
OG0013955	XP_019098688.1, XP_010477329.2, XP_010459769.1, XP_010498520.1	jg30626
OG0013956	XP_010459843.1, XP_010498585.1, XP_010477397.1	jg30681
OG0013957	XP_010498590.1, XP_010459844.1, XP_010477398.1	jg30682
OG0013958	XP_010459849.1, XP_010498593.1, XP_010477402.1	jg30683
OG0013959	XP_010501542.1, XP_010462821.1, XP_010480580.1	jg30689
OG0013960	XP_010498601.1, XP_010459855.1	jg30691
OG0013961	XP_010466456.1, XP_010488216.1, XP_010510815.1, XP_010477408.2	jg30717
OG0013962	XP_010498646.1, XP_010477438.1, XP_010459911.1	jg30740
OG0013963	XP_010477457.1, XP_010459930.1, XP_010498666.1	jg30765
OG0013964	XP_010477469.1, XP_010498675.1	jg30773
OG0013965	XP_010498686.1, XP_010477483.1, XP_010459964.1	jg30784
OG0013966	XP_010439267.2, XP_019087785.1, XP_010482053.2	jg21307
OG0013967	XP_019099146.1, XP_010460037.1	jg30838
OG0013968	XP_010498770.1, XP_010460050.1, XP_010477556.1	jg30846
OG0013969	XP_010498783.1, XP_010477571.1, XP_010460064.1	jg30852
OG0013970	XP_010477574.1, XP_010498785.1, XP_010460068.1	jg30854
OG0013971	XP_010498786.1, XP_010477575.1, XP_010460069.1	jg30855
OG0013972	XP_010451248.1	jg11819
OG0013973	XP_010428033.1, XP_010471199.1, XP_010415897.1	jg2809
OG0013974	XP_010428027.1, XP_010471188.1	jg2802
OG0013975	XP_010471185.1, XP_010415884.1, XP_010428007.1	jg2798
OG0013976	XP_010471180.1, XP_010428002.1, XP_010415880.1	jg2794
OG0013977	XP_019083294.1, XP_010471171.1, XP_010427995.1	jg2791
OG0013978	XP_010471167.1, XP_010427992.1, XP_010415867.1	jg2787
OG0013979	XP_010427975.1, XP_019083711.1, XP_010471156.1	jg2774
OG0013980	XP_010427965.1, XP_010415842.1, XP_010471148.1	jg2766
OG0013981	XP_010415838.1, XP_010427958.1, XP_010471143.1	jg2754
OG0013982	XP_010415807.1, XP_010474269.1, XP_010427929.1	jg2732
OG0013983	XP_010427866.1, XP_010415765.1, XP_010471077.1	jg2690
OG0013984	XP_010471074.2, XP_010415758.1, XP_010427856.1	jg2686
OG0013985	XP_010427847.2, XP_010415750.1, XP_010471064.1	jg2678
OG0013986	XP_010415739.1, XP_010427835.1	jg2668
OG0013987	XP_010427831.1, XP_010471049.1, XP_010415737.1	jg2665
OG0013988	XP_010427830.1, XP_010415736.1, XP_010471047.1	jg2664
OG0013989	XP_010471038.1, XP_010427821.1, XP_010415723.1	jg2655
OG0013990	XP_010512095.1, XP_010471013.1, XP_010415694.1	jg2628
OG0013991	XP_010439084.1, XP_010433814.1, XP_010448608.1	jg10072
OG0013992	XP_010439080.1, XP_010433810.1, XP_010448605.1	jg10069
OG0013993	XP_010478704.1, XP_010499813.1, XP_010461089.1	jg31937
OG0013994	XP_010418449.1, XP_010473652.1, XP_010430522.1	jg448
OG0013995	XP_010418447.1, XP_010473649.1, XP_010430520.1	jg449
OG0013996	XP_010418446.1, XP_010430519.1, XP_010473648.1	jg450
OG0013997	XP_010418378.1, XP_010473600.1, XP_010430454.1	jg524
OG0013998	XP_010418360.1, XP_010430437.1, XP_010473580.1	jg532
OG0013999	XP_010438685.1, XP_010448198.1, XP_010433428.1	jg9761
OG0014001	XP_010430402.1, XP_010473549.1, XP_010418329.1	jg569
OG0014002	XP_010424856.1, XP_010513827.1, XP_010502083.1	jg12912
OG0014003	XP_010430372.1, XP_010418297.1, XP_010473522.1	jg602
OG0014004	XP_010418296.1, XP_010473518.1, XP_010430369.1	jg607
OG0014005	XP_010492572.1, XP_019089948.1, XP_010420359.1	jg5488
OG0014006	XP_010430343.1, XP_010473494.1, XP_010418272.1	jg637
OG0014007	XP_010430297.1, XP_010418237.1, XP_010473461.1	jg679
OG0014008	XP_010418229.1, XP_010430288.1, XP_010473456.1	jg689
OG0014009	XP_010473430.1, XP_010418195.1, XP_010430255.1	jg718
OG0014010	XP_010418139.1, XP_010473382.1, XP_010430187.1	jg779
OG0014011	XP_010473377.1, XP_010430178.1, XP_010418133.1	jg789
OG0014012	XP_010418059.1, XP_010473311.1, XP_010430102.1	jg861
OG0014013	XP_010418055.1, XP_010473307.1, XP_010430095.1	jg871
OG0014014	XP_010418054.1, XP_010430094.1, XP_010473306.1	jg872
OG0014015	XP_010473268.1, XP_010430074.1, XP_010418032.1	jg892
OG0014016	XP_010510908.1, XP_010473258.1, XP_010418022.1	jg906
OG0014017	XP_010413726.1, XP_010467169.1, XP_010496033.1	jg27370
OG0014018	XP_010510926.1, XP_010418011.1, XP_010473247.1	jg923
OG0014019	XP_010417982.1, XP_010510944.1	jg954
OG0014020	XP_019100689.1, XP_010417962.1, XP_010510960.1	jg981
OG0014021	XP_010510980.1	jg998
OG0014022	XP_010511015.1, XP_010414654.1, XP_010470196.1	jg1048
OG0014023	XP_010511051.1, XP_010414713.1, XP_010470231.1	jg1109
OG0014024	XP_010511103.1, XP_010418879.1, XP_010474048.1	jg1181
OG0014025	XP_010441492.1	jg6758
OG0014026	XP_010414780.1, XP_010470292.1, XP_010511382.1	jg1207
OG0014027	XP_010415004.1, XP_010480269.1, XP_010511297.1	jg1365
OG0014028	XP_010414985.1, XP_010480250.1, XP_010511281.1	jg1411
OG0014029	XP_010511277.1, XP_010480243.1, XP_010414980.1	jg1422
OG0014030	XP_010480214.1, XP_010414944.1, XP_010511239.1	jg1460
OG0014031	XP_010430524.1, XP_010473655.1, XP_010418451.1	jg446
OG0014032	XP_010418474.1, XP_010430540.1	jg423
OG0014033	XP_010430562.1, XP_010473697.1, XP_010418497.1	jg399
OG0014034	XP_010418507.1, XP_010473706.1	jg391
OG0014036	XP_010430581.1, XP_010474621.2, XP_010418512.1	jg388
OG0014037	XP_010430582.1, XP_010418513.1, XP_019093429.1	jg387
OG0014038	XP_019094091.1, XP_010430615.1, XP_010496628.1	jg362
OG0014039	XP_019098267.1, XP_010430618.2	jg360
OG0014040	XP_010421777.1, XP_010455280.1, XP_010496703.1	jg7122, jg7111, jg7112
OG0014041	XP_010441527.1, XP_010481405.1, XP_010494875.1	jg20377
OG0014042	XP_010494979.1, XP_019087543.1	jg20292
OG0014043	XP_010481313.1	jg20289
OG0014044	XP_010481275.1	jg20261
OG0014045	XP_010441827.1, XP_010481710.1, XP_010494529.1	jg20656
OG0014046	XP_010494515.1, XP_010441839.1, XP_010481722.1	jg20667
OG0014047	XP_010494505.1, XP_010441847.1, XP_010481741.1	jg20672
OG0014048	XP_010494470.1, XP_010441886.1	jg20720
OG0014049	XP_010441891.1, XP_010484843.2, XP_010495665.2	jg20729
OG0014050	XP_010422382.1, XP_010431743.1, XP_010455843.1	jg7773
OG0014051	XP_010431954.1, XP_010422344.1, XP_010455820.1	jg7755
OG0014052	XP_010431969.1, XP_010455819.1, XP_010422343.1	jg7754
OG0014053	XP_010455814.1, XP_010432004.1, XP_010422335.1	jg7749
OG0014054	XP_010438302.1, XP_019089033.1, XP_010447855.1, XP_010433098.1	jg9493
OG0014055	XP_010447846.1, XP_010438295.1, XP_010433090.1	jg9486
OG0014056	XP_010433087.1, XP_010447843.1, XP_010438289.2	jg9483
OG0014057	XP_010447808.1, XP_010438261.1, XP_010433065.1	jg9441
OG0014058	XP_010447801.1, XP_010438251.1, XP_010433054.1	jg9433
OG0014059	XP_010433053.1, XP_010438250.1, XP_010447800.1	jg9431
OG0014060	XP_010434872.1, XP_010440198.1, XP_010449842.1	jg11047
OG0014061	XP_010440186.1, XP_010434858.1, XP_010449818.1	jg11026
OG0014062	XP_010500307.1, XP_010479200.1, XP_010461599.1	jg32851, jg32870
OG0014063	XP_010500316.1, XP_019094283.1, XP_010461604.1	jg32879
OG0014064	XP_010500317.1, XP_010479215.1, XP_010461606.1	jg32880
OG0014065	XP_010461677.1, XP_010500390.1	jg32937
OG0014066	XP_010479247.1	jg32904
OG0014067	XP_010461641.1, XP_010479248.1, XP_010500351.1	jg32905
OG0014068	XP_010500388.1, XP_010461674.1	jg32935
OG0014070	XP_019091953.1, XP_010501895.1, XP_010500392.1	jg32938
OG0014071	XP_010479312.1, XP_010500422.1, XP_010461746.1	jg32968
OG0014072	XP_010500425.1, XP_010481031.1, XP_010461740.1	jg32972
OG0014073	XP_010479316.1, XP_010461732.1, XP_010500431.1	jg32975
OG0014074	XP_010479320.1, XP_010500436.1, XP_010461723.1	jg32979
OG0014075	XP_010461712.1, XP_010500445.1, XP_010479332.1	jg32997
OG0014076	XP_010461710.1, XP_010479334.1, XP_010500446.1	jg32998
OG0014077	XP_010479370.1, XP_010461773.1, XP_010500479.1	jg33042
OG0014078	XP_019090759.1, XP_010479375.1, XP_010500482.1	jg33055
OG0014080	XP_010461777.1, XP_010479377.1, XP_019099446.1	jg33057
OG0014081	XP_010471588.1, XP_010416349.1, XP_010428486.1	jg3142
OG0014082	XP_010471583.1, XP_010428483.1, XP_010416346.1	jg3140
OG0014083	XP_010496636.1, XP_010446321.1	jg8277
OG0014084	XP_010450976.1	jg12875
OG0014084	XP_010436912.1	jg8280
OG0014085	XP_010431754.1, XP_010436921.1, XP_010446332.1	jg8284
OG0014086	XP_010431776.1, XP_010436934.1, XP_010446348.1	jg8297, jg8304
OG0014087	XP_010431779.1, XP_010446350.1, XP_010436939.1	jg8301, jg8308
OG0014088	XP_010431783.1, XP_010436943.2	jg8312
OG0014089	XP_010436952.1, XP_010446365.1, XP_010431798.1	jg8322
OG0014090	XP_010446389.1, XP_010436972.1, XP_010431817.1	jg8339
OG0014091	XP_010436977.1, XP_010431831.1, XP_010446396.1	jg8347
OG0014092	XP_010436980.2, XP_010446399.1, XP_010431834.1	jg8350
OG0014093	XP_010436987.1, XP_010431843.1, XP_010446407.1	jg8363
OG0014094	XP_010446417.1, XP_010431847.1, XP_010436994.1, XP_010436995.1	jg8366
OG0014095	XP_010431856.1, XP_010446424.1, XP_010437004.1	jg8373, jg32607
OG0014096	XP_010446442.1, XP_010431863.1, XP_010437008.1	jg8379
OG0014097	XP_010437014.1, XP_010431867.1, XP_010446440.2	jg8382
OG0014098	XP_010437053.1, XP_010431902.1, XP_010446474.2, XP_010446475.2	jg8405
OG0014099	XP_010446488.1, XP_010431914.1, XP_019088146.1	jg8412
OG0014100	XP_010446489.1, XP_010437066.1	jg8413
OG0014101	XP_010437088.1, XP_010431941.1, XP_010446521.1	jg8436
OG0014102	XP_010442214.1, XP_010482048.1, XP_010439213.1	jg21296
OG0014103	XP_010431980.1, XP_010446586.1, XP_010437122.1	jg8502
OG0014104	XP_010446579.1, XP_010431985.1, XP_010437130.1	jg8507
OG0014105	XP_019087265.1, XP_010431990.1, XP_010446570.1	jg8510
OG0014106	XP_010446564.1, XP_010431998.1, XP_010437144.1	jg8518
OG0014107	XP_010437146.1, XP_010446563.1, XP_019086406.1	jg8519
OG0014108	XP_010467038.1, XP_019097106.1, XP_010412411.1	jg27005
OG0014109	XP_010432016.1, XP_010446611.1, XP_010437168.1	jg8542
OG0014110	XP_010446613.1, XP_019086184.1, XP_010432018.1, XP_010437171.1	jg8546
OG0014111	XP_010432022.1, XP_010437179.1	jg8550
OG0014112	XP_010446632.1, XP_010432037.1, XP_010437190.1	jg8563
OG0014113	XP_010432060.1, XP_010446659.1, XP_010437229.1	jg8589
OG0014114	XP_010432062.1, XP_010437231.1, XP_010446662.1	jg8594
OG0014115	XP_010437255.1, XP_010432085.1, XP_010446694.1	jg8620
OG0014116	XP_010432092.1, XP_010437263.1, XP_010446702.1	jg8627
OG0014117	XP_010432114.1, XP_010446724.1, XP_010437289.1	jg8644
OG0014118	XP_010432152.1	jg8671
OG0014119	XP_010446764.1, XP_010437322.1	jg8672
OG0014120	XP_010446769.1, XP_010437326.1, XP_019086384.1	jg8674
OG0014121	XP_010437339.1, XP_010446783.1	jg8684
OG0014122	XP_010446793.1, XP_010437349.1	jg8692
OG0014123	XP_010432178.1, XP_010446798.1, XP_010437353.1	jg8696
OG0014124	XP_010437355.1, XP_010432179.1	jg8697
OG0014125	XP_010446814.1, XP_010432190.2, XP_010437365.1	jg8709
OG0014126	XP_010446832.1, XP_019088265.1	jg8728
OG0014127	XP_010437405.1, XP_010432218.1, XP_010446864.1	jg8746
OG0014128	XP_010446898.1, XP_010437442.1, XP_019086501.1	jg8781
OG0014129	XP_010432266.1, XP_010437455.1, XP_010446910.1	jg8793
OG0014130	XP_010435481.1, XP_010450430.1, XP_010440778.1	jg12021
OG0014131	XP_010432287.1, XP_010446930.1, XP_010437478.1, XP_019086194.1	jg8806
OG0014132	XP_010437516.1, XP_019086021.1, XP_010446971.1	jg8839
OG0014133	XP_010432342.1, XP_010437528.1, XP_010446983.1	jg8848
OG0014134	XP_010497589.1, XP_010444965.1, XP_010436259.1, XP_010447032.1	jg8870
OG0014135	XP_010432406.1, XP_010437608.1, XP_010447069.1	jg8903
OG0014136	XP_010447085.1, XP_010432418.1, XP_010437622.1	jg8913
OG0014137	XP_010447104.1, XP_010432433.1, XP_019098650.1, XP_010437633.1	jg8925
OG0014138	XP_010432450.1, XP_010447122.1, XP_010437656.1	jg8942, jg21666
OG0014139	XP_010447412.1, XP_010432743.1, XP_010437928.1	jg9166
OG0014140	XP_010447390.1	jg9150
OG0014141	XP_010447873.1, XP_010433114.1, XP_010438318.1	jg9510
OG0014142	XP_010437886.1, XP_010447367.1, XP_010432692.1	jg9131
OG0014144	XP_010447357.1, XP_010437874.1, XP_010432681.1	jg9124
OG0014145	XP_010432668.1, XP_019087881.1, XP_010447345.1	jg9112
OG0014146	XP_010437851.1, XP_010447340.1, XP_010432658.1	jg9108
OG0014147	XP_010432655.1, XP_010437846.1, XP_010447333.1	jg9104
OG0014148	XP_010447318.1	jg9095
OG0014149	XP_010447314.1, XP_010437826.1, XP_010432631.1	jg9091
OG0014150	XP_010447282.1, XP_010432610.1, XP_010437801.1	jg9070
OG0014151	XP_010437793.1, XP_010447274.1	jg9066
OG0014152	XP_010447270.2, XP_010444992.1	jg9064
OG0014153	XP_010432573.1, XP_010447249.1, XP_010437772.1	jg9047
OG0014154	XP_010447239.1, XP_010432561.1, XP_010437761.1	jg9037
OG0014155	XP_010447222.1, XP_010432545.1, XP_010437747.1	jg9019
OG0014156	XP_010432532.1, XP_010437738.1, XP_010447216.1	jg9009
OG0014157	XP_010437702.1, XP_010432495.1, XP_010447176.1	jg8974
OG0014158	XP_010432477.1, XP_010447162.1, XP_010437683.1	jg8964
OG0014159	XP_010425047.1, XP_010514045.1, XP_010502284.1	jg13073
OG0014161	XP_010432858.1, XP_019088929.1, XP_010438035.1	jg9257
OG0014162	XP_010447563.1, XP_010438044.1, XP_010432869.1	jg9263
OG0014163	XP_010432883.1, XP_010438058.1, XP_010447592.1	jg9274
OG0014164	XP_010442601.1, XP_010482449.1, XP_010426300.1	jg21777
OG0014165	XP_010432916.1, XP_010438095.1, XP_010447631.1	jg9300
OG0014166	XP_010438103.1, XP_010432924.1, XP_010447641.1	jg9306
OG0014167	XP_010447653.1, XP_019087895.1, XP_010432929.1	jg9318
OG0014168	XP_010432934.1, XP_010447657.1, XP_010438123.1	jg9321
OG0014169	XP_010515073.1, XP_010503371.1, XP_019084794.1	jg14571
OG0014170	XP_010516655.1, XP_010509689.1, XP_010504975.1	jg18607
OG0014171	XP_010466774.1, XP_010513119.1, XP_010488488.1	jg26676
OG0014172	XP_010513285.1, XP_010488506.1, XP_010466801.1	jg26711
OG0014173	XP_010471291.1, XP_010416018.1, XP_010428152.1	jg2897
OG0014174	XP_010428139.1, XP_010471279.1, XP_010416003.1	jg2886
OG0014175	XP_019093600.1, XP_010431495.1, XP_010415996.1	jg2880
OG0014176	XP_019084976.1, XP_019093750.1, XP_010415987.2	jg2875
OG0014177	XP_010428114.1, XP_010471257.1, XP_010415976.1	jg2867
OG0014179	XP_010428052.1, XP_010471220.1, XP_010415920.1, XP_010470320.1	jg2828
OG0014181	XP_010498820.1, XP_010460096.1, XP_010477604.1	jg30877
OG0014182	XP_010498845.1, XP_010460123.1, XP_010477632.1	jg30908
OG0014183	XP_010435798.1, XP_010441018.1, XP_010450856.1	jg12432
OG0014184	XP_010477687.1, XP_010498894.2, XP_010460161.1	jg30955
OG0014185	XP_010498931.1, XP_010477734.1, XP_010460183.1	jg30980
OG0014186	XP_010477736.1, XP_010460185.1, XP_010498933.1	jg30982
OG0014187	XP_010477813.1, XP_010460263.1, XP_010498996.1	jg31076
OG0014188	XP_010499016.1, XP_010460286.1, XP_010477836.1	jg31092
OG0014189	XP_010429272.1, XP_010472327.1, XP_010460299.1, XP_010417078.1	jg31103
