Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0019045	XP_010512838.1	g52249
OG0019046	XP_010508249.1, XP_010518086.1	g37567
OG0019049	XP_010517851.1, XP_010508487.1	g38201
OG0019052	XP_010463633.1	g41080
OG0019053	XP_010492561.1, XP_010420344.1, XP_010453811.1, XP_010501714.1	g29191
OG0019054	XP_010482213.1, XP_010442399.1	g4648
OG0019055	XP_010416605.1, XP_010463942.1, XP_010485840.1	g12812
OG0019057	XP_010431168.1, XP_010424632.1	g44880, g25527, g17390
OG0019063	XP_019102239.1	g13266
OG0019067	XP_019098113.1, XP_019085458.1, XP_019101839.1	g10310
OG0019068	XP_010440931.1, XP_010450934.1	g18102
OG0019069	XP_010488389.1, XP_010512381.1	g6536
OG0019070	XP_010490064.1, XP_010466625.1	g11765
OG0019072	XP_010488302.1, XP_019092845.1	g13433
OG0019074	XP_010481213.1	g43912, g52811
OG0019076	XP_010454129.1, XP_010492914.1, XP_010420654.1	g41454
OG0019077	XP_010474834.1	g49291
OG0019079	XP_010457353.1, XP_019094946.1, XP_019094983.1	g49417
OG0019080	XP_010457359.1, XP_010474976.1	g30828
OG0019084	XP_010475295.1, XP_010485300.1	g49514
OG0019085	XP_010457957.1, XP_010475530.1	g49580
OG0019087	XP_010458259.1	g27092
OG0019090	XP_010476318.1, XP_010458775.1, XP_010495130.1	g31440
OG0019092	XP_010477583.1	g27543
OG0019096	XP_010430295.1, XP_010418235.1, XP_010473459.1	g44230
OG0019098	XP_010511029.1, XP_010414665.1, XP_010470207.2	g44089
OG0019099	XP_019101327.1, XP_019093162.1	g51374
OG0019100	XP_010430560.1, XP_010473693.1, XP_010418491.1	g40778
OG0019103	XP_019097733.1, XP_019095815.1, XP_019088033.1	g18478
OG0019108	XP_010500377.1	g36325
OG0019111	XP_019087262.1, XP_010450987.1, XP_010436199.1	g22680
OG0019114	XP_010432703.1, XP_019088312.1	g11004
OG0019116	XP_010432527.1, XP_010437732.1, XP_010447208.1	g47855
OG0019117	XP_019089327.1, XP_010438075.1	g23349
OG0019118	XP_019088902.1, XP_010456063.1, XP_010422617.1	g39550
OG0019120	XP_019088541.1	g45279
OG0019123	XP_010514147.1, XP_019100046.1, XP_010430710.1	g16673
OG0019127	XP_019094829.1, XP_010457904.1, XP_010487345.1	g27005
OG0019131	XP_010462837.1, XP_010477452.1, XP_010501550.1	g50223, g11154
OG0019132	XP_019090881.1, XP_010477797.1	g32147
OG0019134	XP_010499119.1, XP_010477942.1	g489
OG0019135	XP_010477978.1, XP_010460408.1, XP_010499139.1	g50392
OG0019136	XP_019091236.1, XP_010478008.1, XP_010499169.1	g32250
OG0019138	XP_010461007.1, XP_010478604.1, XP_010499732.1	g32542
OG0019139	XP_010480033.1	g36694
OG0019143	XP_010479005.1, XP_010461395.1, XP_010500105.1	g11308
OG0019154	XP_010463242.1, XP_010513472.1, XP_010490320.1	g42235, g42219
OG0019158	XP_010415165.1, XP_010511551.1, XP_010474190.1, XP_010470497.1	g45007
OG0019159	XP_010511838.1, XP_010470795.1	g41549
OG0019161	XP_010471284.1, XP_010428147.2, XP_010471480.1	g44602
OG0019167	XP_019099885.1	g12588
OG0019168	XP_010468052.1, XP_010486228.1	g7616
OG0019171	XP_010420660.2, XP_010490004.1, XP_010468350.2	g6661
OG0019173	XP_010446801.1, XP_019092652.1, XP_010424249.1, XP_010467217.1	g50879
OG0019174	XP_010488788.1, XP_010467112.1	g11108
OG0019177	XP_010413816.1	g6309
OG0019178	XP_010518477.1	g6242
OG0019179	XP_010517523.1, XP_010467234.1, XP_010488870.1	g12460
OG0019180	XP_019092456.1, XP_019096296.1, XP_019098953.1	g5966
OG0019181	XP_010468761.1	g13835
OG0019183	XP_010417142.1, XP_010472398.1	g36888
OG0019188	XP_010429604.1, XP_010472617.1, XP_010417368.1	g36836
OG0019189	XP_019083600.1, XP_010473062.2, XP_010510862.1	g40159
OG0019191	XP_010517593.1, XP_010505872.1, XP_010508768.1	g37379
OG0019193	XP_010425074.1, XP_010506928.1, XP_010514068.1	g10682
OG0019199	XP_019102043.1, XP_019098109.1	g19593
OG0019204	XP_010431441.1, XP_010412834.1, XP_019099734.1, XP_010412835.1, XP_010431443.1, XP_010516471.1, XP_010504781.1, XP_010427734.1	g2031
OG0019209	XP_010493523.1, XP_010454678.1	g510
OG0019211	XP_010493577.1, XP_019084682.1, XP_010454737.1, XP_010421257.1	g535
OG0019212	XP_010421776.1	g25933
OG0019214	XP_010438065.1, XP_019084042.1, XP_010455370.1	g40270
OG0019215	XP_010435611.1, XP_010455500.1, XP_010424526.2	g40345
OG0019216	XP_019090299.1, XP_010426833.1, XP_010424035.1	g24588
OG0019217	XP_010509931.1	g53965
OG0019218	XP_010451008.1, XP_010437157.1, XP_010432005.1	g22792
OG0019220	XP_010436369.1, XP_010451165.1, XP_010445108.1	g23669
OG0019222	XP_010448241.1, XP_010433468.1, XP_010438725.1	g47591
OG0019224	XP_010448375.1, XP_010497820.1	g23737
OG0019226	XP_010439009.1, XP_019086024.1, XP_010448546.1	g47511
OG0019227	XP_010449902.1, XP_010434928.1, XP_010440256.1	g17639
OG0019229	XP_019089563.1, XP_010435197.1, XP_010450112.1	g24575
OG0019230	XP_010440646.1, XP_010435312.1, XP_010450273.1	g24799
OG0019231	XP_010451620.2	g46934
OG0019232	XP_010450507.1, XP_010440861.1, XP_010445563.1, XP_010435581.1	g46805
OG0019233	XP_010450636.1, XP_010441215.1, XP_010435998.1	g15791
OG0019239	XP_010481904.1, XP_010442068.1	g11135
OG0019244	XP_010440833.1, XP_010442428.1, XP_010482241.1	g16246
OG0019245	XP_010482246.1, XP_010442432.1, XP_010440928.1	g26633
OG0019246	XP_010482311.1, XP_019095605.1, XP_010442488.1, XP_010441531.2	g1439
OG0019248	XP_010445226.1, XP_010442814.1, XP_010482642.1	g41236
OG0019251	XP_019089646.1	g8132, g20166, g8133, g20167
OG0019255	XP_010513642.1, XP_010510573.1, XP_019095886.1, XP_010442041.1, XP_010445891.1, XP_010445894.1, XP_010445895.1, XP_010445892.1, XP_010445893.1, XP_010445913.1	g26220, g26253
OG0019257	XP_010434696.1, XP_010440034.1, XP_010449645.1	g24282
OG0019258	XP_019084636.1	g45377
OG0019263	XP_010477845.1, XP_010499027.1, XP_010460294.1	g32157
OG0019265	XP_010437137.1, XP_010455437.1, XP_010421958.1	g40309
OG0019266	XP_010444007.1, XP_010483860.1, XP_010457745.1	g397
OG0019267	XP_010414496.1, XP_010470060.1, XP_019101463.1	g39978
OG0019269	XP_010465596.1, XP_010487440.1	g12104
OG0019271	XP_010482371.1	g49425, g49426
OG0019274	XP_010499377.2, XP_010478221.1	g27657
OG0019297	XP_010507252.1	g2821
OG0019299	XP_010492619.1	g29157
OG0019302	XP_010453531.1, XP_010420038.1, XP_010492213.1	g45650
OG0019304	XP_010491477.1, XP_010423094.1, XP_010452830.1	g5501
OG0019306	XP_019083599.1, XP_019093769.1, XP_010510885.1	g40200
OG0019309	XP_010469820.1, XP_010510324.1, XP_010414237.1	g39898
OG0019317	XP_010455125.1	g39230
OG0019320	XP_010448939.1, XP_010443102.1, XP_010482925.1	g989
OG0019321	XP_010456433.1	g5541
OG0019324	XP_010423980.1, XP_010490522.1	g5849
OG0019328	XP_010474612.1, XP_010436891.1	g16762
OG0019331	XP_010416631.1, XP_010428772.1	g46321
OG0019332	XP_019096521.1, XP_010467341.1, XP_010517042.1	g13704
OG0019338	XP_010450182.1, XP_010440555.1, XP_010435238.1	g24665
OG0019346	XP_010494576.1, XP_010441786.1, XP_010481652.1	g11010
OG0019347	XP_010441802.1	g53821
OG0019351	XP_010500595.1, XP_010479486.1, XP_010461879.1	g36440
OG0019354	XP_010412692.2, XP_019099704.1	g19365
OG0019356	XP_019085820.1	g43612, g53735, g1831
OG0019357	XP_010489330.1	g6107
OG0019358	XP_010448891.1	g47425
OG0019363	XP_019095832.1	g9635
OG0019364	XP_010444784.1, XP_010465344.1, XP_010484632.1	g9632
OG0019366	XP_019093663.1, XP_019101033.1	g18767
OG0019371	XP_010413623.1, XP_010512277.1	g1955
OG0019372	XP_010469337.1, XP_019082926.1, XP_010512177.1	g2012
OG0019373	XP_010507531.2, XP_010431465.1	g18916
OG0019375	XP_019102344.1, XP_010427077.1	g2310
OG0019378	XP_019096768.1, XP_010467000.1	g13538
OG0019381	XP_019090736.1, XP_019092375.1, XP_010490430.1	g13981
OG0019384	XP_010517039.1, XP_010505362.1, XP_010509295.1	g37227
OG0019386	XP_010429490.1, XP_010472508.1	g38348
OG0019388	XP_010461340.1, XP_010496061.1, XP_010500055.1	g53679
OG0019389	XP_010489114.1, XP_010416504.1, XP_010467950.1, XP_010467953.2	g13814
OG0019391	XP_019082451.1	g37752
OG0019399	XP_010463799.1, XP_010485691.1, XP_010511330.1	g12632
OG0019404	XP_010465192.1	g13189
OG0019405	XP_019092615.1, XP_010487212.1	g7184
OG0019406	XP_010465743.1, XP_010487592.1, XP_010505086.1	g6967
OG0019407	XP_010489915.2, XP_010465946.1, XP_010506915.1	g6874
OG0019408	XP_019097122.1, XP_019092431.1, XP_019082623.1	g13360
OG0019412	XP_010432992.1, XP_019088117.1, XP_010447724.1	g18083
OG0019416	XP_010457656.1, XP_010485156.1, XP_010475269.1	g30943
OG0019417	XP_010458176.1, XP_010475731.1	g31159
OG0019423	XP_010458801.1, XP_010476350.1	g31461
OG0019429	XP_010498299.1	g27423
OG0019430	XP_010459646.1	g27438
OG0019431	XP_010459682.1, XP_010498432.1, XP_010477228.1	g31893
OG0019432	XP_019098202.1, XP_019091472.1	g50199
OG0019434	XP_010427838.1, XP_010415744.1, XP_019093690.1	g50286
OG0019435	XP_010474256.1, XP_010415709.1, XP_010427804.1	g45849
OG0019440	XP_010431721.1	g40841
OG0019441	XP_010430545.1	g4762
OG0019444	XP_010494448.1, XP_010481748.1	g40487
OG0019452	XP_010477616.1, XP_019091225.1	g50282
OG0019455	XP_010424032.1, XP_010426712.1	g25348
OG0019456	XP_010426436.1, XP_010419521.1, XP_010456343.1	g25331
OG0019464	XP_010477769.1, XP_010460216.1, XP_010498966.1	g36023, g32121
OG0019465	XP_010477782.1	g50340
OG0019466	XP_010499114.1, XP_010477932.1, XP_010460386.1	g50381
OG0019467	XP_010499126.1, XP_010460399.1	g32210
OG0019469	XP_010480758.1, XP_010447861.1, XP_010433102.1	g23474
OG0019470	XP_019094493.1	g50580
OG0019472	XP_010461368.1, XP_010500089.1, XP_010478966.1	g27949
OG0019474	XP_010463498.1, XP_010481202.1, XP_010502039.1	g36742
OG0019475	XP_010480188.1, XP_019091864.1	g27973
OG0019476	XP_019085673.1, XP_010418234.2, XP_010431691.1	g44229, g44226
OG0019477	XP_010511101.1, XP_010414754.1	g41071
OG0019478	XP_010414925.1, XP_010511221.1, XP_010480198.1	g43900
OG0019482	XP_010474133.1, XP_010419003.2	g1679
OG0019483	XP_010513682.1, XP_010470933.1, XP_010419098.1	g27827, g45799
OG0019484	XP_010415607.1, XP_019093832.1, XP_019094970.1	g17433
OG0019485	XP_010470977.1, XP_010415636.1	g17033
OG0019487	XP_010471530.1, XP_019083363.1	g44531
OG0019492	XP_010465373.2	g12165
OG0019494	XP_010510214.1, XP_010466385.1, XP_019096722.1	g13390, g6671
OG0019496	XP_019084327.1, XP_010412457.1, XP_010488737.1, XP_010467051.1, XP_019092775.1	g11644
OG0019500	XP_010467346.1	g6141
OG0019501	XP_019096551.1	g13798, g13796
OG0019504	XP_010429563.1	g51056
OG0019506	XP_010469430.2, XP_010413811.1, XP_010513067.1	g27653
OG0019508	XP_010504893.1, XP_010513056.2	g37084
OG0019509	XP_010412874.1	g51491
OG0019511	XP_019102111.1	g18074
OG0019512	XP_010508224.1, XP_010506437.1	g52220
OG0019514	XP_010502622.1, XP_010514342.1	g10546
OG0019515	XP_010502645.1, XP_010514367.1, XP_010425427.1	g1603
OG0019518	XP_010503097.1, XP_010425861.1, XP_010514778.2	g3198
OG0019519	XP_010425891.1, XP_019102246.1, XP_010503123.1	g19602
OG0019520	XP_010425972.1	g2980
OG0019522	XP_010503353.1, XP_019085903.1	g2730
OG0019523	XP_010418560.1, XP_010468910.1, XP_010513795.1	g12666
OG0019527	XP_010420711.1	g13590, g13655, g12601
OG0019528	XP_010420785.1, XP_010456597.1	g28976
OG0019529	XP_010455132.1, XP_010494020.1, XP_010421637.1	g4685
OG0019531	XP_010421839.1, XP_010435842.1, XP_010455333.1	g40251
OG0019537	XP_019086220.1, XP_010436376.1, XP_019087338.1	g47582
OG0019539	XP_010448442.1, XP_010433648.1	g23765
OG0019540	XP_010448489.1, XP_010438941.1, XP_010433697.1	g47527
OG0019543	XP_010445209.1	g23956
OG0019545	XP_010449376.1, XP_010439738.2	g24139
OG0019548	XP_019086976.1, XP_019086163.1, XP_019088852.1	g16807
OG0019550	XP_010501703.1	g11011
OG0019551	XP_010481695.1, XP_010481696.1	g18412
OG0019557	XP_019086408.1, XP_019095633.1, XP_019086410.1	g32265, g1114, g50763, g35290, g34317
OG0019562	XP_010482957.1, XP_010449309.1	g1007
OG0019564	XP_010482560.1, XP_010444466.1, XP_010442735.1	g867
OG0019567	XP_010472425.1	g50975
OG0019568	XP_010467583.1, XP_010413383.1	g13755, g40676
OG0019569	XP_010461359.1	g27928
OG0019570	XP_010484871.1, XP_010475213.1	g49489
OG0019572	XP_019089138.1	g26049
OG0019572	XP_019085595.1	g49582
OG0019578	XP_010512079.1, XP_010419122.1	g51662
OG0019603	XP_010420058.1, XP_010492231.1, XP_010453546.1	g45656
OG0019605	XP_010436265.1, XP_010444973.1, XP_010447113.1	g23114
OG0019608	XP_010478497.1	g50553
OG0019614	XP_010418762.1	g27196, g27165, g12711
OG0019615	XP_019096016.1	g389
OG0019618	XP_019095518.1, XP_010443718.1, XP_019087898.1	g28747
OG0019623	XP_010452523.1, XP_010491156.1, XP_010423386.1	g45444
OG0019626	XP_019084403.1	g29850
OG0019631	XP_010417593.1, XP_010472783.1, XP_010429811.1	g43855, g17707
OG0019635	XP_010426206.1, XP_010503364.1	g19509
OG0019639	XP_010479968.1, XP_010462296.1	g54359
OG0019641	XP_010450336.1	g46928
OG0019648	XP_010494627.1	g11003
OG0019655	XP_019086928.1	g47374
OG0019655	XP_019089520.1	g4209
OG0019664	XP_010490429.2, XP_010467614.2	g6027
OG0019666	XP_010512919.1	g38149
OG0019675	XP_010506019.1, XP_010517724.1	g52032
OG0019676	XP_010502522.1, XP_010467977.1	g12669
OG0019677	XP_010463911.1	g7770
OG0019679	XP_010486017.1, XP_010464090.1, XP_019100125.1	g12545
OG0019683	XP_010487284.1, XP_010502139.1, XP_019092576.1	g12163
OG0019687	XP_019087899.1, XP_010495620.1, XP_010481961.1	g37021
OG0019689	XP_019089442.1, XP_010440883.1, XP_010435612.1	g41904
OG0019691	XP_010474927.1, XP_010474918.1, XP_010481583.1	g49403
OG0019693	XP_010472308.1, XP_010417065.1, XP_010429254.1	g38447
OG0019694	XP_010431332.1, XP_010504135.1	g49873
OG0019697	XP_019094412.1, XP_010459204.1, XP_010497980.1	g49977
OG0019698	XP_010498238.1	g31780
OG0019703	XP_010480267.1, XP_010415002.1	g41110
OG0019707	XP_010431580.1	g40468
OG0019711	XP_010436240.1	g22941
OG0019716	XP_010501334.1, XP_010475316.1, XP_010457706.1	g30965
OG0019717	XP_019094755.1	g49566
OG0019719	XP_010460329.1, XP_010477873.1, XP_010499063.1	g35166, g32171
OG0019733	XP_010467160.1, XP_019084572.1, XP_010488824.1	g13662
OG0019736	XP_010489518.1, XP_010467632.1, XP_010467633.1	g13975
OG0019737	XP_010429013.1, XP_010472096.1, XP_019083445.1	g50856
OG0019739	XP_019085711.1, XP_010417044.1, XP_010472282.1	g38457
OG0019741	XP_010417282.1, XP_010472521.1, XP_010429509.1	g32385, g27225
OG0019748	XP_010508156.1, XP_010506509.1, XP_010518172.1	g2077
OG0019750	XP_010514888.1, XP_010503179.1, XP_010425985.1	g2968
OG0019756	XP_019082498.1, XP_010418616.1, XP_010413369.1, XP_010512528.1, XP_010469114.1	g1829
OG0019765	XP_010433461.1, XP_010448231.1	g23681
OG0019773	XP_010450747.2, XP_010496519.2	g16865
OG0019775	XP_010441324.1, XP_010447719.1, XP_010436110.1	g46639
OG0019776	XP_010482021.1	g45858
OG0019780	XP_010442767.1, XP_010482601.1	g28369
OG0019782	XP_010446159.1, XP_010442963.1, XP_010482797.1	g28443
OG0019784	XP_019088735.1, XP_019092781.1, XP_019096014.1	g1199
OG0019789	XP_019097742.1, XP_019095818.1, XP_019087062.1	g10913
OG0019790	XP_010502994.1, XP_010514670.1	g36402
OG0019791	XP_010502836.1, XP_010425623.1, XP_019102211.1	g10416
OG0019795	XP_010463623.1, XP_010485465.1, XP_010463842.1	g7888
OG0019797	XP_010478715.1, XP_019099643.1, XP_010480846.1, XP_010473676.1, XP_019087466.1	g18981
OG0019801	XP_010489409.1	g14002
OG0019806	XP_019090127.1	g11719
OG0019810	XP_010474069.1, XP_010418720.1	g29233, g25322, g4308, g48926, g26083, g34708, g14107, g1711, g41611, g4498
OG0019811	XP_010490207.1, XP_019086256.1, XP_019090080.1, XP_010484877.1, XP_010515027.1, XP_010475978.1, XP_010490348.1, XP_010497090.1, XP_010480865.1, XP_010495573.1, XP_010470482.1, XP_010424111.1, XP_010495682.1	g41571
OG0019832	XP_010425850.1, XP_010514773.1, XP_010503085.1	g3267
OG0019851	XP_010430016.1, XP_019083576.1, XP_010472991.1	g46598
OG0019852	XP_010416458.1, XP_010428598.1	g46227
OG0019867	XP_019084614.1	g39745, g36590, g44011
OG0019876	XP_010445255.1, XP_010451342.1, XP_010436471.1	g45062
OG0019888	XP_010486234.1	g12947
OG0019889	XP_010486716.1	g13110, g12342
OG0019895	XP_019094765.1, XP_019091127.1	g6936
OG0019897	XP_019096406.1	g6842
OG0019903	XP_010503641.1, XP_010426498.1, XP_010515334.1	g19390
OG0019909	XP_010416232.1, XP_010428359.1, XP_010471490.1	g46112
OG0019910	XP_019097402.1, XP_010495407.1	g812
OG0019913	XP_010483147.1, XP_010475058.1	g30858
OG0019930	XP_019083198.1	g44954
OG0019932	XP_010503305.2	g41233
OG0019939	XP_019082576.1, XP_019096475.1	g14680
OG0019940	XP_010518214.1, XP_010488879.1, XP_019092812.1	g13676
OG0019951	XP_010506906.1, XP_010502190.1, XP_010513933.1	g1645
OG0019952	XP_010514160.1, XP_010425189.1, XP_010502417.1	g10641
OG0019955	XP_010495874.1, XP_010494219.1, XP_010450180.1, XP_010502750.1, XP_010413140.1, XP_019090470.1	g15937
OG0019958	XP_010514811.1, XP_010503132.1	g19599
OG0019959	XP_010514962.1, XP_010503250.1, XP_010426071.1	g2888
OG0019961	XP_010426293.1	g46985
OG0019962	XP_010426869.1, XP_010515718.1, XP_010503995.1	g11326
OG0019968	XP_010424812.1	g45330, g45331
OG0019969	XP_010452456.1, XP_010423463.1	g5633
OG0019971	XP_010421011.1, XP_010454486.1	g784
OG0019973	XP_010494046.2	g10156
OG0019974	XP_010455301.1, XP_010455302.1, XP_010421807.1, XP_010436141.1	g40238
OG0019975	XP_010424449.1	g2859, g2852, g2835, g2845, g2841
OG0019979	XP_010446661.1	g22835, g47986
OG0019981	XP_010448360.1, XP_010433583.1	g23731
OG0019983	XP_010445300.1, XP_010436511.1	g47241
OG0019984	XP_019085467.1, XP_010445390.1, XP_010434950.1	g17648
OG0019987	XP_010494630.1, XP_010481605.1, XP_010441752.1	g10999
OG0019995	XP_010446368.1, XP_010442980.1, XP_010482813.1, XP_019091513.1	g47705
OG0019996	XP_019095745.1	g39288
OG0019997	XP_010483532.1, XP_010446195.1, XP_010477314.1	g28705
OG0019998	XP_019088178.1, XP_019093141.1, XP_019095917.1	g845
OG0020003	XP_019084969.1, XP_010415934.1, XP_010471229.1	g19478
OG0020007	XP_019100721.1, XP_019102099.1, XP_019100570.1	g37428
OG0020008	XP_010515037.1, XP_010490375.1, XP_010467515.1	g6089
OG0020012	XP_019089233.1, XP_010418899.1, XP_019097477.1, XP_010501854.1	g21016
OG0020018	XP_019099250.1, XP_010478236.1, XP_010460655.1	g32359
OG0020023	XP_019091180.1	g43052, g29795, g38473, g18432, g45548, g13436
OG0020024	XP_019089874.1, XP_019101581.1	g33561, g18751, g44874
OG0020047	XP_019094486.1	g27715
OG0020050	XP_010495509.1	g631, g18543
OG0020057	XP_019100903.1, XP_019083162.1	g28375
OG0020066	XP_010509691.1	g51478
OG0020068	XP_010514871.1, XP_010425959.1	g11443
OG0020073	XP_010468845.1, XP_010413147.1, XP_010512765.1	g18703
OG0020075	XP_010513779.1, XP_010473798.1, XP_010418580.1	g1803
OG0020080	XP_010434879.2, XP_019090136.1	g25712
OG0020083	XP_010507710.1, XP_010512887.1	g52080
OG0020090	XP_010465565.1, XP_010487414.1, XP_010503415.1	g13246
OG0020096	XP_010501289.1, XP_010462536.1, XP_010480325.1	g49384
OG0020119	XP_010481174.1	g54302
OG0020123	XP_010470360.1, XP_010511203.1, XP_010414905.1	g41133
OG0020134	XP_010424260.2	g13673
OG0020140	XP_010417445.1, XP_010429675.1, XP_010472679.1	g38268
OG0020145	XP_010425969.1, XP_010412564.1	g19590
OG0020146	XP_010431120.1, XP_010507296.1, XP_010507210.1	g4592, g12969
OG0020153	XP_010435731.1, XP_010455278.1, XP_010421771.1	g40421
OG0020154	XP_010436194.1, XP_010421805.1, XP_010455300.1	g40236
OG0020156	XP_010485222.1, XP_010446190.1	g25683, g25686
OG0020157	XP_010456321.1, XP_010419543.1, XP_010426578.1	g25342
OG0020162	XP_010435320.1, XP_019087948.1, XP_010450262.1	g24852
OG0020165	XP_010440944.2, XP_010435741.2, XP_010450915.1	g46748
OG0020169	XP_019087648.1, XP_019088473.1	g28465
OG0020171	XP_010444451.1, XP_019095982.1, XP_010462593.1	g18661
OG0020176	XP_019085818.1, XP_019093656.1, XP_019082689.1	g31470, g31472, g31471, g31469
OG0020178	XP_019089730.1, XP_010438625.1	g17091
OG0020189	XP_010444866.2	g53201
OG0020193	XP_010454916.1, XP_019090422.1, XP_010423729.1, XP_010490814.1, XP_019084551.1, XP_019093517.1	g25934
OG0020195	XP_019099621.1	g16488, g16486
OG0020202	XP_019087085.1, XP_010449897.1, XP_010483009.1	g1021
OG0020208	XP_019094557.1	g35285, g16097, g3940, g4382
OG0020211	XP_019085650.1	g16195, g15894, g16201, g15918, g15869, g15906, g15825, g15811, g15884, g15911, g15863, g15844
OG0020240	XP_010456253.1, XP_010443826.1	g28814
OG0020243	XP_010424782.2, XP_010495071.1, XP_010456393.1	g45399
OG0020249	XP_010479841.1, XP_010500935.1, XP_010462165.1	g36167
OG0020253	XP_019085004.1, XP_010416315.1	g46148
OG0020258	XP_010511541.1, XP_010470438.1	g50981
OG0020270	XP_019098948.1, XP_010490415.1, XP_010467872.1	g13920
OG0020280	XP_010480379.1, XP_010487829.1	g18101
OG0020281	XP_010476035.1, XP_019091429.1	g31306
OG0020289	XP_010498022.1, XP_010459246.1	g27358
OG0020293	XP_010499125.1, XP_010460396.1	g32209
OG0020297	XP_010434150.1	g32647
OG0020300	XP_010480628.1, XP_010481072.1	g34737, g35156, g26761, g41152
OG0020302	XP_019093337.1	g14668
OG0020311	XP_010513570.1, XP_010415145.1, XP_010474123.1	g45035
OG0020312	XP_010512048.1	g45820
