Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_NCBI
OG0016975	Om008G319480	XP_020884422.1
OG0016976	Om008G320190	XP_002882093.1
OG0016977	Om008G320260	XP_020883296.1
OG0016978	Om008G320650	XP_020882699.1
OG0016979	Om008G321120	XP_020883019.1
OG0016980	Om008G322120	XP_002880181.1
OG0016981	Om008G322730	XP_002880149.2
OG0016983	Om008G323990	XP_020883433.1
OG0016984	Om008G324120	XP_020882651.1
OG0016985	Om008G324300	XP_020885148.1
OG0016986	Om003G123690	XP_020881016.1
OG0016987	Om008G325350	XP_020883362.1
OG0016988	Om008G325560	XP_002881890.1
OG0016989	Om008G326080	XP_002880007.1
OG0016990	Om008G327660	XP_002881807.1
OG0016991	Om008G327850	XP_020884164.1
OG0016992	Om008G327980	XP_020883865.1
OG0016993	Om004G177050	XP_020877369.1
OG0016994	Om004G177040	XP_020878666.1
OG0016995	Om004G176960	XP_020876632.1
OG0016996	Om004G176780	XP_002873011.2
OG0016997	Om004G176740	XP_002870921.1
OG0016998	Om004G176710	XP_020878692.1
OG0016999	Om004G176680	XP_002873014.1
OG0017000	Om004G176410	XP_002873022.1
OG0017001	Om004G176380	XP_020878113.1
OG0017002	Om004G176080	XP_020879312.1
OG0017003	Om004G175870	XP_002870960.1
OG0017004	Om004G175910	XP_020878999.1
OG0017005	Om004G175730	XP_002870970.1
OG0017006	Om004G175240	XP_020877320.1
OG0017007	Om004G174330	XP_020879485.1
OG0017008	Om004G173390	XP_020878423.1
OG0017009	Om006G241170	XP_002871897.1
OG0017010	Om006G241930	XP_002871929.1
OG0017011	Om006G242070	XP_002873993.1
OG0017012	Om006G242010	XP_020879152.1
OG0017013	Om006G242760	XP_020877552.1
OG0017014	Om006G242920	XP_020876822.1
OG0017015	Om006G243740	XP_020877316.1
OG0017016	Om006G244130	XP_020879278.1
OG0017017	Om006G244270	XP_002872020.2
OG0017019	Om006G246030	XP_002866334.2
OG0017020	Om006G234630	XP_002866534.1
OG0017021	Om006G234010	XP_002866564.1
OG0017022	Om006G233850	XP_020869712.1
OG0017023	Om006G233540	XP_020881892.1
OG0017024	Om006G233440	XP_020869254.1
OG0017025	Om006G232550	XP_002864925.1
OG0017026	Om006G232370	XP_002864932.1
OG0017027	Om006G232290	XP_002866647.1
OG0017028	Om006G232130	XP_020879780.1
OG0017029	Om006G232120	XP_020871936.1
OG0017030	Om006G231680	XP_020882360.1
OG0017031	Om006G231600	XP_002864963.2
OG0017032	Om006G231430	XP_002864975.1
OG0017033	Om006G231270	XP_002866691.1
OG0017034	Om006G231180	XP_020884736.1
OG0017035	Om006G231020	XP_002866697.2
OG0017036	Om006G230980	XP_002864995.2
OG0017037	Om006G230480	XP_020890136.1
OG0017038	Om006G230250	XP_002865039.1
OG0017039	Om006G229920	XP_002864968.1
OG0017040	Om006G229730	XP_020867755.1
OG0017041	Om006G229390	XP_002887679.1
OG0017042	Om006G229130	XP_020871822.1
OG0017043	Om006G229060	XP_020889867.1, XP_020871743.1
OG0017044	Om004G157030	XP_020878527.1
OG0017045	Om004G157470	XP_002875033.1
OG0017046	Om004G158210	XP_020878288.1
OG0017047	Om004G158480	XP_002872919.1
OG0017048	Om004G158500	XP_020879360.1
OG0017051	Om007G287360	XP_020870153.1
OG0017053	Om004G160010	XP_002872832.1
OG0017054	Om007G293010	XP_020882661.1
OG0017055	Om007G277700	XP_020871033.1
OG0017056	Om007G277780	XP_020871031.1
OG0017057	Om007G277790	XP_020871044.1
OG0017058	Om007G277930	XP_002865418.1
OG0017059	Om007G278980	XP_002879414.2
OG0017060	Om007G280000	XP_002881202.1
OG0017061	Om007G280040	XP_002881198.1
OG0017062	Om007G280370	XP_020883431.1
OG0017063	Om007G280880	XP_002879306.1
OG0017064	Om007G281170	XP_002879283.1
OG0017065	Om007G281410	XP_002879267.1
OG0017068	Om007G283100	XP_020885249.1
OG0017069	Om007G283320	XP_002881005.1
OG0017070	Om007G283400	XP_002881000.1
OG0017071	Om007G283660	XP_002879098.1
OG0017072	Om007G283940	XP_020883811.1
OG0017073	Om007G283980	XP_002880952.1
OG0017074	Om007G284350	XP_020885561.1
OG0017075	Om007G285070	XP_020883133.1
OG0017076	Om007G285250	XP_020883665.1
OG0017077	Om007G285490	XP_002880816.1
OG0017078	Om007G285520	XP_002878995.1
OG0017079	Om007G285530	XP_020885257.1
OG0017080	Om004G149450	XP_020884780.1
OG0017081	Om007G297680	XP_002878969.1
OG0017082	Om001G039460	XP_002880781.1
OG0017085	Om004G132250	XP_020885231.1
OG0017086	Om005G228250	XP_020874706.1
OG0017087	Om004G150840	XP_002880709.1
OG0017088	Om001G020670	XP_020872611.1
OG0017089	Om002G072620	XP_020875635.1
OG0017091	Om001G020200	XP_002867506.1
OG0017092	Om001G020190	XP_002869566.1
OG0017093	Om001G020070	XP_002867510.1
OG0017094	Om002G042480	XP_002884268.1
OG0017095	Om002G042500	XP_020886667.1
OG0017096	Om002G042390	XP_020888081.1
OG0017097	Om002G042320	XP_020886461.1
OG0017098	Om002G042110	XP_020886564.1
OG0017099	Om002G042010	XP_020886381.1
OG0017100	Om001G017790	XP_020873660.1
OG0017103	Om001G019080	XP_002867537.1
OG0017104	Om001G018730	XP_002869597.1
OG0017105	Om002G043410	XP_020886123.1
OG0017106	Om002G043500	XP_020886902.1
OG0017107	Om006G263580, Om002G044140	XP_020889333.1
OG0017108	Om002G044260	XP_020886252.1
OG0017109	Om002G044290	XP_020886847.1
OG0017110	Om002G044640	XP_020887190.1
OG0017111	Om002G044760	XP_020887898.1
OG0017112	Om002G044980	XP_020888663.1
OG0017113	Om002G045170	XP_002882300.1
OG0017114	Om002G045710	XP_002884423.1
OG0017115	Om002G046410	XP_020888475.1
OG0017116	Om002G046580	XP_002884468.1
OG0017117	Om002G046660	XP_020886522.1
OG0017118	Om002G047300	XP_020886782.1
OG0017119	Om002G047590	XP_002882417.1
OG0017120	Om002G048150	XP_002884536.1
OG0017121	Om002G048160	XP_020887893.1
OG0017122	Om002G048300	XP_020887157.1, XP_002862402.2
OG0017123	Om002G048400	XP_020886925.1
OG0017124	Om002G048420	XP_020886926.1
OG0017125	Om002G049080	XP_020887523.1
OG0017126	Om002G049130	XP_002882475.1
OG0017127	Om002G049200	XP_020887451.1
OG0017128	Om002G049530	XP_002884612.1
OG0017129	Om002G049660	XP_002882501.2
OG0017131	Om002G050120	XP_002884647.1
OG0017132	Om002G050330	XP_020889567.1
OG0017133	Om002G050470	XP_002882544.1
OG0017134	Om002G050810	XP_002882565.1
OG0017135	Om002G050840	XP_002884676.1
OG0017136	Om002G051290	XP_002884702.1
OG0017137	Om008G330100	XP_002879864.1
OG0017138	Om008G331250	XP_020884180.1
OG0017139	Om008G331710	XP_002881665.1
OG0017140	Om008G331740	XP_020884598.1
OG0017141	Om008G331820	XP_002881659.1, XP_002879803.1
OG0017142	Om008G332370	XP_002881633.1
OG0017144	Om008G332850	XP_002881623.1
OG0017146	Om008G337610	XP_020883730.1
OG0017147	Om008G336670	XP_002881465.1
OG0017149	Om008G335530	XP_002881512.1
OG0017150	Om008G335140	XP_020882976.1
OG0017151	Om008G335080	XP_002881548.1
OG0017152	Om008G333760	XP_020882844.1
OG0017153	Om005G196030	XP_002890098.1
OG0017154	Om005G196250	XP_002892871.1
OG0017155	Om005G196860	XP_020867561.1
OG0017156	Om005G197480	XP_002892913.2
OG0017157	Om005G197540	XP_020870429.1
OG0017158	Om005G198180	XP_002890199.1
OG0017159	Om005G198240	XP_020866550.1
OG0017160	Om005G198350	XP_002890213.1
OG0017161	Om005G198980	XP_020867666.1
OG0017162	Om005G199960	XP_002892999.1
OG0017163	Om005G199640	XP_002892984.1
OG0017164	Om005G200150	XP_020866418.1
OG0017165	Om005G200270	XP_002893004.1
OG0017166	Om005G200320	XP_020867222.1
OG0017167	Om005G200490	XP_020868934.1
OG0017168	Om005G200980	XP_020867020.1
OG0017169	Om005G201460	XP_020870087.1
OG0017170	Om005G201540	XP_020870295.1
OG0017171	Om003G096570	XP_002891592.1
OG0017172	Om005G203090	XP_002890416.2
OG0017173	Om005G203770	XP_020869214.1
OG0017174	Om005G203980	XP_020867400.1
OG0017175	Om005G204070	XP_020866891.1
OG0017176	Om005G204120	XP_002890455.1
OG0017177	Om005G204210	XP_002890465.1
OG0017178	Om005G204790	XP_020867413.1
OG0017179	Om005G205070	XP_020866447.1
OG0017180	Om005G205140	XP_020867352.1
OG0017181	Om005G205240	XP_020866587.1
OG0017182	Om005G205160	XP_002890528.1
OG0017183	Om005G205380	XP_020868531.1
OG0017184	Om005G205640	XP_002890549.1
OG0017185	Om005G205710	XP_020866282.1
OG0017186	Om004G144540	XP_020868788.1
OG0017187	Om004G144600	XP_020868087.1
OG0017189	Om004G145500	XP_020868965.1
OG0017190	Om004G146700	XP_020867042.1
OG0017191	Om004G147270	XP_020866581.1
OG0017192	Om002G048440	XP_002893435.1
OG0017195	Om001G008950	XP_002890730.1
OG0017196	Om004G151270	XP_020873233.1
OG0017197	Om005G211840, Om008G328680, Om008G328690	XP_002879907.2
OG0017198	Om007G286220	XP_020873420.1
OG0017199	Om007G286600	XP_020873388.1
OG0017200	Om001G021440	XP_020872158.1
OG0017202	Om004G154510	XP_002878810.1
OG0017204	Om006G239180	XP_020883248.1
OG0017206	Om004G152010	XP_020884086.1
OG0017208	Om004G154170	XP_020885776.1
OG0017209	Om004G154020	XP_020884786.1
OG0017210	Om004G153540	XP_020885783.1
OG0017211	Om004G153480	XP_020883043.1
OG0017212	Om004G155990	XP_020884490.1
OG0017213	Om004G156030	XP_002880385.1
OG0017214	Om004G156140	XP_020883934.1
OG0017215	Om004G156320	XP_020883929.1
OG0017216	Om004G156370	XP_002880362.1
OG0017217	Om005G195130	XP_002892821.1
OG0017218	Om005G194190	XP_002892791.1
OG0017219	Om005G193470	XP_002892762.1
OG0017220	Om005G193220	XP_020870946.1
OG0017221	Om005G192440	XP_002889976.1
OG0017222	Om005G192400	XP_020870521.1
OG0017223	Om005G192060	XP_002892696.1
OG0017224	Om005G190450	XP_002892647.1
OG0017225	Om005G190230	XP_020866055.1
OG0017226	Om005G189610	XP_020869794.1
OG0017227	Om005G189500	XP_002889837.1
OG0017228	Om005G189460	XP_002892596.1
OG0017229	Om005G188830	XP_020870493.1
OG0017230	Om005G188170	XP_020868176.1
OG0017231	Om005G188250	XP_002892533.1
OG0017232	Om005G187520	XP_020867577.1
OG0017233	Om005G187280	XP_002892494.1
OG0017234	Om005G216940	XP_020868305.1
OG0017235	Om005G187200	XP_020867891.1
OG0017237	Om005G187120	XP_020866926.1
OG0017238	Om004G169370	XP_002871250.1
OG0017239	Om005G186560	XP_020868668.1
OG0017240	Om005G184820	XP_020869242.1
OG0017241	Om005G183870	XP_002892339.1
OG0017242	Om005G183700	XP_020867246.1
OG0017244	Om005G182980	XP_020867981.1
OG0017245	Om005G182760	XP_002892286.1
OG0017246	Om005G182220	XP_002892259.2
OG0017247	Om005G182190	XP_002892257.1
OG0017248	Om005G181500	XP_002892229.1
OG0017249	Om005G181760	XP_020867545.1
OG0017250	Om005G181140	XP_020867266.1
OG0017251	Om005G181080	XP_002889489.1
OG0017252	Om005G180550	XP_002892172.2
OG0017253	Om005G180650	XP_020870437.1
OG0017254	Om005G180700	XP_020870438.1
OG0017255	Om005G180770	XP_002889473.1
OG0017256	Om007G292970	XP_002889477.1
OG0017257	Om005G180230	XP_002889453.1
OG0017258	Om005G180080	XP_020868082.1
OG0017259	Om005G179150	XP_020870707.1
OG0017260	Om005G179110	XP_020869556.1
OG0017261	Om005G178130	XP_002889353.2
OG0017262	Om005G177920	XP_002892039.1
OG0017263	Om005G177660	XP_002892026.1
OG0017264	Om005G177590	XP_002892022.1
OG0017265	Om007G301130	XP_002873677.2
OG0017266	Om007G301220	XP_020877561.1
OG0017267	Om007G301240	XP_002873672.1
OG0017268	Om007G301310	XP_002871620.1
OG0017269	Om007G300480	XP_002871641.1
OG0017270	Om007G300470	XP_002871642.1
OG0017271	Om007G300450	XP_002871645.2
OG0017272	Om007G299970	XP_002873720.1
OG0017273	Om007G300120	XP_002871655.1
OG0017274	Om007G298710	XP_002873762.1
OG0017275	Om007G298310	XP_002871717.1
OG0017276	Om007G297860	XP_002873789.2
OG0017277	Om007G296730	XP_002871776.1
OG0017278	Om007G296690	XP_002871777.1
OG0017279	Om007G296520	XP_002873853.1
OG0017280	Om005G211170	XP_020891207.1
OG0017281	Om007G295010	XP_002871850.1
OG0017282	Om007G295110	XP_020878389.1
OG0017283	Om007G295130	XP_002873925.1
OG0017284	Om007G294740	XP_020878276.1
OG0017285	Om007G293580, Om003G097240	XP_002874375.1
OG0017286	Om007G293390	XP_020876895.1
OG0017287	Om007G303260	XP_002872319.1
OG0017288	Om007G303490	XP_002865744.1
OG0017289	Om007G303530	XP_020871665.1
OG0017291	Om007G308130	XP_020886834.1, XP_020871699.1
OG0017292	Om009G364010	XP_002865649.1
OG0017293	Om004G161050	XP_002873623.1
OG0017294	Om004G161150	XP_002873621.1
OG0017295	Om004G169790	XP_002873281.1
OG0017296	Om006G274090	XP_020881183.1
OG0017297	Om003G089610	XP_002891872.1
OG0017298	Om006G241550	XP_002863846.1
OG0017299	Om004G171810	XP_020875953.1
OG0017300	Om004G171840	XP_020876043.1
OG0017301	Om004G171870	XP_002873201.1
OG0017302	Om004G171980	XP_002873197.1
OG0017303	Om004G172390	XP_020876005.1
OG0017304	Om006G240270	XP_020876194.1
OG0017305	Om006G240340	XP_002872172.2
OG0017307	Om005G199460	XP_020866824.1
OG0017308	Om006G239480	XP_002874226.1
OG0017309	Om006G239390	XP_020878650.1
OG0017310	Om006G238960	XP_020879443.1
OG0017311	Om006G239030	XP_020878373.1
OG0017312	Om006G238900	XP_020878968.1
OG0017313	Om006G238680	XP_002874166.1
OG0017314	Om006G238630	XP_020876098.1
OG0017315	Om006G238620	XP_002874158.1
OG0017316	Om006G237630	XP_002874112.2
OG0017317	Om006G237580	XP_002872036.1
OG0017318	Om006G236850	XP_002866424.1
OG0017319	Om003G116520	XP_002864358.1
OG0017320	Om006G236570	XP_020871474.1
OG0017321	Om006G236200	XP_002864758.1
OG0017322	Om006G236110	XP_020871022.1
OG0017323	Om006G236040	XP_020871837.1
OG0017324	Om006G235970	XP_002864771.1
OG0017325	Om006G235780	XP_002866475.1
OG0017326	Om006G234730	XP_020888132.1
OG0017327	Om006G247580	XP_020886519.1
OG0017328	Om006G247640	XP_020884474.1
OG0017329	Om006G247680	XP_020884186.1
OG0017330	Om006G257420	XP_020879935.1
OG0017331	Om006G257840	XP_002876062.1
OG0017332	Om006G258120	XP_002876051.1
OG0017333	Om006G258250	XP_002876047.1
OG0017334	Om006G258380	XP_002877756.1
OG0017335	Om006G259040	XP_002876018.2
OG0017336	Om006G259260	XP_020879797.1
OG0017337	Om006G241110	XP_020878091.1
OG0017338	Om006G261170	XP_002875933.1
OG0017339	Om006G261290	XP_002877634.1
OG0017340	Om006G262300	XP_002875909.1
OG0017341	Om006G262820	XP_002877606.1
OG0017342	Om006G263050	XP_020880356.1
OG0017343	Om006G263770	XP_020881544.1
OG0017344	Om006G263930	XP_020879672.1
OG0017346	Om006G266500	XP_020880765.1
OG0017347	Om006G266720	XP_002877513.1
OG0017348	Om006G267140	XP_002877491.1
OG0017349	Om003G103360	XP_002868306.2
OG0017351	Om006G268840	XP_020882326.1
OG0017352	Om006G269090	XP_020882327.1
OG0017354	Om006G268400	XP_020880183.1
OG0017355	Om002G050490	XP_002873983.1
OG0017356	Om005G211960	XP_002887144.1
OG0017357	Om005G212050	XP_020890981.1
OG0017358	Om004G160930	XP_002871585.1
OG0017359	Om005G211800	XP_002888633.1
OG0017360	Om005G211860	XP_002887148.1
OG0017361	Om005G210250	XP_002888685.1
OG0017362	Om005G209740	XP_002888705.1
OG0017363	Om005G209710	XP_020889982.1
OG0017364	Om005G178340	XP_002864008.1
OG0017365	Om005G209360	XP_020890389.1
OG0017366	Om005G209330	XP_002887239.1
OG0017367	Om005G208990	XP_020890538.1
OG0017368	Om005G207380	XP_020891070.1
OG0017369	Om005G207370	XP_020891067.1
OG0017370	Om005G207180	XP_002888793.1
OG0017371	Om005G206900	XP_002887339.1
OG0017372	Om005G206740	XP_002888819.1
OG0017373	Om005G206720	XP_020866188.1, XP_020889709.1
OG0017374	Om005G206230	XP_020890592.1
OG0017375	Om004G134060	XP_020889797.1
OG0017376	Om004G134090	XP_020890666.1
OG0017377	Om004G134760	XP_002887686.1
OG0017378	Om004G134790	XP_020891155.1
OG0017379	Om004G134880	XP_002889139.1
OG0017380	Om004G135290	XP_002887666.1
OG0017381	Om004G135660	XP_020891474.1
OG0017382	Om004G135770	XP_020890180.1
OG0017383	Om004G135790	XP_020891319.1
OG0017384	Om004G136630	XP_002889066.1
OG0017385	Om004G137080	XP_020865899.1
OG0017386	Om004G137350	XP_020889665.1
OG0017387	Om005G201700	XP_002893065.1
OG0017388	Om004G138780	XP_002887568.1
OG0017389	Om004G139100	XP_002887551.1
OG0017390	Om004G139650	XP_020891466.1
OG0017391	Om006G241040	XP_002873946.2
OG0017392	Om004G140070	XP_020889879.1
OG0017393	Om007G285170	XP_020873887.1
OG0017394	Om004G140680	XP_002887503.1
OG0017395	Om004G140780	XP_020890520.1
OG0017396	Om004G141150	XP_020891597.1
OG0017397	Om004G141350	XP_002888923.1
OG0017398	Om004G141780	XP_020890507.1
OG0017399	Om004G141990	XP_002887466.1
OG0017400	Om004G142430	XP_020890795.1
OG0017401	Om004G133030	XP_020890467.1
OG0017402	Om004G132670	XP_020890459.1
OG0017403	Om004G132140	XP_002889232.2
OG0017404	Om004G131690	XP_020890016.1
OG0017405	Om004G131600	XP_020865602.1
OG0017406	Om004G131360	XP_020890546.1
OG0017407	Om004G131230	XP_002887806.1
OG0017408	Om004G131110	XP_020891161.1
OG0017409	Om004G130060	XP_020890175.1
OG0017411	Om004G129650	XP_020891641.1
OG0017412	Om004G129630	XP_020891640.1
OG0017413	Om004G129610	XP_020891107.1
OG0017414	Om002G056860	XP_020885864.1
OG0017415	Om002G057170	XP_002884949.1
OG0017416	Om002G057430	XP_020888715.1
OG0017417	Om002G057840	XP_020888685.1
OG0017418	Om002G058060	XP_020888911.1
OG0017419	Om002G058180	XP_020888926.1
OG0017420	Om002G059570	XP_020886815.1
OG0017421	Om002G059580	XP_002882884.1
OG0017422	Om002G060210	XP_020888829.1
OG0017423	Om002G060320	XP_020886303.1
OG0017424	Om002G060340	XP_002882915.1
OG0017425	Om002G060670	XP_020887705.1
OG0017426	Om002G061240	XP_020889493.1
OG0017427	Om002G062240	XP_020887440.1
OG0017428	Om002G062570, Om002G062580	XP_020889149.1
OG0017429	Om002G063150	XP_002883027.1
OG0017430	Om002G064620	XP_002883094.1
OG0017431	Om002G065490	XP_002883132.1
OG0017433	Om002G066170	XP_020887457.1
OG0017434	Om002G066580	XP_020887981.1
OG0017435	Om002G067030	XP_020887491.1
OG0017436	Om002G067070	XP_002885321.2
OG0017437	Om002G067130	XP_002885324.1
OG0017438	Om002G067160	XP_020887587.1
OG0017439	Om002G067170	XP_020886411.1
OG0017440	Om002G069610	XP_020887249.1
OG0017441	Om002G069380	XP_002885434.1
OG0017442	Om002G069360	XP_020889387.1
OG0017443	Om002G069700	XP_002885454.1
OG0017444	Om002G069710	XP_020888456.1
OG0017445	Om002G070790	XP_020886716.1
OG0017446	Om003G112780	XP_020873069.1
OG0017447	Om002G071070	XP_002885522.1
OG0017448	Om002G071850	XP_020888865.1
OG0017449	Om002G072760	XP_002883453.1
OG0017450	Om002G074120	XP_002883523.1
OG0017451	Om002G074130	XP_020887899.1
OG0017452	Om002G074440	XP_002883551.1
OG0017453	Om002G074740	XP_020887087.1
OG0017454	Om004G150520	XP_002880696.1
OG0017455	Om002G076470	XP_020887057.1
OG0017456	Om002G078850	XP_020889549.1
OG0017457	Om008G327400	XP_020888617.1
OG0017459	Om002G077710	XP_002885810.1
OG0017460	Om002G079560	XP_002885891.1
OG0017461	Om002G080150	XP_002883829.2
OG0017464	Om002G083750	XP_020887614.1
OG0017465	Om002G084020	XP_020889261.1
OG0017466	Om002G084360	XP_020887343.1, XP_020886304.1
OG0017467	Om002G084530	XP_020885852.1
OG0017468	Om002G085730	XP_020888399.1
OG0017469	Om002G086180	XP_002886259.2
OG0017470	Om002G087000	XP_020888902.1
OG0017471	Om002G087870	XP_002886001.1
OG0017472	Om002G088080	XP_002886274.1
OG0017473	Om002G088170	XP_020887253.1
OG0017474	Om001G022570	XP_020872562.1
OG0017475	Om002G088560	XP_002884222.1
OG0017476	Om008G324690	XP_002886304.1
OG0017477	Om002G088530	XP_020887701.1
OG0017478	Om002G088640	XP_002886313.1
OG0017479	Om002G088650	XP_002884230.1
OG0017480	Om003G089440	XP_020870487.1
OG0017481	Om003G089820	XP_002891857.1
OG0017482	Om003G090040	XP_002894523.1
OG0017483	Om003G090190	XP_002891845.1
OG0017484	Om003G090690	XP_020868739.1
OG0017485	Om003G090920	XP_002891818.1
OG0017486	Om003G090950	XP_020870242.1
OG0017487	Om003G090960	XP_020870244.1
OG0017488	Om003G091250	XP_002891797.1
OG0017489	Om003G091870	XP_002891781.1
OG0017490	Om003G092260	XP_002891766.1
OG0017491	Om003G093510	XP_020867151.1
OG0017492	Om003G093530	XP_002891728.1
OG0017493	Om003G094280	XP_002891705.1
OG0017494	Om003G094390	XP_002894385.1
OG0017495	Om003G096790	XP_002894263.1
OG0017496	Om003G096860	XP_002894260.1
OG0017497	Om003G097280	XP_002894245.1
OG0017498	Om003G097640	XP_002891545.1
OG0017499	Om003G098900	XP_020868357.1
OG0017500	Om003G099000	XP_020867901.1
OG0017501	Om003G099030	XP_020866339.1
OG0017502	Om003G099250	XP_002894123.1
OG0017503	Om003G099340	XP_002872815.1
OG0017504	Om003G099650	XP_020868394.1
OG0017505	Om003G100120	XP_020873960.1
OG0017506	Om003G100180	XP_002868147.1
OG0017507	Om003G100890	XP_002870209.1
OG0017508	Om003G101130	XP_020874637.1
OG0017509	Om003G101140, Om003G101200, Om003G101170	XP_002870213.1
OG0017510	Om007G291010	XP_002893618.1
OG0017511	Om008G340080	XP_002881340.1
OG0017512	Om008G340150	XP_020882747.1
OG0017513	Om006G256360	XP_020880642.1
OG0017514	Om006G256340	XP_020880637.1
OG0017515	Om006G255650	XP_020881946.1
OG0017516	Om006G255550	XP_002877887.1
OG0017517	Om006G255280	XP_002877896.1
OG0017518	Om006G255250	XP_002876179.1
OG0017519	Om006G254340	XP_002876221.1
OG0017520	Om006G254260	XP_020880452.1
OG0017521	Om006G254250	XP_002876224.1
OG0017522	Om006G254180	XP_020881323.1
OG0017523	Om006G253790	XP_020881320.1
