Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_Rawat
OG0014163	Om003G107180	AL6G41800
OG0014164	Om006G249270	AL5G20770
OG0014165	Om005G212180	AL2G26300
OG0014166	Om005G212280	AL2G26220
OG0014167	Om005G211870	AL2G26580
OG0014168	Om005G225400	AL2G12750
OG0014169	Om005G211720	AL2G26960
OG0014170	Om005G211700	AL2G26980
OG0014171	Om005G210620	AL2G27530
OG0014172	Om005G210510	AL2G27600
OG0014173	Om003G095700	AL2G40920
OG0014174	Om005G209610	AL2G28360
OG0014175	Om005G209520	AL2G28440
OG0014176	Om005G209460	AL2G28490
OG0014177	Om005G209440	AL2G28510
OG0014178	Om005G209240	AL2G28700
OG0014179	Om005G208490	AL22U10070
OG0014180	Om005G207860	AL2G29640
OG0014181	Om005G207410, Om003G110740	AL2G30010
OG0014182	Om005G207350	AL2G30070
OG0014183	Om005G206690	AL2G30690
OG0014184	Om005G206590	AL2G30820
OG0014185	Om005G206500	AL2G30910, AL1G14060
OG0014186	Om005G206350	AL2G31080
OG0014187	Om005G206300	AL2G31120
OG0014188	Om005G206040	AL2G31290
OG0014189	Om005G205870	AL2G31440
OG0014190	Om005G205860	AL2G31430
OG0014191	Om004G143240	nbis-gene-1644, AL2G31590
OG0014192	Om004G143230	AL2G31600
OG0014193	Om004G133630	AL2G38510
OG0014194	Om004G134350	AL2G37960
OG0014195	Om004G134420	AL2G37890
OG0014196	Om004G134570	AL2G37790
OG0014197	Om004G134960	AL2G37490
OG0014198	Om004G135000	AL2G37440
OG0014199	Om004G135200	AL2G37280
OG0014200	Om004G135240	AL2G37210
OG0014201	Om004G135390	AL2G37090
OG0014202	Om004G135650	AL2G36890
OG0014203	Om004G135880	AL2G36710
OG0014204	Om004G136260	AL2G36450
OG0014205	Om004G136970	AL2G36120
OG0014206	Om004G136940	AL2G36100
OG0014207	Om004G136900	AL2G36060
OG0014208	Om004G137070	AL2G35880
OG0014209	Om004G137370	AL2G35760
OG0014210	Om004G138320	AL2G35530
OG0014211	Om004G137920	AL2G35250
OG0014212	Om004G137910	AL2G35240
OG0014213	Om004G138460	AL2G35030
OG0014214	Om004G138910	AL2G34990
OG0014215	Om004G138640	AL2G34780
OG0014216	Om004G138950	AL2G34670
OG0014217	Om004G139080	AL2G34580
OG0014218	Om004G139500	AL2G34310
OG0014219	Om004G139570	AL2G34260
OG0014221	Om004G139760	AL2G34120
OG0014222	Om004G139940	AL2G34060
OG0014223	Om004G139970	AL2G34030
OG0014224	Om006G260560, Om004G140200	AL2G33820
OG0014225	Om004G140240, Om006G260510	AL2G33790
OG0014226	Om004G140350	AL2G33700
OG0014227	Om004G140410	AL2G33670
OG0014228	Om004G140450	AL2G33640
OG0014229	Om004G140550	AL2G33580
OG0014230	Om004G140710	AL2G33510
OG0014231	Om004G141110	AL2G33240
OG0014232	Om004G141680	AL2G33010
OG0014233	Om004G141770	AL2G32950
OG0014235	Om004G142180	AL2G32450
OG0014236	Om004G142360	AL2G32350
OG0014237	Om004G142400	AL2G32310
OG0014238	Om005G198720	AL1G29720
OG0014239	Om004G142530	AL2G32160
OG0014240	Om004G142540	AL2G32150
OG0014241	Om004G142610	AL2G32080
OG0014242	Om004G142820	AL2G31950
OG0014243	Om004G132410	AL2G39360
OG0014244	Om004G132290	AL2G39450
OG0014245	Om004G132180	AL2G39540
OG0014246	Om004G132110	AL2G39620
OG0014247	Om004G131920, Om004G131910	AL2G39920
OG0014248	Om004G131870	AL2G39960
OG0014249	Om004G131860	AL2G39970
OG0014250	Om004G131740	AL2G40050
OG0014251	Om004G131720	AL2G40070
OG0014252	Om004G131180	AL2G40530
OG0014253	Om004G130840	AL2G40790
OG0014254	Om004G130380	AL2G41100
OG0014255	Om004G130350	AL2G41110
OG0014256	Om004G130290	AL2G41160
OG0014257	Om004G130280	AL2G41170
OG0014258	Om004G130230	AL2G41210
OG0014259	Om004G129880	AL2G41530
OG0014260	Om004G129770	AL2G41590
OG0014261	Om004G129720, Om004G129750, Om004G148750	nbis-gene-625
OG0014262	Om004G129680	AL2G41670
OG0014263	Om004G129550	AL2G41790
OG0014264	Om004G129570	AL2G41760
OG0014265	Om002G056460	AL3G24350
OG0014266	Om002G056830	AL3G24620
OG0014267	Om002G057220	AL3G24980
OG0014268	Om002G058390	AL3G26020
OG0014269	Om002G058410	AL3G26040
OG0014270	Om003G114590	AL8G27830
OG0014271	Om002G058690	AL3G26260
OG0014272	Om002G058720	AL3G26280
OG0014273	Om002G058790	AL3G26320
OG0014274	Om002G059590	AL3G26920
OG0014275	Om002G060010	AL3G27200
OG0014276	Om002G060040	AL3G27220
OG0014277	Om002G060090	AL3G27250
OG0014278	Om002G060330	AL3G27540
OG0014279	Om002G060510	AL3G27680
OG0014280	Om002G061170	AL3G28220
OG0014281	Om002G061230	AL3G28260
OG0014282	Om002G061620	AL3G28560
OG0014283	Om002G043330	AL6G41290
OG0014284	Om002G061870	AL3G28720
OG0014285	Om002G061890	AL3G28740
OG0014286	Om002G062390	AL3G29120
OG0014287	Om002G062760	AL3G29420
OG0014288	Om002G063170	AL3G29730
OG0014289	Om002G063490	nbis-gene-716
OG0014290	Om002G063710	AL3G30170
OG0014291	Om002G063800	AL3G30290
OG0014292	Om002G064240	AL3G30710
OG0014293	Om002G064310	AL3G30770
OG0014294	Om002G064570	AL3G30990
OG0014295	Om002G064790	AL3G31200
OG0014296	Om002G065140	AL3G31450
OG0014297	Om007G283630	AL4G21600
OG0014298	Om002G065530	AL3G31800
OG0014300	Om002G065900	AL3G32150
OG0014301	Om002G066090	AL3G32260
OG0014303	Om002G066550	AL3G32580
OG0014304	Om002G066560	AL3G32590
OG0014305	Om002G066570	AL3G32600
OG0014306	Om003G097830	AL1G57240
OG0014307	Om002G066800	AL3G32860
OG0014308	Om002G066820	AL3G32880
OG0014309	Om003G097670	AL1G57500
OG0014310	Om002G067210	AL3G33230
OG0014311	Om002G067300	AL3G33410
OG0014312	Om002G067340	AL3G33450
OG0014313	Om002G067960	AL3G33980, AL880U10020
OG0014314	Om002G067970	AL3G34000
OG0014316	Om002G068290	AL3G34270
OG0014317	Om002G068300	AL3G34280
OG0014318	Om002G068320	AL126U10010, AL3G34340
OG0014319	Om002G068650	AL3G34700
OG0014320	Om002G068750	AL3G34770
OG0014321	Om002G068830	AL3G34800
OG0014323	Om002G069590	AL3G35620
OG0014324	Om002G069450	AL3G35430
OG0014325	Om002G069430	AL3G35400
OG0014326	Om002G069350	AL3G35340
OG0014327	Om002G069340	AL3G35330
OG0014328	Om002G069800	AL3G35800
OG0014329	Om002G070030	AL3G36030
OG0014330	Om002G070940	AL3G36890
OG0014331	Om006G241650	AL6G31480
OG0014332	Om002G071240	AL3G37190
OG0014333	Om002G071520	AL3G37400
OG0014334	Om002G072350	AL3G38060
OG0014336	Om002G072550	AL3G38260
OG0014337	Om002G072750	AL3G38570
OG0014338	Om003G103580	AL7G42440
OG0014339	Om002G073310	AL3G39330
OG0014340	Om002G073820	AL3G39790
OG0014341	Om002G073910	AL3G39860
OG0014342	Om002G073930	AL3G39870
OG0014343	Om002G073950	nbis-gene-782
OG0014344	Om002G074360	AL3G40250
OG0014345	Om002G074480	AL3G40490
OG0014346	Om002G075140	AL3G41120
OG0014347	Om002G075190	AL3G41150
OG0014348	Om002G075280	AL8G12580, AL3G41270
OG0014349	Om002G077130	AL3G42370
OG0014350	Om002G076170	AL3G42350
OG0014351	Om002G076150	AL3G42220
OG0014352	Om002G079460	AL3G45350
OG0014353	Om002G085530	AL3G51510
OG0014354	Om002G078830	AL3G43950
OG0014355	Om002G077790	AL3G43800
OG0014356	Om004G141310	AL3G43680
OG0014357	Om002G077740	AL3G43670
OG0014358	Om002G077650	AL3G43520
OG0014359	Om002G077610	AL3G43430
OG0014360	Om003G123390	AL3G43300
OG0014361	Om004G138470	AL3G42830
OG0014362	Om002G079050	AL3G45030
OG0014363	Om002G081810	AL3G47340
OG0014364	Om002G079250	AL3G44790
OG0014365	Om002G079640	AL3G45660
OG0014366	Om002G080120	AL3G45850
OG0014367	Om002G080180	AL3G45930
OG0014368	Om005G228860	nbis-gene-846
OG0014369	Om002G080220	AL3G46380
OG0014370	Om001G030700	AL7G18200
OG0014371	Om002G080980	AL3G46560
OG0014372	Om002G080740	AL6G12130
OG0014373	Om002G081060	AL3G46830
OG0014374	Om002G082250	AL1G18300
OG0014375	Om002G081960	nbis-gene-862
OG0014378	Om002G082460	AL3G52550
OG0014379	Om001G016870	AL1G51310
OG0014380	Om002G082660	AL3G49410
OG0014381	Om002G083210	AL1G48920
OG0014382	Om002G083410	AL3G49810
OG0014383	Om002G083950	AL3G50250
OG0014384	Om002G074050, Om002G084230	AL3G50520
OG0014385	Om002G084380	AL3G50700
OG0014386	Om002G085700	AL3G51690
OG0014387	Om002G086070	AL3G52090
OG0014388	Om002G086080	AL3G52100
OG0014389	Om002G086370	AL3G53020
OG0014390	Om002G086440	AL2G11780, AL3G52990
OG0014391	Om002G086460	AL3G52980
OG0014394	Om002G087290	AL3G48610
OG0014395	Om002G087710	AL3G48120
OG0014396	Om002G087840	AL3G48050
OG0014397	Om002G087970	AL3G47850
OG0014398	Om002G088300	AL3G53530
OG0014399	Om002G088410	AL3G53650
OG0014400	Om008G329020, Om001G003880	AL3G53780
OG0014401	Om002G088250, Om005G187770	AL3G53890
OG0014402	Om002G088540	AL3G53860
OG0014403	Om003G089390	AL1G64570
OG0014404	Om003G089430	AL1G64530
OG0014405	Om003G089890	AL1G63940
OG0014407	Om003G090430	AL1G63500
OG0014408	Om003G090490	AL1G63430
OG0014409	Om003G090560	AL1G63400
OG0014410	Om008G362870	AL8G10230
OG0014411	Om003G090710	AL1G63290
OG0014412	Om003G092160	AL1G62460
OG0014413	Om003G092200	AL1G62410
OG0014414	Om003G092670	AL1G62180
OG0014415	Om003G093180	AL1G61700
OG0014416	Om003G093960, Om003G093970, Om003G093890	AL1G61140
OG0014418	Om003G094170	AL1G61040
OG0014419	Om003G094440	AL1G60770
OG0014420	Om003G094460	AL1G60760
OG0014421	Om003G094470	AL1G60740
OG0014422	Om003G094640	AL1G60510, AL1G60540
OG0014423	Om003G094870	AL1G60250
OG0014424	Om003G095450	AL1G59800
OG0014425	Om003G095520	AL1G59670
OG0014426	Om003G095750	AL1G59440
OG0014427	Om003G096430	AL1G58620
OG0014428	Om003G096200	AL1G58880
OG0014429	Om003G095990	AL1G59170
OG0014430	Om005G211530	AL2G26830
OG0014431	Om003G096830	AL1G58260
OG0014432	Om003G096890	AL1G58210
OG0014434	Om003G097320	AL1G57830
OG0014435	Om003G097400	AL1G57790
OG0014436	Om003G097770	AL1G57300
OG0014437	Om003G097880	AL1G57170
OG0014438	Om003G098070	AL1G56940
OG0014439	Om002G066370	AL3G32450
OG0014440	Om003G098280	AL1G56370, AL1G56560
OG0014441	Om003G098300	AL1G56340
OG0014442	Om003G098740	AL1G55990
OG0014443	Om003G098770	AL1G55920
OG0014444	Om003G098990	AL1G55730
OG0014445	Om003G098610	AL1G56040
OG0014446	Om003G099400	AL1G55190
OG0014447	Om003G099640	AL1G54960
OG0014448	Om003G099720	AL1G54870
OG0014449	Om003G100150	AL7G38780
OG0014450	Om003G100350	AL7G39000
OG0014451	Om006G253620	AL5G35270
OG0014452	Om003G100400	AL7G39040
OG0014453	Om003G100580	AL7G39250
OG0014455	Om003G100860	AL7G39480
OG0014456	Om008G339810	AL4G30670
OG0014457	Om008G339800	AL4G30660
OG0014458	Om008G339910	AL4G30560
OG0014459	Om006G256630	AL5G32440
OG0014460	Om006G256590	AL5G32500
OG0014462	Om006G256300	AL5G32800
OG0014463	Om006G256290	AL5G32810
OG0014464	Om006G256280	AL5G32820
OG0014465	Om006G256170	AL5G32920
OG0014467	Om006G255830	AL5G33300
OG0014468	Om006G255690	AL5G33430
OG0014469	Om006G255660	AL5G33470
OG0014470	Om005G211620	AL2G26890
OG0014471	Om006G254770	AL5G34270
OG0014472	Om006G254700	AL5G34320
OG0014473	Om006G254130	AL5G34860
OG0014474	Om006G253870	AL5G35100
OG0014475	Om006G256720	AL1G42920, AL5G32360
OG0014476	Om007G300690	AL6G25640
OG0014477	Om006G256860	AL5G32240
OG0014478	Om006G256880	AL5G32220
OG0014479	Om006G257100	AL5G32020
OG0014480	Om006G253260	AL5G35510
OG0014481	Om006G253200	AL5G35560
OG0014482	Om007G303890	AL5G35960
OG0014483	Om006G252280	AL5G36260
OG0014484	Om006G252160	AL5G36400
OG0014485	Om006G252150	AL5G36410
OG0014486	Om006G252040	AL5G36480
OG0014487	Om006G251810	AL5G36700
OG0014488	Om006G250750	AL5G37490
OG0014489	Om006G250710	AL5G37530
OG0014490	Om008G329510	AL4G38400
OG0014491	Om003G119390	AL5G37850
OG0014492	Om003G119680	AL5G38090
OG0014493	Om003G119740	AL5G38140
OG0014494	Om003G119780	AL5G38200
OG0014495	Om003G120320	AL5G38670
OG0014496	Om003G121160	AL5G39560
OG0014497	Om003G121520	AL5G39780
OG0014498	Om003G121580	AL5G39840
OG0014499	Om003G122200	AL5G40240
OG0014500	Om003G122360	AL5G40380
OG0014501	Om003G123200	AL5G40990
OG0014502	Om003G123220	AL5G41020
OG0014503	Om003G123230	AL5G41030
OG0014504	Om003G123650	AL5G41290
OG0014505	Om003G123670	AL5G41310
OG0014506	Om003G124240	AL5G42000
OG0014507	Om003G124280	AL5G42070
OG0014508	Om003G124570	AL5G42280
OG0014509	Om003G124920	nbis-gene-1401
OG0014510	Om003G125020	AL5G42630
OG0014511	Om003G119620	AL5G38060
OG0014512	Om003G125610	AL5G42920
OG0014513	Om003G125720	AL5G42990
OG0014514	Om003G125930	AL5G43180
OG0014515	Om003G126030	AL5G43290
OG0014516	Om003G126720	AL5G43900
OG0014517	Om003G126980	AL5G44180
OG0014518	Om003G127250	AL5G44360
OG0014519	Om003G127420	AL5G44510
OG0014520	Om003G126230, Om003G127520	AL5G44600
OG0014521	Om003G127580, Om008G344870	AL5G44620
OG0014522	Om003G127590	AL5G44630
OG0014523	Om003G127740	AL5G44830
OG0014524	Om003G128080	AL5G45260
OG0014525	Om003G128600	AL5G45650
OG0014526	Om003G128950	AL5G45980
OG0014527	Om003G128960	AL5G45990
OG0014528	Om003G129130	AL5G46140
OG0014529	Om003G129220	AL5G46250
OG0014530	Om003G129250	AL5G46280
OG0014531	Om003G129340	AL5G46360
OG0014532	Om003G129350	AL5G46370
OG0014533	Om003G129390	AL5G46410
OG0014534	Om003G094200	AL1G60960
OG0014536	Om002G067200	AL5G23950
OG0014537	Om006G252970	AL5G35790
OG0014538	Om003G112180, Om006G250940	AL5G37340
OG0014539	Om008G357050	AL8G14570, AL8G14620
OG0014543	Om008G338510	AL4G31620
OG0014544	Om008G338000	AL4G31990
OG0014545	Om008G333320	AL4G35960
OG0014546	Om004G139730, Om008G323570	AL3G15190
OG0014547	Om004G130270	AL2G41180
OG0014548	Om004G132800, Om004G132820	AL2G39110
OG0014549	Om004G133740	AL2G38460
OG0014550	Om004G139950	AL2G34050
OG0014551	Om001G026570	AL7G21490
OG0014552	Om004G143910, Om002G053680	AL3G22060
OG0014553	Om001G028630	AL7G19970
OG0014554	Om001G022140	AL7G24440
OG0014555	Om001G030600	AL7G18320
OG0014556	Om002G047500, Om002G047510	AL3G15950
OG0014557	Om005G177580	AL1G10060
OG0014558	Om005G185590	AL1G17970
OG0014559	Om005G192410	AL1G24510
OG0014561	Om005G197000	AL1G28240
OG0014562	Om005G208720	AL2G28990
OG0014563	Om005G209250	AL2G28680
OG0014564	Om005G210970	AL2G27260
OG0014565	Om005G215910	AL1G64840
OG0014566	Om005G224560	AL2G13560
OG0014567	Om002G067860, Om002G067850	AL3G33880
OG0014568	Om002G087990	AL3G47840
OG0014569	Om002G084950	AL3G51200
OG0014570	Om002G074940	AL3G40800
OG0014571	Om002G073330, Om004G168810	AL3G39350
OG0014572	Om002G067010	AL3G33040
OG0014573	Om002G058640	AL286U10010, AL3G26230
OG0014574	Om002G052980	AL3G21470
OG0014575	Om004G170420	AL6G16350
OG0014576	Om004G169600	AL6G17140
OG0014577	Om008G334900, Om008G334880, Om004G168990	nbis-gene-1542
OG0014578	Om001G011070	AL7G29570, AL7G29580
OG0014579	Om001G007690, Om001G007670	AL7G32270
OG0014580	Om001G004020	AL7G34800
OG0014581	Om001G000670	AL7G36870
OG0014582	Om001G000110	AL7G37420
OG0014583	Om007G277120	AL1G46230
OG0014584	Om007G289170	AL1G42700
OG0014585	Om007G286580	AL7G27540
OG0014586	Om007G286310	AL7G27770
OG0014589	Om004G161030	AL6G24310
OG0014590	Om007G301370	AL6G25110
OG0014591	Om007G297000	AL6G28580
OG0014592	Om009G363730, Om007G306760	AL8G21650
OG0014593	Om007G318220	AL7G47480
OG0014594	Om006G247990	AL8G34310
OG0014595	Om006G246200	AL8G35900
OG0014596	Om006G243790	AL6G33420
OG0014597	Om006G243610, Om004G169400	AL6G33210
OG0014598	Om006G243550, Om006G243570	AL6G33160, AL6G33180
OG0014599	Om006G241730	AL6G31570
OG0014600	Om006G231340	AL8G43460
OG0014601	Om006G230810	AL8G43910
OG0014602	Om005G200540	AL1G31170
OG0014603	Om005G201560	AL1G32330
OG0014607	Om005G214170	AL2G23710
OG0014608	Om008G349500	AL8G21940, AL7G11630, AL2G19900, AL2G22230, AL6G41900, AL4G20700, AL5G12730, AL1G50720, AL9U11480
OG0014611	Om002G084800	AL3G50960
OG0014616	Om006G254190	AL5G34810
OG0014619	Om008G346300	AL6G43630
OG0014620	Om001G033340	AL7G16400
OG0014623	Om006G249910	AL290U10010
OG0014637	Om001G022560	AL7G24210
OG0014639	Om001G022940	AL7G23980
OG0014640	Om001G023030	AL7G23950
OG0014641	Om001G023140	AL7G23890
OG0014642	Om001G023200, Om001G023230	nbis-gene-1764
OG0014643	Om001G023360	AL7G23760
OG0014644	Om004G135110	AL2G37340
OG0014645	Om001G023640	AL7G23490
OG0014646	Om001G023650	AL7G23480
OG0014647	Om001G023810	AL7G23360
OG0014648	Om001G023930	AL7G23290
OG0014649	Om001G023950	AL7G23270
OG0014650	Om001G024210	AL7G23120
OG0014651	Om001G024250	AL7G23100
OG0014652	Om001G024440	AL7G22950
OG0014653	Om001G024500	AL7G22900
OG0014654	Om001G024560	AL7G22860
OG0014655	Om001G024690	AL7G22790
OG0014656	Om005G196520	AL2G37770
OG0014657	Om001G024840	AL7G22560
OG0014659	Om001G024970	AL7G22440
OG0014660	Om001G024980	AL7G22430
OG0014661	Om001G025970	AL7G21840
OG0014662	Om001G026830	AL7G21300
OG0014663	Om001G026860	AL7G21270
OG0014665	Om001G027000	AL7G21190
OG0014666	Om001G041910	AL7G10080
OG0014667	Om001G027410, Om001G027380	AL7G20960
OG0014668	Om001G027490	AL7G20880
OG0014669	Om001G027520	nbis-gene-1740
OG0014670	Om001G027760	AL7G20670
OG0014671	Om001G027800	AL7G20640
OG0014672	Om005G186760	AL1G19160
OG0014673	Om001G028030	AL7G20440
OG0014674	Om001G028380	AL7G20220
OG0014675	Om001G028440	AL7G20200
OG0014676	Om001G028450	AL7G20170
OG0014677	Om001G028580	AL7G20050
OG0014678	Om001G028620	AL7G19980
OG0014679	Om001G028830	AL7G19830
OG0014680	Om001G029140	AL7G19500
OG0014681	Om001G029120	AL7G19490
OG0014682	Om001G029320	AL7G19420
OG0014684	Om001G029580	AL7G19130
OG0014685	Om001G030000	AL7G18810
OG0014686	Om001G029890	AL7G18920
OG0014687	Om001G029840	AL7G18940
OG0014689	Om001G032420	AL7G17050
OG0014690	Om001G030890	AL7G18060
OG0014691	Om001G030950	AL7G18030
OG0014692	Om001G030960	AL7G18010
OG0014693	Om001G030990	AL7G17980
OG0014695	Om001G031450	AL7G17730
OG0014696	Om001G032500	AL7G16990
OG0014697	Om001G032130	AL7G17230
OG0014698	Om001G031870	AL7G17390
OG0014699	Om001G031780	AL7G17470
OG0014700	Om001G032580	AL7G16910
OG0014701	Om001G032560	AL7G16930
OG0014702	Om001G032870	AL7G16680
OG0014703	Om001G032980	AL7G16580
OG0014704	Om002G083200	AL3G49690
OG0014705	Om005G220550	AL3G53380
OG0014706	Om001G034270	AL7G15930
OG0014707	Om001G034400	AL7G15850
OG0014708	Om001G034490	AL7G15810
OG0014709	Om007G291850	AL1G49390
OG0014710	Om007G292140	AL1G49670
OG0014711	Om007G292210	AL1G49590
OG0014712	Om007G292450	AL1G45850
OG0014713	Om007G292470	AL1G45870
OG0014714	Om007G292700	AL1G46000
OG0014715	Om007G292710	AL1G46010
OG0014716	Om007G277040	AL1G46350
OG0014717	Om007G277000	AL1G46410
OG0014719	Om007G276960	AL1G46470
OG0014720	Om007G276900	AL1G46560
OG0014721	Om007G276780	AL1G46750
OG0014722	Om007G276760	AL1G46770
OG0014723	Om007G276340	AL7G37700
OG0014724	Om007G276330	AL7G37710
OG0014725	Om007G276270	AL7G37800
OG0014727	Om007G276210	AL7G37850
OG0014728	Om007G276190	AL7G37880
OG0014729	Om007G276080	AL7G38030
OG0014730	Om007G275880	AL7G38200
OG0014731	Om007G275660	AL7G38600
OG0014732	Om007G275600	AL7G38710
OG0014733	Om005G215920	AL1G64860
OG0014734	Om006G259760	AL5G39200
OG0014735	Om005G183600	AL1G65240
OG0014736	Om005G212340	AL2G26100
OG0014737	Om005G217270	AL1G65690
OG0014738	Om005G217170	AL1G65780
OG0014739	Om011G365950, Om005G218410	AL1G66170
OG0014740	Om011G365830, Om005G218200	AL1G66480
OG0014741	Om011G365320, Om005G218080	AL1G66660
OG0014743	Om005G219670	AL2G17470
OG0014745	Om001G024850	AL7G22550
OG0014746	Om005G220570	AL2G16430
OG0014747	Om005G220870	AL2G16220
OG0014748	Om005G221690	AL2G15640
OG0014749	Om005G221930	AL2G15470
OG0014750	Om005G222690	AL2G15150
OG0014751	Om005G223960	AL2G14140
OG0014752	Om005G224120	AL2G13750
OG0014753	Om006G275490	AL5G10020
OG0014754	Om002G066030	AL5G10310
OG0014755	Om002G066040	nbis-gene-1180
OG0014756	Om006G275370	AL5G10440
OG0014758	Om006G275150	AL5G10740
OG0014759	Om008G361380	AL5G10760
OG0014760	Om006G275120	AL5G10780
OG0014761	Om006G275080	AL5G10820
OG0014762	Om006G275060	AL5G10930
OG0014763	Om004G139250	AL5G10970
OG0014764	Om006G274820	AL5G11350
OG0014765	Om006G274440	AL5G11990
OG0014766	Om006G274370	AL5G12440
OG0014767	Om006G274360	AL5G12510
OG0014768	Om006G274220	AL5G12650
OG0014769	Om006G273980	AL5G13180
OG0014770	Om006G273950	AL5G13210
OG0014771	Om006G273790	AL5G13400
OG0014772	Om006G273750	AL5G13440
OG0014773	Om006G273570	AL5G13630, AL5G13660
OG0014774	Om006G273020	AL5G14350
OG0014775	Om006G272810	AL5G14610
OG0014776	Om006G272800	AL5G14640
OG0014777	Om006G272720	AL5G14730
OG0014778	Om006G272680	AL5G14780
OG0014779	Om006G272590	AL5G14870
OG0014780	Om006G272310	AL5G15370
OG0014781	Om006G272120	AL5G15570
OG0014782	Om006G272080	AL5G15610
OG0014783	Om006G271890	AL5G15880
OG0014784	Om006G271840	AL5G15980
OG0014785	Om006G271690	AL5G16160
OG0014786	Om006G271650	AL5G16240
OG0014788	Om006G271160	AL5G16850
OG0014789	Om006G271080	AL5G17010
OG0014790	Om006G270990	AL5G17170
OG0014791	Om006G269720	nbis-gene-1234
OG0014792	Om006G269730	AL5G17490
OG0014793	Om006G270490	AL5G18100
OG0014794	Om006G270660	nbis-gene-1244
OG0014795	Om004G163870	AL5G18490
OG0014796	Om007G315450	AL7G50940
OG0014798	Om006G269190	AL5G19980
OG0014800	Om005G223020	AL2G14640
OG0014801	Om005G212820	AL2G25720
OG0014802	Om005G212910	AL2G25490
OG0014803	Om005G212970	AL2G25440
OG0014804	Om005G213300	AL2G25040
OG0014805	Om005G213640	AL2G24280
OG0014806	Om005G213730	AL2G24070
OG0014807	Om005G213950	AL2G23880
OG0014808	Om005G214160	AL2G23730
OG0014809	Om005G214440	AL2G23270
OG0014810	Om005G214500	AL2G23210
OG0014811	Om005G214550	AL2G22860
OG0014812	Om005G214750	AL2G22700
OG0014813	Om005G214970	AL2G22480
OG0014814	Om005G215250	AL2G20260
OG0014815	Om008G326000	AL2G19830
OG0014816	Om005G215380	AL2G19710
OG0014817	Om005G215680	AL2G19510
OG0014818	Om002G051950	nbis-gene-447
OG0014819	Om005G215650	AL2G19270
OG0014820	Om004G170550	AL2G19260
OG0014821	Om001G035680	AL8G41170
OG0014822	Om005G215740	AL2G19160
OG0014823	Om005G215820	AL1G64670
OG0014824	Om004G159870	AL1G64640
OG0014825	Om004G157150	AL2G19130
OG0014826	Om005G228570	AL2G10030
OG0014827	Om006G258200	nbis-gene-1344
OG0014828	Om001G021940	AL5G13690
