Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0015280	Om003G102260	XP_006414632.1
OG0015281	Om003G101560	XP_006414512.1
OG0015282	Om003G101430	XP_006414494.1
OG0015283	Om007G316230	XP_006405583.1
OG0015284	Om007G316410	XP_006405560.1
OG0015285	Om007G316770	XP_006405514.1
OG0015286	Om007G316780	XP_006405513.1
OG0015287	Om007G316990	XP_024014784.1
OG0015288	Om007G317510	XP_006405424.1
OG0015289	Om007G318130	XP_024014637.1
OG0015290	Om006G253710	XP_024014709.1
OG0015291	Om008G318710	XP_006397998.1
OG0015292	Om008G318770	XP_006397992.1
OG0015293	Om008G318800	XP_006390324.1
OG0015295	Om008G319000	XP_006397973.1
OG0015296	Om008G319020	XP_006397972.1
OG0015297	Om008G319030	XP_006397971.1
OG0015298	Om008G319200	XP_006397955.1
OG0015299	Om008G319210	XP_006397953.1
OG0015300	Om008G319270	XP_006397949.1
OG0015301	Om008G319290	XP_006397947.1
OG0015302	Om008G319340	XP_006397944.1
OG0015303	Om002G061160	XP_006406950.1
OG0015304	Om008G320010	XP_006397898.1
OG0015305	Om008G320200	XP_006397882.1
OG0015306	Om008G320220	XP_006397880.1
OG0015307	Om008G320490	XP_006397861.1
OG0015308	Om008G320550	XP_006397856.1
OG0015309	Om008G320700	XP_024010868.1
OG0015310	Om008G320830	XP_006397838.1
OG0015311	Om008G321000	XP_006397822.2
OG0015312	Om008G321300	XP_006397789.1
OG0015313	Om008G321490	XP_006397762.1
OG0015314	Om008G321850	XP_006397741.1
OG0015315	Om008G321860	XP_006397740.1
OG0015316	Om008G321880	XP_006397738.1
OG0015317	Om008G322240	XP_006397718.1
OG0015318	Om008G322340	XP_006397704.1
OG0015319	Om008G322360	XP_006397701.1
OG0015320	Om008G322480	XP_024010818.1
OG0015321	Om008G322510	XP_006397696.1
OG0015322	Om008G322680	XP_006397684.1
OG0015323	Om008G322700	XP_006397682.1
OG0015324	Om008G322830	XP_006397672.1
OG0015326	Om008G323070	XP_006397651.1
OG0015327	Om008G323590	XP_006397612.1
OG0015328	Om008G323960, Om008G323970	XP_006397586.1
OG0015329	Om008G324110	XP_006397573.1
OG0015330	Om008G324810	XP_024010872.1
OG0015331	Om008G325030	XP_006397527.1
OG0015332	Om008G325170	XP_024010792.1
OG0015333	Om008G325200	XP_006397510.1
OG0015334	Om008G325470	XP_006397488.1
OG0015335	Om008G325690	XP_006411582.1
OG0015336	Om008G325870	XP_006411569.2
OG0015337	Om008G326020	XP_006411562.1
OG0015338	Om008G326100	XP_006411556.1
OG0015339	Om008G326210	XP_006411544.1
OG0015340	Om008G326220	XP_006411543.1
OG0015341	Om008G326310	XP_006411535.1
OG0015342	Om008G326380	XP_006411521.1
OG0015343	Om008G326660	XP_006411502.1
OG0015344	Om008G327220	XP_006411465.1
OG0015345	Om008G326910	XP_006411486.1
OG0015346	Om008G327880	XP_006411419.2
OG0015347	Om004G176820	XP_006398608.1
OG0015348	Om004G176810	XP_006398610.1
OG0015349	Om004G176480	XP_006398638.1
OG0015350	Om004G176430	XP_006398644.1
OG0015351	Om004G176230	XP_006398655.1
OG0015352	Om004G176180	XP_006398661.1
OG0015353	Om004G176120	XP_006398668.1
OG0015354	Om004G175860	XP_006398682.1
OG0015355	Om004G175960	XP_006398689.1
OG0015356	Om004G175480	XP_024011898.1
OG0015357	Om004G175310	XP_006398727.1
OG0015358	Om004G174820	XP_006398757.1
OG0015359	Om004G174770	XP_006398759.1
OG0015360	Om004G174750	XP_006398761.2
OG0015361	Om004G174530	XP_006398772.1
OG0015362	Om005G198550	XP_006398781.1, XP_024010209.1
OG0015363	Om004G174350	XP_006398791.1
OG0015364	Om004G174310	XP_006398797.1
OG0015365	Om004G173950	XP_006398823.1
OG0015366	Om004G166300	XP_024012050.1
OG0015367	Om004G173890	XP_006398827.1
OG0015368	Om004G173740	XP_024011450.1, XP_006398839.1
OG0015370	Om004G173600	XP_006398852.1
OG0015371	Om004G173360	XP_006398866.1
OG0015372	Om004G173090	XP_006398884.2
OG0015373	Om004G173080	XP_024011978.1
OG0015374	Om006G241090	XP_006400494.1
OG0015375	Om006G241940	XP_006400590.1
OG0015376	Om006G241830	XP_006400579.1
OG0015377	Om006G242610	XP_024011491.1
OG0015378	Om006G242700	XP_006400656.1
OG0015379	Om001G021200	XP_006413043.1
OG0015380	Om006G242820	XP_006400671.1
OG0015381	Om006G242890	XP_006400675.1
OG0015382	Om006G243080	XP_006400693.1
OG0015383	Om006G243360	XP_024011959.1
OG0015384	Om006G243440	XP_006400717.2
OG0015385	Om006G243700	XP_006400735.1
OG0015386	Om006G243800	XP_006400745.1
OG0015387	Om006G243890	XP_024012706.1
OG0015388	Om006G244200	XP_006400778.1
OG0015389	Om006G244570	XP_006400817.1
OG0015390	Om006G244760	XP_006400831.1
OG0015391	Om006G244800	XP_006400836.2
OG0015393	Om005G212550	XP_006391295.1
OG0015394	Om006G245400	XP_006400887.1
OG0015395	Om006G245670	XP_006400911.2
OG0015396	Om006G245730	XP_006400919.1, XP_006405742.2
OG0015397	Om006G246250	XP_024012426.1
OG0015398	Om006G246770	XP_006401006.1
OG0015399	Om006G246160	XP_006400957.1
OG0015400	Om006G246560	XP_006400985.2
OG0015401	Om006G234590	XP_006394312.1
OG0015402	Om006G234390	XP_006394295.1
OG0015403	Om006G234350	XP_006394291.2
OG0015404	Om006G234290	XP_024007548.1
OG0015405	Om006G234280	XP_006394283.1
OG0015406	Om006G234260	XP_006394281.1
OG0015407	Om006G234220	XP_006394279.1
OG0015408	Om006G234210	XP_006394278.1
OG0015409	Om006G233990	XP_024007054.1
OG0015410	Om006G233630	XP_024007619.1
OG0015411	Om006G233600	XP_006394224.1
OG0015412	Om008G333870	XP_006411053.1
OG0015413	Om006G233260	XP_006394184.1
OG0015414	Om006G233170	XP_006394167.2
OG0015415	Om006G233150	XP_024007486.1
OG0015416	Om006G233120	XP_006394161.1
OG0015417	Om006G233030	XP_006394155.1
OG0015418	Om006G232980	XP_006394152.1
OG0015419	Om006G232900	XP_006394145.1
OG0015420	Om006G232820	XP_024007652.1
OG0015421	Om006G232750	XP_006394128.1
OG0015422	Om006G232530	XP_006394105.1
OG0015423	Om006G232460	XP_024007326.1
OG0015424	Om006G232110	XP_006394071.1
OG0015425	Om006G231970	XP_006394052.1
OG0015426	Om006G231790	XP_024007089.1
OG0015427	Om006G231640	XP_006394020.2
OG0015428	Om006G231570	XP_006394008.1
OG0015429	Om006G231450	XP_024007620.1
OG0015430	Om006G231190	XP_006393975.1
OG0015431	Om006G231170	XP_006393973.1
OG0015432	Om006G231070	XP_006393968.1
OG0015433	Om006G230970	XP_006393961.1
OG0015434	Om006G230910	XP_006393954.1
OG0015435	Om006G230860	XP_006393946.1
OG0015436	Om006G230720	XP_006393930.1
OG0015437	Om006G230700	XP_006393929.1
OG0015438	Om006G230610	XP_006393926.1
OG0015439	Om006G230300	XP_006393903.1
OG0015440	Om006G270980	XP_006405190.1
OG0015441	Om006G230090	XP_006393883.1
OG0015442	Om006G230060	XP_006393880.1
OG0015443	Om006G229830	XP_006393860.1
OG0015444	Om006G229670	XP_006414439.1
OG0015445	Om006G229630	XP_006393846.1
OG0015446	Om006G229490	XP_006393835.1
OG0015447	Om006G229330	XP_006393830.1
OG0015448	Om006G229270	XP_006393815.1
OG0015449	Om006G229230	XP_006405329.1
OG0015450	Om006G229180	XP_006393803.2
OG0015451	Om006G229070	XP_006393792.1
OG0015452	Om006G228970	XP_024006692.1
OG0015454	Om004G157900	XP_006396270.1
OG0015455	Om004G157640	XP_006396247.1
OG0015456	Om004G157440	XP_006396234.1
OG0015458	Om004G158120	XP_024009785.1
OG0015459	Om004G158270	XP_006396304.1
OG0015460	Om004G158340	XP_024009807.1
OG0015461	Om004G158430	XP_006396320.1
OG0015462	Om004G158910	XP_006396366.1
OG0015463	Om004G136270	XP_006396372.1
OG0015464	Om004G159200	XP_006396396.1
OG0015465	Om004G159300	XP_006396406.2
OG0015466	Om004G159950	XP_006396460.1
OG0015467	Om004G160090	XP_006396476.1
OG0015468	Om004G160110	XP_006396477.1
OG0015469	Om004G160130	XP_006396478.1
OG0015470	Om006G232190	XP_006396513.1
OG0015471	Om004G160490	XP_006396516.2
OG0015472	Om007G293000	XP_006403125.1
OG0015473	Om007G292920	XP_006403132.2
OG0015474	Om007G292890	XP_024013273.1
OG0015475	Om007G292880	XP_006403135.1
OG0015476	Om007G277420	XP_006403149.1
OG0015477	Om007G277520	XP_006403160.2
OG0015478	Om007G277540	XP_006403164.1
OG0015479	Om007G277640	XP_006403175.1
OG0015480	Om007G277690	XP_024013249.1
OG0015481	Om007G277710	XP_006403192.1
OG0015482	Om007G278030	XP_006403239.1
OG0015483	Om007G279220	XP_024004256.1
OG0015484	Om007G278790	XP_006410430.2
OG0015485	Om007G279580	XP_006410394.1
OG0015486	Om007G279690	XP_006410346.1
OG0015487	Om007G279760	XP_006410341.1
OG0015488	Om007G279770	XP_006410340.1
OG0015489	Om007G279920	XP_006410327.1
OG0015490	Om007G280440	XP_006410281.1
OG0015491	Om007G280590	XP_006410265.1
OG0015492	Om007G280620	XP_006410264.2
OG0015493	Om007G281150	XP_006410188.2
OG0015494	Om007G281720	XP_006410132.1
OG0015495	Om007G281840	XP_006410090.1
OG0015496	Om007G282110	XP_006410047.1
OG0015497	Om007G282950	XP_006409950.1
OG0015498	Om007G283220	XP_024004261.1
OG0015499	Om007G283380	XP_006409899.1
OG0015500	Om007G283430	XP_024003723.1
OG0015501	Om007G283480	XP_024016675.1
OG0015502	Om007G283760	XP_006415101.2, XP_024016856.1
OG0015503	Om007G283900	XP_024016854.1
OG0015504	Om007G283930	XP_006409836.1
OG0015505	Om007G283950	XP_024003832.1
OG0015506	Om007G283990	XP_024003636.1
OG0015507	Om007G284050	XP_006409826.1
OG0015508	Om007G284270	XP_006409796.1
OG0015509	Om007G285110	XP_006408667.1
OG0015510	Om007G285090	XP_006408664.1
OG0015511	Om007G285010	XP_024015827.1
OG0015512	Om007G284930	XP_006408622.1
OG0015514	Om007G284770	XP_006408712.1
OG0015515	Om007G285290	XP_006408610.1
OG0015516	Om007G285300	XP_006408611.1
OG0015517	Om007G285430	XP_006397283.1
OG0015518	Om007G285450	XP_006409720.1
OG0015519	Om007G285460	XP_006408728.1
OG0015520	Om007G285540	XP_024016729.1, XP_006398332.1
OG0015521	Om006G234300	XP_006394306.1
OG0015522	Om001G028820	XP_006413425.1
OG0015523	Om004G157120	XP_006396207.1
OG0015525	Om004G149390	XP_006398022.1
OG0015526	Om004G151030	XP_006408736.1
OG0015528	Om002G062040	XP_006408783.1
OG0015529	Om004G150970	XP_006408793.1
OG0015530	Om002G059890	XP_006408861.1
OG0015531	Om004G150380	XP_006408850.1
OG0015532	Om003G125840	XP_024016084.1
OG0015533	Om004G150890	XP_006408799.1
OG0015534	Om001G020370	XP_006413076.1
OG0015535	Om002G042650	XP_006408516.2
OG0015536	Om002G042570	XP_006408525.1
OG0015537	Om002G042310	XP_006408551.1
OG0015538	Om002G042260	XP_006408554.1
OG0015539	Om007G288380	XP_006415693.1
OG0015540	Om002G042160	XP_006408558.1
OG0015541	Om002G042090	XP_006408562.1
OG0015542	Om002G042040	XP_006408568.1
OG0015543	Om002G042030	XP_006408573.2
OG0015544	Om002G042000	XP_006408576.1
OG0015545	Om004G177460	XP_006398553.2
OG0015546	Om004G177420	XP_006409560.1
OG0015547	Om004G177390	XP_024011824.1
OG0015548	Om004G177360	XP_006398563.1
OG0015549	Om004G177350	XP_006398564.2
OG0015550	Om004G177320	XP_024012169.1
OG0015551	Om004G177310	XP_006398567.1
OG0015552	Om004G177220	XP_006398574.1
OG0015553	Om004G177170	XP_006398575.1
OG0015554	Om004G177150	XP_006398577.1
OG0015555	Om002G065070	XP_024005414.1
OG0015556	Om006G233940	XP_006413139.1
OG0015557	Om002G043010	XP_006408473.1
OG0015558	Om002G043060	XP_024015417.1
OG0015559	Om002G043390	XP_006408447.1
OG0015561	Om002G043420	XP_024015000.1
OG0015562	Om002G043470	XP_006408438.1
OG0015563	Om002G043600	XP_006408428.1
OG0015564	Om002G043610	XP_006408427.1
OG0015565	Om002G043750	XP_006408417.1
OG0015566	Om002G043980, Om006G272850	XP_006408397.1
OG0015567	Om002G044020	XP_006408392.1
OG0015568	Om002G044040	XP_006408390.1
OG0015569	Om002G044180	XP_006408380.1
OG0015570	Om002G044310	XP_006408362.1
OG0015571	Om002G044430	XP_006408355.1
OG0015572	Om002G044440	XP_006408353.1
OG0015573	Om002G044710	XP_006408321.1
OG0015574	Om002G045050	XP_006408294.1
OG0015575	Om002G045230	XP_006408278.1
OG0015576	Om002G045300	XP_006408270.1
OG0015578	Om002G045860	XP_006408219.1
OG0015579	Om002G045940	XP_006408205.1
OG0015580	Om002G046220	XP_006408193.1
OG0015581	Om002G046560	XP_006408156.1
OG0015582	Om002G046630	XP_024015156.1
OG0015584	Om002G047330	XP_006408093.1
OG0015585	Om002G047620	XP_024015347.1
OG0015586	Om002G047530	XP_006408081.1
OG0015587	Om002G047820	XP_006408047.1
OG0015588	Om002G047830	XP_024015791.1
OG0015589	Om002G048000	XP_006408037.1
OG0015590	Om002G048080	XP_024015416.1
OG0015591	Om003G124750	XP_006402614.1
OG0015592	Om002G048960	XP_006407954.1
OG0015593	Om002G049020	XP_006407947.1
OG0015594	Om002G049520	XP_006407897.1
OG0015595	Om002G049670	XP_006407886.1
OG0015596	Om002G056470, Om001G039140	XP_006407306.1
OG0015597	Om002G049740	XP_024015239.1
OG0015598	Om002G049770	XP_024015315.1
OG0015599	Om002G049840	XP_006407866.1
OG0015600	Om002G049860	XP_024015473.1
OG0015601	Om002G050020	XP_006407850.1
OG0015602	Om002G050050	XP_006407846.1
OG0015603	Om002G050210	XP_024015593.1
OG0015604	Om002G050300	XP_006407825.1
OG0015605	Om002G050420	XP_006407813.1
OG0015606	Om002G050450	XP_006407809.1
OG0015607	Om002G050480	XP_024014874.1
OG0015608	Om002G050580	XP_006407798.1
OG0015609	Om002G050650	XP_006407788.1
OG0015610	Om002G050660	XP_006407787.1
OG0015611	Om002G050830	XP_006407772.1
OG0015612	Om002G051410	XP_006407724.1
OG0015613	Om002G051450	XP_024015125.1
OG0015614	Om008G330160	XP_006411284.1
OG0015615	Om008G330190	XP_006411282.1
OG0015616	Om008G330600	XP_006411259.1
OG0015617	Om008G331280	XP_024016813.1
OG0015618	Om008G331240	XP_006411235.1
OG0015619	Om008G331640	XP_006411194.1
OG0015620	Om008G331670	XP_006411191.1
OG0015621	Om008G332340	XP_006411144.1
OG0015622	Om008G331970	XP_006411168.1
OG0015623	Om008G332520	XP_006411133.2
OG0015624	Om008G332610	XP_006411127.1
OG0015625	Om008G332650	XP_006411122.1
OG0015626	Om008G337970	XP_006410762.2
OG0015627	Om008G337380	XP_006410802.1
OG0015628	Om008G332970	XP_006397356.1
OG0015629	Om008G337210	XP_024003701.1
OG0015630	Om008G336880	XP_006410832.2
OG0015631	Om008G336580	XP_024016674.1
OG0015632	Om008G336340	XP_006409895.1
OG0015633	Om008G336270	XP_006410878.1
OG0015634	Om008G336100	XP_006410890.1
OG0015635	Om008G336110	XP_006410889.1
OG0015636	Om002G075310	XP_024009714.1
OG0015637	Om008G335970	XP_006410899.1
OG0015638	Om008G335930	XP_006410903.1
OG0015639	Om008G335920	XP_006410904.1
OG0015640	Om008G335800	XP_006410917.1
OG0015641	Om008G335430	XP_006410940.1
OG0015642	Om008G335240	XP_006410954.1
OG0015643	Om008G335220	XP_006410956.1
OG0015644	Om008G333340	XP_006411084.1
OG0015645	Om008G333430	XP_024004292.1
OG0015646	Om008G333540	XP_006411070.1
OG0015647	Om008G334250	XP_024003859.1
OG0015648	Om008G334300	XP_024003827.1
OG0015649	Om008G334560	XP_006411008.2
OG0015651	Om008G338120	XP_006410747.1
OG0015652	Om005G196450	XP_006416888.1
OG0015653	Om005G196490	XP_024008291.1
OG0015654	Om005G196990	XP_006416848.1
OG0015655	Om005G197180	XP_006416833.1
OG0015656	Om005G197390	XP_006416817.1
OG0015657	Om005G197610	XP_006416795.1
OG0015658	Om005G198020	XP_006416755.1
OG0015659	Om005G198100	XP_006416745.1
OG0015660	Om005G198390	XP_006416724.1
OG0015661	Om005G198780	XP_024009083.1
OG0015662	Om005G198770	XP_006416698.1
OG0015663	Om005G198750	XP_024008695.1
OG0015664	Om005G198710	XP_006416704.1
OG0015665	Om005G198630	XP_006416710.1
OG0015666	Om005G198870	XP_006416687.1
OG0015667	Om005G199160	XP_006416669.1
OG0015668	Om005G199810	XP_006416625.1
OG0015669	Om005G199700	XP_006416632.2
OG0015670	Om005G199670	XP_006416637.1
OG0015671	Om005G199560	XP_024008504.1
OG0015672	Om004G140700	XP_006390516.2
OG0015673	Om005G200470	XP_006416578.1
OG0015674	Om005G200680	XP_006416563.1
OG0015675	Om005G200720	XP_006416558.1
OG0015676	Om005G200840	XP_006416547.1
OG0015677	Om005G200930	XP_024008813.1
OG0015678	Om005G200970	XP_006416534.1, XP_006418764.2
OG0015679	Om005G201230	XP_006416519.1
OG0015680	Om005G201260	XP_024009208.1
OG0015681	Om005G201290	XP_024008657.1
OG0015682	Om005G201390	XP_006416505.1
OG0015683	Om005G202260	XP_006416431.1
OG0015684	Om005G202610	XP_006416388.1
OG0015685	Om005G202640	XP_006416384.1
OG0015686	Om005G202710	XP_006416375.1
OG0015687	Om005G203030	XP_006416354.1
OG0015688	Om005G203260	XP_006416336.1
OG0015689	Om005G203890	XP_006416289.1
OG0015690	Om005G203960	XP_006416282.1
OG0015691	Om005G203970	XP_024008117.1
OG0015692	Om005G204140	XP_006416270.1
OG0015693	Om005G204180	XP_024008180.1
OG0015694	Om005G204200	XP_006416264.1
OG0015695	Om005G182660	XP_024008097.1
OG0015696	Om005G204630	XP_006416229.1
OG0015697	Om005G204680	XP_006416222.1
OG0015698	Om005G204980	XP_006416195.1
OG0015699	Om005G205120	XP_006416181.2
OG0015700	Om005G205200	XP_024008600.1
OG0015701	Om005G205330	XP_024008267.1
OG0015702	Om005G205550	XP_006416141.1
OG0015703	Om005G205570	XP_006416137.1
OG0015704	Om005G205630	XP_006416132.1
OG0015705	Om005G206950	XP_006416125.1, XP_006390824.1
OG0015706	Om004G143400	XP_006416117.1
OG0015707	Om004G143760	XP_006416087.1
OG0015708	Om004G144460	XP_006416049.1
OG0015709	Om004G144550	XP_006416034.1
OG0015710	Om004G144690	XP_006416026.1
OG0015711	Om005G184550	XP_006417851.1
OG0015712	Om004G145510	XP_006415954.1
OG0015713	Om004G145990	XP_006415943.1
OG0015714	Om004G146220	XP_006415925.1
OG0015715	Om005G209830	XP_006391059.1
OG0015716	Om004G146590	XP_006415906.1
OG0015717	Om005G210360	XP_006391098.1
OG0015718	Om004G146780	XP_006415892.1
OG0015719	Om004G147020	XP_006415879.1
OG0015720	Om003G124950	XP_006415870.1
OG0015721	Om004G147610	XP_006415827.2
OG0015722	Om004G131990	XP_006415803.1
OG0015723	Om006G263420	XP_006415800.1
OG0015724	Om005G202140	XP_006416441.1
OG0015725	Om004G149350	XP_006393685.1
OG0015726	Om006G238540	XP_006393687.1
OG0015727	Om004G151810	XP_006415757.1
OG0015728	Om007G280240	XP_006413461.1
OG0015729	Om002G051420	XP_006413452.1
OG0015730	Om005G185130	XP_006413441.1
OG0015732	Om007G291210	XP_006413418.1
OG0015733	Om007G315270	XP_006413410.1
OG0015734	Om004G150560	XP_024014201.1
OG0015735	Om007G285620	XP_006413395.2
OG0015736	Om007G285670	XP_006413388.1
OG0015737	Om007G285690	XP_006413383.1
OG0015738	Om008G333230	XP_006413382.1
OG0015739	Om006G273970	XP_006413370.1
OG0015740	Om007G285930	XP_006413349.1
OG0015741	Om007G286000	XP_024005128.1
OG0015743	Om007G286320	XP_006413313.1
OG0015744	Om007G286560	XP_006413297.1
OG0015745	Om007G286430, Om011G365030	XP_006413302.1
OG0015746	Om007G286400	XP_024005592.1
OG0015747	Om003G127070	XP_006401900.2
OG0015748	Om005G186450	XP_006417687.1
OG0015749	Om001G021450	XP_006413028.1
OG0015750	Om001G021270	XP_024005087.1
OG0015751	Om004G151690	XP_006405145.2
OG0015752	Om004G154600	XP_006405046.1
OG0015753	Om001G007990	XP_006405055.2
OG0015754	Om003G095560	XP_024014093.1
OG0015755	Om004G152330, Om004G155250	XP_006404871.1
OG0015756	Om002G046770	XP_006404852.1
OG0015757	Om004G152090	XP_006404835.1
OG0015758	Om004G152020	XP_006404822.1
OG0015759	Om004G151310	XP_006404816.1
OG0015760	Om001G021460	XP_006413026.1
OG0015761	Om004G154470	XP_006404778.1
OG0015762	Om004G154340	XP_006404750.1
OG0015763	Om004G154050	XP_006404720.1
OG0015764	Om006G253350	XP_006403582.1
OG0015765	Om004G153820	XP_006404701.1
OG0015766	Om004G153550	XP_006404659.2
OG0015767	Om004G153500	XP_006404649.1
OG0015768	Om004G153490	XP_006404650.1
OG0015769	Om004G155840	XP_006404627.1
OG0015770	Om004G155890	XP_006404617.1
OG0015771	Om004G156000	XP_006404603.1
OG0015772	Om004G156420	XP_006404552.1
OG0015773	Om001G033090	XP_006409311.1
OG0015774	Om004G156570	XP_006404542.1
OG0015776	Om005G194750	XP_006417002.1
OG0015777	Om005G194510	XP_006417015.1
OG0015778	Om005G194420	XP_006417029.1
OG0015779	Om005G194410	XP_024008377.1
OG0015780	Om005G194390	XP_006417031.1
OG0015781	Om005G194270	XP_006417040.2
OG0015782	Om005G193980	XP_006417064.2
OG0015783	Om005G194020	XP_006417068.1
OG0015784	Om005G193810	XP_006417085.1
OG0015785	Om005G193860	XP_006417081.1
OG0015786	Om005G193650	XP_024008993.1
OG0015787	Om005G193390	XP_006417115.1
OG0015788	Om005G192940	XP_006417143.1
OG0015790	Om005G192860	XP_006417148.1
OG0015791	Om005G192540	XP_006417170.1
OG0015792	Om005G192130	XP_006417212.2
OG0015793	Om005G192040	XP_006417220.1
OG0015794	Om005G191950	XP_006417230.1
OG0015795	Om005G191880	XP_024008288.1
OG0015796	Om005G191790	XP_006417242.1
OG0015797	Om005G191590	XP_006417254.1
OG0015798	Om005G191600	XP_006417253.1
OG0015799	Om005G191380	XP_006417270.1
OG0015800	Om005G190940	XP_024008477.1
OG0015801	Om005G190810	XP_006417329.1
OG0015802	Om005G190560	XP_006417347.1
OG0015803	Om005G223560	XP_006391966.1
OG0015804	Om005G190290	XP_024007720.1
OG0015805	Om005G190020	XP_006417379.1
OG0015806	Om005G189650	XP_006417407.1
OG0015807	Om005G189530	XP_006417412.1
OG0015808	Om005G189510	XP_006417415.2
OG0015809	Om005G189380	XP_024009136.1
OG0015810	Om005G189170	XP_006417453.1
OG0015811	Om005G189150	XP_024009140.1
