Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0016358	Om003G089950	Np004G190700
OG0016359	Om003G090180	Np004G190860
OG0016360	Om003G090240	Np004G190940
OG0016361	Om003G090620	Np004G191230
OG0016362	Om003G090910	Np004G191430
OG0016363	Om003G090980	Np004G191550
OG0016364	Om002G058310	Np007G406580
OG0016365	Om003G091540	Np004G192010
OG0016366	Om002G058880	Np007G405990
OG0016367	Om003G092140, Om003G092020	Np004G192380
OG0016368	Om003G092320	Np004G192590
OG0016369	Om003G093190	Np004G193250
OG0016370	Om003G093440	Np004G193440
OG0016371	Om003G093700	Np004G193690
OG0016372	Om003G094020	Np004G194050
OG0016373	Om003G094030	Np004G194060
OG0016374	Om003G094060	Np004G194080
OG0016375	Om003G094260	Np004G194210
OG0016376	Om003G094310	Np004G194250
OG0016377	Om003G094420	Np004G194340
OG0016378	Om003G094660	Np004G194510
OG0016379	Om003G094680	Np004G194600
OG0016380	Om003G094780	Np004G194700
OG0016381	Om003G094820	Np004G194740
OG0016382	Om003G094860	Np004G194780
OG0016383	Om003G096370	Np004G196210
OG0016384	Om003G096180	Np004G195980
OG0016385	Om003G096170	Np004G195970
OG0016386	Om003G096040	Np004G195770
OG0016387	Om003G095960	Np004G195690
OG0016388	Om003G095890	Np004G195610
OG0016389	Om003G095880	Np004G195600
OG0016390	Om003G096770	Np004G196430
OG0016391	Om003G096800	Np004G196510
OG0016392	Om003G096880	Np004G196580
OG0016393	Om003G097410	Np004G196950
OG0016395	Om003G097610	Np004G197140
OG0016396	Om003G097660	Np004G197190
OG0016397	Om003G097740	Np004G197290
OG0016398	Om003G098170	Np004G198160
OG0016399	Om003G098190	Np004G198180
OG0016400	Om003G098200	Np004G198190
OG0016401	Om003G098230	Np004G198210
OG0016403	Om003G098440	Np004G198400
OG0016404	Om003G099380	Np004G199290
OG0016405	Om003G099540	Np004G199450
OG0016406	Om003G099600	Np004G199600
OG0016407	Om003G099690	Np004G199680
OG0016408	Om003G099790	Np002G088600
OG0016409	Om003G099830	Np004G199890
OG0016410	Om003G099880	Np004G200030
OG0016411	Om003G099920	Np004G199920
OG0016412	Om003G100050	Np004G200110
OG0016413	Om003G100130	Np005G300350
OG0016414	Om003G100320	Np005G301070
OG0016415	Om003G100480	Np005G301370
OG0016416	Om003G100900	Np005G302090
OG0016418	Om003G100950	Np005G302120
OG0016420	Om007G291160	Np004G213970
OG0016421	Om008G340130	Np006G342030
OG0016422	Om006G256650	Np001G053810
OG0016423	Om006G256550	Np001G053930
OG0016424	Om006G256310	Np001G054160
OG0016425	Om006G256230	Np001G054310
OG0016426	Om006G255840	Np001G054650
OG0016427	Om006G255740	Np001G054780
OG0016428	Om006G255730	Np001G054790
OG0016429	Om006G255700	Np001G054810
OG0016430	Om006G255130	Np001G055450
OG0016431	Om002G050270	Np007G415350
OG0016432	Om005G199200	Np004G238240
OG0016433	Om006G254730	Np001G056220
OG0016434	Om006G254040	Np001G056840
OG0016435	Om006G254030	Np001G056850
OG0016436	Om006G256790	Np001G053680
OG0016437	Om006G256700	Np001G053760
OG0016438	Om006G256840	Np001G053640
OG0016439	Om006G256900	Np001G053570
OG0016440	Om006G257020	Np001G053420
OG0016441	Om004G143820	Np004G230160
OG0016442	Om006G257030	Np001G053400
OG0016444	Om006G253220	Np001G057580
OG0016445	Om006G253040	Np001G057760
OG0016446	Om006G252770	Np001G058090
OG0016447	Om006G252740	Np001G058320
OG0016448	Om006G252710	Np001G058340
OG0016449	Om006G252050	Np001G058900
OG0016450	Om006G252020	Np001G059020
OG0016451	Om006G251980	Np001G059060
OG0016452	Om006G251000	Np001G060030
OG0016453	Om006G250820	Np001G060140
OG0016454	Om006G250660	Np001G060360
OG0016455	Om006G250630	Np001G060390
OG0016456	Om003G119270	Np001G060580
OG0016457	Om003G119600	Np001G060910
OG0016458	Om003G119700	Np001G061220
OG0016459	Om003G119860	Np001G061370
OG0016460	Om003G120060	Np001G061530
OG0016461	Om003G120250	Np001G061680
OG0016462	Om003G120720	Np001G062290
OG0016463	Om003G120790	Np001G062360
OG0016464	Om003G120820	Np001G062390
OG0016465	Om003G120980	Np001G062560
OG0016466	Om003G121070	Np001G062630
OG0016467	Om003G121080	Np001G062640
OG0016468	Om003G121330	Np001G062810
OG0016469	Om006G253080	Np001G057710
OG0016470	Om003G122180	Np001G063310
OG0016471	Om003G122190	Np001G063320
OG0016472	Om003G122280	Np001G063420
OG0016473	Om003G122650	Np001G064060
OG0016474	Om003G123640	Np005G302770
OG0016475	Om003G123780	Np001G064770
OG0016476	Om003G124060	Np001G065020
OG0016477	Om002G076770	Np007G388990
OG0016478	Om003G124300	Np001G065270
OG0016479	Om003G124350	Np001G065220
OG0016480	Om003G124700	Np001G065610
OG0016481	Om003G124980	Np001G065980
OG0016482	Om003G125480	Np001G066270
OG0016483	Om003G125920	Np001G066680
OG0016484	Om003G126110	Np001G066930
OG0016485	Om003G126490	Np001G067250
OG0016486	Om003G126680	Np001G067370
OG0016487	Om003G126730	Np001G067420
OG0016488	Om003G126890	Np001G067560, Np003G157270
OG0016489	Om003G127160	Np001G067860
OG0016490	Om003G127340	Np001G067950
OG0016491	Om003G127600	Np001G068170
OG0016492	Om003G127830	Np001G068450
OG0016493	Om003G127980	Np001G068640
OG0016494	Om003G127990	Np001G068650
OG0016495	Om003G128530	Np001G069220
OG0016496	Om003G128490	Np001G069170
OG0016498	Om003G128880	Np001G069530
OG0016499	Om003G128930	Np001G069570
OG0016500	Om003G129120	Np001G069750
OG0016501	Om003G129140	Np001G069770
OG0016502	Om003G129150	Np001G069790
OG0016503	Om003G129160	Np001G069800
OG0016504	Om003G129230	Np001G069860
OG0016505	Om003G129260	Np001G069890
OG0016506	Om003G129310	Np001G069950
OG0016507	Om003G129330	Np001G069970
OG0016508	Om003G129370	Np001G070000
OG0016509	Om003G129380	Np001G068270
OG0016510	Om003G089550	Np004G190270
OG0016511	Om003G094550	Np004G194400
OG0016512	Om003G094940	Np005G312300
OG0016513	Om003G100830	Np005G301900
OG0016515	Om003G104230	Np005G308510
OG0016516	Om006G257870	Np001G052620, Np001G052600
OG0016517	Om006G255210	Np001G055380
OG0016518	Om006G254210	Np001G056650
OG0016519	Om003G121010	Np001G062580
OG0016520	Om003G121270, Om003G121240	Np001G062770
OG0016521	Om003G123820	Np001G018050
OG0016522	Om003G123970	Np001G064950
OG0016523	Om003G122780	Np006G367770
OG0016524	Om003G124930	Np001G065800
OG0016525	Om002G056290, Om003G126090	Np001G066910
OG0016526	Om003G127300	Np001G067920
OG0016527	Om007G275610	Np005G300270
OG0016529	Om008G361510	Np001G034120
OG0016530	Om002G051430	Np001G032650
OG0016531	Om008G356830	Np001G039040, Np001G038990
OG0016533	Om005G224170, Om008G339310	Np006G341010
OG0016535	Om008G334050	Np006G335720
OG0016537	Om008G319980	Np006G321890
OG0016539	Om004G134820	Np002G074980
OG0016540	Om003G105700, Om006G275520	Np005G310530
OG0016541	Om001G020710	Np005G277650
OG0016542	Om001G029920	Np005G262920
OG0016543	Om003G110460	Np003G173170
OG0016544	Om001G034000, Om001G034020, Om001G034040	Np005G265940
OG0016545	Om001G041850	Np005G260070
OG0016546	Om005G178790	Np004G258510
OG0016547	Om005G181580	Np004G255730
OG0016548	Om005G183300	Np004G253850
OG0016549	Om005G184920	Np004G252290
OG0016550	Om005G186900	Np004G250360
OG0016551	Om005G187100	Np004G250110
OG0016552	Om005G188990	Np004G248300
OG0016553	Om005G190070	Np004G247360
OG0016555	Om005G191280	Np004G245970
OG0016556	Om005G193520	Np004G243240
OG0016558	Om005G196100	Np004G240940
OG0016559	Om005G198800	Np004G238510
OG0016560	Om005G199320	Np004G238160
OG0016561	Om005G201760	Np004G235720
OG0016562	Om005G202670	Np004G234900
OG0016563	Om005G208290	Np002G085810
OG0016565	Om005G211940	Np002G090900
OG0016566	Om005G223270	Np002G118400
OG0016568	Om005G227390	Np004G242370
OG0016569	Om002G072850	Np007G385420
OG0016570	Om002G060470	Np007G404480
OG0016571	Om002G055190	Np007G410120
OG0016572	Om002G054010	Np007G411220
OG0016573	Om002G052550	Np007G412780
OG0016574	Om002G050180	Np007G415450
OG0016576	Om002G043050	Np007G424400, Np007G424380
OG0016577	Om004G176260	Np003G125850
OG0016578	Om004G173290	Np003G128630
OG0016579	Om004G170950	Np003G131200
OG0016580	Om004G170190	Np003G132080
OG0016581	Om004G170030	Np003G132330
OG0016582	Om004G169270	Np003G132970
OG0016583	Om004G156280	Np006G370920
OG0016584	Om001G013390	Np004G208780
OG0016585	Om001G012330	Np004G206410
OG0016586	Om005G207790, Om001G011840	Np004G205960
OG0016587	Om001G010600	Np005G283650, Np006G362950
OG0016588	Om001G008230	Np005G286260
OG0016589	Om007G315160	Np004G202260
OG0016591	Om001G000020	Np005G296110
OG0016592	Om007G288220	Np004G210730
OG0016594	Om007G279960	Np006G355710
OG0016595	Om008G349720	Np006G354100, Np006G348890
OG0016596	Om007G281370	Np006G353570, Np006G347210
OG0016597	Om007G284550	Np006G358000
OG0016598	Om004G168160, Om005G225830	Np003G134060
OG0016599	Om004G166710	Np003G135750
OG0016600	Om004G165940	Np003G136360
OG0016602	Om004G162100	Np003G139560
OG0016603	Om004G161210	Np003G140420
OG0016604	Om007G302110	Np003G140740
OG0016605	Om007G294110	Np001G014540
OG0016606	Om009G363710, Om007G306730	Np001G017330
OG0016607	Om009G364140, Om007G307080	Np001G017430
OG0016608	Om007G314640	Np005G313410
OG0016609	Om006G261090	Np001G049650
OG0016610	Om004G145050	Np004G227920
OG0016611	Om006G248000	Np003G154810
OG0016612	Om006G246140	Np003G152830, Np003G153020
OG0016613	Om006G239400	Np001G012030
OG0016617	Om004G151780	Np004G210350
OG0016627	Om004G154820	Np006G365580
OG0016630	Om006G264070	Np001G047530
OG0016631	Om006G259300	Np001G051170
OG0016632	Om006G259240	Np001G051260
OG0016633	Om008G347490, Om007G297050	Np001G063830, Np001G063990, Np001G063910
OG0016635	Om008G354890	Np003G184290
OG0016641	Om005G182600	Np004G254730
OG0016647	Om007G312390, Om007G311360, Om012G366800, Om045G376440, Om012G368120, Om013G369270, Om013G369890, Om007G310360, Om012G367510, Om007G311800	Np025G439690
OG0016648	Om002G082530	Np001G005000, Np006G332620, Np001G005020, Np006G332640
OG0016657	Om001G022240	Np005G276710
OG0016659	Om001G022690	Np005G276420
OG0016660	Om001G022710	Np005G276400
OG0016661	Om001G022780	Np004G202020
OG0016662	Om001G023400	Np005G275910
OG0016663	Om001G023850	Np005G275480
OG0016664	Om001G024020	Np005G275350
OG0016665	Om001G024960	Np005G274660
OG0016666	Om001G025370	Np005G274400
OG0016667	Om001G025460	Np005G274230
OG0016668	Om001G025480	Np005G274220
OG0016669	Om001G027620	Np005G272140
OG0016670	Om001G027720	Np005G272080
OG0016671	Om001G028510	Np005G271240
OG0016672	Om001G029360	Np005G270250
OG0016673	Om001G029830	Np005G262840
OG0016675	Om001G030880	Np005G263600
OG0016676	Om001G030970	Np005G263680
OG0016677	Om001G031030	Np005G263730
OG0016679	Om001G032330	Np003G153860, Np005G264470
OG0016680	Om002G059880	Np007G405030
OG0016681	Om001G033270	Np005G265380
OG0016682	Om007G291860	Np004G215380
OG0016683	Om007G292160	Np004G215900
OG0016684	Om007G292240	Np004G216000
OG0016685	Om007G292260	Np004G216130, Np004G216080
OG0016686	Om007G277010	Np004G205030
OG0016687	Om007G276940	Np004G205100
OG0016688	Om007G291080	Np005G309650
OG0016689	Om005G196890	Np005G317560
OG0016690	Om005G216400	Np002G106050
OG0016692	Om005G216950	Np002G107960
OG0016693	Om011G365870, Om005G218240	Np002G111290
OG0016694	Om005G218720	Np002G113120
OG0016695	Om005G218890	Np002G113380
OG0016696	Om005G219270	Np002G113810
OG0016697	Om005G219520	Np002G114160
OG0016699	Om005G220700	Np002G115970
OG0016700	Om005G220730	Np002G115990
OG0016701	Om005G220860	Np002G116060
OG0016702	Om005G221610	Np002G116660
OG0016703	Om005G222070	Np002G117310
OG0016704	Om005G224070	Np002G119380
OG0016706	Om006G274990	Np001G026420
OG0016708	Om006G274550	Np001G025340
OG0016710	Om006G274130	Np001G024850
OG0016712	Om006G273460	Np001G023740
OG0016713	Om006G272940	Np001G023410
OG0016715	Om006G272380	Np001G022530
OG0016716	Om006G272170	Np001G022260
OG0016717	Om006G271030	Np001G020510
OG0016718	Om006G269670	Np001G020230
OG0016719	Om006G269850	Np001G020130
OG0016720	Om006G270480	Np001G019850
OG0016721	Om006G269340	Np001G018860
OG0016722	Om002G073110	Np007G385870
OG0016725	Om005G212920	Np002G093230
OG0016726	Om005G213110	Np002G093490
OG0016727	Om005G213320	Np002G093990
OG0016728	Om005G213550	Np002G094720
OG0016729	Om005G213740	Np002G095380
OG0016730	Om005G214420	Np002G096940
OG0016731	Om005G214960	Np002G097850
OG0016733	Om005G215270	Np002G099540
OG0016734	Om005G215440	Np002G099860
OG0016735	Om005G215580	Np002G100530
OG0016736	Om005G215750	Np002G102630
OG0016737	Om005G218140, Om011G365300	Np002G111490
OG0016739	Om005G228930	Np002G124790
OG0016740	Om005G228880	Np002G124770
OG0016741	Om005G228510	Np002G124310
OG0016742	Om005G225330	Np002G121010
OG0016743	Om005G225140	Np002G120810
OG0016744	Om005G224610	Np002G119900
OG0016745	Om005G224500	Np002G119770
OG0016746	Om005G224530	Np002G119850
OG0016747	Om002G056260	Np007G408900
OG0016748	Om001G017030	Np005G280200
OG0016752	Om008G329250	Np006G331150
OG0016753	Om002G051630	Np007G413720
OG0016754	Om002G052150	Np007G413300
OG0016755	Om002G052260	Np007G413210
OG0016756	Om002G052440	Np007G412890
OG0016758	Om004G174450	Np003G127550
OG0016759	Om002G052860	Np007G412570
OG0016760	Om002G053230	Np007G411920
OG0016761	Om002G053710	Np007G411500
OG0016762	Om002G054290	Np007G411010
OG0016763	Om004G166190	Np006G327010
OG0016764	Om002G054890	Np007G410340
OG0016765	Om002G079390	Np007G379950
OG0016766	Om006G233640	Np001G005230
OG0016767	Om003G107120	Np003G175260
OG0016769	Om003G101060	Np003G173900
OG0016770	Om003G111390	Np003G172860
OG0016772	Om003G111480	Np003G170980
OG0016774	Om003G112920	Np003G167750
OG0016775	Om003G112940	Np003G167710
OG0016776	Om003G113000	Np003G167490
OG0016778	Om003G113280	Np003G166490
OG0016779	Om003G113370	Np003G166430
OG0016780	Om006G252220	Np003G165140
OG0016781	Om001G030170	Np003G165100
OG0016782	Om004G152650, Om003G114350	Np003G164510
OG0016783	Om003G115060	Np003G163800
OG0016784	Om003G117050	Np003G160390
OG0016785	Om003G117990	Np003G158720
OG0016786	Om003G118630	Np003G158050
OG0016787	Om006G250400	Np003G157360
OG0016788	Om006G250100	Np003G156940
OG0016789	Om006G249720	Np003G156450
OG0016790	Om006G249350	Np003G155990
OG0016791	Om006G249260	Np003G155930
OG0016792	Om006G248340	Np003G155120
OG0016794	Om004G163520	Np003G138220
OG0016795	Om004G163760	Np003G138070
OG0016796	Om004G164030	Np003G137880
OG0016797	Om004G164270	Np003G137710
OG0016798	Om004G164560	Np003G137380
OG0016799	Om004G164660	Np003G137260
OG0016800	Om004G164740	Np003G137200
OG0016802	Om004G165420	Np003G136790
OG0016803	Om004G165670	Np003G136590
OG0016804	Om004G165680	Np003G136580
OG0016805	Om004G165990	Np003G136320
OG0016806	Om004G166170	Np003G136220
OG0016807	Om004G166830	Np003G135510
OG0016808	Om004G166960	Np003G135420
OG0016809	Om004G167050	Np003G135340
OG0016810	Om004G167090	Np003G135280
OG0016811	Om004G167100	Np003G135270
OG0016812	Om004G167740	Np003G134510, Np003G134540
OG0016813	Om004G167990	Np003G134230
OG0016814	Om004G168050	Np003G134170
OG0016815	Om004G168090	Np003G134130
OG0016816	Om004G168940	Np003G133320
OG0016817	Om001G001500	Np005G292490
OG0016818	Om001G001770	Np005G292350
OG0016819	Om001G001980	Np005G291960
OG0016820	Om001G002650	Np005G291260
OG0016821	Om001G003250	Np005G290430
OG0016822	Om001G003730	Np005G290170
OG0016823	Om001G004080	Np005G289960
OG0016824	Om001G004590, Om001G004580	Np005G289460
OG0016825	Om001G005560	Np005G288620
OG0016826	Om001G005580	Np005G288600
OG0016827	Om001G005910	Np005G288400
OG0016828	Om001G006060	Np005G288260
OG0016829	Om001G006660	Np005G287350
OG0016830	Om001G006960	Np005G287580
OG0016831	Om001G007400	Np005G286960
OG0016832	Om001G007800	Np005G286720
OG0016833	Om001G008110	Np005G286360
OG0016834	Om001G008940	Np005G285490
OG0016835	Om001G012350	Np004G206430
OG0016836	Om001G012930	Np004G208400
OG0016837	Om001G013090	Np004G208540
OG0016838	Om001G013490	Np004G224140
OG0016839	Om001G013530	Np004G204030
OG0016840	Om001G014280	Np004G204670
OG0016841	Om003G092720	Np001G042870
OG0016842	Om001G015030	Np004G202410
OG0016843	Om001G016590	Np004G203450
OG0016844	Om001G016700	Np004G203640
OG0016845	Om006G248320	Np003G155110
OG0016846	Om007G287130	Np004G200640
OG0016847	Om007G287230	Np004G200800
OG0016848	Om007G287280	Np004G200880
OG0016849	Om007G287300	Np004G200900
OG0016850	Om007G287370	Np004G210460
OG0016851	Om007G287380	Np004G210450
OG0016852	Om007G287550	Np004G201940
OG0016853	Om007G288180	Np004G210680
OG0016854	Om007G287920	Np004G210500
OG0016855	Om007G288670	Np004G211220
OG0016856	Om007G288680	Np004G211230
OG0016858	Om007G289160	Np004G211740
OG0016859	Om007G289930	Np004G212640
OG0016860	Om007G290130	Np004G212870
OG0016861	Om001G023110	Np006G363760
OG0016863	Om007G290220	Np004G213010
OG0016864	Om007G290260	Np004G213050
OG0016865	Om007G290810	Np004G213520
OG0016866	Om007G291120	Np004G213930
OG0016867	Om007G291260	Np004G214100
OG0016869	Om001G034820	Np005G266720
OG0016871	Om001G035400	Np005G267390
OG0016872	Om001G035970	Np005G267900
OG0016874	Om001G037050	Np003G141340
OG0016875	Om001G037450	Np005G268920
OG0016877	Om001G039110	Np005G262630
OG0016878	Om001G039520	Np005G262300
OG0016879	Om001G039800	Np005G262000
OG0016880	Om001G039900	Np005G261860
OG0016881	Om001G040070	Np005G261770
OG0016882	Om001G040200	Np005G261700
OG0016883	Om001G040760	Np005G261210
OG0016884	Om001G040960	Np005G260950
OG0016885	Om001G041240	Np005G260650
OG0016886	Om001G041350	Np005G260560
OG0016887	Om001G041580	Np005G260370
OG0016888	Om001G041610	Np005G260320
OG0016889	Om001G041770	Np005G260140
OG0016890	Om001G041860	Np005G260060, Np005G318760
OG0016891	Om001G041890	Np005G260030
OG0016892	Om002G085090	Np005G309450
OG0016893	Om008G341500	Np005G310620
OG0016895	Om007G314180	Np005G312390
OG0016896	Om007G314160	Np005G312420
OG0016897	Om004G132060	Np005G315120
OG0016900	Om007G316120	Np005G315980
OG0016901	Om007G316190	Np005G316140
OG0016903	Om005G188670	Np004G248690
OG0016904	Om002G042510	Np007G424950
OG0016906	Om007G292540	Np004G217100
OG0016907	Om008G347920	Np003G184620
OG0016908	Om008G345310	Np003G175440
OG0016909	Om006G266110	Np001G046960
OG0016911	Om008G340780	Np006G343590
OG0016912	Om008G340940	Np006G343900
OG0016913	Om008G341140	Np001G041560
OG0016914	Om008G341270	Np001G041690
OG0016915	Om008G341960	Np001G042220
OG0016916	Om008G342920	Np001G042930
OG0016919	Om008G346440	Np003G177860
OG0016920	Om008G350550	Np003G179670
OG0016921	Om008G351540	Np003G180550
OG0016922	Om008G353170	Np003G182350, Np007G400100
OG0016923	Om008G353610	Np003G182930
OG0016924	Om008G353680	Np003G183030
OG0016925	Om008G354680	Np003G184010
OG0016926	Om008G355170	Np003G184700
OG0016927	Om008G355460	Np003G184870
OG0016928	Om005G186320	Np004G251000
OG0016929	Om008G356210	Np001G039600
OG0016930	Om008G358590	Np001G036980
OG0016931	Om002G059260	Np007G405700
OG0016932	Om003G106020	Np005G309830
OG0016933	Om004G175230	Np003G126990
OG0016934	Om008G362770	Np001G032100
OG0016935	Om008G362230	Np002G079430
OG0016936	Om005G212740	Np001G032680
OG0016937	Om003G106160	Np005G310090
OG0016938	Om003G100280	Np001G031540
OG0016939	Om005G190830	Np005G310050
OG0016940	Om003G106060	Np005G309920
OG0016941	Om002G075920	Np007G388530
OG0016942	Om002G075960	Np007G388550
OG0016943	Om003G106110	Np005G310000
OG0016944	Om002G077330	Np007G389190
OG0016945	Om003G106760	Np005G310390
OG0016946	Om003G105900	Np005G309770
OG0016947	Om003G104740	Np005G307860
OG0016948	Om003G104410	Np005G308260
OG0016949	Om003G103960	Np005G309340
