Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0012878	Om001G032540	XP_013650000.2, XP_013697226.1
OG0012879	Om001G033350	XP_013731046.1, XP_013670616.2
OG0012880	Om001G033360	XP_013670611.2, XP_048634901.1
OG0012881	Om001G033700	XP_013670597.1, XP_013731053.2
OG0012882	Om001G035720	XP_013644194.1, XP_048634382.1
OG0012883	Om001G033930	XP_013746833.2, XP_013670591.1
OG0012884	Om001G039180	XP_022572347.2, XP_048607068.1
OG0012885	Om007G291720	XP_013661817.1, XP_048595043.1
OG0012886	Om007G291750	XP_013647464.1, XP_013659422.1
OG0012887	Om007G292060	XP_048592537.1, XP_013695413.1
OG0012888	Om007G292180	XP_013661463.1, XP_013693886.2, XP_013708719.1
OG0012889	Om007G276890	XP_013740367.1, XP_013659575.1
OG0012890	Om007G276850	XP_013662294.2, XP_013656881.1
OG0012891	Om007G276640	XP_048614472.1, XP_048635498.1, XP_022559706.2
OG0012892	Om007G276120	XP_013733789.2, XP_048623984.1
OG0012893	Om007G275970, Om007G275930	XP_013706940.1, XP_013737354.2
OG0012894	Om007G275870	XP_013688212.1, XP_013743396.1
OG0012895	Om007G275860	XP_013688211.1, XP_013743401.1
OG0012896	Om007G275770	XP_013688203.2, XP_013743482.2
OG0012897	Om007G275690	XP_013743578.1, XP_022550585.1
OG0012898	Om007G275950, Om007G275910	XP_013655741.1, XP_013710943.2
OG0012899	Om005G215980	XP_013750273.2, XP_022575558.2
OG0012900	Om005G216050	XP_022575556.2, XP_013750275.2
OG0012901	Om005G216080	XP_022575554.2, XP_048595906.1
OG0012902	Om003G121030, Om002G053340	XP_013690934.1, XP_013670134.1
OG0012903	Om005G217550	XP_013706024.2, XP_013713430.2
OG0012904	Om005G217380	XP_048610067.1, XP_048618448.1
OG0012905	Om005G217300	XP_013730269.1, XP_022569904.1
OG0012906	Om005G216970, Om001G024160	XP_048633124.1, XP_022550723.1
OG0012907	Om005G216960	XP_048618533.1, XP_048612481.1
OG0012908	Om005G216920	XP_048595892.1, XP_013687714.1
OG0012909	Om011G365620, Om020G374560	XP_013691930.1, XP_013730545.2
OG0012910	Om011G365650, Om020G374520	XP_013691931.1, XP_013730546.2
OG0012911	Om005G218790	XP_013746430.2, XP_048601810.1
OG0012912	Om005G218970	XP_013670162.1, XP_013661678.2, XP_013723548.2
OG0012913	Om005G219350	XP_013728549.1, XP_022567844.1, XP_013661699.2
OG0012914	Om005G219510	XP_013672267.1, XP_013748781.2
OG0012915	Om005G219870	XP_013714791.1, XP_013731016.1
OG0012916	Om005G219740	XP_013653180.1, XP_013731296.1
OG0012917	Om005G219970	XP_013672524.1, XP_048601685.1, XP_013747349.2
OG0012918	Om005G220030	XP_013692336.2, XP_013672327.1, XP_013747304.1
OG0012919	Om005G220890	XP_013725315.1, NP_001302969.1
OG0012920	Om005G220970	XP_048601857.1, XP_013747076.2
OG0012921	Om005G221160	XP_048599210.1, XP_013731330.2
OG0012922	Om005G221590	XP_048626060.1, XP_013661650.2
OG0012923	Om005G221200	XP_013747026.2, XP_013687187.2
OG0012924	Om005G221790	XP_048595817.1, XP_013733213.1
OG0012925	Om005G222140	XP_013718735.2, XP_013685526.2
OG0012926	Om005G222150	XP_048626050.1, XP_022547351.2, XP_013680013.2, XP_013656849.1
OG0012927	Om005G222160	NP_001302916.1, XP_013672290.1
OG0012928	Om005G189900	XP_048638112.1, XP_013695964.1, XP_013701150.1
OG0012929	Om005G222700	XP_013688137.2, XP_013708722.1, XP_013652990.2
OG0012930	Om005G222740	XP_013668775.2, XP_013733270.1
OG0012931	Om005G223910	XP_013725753.1, XP_013670002.1, XP_048600871.1
OG0012932	Om006G275450	XP_013677322.2, XP_048626354.1, XP_013752036.1
OG0012934	Om001G007590	XP_013644863.3, XP_048637309.1
OG0012935	Om006G275410	XP_013734427.2, XP_048614809.1
OG0012936	Om002G057050	XP_048615137.1, XP_013697174.2, XP_013670179.1
OG0012937	Om006G275160	XP_013697198.1, XP_013701712.1
OG0012938	Om004G163250	XP_013707193.2, XP_013684806.2
OG0012939	Om006G275070	XP_013684684.2, XP_013707425.2
OG0012940	Om006G274960	XP_013727812.2, XP_013706920.1
OG0012941	Om008G336010	XP_013714452.2, NP_001303086.1
OG0012942	Om005G225950	XP_013706698.1, XP_013664952.2
OG0012943	Om006G274530	XP_013664946.2, XP_013707365.1
OG0012944	Om006G274290	XP_013664922.2, XP_013707236.1
OG0012945	Om006G274240	XP_013664921.2, XP_013733186.1
OG0012946	Om005G194030	XP_013673141.2, XP_013641356.1
OG0012947	Om006G274050	XP_022570138.1, XP_013714871.1
OG0012948	Om006G273740	XP_048596684.1, XP_048624522.1
OG0012949	Om006G273550	XP_022561125.1, XP_013684906.2
OG0012950	Om006G273450	XP_013644802.1, XP_013750557.2
OG0012951	Om006G272870	XP_013644825.1, XP_013677403.2
OG0012953	Om006G272620	XP_013705190.2, XP_013644845.2
OG0012955	Om006G272510	XP_048600470.1, XP_013677528.1
OG0012956	Om002G055560	XP_048626129.1
OG0012956	Om002G055570	XP_048595232.1, XP_048625569.1, XP_048625559.1
OG0012957	Om006G272280	XP_048595238.1, XP_013655412.2
OG0012958	Om006G272110	XP_048600542.1, XP_013698445.2, XP_013662302.2
OG0012959	Om006G272090	XP_013662974.2, XP_013707094.1
OG0012960	Om006G271830	XP_013672572.2, XP_013644697.2
OG0012961	Om006G271790	XP_013644693.1, XP_013672567.2
OG0012962	Om006G271640	XP_022551770.2, XP_048628345.1, XP_013698208.1
OG0012963	Om006G271630	XP_013670259.1, XP_013644679.2
OG0012964	Om006G271580	XP_013644678.2, XP_013672561.1
OG0012965	Om006G271330	XP_022561238.1, XP_013644660.1
OG0012966	Om007G317370	XP_013743321.2, XP_013710065.1
OG0012967	Om006G271150	XP_013725003.2, XP_013693379.1
OG0012968	Om006G270970	XP_013677561.2, XP_013697698.1
OG0012969	Om006G270950	XP_013675157.2, XP_013720880.1, XP_013647490.2
OG0012970	Om006G269660	XP_022562245.2, XP_013644609.2
OG0012971	Om004G135730	XP_013711078.2, XP_022543571.2
OG0012972	Om006G270540	XP_048618111.1, XP_022543549.2
OG0012973	Om006G270550	XP_048591296.1, XP_013687507.3
OG0012974	Om006G270610	XP_013687504.1, XP_013644542.2
OG0012975	Om006G252260	XP_048591290.1, XP_013707065.2
OG0012976	Om007G287730	XP_013644502.2, XP_013703649.1
OG0012977	Om006G269430	XP_013707390.1, XP_013644499.3
OG0012980	Om007G314910	XP_048610716.1
OG0012981	Om005G212850	XP_013649207.2, XP_048617767.1
OG0012982	Om005G212860	XP_013688130.1, XP_013676367.1
OG0012983	Om005G213000	XP_013688008.1, XP_013676379.1
OG0012984	Om005G213050	XP_013676381.1, XP_013687984.1
OG0012985	Om005G213190	XP_013698523.2, XP_013652258.2
OG0012986	Om005G213810	XP_048616738.1, XP_013701781.1
OG0012987	Om005G213800	XP_013688821.2, XP_022554737.1
OG0012988	Om005G214020	XP_048604193.1, XP_013676696.2
OG0012989	Om005G214070	XP_022544807.2, XP_022559705.1
OG0012990	Om005G214850	XP_048616151.1, XP_048591907.1
OG0012991	Om005G215060	XP_013703679.2, XP_013722467.1
OG0012992	Om005G215210	XP_013702905.2, XP_022551743.1
OG0012993	Om005G215220	XP_013705160.1, XP_013722453.1
OG0012994	Om005G215280	XP_013706362.1, XP_013701850.2
OG0012995	Om007G314140	XP_013693053.1, XP_013712761.1
OG0012996	Om005G215860	XP_013740394.2, XP_013690675.1
OG0012997	Om001G012970	XP_013750542.1
OG0012998	Om005G228890	XP_013664526.1, XP_013661502.2
OG0012999	Om005G228740	XP_048595692.1
OG0013000	Om005G228280	XP_022547428.2, XP_022568946.1
OG0013001	Om005G228260	XP_013688315.1, XP_013661532.2
OG0013002	Om005G227880	XP_013659309.2, XP_013675222.1
OG0013003	Om005G227870	XP_013661536.1, XP_013677430.1
OG0013004	Om005G227780	XP_013661541.1, XP_013677420.1
OG0013005	Om005G227720	XP_013680675.1, XP_013661543.1
OG0013006	Om005G227620	XP_013680687.1, XP_013661545.1
OG0013007	Om005G227600	XP_013661547.1, XP_013680700.1
OG0013008	Om005G227580	XP_013684899.1, XP_013750186.1
OG0013009	Om005G227220	XP_013747638.2, XP_048625924.1
OG0013010	Om005G226900	XP_013688453.1, XP_013661564.1
OG0013011	Om005G226760	XP_013661569.1, XP_013688445.1
OG0013012	Om005G226470	XP_013673385.1, XP_013690762.1
OG0013013	Om005G226270	XP_013733386.1, XP_013748108.1
OG0013014	Om005G226220	XP_013748185.1, XP_013716823.2
OG0013015	Om005G192290	XP_022576401.2, XP_013729880.1
OG0013016	Om005G225640	XP_013730815.1, XP_022548206.1
OG0013017	Om005G225470	XP_013733038.1, XP_013660180.1
OG0013018	Om005G225120	XP_013661612.1, XP_013693501.1
OG0013019	Om005G225090	XP_022548167.1, XP_013698132.1
OG0013020	Om005G224780	XP_048609739.1, XP_013644457.1
OG0013021	Om005G191320	XP_013747932.2, XP_013671776.2
OG0013022	Om005G224580	NP_001302988.1, XP_048595741.1
OG0013023	Om005G224540	XP_013641129.1, XP_013708368.1
OG0013024	Om003G094480	XP_013698835.2, XP_048600170.1, XP_013739886.1
OG0013026	Om001G018630	XP_013703981.1, XP_013738090.1
OG0013028	Om001G018230	XP_013697991.2, XP_048598266.1, XP_013694970.1
OG0013029	Om007G313650	XP_013743541.2, XP_013717053.1
OG0013030	Om008G328330	XP_013651890.1, XP_048631744.1, XP_013747837.2, XP_048610395.1
OG0013031	Om008G328590	XP_013692149.1, XP_048635449.1
OG0013032	Om008G328840	XP_013687776.1, XP_048634627.1
OG0013033	Om008G328820	XP_013687779.2, XP_013727391.2
OG0013034	Om008G328980	XP_048631739.1, XP_013647849.2
OG0013035	Om008G329340	XP_013683633.3
OG0013036	Om008G329470	XP_048611167.1, XP_013744910.2
OG0013037	Om002G051490	XP_022575606.1, XP_013698404.1
OG0013038	Om002G051660	XP_048615284.1, XP_022575596.1
OG0013040	Om002G052280	XP_022575576.1, XP_013750385.1
OG0013041	Om002G052290	XP_022559238.1, XP_013750383.3
OG0013042	Om002G052650	XP_022575559.2, XP_013750404.1
OG0013044	Om003G114240	XP_013671541.2, XP_013739115.2
OG0013045	Om002G052940	XP_013724078.1, XP_013646427.2
OG0013046	Om002G052990	XP_048615264.1, XP_013703399.2
OG0013047	Om002G053010	XP_048635966.1, XP_013646425.2, XP_013724077.2
OG0013048	Om002G053020	XP_022555184.1, XP_022572020.2
OG0013049	Om002G053250	XP_048632323.1, XP_048606165.1
OG0013050	Om002G053270	XP_013750301.2, XP_013672791.1
OG0013051	Om006G241150	XP_048608052.1, XP_013730671.1
OG0013052	Om002G053720	XP_013676503.1, XP_013730914.2
OG0013053	Om002G053740	XP_013684725.1, XP_013648154.2
OG0013054	Om002G053790	XP_048608873.1, XP_022572043.2
OG0013055	Om002G054020	XP_048615231.1, XP_013750331.1, XP_013750241.2
OG0013056	Om005G190080	XP_013645421.1, XP_013693475.1
OG0013057	Om002G054560	XP_048635932.1, XP_022558387.1
OG0013058	Om002G055040	XP_048615214.1, XP_022575502.1
OG0013059	Om002G055070, Om006G249590	XP_013750082.2, XP_022575499.2
OG0013060	Om002G055630	XP_013697392.1, XP_048632339.1
OG0013061	Om002G055640	XP_013750115.1, XP_022575484.1
OG0013062	Om002G055700	XP_013711745.1, XP_013750117.1
OG0013063	Om002G055750	NP_001303039.1, XP_013750121.1, XP_013749970.1
OG0013064	Om007G280790	XP_013748763.2, XP_048636780.1
OG0013065	Om002G056000	XP_013696603.1, XP_048632345.1, XP_013713789.2
OG0013066	Om001G021880	XP_013707772.1, XP_013738209.2
OG0013067	Om008G333720	XP_013643851.1, XP_048609449.1, XP_013748243.1, XP_013746263.2
OG0013068	Om003G107780	XP_013641945.1, XP_013702911.2
OG0013070	Om003G106960	XP_048598679.1, XP_013712203.1
OG0013071	Om003G109500	XP_048631918.1, XP_013684026.2
OG0013072	Om003G109110	XP_013684020.1, XP_022571836.1
OG0013073	Om005G198370	XP_048625428.1, XP_022569508.2
OG0013074	Om003G110150	XP_013718812.3, XP_022566070.1
OG0013075	Om003G110320	XP_013707803.2, XP_013717776.2
OG0013076	Om003G110340, Om003G110450	XP_013684005.1, XP_013683946.2
OG0013077	Om003G110810	XP_048606857.1, XP_013683948.2
OG0013078	Om003G111380	XP_013683999.1, XP_013683953.1
OG0013079	Om003G111880	XP_013680896.1, XP_022554969.1
OG0013080	Om002G075100	XP_013700328.2, XP_013671137.1
OG0013081	Om003G112020	XP_013671077.1, XP_013683306.1
OG0013082	Om003G112160	XP_013683317.1, XP_013640537.1
OG0013083	Om003G112260	XP_013671089.1, XP_013698740.2
OG0013084	Om003G112630	XP_048608341.1, XP_013640548.1
OG0013085	Om003G112860	XP_013647341.2, XP_013720113.1
OG0013087	Om003G113090	XP_013710124.2, XP_013676321.2
OG0013088	Om003G113190	XP_013732622.2, XP_013712166.1
OG0013089	Om003G113360	XP_013686464.2, XP_013642865.1
OG0013090	Om003G113490	XP_013683359.1, XP_022554647.1
OG0013091	Om003G113980	XP_013741659.1, XP_013701183.2, XP_022559684.2
OG0013092	Om003G114230	XP_013709592.1, XP_013726782.1
OG0013093	Om003G115040	XP_048624840.1, XP_013666798.3
OG0013094	Om001G021420	XP_048598943.1, XP_048600254.1
OG0013095	Om003G115710	XP_013676248.3, XP_013686113.2
OG0013096	Om003G115700	XP_013686130.2, XP_013676249.2
OG0013098	Om003G115620	XP_048607652.1, XP_048603454.1
OG0013099	Om003G115570	XP_013676251.2, XP_013686182.2
OG0013100	Om003G115560	XP_013686193.2, XP_013676252.2
OG0013101	Om003G115530	XP_013686206.2, XP_013676253.2
OG0013102	Om003G115900	XP_013740350.1, XP_013740384.1
OG0013103	Om003G115970	XP_013676240.2, XP_013685991.2
OG0013104	Om003G116140	XP_013640716.1, XP_013740352.1
OG0013105	Om001G033260	XP_013724875.1, XP_013664403.2
OG0013106	Om003G116460	XP_013665719.2, XP_013717249.1
OG0013107	Om003G116540	XP_013666731.1, XP_013686505.1
OG0013108	Om003G116550	XP_013666732.1, XP_013686507.1
OG0013109	Om003G116560	XP_013686509.1, XP_013666730.1
OG0013110	Om003G116600	XP_048627420.1, XP_048627190.1, XP_013705221.2, XP_013717153.2
OG0013111	Om003G116610	XP_048627421.1, XP_013705192.2, XP_048627193.1, XP_048607419.1
OG0013113	Om003G117070	XP_013717292.2, XP_048607333.1
OG0013114	Om001G018850	XP_013724518.2, XP_013741968.2
OG0013115	Om003G117090	XP_048598806.1, XP_013726200.2
OG0013116	Om003G117500	XP_013640679.2, XP_022568487.2
OG0013117	Om003G117670	XP_013686901.1, XP_013666916.1
OG0013118	Om003G117740	XP_013698076.1, XP_013686887.1
OG0013119	Om003G118110	XP_013745080.1, XP_013693669.1
OG0013120	Om003G118320	XP_013725363.3, XP_013714510.1
OG0013121	Om003G118420	XP_013693432.2, XP_022565803.1
OG0013122	Om003G118650	XP_013714477.1, XP_013725369.1
OG0013123	Om003G119040	XP_013734036.1, XP_013666982.1
OG0013124	Om006G249670	XP_013667039.2, XP_013712817.1
OG0013125	Om006G249580, Om002G075850, Om002G075870	XP_013695391.1, XP_048598888.1
OG0013126	Om006G249560	XP_013696968.2, XP_022570303.2
OG0013127	Om006G249460	XP_048598117.1, XP_013714163.2
OG0013128	Om006G249450	XP_013684628.1
OG0013129	Om006G249240	XP_013674632.1, XP_013727653.2
OG0013130	Om006G248570	XP_013686309.2, XP_048598905.1
OG0013131	Om006G248430	XP_013683120.2, XP_048603034.1
OG0013132	Om006G248120	XP_013713997.2, XP_048606611.1
OG0013133	Om006G248100	XP_013722236.1, XP_048598913.1
OG0013134	Om003G107060	XP_022573738.1, XP_013671337.2
OG0013135	Om006G237640	XP_022563256.2, XP_048617953.1
OG0013136	Om007G313260	XP_048591257.1, XP_013644251.1
OG0013137	Om004G161530	XP_013666062.3, XP_048625193.1, XP_022564967.1
OG0013138	Om004G161590	XP_013667940.2, XP_022565427.1
OG0013139	Om004G161610	XP_022549294.1, XP_013667948.1
OG0013140	Om004G162010	XP_013728200.2, XP_022554323.1, XP_048625199.1, XP_048598324.1
OG0013141	Om004G162140	XP_048598328.1, XP_013667989.3
OG0013142	Om004G162200	XP_013665486.2, XP_022549305.1
OG0013143	Om004G162400	XP_013727121.2, XP_013720721.1
OG0013144	Om004G162420	XP_013720821.1, XP_013727176.2
OG0013145	Om004G162530	XP_048607884.1, XP_013716523.2
OG0013146	Om004G162550	XP_013720741.3, XP_013668008.2
OG0013147	Om004G162680	XP_013668004.2, XP_013720797.1
OG0013148	Om004G163130	XP_048625598.1, XP_048607868.1
OG0013149	Om004G163200	XP_013720732.1, XP_013727123.2
OG0013150	Om004G163380	XP_013726124.1, XP_013653795.1
OG0013151	Om004G163440	XP_048598352.1
OG0013152	Om004G163470	XP_048598354.1, XP_013720760.1
OG0013153	Om004G163670	XP_048607859.1, XP_013726187.1
OG0013154	Om004G163860	XP_013668071.2, XP_013687383.1
OG0013155	Om004G163880	XP_013668075.2, XP_013687387.2
OG0013156	Om004G164050	XP_013668082.1, XP_013687402.2
OG0013157	Om004G164060	XP_013687401.1, XP_013668081.1
OG0013158	Om004G164700	XP_013668116.2, XP_013712048.1, XP_022554275.1
OG0013159	Om004G164730	XP_048602746.1, XP_022551455.2, XP_013678928.1
OG0013160	Om004G165820	XP_048626281.1, XP_013714678.2, XP_013678715.2
OG0013161	Om004G166340	XP_013680301.1, XP_048625210.1
OG0013162	Om004G166370	XP_013737508.2, XP_013715278.2
OG0013163	Om004G166750	XP_022555431.2, XP_048625181.1
OG0013164	Om004G166840	XP_013680317.1, XP_013726874.2
OG0013165	Om004G166860	XP_013715571.2, XP_013741386.1
OG0013166	Om004G166990	XP_013680322.1, XP_013726898.2
OG0013167	Om004G167140	XP_022569890.1, XP_013715482.2
OG0013168	Om004G167160	XP_013715639.2, XP_022569894.1
OG0013169	Om004G167180	XP_048603365.1, XP_048602693.1
OG0013170	Om004G167230	XP_013692115.2, XP_048602691.1
OG0013171	Om004G167480	XP_013702320.1, XP_048598440.1
OG0013172	Om006G237900	XP_048626908.1, XP_048617950.1, XP_013643510.1
OG0013173	Om004G167730	XP_048623114.1, XP_048598443.1
OG0013174	Om004G167930	XP_013715244.2, XP_013686298.2
OG0013175	Om004G167940	XP_048623128.1, XP_048598463.1
OG0013176	Om004G168320	XP_048624874.1, XP_013680386.2
OG0013177	Om004G168380	XP_013740116.2, XP_013678934.2
OG0013178	Om004G168400	XP_013715614.3, XP_048623165.1
OG0013179	Om004G169110	XP_013715630.2, XP_013643247.2
OG0013180	Om006G235940	XP_048629531.1, XP_013678284.2, XP_013727972.2
OG0013181	Om004G169290	XP_048607793.1, XP_048624766.1
OG0013182	Om001G000170	XP_013737308.3, XP_022562816.1
OG0013183	Om001G000400	XP_013724748.2, XP_048637937.1
OG0013184	Om001G000590	XP_048618871.1, XP_022572490.2
OG0013185	Om001G000690, Om001G000780	XP_048601413.1, XP_013711733.1, XP_013642698.2
OG0013186	Om001G000700, Om001G000490	XP_013737287.2, XP_022561843.2
OG0013187	Om001G001250, Om001G001140	XP_013707666.1, XP_013737272.2
OG0013188	Om001G001850	XP_048594678.1, XP_048622553.1
OG0013189	Om001G001930, Om005G179930	XP_022562876.2, XP_048632805.1
OG0013190	Om001G001940	XP_013703114.2, XP_013737240.2
OG0013191	Om008G359130	XP_013677071.2, XP_048603842.1
OG0013192	Om001G002540	XP_013652702.2
OG0013193	Om001G002670	XP_013728088.1, XP_013700941.2
OG0013194	Om001G002800	XP_013700507.3, XP_013728078.1
OG0013195	Om001G002850	NP_001302870.1, XP_048630037.1, XP_048632816.1
OG0013196	Om001G002930	XP_013726662.1, XP_048601458.1
OG0013197	Om001G003040	XP_013727422.1, XP_013719490.1
OG0013198	Om001G003340	XP_048638565.1, XP_013719504.1
OG0013199	Om001G003390	XP_013719492.2, XP_048638576.1
OG0013200	Om001G003410	XP_013668956.2, XP_013719437.1
OG0013201	Om001G004030	XP_048601471.1, XP_013668998.2
OG0013202	Om001G005530	XP_048632357.1, XP_013660916.1
OG0013203	Om003G120550	XP_013711948.2, XP_048597176.1
OG0013204	Om001G005540	XP_013660917.1, XP_013734536.2
OG0013205	Om001G038160	XP_013723030.2, XP_013665329.2
OG0013206	Om001G006210	XP_022568647.2, XP_048601510.1
OG0013207	Om001G007030	XP_022575082.1, XP_013724588.2, XP_048627137.1
OG0013208	Om001G007110	XP_022563444.2, XP_013737247.1, XP_048601554.1
OG0013209	Om001G007540	XP_013728435.1, XP_048626643.1, XP_048594725.1
OG0013210	Om001G008400	XP_013731851.1, XP_048596572.1
OG0013211	Om001G008760	XP_013734011.2, XP_013671456.2
OG0013212	Om005G208630	XP_013701614.2, XP_013728856.2
OG0013213	Om001G009020	XP_013733995.1, XP_048596691.1
OG0013214	Om001G009320	XP_022546467.1, XP_013701218.2
OG0013216	Om001G011010	XP_048619031.1, XP_013740733.2
OG0013217	Om001G011080	XP_048619038.1, XP_013735061.2
OG0013218	Om001G011220	XP_013735056.1, XP_048600070.1, XP_013711870.3
OG0013219	Om001G011240	XP_013735051.2, XP_013705228.2
OG0013220	Om001G011600	XP_048600081.1, XP_013711456.2
OG0013221	Om001G011720	XP_013662268.2, XP_048613044.1
OG0013222	Om001G011910	XP_048613048.1, XP_048594974.1, XP_048635512.1, XP_022556359.2, XP_013723166.2, XP_048615144.1
OG0013223	Om001G012190	XP_048617690.1, XP_013717502.2
OG0013224	Om001G012280	XP_022572545.2, XP_013672541.1, XP_013736946.1
OG0013225	Om006G241790	XP_048627548.1, XP_048608065.1
OG0013226	Om007G286730	XP_013642048.2, XP_013739988.1
OG0013227	Om004G169420	XP_013715210.2, XP_022566175.1
OG0013228	Om001G012500	XP_013717479.1, XP_048617703.1
OG0013229	Om001G013020	XP_022559393.1, XP_022575224.2
OG0013230	Om001G013050	XP_013730847.1, XP_013732509.2
OG0013231	Om001G013260	XP_048594943.1, XP_048617782.1
OG0013232	Om001G013380	XP_013662183.1, XP_013640273.1
OG0013233	Om001G013460	XP_013639879.1, XP_013713835.1
OG0013234	Om001G013620	XP_013639884.2
OG0013235	Om001G013780	XP_013721011.1, XP_048596244.1
OG0013236	Om001G014090	XP_048636290.1, XP_013720003.1
OG0013237	Om001G014130	XP_013749268.1, XP_013720062.1
OG0013238	Om001G014710	XP_013728266.1
OG0013239	Om001G015160	XP_013676410.1, XP_013693051.2
OG0013240	Om002G051560	XP_013648097.1, XP_048632307.1
OG0013241	Om007G291590	XP_048613023.1, XP_013705272.1, XP_013647471.1
