Orthogroup	Odontarrhena_muralis	Cardamine_amara
OG0016673	Om001G029830	evm.model.RL_2.2792
OG0016675	Om001G030880	evm.model.RL_2.2858
OG0016676	Om001G030970	evm.model.RL_2.2866
OG0016677	Om001G031030	evm.model.RL_2.2871
OG0016679	Om001G032330	evm.model.RL_2.2941
OG0016681	Om001G033270	evm.model.RL_2.3000
OG0016682	Om007G291860	evm.model.RL_5.2821
OG0016683	Om007G292160	evm.model.RL_5.2804
OG0016684	Om007G292240	evm.model.RL_5.2798
OG0016685	Om007G292260	evm.model.RL_5.2796
OG0016686	Om007G277010	evm.model.RL_5.2735
OG0016687	Om007G276940	evm.model.RL_5.2725
OG0016688	Om007G291080	evm.model.RL_2.645
OG0016689	Om005G196890	evm.model.RL_3.762
OG0016690	Om005G216400	evm.model.RL_3.743
OG0016692	Om005G216950	evm.model.RL_3.690
OG0016693	Om011G365870, Om005G218240	evm.model.RL_3.659
OG0016694	Om005G218720	evm.model.RL_3.577
OG0016695	Om005G218890	evm.model.RL_3.564
OG0016697	Om005G219520	evm.model.RL_3.542
OG0016699	Om005G220700	evm.model.RL_3.465
OG0016700	Om005G220730	evm.model.RL_3.464
OG0016701	Om005G220860	evm.model.RL_3.463
OG0016702	Om005G221610	evm.model.RL_3.388
OG0016703	Om005G222070	evm.model.RL_3.421_evm.model.RL_3.420
OG0016704	Om005G224070	evm.model.RL_3.278
OG0016706	Om006G274990	evm.model.RL_7.2631
OG0016708	Om006G274550	evm.model.RL_7.2583
OG0016709	Om006G274140	evm.model.RL_7.2543
OG0016712	Om006G273460	evm.model.RL_7.2472
OG0016713	Om006G272940	evm.model.RL_7.2440
OG0016715	Om006G272380	evm.model.RL_7.2376
OG0016716	Om006G272170	evm.model.RL_7.2360
OG0016717	Om006G271030	evm.model.RL_7.2251
OG0016718	Om006G269670	evm.model.RL_7.2226
OG0016719	Om006G269850	evm.model.RL_2.7
OG0016720	Om006G270480	evm.model.RL_7.2198
OG0016721	Om006G269340	evm.model.RL_7.2091
OG0016722	Om002G073110	evm.model.RL_1.2297
OG0016725	Om005G212920	evm.model.RL_3.1087
OG0016726	Om005G213110	evm.model.RL_3.1078
OG0016727	Om005G213320	evm.model.RL_3.1048
OG0016729	Om005G213740	evm.model.RL_3.1007
OG0016730	Om005G214420	evm.model.RL_3.970
OG0016731	Om005G214960	evm.model.RL_3.943
OG0016733	Om005G215270	evm.model.RL_3.900
OG0016734	Om005G215440	evm.model.RL_3.800
OG0016735	Om005G215580	evm.model.RL_3.869
OG0016736	Om005G215750	evm.model.RL_3.797
OG0016737	Om005G218140, Om011G365300	evm.model.RL_3.647
OG0016738	Om005G215830	evm.model.RL_3.775
OG0016739	Om005G228930	evm.model.RL_3.8
OG0016740	Om005G228880	evm.model.RL_3.12
OG0016741	Om005G228510	evm.model.RL_3.36
OG0016742	Om005G225330	evm.model.RL_3.208
OG0016743	Om005G225140	evm.model.RL_3.218
OG0016744	Om005G224610	evm.model.RL_3.255
OG0016745	Om005G224500	evm.model.RL_3.264
OG0016746	Om005G224530	evm.model.RL_3.260
OG0016747	Om002G056260	evm.model.RL_1.1153
OG0016748	Om001G017030	evm.model.RL_2.2093
OG0016749	Om002G065310	evm.model.RL_2.2127
OG0016752	Om008G329250	evm.model.RL_6.2195
OG0016753	Om002G051630	evm.model.RL_1.821
OG0016754	Om002G052150	evm.model.RL_1.861
OG0016756	Om002G052440	evm.model.RL_1.888
OG0016758	Om004G174450	evm.model.RL_4.3202
OG0016759	Om002G052860	evm.model.RL_1.912
OG0016760	Om002G053230	evm.model.RL_1.946
OG0016761	Om002G053710	evm.model.RL_1.974
OG0016762	Om002G054290	evm.model.RL_1.1012
OG0016763	Om004G166190	evm.model.RL_4.2587
OG0016764	Om002G054890	evm.model.RL_1.1052
OG0016765	Om002G079390	evm.model.RL_1.2617
OG0016766	Om006G233640	evm.model.RL_8.2461
OG0016767	Om003G107120	evm.model.RL_8.985
OG0016769	Om003G101060	evm.model.RL_8.1104.1.687c8559
OG0016770	Om003G111390	evm.model.RL_8.1145
OG0016772	Om003G111480	evm.model.RL_8.1203
OG0016774	Om003G112920	evm.model.RL_8.1275
OG0016775	Om003G112940	evm.model.RL_8.1277
OG0016776	Om003G113000	evm.model.RL_8.1283
OG0016778	Om003G113280	evm.model.RL_8.1312
OG0016779	Om003G113370	evm.model.RL_8.1318
OG0016780	Om006G252220	evm.model.RL_8.1370
OG0016782	Om004G152650, Om003G114350	evm.model.RL_8.1403
OG0016783	Om003G115060	evm.model.RL_8.1445
OG0016784	Om003G117050	evm.model.RL_8.1613
OG0016785	Om003G117990	evm.model.RL_8.1665
OG0016786	Om003G118630	evm.model.RL_8.1707
OG0016787	Om006G250400	evm.model.RL_8.1734.1.687c855d
OG0016788	Om006G250100	evm.model.RL_8.1759
OG0016789	Om006G249720	evm.model.RL_8.1787.5.687c855d
OG0016790	Om006G249350	evm.model.RL_8.1819.1.687c855e
OG0016791	Om006G249260	evm.model.RL_8.1825
OG0016792	Om006G248340	evm.model.RL_8.1868
OG0016793	Om004G162320	evm.model.RL_4.2349
OG0016794	Om004G163520	evm.model.RL_4.2432
OG0016795	Om004G163760	evm.model.RL_4.2445
OG0016796	Om004G164030	evm.model.RL_4.2458
OG0016797	Om004G164270	evm.model.RL_4.2471
OG0016798	Om004G164560	evm.model.RL_4.2488
OG0016799	Om004G164660	evm.model.RL_4.2497.1.687c86d9
OG0016800	Om004G164740	evm.model.RL_4.2507, evm.model.RL_4.2503
OG0016801	Om004G165010	evm.model.RL_4.2514
OG0016802	Om004G165420	evm.model.RL_4.2534
OG0016803	Om004G165670	evm.model.RL_4.2548
OG0016804	Om004G165680	evm.model.RL_4.2549
OG0016805	Om004G165990	evm.model.RL_4.2572
OG0016806	Om004G166170	evm.model.RL_4.2585
OG0016807	Om004G166830	evm.model.RL_4.2646
OG0016808	Om004G166960	evm.model.RL_4.2655
OG0016809	Om004G167050	evm.model.RL_4.2663
OG0016810	Om004G167090	evm.model.RL_4.2667
OG0016811	Om004G167100	evm.model.RL_4.2668
OG0016812	Om004G167740	evm.model.RL_4.2718
OG0016813	Om004G167990	evm.model.RL_4.2744
OG0016814	Om004G168050	evm.model.RL_4.2750
OG0016815	Om004G168090	evm.model.RL_4.2753
OG0016816	Om004G168940	evm.model.RL_4.2811
OG0016817	Om001G001500	evm.model.RL_2.1366
OG0016818	Om001G001770	evm.model.RL_2.1371
OG0016819	Om001G001980	evm.model.RL_2.1387
OG0016820	Om001G002650	evm.model.RL_2.1421
OG0016821	Om001G003250	evm.model.RL_2.1460
OG0016822	Om001G003730	evm.model.RL_2.1480
OG0016823	Om001G004080	evm.model.RL_2.1493
OG0016824	Om001G004590, Om001G004580	evm.model.RL_2.1522
OG0016825	Om001G005560	evm.model.RL_2.1563
OG0016826	Om001G005580	evm.model.RL_2.1565
OG0016827	Om001G005910	evm.model.RL_2.1577
OG0016828	Om001G006060	evm.model.RL_2.1585
OG0016829	Om001G006660	evm.model.RL_2.1613
OG0016830	Om001G006960	evm.model.RL_2.1629
OG0016831	Om001G007400	evm.model.RL_2.1652
OG0016832	Om001G007800	evm.model.RL_2.1676
OG0016833	Om001G008110	evm.model.RL_2.1694
OG0016834	Om001G008940	evm.model.RL_2.1738
OG0016835	Om001G012350	evm.model.RL_5.2616
OG0016836	Om001G012930	evm.model.RL_5.2563
OG0016837	Om001G013090	evm.model.RL_5.2554
OG0016838	Om001G013490	evm.model.RL_5.2526
OG0016839	Om001G013530	evm.model.RL_5.2520
OG0016840	Om001G014280	evm.model.RL_5.2448
OG0016841	Om003G092720	evm.model.RL_2.632
OG0016842	Om001G015030	evm.model.RL_5.2317
OG0016843	Om001G016590	evm.model.RL_5.2383.2.687c88bb
OG0016844	Om001G016700	evm.model.RL_5.2391
OG0016845	Om006G248320	evm.model.RL_8.1869
OG0016846	Om007G287130	evm.model.RL_5.2247
OG0016847	Om007G287230	evm.model.RL_5.2259
OG0016848	Om007G287280	evm.model.RL_5.2262
OG0016849	Om007G287300	evm.model.RL_5.2264
OG0016850	Om007G287370	evm.model.RL_5.3126
OG0016851	Om007G287380	evm.model.RL_5.3128.1.687c88c0
OG0016852	Om007G287550	evm.model.RL_5.2298
OG0016853	Om007G288180	evm.model.RL_5.3105
OG0016854	Om007G287920	evm.model.RL_5.3124
OG0016855	Om007G288670	evm.model.RL_5.3064
OG0016858	Om007G289160	evm.model.RL_5.3031
OG0016860	Om007G290130	evm.model.RL_5.2960
OG0016861	Om001G023110	evm.model.RL_6.468
OG0016863	Om007G290220	evm.model.RL_5.2951
OG0016864	Om007G290260	evm.model.RL_5.2913
OG0016866	Om007G291120	evm.model.RL_5.2883
OG0016867	Om007G291260	evm.model.RL_5.2873
OG0016868	Om007G291390	evm.model.RL_5.2860
OG0016869	Om001G034820	evm.model.RL_2.3077
OG0016871	Om001G035400	evm.model.RL_2.3109
OG0016872	Om001G035970	evm.model.RL_2.3152.1.687c86e8
OG0016873	Om001G036740	evm.model.RL_2.3192
OG0016874	Om001G037050	evm.model.RL_2.3214
OG0016875	Om001G037450	evm.model.RL_2.3236
OG0016877	Om001G039110	evm.model.RL_2.3311
OG0016878	Om001G039520	evm.model.RL_2.3334
OG0016879	Om001G039800	evm.model.RL_2.3361
OG0016880	Om001G039900	evm.model.RL_2.3371
OG0016881	Om001G040070	evm.model.RL_2.3379
OG0016882	Om001G040200	evm.model.RL_2.3384
OG0016883	Om001G040760	evm.model.RL_2.3415
OG0016884	Om001G040960	evm.model.RL_2.3433
OG0016885	Om001G041240	evm.model.RL_2.3447
OG0016886	Om001G041350	evm.model.RL_2.3455
OG0016887	Om001G041580	evm.model.RL_2.3473
OG0016888	Om001G041610	evm.model.RL_2.3476
OG0016889	Om001G041770	evm.model.RL_2.3489
OG0016890	Om001G041860	evm.model.RL_2.3496
OG0016891	Om001G041890	evm.model.RL_2.3500
OG0016893	Om008G341500	evm.model.RL_2.586
OG0016895	Om007G314180	evm.model.RL_2.455.1.687c86e0
OG0016896	Om007G314160	evm.model.RL_2.447
OG0016897	Om004G132060	evm.model.RL_2.295
OG0016899	Om007G315480	evm.model.RL_2.291
OG0016900	Om007G316120	evm.model.RL_2.248
OG0016901	Om007G316190	evm.model.RL_2.242
OG0016903	Om005G188670	evm.model.RL_5.879
OG0016904	Om002G042510	evm.model.RL_1.53
OG0016906	Om007G292540	evm.model.RL_5.2774.1.687c88bd
OG0016907	Om008G347920	evm.model.RL_8.898
OG0016908	Om008G345310	evm.model.RL_8.910
OG0016909	Om006G266110	evm.model.RL_7.1660
OG0016911	Om008G340780	evm.model.RL_6.1465
OG0016912	Om008G340940	evm.model.RL_6.1452
OG0016913	Om008G341140	evm.model.RL_4.551.1.687c86cf
OG0016915	Om008G341960	evm.model.RL_4.630
OG0016916	Om008G342920	evm.model.RL_4.1021
OG0016919	Om008G346440	evm.model.RL_8.784
OG0016920	Om008G350550	evm.model.RL_8.693
OG0016921	Om008G351540	evm.model.RL_8.638
OG0016922	Om008G353170	evm.model.RL_8.546
OG0016923	Om008G353610	evm.model.RL_8.511
OG0016924	Om008G353680	evm.model.RL_8.506
OG0016925	Om008G354680	evm.model.RL_8.432
OG0016926	Om008G355170	evm.model.RL_8.416
OG0016927	Om008G355460	evm.model.RL_8.402.1.687c97bc
OG0016928	Om005G186320	evm.model.RL_5.693
OG0016929	Om008G356210	evm.model.RL_4.411
OG0016930	Om008G358590	evm.model.RL_4.265
OG0016931	Om002G059260	evm.model.RL_1.1361
OG0016932	Om003G106020	evm.model.RL_2.637
OG0016933	Om004G175230	evm.model.RL_4.35
OG0016934	Om008G362770	evm.model.RL_4.25
OG0016935	Om008G362230	evm.model.RL_4.69
OG0016936	Om005G212740	evm.model.RL_2.577
OG0016937	Om003G106160	evm.model.RL_2.621
OG0016938	Om003G100280	evm.model.RL_4.46
OG0016939	Om005G190830	evm.model.RL_2.623
OG0016941	Om002G075920	evm.model.RL_1.2451
OG0016942	Om002G075960	evm.model.RL_1.2453
OG0016943	Om003G106110	evm.model.RL_2.628
OG0016944	Om002G077330	evm.model.RL_1.2523
OG0016945	Om003G106760	evm.model.RL_2.606
OG0016946	Om003G105900	evm.model.RL_2.639
OG0016947	Om003G104740	evm.model.RL_2.797
OG0016948	Om003G104410	evm.model.RL_2.816
OG0016949	Om003G103960	evm.model.RL_2.856
OG0016950	Om003G103780	evm.model.RL_2.873
OG0016951	Om003G103470	evm.model.RL_2.913
OG0016952	Om003G103350	evm.model.RL_2.927
OG0016953	Om003G102270	evm.model.RL_2.1017
OG0016954	Om003G102240	evm.model.RL_2.1019
OG0016955	Om003G102220	evm.model.RL_2.1021
OG0016956	Om003G102150	evm.model.RL_2.1025
OG0016958	Om003G101520	evm.model.RL_2.1068
OG0016959	Om007G316220	evm.model.RL_2.239
OG0016960	Om007G316250	evm.model.RL_2.237
OG0016961	Om006G229080	evm.model.RL_8.2856
OG0016962	Om007G317010	evm.model.RL_2.34
OG0016963	Om007G317320	evm.model.RL_2.58
OG0016964	Om007G318340	evm.model.RL_2.146
OG0016965	Om007G318300	evm.model.RL_2.151
OG0016966	Om007G318260	evm.model.RL_2.156
OG0016967	Om007G318230	evm.model.RL_2.167
OG0016968	Om001G023340	evm.model.RL_2.177
OG0016969	Om007G318380	evm.model.RL_2.178
OG0016970	Om006G242150	evm.model.RL_8.228
OG0016971	Om008G318650	evm.model.RL_6.2960
OG0016972	Om008G318690	evm.model.RL_6.2958
OG0016973	Om006G239980	evm.model.RL_6.2934
OG0016974	Om008G319280	evm.model.RL_6.2905
OG0016975	Om008G319480	evm.model.RL_6.2894
OG0016976	Om008G320190	evm.model.RL_6.2835
OG0016977	Om008G320260	evm.model.RL_6.2827
OG0016978	Om008G320650	evm.model.RL_6.2801
OG0016979	Om008G321120	evm.model.RL_6.2767
OG0016980	Om008G322120	evm.model.RL_6.2683
OG0016981	Om008G322730	evm.model.RL_6.2633
OG0016983	Om008G323990	evm.model.RL_6.2533
OG0016984	Om008G324120	evm.model.RL_6.2522
OG0016985	Om008G324300	evm.model.RL_6.2515
OG0016986	Om003G123690	evm.model.RL_7.415
OG0016987	Om008G325350	evm.model.RL_6.2459
OG0016988	Om008G325560	evm.model.RL_6.2443
OG0016989	Om008G326080	evm.model.RL_6.2412
OG0016991	Om008G327850	evm.model.RL_6.2287
OG0016992	Om008G327980	evm.model.RL_6.2274
OG0016993	Om004G177050	evm.model.RL_4.3410
OG0016994	Om004G177040	evm.model.RL_4.3409
OG0016995	Om004G176960	evm.model.RL_4.3402
OG0016996	Om004G176780	evm.model.RL_4.3386
OG0016997	Om004G176740	evm.model.RL_4.3382
OG0016998	Om004G176710	evm.model.RL_4.3380.4.687c86de
OG0016999	Om004G176680	evm.model.RL_4.3377
OG0017000	Om004G176410	evm.model.RL_4.3352
OG0017001	Om004G176380	evm.model.RL_4.3349
OG0017002	Om004G176080	evm.model.RL_4.3329
OG0017003	Om004G175870	evm.model.RL_4.3316
OG0017004	Om004G175910	evm.model.RL_4.3315
OG0017005	Om004G175730	evm.model.RL_4.3301
OG0017006	Om004G175240	evm.model.RL_4.3261
OG0017007	Om004G174330	evm.model.RL_4.3189
OG0017008	Om004G173390	evm.model.RL_4.3124
OG0017009	Om006G241170	evm.model.RL_4.1683
OG0017010	Om006G241930	evm.model.RL_4.1624
OG0017011	Om006G242070	evm.model.RL_4.1610
OG0017012	Om006G242010	evm.model.RL_4.1614.4.687c86d4
OG0017013	Om006G242760	evm.model.RL_4.1561
OG0017014	Om006G242920	evm.model.RL_4.1550
OG0017015	Om006G243740	evm.model.RL_4.1481
OG0017016	Om006G244130	evm.model.RL_4.1456
OG0017017	Om006G244270	evm.model.RL_4.1445
OG0017018	Om006G245550	evm.model.RL_8.2068
OG0017019	Om006G246030	evm.model.RL_8.2033
OG0017020	Om006G234630	evm.model.RL_8.2387
OG0017021	Om006G234010	evm.model.RL_8.2429
OG0017022	Om006G233850	evm.model.RL_8.2442
OG0017023	Om006G233540	evm.model.RL_8.2480
OG0017024	Om006G233440	evm.model.RL_8.2488
OG0017025	Om006G232550	evm.model.RL_8.2566
OG0017026	Om006G232370	evm.model.RL_8.2579
OG0017027	Om006G232290	evm.model.RL_8.2588
OG0017028	Om006G232130	evm.model.RL_8.2598
OG0017029	Om006G232120	evm.model.RL_8.2599
OG0017030	Om006G231680	evm.model.RL_8.2636
OG0017031	Om006G231600	evm.model.RL_8.2645
OG0017032	Om006G231430	evm.model.RL_8.2663
OG0017033	Om006G231270	evm.model.RL_8.2674
OG0017034	Om006G231180	evm.model.RL_8.2682
OG0017035	Om006G231020	evm.model.RL_8.2694
OG0017036	Om006G230980	evm.model.RL_8.2697.1.687c8563
OG0017037	Om006G230480	evm.model.RL_8.2736
OG0017038	Om006G230250	evm.model.RL_8.2754
OG0017039	Om006G229920	evm.model.RL_8.2784
OG0017041	Om006G229390	evm.model.RL_3.2140
OG0017042	Om006G229130	evm.model.RL_8.2850
OG0017043	Om006G229060	evm.model.RL_8.2858
OG0017044	Om004G157030	evm.model.RL_8.10
OG0017045	Om004G157470	evm.model.RL_8.52
OG0017046	Om004G158210	evm.model.RL_8.118
OG0017047	Om004G158480	evm.model.RL_8.144
OG0017048	Om004G158500	evm.model.RL_8.146
OG0017051	Om007G287360	evm.model.RL_5.3125
OG0017053	Om004G160010	evm.model.RL_8.276
OG0017054	Om007G293010	evm.model.RL_4.440
OG0017055	Om007G277700	evm.model.RL_4.497
OG0017056	Om007G277780	evm.model.RL_4.506
OG0017057	Om007G277790	evm.model.RL_4.507
OG0017058	Om007G277930	evm.model.RL_4.530
OG0017059	Om007G278980	evm.model.RL_6.1362
OG0017060	Om007G280000	evm.model.RL_6.1279
OG0017061	Om007G280040	evm.model.RL_6.1265
OG0017062	Om007G280370	evm.model.RL_6.1245
OG0017063	Om007G280880	evm.model.RL_6.1202
OG0017064	Om007G281170	evm.model.RL_6.1174
OG0017065	Om007G281410	evm.model.RL_6.1148
OG0017068	Om007G283100	evm.model.RL_6.998
OG0017069	Om007G283320	evm.model.RL_6.976
OG0017070	Om007G283400	evm.model.RL_6.969
OG0017071	Om007G283660	evm.model.RL_6.942
OG0017072	Om007G283940	evm.model.RL_6.912
OG0017073	Om007G283980	evm.model.RL_6.908
OG0017074	Om007G284350	evm.model.RL_6.876
OG0017075	Om007G285070	evm.model.RL_6.774
OG0017076	Om007G285250	evm.model.RL_6.751
OG0017077	Om007G285490	evm.model.RL_6.715
OG0017078	Om007G285520	evm.model.RL_6.725
OG0017079	Om007G285530	evm.model.RL_6.722
OG0017080	Om004G149450	evm.model.RL_6.577
OG0017081	Om007G297680	evm.model.RL_6.570
OG0017082	Om001G039460	evm.model.RL_6.556
OG0017085	Om004G132250	evm.model.RL_6.531
OG0017086	Om005G228250	evm.model.RL_2.26
OG0017087	Om004G150840	evm.model.RL_6.502
OG0017088	Om001G020670	evm.model.RL_2.2264
OG0017089	Om002G072620	evm.model.RL_2.2262
OG0017091	Om001G020200	evm.model.RL_2.2251.3.687c86e5
OG0017092	Om001G020190	evm.model.RL_2.2250
OG0017093	Om001G020070	evm.model.RL_2.2246
OG0017094	Om002G042480	evm.model.RL_1.50
OG0017095	Om002G042500	evm.model.RL_1.52
OG0017096	Om002G042390	evm.model.RL_1.41, evm.model.RL_1.42
OG0017097	Om002G042320	evm.model.RL_1.35.4.687c87e9
OG0017098	Om002G042110	evm.model.RL_1.21
OG0017099	Om002G042010	evm.model.RL_1.13
OG0017100	Om001G017790	evm.model.RL_2.2156
OG0017103	Om001G019080	evm.model.RL_2.2204
OG0017104	Om001G018730	evm.model.RL_2.2186
OG0017106	Om002G043500	evm.model.RL_1.132
OG0017107	Om006G263580, Om002G044140	evm.model.RL_1.199
OG0017108	Om002G044260	evm.model.RL_1.209
OG0017109	Om002G044290	evm.model.RL_1.212
OG0017111	Om002G044760	evm.model.RL_1.252
OG0017112	Om002G044980	evm.model.RL_1.264
OG0017113	Om002G045170	evm.model.RL_1.285
OG0017114	Om002G045710	evm.model.RL_1.322
OG0017115	Om002G046410	evm.model.RL_1.378
OG0017116	Om002G046580	evm.model.RL_1.393
OG0017117	Om002G046660	evm.model.RL_1.402
OG0017118	Om002G047300	evm.model.RL_1.446
OG0017119	Om002G047590	evm.model.RL_1.470
OG0017120	Om002G048150	evm.model.RL_1.514
OG0017123	Om002G048400	evm.model.RL_1.537
OG0017124	Om002G048420	evm.model.RL_1.539
OG0017125	Om002G049080	evm.model.RL_1.582
OG0017126	Om002G049130	evm.model.RL_1.586
OG0017127	Om002G049200	evm.model.RL_1.593
OG0017128	Om002G049530	evm.model.RL_1.627
OG0017129	Om002G049660	evm.model.RL_1.638
OG0017131	Om002G050120	evm.model.RL_1.683
OG0017132	Om002G050330	evm.model.RL_1.703
OG0017133	Om002G050470	evm.model.RL_1.717
OG0017134	Om002G050810	evm.model.RL_1.752
OG0017135	Om002G050840	evm.model.RL_1.755
OG0017136	Om002G051290	evm.model.RL_1.793
OG0017137	Om008G330100	evm.model.RL_6.2152
OG0017138	Om008G331250	evm.model.RL_6.2105
OG0017139	Om008G331710	evm.model.RL_6.2071
OG0017140	Om008G331740	evm.model.RL_6.2069
OG0017141	Om008G331820	evm.model.RL_6.2064
OG0017142	Om008G332370	evm.model.RL_6.2031
OG0017146	Om008G337610	evm.model.RL_6.1708
OG0017147	Om008G336670	evm.model.RL_6.1767
OG0017149	Om008G335530	evm.model.RL_6.1833
OG0017150	Om008G335140	evm.model.RL_6.1812
OG0017151	Om008G335080	evm.model.RL_6.1808
OG0017152	Om008G333760	evm.model.RL_6.1952
OG0017153	Om005G196030	evm.model.RL_5.1385
OG0017154	Om005G196250	evm.model.RL_5.1409, evm.model.RL_5.1410
OG0017155	Om005G196860	evm.model.RL_5.1452
OG0017157	Om005G197540	evm.model.RL_5.1503.1.687c88b4
OG0017158	Om005G198180	evm.model.RL_5.1546
OG0017159	Om005G198240	evm.model.RL_5.1556
OG0017160	Om005G198350	evm.model.RL_5.1567
OG0017161	Om005G198980	evm.model.RL_5.1599
OG0017162	Om005G199960	evm.model.RL_5.1666
OG0017163	Om005G199640	evm.model.RL_5.1639
OG0017164	Om005G200150	evm.model.RL_5.1680
OG0017165	Om005G200270	evm.model.RL_5.1689
OG0017166	Om005G200320	evm.model.RL_5.1694
OG0017167	Om005G200490	evm.model.RL_5.1706
OG0017168	Om005G200980	evm.model.RL_5.1748
OG0017169	Om005G201460	evm.model.RL_5.1779
OG0017170	Om005G201540	evm.model.RL_5.1790
OG0017171	Om003G096570	evm.model.RL_5.1976
OG0017172	Om005G203090	evm.model.RL_5.3652
OG0017173	Om005G203770	evm.model.RL_5.3603
OG0017174	Om005G203980	evm.model.RL_5.3590.1.687c88c3
OG0017175	Om005G204070	evm.model.RL_5.3588
OG0017176	Om005G204120	evm.model.RL_5.3583
OG0017177	Om005G204210	evm.model.RL_5.3574
OG0017178	Om005G204790	evm.model.RL_5.3530
OG0017180	Om005G205140	evm.model.RL_5.3502
OG0017181	Om005G205240	evm.model.RL_5.2677
OG0017182	Om005G205160	evm.model.RL_5.3493
OG0017183	Om005G205380	evm.model.RL_5.3481
OG0017184	Om005G205640	evm.model.RL_5.3463
OG0017185	Om005G205710	evm.model.RL_5.3452
OG0017186	Om004G144540	evm.model.RL_5.3385
OG0017187	Om004G144600	evm.model.RL_5.3379
OG0017189	Om004G145500	evm.model.RL_5.3312
OG0017190	Om004G146700	evm.model.RL_5.3258
OG0017191	Om004G147270	evm.model.RL_5.3224
OG0017192	Om002G048440	evm.model.RL_5.3200
OG0017195	Om001G008950	evm.model.RL_5.3138
OG0017196	Om004G151270	evm.model.RL_2.1956
OG0017197	Om005G211840, Om008G328680, Om008G328690	evm.model.RL_6.2233
OG0017199	Om007G286600	evm.model.RL_2.2072
OG0017200	Om001G021440	evm.model.RL_2.2295
OG0017202	Om004G154510	evm.model.RL_6.392
OG0017204	Om006G239180	evm.model.RL_6.332
OG0017206	Om004G152010	evm.model.RL_6.232
OG0017208	Om004G154170	evm.model.RL_6.170
OG0017209	Om004G154020	evm.model.RL_6.155
OG0017210	Om004G153540	evm.model.RL_6.111
OG0017211	Om004G153480	evm.model.RL_6.98
OG0017212	Om004G155990	evm.model.RL_6.61
OG0017213	Om004G156030	evm.model.RL_6.55
OG0017214	Om004G156140	evm.model.RL_6.44
OG0017215	Om004G156320	evm.model.RL_6.29
OG0017216	Om004G156370	evm.model.RL_6.26
OG0017217	Om005G195130	evm.model.RL_5.1319
OG0017218	Om005G194190	evm.model.RL_5.1257
OG0017219	Om005G193470	evm.model.RL_5.1203
OG0017221	Om005G192440	evm.model.RL_5.1146
OG0017222	Om005G192400	evm.model.RL_5.1143
OG0017223	Om005G192060	evm.model.RL_5.1121
OG0017224	Om005G190450	evm.model.RL_5.1013
OG0017225	Om005G190230	evm.model.RL_5.999
OG0017226	Om005G189610	evm.model.RL_5.951.1.687c88b0
OG0017227	Om005G189500	evm.model.RL_5.944
OG0017228	Om005G189460	evm.model.RL_5.940
