Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0016869	Om001G034820	Aa_G564350.h1.t1
OG0016871	Om001G035400	Aa_G514760.h1.t1
OG0016872	Om001G035970	Aa_G179380.h1.t1
OG0016873	Om001G036740	Aa_G223180.h1.t1
OG0016874	Om001G037050	Aa_G604710.h1.t1
OG0016875	Om001G037450	Aa_G590100.h1.t1
OG0016877	Om001G039110	Aa_G294420.h1.t1
OG0016878	Om001G039520	Aa_G503410.h1.t1
OG0016879	Om001G039800	Aa_G381710.h1.t1
OG0016880	Om001G039900	Aa_G693500.h1.t1
OG0016881	Om001G040070	Aa_G450580.h1.t1
OG0016882	Om001G040200	Aa_G374880.h1.t1
OG0016883	Om001G040760	Aa_G351940.h1.t1
OG0016884	Om001G040960	Aa_G137750.h1.t1
OG0016885	Om001G041240	Aa_G137930.h1.t1
OG0016887	Om001G041580	Aa_G676590.h1.t1
OG0016888	Om001G041610	Aa_G219230.h1.t1
OG0016889	Om001G041770	Aa_G219380.h1.t1
OG0016890	Om001G041860	Aa_G541030.h1.t1
OG0016891	Om001G041890	Aa_G487090.h1.t1
OG0016892	Om002G085090	Aa_G611580.h1.t1
OG0016893	Om008G341500	Aa_G325410.h1.t1
OG0016896	Om007G314160	Aa_G505950.h1.t1
OG0016897	Om004G132060	Aa_G245590.h1.t1
OG0016899	Om007G315480	Aa_G245550.h1.t1
OG0016901	Om007G316190	Aa_G779750.h1.t1
OG0016902	Om008G339420	Aa_G406020.h1.t1
OG0016903	Om005G188670	Aa_G165510.h1.t1
OG0016904	Om002G042510	Aa_G451690.h1.t1
OG0016906	Om007G292540	Aa_G194290.h1.t1
OG0016907	Om008G347920	Aa_G151080.h1.t1
OG0016908	Om008G345310	Aa_G151200.h1.t1
OG0016911	Om008G340780	Aa_G465710.h1.t1
OG0016912	Om008G340940	Aa_G113390.h1.t1
OG0016913	Om008G341140	Aa_G332210.h1.t1
OG0016914	Om008G341270	Aa_G32600.h1.t1
OG0016915	Om008G341960	Aa_G150380.h1.t1
OG0016916	Om008G342920	Aa_G652000.h1.t1
OG0016919	Om008G346440	Aa_G294840.h1.t1
OG0016920	Om008G350550	Aa_G36160.h1.t1
OG0016921	Om008G351540	Aa_G39300.h1.t1
OG0016922	Om008G353170	Aa_G94100.h1.t1
OG0016923	Om008G353610	Aa_G337950.h1.t1
OG0016926	Om008G355170	Aa_G41820.h1.t1
OG0016927	Om008G355460	Aa_G41960.h1.t1
OG0016928	Om005G186320	Aa_G368390.h1.t1
OG0016929	Om008G356210	Aa_G480000.h1.t1
OG0016930	Om008G358590	Aa_G176760.h1.t1
OG0016931	Om002G059260	Aa_G56300.h1.t1
OG0016932	Om003G106020	Aa_G70910.h1.t1
OG0016933	Om004G175230	Aa_G522850.h1.t1
OG0016934	Om008G362770	Aa_G63360.h1.t1
OG0016935	Om008G362230	Aa_G670360.h1.t1
OG0016936	Om005G212740	Aa_G63510.h1.t1
OG0016937	Om003G106160	Aa_G363040.h1.t1
OG0016938	Om003G100280	Aa_G162850.h1.t1
OG0016939	Om005G190830	Aa_G363010.h1.t1
OG0016940	Om003G106060	Aa_G70880.h1.t1
OG0016941	Om002G075920	Aa_G100.h1.t1
OG0016942	Om002G075960	Aa_G120.h1.t1
OG0016943	Om003G106110	Aa_G611610.h1.t1
OG0016944	Om002G077330	Aa_G196640.h1.t1
OG0016945	Om003G106760	Aa_G246600.h1.t1
OG0016946	Om003G105900	Aa_G70940.h1.t1
OG0016947	Om003G104740	Aa_G531590.h1.t1, Aa_G573130.h1.t1
OG0016948	Om003G104410	Aa_G413400.h1.t1
OG0016949	Om003G103960	Aa_G198060.h1.t1
OG0016950	Om003G103780	Aa_G79840.h1.t1
OG0016951	Om003G103470	Aa_G115750.h1.t1
OG0016952	Om003G103350	Aa_G250900.h1.t1
OG0016953	Om003G102270	Aa_G31150.h1.t1
OG0016955	Om003G102220	Aa_G31180.h1.t1
OG0016956	Om003G102150	Aa_G31290.h1.t1
OG0016957	Om003G101920	Aa_G795570.h1.t1
OG0016958	Om003G101520	Aa_G496660.h1.t1
OG0016959	Om007G316220	Aa_G460000.h1.t1
OG0016961	Om006G229080	Aa_G113790.h1.t1
OG0016962	Om007G317010	Aa_G245120.h1.t1
OG0016963	Om007G317320	Aa_G553500.h1.t1
OG0016964	Om007G318340	Aa_G165250.h1.t1
OG0016965	Om007G318300	Aa_G201140.h1.t1
OG0016966	Om007G318260	Aa_G201100.h1.t1
OG0016967	Om007G318230	Aa_G185140.h1.t1
OG0016968	Om001G023340	Aa_G185060.h1.t1
OG0016969	Om007G318380	Aa_G185050.h1.t1
OG0016970	Om006G242150	Aa_G15660.h1.t1
OG0016971	Om008G318650	Aa_G13190.h1.t1
OG0016972	Om008G318690	Aa_G13140.h1.t1
OG0016973	Om006G239980	Aa_G12900.h1.t1
OG0016974	Om008G319280	Aa_G241250.h1.t1
OG0016975	Om008G319480	Aa_G226170.h1.t1
OG0016976	Om008G320190	Aa_G177920.h1.t1
OG0016978	Om008G320650	Aa_G332600.h1.t1
OG0016979	Om008G321120	Aa_G381050.h1.t1
OG0016980	Om008G322120	Aa_G16190.h1.t1
OG0016981	Om008G322730	Aa_G175240.h1.t1
OG0016983	Om008G323990	Aa_G100490.h1.t1
OG0016984	Om008G324120	Aa_G360550.h1.t1
OG0016985	Om008G324300	Aa_G360640.h1.t1
OG0016986	Om003G123690	Aa_G340570.h1.t1
OG0016987	Om008G325350	Aa_G125410.h1.t1
OG0016988	Om008G325560	Aa_G401480.h1.t1
OG0016991	Om008G327850	Aa_G188370.h1.t1
OG0016992	Om008G327980	Aa_G188470.h1.t1
OG0016993	Om004G177050	Aa_G481250.h1.t1
OG0016994	Om004G177040	Aa_G481260.h1.t1
OG0016995	Om004G176960	Aa_G626110.h1.t1
OG0016996	Om004G176780	Aa_G54030.h1.t1
OG0016997	Om004G176740	Aa_G54060.h1.t1
OG0016998	Om004G176710	Aa_G54080.h1.t1
OG0016999	Om004G176680	Aa_G54110.h1.t1
OG0017000	Om004G176410	Aa_G419130.h1.t1
OG0017001	Om004G176380	Aa_G443030.h1.t1
OG0017002	Om004G176080	Aa_G18790.h1.t1
OG0017003	Om004G175870	Aa_G274540.h1.t1
OG0017004	Om004G175910	Aa_G274550.h1.t1
OG0017005	Om004G175730	Aa_G85280.h1.t1
OG0017006	Om004G175240	Aa_G260720.h1.t1
OG0017007	Om004G174330	Aa_G170150.h1.t1
OG0017009	Om006G241170	Aa_G181260.h1.t1
OG0017010	Om006G241930	Aa_G68120.h1.t1
OG0017011	Om006G242070	Aa_G15710.h1.t1
OG0017012	Om006G242010	Aa_G642590.h1.t1
OG0017013	Om006G242760	Aa_G633690.h2.t1, Aa_G633690.h1.t1
OG0017014	Om006G242920	Aa_G404700.h1.t1
OG0017015	Om006G243740	Aa_G459160.h1.t1
OG0017016	Om006G244130	Aa_G173870.h1.t1
OG0017017	Om006G244270	Aa_G470830.h1.t1
OG0017020	Om006G234630	Aa_G320930.h1.t1
OG0017021	Om006G234010	Aa_G75920.h1.t1
OG0017022	Om006G233850	Aa_G76010.h1.t1
OG0017023	Om006G233540	Aa_G268250.h1.t1
OG0017024	Om006G233440	Aa_G268330.h1.t1
OG0017025	Om006G232550	Aa_G20850.h1.t1
OG0017026	Om006G232370	Aa_G20730.h1.t1
OG0017028	Om006G232130	Aa_G37140.h1.t1
OG0017030	Om006G231680	Aa_G527030.h1.t1
OG0017031	Om006G231600	Aa_G81440.h1.t1
OG0017032	Om006G231430	Aa_G500390.h1.t1
OG0017033	Om006G231270	Aa_G23360.h1.t1
OG0017034	Om006G231180	Aa_G23440.h1.t1
OG0017035	Om006G231020	Aa_G23550.h1.t1
OG0017036	Om006G230980	Aa_G23580.h1.t1
OG0017037	Om006G230480	Aa_G165870.h1.t1
OG0017038	Om006G230250	Aa_G180850.h1.t1
OG0017039	Om006G229920	Aa_G147070.h1.t1
OG0017040	Om006G229730	Aa_G43640.h1.t1, Aa_G43650.h1.t1
OG0017041	Om006G229390	Aa_G43980.h1.t1
OG0017042	Om006G229130	Aa_G113840.h1.t1
OG0017043	Om006G229060	Aa_G113770.h1.t1
OG0017044	Om004G157030	Aa_G136070.h1.t1
OG0017045	Om004G157470	Aa_G299940.h1.t1
OG0017047	Om004G158480	Aa_G67760.h1.t1
OG0017051	Om007G287360	Aa_G438560.h1.t1
OG0017053	Om004G160010	Aa_G179930.h1.t1
OG0017054	Om007G293010	Aa_G215370.h1.t1
OG0017055	Om007G277700	Aa_G316870.h1.t1
OG0017056	Om007G277780	Aa_G203740.h1.t1
OG0017057	Om007G277790	Aa_G203750.h1.t1
OG0017058	Om007G277930	Aa_G519850.h1.t1
OG0017059	Om007G278980	Aa_G257880.h1.t1
OG0017060	Om007G280000	Aa_G154750.h1.t1
OG0017061	Om007G280040	Aa_G154780.h1.t1
OG0017063	Om007G280880	Aa_G589120.h1.t1
OG0017064	Om007G281170	Aa_G85980.h1.t1
OG0017068	Om007G283100	Aa_G412160.h1.t1
OG0017069	Om007G283320	Aa_G578980.h1.t1
OG0017070	Om007G283400	Aa_G60280.h1.t1
OG0017073	Om007G283980	Aa_G561370.h1.t1
OG0017075	Om007G285070	Aa_G624460.h1.t1
OG0017076	Om007G285250	Aa_G236330.h1.t1
OG0017077	Om007G285490	Aa_G205320.h1.t1
OG0017078	Om007G285520	Aa_G205290.h1.t1
OG0017080	Om004G149450	Aa_G363360.h2.t1, Aa_G363360.h1.t1
OG0017082	Om001G039460	Aa_G371760.h1.t1
OG0017085	Om004G132250	Aa_G495960.h1.t1
OG0017086	Om005G228250	Aa_G515740.h1.t1
OG0017087	Om004G150840	Aa_G515720.h1.t1
OG0017088	Om001G020670	Aa_G217480.h1.t1
OG0017089	Om002G072620	Aa_G217460.h1.t1
OG0017091	Om001G020200	Aa_G107230.h1.t1
OG0017092	Om001G020190	Aa_G107240.h1.t1
OG0017093	Om001G020070	Aa_G107280.h1.t1
OG0017094	Om002G042480	Aa_G451670.h1.t1
OG0017096	Om002G042390	Aa_G52640.h1.t1
OG0017097	Om002G042320	Aa_G52570.h1.t1
OG0017098	Om002G042110	Aa_G52430.h1.t1
OG0017099	Om002G042010	Aa_G52320.h1.t1
OG0017100	Om001G017790	Aa_G514880.h1.t1
OG0017103	Om001G019080	Aa_G86560.h1.t1
OG0017104	Om001G018730	Aa_G618310.h1.t1
OG0017106	Om002G043500	Aa_G71600.h1.t1
OG0017108	Om002G044260	Aa_G250270.h1.t1
OG0017109	Om002G044290	Aa_G111970.h1.t1
OG0017110	Om002G044640	Aa_G111630.h1.t1, Aa_G111610.h1.t1, Aa_G111620.h1.t1
OG0017111	Om002G044760	Aa_G267860.h1.t1
OG0017112	Om002G044980	Aa_G47610.h1.t1
OG0017113	Om002G045170	Aa_G44970.h1.t1
OG0017114	Om002G045710	Aa_G618730.h1.t1
OG0017115	Om002G046410	Aa_G4310.h1.t1
OG0017116	Om002G046580	Aa_G4460.h1.t1
OG0017117	Om002G046660	Aa_G4540.h1.t1
OG0017118	Om002G047300	Aa_G5050.h1.t1
OG0017119	Om002G047590	Aa_G75730.h1.t1
OG0017120	Om002G048150	Aa_G269300.h1.t1
OG0017121	Om002G048160	Aa_G269310.h1.t1
OG0017123	Om002G048400	Aa_G163210.h1.t1
OG0017124	Om002G048420	Aa_G163190.h1.t1
OG0017125	Om002G049080	Aa_G49840.h1.t1
OG0017126	Om002G049130	Aa_G49940.h1.t1
OG0017127	Om002G049200	Aa_G47410.h1.t1
OG0017128	Om002G049530	Aa_G47040.h1.t1
OG0017129	Om002G049660	Aa_G47860.h1.t1
OG0017131	Om002G050120	Aa_G174610.h1.t1
OG0017132	Om002G050330	Aa_G174400.h1.t1
OG0017133	Om002G050470	Aa_G174260.h1.t1
OG0017134	Om002G050810	Aa_G258680.h1.t1
OG0017135	Om002G050840	Aa_G302000.h1.t1
OG0017136	Om002G051290	Aa_G24250.h1.t1
OG0017137	Om008G330100	Aa_G431230.h1.t1
OG0017138	Om008G331250	Aa_G38300.h1.t1
OG0017139	Om008G331710	Aa_G461840.h1.t1
OG0017140	Om008G331740	Aa_G461870.h1.t1
OG0017141	Om008G331820	Aa_G651890.h1.t1
OG0017142	Om008G332370	Aa_G202470.h1.t1
OG0017144	Om008G332850	Aa_G486510.h1.t1
OG0017146	Om008G337610	Aa_G313380.h1.t1
OG0017147	Om008G336670	Aa_G25220.h1.t1
OG0017149	Om008G335530	Aa_G786600.h1.t1
OG0017150	Om008G335140	Aa_G272390.h1.t1
OG0017151	Om008G335080	Aa_G272440.h1.t1
OG0017153	Om005G196030	Aa_G121300.h1.t1
OG0017154	Om005G196250	Aa_G112430.h1.t1
OG0017155	Om005G196860	Aa_G179710.h1.t1
OG0017157	Om005G197540	Aa_G103870.h1.t1
OG0017158	Om005G198180	Aa_G274930.h1.t1
OG0017159	Om005G198240	Aa_G275010.h1.t1
OG0017160	Om005G198350	Aa_G349050.h1.t1
OG0017161	Om005G198980	Aa_G278370.h1.t1
OG0017162	Om005G199960	Aa_G718700.h1.t1
OG0017163	Om005G199640	Aa_G190840.h1.t1
OG0017164	Om005G200150	Aa_G132420.h1.t1
OG0017165	Om005G200270	Aa_G271530.h1.t1
OG0017166	Om005G200320	Aa_G119000.h1.t1
OG0017167	Om005G200490	Aa_G119170.h1.t1
OG0017168	Om005G200980	Aa_G192220.h1.t1
OG0017169	Om005G201460	Aa_G323750.h1.t1
OG0017170	Om005G201540	Aa_G93290.h1.t1
OG0017171	Om003G096570	Aa_G36980.h1.t1
OG0017172	Om005G203090	Aa_G33360.h1.t1
OG0017173	Om005G203770	Aa_G374370.h1.t1
OG0017174	Om005G203980	Aa_G86850.h1.t1
OG0017175	Om005G204070	Aa_G454220.h1.t1
OG0017176	Om005G204120	Aa_G454170.h1.t1
OG0017177	Om005G204210	Aa_G444760.h1.t1
OG0017178	Om005G204790	Aa_G292670.h1.t1
OG0017179	Om005G205070	Aa_G528430.h1.t1
OG0017180	Om005G205140	Aa_G372740.h1.t1
OG0017182	Om005G205160	Aa_G372760.h1.t1
OG0017183	Om005G205380	Aa_G121850.h1.t1
OG0017184	Om005G205640	Aa_G785690.h1.t1
OG0017185	Om005G205710	Aa_G367280.h1.t1
OG0017186	Om004G144540	Aa_G273990.h1.t1
OG0017187	Om004G144600	Aa_G274040.h1.t1
OG0017189	Om004G145500	Aa_G579820.h1.t1
OG0017190	Om004G146700	Aa_G283510.h1.t1
OG0017191	Om004G147270	Aa_G637000.h1.t1
OG0017192	Om002G048440	Aa_G431830.h1.t1
OG0017195	Om001G008950	Aa_G419780.h1.t1
OG0017196	Om004G151270	Aa_G255790.h1.t1
OG0017197	Om005G211840, Om008G328680, Om008G328690	Aa_G88540.h1.t1
OG0017198	Om007G286220	Aa_G90880.h1.t1
OG0017199	Om007G286600	Aa_G29720.h1.t1
OG0017202	Om004G154510	Aa_G393150.h1.t1
OG0017204	Om006G239180	Aa_G310050.h1.t1
OG0017206	Om004G152010	Aa_G253070.h1.t1
OG0017209	Om004G154020	Aa_G311480.h1.t1
OG0017210	Om004G153540	Aa_G100270.h1.t1
OG0017211	Om004G153480	Aa_G145590.h1.t1
OG0017212	Om004G155990	Aa_G287850.h1.t1
OG0017213	Om004G156030	Aa_G50370.h1.t1
OG0017214	Om004G156140	Aa_G157640.h1.t1
OG0017215	Om004G156320	Aa_G10090.h1.t1
OG0017216	Om004G156370	Aa_G10110.h1.t1
OG0017217	Om005G195130	Aa_G115600.h1.t1
OG0017219	Om005G193470	Aa_G666630.h1.t1
OG0017220	Om005G193220	Aa_G563210.h1.t1
OG0017221	Om005G192440	Aa_G26530.h1.t1
OG0017222	Om005G192400	Aa_G292140.h1.t1
OG0017223	Om005G192060	Aa_G319720.h1.t1
OG0017225	Om005G190230	Aa_G89320.h1.t1
OG0017226	Om005G189610	Aa_G43350.h1.t1
OG0017227	Om005G189500	Aa_G43260.h1.t1
OG0017228	Om005G189460	Aa_G43210.h1.t1
OG0017229	Om005G188830	Aa_G446460.h1.t1
OG0017230	Om005G188170	Aa_G635790.h1.t1
OG0017231	Om005G188250	Aa_G550180.h1.t1
OG0017232	Om005G187520	Aa_G193950.h1.t1
OG0017233	Om005G187280	Aa_G19050.h1.t1
OG0017234	Om005G216940	Aa_G123240.h1.t1
OG0017235	Om005G187200	Aa_G19100.h1.t1
OG0017237	Om005G187120	Aa_G19170.h1.t1
OG0017238	Om004G169370	Aa_G244330.h1.t1
OG0017239	Om005G186560	Aa_G442660.h1.t1
OG0017240	Om005G184820	Aa_G275940.h1.t1
OG0017242	Om005G183700	Aa_G23000.h1.t1
OG0017244	Om005G182980	Aa_G79450.h1.t1
OG0017245	Om005G182760	Aa_G219110.h1.t1
OG0017246	Om005G182220	Aa_G493500.h1.t1
OG0017247	Om005G182190	Aa_G286330.h1.t1
OG0017248	Om005G181500	Aa_G38950.h1.t1
OG0017249	Om005G181760	Aa_G341330.h1.t1
OG0017250	Om005G181140	Aa_G400400.h1.t1
OG0017251	Om005G181080	Aa_G400330.h1.t1
OG0017252	Om005G180550	Aa_G134790.h1.t1
OG0017253	Om005G180650	Aa_G134760.h1.t1
OG0017254	Om005G180700	Aa_G134750.h1.t1
OG0017255	Om005G180770	Aa_G134680.h1.t1
OG0017256	Om007G292970	Aa_G215330.h1.t1, Aa_G134620.h1.t1
OG0017257	Om005G180230	Aa_G135090.h1.t1
OG0017258	Om005G180080	Aa_G358020.h1.t1
OG0017259	Om005G179150	Aa_G452080.h1.t1
OG0017260	Om005G179110	Aa_G687260.h1.t1
OG0017261	Om005G178130	Aa_G94400.h1.t1
OG0017262	Om005G177920	Aa_G94480.h1.t1
OG0017263	Om005G177660	Aa_G106210.h1.t1
OG0017264	Om005G177590	Aa_G106300.h1.t1
OG0017265	Om007G301130	Aa_G524170.h1.t1
OG0017266	Om007G301220	Aa_G524210.h1.t1
OG0017267	Om007G301240	Aa_G258020.h1.t1
OG0017268	Om007G301310	Aa_G258100.h1.t1
OG0017269	Om007G300480	Aa_G450450.h1.t1
OG0017270	Om007G300470	Aa_G450460.h1.t1
OG0017271	Om007G300450	Aa_G499750.h1.t1
OG0017273	Om007G300120	Aa_G321020.h1.t1
OG0017274	Om007G298710	Aa_G412310.h1.t1
OG0017275	Om007G298310	Aa_G539760.h1.t1
OG0017276	Om007G297860	Aa_G79090.h1.t1
OG0017277	Om007G296730	Aa_G387530.h1.t1
OG0017278	Om007G296690	Aa_G325630.h1.t1
OG0017279	Om007G296520	Aa_G106540.h1.t1
OG0017280	Om005G211170	Aa_G286650.h1.t1
OG0017281	Om007G295010	Aa_G726460.h1.t1
OG0017282	Om007G295110	Aa_G83660.h1.t1
OG0017283	Om007G295130	Aa_G83640.h1.t1
OG0017284	Om007G294740	Aa_G362830.h1.t1
OG0017285	Om007G293580, Om003G097240	Aa_G430230.h1.t1
OG0017286	Om007G293390	Aa_G251190.h1.t1
OG0017287	Om007G303260	Aa_G414160.h1.t1
OG0017288	Om007G303490	Aa_G325420.h1.t1
OG0017289	Om007G303530	Aa_G196480.h1.t1
OG0017291	Om007G308130	Aa_G102140.h1.t1
OG0017292	Om009G364010	Aa_G28500.h1.t1
OG0017293	Om004G161050	Aa_G209460.h1.t1
OG0017294	Om004G161150	Aa_G526430.h1.t1
OG0017295	Om004G169790	Aa_G386460.h1.t1
OG0017296	Om006G274090	Aa_G536740.h1.t1
OG0017297	Om003G089610	Aa_G205670.h1.t1
OG0017298	Om006G241550	Aa_G286990.h1.t1
OG0017299	Om004G171810	Aa_G170550.h1.t1
OG0017300	Om004G171840	Aa_G170580.h1.t1
OG0017301	Om004G171870	Aa_G353240.h1.t1
OG0017302	Om004G171980	Aa_G353360.h1.t1
OG0017303	Om004G172390	Aa_G304010.h1.t1
OG0017304	Om006G240270	Aa_G550360.h1.t1
OG0017305	Om006G240340	Aa_G552770.h1.t1
OG0017307	Om005G199460	Aa_G557380.h1.t1
OG0017308	Om006G239480	Aa_G169060.h1.t1
OG0017309	Om006G239390	Aa_G392300.h1.t1, Aa_G571960.h1.t1
OG0017310	Om006G238960	Aa_G45980.h1.t1
OG0017311	Om006G239030	Aa_G45480.h1.t1
OG0017312	Om006G238900	Aa_G46040.h1.t1
OG0017313	Om006G238680	Aa_G46260.h1.t1
OG0017314	Om006G238630	Aa_G377420.h1.t1
OG0017315	Om006G238620	Aa_G377410.h1.t1
OG0017317	Om006G237580	Aa_G97930.h1.t1
OG0017318	Om006G236850	Aa_G448750.h1.t1
OG0017319	Om003G116520	Aa_G149160.h1.t1
OG0017320	Om006G236570	Aa_G401230.h1.t1
OG0017322	Om006G236110	Aa_G61480.h1.t1
OG0017323	Om006G236040	Aa_G61420.h1.t1
OG0017324	Om006G235970	Aa_G131170.h1.t1
OG0017325	Om006G235780	Aa_G131040.h1.t1
OG0017326	Om006G234730	Aa_G492210.h1.t1
OG0017327	Om006G247580	Aa_G93890.h1.t1
OG0017328	Om006G247640	Aa_G93820.h1.t1
OG0017329	Om006G247680	Aa_G93790.h1.t1
OG0017332	Om006G258120	Aa_G11460.h1.t1
OG0017333	Om006G258250	Aa_G661340.h1.t1
OG0017334	Om006G258380	Aa_G649780.h1.t1
OG0017335	Om006G259040	Aa_G131550.h1.t1
OG0017337	Om006G241110	Aa_G181310.h1.t1
OG0017339	Om006G261290	Aa_G106910.h1.t1
OG0017340	Om006G262300	Aa_G197590.h1.t1
OG0017341	Om006G262820	Aa_G363990.h1.t1
OG0017342	Om006G263050	Aa_G343920.h1.t1
OG0017343	Om006G263770	Aa_G658660.h1.t1
OG0017344	Om006G263930	Aa_G563860.h1.t1
OG0017346	Om006G266500	Aa_G88890.h1.t1
OG0017347	Om006G266720	Aa_G578530.h1.t1
OG0017348	Om006G267140	Aa_G99360.h1.t1
OG0017349	Om003G103360	Aa_G250910.h1.t1
OG0017351	Om006G268840	Aa_G115940.h1.t1
OG0017352	Om006G269090	Aa_G115920.h1.t1
OG0017354	Om006G268400	Aa_G337480.h1.t1
OG0017355	Om002G050490	Aa_G174230.h1.t1
OG0017356	Om005G211960	Aa_G156840.h1.t1
OG0017357	Om005G212050	Aa_G282890.h1.t1
OG0017358	Om004G160930	Aa_G209600.h1.t1
OG0017359	Om005G211800	Aa_G469580.h1.t1
OG0017360	Om005G211860	Aa_G490610.h1.t1
OG0017361	Om005G210250	Aa_G299390.h1.t1
OG0017362	Om005G209740	Aa_G690520.h1.t1
OG0017363	Om005G209710	Aa_G538480.h1.t1
OG0017364	Om005G178340	Aa_G161440.h1.t1
OG0017365	Om005G209360	Aa_G665520.h1.t1
OG0017366	Om005G209330	Aa_G452760.h1.t1
OG0017367	Om005G208990	Aa_G585180.h1.t1
OG0017368	Om005G207380	Aa_G17760.h1.t1
OG0017369	Om005G207370	Aa_G17770.h1.t1
OG0017370	Om005G207180	Aa_G163390.h1.t1
OG0017371	Om005G206900	Aa_G610780.h1.t1
OG0017372	Om005G206740	Aa_G232130.h1.t1
OG0017373	Om005G206720	Aa_G232150.h1.t1
OG0017374	Om005G206230	Aa_G319480.h1.t1
OG0017375	Om004G134060	Aa_G204280.h1.t1
OG0017377	Om004G134760	Aa_G129360.h1.t1
OG0017378	Om004G134790	Aa_G129300.h1.t1
OG0017379	Om004G134880	Aa_G654150.h1.t1
OG0017380	Om004G135290	Aa_G215550.h1.t1
OG0017381	Om004G135660	Aa_G418900.h1.t1
OG0017382	Om004G135770	Aa_G418980.h1.t1
OG0017383	Om004G135790	Aa_G738880.h2.t1, Aa_G738880.h1.t1
OG0017385	Om004G137080	Aa_G281720.h1.t1
OG0017386	Om004G137350	Aa_G656100.h1.t1
OG0017387	Om005G201700	Aa_G544380.h1.t1
OG0017389	Om004G139100	Aa_G64610.h1.t1
OG0017392	Om004G140070	Aa_G30640.h1.t1
OG0017393	Om007G285170	Aa_G70950.h1.t1
OG0017395	Om004G140780	Aa_G203140.h1.t1
OG0017396	Om004G141150	Aa_G303500.h1.t1
OG0017400	Om004G142430	Aa_G187170.h1.t1
OG0017401	Om004G133030	Aa_G343720.h1.t1
OG0017402	Om004G132670	Aa_G457940.h1.t1
OG0017403	Om004G132140	Aa_G80370.h1.t1
OG0017405	Om004G131600	Aa_G457370.h1.t1
OG0017406	Om004G131360	Aa_G293670.h1.t1
OG0017407	Om004G131230	Aa_G293560.h1.t1
OG0017408	Om004G131110	Aa_G21760.h1.t1
OG0017409	Om004G130060	Aa_G385740.h1.t1
OG0017410	Om004G129830	Aa_G738070.h1.t1
OG0017411	Om004G129650	Aa_G239130.h1.t1
OG0017412	Om004G129630	Aa_G239140.h1.t1
OG0017413	Om004G129610	Aa_G239160.h1.t1
OG0017414	Om002G056860	Aa_G745100.h1.t1
OG0017415	Om002G057170	Aa_G374030.h1.t1
OG0017416	Om002G057430	Aa_G175970.h1.t1
OG0017417	Om002G057840	Aa_G606960.h1.t1
OG0017418	Om002G058060	Aa_G207850.h1.t1
OG0017419	Om002G058180	Aa_G327420.h1.t1
OG0017420	Om002G059570	Aa_G340260.h1.t1
OG0017421	Om002G059580	Aa_G340250.h1.t1
OG0017422	Om002G060210	Aa_G1270.h1.t1
OG0017423	Om002G060320	Aa_G1150.h1.t1
OG0017424	Om002G060340	Aa_G1130.h1.t1
OG0017425	Om002G060670	Aa_G234960.h1.t1
OG0017426	Om002G061240	Aa_G31970.h1.t1
OG0017427	Om002G062240	Aa_G223500.h1.t1
OG0017428	Om002G062570, Om002G062580	Aa_G367460.h1.t1
OG0017429	Om002G063150	Aa_G97020.h1.t1
OG0017430	Om002G064620	Aa_G176890.h1.t1
OG0017433	Om002G066170	Aa_G108150.h1.t1
OG0017434	Om002G066580	Aa_G240100.h1.t1
OG0017435	Om002G067030	Aa_G164450.h1.t1
OG0017436	Om002G067070	Aa_G164500.h1.t1
OG0017438	Om002G067160	Aa_G164590.h1.t1
OG0017439	Om002G067170	Aa_G164600.h1.t1
OG0017440	Om002G069610	Aa_G388640.h1.t1
OG0017441	Om002G069380	Aa_G227440.h1.t1
OG0017443	Om002G069700	Aa_G171740.h2.t1, Aa_G171740.h1.t1
OG0017444	Om002G069710	Aa_G171730.h1.t1
OG0017445	Om002G070790	Aa_G96520.h1.t1
OG0017446	Om003G112780	Aa_G101950.h1.t1
OG0017447	Om002G071070	Aa_G516000.h1.t1
OG0017449	Om002G072760	Aa_G428270.h1.t1
OG0017451	Om002G074130	Aa_G306420.h1.t1
OG0017453	Om002G074740	Aa_G380110.h1.t1
OG0017454	Om004G150520	Aa_G35810.h1.t1
OG0017455	Om002G076470	Aa_G313880.h1.t1
OG0017457	Om008G327400	Aa_G105430.h1.t1
OG0017458	Om002G079480	Aa_G105310.h1.t1
OG0017459	Om002G077710	Aa_G116280.h1.t1
OG0017460	Om002G079560	Aa_G105240.h1.t1
OG0017461	Om002G080150	Aa_G105120.h1.t1
OG0017462	Om002G082110	Aa_G81660.h1.t1
OG0017464	Om002G083750	Aa_G421740.h1.t1
OG0017465	Om002G084020	Aa_G314470.h1.t1
OG0017466	Om002G084360	Aa_G329650.h1.t1
OG0017467	Om002G084530	Aa_G459720.h1.t1
OG0017468	Om002G085730	Aa_G325970.h1.t1
OG0017469	Om002G086180	Aa_G185860.h1.t1
OG0017470	Om002G087000	Aa_G143430.h1.t1
OG0017471	Om002G087870	Aa_G166640.h1.t1
OG0017472	Om002G088080	Aa_G639390.h1.t1
OG0017473	Om002G088170	Aa_G422290.h1.t1
OG0017474	Om001G022570	Aa_G44550.h1.t1
OG0017475	Om002G088560	Aa_G440800.h1.t1
OG0017476	Om008G324690	Aa_G440830.h1.t1
OG0017477	Om002G088530	Aa_G440880.h1.t1
OG0017478	Om002G088640	Aa_G505120.h1.t1
OG0017479	Om002G088650	Aa_G601340.h1.t1
